Timestep,C7,CLAV,IMUL_L,IMUL_M,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x72,x73,x74,x75,IMUL_R
All Timesteps RMSE,0.00540647,0.00546782,0,0,0,0,0,0.0420723,0.0169274,0.0238142,0.0114082,0,0,0.0251231,0,0.0192244,0.017853,0.0357,0.0242877,0.0112625,0.0180471,0.0116491,0.0179908,0.0111662,0.0164305,0.0125298,0.0146548,0.0120331,0.0135884,0.00672927,0.012434,0.049159,0.0139103,0.0139364,0.00743192,0.0175436,0.00966317,0.0112121,0.0112644,0.00774397,0,0,0.0201548,0,0.0107321,0.0168062,0.065766,0.0151513,0.0151426,0.0141443,0.00971356,0.0196297,0.00929791,0.0355456,0.0128558,0.012368,0.00927013,0.0121813,0.00884946,0.0130773,0.021674,0.0172826,0.00820365,0.00526102,0.00670632,0.00531221,0,0,0,0,0,0,0,0,0,0
0,0.00625777,0.00594078,0,0,0,0,0,0.0161086,0.0171585,0.0202122,0.0103508,0,0,0.0231457,0,0.0174753,0.016626,0.0397741,0.0165665,0.0131888,0.0143903,0.00814649,0.0199668,0.0115516,0.0228333,0.0101368,0.00931561,0.00408237,0.00597671,0.00557927,0.00810458,0.0275733,0.013562,0.0136039,0.00795417,0.0172885,0.0109033,0.0124053,0.0154394,0.00893567,0,0,0.0189186,0,0.00974225,0.0153887,0.0572914,0.0190775,0.00925302,0.0176294,0.0125397,0.0120385,0.00777596,0.0343796,0.0114264,0.0147957,0.011132,0.0119327,0.001229,0.00913982,0.0294799,0.0154311,0.00738515,0.00524738,0.00927084,0.00582109,0,0,0,0,0,0,0,0,0,0
1,0.00651546,0.0057885,0,0,0,0,0,0.0104823,0.0171335,0.0192223,0.0102133,0,0,0.0225092,0,0.0182743,0.0162409,0.0399699,0.0175678,0.0132809,0.0139691,0.00750109,0.0198149,0.0122926,0.0217637,0.0104785,0.00862322,0.00387704,0.00437596,0.00516198,0.00882004,0.0220904,0.0130576,0.0142588,0.00800282,0.0169514,0.0107046,0.0110067,0.0155792,0.00890165,0,0,0.0191493,0,0.00992641,0.0155344,0.0567087,0.0169619,0.00965835,0.0175619,0.0117142,0.0125007,0.00882692,0.0334476,0.0106989,0.0149961,0.00992629,0.0113867,0.00144232,0.00811604,0.0278023,0.0155039,0.00801811,0.0053434,0.00844867,0.00579275,0,0,0,0,0,0,0,0,0,0
2,0.00675924,0.0055463,0,0,0,0,0,0.00609626,0.0170161,0.0185625,0.0107904,0,0,0.0219885,0,0.0184508,0.0159654,0.0402589,0.0184214,0.0131891,0.0145623,0.00747901,0.0196467,0.0124604,0.0207604,0.0107998,0.00819553,0.00408132,0.00316941,0.00499601,0.00947559,0.0180478,0.0124885,0.0143153,0.0078858,0.0171163,0.0105562,0.00981736,0.0158256,0.00907853,0,0,0.0191221,0,0.00996048,0.0156174,0.0564991,0.0138384,0.00997759,0.0172172,0.0114074,0.0130062,0.00892797,0.0326113,0.0108942,0.0140987,0.00847556,0.0114088,0.00238609,0.00694189,0.026378,0.015472,0.00823233,0.00547274,0.00809149,0.00595596,0,0,0,0,0,0,0,0,0,0
3,0.0069201,0.00546141,0,0,0,0,0,0.00636744,0.0168971,0.019237,0.0117801,0,0,0.0216215,0,0.0182871,0.0157147,0.0403333,0.0201378,0.0129819,0.0145356,0.00787928,0.0194616,0.0123847,0.0198189,0.0113667,0.00807659,0.00476174,0.00376197,0.00501729,0.0101986,0.0162738,0.0120083,0.0141071,0.00768495,0.0178478,0.010494,0.00923883,0.016274,0.00930001,0,0,0.0189881,0,0.00995671,0.0156333,0.0565798,0.0115268,0.0103094,0.016344,0.011595,0.0134115,0.00858442,0.0319943,0.0113133,0.0139549,0.0073795,0.0115762,0.00338646,0.00637231,0.0256625,0.0154311,0.00823893,0.00547581,0.00805367,0.00629098,0,0,0,0,0,0,0,0,0,0
4,0.00717145,0.00554416,0,0,0,0,0,0.0117909,0.0169291,0.0213266,0.0129339,0,0,0.0208837,0,0.0184242,0.0152171,0.0401482,0.0227193,0.0128754,0.0138221,0.00870169,0.0193306,0.0121073,0.0188604,0.0115185,0.00786984,0.00577992,0.00520672,0.00519161,0.0109777,0.0177711,0.0114148,0.0143564,0.0074542,0.0187319,0.0105308,0.0091728,0.0168303,0.00967434,0,0,0.0189427,0,0.00997388,0.015542,0.0566307,0.0105106,0.0105649,0.0152062,0.0120939,0.0135829,0.00870988,0.031822,0.0114911,0.014142,0.00693476,0.011579,0.00362722,0.00595324,0.0254583,0.0153573,0.00822358,0.00545646,0.00792135,0.00676174,0,0,0,0,0,0,0,0,0,0
5,0.00723592,0.00526596,0,0,0,0,0,0.0182904,0.0171213,0.0241609,0.0136492,0,0,0.0199102,0,0.0184055,0.0146472,0.0399487,0.0261677,0.0126173,0.0129179,0.0089804,0.0191751,0.0116354,0.0172583,0.0113276,0.0076965,0.00702588,0.00714452,0.00558869,0.0117981,0.0218041,0.0106908,0.0144284,0.00716143,0.019162,0.0107167,0.00909367,0.0170839,0.00990464,0,0,0.018811,0,0.0100009,0.0154411,0.0564434,0.0101106,0.0105038,0.0143729,0.0123215,0.0137777,0.00896666,0.0321319,0.0115502,0.0141215,0.00708363,0.0113384,0.00291979,0.00555994,0.0254142,0.0152958,0.00831024,0.00541159,0.00743009,0.00695744,0,0,0,0,0,0,0,0,0,0
6,0.00732501,0.00507464,0,0,0,0,0,0.0239221,0.0171724,0.0270307,0.0144187,0,0,0.0193917,0,0.0182959,0.014424,0.0395539,0.0296055,0.0124428,0.0119492,0.00938878,0.0190665,0.0113246,0.0158494,0.0110964,0.007734,0.00829859,0.00924642,0.00644862,0.0126244,0.0264174,0.0101674,0.0142446,0.00695674,0.018861,0.0109706,0.00913747,0.0172068,0.0102555,0,0,0.0186631,0,0.0100489,0.0153396,0.0561912,0.0101051,0.0102921,0.0139287,0.0127701,0.0138068,0.00950778,0.0326984,0.0119141,0.0136006,0.00756724,0.0110176,0.00182169,0.00598931,0.0250843,0.0151865,0.00826963,0.00542735,0.00748291,0.00720118,0,0,0,0,0,0,0,0,0,0
7,0.00744528,0.00484121,0,0,0,0,0,0.0289239,0.0173654,0.0290026,0.0146291,0,0,0.0188005,0,0.0181909,0.01416,0.0393627,0.0314529,0.0121829,0.0108208,0.00914823,0.0189561,0.0107313,0.0140972,0.0107908,0.00787408,0.00953446,0.0113648,0.00739001,0.0135006,0.0316644,0.00963556,0.0141688,0.00679507,0.0184465,0.0110907,0.00922337,0.017174,0.0104746,0,0,0.0184901,0,0.00992057,0.0148336,0.0559464,0.0104397,0.00997609,0.0136238,0.0127706,0.0138671,0.0099355,0.0332956,0.0126609,0.0127317,0.00795497,0.0107626,0.0012235,0.00686074,0.0247262,0.0152495,0.00804298,0.00531073,0.00726275,0.0073082,0,0,0,0,0,0,0,0,0,0
8,0.00763168,0.00470279,0,0,0,0,0,0.0344225,0.0174879,0.0301727,0.0147882,0,0,0.0183316,0,0.0180259,0.0139383,0.0392007,0.0312392,0.0119412,0.0099916,0.00902601,0.018929,0.0101229,0.0123245,0.0104912,0.00801842,0.0107603,0.0128682,0.00808236,0.0143409,0.0373847,0.00941831,0.0140225,0.00665476,0.0180583,0.0111653,0.00905677,0.0170962,0.010703,0,0,0.0185037,0,0.00982314,0.0141476,0.0559458,0.0103185,0.00970543,0.013154,0.0126688,0.0139954,0.010048,0.0337428,0.0125278,0.0131344,0.00784171,0.0105351,0.00109628,0.00695084,0.0243036,0.0154665,0.00796606,0.00520915,0.00691668,0.00744136,0,0,0,0,0,0,0,0,0,0
9,0.007843,0.00455922,0,0,0,0,0,0.0402546,0.0177029,0.0312306,0.0150371,0,0,0.0180551,0,0.0179229,0.0137649,0.0389213,0.0303564,0.011582,0.0091082,0.00911637,0.0189532,0.00923818,0.0106358,0.00986983,0.00800949,0.0120842,0.0144494,0.00852083,0.014976,0.0437759,0.00942937,0.0140681,0.00655219,0.0177208,0.0112706,0.0084778,0.0168776,0.0108878,0,0,0.0186474,0,0.0098258,0.0140217,0.0561773,0.00932132,0.0095621,0.0126308,0.0124666,0.0140807,0.00994799,0.0339956,0.0120502,0.0138023,0.00724272,0.0102078,0.0011087,0.00619958,0.023347,0.0156699,0.00804968,0.00527298,0.00682379,0.00758925,0,0,0,0,0,0,0,0,0,0
10,0.00788428,0.0043011,0,0,0,0,0,0.0457734,0.0178566,0.0325473,0.0150736,0,0,0.0180667,0,0.0177607,0.0137181,0.0384405,0.0306295,0.0110801,0.00687286,0.0092958,0.0189766,0.00761204,0.0078187,0.00865164,0.00813459,0.0134572,0.0165538,0.00896968,0.0151978,0.0507369,0.00957126,0.013968,0.00655348,0.0177621,0.0113595,0.00795332,0.0161443,0.0108916,0,0,0.0187033,0,0.009893,0.0144098,0.0565184,0.00813267,0.0096223,0.0123769,0.0121794,0.014256,0.00979423,0.0341647,0.0117599,0.0148022,0.00630936,0.00995667,0.00157264,0.00517848,0.0225459,0.015891,0.00810957,0.00539888,0.00685371,0.00762501,0,0,0,0,0,0,0,0,0,0
11,0.00783299,0.00399139,0,0,0,0,0,0.04996,0.0179405,0.0341856,0.0151528,0,0,0.0182546,0,0.0174886,0.0137031,0.0376928,0.0320808,0.010527,0.00486924,0.00944087,0.0188806,0.0057927,0.00589739,0.00809055,0.00886057,0.0151069,0.0188283,0.00966951,0.0155513,0.0568665,0.0098787,0.0137576,0.00657781,0.017933,0.011293,0.00743608,0.0153762,0.0107378,0,0,0.0187446,0,0.00983883,0.0145282,0.0568491,0.00726801,0.0098072,0.0121651,0.0118782,0.0145822,0.00995399,0.0342568,0.0119884,0.014189,0.00535217,0.00979305,0.0024444,0.00481657,0.0219932,0.0160592,0.00806109,0.00537616,0.00653255,0.00755017,0,0,0,0,0,0,0,0,0,0
12,0.00771311,0.00371267,0,0,0,0,0,0.0535963,0.0180245,0.0359742,0.0150529,0,0,0.0184892,0,0.0173444,0.0138679,0.0367667,0.0337483,0.0100522,0.00354415,0.00952483,0.0188045,0.00395966,0.00481728,0.00807107,0.00979042,0.0167992,0.021084,0.0106018,0.0160596,0.0617373,0.0102064,0.0137487,0.006663,0.0181858,0.0112176,0.00701844,0.014656,0.010498,0,0,0.0189145,0,0.0098385,0.0146131,0.0570645,0.00686418,0.0101203,0.011925,0.0115653,0.0149543,0.0100542,0.0342709,0.0123439,0.01312,0.00470704,0.00972797,0.00344407,0.00528767,0.021455,0.016229,0.00803896,0.00533976,0.00637038,0.00738988,0,0,0,0,0,0,0,0,0,0
13,0.00750086,0.00347125,0,0,0,0,0,0.0566303,0.0180425,0.0375815,0.0150155,0,0,0.0188001,0,0.0172144,0.0140901,0.0358162,0.0352937,0.00974802,0.00241738,0.00957953,0.0186626,0.00336551,0.00436416,0.00780978,0.0105819,0.0183205,0.0233069,0.0116634,0.0165466,0.0653049,0.0105529,0.0136455,0.00676965,0.0182575,0.0111148,0.00678044,0.0140827,0.0102214,0,0,0.0192062,0,0.00989175,0.0149318,0.0572084,0.00668556,0.0104819,0.0116654,0.0113047,0.0153843,0.010033,0.0342645,0.0124862,0.0122109,0.00438184,0.00970863,0.00415359,0.00590364,0.0208833,0.0164618,0.00816078,0.00535155,0.00604386,0.00722126,0,0,0,0,0,0,0,0,0,0
14,0.00732006,0.00330929,0,0,0,0,0,0.0588849,0.0180163,0.038848,0.0150751,0,0,0.0189956,0,0.0172914,0.0141995,0.0350979,0.0366835,0.00954848,0.00159418,0.00962325,0.0184348,0.00324714,0.00434821,0.00743734,0.0111313,0.0194354,0.0251532,0.0126105,0.0169042,0.0678256,0.0107395,0.0137656,0.00686439,0.0182126,0.010956,0.00683034,0.013471,0.00998478,0,0,0.0194959,0,0.00996843,0.0153431,0.0574731,0.00680423,0.010853,0.0114096,0.0110974,0.0156848,0.0101791,0.0342935,0.0122811,0.0122998,0.00428031,0.00978454,0.00469493,0.00631748,0.0201214,0.0166077,0.00857323,0.00523146,0.00570412,0.00707486,0,0,0,0,0,0,0,0,0,0
15,0.00720565,0.0032324,0,0,0,0,0,0.0607146,0.0179652,0.0399528,0.0150667,0,0,0.0191019,0,0.0173648,0.014308,0.034762,0.0380298,0.00928668,0.00130782,0.00972909,0.0182204,0.00430178,0.00449903,0.00710015,0.0114458,0.0203007,0.0263944,0.0133714,0.0172705,0.0700797,0.0107249,0.013782,0.00694306,0.0179822,0.010888,0.00707277,0.0127933,0.00981668,0,0,0.0195928,0,0.00998225,0.015508,0.0579502,0.00706227,0.0111154,0.0112741,0.0110275,0.0158769,0.0103146,0.0343615,0.0116434,0.0131758,0.00430933,0.00986071,0.00511132,0.00641904,0.0192583,0.0165656,0.00839523,0.00519606,0.0055297,0.00693122,0,0,0,0,0,0,0,0,0,0
16,0.0071363,0.00322282,0,0,0,0,0,0.0623128,0.0179366,0.0409558,0.0149979,0,0,0.0190955,0,0.0175728,0.0143106,0.0345983,0.0393149,0.00900936,0.00163968,0.00982606,0.0179777,0.00577406,0.004575,0.00701746,0.0113947,0.0210739,0.0269847,0.0138058,0.0176579,0.0722468,0.0105379,0.0138975,0.00694952,0.0177357,0.0108714,0.0074225,0.0123264,0.00969443,0,0,0.0196135,0,0.0100408,0.0155751,0.0585696,0.0073888,0.0113998,0.0115123,0.010967,0.0160625,0.0105009,0.0344165,0.0109877,0.0136387,0.00446453,0.00993775,0.00509438,0.00639362,0.0183564,0.0166255,0.00797367,0.00524169,0.00514301,0.00679276,0,0,0,0,0,0,0,0,0,0
17,0.00697392,0.00320265,0,0,0,0,0,0.0637967,0.0178841,0.0417045,0.0149538,0,0,0.019318,0,0.0176553,0.0144828,0.0344328,0.0404672,0.0086906,0.00241873,0.0100295,0.0177024,0.00669058,0.00494339,0.00717614,0.0110217,0.0217186,0.0272127,0.0135834,0.0179643,0.0743279,0.010503,0.0139091,0.00696681,0.0175695,0.010802,0.00810772,0.0118416,0.00955575,0,0,0.0196013,0,0.0100848,0.0156317,0.059266,0.00827947,0.0117353,0.0115995,0.0108938,0.0162456,0.0105046,0.0344853,0.0107983,0.0136122,0.0046005,0.0103225,0.00533285,0.0066515,0.017412,0.0165944,0.00769032,0.00531628,0.00467479,0.00661445,0,0,0,0,0,0,0,0,0,0
18,0.00672419,0.003118,0,0,0,0,0,0.065125,0.017815,0.0419816,0.0150407,0,0,0.0196479,0,0.0177212,0.0147092,0.034034,0.0412816,0.00829137,0.00324168,0.0103306,0.0175954,0.00739874,0.00569051,0.00739333,0.010414,0.0221685,0.0272232,0.0131965,0.0181532,0.0763515,0.0106568,0.0137776,0.00693121,0.0173091,0.0107387,0.00878366,0.0113942,0.00935507,0,0,0.0195651,0,0.0101192,0.0156673,0.0600281,0.00925083,0.012159,0.0115598,0.0108115,0.0164467,0.0103706,0.0344871,0.0121989,0.0135002,0.00476764,0.01078,0.00574389,0.00700817,0.0164971,0.0166696,0.00761693,0.00531336,0.00435342,0.00639053,0,0,0,0,0,0,0,0,0,0
19,0.00645893,0.0030959,0,0,0,0,0,0.0660464,0.017813,0.0418294,0.0151533,0,0,0.0198559,0,0.017989,0.0148195,0.0332577,0.0417456,0.00786903,0.00425441,0.0107099,0.0175957,0.00778835,0.00597998,0.00802764,0.00964415,0.0224886,0.0270705,0.0127449,0.0182588,0.0780747,0.0108157,0.0137787,0.0068476,0.0171102,0.0107216,0.00955223,0.0109877,0.00912643,0,0,0.0196773,0,0.0102269,0.0157002,0.0608045,0.0103889,0.0126696,0.0114119,0.0107158,0.0167359,0.010172,0.0344865,0.0139675,0.0133836,0.00500132,0.0110928,0.00635118,0.00764559,0.0155849,0.0167024,0.00769308,0.00517052,0.00410992,0.00612316,0,0,0,0,0,0,0,0,0,0
20,0.00625245,0.00309367,0,0,0,0,0,0.0666069,0.0177481,0.0414185,0.0152651,0,0,0.0200722,0,0.0181759,0.0148919,0.0322061,0.0420741,0.00744226,0.00591605,0.0112546,0.0175741,0.00775083,0.00574236,0.00913164,0.00887728,0.0226977,0.0266486,0.012175,0.0183149,0.0795618,0.0110134,0.0138121,0.00680778,0.0169321,0.0107216,0.0103909,0.0105973,0.00897012,0,0,0.01968,0,0.0103391,0.0157265,0.0615466,0.0115135,0.0132284,0.011295,0.0106779,0.0169543,0.00997295,0.0345323,0.0133708,0.0132141,0.00532339,0.0112277,0.0070334,0.00847858,0.0147425,0.0168751,0.0075839,0.00497862,0.00422068,0.00589305,0,0,0,0,0,0,0,0,0,0
21,0.00611889,0.00307021,0,0,0,0,0,0.0669457,0.0177312,0.0408824,0.0152454,0,0,0.0202702,0,0.0183862,0.0148747,0.0311192,0.0424515,0.0069544,0.00808238,0.011675,0.0174901,0.00833349,0.00648146,0.01025,0.00819745,0.0226658,0.0258105,0.0112863,0.018319,0.0809097,0.0111808,0.0139512,0.00674257,0.0166566,0.0106956,0.0110489,0.0100796,0.00885967,0,0,0.0195649,0,0.0103831,0.0157312,0.0621096,0.0122917,0.0136667,0.0111712,0.0106396,0.0170736,0.00977538,0.0345202,0.0111081,0.0126216,0.00555073,0.01137,0.00750982,0.00913122,0.0140189,0.0170627,0.00745286,0.0049207,0.00396318,0.00566024,0,0,0,0,0,0,0,0,0,0
22,0.00597639,0.00301163,0,0,0,0,0,0.0672331,0.017747,0.0403659,0.0151154,0,0,0.020359,0,0.0184123,0.0148426,0.0301511,0.0429836,0.0064805,0.0105864,0.0119623,0.0176645,0.00952777,0.00803484,0.0113762,0.00767404,0.0226345,0.024623,0.0104213,0.0182653,0.0813913,0.0114425,0.0140165,0.00657836,0.0165575,0.0106862,0.0115883,0.00950918,0.00873895,0,0,0.01951,0,0.0104527,0.0158156,0.0626075,0.0130418,0.0141499,0.0110006,0.0106278,0.0172758,0.0095675,0.0345155,0.0106955,0.0120848,0.00577395,0.0116454,0.00798924,0.00970445,0.0136103,0.0172805,0.00743844,0.00471059,0.00416238,0.00539907,0,0,0,0,0,0,0,0,0,0
23,0.00579401,0.00298111,0,0,0,0,0,0.0671826,0.017673,0.0399239,0.015001,0,0,0.0206556,0,0.0183755,0.0150433,0.0294964,0.0435344,0.00608364,0.0133494,0.0122866,0.017734,0.0112869,0.0104051,0.0126599,0.00738719,0.022698,0.0233736,0.00958477,0.0181387,0.0812844,0.0118644,0.0138622,0.00652368,0.016228,0.0107001,0.0119192,0.00905011,0.00865858,0,0,0.0195299,0,0.0105745,0.0159359,0.0631014,0.0135818,0.0148092,0.0109216,0.0107738,0.017511,0.00918985,0.0346561,0.0113837,0.0120406,0.00615978,0.0119422,0.0084499,0.0103188,0.0129525,0.0173822,0.00756924,0.00443594,0.00447532,0.00521581,0,0,0,0,0,0,0,0,0,0
24,0.00563863,0.00309058,0,0,0,0,0,0.0665725,0.0175364,0.0394566,0.0148389,0,0,0.0209959,0,0.0185296,0.0153008,0.0292662,0.04399,0.00578256,0.0163921,0.0125974,0.0177383,0.0126855,0.0128608,0.0142489,0.00730059,0.0230283,0.0223891,0.00861054,0.01795,0.0806069,0.012095,0.0138535,0.00663479,0.0155218,0.0107112,0.0123807,0.00858118,0.00872694,0,0,0.0196439,0,0.0107517,0.0161707,0.0635448,0.0142728,0.0155382,0.010528,0.0110059,0.0176187,0.00873707,0.0349312,0.0123946,0.0123508,0.00675298,0.0122703,0.0091264,0.0112707,0.0117565,0.017475,0.00771222,0.00436794,0.0046655,0.0052046,0,0,0,0,0,0,0,0,0,0
25,0.00560651,0.00320874,0,0,0,0,0,0.0650585,0.0174232,0.0389304,0.0145714,0,0,0.0210924,0,0.0186037,0.0155313,0.0294095,0.0443322,0.00534177,0.0197228,0.0128492,0.0177243,0.0141664,0.0154824,0.0159946,0.00731694,0.0233968,0.0215306,0.00782072,0.0176762,0.0787037,0.0118638,0.013795,0.00670982,0.015123,0.0108177,0.0128734,0.00763732,0.00893395,0,0,0.0196417,0,0.0108526,0.0162743,0.0640113,0.0150848,0.0156983,0.00995442,0.0110915,0.017532,0.0087049,0.0349023,0.0119182,0.0120531,0.00728215,0.0124809,0.00971912,0.0121958,0.0109354,0.0174657,0.00750462,0.0044489,0.00474899,0.00529975,0,0,0,0,0,0,0,0,0,0
26,0.00570874,0.00343041,0,0,0,0,0,0.0629481,0.0173136,0.0383739,0.0144202,0,0,0.0210475,0,0.0186714,0.015585,0.0297122,0.0445428,0.00483942,0.0229263,0.0131262,0.0178415,0.01593,0.0180593,0.0174533,0.00745607,0.0236777,0.0206347,0.00723867,0.0173671,0.0759961,0.0116641,0.0137856,0.00673705,0.0148235,0.0107716,0.0131459,0.00686333,0.00920903,0,0,0.0194898,0,0.010764,0.0161265,0.0645228,0.0158214,0.01591,0.00917696,0.0112173,0.0173483,0.0087089,0.0348931,0.0111995,0.0115067,0.00781915,0.0126875,0.0102284,0.0130574,0.0103853,0.0174075,0.0070845,0.00440527,0.00476011,0.00547063,0,0,0,0,0,0,0,0,0,0
27,0.00572206,0.0036361,0,0,0,0,0,0.0606665,0.0172799,0.0379569,0.0143527,0,0,0.0211116,0,0.0187188,0.0156587,0.0301621,0.0446221,0.00435204,0.0255765,0.0134266,0.0180253,0.0180262,0.0202059,0.0185768,0.00773114,0.0238351,0.0198084,0.00676717,0.0170447,0.0725401,0.0115756,0.0138471,0.00678798,0.0144462,0.0107926,0.013206,0.00621717,0.0093936,0,0,0.0194228,0,0.0107568,0.0160005,0.0651546,0.016136,0.0162796,0.00860019,0.011346,0.0172569,0.00854109,0.0350593,0.0111454,0.0112423,0.00820132,0.0129378,0.0105363,0.0137022,0.0100787,0.0173237,0.00726426,0.00437633,0.00473862,0.00559047,0,0,0,0,0,0,0,0,0,0
28,0.00568533,0.00376232,0,0,0,0,0,0.0580779,0.0173353,0.037643,0.0141339,0,0,0.021436,0,0.0187063,0.0158877,0.0308427,0.0446936,0.00387571,0.0276678,0.0137109,0.0182403,0.0191905,0.0218682,0.0193318,0.00804385,0.023822,0.0191281,0.00624177,0.0166901,0.0687856,0.0114622,0.0138541,0.00682561,0.013909,0.0109211,0.0131282,0.00549604,0.00952719,0,0,0.0193857,0,0.0108055,0.016041,0.0658913,0.0161536,0.0166331,0.00878494,0.0114467,0.0172582,0.00829984,0.0352278,0.0112876,0.0110567,0.00850429,0.0131998,0.0107691,0.0142932,0.00986122,0.0171587,0.00748304,0.00442221,0.00473567,0.00565968,0,0,0,0,0,0,0,0,0,0
29,0.00572142,0.00392096,0,0,0,0,0,0.0546994,0.0174457,0.0367617,0.0139721,0,0,0.0216067,0,0.0186443,0.0160457,0.0315201,0.0446698,0.00345506,0.0297746,0.013974,0.0185792,0.01979,0.0235623,0.0198705,0.00832707,0.0236037,0.0183959,0.00579619,0.016212,0.0643187,0.0112384,0.0138778,0.00680844,0.0134606,0.0109616,0.0130101,0.00485768,0.00969578,0,0,0.0191886,0,0.0106905,0.0159487,0.0665778,0.0160952,0.0168432,0.00887929,0.0114939,0.0171608,0.00812339,0.0353434,0.0113633,0.0108646,0.00886259,0.0134344,0.01105,0.0148629,0.009868,0.0169948,0.00738106,0.00436535,0.00492054,0.00572359,0,0,0,0,0,0,0,0,0,0
30,0.0056906,0.00409114,0,0,0,0,0,0.0502908,0.0175103,0.0352598,0.0139038,0,0,0.0217822,0,0.0185384,0.0162203,0.0322358,0.0439904,0.00319783,0.0321599,0.0144427,0.0189456,0.0207257,0.0254397,0.0203509,0.00885091,0.0231647,0.0175341,0.00532944,0.0156537,0.0584261,0.0112117,0.013828,0.00685889,0.0131136,0.011003,0.012802,0.00428168,0.00983239,0,0,0.0190215,0,0.0105889,0.0157942,0.0672326,0.0160454,0.0169207,0.00867578,0.0115368,0.017068,0.00806678,0.0354371,0.011447,0.0107713,0.00929195,0.0135902,0.0113483,0.0153713,0.00999096,0.0168932,0.00725666,0.00422877,0.00521893,0.00575143,0,0,0,0,0,0,0,0,0,0
31,0.00563107,0.00420914,0,0,0,0,0,0.0452013,0.017554,0.0335607,0.0137827,0,0,0.0219714,0,0.0183129,0.0163628,0.0329879,0.0426982,0.00312016,0.0340478,0.0148875,0.0193254,0.0216416,0.0270117,0.0209381,0.00926128,0.0226367,0.0167729,0.00492571,0.014995,0.0517757,0.0112989,0.0136537,0.00695186,0.0129705,0.0111508,0.0125801,0.00381968,0.0099434,0,0,0.0189023,0,0.0105652,0.0157084,0.0678135,0.0160868,0.0167991,0.0085,0.0115289,0.0169901,0.00799858,0.0355431,0.0116902,0.0109363,0.00967637,0.0136389,0.0116428,0.0158586,0.0102762,0.016917,0.00727709,0.00417215,0.00543313,0.00573317,0,0,0,0,0,0,0,0,0,0
32,0.00557263,0.00431813,0,0,0,0,0,0.0398946,0.017596,0.0315434,0.0134561,0,0,0.0223364,0,0.0183251,0.0166194,0.0337224,0.0411885,0.00308286,0.0350873,0.0150742,0.0197186,0.022157,0.0280356,0.0213728,0.00941606,0.0218525,0.0160774,0.00440427,0.0142855,0.0448674,0.0115476,0.0134767,0.00705675,0.0128687,0.0112686,0.0125292,0.00348687,0.0100553,0,0,0.0189517,0,0.0105979,0.015722,0.0683987,0.0164151,0.0169026,0.00849647,0.0114753,0.0170208,0.00792901,0.035772,0.0117919,0.0109884,0.0101241,0.0137484,0.0120725,0.0166266,0.0108125,0.0170675,0.00735141,0.00416745,0.00562312,0.00575115,0,0,0,0,0,0,0,0,0,0
33,0.00549292,0.00445379,0,0,0,0,0,0.034352,0.0175971,0.029206,0.0131791,0,0,0.0227909,0,0.0183706,0.016837,0.0344444,0.0394178,0.00320583,0.0356587,0.0152301,0.0200798,0.0223676,0.0286889,0.0213802,0.00941713,0.0208192,0.0154285,0.00363537,0.0136156,0.0374648,0.0119112,0.0134667,0.00711813,0.0131382,0.0112617,0.0126223,0.00328892,0.0101782,0,0,0.0191162,0,0.0106332,0.01582,0.0689542,0.0168665,0.0171683,0.00877801,0.0114593,0.0170837,0.00796175,0.0360525,0.0118505,0.0110246,0.0106405,0.0138239,0.0126261,0.0175492,0.011652,0.0172621,0.00742278,0.00418578,0.00584435,0.00580109,0,0,0,0,0,0,0,0,0,0
34,0.00545649,0.00471183,0,0,0,0,0,0.0286292,0.0175253,0.0266361,0.0129637,0,0,0.0233755,0,0.0184732,0.0170515,0.0351618,0.0366165,0.00357306,0.0356619,0.0153914,0.020331,0.0222627,0.0288262,0.0209437,0.00941958,0.0195386,0.0148629,0.00267325,0.0129836,0.029408,0.012498,0.0135429,0.00719398,0.0134793,0.0111273,0.0126293,0.00323307,0.0103428,0,0,0.0193657,0,0.0106565,0.0159512,0.0694532,0.0171433,0.0174243,0.00922572,0.0114232,0.0170983,0.00808175,0.036325,0.0119259,0.0111346,0.0111326,0.0139163,0.0130624,0.0184145,0.0127042,0.0175102,0.0075083,0.00429131,0.00603569,0.00591106,0,0,0,0,0,0,0,0,0,0
