Timestep,C7,CLAV,IMUL_L,IMUL_M,IMUL_R,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x72,x73,x74
9,0.00360318,0.00473093,0,0,0,0,0,0,0.0370666,0.0147935,0.026043,0.00858086,0,0,0.0286329,0,0.0177112,0.0191423,0.0445603,0.0228742,0.0148035,0.00909114,0.00497737,0.0185468,0.00490728,0.00757916,0.00788742,0.00689186,0.00616283,0.0103662,0.0093512,0.0136063,0.0443034,0.0139464,0.0142814,0.0122769,0.00819292,0.00795824,0.00293713,0.00989587,0.00544144,0,0,0.0257406,0,0.0111,0.020882,0.0557213,0.00363606,0.00706485,0.00248635,0.0129694,0.0185307,0.00470479,0.0286695,0.00616131,0.00380523,0.0025323,0.0044559,0.00218131,0.00254781,0.00533207,0.0172854,0.00832796,0.0087261,0.00619423,0.00419832,0,0,0,0,0,0,0,0
10,0.00352113,0.00491615,0,0,0,0,0,0,0.0458262,0.0148755,0.0287645,0.0089287,0,0,0.0286207,0,0.0177233,0.0191618,0.044679,0.0243862,0.0143708,0.00646633,0.00521124,0.0188142,0.00505569,0.00617199,0.00759483,0.00630824,0.00832751,0.0125922,0.00979004,0.0142747,0.053596,0.0139651,0.014142,0.0121489,0.00774774,0.00801094,0.00285086,0.00975214,0.0055343,0,0,0.0254068,0,0.0110876,0.0207663,0.055682,0.00378779,0.00741985,0.00264463,0.0127452,0.0184088,0.00472765,0.0289946,0.0067353,0.00389814,0.00279727,0.00434055,0.00231929,0.00266548,0.00486035,0.0168022,0.00824781,0.00861161,0.00618105,0.00434552,0,0,0,0,0,0,0,0
11,0.00344602,0.00515002,0,0,0,0,0,0,0.0538386,0.0149741,0.0323751,0.00923141,0,0,0.0285804,0,0.0179591,0.0192485,0.0446833,0.0278746,0.0139948,0.0063399,0.00551468,0.0191247,0.0033884,0.00517185,0.00759713,0.00618836,0.0107578,0.0155949,0.010805,0.0152099,0.0617175,0.0142547,0.0141528,0.0121607,0.00737063,0.00804256,0.0030842,0.00942497,0.00558689,0,0,0.0252565,0,0.0110997,0.0206445,0.0555786,0.00421854,0.00785134,0.0024645,0.0124656,0.0183583,0.00472439,0.0292721,0.00614799,0.00401557,0.00314525,0.00426867,0.00256215,0.00308678,0.00416667,0.0165978,0.00820186,0.00855689,0.00639415,0.00451219,0,0,0,0,0,0,0,0
12,0.00343483,0.00534613,0,0,0,0,0,0,0.0600684,0.0150057,0.0365288,0.00940807,0,0,0.0287858,0,0.0177204,0.0194154,0.0445376,0.0323076,0.0136608,0.00711622,0.00592205,0.0193985,0.00417601,0.0044706,0.00741467,0.00649054,0.0131709,0.0190983,0.0124146,0.0163249,0.0677758,0.0146923,0.0141385,0.012221,0.00703132,0.00805447,0.00354251,0.00880847,0.00555064,0,0,0.0251771,0,0.011082,0.0207769,0.0555937,0.00502845,0.00828156,0.00256713,0.0121528,0.018411,0.00466836,0.0293611,0.00611214,0.0041725,0.00362746,0.00423895,0.00290549,0.00390126,0.00345219,0.0165796,0.0082194,0.00854798,0.0067147,0.00461611,0,0,0,0,0,0,0,0
13,0.00345609,0.00546129,0,0,0,0,0,0,0.0643302,0.0150375,0.0403788,0.00945898,0,0,0.0291303,0,0.0174675,0.0197067,0.0442016,0.0366594,0.0132246,0.00632021,0.00624969,0.0196565,0.00459029,0.00357932,0.00682903,0.00708302,0.0153574,0.0227665,0.0141624,0.0172416,0.0717493,0.0150358,0.0141016,0.0122895,0.00685604,0.00808029,0.00418607,0.00809795,0.005448,0,0,0.0252394,0,0.0111122,0.0209489,0.0558197,0.00629983,0.00876496,0.00271375,0.0117593,0.0185418,0.00458495,0.0294065,0.00633432,0.00436522,0.00412623,0.00425175,0.0033681,0.00489169,0.00300407,0.0166696,0.00826076,0.00860809,0.00700357,0.00465387,0,0,0,0,0,0,0,0
14,0.00339719,0.00549104,0,0,0,0,0,0,0.0665837,0.0150727,0.0435253,0.00955819,0,0,0.029609,0,0.0173681,0.0200378,0.043697,0.0402129,0.012746,0.00617822,0.00653055,0.0198301,0.00444429,0.0033545,0.00631086,0.00794318,0.0171476,0.0260519,0.0157829,0.01797,0.0740062,0.0152878,0.0140568,0.0122865,0.00678351,0.00807982,0.00478211,0.00745098,0.00539389,0,0,0.0253727,0,0.0111463,0.0210447,0.0562547,0.0073407,0.00929083,0.00277962,0.0113936,0.0186283,0.00450649,0.0294773,0.00658707,0.00425046,0.00453961,0.00431809,0.00383411,0.00572877,0.00286963,0.0168822,0.00831717,0.00873276,0.00721111,0.00466208,0,0,0,0,0,0,0,0
15,0.00331984,0.00544106,0,0,0,0,0,0,0.0670483,0.015124,0.0456295,0.00945924,0,0,0.0302301,0,0.0173394,0.0202943,0.0431977,0.0427403,0.0123013,0.00669783,0.00666792,0.0199888,0.0042111,0.00402066,0.00602462,0.00891263,0.0185078,0.0287675,0.0169982,0.0184805,0.0748714,0.0157744,0.0140301,0.0122168,0.00664345,0.0080215,0.00508079,0.00679011,0.00536365,0,0,0.0255748,0,0.0111868,0.0211082,0.0568118,0.0079697,0.0098309,0.00301268,0.0110512,0.0186594,0.00451149,0.0295743,0.00676011,0.00414322,0.00479475,0.00446982,0.00414199,0.00622951,0.00312417,0.0171753,0.00839712,0.00885317,0.00726242,0.00461284,0,0,0,0,0,0,0,0
16,0.00331685,0.00533516,0,0,0,0,0,0,0.066686,0.0151803,0.0466206,0.00926663,0,0,0.0309985,0,0.0172535,0.0206687,0.042836,0.0443717,0.0119687,0.00718626,0.00668374,0.0201238,0.00409366,0.00483587,0.00568781,0.00986665,0.0195264,0.0304843,0.017734,0.0187602,0.074754,0.0165487,0.0139895,0.0121306,0.00647731,0.00791588,0.00517312,0.00616547,0.00530601,0,0,0.0258173,0,0.0112401,0.0211918,0.0574758,0.00850611,0.0103161,0.00318654,0.0106717,0.0186914,0.00446146,0.0296397,0.00643614,0.00402182,0.00489667,0.00469488,0.00425626,0.00640826,0.0036379,0.0174412,0.00847174,0.0089256,0.00708991,0.00455571,0,0,0,0,0,0,0,0
17,0.00337048,0.00520111,0,0,0,0,0,0,0.066094,0.0152308,0.046676,0.00920421,0,0,0.0318179,0,0.0171614,0.0210739,0.0425758,0.0451291,0.0116245,0.00677307,0.00657137,0.0202096,0.00454176,0.00565974,0.0054361,0.0106007,0.0201782,0.0310543,0.0180417,0.0188974,0.0740594,0.0171908,0.0139555,0.0120797,0.00640378,0.00782155,0.00539852,0.0057024,0.00524072,0,0,0.026022,0,0.0112938,0.0212889,0.0581338,0.00886072,0.0106555,0.00330754,0.0102268,0.0187383,0.00432209,0.0296216,0.00639206,0.00401694,0.00500229,0.00484936,0.00439451,0.00661704,0.00419731,0.0177098,0.00849013,0.00896358,0.00678048,0.00448471,0,0,0,0,0,0,0,0
18,0.00341765,0.00511614,0,0,0,0,0,0,0.0652332,0.0152814,0.0460483,0.00940069,0,0,0.0327585,0,0.0171589,0.0215329,0.042351,0.0451651,0.0113695,0.0060239,0.00649308,0.0202776,0.00443119,0.0066726,0.00506158,0.0109387,0.0205709,0.0308364,0.0180206,0.0188454,0.0735505,0.0176621,0.0139559,0.0120895,0.00634506,0.00774183,0.0057142,0.00535769,0.00511296,0,0,0.0262093,0,0.0113562,0.0213904,0.0587152,0.00916138,0.0110334,0.0035689,0.00976602,0.0188202,0.00408774,0.0295712,0.00659269,0.00397218,0.00521181,0.00509099,0.00464499,0.00698748,0.0049231,0.017839,0.00839693,0.00896086,0.00654238,0.00437653,0,0,0,0,0,0,0,0
19,0.00341495,0.00512246,0,0,0,0,0,0,0.0644134,0.0153224,0.0450435,0.00962272,0,0,0.0337426,0,0.0172212,0.0220113,0.042018,0.0447943,0.0111564,0.00669907,0.00652899,0.0203393,0.00373549,0.00735161,0.00474405,0.0108335,0.0207399,0.0300833,0.0177031,0.0186164,0.0735729,0.0182445,0.0140192,0.0121375,0.00637436,0.00767953,0.00630868,0.00505836,0.00492286,0,0,0.026434,0,0.0114986,0.02152,0.0592337,0.00991712,0.0115488,0.00374254,0.00928087,0.0189175,0.00389782,0.0294718,0.00646416,0.00385239,0.00561122,0.00536559,0.00512977,0.00767146,0.00571269,0.0180106,0.00826134,0.0089166,0.00640293,0.00417866,0,0,0,0,0,0,0,0
20,0.00339677,0.00514876,0,0,0,0,0,0,0.0640209,0.0153715,0.0436969,0.00964314,0,0,0.0347654,0,0.0170814,0.0225104,0.0414448,0.0443195,0.0108325,0.00709261,0.00661381,0.0205219,0.00297485,0.00756201,0.00464465,0.0102491,0.0207046,0.029258,0.0169865,0.0183675,0.0740068,0.0189607,0.0139007,0.0120826,0.00634565,0.00770392,0.00697291,0.00477593,0.00463911,0,0,0.0266475,0,0.0116486,0.0217021,0.0596965,0.0109047,0.0119549,0.00402253,0.00888174,0.0190649,0.00383541,0.029335,0.00614176,0.00369228,0.00609123,0.00564729,0.00566718,0.00860892,0.00670927,0.0182576,0.00809455,0.00881066,0.00633348,0.00389917,0,0,0,0,0,0,0,0
21,0.0033436,0.00521991,0,0,0,0,0,0,0.0638602,0.0154388,0.0422711,0.00963449,0,0,0.0356782,0,0.0169364,0.02296,0.04058,0.0436545,0.010486,0.00656621,0.00675304,0.0207703,0.00227573,0.00738754,0.00447681,0.0092622,0.0205368,0.028356,0.0161666,0.0181648,0.0746181,0.0197801,0.0137377,0.0119984,0.00621468,0.00774477,0.0075678,0.00440873,0.00431255,0,0,0.0268839,0,0.011739,0.0219147,0.0601072,0.0117705,0.0123031,0.00474494,0.00855328,0.0192413,0.00391983,0.0291947,0.00587393,0.00353574,0.00663321,0.00597621,0.00622934,0.00965865,0.00782281,0.0186184,0.00787821,0.00869639,0.00632779,0.00356277,0,0,0,0,0,0,0,0
22,0.00324237,0.0053329,0,0,0,0,0,0,0.0640237,0.0155094,0.0410908,0.0097217,0,0,0.0362965,0,0.0168887,0.0231861,0.0393794,0.0429263,0.0100375,0.0051393,0.00692325,0.020919,0.00150357,0.00685103,0.00436523,0.00806979,0.0203443,0.0275855,0.0154121,0.0180446,0.0752883,0.0204688,0.0136691,0.0119196,0.00621165,0.00780553,0.00811968,0.00396883,0.00408789,0,0,0.0271501,0,0.0118117,0.0220773,0.0606013,0.0125901,0.012659,0.00559207,0.00825151,0.0193462,0.00388529,0.029076,0.00561838,0.00346052,0.00716451,0.00629848,0.00680208,0.0104384,0.00911022,0.0189776,0.0076758,0.00860504,0.00638038,0.00327676,0,0,0,0,0,0,0,0
23,0.00307474,0.00550768,0,0,0,0,0,0,0.0642121,0.0155531,0.039932,0.00994009,0,0,0.0366712,0,0.0169924,0.0232894,0.0379243,0.042296,0.00959101,0.00324065,0.00712818,0.0209232,0.0015693,0.00617948,0.0044557,0.00693504,0.0202816,0.0270532,0.0148416,0.0179844,0.0759937,0.02079,0.0137091,0.0118619,0.00640555,0.00783275,0.0085539,0.00341843,0.00399768,0,0,0.0273916,0,0.0118868,0.0222123,0.0612217,0.0134706,0.0130797,0.00622675,0.00797413,0.0193794,0.00375908,0.0289973,0.00553723,0.00348735,0.00772191,0.00664103,0.00739831,0.0112134,0.0103598,0.0193824,0.00756467,0.00852361,0.00647772,0.00303133,0,0,0,0,0,0,0,0
24,0.00286911,0.005715,0,0,0,0,0,0,0.0639595,0.0155803,0.0388948,0.01014,0,0,0.037047,0,0.0170585,0.0235003,0.0363994,0.0418336,0.00916048,0.00266392,0.00734524,0.0208395,0.00236407,0.00543625,0.00478611,0.00600089,0.0202499,0.0265963,0.0142935,0.0178976,0.0762406,0.0210966,0.0137098,0.0117635,0.00678388,0.00784162,0.00889706,0.00278078,0.0039866,0,0,0.0276148,0,0.0119541,0.0223619,0.0618886,0.014349,0.0135722,0.00647332,0.00774345,0.0194191,0.00375911,0.0290248,0.00532448,0.00341461,0.00831001,0.00695805,0.00797739,0.0120599,0.0117395,0.0196286,0.00751066,0.00844838,0.00663969,0.00280666,0,0,0,0,0,0,0,0
25,0.00260271,0.00596175,0,0,0,0,0,0,0.0634982,0.0155913,0.0381522,0.0101751,0,0,0.0373988,0,0.0170355,0.0237178,0.0350357,0.0415057,0.00873168,0.00175915,0.00765302,0.0208035,0.00312758,0.00493555,0.00490756,0.00504823,0.0202756,0.0263195,0.0137975,0.0177409,0.0763521,0.0214072,0.0136364,0.011605,0.00733415,0.00785279,0.00907683,0.00214052,0.00406168,0,0,0.0278214,0,0.0119723,0.022494,0.0625183,0.0148972,0.0140773,0.0066178,0.00756087,0.0194346,0.00381997,0.0291,0.00501363,0.00306214,0.0088708,0.00729711,0.00845589,0.0128483,0.0131635,0.0198206,0.0074561,0.00837754,0.00689349,0.00260819,0,0,0,0,0,0,0,0
26,0.00229949,0.00621867,0,0,0,0,0,0,0.063016,0.0156613,0.0377818,0.0100724,0,0,0.0376628,0,0.0169936,0.0237922,0.0340744,0.0413835,0.00823989,0.00327215,0.00801798,0.0208586,0.00390406,0.00447115,0.00470787,0.00398601,0.0203792,0.0263166,0.0134253,0.0175247,0.0766341,0.0216893,0.0135881,0.0114165,0.00804656,0.00793121,0.00914911,0.00159046,0.00416839,0,0,0.0280102,0,0.0119673,0.0226098,0.0631583,0.0151885,0.01448,0.00663658,0.00740182,0.0193882,0.00378681,0.0292044,0.00486636,0.00285235,0.00935873,0.00757791,0.00887254,0.0135475,0.0146386,0.0198756,0.00735489,0.0082796,0.00717071,0.00250603,0,0,0,0,0,0,0,0
27,0.00201395,0.00650365,0,0,0,0,0,0,0.0626287,0.0157377,0.0378048,0.00986922,0,0,0.0378653,0,0.0169956,0.0237175,0.0336993,0.0415415,0.00777919,0.0042497,0.00844911,0.0209571,0.00491768,0.00431592,0.00464911,0.00379143,0.0204782,0.0264217,0.0132797,0.0174604,0.0768999,0.0220627,0.0135927,0.0112503,0.00868945,0.00801329,0.00922348,0.00111703,0.00428953,0,0,0.0282716,0,0.0119671,0.0227737,0.0638642,0.0154054,0.0148311,0.00677077,0.00727564,0.0192839,0.00377195,0.0292788,0.0051756,0.00299194,0.00991107,0.00783695,0.00934566,0.0142943,0.0160673,0.0199884,0.00727953,0.00820607,0.00743555,0.00246613,0,0,0,0,0,0,0,0
28,0.0017982,0.00681218,0,0,0,0,0,0,0.0622213,0.0158326,0.0378146,0.00983053,0,0,0.0380349,0,0.0169498,0.0235668,0.0335999,0.0415449,0.0073045,0.00287156,0.00896546,0.0210809,0.0055273,0.00457223,0.00464923,0.00414758,0.0205597,0.0261334,0.0131332,0.0174858,0.0764564,0.0223812,0.0135402,0.0110418,0.00936311,0.00814214,0.00927996,0.000802447,0.00443047,0,0,0.0285033,0,0.0119828,0.0229352,0.0645808,0.0157201,0.0151163,0.00684852,0.00721759,0.0191276,0.00381291,0.029433,0.00537419,0.00324195,0.010458,0.00806283,0.0098343,0.0150791,0.017394,0.0199858,0.00724711,0.00809587,0.00773313,0.00252132,0,0,0,0,0,0,0,0
29,0.00162241,0.00720621,0,0,0,0,0,0,0.0610238,0.0159447,0.0373827,0.00987141,0,0,0.0382651,0,0.0168873,0.0235484,0.0335258,0.041084,0.00687376,0.001722,0.00949222,0.0213242,0.00603303,0.0048538,0.00464161,0.00520733,0.020298,0.0256519,0.0129949,0.0175425,0.0749392,0.0224166,0.0134521,0.0108481,0.010087,0.00826744,0.00928508,0.000923314,0.00459656,0,0,0.0286495,0,0.011954,0.0230491,0.0652894,0.0160936,0.0153899,0.00697476,0.00722277,0.0189857,0.00385333,0.0296564,0.00540725,0.00352437,0.0109629,0.00827205,0.0103035,0.0158617,0.0185975,0.0199507,0.00717551,0.00796565,0.00807479,0.00265333,0,0,0,0,0,0,0,0
30,0.001577,0.0076592,0,0,0,0,0,0,0.0585469,0.0160484,0.0364503,0.00981132,0,0,0.0386672,0,0.0168193,0.0237448,0.0334376,0.0401624,0.00655159,0.00344064,0.010062,0.0215946,0.00682119,0.00560436,0.00457486,0.00695876,0.019554,0.0247365,0.0126634,0.0175619,0.0718919,0.0224904,0.0133607,0.0106845,0.0108633,0.00836799,0.00926094,0.00130501,0.00479354,0,0,0.0287766,0,0.0119157,0.0231273,0.0660243,0.0164624,0.0156595,0.0073585,0.0071908,0.0188924,0.00385027,0.029871,0.00538001,0.00383772,0.0114346,0.00841178,0.0107572,0.016636,0.0198822,0.0200867,0.00705693,0.00782731,0.00843624,0.0028474,0,0,0,0,0,0,0,0
31,0.00167252,0.00811555,0,0,0,0,0,0,0.0557545,0.0161761,0.0349321,0.00980415,0,0,0.0391288,0,0.0167978,0.0240402,0.0333421,0.0389193,0.00633838,0.0041864,0.0106643,0.0218596,0.00729854,0.00626639,0.00412446,0.00792491,0.0186181,0.0235661,0.012225,0.0172936,0.0683039,0.0226248,0.0132696,0.0105811,0.0117065,0.0084755,0.00913637,0.00164161,0.00502596,0,0,0.0288496,0,0.0118866,0.0231477,0.0667292,0.0163305,0.0159223,0.0078939,0.00720611,0.0187851,0.00384097,0.0301181,0.00526642,0.00415797,0.0119555,0.00859603,0.0111044,0.0172845,0.0211419,0.0201456,0.00694141,0.00766486,0.00887208,0.00306176,0,0,0,0,0,0,0,0
32,0.00179295,0.00858523,0,0,0,0,0,0,0.0523848,0.016302,0.0330883,0.00982933,0,0,0.0395823,0,0.0168384,0.024322,0.0333562,0.0373903,0.00616415,0.00456674,0.0111699,0.0222117,0.00743739,0.00660324,0.00347686,0.0082293,0.0175513,0.0221414,0.0112956,0.0167675,0.0641328,0.0227948,0.0132253,0.0105571,0.0127903,0.00857824,0.00875361,0.00197543,0.00527681,0,0,0.0289047,0,0.0118622,0.0230936,0.0673749,0.0159517,0.0161316,0.00826379,0.00723563,0.0186219,0.00382416,0.0304528,0.00500917,0.00435875,0.0123645,0.00886817,0.0112013,0.0176369,0.0225427,0.020197,0.00688449,0.00751302,0.00941385,0.00325145,0,0,0,0,0,0,0,0
33,0.00193587,0.00910093,0,0,0,0,0,0,0.0481644,0.0164207,0.0309632,0.00981232,0,0,0.0401875,0,0.0167944,0.0246589,0.0334613,0.0354044,0.00604198,0.00503712,0.0115916,0.0226954,0.00742125,0.00667566,0.00292708,0.00841215,0.0164418,0.0204208,0.0105263,0.0160694,0.0593051,0.0231171,0.013165,0.0105446,0.0139635,0.00869942,0.00830692,0.00231236,0.00552257,0,0,0.0289302,0,0.0118372,0.0229749,0.0679434,0.01557,0.0162556,0.00853792,0.00727021,0.0184022,0.00388226,0.0308139,0.00500447,0.0045602,0.0127707,0.00908712,0.011255,0.0178919,0.0239834,0.0202538,0.00681082,0.00741929,0.00999869,0.00342427,0,0,0,0,0,0,0,0
