Timestep,C7,CLAV,IMUL_L,IMUL_M,IMUL_R,IMUR_B,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x72,x73,x74,IMUR_M
137,0.0135599,0.0111593,0,0,0,0,0,0.0201007,0.0181391,0.00445929,0.00523547,0,0,0.00631986,0,0.0214394,0.00307164,0.0431789,0.0195771,0.0160477,0.0119299,0.0112772,0.00385768,0.00542281,0.00756851,0.00439291,0.0109519,0.0028072,0.00506567,0.00365338,0.0217361,0.0250441,0.00584365,0.0136768,0.00149832,0.0174574,0.0119276,0.00658731,0.0110048,0.0180878,0,0,0.00261295,0,0.0131527,0.00360247,0.0735342,0.0135172,0.024434,0.00427547,0.00676476,0.0231928,0.00526183,0.0383588,0.00542847,0.00613088,0.0070393,0.0065661,0.00778012,0.0122547,0.0276045,0.0102205,0.00766095,0.00416743,0.0114581,0.0098751,0,0,0,0,0,0,0,0,0
138,0.0138524,0.0111137,0,0,0,0,0,0.023785,0.0180609,0.00488008,0.00513542,0,0,0.00620407,0,0.0214488,0.00305543,0.042345,0.0197412,0.0156025,0.0100406,0.0104806,0.00410346,0.0046792,0.00570436,0.00347962,0.0105032,0.00244443,0.00429134,0.00410618,0.0217249,0.029221,0.00558456,0.0137439,0.00153037,0.0157112,0.0114418,0.00708291,0.0111645,0.0176416,0,0,0.00241161,0,0.0133429,0.00412429,0.0741389,0.0131008,0.0249929,0.00356879,0.0071548,0.0230482,0.00530585,0.0386585,0.00547388,0.00534753,0.00613596,0.00567749,0.00713191,0.0106765,0.0253127,0.00869165,0.00748138,0.00369772,0.0114413,0.00925246,0,0,0,0,0,0,0,0,0
139,0.0141999,0.0111539,0,0,0,0,0,0.024447,0.018103,0.00382366,0.00486437,0,0,0.00605106,0,0.0213846,0.00296938,0.0417158,0.0195414,0.015015,0.00863076,0.00960296,0.00437363,0.00473426,0.00395724,0.00300545,0.00985839,0.00293874,0.00356297,0.00412905,0.0212111,0.0323403,0.00544424,0.013823,0.00166786,0.0141581,0.0110401,0.00742466,0.0110309,0.0172547,0,0,0.00352192,0,0.0135381,0.00474829,0.074565,0.0120952,0.0254254,0.00337506,0.00737603,0.0230678,0.00539012,0.0388474,0.00580564,0.0042842,0.00531144,0.00486794,0.00629784,0.00843351,0.0231123,0.00737098,0.00732661,0.00307071,0.0116794,0.00909677,0,0,0,0,0,0,0,0,0
140,0.0141,0.0113273,0,0,0,0,0,0.0236893,0.0182321,0.00326301,0.0046634,0,0,0.00584124,0,0.0213589,0.00288334,0.0412607,0.0196729,0.0144849,0.00665086,0.00874789,0.00464855,0.00584802,0.00440437,0.0042775,0.00962366,0.00458128,0.00400045,0.00387299,0.0205502,0.0327042,0.00536425,0.0138122,0.00162557,0.0129131,0.0106957,0.00775779,0.0106923,0.0167138,0,0,0.00453237,0,0.0136978,0.0053184,0.0747153,0.0108787,0.0256329,0.00402771,0.00754058,0.0231565,0.00544448,0.0387939,0.00596373,0.00299894,0.00441591,0.00421512,0.00537664,0.0060091,0.0209293,0.00655141,0.00719268,0.00231086,0.0121871,0.00881857,0,0,0,0,0,0,0,0,0
141,0.0136481,0.0114426,0,0,0,0,0,0.0210814,0.0183418,0.00375824,0.00458262,0,0,0.00560459,0,0.0213654,0.0027952,0.0408924,0.0194373,0.0142608,0.0058433,0.00803679,0.00492641,0.00708772,0.00572519,0.0058024,0.0100639,0.00551577,0.00464119,0.00372329,0.0199436,0.0292975,0.00537542,0.0138195,0.00165708,0.0123594,0.010374,0.00806771,0.0103084,0.0161092,0,0,0.00524065,0,0.0138851,0.005777,0.0745746,0.00955493,0.0257672,0.00527458,0.00779446,0.0232142,0.00529481,0.0385111,0.0060916,0.00167435,0.00368403,0.00359117,0.00452242,0.00371354,0.0186203,0.00615329,0.00706455,0.00194675,0.0127476,0.00856168,0,0,0,0,0,0,0,0,0
142,0.0135764,0.0116971,0,0,0,0,0,0.0170426,0.0182113,0.00479331,0.00460542,0,0,0.00462035,0,0.0210502,0.00231902,0.0406269,0.0191067,0.0143433,0.00613997,0.00764502,0.00575706,0.00762648,0.00618238,0.00614627,0.0106211,0.00516801,0.00417282,0.0040801,0.0194535,0.0245439,0.00515253,0.0136039,0.00119199,0.0108191,0.0100189,0.00835535,0.00972228,0.0157934,0,0,0.00681293,0,0.0140133,0.00676825,0.0741931,0.0079883,0.0258866,0.00669898,0.00794721,0.0233949,0.00504499,0.0380755,0.006545,0.00100361,0.00320342,0.00297346,0.00387142,0.00231584,0.0181133,0.00525343,0.00771614,0.00204093,0.0132848,0.00811637,0,0,0,0,0,0,0,0,0
143,0.0134673,0.0116281,0,0,0,0,0,0.0147806,0.0182133,0.00635754,0.00477802,0,0,0.00425209,0,0.0211825,0.00222153,0.0405259,0.0194868,0.0144742,0.00642339,0.00715053,0.0058867,0.00740061,0.00586061,0.00535285,0.010804,0.00400535,0.00284722,0.00496858,0.0191596,0.0213268,0.00516032,0.0135986,0.0012398,0.0110458,0.00958136,0.00860658,0.00921819,0.015364,0,0,0.00776615,0,0.0142572,0.0074417,0.0738032,0.00631587,0.0261852,0.00843827,0.00823789,0.0235633,0.00470253,0.0374785,0.00751405,0.00236895,0.00330014,0.0023162,0.00365838,0.00354416,0.0176177,0.00483815,0.0080858,0.00222643,0.0133137,0.0078491,0,0,0,0,0,0,0,0,0
144,0.0133967,0.0115085,0,0,0,0,0,0.0130249,0.0181791,0.00805954,0.00493441,0,0,0.00392193,0,0.0213662,0.00214426,0.0407323,0.0200878,0.0145113,0.00606911,0.00651214,0.00618832,0.00670218,0.0050741,0.00404954,0.0109095,0.0030478,0.00278092,0.0057494,0.0189331,0.0189567,0.00513823,0.0135943,0.00133405,0.0115771,0.00914491,0.00888317,0.00861884,0.0149524,0,0,0.00881214,0,0.0145409,0.00816331,0.0733322,0.00500046,0.0265478,0.0101825,0.008451,0.0237381,0.00428506,0.0367828,0.00847952,0.00397842,0.00382319,0.0017588,0.00391738,0.0053477,0.0177829,0.00429987,0.00851892,0.0023521,0.0131802,0.00788952,0,0,0,0,0,0,0,0,0
145,0.013515,0.0115165,0,0,0,0,0,0.01079,0.0181691,0.00914273,0.00493529,0,0,0.00364123,0,0.0216058,0.00212702,0.0410901,0.0200149,0.014476,0.00461979,0.00573519,0.00641526,0.00606631,0.00426009,0.00336392,0.0111463,0.0029311,0.00369134,0.0059809,0.0188625,0.0158178,0.0050837,0.0136302,0.00147157,0.0121397,0.00871446,0.00887747,0.00789821,0.0142966,0,0,0.00977058,0,0.0148352,0.0088445,0.0729941,0.00432741,0.0268882,0.0120297,0.00847312,0.0241091,0.00377398,0.0361251,0.00951363,0.00546064,0.00428717,0.00152722,0.00421681,0.00645608,0.0180193,0.003861,0.00885549,0.00258963,0.0132679,0.00711719,0,0,0,0,0,0,0,0,0
146,0.0136622,0.0115683,0,0,0,0,0,0.0090006,0.0181575,0.00926402,0.00484036,0,0,0.00328846,0,0.0218405,0.0021183,0.0414117,0.0187712,0.0143688,0.00368773,0.00480921,0.00663834,0.00568615,0.00358943,0.00336756,0.0110405,0.00335302,0.00412811,0.00582231,0.0187197,0.0131696,0.00501153,0.0137558,0.00171504,0.0125687,0.00839107,0.00876046,0.00724076,0.0137848,0,0,0.0103743,0,0.01507,0.00931298,0.0727919,0.0053319,0.0270878,0.0137483,0.00840948,0.0244026,0.00300587,0.035444,0.0105511,0.00688545,0.00465844,0.00169386,0.00438083,0.00729818,0.0177172,0.00368681,0.00909893,0.00285601,0.0135234,0.00663092,0,0,0,0,0,0,0,0,0
147,0.0138507,0.0117103,0,0,0,0,0,0.0080239,0.0182008,0.00855671,0.0047223,0,0,0.00277085,0,0.0220048,0.00209592,0.041737,0.0166419,0.0141361,0.0038195,0.00374797,0.00695518,0.00548329,0.00342006,0.00368617,0.0104498,0.00404088,0.00413369,0.00540367,0.0183168,0.0119335,0.00481855,0.0139688,0.00205755,0.0127203,0.00831228,0.00875051,0.00680869,0.0136565,0,0,0.0103301,0,0.0151397,0.00941114,0.0726779,0.0077693,0.0270026,0.0151662,0.00847812,0.024654,0.00228138,0.0347209,0.011876,0.00824861,0.00490532,0.00180902,0.00455995,0.00789299,0.0164732,0.0038409,0.00922327,0.0027486,0.0138687,0.00662457,0,0,0,0,0,0,0,0,0
148,0.0139673,0.0119322,0,0,0,0,0,0.00686962,0.0181098,0.00796079,0.00453456,0,0,0.00204748,0,0.0218454,0.0015433,0.0421136,0.0146965,0.0140377,0.00432251,0.00283571,0.0078186,0.00554895,0.00308437,0.00398444,0.0101956,0.00483858,0.00425434,0.0051488,0.0179669,0.0114139,0.00432283,0.0139194,0.00195497,0.0110812,0.00834941,0.00896845,0.00624108,0.0136749,0,0,0.010437,0,0.015128,0.00942143,0.0726385,0.0103738,0.026715,0.0160347,0.00825543,0.0246967,0.00281922,0.0340763,0.0132495,0.0093357,0.00502574,0.00173063,0.00484494,0.0083878,0.0160987,0.0038789,0.00953959,0.00267041,0.0140983,0.00683216,0,0,0,0,0,0,0,0,0
149,0.0139393,0.0121296,0,0,0,0,0,0.00657602,0.0181569,0.00757262,0.00428806,0,0,0.00146336,0,0.0220952,0.0014446,0.042389,0.0132902,0.0141126,0.00463163,0.00212089,0.00811316,0.00572315,0.00288062,0.00426223,0.010358,0.00519971,0.00430721,0.00482613,0.01795,0.0104635,0.00391197,0.0139194,0.00222778,0.0121642,0.00849025,0.00921605,0.00573405,0.0136627,0,0,0.0101325,0,0.015036,0.00921528,0.0729052,0.0128952,0.0261741,0.0167254,0.00801741,0.0249845,0.00315606,0.0335676,0.0144442,0.0102367,0.00502445,0.00153395,0.00491883,0.00911588,0.0141983,0.00423493,0.0095752,0.00265571,0.0142228,0.0068132,0,0,0,0,0,0,0,0,0
150,0.0140673,0.0123545,0,0,0,0,0,0.00631136,0.0182909,0.00784205,0.00412815,0,0,0.00108005,0,0.0220878,0.00126861,0.0423903,0.0125665,0.0141704,0.00479217,0.00147151,0.00853819,0.00568276,0.00283699,0.00441389,0.010634,0.00527183,0.00424573,0.00491567,0.0180038,0.00955028,0.00341034,0.0140022,0.00242608,0.0136178,0.00872437,0.00960522,0.00531666,0.0137943,0,0,0.00952491,0,0.0149131,0.00893966,0.0733408,0.0152001,0.0254314,0.0172076,0.0075516,0.0254229,0.00279901,0.0332935,0.015251,0.0107674,0.00486764,0.00128029,0.00499947,0.00996677,0.012434,0.004658,0.00957972,0.00268186,0.0143469,0.00690868,0,0,0,0,0,0,0,0,0
151,0.0143043,0.0125746,0,0,0,0,0,0.00609029,0.0184817,0.00872751,0.00400006,0,0,0.00132321,0,0.0219066,0.00130869,0.0420316,0.0126567,0.0141854,0.00500854,0.000885252,0.00890228,0.00531011,0.0029889,0.00438345,0.010975,0.00467252,0.00417787,0.00533419,0.017921,0.00848409,0.00291436,0.0139626,0.00254733,0.0149064,0.0089972,0.0104991,0.00489661,0.0137879,0,0,0.0087761,0,0.0147478,0.0085468,0.0738162,0.0171459,0.0245577,0.0176246,0.00679413,0.0257076,0.00241418,0.0332143,0.0158678,0.0109792,0.0046915,0.00101185,0.0051609,0.0106976,0.0119723,0.0050925,0.00951737,0.00275454,0.0144474,0.00689904,0,0,0,0,0,0,0,0,0
152,0.0144261,0.0126502,0,0,0,0,0,0.00653594,0.0186899,0.010069,0.00381266,0,0,0.00233029,0,0.021569,0.00143806,0.0415464,0.0134333,0.0141952,0.00513858,0.00053796,0.00920679,0.00473244,0.00342195,0.0043085,0.0113984,0.00385391,0.00461859,0.00613083,0.0177107,0.007277,0.00261238,0.0138188,0.00258536,0.0159808,0.00942026,0.0119794,0.00441962,0.0136737,0,0,0.00813046,0,0.0146165,0.00798036,0.0741181,0.0189906,0.0236003,0.0180061,0.00586933,0.0254961,0.00250871,0.0333473,0.0165935,0.0109593,0.00475425,0.000947096,0.0056043,0.0112444,0.0148815,0.00524782,0.00950985,0.00296372,0.014397,0.00700518,0,0,0,0,0,0,0,0,0
153,0.0146599,0.0127937,0,0,0,0,0,0.00728286,0.0189262,0.0113474,0.00358057,0,0,0.00232398,0,0.0215105,0.00193185,0.0411357,0.014252,0.0141745,0.00529275,0.000748284,0.00920348,0.0045371,0.00354404,0.00426046,0.0116409,0.00336813,0.00567476,0.0068116,0.0173006,0.00697624,0.00233536,0.0137877,0.00287351,0.0180002,0.00979551,0.0133583,0.0038804,0.0138806,0,0,0.0073268,0,0.0145795,0.00758193,0.0740031,0.0204461,0.0226024,0.0185669,0.00496326,0.025937,0.00259217,0.0336712,0.0175047,0.0112597,0.00487811,0.00116957,0.00602527,0.0116356,0.018136,0.0056941,0.00916211,0.00294695,0.0145143,0.00731275,0,0,0,0,0,0,0,0,0
154,0.0146551,0.0126868,0,0,0,0,0,0.00832574,0.019026,0.0125269,0.00341825,0,0,0.00315765,0,0.021163,0.00199632,0.0409478,0.014991,0.014249,0.00516968,0.00115369,0.00928738,0.00452869,0.00306147,0.00416886,0.0119085,0.00303572,0.0069098,0.00738662,0.0169028,0.00725459,0.00235791,0.0136844,0.0028831,0.0201538,0.0101707,0.0143544,0.00346005,0.0138361,0,0,0.00644462,0,0.0145115,0.00696625,0.0734742,0.0216211,0.021665,0.0192798,0.00434327,0.0257718,0.00272531,0.033894,0.0182506,0.0123718,0.00473616,0.00137995,0.00644561,0.012197,0.0199556,0.00608104,0.00866464,0.00287773,0.0144263,0.00773842,0,0,0,0,0,0,0,0,0
155,0.0148501,0.0126303,0,0,0,0,0,0.00952406,0.0190291,0.0134228,0.00332585,0,0,0.00327672,0,0.0209703,0.0021269,0.0408849,0.0154255,0.0143593,0.00494798,0.00160635,0.0091019,0.00450397,0.00303904,0.00402165,0.0121023,0.00279284,0.00782371,0.00771301,0.0165956,0.00767016,0.00233038,0.0135948,0.00299651,0.0201956,0.0104493,0.0151838,0.00320667,0.0141536,0,0,0.00592851,0,0.0142879,0.00653955,0.0726671,0.0227897,0.0208523,0.0197136,0.00387844,0.0255901,0.00284982,0.0338004,0.0185764,0.0129929,0.00468274,0.00136927,0.00733545,0.0134153,0.0218553,0.00641045,0.00859077,0.00290674,0.0144443,0.00803683,0,0,0,0,0,0,0,0,0
156,0.0149978,0.0124505,0,0,0,0,0,0.0102859,0.0190139,0.0138842,0.00331666,0,0,0.0033735,0,0.0208247,0.0021087,0.0408132,0.0153391,0.0144244,0.00487092,0.00208976,0.0087992,0.00446937,0.00311889,0.00385619,0.0120898,0.00285618,0.00823068,0.00779026,0.0163449,0.008278,0.00229981,0.0135272,0.00301212,0.0199909,0.0106615,0.0154867,0.00311625,0.0144444,0,0,0.00510284,0,0.0140853,0.00600558,0.0715896,0.0234426,0.0201549,0.0198367,0.0036471,0.0254351,0.00296541,0.0336653,0.0187534,0.0125776,0.00484825,0.00142728,0.00823427,0.0150509,0.0219648,0.00702355,0.00838067,0.00291845,0.014343,0.00790718,0,0,0,0,0,0,0,0,0
157,0.0151084,0.012216,0,0,0,0,0,0.0108635,0.0190342,0.0140277,0.0034145,0,0,0.00333151,0,0.0207061,0.00206135,0.0407613,0.014817,0.0145229,0.004686,0.00256476,0.00859677,0.00430363,0.0031846,0.00365566,0.0120027,0.0030972,0.00852354,0.00784461,0.016158,0.00877121,0.00222802,0.0135042,0.00305149,0.0192804,0.0108803,0.0154589,0.00320579,0.0144975,0,0,0.00449357,0,0.0139759,0.00567054,0.0703227,0.0233832,0.0195695,0.0198113,0.00359488,0.0253407,0.00313772,0.0334736,0.0188514,0.0124108,0.0052506,0.00148686,0.00896099,0.0166904,0.0213002,0.00755608,0.00830314,0.00298963,0.0141183,0.00794926,0,0,0,0,0,0,0,0,0
158,0.0150937,0.0119579,0,0,0,0,0,0.011399,0.0191438,0.0140869,0.00351832,0,0,0.00243638,0,0.0209174,0.00230584,0.0407678,0.0145989,0.0146851,0.00408933,0.00290247,0.00824969,0.00396786,0.00316637,0.00344895,0.0124213,0.0032222,0.00885812,0.00771531,0.0160728,0.00933839,0.00190157,0.0135126,0.00334895,0.0182724,0.0110739,0.0151534,0.003385,0.0145497,0,0,0.00368808,0,0.0139481,0.00525226,0.068943,0.0227715,0.0189733,0.019869,0.0034933,0.0253884,0.00341917,0.0332856,0.0189315,0.0126465,0.00555245,0.00149433,0.00932982,0.0179072,0.0196996,0.00824272,0.00795186,0.00293857,0.0137448,0.00816885,0,0,0,0,0,0,0,0,0
159,0.0150521,0.0117378,0,0,0,0,0,0.0123932,0.0191708,0.0145769,0.00364174,0,0,0.00277842,0,0.0207758,0.00196162,0.0408178,0.015017,0.0150137,0.00372124,0.00305233,0.00822794,0.00355219,0.00313833,0.00322119,0.0134829,0.00355974,0.00958838,0.00782101,0.0162409,0.0102165,0.00204691,0.0133339,0.00321847,0.0166924,0.0112544,0.0148202,0.0036199,0.0145624,0,0,0.00301729,0,0.0138676,0.00480273,0.0677154,0.0219536,0.0184832,0.0199174,0.00341842,0.0253468,0.003809,0.0331052,0.0188799,0.0130182,0.00575227,0.00150073,0.00953623,0.0186655,0.0175656,0.00893538,0.00769428,0.00302192,0.0132809,0.00853921,0,0,0,0,0,0,0,0,0
160,0.0151228,0.011587,0,0,0,0,0,0.0130507,0.0192121,0.0149401,0.00351321,0,0,0.00254437,0,0.0207996,0.0019403,0.0410486,0.0150318,0.015171,0.00386643,0.0031964,0.00801316,0.00311077,0.0030988,0.0030395,0.0135346,0.003986,0.0100827,0.00816739,0.0161817,0.0109187,0.00203243,0.0132985,0.00327184,0.0148469,0.0114222,0.0143322,0.00378032,0.0146745,0,0,0.00268988,0,0.0138174,0.00465486,0.0665974,0.0209634,0.0180924,0.0199122,0.00326816,0.025229,0.00417017,0.0331388,0.0188178,0.0133447,0.00575485,0.00146954,0.00959039,0.0187319,0.015587,0.00928857,0.00783493,0.00333874,0.0129719,0.00894664,0,0,0,0,0,0,0,0,0
161,0.0152664,0.0114253,0,0,0,0,0,0.0139008,0.019177,0.0153613,0.0033203,0,0,0.00249605,0,0.0209647,0.00190371,0.0414293,0.0152567,0.0152999,0.00404471,0.00338253,0.00795913,0.0027066,0.00303113,0.00297093,0.0130906,0.00432513,0.0105866,0.00833168,0.0158785,0.0114704,0.00222061,0.0131339,0.00324289,0.0132533,0.0116286,0.0138054,0.00391425,0.0148299,0,0,0.0025607,0,0.0137892,0.00467624,0.0655614,0.0199901,0.0177016,0.019481,0.00306655,0.024959,0.00456087,0.0334,0.0188706,0.0134274,0.00566674,0.00135026,0.00949214,0.0184031,0.0143248,0.00933387,0.00835768,0.00383095,0.0127614,0.00908253,0,0,0,0,0,0,0,0,0
162,0.0153242,0.0112685,0,0,0,0,0,0.0147412,0.0191311,0.0157157,0.0031724,0,0,0.00267747,0,0.0209126,0.00185635,0.0417898,0.0156086,0.0154825,0.00470533,0.00357352,0.00798603,0.00251421,0.0029347,0.00300695,0.0127498,0.00468909,0.0115541,0.0083965,0.0155503,0.0122416,0.002721,0.0130557,0.00332128,0.012423,0.0117875,0.0132711,0.00406059,0.0149709,0,0,0.00240146,0,0.0137655,0.00455818,0.0644667,0.0190689,0.0173192,0.0189366,0.00279868,0.0248272,0.005008,0.0338945,0.0190914,0.0132448,0.00561089,0.00111629,0.00920851,0.0178849,0.0135506,0.00957011,0.00854386,0.00410918,0.0125565,0.00918524,0,0,0,0,0,0,0,0,0
163,0.0153283,0.0111732,0,0,0,0,0,0.015602,0.0192566,0.0160411,0.00322062,0,0,0.00285107,0,0.0207278,0.00193015,0.0420146,0.0158827,0.0157393,0.00536473,0.00385469,0.00801173,0.00254968,0.00288096,0.00300967,0.0125608,0.00513363,0.0122112,0.00868597,0.0151996,0.0130669,0.00325115,0.0131165,0.00343565,0.0122678,0.0119683,0.0130215,0.00424856,0.0151557,0,0,0.00238832,0,0.013692,0.00455414,0.0633994,0.0185532,0.0169714,0.0185407,0.00259582,0.0247895,0.00568623,0.0343674,0.0191509,0.0134313,0.00543178,0.000905448,0.00907011,0.0172845,0.013831,0.00978042,0.00851886,0.00434742,0.012408,0.00937414,0,0,0,0,0,0,0,0,0
164,0.0152331,0.0109994,0,0,0,0,0,0.0159541,0.0194137,0.0163579,0.00312122,0,0,0.00189888,0,0.0209303,0.00223545,0.0419697,0.0161685,0.0158669,0.005294,0.0039884,0.00759024,0.00284564,0.00309138,0.00297848,0.0124763,0.0053495,0.0119146,0.00930993,0.0150597,0.0138326,0.00309494,0.0133255,0.00376765,0.0125839,0.0119642,0.0132381,0.00421872,0.0151402,0,0,0.00229693,0,0.0136952,0.00429476,0.0623372,0.0186674,0.0166325,0.0179298,0.00222937,0.0246798,0.0066426,0.0347152,0.018611,0.0142001,0.00551526,0.000652962,0.00926301,0.0167754,0.0143809,0.0101258,0.00805362,0.00431149,0.0121885,0.00940522,0,0,0,0,0,0,0,0,0
165,0.0151876,0.0108146,0,0,0,0,0,0.0163364,0.0194619,0.0166663,0.00327587,0,0,0.0028885,0,0.0206793,0.0018427,0.0417987,0.0164373,0.0160109,0.0046142,0.0043302,0.00794436,0.00283015,0.00324386,0.00282692,0.0124868,0.00556092,0.0119877,0.00956027,0.0148942,0.0143703,0.00401474,0.0132508,0.00371724,0.0132351,0.0121425,0.0135995,0.00433677,0.0149862,0,0,0.00228604,0,0.0137185,0.0042915,0.0612907,0.0189841,0.0163341,0.0174101,0.00204683,0.0242378,0.00726307,0.0350544,0.0185438,0.0151063,0.0055824,0.00069556,0.00948243,0.016234,0.0152789,0.0100596,0.0081786,0.00459826,0.0119431,0.00934947,0,0,0,0,0,0,0,0,0
166,0.0153159,0.0107711,0,0,0,0,0,0.0168433,0.0195551,0.017015,0.00345798,0,0,0.00292901,0,0.0206634,0.00188781,0.0415968,0.0168438,0.0160776,0.00439342,0.00474743,0.00791897,0.00265087,0.00325166,0.00259271,0.0126219,0.00572609,0.0123269,0.00957342,0.0147473,0.0148576,0.00416586,0.0132349,0.00379459,0.0137828,0.0122787,0.0139744,0.00456703,0.0150753,0,0,0.00234759,0,0.0137398,0.00428196,0.060204,0.0193557,0.0159685,0.0168619,0.0019303,0.0242579,0.0076505,0.0353142,0.0191116,0.0151003,0.0055816,0.00113763,0.00985783,0.0158305,0.0165931,0.0101159,0.00832232,0.00472287,0.011855,0.00947358,0,0,0,0,0,0,0,0,0
167,0.0154145,0.0107649,0,0,0,0,0,0.0174335,0.0196547,0.017564,0.00366126,0,0,0.00293825,0,0.0206093,0.00194401,0.0414685,0.0177163,0.0161372,0.00445895,0.00517796,0.00790135,0.00256176,0.00325236,0.00228851,0.0128749,0.00595481,0.0127026,0.00949271,0.0146546,0.0154053,0.00411388,0.0132299,0.00388811,0.0142509,0.0124047,0.0144105,0.00492034,0.0151542,0,0,0.00242056,0,0.0137605,0.00422206,0.0591629,0.0199254,0.0155187,0.0160458,0.00198756,0.024326,0.00793769,0.0354045,0.0192168,0.0150507,0.00624199,0.00170503,0.0105515,0.0161596,0.0179367,0.0101628,0.00847661,0.00482571,0.0117986,0.0095671,0,0,0,0,0,0,0,0,0
168,0.015489,0.0108311,0,0,0,0,0,0.0179373,0.0197524,0.0181138,0.00387007,0,0,0.00298288,0,0.0205205,0.00199548,0.0414584,0.0184111,0.0162041,0.00447497,0.00563281,0.00789193,0.00260277,0.00335785,0.00200607,0.012933,0.006232,0.0129965,0.00923831,0.0144853,0.0158897,0.00394072,0.0131928,0.00393445,0.0144424,0.0124724,0.0149173,0.00533984,0.0152391,0,0,0.0024664,0,0.0137404,0.00416624,0.0581317,0.0205636,0.0150152,0.0149511,0.00221202,0.0243956,0.00804067,0.0353309,0.0183934,0.014102,0.00742745,0.00226067,0.0114323,0.0170936,0.0189787,0.0102223,0.00856975,0.00497923,0.0118688,0.00966322,0,0,0,0,0,0,0,0,0
169,0.0157306,0.0110591,0,0,0,0,0,0.0183906,0.0198967,0.0184803,0.00400786,0,0,0.00298994,0,0.0204113,0.00205267,0.0414972,0.0187135,0.0162298,0.00453002,0.00600405,0.00791696,0.002825,0.00365884,0.00187085,0.0128337,0.0065065,0.0132445,0.00929035,0.0141583,0.0163111,0.00370963,0.0131578,0.00401054,0.0143069,0.0124612,0.0152109,0.00564093,0.0155202,0,0,0.00301306,0,0.0136426,0.00389581,0.0570176,0.0211015,0.0146047,0.0136051,0.00244432,0.025072,0.00795918,0.03521,0.0172791,0.0131016,0.00853368,0.0028761,0.0123524,0.0179552,0.0196519,0.0106985,0.00829026,0.00482443,0.0121427,0.00989914,0,0,0,0,0,0,0,0,0
170,0.0155097,0.0109832,0,0,0,0,0,0.0185186,0.0201051,0.018667,0.00415906,0,0,0.00283286,0,0.0203097,0.00215061,0.0415283,0.0192498,0.0163157,0.00428883,0.00622749,0.00789221,0.00302861,0.00378609,0.00172288,0.0126103,0.00684923,0.0134139,0.00943311,0.0139495,0.016376,0.00344115,0.0131253,0.00403514,0.0141135,0.0126711,0.0151451,0.00590072,0.0152705,0,0,0.00266671,0,0.013785,0.0041399,0.0559595,0.0212699,0.0142211,0.0122548,0.0027037,0.0245617,0.00780521,0.0350828,0.0161535,0.0122868,0.00956123,0.00355448,0.0132205,0.0187472,0.0199722,0.0103191,0.00893474,0.00522422,0.0121155,0.00964351,0,0,0,0,0,0,0,0,0
171,0.0156717,0.0112237,0,0,0,0,0,0.0187347,0.0202545,0.0188328,0.0042719,0,0,0.00368911,0,0.0199722,0.00206222,0.0415124,0.0196929,0.0164056,0.00400473,0.00636863,0.00812523,0.00303865,0.00399141,0.00163809,0.0123951,0.00709146,0.013559,0.00937573,0.0137353,0.0164421,0.00391766,0.0130014,0.00390108,0.0137925,0.0127268,0.0149948,0.00613613,0.0154229,0,0,0.00306637,0,0.0137396,0.00399389,0.0550395,0.0210456,0.0139104,0.0109653,0.00295414,0.0251274,0.00765173,0.0349419,0.0150095,0.0114391,0.0106191,0.00430661,0.0138892,0.0195879,0.0201356,0.0107791,0.00915036,0.00511274,0.0123835,0.00971194,0,0,0,0,0,0,0,0,0
172,0.0156912,0.0113272,0,0,0,0,0,0.0189286,0.0203985,0.0190285,0.00430388,0,0,0.00364488,0,0.0198764,0.00213354,0.0414117,0.0198525,0.0164918,0.00383604,0.00642974,0.00808239,0.00287478,0.00426623,0.00161405,0.0122141,0.00721672,0.0136736,0.009121,0.0135315,0.0166611,0.00375831,0.0129405,0.00394902,0.0133488,0.0128006,0.0146001,0.00630255,0.0154665,0,0,0.00302038,0,0.0137543,0.00408266,0.0543968,0.0201839,0.0136392,0.00967817,0.0031903,0.025272,0.00757086,0.0348722,0.0138456,0.0105508,0.01171,0.00513355,0.0144101,0.0204214,0.020245,0.0109101,0.00934821,0.00522374,0.0124687,0.00952303,0,0,0,0,0,0,0,0,0
