Timestep,C7,CLAV,IMUL_L,IMUL_M,IMUL_R,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x75,x78,x79,x72
9,0.00961245,0.00631874,0,0,0,0,0,0,0.0521729,0.0220369,0.032267,0.0162237,0,0,0.0159394,0,0.0123339,0.00881298,0.0415053,0.0339038,0.00998192,0.00889059,0.0152438,0.0107422,0.00701639,0.00390429,0.00666821,0.0106785,0.0029884,0.00891118,0.0082796,0.0207741,0.0628253,0.0113904,0.0125268,0.00427346,0.0111891,0.017695,0.00259668,0.0168415,0.0120455,0,0,0.0258682,0,0.00972998,0.0152083,0.0482867,0.00164911,0.0100743,0.00672955,0.0187733,0.0153441,0.00481401,0.0297355,0.011911,0.0118248,0.0010335,0.00822569,0.0022816,0.00317871,0.0103869,0.0214914,0.0147493,0.00911001,0.00606504,0.0126575,0,0,0,0,0,0,0,0,0
10,0.00955871,0.00587975,0,0,0,0,0,0,0.0576794,0.0222462,0.0334034,0.016405,0,0,0.0165548,0,0.0121912,0.00924511,0.0406993,0.0363826,0.00920108,0.007757,0.0158864,0.0106223,0.00620924,0.00356907,0.00572155,0.0103331,0.003083,0.0100751,0.00888121,0.0212505,0.0708847,0.0119198,0.0124307,0.00430592,0.0110583,0.0176202,0.00250125,0.0160941,0.0121667,0,0,0.0264978,0,0.00978448,0.0155326,0.0488082,0.0030995,0.0103239,0.00604769,0.0179887,0.0158523,0.00535547,0.0296101,0.00997663,0.0105143,0.00156848,0.00829496,0.00329205,0.00482367,0.00975047,0.0219695,0.0147735,0.00932336,0.00581687,0.0125771,0,0,0,0,0,0,0,0,0
11,0.00949077,0.00551452,0,0,0,0,0,0,0.0629834,0.0224324,0.0348089,0.0164176,0,0,0.017,0,0.0120232,0.00958925,0.0398601,0.0387143,0.00834387,0.00737088,0.0164104,0.010532,0.00524595,0.00400385,0.0047494,0.0100417,0.00384784,0.0118452,0.00950579,0.0217918,0.0779891,0.0121312,0.0123602,0.00428708,0.010909,0.0177485,0.00303559,0.0153291,0.0122283,0,0,0.0269202,0,0.00986557,0.0156101,0.0493755,0.00468488,0.0105977,0.00555511,0.0171488,0.0162859,0.00621483,0.0295385,0.00859644,0.00956577,0.00229135,0.00828468,0.00411058,0.00627705,0.00913665,0.0223157,0.0150504,0.00929169,0.00556926,0.0124673,0,0,0,0,0,0,0,0,0
12,0.00928052,0.00519149,0,0,0,0,0,0,0.0676694,0.0225078,0.0364548,0.0163311,0,0,0.0171207,0,0.0118995,0.00966722,0.0390869,0.0411056,0.00754507,0.00793654,0.0168502,0.0104086,0.00432258,0.00461049,0.00395632,0.00966738,0.00500242,0.0142012,0.0102832,0.0223402,0.0838825,0.0120177,0.0123051,0.00436459,0.0106457,0.0177993,0.00376149,0.0147422,0.0120805,0,0,0.0270017,0,0.00990013,0.0154849,0.0498172,0.0062594,0.0111128,0.00505795,0.0167104,0.016664,0.00628556,0.0295793,0.00804757,0.00895989,0.00269902,0.00827439,0.00468513,0.00726391,0.00848604,0.0225262,0.0150795,0.00925024,0.00522051,0.012306,0,0,0,0,0,0,0,0,0
13,0.009067,0.00500749,0,0,0,0,0,0,0.0712716,0.0225681,0.038123,0.0160249,0,0,0.0170832,0,0.011916,0.00962217,0.0385153,0.0434968,0.00675633,0.00944626,0.0171868,0.0102092,0.00366666,0.00503457,0.00374481,0.00919511,0.00627299,0.0166387,0.0110565,0.022866,0.0884989,0.0119444,0.0123133,0.00450567,0.0104538,0.0177869,0.0043019,0.0141086,0.0118678,0,0,0.0267941,0,0.00988043,0.0153261,0.050221,0.00781162,0.0116409,0.00453114,0.0164989,0.0170189,0.0052209,0.0296292,0.00775932,0.00840782,0.00292824,0.00824503,0.00515151,0.00794422,0.00799272,0.0225461,0.0154196,0.00957528,0.00487126,0.0121345,0,0,0,0,0,0,0,0,0
14,0.00886592,0.00495349,0,0,0,0,0,0,0.0738451,0.0226809,0.0399751,0.0155159,0,0,0.0170011,0,0.0118754,0.00958644,0.0379421,0.0457679,0.00588073,0.0105147,0.0174596,0.00991051,0.00351686,0.00500407,0.00407141,0.00863578,0.00738008,0.0187568,0.0119707,0.0233403,0.0918992,0.0120311,0.0122833,0.00416347,0.0104456,0.0177725,0.00496806,0.0132358,0.0116424,0,0,0.0265285,0,0.00984984,0.0151236,0.0507242,0.00935225,0.012036,0.00422224,0.0162896,0.0173651,0.00478614,0.0296445,0.00758873,0.00789389,0.00351868,0.00820887,0.00570636,0.00866009,0.00790781,0.0225842,0.0154501,0.0098229,0.00447971,0.0119554,0,0,0,0,0,0,0,0,0
15,0.00866839,0.00486537,0,0,0,0,0,0,0.0758769,0.022787,0.0418028,0.0150914,0,0,0.0170036,0,0.0118821,0.00964159,0.0371703,0.0479033,0.00503434,0.0104457,0.0177244,0.00969062,0.00297875,0.00484385,0.00436244,0.00803241,0.0082096,0.0202407,0.0127119,0.0237471,0.0940813,0.0122643,0.0122767,0.00376015,0.0105265,0.0178165,0.00580581,0.0124356,0.0115109,0,0,0.0262692,0,0.00984135,0.0151198,0.051295,0.0106553,0.012381,0.00447548,0.0160777,0.0177399,0.00546333,0.0296119,0.0074595,0.00742804,0.00409249,0.00820269,0.00627634,0.00959225,0.00807675,0.0226467,0.0152257,0.00976924,0.00396963,0.0117946,0,0,0,0,0,0,0,0,0
16,0.00850508,0.00470688,0,0,0,0,0,0,0.0769492,0.0228537,0.0432337,0.0147036,0,0,0.0170129,0,0.0119652,0.00963801,0.0361821,0.0497718,0.00423743,0.00961908,0.0180932,0.00956832,0.00191835,0.00435718,0.00457827,0.00745188,0.00875349,0.0211455,0.0132152,0.0240677,0.0949206,0.0124946,0.0123541,0.00370022,0.0105233,0.0178934,0.00687611,0.0118351,0.0114334,0,0,0.0260422,0,0.00983866,0.0151885,0.0519826,0.0118331,0.01277,0.00438436,0.0159426,0.018215,0.00541162,0.0295308,0.00696141,0.00699505,0.00468448,0.00830639,0.00702731,0.0108537,0.00816594,0.0227376,0.0154215,0.0094261,0.00341488,0.0116303,0,0,0,0,0,0,0,0,0
17,0.00838694,0.00456509,0,0,0,0,0,0,0.0769313,0.0229444,0.0442075,0.0145494,0,0,0.0168558,0,0.0120251,0.00961653,0.0351043,0.0511644,0.00353889,0.0099754,0.018642,0.00953581,0.0022948,0.00349407,0.00512717,0.00685814,0.00899247,0.0213846,0.0134721,0.0241635,0.0944515,0.0125171,0.0123803,0.00381175,0.0104131,0.017932,0.00794092,0.0114926,0.0114246,0,0,0.0259616,0,0.009816,0.015155,0.0527695,0.0134385,0.0132671,0.00385757,0.0159365,0.0187249,0.00510805,0.0294904,0.0060009,0.00627535,0.00543853,0.00845867,0.00791945,0.0121776,0.00812189,0.022854,0.0157912,0.00940195,0.00301584,0.0114608,0,0,0,0,0,0,0,0,0
18,0.00829819,0.00451275,0,0,0,0,0,0,0.076116,0.0229237,0.0445985,0.0147004,0,0,0.0166501,0,0.0120038,0.00966384,0.0341119,0.0518529,0.00299812,0.0110674,0.0192896,0.00947609,0.0037936,0.00352946,0.00607271,0.00642571,0.00905749,0.0209354,0.0136469,0.0240127,0.0930856,0.0124953,0.0122501,0.00382416,0.0103539,0.0180067,0.00876667,0.0113117,0.011439,0,0,0.0259055,0,0.00982722,0.0151221,0.0535505,0.0152865,0.0138392,0.0035544,0.0160133,0.0192052,0.00518286,0.0296057,0.00505405,0.00537389,0.00609794,0.00857362,0.00860314,0.0131823,0.00818432,0.0230368,0.015598,0.00967008,0.00277158,0.0112867,0,0,0,0,0,0,0,0,0
19,0.00833865,0.004613,0,0,0,0,0,0,0.0747278,0.0229324,0.0444593,0.0148933,0,0,0.0165018,0,0.0120702,0.0097112,0.0334806,0.0524577,0.00255328,0.0126667,0.0199777,0.00943888,0.00533125,0.00455621,0.00743644,0.0061998,0.00905237,0.0197709,0.0138062,0.023657,0.090965,0.0124112,0.0121169,0.00375445,0.0103888,0.0180388,0.00924686,0.0110108,0.0115349,0,0,0.0259171,0,0.00984884,0.0151297,0.0541547,0.0158931,0.0143443,0.00337053,0.0161204,0.0195713,0.00528108,0.0298799,0.00465882,0.00497703,0.00640295,0.00863599,0.009035,0.0138404,0.00857041,0.0231244,0.0154267,0.00972259,0.00278832,0.0111971,0,0,0,0,0,0,0,0,0
20,0.0084226,0.00480753,0,0,0,0,0,0,0.0728874,0.0229873,0.0440774,0.0151401,0,0,0.016511,0,0.012176,0.00976266,0.0333383,0.0533704,0.00218278,0.0151036,0.0206585,0.0094734,0.0069893,0.00630073,0.00930639,0.0061206,0.00892449,0.0177861,0.0137001,0.0231463,0.0882943,0.0122422,0.0120449,0.00368778,0.0104282,0.0179867,0.00943066,0.0104704,0.011698,0,0,0.0260494,0,0.00986396,0.0151977,0.0545955,0.0159862,0.0146656,0.00309056,0.0161467,0.0198761,0.00520688,0.0300454,0.0046198,0.00484233,0.0067419,0.00863515,0.00927272,0.0142424,0.0090977,0.0231872,0.0153863,0.00993743,0.00291322,0.0111939,0,0,0,0,0,0,0,0,0
21,0.00859188,0.00497629,0,0,0,0,0,0,0.0704431,0.0230385,0.0434868,0.0152901,0,0,0.0166309,0,0.0123038,0.00974347,0.0334755,0.0540415,0.00174005,0.0185697,0.0211135,0.009601,0.00894205,0.00930535,0.0117262,0.00617032,0.00890624,0.0152302,0.0134226,0.0224329,0.0848861,0.0121907,0.0119168,0.00361265,0.0103383,0.0179011,0.00962128,0.00969794,0.0118717,0,0,0.0264018,0,0.00985887,0.0153328,0.0549773,0.0164327,0.0149405,0.00273203,0.0160665,0.0201723,0.00521097,0.0301218,0.0045786,0.00469067,0.00710435,0.00865814,0.00953989,0.0147269,0.00960497,0.0234089,0.0153159,0.00996847,0.00294033,0.0112198,0,0,0,0,0,0,0,0,0
22,0.00872537,0.00506024,0,0,0,0,0,0,0.0674782,0.0230882,0.0427259,0.0154572,0,0,0.0166798,0,0.0122194,0.00969284,0.0337343,0.0542796,0.00134072,0.0229694,0.0214327,0.00973521,0.0111095,0.0129985,0.0147312,0.00642804,0.00939867,0.0127085,0.0132026,0.0215338,0.0808211,0.0122729,0.0118678,0.00351681,0.0102518,0.0180791,0.00981854,0.00893324,0.0120139,0,0,0.0269074,0,0.00989531,0.0154308,0.0553887,0.017168,0.0152395,0.00264445,0.0159927,0.0204374,0.00540901,0.0302411,0.00456777,0.00462414,0.00739313,0.00868365,0.00995319,0.0153205,0.00980719,0.0237227,0.015252,0.00960789,0.00291625,0.0112503,0,0,0,0,0,0,0,0,0
23,0.00876047,0.0050717,0,0,0,0,0,0,0.0643135,0.0231801,0.0422034,0.0155367,0,0,0.0165423,0,0.011991,0.00979479,0.0341239,0.0542301,0.00120725,0.0277514,0.0216476,0.0098127,0.0133758,0.0167997,0.0181729,0.00703217,0.0103179,0.0107295,0.0126349,0.0205354,0.0762624,0.0123214,0.0118842,0.0033972,0.0102347,0.0183449,0.0102135,0.00823226,0.012082,0,0,0.027367,0,0.00995352,0.0155756,0.0559073,0.0178713,0.0155484,0.00272062,0.0158918,0.0207602,0.00565714,0.0303157,0.00447179,0.00455984,0.00785425,0.00882658,0.0105493,0.016155,0.01007,0.0241036,0.0153114,0.00949301,0.00295902,0.0112156,0,0,0,0,0,0,0,0,0
24,0.00880686,0.00510687,0,0,0,0,0,0,0.0606466,0.0232967,0.0419301,0.0156109,0,0,0.0164785,0,0.0118379,0.00990869,0.0346372,0.0547702,0.0015794,0.0327756,0.021826,0.00987448,0.0158298,0.0207546,0.0214743,0.00821391,0.011516,0.00976427,0.0122255,0.0195503,0.0706713,0.0125284,0.01185,0.00330122,0.0100839,0.018333,0.0107605,0.00743291,0.0121508,0,0,0.0280933,0,0.00996854,0.0158812,0.05663,0.0186465,0.0159639,0.00263479,0.0156054,0.0210595,0.00575769,0.0304299,0.00428048,0.00433735,0.00847205,0.00902205,0.0110331,0.0170278,0.0108132,0.0246685,0.015486,0.0096967,0.00282241,0.0111663,0,0,0,0,0,0,0,0,0
25,0.00894079,0.00511835,0,0,0,0,0,0,0.0566582,0.0233945,0.0409771,0.0157909,0,0,0.0165911,0,0.0118915,0.00997691,0.0352255,0.0550399,0.00219016,0.0374729,0.0220068,0.00995952,0.0181214,0.0243594,0.0241978,0.00973894,0.012543,0.0101646,0.0121399,0.0185996,0.0649138,0.0127372,0.011841,0.00325653,0.010058,0.0182371,0.0112115,0.00688454,0.012235,0,0,0.0287472,0,0.0100087,0.0162255,0.0574383,0.0195667,0.0164396,0.00261554,0.0153146,0.0212697,0.00570701,0.0306351,0.00422216,0.00423066,0.00889686,0.00904764,0.0113342,0.0176362,0.0116956,0.0250436,0.0153265,0.00976945,0.0026814,0.0111491,0,0,0,0,0,0,0,0,0
26,0.0090452,0.00509594,0,0,0,0,0,0,0.0522562,0.023435,0.0399328,0.0161907,0,0,0.0166425,0,0.0118732,0.0099726,0.0358245,0.0548113,0.00272196,0.0417057,0.0222982,0.0100813,0.0201237,0.0273593,0.0265295,0.0113831,0.0132732,0.0116656,0.0121046,0.0177217,0.0585664,0.0128229,0.0117779,0.00323519,0.0102278,0.0182165,0.0114367,0.00656329,0.0123126,0,0,0.029211,0,0.0100287,0.0163353,0.058267,0.0200765,0.016937,0.0026461,0.0150914,0.0215046,0.00507191,0.0308877,0.00434898,0.00439013,0.00918968,0.00898861,0.0115787,0.0179885,0.0125544,0.0253557,0.0153251,0.00966579,0.00261331,0.0111225,0,0,0,0,0,0,0,0,0
27,0.00909835,0.00500705,0,0,0,0,0,0,0.0475395,0.0234546,0.0389406,0.0163534,0,0,0.0164868,0,0.0117048,0.00983562,0.0365907,0.0538124,0.00317608,0.045286,0.0226422,0.0101509,0.0218374,0.0298227,0.0285916,0.0130364,0.0137563,0.0134095,0.0120298,0.0169584,0.0518309,0.0127208,0.0116894,0.00320107,0.0104724,0.0182289,0.0116159,0.0062733,0.0124087,0,0,0.0294894,0,0.0100115,0.0163638,0.0590337,0.0202698,0.0172857,0.00233008,0.0147965,0.0218193,0.00421404,0.0310675,0.00434805,0.00473961,0.00960876,0.00886467,0.0119302,0.018347,0.0131929,0.0256565,0.0156058,0.00974226,0.00258869,0.0111042,0,0,0,0,0,0,0,0,0
28,0.00922805,0.00505321,0,0,0,0,0,0,0.0428112,0.0234575,0.0380321,0.0162374,0,0,0.0161492,0,0.011629,0.00974239,0.0374636,0.0523851,0.00352152,0.0479313,0.0229323,0.0101878,0.0231343,0.0317542,0.0300226,0.0145345,0.0138099,0.01458,0.0118537,0.0163558,0.0452703,0.0124672,0.011652,0.00321907,0.0107811,0.0182159,0.0124717,0.00600479,0.0125192,0,0,0.029494,0,0.00996666,0.016399,0.0596639,0.0213456,0.0176106,0.00214695,0.0145268,0.0220476,0.00349192,0.0308891,0.00364921,0.00450653,0.0106251,0.0090447,0.0128439,0.019501,0.0145457,0.0258306,0.0154831,0.00969677,0.00269603,0.0111025,0,0,0,0,0,0,0,0,0
29,0.00947742,0.00521671,0,0,0,0,0,0,0.0384261,0.0234242,0.037269,0.0161711,0,0,0.0158567,0,0.0116669,0.00960675,0.038336,0.0514494,0.0037535,0.0493296,0.0232407,0.0102527,0.0239958,0.0331957,0.0307553,0.0158049,0.0135705,0.0151173,0.0114775,0.0159524,0.0383381,0.0122425,0.0116352,0.00329766,0.0114815,0.0181908,0.0128343,0.00587336,0.0126666,0,0,0.0293396,0,0.00990821,0.0164163,0.0603793,0.0217988,0.0179682,0.00323275,0.0143393,0.0221325,0.00351606,0.0309301,0.00367101,0.0044537,0.01101,0.0091444,0.0131876,0.0201408,0.0161433,0.0258207,0.0150298,0.00954471,0.00286937,0.0111548,0,0,0,0,0,0,0,0,0
30,0.00972917,0.00546335,0,0,0,0,0,0,0.0347966,0.0233367,0.0365278,0.0160761,0,0,0.0153713,0,0.0116654,0.00925041,0.0391765,0.0502886,0.00397228,0.049788,0.0236662,0.0102854,0.0244055,0.0338301,0.0310119,0.0166534,0.0132035,0.0153906,0.0109183,0.0157437,0.0317173,0.0119541,0.0116489,0.00335438,0.0123219,0.0181111,0.0128163,0.00577752,0.0128501,0,0,0.0291322,0,0.00984698,0.0164657,0.0610618,0.0218954,0.0182783,0.00469106,0.0143299,0.0221535,0.00377193,0.0311662,0.0039966,0.00463681,0.0112398,0.00913234,0.0133206,0.0205354,0.0173814,0.0256997,0.0147643,0.00956259,0.0030709,0.0112812,0,0,0,0,0,0,0,0,0
31,0.0099694,0.00576821,0,0,0,0,0,0,0.0322189,0.0231867,0.0354679,0.0156184,0,0,0.014831,0,0.0117315,0.00893888,0.0400548,0.0483625,0.00415539,0.0494744,0.0240477,0.0103694,0.0243503,0.0339646,0.0308573,0.017029,0.0127474,0.0158198,0.0103358,0.0157003,0.0260752,0.0116918,0.0116632,0.00336426,0.0132262,0.0180238,0.0123198,0.00569142,0.0130551,0,0,0.028852,0,0.00978087,0.0163897,0.0616457,0.0215204,0.0184993,0.00572461,0.0143564,0.0221012,0.00401997,0.0315123,0.00438517,0.00498577,0.011252,0.0090459,0.013236,0.0205689,0.018801,0.02554,0.0146939,0.00954842,0.00329858,0.0114645,0,0,0,0,0,0,0,0,0
32,0.0102709,0.00610774,0,0,0,0,0,0,0.0308371,0.0230064,0.0336566,0.014991,0,0,0.0142206,0,0.011906,0.00870759,0.0409388,0.0453621,0.00423952,0.0485537,0.0243621,0.0104606,0.023787,0.0338504,0.030143,0.0173169,0.0121489,0.0165316,0.00971915,0.0157516,0.0224538,0.0113422,0.0116797,0.00335712,0.0142434,0.0179078,0.0118644,0.005739,0.0133036,0,0,0.0284855,0,0.0097156,0.0162387,0.0619575,0.0213129,0.0186149,0.00605776,0.0144957,0.021972,0.0038282,0.0316168,0.00414727,0.00506025,0.0115146,0.00904844,0.0132711,0.0208897,0.0208406,0.0252723,0.0146071,0.00971636,0.00362798,0.0117055,0,0,0,0,0,0,0,0,0
33,0.0105591,0.0064514,0,0,0,0,0,0,0.0311499,0.0228175,0.0311889,0.0146487,0,0,0.0131255,0,0.0120223,0.0083056,0.04175,0.0413112,0.0043495,0.0471367,0.0248665,0.0105723,0.0228806,0.0334236,0.0291773,0.0172187,0.0115179,0.0174993,0.00908766,0.0159913,0.0219205,0.0108589,0.0116713,0.00328747,0.0154983,0.0177921,0.0110759,0.00633921,0.0135976,0,0,0.0281034,0,0.00967035,0.0161162,0.0620337,0.0206502,0.0186179,0.00642583,0.0149791,0.0218164,0.00376347,0.0315675,0.00394801,0.005375,0.0114877,0.00925931,0.0130559,0.0209461,0.0229075,0.0249977,0.0143774,0.00970894,0.00422832,0.0120103,0,0,0,0,0,0,0,0,0
