Timestep,BBL,BBR,BFBL,BFBR,BFTL,BFTR,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x70,x71,x72,x73,x74,
222,0,0,0,0,0,0,0.042386,0.0317429,0,0,0,0.0356797,0,0.0350142,0.0538561,0,0,0.0124309,0,0,0.0339379,0.0556831,0.0261669,0.00663934,0.0216283,0.0555104,0.0409119,0.0363715,0.0462048,0.0432493,0.0316043,0.0294893,0.0272353,0.0174759,0.0214261,0.0127649,0.0500829,0.0156694,0,0.028948,0,0.0303985,0,0.0440145,0,0,0.0111718,0,0,0.00990215,0.0566555,0.0501749,0.0160476,0.0436191,0.060338,0.0508885,0.0334602,0.0623794,0.0555319,0.0246173,0.0554831,0.0337703,0.0374798,0.0691313,0.0428987,0.0421203,0.00625002,0,0.0482627,0.0686521,0,0,0,0,0,0
223,0,0,0,0,0,0,0.0424964,0.03175,0,0,0,0.0356788,0,0.0350275,0.053971,0,0,0.0125543,0,0,0.0338282,0.0557497,0.0262519,0.00658691,0.0216018,0.0555884,0.0410333,0.036375,0.0461767,0.0432336,0.0315611,0.0294723,0.0272237,0.0174844,0.0214402,0.0127786,0.0500573,0.0156286,0,0.0288831,0,0.0304285,0,0.0440303,0,0,0.01124,0,0,0.00991211,0.0566454,0.0501597,0.0160012,0.0436225,0.0604138,0.0509666,0.0334251,0.0623902,0.0555162,0.0246118,0.0555381,0.0337896,0.0374948,0.0690956,0.0429973,0.0421001,0.00641864,0,0.0483593,0.068635,0,0,0,0,0,0
224,0,0,0,0,0,0,0.0424789,0.0317371,0,0,0,0.0356955,0,0.0350126,0.054136,0,0,0.0126264,0,0,0.0338081,0.0558758,0.0262971,0.0064949,0.0215675,0.0556468,0.0410676,0.0364028,0.0461837,0.0432297,0.031528,0.029483,0.0272018,0.0175271,0.0214605,0.0127988,0.0500719,0.0156389,0,0.028837,0,0.0304969,0,0.0440489,0,0,0.0113578,0,0,0.00982899,0.0566667,0.0501569,0.015994,0.043617,0.0605177,0.0510341,0.0334449,0.0624096,0.0554585,0.0246093,0.055598,0.0338042,0.0374977,0.0689532,0.0431184,0.0420592,0.00662639,0,0.0484192,0.0685685,0,0,0,0,0,0
225,0,0,0,0,0,0,0.0424607,0.0317083,0,0,0,0.0357459,0,0.0349883,0.0541617,0,0,0.0126736,0,0,0.0338632,0.0559439,0.0262895,0.00644869,0.0215595,0.0556461,0.0411962,0.0363996,0.0461744,0.043283,0.0315611,0.0295541,0.0272318,0.017576,0.0215263,0.0128059,0.0501388,0.0156824,0,0.028817,0,0.0305415,0,0.0440243,0,0,0.0115971,0,0,0.0105385,0.0566748,0.0501493,0.0159846,0.043597,0.0606048,0.0509877,0.0334432,0.062406,0.0553519,0.0246061,0.0555185,0.0337676,0.0374496,0.0690246,0.0432313,0.0419724,0.0069231,0,0.0486707,0.0685498,0,0,0,0,0,0
226,0,0,0,0,0,0,0.0425866,0.0316971,0,0,0,0.0357921,0,0.0350148,0.0541873,0,0,0.0128334,0,0,0.0439436,0.0560048,0.0262879,0.00629873,0.0215742,0.0554325,0.0424789,0.0364679,0.0462054,0.0432557,0.0316185,0.0294895,0.0271959,0.0176929,0.0215562,0.0127955,0.0492646,0.0112747,0.0126318,0.0288311,0,0.0305495,0,0.0449414,0,0,0.0110782,0,0,0.00937566,0.0566757,0.0502026,0.0158982,0.0436349,0.0604905,0.0506856,0.0334367,0.0623967,0.0554055,0.024603,0.0554009,0.0337,0.0374234,0.0692893,0.0433038,0.0424542,0.00713023,0,0.0491406,0.0686463,0,0,0,0,0,0
227,0,0,0,0,0,0,0.0428731,0.0315584,0,0,0,0.0358288,0,0.0350636,0.0540203,0,0,0.0127038,0,0,0.0338653,0.0558828,0.0261834,0.00647636,0.0216324,0.0557673,0.0416258,0.0364044,0.0461852,0.0432728,0.0316867,0.0294114,0.0271472,0.0177793,0.0216147,0.0127611,0.0501625,0.0157402,0,0.028836,0,0.0305096,0,0.0441272,0,0,0.0113069,0,0,0.00933628,0.0566418,0.0501894,0.0159949,0.0436204,0.0606819,0.0511452,0.0333278,0.0623934,0.0554567,0.0245929,0.0553517,0.0336724,0.0374334,0.0693936,0.0433219,0.0420192,0.00703406,0,0.0489844,0.0685134,0,0,0,0,0,0
228,0,0,0,0,0,0,0.044021,0.0318921,0,0,0,0.0355633,0,0.0340047,0,0,0,0.0130129,0,0,0.0439343,0.0480249,0.0247823,0.0151388,0.0244658,0.056756,0.042604,0.0301231,0.0419684,0.0440554,0.0339601,0.0307818,0.0285756,0.0192857,0.0229582,0.0132192,0.0494573,0.0113809,0.0125807,0.0294126,0,0.0294939,0,0.0452975,0,0,0.0110752,0,0,0.00930128,0.0605906,0.0484109,0.016173,0.042848,0.0604127,0.0507442,0.0311751,0.0607525,0.0559716,0.0268067,0.0557485,0.0332533,0.0375087,0.0695435,0.040746,0.0425293,0.0072423,0,0.0499509,0.0669285,0,0,0,0,0,0
229,0,0,0,0,0,0,0.0440872,0.0318579,0,0,0,0.0355832,0,0.0340235,0,0,0,0.0131087,0,0,0.0440803,0.048015,0.0247761,0.0151985,0.0244957,0.0568173,0.0427154,0.0301351,0.0419819,0.0439657,0.0339535,0.0308118,0.028574,0.0192545,0.0229625,0.0131928,0.0494491,0.011417,0.012609,0.0294533,0,0.0295026,0,0.045373,0,0,0.0112733,0,0,0.0091805,0.0605656,0.0483801,0.0161589,0.0428495,0.0604846,0.0508727,0.031115,0.060722,0.0559406,0.0268155,0.0557178,0.0332666,0.0374395,0.06952,0.0406504,0.0424334,0.00728292,0,0.0498629,0.0668906,0,0,0,0,0,0
230,0,0,0,0,0,0,0.0441612,0.0317774,0,0,0,0.0356731,0,0.0340054,0,0,0,0.013124,0,0,0.044214,0.0480396,0.0248158,0.0152407,0.0245013,0.0568679,0.0428956,0.0301308,0.0419786,0.0439259,0.0339832,0.0308329,0.0285313,0.0191683,0.0228846,0.0131034,0.0494432,0.0113472,0.0127819,0.0297983,0,0.0294626,0,0.0454453,0,0,0.011343,0,0,0.00888421,0.0605514,0.0483217,0.0161618,0.0428231,0.0604693,0.0509251,0.0310451,0.0606979,0.05589,0.0268046,0.0556749,0.0332243,0.037212,0.0694799,0.0400526,0.0423565,0.00735637,0,0.0496684,0.0668997,0,0,0,0,0,0
231,0,0,0,0,0,0,0.044255,0.0316895,0,0,0,0.0357103,0,0.0340231,0,0,0,0.013055,0,0,0.0442024,0.0481632,0.024841,0.0152047,0.0244736,0.0568443,0.0431293,0.0302162,0.0419318,0.0439423,0.033959,0.0308218,0.0285578,0.0190891,0.0228573,0.0130595,0.0495019,0.0113049,0.0128987,0.030277,0,0.0293798,0,0.0453781,0,0,0.0116953,0,0,0.00989021,0.0605435,0.0482786,0.0161235,0.0427464,0.0604031,0.0508706,0.0309798,0.0606315,0.0558942,0.0268047,0.0556696,0.0331371,0.0370067,0.0694129,0.0392662,0.042278,0.00758792,0,0.0492913,0.0669132,0,0,0,0,0,0
232,0,0,0,0,0,0,0.0444516,0.0315455,0,0,0,0.0356641,0,0.0340633,0,0,0,0.0129498,0,0,0.044101,0.0482234,0.0248829,0.0152191,0.0244363,0.0568363,0.0432309,0.0302946,0.0418905,0.0439487,0.0339318,0.0307396,0.0286027,0.0190987,0.022848,0.0131043,0.0495708,0.0112554,0.0129286,0.029767,0,0.0293872,0,0.0453163,0,0,0.0115868,0,0,0.00966797,0.0605868,0.0482223,0.0161128,0.0427676,0.0604987,0.0508758,0.0309184,0.0606378,0.0559381,0.0267743,0.0557405,0.0332029,0.0371335,0.0694604,0.0399595,0.0423588,0.00770632,0,0.049372,0.0669738,0,0,0,0,0,0
233,0,0,0,0,0,0,0.0445658,0.0313913,0,0,0,0.0356281,0,0.0340857,0,0,0,0.0128581,0,0,0.0439804,0.0482015,0.0249256,0.0152677,0.0244086,0.056817,0.0434163,0.0303698,0.0418908,0.0439516,0.0339457,0.0307655,0.0285426,0.0191444,0.0228432,0.0131315,0.0495958,0.0111985,0.0128961,0.0298057,0,0.0293713,0,0.0452823,0,0,0.0113583,0,0,0.00940303,0.0605615,0.0481704,0.0160759,0.0427354,0.0605154,0.0509846,0.030792,0.0606164,0.0558549,0.0267428,0.0557322,0.0331819,0.0371249,0.0694273,0.0399873,0.0423103,0.00788674,0,0.0489789,0.0670242,0,0,0,0,0,0
234,0,0,0,0,0,0,0.0447146,0.0311358,0,0,0,0.0356112,0,0.0340662,0,0,0,0.0127198,0,0,0.0335895,0.0481613,0.0250162,0.0154,0.0243979,0.0570505,0.0425547,0.0303907,0.0418855,0.0439642,0.0339961,0.0307843,0.0285414,0.019163,0.0228665,0.0131705,0.050464,0.0155722,0,0.0303723,0,0.0293379,0,0.0444909,0,0,0.0113969,0,0,0.00933093,0.0604876,0.0481832,0.0161865,0.042634,0.0607051,0.0514293,0.0306781,0.0605602,0.0556514,0.0267161,0.0556721,0.0330917,0.0370249,0.0693571,0.0393177,0.0416918,0.00783262,0,0.048623,0.0668915,0,0,0,0,0,0
235,0,0,0,0,0,0,0.0445513,0.0310924,0,0,0,0.0355735,0,0.0341706,0,0,0,0.0129244,0,0,0.0441302,0.0480665,0.0250646,0.0153168,0.0244453,0.0568441,0.0438392,0.0303372,0.0418537,0.0439489,0.0340057,0.0307493,0.0285676,0.0191819,0.0229487,0.0132291,0.049536,0.0112472,0.0128619,0.0298524,0,0.0293725,0,0.0454385,0,0,0.0112491,0,0,0.00945503,0.0605131,0.0481795,0.0161048,0.042588,0.0605135,0.0511202,0.0306063,0.0605989,0.0557118,0.0266729,0.0557017,0.0331704,0.0372333,0.0693869,0.0400845,0.0418768,0.00799635,0,0.0484223,0.0668719,0,0,0,0,0,0
236,0,0,0,0,0,0,0.0445592,0.030939,0,0,0,0.0354711,0,0.0342722,0,0,0,0.0128713,0,0,0.0442199,0.0480074,0.0250943,0.015433,0.0245009,0.05685,0.0438691,0.0303694,0.0418404,0.0438455,0.0339707,0.030723,0.0285192,0.0191738,0.022988,0.0133589,0.0495213,0.0114351,0.0128419,0.0294914,0,0.0294261,0,0.0455876,0,0,0.0113675,0,0,0.00924777,0.0605388,0.0481434,0.0161309,0.0425527,0.0605608,0.0511987,0.0305128,0.0606076,0.0557555,0.0266137,0.0557125,0.0332108,0.0372267,0.0693719,0.0405616,0.0417459,0.00784313,0,0.0481933,0.0667871,0,0,0,0,0,0
237,0,0,0,0,0,0,0.0446861,0.0306697,0,0,0,0.0353207,0,0.0344016,0,0,0,0.0129615,0,0,0.0340348,0.0479649,0.0250745,0.0156599,0.0244563,0.0570726,0.0429133,0.0304358,0.041886,0.0437772,0.0339318,0.0307264,0.0285199,0.0191611,0.0229662,0.0135689,0.0504019,0.0153707,0,0.0297899,0,0.0294292,0,0.0448741,0,0,0.0121513,0,0,0.00974376,0.0604734,0.0481549,0.0162211,0.0424924,0.060762,0.0515635,0.030457,0.0605606,0.0557169,0.0265948,0.0556864,0.0331471,0.037077,0.0693753,0.0401679,0.0412157,0.00758266,0,0.0480268,0.066626,0,0,0,0,0,0
238,0,0,0,0,0,0,0.0446525,0.0305789,0,0,0,0.0351956,0,0.0345428,0,0,0,0.0130521,0,0,0.0435873,0.0480199,0.0250816,0.0155046,0.0244267,0.0568469,0.0439583,0.0305601,0.0420629,0.0437523,0.0339822,0.0307237,0.0286438,0.0190717,0.0229065,0.0137929,0.0494351,0.0128234,0.0116951,0.0303731,0,0.0293772,0,0.0458525,0,0,0.0123091,0,0,0.00971089,0.0603844,0.0482474,0.0160235,0.0424579,0.0605549,0.0513134,0.0304867,0.0604452,0.0556315,0.0265844,0.0556927,0.0330329,0.036973,0.069284,0.0393865,0.041561,0.00758519,0,0.047949,0.0666992,0,0,0,0,0,0
239,0,0,0,0,0,0,0.0449868,0.0303364,0,0,0,0.0350325,0,0.0346235,0,0,0,0.0130855,0,0,0.0338968,0.0480731,0.0250777,0.015614,0.0243966,0.0570565,0.0429684,0.0305477,0.0423622,0.0438209,0.0340281,0.0307177,0.0287441,0.0189869,0.0228408,0.0140871,0.0504565,0.0151637,0,0.0302895,0,0.0293558,0,0.0450092,0,0,0.012827,0,0,0.00994336,0.06034,0.0483039,0.0160798,0.0424708,0.0607741,0.0517677,0.0305329,0.0603388,0.0556213,0.0266129,0.0557585,0.0330096,0.0371519,0.0692381,0.0395195,0.0411369,0.00740452,0,0.0478022,0.0665455,0,0,0,0,0,0
240,0,0,0,0,0,0,0.044993,0.0303266,0,0,0,0.0348281,0,0.0346711,0,0,0,0.0131111,0,0,0.0441814,0.048302,0.0250819,0.0154162,0.0244365,0.0567853,0.0438221,0.0305142,0.0420354,0.0438596,0.0339965,0.0307242,0.0287441,0.0188813,0.0227794,0.0143544,0.0495278,0.0111632,0.0127049,0.0307917,0,0.0293168,0,0.0457818,0,0,0.0126544,0,0,0.00995658,0.060319,0.0483194,0.015878,0.042451,0.0605423,0.0514989,0.0304865,0.0602311,0.0555489,0.0266196,0.0556699,0.032928,0.03706,0.0690484,0.038686,0.0415394,0.0076326,0,0.0477395,0.0666527,0,0,0,0,0,0
241,0,0,0,0,0,0,0.0451978,0.0301016,0,0,0,0.0346993,0,0.0347241,0,0,0,0.0130527,0,0,0.0340618,0.0484219,0.0250669,0.0154646,0.024493,0.0569446,0.0427751,0.0303833,0.0417837,0.0439098,0.0339706,0.0307328,0.0287616,0.0187786,0.0227375,0.014598,0.050508,0.0154201,0,0.0307095,0,0.0294026,0,0.0448685,0,0,0.0129284,0,0,0.0101753,0.0603269,0.0482391,0.015926,0.0424245,0.0606612,0.0519348,0.0304876,0.0602646,0.0554922,0.0266009,0.0556679,0.0329481,0.0370492,0.0690904,0.038748,0.0411659,0.00768903,0,0.0475754,0.0666046,0,0,0,0,0,0
242,0,0,0,0,0,0,0.0453062,0.0300099,0,0,0,0.0346245,0,0.0347652,0,0,0,0.0131037,0,0,0.0341152,0.0484076,0.025099,0.0154314,0.0245542,0.0569197,0.0427874,0.0302968,0.0417233,0.0438703,0.0339987,0.0307206,0.0288058,0.0186841,0.0226682,0.0148646,0.0505104,0.0154761,0,0.0297477,0,0.0294847,0,0.0449028,0,0,0.0128509,0,0,0.010058,0.0603455,0.0481591,0.0159124,0.0424327,0.0606364,0.0519819,0.0305631,0.0603704,0.0554899,0.0265723,0.0557708,0.0330512,0.037266,0.0691569,0.0400462,0.0411805,0.00784351,0,0.0474912,0.0665805,0,0,0,0,0,0
243,0,0,0,0,0,0,0.0454036,0.0299304,0,0,0,0.0345011,0,0.0348638,0,0,0,0.0131771,0,0,0.0340682,0.0484278,0.0251453,0.0154445,0.0245559,0.0569322,0.0429594,0.0303167,0.0417174,0.0438082,0.0340043,0.030771,0.0288983,0.0186321,0.0225915,0.015107,0.0505566,0.0154342,0,0.0293447,0,0.0294701,0,0.044976,0,0,0.0128361,0,0,0.0100172,0.0602898,0.0481351,0.0159139,0.0424468,0.0606154,0.0520376,0.0306254,0.060377,0.0554541,0.0265547,0.0558317,0.0330658,0.0373506,0.0690618,0.0405371,0.0411308,0.00795834,0,0.0474385,0.0664393,0,0,0,0,0,0
244,0,0,0,0,0,0,0.0453421,0.0299902,0,0,0,0.0343955,0,0.0348889,0,0,0,0.0133194,0,0,0.0444539,0.0484919,0.0252551,0.0153348,0.0245544,0.0567403,0.0440272,0.0303241,0.041727,0.0437843,0.0340004,0.0307979,0.0289722,0.018574,0.0225006,0.015294,0.0497055,0.0108841,0.0129776,0.0296746,0,0.0293246,0,0.0458993,0,0,0.0126374,0,0,0.0100133,0.0601652,0.0481783,0.0157737,0.0424453,0.0604269,0.051697,0.0307373,0.0603108,0.055356,0.026492,0.0558164,0.0330009,0.0371938,0.0690008,0.0399339,0.0413553,0.00821926,0,0.0475431,0.0663976,0,0,0,0,0,0
245,0,0,0,0,0,0,0.0455392,0.0298774,0,0,0,0.0342896,0,0.0349114,0,0,0,0.0132043,0,0,0.0341471,0.0485687,0.0253415,0.0154412,0.0245789,0.0569758,0.0431818,0.0303392,0.0417269,0.0438211,0.0339854,0.0308166,0.0289735,0.0185282,0.0224334,0.0155172,0.0507828,0.0154421,0,0.0302368,0,0.029211,0,0.0450441,0,0,0.0129339,0,0,0.0101306,0.0601171,0.0481846,0.0158507,0.0424383,0.0606614,0.0520823,0.0308293,0.06022,0.055268,0.0264547,0.0557409,0.0329044,0.0369597,0.0688985,0.0390342,0.040814,0.00814327,0,0.0475847,0.066219,0,0,0,0,0,0
246,0,0,0,0,0,0,0.0456398,0.0299628,0,0,0,0.0341767,0,0.0349796,0,0,0,0.0132447,0,0,0.0343566,0.0485483,0.0254087,0.0154751,0.0246542,0.0569746,0.0432399,0.030369,0.0416746,0.0437976,0.0340195,0.0308429,0.0289467,0.0184706,0.0223845,0.0157882,0.0507971,0.0154224,0,0.0296937,0,0.0292582,0,0.0449805,0,0,0.0130024,0,0,0.010333,0.060139,0.0480604,0.015838,0.0424573,0.0607244,0.0520241,0.0309567,0.0602363,0.055265,0.0264474,0.0557814,0.0329369,0.0370424,0.0689425,0.0396758,0.0407149,0.00811966,0,0.0477066,0.0661176,0,0,0,0,0,0
247,0,0,0,0,0,0,0.0456629,0.0301963,0,0,0,0.0340709,0,0.0350695,0,0,0,0.0133137,0,0,0.0448449,0.0486014,0.025468,0.015317,0.0247107,0.0567483,0.0442048,0.0304307,0.0415959,0.0437245,0.0340915,0.0308715,0.028952,0.0184016,0.0223467,0.0160372,0.0497609,0.0112773,0.0125932,0.029672,0,0.0292457,0,0.0457174,0,0,0.0128452,0,0,0.0103297,0.0601206,0.0479956,0.0157301,0.0424707,0.0605361,0.0515721,0.0310455,0.0603095,0.0553136,0.0264262,0.0557733,0.0328456,0.0369783,0.0690255,0.039588,0.0410786,0.00817376,0,0.0478787,0.0661231,0,0,0,0,0,0
248,0,0,0,0,0,0,0.0458122,0.0302961,0,0,0,0.033975,0,0.035193,0,0,0,0.0133605,0,0,0.0445977,0.0486667,0.0254844,0.0152523,0.0247417,0.0567616,0.0442622,0.0304161,0.0415236,0.0437029,0.0341498,0.0308604,0.0290301,0.0184034,0.0223287,0.0162375,0.0496839,0.012342,0.0116426,0.0302141,0,0.0291808,0,0.0456416,0,0,0.0128171,0,0,0.0103233,0.0600407,0.0479724,0.0157161,0.0424659,0.0604718,0.0514728,0.0310565,0.0603426,0.0552959,0.0264005,0.0556041,0.0327042,0.0367667,0.0689227,0.0387098,0.0411435,0.00813049,0,0.0479447,0.066055,0,0,0,0,0,0
249,0,0,0,0,0,0,0.0460468,0.0302639,0,0,0,0.0338587,0,0.0353137,0,0,0,0.0132563,0,0,0.034985,0.0485922,0.0254592,0.015254,0.0247826,0.0569809,0.0433381,0.0304024,0.0414491,0.043697,0.0341802,0.0308735,0.0290546,0.0184081,0.0222768,0.016476,0.0507169,0.0155684,0,0.0296442,0,0.0291837,0,0.0447611,0,0,0.0131273,0,0,0.0105818,0.0600025,0.047956,0.0158849,0.0424499,0.0606503,0.051758,0.0310548,0.0603918,0.0552634,0.0263973,0.0555995,0.0327307,0.0368724,0.0688308,0.0393342,0.0407833,0.00798082,0,0.0480669,0.0658896,0,0,0,0,0,0
250,0,0,0,0,0,0,0.0460816,0.0303163,0,0,0,0.0337546,0,0.0353617,0,0,0,0.0134715,0,0,0.0349923,0.0485338,0.0254161,0.0152227,0.0248245,0.0569991,0.0432788,0.0304127,0.0414114,0.0437558,0.0341981,0.0308895,0.0290873,0.0183575,0.0221628,0.0166822,0.050655,0.0154875,0,0.0292402,0,0.0292012,0,0.0448157,0,0,0.013065,0,0,0.0103503,0.0599893,0.0479608,0.0158798,0.0424269,0.0606838,0.0515969,0.0310486,0.0602953,0.0551999,0.0263663,0.0556243,0.0327396,0.0369498,0.0688358,0.0397535,0.0407837,0.00796353,0,0.0483833,0.065789,0,0,0,0,0,0
251,0,0,0,0,0,0,0.0460678,0.0303306,0,0,0,0.0336018,0,0.035395,0,0,0,0.0136313,0,0,0.0349977,0.0485954,0.02536,0.0151409,0.024837,0.0570502,0.0433117,0.0303902,0.041381,0.043855,0.0342278,0.0309412,0.0291384,0.0182595,0.0220368,0.0169026,0.0506159,0.0154256,0,0.0291517,0,0.0291508,0,0.0448192,0,0,0.0130583,0,0,0.0103753,0.0599676,0.0480046,0.0158926,0.0424221,0.0607684,0.0514416,0.0310266,0.0602279,0.0551239,0.0264023,0.0556186,0.0326863,0.0369471,0.0687436,0.0396656,0.040774,0.00791549,0,0.0485422,0.0657042,0,0,0,0,0,0
252,0,0,0,0,0,0,0.04609,0.0303422,0,0,0,0.0334029,0,0.0354576,0,0,0,0.0136874,0,0,0.035037,0.0487103,0.0252991,0.0151064,0.024839,0.0570824,0.0433518,0.0303484,0.0413183,0.0439615,0.0342262,0.0309941,0.0291992,0.0181666,0.0219452,0.0172144,0.05062,0.0153884,0,0.0291784,0,0.0290538,0,0.0447135,0,0,0.01308,0,0,0.0102895,0.0599414,0.0480351,0.0158852,0.0424348,0.060856,0.0512979,0.0310184,0.0601893,0.0550928,0.0264403,0.0555721,0.0326443,0.0369089,0.0687109,0.039501,0.0406985,0.00790035,0,0.0485538,0.0656198,0,0,0,0,0,0
253,0,0,0,0,0,0,0.0460737,0.0303562,0,0,0,0.0331753,0,0.035578,0,0,0,0.0136595,0,0,0.0351617,0.0486911,0.0252851,0.0150397,0.024865,0.0570908,0.0434075,0.0303191,0.0412614,0.0439867,0.0342408,0.0309902,0.0292852,0.0181124,0.0219082,0.0175957,0.0505899,0.0154203,0,0.0291752,0,0.0290039,0,0.0445839,0,0,0.0131892,0,0,0.0102579,0.0599262,0.0480235,0.0158609,0.0424384,0.0609131,0.0511495,0.0310139,0.0601684,0.0550705,0.0264665,0.0555252,0.0326636,0.0368984,0.0687117,0.0394307,0.0405344,0.00786845,0,0.0484744,0.0655059,0,0,0,0,0,0
254,0,0,0,0,0,0,0.0460216,0.0303691,0,0,0,0.032936,0,0.0356775,0,0,0,0.0135787,0,0,0.0353896,0.0485875,0.0253775,0.015029,0.0249089,0.0570825,0.0435385,0.0303333,0.0412447,0.043901,0.0342446,0.0309123,0.0293621,0.0180579,0.0218833,0.0179854,0.0505236,0.015519,0,0.0291155,0,0.0289682,0,0.0444448,0,0,0.013309,0,0,0.0104043,0.059878,0.048009,0.0158242,0.042444,0.0609418,0.0509953,0.0309899,0.0601817,0.0550729,0.0264695,0.0555135,0.0326936,0.0369188,0.068695,0.0394391,0.0403896,0.00775475,0,0.0481972,0.0654026,0,0,0,0,0,0
255,0,0,0,0,0,0,0.0457579,0.0305074,0,0,0,0.0327712,0,0.0356865,0,0,0,0.0136179,0,0,0.0456246,0.0486563,0.0255026,0.0151658,0.0249686,0.0568408,0.0444245,0.0304099,0.041264,0.0438034,0.034212,0.0308733,0.0293955,0.0179459,0.0218122,0.0183246,0.0494269,0.0108375,0.0123245,0.0290239,0,0.0289257,0,0.0450734,0,0,0.0132497,0,0,0.0105549,0.0597315,0.0479586,0.0157006,0.0424526,0.0607613,0.0504,0.0309891,0.0601901,0.0550915,0.0264166,0.0555294,0.0326542,0.0369612,0.068667,0.0395181,0.0406697,0.007759,0,0.0480432,0.0653781,0,0,0,0,0,0
256,0,0,0,0,0,0,0.0459368,0.0303175,0,0,0,0.0326068,0,0.0357113,0,0,0,0.0134874,0,0,0.0356862,0.0487067,0.0255732,0.0153322,0.0250287,0.0570699,0.0437376,0.030424,0.0412724,0.0437615,0.0342108,0.0309302,0.0294119,0.0178747,0.0217586,0.0186681,0.050267,0.0156459,0,0.0290341,0,0.0289103,0,0.0442131,0,0,0.0135661,0,0,0.0105348,0.059619,0.0478966,0.0158269,0.0424704,0.0609476,0.0506268,0.0309894,0.0601942,0.055118,0.0263582,0.0555067,0.0326014,0.036948,0.0686505,0.0394336,0.0403141,0.00749481,0,0.0479587,0.0652396,0,0,0,0,0,0
257,0,0,0,0,0,0,0.0459132,0.0302917,0,0,0,0.032471,0,0.0357475,0,0,0,0.013539,0,0,0.0357064,0.0487101,0.0255664,0.015296,0.0250828,0.0571047,0.0437548,0.0304105,0.0412475,0.0437824,0.0342194,0.0309852,0.0294414,0.0178999,0.0216769,0.0189471,0.0502054,0.0156068,0,0.0295057,0,0.0288472,0,0.0442382,0,0,0.0136093,0,0,0.0105734,0.0595145,0.0478329,0.0158056,0.0425115,0.0608461,0.0504152,0.030965,0.0601589,0.055111,0.026274,0.0554307,0.0325292,0.0368237,0.0685629,0.0385766,0.0403292,0.00730523,0,0.0482227,0.0651155,0,0,0,0,0,0
258,0,0,0,0,0,0,0.0455641,0.0304359,0,0,0,0.0323655,0,0.035785,0,0,0,0.0137855,0,0,0.0456097,0.0488232,0.0255544,0.0151263,0.0251023,0.0569671,0.0443495,0.030434,0.0412184,0.0438293,0.0342127,0.0310478,0.0294734,0.0178921,0.0216058,0.0191614,0.0492098,0.0107072,0.0120329,0.0304772,0,0.0287772,0,0.0450972,0,0,0.0133935,0,0,0.0104319,0.059367,0.0477726,0.0155821,0.0425583,0.0606807,0.0497813,0.0309254,0.0600918,0.0549927,0.0261644,0.0553064,0.0324137,0.0365747,0.0683992,0.0370178,0.0406469,0.00725145,0,0.0485558,0.0650533,0,0,0,0,0,0
259,0,0,0,0,0,0,0.0456464,0.0303663,0,0,0,0.0322216,0,0.0358132,0,0,0,0.0136871,0,0,0.0357484,0.0488454,0.0255505,0.0151801,0.0250996,0.0572084,0.0434518,0.0304062,0.0411797,0.0438649,0.0342086,0.0311481,0.0295336,0.0178157,0.0215509,0.0194318,0.0502068,0.0155918,0,0.030355,0,0.0287764,0,0.0444014,0,0,0.0137705,0,0,0.0104859,0.0593336,0.0477824,0.0156556,0.0425817,0.0609436,0.050052,0.030885,0.0600785,0.0548561,0.0261474,0.0553059,0.0324015,0.0365834,0.0684296,0.0372252,0.0402997,0.00697649,0,0.0485805,0.0648969,0,0,0,0,0,0
260,0,0,0,0,0,0,0.0453183,0.0306749,0,0,0,0.0320486,0,0.0358266,0,0,0,0.0138445,0,0,0.0457681,0.0488014,0.0255184,0.0150446,0.0250721,0.0569774,0.0439199,0.0303235,0.0411915,0.0438837,0.03422,0.0311844,0.0295638,0.0176641,0.0214789,0.0197044,0.0492448,0.010586,0.012112,0.0293766,0,0.0287896,0,0.0450999,0,0,0.0135466,0,0,0.010355,0.0593603,0.047921,0.0154894,0.0425931,0.0607382,0.0495313,0.0308635,0.0601165,0.0547138,0.0261453,0.0554156,0.0324911,0.0368102,0.068555,0.0387627,0.0406244,0.00701923,0,0.0487608,0.0648197,0,0,0,0,0,0
261,0,0,0,0,0,0,0.0463207,0.0304447,0,0,0,0.0317654,0,0.0352976,0,0,0,0.0135705,0,0,0.0359289,0.0461334,0.0245114,0,0.0254312,0.0592832,0.0434882,0.0270235,0.0401229,0.0451766,0.0350852,0.0319256,0.0303092,0.0182198,0.0217743,0.020178,0.0504084,0.015712,0,0.0295511,0,0.0286607,0,0.0444781,0,0,0.0141045,0,0,0.0115999,0.0604235,0.0476807,0.0120342,0.0424757,0.0604076,0.0483293,0.030904,0.0600185,0.0549468,0.0266483,0.0553427,0.0322355,0.0367095,0.0684487,0.038022,0.0403096,0.00709822,0,0.0488901,0.0639716,0,0,0,0,0,0
