Timestep,BBL,BBR,BFBL,BFBR,BFTL,BFTR,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x70,x71,x72,x73,x74,
All Timesteps RMSE,0,0,0,0,0,0,0.0271693,0.0349538,0,0,0,0.0470342,0,0.0359145,0.038695,0,0,0.0140961,0,0,0.0464755,0.0417291,0.0364454,0.0196155,0.0242822,0.0428987,0.0364778,0.0316132,0.0395646,0.0408644,0.0326459,0.0382105,0.0360028,0.0258507,0.034118,0.0265726,0.0497185,0.0131654,0.0120807,0.0432674,0,0.028767,0.042433,0.0397922,0,0,0.0153522,0,0,0.0239364,0.0508715,0.0440655,0.0154292,0.0286198,0.0431963,0.0434147,0.0421103,0.066544,0.0546519,0.0327404,0.0641992,0.0420498,0.0457209,0.074603,0.0365141,0.0409576,0.0106839,0.0099272,0.0466313,0.0665199,0,0,0,0,0,0
0,0,0,0,0,0,0,0.0146257,0.0384046,0,0,0,0.0579321,0,0.0327879,0.0475007,0,0,0.00928293,0,0,0.0513786,0.0357226,0.0418594,0.0280693,0.0244582,0.0247382,0.0404486,0.0262559,0.0340853,0.0397473,0.0362841,0.0477184,0.0445981,0.0335184,0.0438169,0.0208849,0.0568605,0.0141351,0.00798506,0.0559239,0,0.028009,0.0459274,0.0358862,0,0,0.00981604,0,0,0.0289896,0.0506879,0.0426653,0.0202124,0.024419,0.0231441,0.0434432,0.0407689,0.0627414,0.0514687,0.0323671,0.0746098,0.0517499,0.0533196,0.0803926,0.0340521,0.0476755,0.0181743,0.00753394,0.0461413,0.0649197,0,0,0,0,0,0
1,0,0,0,0,0,0,0.0144926,0.0384965,0,0,0,0.0582112,0,0.0329039,0.0475359,0,0,0.0100399,0,0,0.0511515,0.0357476,0.0414877,0.0280499,0.0244442,0.0246915,0.0407939,0.0262686,0.0341267,0.0397463,0.0362904,0.0476937,0.0445062,0.0334704,0.0437908,0.0210792,0.0567258,0.0151562,0.00621598,0.0558481,0,0.0279294,0.0458959,0.0358714,0,0,0.00986878,0,0,0.0288776,0.0507129,0.0426314,0.0202463,0.0244284,0.0231713,0.043533,0.0407637,0.0627311,0.0514895,0.0325188,0.0746077,0.051777,0.053318,0.0799757,0.0341232,0.0476977,0.0181348,0.00694758,0.0462206,0.0648862,0,0,0,0,0,0
2,0,0,0,0,0,0,0.014439,0.0385833,0,0,0,0.0581649,0,0.0328992,0.0475419,0,0,0.0108907,0,0,0.0509691,0.0357824,0.0415398,0.0281378,0.0244628,0.0247319,0.0412234,0.0263202,0.0341135,0.0397145,0.036276,0.0476704,0.0444699,0.0334295,0.0437778,0.0210474,0.0566256,0.0165625,0.00440928,0.055819,0,0.0278844,0.0458902,0.0358272,0,0,0.00998117,0,0,0.0287956,0.0506553,0.0426087,0.0202497,0.0243833,0.0233776,0.0435931,0.0407807,0.0627507,0.0514733,0.0325234,0.074573,0.0517323,0.0532742,0.0798918,0.0340792,0.0477272,0.0183714,0.00611647,0.0462843,0.064854,0,0,0,0,0,0
3,0,0,0,0,0,0,0.0144479,0.0386081,0,0,0,0.0579624,0,0.0328651,0.0473805,0,0,0.011369,0,0,0.0508706,0.035846,0.041662,0.0282056,0.0245204,0.0248654,0.0416329,0.0264094,0.0340029,0.0395783,0.0362724,0.047696,0.044534,0.0334503,0.04377,0.0209105,0.0566299,0.0192144,0.00434889,0.0558252,0,0.027816,0.0457655,0.0357793,0,0,0.010052,0,0,0.028943,0.0505662,0.0424434,0.0201707,0.0243439,0.0237985,0.0434935,0.0408184,0.0628109,0.0513947,0.0325257,0.0745558,0.0516942,0.0532665,0.0799433,0.0338781,0.0478297,0.0190168,0.00486139,0.0462521,0.0647873,0,0,0,0,0,0
4,0,0,0,0,0,0,0.0149413,0.0377753,0,0,0,0.0575433,0,0.032501,0.0458637,0,0,0.00940732,0,0,0.0508118,0.0363949,0.0398225,0.0285458,0.0251837,0.0265555,0.0422545,0.0273683,0.0336218,0.0383227,0.0362944,0.0482766,0.0452407,0.0339987,0.0439777,0.0202597,0.0569593,0.0266647,0.00995041,0.0568402,0,0.0267797,0.0433786,0.0359226,0,0,0.00963686,0,0,0.0302842,0.0504994,0.039138,0.0180767,0.024748,0.0243967,0.0418613,0.0413925,0.0629436,0.0504649,0.0329298,0.0751865,0.0519716,0.0539423,0.0804962,0.0313947,0.0488353,0.0225283,0.00247076,0.0450602,0.064796,0,0,0,0,0,0
5,0,0,0,0,0,0,0.0143938,0.03859,0,0,0,0.0581937,0,0.0329284,0.0473651,0,0,0.0114123,0,0,0.0508031,0.0358587,0.04137,0.0280431,0.024478,0.02465,0.0415892,0.0262713,0.0339779,0.0395429,0.0362665,0.0475455,0.044487,0.0333586,0.0436963,0.0210595,0.056511,0.0190292,0.00449151,0.0558393,0,0.0278168,0.0457483,0.0357684,0,0,0.00998716,0,0,0.0289443,0.0506219,0.0423542,0.0200671,0.0243135,0.0234591,0.0434892,0.040731,0.0627703,0.0514128,0.0325489,0.0744691,0.0516494,0.0532281,0.0798088,0.0338913,0.0478,0.0189476,0.00488123,0.0462152,0.0648144,0,0,0,0,0,0
6,0,0,0,0,0,0,0.0147037,0.0381653,0,0,0,0.0581544,0,0.0329195,0.0474309,0,0,0.00781774,0,0,0.051638,0.0358296,0.041316,0.0278748,0.0244642,0.024581,0.0396554,0.0261502,0.0339787,0.0396667,0.0363156,0.0475637,0.0444364,0.0333974,0.0437619,0.0210353,0.0569667,0.0133792,0.0103631,0.0556588,0,0.0278384,0.0458508,0.0359061,0,0,0.00934099,0,0,0.0294182,0.0506528,0.0424358,0.02011,0.024287,0.0235503,0.0430669,0.040589,0.0627574,0.0514778,0.03248,0.0744495,0.0516504,0.0532147,0.0797697,0.033915,0.0478964,0.0176984,0.00995504,0.04587,0.0648934,0,0,0,0,0,0
7,0,0,0,0,0,0,0.0145988,0.03828,0,0,0,0.0582611,0,0.0328829,0.0474266,0,0,0.00778201,0,0,0.051737,0.035895,0.0413512,0.0279916,0.0244037,0.0245803,0.0396043,0.0262557,0.0340093,0.0395749,0.0362182,0.0474772,0.0443501,0.0332711,0.0436554,0.0211403,0.0569951,0.0134124,0.010206,0.0557301,0,0.0278933,0.0458967,0.0358715,0,0,0.00929055,0,0,0.0294926,0.0505925,0.0424985,0.0202523,0.0241634,0.0239113,0.043013,0.0406212,0.0628649,0.0515273,0.0325357,0.0743295,0.0515133,0.0530768,0.0796675,0.0340106,0.0479361,0.0177977,0.00986658,0.045942,0.064839,0,0,0,0,0,0
8,0,0,0,0,0,0,0.0146134,0.0382043,0,0,0,0.0581541,0,0.0329544,0.0473777,0,0,0.00787641,0,0,0.0517189,0.0358539,0.0412554,0.0279059,0.02441,0.024683,0.0396368,0.0263547,0.0339907,0.0396179,0.0362388,0.0475073,0.0443945,0.0333308,0.0437498,0.0210213,0.0569488,0.0135742,0.0101741,0.0556091,0,0.0278013,0.0458608,0.0359427,0,0,0.00937135,0,0,0.0294643,0.0506734,0.0423774,0.020178,0.0242094,0.024016,0.0430861,0.0404913,0.0627867,0.0515121,0.0325609,0.07438,0.0515611,0.0531359,0.0796838,0.0339276,0.0479119,0.0177574,0.0098413,0.045843,0.0649673,0,0,0,0,0,0
9,0,0,0,0,0,0,0.0145826,0.0382326,0,0,0,0.0581749,0,0.0329308,0.0473342,0,0,0.00786496,0,0,0.0517231,0.0358539,0.0411974,0.0278807,0.0243696,0.0247124,0.0396213,0.0268404,0.0340269,0.0395343,0.0362155,0.0474318,0.0443615,0.0332574,0.0436728,0.0210418,0.0569445,0.0135751,0.0101547,0.0556688,0,0.0278344,0.0458443,0.0359243,0,0,0.00932268,0,0,0.0294844,0.0507151,0.0423899,0.0201289,0.0241616,0.0235615,0.043061,0.04049,0.0628069,0.051504,0.0325571,0.0743204,0.0514755,0.0530868,0.0796156,0.0339022,0.0478819,0.0177618,0.00981747,0.0458675,0.0649537,0,0,0,0,0,0
10,0,0,0,0,0,0,0.0145842,0.0382116,0,0,0,0.0581198,0,0.0329181,0.0472427,0,0,0.00788237,0,0,0.0517141,0.0358602,0.0410994,0.0277996,0.0243663,0.0247455,0.0396336,0.0270447,0.0340295,0.0394418,0.0361927,0.0473852,0.0442915,0.033217,0.0435985,0.0210104,0.0569653,0.013652,0.0102247,0.055627,0,0.0278075,0.0458209,0.035909,0,0,0.00932127,0,0,0.0294652,0.050736,0.0423856,0.0200642,0.0241743,0.0235464,0.04303,0.0405207,0.0628216,0.051482,0.0326454,0.0742863,0.0514629,0.0531061,0.0795753,0.0338608,0.0478708,0.0177575,0.00976943,0.0458589,0.064956,0,0,0,0,0,0
11,0,0,0,0,0,0,0.0146215,0.0381401,0,0,0,0.0579648,0,0.0329494,0.0471791,0,0,0.00790054,0,0,0.0516601,0.0358965,0.0409946,0.0276656,0.0243933,0.0247398,0.0396383,0.0270582,0.0340231,0.0393763,0.0361866,0.0473729,0.0442496,0.0332424,0.0436129,0.0209753,0.0570188,0.0136568,0.0103228,0.0554993,0,0.0277502,0.045855,0.0358884,0,0,0.00935481,0,0,0.0293844,0.0507066,0.04233,0.0200237,0.0241653,0.0240869,0.0430298,0.0404708,0.0628455,0.0514622,0.0326783,0.0742752,0.0514889,0.0531335,0.0795947,0.0337932,0.0478422,0.0177805,0.009753,0.0458043,0.0649958,0,0,0,0,0,0
12,0,0,0,0,0,0,0.0145633,0.0381151,0,0,0,0.0578977,0,0.0330656,0.0471861,0,0,0.00794853,0,0,0.0516191,0.0358492,0.0409907,0.0275756,0.0243742,0.0245386,0.0395893,0.0270129,0.0340862,0.0392846,0.0361378,0.0473268,0.0442149,0.0331722,0.0435403,0.0208984,0.0570061,0.0136122,0.0104072,0.055463,0,0.0276849,0.0458227,0.0359668,0,0,0.00942073,0,0,0.0294589,0.0507666,0.0422944,0.0199952,0.0241725,0.0242036,0.0430555,0.0404446,0.0628297,0.0514775,0.0327973,0.0742261,0.0515004,0.0531284,0.0795376,0.0338098,0.047878,0.0177889,0.00973553,0.0457717,0.0649937,0,0,0,0,0,0
13,0,0,0,0,0,0,0.0145701,0.0380837,0,0,0,0.0578156,0,0.0330788,0.0470774,0,0,0.00800309,0,0,0.0515726,0.0359071,0.0408708,0.0274548,0.0243972,0.0245634,0.0396368,0.0270543,0.0340749,0.0392066,0.0361809,0.0473327,0.0441946,0.0331699,0.0435232,0.0208394,0.0570164,0.0135042,0.0103457,0.05544,0,0.0276731,0.0457485,0.035953,0,0,0.00942912,0,0,0.029434,0.0507508,0.042241,0.0198585,0.0241719,0.0238356,0.0430819,0.0403494,0.0628332,0.0514697,0.032751,0.0742095,0.0514756,0.0532135,0.079502,0.0337093,0.0478293,0.0178039,0.00987682,0.045728,0.0650343,0,0,0,0,0,0
14,0,0,0,0,0,0,0.0150386,0.0379734,0,0,0,0.0581104,0,0.031909,0.045925,0,0,0.0078897,0,0,0.0517337,0.037844,0.0391406,0.0284212,0.0251119,0.0253859,0.0401667,0,0.0338256,0.037873,0.036746,0.0476917,0.044406,0.0334391,0.0438366,0.0201751,0.0571781,0.0133771,0.0100908,0.0549144,0,0.027549,0.0462778,0.0354502,0,0,0.00930093,0,0,0.0291058,0.0493574,0.0420214,0.0196561,0.0235346,0.0227866,0.0427562,0.0402286,0.0633899,0.0513834,0.031609,0.0743103,0.0513824,0.0535543,0.0798135,0.0333973,0.0476379,0.0180565,0.0102387,0.0457167,0.0649356,0,0,0,0,0,0
15,0,0,0,0,0,0,0.0145227,0.0381478,0,0,0,0.0577638,0,0.0331172,0.0469798,0,0,0.00801758,0,0,0.0517169,0.0361422,0.0408164,0.0273869,0.0243429,0.0246427,0.0396716,0.0272617,0.0340598,0.0390278,0.0361263,0.0472114,0.0440532,0.0330799,0.0433496,0.0209139,0.0569654,0.0136228,0.010194,0.055428,0,0.0277186,0.0456776,0.0359032,0,0,0.00939943,0,0,0.0293402,0.0506738,0.0422815,0.0198836,0.0240681,0.0242874,0.0431195,0.040315,0.0629136,0.0514952,0.0326057,0.0740882,0.0513233,0.0531643,0.0793583,0.0337608,0.0477498,0.0179364,0.009411,0.0457526,0.0649518,0,0,0,0,0,0
16,0,0,0,0,0,0,0.0145363,0.0381715,0,0,0,0.0577103,0,0.0331417,0.0469306,0,0,0.00797722,0,0,0.0517774,0.0362153,0.0408776,0.0272881,0.0243165,0.0246507,0.0397024,0.0273673,0.0339893,0.0389997,0.0360949,0.0471221,0.0439601,0.0330171,0.0432856,0.0209578,0.0569099,0.0136417,0.010174,0.0554248,0,0.0277587,0.0457251,0.0359304,0,0,0.00932828,0,0,0.0293786,0.0506747,0.0423189,0.0198723,0.024001,0.0243364,0.0431153,0.0402922,0.0629337,0.051501,0.0326802,0.0740384,0.0512796,0.0530102,0.079286,0.0338156,0.0477032,0.017907,0.00951608,0.0457396,0.0649451,0,0,0,0,0,0
17,0,0,0,0,0,0,0.0145475,0.0382098,0,0,0,0.0577279,0,0.0331149,0.0469321,0,0,0.00791648,0,0,0.0518159,0.0362256,0.0408969,0.0272599,0.0242956,0.0246375,0.0396805,0.0274285,0.0339695,0.0388913,0.0360283,0.0469798,0.0438233,0.0328912,0.0431785,0.0209298,0.0568319,0.0136037,0.0101814,0.0554778,0,0.0277953,0.0457064,0.0359339,0,0,0.0092287,0,0,0.0294981,0.0507501,0.0423566,0.01983,0.0239697,0.0239268,0.0430629,0.0403464,0.0629463,0.0515183,0.0327605,0.073959,0.0511862,0.0529226,0.0791889,0.0338302,0.0477082,0.0178489,0.00986863,0.0457718,0.0649397,0,0,0,0,0,0
18,0,0,0,0,0,0,0.0146119,0.03813,0,0,0,0.0575521,0,0.0331575,0.0468606,0,0,0.00793661,0,0,0.0517462,0.0362716,0.0408487,0.0270217,0.0243149,0.0246942,0.0397401,0.0273153,0.0338823,0.0389281,0.0361151,0.0469276,0.0437756,0.0328864,0.0432311,0.0207749,0.0567921,0.0135832,0.0102727,0.0553696,0,0.027715,0.0457567,0.0359504,0,0,0.00928814,0,0,0.0294622,0.0508052,0.0422672,0.0197129,0.024033,0.0238237,0.0431229,0.0402569,0.0628749,0.0515082,0.0327694,0.0739939,0.0512119,0.0529915,0.0792174,0.0337205,0.0477116,0.0178282,0.0098823,0.0457465,0.0650471,0,0,0,0,0,0
19,0,0,0,0,0,0,0.0146595,0.0380624,0,0,0,0.0573627,0,0.0332058,0.0467737,0,0,0.00798833,0,0,0.0516691,0.0363648,0.0407628,0.026815,0.02439,0.0247653,0.0397985,0.0272891,0.0339083,0.0388915,0.0361701,0.0468754,0.0437374,0.03291,0.0432676,0.0206169,0.0567894,0.0135976,0.0102791,0.0552666,0,0.0276532,0.0458057,0.0359446,0,0,0.00935542,0,0,0.0294007,0.0508211,0.0421908,0.0196109,0.024075,0.0238989,0.0431692,0.0400843,0.0628298,0.0514872,0.0328117,0.0740294,0.0512485,0.0530449,0.0793262,0.0336043,0.047686,0.0178142,0.00992893,0.0457225,0.0651612,0,0,0,0,0,0
20,0,0,0,0,0,0,0.0145569,0.0381729,0,0,0,0.0573974,0,0.0332638,0.0467191,0,0,0.00794047,0,0,0.0517165,0.0364582,0.0408203,0.0268562,0.0243938,0.0247241,0.0396986,0.027395,0.0341993,0.0386646,0.0360082,0.0466411,0.0435606,0.0327355,0.0430679,0.0206365,0.0567807,0.0136186,0.0101908,0.0553759,0,0.0276858,0.0458026,0.0359638,0,0,0.00932215,0,0,0.0294922,0.0508439,0.04229,0.0197074,0.0240123,0.0240638,0.0431321,0.0401778,0.0629466,0.0515194,0.0329467,0.0738639,0.0511197,0.0528853,0.0793687,0.0337403,0.0477234,0.0178516,0.00983901,0.045852,0.0650954,0,0,0,0,0,0
21,0,0,0,0,0,0,0.0146445,0.0381126,0,0,0,0.0571881,0,0.0332922,0.0465596,0,0,0.00794621,0,0,0.0516519,0.0365617,0.0406706,0.026773,0.0244804,0.0248152,0.0397434,0.0274199,0.0342331,0.0385636,0.0360129,0.0465897,0.0435026,0.0327702,0.0430608,0.0205172,0.0568097,0.0136864,0.010172,0.055239,0,0.0276208,0.0457417,0.0359603,0,0,0.00937928,0,0,0.029407,0.0508392,0.0422175,0.0196312,0.0240248,0.0246062,0.0431767,0.040107,0.0629279,0.0514927,0.0329775,0.0738799,0.05113,0.0529252,0.0796895,0.033633,0.0476644,0.0178111,0.00990162,0.0458059,0.0651523,0,0,0,0,0,0
22,0,0,0,0,0,0,0.0146436,0.0381835,0,0,0,0.0571749,0,0.0333267,0.0465045,0,0,0.00789612,0,0,0.0516267,0.0366259,0.0406373,0.026794,0.0244683,0.0248394,0.0396908,0.0275223,0.0342112,0.0384128,0.0359477,0.0464108,0.0433826,0.0326152,0.0428784,0.0205169,0.0568049,0.0136532,0.0100819,0.0552908,0,0.0276735,0.0457173,0.03595,0,0,0.00933139,0,0,0.0294558,0.0508154,0.0422525,0.0196835,0.0239859,0.0247608,0.0431525,0.0401521,0.0629704,0.0515021,0.0329866,0.0737802,0.0510398,0.0528397,0.079484,0.0336847,0.0476344,0.0177881,0.00989129,0.0458755,0.0651398,0,0,0,0,0,0
23,0,0,0,0,0,0,0.0146722,0.0381674,0,0,0,0.0570238,0,0.0334209,0.0464637,0,0,0.00794856,0,0,0.0515631,0.0366172,0.0405618,0.0266623,0.0245237,0.0248988,0.0396998,0.0274913,0.0341319,0.038358,0.0359248,0.0463018,0.0432707,0.032552,0.0427905,0.020338,0.0567349,0.0136676,0.0100795,0.0552288,0,0.0276224,0.0456452,0.0360176,0,0,0.00935656,0,0,0.0294584,0.0508973,0.0421982,0.0196078,0.0240851,0.0247329,0.04319,0.0401398,0.0629111,0.0514514,0.0329664,0.0737932,0.0510668,0.0528511,0.0793224,0.0336723,0.0476013,0.017689,0.00987927,0.0458573,0.0651727,0,0,0,0,0,0
24,0,0,0,0,0,0,0.0146581,0.0382105,0,0,0,0.056893,0,0.0335091,0.0463857,0,0,0.00797338,0,0,0.0515933,0.0366592,0.0405195,0.0265681,0.0245732,0.0249937,0.039676,0.0275511,0.0340664,0.0382381,0.0358462,0.0461525,0.0431378,0.0324745,0.0426864,0.0202164,0.056691,0.0136253,0.0100987,0.0552396,0,0.0276612,0.0455865,0.0360458,0,0,0.00932626,0,0,0.0294509,0.0509092,0.0422233,0.0195465,0.0241148,0.0245909,0.0432203,0.0401385,0.0629245,0.051425,0.0328714,0.0737695,0.051019,0.0527961,0.0792348,0.0336654,0.0475712,0.0176305,0.00990265,0.0458775,0.0651872,0,0,0,0,0,0
25,0,0,0,0,0,0,0.01471,0.0382279,0,0,0,0.056699,0,0.0335041,0.0462323,0,0,0.00797236,0,0,0.051652,0.0367766,0.0404875,0.0264517,0.0246354,0.0251384,0.0397326,0.0276684,0.0339619,0.0381017,0.0358081,0.0460776,0.0430536,0.0324824,0.0426623,0.0201281,0.056717,0.0136631,0.0101359,0.0551495,0,0.0277116,0.0455415,0.0360176,0,0,0.00931562,0,0,0.0294229,0.0508236,0.0422108,0.0194812,0.0241422,0.0248818,0.0432389,0.0400351,0.0629214,0.0513945,0.032783,0.0737873,0.0510069,0.0527939,0.0792674,0.0335762,0.047502,0.0175792,0.0100161,0.0458309,0.0652208,0,0,0,0,0,0
26,0,0,0,0,0,0,0.0146798,0.03827,0,0,0,0.0566376,0,0.0335615,0.0461778,0,0,0.0079604,0,0,0.0516306,0.0367675,0.0405553,0.0263667,0.0246145,0.0251277,0.0396634,0.0277121,0.0339629,0.0379425,0.0356773,0.0458773,0.0429138,0.0323349,0.0425439,0.0200265,0.0566685,0.0136276,0.01032,0.055171,0,0.0276935,0.0454505,0.0360907,0,0,0.00932972,0,0,0.0294904,0.050862,0.0422207,0.0194612,0.0242205,0.0249426,0.0432604,0.0400271,0.0628954,0.051392,0.0328062,0.0737212,0.0509902,0.0527142,0.0791797,0.0336307,0.0475298,0.0175246,0.00999515,0.0458516,0.0651796,0,0,0,0,0,0
27,0,0,0,0,0,0,0.0146868,0.0382668,0,0,0,0.056547,0,0.0335806,0.0460821,0,0,0.00795695,0,0,0.0516122,0.0368089,0.0405069,0.0262723,0.0246245,0.0251813,0.0396455,0.0277725,0.0339687,0.0378874,0.0356967,0.045658,0.0427602,0.0321849,0.0424699,0.0199803,0.0566318,0.0135224,0.0103527,0.0552194,0,0.0276497,0.0453802,0.0361061,0,0,0.00930769,0,0,0.0294499,0.0508853,0.0422321,0.0193796,0.0242375,0.0246056,0.0432984,0.0400658,0.0628842,0.0513517,0.0328454,0.0736758,0.0509553,0.0526397,0.0791286,0.0336216,0.0474847,0.0174887,0.00999138,0.0458618,0.0651939,0,0,0,0,0,0
28,0,0,0,0,0,0,0.0147249,0.0382655,0,0,0,0.0564098,0,0.0336875,0.0459422,0,0,0.00796345,0,0,0.0515747,0.0368692,0.0404817,0.0262131,0.0246427,0.0252305,0.039622,0.027863,0.0340337,0.0378218,0.0358425,0.0454394,0.0426162,0.0320912,0.0423419,0.0198659,0.0565822,0.0134667,0.0103845,0.0552396,0,0.0276264,0.0453511,0.0361274,0,0,0.00933586,0,0,0.0294219,0.0509015,0.0422557,0.0193587,0.0242511,0.0245173,0.0433292,0.0401113,0.0628859,0.0513449,0.0329667,0.0736272,0.0509211,0.0526267,0.0790926,0.0336023,0.0474611,0.017462,0.00995594,0.045872,0.0651837,0,0,0,0,0,0
29,0,0,0,0,0,0,0.0147437,0.0383315,0,0,0,0.0562982,0,0.0338155,0.0458335,0,0,0.00795941,0,0,0.05157,0.0369151,0.0404837,0.0261374,0.0246724,0.0252227,0.0395491,0.0280044,0.0339983,0.0376475,0.0357916,0.0452148,0.0424957,0.0319465,0.0421353,0.0197644,0.0565533,0.0134274,0.0103934,0.0552766,0,0.0276788,0.0453464,0.0361546,0,0,0.00937036,0,0,0.0295344,0.0508841,0.0422885,0.0194097,0.0242614,0.0247043,0.0433558,0.040184,0.0629288,0.0513525,0.0330579,0.0735274,0.0508423,0.0526582,0.0790051,0.0336386,0.0474801,0.0174229,0.00992415,0.0459338,0.0651641,0,0,0,0,0,0
30,0,0,0,0,0,0,0.01481,0.0383344,0,0,0,0.0561061,0,0.0339108,0.0456213,0,0,0.00799278,0,0,0.0515529,0.0369533,0.0403593,0.0258772,0.0247189,0.0252835,0.0395835,0.0281196,0.0337892,0.0374805,0.0357279,0.0450548,0.0423747,0.0318603,0.042033,0.0196372,0.0565715,0.0135094,0.010388,0.0552167,0,0.0276981,0.0453279,0.0361929,0,0,0.00939606,0,0,0.0295788,0.050878,0.0422611,0.0193421,0.0243407,0.0250267,0.0433734,0.0401544,0.0629321,0.0513534,0.0330688,0.0734827,0.0508125,0.0527983,0.0789467,0.0335811,0.0474277,0.0174022,0.00997731,0.0459422,0.0652257,0,0,0,0,0,0
31,0,0,0,0,0,0,0.0147929,0.0383852,0,0,0,0.0560362,0,0.0339303,0.0457602,0,0,0.00795418,0,0,0.0516187,0.0369895,0.0403211,0.0255085,0.0247422,0.0253503,0.0395754,0.0282526,0.0336927,0.0373912,0.0356985,0.0448741,0.0421967,0.0316722,0.0418805,0.0195866,0.0565646,0.0136418,0.0103201,0.0552491,0,0.0277104,0.0452935,0.0362062,0,0,0.0093808,0,0,0.0296601,0.0508823,0.0422851,0.0193134,0.0243538,0.0247975,0.0434029,0.040095,0.0629305,0.0513369,0.0330493,0.0734027,0.0507536,0.0526228,0.0788424,0.033621,0.0473915,0.0173344,0.00992155,0.0459862,0.0652603,0,0,0,0,0,0
32,0,0,0,0,0,0,0.014843,0.0383779,0,0,0,0.0558609,0,0.0339332,0.0458301,0,0,0.00799941,0,0,0.0516245,0.0370401,0.0402478,0.0250915,0.0247514,0.0254656,0.0395958,0.0284065,0.0335936,0.0373216,0.0357746,0.0447405,0.0420355,0.0315929,0.041787,0.0194752,0.0565333,0.013759,0.0101976,0.0551942,0,0.0276693,0.0452688,0.036214,0,0,0.00933095,0,0,0.0294822,0.0509121,0.0422344,0.0192217,0.0243467,0.0247137,0.0434527,0.0399294,0.0628885,0.0513035,0.0330405,0.0733806,0.0507506,0.0526142,0.0787999,0.0335801,0.0473446,0.0172935,0.0098448,0.0459563,0.0653072,0,0,0,0,0,0
33,0,0,0,0,0,0,0.0148647,0.0383511,0,0,0,0.0556372,0,0.0340084,0.045741,0,0,0.00808345,0,0,0.0515872,0.0370686,0.0401807,0.0249661,0.0248167,0.0255563,0.0396142,0.0285482,0.0334989,0.0371905,0.035824,0.0445535,0.0419141,0.0315705,0.0416841,0.0193,0.0565219,0.0138567,0.0101182,0.0551068,0,0.0276066,0.0452397,0.0362754,0,0,0.00928055,0,0,0.0292828,0.0509266,0.0421619,0.0191212,0.0243836,0.0249964,0.0434775,0.0398145,0.0628443,0.0512415,0.0330862,0.0733698,0.0507446,0.0528096,0.0787301,0.0334948,0.0473098,0.0172903,0.00981576,0.0459142,0.0652884,0,0,0,0,0,0
34,0,0,0,0,0,0,0.0148387,0.0383572,0,0,0,0.0554415,0,0.03417,0.0455888,0,0,0.00814674,0,0,0.051542,0.0370994,0.0401632,0.0251204,0.0248868,0.0256237,0.0395433,0.0287661,0.0334243,0.0370292,0.0358029,0.0442927,0.0417903,0.0314234,0.0415031,0.0191219,0.0564998,0.0137989,0.0101737,0.055084,0,0.0275822,0.0451532,0.0363676,0,0,0.00922196,0,0,0.0292063,0.05091,0.042147,0.0190781,0.0244298,0.0253903,0.04348,0.0398438,0.0628199,0.0511794,0.0331866,0.0733099,0.0506944,0.0528822,0.0786309,0.0334745,0.0472888,0.0171693,0.00984889,0.0459274,0.0652455,0,0,0,0,0,0
35,0,0,0,0,0,0,0.0148239,0.0384044,0,0,0,0.0552627,0,0.0342568,0.0454225,0,0,0.00816242,0,0,0.0515154,0.0371815,0.040099,0.0247344,0.0249693,0.0257026,0.0395031,0.0289502,0.0333635,0.036826,0.0357831,0.044085,0.0416031,0.0312246,0.0412342,0.0189993,0.0564524,0.0136054,0.010306,0.0551053,0,0.0276247,0.0450526,0.0363825,0,0,0.00920715,0,0,0.0292785,0.0508827,0.0421692,0.0189469,0.0244141,0.0251473,0.0434971,0.0399324,0.0627834,0.051151,0.0332301,0.0731816,0.0506046,0.0528101,0.0785026,0.0334401,0.047217,0.0171096,0.00993885,0.0459785,0.0652813,0,0,0,0,0,0
36,0,0,0,0,0,0,0.0148955,0.0383782,0,0,0,0.0550039,0,0.0343103,0.0452227,0,0,0.00819225,0,0,0.0514503,0.0372241,0.0399484,0.0244354,0.0250895,0.02582,0.0395386,0.0290448,0.0332467,0.0367191,0.0358243,0.0439528,0.0413435,0.031144,0.041103,0.0188303,0.0564423,0.0135443,0.0104506,0.055008,0,0.0276153,0.0449507,0.0364029,0,0,0.00929627,0,0,0.0293322,0.0508964,0.0421004,0.0188077,0.0244251,0.0251109,0.0435441,0.0398776,0.0626879,0.0511081,0.0332584,0.0731417,0.0505743,0.0527735,0.0784815,0.0333075,0.0471276,0.0171607,0.0100284,0.0459423,0.0653885,0,0,0,0,0,0
