Timestep,BBL,BBR,BFBL,BFBR,BFTL,BFTR,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x70,x71,x72,x73,x74,
1225,0,0,0,0,0,0,0.0421973,0.0298385,0,0,0,0.0321942,0,0.0314668,0,0,0,0.0227051,0,0,0.045021,0.052213,0.0234176,0.0186845,0.0239354,0.0565637,0.0380556,0.0317507,0.0408767,0.0427391,0.0343764,0.0282173,0.0265004,0.0153449,0.0193045,0.0176804,0.0401707,0.0112923,0.0134586,0.031532,0,0.0270368,0,0.0449267,0,0,0.0239698,0,0,0.011381,0.0659775,0.0476118,0.0156674,0.0421849,0.0573547,0.0437391,0.0312445,0.059847,0.0568494,0.0289594,0.0613208,0.0363678,0.0244653,0.0628094,0.0435524,0.0407325,0.00101551,0,0.0516615,0.0560948,0,0,0,0,0,0
1226,0,0,0,0,0,0,0.0418942,0.0300019,0,0,0,0.032065,0,0.0315548,0,0,0,0.0226284,0,0,0.0451107,0.052497,0.0235442,0.0186438,0.0237654,0.0564935,0.0376151,0.0314819,0.0409468,0.0427202,0.034202,0.0283392,0.0265172,0.0154262,0.0193489,0.0180751,0.039998,0.0113073,0.013495,0.0313973,0,0.0269056,0,0.0449302,0,0,0.0244093,0,0,0.0113149,0.0659358,0.0474835,0.0160521,0.0414703,0.0573178,0.0436136,0.0312639,0.0599877,0.05696,0.0292818,0.0613302,0.0365831,0.0247446,0.0628685,0.0432024,0.0407898,0.000978681,0,0.051601,0.0561964,0,0,0,0,0,0
1227,0,0,0,0,0,0,0.0415137,0.0302457,0,0,0,0.0320975,0,0.0315077,0,0,0,0.0225752,0,0,0.0450735,0.0522772,0.0238677,0.0186664,0.0235555,0.0563597,0.0371826,0.031565,0.0410688,0.0427954,0.0340063,0.0284471,0.0264778,0.0155904,0.0194415,0.0183726,0.039869,0.0115645,0.0130961,0.0308796,0,0.0268143,0,0.0449446,0,0,0.0247191,0,0,0.0112926,0.0658527,0.0472642,0.0164155,0.040728,0.0572317,0.0435211,0.031282,0.0599091,0.0569194,0.0295356,0.0612073,0.0365276,0.0248836,0.0627297,0.0434318,0.0405733,0.00109316,0,0.051407,0.0563686,0,0,0,0,0,0
1228,0,0,0,0,0,0,0.041395,0.0305757,0,0,0,0.0321669,0,0.0314547,0,0,0,0.0225236,0,0,0.0448853,0.0520525,0.0238376,0.0189221,0.0233017,0.0561932,0.0367495,0.031895,0.0412593,0.0429364,0.0337815,0.0284064,0.0263316,0.0157058,0.0195654,0.0185303,0.0397817,0.0117211,0.0125982,0.0301391,0,0.0267119,0,0.0449179,0,0,0.0249335,0,0,0.0112863,0.0656848,0.0470488,0.0166129,0.0400302,0.0571227,0.0434119,0.0313755,0.0597748,0.0567944,0.0297789,0.0609468,0.0362658,0.0248416,0.0623813,0.0440297,0.0403082,0.00117721,0,0.0511489,0.0564648,0,0,0,0,0,0
1229,0,0,0,0,0,0,0.0412518,0.030873,0,0,0,0.0321658,0,0.0314261,0,0,0,0.0223264,0,0,0.0450062,0.0519115,0.0238248,0.0191967,0.0230958,0.0560649,0.0364726,0.0316192,0.0413483,0.042965,0.0336583,0.0284726,0.026263,0.0159001,0.0197776,0.0186408,0.0396269,0.011703,0.0130331,0.0301765,0,0.0265343,0,0.0448303,0,0,0.0250129,0,0,0.0111879,0.0654713,0.0467929,0.0167871,0.0393542,0.0570641,0.0432985,0.0313069,0.0597564,0.0567903,0.0300043,0.0605112,0.0358483,0.0245488,0.0620481,0.0435778,0.0400506,0.0014005,0,0.05078,0.0565363,0,0,0,0,0,0
1230,0,0,0,0,0,0,0.0409663,0.0311829,0,0,0,0.0320854,0,0.0315288,0,0,0,0.0222782,0,0,0.045109,0.0518103,0.0239983,0.0194627,0.0229429,0.0560971,0.036222,0.0313711,0.0414312,0.0428832,0.0335006,0.0284459,0.0263085,0.0160637,0.0199858,0.0188234,0.0395382,0.0117977,0.0130195,0.0302549,0,0.0263928,0,0.0446521,0,0,0.0251229,0,0,0.0110968,0.0652139,0.0465811,0.0169293,0.0387203,0.0569605,0.0431695,0.0312814,0.0597883,0.0569385,0.0303079,0.0600254,0.0353931,0.0241947,0.0616822,0.0429087,0.039796,0.00156511,0,0.0503271,0.056841,0,0,0,0,0,0
1231,0,0,0,0,0,0,0.0405167,0.0314943,0,0,0,0.0319161,0,0.0317228,0,0,0,0.0224633,0,0,0.0449904,0.0517171,0.0241645,0.0197256,0.022868,0.0562296,0.0359764,0.0314148,0.0413907,0.0428418,0.0333629,0.0284363,0.02633,0.0160801,0.0201008,0.0190975,0.0393886,0.0119729,0.0123127,0.03,0,0.0264984,0,0.0443676,0,0,0.0253551,0,0,0.0110017,0.0649805,0.0462576,0.0171973,0.0381067,0.0569353,0.0429299,0.031339,0.0598561,0.0572205,0.0307005,0.0596936,0.0351268,0.0239951,0.0612026,0.0425067,0.0395753,0.0016863,0,0.0497792,0.0571475,0,0,0,0,0,0
1232,0,0,0,0,0,0,0.0399121,0.0317276,0,0,0,0.0317383,0,0.0318326,0,0,0,0.0225817,0,0,0.0449785,0.0515051,0.0243217,0.0198706,0.0227583,0.056443,0.0357794,0.031614,0.0412775,0.0428051,0.0331925,0.0284472,0.0263505,0.0160289,0.0200852,0.0194275,0.0390607,0.0120059,0.0122067,0.0297661,0,0.0268747,0,0.0440968,0,0,0.0255256,0,0,0.0109097,0.0647758,0.0458159,0.01751,0.0375268,0.0569424,0.0426797,0.0314928,0.0599761,0.0574501,0.0312018,0.05958,0.0350883,0.0240451,0.0611162,0.0421941,0.0393279,0.00181328,0,0.0491604,0.0573155,0,0,0,0,0,0
1233,0,0,0,0,0,0,0.039306,0.0318093,0,0,0,0.0316226,0,0.0318589,0,0,0,0.0225842,0,0,0.0452268,0.05115,0.0245285,0.0201131,0.0226273,0.0566207,0.0356643,0.0317222,0.0411584,0.042686,0.0330033,0.0284399,0.0263534,0.0159727,0.0200044,0.0196814,0.0385989,0.0119078,0.0128738,0.0297282,0,0.0268601,0,0.0439006,0,0,0.0257658,0,0,0.0107952,0.064518,0.045351,0.0178411,0.036983,0.0569609,0.0423745,0.0316225,0.0601004,0.0578578,0.0313907,0.0599095,0.0352236,0.0242888,0.0609281,0.0417728,0.0391178,0.00191983,0,0.0486917,0.0571621,0,0,0,0,0,0
1234,0,0,0,0,0,0,0.0389298,0.0319045,0,0,0,0.0315052,0,0.0319873,0,0,0,0.0226023,0,0,0.0453431,0.0510797,0.0246427,0.0203599,0.0224389,0.0567266,0.0354837,0.031729,0.0411837,0.0425188,0.0328462,0.0284035,0.0262316,0.0159733,0.0199526,0.0198912,0.0382744,0.0118731,0.0132035,0.0298922,0,0.0265859,0,0.04368,0,0,0.0260137,0,0,0.0107585,0.0643213,0.0449374,0.0181274,0.0364516,0.0570266,0.0420015,0.0317644,0.0603981,0.0583076,0.0315209,0.0604845,0.0354452,0.0246168,0.060968,0.0413171,0.0389447,0.00201146,0,0.04849,0.0575062,0,0,0,0,0,0
1235,0,0,0,0,0,0,0.0384843,0.0319792,0,0,0,0.0313476,0,0.0321986,0,0,0,0.0226915,0,0,0.0453365,0.0512025,0.0247344,0.0207029,0.0222769,0.0566771,0.0351969,0.0316969,0.0412932,0.0423588,0.0326856,0.0283486,0.0261579,0.0159374,0.0199572,0.0200869,0.0379935,0.0119115,0.0130722,0.0296541,0,0.0264081,0,0.0434823,0,0,0.0263062,0,0,0.0108368,0.0641958,0.0446383,0.0183705,0.0358707,0.0571308,0.0415877,0.031998,0.0606975,0.0586629,0.0318497,0.0608705,0.03583,0.025005,0.0610298,0.0410288,0.0387945,0.00206906,0,0.0483667,0.0578881,0,0,0,0,0,0
1236,0,0,0,0,0,0,0.0378817,0.0320053,0,0,0,0.0312527,0,0.0323693,0,0,0,0.0227727,0,0,0.0452153,0.0512173,0.0248354,0.0209822,0.022062,0.0565653,0.0348716,0.0317847,0.0414122,0.042319,0.0324683,0.0282506,0.0260999,0.015821,0.0198707,0.0202211,0.0377172,0.0120742,0.0127026,0.0289278,0,0.0263547,0,0.0433152,0,0,0.0265205,0,0,0.0109228,0.0640391,0.0444472,0.0186613,0.0353137,0.057166,0.0412213,0.0323521,0.0610218,0.0592218,0.0322341,0.0609433,0.036102,0.0253333,0.0614061,0.0414814,0.0385795,0.0021426,0,0.0480202,0.0580557,0,0,0,0,0,0
1237,0,0,0,0,0,0,0.0371795,0.0319861,0,0,0,0.0312328,0,0.0325848,0,0,0,0.0226437,0,0,0.0453378,0.0511888,0.0248868,0.0213201,0.0217649,0.056401,0.0345262,0.031881,0.0415201,0.0423185,0.0322497,0.028233,0.0260227,0.0157218,0.0197594,0.0202347,0.0374367,0.012031,0.0130733,0.0286822,0,0.0262117,0,0.0431312,0,0,0.0267725,0,0,0.0109755,0.0638322,0.0441465,0.0188318,0.0347083,0.0571388,0.0408751,0.0326594,0.0613461,0.0594941,0.0324838,0.0611646,0.036157,0.0254292,0.0613867,0.0414008,0.0384951,0.00220865,0,0.0476303,0.0581108,0,0,0,0,0,0
1238,0,0,0,0,0,0,0.0365951,0.0319671,0,0,0,0.0313231,0,0.0327715,0,0,0,0.0226414,0,0,0.0455668,0.0511714,0.0249989,0.0217248,0.021509,0.0560721,0.0340784,0.0320609,0.041605,0.0422894,0.0321024,0.0282032,0.0258958,0.0156099,0.0198158,0.0200663,0.0372173,0.0120768,0.0133733,0.0287493,0,0.0260561,0,0.0428421,0,0,0.0269625,0,0,0.0109992,0.0635484,0.0437237,0.0188876,0.0340174,0.0570005,0.0404586,0.0329416,0.0615159,0.0597152,0.0327056,0.0612116,0.0360581,0.0255191,0.0609095,0.0407748,0.0382975,0.002258,0,0.0473752,0.0582084,0,0,0,0,0,0
1239,0,0,0,0,0,0,0.0360938,0.0319618,0,0,0,0.0315254,0,0.0329633,0,0,0,0.0227198,0,0,0.0457239,0.0511734,0.025087,0.0220285,0.0213357,0.055719,0.0337227,0.0323613,0.0417436,0.0422552,0.0319537,0.0280612,0.0257399,0.0154548,0.0200342,0.0197466,0.0370535,0.0121388,0.0134298,0.0288796,0,0.0259143,0,0.0424675,0,0,0.0270935,0,0,0.0110263,0.0632248,0.0432826,0.0188575,0.0333502,0.0568236,0.0399802,0.0332365,0.0616948,0.060063,0.0329933,0.0610097,0.0359345,0.025632,0.0605385,0.0398954,0.0381714,0.00226801,0,0.0471819,0.0583174,0,0,0,0,0,0
1240,0,0,0,0,0,0,0.0356489,0.0318805,0,0,0,0.0317399,0,0.0330993,0,0,0,0.0228135,0,0,0.0457727,0.0509762,0.0250471,0.0218554,0.0210475,0.0557872,0.0335218,0.0324649,0.0418473,0.0423109,0.0318226,0.0280083,0.0257064,0.0154387,0.0199454,0.0193486,0.0368813,0.0121932,0.0133284,0.0290378,0,0.0256978,0,0.0420419,0,0,0.0272636,0,0,0.0110198,0.0631573,0.0426548,0.018981,0.0326401,0.056623,0.0396234,0.0334519,0.0619532,0.0604077,0.0335119,0.0607715,0.0358442,0.0255895,0.0603137,0.0386948,0.0380756,0.00241629,0,0.0470456,0.0584286,0,0,0,0,0,0
1241,0,0,0,0,0,0,0.0351931,0.0317004,0,0,0,0.0320519,0,0.0332016,0,0,0,0.0229537,0,0,0.0458486,0.0508706,0.0249945,0.0215482,0.0206948,0.0559387,0.0333132,0.0326456,0.0420965,0.0423237,0.0316942,0.0278434,0.025555,0.0154326,0.0198733,0.0188114,0.0367554,0.0124484,0.0129688,0.0293061,0,0.0255906,0,0.0416286,0,0,0.0274293,0,0,0.0110777,0.063038,0.0421181,0.0188781,0.031974,0.0565505,0.039303,0.033873,0.0622295,0.0607051,0.0340785,0.0605103,0.0357636,0.0254456,0.0601925,0.0373647,0.0379602,0.00247339,0,0.0468455,0.0585687,0,0,0,0,0,0
1242,0,0,0,0,0,0,0.0347088,0.0315657,0,0,0,0.0324608,0,0.033344,0,0,0,0.0230067,0,0,0.0460046,0.0509285,0.0248255,0.0214204,0.0204091,0.0559433,0.0330946,0.0328664,0.0424147,0.0424171,0.0316376,0.0275668,0.0254174,0.0154034,0.0198442,0.0181808,0.0365954,0.0125299,0.0129549,0.0297491,0,0.0255165,0,0.041322,0,0,0.0277363,0,0,0.0110679,0.0628966,0.041672,0.0186686,0.0313249,0.056458,0.0390052,0.0343201,0.0624406,0.060969,0.0346058,0.0602603,0.0356937,0.0256089,0.0600236,0.0359003,0.0378105,0.00240905,0,0.0466118,0.0586739,0,0,0,0,0,0
1243,0,0,0,0,0,0,0.0342876,0.0314861,0,0,0,0.0328757,0,0.0335235,0,0,0,0.0230953,0,0,0.0458394,0.0509759,0.024878,0.0214933,0.0200817,0.0557971,0.032759,0.0331768,0.0427249,0.0425682,0.0317316,0.0275129,0.0253894,0.0152278,0.0199603,0.0174097,0.036553,0.0124709,0.0126224,0.03033,0,0.0254322,0,0.0410633,0,0,0.0280556,0,0,0.0110829,0.0627989,0.0413097,0.0185265,0.03061,0.0563729,0.0387432,0.0346484,0.0628476,0.061145,0.0350715,0.0601419,0.0357016,0.0258648,0.0598399,0.034266,0.0376865,0.00247222,0,0.046411,0.0587955,0,0,0,0,0,0
1244,0,0,0,0,0,0,0.0338785,0.0313909,0,0,0,0.0331264,0,0.0336101,0,0,0,0.0231901,0,0,0.0455216,0.0509958,0.0251506,0.0216161,0.0196979,0.0555884,0.0323919,0.033615,0.0430747,0.0424781,0.0317304,0.0274756,0.0252216,0.0150365,0.0200173,0.0168214,0.0365608,0.0125334,0.0122093,0.0309971,0,0.0254664,0,0.0408283,0,0,0.0282307,0,0,0.011256,0.0626087,0.0410494,0.0182325,0.0299471,0.0562781,0.0385268,0.0350314,0.0632707,0.0613413,0.0354776,0.0600205,0.0356333,0.0259818,0.0595522,0.0325856,0.0376286,0.00257948,0,0.0462355,0.0590054,0,0,0,0,0,0
1245,0,0,0,0,0,0,0.0334771,0.031307,0,0,0,0.033328,0,0.0336276,0,0,0,0.0232373,0,0,0.0453405,0.0510739,0.0253356,0.0216957,0.0193715,0.0554499,0.0321329,0.0341202,0.0433944,0.0422081,0.0317369,0.0273284,0.0250663,0.0148813,0.019861,0.016378,0.0365666,0.0125825,0.0121184,0.0316676,0,0.0256157,0,0.0406023,0,0,0.028438,0,0,0.0114743,0.0623053,0.0408075,0.0177882,0.029287,0.0560927,0.0383133,0.0354824,0.0636379,0.061514,0.0358503,0.0596525,0.035361,0.0261112,0.0591871,0.0309232,0.0376599,0.00275542,0,0.046106,0.0592382,0,0,0,0,0,0
1246,0,0,0,0,0,0,0.0330627,0.0313412,0,0,0,0.0334953,0,0.0336452,0,0,0,0.0233279,0,0,0.0453834,0.0514247,0.0257386,0.0217426,0.0191396,0.0554199,0.0319633,0.034604,0.0436488,0.0418786,0.03174,0.0272177,0.0249732,0.0147673,0.0198056,0.0161889,0.0365569,0.0126237,0.0121036,0.032308,0,0.0258324,0,0.0403694,0,0,0.0286146,0,0,0.011556,0.0618719,0.0405324,0.017197,0.0285831,0.05586,0.0380389,0.0360798,0.0639661,0.0617212,0.036199,0.0593388,0.0350113,0.0260123,0.0588389,0.0293676,0.0373859,0.00290305,0,0.0459825,0.0594926,0,0,0,0,0,0
1247,0,0,0,0,0,0,0.0326998,0.0314643,0,0,0,0.0335661,0,0.033684,0,0,0,0.0234159,0,0,0.0455261,0.0513775,0.0263297,0.021891,0.0191298,0.0554443,0.0317603,0.0347141,0.0436493,0.0417329,0.0318385,0.0272601,0.0250737,0.0147179,0.0198931,0.0162484,0.0365303,0.0127204,0.0121229,0.0330691,0,0.0258169,0,0.0401583,0,0,0.0288,0,0,0.0116225,0.0618718,0.0399739,0.017559,0.0278394,0.0558923,0.0377741,0.036307,0.064084,0.0619646,0.0367214,0.0591504,0.034814,0.025834,0.0584913,0.0277223,0.0370343,0.00302035,0,0.0459179,0.0596945,0,0,0,0,0,0
1248,0,0,0,0,0,0,0.0323235,0.0316003,0,0,0,0.0334923,0,0.0338227,0,0,0,0.0235406,0,0,0.0456823,0.0513158,0.0271853,0.0220982,0.0191846,0.0556773,0.0316871,0.0347936,0.0435185,0.0416499,0.0317335,0.0273879,0.0251761,0.0147429,0.0201071,0.0165251,0.0364348,0.0127522,0.0122096,0.0337747,0,0.0257306,0,0.039911,0,0,0.0289882,0,0,0.011737,0.0617502,0.0394272,0.0179041,0.0271005,0.0559753,0.0375412,0.0365708,0.0644201,0.0623069,0.0371669,0.0588529,0.0347688,0.0259983,0.0581736,0.0264539,0.0368088,0.00312965,0,0.0458508,0.0600196,0,0,0,0,0,0
1249,0,0,0,0,0,0,0.0319026,0.0317249,0,0,0,0.0334,0,0.0340129,0,0,0,0.0235961,0,0,0.0459173,0.051135,0.0277652,0.022239,0.0192166,0.0557685,0.031739,0.0348809,0.0434645,0.0415536,0.0315895,0.0274159,0.0251955,0.0148164,0.0201776,0.0168576,0.036267,0.0127691,0.0125265,0.0344691,0,0.0255801,0,0.0396682,0,0,0.0291607,0,0,0.0118791,0.0615193,0.0389392,0.018172,0.0264449,0.0559982,0.0373583,0.0368678,0.06486,0.0626931,0.0375161,0.058789,0.034866,0.0262891,0.0581118,0.0255657,0.0366272,0.00325142,0,0.0457301,0.0604341,0,0,0,0,0,0
1250,0,0,0,0,0,0,0.0313858,0.0317841,0,0,0,0.0332989,0,0.0342226,0,0,0,0.0235582,0,0,0.0461268,0.0508408,0.0281099,0.0223057,0.0191869,0.0556928,0.0317811,0.0349983,0.0435888,0.0414268,0.0314396,0.0274001,0.0251164,0.014901,0.0202407,0.0173013,0.0361154,0.0127688,0.0129023,0.0351033,0,0.0253205,0,0.0394906,0,0,0.0293227,0,0,0.0120302,0.0612428,0.0385119,0.0183017,0.0258561,0.0559651,0.0372092,0.0370806,0.0650927,0.0630586,0.0377775,0.0590736,0.0351285,0.0265607,0.0583102,0.0249979,0.0364459,0.00337366,0,0.0454648,0.0609503,0,0,0,0,0,0
1251,0,0,0,0,0,0,0.0308322,0.0318079,0,0,0,0.0331955,0,0.0344282,0,0,0,0.0237002,0,0,0.0458773,0.0505893,0.0283842,0.022383,0.0192055,0.0555977,0.0316886,0.0351251,0.0438309,0.0413947,0.0312516,0.0273125,0.0250061,0.0150966,0.0204876,0.017937,0.0360542,0.0128474,0.0125343,0.0356029,0,0.0250455,0,0.0392855,0,0,0.0295005,0,0,0.0122538,0.0609663,0.0381187,0.0183867,0.0252798,0.0558857,0.0370887,0.0371456,0.0653037,0.0633995,0.0379338,0.0595818,0.0354907,0.0267457,0.0587482,0.0247327,0.0362247,0.00349732,0,0.0451604,0.0613936,0,0,0,0,0,0
1252,0,0,0,0,0,0,0.0303161,0.0317633,0,0,0,0.0330614,0,0.034612,0,0,0,0.0238455,0,0,0.0456474,0.0503603,0.0286247,0.0224927,0.0191892,0.0554323,0.031568,0.035252,0.0441407,0.0413991,0.0310611,0.0271465,0.0248766,0.0153687,0.0206815,0.0187247,0.0360557,0.0128496,0.0122839,0.0359254,0,0.0248554,0,0.0390863,0,0,0.0297044,0,0,0.0127014,0.0607031,0.0377775,0.0184045,0.0246789,0.0558568,0.0370504,0.037141,0.0653576,0.0636437,0.0379716,0.0599361,0.0358429,0.0269974,0.0592556,0.0246983,0.0359413,0.00368322,0,0.0448411,0.0617758,0,0,0,0,0,0
1253,0,0,0,0,0,0,0.0299606,0.0315632,0,0,0,0.0329072,0,0.0348617,0,0,0,0.0238359,0,0,0.0456224,0.0499887,0.0289193,0.0224767,0.0191814,0.0551243,0.031518,0.0354345,0.0444371,0.041305,0.0308948,0.0269933,0.0247352,0.0156595,0.0208801,0.0194976,0.0361508,0.0128553,0.0123138,0.0361756,0,0.0247841,0,0.0388335,0,0,0.0296442,0,0,0.0137646,0.0604552,0.0376218,0.0183787,0.0240898,0.0557982,0.0372261,0.0371848,0.0654953,0.0638379,0.0379444,0.0603311,0.0361259,0.0275309,0.0596229,0.0247994,0.0354187,0.00396635,0,0.0444729,0.0622681,0,0,0,0,0,0
1254,0,0,0,0,0,0,0.0298651,0.0311403,0,0,0,0.0327676,0,0.0351324,0,0,0,0.0235945,0,0,0.0458115,0.0493768,0.0292746,0.0222736,0.0192009,0.0546436,0.0315753,0.0356561,0.0446788,0.0411049,0.0307729,0.0269131,0.0246194,0.015916,0.0211098,0.0202644,0.0363046,0.0128831,0.0126652,0.03641,0,0.0247362,0,0.0384784,0,0,0.028057,0,0,0.0170602,0.0602318,0.0375719,0.0182983,0.0234681,0.0556372,0.0379341,0.0372905,0.0656983,0.0640125,0.0379704,0.0607556,0.0365741,0.0279365,0.059751,0.0249574,0.0347815,0.00452766,0,0.0440387,0.0629799,0,0,0,0,0,0
1255,0,0,0,0,0,0,0.029334,0.0311814,0,0,0,0.0326895,0,0.0353729,0,0,0,0.0235365,0,0,0.0458717,0.0487353,0.0296304,0.0222758,0.0192439,0.0544916,0.0315334,0.0358134,0.0449591,0.0409802,0.0306026,0.0268313,0.0245525,0.0160874,0.0214275,0.0209546,0.0361863,0.0129714,0.0125943,0.036547,0,0.0246523,0,0.0383482,0,0,0.027859,0,0,0.0178955,0.0599411,0.0374815,0.0182483,0.0228071,0.0556916,0.0378669,0.0373383,0.06585,0.0641531,0.0379633,0.06091,0.0369344,0.0284362,0.0597362,0.0251716,0.0347588,0.00493308,0,0.0438766,0.0632822,0,0,0,0,0,0
1256,0,0,0,0,0,0,0.0288188,0.0312733,0,0,0,0.0326215,0,0.0355404,0,0,0,0.0235052,0,0,0.0458705,0.0482687,0.0299136,0.0222796,0.019303,0.0544243,0.0315789,0.0358387,0.0452279,0.0408982,0.0304708,0.02685,0.0244891,0.0162127,0.0216951,0.0216854,0.0359705,0.0130589,0.0124571,0.0366362,0,0.0245552,0,0.0381588,0,0,0.0276671,0,0,0.0184483,0.059585,0.0373244,0.0181634,0.0220294,0.0557129,0.037771,0.0374935,0.0659983,0.0643261,0.0379527,0.061005,0.037187,0.0286553,0.0599071,0.0253863,0.0347225,0.0052099,0,0.0436849,0.0636171,0,0,0,0,0,0
1257,0,0,0,0,0,0,0.0283244,0.0313346,0,0,0,0.0325531,0,0.0356517,0,0,0,0.0234958,0,0,0.0458429,0.0478654,0.0301882,0.022298,0.019411,0.0544036,0.0316924,0.0357518,0.045402,0.0408139,0.0303814,0.0267518,0.0244624,0.0163614,0.021857,0.0223399,0.0359342,0.0130395,0.0126155,0.0367665,0,0.024467,0,0.0380315,0,0,0.0274983,0,0,0.0188095,0.0592216,0.0370773,0.0180995,0.0212235,0.055634,0.037659,0.0377479,0.0661983,0.0645852,0.0380334,0.0612442,0.0374205,0.0287378,0.0602945,0.0255562,0.034635,0.00541428,0,0.0434905,0.0639697,0,0,0,0,0,0
1258,0,0,0,0,0,0,0.0278962,0.0313531,0,0,0,0.0325567,0,0.035736,0,0,0,0.0235161,0,0,0.0456953,0.0473648,0.0305534,0.0223588,0.0196134,0.05443,0.0317749,0.0356298,0.0454277,0.0406449,0.0302729,0.0267633,0.0245137,0.0165433,0.0220644,0.0225722,0.0360077,0.0130097,0.0127003,0.0370028,0,0.0243231,0,0.0378948,0,0,0.027406,0,0,0.0190817,0.058945,0.0368014,0.0182358,0.0203909,0.0555454,0.037555,0.0379901,0.0665063,0.0649544,0.0382323,0.0615988,0.0378167,0.0291443,0.0606743,0.025681,0.0347451,0.0055285,0,0.0432381,0.064328,0,0,0,0,0,0
1259,0,0,0,0,0,0,0.0275051,0.0313419,0,0,0,0.0326663,0,0.0358357,0,0,0,0.0235661,0,0,0.0455568,0.0468493,0.0309839,0.0224177,0.0198898,0.0544697,0.0318353,0.0355126,0.0454025,0.0404654,0.0301683,0.0269872,0.0246783,0.0167311,0.0223386,0.0223501,0.0361124,0.0129724,0.0127042,0.0373005,0,0.0241579,0,0.0377436,0,0,0.0273723,0,0,0.0193455,0.0588228,0.0364637,0.0186727,0.0194902,0.0555357,0.0374096,0.0381548,0.0668995,0.0654399,0.0386042,0.0620018,0.038282,0.0298672,0.0609152,0.0257413,0.0350123,0.00560596,0,0.0429367,0.0647003,0,0,0,0,0,0
1260,0,0,0,0,0,0,0.0270535,0.0313107,0,0,0,0.0330346,0,0.0359676,0,0,0,0.0236078,0,0,0.0455219,0.0464196,0.0313165,0.0224505,0.0201126,0.0545244,0.0319017,0.0355599,0.0453924,0.0403137,0.0301166,0.0271091,0.0248739,0.0168837,0.0225996,0.0223522,0.0361042,0.0129835,0.0126924,0.0375878,0,0.0240131,0,0.0376107,0,0,0.0273347,0,0,0.0196218,0.0587623,0.0361455,0.0191923,0.0185282,0.05562,0.0372173,0.038346,0.0673102,0.0659646,0.0391761,0.0623956,0.038711,0.0304763,0.0611089,0.0257801,0.0352074,0.00570806,0,0.0425754,0.0650362,0,0,0,0,0,0
1261,0,0,0,0,0,0,0.0265726,0.0312922,0,0,0,0.0336011,0,0.0361246,0,0,0,0.0235839,0,0,0.0455728,0.0460826,0.0316583,0.0224129,0.0201963,0.05457,0.0319808,0.0357529,0.045482,0.0401907,0.0300711,0.0272264,0.0250573,0.0170718,0.0227883,0.0220906,0.0360586,0.0129708,0.0127837,0.0377671,0,0.0239198,0,0.0375499,0,0,0.0272418,0,0,0.0198349,0.0587261,0.035913,0.0196639,0.0175317,0.0557217,0.0370092,0.0385537,0.0677089,0.0664189,0.0397578,0.0626974,0.0390891,0.0308856,0.0612465,0.025843,0.0353433,0.00579357,0,0.0421986,0.065407,0,0,0,0,0,0
1262,0,0,0,0,0,0,0.0260862,0.031274,0,0,0,0.034174,0,0.0362709,0,0,0,0.0235627,0,0,0.0456141,0.0458533,0.0319275,0.0222467,0.020161,0.0545855,0.0321278,0.0359926,0.045678,0.0401494,0.0300852,0.0273492,0.0251333,0.0172862,0.0229447,0.0216268,0.0361408,0.0129518,0.012894,0.0379094,0,0.0238756,0,0.0375724,0,0,0.0271108,0,0,0.019954,0.0586571,0.0357613,0.0200661,0.0164534,0.0558042,0.0368308,0.0387477,0.0680296,0.0667814,0.0402557,0.0628932,0.0393292,0.0310917,0.0613644,0.0258951,0.0354809,0.00584488,0,0.0419264,0.0658038,0,0,0,0,0,0
1263,0,0,0,0,0,0,0.0256405,0.0312468,0,0,0,0.034709,0,0.0363567,0,0,0,0.0235822,0,0,0.0455077,0.0456849,0.0321455,0.0219521,0.0200842,0.0545972,0.032278,0.036179,0.0458789,0.0401816,0.0300903,0.0274435,0.025204,0.0174777,0.0232789,0.0210373,0.036232,0.0130358,0.0126587,0.0380808,0,0.0239143,0,0.0376205,0,0,0.0269675,0,0,0.02004,0.0585034,0.0356959,0.020398,0.0153558,0.0559188,0.0366612,0.0389618,0.0683134,0.0670683,0.0406153,0.0630113,0.0395094,0.0312,0.0615336,0.0259645,0.0355977,0.00590073,0,0.0418434,0.066153,0,0,0,0,0,0
