Timestep,BBL,BBR,BFBL,BFBR,BFTL,BFTR,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x70,x71,x72,x73,x74,x75,RASI,
320,0,0,0,0,0,0,0.0187939,0.0400843,0,0,0,0.0516388,0,0.0346718,0.0301357,0,0,0.00801062,0,0,0.0506757,0.0363851,0.0412952,0.0231764,0.0218518,0.0333023,0.0369222,0.0323989,0.0370938,0.0371932,0.0306429,0.0407312,0.0378635,0.0292736,0.0396481,0.018515,0.0540781,0.010664,0.0139042,0.0537376,0,0.027931,0.0400027,0,0,0.011371,0,0,0.0275887,0.0449283,0.0418213,0.0148581,0.0231839,0.030242,0.044909,0.0415806,0.0660868,0.0558373,0.0345145,0.0734668,0.0505116,0.0507252,0.07758,0.0337691,0.0468016,0.0137653,0.0124073,0.0524781,0.0694281,0,0,0,0,0,0,0.0413886,0
321,0,0,0,0,0,0,0.0188078,0.0401042,0,0,0,0.0513766,0,0.0348122,0.0300256,0,0,0.00807181,0,0,0.0506771,0.0364231,0.041281,0.0231238,0.0219172,0.0333858,0.0368723,0.0325741,0.0371344,0.036994,0.0304974,0.0405486,0.037759,0.029113,0.039464,0.0184621,0.0540393,0.0106542,0.0138472,0.0538842,0,0.0279208,0.0400817,0,0,0.0113382,0,0,0.027629,0.0449051,0.0418671,0.0148901,0.0231563,0.0303155,0.0449089,0.0415459,0.0661182,0.0559164,0.0345283,0.0734347,0.0504328,0.0508959,0.0777915,0.0338237,0.0467224,0.0137409,0.0124329,0.0524355,0.0694893,0,0,0,0,0,0,0.0413669,0
322,0,0,0,0,0,0,0.0184889,0.0405086,0,0,0,0.0511399,0,0.0349466,0.0298574,0,0,0.0123611,0,0,0.0497035,0.0364875,0.0412144,0.023236,0.0219973,0.0333197,0.0389186,0.0328053,0.0370588,0.0366954,0.0303398,0.0404466,0.0376266,0.028921,0.0392321,0.0183689,0.0534043,0.0173852,0.00509855,0.0540513,0,0.0278381,0.0400128,0,0,0.0120338,0,0,0.0269376,0.044902,0.0418368,0.0148729,0.0231806,0.0301432,0.0454004,0.0414884,0.0661021,0.0559294,0.0345242,0.0733722,0.0502577,0.0511713,0.0777487,0.0338662,0.0464198,0.0156867,0.00726575,0.0526913,0.0695669,0,0,0,0,0,0,0.0412658,0
323,0,0,0,0,0,0,0.0180367,0.0404256,0,0,0,0.0519945,0,0.0344167,0.0294204,0,0,0.0110655,0,0,0.0499352,0.0364991,0.0399297,0.0217945,0.0224037,0.0353182,0.0390396,0.0327656,0.0366146,0.0364533,0.0309118,0.0404215,0.0377677,0.0288063,0.0393677,0.0173731,0.0532744,0.0223162,0.00877472,0.0549782,0,0.0278264,0.0401295,0,0,0.00981422,0,0,0.0287931,0.0453236,0.0414896,0.0124684,0.02362,0.0319846,0.0445792,0.0404303,0.0652117,0.0553417,0.0343732,0.0737519,0.0504903,0.0513916,0.0777453,0.0337827,0.0468353,0.0185004,0.00439258,0.0518089,0.070177,0,0,0,0,0,0,0.0400814,0
324,0,0,0,0,0,0,0.0185809,0.040383,0,0,0,0.0505786,0,0.0352412,0.0297106,0,0,0.0125589,0,0,0.0495563,0.0365393,0.0411233,0.0229889,0.0222216,0.0335862,0.0388304,0.0330104,0.0368046,0.0363295,0.0301895,0.0399882,0.0374038,0.0287417,0.0389422,0.0181273,0.0534289,0.017419,0.00512077,0.0541163,0,0.0277368,0.0401756,0,0,0.0119557,0,0,0.0266858,0.0448285,0.0417856,0.0148318,0.0232129,0.0303049,0.0454594,0.0412903,0.0660915,0.0559722,0.0344688,0.0734745,0.0506545,0.0511495,0.077444,0.0338205,0.0463148,0.0153371,0.00729478,0.0523277,0.0696454,0,0,0,0,0,0,0.0412367,0
325,0,0,0,0,0,0,0.0189292,0.0399574,0,0,0,0.050279,0,0.0354849,0.0297733,0,0,0.00832577,0,0,0.0504281,0.0364976,0.0411143,0.022631,0.0223476,0.0338308,0.0365637,0.0331302,0.0368053,0.0362864,0.030117,0.0398256,0.0371129,0.0286583,0.0387882,0.0180226,0.0540755,0.0106021,0.0139816,0.0540861,0,0.027711,0.0404063,0,0,0.0113296,0,0,0.0272107,0.0448534,0.0417958,0.0148604,0.0232263,0.0307308,0.0450576,0.0412543,0.0661171,0.0560365,0.0344901,0.0735321,0.0507469,0.0511876,0.0774935,0.0338064,0.0465209,0.0136176,0.0118909,0.0518451,0.069693,0,0,0,0,0,0,0.0412285,0
326,0,0,0,0,0,0,0.0189303,0.0399995,0,0,0,0.0500601,0,0.0358066,0.029759,0,0,0.00836982,0,0,0.050423,0.0365613,0.041092,0.0224945,0.0225162,0.0339119,0.036383,0.033414,0.0368144,0.0360951,0.0300218,0.0396049,0.036887,0.0284597,0.0385077,0.0179705,0.0540631,0.0105424,0.0139657,0.0542177,0,0.0277266,0.040455,0,0,0.0112707,0,0,0.0273001,0.0449609,0.0417719,0.0148657,0.0232344,0.0308562,0.0450845,0.0412716,0.0661496,0.0560623,0.034452,0.0735377,0.050521,0.0513726,0.0775053,0.0338455,0.0464562,0.0136088,0.0119303,0.051818,0.0697756,0,0,0,0,0,0,0.0412154,0
327,0,0,0,0,0,0,0.0190429,0.039949,0,0,0,0.0496789,0,0.0361684,0.0296752,0,0,0.00846422,0,0,0.0503642,0.0366416,0.0409899,0.0222851,0.0226532,0.0340822,0.0362804,0.0335353,0.0367347,0.0358859,0.0300204,0.0394744,0.0367669,0.0283561,0.0384356,0.0179104,0.0540835,0.0105555,0.0139262,0.0542212,0,0.02768,0.0405092,0,0,0.0112659,0,0,0.0272179,0.0451032,0.0416631,0.0147313,0.0232374,0.0310156,0.0451317,0.0411645,0.0660997,0.0560815,0.0343023,0.073623,0.050444,0.051542,0.077532,0.0337427,0.0463669,0.0136055,0.0120364,0.0517368,0.0699286,0,0,0,0,0,0,0.0412174,0
328,0,0,0,0,0,0,0.0190277,0.0399477,0,0,0,0.0494598,0,0.0362816,0.0296515,0,0,0.00860007,0,0,0.0502624,0.0366542,0.0410546,0.0220797,0.0227876,0.0341687,0.0361486,0.0335946,0.0367448,0.0357369,0.0299256,0.0392845,0.036636,0.0281145,0.0382533,0.0178209,0.0540588,0.0105442,0.0138884,0.0542451,0,0.0276188,0.0406322,0,0,0.0112947,0,0,0.0271756,0.0452791,0.0415988,0.0146641,0.0232678,0.031249,0.0451572,0.0411518,0.0660683,0.0561238,0.0342833,0.073698,0.0504483,0.0515439,0.0774494,0.0337141,0.046353,0.0135851,0.0119449,0.0517117,0.0700252,0,0,0,0,0,0,0.0412179,0
329,0,0,0,0,0,0,0.0191267,0.0397993,0,0,0,0.0490652,0,0.0365144,0.0296214,0,0,0.00882637,0,0,0.050143,0.0366644,0.0409972,0.0217221,0.0229562,0.0343632,0.0360808,0.0335891,0.0366605,0.0356947,0.0299352,0.0392424,0.0365646,0.0281293,0.0382552,0.0176172,0.054034,0.0106241,0.0139614,0.0540533,0,0.0274987,0.0407988,0,0,0.0114304,0,0,0.027048,0.0454337,0.0413848,0.0144431,0.0233691,0.0316232,0.0452141,0.0410478,0.0659727,0.05614,0.0343761,0.0739063,0.0506562,0.05167,0.0775288,0.0334935,0.0462676,0.013537,0.0119146,0.0514634,0.0702701,0,0,0,0,0,0,0.0411967,0
330,0,0,0,0,0,0,0.018912,0.0400628,0,0,0,0.049088,0,0.0366348,0.0295531,0,0,0.00977142,0,0,0.0500346,0.0370282,0.041059,0.0218812,0.0232689,0.0343725,0.0363889,0.0340495,0.0369047,0.0353814,0.0297101,0.039008,0.0363377,0.027838,0.0378959,0.0177639,0.0539101,0.0116171,0.0114273,0.0543538,0,0.0276903,0.0406828,0,0,0.0113306,0,0,0.0270119,0.0453719,0.041547,0.0145216,0.0231495,0.0315535,0.0452616,0.041255,0.0661903,0.0561848,0.034325,0.0735828,0.0504635,0.0513474,0.0773767,0.0335488,0.0460999,0.0137276,0.0113017,0.0515353,0.0702785,0,0,0,0,0,0,0.0412647,0
331,0,0,0,0,0,0,0.0188072,0.0399273,0,0,0,0.0489611,0,0.036979,0.0298765,0,0,0.00902907,0,0,0.050103,0.0369293,0.0411894,0.0215166,0.023306,0.0345506,0.035616,0.0339294,0.0369121,0.0353275,0.0295701,0.0388004,0.0361657,0.0276958,0.0377199,0.0172024,0.0538434,0.0105832,0.0138693,0.0541315,0,0.0274307,0.041043,0,0,0.0113272,0,0,0.0274898,0.0459397,0.0415737,0.0140696,0.0234819,0.0321602,0.0452259,0.0411349,0.0658682,0.0561812,0.0346639,0.0735835,0.0506357,0.0512529,0.0772268,0.033801,0.0463205,0.0133307,0.0113395,0.0513119,0.0703708,0,0,0,0,0,0,0.0409091,0
332,0,0,0,0,0,0,0.0189759,0.039881,0,0,0,0.048705,0,0.0368783,0.0295889,0,0,0.00958113,0,0,0.0499762,0.0374446,0.0409796,0.0215828,0.0235858,0.034658,0.0360317,0.0344479,0.0369046,0.0351316,0.029611,0.038739,0.0359717,0.0275873,0.0376493,0.0175761,0.053891,0.0112304,0.0123644,0.0541844,0,0.0275638,0.0408136,0,0,0.0112327,0,0,0.0271008,0.0456961,0.0412536,0.0142119,0.0231445,0.0319827,0.0452529,0.0413271,0.066151,0.0561224,0.0344837,0.0735061,0.0503863,0.0511042,0.0772868,0.0332919,0.0460231,0.0134156,0.0117306,0.0512554,0.0703777,0,0,0,0,0,0,0.0410278,0
333,0,0,0,0,0,0,0.0178866,0.0406456,0,0,0,0.0493122,0,0.0369376,0.0299263,0,0,0.00881292,0,0,0.050539,0.037328,0.0409465,0.0205659,0.0236765,0.0357902,0.035387,0.0339603,0.0364505,0.0354646,0.0302336,0.0386994,0.0359194,0.0273048,0.0376662,0.0169667,0.0539435,0.0105375,0.0121759,0.0543941,0,0.0284256,0.0406398,0,0,0.0102197,0,0,0.0284968,0.0464003,0.0435387,0.0117095,0.0232086,0.0334812,0.0448688,0.0396751,0.0649996,0.0562577,0.034448,0.0733468,0.0504152,0.0505818,0.0771043,0.0351022,0.0462645,0.0135641,0.0109413,0.0514037,0.0708803,0,0,0,0,0,0,0.041001,0
334,0,0,0,0,0,0,0.0179458,0.0406649,0,0,0,0.0492622,0,0.0370166,0.0297524,0,0,0.00825198,0,0,0.0507539,0.0375311,0.0407831,0.0204494,0.0238719,0.0359172,0.0350564,0.0341175,0.036371,0.0353433,0.0303122,0.0386497,0.0358199,0.0271681,0.0375825,0.0170338,0.0541777,0.0101201,0.0129525,0.0543123,0,0.0285394,0.0405203,0,0,0.0101039,0,0,0.0284304,0.0463187,0.0435317,0.0116219,0.0229883,0.0335333,0.0448998,0.039783,0.0650867,0.0563219,0.0344569,0.0731321,0.0504991,0.0503069,0.0770805,0.0349697,0.0460853,0.0138015,0.0108079,0.051435,0.0709987,0,0,0,0,0,0,0.0410996,0
335,0,0,0,0,0,0,0.0179977,0.0406278,0,0,0,0.0491609,0,0.0370889,0.0297367,0,0,0.00837967,0,0,0.0508197,0.0376234,0.0406813,0.0203111,0.0240131,0.0360593,0.0349675,0.0341702,0.0363306,0.0352023,0.0302963,0.0385577,0.035743,0.027076,0.0374411,0.0168728,0.0541653,0.0102335,0.0129291,0.0541797,0,0.0284594,0.0405331,0,0,0.0101076,0,0,0.0282786,0.0464088,0.043326,0.0114873,0.0229458,0.033689,0.0449175,0.0399109,0.0650802,0.0563369,0.0345835,0.072993,0.0504152,0.0503668,0.0769371,0.0347168,0.0460146,0.0138683,0.010706,0.0514888,0.0711009,0,0,0,0,0,0,0.0410375,0
336,0,0,0,0,0,0,0.0180357,0.0405986,0,0,0,0.0490307,0,0.0371549,0.0297658,0,0,0.00852744,0,0,0.0509276,0.0377202,0.0405928,0.0201917,0.0241819,0.0362342,0.0349078,0.0342631,0.0363397,0.0350403,0.0302479,0.0384371,0.0356384,0.0269358,0.0372673,0.0167598,0.0541175,0.0103434,0.012873,0.0540142,0,0.0283642,0.0406254,0,0,0.0100834,0,0,0.0280695,0.0464981,0.0431251,0.0113356,0.022848,0.0338235,0.0448714,0.0400245,0.0651022,0.0563317,0.0347147,0.0728426,0.0502136,0.0504605,0.0767383,0.0344829,0.0459247,0.0138316,0.0105564,0.0515836,0.0712034,0,0,0,0,0,0,0.0409631,0
337,0,0,0,0,0,0,0.0180694,0.0405622,0,0,0,0.0488534,0,0.0372767,0.0297524,0,0,0.00860144,0,0,0.0509819,0.0376791,0.0405025,0.02002,0.0243473,0.0364371,0.0348659,0.034367,0.036322,0.0349587,0.0302216,0.0383414,0.0354889,0.026882,0.0371346,0.0167067,0.054081,0.0104661,0.0127958,0.0537651,0,0.028271,0.0406722,0,0,0.0100637,0,0,0.0278252,0.0465879,0.0429008,0.0111586,0.0227124,0.0339846,0.0448116,0.0401539,0.0651455,0.0563589,0.0347872,0.0726758,0.0500248,0.0505183,0.0766551,0.0342247,0.0458235,0.0138173,0.0103827,0.0515896,0.0712504,0,0,0,0,0,0,0.0408961,0
338,0,0,0,0,0,0,0.0180907,0.0405929,0,0,0,0.0486624,0,0.0374261,0.0295305,0,0,0.00863619,0,0,0.0509598,0.0374493,0.0404705,0.019785,0.0244461,0.0366391,0.0348304,0.0344018,0.0362421,0.034939,0.0302237,0.0382777,0.035363,0.0268073,0.0369506,0.0167048,0.0540681,0.0105206,0.0127635,0.0535378,0,0.0281955,0.0406535,0,0,0.0100472,0,0,0.0277625,0.0466403,0.0426563,0.0110024,0.022604,0.0341533,0.0448033,0.0403401,0.0651798,0.0563931,0.0348815,0.0725272,0.0497598,0.0502553,0.0767483,0.0339643,0.0457224,0.0138154,0.0103076,0.0515654,0.0712559,0,0,0,0,0,0,0.040846,0
339,0,0,0,0,0,0,0.0181682,0.0405642,0,0,0,0.0484672,0,0.0375554,0.0291673,0,0,0.00869718,0,0,0.0509305,0.0373444,0.0404305,0.0195068,0.0245684,0.0368156,0.0348401,0.0343487,0.0361983,0.0349184,0.030269,0.0382504,0.0352657,0.0267656,0.0367789,0.0166234,0.0540353,0.0105422,0.0128825,0.0533032,0,0.0280887,0.0406159,0,0,0.0100883,0,0,0.0277156,0.0467288,0.0423198,0.0108209,0.0225556,0.0343484,0.044801,0.0405216,0.0651921,0.0564303,0.035056,0.0724427,0.0493766,0.0500606,0.077116,0.0336184,0.0456426,0.0137957,0.0102848,0.0515611,0.0713283,0,0,0,0,0,0,0.0407772,0
340,0,0,0,0,0,0,0.0182251,0.0405267,0,0,0,0.0482563,0,0.037633,0.0292897,0,0,0.00876975,0,0,0.0508894,0.0373683,0.0403327,0.0192892,0.0246753,0.0369266,0.0348458,0.0343797,0.0363046,0.0347867,0.030245,0.0382229,0.0351513,0.0266654,0.036584,0.0165291,0.0539882,0.0105789,0.013074,0.0529699,0,0.0280044,0.040609,0,0,0.0101366,0,0,0.0276405,0.0468697,0.0419738,0.0106761,0.0224586,0.0344545,0.0447213,0.0407361,0.0652837,0.056451,0.0353868,0.0721285,0.0491667,0.0499887,0.0770809,0.0332692,0.0455856,0.0138198,0.0101221,0.0514659,0.0714957,0,0,0,0,0,0,0.0406905,0
341,0,0,0,0,0,0,0.0183105,0.0404322,0,0,0,0.0479657,0,0.0377504,0.0293311,0,0,0.00886461,0,0,0.0508367,0.0373986,0.0401464,0.0190287,0.0248488,0.0370765,0.034914,0.0344521,0.0363125,0.034673,0.0302346,0.0382031,0.0349523,0.0265504,0.0364229,0.0164321,0.0539142,0.0106198,0.013336,0.0525261,0,0.0278701,0.0406425,0,0,0.0102121,0,0,0.027495,0.0471092,0.0416035,0.01051,0.0223372,0.0345914,0.0445844,0.040999,0.0653717,0.0564836,0.0357667,0.0716941,0.0491608,0.050067,0.0767702,0.0328356,0.0455143,0.0138814,0.0100275,0.0513799,0.0716557,0,0,0,0,0,0,0.0406049,0
342,0,0,0,0,0,0,0.0184129,0.0403058,0,0,0,0.0476408,0,0.0379144,0.0298482,0,0,0.00893009,0,0,0.0507826,0.0374448,0.0398997,0.0188274,0.0251157,0.0372208,0.0350409,0.0346052,0.0362132,0.0344756,0.0301939,0.0381354,0.0347642,0.0263749,0.0362253,0.0163088,0.0538883,0.0107591,0.0135383,0.0520144,0,0.0276295,0.0406414,0,0,0.0103098,0,0,0.0273843,0.0473889,0.041171,0.0103457,0.0221699,0.034735,0.0444183,0.0413476,0.0654665,0.0565513,0.0360901,0.0713202,0.0489351,0.0498952,0.0766766,0.0323635,0.0454387,0.0139988,0.00994634,0.0513439,0.0718269,0,0,0,0,0,0,0.0404723,0
343,0,0,0,0,0,0,0.018904,0.0398228,0,0,0,0.0469294,0,0.0384576,0.0301471,0,0,0.00939591,0,0,0.0505557,0.0372689,0.0397893,0.0186881,0.025335,0.0370542,0.0353795,0.0346534,0.0362017,0.0342633,0.0299053,0.0380116,0.0345879,0.0262101,0.0359441,0.0162602,0.0537508,0.0109576,0.0140046,0.0511488,0,0.0270367,0.0408264,0,0,0.0105652,0,0,0.0273599,0.0477348,0.0398351,0.0108485,0.0222149,0.0347137,0.0443139,0.0422009,0.065788,0.0566043,0.0366043,0.0709226,0.0486439,0.049712,0.0764307,0.0313922,0.0454584,0.0135201,0.0117335,0.0510592,0.0719811,0,0,0,0,0,0,0.0401174,0
344,0,0,0,0,0,0,0.0180079,0.0404851,0,0,0,0.0472442,0,0.0384444,0.0306724,0,0,0.0091338,0,0,0.0506737,0.0372475,0.0391176,0.0177159,0.0256861,0.038274,0.0348846,0.0344653,0.0358758,0.0343208,0.0303376,0.0380038,0.0344907,0.0259596,0.0357973,0.0150999,0.0535206,0.011401,0.0143025,0.0507792,0,0.0273581,0.0405999,0,0,0.0103408,0,0,0.027492,0.0486538,0.0408997,0.00868945,0.0221614,0.0362404,0.043698,0.0411495,0.0648396,0.0565586,0.0366954,0.0703917,0.0481299,0.0492369,0.0759762,0.0323507,0.0458015,0.0140532,0.01144,0.0510813,0.0725225,0,0,0,0,0,0,0.039999,0
345,0,0,0,0,0,0,0.018938,0.0399308,0,0,0,0.0464303,0,0.0385465,0.0304218,0,0,0.00926492,0,0,0.0508266,0.037472,0.0388023,0.0178194,0.0263964,0.037874,0.0356057,0.0352029,0.0361512,0.0338285,0.0298823,0.0379362,0.034177,0.0257143,0.035189,0.0159528,0.0536745,0.0113036,0.0138619,0.05005,0,0.0272552,0.0404108,0,0,0.0106888,0,0,0.0270004,0.0483501,0.0393707,0.00975919,0.02172,0.0356725,0.0439865,0.0425644,0.0659529,0.0567559,0.0369869,0.0697796,0.047349,0.0492397,0.0759038,0.0306138,0.0451571,0.0145388,0.00976702,0.0508406,0.0725829,0,0,0,0,0,0,0.0399154,0
346,0,0,0,0,0,0,0.0191305,0.0397569,0,0,0,0.0462381,0,0.0386294,0.0305351,0,0,0.00942377,0,0,0.0507805,0.0373212,0.0384269,0.0172974,0.0267273,0.0381776,0.0357937,0.0352957,0.0362216,0.0336646,0.0297953,0.0379064,0.0339803,0.0254364,0.0348672,0.0158173,0.0535338,0.0115351,0.013963,0.0492723,0,0.0270902,0.0403729,0,0,0.0108533,0,0,0.0267934,0.0486414,0.038696,0.00956461,0.0216495,0.0361232,0.0438238,0.0431179,0.0662049,0.056884,0.0374368,0.0692176,0.0468869,0.0490836,0.0758122,0.030004,0.0450985,0.0147255,0.00968258,0.0507515,0.0728919,0,0,0,0,0,0,0.0397589,0
347,0,0,0,0,0,0,0.0193191,0.0395849,0,0,0,0.0463197,0,0.038449,0.0306532,0,0,0.00949251,0,0,0.0508677,0.0373342,0.0379963,0.0170289,0.0265688,0.0384706,0.0359759,0.0350363,0.0363798,0.0337869,0.0298719,0.0379075,0.033909,0.0252768,0.0348398,0.0155683,0.0534074,0.0116255,0.0139593,0.0484321,0,0.0269276,0.040241,0,0,0.0110451,0,0,0.0265285,0.0488412,0.0379973,0.0093357,0.0215546,0.0365256,0.0436486,0.0437237,0.0665265,0.0570166,0.0378414,0.06865,0.0464026,0.0486973,0.0757764,0.0293842,0.0450021,0.0148397,0.00970456,0.0506409,0.0731986,0,0,0,0,0,0,0.0395568,0
348,0,0,0,0,0,0,0.019509,0.0394406,0,0,0,0.0463742,0,0.0382389,0.0307758,0,0,0.00954293,0,0,0.0508928,0.0374552,0.0375026,0.0167409,0.0263168,0.0388045,0.0362015,0.0347102,0.0366685,0.0339593,0.0299013,0.0378697,0.0338656,0.0251568,0.0347921,0.0152557,0.0533103,0.0117141,0.0139533,0.0474594,0,0.0267987,0.0401083,0,0,0.0112367,0,0,0.0262847,0.0490282,0.0372181,0.00909167,0.0215569,0.0369839,0.0434725,0.0443762,0.0668933,0.0571751,0.0382449,0.0681325,0.0459307,0.0482473,0.0753778,0.0287517,0.0449182,0.0148412,0.0098142,0.0503893,0.0734842,0,0,0,0,0,0,0.0393227,0
349,0,0,0,0,0,0,0.0197424,0.039276,0,0,0,0.0457758,0,0.0384217,0.0310243,0,0,0.0093464,0,0,0.0508905,0.0374369,0.0375929,0.0163834,0.0262905,0.0391375,0.0363343,0.0347552,0.0368294,0.0340662,0.0296085,0.0375046,0.0335899,0.0248938,0.0343796,0.0152619,0.0532376,0.0116019,0.0144276,0.0465122,0,0.0267037,0.0399794,0,0,0.0110753,0,0,0.0262616,0.0493065,0.0364441,0.008821,0.0217473,0.0374997,0.0432306,0.0450268,0.0672106,0.057429,0.0387421,0.0673982,0.0454177,0.0479562,0.0749524,0.0281561,0.0448889,0.0144103,0.0118168,0.05,0.0738602,0,0,0,0,0,0,0.0391645,0
350,0,0,0,0,0,0,0.0199715,0.0390977,0,0,0,0.0456804,0,0.0382419,0.0311191,0,0,0.00936411,0,0,0.0509232,0.0376524,0.0371106,0.0159627,0.0260729,0.0395356,0.0364923,0.034625,0.0370494,0.0342498,0.0295835,0.0370616,0.03355,0.0248096,0.0342584,0.0149728,0.0532109,0.0117384,0.0145424,0.0455034,0,0.0265956,0.0398493,0,0,0.0113387,0,0,0.0260054,0.0494482,0.0354798,0.00860219,0.0221532,0.0380292,0.0430952,0.0457009,0.0676328,0.0577305,0.0392453,0.0667297,0.0447568,0.0475831,0.074762,0.0275222,0.0447734,0.0146475,0.0118224,0.049685,0.0742437,0,0,0,0,0,0,0.0390377,0
351,0,0,0,0,0,0,0.0203216,0.0387499,0,0,0,0.0469483,0,0.0391031,0.0312915,0,0,0.00943803,0,0,0.050902,0.0379248,0.037188,0.0155698,0.025768,0.040239,0.0365991,0.0344266,0.0377855,0.0343932,0.0290863,0.0360805,0.0333219,0.0237448,0.0331427,0.0132089,0.0531217,0.0120264,0.0146801,0.0472144,0,0.0271938,0.0397381,0,0,0.0118313,0,0,0.0256234,0.0495231,0.0360781,0.00818181,0.0228791,0.0389295,0.0428284,0.0468909,0.0686703,0.0584319,0.040089,0.0648597,0.0426003,0.0456615,0.0734801,0.0277842,0.0446925,0.0150315,0.0119754,0.0492037,0.0746219,0,0,0,0,0,0,0.0390228,0
352,0,0,0,0,0,0,0.0204183,0.0387081,0,0,0,0.0466129,0,0.0388584,0.0313661,0,0,0.00950954,0,0,0.0510427,0.0381163,0.0368446,0.0151867,0.0254768,0.0403318,0.0367364,0.0343979,0.0383053,0.0346182,0.0289121,0.035883,0.0332506,0.0235528,0.0329198,0.0132684,0.0528879,0.0120578,0.0146978,0.0448587,0,0.0273839,0.0397141,0,0,0.0118684,0,0,0.0256063,0.0495112,0.0343012,0.00834843,0.0221388,0.0393658,0.0428013,0.0467488,0.0688607,0.0585729,0.0401536,0.0653027,0.0429469,0.0465141,0.0744473,0.0256522,0.044485,0.0150971,0.011974,0.0489943,0.0748363,0,0,0,0,0,0,0.0390807,0
353,0,0,0,0,0,0,0.020465,0.0386723,0,0,0,0.0461742,0,0.0386183,0.0313966,0,0,0.00960895,0,0,0.0511934,0.0382659,0.0365469,0.0147759,0.0251924,0.0404474,0.0368288,0.0342177,0.0388134,0.034857,0.0286353,0.0357229,0.0331853,0.0233053,0.032646,0.013436,0.0527316,0.0121551,0.014688,0.0446553,0,0.0270667,0.0397394,0,0,0.0118845,0,0,0.0255321,0.0494702,0.0340808,0.00857313,0.0210749,0.0397419,0.0428358,0.0466228,0.0691552,0.0587448,0.0401267,0.0652978,0.0429618,0.0463775,0.0743493,0.0255697,0.0442881,0.0150826,0.0119788,0.0487942,0.0750207,0,0,0,0,0,0,0.0389642,0
354,0,0,0,0,0,0,0.0205232,0.0386009,0,0,0,0.0456175,0,0.0383568,0.0315038,0,0,0.00968492,0,0,0.0513597,0.0383561,0.036342,0.0143823,0.0248898,0.0405704,0.0368747,0.0341384,0.0394183,0.035068,0.0282702,0.0355534,0.0331034,0.0230165,0.032373,0.0137837,0.0526613,0.0121686,0.0147154,0.0445952,0,0.0266072,0.0397614,0,0,0.0118855,0,0,0.0254517,0.049478,0.033797,0.00884465,0.0198834,0.0401136,0.0429289,0.0464581,0.0695828,0.0589368,0.0400158,0.0653642,0.0430001,0.0464727,0.0743305,0.0254766,0.0440864,0.0150647,0.0119684,0.0486531,0.0752023,0,0,0,0,0,0,0.0388028,0
355,0,0,0,0,0,0,0.0205712,0.0385406,0,0,0,0.0449576,0,0.0382067,0.0317946,0,0,0.00966688,0,0,0.0515319,0.0383351,0.0362282,0.0140118,0.024648,0.0406682,0.03687,0.034211,0.0400441,0.0352259,0.0278128,0.0352457,0.0330455,0.0228079,0.0320739,0.0143341,0.0525105,0.0121781,0.0147942,0.0444911,0,0.0260678,0.0397821,0,0,0.0118939,0,0,0.0253792,0.0495601,0.0336054,0.00913711,0.0186031,0.0405723,0.0430737,0.0463271,0.0700906,0.0592293,0.0398847,0.065607,0.043078,0.0467312,0.0745293,0.0255102,0.0438247,0.0150191,0.0119415,0.0485302,0.0753799,0,0,0,0,0,0,0.0387089,0
356,0,0,0,0,0,0,0.0206128,0.0385033,0,0,0,0.0441545,0,0.0381273,0.0321168,0,0,0.00960837,0,0,0.051695,0.038243,0.0362587,0.0136554,0.0244967,0.0407801,0.0368403,0.0342093,0.0407753,0.0353449,0.0273712,0.0350215,0.0329672,0.0226385,0.0317442,0.0150857,0.0522877,0.0122227,0.0148521,0.0442443,0,0.0255106,0.0398268,0,0,0.0119509,0,0,0.0252952,0.0496857,0.0335315,0.00942814,0.0171944,0.0410903,0.0432271,0.0464205,0.0706941,0.0595742,0.0397331,0.0659051,0.0432177,0.0467585,0.0749688,0.0257296,0.0435338,0.014911,0.0118716,0.0483784,0.0755211,0,0,0,0,0,0,0.0386647,0
357,0,0,0,0,0,0,0.0206796,0.0384876,0,0,0,0.043384,0,0.0379684,0.0324668,0,0,0.0096079,0,0,0.0518211,0.0381299,0.0363532,0.0133978,0.0243704,0.0409252,0.0368554,0.0341799,0.041365,0.0355363,0.026978,0.0348596,0.0327931,0.0224693,0.0314371,0.0158868,0.0520277,0.012277,0.0148082,0.0438754,0,0.0251023,0.0398618,0,0,0.0120687,0,0,0.0252206,0.0498459,0.0334836,0.00966075,0.0157253,0.0415372,0.0433976,0.0467591,0.0713279,0.0599458,0.0395138,0.0660322,0.0433577,0.0468918,0.0751805,0.026177,0.0432764,0.0148413,0.0118295,0.0482179,0.075738,0,0,0,0,0,0,0.0386549,0
