Timestep,BBL,BBR,BFBL,BFBR,BFTL,BFTR,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x70,x71,x72,x73,x74,x75,RASI,
1588,0,0,0,0,0,0,0.0170092,0.0393466,0,0,0,0.060973,0,0.030366,0.034502,0,0,0.00375135,0,0,0.0442611,0.0371017,0.0437273,0.0305045,0.0258852,0.0263642,0.0370632,0.0261591,0.0387128,0.0429491,0.0346265,0.0490901,0.0459127,0.0362216,0.0478344,0.0247402,0.0567793,0,0.0201028,0.0570939,0,0.0270255,0.036443,0,0,0.0096305,0,0,0.0284851,0.0451029,0.0427277,0.0243458,0,0.0213832,0.045817,0.0381535,0.0635666,0.0554083,0.034021,0.0798741,0.0573594,0.050948,0.0755501,0.034784,0.0475476,0.0180879,0.00970221,0.054495,0.0640265,0,0,0,0,0,0,0.0442513,0
1589,0,0,0,0,0,0,0.017226,0.0390488,0,0,0,0.0607187,0,0.0307005,0.0350304,0,0,0.00428289,0,0,0.0435395,0.0370598,0.0436335,0.0307102,0.0260759,0.0265839,0.0361045,0.0258169,0.0386233,0.0433733,0.035226,0.0491874,0.0460697,0.0361328,0.0479954,0.0243144,0.0573934,0,0.0201056,0.056067,0,0.0268209,0.0369885,0,0,0.00953119,0,0,0.0285927,0.0454453,0.0420683,0.0236561,0,0.0210268,0.0455473,0.0389888,0.0633327,0.0549201,0.0343211,0.0793899,0.0570177,0.0507522,0.0754493,0.0340698,0.0480877,0.017903,0.00971194,0.0541459,0.0646976,0,0,0,0,0,0,0.0439228,0
1590,0,0,0,0,0,0,0.0174491,0.038711,0,0,0,0.0601687,0,0.0312963,0.0353,0,0,0.0048187,0,0,0.0430428,0.0369627,0.0434624,0.0307515,0.0259318,0.0268272,0.0352046,0.0257839,0.0383934,0.043364,0.0355437,0.0489621,0.0458497,0.0357368,0.0477674,0.0238306,0.0578878,0,0.0200699,0.0551313,0,0.0268113,0.0374624,0,0,0.00937636,0,0,0.028793,0.045407,0.0416796,0.0229605,0,0.0209985,0.0451925,0.0395932,0.0634682,0.0545587,0.0345254,0.0790995,0.0565784,0.0507528,0.0755459,0.0350954,0.0484465,0.0178826,0.0098216,0.053708,0.0655314,0,0,0,0,0,0,0.0435881,0
1591,0,0,0,0,0,0,0.0176976,0.0382909,0,0,0,0.0594899,0,0.0317798,0.0353223,0,0,0.00518879,0,0,0.0427761,0.0368168,0.0432824,0.0307586,0.0256007,0.0269572,0.0344202,0.0259795,0.0381407,0.043077,0.0355735,0.0485109,0.0453519,0.0352185,0.047333,0.0232479,0.0581231,0,0.0201015,0.0545323,0,0.0268452,0.0379022,0,0,0.00931372,0,0,0.0290351,0.0452512,0.0415112,0.0223204,0,0.0213179,0.0447859,0.0399333,0.0636604,0.0543831,0.0345177,0.0788952,0.0562869,0.0506964,0.0757934,0.0353517,0.0486958,0.0180132,0.00989054,0.0531349,0.0664565,0,0,0,0,0,0,0.0432385,0
1592,0,0,0,0,0,0,0.0179529,0.0377653,0,0,0,0.0587948,0,0.0320634,0.0350595,0,0,0.00525478,0,0,0.0427166,0.0367306,0.0431255,0.0306742,0.0251374,0.027,0.0337031,0.0264565,0.0381072,0.0426174,0.0353381,0.0479303,0.0448216,0.0346964,0.0468494,0.0227303,0.0581026,0,0.0201561,0.0542222,0,0.0268146,0.0382896,0,0,0.00927919,0,0,0.0290949,0.0451936,0.0414433,0.0218355,0,0.0218428,0.0443775,0.0397124,0.0638664,0.0542947,0.0343657,0.0785178,0.0560725,0.0506387,0.0754757,0.0344567,0.0487789,0.0179856,0.00993941,0.0523919,0.0672633,0,0,0,0,0,0,0.0429144,0
1593,0,0,0,0,0,0,0.0181302,0.0372579,0,0,0,0.0581402,0,0.0322263,0.0344665,0,0,0.0053571,0,0,0.0429028,0.0367405,0.0430566,0.0302957,0.024574,0.0269952,0.0323766,0.027092,0.0382942,0.0419548,0.0348437,0.0473721,0.0443921,0.0342377,0.0464078,0.0223953,0.0582558,0,0.0205195,0.0540988,0,0.0267435,0.0386298,0,0,0.00930059,0,0,0.0288644,0.045211,0.0414591,0.0213634,0,0.0224548,0.0440824,0.0399155,0.0640244,0.0543364,0.0343526,0.0781519,0.0558786,0.0503986,0.0751093,0.0331662,0.0486234,0.0177836,0.00965581,0.0515022,0.0677565,0,0,0,0,0,0,0.0425626,0
1594,0,0,0,0,0,0,0.0183168,0.036833,0,0,0,0.0575739,0,0.0323616,0.0336918,0,0,0.00469226,0,0,0.0429973,0.0367796,0.0429753,0.0299569,0.0241079,0.0270498,0.0319937,0.0276374,0.0384816,0.0413856,0.0342915,0.0469753,0.0440706,0.0339728,0.0460647,0.0221203,0.0577251,0,0.0203128,0.0537402,0,0.0265743,0.0389183,0,0,0.00929183,0,0,0.0287504,0.0452238,0.0413739,0.0208596,0,0.0231149,0.044006,0.0401666,0.0642266,0.0543811,0.034272,0.0779445,0.0557402,0.0502512,0.0750855,0.0335898,0.0483262,0.0174331,0.00958106,0.050555,0.0680864,0,0,0,0,0,0,0.0421511,0
1595,0,0,0,0,0,0,0.0185215,0.0366166,0,0,0,0.0572089,0,0.0324382,0.0328572,0,0,0.00410259,0,0,0.0432062,0.0366778,0.0429545,0.0295377,0.0237017,0.0271736,0.0317659,0.0281367,0.0386879,0.0409026,0.0336432,0.0465827,0.0436834,0.0338063,0.0456562,0.022125,0.0570797,0,0.019982,0.0535511,0,0.0264741,0.0391151,0,0,0.00922895,0,0,0.0286709,0.0450972,0.0414061,0.0205042,0,0.0236494,0.0440457,0.0403089,0.0645702,0.0545734,0.0339782,0.0777879,0.0555344,0.050087,0.0750366,0.0341911,0.0478838,0.017029,0.00957271,0.0497886,0.0683878,0,0,0,0,0,0,0.0418993,0
1596,0,0,0,0,0,0,0.0188189,0.0364434,0,0,0,0.0568229,0,0.0324371,0.0321632,0,0,0.00389979,0,0,0.0434122,0.0364096,0.0428467,0.0289435,0.0234439,0.0274661,0.0317936,0.0284182,0.0388083,0.0405628,0.0330937,0.0463136,0.0434207,0.0338172,0.0453149,0.0221788,0.0563334,0,0.0196998,0.0534363,0,0.0263501,0.0392578,0,0,0.00921522,0,0,0.0282413,0.0448685,0.0413883,0.0201487,0,0.0242103,0.0442174,0.0401284,0.0648978,0.0548448,0.0334921,0.0779012,0.055476,0.0500226,0.0750441,0.0343956,0.0472996,0.0165651,0.00961407,0.0491022,0.0685346,0,0,0,0,0,0,0.0417832,0
1597,0,0,0,0,0,0,0.0190353,0.0363903,0,0,0,0.0567557,0,0.0323129,0.0314816,0,0,0.00416424,0,0,0.0435946,0.0361111,0.042765,0.0286089,0.0230947,0.0279411,0.0318991,0.0284852,0.0388564,0.0404261,0.0325867,0.0460216,0.043197,0.0337453,0.0449919,0.0222923,0.0556383,0,0.0193407,0.0536011,0,0.0262329,0.0393031,0,0,0.00913888,0,0,0.0278596,0.0446357,0.0414579,0.0200425,0,0.0247902,0.0444399,0.03989,0.0652175,0.0550969,0.0329586,0.0778992,0.0554529,0.0500482,0.0750904,0.0345283,0.0467316,0.016095,0.00978074,0.0486085,0.0683797,0,0,0,0,0,0,0.041796,0
1598,0,0,0,0,0,0,0.0192383,0.036416,0,0,0,0.0567798,0,0.0321739,0.0308907,0,0,0.00474911,0,0,0.0437508,0.0359,0.0426349,0.0285097,0.0227595,0.0285545,0.0320827,0.0285012,0.0387987,0.0403725,0.0320646,0.0457531,0.0430329,0.0336969,0.0447244,0.0224222,0.0549931,0,0.0190167,0.0538325,0,0.0261359,0.0393401,0,0,0.00912027,0,0,0.0276202,0.0445273,0.0415723,0.0200527,0,0.0251996,0.0447057,0.0396482,0.0654762,0.0553258,0.0324791,0.0777961,0.0554574,0.05016,0.0751524,0.0347797,0.0462179,0.0155136,0.0101045,0.0483281,0.0679014,0,0,0,0,0,0,0.0418222,0
1599,0,0,0,0,0,0,0.0194942,0.0364519,0,0,0,0.0568304,0,0.0319554,0.0305567,0,0,0.00543291,0,0,0.0438194,0.035719,0.0424521,0.0284715,0.022548,0.0291922,0.0323151,0.0283787,0.0387546,0.0404268,0.0316423,0.0456734,0.0430009,0.0337365,0.0446178,0.0225019,0.0544947,0,0.018807,0.0540125,0,0.0260285,0.0394136,0,0,0.00920872,0,0,0.0273609,0.0445686,0.0416562,0.0201174,0,0.0254797,0.0450316,0.0392721,0.0656466,0.055555,0.0321325,0.0779532,0.0555746,0.0504219,0.075232,0.0351804,0.0457761,0.0149149,0.0105507,0.0481942,0.0673607,0,0,0,0,0,0,0.0418653,0
1600,0,0,0,0,0,0,0.0197047,0.0365408,0,0,0,0.0570382,0,0.0316391,0.0304308,0,0,0.00589041,0,0,0.0438092,0.0356692,0.0423171,0.0286507,0.0224014,0.029686,0.0324691,0.0282665,0.0386851,0.0404683,0.0312798,0.0456472,0.0429983,0.0337878,0.0445309,0.022665,0.0542129,0,0.0185974,0.0542821,0,0.0260183,0.0394542,0,0,0.00926773,0,0,0.0271452,0.0444773,0.0417959,0.0203341,0,0.0254837,0.0453198,0.0388958,0.0658955,0.0557612,0.0318364,0.0782828,0.055714,0.0505006,0.0753631,0.0357503,0.0454255,0.0146007,0.011042,0.048205,0.0667361,0,0,0,0,0,0,0.0420156,0
1601,0,0,0,0,0,0,0.0199253,0.0365698,0,0,0,0.0571907,0,0.031426,0.0302284,0,0,0.00618269,0,0,0.0436166,0.0356166,0.0422672,0.0288382,0.0223391,0.0299796,0.0326345,0.0280466,0.0386418,0.0405718,0.0311956,0.0456946,0.0430304,0.033985,0.0445982,0.0227578,0.0540235,0,0.0184697,0.0545288,0,0.0259497,0.0395211,0,0,0.00948229,0,0,0.0270766,0.0445246,0.0418807,0.0204803,0,0.0253988,0.045564,0.0385838,0.0659892,0.0558772,0.0317036,0.0785816,0.0560377,0.0505363,0.0755133,0.0359739,0.0452363,0.014369,0.0115404,0.0481575,0.0661583,0,0,0,0,0,0,0.0421489,0
1602,0,0,0,0,0,0,0.020122,0.0366119,0,0,0,0.0573671,0,0.0313962,0.0302786,0,0,0.00626129,0,0,0.0433992,0.0356643,0.0422774,0.0291232,0.0223369,0.0300171,0.0327765,0.0279228,0.0386778,0.040644,0.0313636,0.0457564,0.0430766,0.0341553,0.0446625,0.0228636,0.053932,0,0.0183862,0.0548711,0,0.0259584,0.0396114,0,0,0.00961366,0,0,0.0270393,0.0444822,0.042013,0.0202986,0,0.0251514,0.0457068,0.0384189,0.0661228,0.0559361,0.031547,0.0788507,0.0564094,0.0506487,0.0756519,0.035928,0.0451664,0.0140264,0.0120624,0.0481375,0.0655942,0,0,0,0,0,0,0.0423179,0
1603,0,0,0,0,0,0,0.0202852,0.036679,0,0,0,0.0575499,0,0.0313623,0.0303671,0,0,0.00610249,0,0,0.0431681,0.0358112,0.0423027,0.0293636,0.0223646,0.0299046,0.0328332,0.0279735,0.0387357,0.0407291,0.031513,0.0458285,0.0431813,0.0342584,0.0447463,0.0229592,0.0540398,0,0.0183487,0.055274,0,0.026104,0.0396745,0,0,0.00970977,0,0,0.0270708,0.0442735,0.0421563,0.0197155,0,0.0247541,0.0457344,0.0383735,0.0661418,0.0559753,0.0314306,0.0790586,0.0566249,0.0507042,0.0757418,0.0350497,0.045268,0.0138767,0.0125501,0.0481738,0.065111,0,0,0,0,0,0,0.0425891,0
1604,0,0,0,0,0,0,0.020402,0.036706,0,0,0,0.0576244,0,0.0313712,0.0305507,0,0,0.00478352,0,0,0.0431369,0.0358745,0.0423256,0.0295634,0.0224869,0.0297411,0.0321125,0.0279786,0.0387258,0.0408849,0.0316835,0.0459948,0.0433764,0.0343511,0.0449136,0.0229719,0.0546117,0,0.0187466,0.0553649,0,0.0262291,0.0397568,0,0,0.00988739,0,0,0.0271059,0.0442381,0.0422446,0.0197367,0,0.0244019,0.0456535,0.0383253,0.0660697,0.0559781,0.0315649,0.0792494,0.0567958,0.0508444,0.07582,0.03472,0.0455341,0.013786,0.0124911,0.0481544,0.0646816,0,0,0,0,0,0,0.0427263,0
1605,0,0,0,0,0,0,0.0204157,0.0368312,0,0,0,0.0577358,0,0.03139,0.0308033,0,0,0.00436849,0,0,0.0429162,0.0360222,0.0424495,0.0299042,0.0226646,0.0294622,0.032106,0.0279746,0.0387249,0.0409837,0.0319351,0.0462327,0.0436002,0.0343473,0.0450432,0.0230312,0.0549883,0,0.0187443,0.0554035,0,0.0264081,0.0397757,0,0,0.010022,0,0,0.027221,0.0443429,0.0423528,0.0201104,0,0.0239496,0.0454914,0.0382844,0.0659858,0.0558945,0.0318226,0.0793468,0.0568806,0.0509451,0.0757978,0.0347594,0.0458801,0.0137676,0.0124653,0.0482994,0.0643653,0,0,0,0,0,0,0.0428925,0
1606,0,0,0,0,0,0,0.0204491,0.0368325,0,0,0,0.0578043,0,0.0314969,0.0310843,0,0,0.00409456,0,0,0.0426863,0.0362159,0.0426051,0.030206,0.0229003,0.0291679,0.032096,0.0279237,0.0386958,0.0411108,0.0323122,0.0465423,0.04385,0.0343592,0.0452348,0.0230148,0.0553813,0,0.0188151,0.0553624,0,0.0264684,0.039856,0,0,0.0109576,0,0,0.027183,0.0445772,0.0423921,0.0203199,0,0.0235614,0.045143,0.0383058,0.065821,0.0557644,0.0321237,0.0794249,0.0569641,0.0509892,0.0758076,0.0346886,0.0465885,0.0135548,0.0127524,0.0484394,0.0642445,0,0,0,0,0,0,0.0430181,0
1607,0,0,0,0,0,0,0.0204079,0.0367622,0,0,0,0.0578878,0,0.0316458,0.0314575,0,0,0.00412317,0,0,0.0425764,0.0364516,0.0427366,0.0304296,0.0231473,0.0287504,0.0321862,0.0278893,0.0386773,0.0412591,0.0327353,0.046834,0.0441115,0.0344039,0.0454709,0.0229661,0.0558139,0,0.0189739,0.0552873,0,0.0264792,0.0399294,0,0,0.0110265,0,0,0.0273822,0.0449074,0.0423889,0.0204117,0,0.0232287,0.0448026,0.0383707,0.0656028,0.0556617,0.0324419,0.0795223,0.056981,0.0510981,0.0758419,0.0343893,0.0472201,0.0136449,0.0126208,0.0486661,0.0642998,0,0,0,0,0,0,0.0431447,0
1608,0,0,0,0,0,0,0.0203492,0.0366815,0,0,0,0.0580651,0,0.0317247,0.0318182,0,0,0.00435362,0,0,0.0425013,0.0366355,0.0428754,0.0305821,0.023386,0.0283246,0.0322789,0.0279248,0.0387628,0.0413953,0.0331556,0.0470778,0.0443893,0.034434,0.0456457,0.0230133,0.056306,0,0.0190948,0.0552078,0,0.0265929,0.039933,0,0,0.0109757,0,0,0.0276129,0.0451784,0.0424042,0.0205102,0,0.0229324,0.0444136,0.0384243,0.065425,0.055579,0.0326923,0.0796696,0.0568993,0.0511161,0.0757615,0.0342133,0.0478146,0.0138311,0.0124443,0.048974,0.0644456,0,0,0,0,0,0,0.0433251,0
1609,0,0,0,0,0,0,0.0202974,0.0365448,0,0,0,0.0582,0,0.0317736,0.0321875,0,0,0.00463447,0,0,0.0423936,0.0366783,0.0429544,0.0305856,0.0236326,0.0279519,0.0323346,0.0278383,0.0388737,0.0415596,0.0335966,0.0473367,0.0446981,0.0345514,0.0458394,0.0230327,0.056699,0,0.0192224,0.0550047,0,0.0266419,0.0399731,0,0,0.0109548,0,0,0.027796,0.0453983,0.0423609,0.0206111,0,0.0227602,0.0439992,0.0384551,0.0652934,0.0554731,0.0328343,0.0797464,0.0569002,0.0511737,0.0757605,0.0345805,0.0483756,0.0140045,0.0121861,0.0493644,0.0646968,0,0,0,0,0,0,0.0435277,0
1610,0,0,0,0,0,0,0.0203011,0.0363712,0,0,0,0.0582837,0,0.0318032,0.0325914,0,0,0.00499776,0,0,0.0422434,0.0365513,0.0429167,0.0305692,0.0238738,0.027656,0.0324081,0.0276666,0.0387943,0.0417297,0.0339837,0.0475701,0.0449472,0.0346607,0.0460104,0.0230038,0.0570146,0,0.0193628,0.0547236,0,0.02661,0.0400355,0,0,0.0109942,0,0,0.027887,0.0455937,0.0422305,0.0207113,0,0.0227111,0.0436119,0.0385014,0.0652256,0.055351,0.0329424,0.0797768,0.0569974,0.0512547,0.0759175,0.0354342,0.0488582,0.0141343,0.011903,0.0496975,0.0650149,0,0,0,0,0,0,0.0437198,0
1611,0,0,0,0,0,0,0.0202941,0.0362367,0,0,0,0.0584011,0,0.0317411,0.0330071,0,0,0.00541862,0,0,0.0421883,0.0364123,0.0428623,0.0305931,0.0240209,0.0274026,0.0325012,0.0275265,0.0386233,0.0418423,0.0342341,0.0477136,0.0451163,0.0346858,0.0460917,0.0230001,0.0573197,0,0.0194981,0.0546923,0,0.0266495,0.0400366,0,0,0.0110162,0,0,0.02799,0.04572,0.0421901,0.0208728,0,0.0226607,0.0431429,0.038588,0.0652123,0.0552863,0.0330813,0.0797334,0.0570279,0.0511738,0.0759759,0.0353028,0.0492495,0.0142722,0.0117145,0.049879,0.0653455,0,0,0,0,0,0,0.0439594,0
1612,0,0,0,0,0,0,0.020273,0.0360782,0,0,0,0.0584779,0,0.0316372,0.03331,0,0,0.00573724,0,0,0.0421353,0.0362412,0.0427558,0.0305992,0.0241264,0.0271072,0.0326141,0.0273565,0.0384975,0.0419193,0.0343642,0.0477961,0.0451818,0.0347338,0.0461132,0.0230065,0.0575713,0,0.0196357,0.0544761,0,0.0265635,0.0400471,0,0,0.0110391,0,0,0.0280765,0.0458457,0.0421294,0.0210335,0,0.0226024,0.0426901,0.0386789,0.0652987,0.0552824,0.0331666,0.0798776,0.0570853,0.0512938,0.076068,0.0361014,0.0495565,0.0144319,0.0116403,0.04983,0.0656467,0,0,0,0,0,0,0.0441823,0
1613,0,0,0,0,0,0,0.0202835,0.0358965,0,0,0,0.0585567,0,0.0314892,0.0334578,0,0,0.00593564,0,0,0.0420727,0.0361572,0.0425504,0.0306354,0.0241659,0.0267839,0.0327425,0.0271961,0.0384279,0.0419407,0.0344052,0.047822,0.0451879,0.034759,0.0461288,0.0230103,0.0577149,0,0.0197113,0.05431,0,0.0264902,0.040027,0,0,0.0110962,0,0,0.0281543,0.0459526,0.0421098,0.0211765,0,0.0225498,0.04231,0.0386894,0.0654202,0.0552996,0.0331034,0.0800515,0.057122,0.0513729,0.0760562,0.0366335,0.0497299,0.0146767,0.0115483,0.0497354,0.0659135,0,0,0,0,0,0,0.0443902,0
1614,0,0,0,0,0,0,0.0203395,0.0357261,0,0,0,0.0586427,0,0.031294,0.0335458,0,0,0.00600287,0,0,0.0420619,0.0360696,0.0422929,0.0306897,0.0241501,0.026479,0.0328624,0.0270837,0.0383558,0.0419309,0.0344135,0.0477763,0.04515,0.0347726,0.0460742,0.0230257,0.0577542,0,0.0197432,0.0542628,0,0.0264795,0.0399485,0,0,0.0110924,0,0,0.0281896,0.0459576,0.042158,0.021319,0,0.0224936,0.0420018,0.0385766,0.0655683,0.0553513,0.0331514,0.0801764,0.0571289,0.0513918,0.0759923,0.0367952,0.0497755,0.0148839,0.0114265,0.0496091,0.0661187,0,0,0,0,0,0,0.0446006,0
1615,0,0,0,0,0,0,0.0204562,0.0355601,0,0,0,0.0587,0,0.0310279,0.0335145,0,0,0.00595523,0,0,0.0420785,0.0359107,0.042048,0.0307216,0.0240892,0.0262023,0.0330802,0.0268753,0.0383294,0.0418892,0.0343404,0.0476956,0.0450598,0.0347963,0.0459612,0.0230126,0.0576988,0,0.0197926,0.054223,0,0.0264688,0.0398602,0,0,0.0111301,0,0,0.0281871,0.0459607,0.0421692,0.0214143,0,0.0224662,0.0417517,0.0384903,0.0656762,0.0553827,0.0331757,0.0801147,0.0571494,0.0514495,0.0760449,0.0367973,0.0497078,0.0151411,0.0113099,0.0494083,0.066297,0,0,0,0,0,0,0.044764,0
1616,0,0,0,0,0,0,0.0206474,0.0354032,0,0,0,0.0587327,0,0.0306102,0.0333532,0,0,0.00558538,0,0,0.04205,0.0358052,0.0418108,0.0307429,0.0239957,0.0260418,0.0335991,0.0267204,0.0383017,0.0418181,0.0342103,0.0475662,0.0449281,0.0347829,0.0457841,0.0230138,0.0574055,0,0.0197223,0.0542142,0,0.0264654,0.0397086,0,0,0.0110811,0,0,0.0282536,0.0459015,0.0421954,0.0214664,0,0.0224132,0.0415137,0.038415,0.0657852,0.0554087,0.0330551,0.0800215,0.0571074,0.0514374,0.0761121,0.0366206,0.0495257,0.0152905,0.0116765,0.0491358,0.066456,0,0,0,0,0,0,0.0449543,0
1617,0,0,0,0,0,0,0.0208078,0.0353362,0,0,0,0.0587045,0,0.0304996,0.0332291,0,0,0.00528157,0,0,0.0421424,0.0356291,0.0415739,0.0306124,0.0238823,0.0258705,0.033862,0.0266102,0.0382508,0.0417381,0.0340467,0.0474206,0.0448513,0.0347511,0.0456648,0.0229135,0.0571322,0,0.0197379,0.0541355,0,0.0264056,0.0396106,0,0,0.0110908,0,0,0.0281911,0.0459263,0.0422368,0.0215641,0,0.0224855,0.0414097,0.0384139,0.0658592,0.0554734,0.033039,0.0799197,0.0570731,0.0514003,0.0760353,0.0366321,0.04928,0.0155301,0.0114545,0.0488219,0.066569,0,0,0,0,0,0,0.0450983,0
1618,0,0,0,0,0,0,0.0209921,0.0353089,0,0,0,0.0586368,0,0.030686,0.0330864,0,0,0.00494315,0,0,0.0421959,0.0354893,0.0412642,0.0303951,0.0238046,0.0257828,0.0341522,0.0266389,0.0381627,0.0416013,0.0339312,0.0472455,0.0447681,0.0347159,0.0455848,0.0228263,0.0568487,0,0.0196908,0.0540504,0,0.0264108,0.0394835,0,0,0.0110543,0,0,0.0280585,0.0459333,0.0423095,0.0215915,0,0.0226134,0.0413557,0.0384339,0.0659438,0.0555856,0.0330974,0.0798354,0.0570178,0.0513,0.0759908,0.036749,0.0490339,0.0157174,0.0112434,0.0485186,0.0666801,0,0,0,0,0,0,0.0452526,0
1619,0,0,0,0,0,0,0.0212069,0.0352895,0,0,0,0.0585004,0,0.0308107,0.032907,0,0,0.0046143,0,0,0.0421908,0.0353712,0.0410395,0.030132,0.0236963,0.0257912,0.0344404,0.0267143,0.0380896,0.0414656,0.033817,0.0470944,0.044653,0.0346334,0.0454734,0.0226881,0.0565794,0,0.0196216,0.0539281,0,0.0264578,0.0393467,0,0,0.0110592,0,0,0.0278891,0.0459822,0.0423707,0.0215654,0,0.0227917,0.0413283,0.0385031,0.0660075,0.0556843,0.0332198,0.0797748,0.0568739,0.0511455,0.0761241,0.0368424,0.0488599,0.0158583,0.0110568,0.0482498,0.0667737,0,0,0,0,0,0,0.0452533,0
1620,0,0,0,0,0,0,0.0214026,0.0352991,0,0,0,0.0583719,0,0.0308539,0.032727,0,0,0.00432363,0,0,0.0421743,0.0353186,0.0409401,0.0299061,0.0235357,0.0258705,0.0347037,0.0268493,0.03803,0.0413026,0.0336659,0.0469591,0.0445048,0.0344592,0.0452612,0.0225542,0.0563389,0,0.0195526,0.0538452,0,0.0265124,0.0392386,0,0,0.0110604,0,0,0.0278305,0.046067,0.0424167,0.0215372,0,0.023001,0.0412917,0.0386777,0.0660428,0.0557436,0.033329,0.0796287,0.0567083,0.0509472,0.076271,0.0367676,0.0486357,0.0161352,0.0108357,0.0480977,0.0668328,0,0,0,0,0,0,0.0451678,0
1621,0,0,0,0,0,0,0.0216025,0.0352813,0,0,0,0.0581672,0,0.0309666,0.0324954,0,0,0.00411734,0,0,0.0421331,0.035277,0.0409238,0.0296616,0.0234262,0.025994,0.0349306,0.0269896,0.0378682,0.0411259,0.0336059,0.0468058,0.0443283,0.0343123,0.045061,0.0223602,0.056131,0,0.0195355,0.0536461,0,0.0265139,0.0392047,0,0,0.0111132,0,0,0.027762,0.0462124,0.0424223,0.0214754,0,0.0232707,0.0413172,0.0388649,0.0660286,0.0557106,0.0334775,0.0793908,0.0565861,0.0508478,0.0759393,0.0367453,0.0483736,0.0164285,0.0106773,0.0479613,0.066864,0,0,0,0,0,0,0.044979,0
1622,0,0,0,0,0,0,0.0217472,0.035295,0,0,0,0.0579255,0,0.0311037,0.0321636,0,0,0.00390334,0,0,0.0421358,0.0353044,0.041036,0.029501,0.0233088,0.0260933,0.0351152,0.0271775,0.0376174,0.0409136,0.0335358,0.0465896,0.0440735,0.0341005,0.0448554,0.0221614,0.0559981,0,0.0195168,0.053511,0,0.0265837,0.039118,0,0,0.0111792,0,0,0.0277069,0.0463393,0.0425165,0.0214306,0,0.0234443,0.0413889,0.0391243,0.0660932,0.0557061,0.0337576,0.0791551,0.0563716,0.0506842,0.0756251,0.0366873,0.048244,0.0167118,0.0105222,0.0476907,0.0668694,0,0,0,0,0,0,0.0448375,0
1623,0,0,0,0,0,0,0.0219384,0.0352247,0,0,0,0.0576682,0,0.031252,0.0318502,0,0,0.00386388,0,0,0.0422984,0.0353339,0.0410893,0.0292633,0.0232781,0.0262185,0.0351079,0.0273469,0.0374292,0.04073,0.0334942,0.0463848,0.0438239,0.0339296,0.0446957,0.0219328,0.0559399,0,0.0194689,0.0533593,0,0.0266338,0.0390264,0,0,0.0110084,0,0,0.027805,0.0464572,0.042574,0.021286,0,0.0236595,0.0414252,0.0393243,0.0661528,0.0557575,0.0340525,0.0790509,0.0561786,0.0506522,0.0755367,0.0365454,0.0481578,0.0168851,0.0111928,0.0474942,0.0669032,0,0,0,0,0,0,0.0446952,0
1624,0,0,0,0,0,0,0.0220856,0.0351459,0,0,0,0.0574538,0,0.0313987,0.0317957,0,0,0.00388761,0,0,0.0423399,0.0353647,0.0411445,0.0289161,0.0232537,0.0263592,0.0352279,0.027499,0.0373301,0.0405878,0.0335188,0.0461959,0.0435444,0.0337592,0.0445355,0.0217115,0.0558439,0,0.0194787,0.0532417,0,0.0266734,0.0389801,0,0,0.0110598,0,0,0.0277971,0.0465626,0.0425805,0.0211981,0,0.0238982,0.0414913,0.0394823,0.0661563,0.0557867,0.0342654,0.0790428,0.0560494,0.0506052,0.0755062,0.0363885,0.0480849,0.0171321,0.0112162,0.0474728,0.066926,0,0,0,0,0,0,0.0445472,0
1625,0,0,0,0,0,0,0.0222278,0.0350542,0,0,0,0.0571961,0,0.0315172,0.031703,0,0,0.00394042,0,0,0.0422826,0.0354063,0.0411431,0.0286378,0.023185,0.0264437,0.0353451,0.0276952,0.0372479,0.0404845,0.0335404,0.0460105,0.0433805,0.0335573,0.0444314,0.0215378,0.0557774,0,0.0194946,0.0531087,0,0.0267123,0.0389434,0,0,0.0111352,0,0,0.0277542,0.0466556,0.042553,0.021162,0,0.0240215,0.041587,0.0395846,0.0661353,0.0557633,0.0342908,0.0790053,0.0559793,0.0504578,0.0754472,0.0361933,0.0480859,0.0172957,0.0112823,0.0473157,0.0669865,0,0,0,0,0,0,0.0443847,0
1626,0,0,0,0,0,0,0.0223044,0.0350128,0,0,0,0.0569907,0,0.0316762,0.0315268,0,0,0.00400764,0,0,0.0421854,0.0354145,0.0411664,0.0285271,0.0230818,0.0263594,0.0354161,0.0279145,0.0372144,0.0403408,0.0334931,0.0458316,0.043244,0.0333417,0.0443011,0.0214083,0.0557506,0,0.0194739,0.0530414,0,0.0267103,0.0389342,0,0,0.0112503,0,0,0.0278309,0.0467937,0.0425207,0.0212587,0,0.0240281,0.0416509,0.0397221,0.0661502,0.0557162,0.0341549,0.0788754,0.0558893,0.050262,0.0753156,0.0361614,0.048232,0.0175192,0.0112374,0.0473181,0.0670355,0,0,0,0,0,0,0.0442219,0
