Timestep,BBL,BBR,BFBL,BFBR,BFTL,BFTR,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,R5FT,R5HD,RANK,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTOE,RUPA,RWRA,STRN,T10,x70,x71,x72,x73,x74,LWRB,RTIBP,LASI,RASI,RWRB
487,0,0,0,0,0,0,0.0224561,0.0441451,0,0,0,0.0523156,0,0.0351779,0,0,0.00756714,0,0,0.0550508,0.0378993,0.0428551,0.0213704,0.0191428,0.0357447,0.0487268,0.0316424,0.0413794,0.0385877,0.0286275,0.0399162,0.0360551,0.0300404,0.040863,0.0243147,0.0539636,0.0138349,0.049665,0,0.028841,0.0381512,0,0,0.012117,0,0,0.0287923,0.0476479,0.0439979,0.0175714,0.0235358,0.0303063,0.0483726,0.0409707,0.068989,0.0598428,0.0357259,0.0755605,0.0532522,0.042779,0.0360067,0.0490321,0.0156414,0.0586663,0.066725,0,0,0,0,0,0.0125562,0.0673162,0.0260341,0.0394212,0.0118025
488,0,0,0,0,0,0,0.0223503,0.0439932,0,0,0,0.0520375,0,0.0356788,0,0,0.00738585,0,0,0.0550985,0.0374565,0.0429538,0.0210414,0.0191135,0.0357191,0.0485547,0.0311927,0.0414349,0.0387207,0.0286206,0.0399089,0.036107,0.0301573,0.0409182,0.0239392,0.0538683,0.0132911,0.0494116,0,0.02858,0.0383637,0,0,0.0124473,0,0,0.0290417,0.0477425,0.0440395,0.0172462,0.0238659,0.0307741,0.0484196,0.0409407,0.0687266,0.0599415,0.0361071,0.0759312,0.0534745,0.0429863,0.0363745,0.0492118,0.0155659,0.0585336,0.0668706,0,0,0,0,0,0.0139701,0.0672052,0.0262971,0.0391605,0.0119351
489,0,0,0,0,0,0,0.0226387,0.0438227,0,0,0,0.0518709,0,0.0353007,0,0,0.00726422,0,0,0.0553154,0.0377479,0.0426053,0.0209947,0.019229,0.0358415,0.0487363,0.0312043,0.041497,0.0385718,0.0287778,0.0400025,0.0360797,0.0302134,0.0410097,0.024235,0.0541978,0.0138498,0.0493341,0,0.0287097,0.0380674,0,0,0.0124001,0,0,0.0293177,0.0473434,0.0438751,0.0172231,0.0236804,0.0307232,0.0481809,0.0410605,0.0688803,0.05989,0.0358352,0.0761107,0.0534428,0.0429848,0.035904,0.0490412,0.0152335,0.0583385,0.0670307,0,0,0,0,0,0.0141282,0.0674363,0.0256958,0.0393149,0.0143605
490,0,0,0,0,0,0,0.0223871,0.0439913,0,0,0,0.0520086,0,0.0350749,0,0,0.00720936,0,0,0.055499,0.0377502,0.0427081,0.0211042,0.0191934,0.0356878,0.0488716,0.0310093,0.0416158,0.0383963,0.0285351,0.0398693,0.0359449,0.0299574,0.0407487,0.0242292,0.0542491,0.013745,0.0495109,0,0.0288147,0.0379115,0,0,0.0123095,0,0,0.0290267,0.0472596,0.0440824,0.0173523,0.0236065,0.0306772,0.0483121,0.0414104,0.069032,0.0599415,0.0357957,0.0759092,0.053255,0.0427891,0.0360744,0.0488476,0.015814,0.0584469,0.0669551,0,0,0,0,0,0.0141132,0.0673831,0.0256899,0.0393309,0.012723
491,0,0,0,0,0,0,0.022558,0.0437334,0,0,0,0.0517972,0,0.0349793,0,0,0.00740984,0,0,0.0554763,0.03777,0.0424407,0.0209826,0.0192915,0.035749,0.0491501,0.0309934,0.0414009,0.0383256,0.0285539,0.0399344,0.0359139,0.0300638,0.0408626,0.0241346,0.0543311,0.0141658,0.0492963,0,0.0286917,0.0378539,0,0,0.0123764,0,0,0.0288206,0.0470132,0.0437568,0.017333,0.0236019,0.0307592,0.048294,0.0415112,0.0691125,0.0599569,0.0357943,0.0759115,0.0532978,0.0429168,0.0356974,0.0487451,0.0159842,0.0583027,0.06708,0,0,0,0,0,0.0143442,0.0675973,0.0256322,0.0393853,0.013194
492,0,0,0,0,0,0,0.0223713,0.0437807,0,0,0,0.0518401,0,0.0351631,0,0,0.00734201,0,0,0.0557464,0.0375915,0.0425812,0.0208596,0.0193251,0.035724,0.049223,0.0312045,0.0412104,0.0382424,0.0284428,0.0397823,0.0358268,0.0298998,0.0406488,0.0240994,0.0541865,0.0140464,0.0493449,0,0.0287055,0.0378446,0,0,0.0125628,0,0,0.0295321,0.0469695,0.044034,0.0172703,0.0235726,0.0308787,0.0481289,0.0415139,0.069073,0.0599906,0.0359575,0.0755984,0.0532311,0.0428014,0.0360249,0.0489481,0.0156278,0.0584241,0.0671314,0,0,0,0,0,0.0142393,0.0674111,0.0257254,0.0393619,0.0143523
493,0,0,0,0,0,0,0.0222281,0.0438316,0,0,0,0.0518211,0,0.0355679,0,0,0.00732976,0,0,0.0557358,0.0374193,0.0426085,0.0209965,0.019292,0.0355229,0.0492152,0.0314289,0.041268,0.0380717,0.0281844,0.0396459,0.0357879,0.0297736,0.040415,0.0238129,0.0540286,0.0140875,0.0494754,0,0.0285046,0.0379252,0,0,0.0127863,0,0,0.0292275,0.0471968,0.0438168,0.0176224,0.0235629,0.0308366,0.0483651,0.0418218,0.0691933,0.0600453,0.0361848,0.0753774,0.0531762,0.0427316,0.0360732,0.0489529,0.0160254,0.0585673,0.0670466,0,0,0,0,0,0.0144782,0.0671793,0.025798,0.0392374,0.0131259
494,0,0,0,0,0,0,0.0224796,0.0435251,0,0,0,0.0513539,0,0.0355487,0,0,0.00759009,0,0,0.0555526,0.0373175,0.0422229,0.0208166,0.0194435,0.0357536,0.049566,0.0311934,0.0409724,0.0382126,0.0285357,0.0398816,0.0359573,0.0301677,0.0408248,0.0237958,0.0540668,0.0142578,0.0491008,0,0.0283301,0.0379009,0,0,0.0129317,0,0,0.0289535,0.0471855,0.0435448,0.0172426,0.0236476,0.0310977,0.0485217,0.0414787,0.0690191,0.0600376,0.0360159,0.0758519,0.0534025,0.0430108,0.0356404,0.0487424,0.016039,0.0582572,0.0672859,0,0,0,0,0,0.0148357,0.0677167,0.0254731,0.0392621,0.0136484
495,0,0,0,0,0,0,0.0223424,0.043562,0,0,0,0.0514305,0,0.0354922,0,0,0.00753666,0,0,0.0555668,0.0373285,0.042241,0.0211997,0.0194665,0.0357371,0.0496123,0.0312823,0.040998,0.0381602,0.0285493,0.0397815,0.0359077,0.0300627,0.0407482,0.023836,0.0540528,0.0140645,0.0491972,0,0.0283652,0.0378434,0,0,0.0129385,0,0,0.0290776,0.0472009,0.0435679,0.0173321,0.0235038,0.0311367,0.0485229,0.0416385,0.0690883,0.0600484,0.0359672,0.0758534,0.0533048,0.0429281,0.035634,0.0487167,0.015915,0.0582154,0.0672736,0,0,0,0,0,0.0148655,0.067753,0.0251215,0.0393556,0.0137627
496,0,0,0,0,0,0,0.0221519,0.0437046,0,0,0,0.0516157,0,0.0354365,0,0,0.00732169,0,0,0.0556667,0.0374157,0.0424381,0.0213713,0.0194372,0.0357565,0.049492,0.0314638,0.041085,0.0381115,0.0285513,0.0395898,0.0357731,0.0298378,0.040542,0.0240347,0.054062,0.0137188,0.049339,0,0.0285859,0.0377112,0,0,0.0128646,0,0,0.029355,0.0470892,0.0439112,0.0172752,0.0232925,0.0311237,0.0484448,0.0416848,0.069161,0.0601194,0.0359498,0.0756555,0.0530678,0.0427459,0.0358439,0.0487103,0.015867,0.0582755,0.0671768,0,0,0,0,0,0.0146602,0.0675743,0.0252048,0.0394892,0.0136583
497,0,0,0,0,0,0,0.0220652,0.0437239,0,0,0,0.0516359,0,0.0355084,0,0,0.00722055,0,0,0.055665,0.0374664,0.0425209,0.0214145,0.0193883,0.0356766,0.049399,0.0315053,0.0411511,0.038018,0.0285293,0.0395029,0.0356472,0.0297317,0.0403883,0.0240015,0.053967,0.0136174,0.0493547,0,0.0286022,0.0377157,0,0,0.0129508,0,0,0.0294505,0.0471034,0.0439314,0.017306,0.02324,0.0310452,0.0484108,0.0419212,0.0692223,0.0601159,0.0360246,0.0755211,0.0529648,0.0427331,0.0359341,0.0487443,0.0157708,0.058378,0.0670511,0,0,0,0,0,0.0146466,0.0672718,0.0253279,0.0394183,0.0137468
498,0,0,0,0,0,0,0.0220444,0.0436406,0,0,0,0.0515495,0,0.0355049,0,0,0.00721073,0,0,0.055644,0.0374941,0.0424667,0.0214313,0.0194206,0.0357059,0.0494185,0.0313753,0.0410952,0.0379985,0.0286088,0.03956,0.0355823,0.0297494,0.0403772,0.0239687,0.0539326,0.0136463,0.0492356,0,0.0286049,0.0376994,0,0,0.0129912,0,0,0.0294176,0.0470938,0.0438698,0.017145,0.0232216,0.0310248,0.0484387,0.0425159,0.0691706,0.060098,0.0360584,0.0755305,0.0529635,0.042754,0.0358769,0.0486793,0.0156395,0.0583934,0.0670937,0,0,0,0,0,0.0146687,0.067138,0.025291,0.0393125,0.0139162
499,0,0,0,0,0,0,0.0220288,0.0434748,0,0,0,0.0514187,0,0.0355319,0,0,0.00728375,0,0,0.0555764,0.0373727,0.0423554,0.0213555,0.0194536,0.0358186,0.0494479,0.0311837,0.0409623,0.0380588,0.0287908,0.0396873,0.0356011,0.0298593,0.0405286,0.023866,0.0538642,0.0137529,0.0490556,0,0.0284872,0.0377363,0,0,0.0131614,0,0,0.0293963,0.0471186,0.0437033,0.0168624,0.0232942,0.0311729,0.0485494,0.0431563,0.0690516,0.0601055,0.036124,0.0756049,0.0530696,0.0429385,0.0357737,0.0486249,0.0156524,0.0583187,0.0672468,0,0,0,0,0,0.0147501,0.0672232,0.0252812,0.0392407,0.0140322
500,0,0,0,0,0,0,0.0218618,0.0434858,0,0,0,0.0515088,0,0.0355768,0,0,0.00712897,0,0,0.0556719,0.0374041,0.0424027,0.0214436,0.0194461,0.0358315,0.0492664,0.031316,0.0409846,0.0380115,0.0287917,0.039581,0.035509,0.0297228,0.0404414,0.0239094,0.0538372,0.0137891,0.0491345,0,0.0285346,0.0377297,0,0,0.0132399,0,0,0.0296527,0.0470993,0.0437298,0.0168361,0.0232053,0.0311624,0.0484911,0.043467,0.0691453,0.0601515,0.0361274,0.0754655,0.0529846,0.0428796,0.0357952,0.0487086,0.0155167,0.058263,0.0671992,0,0,0,0,0,0.0146721,0.0671454,0.0252805,0.0392837,0.0145765
501,0,0,0,0,0,0,0.0218191,0.0434054,0,0,0,0.051466,0,0.0355798,0,0,0.00728143,0,0,0.0554844,0.0375039,0.0422888,0.0215002,0.0194949,0.0358006,0.0492576,0.0314814,0.040954,0.037965,0.0288742,0.0395428,0.0354744,0.0297278,0.0404483,0.0238629,0.0537934,0.0135763,0.0490048,0,0.0284744,0.037742,0,0,0.0132777,0,0,0.0293636,0.0470902,0.0434482,0.0168494,0.0231479,0.0310973,0.048614,0.0435417,0.0692705,0.0601287,0.0360557,0.0754434,0.052979,0.0428883,0.0355874,0.0486676,0.015637,0.058276,0.0671755,0,0,0,0,0,0.0147996,0.0672523,0.0252401,0.0393256,0.0143871
502,0,0,0,0,0,0,0.0216051,0.0434266,0,0,0,0.051525,0,0.0355235,0,0,0.00723326,0,0,0.0555956,0.0374057,0.0423918,0.0214214,0.0194646,0.03588,0.0491083,0.031387,0.0408643,0.0380499,0.0289731,0.0394463,0.0354515,0.0296355,0.0403581,0.0238429,0.0537355,0.0134398,0.0489351,0,0.0285613,0.0377373,0,0,0.0132842,0,0,0.0295438,0.0470912,0.0436784,0.0166203,0.0231249,0.0312065,0.0485873,0.0435328,0.0692637,0.0601477,0.0360404,0.0753772,0.0528927,0.0428037,0.0358114,0.0487041,0.0154823,0.058318,0.0672201,0,0,0,0,0,0.0146286,0.0672197,0.0252805,0.0393308,0.014385
503,0,0,0,0,0,0,0.0215551,0.0433059,0,0,0,0.051406,0,0.0354478,0,0,0.00733324,0,0,0.0555843,0.0373155,0.0422843,0.021369,0.0194519,0.035953,0.0490516,0.0311994,0.0407756,0.0381109,0.0290834,0.0394724,0.035525,0.0296953,0.0404124,0.0237138,0.0536716,0.0135934,0.0487644,0,0.0284762,0.0377713,0,0,0.0133701,0,0,0.0294606,0.0471159,0.0435331,0.0164564,0.0231841,0.0312893,0.0485894,0.0436022,0.0692159,0.0601264,0.0361056,0.075436,0.0529245,0.0428877,0.0357515,0.0487039,0.0154162,0.0582118,0.0673523,0,0,0,0,0,0.0146254,0.0671342,0.0253511,0.0393276,0.0144939
504,0,0,0,0,0,0,0.0214375,0.0432544,0,0,0,0.0513046,0,0.0355204,0,0,0.00727152,0,0,0.0556612,0.0372737,0.0422374,0.0214166,0.0194396,0.0359397,0.0488457,0.0311067,0.0407882,0.038097,0.029128,0.0394624,0.0355376,0.0296645,0.0403946,0.0236253,0.0536527,0.0138754,0.0487133,0,0.0284161,0.0377931,0,0,0.0134699,0,0,0.0295086,0.0471483,0.0434327,0.0164096,0.0231915,0.03129,0.0485355,0.0435403,0.0692115,0.0601377,0.0362112,0.0754085,0.0528949,0.0428753,0.0357153,0.048712,0.0153995,0.0580325,0.0673744,0,0,0,0,0,0.0146102,0.0670919,0.0254305,0.0393278,0.014535
505,0,0,0,0,0,0,0.0212419,0.0432821,0,0,0,0.0513882,0,0.0356098,0,0,0.00723908,0,0,0.0554979,0.0371464,0.0424071,0.02164,0.0193671,0.0357443,0.0485084,0.0311502,0.0411292,0.0379629,0.0288914,0.0392874,0.0353626,0.0294974,0.0402141,0.0233093,0.0534252,0.0139551,0.0488215,0,0.0282255,0.0379343,0,0,0.0136265,0,0,0.029561,0.047338,0.0432171,0.0167211,0.0232184,0.0312189,0.0484665,0.0433704,0.0693814,0.0601838,0.0364756,0.0751598,0.052808,0.0427565,0.035762,0.0488975,0.0153653,0.058088,0.0671805,0,0,0,0,0,0.0146531,0.0669459,0.025551,0.039273,0.0143852
506,0,0,0,0,0,0,0.0212108,0.0433925,0,0,0,0.0514034,0,0.0352294,0,0,0.00727503,0,0,0.05548,0.0373529,0.0423148,0.0216022,0.0195124,0.0359305,0.0486013,0.031108,0.0410132,0.0379246,0.0291077,0.0392945,0.03522,0.029511,0.0402765,0.0235699,0.0534873,0.0135334,0.048767,0,0.0285002,0.0376448,0,0,0.0133083,0,0,0.0294648,0.0470824,0.0434447,0.0164141,0.0229861,0.031183,0.0483786,0.0428069,0.0694125,0.0601665,0.0362105,0.0750783,0.0526823,0.0426385,0.0355964,0.048652,0.0151601,0.0580203,0.0672929,0,0,0,0,0,0.0142707,0.0671992,0.0252606,0.0394624,0.0146669
507,0,0,0,0,0,0,0.021045,0.0434304,0,0,0,0.0514601,0,0.0352826,0,0,0.00701579,0,0,0.0555941,0.0373512,0.0423137,0.0216955,0.0195246,0.0358804,0.0482862,0.0309452,0.0410294,0.0378,0.028969,0.0391377,0.0351557,0.0293873,0.0401023,0.0234691,0.0534607,0.0138758,0.0487714,0,0.0285218,0.0376198,0,0,0.0132645,0,0,0.0295061,0.0471464,0.0434059,0.016432,0.0229386,0.0311412,0.0483271,0.0427711,0.0695132,0.0601883,0.0362775,0.0748356,0.0525903,0.0424335,0.0356472,0.0486278,0.0151727,0.0580339,0.0672834,0,0,0,0,0,0.0141005,0.0670707,0.0252557,0.0394523,0.0143804
508,0,0,0,0,0,0,0.0209368,0.0434028,0,0,0,0.0514019,0,0.0353078,0,0,0.00692037,0,0,0.0554546,0.0372998,0.042247,0.02161,0.0195503,0.0358947,0.0480862,0.0312116,0.040888,0.0377749,0.0289064,0.0390494,0.0351906,0.029364,0.0400531,0.0233835,0.053379,0.0136772,0.0487824,0,0.0285025,0.0376242,0,0,0.0132956,0,0,0.0294824,0.0471965,0.0433174,0.0163654,0.0229483,0.0311877,0.0483389,0.0427796,0.0695251,0.0601625,0.0363799,0.0747714,0.0525557,0.0423556,0.0356037,0.0485583,0.0152235,0.0580517,0.0672881,0,0,0,0,0,0.0142538,0.0670187,0.0251386,0.039452,0.0141906
509,0,0,0,0,0,0,0.0208431,0.043224,0,0,0,0.0511771,0,0.0355677,0,0,0.00705963,0,0,0.0549864,0.0370346,0.0421162,0.0215078,0.0195412,0.0357817,0.0477766,0.031188,0.0407885,0.0377575,0.0287642,0.038989,0.0352327,0.0294679,0.0400914,0.0229018,0.053076,0.0134014,0.0486546,0,0.0281173,0.0378861,0,0,0.0135675,0,0,0.0294013,0.047504,0.0428042,0.0163927,0.0232061,0.0313475,0.0484463,0.0429421,0.0694453,0.0601021,0.0366607,0.0748097,0.0527387,0.0425145,0.0355403,0.048657,0.0151811,0.0577992,0.0673328,0,0,0,0,0,0.0149242,0.0669648,0.025008,0.0392555,0.0140699
510,0,0,0,0,0,0,0.0208628,0.0431858,0,0,0,0.0510448,0,0.0353317,0,0,0.00697669,0,0,0.0549224,0.0371704,0.041947,0.021386,0.0196353,0.0360649,0.0477639,0.0314084,0.0405307,0.0378162,0.0289441,0.0389357,0.0350667,0.0294774,0.0401755,0.023144,0.0531829,0.0130415,0.0485346,0,0.0284052,0.0376523,0,0,0.0132809,0,0,0.0292298,0.0472546,0.0429777,0.0160264,0.0230014,0.0314477,0.0483926,0.0427002,0.0694356,0.0601392,0.0364697,0.0748396,0.0526307,0.0425315,0.0353372,0.0483812,0.0152648,0.0576675,0.0675147,0,0,0,0,0,0.0148662,0.0671178,0.024606,0.0394779,0.0140812
511,0,0,0,0,0,0,0.0206517,0.0433187,0,0,0,0.0511483,0,0.0353851,0,0,0.00701223,0,0,0.0548417,0.0372295,0.0420311,0.0215034,0.0195959,0.0360503,0.0475724,0.0317535,0.0405906,0.0376323,0.0287163,0.0386156,0.0347987,0.029143,0.0398291,0.0230963,0.0529994,0.0125403,0.0486566,0,0.0285148,0.0376182,0,0,0.0131662,0,0,0.0293967,0.0472583,0.0430656,0.0161307,0.0228727,0.0313879,0.048238,0.0430052,0.0695987,0.060202,0.0365718,0.0745497,0.0524179,0.0424424,0.0354983,0.0484497,0.015027,0.0579296,0.0674372,0,0,0,0,0,0.0147698,0.0668333,0.0246834,0.0394856,0.0145208
512,0,0,0,0,0,0,0.0205169,0.0432991,0,0,0,0.0510593,0,0.0354638,0,0,0.00681088,0,0,0.0549103,0.0372688,0.0420014,0.0214539,0.0196535,0.0361416,0.0473393,0.0319162,0.0405387,0.0374973,0.0286663,0.0384158,0.0346207,0.0289697,0.0396656,0.0230189,0.0529339,0.0129396,0.0486232,0,0.0284934,0.0376488,0,0,0.0131446,0,0,0.029264,0.0472619,0.0430482,0.016114,0.0228401,0.0314416,0.0482628,0.0431188,0.0696652,0.0602215,0.0366594,0.0743854,0.052328,0.0423818,0.0355409,0.0483311,0.0152831,0.0579523,0.0674266,0,0,0,0,0,0.014644,0.0667438,0.0249757,0.0394689,0.0137318
513,0,0,0,0,0,0,0.0204621,0.0432047,0,0,0,0.0508259,0,0.0355761,0,0,0.00711626,0,0,0.0546864,0.03728,0.0418865,0.0213405,0.0197272,0.036276,0.0472752,0.0319359,0.040423,0.0373831,0.0287127,0.0382781,0.0344885,0.0289504,0.0396196,0.0228506,0.0527015,0.0126885,0.0485404,0,0.0284099,0.0376917,0,0,0.0132006,0,0,0.0292793,0.047286,0.0428711,0.0159417,0.022907,0.0316053,0.0481762,0.0431075,0.069623,0.060223,0.0367022,0.0743608,0.0523564,0.0423593,0.0353985,0.0482408,0.0149386,0.0577479,0.0675141,0,0,0,0,0,0.0147288,0.0668345,0.0251884,0.0394108,0.0145958
514,0,0,0,0,0,0,0.0203507,0.0431178,0,0,0,0.0505318,0,0.0357827,0,0,0.00702884,0,0,0.0546267,0.0372489,0.0418521,0.0213295,0.0197907,0.0363345,0.0470353,0.0319735,0.0403477,0.0372355,0.0286912,0.0380878,0.034371,0.0288844,0.0395039,0.0226605,0.0525877,0.0129534,0.0484516,0,0.0282916,0.037815,0,0,0.0131876,0,0,0.0290246,0.0473399,0.0426379,0.01578,0.0229787,0.03177,0.0482359,0.0431797,0.0694851,0.0602451,0.0367327,0.0743797,0.052384,0.0422616,0.0352902,0.0480505,0.0152354,0.0574572,0.0675947,0,0,0,0,0,0.0149371,0.0668683,0.0255326,0.0393273,0.0136166
515,0,0,0,0,0,0,0.0201923,0.0431914,0,0,0,0.0504823,0,0.035839,0,0,0.00692697,0,0,0.0545725,0.0373915,0.0418566,0.0214078,0.0198886,0.0364152,0.0468067,0.032138,0.0403327,0.0369918,0.02858,0.037674,0.0341082,0.0285716,0.03917,0.0226519,0.0524889,0.0127653,0.0485472,0,0.0283767,0.0377883,0,0,0.0129618,0,0,0.0290062,0.0472584,0.0426537,0.0157491,0.0228095,0.0318171,0.0481508,0.0435074,0.0694054,0.0602934,0.0367029,0.0743223,0.0521922,0.042026,0.0352649,0.0479466,0.0152445,0.057472,0.0675461,0,0,0,0,0,0.0149084,0.0667352,0.0256065,0.0393484,0.0134661
516,0,0,0,0,0,0,0.020353,0.0429186,0,0,0,0.0499582,0,0.0359267,0,0,0.00710555,0,0,0.054336,0.037432,0.0415355,0.0208594,0.0201132,0.0367172,0.046835,0.0320355,0.040123,0.0369004,0.0287426,0.0376385,0.0339621,0.0286971,0.0392828,0.0225699,0.0524191,0.0128054,0.0481318,0,0.0282244,0.0378363,0,0,0.0129447,0,0,0.0286429,0.0472212,0.0423405,0.0153273,0.0228944,0.0321334,0.0482359,0.0434571,0.0691683,0.0602615,0.0366707,0.0745625,0.0523174,0.0422199,0.0349479,0.0477556,0.0152287,0.057305,0.0678174,0,0,0,0,0,0.0151592,0.0669346,0.0256062,0.0392672,0.0136068
517,0,0,0,0,0,0,0.0201934,0.043003,0,0,0,0.0498248,0,0.0360038,0,0,0.00701183,0,0,0.0543525,0.037614,0.0415717,0.0202524,0.0202754,0.0366995,0.0466304,0.0324373,0.0402839,0.0365204,0.0284745,0.0372824,0.0336011,0.0283473,0.0388346,0.0226722,0.0523156,0.0125032,0.0483305,0,0.0283502,0.0377683,0,0,0.0127354,0,0,0.0285376,0.0472258,0.0424437,0.0152745,0.0227233,0.0321075,0.0481794,0.043856,0.0693459,0.0603771,0.0367771,0.0742569,0.0520431,0.041981,0.0349938,0.0476055,0.0151908,0.0574369,0.067812,0,0,0,0,0,0.0151754,0.066759,0.0256188,0.0392049,0.013421
518,0,0,0,0,0,0,0.0202559,0.0427977,0,0,0,0.0493065,0,0.03614,0,0,0.00718701,0,0,0.0542079,0.0376688,0.0413728,0.0197082,0.0204725,0.0368669,0.0466288,0.0326407,0.0402754,0.0363026,0.028484,0.0371331,0.0334324,0.0283529,0.0387656,0.0226659,0.0522196,0.0124717,0.0481034,0,0.0282632,0.0377862,0,0,0.0127466,0,0,0.0282103,0.0472469,0.0421885,0.0148871,0.0227315,0.0323725,0.048237,0.0440085,0.0692624,0.0603711,0.0368354,0.0742829,0.0520605,0.042054,0.0347341,0.0473524,0.0150925,0.0571124,0.0680373,0,0,0,0,0,0.0154151,0.0668502,0.025659,0.039116,0.0134971
519,0,0,0,0,0,0,0.0200485,0.0428167,0,0,0,0.0491924,0,0.0363181,0,0,0.00719352,0,0,0.0541541,0.0376915,0.041399,0.0195057,0.0206297,0.0369809,0.0463848,0.0329551,0.0403155,0.0360478,0.028345,0.0367949,0.0331164,0.0279948,0.0383675,0.0225461,0.0520784,0.0122446,0.0481663,0,0.0283055,0.0378001,0,0,0.0127342,0,0,0.0283019,0.0472815,0.0421208,0.0148508,0.0226192,0.0325748,0.048162,0.0443492,0.069322,0.0604278,0.0368545,0.0739924,0.0518716,0.0418905,0.0347495,0.0472118,0.0151463,0.0568776,0.0681137,0,0,0,0,0,0.0155044,0.0666539,0.0257545,0.0390456,0.0132911
520,0,0,0,0,0,0,0.0188715,0.0435999,0,0,0,0.0496047,0,0.0361957,0,0,0.00682783,0,0,0.0546349,0.037437,0.0419251,0.0184813,0.020741,0.0382168,0.0458761,0.0324725,0.0396765,0.0363756,0.0289173,0.0364126,0.0327282,0.0274553,0.0380388,0.0224304,0.0519055,0.0110268,0.0483087,0,0.0293705,0.0374808,0,0,0.0119292,0,0,0.0299066,0.0471761,0.0449399,0.0124342,0.0225373,0.034029,0.0476079,0.0427591,0.0682347,0.0606406,0.0366357,0.0737938,0.051587,0.0412586,0.0368302,0.0472145,0.0145965,0.0569019,0.068632,0,0,0,0,0,0.0149251,0.0666432,0.0261938,0.0390859,0.0134193
521,0,0,0,0,0,0,0.0187944,0.0434663,0,0,0,0.0492464,0,0.0364282,0,0,0.00668568,0,0,0.0545885,0.0375363,0.0417634,0.0183105,0.0210085,0.0383869,0.0456218,0.0327944,0.0395647,0.0361304,0.0288247,0.0361292,0.0324088,0.0272268,0.0377567,0.0222405,0.0517925,0.0112872,0.0481504,0,0.0292194,0.0376014,0,0,0.0118088,0,0,0.02959,0.0472071,0.044773,0.0123341,0.0224738,0.0342516,0.0477243,0.0426005,0.0682579,0.0606683,0.0367482,0.073661,0.0514764,0.0411589,0.0366531,0.0469251,0.0148666,0.0566963,0.0687266,0,0,0,0,0,0.0152106,0.0666006,0.0262588,0.0390162,0.01213
522,0,0,0,0,0,0,0.0187999,0.0433153,0,0,0,0.0488901,0,0.0366655,0,0,0.0067423,0,0,0.0543895,0.0376815,0.0415487,0.0181674,0.0212923,0.0385542,0.0454525,0.0331546,0.0394771,0.0358742,0.0286967,0.0358674,0.0321099,0.02701,0.0374437,0.0220632,0.0516326,0.0112282,0.0480335,0,0.0291225,0.0376812,0,0,0.0118034,0,0,0.029394,0.0472398,0.0445136,0.0122056,0.0224279,0.0344764,0.0477342,0.0424522,0.068317,0.060712,0.0369106,0.0735649,0.0513374,0.0410789,0.0364004,0.0467481,0.0148986,0.0564874,0.0688216,0,0,0,0,0,0.0154946,0.0667365,0.0263079,0.0389348,0.0120636
523,0,0,0,0,0,0,0.0187728,0.0431698,0,0,0,0.0485687,0,0.0369341,0,0,0.00685474,0,0,0.0541948,0.0377444,0.0413564,0.0180083,0.0215499,0.0387094,0.0452594,0.033422,0.039447,0.0356084,0.0285436,0.0355748,0.0317743,0.0267807,0.0371337,0.0218365,0.0514343,0.0112008,0.0479144,0,0.0291087,0.0377734,0,0,0.0117886,0,0,0.0292356,0.0473346,0.0442765,0.0119728,0.0223837,0.0347179,0.0477488,0.0430853,0.068308,0.0607589,0.0370844,0.0735111,0.0512131,0.0409868,0.0362637,0.0465685,0.0148585,0.0563514,0.0689359,0,0,0,0,0,0.0157045,0.0672069,0.0264456,0.0388459,0.0120169
524,0,0,0,0,0,0,0.0187712,0.0429761,0,0,0,0.0481728,0,0.0371664,0,0,0.00695767,0,0,0.0540471,0.0378614,0.0410799,0.0177047,0.021924,0.0389676,0.0450853,0.0337188,0.0394494,0.0352725,0.0284691,0.0353615,0.0314627,0.026574,0.0368712,0.0216368,0.0512895,0.0112486,0.0477327,0,0.0290038,0.0378596,0,0,0.0117292,0,0,0.0291343,0.0473469,0.0439676,0.0117902,0.0222827,0.0349935,0.0477551,0.0430692,0.0683443,0.0607707,0.0372406,0.0733806,0.0510882,0.0409412,0.0359913,0.0463869,0.0147271,0.0560883,0.0691293,0,0,0,0,0,0.0158306,0.067205,0.0265937,0.0387579,0.0121414
