Timestep,BBL,BBR,BFBL,BFBR,BFTL,BFTR,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,R5FT,R5HD,RANK,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTOE,RUPA,RWRA,STRN,T10,x70,x71,x72,x73,x74,LWRB,RTIBP,LASI,RASI,RWRB
1615,0,0,0,0,0,0,0.0498154,0.0426549,0,0,0,0.0124524,0,0.0540749,0,0,0.0284718,0,0,0.0413196,0.0565274,0.0326571,0.0374544,0.0205075,0.0808802,0.0354207,0.0230224,0.0428492,0.0527956,0.0346357,0.0385739,0.0364479,0.0282622,0.0301488,0.0433253,0.0441475,0.00954317,0.0121715,0,0.0388574,0.0509231,0,0,0.0396058,0,0,0.023877,0.0659327,0.0262626,0.0364091,0.0355852,0.075999,0.0389455,0.035859,0.0692392,0.0725541,0.0444598,0.0597296,0.034802,0.0251782,0.0339937,0.0410821,0.00811902,0,0.0420068,0,0,0,0,0,0.00845191,0,0,0,0.00769929
1616,0,0,0,0,0,0,0.0549669,0.0388917,0,0,0,0.0136249,0,0.0571866,0,0,0.0285035,0,0,0.0422194,0.0569442,0.0363261,0.040493,0.0206601,0.0836136,0.0322098,0.0221782,0.0426159,0.0532107,0.0351842,0.039597,0.0372434,0.0301973,0.0321802,0.0461798,0.0415182,0.00985967,0.0132162,0,0.0420023,0.053924,0,0,0.0408151,0,0,0.024583,0.0671889,0.027521,0.0391292,0.0346135,0.0784201,0.0362814,0.0355485,0.0693242,0.0726999,0.0447741,0.0608666,0.0355592,0.0265272,0.0364498,0.0391717,0.00820388,0.0591384,0.0434498,0,0,0,0,0,0.0081597,0,0,0,0.00807648
1617,0,0,0,0,0,0,0.0568209,0.0389046,0,0,0,0.0153499,0,0.059995,0,0,0.0284888,0,0,0.0419363,0.0571929,0.0400978,0.0432201,0.0203268,0.0852901,0.0314066,0.0211791,0.0429039,0.054079,0.0355953,0.040673,0.0380109,0.0317226,0.0337044,0.0484955,0.0417621,0.00997274,0.0144723,0,0.0444217,0.0550254,0,0,0.0406996,0,0,0.0247548,0.0686622,0.0289492,0.0414275,0.0337015,0.0799356,0.0359201,0.0358169,0.0698197,0.0734698,0.0457992,0.0613756,0.0364642,0.0276451,0.0387251,0.0396009,0.00823249,0.0601339,0.0426033,0,0,0,0,0,0.00787397,0,0,0,0.00788264
1618,0,0,0,0,0,0,0.0585983,0.0390527,0,0,0,0.0173714,0,0.0628966,0,0,0.0284542,0,0,0.0417401,0.0574903,0.0441474,0.0457271,0.0200223,0.0870975,0.0303769,0.0203773,0.04336,0.0550009,0.0359686,0.0414911,0.0386309,0.0331777,0.0351345,0.0508706,0.0420497,0.00962589,0.0162718,0,0.0470094,0.0562729,0,0,0.0405447,0,0,0.0246825,0.0699785,0.0309562,0.0437616,0.0328906,0.0815852,0.0353875,0.0361512,0.0703404,0.0742289,0.0468352,0.061818,0.0372651,0.0286226,0.0410273,0.0399916,0.00829558,0.0608067,0.0418345,0,0,0,0,0,0.00804804,0,0,0,0.00761934
1619,0,0,0,0,0,0,0.0615224,0.0400012,0,0,0,0.02055,0,0.0667526,0,0,0.0285921,0,0,0.0414376,0.0578659,0.0496142,0.0478513,0.019531,0.0902474,0.0279738,0.0201467,0.0441346,0.0560223,0.036199,0.0420761,0.0388071,0.0346697,0.0366823,0.0537101,0.0429616,0.00914264,0.0190633,0,0.0505184,0.058431,0,0,0.0404354,0,0,0.0243951,0.0707789,0.0344317,0.0467894,0.0325527,0.0848778,0.0337046,0.0367063,0.0709158,0.0750452,0.0478362,0.0625159,0.0378761,0.0297074,0.0437515,0.0410057,0.00859804,0.0613976,0.0408913,0,0,0,0,0,0.00822991,0,0,0,0.00695045
1620,0,0,0,0,0,0,0.0623656,0.0400682,0,0,0,0.0220455,0,0.0687033,0,0,0.0287304,0,0,0.0415917,0.0585206,0.0524474,0.0504859,0.0199089,0.0913405,0.0278439,0.019138,0.0439957,0.0566565,0.0367667,0.0428296,0.0394514,0.0356841,0.0377913,0.0550484,0.0430305,0.00903228,0.020871,0,0.0525268,0.0592027,0,0,0.040642,0,0,0.0243449,0.0724508,0.0363644,0.0488415,0.0320636,0.0859074,0.0336087,0.03657,0.0708416,0.0753666,0.0484935,0.0635422,0.0383635,0.0304612,0.0455301,0.0410369,0.00853001,0.0622179,0.0402925,0,0,0,0,0,0.00840575,0,0,0,0.00690983
1621,0,0,0,0,0,0,0.0592203,0.0372767,0,0,0,0.0125228,0,0.0623806,0,0,0.0165388,0,0,0.049042,0.0689371,0.0456068,0.0538367,0.0191803,0.0889506,0.0390115,0.026197,0.0471703,0.0619817,0.0420696,0.0501356,0.0435362,0.0401583,0.0442468,0.0540328,0.0476582,0.011342,0.0302233,0,0.058989,0.0475855,0,0,0.0491607,0,0,0.0246502,0.0679112,0.0433855,0.0486247,0.0313824,0.0795214,0.0454474,0.0320893,0.0716402,0.0713804,0.0406952,0.0667798,0.0361569,0.0318959,0.0441306,0.0361982,0.0152414,0.0643447,0.0454948,0,0,0,0,0,0.0128276,0,0,0,0
1622,0,0,0,0,0,0,0.0637726,0.039787,0,0,0,0.0243008,0,0.0712866,0,0,0.0282705,0,0,0.0418221,0.0600482,0.0563477,0.0559026,0.0200069,0.093126,0.0280869,0.0171799,0.0440798,0.0581201,0.0382223,0.044044,0.0401238,0.03722,0.0399092,0.0572232,0.0430285,0.00930499,0.0238972,0,0.0555182,0.0601084,0,0,0.0408608,0,0,0.0241241,0.0758027,0.0392687,0.0523988,0.0311257,0.0874357,0.0344465,0.0363799,0.0708131,0.0759754,0.0495745,0.0643074,0.0392978,0.0315801,0.0484375,0.0410915,0.00822081,0.0634296,0.0393236,0,0,0,0,0,0.00880391,0,0,0,0.00704699
1623,0,0,0,0,0,0,0.0976753,0.0856623,0,0,0,0.0708947,0,0.0860893,0,0,0.0587915,0,0,0.114789,0.1348,0.0838282,0.0921935,0.0769801,0.125121,0.100129,0.0956651,0.104089,0.118702,0.0998905,0.112804,0.098618,0.102537,0.10928,0.0997992,0.108671,0.0862207,0.10567,0,0.127781,0.0482592,0,0,0.124304,0,0,0.0844001,0.048127,0.115632,0.0909453,0.0866937,0.099922,0.1078,0.0733707,0.112914,0.0866977,0.0520935,0.114717,0.0797391,0.0881169,0.0939838,0.0858343,0.093663,0.10381,0.0985846,0,0,0,0,0,0.0883086,0,0,0,0.0881425
1624,0,0,0,0,0,0,0.0757658,0.0565881,0,0,0,0.0360646,0,0.069178,0,0,0.0241508,0,0,0.0810444,0.103189,0.0616349,0.0707685,0.0440471,0.106341,0.0678576,0.0613258,0.0735844,0.0896269,0.069918,0.0809857,0.0677402,0.0712744,0.0777515,0.0728467,0.0771949,0.049015,0.0712417,0,0.0963953,0.0358934,0,0,0.088673,0,0,0.0496167,0.0508322,0.0831059,0.0674762,0.0546369,0.0870802,0.0754066,0.044554,0.0879125,0.0706486,0.0304214,0.0880444,0.0513782,0.0570122,0.0671088,0.056633,0.0556077,0.0790988,0.0690615,0,0,0,0,0,0.0513399,0,0,0,0.0502372
1625,0,0,0,0,0,0,0.0653846,0.0371722,0,0,0,0.0286556,0,0.0749252,0,0,0.0210198,0,0,0.0428768,0.0629507,0.0618093,0.0595954,0.0209209,0.0944081,0.0288183,0.0156462,0.0433452,0.0588249,0.0396742,0.0451908,0.0407471,0.0399841,0.0427198,0.060973,0.0417099,0.0153223,0.0273939,0,0.0585346,0.060778,0,0,0.0381693,0,0,0.0259473,0.0785249,0.0411279,0.054593,0.0261749,0.0884459,0.0356607,0.0344916,0.0686125,0.0735305,0.0483167,0,0.0456297,0.0376727,0.0538411,0.039073,0.00735494,0.0631884,0.0402578,0,0,0,0,0,0,0,0,0,0
1626,0,0,0,0,0,0,0.0602302,0.0424473,0,0,0,0.0275742,0,0.0735501,0,0,0.0268204,0,0,0.0409475,0.0642432,0.0602462,0.0618226,0.0207546,0.0930527,0.0341287,0.0145706,0.0432251,0.0596749,0.0408682,0.0454725,0.040364,0.0396613,0.0425462,0.0602215,0.0459716,0.00913532,0.0270062,0,0.0578405,0.0572854,0,0,0.0396747,0,0,0.0234966,0.0806688,0.040417,0.0550654,0.0259749,0.0871614,0.0389536,0.0339204,0.0684204,0.0737336,0.0488238,0,0.0454836,0.0373267,0.0533181,0.0425096,0.00767684,0,0.035802,0,0,0,0,0,0.00901177,0,0,0,0.00667077
1627,0,0,0,0,0,0,0.0595245,0.0420228,0,0,0,0.0273394,0,0.0729586,0,0,0.0264779,0,0,0.0411569,0.065059,0.059154,0.0632883,0.0213172,0.0926606,0.0354413,0.0134964,0.0425306,0.0596756,0.0416892,0.045536,0.04035,0.0396144,0.0425845,0.060126,0.0456323,0.00958826,0.0271018,0,0.0576157,0.0566968,0,0,0.0391258,0,0,0.0237529,0.0827692,0.040082,0.0552657,0.0257857,0.0868585,0.0401129,0.0331501,0.0676479,0.0733071,0.0488564,0,0.0456995,0.0373062,0.0533089,0.0418403,0.00763548,0,0.0357991,0,0,0,0,0,0.00909122,0,0,0,0.0069796
1628,0,0,0,0,0,0,0.0684023,0.0452234,0,0,0,0.047433,0,0.0850517,0,0,0.0475502,0,0,0.0376647,0.0515148,0.0696658,0.0690204,0.038334,0.0942146,0.0296355,0.00908972,0.0389918,0.0527285,0.0414307,0.040153,0.0442663,0.0401183,0.0387596,0.0701964,0.0367562,0.0279662,0.021826,0,0.0490947,0.076111,0,0,0.0221567,0,0,0.0387534,0.100155,0.0307969,0.0602916,0.0351579,0.0950135,0.0317688,0.0445941,0.0659736,0.0822284,0.0659459,0,0.0573221,0.0453267,0.0614706,0.0474429,0.0230865,0.0671961,0.0384918,0,0,0,0,0,0.0261783,0,0,0,0.0275589
1629,0,0,0,0,0,0,0.0982807,0.0847917,0,0,0,0.0671157,0,0.08993,0,0,0.0582652,0,0,0.113512,0.135366,0.0895492,0.0954376,0.0750585,0.127246,0.100468,0.0928974,0.10304,0.119457,0.099804,0.11345,0.0981612,0.103992,0.110702,0.0955597,0.10881,0.0850516,0.106566,0,0.12896,0.0493051,0,0,0.121037,0,0,0.082222,0.0538943,0.116052,0.0935031,0.0844126,0.102728,0.107343,0.0743406,0.113638,0.0858619,0.0510189,0,0.0824147,0.0895779,0.0974102,0.0834565,0.0904078,0.106564,0.0979254,0,0,0,0,0,0.0866898,0,0,0,0
1630,0,0,0,0,0,0,0.0720493,0.0496575,0,0,0,0.0560256,0,0.0900388,0,0,0.0506024,0,0,0.03689,0.0489707,0.0743813,0.0748346,0.0453036,0.0968877,0.0336529,0.0167263,0.0427616,0.054193,0.0443172,0.0412286,0.0482288,0.0424857,0.0395429,0.074862,0.0363426,0.0406054,0.0234411,0,0.0467307,0.0835686,0,0,0.0151497,0,0,0.0465778,0.107882,0.0295292,0.0656937,0.0405636,0.0994408,0.0342093,0.0513432,0.0689597,0.0885035,0.0741233,0,0.0628474,0.0502039,0.0644512,0.0529503,0.0323575,0.0705668,0.0405942,0,0,0,0,0,0,0,0,0,0
1631,0,0,0,0,0,0,0.0545985,0.0469454,0,0,0,0.0315372,0,0.0707498,0,0,0.0322457,0,0,0.0380402,0.0653786,0.0574371,0.0704135,0.0266796,0.094008,0.0425351,0.0149145,0.0530693,0.0648517,0.037999,0.0537317,0.049639,0.0415346,0.0433371,0.053799,0.0505313,0.0195074,0.0273455,0,0.0540026,0.0555112,0,0,0.0360822,0,0,0.0256453,0.084847,0.037887,0.0610707,0.0179318,0.0878874,0.0484682,0.0433327,0.0790636,0.0843346,0.0570028,0,0.0496535,0.041559,0.0476737,0.0471284,0.0195518,0.0777693,0.0293811,0,0,0,0,0,0.019027,0,0,0,0
1632,0,0,0,0,0,0,0.0680323,0.040138,0,0,0,0.0413886,0,0.0818932,0,0,0.0392237,0,0,0.0377529,0.0582537,0.0668665,0.0695181,0.030822,0.0970086,0.0291119,0.00392138,0.037985,0.0545119,0.0423574,0.039822,0.0396232,0.0399532,0.0403403,0.0682882,0.0378564,0.0188501,0.0234551,0,0.0539315,0.0703752,0,0,0.0293411,0,0,0.0315298,0.0947955,0.0362547,0.0607595,0.0306943,0.0949719,0.0326402,0.0373345,0.0641813,0.0764658,0.0581192,0,0.0523616,0.0415986,0.0580314,0.0429439,0.0145022,0.0656718,0.0383018,0,0,0,0,0,0.0180708,0,0,0,0.0188946
1633,0,0,0,0,0,0,0.0840516,0.0695102,0,0,0,0.0799655,0,0.10631,0,0,0.0802536,0,0,0.0491662,0.0446706,0.0900614,0.0886862,0.067314,0.105487,0.0480071,0.0396999,0.0552428,0.0605324,0.059169,0.0509485,0.0634851,0.05631,0.0502337,0.0925596,0.0514163,0.0615779,0.0395224,0,0.0485125,0.103645,0,0,0.0265189,0,0,0.067926,0.128045,0.0375474,0.0801842,0.0610953,0.113523,0.0471052,0.0709397,0.078899,0.105433,0.096056,0,0.0817403,0.0681468,0.0793656,0.0728906,0.0579814,0.0847314,0.0512877,0,0,0,0,0,0.0605918,0,0,0,0.0615997
1634,0,0,0,0,0,0,0.0858121,0.0727136,0,0,0,0.0827017,0,0.107498,0,0,0.0834998,0,0,0.0501213,0.0460039,0.0910338,0.0910298,0.0696785,0.108016,0.0502883,0.0425946,0.0582169,0.0632196,0.0617562,0.0522984,0.0652241,0.057471,0.0509564,0.0941479,0.0547763,0.0650529,0.040838,0,0.0482747,0.106094,0,0,0.0295184,0,0,0.0702445,0.130844,0.0381546,0.0833127,0.0638273,0.116108,0.0495216,0.0734554,0.0809568,0.108177,0.0990072,0,0.0835194,0.069837,0.07997,0.076039,0.0610351,0.0877168,0.0519781,0,0,0,0,0,0.0639265,0,0,0,0.0647468
1635,0,0,0,0,0,0,0.0694526,0.0442083,0,0,0,0.0454928,0,0.0827316,0,0,0.0451389,0,0,0.0343761,0.0561665,0.0670122,0.0720485,0.0338597,0.0998522,0.0297996,0.00607177,0.0397924,0.0554079,0.044099,0.0378489,0.0395335,0.0385328,0.0378038,0.0689242,0.0394826,0.0250957,0.0196871,0,0.050548,0.0742713,0,0,0.0264764,0,0,0.0335701,0.0995018,0.0323438,0.0647439,0.0339973,0.0985232,0.0336,0.0407839,0.0652588,0.0801698,0.0631953,0,0.0541179,0.0426096,0.0566867,0.0471059,0.0194176,0.0688557,0.0365466,0,0,0,0,0,0.0237001,0,0,0,0.0241104
1636,0,0,0,0,0,0,0.0839294,0.0683893,0,0,0,0.0770401,0,0.10251,0,0,0.0785307,0,0,0.0449494,0.047527,0.0855562,0.0892085,0.0640289,0.108425,0.0450095,0.0375383,0.0540501,0.0616854,0.0600044,0.0464553,0.058735,0.0520852,0.0462007,0.089975,0.0521304,0.0597366,0.0348491,0,0.0468432,0.101723,0,0,0.0274928,0,0,0.0643616,0.127099,0.0343338,0.0814526,0.0601205,0.115191,0.0450038,0.0673446,0.0758713,0.102919,0.0935911,0,0.0780061,0.0643168,0.0743199,0.0716747,0.054755,0.0841807,0.0481178,0,0,0,0,0,0.0580298,0,0,0,0.0593287
1637,0,0,0,0,0,0,0.0983585,0.0888856,0,0,0,0.101912,0,0.122312,0,0,0.103194,0,0,0.0664754,0.0499241,0.105219,0.103532,0.0884172,0.116694,0.0657839,0.0610042,0.0718936,0.0732635,0.0767417,0.0659501,0.0807315,0.0727189,0.0654973,0.110946,0.0690867,0.0854732,0.0579136,0,0.0590914,0.122417,0,0,0.0463002,0,0,0.0901589,0.147034,0.0527543,0.0962143,0.0816582,0.128456,0.0642792,0.0899701,0.0912556,0.122792,0.116574,0,0.100968,0.0868666,0.0943999,0.0921548,0.0812168,0.100346,0.0659736,0,0,0,0,0,0.0835812,0,0,0,0.0856137
1638,0,0,0,0,0,0,0.0659309,0.0369063,0,0,0,0.0317401,0,0.0761578,0,0,0.0286015,0,0,0.0410582,0.0644892,0.0622644,0.0658907,0.0223958,0.0991096,0.035081,0.0119263,0.0428755,0.0589687,0.0415881,0.0457307,0.0396268,0.0423686,0.0449688,0.0618355,0.0433102,0.00945559,0.0285086,0,0.0595696,0.0597089,0,0,0.0367377,0,0,0.0228605,0.0833523,0.0422999,0.0600999,0.0250119,0.0937308,0.0413863,0.0327063,0.0673626,0.0723169,0.0482442,0,0.0480453,0.0395257,0.0519706,0.0382292,0.00692306,0.06678,0.0394951,0,0,0,0,0,0.00906768,0,0,0,0
1639,0,0,0,0,0,0,0.0540183,0.0806321,0,0,0,0.0630974,0,0.0720886,0,0,0.0710533,0,0,0.0334948,0.0659448,0.0564108,0.0948569,0.0553231,0.108141,0.0659362,0.0393711,0.0789581,0.0838194,0.0546138,0.0663926,0.0683704,0.045216,0.041335,0.0542004,0.074985,0.0581576,0.0308647,0,0.030268,0.07768,0,0,0.038,0,0,0.0476524,0.110114,0.0241465,0.0849474,0.0410458,0.107132,0.0711008,0.0718421,0.1028,0.115539,0.0901682,0,0.0658467,0.0557726,0.0399735,0.0812118,0.0522814,0.108755,0.0166848,0,0,0,0,0,0.0562053,0,0,0,0.0449059
1640,0,0,0,0,0,0,0.0838235,0.0615711,0,0,0,0.0411912,0,0.0777887,0,0,0.0319905,0,0,0.0907203,0.111638,0.0739309,0.0779368,0.0506355,0.114119,0.0793396,0.0671148,0.079572,0.0962729,0.0765848,0.0896943,0.0755415,0.0826752,0.0888747,0.0726868,0.0842267,0.0586242,0.0822082,0,0.104499,0.0391457,0,0,0.0944833,0,0,0.056453,0.0516754,0.0906787,0.0752194,0.0602567,0.094571,0.0864448,0.0523481,0.0930226,0.0689365,0.0290804,0,0.0621117,0.0667289,0.0778954,0.062404,0.0653453,0.0866226,0.0789071,0,0,0,0,0,0.0612183,0,0,0,0.0611749
1641,0,0,0,0,0,0,0.0696964,0.0513352,0,0,0,0.0555987,0,0.0860976,0,0,0.0565761,0,0,0.0355829,0.0484278,0.0688002,0.0744014,0.0447006,0.100608,0.0364873,0.0165689,0.0435626,0.0546671,0.0457932,0.0394959,0.0450222,0.0410422,0.0385208,0.0730608,0.0414474,0.0366493,0.0163996,0,0.0438142,0.0803946,0,0,0.0190453,0,0,0.0424258,0.106045,0.026764,0.0675383,0.0398965,0.102682,0.0389216,0.0495494,0.0689986,0.0875239,0.0727462,0,0.062988,0.050146,0.0563344,0.0537309,0.0310972,0.0742419,0.0366535,0,0,0,0,0,0.0347533,0,0,0,0.0341353
1642,0,0,0,0,0,0,0.117179,0.102903,0,0,0,0.0864107,0,0.106732,0,0,0.0795938,0,0,0.137795,0.152997,0.108885,0.10776,0.0953109,0.140101,0.123114,0.112044,0.121163,0.136257,0.116754,0.134031,0.119454,0.126138,0.133159,0.107862,0.127319,0.109123,0.129351,0,0.147184,0.0657264,0,0,0.141213,0,0,0.104707,0.057786,0.134529,0.107048,0.104105,0.114644,0.13001,0.0939395,0.129812,0.0964147,0.0662113,0,0.100424,0.108254,0.119099,0.103456,0.116654,0.121702,0.11977,0,0,0,0,0,0.111406,0,0,0,0.112941
1643,0,0,0,0,0,0,0.0648599,0.0374877,0,0,0,0.0309017,0,0.0737066,0,0,0.0281827,0,0,0.0413962,0.0634541,0.0590918,0.0639489,0.0229708,0.0993032,0.0374116,0.0115514,0.0427665,0.058185,0.0407227,0.0446976,0.0389303,0.0418173,0.0450271,0.059545,0.0428383,0.00978831,0.0265162,0,0.0568136,0.0588151,0,0,0.0369876,0,0,0.0191575,0.0820561,0.0400395,0.0593428,0.0250519,0.0943157,0.0430533,0.0328497,0.0672674,0.0717187,0.0478048,0,0.0485618,0.0398563,0.048237,0.039103,0.00826103,0.0671749,0.0391651,0,0,0,0,0,0.00920596,0,0,0,0.00653742
1644,0,0,0,0,0,0,0.0647888,0.0375256,0,0,0,0.0309182,0,0.0735725,0,0,0.0277579,0,0,0.0414503,0.0632014,0.0588505,0.0632071,0.0226965,0.0996429,0.0376962,0.0119998,0.0429287,0.0581311,0.0405473,0.0446723,0.0387699,0.0419625,0.0451277,0.0592842,0.0428412,0.00991307,0.0264935,0,0.0565733,0.0588054,0,0,0.0368835,0,0,0.0191643,0.0816115,0.0399775,0.0593088,0.0249848,0.0947613,0.0433285,0.033104,0.0674877,0.0717738,0.0477371,0,0.0487513,0.0400416,0.0477614,0.039171,0.00831758,0.0672235,0.0391224,0,0,0,0,0,0.00916361,0,0,0,0.00662782
1645,0,0,0,0,0,0,0.0650796,0.0365411,0,0,0,0.0308761,0,0.0731662,0,0,0.0222384,0,0,0.0428497,0.0629702,0.0584541,0.0627447,0.0227317,0.0995904,0.0374252,0.0124177,0.042933,0.0579848,0.0404317,0.0445599,0.0386008,0.0421888,0.0450584,0.0589762,0.0416464,0.015755,0.0264833,0,0.0562371,0.0597414,0,0,0.0370141,0,0,0.01942,0.0814377,0.0398291,0.0591149,0.024964,0.0947515,0.0434569,0.0332278,0.067597,0.0717783,0.0477352,0,0.0490113,0.0403362,0.047339,0.0397189,0.0079386,0.066519,0.0393928,0,0,0,0,0,0,0,0,0,0.00695187
1646,0,0,0,0,0,0,0.0649445,0.037725,0,0,0,0.0311086,0,0.0730905,0,0,0.0282241,0,0,0.041685,0.0627952,0.058807,0.0621778,0.0224673,0.100133,0.0385199,0.0130146,0.0433163,0.05804,0.039912,0.0446955,0.0385141,0.0426314,0.0452947,0.0589829,0.0431122,0.00951369,0.0267998,0,0.0562219,0.0590351,0,0,0.037052,0,0,0.0203454,0.080693,0.0401617,0.0594478,0.0247702,0.0952087,0.0432882,0.0336758,0.0680753,0.0719835,0.0477042,0,0.0494772,0.0408314,0.0471783,0.039514,0.00829073,0.0670253,0.0388581,0,0,0,0,0,0.00856331,0,0,0,0.00696781
1647,0,0,0,0,0,0,0.064188,0.0375146,0,0,0,0.0300485,0,0.0710095,0,0,0.0279203,0,0,0.0416356,0.0634877,0.056059,0.0627424,0.022759,0.099188,0.0399835,0.0121572,0.0423765,0.0580021,0.0404061,0.0441941,0.0379312,0.0418766,0.0445794,0.0579917,0.0430447,0.00992339,0.0263716,0,0.0546746,0.0582061,0,0,0.0369698,0,0,0.0207742,0.0816963,0.0386104,0.0590578,0.025089,0.0936967,0.0443411,0.0326669,0.0672113,0.071235,0.0473094,0,0.0492815,0.0403396,0.0460793,0.0393856,0.00782236,0.0673502,0.0390049,0,0,0,0,0,0.0088393,0,0,0,0.00770907
1648,0,0,0,0,0,0,0.065424,0.0371978,0,0,0,0.030839,0,0.0719914,0,0,0.0278471,0,0,0.0414743,0.0631386,0.0577102,0.0618426,0.0222485,0.100253,0.0393509,0.0131243,0.0432127,0.0581037,0.0394484,0.044592,0.0381206,0.0425709,0.0452968,0.0584648,0.0437881,0.00914715,0.0271427,0,0.0554493,0.0585671,0,0,0.0361172,0,0,0.0227395,0.0803364,0.0399492,0.0595893,0.0246602,0.0949742,0.0436332,0.0335403,0.0681307,0.07171,0.0473382,0,0.0500343,0.041096,0.0464424,0.0384629,0.00638802,0.0671809,0.0393562,0,0,0,0,0,0.00866465,0,0,0,0
1649,0,0,0,0,0,0,0.0638569,0.0372513,0,0,0,0.0301464,0,0.0704028,0,0,0.0278503,0,0,0.0414774,0.063449,0.055253,0.0623917,0.0229528,0.0990326,0.0408836,0.0121598,0.0423517,0.0577894,0.040032,0.0443914,0.038149,0.0419961,0.0446735,0.0576622,0.0433019,0.00920801,0.0265233,0,0.0540188,0.0579369,0,0,0.0368531,0,0,0.020978,0.0814881,0.0384009,0.0588201,0.0245963,0.0934564,0.0447484,0.0329372,0.0674347,0.071233,0.0472932,0,0.0502535,0.0410501,0.045622,0.0394869,0.00806877,0.0674632,0.0389752,0,0,0,0,0,0.00884265,0,0,0,0.00807963
1650,0,0,0,0,0,0,0.0661949,0.0373788,0,0,0,0.0316869,0,0.072711,0,0,0.0283502,0,0,0.0409389,0.0628273,0.0591628,0.0612181,0.0218184,0.101527,0.0386453,0.0138039,0.0438774,0.0581592,0.0388998,0.0448539,0.0382491,0.0429884,0.0456126,0.0589698,0.0443746,0.0084757,0.0278157,0,0.0559374,0.0593626,0,0,0.0360983,0,0,0.0221476,0.0795035,0.041101,0.0601862,0.024336,0.0967527,0.0426938,0.034433,0.0687697,0.0721244,0.0475835,0,0.0509494,0.042039,0.0466936,0.0388323,0.00701202,0.0668108,0.0390896,0,0,0,0,0,0.00872899,0,0,0,0
1651,0,0,0,0,0,0,0.065003,0.0370582,0,0,0,0.0310637,0,0.0712157,0,0,0.0282993,0,0,0.040753,0.0631275,0.0566218,0.0619418,0.0224703,0.10018,0.040196,0.0125374,0.0429918,0.057932,0.0395995,0.0443727,0.0380698,0.0422385,0.0449181,0.0584215,0.0439986,0.00880445,0.0271383,0,0.0545807,0.0585263,0,0,0.0354715,0,0,0.021143,0.0809248,0.0395599,0.0596531,0.0243849,0.0954693,0.0438031,0.0337799,0.0680197,0.0717895,0.0477184,0,0.0510764,0.0419368,0.04594,0.0381763,0.00694454,0.0665219,0.0393251,0,0,0,0,0,0.00902421,0,0,0,0
1652,0,0,0,0,0,0,0.0647612,0.0375223,0,0,0,0.0311307,0,0.0711637,0,0,0.0284961,0,0,0.0407534,0.0631195,0.0566236,0.0621961,0.0224613,0.100545,0.0401229,0.0123926,0.0429859,0.0579794,0.0395918,0.0444168,0.0380999,0.0423231,0.0449869,0.0585025,0.0438365,0.00866341,0.0273871,0,0.0545524,0.0587359,0,0,0.0365121,0,0,0.0203116,0.0810334,0.0398694,0.0598716,0.0242618,0.0957225,0.0434938,0.0339186,0.0685226,0.0719426,0.0478938,0,0.0514179,0.0422756,0.0460216,0.0395152,0.00962307,0.0665793,0.0388437,0,0,0,0,0,0.0090498,0,0,0,0.00765245
1653,0,0,0,0,0,0,0.0664815,0.039997,0,0,0,0.0165716,0,0.066119,0,0,0.00656535,0,0,0.0582121,0.0816797,0.0558008,0.0628425,0.0224079,0.102427,0.0544102,0.0338836,0.0540707,0.0703704,0.0492788,0.0603818,0.0491918,0.0549344,0.059615,0.0538066,0.0569285,0.0242781,0.0502229,0,0.0707391,0.0426818,0,0,0.0578146,0,0,0.0270293,0.0649492,0.0574227,0.0604201,0.0299492,0.0910604,0.0592073,0.0329664,0.0755501,0.0645537,0.0300572,0,0.0485893,0.0454843,0.0542814,0.0397463,0.0239622,0.070353,0.0520256,0,0,0,0,0,0.0226857,0,0,0,0.0292206
1654,0,0,0,0,0,0,0.0657983,0.0373381,0,0,0,0.0321847,0,0.0726875,0,0,0.0283663,0,0,0.0411135,0.0630893,0.0590469,0.0622104,0.0217607,0.102243,0.0386151,0.012845,0.0438479,0.0583524,0.0389245,0.0448049,0.0382205,0.0432548,0.0456403,0.0597276,0.0441917,0.00890134,0.0284528,0,0.0555205,0.059498,0,0,0.0345622,0,0,0.0195792,0.0802355,0.0418378,0.0611778,0.0239159,0.0972956,0.04242,0.0347123,0.0701309,0.0724776,0.0481473,0,0.0523979,0.043411,0.0472035,0.0386717,0.00910188,0.0661944,0.0391162,0,0,0,0,0,0.00957202,0,0,0,0
