Timestep,BBL,BBR,BFBL,BFBR,BFTL,BFTR,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RUPA,RWRA,STRN,T10,x70,x71,x72,x74,LTHI,RTOE,x73,RTHI,RWRB,LASI,RASI,
29,0,0,0,0,0,0,0.0417729,0.0268727,0,0,0,0.0262536,0,0.0368888,0,0,0.0153221,0,0,0.0373024,0.0436407,0.0321053,0.0147147,0.0258765,0.0537932,0.0352017,0.0416428,0.0426419,0.0328807,0.0314299,0.0292236,0.0196378,0.0230743,0.0416659,0.0472678,0.0163409,0,0.0314242,0,0.0283815,0.0438099,0,0,0.0176584,0,0,0.021119,0.0572455,0.0512438,0.0119287,0.0388325,0.0548115,0.0522858,0.0606256,0.0558445,0.0237988,0.0590921,0.0377415,0.0398696,0.0737721,0.0353143,0.00743707,0.0419646,0.0656544,0,0,0,0,0.0288385,0.0556491,0,0.0285561,0.00314851,0,0,0
30,0,0,0,0,0,0,0.0412528,0.0272113,0,0,0,0.0263557,0,0.036904,0,0,0.0146856,0,0,0.0460945,0.0435124,0.0321481,0.0151501,0.0257171,0.053649,0.0346546,0.0417476,0.0425996,0.0326514,0.0315436,0.0293202,0.0197929,0.0231954,0.041809,0.0465985,0.0113169,0.010278,0.0315753,0,0.0281925,0.0445601,0,0,0.017226,0,0,0.0210241,0.0570585,0.051119,0.0119749,0.038554,0.0543734,0.0517765,0.060663,0.0559096,0.0238799,0.0593712,0.0382664,0.0402378,0.0740634,0.0353037,0.00784907,0.0424906,0.0657857,0,0,0,0,0.0286262,0.0557469,0,0.0286294,0.0032233,0,0,0
31,0,0,0,0,0,0,0.0410314,0.0273249,0,0,0,0.0264792,0,0.0369514,0,0,0.0147541,0,0,0.0463262,0.0432965,0.0322093,0.0154979,0.0254954,0.0535137,0.0340117,0.0418562,0.0425349,0.0323527,0.0314978,0.0294186,0.0199145,0.0233595,0.0419757,0.0465142,0.011378,0.0103009,0.0317539,0,0.0279669,0.0446128,0,0,0.016932,0,0,0.0210114,0.0569122,0.0508362,0.012075,0.0381962,0.0540453,0.0516491,0.0608892,0.0560304,0.0240257,0.0596551,0.0385209,0.0405969,0.0742593,0.0349957,0.00816001,0.0427854,0.0659342,0,0,0,0,0.0286596,0.0556651,0,0.0287253,0.00307811,0,0,0
32,0,0,0,0,0,0,0.040783,0.027352,0,0,0,0.0265819,0,0.0369791,0,0,0.0149067,0,0,0.0465638,0.0431021,0.0323492,0.0158402,0.025326,0.053199,0.0332821,0.0419677,0.0425651,0.0320119,0.0314927,0.0294583,0.0200139,0.0234656,0.0421526,0.0465318,0.0114299,0.0102833,0.0319201,0,0.0277614,0.0446389,0,0,0.0167702,0,0,0.021152,0.056812,0.0505792,0.0120947,0.0378209,0.0537158,0.0514143,0.0610415,0.0562578,0.0241519,0.0599835,0.0386551,0.0408358,0.0744272,0.034648,0.00835709,0.042964,0.0661754,0,0,0,0,0.028916,0.0555305,0,0.0288557,0.00295309,0,0,0
33,0,0,0,0,0,0,0.0392102,0.0272674,0,0,0,0.0265065,0,0.03795,0,0,0.0148804,0,0,0.0466946,0.0495888,0.0341942,0.00765027,0.0233297,0.0520824,0.0326789,0.0450079,0.0410177,0.0300115,0.0300458,0.0279856,0.0187656,0.0225906,0.0413695,0.0464318,0.0114274,0.0102849,0.0320076,0,0.0284715,0.044467,0,0,0.0166415,0,0,0.0212677,0.0523229,0.0521268,0.0123447,0.0378435,0.0540327,0.0513195,0.0626084,0.0563639,0.0223259,0.0598436,0.0391824,0.0408454,0.0744119,0.034262,0.00839554,0.0419252,0.0680765,0,0,0,0,0.0349699,0.0578878,0,0.0312301,0.00294614,0.0456544,0,0
34,0,0,0,0,0,0,0.0387709,0.0272827,0,0,0,0.0266567,0,0.0378602,0,0,0.0148396,0,0,0.0466219,0.0494593,0.0341032,0.00807545,0.0234265,0.0516651,0.0319867,0.0448303,0.0409512,0.0298942,0.0302609,0.0281096,0.0188904,0.0228225,0.0413319,0.0465129,0.0113804,0.0102671,0.0321004,0,0.0282044,0.0444999,0,0,0.0165214,0,0,0.0212922,0.0519102,0.051994,0.0122628,0.0373855,0.0535341,0.0509034,0.0626301,0.0564538,0.0223296,0.0601288,0.0394866,0.0410164,0.074628,0.0341743,0.0085163,0.0420246,0.0684382,0,0,0,0,0.0347482,0.0581116,0,0.0313131,0.00292206,0.0463083,0,0
35,0,0,0,0,0,0,0.0395126,0.0273822,0,0,0,0.0268245,0,0.0368968,0,0,0.0148333,0,0,0.0464035,0.0425742,0.0323944,0.016738,0.0248167,0.0519103,0.0309999,0.0421666,0.0426637,0.0310995,0.0319389,0.0296811,0.0202972,0.0238612,0.0426326,0.0467723,0.0112583,0.0103465,0.03223,0,0.0270987,0.044659,0,0,0.0164495,0,0,0.021084,0.0562906,0.0500914,0.0121798,0.0364391,0.0525994,0.0503392,0.061185,0.0567466,0.0244762,0.0606516,0.0392664,0.0414254,0.0749436,0.0343576,0.00884804,0.0430492,0.0672476,0,0,0,0,0.028493,0.0555755,0,0.0292236,0.00293814,0,0,0
36,0,0,0,0,0,0,0.0379579,0.0273693,0,0,0,0.0267932,0,0.0377605,0,0,0.01468,0,0,0.0464133,0.0488747,0.0341831,0.00832198,0.0230939,0.0506963,0.0305424,0.044822,0.0408329,0.0293306,0.030523,0.02832,0.0192014,0.0231229,0.0417483,0.046647,0.0110508,0.0105002,0.0322937,0,0.027716,0.0445271,0,0,0.0164751,0,0,0.0209311,0.0515833,0.0515912,0.0124747,0.0363614,0.0526494,0.050185,0.0628231,0.0564811,0.0226076,0.0605278,0.0398592,0.0417083,0.0750747,0.0342855,0.00907079,0.0418629,0.069228,0,0,0,0,0.0344573,0.0581763,0,0.0314116,0.00298333,0.045732,0,0
37,0,0,0,0,0,0,0.0387057,0.0275721,0,0,0,0.0269283,0,0.0367412,0,0,0.0146067,0,0,0.0462912,0.0422277,0.0322452,0.0170982,0.0243469,0.0507598,0.0295805,0.0423003,0.0428479,0.0306077,0.0321606,0.0298453,0.0205826,0.0240803,0.0428145,0.0469205,0.0109627,0.0106957,0.0323826,0,0.0266837,0.0446883,0,0,0.0164316,0,0,0.0210188,0.0559626,0.0495999,0.0122947,0.0353471,0.0515705,0.0493902,0.0614039,0.0569056,0.0247747,0.0612801,0.0396525,0.0419868,0.0753578,0.0346005,0.00948025,0.0428427,0.0681455,0,0,0,0,0.0281493,0.0556661,0,0.029771,0.0030788,0,0,0
38,0,0,0,0,0,0,0.0383548,0.0276925,0,0,0,0.0270033,0,0.0366683,0,0,0.0146196,0,0,0.0462956,0.0421392,0.0320919,0.0171358,0.0241018,0.0502149,0.0290196,0.0425892,0.0428978,0.0304156,0.0322441,0.0299259,0.0207096,0.0242186,0.0427481,0.047112,0.0109448,0.0106557,0.0324744,0,0.0265151,0.0447002,0,0,0.0163846,0,0,0.0211083,0.0557686,0.0494415,0.0123144,0.0348533,0.0510761,0.048882,0.0615077,0.0571902,0.0249619,0.0615409,0.0398475,0.0421772,0.0755101,0.0347753,0.00968379,0.0426931,0.0686697,0,0,0,0,0.0281022,0.0556841,0,0.0309705,0.00313889,0,0,0
39,0,0,0,0,0,0,0.0382031,0.0277103,0,0,0,0.0271087,0,0.0365879,0,0,0.0153039,0,0,0.0383362,0.0419972,0.0319913,0.0172794,0.0240056,0.0498887,0.0283507,0.042946,0.0428867,0.0301291,0.0324843,0.0299966,0.0208298,0.0243001,0.0426599,0.0479351,0.01612,0,0.0325197,0,0.0262657,0.044104,0,0,0.0164165,0,0,0.0210663,0.0555041,0.0492063,0.0124264,0.0342534,0.0508447,0.0487607,0.0616433,0.0574603,0.0253238,0.061672,0.040019,0.0423861,0.0756834,0.0347532,0.00971322,0.0423833,0.0691387,0,0,0,0,0.0280104,0.0557105,0,0.0314811,0.00310085,0,0,0
40,0,0,0,0,0,0,0.0376145,0.028142,0,0,0,0.0271935,0,0.0365786,0,0,0.014822,0,0,0.0464759,0.0418913,0.0319815,0.0175758,0.0240068,0.0490698,0.0281374,0.0427406,0.0429952,0.0297146,0.0325617,0.0301009,0.0209164,0.0243015,0.042564,0.047587,0.0109831,0.0101948,0.0325827,0,0.0260432,0.0446346,0,0,0.0158692,0,0,0.021299,0.0552467,0.0489289,0.0122432,0.0336284,0.050021,0.0479779,0.0618585,0.057568,0.0255093,0.0618522,0.0402202,0.042611,0.0758567,0.0352205,0.00989881,0.0423684,0.0697254,0,0,0,0,0.0279795,0.0558006,0,0.0314669,0.00352182,0,0,0
41,0,0,0,0,0,0,0.037208,0.0283347,0,0,0,0.0271968,0,0.0366409,0,0,0.0148713,0,0,0.0465203,0.0418164,0.0321195,0.0177926,0.0239394,0.0484792,0.02769,0.0428338,0.0432449,0.0293576,0.0325728,0.0302051,0.0210016,0.024471,0.0424515,0.0478499,0.0113476,0.00990254,0.0327835,0,0.0258987,0.0446187,0,0,0.0155704,0,0,0.0215982,0.0549746,0.0487109,0.012112,0.0329243,0.0494643,0.0475147,0.0622537,0.0577714,0.025555,0.0620702,0.0404244,0.042889,0.0760276,0.0354124,0.00987858,0.0421692,0.070256,0,0,0,0,0.0282429,0.0555869,0,0.0313824,0.00364162,0,0,0
42,0,0,0,0,0,0,0.0367312,0.0284771,0,0,0,0.0272188,0,0.0366499,0,0,0.0147921,0,0,0.046601,0.0415783,0.0321291,0.0177964,0.0235663,0.0480105,0.0272001,0.0432357,0.0435291,0.029083,0.0326932,0.0302097,0.0210912,0.0246707,0.0424716,0.0481688,0.0115361,0.00977014,0.0329382,0,0.0257676,0.0445385,0,0,0.0151453,0,0,0.021831,0.0546939,0.0486062,0.0119232,0.0322222,0.0489769,0.0470137,0.0628647,0.0580137,0.0255631,0.0623668,0.0407286,0.0432453,0.0762583,0.0354687,0.00982625,0.0419756,0.0707782,0,0,0,0,0.0284491,0.0555635,0,0.0314595,0.00378695,0,0,0
43,0,0,0,0,0,0,0.0362103,0.0286061,0,0,0,0.027313,0,0.0366029,0,0,0.0146275,0,0,0.0467321,0.0410836,0.0320586,0.0177392,0.0232253,0.0475239,0.0268177,0.0436696,0.0435496,0.0287907,0.0328437,0.0302507,0.0212093,0.0247846,0.0424814,0.0484424,0.0116603,0.00985545,0.0330503,0,0.0256359,0.0444403,0,0,0.0149639,0,0,0.0219713,0.0544166,0.0485311,0.0117537,0.0315112,0.0485621,0.0464766,0.0632477,0.0580954,0.025606,0.0627518,0.0410278,0.0435327,0.0764827,0.0355709,0.00980735,0.0418165,0.0713165,0,0,0,0,0.0284078,0.0556968,0,0.0314168,0.00360737,0,0,0
44,0,0,0,0,0,0,0.0356315,0.0287742,0,0,0,0.0273974,0,0.0365557,0,0,0.0144862,0,0,0.0468307,0.0407431,0.0320107,0.017853,0.0233159,0.0469723,0.0265648,0.0431177,0.0435559,0.0281907,0.0329052,0.0303007,0.0212507,0.0247513,0.0423423,0.0486508,0.0115848,0.0100255,0.0331924,0,0.0254662,0.0443927,0,0,0.0147934,0,0,0.0221297,0.0541345,0.0484893,0.0116189,0.0307674,0.048176,0.0458229,0.0635346,0.0583571,0.025675,0.0631653,0.0412636,0.0437418,0.0766877,0.0357113,0.00986431,0.0418227,0.0718164,0,0,0,0,0.0283718,0.0557199,0,0.0314276,0.00347186,0,0,0
45,0,0,0,0,0,0,0.0350757,0.0289611,0,0,0,0.0274682,0,0.0364896,0,0,0.0142658,0,0,0.0469477,0.0405149,0.0318744,0.0180437,0.0235408,0.046392,0.0263895,0.0421357,0.0436609,0.0275773,0.0329408,0.0303447,0.0211029,0.0245855,0.0420209,0.048875,0.011482,0.0103105,0.0333606,0,0.0252309,0.0444178,0,0,0.0144975,0,0,0.0223887,0.0538971,0.0484004,0.0115255,0.03003,0.0477181,0.0451392,0.063842,0.0586579,0.0257902,0.0634074,0.0414228,0.0439161,0.0768491,0.0358036,0.00993226,0.0418636,0.0719553,0,0,0,0,0.028273,0.0555336,0,0.0315232,0.00350322,0,0,0
46,0,0,0,0,0,0,0.0345653,0.0291103,0,0,0,0.0275576,0,0.0364417,0,0,0.0140411,0,0,0.0471162,0.0403153,0.03182,0.0180284,0.0234522,0.0460192,0.0263352,0.0418671,0.0436044,0.0271677,0.0329046,0.0302997,0.0210066,0.0246747,0.041759,0.0491284,0.0113345,0.0104312,0.0335086,0,0.0250185,0.0444073,0,0,0.0140816,0,0,0.0226575,0.0536167,0.0480092,0.0114889,0.0293876,0.0472741,0.044429,0.064162,0.0590497,0.025933,0.0635051,0.0416015,0.044145,0.0769458,0.0358611,0.00998717,0.0418769,0.0715389,0,0,0,0,0.0282264,0.0552851,0,0.0319709,0.00360293,0,0,0
47,0,0,0,0,0,0,0.0340503,0.0292791,0,0,0,0.0276837,0,0.0363762,0,0,0.0138894,0,0,0.047324,0.0400974,0.0317864,0.0179728,0.0233081,0.04558,0.0265149,0.0420975,0.0434787,0.0269139,0.0328447,0.0303197,0.021026,0.0248127,0.0415826,0.0494125,0.0114338,0.0104632,0.0336325,0,0.0247995,0.0443516,0,0,0.0136812,0,0,0.0230002,0.0532537,0.0475349,0.0114683,0.0286262,0.0468788,0.0437157,0.0643535,0.0595586,0.0261186,0.0634903,0.0417969,0.0443455,0.0770707,0.0359163,0.0101843,0.0418875,0.0715255,0,0,0,0,0.0283131,0.0551287,0,0.0325361,0.00380416,0,0,0
48,0,0,0,0,0,0,0.0335864,0.0294416,0,0,0,0.0278944,0,0.0363183,0,0,0.0137375,0,0,0.0475042,0.0398841,0.0317513,0.0179113,0.0232929,0.0450216,0.0266522,0.0425936,0.0433327,0.026649,0.0328522,0.030449,0.0210933,0.0247993,0.0413874,0.0497209,0.0115658,0.0105137,0.0337207,0,0.0245563,0.0442098,0,0,0.0131961,0,0,0.0233144,0.0528093,0.0472304,0.0114228,0.0278091,0.0463354,0.0430786,0.0646088,0.0598741,0.0262807,0.0637485,0.0419571,0.044507,0.077215,0.036049,0.0104893,0.0418831,0.0719008,0,0,0,0,0.0284271,0.0551445,0,0.0332949,0.00403702,0,0,0
49,0,0,0,0,0,0,0.0331102,0.0295767,0,0,0,0.0281445,0,0.0362359,0,0,0.0135876,0,0,0.0476618,0.0396495,0.0317778,0.017789,0.0233215,0.0445092,0.0268094,0.0427347,0.0432943,0.0262928,0.0329796,0.0305485,0.0211918,0.0246842,0.0411225,0.0499614,0.011744,0.0105961,0.0335121,0,0.0243375,0.0440002,0,0,0.0126086,0,0,0.0234373,0.0524009,0.047098,0.0112532,0.0269039,0.0458033,0.0425133,0.0649908,0.0603065,0.0263439,0.064055,0.0422121,0.0447678,0.0773077,0.0361972,0.0108135,0.0417996,0.0723233,0,0,0,0,0.0285158,0.0557639,0,0.033811,0.00413703,0,0,0
50,0,0,0,0,0,0,0.0319065,0.0297086,0,0,0,0.0287435,0,0.0367629,0,0,0.0134623,0,0,0.0479345,0.0440255,0.0338341,0.0100419,0.0231419,0.0432032,0.0271953,0.0441955,0.0407237,0.0258162,0.0320305,0.0297485,0.0209355,0.0250803,0.0408427,0.0499682,0.0119287,0.0106271,0.0331809,0,0.0247256,0.043867,0,0,0.0120634,0,0,0.0234745,0.0483224,0.0484396,0.0119092,0.0267594,0.0452126,0.0424178,0.066267,0.0599918,0.0244805,0.0643575,0.0432081,0.0453407,0.077883,0.0362119,0.0110491,0.0410493,0.0738162,0,0,0,0,0.0341392,0.0595971,0,0.0348316,0.00419601,0.0423974,0,0
51,0,0,0,0,0,0,0.0319002,0.0297795,0,0,0,0.0291431,0,0.0378197,0,0,0.0133989,0,0,0.0480853,0.0431016,0.0365468,0.0126932,0.0220332,0.0429431,0.0276047,0.0453238,0,0.0249836,0.0298743,0.027708,0.0194945,0.0244245,0.0407995,0.0503235,0.0118443,0.0107305,0.0333448,0,0.0245352,0.0434168,0,0,0.0116506,0,0,0.0237333,0.0483786,0.0481667,0.0114755,0.0253195,0.0442069,0.0414448,0.0667972,0.0607205,0.0253947,0.0641018,0.0432238,0.045361,0.0777068,0.0366621,0.0116365,0.041233,0.0733915,0,0,0,0,0.0326545,0.0593004,0,0.0339624,0.00441418,0.0437678,0,0
52,0,0,0,0,0,0,0.0310657,0.0299105,0,0,0,0.0293047,0,0.0364796,0,0,0.0133723,0,0,0.0482658,0.0429227,0.0341995,0.0102278,0.0237422,0.0423177,0.0276019,0.0441591,0.0401558,0.0254971,0.0323114,0.0300992,0.0212315,0.0257031,0.0408429,0.0506025,0.0119386,0.0107284,0.0333592,0,0.02429,0.0433983,0,0,0.0112538,0,0,0.0239351,0.0482302,0.0478455,0.0117827,0.0248009,0.0444735,0.04156,0.0667887,0.0603025,0.0251684,0.0646154,0.0435619,0.0457844,0.0781736,0.0367809,0.0119404,0.0407175,0.0741975,0,0,0,0,0.034095,0.0592912,0,0.0345501,0.00458251,0.0416417,0,0
53,0,0,0,0,0,0,0.0306534,0.0301112,0,0,0,0.0295115,0,0.0364004,0,0,0.012939,0,0,0.0486062,0.0423976,0.0342855,0.0104141,0.0240688,0.04197,0.0277927,0.0440951,0.0393399,0.0252812,0.0326558,0.0304242,0.0214269,0.0258128,0.0405564,0.0509444,0.0115326,0.011755,0.033483,0,0.0238787,0.0431127,0,0,0.0108777,0,0,0.0240595,0.0481618,0.0471938,0.0119833,0.0236951,0.0441215,0.0412837,0.0669141,0.0605031,0.0253848,0.0646956,0.0436455,0.0460054,0.0779962,0.0370367,0.0122102,0.04065,0.0743564,0,0,0,0,0.0338938,0.058709,0,0.0351327,0.00503756,0.0414983,0,0
54,0,0,0,0,0,0,0.0302147,0.0303237,0,0,0,0.0295796,0,0.0364122,0,0,0.0127815,0,0,0.0488587,0.0419951,0.0344109,0.0106006,0.0243642,0.0417006,0.0279863,0.0445565,0.0389302,0.0251516,0.0329258,0.0307734,0.0216695,0.0259436,0.0404711,0.0512435,0.0115754,0.0120268,0.0330175,0,0.0235975,0.0428102,0,0,0.0105907,0,0,0.0242591,0.0480969,0.0466252,0.0120201,0.0226012,0.0438,0.0410772,0.0672665,0.0607001,0.025589,0.0649515,0.0438316,0.0463206,0.0780649,0.0373266,0.0125891,0.0405562,0.0745252,0,0,0,0,0.0337555,0.0594275,0,0.0355706,0.00521505,0.0413047,0,0
55,0,0,0,0,0,0,0.0297757,0.0304921,0,0,0,0.0296661,0,0.0363951,0,0,0.0126124,0,0,0.049153,0.0419351,0.0343367,0.010863,0.0248059,0.0413994,0.0282573,0.0448337,0.0388273,0.0250197,0.033117,0.0309967,0.0218266,0.0260075,0.0404064,0.0515629,0.0116245,0.0123353,0.0331248,0,0.0233821,0.0425326,0,0,0.0103864,0,0,0.0243032,0.0480964,0.0461338,0.0120017,0.0216905,0.0434285,0.0409523,0.0676563,0.0609385,0.0259281,0.0650443,0.0438529,0.0465535,0.0781284,0.0375852,0.0129536,0.0405141,0.0746415,0,0,0,0,0.0337052,0.0590291,0,0.0358653,0.00534405,0.0412391,0,0
56,0,0,0,0,0,0,0.0293324,0.0306517,0,0,0,0.0298387,0,0.0362831,0,0,0.0123734,0,0,0.0494307,0.0419617,0.0344097,0.0110494,0.025364,0.0411326,0.0284927,0.0447866,0.0388365,0.0249364,0.0333721,0.0311699,0.0218704,0.0260594,0.0402486,0.0518589,0.0116946,0.0127678,0.033662,0,0.0230841,0.0422405,0,0,0.0102869,0,0,0.0244112,0.0480077,0.0456366,0.0119091,0.0207663,0.0431541,0.0409605,0.0680428,0.0612626,0.0262246,0.0651689,0.0438719,0.046644,0.078119,0.0378154,0.0133477,0.0405436,0.074717,0,0,0,0,0.033641,0.0576729,0,0.0359951,0.00550699,0.0409486,0,0
57,0,0,0,0,0,0,0.0292816,0.0309708,0,0,0,0.0298609,0,0.0365572,0,0,0.0124083,0,0,0.049335,0.0420583,0.0351859,0.0104851,0.0246235,0.0391477,0.0278751,0.0456727,0.0393239,0.0240497,0.0331888,0.0308126,0.0215246,0.0258132,0.0403785,0.0523269,0.0117623,0.0130959,0.0329614,0,0.0228907,0.0422831,0,0,0.0102145,0,0,0.0244832,0.0437125,0.0436917,0.0161266,0.0184486,0.0416553,0.0415831,0,0.0674914,0.0284631,0.0635706,0.0396569,0.0448258,0.0772522,0.0380455,0.0135745,0.0414043,0.0737637,0,0,0,0,0.0342742,0.0528472,0,0.0425354,0.00583111,0.0395903,0,0
58,0,0,0,0,0,0,0.0284619,0.0310032,0,0,0,0.0303605,0,0.0360657,0,0,0.0126474,0,0,0.0495211,0.0403179,0.0346937,0.011285,0.0257571,0.0407197,0.0292094,0.0447209,0.0388119,0.0248401,0.0339002,0.0317252,0.022066,0.0265023,0.0395233,0.0522589,0.0123766,0.0119855,0.0329902,0,0.0225768,0.0416788,0,0,0.0103288,0,0,0.024768,0.0470197,0.044679,0.0118293,0.0187795,0.0427212,0.040755,0.0689397,0.0619857,0.0267455,0.0663389,0.0443259,0.0474118,0.0782731,0.0384303,0.0141517,0.0406976,0.0749581,0,0,0,0,0.0334618,0.0580604,0,0.0368123,0.00595656,0.0402635,0,0
59,0,0,0,0,0,0,0.0280461,0.0311161,0,0,0,0.0306294,0,0.0359808,0,0,0.0120187,0,0,0.0500138,0.039829,0.0344171,0.0114338,0.0258133,0.0405681,0.0289547,0.0447481,0.0388154,0.0247242,0.033933,0.0320381,0.0222123,0.0266873,0.0389828,0.0526353,0.012002,0.0137068,0.0328905,0,0.0224472,0.0414378,0,0,0.0104868,0,0,0.0248156,0.0468,0.0440389,0.011956,0.0175913,0.0425828,0.0406805,0.0695053,0.0619434,0.0270922,0.0665995,0.0444369,0.0475866,0.0782571,0.038596,0.0144172,0.0407757,0.0750173,0,0,0,0,0.0334768,0.0571462,0,0.0373407,0.00622483,0.0401352,0,0
60,0,0,0,0,0,0,0.0280364,0.0314398,0,0,0,0.0309325,0,0.0361064,0,0,0.0126399,0,0,0.0497143,0.0408959,0.0341971,0.0105811,0.0252136,0.0390486,0.0284468,0.0452782,0.0394811,0.0242563,0.0337305,0.0319232,0.021819,0.026398,0.0374664,0.053187,0.0125473,0.0126211,0.0327707,0,0.0223103,0.0415408,0,0,0.0104357,0,0,0.0247415,0.0436205,0.0416198,0.0178697,0.0156113,0.0419714,0.0411946,0,0.0675905,0.0305864,0.064231,0.039297,0.0450119,0.076648,0.0388115,0.0146239,0.041724,0.0737727,0,0,0,0,0.0333304,0.0481486,0,0.0424931,0.00648654,0.0407379,0,0
61,0,0,0,0,0,0,0.0272367,0.0315634,0,0,0,0.0312636,0,0.0359033,0,0,0.0123547,0,0,0.0502248,0.039789,0.0340281,0.0116284,0.0257093,0.0403217,0.0296034,0.0449669,0.0385489,0.0244321,0.0343096,0.0326576,0.0223836,0.0270444,0.0375258,0.0530477,0.0130282,0.0127442,0.0328659,0,0.0221592,0.0409842,0,0,0.0105758,0,0,0.0248697,0.0467658,0.042657,0.0122592,0.0150573,0.0424753,0.0406939,0.0704629,0.0621673,0.028207,0.0665416,0.0443065,0.0478003,0.0780424,0.039017,0.0152263,0.0410859,0.074981,0,0,0,0,0.0331674,0.0543647,0,0.0361062,0.00654249,0.0401107,0,0
62,0,0,0,0,0,0,0.026567,0.0317592,0,0,0,0.0308486,0,0.0360868,0,0,0.0124448,0,0,0.0503053,0.0366021,0.0348714,0.0136584,0.025855,0.0400721,0.0296198,0.0455766,0.0376262,0.0233711,0.0347785,0.0329442,0.0231243,0.0275654,0.0404529,0.0533383,0.0130379,0.0129648,0.0338577,0,0.0222248,0.0408767,0,0,0.0108177,0,0,0.0248988,0.0493416,0.0422138,0.00936051,0.016253,0.042962,0.0406632,0.0698758,0.0611373,0.0280771,0.0672219,0.0445383,0.0482021,0.0780649,0.0392414,0.0155918,0.0407828,0.0752908,0,0,0,0,0.0333525,0.050652,0,0.0373654,0.00688441,0.0401877,0.0403247,0
63,0,0,0,0,0,0,0.0261212,0.0320875,0,0,0,0.0311907,0,0.035964,0,0,0.0118119,0,0,0.0507497,0.0364223,0.0348293,0.0137667,0.0259427,0.0401528,0.0292716,0.0454587,0.0373525,0.0233261,0.035015,0.0331799,0.0231345,0.0275734,0.0393849,0.0536098,0.0122035,0.0154003,0.0340737,0,0.0221781,0.0405881,0,0,0.0109108,0,0,0.0250427,0.0491558,0.0416755,0.00931679,0.0150377,0.0429183,0.0406613,0.0699229,0.0614012,0.0285521,0.0671293,0.0444445,0.0482062,0.0778554,0.0394997,0.0156772,0.0409382,0.07512,0,0,0,0,0.0336154,0.0492817,0,0.0388324,0.00810464,0.0400652,0.0405205,0
64,0,0,0,0,0,0,0.0255315,0.0324933,0,0,0,0.0316233,0,0.0357932,0,0,0.0121457,0,0,0.0507117,0.0363003,0.0349288,0.0136955,0.0259944,0.0402239,0.0300535,0.0452634,0.0371089,0.0233143,0.0351651,0.0333799,0.0230417,0.0275505,0.0383196,0.0536204,0.0129565,0.0141776,0.0343655,0,0.0222519,0.0402898,0,0,0.011525,0,0,0.0248662,0.0489475,0.0411445,0.00920513,0.0139399,0.0428382,0.0406889,0.0703422,0.0615525,0.0290906,0.0671153,0.0444327,0.0482748,0.0777256,0.039645,0.0159889,0.0412397,0.0750357,0,0,0,0,0.0339129,0.0478442,0,0.0397644,0.0075877,0.0397269,0.0404232,0
65,0,0,0,0,0,0,0.0251789,0.03266,0,0,0,0.0319619,0,0.0357504,0,0,0.0117586,0,0,0.051015,0.0361583,0.0349594,0.0135344,0.0259963,0.0403778,0.0299337,0.04559,0.0368959,0.0233299,0.0352329,0.0335857,0.0230649,0.0276374,0.0372533,0.0538417,0.0124533,0.0158838,0.0347557,0,0.022327,0.0400955,0,0,0.0126583,0,0,0.0251763,0.0488158,0.0406089,0.00905857,0.0128599,0.042872,0.0405175,0.0712261,0.0614196,0.030162,0.0671575,0.0445978,0.0483748,0.0777934,0.0400571,0.0158343,0.0414187,0.0749991,0,0,0,0,0.0338972,0.0462585,0,0.0402986,0.0101867,0.039635,0.0404031,0
66,0,0,0,0,0,0,0.0245669,0.0330345,0,0,0,0.0324569,0,0.0357069,0,0,0.0119123,0,0,0.0510491,0.0359652,0.0350228,0.0133257,0.0261069,0.0403176,0.0307102,0.0456988,0.0365706,0.0233624,0.0352769,0.0337691,0.0230493,0.027803,0.0361131,0.0538811,0.0130663,0.0150226,0.0353041,0,0.0223718,0.0398478,0,0,0.0134123,0,0,0.0250273,0.0486142,0.0401613,0.00895751,0.0119298,0.0427896,0.0405483,0.0719537,0.060534,0.031542,0.0671621,0.0448899,0.0485441,0.0777645,0.0402007,0.0163859,0.0417857,0.0748723,0,0,0,0,0.0338768,0.0445292,0,0.0410318,0.00931122,0.0394153,0.0402263,0
67,0,0,0,0,0,0,0.0240027,0.0333296,0,0,0,0.0330405,0,0.0356576,0,0,0.0118099,0,0,0.0512364,0.0356225,0.0350805,0.0131959,0.0262088,0.0402549,0.0310956,0.0456799,0.0362104,0.0234456,0.0352789,0.0339164,0.0229508,0.0279215,0.0347701,0.0539613,0.0130739,0.0154145,0.0358679,0,0.0223813,0.0396186,0,0,0.0136517,0,0,0.0252008,0.0483687,0.0396165,0.00906668,0.0107875,0.0426947,0.0405671,0.0726547,0.0594496,0.0315845,0.067062,0.0448652,0.0486248,0.077647,0.0404095,0.016726,0.0421283,0.074445,0,0,0,0,0.0341873,0.0425609,0,0.041911,0.00970384,0.0391238,0.0402937,0
