Timestep,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LBL,LBR,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LML,LMR,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTL,LTOE,LTR,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x70,x71,x72
All Timesteps RMSE,0.00607856,0.00544591,0,0,0,0.0285134,0.0285881,0.0196847,0.00450465,0,0,0,0,0.0131689,0,0.00538499,0.00671769,0.0325146,0.0207148,0.0171525,0.0103296,0,0,0.0046817,0.0131686,0.00661713,0.00880277,0.00869747,0.0357118,0.00823996,0.00935184,0.00648378,0.0165026,0,0.0331709,0,0.00795728,0.0214295,0.00205379,0.0203223,0.00833342,0.0118058,0.00625013,0.00764415,0,0,0.00694763,0,0.0135708,0.00404173,0.0665525,0.0172961,0.0228784,0.0157745,0.00572355,0.00678645,0.00455503,0.0304874,0.0127734,0.00968252,0.00883838,0.00945394,0.00755643,0.0136821,0.0232017,0.00525737,0.00395604,0.00282423,0.00610187,0.00607461,0,0,0
0,0.00302637,0.0068725,0,0,0,0.022975,0.0302796,0.0194445,0.00361388,0,0,0,0,0.0150091,0,0.00503016,0.00705975,0.0319757,0.0173704,0.0157037,0.00219502,0,0,0.00412499,0.0172892,0.00640103,0.007431,0.00189353,0.035129,0.0105015,0.0125262,0.00740155,0.0132702,0,0.029619,0,0.00998818,0.0228857,0.000805957,0.0397183,0.00811237,0.0160533,0.00510864,0.00418055,0,0,0.00868315,0,0.0145606,0.0033214,0.0625061,0.0147155,0.0160231,0.0231064,0.00610101,0.00860177,0.00476677,0.0249395,0.0201913,0.0142556,0.0125835,0.0189189,0.0088351,0.0138214,0.0373095,0.00775039,0.00358224,0.0030259,0.00831326,0.00521791,0,0,0
1,0.00163884,0.00612116,0,0,0,0.0224803,0.0302127,0.0190435,0.00316789,0,0,0,0,0.0158139,0,0.00536506,0.00743239,0.0317121,0.017342,0.0162047,0.00203217,0,0,0.0033035,0.0189869,0.00667826,0.00778524,0.00239923,0.0351999,0.00994698,0.012126,0.00696604,0.0133506,0,0.0290897,0,0.0112911,0.0228516,0.000682138,0.0354053,0.00834529,0.0153561,0.00483815,0.00468754,0,0,0.00989482,0,0.014195,0.00441228,0.0621076,0.0149125,0.0167484,0.0220676,0.0060035,0.00790312,0.00451901,0.0249607,0.0187661,0.012702,0.0118317,0.0181061,0.00745399,0.0116891,0.0334627,0.00886713,0.00390976,0.0039186,0.00728792,0.0049758,0,0,0
2,0.00132555,0.00612323,0,0,0,0.0224637,0.0302588,0.018614,0.0031967,0,0,0,0,0.0162853,0,0.00545005,0.00775856,0.0318077,0.0172257,0.0162747,0.00258609,0,0,0.00313367,0.0194261,0.00683778,0.00802348,0.00267845,0.0349642,0.01002,0.012246,0.00689756,0.0131159,0,0.0292916,0,0.0117039,0.0229199,0.000598489,0.0310656,0.00837039,0.0141638,0.00510187,0.0049009,0,0,0.00914295,0,0.0141346,0.00392783,0.0617391,0.014736,0.016728,0.0208422,0.00615007,0.00804093,0.00417388,0.0252196,0.0175859,0.011184,0.0111604,0.0171575,0.0062562,0.0101788,0.0291001,0.00850762,0.00374696,0.00335629,0.00728336,0.00508439,0,0,0
3,0.000890076,0.00635875,0,0,0,0.022536,0.0303571,0.0182891,0.00331315,0,0,0,0,0.0161423,0,0.00546797,0.00765974,0.031992,0.0171166,0.0163029,0.0034643,0,0,0.00311265,0.0193477,0.00686846,0.00811643,0.00294372,0.0346256,0.0102067,0.0124733,0.00688841,0.0128617,0,0.0296365,0,0.0114953,0.0230288,0.000663973,0.0268307,0.00844454,0.0129236,0.00546508,0.00485769,0,0,0.00861232,0,0.0139682,0.00365548,0.0613516,0.0143511,0.0165229,0.0193026,0.00626356,0.00823009,0.00380685,0.0254471,0.0163421,0.0095674,0.0103806,0.016064,0.00511892,0.00895287,0.0246584,0.00814422,0.00357454,0.00314354,0.00757528,0.00505494,0,0,0
4,0.000922869,0.0063395,0,0,0,0.0228241,0.0303547,0.0178974,0.00341605,0,0,0,0,0.0163561,0,0.00547288,0.00784805,0.0321781,0.0168007,0.0162717,0.00414165,0,0,0.0031648,0.0193072,0.00686074,0.00831561,0.00323738,0.0343027,0.0103843,0.012745,0.00685241,0.0125996,0,0.0301868,0,0.0116898,0.0230352,0.000651259,0.0225283,0.00842147,0.0117293,0.00575595,0.00505189,0,0,0.00831312,0,0.0138138,0.00364692,0.0609114,0.013939,0.016289,0.0175905,0.00632976,0.00801809,0.00344568,0.0255843,0.0151427,0.00800266,0.00955925,0.0148178,0.0039689,0.00795479,0.0208976,0.00801329,0.00342034,0.0030169,0.00761667,0.00525016,0,0,0
5,0.000931357,0.00628714,0,0,0,0.0231784,0.0303671,0.0173205,0.003415,0,0,0,0,0.01661,0,0.00555656,0.00809064,0.0323406,0.0163662,0.016248,0.00477026,0,0,0.00319215,0.019172,0.00673686,0.00850142,0.00357779,0.0339651,0.0105182,0.0129446,0.00684657,0.0123633,0,0.0309375,0,0.0118904,0.0230074,0.000654238,0.0181766,0.00839899,0.010254,0.00593061,0.0051881,0,0,0.00830139,0,0.0136633,0.00377736,0.0604393,0.0142711,0.0160407,0.0155394,0.00632751,0.00775183,0.00309578,0.0256911,0.0136442,0.00667724,0.00870855,0.0135495,0.00307193,0.00738007,0.0181589,0.00793565,0.00333043,0.00301306,0.00763547,0.00536021,0,0,0
6,0.00251046,0.00534379,0,0,0,0.0234509,0.0303538,0.0167049,0.00327793,0,0,0,0,0.0169753,0,0.005589,0.00839481,0.0325833,0.0159087,0.0162597,0.00540631,0,0,0.00311096,0.0190417,0.00656885,0.0085484,0.00391955,0.0335889,0.0105438,0.0130726,0.00690557,0.012191,0,0.0316089,0,0.012224,0.023003,0.000731768,0.0143463,0.00837322,0.00870443,0.0060541,0.00626594,0,0,0.00480723,0,0.0152398,0.00183446,0.059963,0.0156682,0.015759,0.0133305,0.0063817,0.00854461,0.0027196,0.025826,0.0118815,0.00565479,0.00812314,0.0124032,0.00294198,0.0075722,0.0162379,0.00514043,0.00454035,0.00393425,0.00679752,0.00633371,0,0,0
7,0.00139115,0.00579766,0,0,0,0.023671,0.0302943,0.016038,0.00317203,0,0,0,0,0.0171595,0,0.00554722,0.00854299,0.0328593,0.0153752,0.0163536,0.00618153,0,0,0.00323203,0.0185755,0.00643367,0.00848985,0.00432155,0.0332409,0.0105337,0.0130634,0.00693294,0.012048,0,0.0321422,0,0.0123007,0.0229879,0.000781709,0.0116713,0.0083807,0.00880132,0.00607092,0.00543476,0,0,0.00681749,0,0.0139187,0.00269371,0.0596546,0.0184008,0.0156168,0.0117758,0.00634905,0.00753299,0.00245901,0.0261412,0.0102703,0.0051681,0.00867142,0.0119061,0.00374483,0.00898577,0.0158172,0.00694402,0.00360894,0.00318185,0.00731388,0.00555355,0,0,0
8,0.00139113,0.00575841,0,0,0,0.0235152,0.0301843,0.0152013,0.00300998,0,0,0,0,0.0169183,0,0.00545626,0.00840888,0.0332856,0.0146193,0.0165585,0.00702015,0,0,0.00334798,0.0180296,0.00611253,0.00833839,0.00475577,0.032909,0.0104739,0.0128465,0.00695438,0.0119292,0,0.0320696,0,0.012065,0.0229969,0.000848001,0.0109877,0.00839383,0.0111472,0.00586789,0.00517538,0,0,0.00717257,0,0.0137522,0.00301528,0.0597367,0.0201908,0.0156542,0.0123333,0.0065064,0.00737642,0.002612,0.0266275,0.00992395,0.00573007,0.0109938,0.012527,0.00511167,0.0121519,0.0181738,0.00709682,0.00349792,0.00313141,0.00721328,0.00526404,0,0,0
9,0.00153596,0.00569438,0,0,0,0.0230275,0.0300648,0.0139966,0.00293653,0,0,0,0,0.0165607,0,0.00531259,0.00826679,0.0338295,0.01352,0.0167786,0.00738881,0,0,0.00359047,0.0175188,0.00587161,0.00843086,0.00526098,0.0325802,0.0102278,0.0125152,0.00678005,0.0117803,0,0.0316552,0,0.0117593,0.0229246,0.000881385,0.0118505,0.00838472,0.0132791,0.00539095,0.00485517,0,0,0.00772042,0,0.0136272,0.00341964,0.0601912,0.0197314,0.0159711,0.0147281,0.00663784,0.00721337,0.00313248,0.0270994,0.0112967,0.00735025,0.0130555,0.0136455,0.00619341,0.0150834,0.0221996,0.00728875,0.0034165,0.00303179,0.00697637,0.00497686,0,0,0
10,0.00168494,0.00550046,0,0,0,0.022073,0.029929,0.0125123,0.00282554,0,0,0,0,0.016204,0,0.00503651,0.00813143,0.0344647,0.0122727,0.0169506,0.00794136,0,0,0.00393187,0.0170745,0.00577797,0.0086996,0.00581908,0.0322783,0.0097757,0.0120629,0.00646694,0.0115678,0,0.030717,0,0.011436,0.0228577,0.000834159,0.0127145,0.00834897,0.0119894,0.00486554,0.00469682,0,0,0.00829566,0,0.0135345,0.00381992,0.0605105,0.0167664,0.0164078,0.0168427,0.00658892,0.00691438,0.00356547,0.0272225,0.0125843,0.0090217,0.0127185,0.0138212,0.00577697,0.0144332,0.0232397,0.00753904,0.00341861,0.00314096,0.00656369,0.0049353,0,0,0
