Timestep,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LBL,LBR,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LML,LMR,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTL,LTOE,LTR,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x70,x71,x72
All Timesteps RMSE,0.0136956,0.0135882,0,0,0,0.0296088,0.0294584,0.0189505,0.00412701,0,0,0,0,0.0112134,0,0.0160527,0.00623482,0.0329432,0.0196006,0.016509,0.0092111,0,0,0.00405318,0.0141466,0.00584301,0.00825665,0.00791131,0.0342213,0.00817195,0.0105509,0.00683802,0.0158097,0,0.0350712,0,0.00818135,0.0227952,0.00312074,0.0226248,0.00819206,0.0136617,0.00647244,0.018434,0,0,0.0126689,0,0.012221,0.00557616,0.0658253,0.0200211,0.0211935,0.0160066,0.00556189,0.0224415,0.00502861,0.0309307,0.0140888,0.0105024,0.00892834,0.00889724,0.00896724,0.0154494,0.0255574,0.0132978,0.0039752,0.00275239,0.0140739,0.0143529,0,0,0
0,0.0306636,0.0192382,0,0,0,0.0129907,0.0327112,0.00726916,0.00422284,0,0,0,0,0.0269922,0,0.0146895,0.0147963,0.0302712,0.00782374,0.0167674,0.00864457,0,0,0.00341733,0.0265612,0.00366878,0.0037648,0.00396314,0.0394134,0.00306868,0.00744706,0.00508674,0.0161644,0,0.0139285,0,0.0215214,0.0213963,0.00439655,0.0469288,0.00797645,0.0219878,0.00270458,0.0322016,0,0,0.00640784,0,0.0143802,0.00799839,0.0816006,0.0310449,0.0237682,0.0286183,0.00281805,0.0513015,0.00500654,0.0351096,0.0222842,0.0170295,0.012222,0.00232675,0.00999592,0.0190275,0.045179,0.0226139,0.00661743,0.00510016,0.0194658,0.0239191,0,0,0
1,0.0281541,0.0176387,0,0,0,0.0131929,0.0329663,0.00735043,0.00330976,0,0,0,0,0.0265235,0,0.0146941,0.0146355,0.0303726,0.00728339,0.0171154,0.00858474,0,0,0.00313336,0.0242012,0.00366606,0.00331211,0.00433569,0.03959,0.00245108,0.00667951,0.00439865,0.016141,0,0.0141598,0,0.0207123,0.0214362,0.0044932,0.0467639,0.00794641,0.0226681,0.00222642,0.0302001,0,0,0.00593691,0,0.0149137,0.0078121,0.0799643,0.0319145,0.0234531,0.0278062,0.0020727,0.0486648,0.00490077,0.0354498,0.0218126,0.0169212,0.0120289,0.0022612,0.0111612,0.0207916,0.0459996,0.0214297,0.00744802,0.00495115,0.0182911,0.0222318,0,0,0
2,0.0337887,0.0202318,0,0,0,0.014548,0.0326906,0.00824615,0.00301782,0,0,0,0,0.0231337,0,0.0150877,0.0130122,0.0301671,0.00724141,0.0172232,0.00870741,0,0,0.00262509,0.0221747,0.00335907,0.00310231,0.00467963,0.0394576,0.00203433,0.00684277,0.00432925,0.0156894,0,0.0159123,0,0.0183176,0.0214232,0.00427085,0.0463458,0.00794783,0.0233378,0.00166697,0.0368748,0,0,0.00521024,0,0.0148314,0.00717117,0.0784074,0.0328019,0.0232657,0.0273282,0.00232565,0.0565727,0.004878,0.0354069,0.021428,0.0170072,0.0121679,0.0025066,0.0124084,0.0226457,0.0461981,0.0239095,0.00717292,0.00489556,0.0210298,0.0275148,0,0,0
3,0.0335002,0.019798,0,0,0,0.0161706,0.0327548,0.00946194,0.00261216,0,0,0,0,0.0228217,0,0.0149593,0.0128339,0.0300805,0.00769487,0.0171867,0.00866596,0,0,0.00269217,0.0214177,0.00292076,0.00286883,0.00458355,0.0390763,0.00193122,0.00744554,0.00454929,0.0151192,0,0.0178908,0,0.0180928,0.0213917,0.00420127,0.0455481,0.00793573,0.0238702,0.00118899,0.0365733,0,0,0.00465652,0,0.0148394,0.00678566,0.0768252,0.0333851,0.0226457,0.0269559,0.00196463,0.0559199,0.0051347,0.0351427,0.0212301,0.0172572,0.0124196,0.00275964,0.0136026,0.0242756,0.0452783,0.0232934,0.00684493,0.00491017,0.020653,0.0272995,0,0,0
4,0.0329317,0.0191803,0,0,0,0.0175928,0.0328947,0.0107137,0.00221969,0,0,0,0,0.0200194,0,0.0155618,0.011182,0.0301573,0.00851752,0.0171406,0.00829917,0,0,0.00291492,0.0198221,0.00249027,0.00255394,0.00449538,0.0387308,0.00220166,0.00806248,0.00486211,0.0146401,0,0.0196688,0,0.0160427,0.0214825,0.00407301,0.0441234,0.0079568,0.0238283,0.00113975,0.0358149,0,0,0.00444174,0,0.0148637,0.00659994,0.0753096,0.0332065,0.0219608,0.0267749,0.00157344,0.0546655,0.00531799,0.0349685,0.021207,0.0174993,0.0126094,0.00288471,0.0144301,0.0254415,0.0434424,0.0226625,0.00687398,0.00478198,0.0199613,0.0267568,0,0,0
5,0.0321711,0.0184119,0,0,0,0.0190596,0.0328907,0.011877,0.00200614,0,0,0,0,0.0195487,0,0.0156298,0.0109094,0.0305725,0.00953213,0.0171286,0.00799118,0,0,0.00308058,0.0188833,0.00212344,0.00248507,0.00444915,0.0384436,0.00237931,0.00854546,0.00508292,0.0145272,0,0.0215527,0,0.0154708,0.0214272,0.0040111,0.0419461,0.00807036,0.0237233,0.00145095,0.0350582,0,0,0.00397917,0,0.0149331,0.00627878,0.0740166,0.0328739,0.0214322,0.0263816,0.00139311,0.0534534,0.0054385,0.0348465,0.0213081,0.0176336,0.0128947,0.00286411,0.0151219,0.0265586,0.041182,0.0219012,0.00687601,0.00475913,0.0192568,0.0261384,0,0,0
6,0.0318647,0.0180613,0,0,0,0.0203606,0.0328709,0.0123106,0.00185376,0,0,0,0,0.0198954,0,0.0155312,0.0111941,0.0310882,0.00928547,0.01694,0.0074182,0,0,0.0028847,0.0187209,0.0018573,0.00235844,0.00433199,0.0382431,0.00286948,0.00858847,0.00516022,0.0141461,0,0.0230125,0,0.0159152,0.021299,0.00380475,0.0396968,0.00791016,0.023164,0.00204986,0.0346559,0,0,0.00389473,0,0.0152034,0.00618278,0.0730256,0.0319236,0.0207508,0.0258088,0.00105092,0.0527855,0.00557434,0.0347331,0.0212962,0.017496,0.0129928,0.00303411,0.015262,0.0271047,0.0392781,0.0215305,0.00688846,0.00477663,0.0187513,0.025778,0,0,0
7,0.0313342,0.0175104,0,0,0,0.0213056,0.0328757,0.0124818,0.00171737,0,0,0,0,0.0200453,0,0.0153065,0.0113619,0.031837,0.00902872,0.0168701,0.00656717,0,0,0.00262868,0.0183084,0.00188206,0.00211933,0.0040128,0.0380362,0.00317333,0.00823557,0.00498804,0.0141133,0,0.0243282,0,0.0160417,0.0211836,0.00375655,0.0374508,0.00789391,0.0227855,0.00257612,0.0340885,0,0,0.00376719,0,0.0151433,0.00601896,0.0720861,0.0311631,0.0202983,0.025322,0.000794955,0.0518942,0.00577409,0.0347555,0.0212109,0.0173139,0.0130474,0.00309269,0.0153476,0.0272883,0.0373823,0.0210705,0.00676346,0.00473564,0.0181233,0.0252968,0,0,0
8,0.0307606,0.0169899,0,0,0,0.0218883,0.0329219,0.0125116,0.00147935,0,0,0,0,0.0201726,0,0.0150681,0.0114311,0.0326134,0.00872795,0.0168199,0.00565024,0,0,0.00279808,0.0178686,0.00195128,0.00205568,0.00377285,0.037793,0.0033106,0.00767455,0.0047599,0.0142336,0,0.0252756,0,0.0160963,0.0211033,0.0037131,0.0355766,0.00788155,0.0223564,0.00328617,0.033581,0,0,0.00400737,0,0.0151669,0.00614704,0.0711076,0.0302853,0.0200859,0.0249837,0.00107925,0.0510552,0.00589369,0.0348448,0.0211641,0.0169908,0.0128384,0.00303259,0.0151843,0.026978,0.0359333,0.02092,0.00686323,0.0048434,0.0175183,0.0248711,0,0,0
9,0.0301212,0.0164958,0,0,0,0.0220712,0.0330343,0.0125964,0.00132282,0,0,0,0,0.0203136,0,0.014817,0.0114684,0.0331086,0.00861148,0.0168634,0.00475396,0,0,0.00303911,0.0173665,0.00201755,0.00219954,0.00360207,0.0375009,0.00346157,0.0072989,0.00465349,0.0143556,0,0.0258619,0,0.0161091,0.0210608,0.00370155,0.0340872,0.00785103,0.0221272,0.00387282,0.0330009,0,0,0.00436231,0,0.0153139,0.0063307,0.070068,0.0295188,0.0196369,0.0246718,0.00155367,0.0501735,0.00616086,0.0350481,0.0214351,0.0164592,0.0124871,0.00282847,0.0149599,0.0264304,0.0349344,0.0208987,0.00710939,0.00493484,0.0169566,0.0243855,0,0,0
10,0.0295194,0.0160425,0,0,0,0.0223621,0.0331689,0.0129456,0.00131828,0,0,0,0,0.0205827,0,0.014512,0.0117197,0.0333481,0.00884812,0.0168602,0.0042451,0,0,0.00321036,0.0168725,0.00222566,0.00234745,0.00336365,0.0370726,0.00396319,0.00745193,0.00475242,0.0142946,0,0.0266466,0,0.0161581,0.0210114,0.00372101,0.033044,0.00783167,0.0220332,0.00435072,0.032433,0,0,0.00458182,0,0.0152381,0.00640367,0.0689538,0.029135,0.0190409,0.0242262,0.00207463,0.0493268,0.00663408,0.0352946,0.0217291,0.0159927,0.0121364,0.00256861,0.0148291,0.0258602,0.0345596,0.0208145,0.00713444,0.00490629,0.0163526,0.0238997,0,0,0
11,0.0284678,0.0153029,0,0,0,0.0218892,0.0335246,0.0139802,0.00174869,0,0,0,0,0.0124226,0,0.0164501,0.00704825,0.0335532,0.010793,0.0170557,0.00310514,0,0,0.00318724,0.013121,0.00275506,0.00260636,0.00298473,0.0365238,0.00448777,0.00775724,0.00485361,0.0142874,0,0.026785,0,0.01017,0.0217164,0.00394374,0.0323773,0.00803625,0.0220193,0.00489464,0.0309996,0,0,0.00498399,0,0.0150295,0.00659603,0.0678605,0.0294195,0.0182606,0.0237638,0.00272623,0.0473029,0.00728553,0.0355702,0.0220433,0.0157573,0.0119032,0.00226054,0.0149669,0.0254504,0.034374,0.0205755,0.00755882,0.00482789,0.0152692,0.0228164,0,0,0
12,0.0282245,0.0150327,0,0,0,0.0222616,0.0337237,0.0144007,0.00181098,0,0,0,0,0.0132128,0,0.016065,0.00761614,0.0337005,0.0108576,0.0167594,0.00336736,0,0,0.00343053,0.0129626,0.002359,0.00282009,0.00348489,0.0361117,0.00525928,0.00843326,0.00519383,0.0138773,0,0.0272345,0,0.010676,0.0215192,0.00382771,0.0324593,0.00787307,0.021427,0.00539848,0.0306558,0,0,0.00515843,0,0.0150715,0.00667535,0.0665616,0.0292943,0.0176921,0.0229659,0.00321577,0.0466945,0.00783247,0.0358588,0.0221175,0.0154241,0.0114591,0.00224829,0.0147555,0.0246882,0.035229,0.0206089,0.00756458,0.00487309,0.0148878,0.0225469,0,0,0
13,0.0276918,0.0144994,0,0,0,0.0224908,0.0338397,0.015018,0.00199256,0,0,0,0,0.0136795,0,0.0155344,0.00793711,0.0337193,0.0117185,0.0167297,0.0034362,0,0,0.00359383,0.012505,0.00176707,0.00284961,0.0037171,0.0357397,0.00568091,0.0089831,0.00543873,0.0137238,0,0.0276178,0,0.0107597,0.0214847,0.00388507,0.032861,0.00785073,0.021434,0.00591247,0.0301325,0,0,0.00535813,0,0.0149956,0.00677765,0.0652388,0.029855,0.0171424,0.0220432,0.00370998,0.0458646,0.00841018,0.03604,0.0220671,0.0151949,0.0111228,0.00230308,0.0148581,0.0241994,0.0361795,0.0205117,0.0076159,0.00496645,0.0143347,0.0221412,0,0,0
