Timestep,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LBL,LBR,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LML,LMR,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTL,LTOE,LTR,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x70,x71,x72
All Timesteps RMSE,0.0196168,0.0164305,0,0,0,0.0333959,0.0240003,0.0213962,0.0104404,0,0,0,0,0.022748,0,0.00706612,0.0166458,0.0311901,0.0212149,0.0129686,0.0135818,0,0,0.0161661,0.0197086,0.00718047,0.0114439,0.0101895,0.0366123,0.00961526,0.0131373,0.00926623,0.0150054,0,0.0377457,0,0.0155001,0.0211584,0.00808627,0.0204844,0.00596269,0.00987706,0.0104525,0.0101151,0,0,0.0243109,0,0.0113209,0.0183507,0.0688115,0.0146521,0.0135314,0.0127695,0.0132313,0.0111636,0.00428931,0.0333535,0.0113869,0.00908652,0.00938854,0.0081685,0.00828526,0.0141356,0.0234325,0.017198,0.0201112,0.00878002,0.0166033,0.0118035,0,0,0
0,0.0221046,0.0175922,0,0,0,0.0342781,0.0239482,0.0240579,0.0149157,0,0,0,0,0.0283126,0,0.0045309,0.019663,0.0264628,0.0250942,0.0122243,0.0106325,0,0,0.0158484,0.0125395,0.00883181,0.0110189,0.0110964,0.0340195,0.00944178,0.0092748,0.00737333,0.0169906,0,0.0406521,0,0.0190332,0.0200971,0.00717549,0.0135449,0.00533572,0.0101399,0.00902834,0.0137479,0,0,0.0212492,0,0.0116459,0.0173841,0.0690869,0.0208702,0.01614,0.00297207,0.00919726,0.0133597,0.00450032,0.0315433,0.00573033,0.0045744,0.0101792,0.00607057,0.0109173,0.0205455,0.0167568,0.0172438,0.0223015,0.00760822,0.0180947,0.0149222,0,0,0
1,0.0219819,0.0176266,0,0,0,0.0329449,0.0238456,0.0238895,0.0147191,0,0,0,0,0.0280804,0,0.00470745,0.0196297,0.0269256,0.0253886,0.0124071,0.0109768,0,0,0.0163342,0.0130638,0.00950029,0.0112629,0.0105816,0.0342835,0.00888977,0.00828344,0.00600899,0.0171805,0,0.0385935,0,0.0188591,0.0201362,0.00718578,0.0133593,0.00529375,0.00948301,0.00864995,0.0134504,0,0,0.0211468,0,0.0116364,0.0174291,0.069165,0.01964,0.0166764,0.00262407,0.0089443,0.0130602,0.00436702,0.0317131,0.00509896,0.00449611,0.010148,0.00613024,0.0106735,0.0199383,0.0166796,0.016754,0.0219176,0.00732237,0.0180872,0.0148749,0,0,0
2,0.0220437,0.0176291,0,0,0,0.030536,0.0238643,0.0236092,0.0148266,0,0,0,0,0.0278575,0,0.00514564,0.0195167,0.027486,0.0256107,0.0126371,0.0120133,0,0,0.0166693,0.0134848,0.0102078,0.0118908,0.0101982,0.0344789,0.00844352,0.00719462,0.00500363,0.0174375,0,0.0352278,0,0.0187425,0.0202617,0.00702764,0.013494,0.00542345,0.00904627,0.00853614,0.0132764,0,0,0.0210842,0,0.0118493,0.0175949,0.0694009,0.0189157,0.0168877,0.0025713,0.00884973,0.0128592,0.00431827,0.0320014,0.0047189,0.00454714,0.0104736,0.00615643,0.0106536,0.0197912,0.0168653,0.0168361,0.0216735,0.00686165,0.0180542,0.0146786,0,0,0
3,0.0220457,0.0174905,0,0,0,0.0273304,0.0238351,0.0227471,0.0148555,0,0,0,0,0.0275769,0,0.00540462,0.0194246,0.0280025,0.0253551,0.0128399,0.0133754,0,0,0.0168285,0.0137647,0.0108202,0.0125905,0.0096871,0.0346629,0.00807832,0.00597843,0.00399427,0.0176913,0,0.0308844,0,0.0186175,0.020324,0.00696749,0.0135416,0.00552797,0.00857155,0.00841572,0.013093,0,0,0.0210627,0,0.011965,0.017644,0.0696874,0.0183599,0.0169579,0.00255747,0.00876939,0.0126692,0.00422168,0.0323291,0.00430312,0.00461528,0.0107341,0.00621592,0.0106344,0.0198133,0.0171666,0.0169936,0.0214606,0.0066893,0.0179219,0.0143497,0,0,0
4,0.02204,0.0174434,0,0,0,0.0235808,0.0236952,0.0215455,0.0147063,0,0,0,0,0.0273115,0,0.00553431,0.0194447,0.0285349,0.0246245,0.012995,0.0147588,0,0,0.0169334,0.0140268,0.0114018,0.0132833,0.00912875,0.0346766,0.00779865,0.00488905,0.00298695,0.0176953,0,0.0256322,0,0.0185027,0.020297,0.00711055,0.0136265,0.00553945,0.00812594,0.00826956,0.0129129,0,0,0.0211932,0,0.0119391,0.0176954,0.0699463,0.0177765,0.0169697,0.00263511,0.00877011,0.0124743,0.00416915,0.0326599,0.0039975,0.00471823,0.0107828,0.00628604,0.0105773,0.01987,0.0174847,0.0171682,0.0212552,0.00668975,0.0178923,0.0139764,0,0,0
5,0.0220026,0.0175103,0,0,0,0.0197822,0.0234781,0.0200595,0.0143248,0,0,0,0,0.0272887,0,0.00562462,0.0196292,0.0291673,0.0234965,0.0131906,0.0155822,0,0,0.0170943,0.0144471,0.0115824,0.0136357,0.008436,0.0347033,0.00744663,0.0043458,0.00225241,0.0176077,0,0.0199905,0,0.0184635,0.0201908,0.0073099,0.0137943,0.00552413,0.00763548,0.00799594,0.0127563,0,0,0.0213931,0,0.0118257,0.0177276,0.0701876,0.0170998,0.0169109,0.00282821,0.00883225,0.0123236,0.00414644,0.0329958,0.00387182,0.00482029,0.0106971,0.00640539,0.0104205,0.0198772,0.0178461,0.0172947,0.0210168,0.00663563,0.0179551,0.013699,0,0,0
6,0.0221732,0.0177396,0,0,0,0.0168964,0.0234336,0.0181187,0.0136493,0,0,0,0,0.0272908,0,0.00561078,0.0196226,0.0299528,0.0218831,0.0134071,0.0155726,0,0,0.0171742,0.0147642,0.011262,0.0134004,0.00749035,0.0348182,0.00686837,0.00440953,0.00201778,0.0174741,0,0.0149548,0,0.0184673,0.020306,0.00707746,0.0141153,0.00552507,0.00712471,0.00757656,0.0127828,0,0,0.0215396,0,0.0117501,0.017767,0.0704248,0.0163822,0.0167458,0.00307234,0.00891034,0.0122723,0.00413625,0.0333754,0.00385809,0.0049785,0.0108004,0.00654801,0.0102343,0.019633,0.0182082,0.017391,0.0208546,0.00656427,0.0181576,0.0136315,0,0,0
7,0.0224529,0.0180869,0,0,0,0.0163377,0.0235257,0.0162518,0.0127911,0,0,0,0,0.027476,0,0.0057788,0.0196213,0.0304425,0.0196047,0.0135227,0.0149229,0,0,0.0173301,0.0150686,0.0105867,0.0127695,0.00646189,0.0350042,0.00598301,0.00476993,0.00241577,0.0172204,0,0.0124321,0,0.0186513,0.0205298,0.00685931,0.0144125,0.00549639,0.00656823,0.00708953,0.0128904,0,0,0.0217323,0,0.0116823,0.0179238,0.0705946,0.0155762,0.0165125,0.00329106,0.00907933,0.0121942,0.00411234,0.0337818,0.00383328,0.00517135,0.0107136,0.00673796,0.0100502,0.0192681,0.0186203,0.0175008,0.0207837,0.00650566,0.018485,0.0136421,0,0,0
8,0.0225841,0.0184683,0,0,0,0.0190987,0.0235374,0.0151475,0.0119791,0,0,0,0,0.0277822,0,0.00598053,0.0197779,0.0307255,0.0172938,0.0135268,0.0141503,0,0,0.017837,0.0153944,0.00966259,0.0119898,0.00591184,0.0352941,0.00501644,0.00538269,0.00331843,0.0167872,0,0.0147447,0,0.018915,0.0205993,0.00694659,0.0148194,0.00548256,0.00596386,0.00655577,0.0128483,0,0,0.0219228,0,0.0116983,0.018124,0.0706852,0.014678,0.0162673,0.00354417,0.00952133,0.0119729,0.00410516,0.0341282,0.00381544,0.00541351,0.0105548,0.00697477,0.00983968,0.0191591,0.0191745,0.0175651,0.0206168,0.00642305,0.0188742,0.0135226,0,0,0
