Timestep,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LBL,LBR,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LML,LMR,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTL,LTOE,LTR,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x70,x71,x72
All Timesteps RMSE,0.0225238,0.0267459,0,0,0,0.0365981,0.0258671,0.0209231,0.0217768,0,0,0,0,0.0236482,0,0.00468631,0.0170401,0.0312725,0.0236769,0.0104062,0.0140498,0,0,0.0261959,0.0171937,0.0098351,0.0137423,0.00999104,0.0397981,0.00874507,0.0123067,0.00770564,0.0147484,0,0.0437597,0,0.0139077,0.0205472,0.00781623,0.0194423,0.00661791,0.0109552,0.0238557,0.0267474,0,0,0.0188332,0,0.0096271,0.0135086,0.0638288,0.0151681,0.0123319,0.0105409,0.0226423,0.0116694,0.00680712,0.0316179,0.0105887,0.00973745,0.00810974,0.00925363,0.00798733,0.011559,0.0226011,0.0143209,0.00856544,0.00629141,0.0268071,0.0209956,0,0,0
0,0.0188677,0.0213013,0,0,0,0.041731,0.0260783,0.0181685,0.0173568,0,0,0,0,0.0194962,0,0.00503497,0.0140212,0.0293058,0.00921361,0.0108695,0.0139434,0,0,0.020146,0.0139939,0.00990058,0.0122414,0.0106158,0.0404486,0.00694003,0.00738991,0.00596818,0.0105231,0,0.0479903,0,0.0105802,0.0213237,0.00931179,0.0133024,0.00591266,0.00951248,0.0217559,0.027681,0,0,0.0178906,0,0.011409,0.0127354,0.0604811,0.0135971,0.00856851,0.00913857,0.0210536,0.0116334,0.00860175,0.0340164,0.014144,0.0114226,0.0101816,0.00517708,0.0108855,0.0154872,0.0168705,0.0155483,0.0101067,0.00680437,0.0211197,0.0199232,0,0,0
1,0.0203345,0.0223262,0,0,0,0.0417774,0.0260693,0.0183425,0.0172222,0,0,0,0,0.0184424,0,0.00510779,0.0134265,0.0293663,0.00960504,0.010902,0.0135764,0,0,0.0199164,0.0166516,0.00991256,0.012155,0.0104625,0.0402424,0.00710338,0.00752894,0.00605281,0.0105798,0,0.0483194,0,0.00996605,0.0214234,0.00929463,0.0143762,0.00595591,0.00979473,0.0216706,0.0284673,0,0,0.0175906,0,0.0112254,0.0127836,0.0605383,0.0163115,0.0085784,0.00836756,0.0209643,0.0117196,0.00818195,0.033072,0.012998,0.0100687,0.00956575,0.00458155,0.0106325,0.0168593,0.0201338,0.0155031,0.00996615,0.00647494,0.0219961,0.0210973,0,0,0
2,0.0207461,0.0226808,0,0,0,0.0421848,0.0260717,0.0185874,0.0173545,0,0,0,0,0.0179189,0,0.00530804,0.0131056,0.0293632,0.0100103,0.0109354,0.0134261,0,0,0.0197581,0.0178917,0.0101274,0.0123119,0.0103591,0.0400837,0.00717153,0.00776543,0.00624245,0.0106737,0,0.0489549,0,0.00969683,0.0214696,0.00926756,0.0151023,0.00597742,0.0100525,0.0217826,0.0286671,0,0,0.01724,0,0.0110946,0.012707,0.0605107,0.0182287,0.00860104,0.00756657,0.0209516,0.0117488,0.00759505,0.0320712,0.0117563,0.00918073,0.00905109,0.00427022,0.0103652,0.0176506,0.0220705,0.0154427,0.00971667,0.00641709,0.0223567,0.0214364,0,0,0
3,0.0208937,0.022894,0,0,0,0.0423788,0.0260984,0.0186747,0.0176868,0,0,0,0,0.0171852,0,0.00531233,0.0126633,0.0292435,0.010324,0.0109709,0.0133155,0,0,0.0197243,0.0188079,0.0103983,0.012533,0.0101935,0.0399792,0.00721447,0.00791611,0.0062845,0.0107479,0,0.0492659,0,0.00935781,0.0215048,0.0092216,0.0155519,0.00599363,0.0102826,0.022026,0.0287383,0,0,0.0170321,0,0.010942,0.0127046,0.0605193,0.0193104,0.00868946,0.00677355,0.020972,0.0117885,0.00701843,0.0309539,0.01039,0.00809939,0.0085733,0.00426583,0.00989345,0.0178033,0.0232968,0.0154146,0.0095787,0.00620747,0.0225963,0.0215305,0,0,0
4,0.0209592,0.0230788,0,0,0,0.0423924,0.0261635,0.0186391,0.0179045,0,0,0,0,0.0162262,0,0.00520335,0.0120964,0.0289638,0.0105754,0.0109639,0.013232,0,0,0.0197697,0.019605,0.0106175,0.0128508,0.0100027,0.0398952,0.0072474,0.00805249,0.00625686,0.0108381,0,0.0493442,0,0.00886749,0.0215369,0.00911462,0.0156205,0.00604278,0.0103055,0.0222868,0.0288038,0,0,0.0170355,0,0.0107653,0.0128359,0.0606208,0.0193315,0.00883923,0.00594879,0.0209853,0.011813,0.00684201,0.0297194,0.00887854,0.00703325,0.00805242,0.00460321,0.00909565,0.0172638,0.023808,0.0154444,0.00954921,0.00621278,0.0228408,0.0215252,0,0,0
5,0.0210509,0.0232523,0,0,0,0.0423129,0.0262078,0.0185852,0.0180506,0,0,0,0,0.0155443,0,0.00508755,0.011673,0.0285714,0.010845,0.0109372,0.01319,0,0,0.019893,0.0202364,0.0108913,0.0132009,0.00984948,0.0398713,0.00725796,0.00811103,0.00627444,0.0109047,0,0.0494106,0,0.00870105,0.0215823,0.00904479,0.0152767,0.00611751,0.009854,0.022555,0.028913,0,0,0.0171283,0,0.0106246,0.0129516,0.0608037,0.0186068,0.00904559,0.00510591,0.0209941,0.0119719,0.00644966,0.0285435,0.00731091,0.00586061,0.00721599,0.00523841,0.00811532,0.0156236,0.0235475,0.0155184,0.00938725,0.0065286,0.0230893,0.0215714,0,0,0
6,0.0211429,0.0234383,0,0,0,0.0420427,0.0262577,0.0185139,0.0181966,0,0,0,0,0.0149168,0,0.00498356,0.011292,0.0281311,0.0111528,0.0108911,0.0130515,0,0,0.0199972,0.0208056,0.0112194,0.0135764,0.00970638,0.0399164,0.00730417,0.00812411,0.00630612,0.0109522,0,0.0494281,0,0.00840891,0.0216192,0.0088718,0.0146326,0.00618777,0.00925903,0.0227929,0.0290145,0,0,0.0172475,0,0.0104965,0.013095,0.0610871,0.017202,0.00925048,0.00444218,0.0209864,0.0121709,0.00558851,0.0272799,0.00593498,0.0045398,0.00587156,0.00630753,0.00701107,0.0126501,0.0221468,0.0156715,0.00924389,0.00660522,0.0233564,0.0216644,0,0,0
7,0.0212375,0.0237402,0,0,0,0.0417986,0.026311,0.0184437,0.0185025,0,0,0,0,0.0143748,0,0.00483423,0.0109915,0.027662,0.0114139,0.0107696,0.0128612,0,0,0.0202967,0.0213673,0.0114377,0.0139502,0.00959027,0.0400226,0.00736759,0.00813149,0.00625693,0.0109633,0,0.0494589,0,0.00800486,0.0216445,0.00867612,0.013714,0.0062483,0.0088373,0.0231288,0.0291253,0,0,0.0174443,0,0.0103706,0.0132459,0.0614487,0.0154549,0.00944417,0.00417817,0.0211091,0.012387,0.00507094,0.0259501,0.00514214,0.00306695,0.00467656,0.00789323,0.00549692,0.00898146,0.0195236,0.0159163,0.00917923,0.0064015,0.0236756,0.0217852,0,0,0
8,0.0213488,0.0240873,0,0,0,0.0414788,0.0263539,0.0183581,0.0187475,0,0,0,0,0.0138853,0,0.00466556,0.0107117,0.0272623,0.0116768,0.0106699,0.0127678,0,0,0.0206343,0.0219275,0.0115969,0.014239,0.00950746,0.0401339,0.00740988,0.00801147,0.00605999,0.0109877,0,0.0494359,0,0.00780601,0.0216692,0.00854006,0.0135914,0.00632701,0.0089897,0.0234593,0.0292434,0,0,0.0177364,0,0.010263,0.0134645,0.061929,0.0137036,0.00962168,0.00405052,0.0212964,0.0125918,0.00489175,0.024715,0.00525533,0.00187617,0.00458042,0.00991786,0.00477909,0.00571232,0.0164297,0.0161593,0.00919334,0.00629935,0.0239839,0.0219258,0,0,0
9,0.0214685,0.0244063,0,0,0,0.0411695,0.0263616,0.018297,0.0188917,0,0,0,0,0.0134558,0,0.00449071,0.0104761,0.0270265,0.0119628,0.0105703,0.0126117,0,0,0.0210054,0.0224234,0.0116719,0.0143884,0.00940685,0.0402921,0.00740806,0.00771647,0.00593144,0.0110853,0,0.0492999,0,0.00785115,0.0216835,0.0084639,0.0159254,0.00633212,0.00977243,0.0237639,0.029311,0,0,0.0180033,0,0.0102061,0.0137257,0.0625382,0.0124578,0.00977451,0.00368692,0.0215652,0.0127975,0.00479917,0.0237585,0.00608743,0.00218168,0.00562897,0.0120289,0.00571141,0.00434803,0.0153984,0.0163896,0.00928651,0.00637338,0.0243019,0.022048,0,0,0
10,0.0215976,0.0247344,0,0,0,0.0411409,0.0263385,0.0183264,0.0191183,0,0,0,0,0.0131057,0,0.0044102,0.0102539,0.0270215,0.0122717,0.0106059,0.0124495,0,0,0.0216602,0.0227392,0.0116991,0.0144701,0.00924627,0.0404791,0.00732996,0.00739784,0.00585312,0.0112337,0,0.0492742,0,0.00782205,0.021713,0.00845523,0.0206268,0.0063195,0.0110734,0.0242253,0.0294133,0,0,0.0183412,0,0.0101452,0.0140626,0.063201,0.012167,0.00996919,0.00348359,0.021982,0.0130703,0.00467884,0.0231544,0.00715582,0.00364166,0.00744092,0.0140552,0.00740646,0.00563458,0.0182444,0.0166361,0.00943951,0.00653965,0.0246968,0.0221675,0,0,0
11,0.0217585,0.0250954,0,0,0,0.0411127,0.0263557,0.018364,0.0191066,0,0,0,0,0.0127794,0,0.00437712,0.0100696,0.0271983,0.0126055,0.0105592,0.0122601,0,0,0.0222537,0.022989,0.0116644,0.0144474,0.00905394,0.0406789,0.00723325,0.00727152,0.00577585,0.0113997,0,0.0492341,0,0.00761943,0.0217248,0.00851085,0.0262925,0.00635625,0.0125993,0.0245737,0.029464,0,0,0.0187832,0,0.0101135,0.0144543,0.0639071,0.0127157,0.0100521,0.00383643,0.0224517,0.0133923,0.00461662,0.0228608,0.00842036,0.00517622,0.00917502,0.015854,0.00891559,0.00723822,0.0235917,0.0168959,0.00959657,0.00678202,0.0251307,0.0222606,0,0,0
12,0.0219185,0.0254919,0,0,0,0.0409726,0.0263948,0.0183107,0.0189593,0,0,0,0,0.0125191,0,0.00432744,0.00994664,0.0275343,0.0127993,0.010405,0.0119942,0,0,0.0226564,0.023241,0.0115141,0.0142685,0.00886883,0.0408323,0.00720496,0.00737142,0.00579773,0.0115127,0,0.0491482,0,0.00740416,0.021715,0.00850338,0.0314953,0.00644231,0.0141457,0.0246522,0.0294295,0,0,0.0192906,0,0.0100716,0.0148044,0.0645049,0.0138817,0.0100129,0.00483858,0.0228847,0.0137375,0.00460855,0.022716,0.00929569,0.00635038,0.0105281,0.0173515,0.0100514,0.00838126,0.0290219,0.0171144,0.00976176,0.00697381,0.0255715,0.0222784,0,0,0
13,0.0220131,0.0258976,0,0,0,0.0407325,0.0264319,0.0180916,0.0188225,0,0,0,0,0.0123174,0,0.00431462,0.00986151,0.028029,0.0127963,0.0102273,0.0116626,0,0,0.0228862,0.0234649,0.0113199,0.0139808,0.00863576,0.040815,0.00727422,0.00757588,0.00586407,0.0115372,0,0.048942,0,0.00741198,0.0217325,0.00845118,0.0351644,0.00653358,0.0153385,0.0244665,0.0293115,0,0,0.0197882,0,0.0100053,0.0150832,0.0648247,0.0150979,0.00990502,0.00637568,0.0232432,0.0140978,0.00472172,0.0227027,0.00953075,0.00698313,0.0114756,0.0184443,0.0108185,0.00905431,0.0327579,0.0173397,0.00990149,0.00707525,0.025938,0.0222416,0,0,0
14,0.0219638,0.026142,0,0,0,0.04041,0.0264093,0.0177675,0.0187765,0,0,0,0,0.0122461,0,0.00433981,0.009819,0.0286025,0.0126305,0.0100577,0.0111216,0,0,0.0229311,0.0235703,0.011193,0.0137534,0.00834996,0.0406568,0.00734956,0.00781598,0.00594913,0.0114866,0,0.0487221,0,0.00744062,0.0217476,0.00837897,0.0369229,0.00660222,0.0160588,0.0241867,0.0291218,0,0,0.0201161,0,0.00996313,0.0152628,0.064794,0.0160767,0.00981144,0.00792533,0.0234243,0.0143392,0.00479792,0.0227189,0.00954828,0.00724614,0.0119261,0.0190271,0.0111043,0.00924978,0.0344252,0.0175755,0.00988925,0.00715826,0.0261623,0.0221707,0,0,0
15,0.0218783,0.0262289,0,0,0,0.039876,0.0264117,0.0172437,0.0185058,0,0,0,0,0.0122149,0,0.00435348,0.00982803,0.0291448,0.0122772,0.00988024,0.0104256,0,0,0.0227282,0.0236607,0.0111191,0.0136052,0.00802228,0.040417,0.00746354,0.00800044,0.0060125,0.0113653,0,0.0483539,0,0.00741426,0.021746,0.00836206,0.0366312,0.00663339,0.016188,0.023867,0.0289272,0,0,0.0203239,0,0.00985044,0.0153485,0.0645286,0.0165311,0.0097232,0.00906223,0.0233561,0.0144177,0.00477765,0.0227443,0.00948919,0.0072509,0.011867,0.0190625,0.0109337,0.00906844,0.0340004,0.0176882,0.00981311,0.00729257,0.0262132,0.0221334,0,0,0
