Timestep,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LBL,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LML,LMR,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTL,LTOE,LTR,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x70,x71,x72,LBR,RTHI
73,0.00536591,0.00834115,0,0,0,0.0227728,0.0296169,0.0187006,0.00365768,0,0,0,0.0112927,0,0.00386147,0.0059386,0.0289906,0.0314339,0.016334,0.00667941,0,0,0.00327387,0.02218,0.00676813,0.00682131,0.0034424,0.0359015,0.00911283,0.00956575,0.00568242,0.0139148,0,0.0304915,0,0.0107649,0.0216379,0.00211303,0.0369795,0.00781711,0.0198597,0.00739588,0.0106616,0,0,0.0081948,0,0.00888943,0.00425631,0.0624554,0.019068,0.0161168,0.0259315,0.00572554,0.00587362,0.0263797,0.0203533,0.0124567,0.0120748,0.0168225,0.00575482,0.012488,0.0345903,0.00282361,0.00176055,0.00175532,0.00731164,0.0104094,0,0,0,0,0.00477469
74,0.00532653,0.00828114,0,0,0,0.0232647,0.0295788,0.018373,0.00355881,0,0,0,0.0108511,0,0.00399291,0.00566552,0.0291301,0.0312894,0.0162553,0.00638301,0,0,0.00325293,0.0220723,0.0067515,0.00699584,0.003359,0.0356595,0.00923414,0.00969684,0.00579942,0.0136889,0,0.0312573,0,0.010408,0.0216588,0.00200802,0.033806,0.00797688,0.0186448,0.00717381,0.010789,0,0,0.0084391,0,0.00875768,0.00420284,0.0621768,0.0181099,0.0158408,0.0248147,0.00583995,0.00602372,0.0258026,0.0194168,0.0113624,0.0116724,0.016332,0.00500895,0.0114227,0.0315146,0.00290049,0.00216011,0.00201689,0.00721853,0.0105835,0,0,0,0,0.00446199
75,0.00539143,0.00829043,0,0,0,0.0236662,0.0295721,0.0178574,0.00354097,0,0,0,0.0106136,0,0.00419855,0.00548113,0.0293102,0.0311802,0.0161527,0.00610399,0,0,0.00328649,0.0219181,0.00672612,0.00722456,0.0033391,0.0353204,0.00936152,0.00991035,0.00597659,0.0134265,0,0.0319778,0,0.0101706,0.0217073,0.00182916,0.0299047,0.00798801,0.016944,0.00712432,0.01101,0,0,0.00848375,0,0.00873167,0.00417814,0.0618188,0.0163401,0.0155547,0.0231124,0.00595424,0.0061218,0.025255,0.0181041,0.00990458,0.0111753,0.0154108,0.00419488,0.0103044,0.0276395,0.00286551,0.00248248,0.00187435,0.00719454,0.0108896,0,0,0,0,0.00409165
76,0.00544842,0.00822862,0,0,0,0.0239511,0.0296224,0.0173857,0.00352362,0,0,0,0.0104842,0,0.00440694,0.00537382,0.0296084,0.0308692,0.0160828,0.0060818,0,0,0.00334689,0.0216668,0.00665061,0.00743558,0.00346041,0.0349932,0.00948622,0.0101103,0.00609879,0.0131821,0,0.0326785,0,0.0100689,0.0217593,0.0019094,0.0257135,0.00787517,0.015113,0.00721275,0.0112975,0,0,0.0083475,0,0.0085649,0.0043672,0.0613369,0.0154578,0.0152316,0.020885,0.00612996,0.00616796,0.0247618,0.016322,0.00844986,0.0102662,0.0143035,0.00350889,0.00930223,0.0233934,0.0028634,0.003009,0.00155714,0.00713085,0.0112004,0,0,0,0,0.00356478
77,0.0055543,0.00809037,0,0,0,0.0240732,0.0296629,0.0168601,0.00354662,0,0,0,0.0104627,0,0.00456569,0.00533049,0.0300111,0.0303626,0.0160256,0.00624611,0,0,0.00337028,0.0213557,0.00650436,0.00760145,0.00373527,0.0346261,0.00956289,0.0102305,0.00617552,0.0129667,0,0.0332234,0,0.0101177,0.0218101,0.00200669,0.0215404,0.00770864,0.0137604,0.00738418,0.0116099,0,0,0.0080725,0,0.00847774,0.00468705,0.0607792,0.0163342,0.0148793,0.0186641,0.00640575,0.00623814,0.0244319,0.014476,0.00724928,0.00953352,0.0133542,0.00298266,0.00867799,0.0195862,0.00289242,0.00371106,0.00153758,0.00702174,0.0115167,0,0,0,0,0.00296379
78,0.00537,0.00784815,0,0,0,0.0242939,0.0297135,0.0158524,0.00353436,0,0,0,0.0121118,0,0.00426649,0.006399,0.0304675,0.0296414,0.0159516,0.00603948,0,0,0.00330076,0.0219365,0.0063821,0.00791729,0.00404438,0.0342735,0.00950573,0.0102298,0.00628058,0.0128514,0,0.033852,0,0.0115829,0.0218928,0.00187096,0.017562,0.00771202,0.0133693,0.0074966,0.0113803,0,0,0.0091829,0,0.00874581,0.00539576,0.0604432,0.0167269,0.0145855,0.0177714,0.00690838,0.00648676,0.0244344,0.0135213,0.00687818,0.00995174,0.012927,0.00298598,0.00917588,0.0171997,0.00311878,0.00419171,0.0015525,0.00687572,0.0113785,0,0,0,0,0.00247755
79,0.00550737,0.00757176,0,0,0,0.0234974,0.0296646,0.014721,0.00353562,0,0,0,0.0112989,0,0.00433086,0.00588589,0.0309833,0.0285348,0.016049,0.00659886,0,0,0.00315196,0.0215283,0.00605572,0.00791017,0.00463437,0.0338062,0.00931675,0.0100385,0.00613684,0.0127052,0,0.0329012,0,0.0111593,0.0218783,0.00169556,0.0154503,0.00802618,0.0143738,0.0073733,0.0114829,0,0,0.00940101,0,0.00871961,0.00529681,0.0606041,0.0154577,0.0145451,0.0189566,0.00729611,0.00645833,0.0248462,0.0140918,0.00793095,0.0113851,0.0133111,0.0031891,0.0105772,0.0178812,0.00319845,0.00451234,0.00180036,0.00665907,0.0114964,0,0,0,0,0.00231856
80,0.00555374,0.00724531,0,0,0,0.0224746,0.0295757,0.0130249,0.00349446,0,0,0,0.0104469,0,0.00429817,0.00535258,0.0315758,0.0269284,0.016075,0.00675894,0,0,0.00304753,0.0211227,0.00589706,0.00829183,0.00521884,0.0333008,0.0088165,0.00962166,0.00586017,0.0125298,0,0.031872,0,0.0107169,0.0218971,0.00178466,0.0146441,0.00798681,0.0141445,0.00699104,0.0113441,0,0,0.00945236,0,0.00875867,0.00539312,0.0609832,0.0133441,0.0147819,0.0206899,0.00747338,0.00621228,0.0254346,0.0151284,0.00960628,0.0115019,0.0136665,0.00296262,0.0104592,0.0194967,0.00334516,0.00483368,0.00191797,0.00633364,0.0112899,0,0,0,0,0.00270491
81,0.00533064,0.00693371,0,0,0,0.0208031,0.0294501,0.0109448,0.00336766,0,0,0,0.00969432,0,0.00426723,0.00486159,0.0321625,0.0250693,0.016044,0.00736264,0,0,0.00304976,0.0207488,0.00581486,0.00886637,0.00595426,0.0328194,0.00808275,0.00892177,0.00548696,0.0123587,0,0.0301011,0,0.0101333,0.0219093,0.00185147,0.0130899,0.00807311,0.0124321,0.00639315,0.0109272,0,0,0.00976721,0,0.00874616,0.00542821,0.0610704,0.0113257,0.0152084,0.0208668,0.00737693,0.00592774,0.0258473,0.0153691,0.0108039,0.00975959,0.0132904,0.00196137,0.00842755,0.0181343,0.00371377,0.00500566,0.00206872,0.00597744,0.0106592,0,0,0,0,0.00335749
82,0.00509339,0.00674665,0,0,0,0.0182086,0.0293534,0.00889009,0.00304859,0,0,0,0.00931531,0,0.00433794,0.00460978,0.0326812,0.0229626,0.0159544,0.00824164,0,0,0.00303175,0.0204248,0.00574552,0.0094846,0.00681744,0.0323502,0.00713779,0.0078674,0.00506265,0.0122682,0,0.0273934,0,0.00958992,0.0219131,0.00211209,0.00930568,0.00786071,0.0103035,0.00581514,0.0106784,0,0,0.00963115,0,0.00881495,0.00567812,0.0606444,0.00964467,0.0156477,0.0186369,0.00706225,0.00553299,0.0262203,0.0144959,0.0111464,0.00788702,0.0121823,0.0013472,0.00672782,0.0147284,0.00382731,0.00506527,0.00195504,0.00579633,0.0100253,0,0,0,0,0.00398889
83,0.00451812,0.00665032,0,0,0,0.0146159,0.0293893,0.00730119,0.00269832,0,0,0,0.0119477,0,0.00375387,0.00633979,0.0331366,0.0206752,0.0156924,0.00921671,0,0,0.00280106,0.0212717,0.00576073,0.0101007,0.00780311,0.0318641,0.00601608,0.00660516,0.00473625,0.0122726,0,0.0239644,0,0.0111788,0.0218712,0.00218373,0.00649592,0.00764368,0.00844592,0.00552151,0.0101297,0,0,0.0122899,0,0.00942975,0.00714233,0.0600421,0.00843968,0.0158895,0.0155005,0.00692096,0.00559899,0.026787,0.0128908,0.0105018,0.00699202,0.0110514,0.000864582,0.00607296,0.0133014,0.00507725,0.0043714,0.00135456,0.00559854,0.00939301,0,0,0,0,0.00415353
84,0.00436575,0.00695074,0,0,0,0.0110058,0.02939,0.00705095,0.00251948,0,0,0,0.0126777,0,0.00381155,0.00684496,0.0335352,0.018366,0.0154269,0.0102292,0,0,0.00271146,0.0210737,0.00582268,0.0105605,0.0087672,0.0312631,0.00489829,0.00538771,0.00448271,0.0122532,0,0.0202073,0,0.0112504,0.0218591,0.00226612,0.0078891,0.00762902,0.00744316,0.00539478,0.00988989,0,0,0.012767,0,0.00957297,0.00766069,0.0597321,0.00827647,0.0160662,0.0138081,0.00669217,0.00537456,0.0276886,0.0110808,0.00917663,0.00709418,0.0102623,0.00135836,0.00651827,0.0155198,0.00522297,0.0044776,0.00128396,0.00568312,0.00917815,0,0,0,0,0.0039591
85,0.0046234,0.00718828,0,0,0,0.00853331,0.0294058,0.00839137,0.00263873,0,0,0,0.011902,0,0.00415232,0.00641682,0.0339489,0.0161741,0.0150936,0.0111786,0,0,0.00263286,0.0202349,0.00585265,0.0107878,0.00961838,0.0305473,0.00388085,0.00439983,0.00435186,0.0122325,0,0.0175785,0,0.0104273,0.0218782,0.00233034,0.0111644,0.00763192,0.00726069,0.00540071,0.00999882,0,0,0.0122765,0,0.00948096,0.00776052,0.0596616,0.00878525,0.0161563,0.0136577,0.00653839,0.00508079,0.0286057,0.0095366,0.0079036,0.00753691,0.00962462,0.00251028,0.00732005,0.0183115,0.00491793,0.00493875,0.00147183,0.00585496,0.00925659,0,0,0,0,0.00382408
86,0.00488239,0.00725537,0,0,0,0.00962648,0.0294494,0.010843,0.00311546,0,0,0,0.0115099,0,0.00433589,0.00621627,0.0344724,0.014273,0.0146948,0.0119449,0,0,0.00250159,0.0195215,0.00575743,0.0106075,0.0102358,0.0296801,0.00303306,0.00390568,0.00445958,0.0123044,0,0.0177296,0,0.0101181,0.0218824,0.00229359,0.0117193,0.00761195,0.00723264,0.00549119,0.0101017,0,0,0.0117952,0,0.00937326,0.0078406,0.0594109,0.00809706,0.0160737,0.014062,0.00657452,0.00493255,0.0290039,0.00821258,0.00723104,0.00738306,0.00911131,0.00344388,0.00782155,0.0180592,0.00453548,0.00538532,0.00174048,0.00594121,0.00930756,0,0,0,0,0.00386034
87,0.00506684,0.00734957,0,0,0,0.0147464,0.0295034,0.0139229,0.00380422,0,0,0,0.0112705,0,0.00438459,0.00608986,0.0350222,0.0130068,0.0143279,0.0126551,0,0,0.00247148,0.0188467,0.0055897,0.010186,0.0107849,0.0286865,0.00247849,0.0041736,0.00461526,0.0124928,0,0.0211734,0,0.0101791,0.021862,0.00218105,0.0106901,0.00760897,0.00659218,0.00567568,0.010157,0,0,0.0113453,0,0.00923313,0.00791398,0.0587867,0.00577644,0.0158597,0.0141026,0.00672769,0.00492517,0.0285815,0.00740557,0.00726181,0.00661914,0.00867666,0.00370719,0.00763245,0.0155152,0.00413119,0.00566421,0.00194646,0.00614208,0.00933665,0,0,0,0,0.00389964
88,0.00511892,0.0075625,0,0,0,0.0213622,0.0295518,0.0172429,0.00449149,0,0,0,0.0110644,0,0.0043073,0.00591608,0.0356,0.0135778,0.0139497,0.0132488,0,0,0.00264645,0.0181233,0.00533684,0.00958941,0.0112747,0.0276525,0.00238445,0.00506747,0.00484256,0.0128798,0,0.02659,0,0.0103979,0.0218647,0.00199189,0.0107092,0.00759707,0.00553539,0.0059012,0.0101592,0,0,0.0110019,0,0.00902142,0.00796514,0.0581043,0.00419411,0.0155643,0.0137596,0.00678853,0.00518435,0.0275155,0.00758287,0.00780316,0.00548947,0.00837302,0.00353227,0.00698005,0.0135664,0.00375586,0.00587389,0.00199657,0.00638364,0.00933824,0,0,0,0,0.00382936
89,0.00529756,0.00782791,0,0,0,0.0283247,0.0295817,0.0203513,0.00509423,0,0,0,0.0107979,0,0.0041604,0.00569222,0.0362006,0.015747,0.0136102,0.0131902,0,0,0.00286886,0.0173886,0.00500379,0.00888875,0.0116357,0.0267198,0.00307023,0.00651374,0.00547955,0.013448,0,0.0324283,0,0.0105978,0.0218438,0.00206128,0.0113793,0.00757456,0.0045143,0.00608631,0.0102451,0,0,0.0105657,0,0.00889033,0.00783874,0.0577862,0.00389494,0.0153967,0.0129677,0.00670375,0.00541692,0.0264729,0.00826234,0.00835873,0.00450713,0.0081642,0.00319741,0.00614141,0.0130501,0.00343307,0.00597463,0.00214461,0.00663154,0.009409,0,0,0,0,0.00367145
90,0.00540317,0.0078177,0,0,0,0.0352862,0.0296288,0.0231178,0.0056816,0,0,0,0.0114735,0,0.0038694,0.00609357,0.0368965,0.0182035,0.0132643,0.0127671,0,0,0.00302694,0.0171436,0.00464722,0.0082149,0.0118079,0.0259737,0.00435397,0.0082893,0.00641539,0.0141259,0,0.0386894,0,0.011398,0.0217654,0.00218763,0.0116185,0.00750489,0.00396916,0.00627886,0.0103479,0,0,0.0130598,0,0.00935471,0.00898996,0.0580442,0.00473945,0.0153897,0.0119697,0.00676696,0.00579073,0.0260287,0.00847635,0.00862318,0.00419073,0.00800636,0.00290328,0.00534296,0.0125563,0.00484043,0.00524385,0.00183871,0.00663558,0.00948249,0,0,0,0,0.00350452
91,0.00565573,0.00793661,0,0,0,0.0420589,0.0295585,0.0254386,0.00606294,0,0,0,0.0107062,0,0.00374622,0.0055509,0.0375636,0.0200208,0.012999,0.0122159,0,0,0.0031205,0.016315,0.00433672,0.00766597,0.0117345,0.0255673,0.00581837,0.0100201,0.0074368,0.0148035,0,0.0458279,0,0.0110446,0.0217016,0.00225224,0.0116748,0.00755927,0.00373094,0.00614919,0.0106568,0,0,0.0125853,0,0.00910899,0.0087333,0.0588701,0.00517902,0.0155975,0.0113299,0.00663123,0.00593434,0.0262638,0.00819281,0.00866716,0.00448415,0.00786116,0.00283681,0.00497767,0.0117057,0.00448025,0.0053137,0.00176327,0.00683393,0.00976514,0,0,0,0,0.00352293
92,0.00607309,0.0079953,0,0,0,0.0486913,0.0293445,0.0270118,0.00637915,0,0,0,0.00806344,0,0.00396041,0.00370653,0.0379718,0.0201574,0.0126773,0.0117268,0,0,0.00308413,0.0142355,0.00398317,0.00732732,0.0113647,0.0255268,0.00716293,0.0115764,0.00834219,0.0154327,0,0.0538129,0,0.0086997,0.0216139,0.00232147,0.0113503,0.00760279,0.00358158,0.00592349,0.0112459,0,0,0.0121578,0,0.00899883,0.00831389,0.0598666,0.00495553,0.0158789,0.0111448,0.00650751,0.00624142,0.0268739,0.00788463,0.00877081,0.00471228,0.00772721,0.00307482,0.00517901,0.0119515,0.00420001,0.00518897,0.00170441,0.00701039,0.0103408,0,0,0,0,0.00384331
93,0.00614543,0.00793818,0,0,0,0.0551681,0.0293074,0.0277164,0.00656032,0,0,0,0.008,0,0.00360184,0.00376006,0.0380754,0.0185691,0.01238,0.0113033,0,0,0.00304032,0.0139376,0.0038043,0.00726193,0.0109608,0.0257396,0.00830435,0.0127787,0.00905549,0.0160425,0,0.0621997,0,0.0083958,0.0215465,0.00220123,0.0114033,0.00762824,0.00334413,0.0054865,0.0113107,0,0,0.0123724,0,0.0091052,0.00824936,0.06077,0.00449402,0.016143,0.0108739,0.00647139,0.00639965,0.0275145,0.00756857,0.00880195,0.00463695,0.00767637,0.00315122,0.00530215,0.011881,0.0042777,0.0048554,0.0015889,0.00705759,0.0105024,0,0,0,0,0.00426255
94,0.00589037,0.00781851,0,0,0,0.0608688,0.0293189,0.0281683,0.00657974,0,0,0,0.00875432,0,0.00321011,0.00451416,0.0378621,0.017162,0.0122544,0.0108319,0,0,0.00341523,0.0142834,0.00388453,0.0073139,0.0106352,0.0260905,0.00921985,0.0137833,0.0095034,0.0168205,0,0.0695233,0,0.0089054,0.021532,0.00230265,0.011668,0.00765329,0.00279552,0.00483752,0.0110682,0,0,0.0117287,0,0.008931,0.00777724,0.0613601,0.00423066,0.0164962,0.0102565,0.00645016,0.00630783,0.0280051,0.00725014,0.00871528,0.00409867,0.00762068,0.00285378,0.00483259,0.0111625,0.003872,0.00476026,0.00164811,0.00700618,0.0103643,0,0,0,0,0.00459134
95,0.00580044,0.0077581,0,0,0,0.0656132,0.0292431,0.0291239,0.00665651,0,0,0,0.00828055,0,0.00302,0.00425487,0.0373123,0.0167526,0.0121938,0.0101887,0,0,0.00394227,0.0136902,0.00402716,0.00749101,0.0102486,0.0265267,0.0100881,0.0149064,0.00992635,0.0176947,0,0.07474,0,0.00828942,0.021505,0.00246015,0.0116974,0.00768084,0.00227987,0.00425856,0.0112059,0,0,0.011834,0,0.00882173,0.00767752,0.061641,0.00451833,0.0168794,0.00953306,0.00634775,0.00621519,0.0282938,0.00704609,0.00856896,0.00317877,0.00748125,0.00241262,0.00415022,0.0106418,0.00404809,0.00470854,0.00164777,0.00697386,0.0104059,0,0,0,0,0.00481397
96,0.00575249,0.00777534,0,0,0,0.0693667,0.0292245,0.0305246,0.00666965,0,0,0,0.00792881,0,0.0029238,0.00405138,0.0365568,0.0176267,0.0119705,0.00967541,0,0,0.00419794,0.0131446,0.00432253,0.00798017,0.00988034,0.0270074,0.0111348,0.0161608,0.0104203,0.0186412,0,0.0789704,0,0.00790418,0.0214516,0.00254694,0.0118612,0.00770992,0.00244956,0.00375856,0.0113831,0,0,0.0119161,0,0.00877865,0.00762627,0.0619344,0.00560152,0.0172505,0.0088952,0.00601824,0.00624428,0.0283855,0.00682952,0.00834853,0.00218563,0.0072663,0.0023171,0.00406156,0.0101111,0.00423893,0.00489078,0.00170745,0.0069702,0.0103309,0,0,0,0,0.00488445
97,0.00545715,0.0076036,0,0,0,0.0723931,0.0292594,0.0321858,0.00681723,0,0,0,0.00880865,0,0.00281522,0.00475244,0.0357581,0.0194704,0.0116844,0.00922755,0,0,0.00448879,0.0132927,0.00490091,0.00889641,0.00960608,0.0275784,0.0123255,0.0174502,0.010838,0.019571,0,0.0826744,0,0.00871857,0.0214302,0.00247704,0.0117647,0.00763009,0.0031135,0.00359646,0.0113134,0,0,0.0145155,0,0.00922341,0.00900222,0.0623977,0.00692814,0.0175899,0.00855979,0.00570479,0.00669784,0.0283317,0.00671731,0.00809771,0.00173252,0.00703311,0.00273407,0.00478164,0.00953181,0.00566711,0.00441643,0.00142029,0.00673249,0.0100861,0,0,0,0,0.00485417
98,0.00538882,0.00760296,0,0,0,0.0748934,0.0291432,0.0339851,0.00691408,0,0,0,0.00725648,0,0.00277525,0.00359296,0.0349561,0.021506,0.0114504,0.008735,0,0,0.00481681,0.0118624,0.00547514,0.00969677,0.0093699,0.0278968,0.0135892,0.0187464,0.0113327,0.0204235,0,0.0856926,0,0.00750015,0.0213695,0.0021629,0.0114231,0.00760279,0.00382653,0.00366852,0.0115576,0,0,0.0138864,0,0.00904728,0.00861632,0.0629603,0.00806074,0.0180168,0.00833507,0.005243,0.00672348,0.0283221,0.00662676,0.0077909,0.00164386,0.00693075,0.00319806,0.00570627,0.00903616,0.00562313,0.00475959,0.00156294,0.00667088,0.010285,0,0,0,0,0.0047789
99,0.00514074,0.007551,0,0,0,0.0766358,0.0291205,0.0354256,0.0069784,0,0,0,0.00725391,0,0.00260229,0.00359677,0.0342712,0.0230282,0.0112951,0.00813283,0,0,0.00505204,0.0114587,0.00598199,0.0103036,0.00911242,0.0280195,0.0146841,0.0199237,0.0117766,0.0211618,0,0.0880113,0,0.00773278,0.021335,0.00199011,0.0110751,0.00745956,0.00431692,0.00381703,0.0114858,0,0,0.0142833,0,0.00905534,0.00898085,0.0635069,0.00880237,0.0183709,0.00796133,0.00492406,0.00670633,0.028371,0.00640254,0.00739615,0.00161619,0.00692704,0.0034885,0.00633898,0.00828543,0.00597803,0.00472077,0.00141876,0.00659982,0.0101348,0,0,0,0,0.00464852
100,0.005306,0.00777294,0,0,0,0.0775266,0.0291305,0.0365087,0.00690153,0,0,0,0.00739869,0,0.00253065,0.00370198,0.0336925,0.0242031,0.011259,0.00751289,0,0,0.00493749,0.0112005,0.00634151,0.0104733,0.00890913,0.0283118,0.0154565,0.0208465,0.0120663,0.0217852,0,0.0893202,0,0.00808477,0.0212783,0.00200749,0.0109139,0.007278,0.00469507,0.00382196,0.011719,0,0,0.0138224,0,0.00890739,0.00893776,0.0639405,0.00941873,0.0187327,0.00759125,0.00450331,0.00654333,0.0284444,0.00621334,0.00705535,0.00165377,0.00698679,0.00368758,0.00672012,0.00713615,0.00588209,0.00478814,0.00146211,0.00683545,0.0102211,0,0,0,0,0.00452764
101,0.00524069,0.00789082,0,0,0,0.0772348,0.0291017,0.037098,0.00680501,0,0,0,0.00699808,0,0.00243549,0.00339945,0.0331538,0.0252775,0.0112108,0.0067939,0,0,0.00499762,0.0105801,0.00662348,0.0102827,0.0088679,0.0286744,0.0157608,0.0214275,0.0122152,0.0222209,0,0.0892652,0,0.00795125,0.0212293,0.0018365,0.0102951,0.00724329,0.00518312,0.00380417,0.0117689,0,0,0.0136015,0,0.00883003,0.00876102,0.0642343,0.00982743,0.0190845,0.00744272,0.00408381,0.00634418,0.028453,0.00615195,0.0068249,0.00167334,0.00706371,0.00373473,0.00681023,0.00632771,0.00585298,0.00478257,0.00155237,0.00697137,0.0103835,0,0,0,0,0.00440732
102,0.00514237,0.00803063,0,0,0,0.0760648,0.0290859,0.037186,0.00667694,0,0,0,0.00655223,0,0.00243958,0.00310185,0.0326416,0.0261417,0.0111394,0.0060321,0,0,0.00486685,0.00997439,0.00682462,0.0101151,0.00893278,0.0290518,0.0157381,0.0215866,0.0121789,0.0225523,0,0.0882631,0,0.00770492,0.0211726,0.00187831,0.00977457,0.00744238,0.0056175,0.00368141,0.0117309,0,0,0.0133972,0,0.00891143,0.00845349,0.0644636,0.0101268,0.0194595,0.00726557,0.00365682,0.00632236,0.028469,0.00612248,0.00657432,0.00174076,0.00717613,0.00382422,0.00692312,0.00571669,0.0057651,0.00483931,0.00179784,0.00710697,0.0104119,0,0,0,0,0.00428149
103,0.0045394,0.00779491,0,0,0,0.074506,0.0291504,0.0369611,0.00664026,0,0,0,0.00828291,0,0.00265873,0.00442589,0.0321308,0.0269648,0.0110726,0.00527689,0,0,0.0051649,0.0103646,0.00703351,0.0102589,0.00906423,0.0293603,0.0155799,0.0213354,0.0118441,0.0227654,0,0.0867802,0,0.00894426,0.0211634,0.00204568,0.00913063,0.00749143,0.00590028,0.00363788,0.0111089,0,0,0.015658,0,0.00946669,0.00954246,0.0646501,0.0105967,0.0197766,0.00725008,0.00341961,0.00664719,0.0284497,0.00619416,0.0064372,0.00195944,0.00724896,0.00387497,0.0071542,0.00537485,0.00670026,0.00408867,0.00175499,0.00686066,0.00977152,0,0,0,0,0.00418008
104,0.00423352,0.00786953,0,0,0,0.0727529,0.0290462,0.0365195,0.00645704,0,0,0,0.00635022,0,0.00242997,0.00321022,0.0315773,0.0276885,0.0110516,0.00459945,0,0,0.00540704,0.00912458,0.007108,0.00998102,0.00922514,0.0297203,0.0154829,0.0207507,0.0113724,0.0228979,0,0.0852147,0,0.00746957,0.0210873,0.00199148,0.00854659,0.00770967,0.00629721,0.00353605,0.010925,0,0,0.0121403,0,0.00872982,0.00728837,0.0648678,0.0113878,0.0203101,0.00713036,0.00284232,0.00621554,0.0284862,0.0062387,0.00632217,0.00214147,0.00732612,0.00398797,0.00777629,0.00517786,0.00501776,0.00485857,0.00250802,0.00698652,0.0096627,0,0,0,0,0.00405934
105,0.00401463,0.00793954,0,0,0,0.0708992,0.0290082,0.0357991,0.00627275,0,0,0,0.00647343,0,0.00222243,0.00346202,0.0311037,0.0282562,0.0109859,0.00422983,0,0,0.00564286,0.00881407,0.0071557,0.00950326,0.00941794,0.0301451,0.0154617,0.0199342,0.0109822,0.0230021,0,0.0835661,0,0.00737409,0.0210896,0.00196197,0.00823993,0.00774997,0.00686356,0.0034834,0.0108263,0,0,0.012426,0,0.00874898,0.00710201,0.0651945,0.0125366,0.0208384,0.00678885,0.00230769,0.00623469,0.0285758,0.00618997,0.00609038,0.00240653,0.0073709,0.00441564,0.00869166,0.00529929,0.00519421,0.00457931,0.00266376,0.00708647,0.00956895,0,0,0,0,0.00391972
106,0.00387142,0.00807465,0,0,0,0.068994,0.0289772,0.0348733,0.00604964,0,0,0,0.00662541,0,0.00201907,0.0037496,0.0307527,0.0288493,0.01089,0.00441872,0,0,0.00584695,0.00855575,0.00730955,0.00926856,0.00970015,0.0305508,0.0154556,0.0189198,0.0103686,0.0231042,0,0.081784,0,0.00734166,0.021126,0.0019292,0.00803016,0.00775925,0.00740978,0.00351428,0.0108491,0,0,0.0128421,0,0.00876067,0.00689337,0.0656628,0.0136936,0.0213662,0.00662572,0.00166325,0.00616924,0.0287186,0.00616349,0.00586965,0.00305497,0.00742782,0.00496593,0.00966611,0.00580818,0.0054951,0.00431438,0.00274071,0.00723252,0.00947434,0,0,0,0,0.00386939
107,0.00365604,0.00820714,0,0,0,0.0670012,0.0289692,0.0338282,0.00580166,0,0,0,0.0066515,0,0.00180327,0.00395653,0.0305199,0.0294858,0.0107655,0.00574987,0,0,0.00590483,0.00837236,0.00773154,0.00950839,0.0101235,0.0309349,0.0154169,0.0176792,0.00927029,0.0231843,0,0.0797984,0,0.00736373,0.0211955,0.00182337,0.00778146,0.00769532,0.007817,0.00368582,0.0108671,0,0,0.0132077,0,0.00872489,0.00678923,0.0661959,0.0145287,0.0218797,0.00641461,0.00105957,0.0061557,0.0289428,0.00597423,0.00571178,0.00377419,0.00751988,0.0054687,0.0106077,0.00668811,0.00590802,0.00400957,0.00280041,0.00739029,0.00934369,0,0,0,0,0.00389065
108,0.00333247,0.00823642,0,0,0,0.0648538,0.0289416,0.032753,0.00579705,0,0,0,0.00674941,0,0.00174254,0.00402979,0.0302888,0.0304327,0.0107216,0.00797217,0,0,0.0060123,0.00816034,0.00838681,0.00993044,0.0108159,0.0312349,0.0154052,0.0162645,0.00823735,0.0232278,0,0.0774603,0,0.0074226,0.0212006,0.00184153,0.00778718,0.00760973,0.00802989,0.00405124,0.0108801,0,0,0.0135186,0,0.00870619,0.00684538,0.0666772,0.0150801,0.0224291,0.00622901,0.00104863,0.00623192,0.0292687,0.0058506,0.00554341,0.00445931,0.00763833,0.00595602,0.0113755,0.00778058,0.00633098,0.00372916,0.00285663,0.00743471,0.00909951,0,0,0,0,0.00392691
109,0.00310676,0.00828717,0,0,0,0.062548,0.0289034,0.031683,0.00585884,0,0,0,0.00708944,0,0.00192486,0.00420852,0.0301382,0.0312252,0.0106719,0.0105788,0,0,0.00597255,0.00793544,0.00955468,0.0107458,0.0118256,0.0314219,0.0154971,0.0148355,0.00709107,0.0232289,0,0.0748391,0,0.00756526,0.0211403,0.0018892,0.00810903,0.00762797,0.00825202,0.00446551,0.0109287,0,0,0.0136711,0,0.0087835,0.00695598,0.06712,0.01559,0.0229264,0.00621866,0.00122982,0.0061906,0.0296073,0.00586929,0.00534731,0.00504664,0.00775407,0.00640806,0.0120423,0.00893501,0.00669804,0.00364236,0.00279096,0.00748036,0.00885338,0,0,0,0,0.00401782
