Timestep,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LBL,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LML,LMR,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTL,LTOE,LTR,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x70,x71,x72,LBR,RTHI
All Timesteps RMSE,0.00550899,0.00881952,0,0,0,0.030593,0.028093,0.019017,0.00470112,0,0,0,0.0128897,0,0.00431371,0.00679435,0.0324064,0.0241199,0.0163858,0.0108768,0,0,0.00548815,0.0150735,0.00651652,0.00941694,0.0092052,0.0359484,0.00850132,0.0102802,0.00669232,0.0170962,0,0.0358577,0,0.00875226,0.0209324,0.00256138,0.0228935,0.00755769,0.0130967,0.00700257,0.0110506,0,0,0.0114445,0,0.0100769,0.00647552,0.0701779,0.0198147,0.0224837,0.0168349,0.00578398,0.00642984,0.0319873,0.013738,0.0109024,0.0098908,0.0090563,0.00935485,0.0164383,0.0265254,0.00726119,0.00382544,0.00312435,0.00924039,0.0103916,0,0,0,0,0.00487122
0,0.0157098,0.0175449,0,0,0,0.0399872,0.0276479,0.0193925,0.00494969,0,0,0,0.00790774,0,0.00475518,0.0051099,0.0254923,0.0163778,0.0170237,0.0162624,0,0,0.00538174,0.0115436,0.0113321,0.016973,0.010683,0.0361451,0.011631,0.0187246,0.0123041,0.0197517,0,0.0506298,0,0.00386293,0.0204813,0.00187883,0.0224174,0.00786934,0.0114866,0.00860232,0.0278197,0,0,0.0223377,0,0.0113797,0.00970312,0.0717856,0.0218645,0.0273031,0.0177406,0.00663916,0.0240631,0.0327823,0.0122971,0.0107381,0.00947275,0.0099002,0.0112826,0.0223747,0.0259508,0.021293,0.005363,0.00469023,0.0170609,0.0217732,0,0,0,0,0
1,0.014302,0.0169392,0,0,0,0.0181817,0.0276198,0.013844,0.00469688,0,0,0,0.00780996,0,0.00488942,0.00548619,0.0296323,0.0218778,0.0163297,0.00604515,0,0,0.00535769,0.0103126,0.00919562,0.0080601,0.00724479,0.0336348,0.00825996,0.00792253,0.00485333,0.0194964,0,0.0232938,0,0.00324904,0.0204125,0.00183521,0.0229111,0.00813069,0.0118769,0.00942377,0.0267712,0,0,0.0218734,0,0.0112018,0.00961717,0.0719018,0.0212359,0.0279095,0.0163865,0.00702606,0.0233926,0.0332275,0.0108183,0.0106656,0.0102468,0.0102618,0.0118706,0.0227655,0.0266877,0.0203963,0.00517446,0.00575029,0.0171298,0.0209639,0,0,0,0,0
2,0.0147929,0.0173933,0,0,0,0.0131247,0.0274913,0.0109123,0.00402737,0,0,0,0.00837954,0,0.00516965,0.00553148,0.0301962,0.0200942,0.0165119,0.00493738,0,0,0.00595544,0.010188,0.00846759,0.00720327,0.00570323,0.0337034,0.00733317,0.00677343,0.00449344,0.0191218,0,0.0176054,0,0.00361173,0.0204709,0.00191095,0.0236784,0.00832713,0.0120388,0.00940416,0.0271712,0,0,0.0225635,0,0.0111164,0.0099577,0.0722398,0.0210674,0.0279566,0.0160505,0.00703922,0.0241817,0.0337,0.00993705,0.0109752,0.0107585,0.0105221,0.0123011,0.0232906,0.0277276,0.0215287,0.00535377,0.00597969,0.0178856,0.0213687,0,0,0,0,0
3,0.0111855,0.014665,0,0,0,0.00939362,0.0274501,0.00847376,0.00354206,0,0,0,0.00896811,0,0.00527661,0.00569711,0.0306556,0.0190458,0.0165429,0.00435056,0,0,0.00635844,0.0106134,0.00768143,0.00678909,0.00433488,0.0338249,0.00630936,0.00568244,0.00402719,0.018691,0,0.0117398,0,0.00380728,0.0205184,0.00198038,0.0242207,0.00820267,0.0119123,0.00938188,0.0231795,0,0,0.0216065,0,0.0112909,0.0095429,0.0726842,0.021199,0.0280196,0.0158276,0.00721526,0.0179787,0.0341424,0.00942448,0.011293,0.0112128,0.010702,0.0128046,0.0239043,0.0287568,0.0188147,0.00500567,0.00587261,0.0153736,0.0186744,0,0,0,0,0
4,0.00929875,0.0132799,0,0,0,0.00997177,0.027445,0.00761102,0.00307528,0,0,0,0.00971382,0,0.00558279,0.00612661,0.0309532,0.0186804,0.0168418,0.00412329,0,0,0.006679,0.0109509,0.00695299,0.00719167,0.00431718,0.0341822,0.00548294,0.00505334,0.00405832,0.0185002,0,0.0092339,0,0.00416707,0.0204854,0.00201011,0.0244798,0.00843002,0.0112751,0.00924018,0.0208931,0,0,0.018801,0,0.0105289,0.00793896,0.0728268,0.0208959,0.0278397,0.015554,0.00720775,0.0153016,0.0343861,0.00920648,0.0114731,0.011398,0.0108108,0.0128586,0.0240422,0.0297209,0.0166411,0.00477075,0.00570679,0.0140216,0.0171928,0,0,0,0,0
5,0.00825867,0.0125027,0,0,0,0.0141738,0.0273419,0.00868754,0.00269085,0,0,0,0.010545,0,0.00558561,0.00665431,0.031296,0.0191691,0.0172026,0.0048116,0,0,0.00708836,0.011154,0.0065999,0.00871366,0.00615951,0.0348358,0.00499093,0.00481948,0.00431455,0.0185606,0,0.0115527,0,0.00459685,0.0204036,0.0021233,0.0244666,0.00833447,0.0101739,0.00913357,0.0194845,0,0,0.0182762,0,0.0105277,0.00777692,0.0728622,0.0203858,0.0276217,0.0152748,0.00714261,0.0129499,0.0345983,0.00905307,0.0115324,0.011401,0.0109203,0.0124957,0.0237684,0.0303978,0.0154411,0.00454977,0.00535025,0.013346,0.0163415,0,0,0,0,0
6,0.00753766,0.0118522,0,0,0,0.0184245,0.0272327,0.0107027,0.00259105,0,0,0,0.0114824,0,0.00553432,0.00702238,0.0317165,0.0199626,0.0177053,0.00619731,0,0,0.00753841,0.0113421,0.00670208,0.0109245,0.00871331,0.0358197,0.0049507,0.00486565,0.00469765,0.0189274,0,0.0155558,0,0.00503987,0.0203305,0.00221748,0.024615,0.00822822,0.00967347,0.00893215,0.0183617,0,0,0.0177549,0,0.0105064,0.00763329,0.0729165,0.0201535,0.0274209,0.0150087,0.00705173,0.0109604,0.0349057,0.0087935,0.0115336,0.0115466,0.0109777,0.0122772,0.0235022,0.0310936,0.014326,0.00428219,0.00516355,0.0129292,0.0156751,0,0,0,0,0
7,0.00722554,0.0114397,0,0,0,0.0216339,0.0271042,0.0125736,0.00280018,0,0,0,0.0125166,0,0.00556871,0.00753168,0.0319752,0.020801,0.0182405,0.00797188,0,0,0.00801205,0.0115273,0.00715874,0.013279,0.0115679,0.037138,0.00541539,0.00519441,0.00514148,0.0195548,0,0.0188293,0,0.00557153,0.0202299,0.0023538,0.0248173,0.00810984,0.00977039,0.00867494,0.0176226,0,0,0.0173765,0,0.0105053,0.0075906,0.0730635,0.0203009,0.0272603,0.01468,0.00691827,0.00942714,0.0349993,0.00838679,0.0115923,0.0115435,0.0110935,0.0123002,0.0233547,0.0317814,0.0134751,0.00402769,0.00474281,0.0127514,0.0152712,0,0,0,0,0
8,0.00710803,0.0112289,0,0,0,0.0244838,0.0269515,0.014426,0.00312526,0,0,0,0.0134225,0,0.00569943,0.00795333,0.0320964,0.0217171,0.0188703,0.0104444,0,0,0.00850742,0.0117978,0.00779276,0.0154881,0.0144491,0.0387239,0.0062013,0.00586058,0.0055359,0.0202829,0,0.0215731,0,0.00603691,0.0202187,0.00246645,0.024514,0.00799289,0.0097537,0.00846165,0.0170895,0,0,0.0171652,0,0.0104911,0.00762149,0.0733433,0.0207567,0.0272066,0.0143356,0.00675451,0.00812716,0.0349108,0.00796001,0.0116424,0.0112421,0.011276,0.0123185,0.0232325,0.0320233,0.0128296,0.0037376,0.00449328,0.0127839,0.0149892,0,0,0,0,0
9,0.00715813,0.0112682,0,0,0,0.0272633,0.0268531,0.0163595,0.00343822,0,0,0,0.0141479,0,0.00588205,0.00824544,0.0323513,0.0229836,0.0193732,0.0130039,0,0,0.00903543,0.0121765,0.00830213,0.0171515,0.0167629,0.0403931,0.00708567,0.00662334,0.00596689,0.0210698,0,0.0240982,0,0.00635278,0.0202606,0.00250887,0.0243295,0.00763922,0.00936211,0.00824552,0.0167908,0,0,0.017278,0,0.0105282,0.00777899,0.073853,0.0208562,0.0270164,0.0137586,0.00649534,0.00717388,0.0346726,0.00757906,0.0115344,0.0106669,0.0111843,0.0119597,0.0227554,0.0323821,0.0125549,0.00375151,0.0045881,0.0129904,0.0148463,0,0,0,0,0
10,0.0065509,0.010985,0,0,0,0.0260108,0.0267843,0.016763,0.00392939,0,0,0,0.0141056,0,0.0057079,0.00841495,0.0323918,0.0236763,0.0191779,0.0153471,0,0,0.00991994,0.0124483,0.0087231,0.0182647,0.0185298,0.0419249,0.00836808,0.00805053,0.00648319,0.0220336,0,0.0235436,0,0.00609525,0.020257,0.00272148,0.017812,0.00810897,0.0159547,0.00784741,0.0159992,0,0,0.0138638,0,0.00969939,0.00600226,0.073133,0.0304843,0.0280338,0.0160021,0.0065602,0.00694014,0.035017,0.00927478,0.0129636,0.0133967,0,0.0155399,0.0244484,0.0355377,0.0106698,0.00373485,0.00478836,0.0128266,0.0142094,0,0,0,0,0
11,0.00684911,0.0111868,0,0,0,0.0255849,0.0266768,0.0171129,0.00404486,0,0,0,0.0152372,0,0.00589834,0.00892427,0.0327204,0.024455,0.0199449,0.0170298,0,0,0.0099516,0.0127935,0.00920265,0.0187984,0.019349,0.0423131,0.00866762,0.00836684,0.00663171,0.0222986,0,0.0235265,0,0.00656744,0.0201644,0.00289044,0.0239357,0.00801097,0.00918099,0.00897253,0.016094,0,0,0.0135035,0,0.00972071,0.0059456,0.0749994,0.021238,0.0274393,0.0123749,0.00676424,0.0060076,0.0347992,0.00678141,0.0109179,0.00958906,0.0098905,0.011314,0.0215811,0.0324702,0.0102506,0.00353113,0.00482972,0.0133866,0.0145516,0,0,0,0,0
12,0.00683186,0.0111919,0,0,0,0.0247001,0.0266342,0.0172939,0.00415468,0,0,0,0.0157985,0,0.0060451,0.00915142,0.0331075,0.0247261,0.02001,0.018464,0,0,0.0101901,0.0128536,0.00896516,0.0186233,0.0194023,0.0424245,0.00907245,0.00882235,0.00680334,0.0223748,0,0.0230918,0,0.00686695,0.0201738,0.00294107,0.023415,0.00792783,0.00918363,0.0092896,0.0159158,0,0,0.0133559,0,0.00980128,0.00598856,0.0755566,0.0214684,0.0275939,0.011273,0.00674369,0.00529392,0.0350193,0.00633747,0.0105142,0.00911609,0.00922001,0.0109116,0.0208131,0.0321556,0.0100461,0.00337431,0.00469221,0.0135862,0.0144787,0,0,0,0,0
13,0.00682871,0.0111951,0,0,0,0.0236259,0.0265809,0.0171539,0.00417409,0,0,0,0.0163436,0,0.00614039,0.00926009,0.0333817,0.0243136,0.019957,0.0189312,0,0,0.0103802,0.0128361,0.00846838,0.0180831,0.0190509,0.0422993,0.00931797,0.00907619,0.00677271,0.0223321,0,0.0224025,0,0.00718393,0.0201832,0.00296005,0.0224828,0.00787216,0.00968888,0.00945104,0.0157229,0,0,0.0132233,0,0.00977416,0.00605164,0.0760418,0.0220234,0.0277085,0.009765,0.00677636,0.00475731,0.0352738,0.005868,0.00996842,0.0088551,0.00869543,0.0109388,0.0202957,0.0314631,0.00992799,0.00326393,0.00450528,0.0136784,0.0143833,0,0,0,0,0
14,0.0068217,0.0112002,0,0,0,0.0224356,0.0265575,0.0167448,0.00414908,0,0,0,0.0169888,0,0.00619973,0.00948351,0.0335726,0.0239967,0.0197457,0.0187781,0,0,0.0105293,0.0128274,0.00776677,0.0173984,0.0183635,0.0420685,0.00938453,0.00908758,0.00653786,0.0221837,0,0.0215879,0,0.00742563,0.0201687,0.00295617,0.0212434,0.00785131,0.0102929,0.00960596,0.0155025,0,0,0.0131275,0,0.00964151,0.00613674,0.0764526,0.0225241,0.0278311,0.00796934,0.0069065,0.00441108,0.0355476,0.00546785,0.0091731,0.00846259,0.00817686,0.0111644,0.0197485,0.0304984,0.00984599,0.00323378,0.00440685,0.0137126,0.0142372,0,0,0,0,0
15,0.00680853,0.0112959,0,0,0,0.021129,0.026536,0.0160648,0.00411331,0,0,0,0.0175466,0,0.00622115,0.00967123,0.0337481,0.0234606,0.01954,0.0181471,0,0,0.0105945,0.0128087,0.00692667,0.0165123,0.0173737,0.0417649,0.00929431,0.00890609,0.0062114,0.0219796,0,0.0207311,0,0.00779217,0.0201636,0.00296851,0.0198815,0.00780842,0.0108601,0.0097587,0.0152088,0,0,0.013039,0,0.00971627,0.00618666,0.0767757,0.0230612,0.0279924,0.00634624,0.00699809,0.00418557,0.0358546,0.00529393,0.00813269,0.0082,0.0076006,0.0112234,0.019037,0.0295166,0.00978199,0.00309911,0.0042191,0.0137711,0.0140639,0,0,0,0,0
16,0.00700381,0.0114672,0,0,0,0.0195222,0.0265521,0.0152029,0.00403541,0,0,0,0.0179361,0,0.00632703,0.00980277,0.0337499,0.0225994,0.0192979,0.0171636,0,0,0.010648,0.0130085,0.00596907,0.0151919,0.0159075,0.041338,0.00885577,0.00844914,0.00578776,0.0217282,0,0.0195512,0,0.0080575,0.0201212,0.00297831,0.0188782,0.0074616,0.0112253,0.00979614,0.0150183,0,0,0.0131019,0,0.00967967,0.00626818,0.0770534,0.0229708,0.0279789,0.00450882,0.006987,0.0042495,0.0361916,0.00515941,0.00701466,0.00809009,0.00684192,0.0109887,0.0181842,0.0289279,0.0098473,0.00308464,0.00423463,0.0139941,0.0140009,0,0,0,0,0
17,0.0070573,0.011669,0,0,0,0.0186974,0.0265717,0.0144009,0.00413702,0,0,0,0.018437,0,0.00625506,0.00998683,0.0338816,0.0218721,0.0189967,0.0164915,0,0,0.0105126,0.0129856,0.00531975,0.0141358,0.0143997,0.0408616,0.0087417,0.00816497,0.00527683,0.0214687,0,0.0186076,0,0.0082879,0.0201351,0.0030211,0.0171822,0.0075358,0.0120103,0.0101325,0.0146664,0,0,0.0108542,0,0.00919644,0.00528916,0.0772097,0.0233948,0.0282726,0.00299335,0.00728176,0.00459109,0.0364718,0.00512046,0.00609783,0.0082559,0.00674909,0.011013,0.0175359,0.0279381,0.00871529,0.00311613,0.00383526,0.0143374,0.0139191,0,0,0,0,0
18,0.00716741,0.0117164,0,0,0,0.0167369,0.0265475,0.013087,0.00425438,0,0,0,0.0183688,0,0.00606288,0.0099862,0.0338616,0.0210824,0.018983,0.0150478,0,0,0.0103257,0.0133844,0.00472872,0.0125904,0.0125392,0.0403368,0.00839161,0.00777069,0.00495459,0.0213383,0,0.0171104,0,0.00809634,0.0201167,0.00309871,0.0163777,0.00731641,0.0126145,0.0101404,0.0144079,0,0,0.0116811,0,0.00946207,0.00577662,0.0773952,0.0239376,0.0284892,0.00218304,0.00732617,0.00453032,0.0367294,0.00533279,0.00515412,0.00829714,0.00637763,0.0108995,0.0167407,0.0271003,0.00920203,0.00263043,0.00333879,0.0144451,0.0138993,0,0,0,0,0
19,0.00722947,0.0118787,0,0,0,0.015317,0.0265425,0.0122444,0.00446084,0,0,0,0.0185628,0,0.00596035,0.00994902,0.0338584,0.021163,0.0187621,0.0139359,0,0,0.0100458,0.0135234,0.00442003,0.0111362,0.010648,0.0399042,0.00830334,0.00747289,0.00471572,0.0212234,0,0.0159643,0,0.00800973,0.0200631,0.00311514,0.0155291,0.00727711,0.0132035,0.0103369,0.0141341,0,0,0.0110474,0,0.0093936,0.00542148,0.0776529,0.0243194,0.0288378,0.00287738,0.00760712,0.00470038,0.0368601,0.0056837,0.0043983,0.00844283,0.00600871,0.0107525,0.0159755,0.0265249,0.00903677,0.00252273,0.00322195,0.0146141,0.0138788,0,0,0,0,0
20,0.00736251,0.0119977,0,0,0,0.0135002,0.0265421,0.0122691,0.00472753,0,0,0,0.0186603,0,0.00591704,0.0100414,0.03382,0.0216347,0.0184828,0.0132658,0,0,0.00973299,0.0135444,0.00430499,0.00974661,0.00889247,0.0397785,0.00868995,0.00752552,0.00486618,0.0213349,0,0.015281,0,0.0080329,0.020022,0.00313329,0.0149276,0.00721031,0.013851,0.0104731,0.0139315,0,0,0.0104114,0,0.00945099,0.00500777,0.078039,0.0244757,0.0294163,0.00482321,0.00781547,0.00482609,0.036796,0.00624842,0.00395214,0.00873755,0.00571853,0.0106046,0.0152782,0.026312,0.00885591,0.00244933,0.00313399,0.0147234,0.0139165,0,0,0,0,0
21,0.00749685,0.0117542,0,0,0,0.0116603,0.0265448,0.0137325,0.00504404,0,0,0,0.0189739,0,0.00587663,0.0101894,0.0339314,0.020789,0.0184843,0.0133358,0,0,0.00941052,0.0133549,0.00422622,0.00842502,0.00774599,0.0404785,0.00981185,0.0084201,0.0054402,0.0217244,0,0.0169744,0,0.00826379,0.020024,0.00310338,0.0148139,0.00722943,0.0144269,0.0104724,0.0138596,0,0,0.0101713,0,0.00962313,0.00469089,0.0786856,0.0244796,0.0303475,0.00698477,0.00777118,0.0047148,0.0366559,0.00698917,0.00394581,0.00895568,0.0055478,0.0103171,0.0144246,0.0262788,0.00864496,0.00255008,0.00338499,0.0145143,0.0140202,0,0,0,0,0
22,0.0078711,0.0110473,0,0,0,0.00985864,0.0265762,0.014279,0.00538507,0,0,0,0.020857,0,0.00650004,0.0104996,0.0343482,0.0174999,0.0188591,0.014016,0,0,0.00899245,0.0123557,0.00410501,0.00758811,0.00756475,0.0415603,0.01076,0.00943492,0.00561656,0.0219232,0,0.0210918,0,0.00958364,0.0200558,0.00278322,0.014709,0.00699579,0.0139874,0.0106515,0.0142649,0,0,0.0119088,0,0.00986446,0.00534944,0.0798209,0.0234141,0.0307772,0.0102224,0.00764218,0.0047639,0.0365417,0.00834546,0.00476161,0.00914203,0.00481253,0.00916615,0.0128876,0.0268396,0.0092507,0.00314392,0.00425287,0.0137091,0.0144486,0,0,0,0,0.00328595
23,0.00749877,0.00988802,0,0,0,0.00855594,0.0264708,0.0121739,0.00591541,0,0,0,0.0200512,0,0.00595808,0.0106261,0.0351562,0.0139354,0.0190618,0.01546,0,0,0.00848115,0.0130217,0.00365885,0.00769555,0.00823073,0.0421844,0.0103084,0.00906536,0.00514596,0.0217519,0,0.0234197,0,0.00881354,0.0200026,0.00321454,0.0128953,0.0075984,0.0142419,0.0111785,0.0141041,0,0,0.0138962,0,0.00976025,0.00609044,0.0804394,0.0226516,0.0315795,0.0124409,0.00791357,0.00594422,0.0366755,0.00981524,0.00531283,0.00875576,0.00509322,0.00835039,0.011239,0.0262848,0.0097649,0.00293552,0.00408445,0.0125486,0.0143703,0,0,0,0,0
24,0.00739608,0.009167,0,0,0,0.00821004,0.0263683,0.00989707,0.00599825,0,0,0,0.0204242,0,0.00598679,0.0108675,0.0357449,0.0115779,0.0192184,0.0156822,0,0,0.00776031,0.0126791,0.0028922,0.00809656,0.00885919,0.0423351,0.0083532,0.0072995,0.00469978,0.021269,0,0.0210531,0,0.00910151,0.020063,0.00335093,0.0121481,0.00774067,0.0145598,0.0114405,0.0139459,0,0,0.0152264,0,0.0098668,0.00663306,0.0810226,0.0215703,0.0322016,0.0126131,0.00835502,0.00701948,0.0365622,0.0101487,0.00518146,0.00817298,0.00551095,0.00779272,0.00932223,0.0255377,0.0101026,0.00318129,0.00426265,0.0117299,0.0142432,0,0,0,0,0.00247577
25,0.00730581,0.00847749,0,0,0,0.00730578,0.0262462,0.00918067,0.00596821,0,0,0,0.0207003,0,0.00596952,0.0109219,0.0357969,0.0106311,0.019317,0.0138691,0,0,0.00699263,0.0122726,0.00226608,0.00772012,0.00881178,0.0425828,0.00675681,0.00590694,0.00502145,0.0209929,0,0.0180488,0,0.00951723,0.0200414,0.00345578,0.0117029,0.00788055,0.0136357,0.01148,0.0137804,0,0,0.0165403,0,0.010054,0.00727512,0.0815672,0.0185983,0.0326491,0.0147496,0.00875766,0.00796892,0.0368057,0.0116592,0.00595283,0.00794077,0.00547069,0.00629268,0.00710265,0.0250867,0.010514,0.00346987,0.00421567,0.0109077,0.0140481,0,0,0,0,0
26,0.00694835,0.00820047,0,0,0,0.00609477,0.0262575,0.0092974,0.00579588,0,0,0,0.021116,0,0.00608943,0.0108348,0.0353016,0.0105421,0.0193615,0.0121503,0,0,0.00612681,0.011422,0.00236441,0.0064695,0.00800551,0.0428118,0.00643313,0.00575361,0.00557687,0.0208331,0,0.0160075,0,0.0100962,0.0200339,0.00333756,0.0128807,0.00815965,0.0130025,0.0113341,0.0134404,0,0,0.0154709,0,0.00982647,0.0070694,0.0818393,0.015497,0.0331534,0.0160721,0.00928475,0.00727916,0.0368527,0.0126514,0.00687502,0.008052,0.00567839,0.0052669,0.00555913,0.0242933,0.010024,0.00387821,0.00420819,0.0104942,0.0138228,0,0,0,0,0
27,0.00692688,0.00759678,0,0,0,0.0061453,0.0263178,0.0093794,0.00547616,0,0,0,0.0207595,0,0.00609366,0.0106808,0.0347999,0.0108863,0.0191485,0.0116069,0,0,0.00552152,0.0112888,0.00316029,0.00471799,0.00645354,0.0426888,0.00670531,0.00602595,0.00587598,0.0206841,0,0.0148289,0,0.00995672,0.0200238,0.00330317,0.0139047,0.00825939,0.0122541,0.0107016,0.0131674,0,0,0.016125,0,0.00993128,0.00742775,0.0819762,0.0125314,0.0331254,0.0188696,0.00929679,0.00783246,0.037193,0.0142998,0.00849449,0.00858366,0.00558095,0.00373834,0.00533721,0.0251026,0.0102719,0.00409014,0.00383039,0.00965927,0.0137816,0,0,0,0,0
28,0.00703141,0.00702713,0,0,0,0.00659981,0.0265114,0.00954264,0.00514948,0,0,0,0.0204417,0,0.00634482,0.0104718,0.0342218,0.0118268,0.0186499,0.0114835,0,0,0.00535567,0.0110719,0.00408377,0.00281337,0.00504434,0.0424653,0.00666183,0.00611333,0.00616313,0.0204771,0,0.0146327,0,0.00983771,0.0199485,0.00306363,0.0132428,0.00783154,0.0118075,0.00965034,0.0128195,0,0,0.0185029,0,0.0106326,0.00837549,0.0815764,0.0110717,0.0328265,0.0200992,0.00880119,0.00883588,0.0371901,0.0150728,0.00957923,0.0092163,0.00564531,0.00339112,0.00622302,0.0253127,0.0114429,0.00444992,0.0035207,0.00874686,0.013659,0,0,0,0,0
29,0.00657155,0.00701949,0,0,0,0.00616274,0.0265144,0.00946877,0.00545287,0,0,0,0.0171597,0,0.00554969,0.00979847,0.0337553,0.0127158,0.0184525,0.0112581,0,0,0.00504705,0.0125861,0.00455584,0.00134206,0.00448777,0.0423266,0.00632568,0.00626811,0.00646813,0.0201785,0,0.0136404,0,0.00779174,0.0199126,0.00330934,0.0150905,0.00826029,0.0124824,0.00889085,0.0121115,0,0,0.0164361,0,0.0101969,0.00749657,0.081224,0.0131551,0.0325041,0.0228335,0.00842504,0.00787946,0.0371438,0.0169698,0.0113352,0.00981474,0.00553306,0.00274143,0.00795924,0.0263334,0.0103448,0.00419624,0.00399606,0.0087062,0.0132904,0,0,0,0,0
30,0.00614211,0.00709917,0,0,0,0.00601751,0.0267834,0.0101839,0.00596102,0,0,0,0.0161185,0,0.00557453,0.00909108,0.0331689,0.0136415,0.0181499,0.0110116,0,0,0.00491321,0.0119865,0.00492418,0.00056523,0.00469422,0.0422225,0.00551322,0.00643838,0.00663677,0.0195072,0,0.0122888,0,0.00714087,0.019889,0.00306454,0.0177423,0.00820544,0.0129447,0.00819883,0.0115439,0,0,0.0157186,0,0.0101213,0.00713101,0.0807054,0.0153463,0.0320421,0.02403,0.0077286,0.0071157,0.0365527,0.0179403,0.0127433,0.0104352,0.00541634,0.00359161,0.00981274,0.0260002,0.00990734,0.00417721,0.00429544,0.0086914,0.0128683,0,0,0,0,0
31,0.00566473,0.00731933,0,0,0,0.00698287,0.0270718,0.0109575,0.00652428,0,0,0,0.0152865,0,0.00555596,0.0083661,0.0328837,0.0142197,0.0179117,0.0107348,0,0,0.00459634,0.0111389,0.00537492,0.00138508,0.00499887,0.0418753,0.00442762,0.00655678,0.00655833,0.0185845,0,0.0112243,0,0.00644266,0.0199056,0.0026592,0.0221499,0.00815148,0.0139937,0.00767827,0.011012,0,0,0.014988,0,0.0100269,0.00674638,0.0804034,0.0190541,0.031355,0.0254724,0.00702094,0.00633878,0.03597,0.0190284,0.014308,0.0110285,0.00478805,0.00459428,0.0118972,0.0263651,0.00945087,0.00426958,0.00431046,0.00883944,0.0123867,0,0,0,0,0
32,0.00509429,0.00770112,0,0,0,0.00818207,0.0273708,0.0113563,0.00675902,0,0,0,0.0144468,0,0.00526406,0.00783398,0.0329934,0.0145322,0.0177577,0.0106372,0,0,0.00410404,0.0101231,0.00564253,0.00198129,0.00547002,0.0417952,0.00366327,0.00658839,0.00631771,0.0179543,0,0.0110865,0,0.00600491,0.0200086,0.0020731,0.0266854,0.00810739,0.0151107,0.00716882,0.0103803,0,0,0.0142344,0,0.0100586,0.00639044,0.0801831,0.0222308,0.030634,0.0260347,0.00646124,0.00549891,0.0352541,0.0193843,0.0155147,0.0114456,0.00416034,0.0056017,0.0135299,0.0269156,0.00908416,0.0044805,0.00425582,0.00916808,0.0117776,0,0,0,0,0
33,0.00456349,0.00791212,0,0,0,0.00923743,0.0275479,0.0112539,0.00648608,0,0,0,0.0137834,0,0.00499227,0.00758284,0.0332965,0.0144247,0.0176965,0.0106243,0,0,0.00362044,0.00907281,0.00556029,0.00186573,0.0058416,0.042014,0.00330951,0.00641341,0.0059142,0.0176571,0,0.0111957,0,0.00571018,0.0200371,0.00184559,0.0315302,0.00804783,0.016862,0.0066439,0.00979689,0,0,0.0138221,0,0.0101853,0.00621806,0.0802131,0.0256912,0.0297949,0.0271322,0.00593343,0.00533505,0.0350326,0.0198522,0.0163578,0.0118507,0.00365294,0.00625207,0.0149281,0.0284225,0.00883662,0.00474883,0.00419474,0.00931795,0.0111793,0,0,0,0,0
34,0.00425619,0.00844656,0,0,0,0.0106455,0.0276766,0.0112121,0.00580671,0,0,0,0.0131546,0,0.00466768,0.00711312,0.0333939,0.0141775,0.0176184,0.0103597,0,0,0.00298709,0.00816325,0.00550896,0.00156038,0.00588933,0.0423693,0.00312803,0.00607494,0.00574838,0.0175734,0,0.0122287,0,0.00549071,0.0199833,0.00170969,0.0361942,0.00770458,0.0192311,0.00609125,0.00948093,0,0,0.0133818,0,0.01028,0.0061338,0.0807572,0.0288052,0.0289348,0.0281878,0.00555801,0.00413478,0.0349058,0.0203508,0.0169945,0.0123218,0.00317545,0.00735401,0.0163228,0.032121,0.00872821,0.00508854,0.00456203,0.00981024,0.0107186,0,0,0,0,0.0054012
35,0.00366196,0.00876132,0,0,0,0.010913,0.0278325,0.010513,0.00516813,0,0,0,0.0129454,0,0.00442965,0.00679065,0.0334638,0.0137491,0.0177485,0.00999408,0,0,0.00225522,0.00665874,0.00564252,0.00134771,0.00581299,0.0427389,0.0033845,0.00569613,0.00547837,0.0178585,0,0.0123549,0,0.00574754,0.0200206,0.00175891,0.0405388,0.00819423,0.0211401,0.00569208,0.00901374,0,0,0.00947045,0,0.00951508,0.00452889,0.0815945,0.0306123,0.0283136,0.0284335,0.00544679,0.00311814,0.0348186,0.0205352,0.0172964,0.0126449,0.00284291,0.00897756,0.0177521,0.0361058,0.00669715,0.00479848,0.00429184,0.0101942,0.0101375,0,0,0,0,0.00575576
