Timestep,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LBR,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LML,LMR,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTL,LTOE,LTR,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x70,x71,x72,LBL
9,0.0139352,0.0142218,0,0,0,0.028825,0.0329261,0.0189294,0.00339327,0,0,0,0.00927283,0,0.00839078,0.00437529,0.0292648,0.0151883,0.0177344,0.00293743,0,0,0.00687068,0.019394,0.00569149,0.00557945,0.00436523,0.0363542,0.00851384,0.00974764,0.00495001,0.0122251,0,0.0360023,0,0.0044728,0.0225444,0.00162335,0.021243,0.00736006,0.00529833,0.00517928,0.0223643,0,0,0.00507289,0,0.0139034,0.00297294,0.0609505,0.014385,0.0193062,0.00872199,0.0032422,0.0253555,0.00324143,0.0259714,0.00774534,0.00567507,0.00871333,0.00784527,0.00697633,0.0132605,0.0283571,0.0107357,0.00339336,0.00199274,0.0159688,0.0175693,0,0,0,0
10,0.013671,0.0137666,0,0,0,0.0288315,0.0330332,0.0188595,0.00336845,0,0,0,0.00978452,0,0.00847091,0.0046157,0.0292513,0.0152385,0.0175792,0.00273816,0,0,0.00670719,0.0203168,0.00598582,0.00578822,0.00421963,0.0362687,0.00868137,0.00986802,0.00495493,0.0121619,0,0.03623,0,0.00497765,0.0225719,0.00160801,0.0175414,0.00736379,0.00662598,0.00541349,0.0219353,0,0,0.00485294,0,0.0139095,0.00292876,0.0606956,0.0128444,0.0194104,0.00949951,0.00322787,0.0247856,0.00342622,0.0254273,0.00900254,0.00549707,0.00792134,0.0083997,0.00507698,0.010142,0.0229134,0.0103851,0.0033227,0.00196802,0.0156107,0.0173194,0,0,0,0
11,0.0133679,0.0133446,0,0,0,0.028862,0.0330814,0.0187398,0.00336927,0,0,0,0.010119,0,0.00857949,0.00472638,0.0292558,0.0152245,0.0174785,0.00290557,0,0,0.00653598,0.0212956,0.00612603,0.00596858,0.00410478,0.0362225,0.00883914,0.009894,0.00500228,0.0121664,0,0.0365457,0,0.00512324,0.0225811,0.00153196,0.0145376,0.00735812,0.00860906,0.00551785,0.0215424,0,0,0.00471718,0,0.0139025,0.00293018,0.0604631,0.0125062,0.019459,0.0108468,0.00314818,0.0241944,0.00378583,0.0250399,0.0105868,0.00550252,0.00729056,0.00919544,0.0034513,0.00773273,0.0171309,0.0100733,0.00327631,0.00195242,0.0152259,0.017057,0,0,0,0
12,0.0129919,0.0129758,0,0,0,0.0289176,0.0330672,0.0187306,0.00341239,0,0,0,0.0101204,0,0.00877211,0.00461064,0.0293016,0.0153118,0.0176417,0.0031779,0,0,0.00637112,0.0221704,0.00621428,0.00611658,0.00388853,0.0361907,0.00898912,0.00991907,0.00507239,0.0122083,0,0.0367852,0,0.00523632,0.0227047,0.0015533,0.0134434,0.00734454,0.0106424,0.00558906,0.0211759,0,0,0.00488378,0,0.0138302,0.00301393,0.0602341,0.0127761,0.0194236,0.012352,0.00317124,0.0235799,0.00412939,0.0250218,0.0121837,0.00566332,0.006887,0.0103067,0.00263079,0.00646119,0.012566,0.00991374,0.00329336,0.00190144,0.0148214,0.0167956,0,0,0,0
13,0.012701,0.0124034,0,0,0,0.0291404,0.0331509,0.018798,0.00323304,0,0,0,0.0098033,0,0.00882034,0.00436937,0.0292447,0.01538,0.0176503,0.00346647,0,0,0.00617563,0.0231137,0.00645888,0.00617384,0.00384539,0.0361903,0.00915469,0.010001,0.00522045,0.0122652,0,0.0371729,0,0.00536297,0.0227296,0.00162499,0.0167102,0.00733611,0.0130604,0.00555998,0.0207249,0,0,0.00496053,0,0.0137798,0.00304954,0.0600985,0.0144892,0.0197094,0.014365,0.003193,0.0227832,0.0042489,0.0248024,0.0139631,0.0066854,0.00716689,0.0113897,0.0030215,0.00697846,0.0135613,0.00969138,0.00326917,0.00187584,0.0142022,0.016651,0,0,0,0
14,0.0118472,0.0115419,0,0,0,0.0289743,0.0332776,0.0189941,0.00332669,0,0,0,0.00710095,0,0.00987533,0.00367099,0.0290868,0.0158296,0.0176472,0.00388925,0,0,0.00598794,0.025147,0.00662753,0.00615099,0.00383198,0.0360807,0.00928147,0.0100815,0.00527873,0.0123882,0,0.0371806,0,0.00592358,0.0229372,0.00232849,0.0212934,0.00753022,0.0143788,0.00546483,0.0196067,0,0,0.00506745,0,0.0138505,0.00281718,0.06015,0.0156919,0.0193893,0.0158112,0.0032126,0.0207838,0.00434371,0.0248944,0.0152957,0.00751112,0.00758874,0.0126145,0.0041727,0.00822653,0.0179132,0.00912043,0.00344096,0.00206599,0.0131537,0.0159597,0,0,0,0
15,0.0112541,0.0108108,0,0,0,0.0294006,0.0333553,0.0190948,0.00319325,0,0,0,0.00737135,0,0.0102413,0.00417782,0.0291593,0.0158806,0.0174862,0.00406925,0,0,0.00587212,0.0258469,0.00671466,0.00634933,0.00373853,0.0359856,0.00964482,0.0103966,0.00542328,0.012295,0,0.0377315,0,0.00653037,0.023004,0.00258141,0.0267648,0.00743455,0.0157576,0.00522614,0.0188029,0,0,0.00625058,0,0.0132299,0.00426509,0.0602991,0.0170447,0.0191455,0.017502,0.00319226,0.0199879,0.00446329,0.0248012,0.0166122,0.0087247,0.0082901,0.0137877,0.00515981,0.00959376,0.0233513,0.00918868,0.00304448,0.00192412,0.0123537,0.0154504,0,0,0,0
16,0.0115463,0.0107008,0,0,0,0.0302847,0.033432,0.0192828,0.00284006,0,0,0,0.00768946,0,0.0100294,0.00392617,0.0293684,0.0159525,0.0173228,0.00382432,0,0,0.00554924,0.0259685,0.00678632,0.00655334,0.00368496,0.0360108,0.00981676,0.0106343,0.00554926,0.0122989,0,0.0388011,0,0.00602766,0.023004,0.00242633,0.0313327,0.00740014,0.0169404,0.00506741,0.0192887,0,0,0.00532923,0,0.0138504,0.00292526,0.0604372,0.0177005,0.0191692,0.0194819,0.00318372,0.0200653,0.00452263,0.0246469,0.0178924,0.00997663,0.00918231,0.014837,0.00575594,0.0106442,0.027562,0.00898336,0.00317222,0.00180999,0.0123038,0.015986,0,0,0,0
17,0.0114581,0.0103238,0,0,0,0.0308291,0.0334979,0.0194435,0.00263322,0,0,0,0.00806216,0,0.0101586,0.00404814,0.0296785,0.0160731,0.0174097,0.00369087,0,0,0.00531326,0.0262807,0.00688493,0.00662705,0.00359443,0.0359989,0.0099566,0.0108624,0.00576367,0.0123288,0,0.0396474,0,0.00605519,0.0230816,0.00243496,0.03384,0.00741649,0.0174442,0.00491803,0.019175,0,0,0.00540279,0,0.0138797,0.00294588,0.0605616,0.0175602,0.0189633,0.0208594,0.00332811,0.0197294,0.00443698,0.0247401,0.0186325,0.0108703,0.0100031,0.0158119,0.00644823,0.011518,0.0299801,0.00893091,0.00320272,0.00176493,0.0119116,0.0159769,0,0,0,0
18,0.011352,0.00998598,0,0,0,0.0311568,0.0335749,0.0194836,0.0026993,0,0,0,0.00837905,0,0.0103772,0.00420705,0.0299914,0.0161087,0.0175274,0.00390506,0,0,0.00505455,0.0265215,0.00694942,0.00664336,0.00347769,0.0359661,0.0100682,0.0110721,0.00595179,0.0124009,0,0.0402705,0,0.00610645,0.023151,0.00244007,0.0344812,0.00743425,0.0174884,0.00483756,0.0190999,0,0,0.00543654,0,0.0138981,0.00296848,0.0605916,0.0171985,0.0187237,0.0218124,0.00356669,0.0194522,0.00433958,0.0248938,0.0190722,0.0113836,0.0106422,0.0165576,0.00686725,0.0119961,0.0309059,0.00888014,0.00326988,0.00174423,0.0115489,0.0159505,0,0,0,0
19,0.0112264,0.00971564,0,0,0,0.0312549,0.0336469,0.0193765,0.00295683,0,0,0,0.00866223,0,0.0105689,0.0043353,0.0302424,0.0160856,0.0174781,0.0041169,0,0,0.00474664,0.0266824,0.00696825,0.00672755,0.0033499,0.0359144,0.0102019,0.0112395,0.00611476,0.0125062,0,0.0405178,0,0.00639209,0.0232272,0.00246942,0.0338085,0.00745235,0.0171977,0.00480477,0.0191004,0,0,0.00544298,0,0.0138471,0.00301042,0.0605672,0.0164802,0.0184891,0.0222423,0.00385622,0.0191219,0.0041635,0.0250492,0.01917,0.0114721,0.011005,0.0169789,0.00697868,0.0119977,0.030652,0.00879454,0.00326315,0.00178428,0.0112284,0.015967,0,0,0,0
20,0.0110263,0.00944582,0,0,0,0.031054,0.0335739,0.0193899,0.00324138,0,0,0,0.0088896,0,0.0112221,0.00473157,0.0305236,0.0163332,0.0175769,0.00447753,0,0,0.00458494,0.0274539,0.00700415,0.00672109,0.00323306,0.035811,0.0103015,0.0113565,0.0061647,0.0126332,0,0.0403803,0,0.00751277,0.0234262,0.00270243,0.0321081,0.00756811,0.0162303,0.00481165,0.018972,0,0,0.00521122,0,0.0137312,0.0028802,0.0605753,0.0154164,0.0183029,0.0218122,0.00405063,0.0187359,0.00400626,0.025265,0.0187833,0.0113576,0.0110641,0.0170338,0.00689752,0.0116318,0.0293877,0.0084264,0.00320192,0.00186161,0.0108662,0.0158645,0,0,0,0
21,0.0110546,0.00932058,0,0,0,0.031127,0.0336975,0.0193144,0.0032062,0,0,0,0.00903129,0,0.0111962,0.00472782,0.0307973,0.0160892,0.0175096,0.00460729,0,0,0.00432142,0.0275583,0.00701985,0.00675938,0.00304143,0.0356427,0.0104805,0.0115314,0.0063296,0.0126137,0,0.0405035,0,0.00770799,0.0233544,0.00281006,0.0300442,0.00750651,0.0154887,0.00497077,0.0191493,0,0,0.00526956,0,0.0137262,0.00295283,0.0605326,0.0152439,0.0180683,0.0212043,0.0043938,0.0189131,0.00384081,0.0253838,0.0183785,0.0110219,0.0109115,0.0167608,0.00650837,0.0109533,0.0276518,0.00840033,0.0031299,0.00194068,0.0107166,0.0160457,0,0,0,0
22,0.0110331,0.00923967,0,0,0,0.0311945,0.0337565,0.0193473,0.0032229,0,0,0,0.00932627,0,0.0112246,0.00487218,0.0310467,0.0158976,0.0175093,0.00485913,0,0,0.00418125,0.0276342,0.00710291,0.00677553,0.00285159,0.0354389,0.0106215,0.0116972,0.00643195,0.0126378,0,0.0406834,0,0.00807985,0.0234008,0.00282686,0.0275489,0.00754918,0.014683,0.00508933,0.0192222,0,0,0.0051291,0,0.0136428,0.00292831,0.0605237,0.0143079,0.0178142,0.0200969,0.0046014,0.0190773,0.00365523,0.0253641,0.0177542,0.0102459,0.0104242,0.0162777,0.00595382,0.0101313,0.0254109,0.00828629,0.0029414,0.00204143,0.0106005,0.016148,0,0,0,0
23,0.0110386,0.00921043,0,0,0,0.0313788,0.0338495,0.0192033,0.00325718,0,0,0,0.00961968,0,0.0114593,0.00496896,0.0313127,0.0157103,0.017514,0.00510984,0,0,0.00400284,0.0275565,0.00702511,0.00676253,0.00264514,0.0351952,0.0107874,0.0119066,0.00655898,0.0125725,0,0.0410653,0,0.00842547,0.0234647,0.00282193,0.0248072,0.00757293,0.0136883,0.00517641,0.0192942,0,0,0.00492127,0,0.0135904,0.00292985,0.0604757,0.01337,0.0175547,0.0187045,0.00474221,0.01937,0.00336561,0.025256,0.0167144,0.00929464,0.00969825,0.0156193,0.00522317,0.00918692,0.0227582,0.00826626,0.00272337,0.0020734,0.0105104,0.0162533,0,0,0,0
24,0.0110507,0.00921174,0,0,0,0.031705,0.0338946,0.0189425,0.00328294,0,0,0,0.00986526,0,0.0117468,0.00504553,0.031572,0.0155052,0.0175221,0.00529028,0,0,0.00381287,0.0273163,0.00699496,0.00677154,0.00243509,0.0349493,0.0109379,0.0121173,0.00664046,0.0124448,0,0.0416581,0,0.00867075,0.0235247,0.00283719,0.021629,0.00757935,0.0121729,0.00525517,0.0193733,0,0,0.0047534,0,0.0135328,0.00296316,0.0603395,0.0126407,0.017313,0.0171468,0.00485539,0.0197366,0.00298493,0.0251,0.0155569,0.00839016,0.00892036,0.0147279,0.00451209,0.0082079,0.019677,0.0084516,0.00259198,0.00204381,0.0104037,0.0163714,0,0,0,0
25,0.0110149,0.00924599,0,0,0,0.0320759,0.0339213,0.0186043,0.00336566,0,0,0,0.0101123,0,0.0119709,0.00517709,0.0318038,0.0152781,0.0175599,0.00553062,0,0,0.0038639,0.0269895,0.00695146,0.00677236,0.00228186,0.0346589,0.0110536,0.0122579,0.00667566,0.0122857,0,0.0422964,0,0.00876244,0.0235441,0.0029168,0.0181395,0.0075915,0.0104833,0.0052781,0.019469,0,0,0.00464003,0,0.0134436,0.00298958,0.0600902,0.0127986,0.0170634,0.0154485,0.00495337,0.0201068,0.00259377,0.0249474,0.0143243,0.00755077,0.00809787,0.0137979,0.00375769,0.00722192,0.0165676,0.00856421,0.00247046,0.00204793,0.0103465,0.0164898,0,0,0,0
26,0.0109037,0.00923404,0,0,0,0.0324259,0.0339956,0.0182532,0.00333508,0,0,0,0.0103006,0,0.0121856,0.00528029,0.0320256,0.0149763,0.017601,0.00577642,0,0,0.00389974,0.0264826,0.00687526,0.00676088,0.00218606,0.034359,0.0111711,0.0123205,0.0067101,0.0121421,0,0.0429298,0,0.00874505,0.0236249,0.00291923,0.0145719,0.0076159,0.00946098,0.00531686,0.0195306,0,0,0.00454454,0,0.0132964,0.00301367,0.0597281,0.014116,0.0168212,0.0141175,0.00502473,0.0203924,0.00217488,0.0249414,0.0132317,0.00697637,0.00783338,0.0130819,0.00300849,0.00668749,0.0142042,0.00854878,0.00229161,0.00197192,0.0102968,0.0165272,0,0,0,0
27,0.0104103,0.00864414,0,0,0,0.0328813,0.0338603,0.0178434,0.00329053,0,0,0,0.0104969,0,0.0125555,0.00557275,0.0322076,0.0146104,0.0177601,0.00546072,0,0,0.00407017,0.0261787,0.00678004,0.00682142,0.00211114,0.0341843,0.0109947,0.0121162,0.00658774,0.0121449,0,0.0437482,0,0.00911112,0.0239001,0.00288971,0.0123541,0.00781196,0.0106164,0.00530582,0.0189273,0,0,0.00346873,0,0.0134237,0.00240177,0.0594132,0.0155842,0.016814,0.0140697,0.00511558,0.0194045,0.00188283,0.0250712,0.012761,0.00711174,0.00884224,0.0131598,0.00258908,0.00737399,0.0141906,0.00772334,0.00239392,0.00200754,0.00976425,0.0159477,0,0,0,0
28,0.0102589,0.00863634,0,0,0,0.0326681,0.0340504,0.0170769,0.00339013,0,0,0,0.0101166,0,0.0125421,0.00541808,0.0325425,0.0137524,0.0179238,0.00578118,0,0,0.00424009,0.0252769,0.00656227,0.00670484,0.00219743,0.0338172,0.0111278,0.0121493,0.00655102,0.0119269,0,0.04364,0,0.00861876,0.0237268,0.00298958,0.0125683,0.00758006,0.0131056,0.00519234,0.0189906,0,0,0.00392274,0,0.0136065,0.00273693,0.0593234,0.015406,0.0167689,0.0157242,0.00530467,0.0194045,0.00193976,0.0255274,0.0135533,0.00829535,0.0107168,0.0139569,0.00304046,0.0093082,0.0166458,0.00795487,0.00250683,0.00180332,0.00967,0.0157272,0,0,0,0
29,0.00965654,0.00815577,0,0,0,0.0323874,0.0340188,0.016034,0.00359622,0,0,0,0.00970487,0,0.012529,0.00517879,0.0328704,0.0128865,0.0181352,0.00590706,0,0,0.0044223,0.0248255,0.00635043,0.0068203,0.00245546,0.0335347,0.0109125,0.0120198,0.00638605,0.0117968,0,0.043513,0,0.00821051,0.023702,0.00300265,0.0139939,0.00756692,0.0133047,0.0048797,0.0182168,0,0,0.00418084,0,0.0134823,0.0029764,0.059325,0.0137565,0.0170083,0.0176903,0.00529928,0.0184224,0.00245526,0.0259231,0.0145662,0.00979348,0.0113322,0.014513,0.00379031,0.010043,0.0185087,0.00763161,0.00257458,0.00176507,0.00911803,0.0150752,0,0,0,0
30,0.00899667,0.00783637,0,0,0,0.0316989,0.0339742,0.0148886,0.00364369,0,0,0,0.00924936,0,0.0124215,0.00504528,0.0332826,0.0120055,0.018231,0.00611002,0,0,0.00461603,0.0244331,0.00610436,0.0070311,0.00289754,0.033307,0.0106485,0.0118342,0.00632501,0.0116782,0,0.0428526,0,0.00780181,0.0236629,0.00301101,0.0138741,0.00756815,0.0114814,0.00443519,0.0174107,0,0,0.0044526,0,0.0133802,0.00315829,0.0591241,0.0116643,0.0173509,0.0183813,0.00512702,0.0175056,0.00318593,0.0261032,0.0149542,0.0108734,0.0102981,0.0142028,0.00364397,0.00867599,0.0171833,0.00742496,0.00257121,0.00175653,0.00880843,0.0143617,0,0,0,0
31,0.00838602,0.00762408,0,0,0,0.0304275,0.0338937,0.013523,0.0034503,0,0,0,0.00888587,0,0.0122625,0.00494883,0.0336948,0.0110835,0.0181925,0.006647,0,0,0.00479219,0.0240466,0.00579114,0.00720943,0.00349935,0.0331623,0.0102242,0.0113572,0.00619878,0.011645,0,0.0414714,0,0.00749907,0.0235866,0.00303117,0.0111882,0.00757552,0.00963848,0.00393074,0.0167575,0,0,0.00453958,0,0.0132916,0.00321775,0.0586601,0.010443,0.0177253,0.0169676,0.00482749,0.0167502,0.0036161,0.0262474,0.0145135,0.01118,0.00856874,0.0132648,0.0029195,0.00677238,0.013959,0.00724728,0.0024432,0.00175643,0.00876292,0.0136213,0,0,0,0
32,0.00792712,0.00754709,0,0,0,0.0283135,0.0337723,0.011667,0.00310176,0,0,0,0.00864692,0,0.0120759,0.00493415,0.0340087,0.0098169,0.0180036,0.00758423,0,0,0.00482339,0.0235822,0.00540202,0.00744592,0.00420092,0.0329282,0.00949219,0.0104714,0.00596241,0.0116408,0,0.0391626,0,0.00713302,0.0235158,0.00303795,0.00884478,0.00758075,0.00879851,0.00348186,0.0162855,0,0,0.00439438,0,0.0132178,0.00313874,0.0582514,0.00991966,0.0180743,0.0145864,0.00459523,0.0161733,0.00356674,0.0266274,0.013647,0.0108087,0.00750371,0.0124082,0.00229241,0.00576992,0.0114209,0.0070365,0.00219785,0.00179346,0.0087479,0.0129812,0,0,0,0
33,0.00768932,0.00801614,0,0,0,0.0257064,0.0335688,0.0098028,0.00269613,0,0,0,0.00908327,0,0.0118321,0.00579,0.0342844,0.00904903,0.017767,0.00857015,0,0,0.00434498,0.0233629,0.00486416,0.00770053,0.00510511,0.0323388,0.00846093,0.00945221,0.00571082,0.011843,0,0.0364174,0,0.00737503,0.0235866,0.00347731,0.00736995,0.0073946,0.00793348,0.00319488,0.0166418,0,0,0.00417489,0,0.0147064,0.00250462,0.0584995,0.00977233,0.0182202,0.0133338,0.0046935,0.0154131,0.00315111,0.0271906,0.0122491,0.0098746,0.0073804,0.0117059,0.00167423,0.00587392,0.0112256,0.00666537,0.0027054,0.00219583,0.00922107,0.0130817,0,0,0,0
34,0.00720126,0.0075768,0,0,0,0.0222886,0.0335503,0.00767099,0.00192227,0,0,0,0.00860902,0,0.0117239,0.0055853,0.0344757,0.00893182,0.0171713,0.00938007,0,0,0.00429445,0.0226202,0.00476944,0.0080916,0.00590822,0.0318984,0.00745164,0.00814769,0.00525326,0.0114936,0,0.0330674,0,0.00671044,0.0233364,0.00318138,0.00772816,0.00759437,0.00731364,0.00294999,0.0156843,0,0,0.00285099,0,0.0138545,0.00213109,0.0587451,0.00988627,0.0184607,0.0135619,0.00456274,0.0147841,0.00338696,0.0283888,0.0109125,0.00912324,0.00770295,0.0114437,0.00132372,0.00634797,0.0131127,0.0061182,0.00224683,0.00213781,0.00879481,0.0122767,0,0,0,0
