Timestep,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LBL,LBR,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LML,LMR,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTL,LTOE,LTR,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x70,x71,x72
All Timesteps RMSE,0.0240468,0.0234744,0,0,0,0.0325668,0.0266416,0.0196403,0.00999489,0,0,0,0,0.0334074,0,0.00704322,0.0211276,0.0324545,0.019475,0.0147693,0.0119344,0,0,0.0214877,0.0247297,0.00660385,0.0105858,0.00924275,0.0357273,0.00929166,0.0121607,0.00884733,0.0152304,0,0.0389559,0,0.027235,0.02098,0.0075531,0.0222241,0.0039767,0.0164941,0.00992763,0.0159344,0,0,0.0207655,0,0.00923738,0.0168851,0.0728026,0.0231024,0.0131588,0.0260564,0.0227676,0.0193656,0.00798,0.0322226,0.0155452,0.013052,0.0173694,0.0082191,0.0114215,0.0192789,0.0223618,0.0178874,0.031472,0.00865826,0.0228583,0.0155623,0,0,0
0,0.0283867,0.025013,0,0,0,0.0227387,0.0288309,0.0163293,0.00873339,0,0,0,0,0.0293061,0,0.00533157,0.0177162,0.0323646,0.0153382,0.0140549,0.00829023,0,0,0.0195695,0.0271252,0.00657799,0.00854636,0.00397485,0.0366247,0.0130187,0.0109562,0.0108135,0.0165317,0,0.0295777,0,0.0248868,0.0213643,0.00762609,0.0177808,0.00468381,0.0178045,0.0110244,0.0220613,0,0,0.0191763,0,0.0099726,0.015034,0.0726126,0.0253448,0.00838698,0.0282266,0.0264264,0.0245964,0.0108053,0.0266127,0.014428,0.0108188,0.0194314,0.0127249,0.0143571,0.0214675,0.0134513,0.0182394,0.034416,0.0099908,0.0238757,0.02034,0,0,0
1,0.0287601,0.0255577,0,0,0,0.0214502,0.0288093,0.015955,0.00843641,0,0,0,0,0.0291805,0,0.00509569,0.017577,0.0325194,0.0151415,0.014114,0.00769154,0,0,0.0199854,0.0275496,0.0062906,0.0080485,0.00341338,0.0366227,0.0127355,0.0108391,0.0106459,0.0164114,0,0.0281711,0,0.0249332,0.021434,0.0075002,0.0169597,0.00452153,0.0193057,0.0109276,0.0222133,0,0,0.0191971,0,0.0100072,0.0149495,0.0725396,0.0271498,0.00855384,0.0299045,0.0269738,0.0248426,0.0111484,0.0278944,0.0154674,0.0112427,0.0195077,0.012219,0.0144731,0.0220072,0.0115858,0.0184962,0.0340371,0.00972762,0.0244812,0.0206774,0,0,0
2,0.0290048,0.0258577,0,0,0,0.02079,0.0288294,0.0157148,0.00847944,0,0,0,0,0.0288444,0,0.00492545,0.0173269,0.0327075,0.0148784,0.0140644,0.00679952,0,0,0.0200638,0.0277184,0.0061383,0.00774145,0.00281494,0.036385,0.0126417,0.0109799,0.0106161,0.0162493,0,0.0275714,0,0.0247745,0.0215118,0.00735875,0.016391,0.00445388,0.0195827,0.0109917,0.0223919,0,0,0.0190872,0,0.00999508,0.0147485,0.0722938,0.0272532,0.00857835,0.0303901,0.0271794,0.024987,0.011001,0.0287682,0.015841,0.0114579,0.019229,0.0117957,0.0145604,0.0220288,0.0100212,0.0186713,0.0336423,0.00957667,0.0246906,0.0209145,0,0,0
3,0.0291681,0.0261526,0,0,0,0.0202183,0.0288364,0.015606,0.00854929,0,0,0,0,0.0284857,0,0.00505585,0.0171512,0.0328813,0.0145341,0.0141605,0.00582959,0,0,0.0200351,0.0278004,0.00598211,0.00743334,0.00222557,0.0360493,0.0126268,0.0111841,0.010602,0.0160206,0,0.0271177,0,0.02461,0.0214646,0.00726992,0.0155724,0.00437799,0.0190871,0.0111195,0.0225644,0,0,0.0189601,0,0.00993526,0.014546,0.0718136,0.0264594,0.00862031,0.0303178,0.0273101,0.0251583,0.010679,0.0293955,0.015907,0.0116607,0.0187639,0.0113493,0.0144803,0.0216945,0.00869627,0.0188891,0.0332732,0.00954532,0.0249232,0.0211033,0,0,0
4,0.0291957,0.0263508,0,0,0,0.0196336,0.0288945,0.015113,0.00854269,0,0,0,0,0.0281787,0,0.00511066,0.0169065,0.0330169,0.0141095,0.0142001,0.00494074,0,0,0.019899,0.0277577,0.00582235,0.00712839,0.00166449,0.0356525,0.01263,0.011405,0.0105972,0.0157462,0,0.0266515,0,0.0243829,0.021492,0.0071218,0.0149882,0.00429922,0.0185875,0.0112601,0.0226246,0,0,0.0188732,0,0.00981867,0.0144013,0.071264,0.0256722,0.00862556,0.0299966,0.0273979,0.025242,0.0103837,0.0298656,0.0157947,0.0120148,0.0181465,0.0108626,0.0142209,0.021144,0.0086755,0.019042,0.0330062,0.00940528,0.0251858,0.0211846,0,0,0
5,0.0291235,0.0264905,0,0,0,0.0189596,0.0289501,0.0144306,0.00846844,0,0,0,0,0.0278181,0,0.00502601,0.0165827,0.0331435,0.0136089,0.0141523,0.00425619,0,0,0.0196849,0.0276145,0.0056052,0.00664383,0.00124924,0.0352486,0.0126437,0.0115935,0.0106002,0.0154185,0,0.0260706,0,0.024097,0.0215798,0.00695061,0.0149355,0.00425467,0.0181258,0.0113521,0.0225586,0,0,0.0187742,0,0.00974843,0.0143957,0.0707982,0.0244648,0.00860347,0.0296658,0.0274595,0.0252405,0.01016,0.0303099,0.0156605,0.0121446,0.0174396,0.0103433,0.0137717,0.0204148,0.0100356,0.0191552,0.0328001,0.00932359,0.0254711,0.02115,0,0,0
6,0.028996,0.0266689,0,0,0,0.0182565,0.0289319,0.0137485,0.00848165,0,0,0,0,0.0275216,0,0.00509825,0.0163831,0.0332851,0.0130152,0.0140254,0.0038337,0,0,0.0195185,0.0274428,0.00530213,0.00612998,0.00123998,0.0348765,0.0126856,0.0117375,0.0106246,0.0150761,0,0.0254436,0,0.0239149,0.0215724,0.00683066,0.0156133,0.00422402,0.0177159,0.0115119,0.0224012,0,0,0.0187778,0,0.00970305,0.0144956,0.0704393,0.0220732,0.0085744,0.0292864,0.0275685,0.0252407,0.00997983,0.0307477,0.0156772,0.0122302,0.0165701,0.00982065,0.0131885,0.0195412,0.0119869,0.0192794,0.0326346,0.00930224,0.0256299,0.0210267,0,0,0
7,0.0287924,0.0269636,0,0,0,0.0174837,0.028919,0.0133688,0.00852684,0,0,0,0,0.0274376,0,0.00508118,0.0162605,0.0335344,0.0123311,0.014029,0.00400426,0,0,0.019404,0.0272353,0.00493625,0.00563632,0.00170287,0.0345178,0.0127629,0.0118671,0.010648,0.0147236,0,0.0247041,0,0.0239598,0.0215915,0.00674853,0.0169749,0.00417517,0.0169946,0.0115872,0.0220716,0,0,0.018938,0,0.00965731,0.0146545,0.0701842,0.0195374,0.00864,0.0286308,0.0277336,0.0252468,0.00971525,0.0311953,0.0157017,0.0123483,0.0152585,0.00947179,0.0127408,0.018661,0.0136929,0.0193556,0.0325021,0.00907159,0.0259168,0.0207417,0,0,0
8,0.0285297,0.0274889,0,0,0,0.0162528,0.0288015,0.012742,0.00843228,0,0,0,0,0.0276623,0,0.00515678,0.0164034,0.0338791,0.0114656,0.0140767,0.00457903,0,0,0.0194678,0.0272021,0.00452081,0.00511327,0.00235826,0.0340252,0.0127617,0.011899,0.0105846,0.0143492,0,0.0233882,0,0.024242,0.0214778,0.00674182,0.0182055,0.00408564,0.0158402,0.0114395,0.0214943,0,0,0.0192732,0,0.00959034,0.0149134,0.070243,0.0192329,0.00911045,0.0274439,0.0280969,0.0252118,0.00921349,0.031353,0.0152413,0.01216,0.0139283,0.00992818,0.0129336,0.0186943,0.0150704,0.0194028,0.0325602,0.00881712,0.0264293,0.0202562,0,0,0
