Timestep,C7,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFR,x71,x72,x73,LEAR,RTHIA,
All Timesteps RMSE,0.0399995,0.0558523,0,0,0,0,0,0,0.0408951,0,0.0309602,0.0623579,0,0.0225348,0,0,0.0454249,0.0407273,0.0330727,0.0290569,0.0203411,0.0486725,0.0439114,0.0253783,0.0490784,0.0497555,0.0262796,0.0338419,0.0357172,0.020619,0.0257714,0.0317042,0.0424576,0.0139191,0.0128708,0.0418081,0,0.0244652,0.0669776,0.031622,0,0,0.0245455,0,0,0.0280734,0.061239,0.0417216,0.0252258,0.017273,0.050953,0.0699867,0.0343984,0.0606973,0.0388635,0.0628108,0.0427215,0.0461601,0.0701535,0.0222631,0.0322593,0.0158173,0.0156326,0.0471039,0.0634395,0,0,0,0,0,0,0,0,0.0648473,0
0,0.0471908,0.0623892,0,0,0,0,0,0,0.0511997,0,0.0304351,0.0596507,0,0.019239,0,0,0.0470695,0.0407837,0.0408624,0.0199182,0.0202223,0.0414737,0.0461723,0.0249099,0.0464346,0.0487862,0.024517,0.0300984,0.0308159,0.0178702,0.0245582,0.020637,0.0385126,0.0162854,0.0130527,0.0397701,0,0.0187154,0.0725304,0.031193,0,0,0.0317436,0,0,0.0265519,0.0542589,0.0301976,0.0363504,0.00827276,0.0549604,0.0707305,0.0411881,0.0656971,0.0405579,0.0626823,0.0382024,0.0438184,0.0717674,0.0126203,0.0246451,0.00641871,0.0170556,0.0552566,0.0533574,0,0,0,0,0,0,0,0,0,0
1,0.0480727,0.0622571,0,0,0,0,0,0,0.0463,0,0.0309443,0,0,0.0215885,0,0,0.0461986,0.0400004,0.045604,0.0258819,0.0185129,0.0409935,0.046068,0.0255931,0.0502884,0.0509421,0.0225837,0.0283086,0.0282737,0.0177296,0.0256749,0.0266437,0.0382959,0.0153498,0.0131401,0.0372322,0,0.0178817,0.0712591,0.0310604,0,0,0.0336917,0,0,0.0263366,0.0558552,0.0316117,0.0357801,0.00650446,0.0543031,0.070797,0.0416207,0.0642427,0.0423763,0.0623263,0.0388585,0.0436313,0.0705658,0.0150927,0.0234388,0.00761219,0.0165647,0.0552311,0.0526862,0,0,0,0,0,0,0,0,0,0
2,0.0459997,0.0630428,0,0,0,0,0,0,0.04907,0,0.0301719,0.0615119,0,0.0206567,0,0,0.0466234,0.0398246,0.0417329,0.0205409,0.0206916,0.0435339,0.0466689,0.023933,0.0473407,0.04921,0.0232401,0.0302193,0.030842,0.0177814,0.0240411,0.0244384,0.0379756,0.0159637,0.0132725,0.027441,0,0.016571,0.0708035,0.029782,0,0,0.0346365,0,0,0.0268854,0.0570049,0.0284327,0.037514,0.0101024,0.056095,0.0709552,0.034205,0.058209,0.0392922,0.0659135,0.0445011,0.0473082,0.0743117,0.0312802,0.0230659,0.00762427,0.01667,0.054526,0.0541719,0,0,0,0,0,0,0,0,0.0787782,0
3,0.0472445,0.0634776,0,0,0,0,0,0,0.0499728,0,0.0364527,0,0,0.0178313,0,0,0.0392568,0.0417326,0.048119,0.0292062,0.0156937,0.0423772,0.0449087,0.0268644,0,0.0551577,0.0227917,0.0241073,0.0236257,0.0166276,0.0268315,0.0320147,0.0382934,0.0246429,0,0.0317149,0,0.0180815,0.0708229,0.0292288,0,0,0.0351944,0,0,0.0272826,0.0576784,0.0290834,0.0356758,0.00535014,0.0539588,0.0708068,0,0.0621151,0.0449268,0.0619072,0.0399893,0.0438089,0.0707992,0.0209968,0.0225908,0.00755623,0.0168677,0.0555918,0.0524989,0,0,0,0,0,0,0,0,0.0603689,0
4,0.0470131,0.0641853,0,0,0,0,0,0,0.0484547,0,0.0293969,0.0598841,0,0.0170235,0,0,0.0399709,0.0411753,0.0420851,0.0202312,0.0206772,0.0429663,0.0444629,0.0251879,0.0476846,0.0495526,0.0224443,0.0308846,0.0312068,0.0179334,0.0234614,0.0270579,0.0383657,0.0248376,0,0.0352685,0,0.0184222,0.0713162,0.0284031,0,0,0.0350984,0,0,0.0273974,0.0505662,0.0316653,0.0407386,0.00225253,0.0544057,0.0705903,0,0.0665118,0.0446768,0.0596976,0.0365466,0.0415941,0.0689561,0.0157628,0.0219636,0.00769031,0.016909,0.0563846,0.0528619,0,0,0,0,0,0,0,0,0.0227747,0
5,0.046852,0.0646286,0,0,0,0,0,0,0.0481828,0,0.0289544,0.0594876,0,0.016418,0,0,0.0405398,0.0416631,0.0421857,0.0195895,0.0208008,0.0432661,0.0444101,0.0254012,0.0475676,0.049766,0.0218128,0.0309748,0.0316172,0.0180494,0.0231167,0.0283008,0.0382229,0.025099,0,0.0388243,0,0.019235,0.0716591,0.0276157,0,0,0.0352428,0,0,0.0279454,0.0501379,0.0330221,0.0416473,0.00343177,0.0542731,0.0701182,0,0.0689554,0.0457292,0.0588502,0.0348363,0.0406,0.0680458,0.0127278,0.0217647,0.00777748,0.0172168,0.0569598,0.0530242,0,0,0,0,0,0,0,0,0.0216443,0
6,0.0463335,0.0650401,0,0,0,0,0,0,0.0478093,0,0.0285222,0.059232,0,0.0160879,0,0,0.0410116,0.0418582,0.0420739,0.018689,0.0209668,0.0436042,0.0446191,0.0255074,0.0472896,0.0499999,0.0212537,0.0311268,0.0319954,0.0181895,0.0228358,0.0297306,0.0381258,0.0253854,0,0.0396711,0,0.0193161,0.0716771,0.0269013,0,0,0.0356544,0,0,0.0285955,0.0505338,0.0326543,0.0418464,0.00276363,0.054251,0.0695546,0,0.0694777,0.0454415,0.058942,0.034869,0.0408152,0.0683311,0.0120463,0.0218074,0.00780197,0.0174296,0.0571457,0.0534076,0,0,0,0,0,0,0,0,0.0202013,0
7,0.0457092,0.0653678,0,0,0,0,0,0,0.0476338,0,0.0281441,0.0588749,0,0.0158632,0,0,0.0413571,0.0421504,0.0419323,0.0183936,0.0210249,0.0437934,0.0449675,0.0255482,0.047645,0.0503413,0.0209309,0.0317562,0.0321975,0.0183624,0.02246,0.031493,0.0382771,0.0256183,0,0.0400297,0,0.0193615,0.0717982,0.0263339,0,0,0.0359855,0,0,0.0291448,0.0508276,0.0320756,0.0418356,0.00207747,0.0542884,0.0689562,0,0.0695439,0.0447295,0.0588815,0.0350674,0.0410473,0.0684864,0.0117083,0.0217632,0.00784112,0.0175948,0.0571827,0.0537396,0,0,0,0,0,0,0,0,0.0183163,0
8,0.0457298,0.0657759,0,0,0,0,0,0,0.0519138,0,0.0285813,0.0606451,0,0.0158076,0,0,0.0415498,0.0440101,0.0439811,0.0213754,0.0203783,0.0439352,0.0453371,0.0281914,0,0.0526896,0.0201759,0.0295521,0.0307162,0.016014,0.0213392,0.0296453,0.0384243,0.0254475,0,0.0409953,0,0.0199295,0.0725301,0.0258853,0,0,0.0358861,0,0,0.0296201,0.0512525,0.0320542,0.0406402,0.00169535,0.0538234,0.0676757,0,0.0697804,0.0447057,0.0584405,0.0345446,0.0408687,0.0678132,0.011579,0.0217871,0.00787512,0.0176728,0.0575161,0.0533669,0,0,0,0,0,0,0,0,0.0172896,0
9,0.0446546,0.0657479,0,0,0,0,0,0,0.0467344,0,0.0273883,0.0581426,0,0.0166099,0,0,0.0498098,0.0429071,0.0414255,0.0184261,0.0208386,0.0441145,0.0466035,0.0255952,0.0506782,0.0510953,0.0214967,0.0326541,0.0328386,0.0185395,0.0216641,0.0363743,0.038001,0.014599,0.0147026,0.0421189,0,0.0203206,0.0728883,0.0256891,0,0,0.0364378,0,0,0.0302255,0.0505248,0.0316648,0.0417169,0.0013617,0.0550837,0.067678,0,0.0691773,0.0442673,0.058386,0.0343883,0.0411778,0.0675694,0.0115285,0.0218179,0.00791097,0.0181405,0.0571552,0.0541417,0,0,0,0,0,0,0,0,0.0176927,0
10,0.0447376,0.0657619,0,0,0,0,0,0,0.0441064,0,0.0290398,0,0,0.0160698,0,0,0.0498215,0.0430852,0.0453223,0.0246002,0.0218235,0.0435029,0.0458422,0.0263722,0.0542794,0.0550291,0.0214414,0.0309086,0.030112,0.0160652,0.0196331,0.0423296,0.0379794,0.0143734,0.0147165,0.046642,0,0.0217935,0.0760348,0.0258423,0,0,0.0369146,0,0,0.0308577,0.0560061,0.0326803,0.0422673,0.0068119,0.0560242,0.0682382,0,0.0709808,0,0.0553427,0.031828,0.038745,0.0648327,0.0146771,0.0218939,0.00791499,0.0185591,0.0575766,0.0534098,0,0,0,0,0,0,0,0,0.0143004,0
11,0.0438207,0.0659113,0,0,0,0,0,0,0.0443862,0,0.0283654,0,0,0.0161649,0,0,0.0500927,0.0441708,0.0444104,0.0246298,0.0215963,0.0454151,0.0470619,0.0266922,0.0537079,0.0549657,0.0214654,0.0315041,0.0308576,0.016379,0.0196618,0.0428188,0.0376476,0.0143099,0.0148632,0.0467882,0,0.0222711,0.0736199,0.0252886,0,0,0.0365923,0,0,0.031326,0.052979,0.0315572,0.0389935,0.00333714,0.0559607,0.0675127,0,0.0682654,0.0464979,0.0575458,0.033564,0.0399533,0.0666159,0.0134272,0.0218479,0.0078599,0.0186792,0.0572422,0.0540675,0,0,0,0,0,0,0,0,0.016179,0
12,0.0434342,0.0659011,0,0,0,0,0,0,0.0435115,0,0.0279296,0,0,0.016101,0,0,0.0501488,0.0445983,0.0444241,0.0245954,0.0217834,0.0464406,0.0473696,0.0271245,0.053617,0.0553321,0.0213025,0.0315201,0.0313995,0.0165546,0.0193343,0.0450408,0.0376118,0.0143035,0.0145897,0.048134,0,0.022801,0.0738231,0.025078,0,0,0.0364942,0,0,0.0314803,0.0529097,0.0315398,0.0389528,0.00417455,0.0564004,0.0675345,0,0.0680416,0.0470377,0.05746,0.0335838,0.0399187,0.0665977,0.0139955,0.0218379,0.00776431,0.0187049,0.057117,0.0540402,0,0,0,0,0,0,0,0,0.0167159,0
13,0.042771,0.0656455,0,0,0,0,0,0,0.0424551,0,0.0276505,0,0,0.0162283,0,0,0.050439,0.0453423,0.044125,0.0254156,0.0218395,0.0483783,0.0482101,0.027392,0.0530713,0.055693,0.0216671,0.0320089,0.0318698,0.0168084,0.0193853,0.0465007,0.0375144,0.0142941,0.0146052,0.0497831,0,0.0228818,0.0730547,0.0246293,0,0,0.0364376,0,0,0.0313881,0.0520833,0.0301785,0.0374498,0.00446469,0.0567385,0.0674303,0,0.0667524,0.0463001,0.0586187,0.0345895,0.0410824,0.0675356,0.0149912,0.0216766,0.00767826,0.0186711,0.0567055,0.0545479,0,0,0,0,0,0,0,0,0,0
14,0.0427655,0.0656695,0,0,0,0,0,0,0.0446017,0,0.028305,0,0,0.0163039,0,0,0.0508572,0.0477927,0.0459228,0.0292995,0.0234596,0.0505038,0.0491927,0.0309129,0,0.0588404,0.0218286,0.0302767,0.0307303,0.014162,0.0185512,0.0426091,0.037431,0.0140692,0.0149407,0.0482364,0,0.0231739,0.0735444,0.0240642,0,0,0.0359211,0,0,0.0312444,0.0538337,0.029786,0.0354142,0.00643674,0.0568469,0.0668137,0.040623,0.0647112,0.0449691,0.0600044,0.0361568,0.0423757,0.0680145,0.012319,0.0215162,0.00762354,0.018432,0.0564025,0.0546505,0,0,0,0,0,0,0,0,0,0
15,0.0420465,0.0653842,0,0,0,0,0,0,0.0396091,0,0.0278159,0,0,0.0162119,0,0,0.0513071,0.0464079,0.0436874,0.0262183,0.0222316,0.0517675,0.0493714,0.027721,0.0539095,0.0566347,0.0221957,0.0331641,0.0327725,0.0172829,0.0196813,0.0506643,0.0373646,0.0138043,0.0153495,0.0487679,0,0.0233153,0.0735273,0.0238795,0,0,0.036104,0,0,0.0313561,0.0532656,0.0294658,0.0367266,0.00680968,0.0580085,0.0677903,0.0402597,0.0640258,0.0446135,0.060173,0.0364254,0.0429474,0.0679876,0.0126275,0.0213256,0.00764981,0.0184717,0.0558949,0.0553309,0,0,0,0,0,0,0,0,0,0
16,0.0427494,0.0653563,0,0,0,0,0,0,0.0405725,0,0.028571,0,0,0.0158665,0,0,0.0516585,0.0485922,0.044793,0.0302442,0.0244643,0.0526137,0.0497907,0.0317962,0,0.0597046,0.0219293,0.0315417,0.0313631,0.0147677,0.017689,0.0481635,0.0376866,0.0134095,0.0160139,0.0492229,0,0.0238002,0.073719,0.0235904,0,0,0.0354754,0,0,0.031252,0.0537575,0.0299486,0.0351018,0.0074889,0.0572051,0.0672019,0.040616,0.0643101,0.0454164,0.0595617,0.0359446,0.0421987,0.0672984,0.0132669,0.0214868,0.00764571,0.01805,0.0563013,0.0546531,0,0,0,0,0,0,0,0,0,0
17,0.0429523,0.0662855,0,0,0,0,0,0,0.0356043,0,0.0285671,0,0,0.0148411,0,0,0.0578158,0.0467489,0.0431433,0.0279313,0.022877,0.0549604,0.0457043,0.0282387,0.0552522,0.0570653,0.0223097,0.033742,0.0333097,0.0180529,0.019118,0.0570225,0.0449424,0.0149509,0.0159555,0.0490461,0,0.0239608,0.073264,0.0219467,0,0,0.036709,0,0,0.0317122,0.0535851,0.0297492,0.0376529,0.00792784,0.0600351,0.0681842,0.0406967,0.0642586,0.0453979,0.0594249,0.0358715,0.0418861,0.067219,0.0134783,0.0205581,0.00799592,0.0181948,0.0566242,0.0550857,0,0,0,0,0,0,0,0,0,0
18,0.0416768,0.0650988,0,0,0,0,0,0,0.032153,0,0.027775,0,0,0.0153697,0,0,0.051805,0.0462203,0.0406872,0.0266696,0.0260892,0.0539292,0.0498217,0.029063,0.0543967,0.0553426,0.0207756,0,0.0362749,0.0208312,0.020671,0.0603178,0.0376642,0.0134514,0.0156876,0.0488214,0,0.0240114,0.0732089,0.0234333,0,0,0.0359348,0,0,0.0315254,0.0534937,0.0291353,0.0368461,0.00830072,0.0587497,0.0681928,0.0401964,0.0638353,0.0449808,0.0595919,0.0360472,0.0420586,0.0674596,0.0136109,0.0220099,0.00796865,0.0180388,0.0556026,0.0560185,0,0,0,0,0,0,0,0,0,0
19,0.042734,0.0659933,0,0,0,0,0,0,0.0313739,0,0.0300834,0,0,0.0138138,0,0,0.0566975,0.0473267,0.0450064,0.0291259,0.023347,0.0555265,0.0463322,0.0289137,0.0557346,0.0573905,0.022224,0.0344431,0.0339127,0.0194447,0.0199188,0.0627504,0.0441558,0.0154929,0.0147831,0.0495438,0,0.0243701,0.0735498,0.0218864,0,0,0.0364931,0,0,0.0320418,0.0539046,0.0297276,0.0371765,0.00865065,0.0597473,0.068107,0.0402204,0.0643533,0.0453927,0.0588801,0.0354225,0.0415822,0.066832,0.0139679,0.0207464,0.00804317,0.0182337,0.0562134,0.0556207,0,0,0,0,0,0,0,0,0,0
20,0.0415184,0.0650236,0,0,0,0,0,0,0.0315678,0,0.0335822,0,0,0.0156385,0,0,0.0517308,0.0486393,0.046738,0.0291326,0.0255113,0.0546381,0.0505633,0.0307073,0.0580405,0.0581312,0.0215527,0.0335985,0.0340356,0.0190712,0.0184701,0.0577567,0.0379984,0.0138535,0.0137547,0.0444888,0,0.0209828,0.074154,0.0229039,0,0,0.0356345,0,0,0.0311482,0.0542035,0.0304758,0.0353697,0.0110863,0.0580358,0.0674645,0.0380503,0.0627309,0.0443024,0.060406,0.0382002,0.0436484,0.0676388,0.00937403,0.0214902,0.0082234,0.0182369,0.055562,0.0563958,0,0,0,0,0,0,0,0,0,0
21,0.0414007,0.0648998,0,0,0,0,0,0,0.0309012,0,0.0339976,0,0,0.015683,0,0,0.0517875,0.0491481,0.0471703,0.0296755,0.0258982,0.0547565,0.0506135,0.0309875,0.0587528,0.0583566,0.0214081,0.0338438,0.03404,0.0198814,0.0190196,0.0596048,0.0379982,0.0139461,0.0133379,0.0446168,0,0.0211027,0.0743106,0.0229209,0,0,0.0355165,0,0,0.0311908,0.0543494,0.0305331,0.0348428,0.0114493,0.0579194,0.0673565,0.0379754,0.0626952,0.0442036,0.0602636,0.0380521,0.0434847,0.0674617,0.0094834,0.0215511,0.00816275,0.0181762,0.055703,0.0564918,0,0,0,0,0,0,0,0,0,0
22,0.0415343,0.0650263,0,0,0,0,0,0,0.0294416,0,0.0306329,0,0,0.0193423,0,0,0.0499655,0.0486826,0.0460398,0.0294315,0.0240688,0.0546175,0.0506113,0.0296887,0.0576362,0.0577534,0.0222183,0.0350387,0.034274,0.0218708,0.0211892,0.0691135,0.0375629,0.0136543,0.0137335,0.0504294,0,0.0247351,0.0741168,0.0234367,0,0,0.0352969,0,0,0.0318964,0.0541924,0.0295795,0.0345336,0.0100117,0.0578753,0.0674794,0.0396831,0.0639701,0.0449424,0.0586219,0.0350926,0.0413833,0.0664761,0.0148389,0.0219101,0.00761048,0.0179978,0.0558498,0.0562662,0,0,0,0,0,0,0,0,0,0
23,0.0414665,0.0651289,0,0,0,0,0,0,0.0302389,0,0.0339023,0,0,0.0180205,0,0,0.0511059,0.049796,0.0470859,0.0297478,0.0259175,0.0552666,0.0512258,0.0307811,0.0602233,0.0587515,0.0218944,0.0357076,0.0342447,0.0210673,0.0197123,0.0620889,0.0380044,0.0127174,0.0143526,0.0446836,0,0.0213463,0.0743639,0.0230784,0,0,0.0351449,0,0,0.0310911,0.0549511,0.0307448,0.0337071,0.0125798,0.0576772,0.066921,0.0375075,0.0627517,0.0443531,0.0599294,0.0378047,0.043399,0.0670374,0.00948919,0.0216035,0.00754199,0.0182183,0.0558483,0.0566791,0,0,0,0,0,0,0,0,0,0
24,0.0414225,0.0652451,0,0,0,0,0,0,0.0300897,0,0.0337691,0,0,0.0175272,0,0,0.0514479,0.0495006,0.0468232,0.0305067,0.0256401,0.0556721,0.0515145,0.0303907,0.060038,0.0586024,0.0219966,0.0359001,0.0344884,0.0215561,0.0199848,0.0620476,0.0382186,0.0124881,0.0147428,0.0449459,0,0.0215351,0.0744666,0.0229982,0,0,0.0349405,0,0,0.0311054,0.0552158,0.030871,0.033099,0.0131422,0.0576035,0.0667084,0.0376187,0.0628397,0.0443891,0.05962,0.0377008,0.0435973,0.0668085,0.00953044,0.0216296,0.00738132,0.0181577,0.0558927,0.0568887,0,0,0,0,0,0,0,0,0,0
25,0.0417996,0.0652575,0,0,0,0,0,0,0.0298298,0,0.0333227,0,0,0.0173407,0,0,0.0516038,0.0502042,0.0456111,0.0324683,0.0273644,0.0558818,0.0520721,0,0.0617638,0.059458,0.0217806,0.0366221,0.0349351,0.0217356,0.0198293,0.0607985,0.0382491,0.0123934,0.014904,0.0447403,0,0.0216545,0.0747448,0.0226871,0,0,0.0343629,0,0,0.0310968,0.055077,0.0314521,0.0321262,0.0134261,0.0566894,0.0661415,0.0379004,0.0633185,0.0444757,0.0589836,0.0373569,0.0430344,0.066398,0.00967349,0.0217405,0.00718393,0.0180893,0.0561036,0.0566213,0,0,0,0,0,0,0,0,0,0
26,0.0411882,0.0650917,0,0,0,0,0,0,0.0300188,0,0.0336573,0,0,0.0171066,0,0,0.0517105,0.049013,0.0465668,0.0320218,0.0246557,0.0565594,0.052129,0.0300602,0.0598193,0.0587342,0.0224741,0.0365925,0.0349476,0.0224538,0.0207304,0.0620381,0.0381606,0.0125113,0.0147029,0.0448451,0,0.0217336,0.0746132,0.022508,0,0,0.034581,0,0,0.031241,0.0558761,0.0314894,0.0321734,0.0140324,0.0574907,0.0665354,0.0373532,0.0630472,0.044535,0.0588252,0.0373721,0.0428772,0.0664159,0.00969033,0.0215341,0.00711788,0.0182725,0.0558878,0.0573709,0,0,0,0,0,0,0,0,0,0
27,0.0420246,0.065332,0,0,0,0,0,0,0.0297358,0,0.0340587,0,0,0.0162612,0,0,0.0515255,0.0480908,0.0470376,0.0327079,0.024914,0.0549858,0.0508796,0.0300498,0.0610631,0.0592856,0.0221091,0.0360886,0.0351434,0.0225376,0.020868,0.06365,0.0383653,0.0124277,0.0144749,0.0480846,0,0.0218289,0.0761544,0.0226833,0,0,0.0348435,0,0,0.0312307,0.0565595,0.0352599,0.0343543,0.0184486,0.057042,0.0668282,0,0.0666945,0,0.0552329,0.034636,0.0405376,0.0629559,0.0143843,0.0215723,0.00722811,0.0184009,0.0563197,0.0563386,0,0,0,0,0,0,0,0,0,0
28,0.0409509,0.0654049,0,0,0,0,0,0,0.0302178,0,0.0332716,0,0,0.0164609,0,0,0.0517322,0.0484652,0.045342,0.0332805,0.0246372,0.0571691,0.0525081,0.0291482,0.0596845,0.0585434,0.022328,0.0361958,0.035835,0.0229512,0.0212882,0.061252,0.03836,0.0123461,0.0148641,0.0455523,0,0.0218473,0.0739888,0.0220418,0,0,0.0344342,0,0,0.0315952,0.0562304,0.0324367,0.031326,0.0146529,0.0576153,0.0660445,0.0374114,0.0628135,0.0443805,0.0586124,0.0372514,0.0428048,0.0660709,0.0102602,0.0218109,0.00678548,0.0182207,0.0557436,0.0577169,0,0,0,0,0,0,0,0,0,0
29,0.0404711,0.0649884,0,0,0,0,0,0,0.0306997,0,0.0323602,0.0630367,0,0.0166965,0,0,0.0518397,0.0468524,0.0436142,0.0259918,0.0234224,0.0560135,0.0534522,0.0286169,0.0569891,0.0545787,0.0196271,0.0373575,0.0373627,0.0248662,0.0234687,0.0589071,0.0382913,0.012475,0.0154017,0.043699,0,0.0209887,0.0734932,0.0218965,0,0,0.0343235,0,0,0.0317175,0.052909,0.0327103,0.0347679,0.0134741,0.0570991,0.066001,0.0380832,0.0628212,0.0424124,0.0585866,0.0373404,0.0429843,0.0664164,0.0100478,0.0219942,0.00666125,0.0182603,0.055178,0.0581508,0,0,0,0,0,0,0,0,0,0
30,0.0420868,0.0654267,0,0,0,0,0,0,0.0314404,0,0.0306983,0.064477,0,0.0154889,0,0,0.0522367,0.0502487,0.0417302,0.0306306,0.028643,0.054903,0.0530123,0,0,0.0582175,0.0169041,0.037595,0.0366168,0.0227567,0.0204574,0.0546053,0.0389741,0.0124974,0.0152274,0.0452661,0,0.0216935,0.0736293,0.0216581,0,0,0.0332007,0,0,0.0314473,0.0506314,0.0349799,0.0337226,0.0144701,0.0543074,0.0647557,0,0.0654863,0.044746,0.0560147,0.0350127,0.0409367,0.0641783,0.0117673,0.0224889,0.00644624,0.0176722,0.0562208,0.055964,0,0,0,0,0,0,0,0,0,0
31,0.0400337,0.0648842,0,0,0,0,0,0,0.0308699,0,0.0325017,0.0633166,0,0.0158148,0,0,0.0529682,0.0467733,0.0436192,0.026653,0.0221174,0.0561554,0.0536843,0.0280244,0.0585034,0.0542378,0.0191741,0.0383578,0.0368808,0.0250185,0.0234725,0.0586959,0.0388275,0.012875,0.0154289,0.0431761,0,0.0211187,0.0732209,0.0217612,0,0,0.0335418,0,0,0.0313693,0.0531943,0.0331968,0.0339128,0.0140038,0.0568977,0.0657885,0.0382559,0.0628068,0.0423075,0.0581924,0.0371804,0.0426863,0.0660751,0.0101845,0.0222678,0.00637885,0.0178445,0.0551118,0.0582036,0,0,0,0,0,0,0,0,0,0
32,0.0408369,0.0650573,0,0,0,0,0,0,0.0306791,0,0.0319005,0.0626737,0,0.0153671,0,0,0.0533615,0.0479906,0.0423398,0.0276646,0.0237402,0.0551011,0.0534717,0,0.0591059,0.0542899,0.0175984,0.0388221,0.0372126,0.0250581,0.0233068,0.0581119,0.039214,0.0129966,0.0150511,0.0453201,0,0.0216177,0.0734022,0.0214813,0,0,0.0329878,0,0,0.0309921,0.0507084,0.0346925,0.0340913,0.0148717,0.0549457,0.0653529,0,0.0650125,0.044062,0.0558885,0.0351295,0.0409629,0.0642483,0.0115828,0.0222944,0.00624818,0.0175402,0.0557839,0.0569903,0,0,0,0,0,0,0,0,0,0
33,0.0398909,0.0646725,0,0,0,0,0,0,0.0316087,0,0.0322994,0.0639279,0,0.0158366,0,0,0.0535307,0.0469505,0.0430614,0.0275613,0.0223716,0.0563386,0.0542462,0.0279465,0.0561308,0.0539949,0.0191739,0.0382757,0.0369606,0.0254013,0.0242755,0.05795,0.0389548,0.0133885,0.0151776,0.043734,0,0.021473,0.0728321,0.0215067,0,0,0.0328927,0,0,0.0309383,0.053622,0.0327403,0.0329709,0.014351,0.0564531,0.0656961,0.0381863,0.0629526,0.0422508,0.0576285,0.0368469,0.0422681,0.0657574,0.00982597,0.0223355,0.00621017,0.0177998,0.0551619,0.0583925,0,0,0,0,0,0,0,0,0,0
34,0.0397671,0.0647918,0,0,0,0,0,0,0.0317033,0,0.0317616,0.0641427,0,0.0156822,0,0,0.0536428,0.0470229,0.0427477,0.0280161,0.0221864,0.0562835,0.0544259,0.02841,0.0559649,0.0541471,0.0190481,0.0382083,0.0376623,0.0256812,0.02473,0.0579119,0.0390084,0.0132369,0.0148773,0.0442033,0,0.0221874,0.0726768,0.0209987,0,0,0.0328496,0,0,0.0310504,0.0535469,0.0328226,0.0324523,0.0144185,0.055984,0.0656812,0.0385087,0.0634319,0.0422851,0.0571254,0.0363906,0.0417978,0.0653278,0.00987093,0.0223744,0.00607479,0.0176097,0.0553786,0.0583361,0,0,0,0,0,0,0,0,0,0
35,0.039936,0.064671,0,0,0,0,0,0,0.0316032,0,0.0319554,0.0646277,0,0.0160844,0,0,0.0532678,0.0467272,0.0426308,0.0284439,0.0220133,0.0565445,0.0545961,0.0283809,0.0556374,0.0543993,0.0189319,0.0386608,0.0377758,0.0260502,0.0250978,0.057585,0.0387554,0.013298,0.0151687,0.0435024,0,0.0220848,0.0724271,0.0209786,0,0,0.0324963,0,0,0.0310611,0.0541511,0.032913,0.032072,0.0148051,0.0560468,0.065462,0.0383727,0.0637908,0.0423549,0.0572368,0.0365946,0.0419349,0.065314,0.00990697,0.0227356,0.00602905,0.017878,0.0551509,0.0584419,0,0,0,0,0,0,0,0,0,0
36,0.0397753,0.0647997,0,0,0,0,0,0,0.0313145,0,0.0315719,0.0646537,0,0.0160037,0,0,0.0531354,0.0467743,0.0424628,0.028849,0.0225389,0.0565002,0.0546416,0.0288731,0.0552225,0.0543971,0.0186725,0.0394397,0.0378807,0.0263131,0.025221,0.0580817,0.0388592,0.0128062,0.0150883,0.043841,0,0.0227109,0.072283,0.0203455,0,0,0.0325601,0,0,0.0312379,0.0540279,0.0331468,0.0316127,0.0148152,0.0555718,0.0653504,0.0387421,0.0639077,0.0424825,0.0568753,0.0361243,0.041405,0.0649746,0.010009,0.0227389,0.0059662,0.0175531,0.0552701,0.0584015,0,0,0,0,0,0,0,0,0,0
37,0.039829,0.064637,0,0,0,0,0,0,0.0309345,0,0.0319477,0.0649685,0,0.0160649,0,0,0.0528817,0.04666,0.0424427,0.0290966,0.02293,0.0565951,0.0546429,0.0287784,0.0548375,0.0543447,0.0186974,0.039557,0.037805,0.0264863,0.0252285,0.0581108,0.038757,0.0126574,0.0155152,0.0433252,0,0.022501,0.0722461,0.0204409,0,0,0.03215,0,0,0.0312063,0.0544926,0.0333956,0.0312332,0.0151881,0.0555454,0.0649959,0.0381874,0.0634712,0.0426283,0.0568912,0.0362981,0.0413706,0.0649081,0.00992952,0.0231183,0.00587426,0.0176943,0.0549607,0.058646,0,0,0,0,0,0,0,0,0,0
