Timestep,C7,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFR,x71,x72,x73,LEAR,RTHIA,
1086,0.0511349,0.0438827,0,0,0,0,0,0,0.0383779,0,0.0323534,0.0654241,0,0.0268012,0,0,0.0424345,0.0367727,0.0313001,0.0290126,0.0200663,0.0477835,0.0330563,0.0210475,0.0462053,0.049408,0.0256673,0.0328881,0.0349112,0.0180897,0.0249611,0.0242266,0.0434202,0.0136334,0.0100472,0.0274399,0,0.0144646,0.0664719,0.0397994,0,0,0.0124663,0,0,0.0174516,0.0622923,0.0419802,0.0266662,0.0100414,0.0546478,0.0829764,0.0358594,0.0627542,0.0327891,0.0674004,0.0463754,0.050974,0.0778848,0.0498508,0.0348372,0.0118176,0.0102111,0.0365111,0.0726802,0,0,0,0,0,0,0,0,0.0728459,0
1087,0.0510553,0.0437837,0,0,0,0,0,0,0.0383771,0,0.0322431,0.0654608,0,0.0267639,0,0,0.042352,0.0368112,0.0313019,0.0287187,0.0200093,0.0481565,0.0329187,0.0210386,0.0462423,0.0494898,0.0256995,0.0329384,0.034716,0.0179756,0.0249116,0.0240518,0.0434254,0.0135945,0.0100647,0.0278625,0,0.0146727,0.0664578,0.039722,0,0,0.0124688,0,0,0.017565,0.0621029,0.0422508,0.026792,0.0103326,0.0545451,0.0827242,0.0358492,0.0625106,0.032754,0.0676797,0.046741,0.0513099,0.0780868,0.0495206,0.0348167,0.0116999,0.0103744,0.0366036,0.072551,0,0,0,0,0,0,0,0,0.0730376,0
1088,0.0510105,0.0436271,0,0,0,0,0,0,0.0385077,0,0.032181,0.0654356,0,0.0266498,0,0,0.0423886,0.0369707,0.0313113,0.0283276,0.0199478,0.0473131,0.0328716,0.0210499,0.0462375,0.0495533,0.0259771,0.0328532,0.0346007,0.0178493,0.0250062,0.0237076,0.0435834,0.0135778,0.0102096,0.0283812,0,0.0148785,0.0665986,0.0396918,0,0,0.01266,0,0,0.0177084,0.0620098,0.0423372,0.0270318,0.0104814,0.0544809,0.0822686,0.0357451,0.06233,0.0327413,0.0679145,0.0469938,0.0514847,0.0782034,0.048636,0.0346853,0.0116795,0.0104441,0.0366109,0.0724077,0,0,0,0,0,0,0,0,0.0730284,0
1089,0.0508755,0.0434087,0,0,0,0,0,0,0.0386295,0,0.0320926,0.0655054,0,0.0266034,0,0,0.0424478,0.0370733,0.0313056,0.0279567,0.0199024,0.0465785,0.0328274,0.0210852,0.0462109,0.049572,0.0261491,0.0326858,0.0344917,0.0177716,0.0249161,0.0235113,0.0437845,0.0136353,0.0102856,0.0289427,0,0.0150989,0.0666917,0.0396169,0,0,0.012922,0,0,0.0177658,0.0619594,0.0423674,0.0272468,0.0105885,0.054308,0.0816707,0.0358481,0.0622132,0.032691,0.0682292,0.0471965,0.0516678,0.0783932,0.047661,0.0345078,0.0117149,0.0104555,0.0365639,0.0723032,0,0,0,0,0,0,0,0,0.0729702,0
1090,0.0506815,0.0431542,0,0,0,0,0,0,0.038821,0,0.0318478,0.0655596,0,0.0265431,0,0,0.0425223,0.0371483,0.031332,0.0276195,0.0198612,0.0461944,0.0328461,0.0210758,0.0461988,0.0495978,0.0261254,0.0326235,0.0343437,0.0177113,0.0249398,0.0235565,0.0439206,0.0136957,0.0103586,0.0294206,0,0.015362,0.0667499,0.0395316,0,0,0.0130945,0,0,0.0176975,0.0619362,0.0423491,0.0273917,0.0106824,0.0541568,0.0809566,0.0359423,0.0620892,0.0326667,0.0685057,0.0474579,0.0519619,0.0786077,0.0466563,0.0343731,0.011739,0.0103746,0.0365944,0.0722181,0,0,0,0,0,0,0,0,0.0728725,0
1091,0.0504866,0.0429,0,0,0,0,0,0,0.0390644,0,0.0315851,0.0655762,0,0.0264113,0,0,0.0425534,0.0372365,0.0313686,0.0273161,0.0197886,0.0460434,0.0329295,0.0210924,0.0461792,0.0495974,0.0259794,0.0326116,0.0342522,0.0177006,0.024852,0.0238089,0.044124,0.0137396,0.0104318,0.0297736,0,0.015556,0.0667753,0.0394376,0,0,0.0131329,0,0,0.0176195,0.0618834,0.0422579,0.0275027,0.0107978,0.0540166,0.0801827,0.0359638,0.0620952,0.0327,0.0687066,0.0477047,0.0521924,0.0787465,0.045669,0.034237,0.0116594,0.0102766,0.0368008,0.0721704,0,0,0,0,0,0,0,0,0.0726995,0
1092,0.0503085,0.0427122,0,0,0,0,0,0,0.039117,0,0.0314574,0.0654257,0,0.0263183,0,0,0.0425096,0.0373204,0.031358,0.026998,0.0197508,0.0462388,0.0329951,0.0211649,0.0462519,0.0495886,0.0258709,0.0325745,0.0341948,0.0177921,0.0246975,0.0236913,0.0443072,0.0137885,0.010409,0.0300426,0,0.0157161,0.0667217,0.0393407,0,0,0.0130894,0,0,0.0176224,0.0617661,0.0421541,0.0275964,0.0108437,0.0538857,0.0794882,0.0359666,0.0621389,0.0327526,0.0687978,0.0478589,0.0523047,0.0787943,0.044826,0.0341367,0.0115311,0.0102281,0.0370235,0.0721525,0,0,0,0,0,0,0,0,0.0726237,0
1093,0.0500638,0.0425433,0,0,0,0,0,0,0.0391521,0,0.0313444,0.0652866,0,0.026185,0,0,0.0424555,0.037354,0.0312626,0.0266118,0.0197005,0.0465517,0.0331388,0.0212119,0.0463392,0.0495916,0.0258716,0.0324556,0.034138,0.0176899,0.0244695,0.0235197,0.0444364,0.0137482,0.0104461,0.0302385,0,0.015791,0.0666926,0.0392545,0,0,0.0130792,0,0,0.0176567,0.0616517,0.0421439,0.0277446,0.010809,0.0537438,0.0789409,0.036037,0.0621559,0.0328698,0.0688848,0.047981,0.0523648,0.0789457,0.0440965,0.0340551,0.0113754,0.0102065,0.037147,0.0721041,0,0,0,0,0,0,0,0,0.0726749,0
1094,0.0498229,0.0424226,0,0,0,0,0,0,0.0391692,0,0.0312836,0.0651172,0,0.0259896,0,0,0.0423977,0.0373833,0.0314393,0.0261598,0.0196598,0.0459317,0.0333574,0.0212083,0.0464096,0.0496258,0.0259654,0.0323176,0.0341328,0.017383,0.0244055,0.0233941,0.0445323,0.0136577,0.010526,0.0304784,0,0.0158476,0.0667096,0.0392288,0,0,0.0130496,0,0,0.017565,0.0615724,0.0420857,0.0280236,0.0107367,0.0537555,0.078427,0.0360769,0.0621293,0.032929,0.0690043,0.0481244,0.0523942,0.078981,0.0436153,0.0340028,0.0111913,0.0101265,0.0372638,0.0720285,0,0,0,0,0,0,0,0,0.0726986,0
1095,0.0495907,0.0423638,0,0,0,0,0,0,0.0389767,0,0.031176,0.0649672,0,0.0258174,0,0,0.042355,0.0374153,0.0317499,0.0257785,0.0196507,0.0455211,0.0335959,0.0212004,0.0464679,0.0496449,0.0260945,0.0322688,0.0340889,0.0172063,0.0244089,0.0235567,0.0445949,0.0135544,0.0106285,0.0306407,0,0.0158858,0.0666398,0.0392387,0,0,0.0130647,0,0,0.0173915,0.0614691,0.0421095,0.0283245,0.0106017,0.0539045,0.0780263,0.036181,0.0621161,0.0330224,0.0690794,0.0481552,0.0523932,0.0790662,0.0434861,0.033991,0.0110191,0.00999913,0.0374491,0.0718516,0,0,0,0,0,0,0,0,0.0727833,0
1096,0.0493473,0.0423283,0,0,0,0,0,0,0.0388023,0,0.0309486,0.0649121,0,0.0256535,0,0,0.0422841,0.0374781,0.0320062,0.0254753,0.019598,0.0454912,0.033885,0.0211622,0.0465195,0.0496657,0.0262633,0.0322675,0.0340802,0.0171361,0.0243336,0.0240077,0.0447869,0.0134749,0.010723,0.0306915,0,0.0159091,0.066583,0.0391963,0,0,0.0132208,0,0,0.0174294,0.0613546,0.0422566,0.028613,0.0104516,0.054025,0.0777113,0.0363056,0.0620938,0.0331959,0.0691592,0.0481997,0.0525412,0.0789865,0.0436133,0.0339859,0.0109328,0.00992014,0.0376728,0.0717246,0,0,0,0,0,0,0,0,0.072958,0
1097,0.0491824,0.0422785,0,0,0,0,0,0,0.0387302,0,0.0306668,0.0649529,0,0.0254671,0,0,0.0421425,0.037615,0.0320588,0.0252139,0.0195372,0.045575,0.0342196,0.0211075,0.0466331,0.049723,0.0263711,0.0323361,0.0340944,0.0170816,0.0241295,0.0244816,0.0448972,0.0133393,0.0108778,0.0306661,0,0.0159486,0.0666061,0.039076,0,0,0.013409,0,0,0.0175715,0.0612302,0.0422905,0.0289076,0.0103123,0.0541372,0.0774276,0.0365042,0.0620921,0.0333982,0.0692351,0.0482805,0.0526569,0.0789045,0.0439,0.0339354,0.0109256,0.00987347,0.037909,0.0716625,0,0,0,0,0,0,0,0,0.0731756,0
1098,0.0490751,0.0422582,0,0,0,0,0,0,0.0387582,0,0.0304372,0.0650055,0,0.0253287,0,0,0.0420116,0.0377513,0.0320423,0.0249338,0.0194931,0.0456096,0.0345719,0.0210646,0.0466939,0.049818,0.0264528,0.0323267,0.0341144,0.016984,0.0240369,0.0248517,0.0449505,0.0131845,0.0110426,0.0306363,0,0.0160046,0.0666866,0.0389461,0,0,0.0134855,0,0,0.0175938,0.0611242,0.0422703,0.0292734,0.0101413,0.0542652,0.0771861,0.0367716,0.0621226,0.0336657,0.0693746,0.0484033,0.0527601,0.0789909,0.0442773,0.0338647,0.0108236,0.00988697,0.0381936,0.0715435,0,0,0,0,0,0,0,0,0.0734837,0
1099,0.0489332,0.0422902,0,0,0,0,0,0,0.0387565,0,0.0302574,0.0649375,0,0.0252651,0,0,0.0419378,0.0379054,0.0320483,0.0246418,0.0194459,0.045668,0.0349516,0.0210016,0.0467169,0.0499923,0.0265016,0.0323654,0.0342093,0.016897,0.023828,0.0251092,0.0449936,0.0130337,0.0111417,0.0305479,0,0.0160139,0.066825,0.0388551,0,0,0.013536,0,0,0.0176194,0.0610078,0.0422904,0.029653,0.00997758,0.054383,0.0770035,0.0370586,0.0621703,0.0339496,0.0696305,0.0485687,0.0529598,0.0791002,0.044576,0.033821,0.0107176,0.00991529,0.0384804,0.0711696,0,0,0,0,0,0,0,0,0.0738078,0
1100,0.0487896,0.0423964,0,0,0,0,0,0,0.0387803,0,0.0300598,0.064747,0,0.0252612,0,0,0.0418809,0.0381014,0.0320797,0.0243503,0.0194146,0.0457957,0.0353184,0.0209181,0.0467189,0.0501474,0.02647,0.0322665,0.0342846,0.0168097,0.0236995,0.0253025,0.0448954,0.0128518,0.0112177,0.030548,0,0.0159366,0.0670253,0.0387861,0,0,0.013553,0,0,0.0176182,0.0608976,0.0424503,0.0300015,0.00978309,0.0545541,0.076932,0.0373256,0.0622843,0.0342309,0.069902,0.0487531,0.0532296,0.0792075,0.0445906,0.0338456,0.0105784,0.00991217,0.0387434,0.0705761,0,0,0,0,0,0,0,0,0.0739246,0
1101,0.0486508,0.0426152,0,0,0,0,0,0,0.0388783,0,0.0297867,0.0644652,0,0.0252872,0,0,0.0418705,0.0383329,0.0321152,0.0240458,0.0194275,0.045923,0.0356254,0.0208863,0.0467365,0.0502415,0.0264619,0.0321323,0.0342287,0.0167448,0.023697,0.0254291,0.0448753,0.0127976,0.0112004,0.0306421,0,0.0159914,0.0672366,0.0386882,0,0,0.0135524,0,0,0.017608,0.0607675,0.0422327,0.0302887,0.0096513,0.0547233,0.0769381,0.0375526,0.0623494,0.0344355,0.0700933,0.0488521,0.0533192,0.0792275,0.0444275,0.033889,0.0103393,0.00993081,0.0390104,0.070188,0,0,0,0,0,0,0,0,0.073713,0
1102,0.0485468,0.0428657,0,0,0,0,0,0,0.0389448,0,0.0296086,0.0643531,0,0.0252485,0,0,0.0419386,0.0385441,0.0321672,0.0237487,0.0194299,0.0459928,0.0358802,0.0208973,0.0468048,0.0503276,0.0264498,0.0321002,0.0342247,0.0166448,0.0235485,0.0255753,0.0449009,0.0129009,0.0111454,0.0306873,0,0.0160395,0.0674399,0.0385081,0,0,0.0136158,0,0,0.0175893,0.060628,0.0421049,0.0305734,0.00946196,0.0548449,0.0770342,0.0377826,0.0622289,0.0346306,0.0701886,0.048926,0.0533184,0.0792062,0.0442126,0.0339661,0.0100698,0.00995997,0.0392634,0.0700019,0,0,0,0,0,0,0,0,0.0738767,0
1103,0.0484532,0.0431031,0,0,0,0,0,0,0.0389229,0,0.029526,0.0644018,0,0.0251823,0,0,0.0420419,0.0387694,0.0322518,0.0234672,0.0193593,0.0459005,0.0360853,0.0209202,0.046898,0.0503305,0.0264228,0.0320466,0.0342414,0.0165505,0.0234372,0.0258331,0.0447298,0.01295,0.0112608,0.0307448,0,0.0161214,0.0676401,0.0382673,0,0,0.013638,0,0,0.0175218,0.060486,0.0421406,0.0308738,0.00930504,0.0549281,0.0771562,0.037973,0.0619293,0.0347587,0.0702367,0.0489593,0.0533514,0.0791747,0.0437784,0.0340417,0.00980372,0.0100693,0.039486,0.0698675,0,0,0,0,0,0,0,0,0.0740138,0
1104,0.0483248,0.0433351,0,0,0,0,0,0,0.0388325,0,0.0293734,0.0643826,0,0.025151,0,0,0.042114,0.0389786,0.0323769,0.0232215,0.0193018,0.0458482,0.0362118,0.0209511,0.0469891,0.0503678,0.0263876,0.0319474,0.0342661,0.0165142,0.0232894,0.0261129,0.0445942,0.0128934,0.0114842,0.0308317,0,0.0163146,0.0678235,0.0380489,0,0,0.0136151,0,0,0.0173764,0.0602925,0.0422294,0.0311404,0.00923836,0.0550056,0.0772557,0.038225,0.0617576,0.034797,0.0701568,0.0489363,0.0532883,0.0792538,0.0430162,0.0341586,0.0095249,0.010194,0.0396524,0.0697079,0,0,0,0,0,0,0,0,0.0736944,0
1105,0.0481075,0.0435925,0,0,0,0,0,0,0.0388534,0,0.0292219,0.0643423,0,0.0251909,0,0,0.0421248,0.0392092,0.0325476,0.0229561,0.0192429,0.0458308,0.0362582,0.0209916,0.0470346,0.050493,0.0264206,0.0319768,0.0342699,0.0164568,0.0232155,0.0263649,0.0445826,0.0127961,0.0115768,0.0309636,0,0.0165279,0.0680003,0.0378964,0,0,0.0136981,0,0,0.0172951,0.0601356,0.0422106,0.0312823,0.00915659,0.0550074,0.0773125,0.038233,0.0617612,0.0350375,0.0701729,0.0489448,0.0532423,0.0793077,0.0422219,0.0342645,0.00922137,0.0103427,0.039809,0.0694881,0,0,0,0,0,0,0,0,0.0737258,0
1106,0.0478006,0.0439162,0,0,0,0,0,0,0.0389398,0,0.0291022,0.0643416,0,0.0253127,0,0,0.0421689,0.0394488,0.0326551,0.0227408,0.0191931,0.0457416,0.0362504,0.021065,0.0470827,0.0505357,0.0265681,0.0319217,0.0342629,0.0163603,0.0232021,0.0265736,0.0446079,0.0127896,0.0115238,0.0311635,0,0.0167065,0.0680977,0.0377989,0,0,0.0138247,0,0,0.0173087,0.0600186,0.0420727,0.031373,0.00903531,0.0549684,0.0773217,0.0382867,0.0618184,0.0353074,0.0702506,0.0489585,0.053253,0.0793131,0.041532,0.0343568,0.00893224,0.0105901,0.0399888,0.0692227,0,0,0,0,0,0,0,0,0.0742248,0
1107,0.0474294,0.0442171,0,0,0,0,0,0,0.0390561,0,0.0289781,0.0643592,0,0.0254026,0,0,0.0422477,0.0396397,0.032768,0.0224994,0.0191671,0.0456541,0.0363064,0.0211792,0.0471402,0.0504763,0.0268295,0.0318252,0.0342281,0.0163132,0.0230696,0.026778,0.044582,0.0128122,0.0115068,0.031412,0,0.0167826,0.068151,0.037692,0,0,0.0139849,0,0,0.0174322,0.0599102,0.0420359,0.0314601,0.00894181,0.0549376,0.0773125,0.0384663,0.0617764,0.0355553,0.0702069,0.0489623,0.0532785,0.0793006,0.0407973,0.0343405,0.00868538,0.0108605,0.0401721,0.0689739,0,0,0,0,0,0,0,0,0.0745747,0
1108,0.0471927,0.0444587,0,0,0,0,0,0,0.0392303,0,0.0288884,0.0643287,0,0.0254233,0,0,0.0423403,0.0397586,0.0328606,0.0222362,0.0191154,0.0455775,0.036414,0.0212691,0.0471671,0.0504776,0.0270037,0.0318502,0.0342092,0.0162591,0.0230064,0.0269435,0.0444625,0.0128252,0.0115401,0.0316071,0,0.0168255,0.0681896,0.0376011,0,0,0.0141191,0,0,0.0175605,0.0598235,0.0421242,0.0315609,0.00887712,0.0548398,0.0773106,0.0385592,0.0617076,0.0357842,0.0701264,0.0489511,0.0533509,0.0792665,0.0400247,0.0343122,0.00847037,0.0110939,0.0403058,0.0686651,0,0,0,0,0,0,0,0,0.0745252,0
1109,0.0469434,0.0446599,0,0,0,0,0,0,0.0394339,0,0.028794,0.0642681,0,0.0254239,0,0,0.0423704,0.0398879,0.0328286,0.0219945,0.0190547,0.0453575,0.0365539,0.0213404,0.0471837,0.050553,0.0271019,0.0316777,0.0342018,0.0161484,0.0227897,0.02696,0.0443099,0.0128323,0.0115099,0.0317635,0,0.0168903,0.0682314,0.0375053,0,0,0.0141685,0,0,0.0176199,0.0597757,0.0419468,0.03166,0.00887139,0.0547288,0.0772596,0.0385662,0.0616709,0.0359674,0.0701432,0.0489198,0.053409,0.0792542,0.0393411,0.0343047,0.00822044,0.0113505,0.0404369,0.0684699,0,0,0,0,0,0,0,0,0.074396,0
1110,0.0467113,0.0447447,0,0,0,0,0,0,0.0396341,0,0.0286528,0.0641743,0,0.0254677,0,0,0.0423246,0.0400367,0.0328014,0.0218067,0.0190321,0.0451559,0.0366822,0.0213614,0.047216,0.0505998,0.0271153,0.0315808,0.0341866,0.0161242,0.0226192,0.0268757,0.0442605,0.0128476,0.0115559,0.0318579,0,0.0169888,0.0682505,0.0374085,0,0,0.0146344,0,0,0.0173704,0.0597385,0.0417733,0.0317339,0.00892843,0.0546691,0.0774364,0.0386622,0.061663,0.0361049,0.070206,0.0489503,0.0533488,0.0792329,0.0388362,0.0340646,0.00821411,0.0105129,0.0405621,0.0682489,0,0,0,0,0,0,0,0,0.0743304,0
1111,0.0464768,0.0449028,0,0,0,0,0,0,0.0400358,0,0.0285874,0.0641781,0,0.025464,0,0,0.0422595,0.0402036,0.0328606,0.0216708,0.0189537,0.0449563,0.0367674,0.0214135,0.0472491,0.0506992,0.0270678,0.0316482,0.0341162,0.0161111,0.0225728,0.026727,0.0442635,0.0128663,0.0115397,0.0319804,0,0.0170766,0.0683104,0.0373071,0,0,0.0147024,0,0,0.017236,0.0596961,0.0416338,0.0318823,0.0089514,0.0546389,0.077317,0.0386949,0.0616875,0.0362542,0.0702402,0.0489265,0.0533838,0.0791763,0.0384662,0.0339563,0.00790883,0.010613,0.0407858,0.0678584,0,0,0,0,0,0,0,0,0.0743602,0
1112,0.0461713,0.0451587,0,0,0,0,0,0,0.040708,0,0.0286283,0.0641379,0,0.0253599,0,0,0.0422197,0.0403407,0.0329598,0.0214952,0.0188883,0.0447487,0.036845,0.0214688,0.0472629,0.0507778,0.0270188,0.0316528,0.0340495,0.0160523,0.0225753,0.0266118,0.0442733,0.0128674,0.0115294,0.0320887,0,0.0171229,0.0683732,0.0371288,0,0,0.0148296,0,0,0.0170902,0.059662,0.0414974,0.0320244,0.00897456,0.0546313,0.0770187,0.0387849,0.0616485,0.0363918,0.0702729,0.0489702,0.0533826,0.0791673,0.0381252,0.0337537,0.00751328,0.0107997,0.0411483,0.067461,0,0,0,0,0,0,0,0,0.0743288,0
1113,0.0457889,0.0455041,0,0,0,0,0,0,0.0416599,0,0.0285551,0.0640547,0,0.0252332,0,0,0.0421868,0.0404689,0.033048,0.0213006,0.0188422,0.0446442,0.0369896,0.0215063,0.0472424,0.050792,0.0269982,0.0315538,0.0339484,0.0159717,0.022559,0.0264211,0.0442145,0.0128484,0.0115404,0.0321272,0,0.0171225,0.0684238,0.0370934,0,0,0.0151297,0,0,0.0170381,0.0595972,0.0413059,0.0321866,0.00908909,0.0546049,0.0766885,0.0389123,0.0615719,0.0364722,0.070311,0.049013,0.0533502,0.0792367,0.0378673,0.0333528,0.0070998,0.0109873,0.0415663,0.0667565,0,0,0,0,0,0,0,0,0.0742522,0
1114,0.0454458,0.0459115,0,0,0,0,0,0,0.042321,0,0.0283536,0.0640934,0,0.0252165,0,0,0.0421852,0.0405658,0.0331569,0.0211292,0.0187669,0.0445487,0.0373173,0.02153,0.047205,0.0508373,0.0270016,0.0314627,0.033911,0.0159182,0.0225058,0.0261646,0.0441178,0.0128289,0.0115679,0.0320536,0,0.0171127,0.0684656,0.0371609,0,0,0.0155606,0,0,0.0170126,0.0595702,0.0410248,0.032325,0.00922077,0.0545834,0.0763957,0.0389353,0.0615829,0.036528,0.0703505,0.048995,0.053354,0.0792355,0.0381037,0.0328883,0.00676097,0.0111131,0.0420366,0.0661016,0,0,0,0,0,0,0,0,0.0743251,0
1115,0.0451279,0.0463825,0,0,0,0,0,0,0.0427481,0,0.0281798,0.0640803,0,0.0252447,0,0,0.0422729,0.0406376,0.0332597,0.0210305,0.0187107,0.0444118,0.0377518,0.0215564,0.0472064,0.0508846,0.0270884,0.031379,0.0339113,0.0159196,0.0224862,0.0259564,0.0441447,0.0128772,0.0116042,0.0320003,0,0.0170923,0.0684855,0.0372555,0,0,0.0160633,0,0,0.0170352,0.0595579,0.040926,0.0324741,0.00921975,0.0545612,0.0761752,0.0390176,0.0616756,0.036678,0.0704025,0.0490218,0.0533779,0.079255,0.0382022,0.0324026,0.0065161,0.0111697,0.0425386,0.0655258,0,0,0,0,0,0,0,0,0.0745417,0
1116,0.0448207,0.046847,0,0,0,0,0,0,0.0431821,0,0.0280422,0.0640699,0,0.0252848,0,0,0.0424186,0.0407116,0.033359,0.0209381,0.0186816,0.0442996,0.038346,0.0215275,0.0471974,0.0509434,0.027211,0.0312667,0.0338786,0.0159083,0.022488,0.0257514,0.044255,0.0129833,0.0116387,0.0318608,0,0.0168693,0.0685291,0.0373029,0,0,0.0165821,0,0,0.0170868,0.059558,0.0415008,0.0326443,0.00906966,0.0545511,0.0760205,0.0391654,0.0617099,0.0369405,0.07044,0.0491275,0.0535324,0.0792872,0.0381581,0.0319451,0.00637842,0.0111466,0.0429893,0.065065,0,0,0,0,0,0,0,0,0.0748058,0
1117,0.0445286,0.0472856,0,0,0,0,0,0,0.0437093,0,0.0279597,0.0640374,0,0.0253085,0,0,0.0425275,0.0408427,0.033463,0.0208142,0.0186677,0.0441742,0.0389897,0.021481,0.0471888,0.0510484,0.0271549,0.0313707,0.0338167,0.0158348,0.0225649,0.0255415,0.0442498,0.0130993,0.011703,0.0318094,0,0.016843,0.0685635,0.0372538,0,0,0.0170779,0,0,0.0171,0.0595786,0.0415169,0.0327833,0.00891767,0.0545312,0.07592,0.0392441,0.0616382,0.0371186,0.0704137,0.0491711,0.0535986,0.0792779,0.038131,0.0316582,0.00629569,0.0110819,0.0433397,0.0648488,0,0,0,0,0,0,0,0,0.0750068,0
1118,0.0443321,0.0476818,0,0,0,0,0,0,0.0441794,0,0.0278669,0.0639958,0,0.0252399,0,0,0.0425506,0.0409869,0.0335113,0.0207035,0.0186732,0.0440048,0.0395223,0.02148,0.0472051,0.0511663,0.0271116,0.0313821,0.0337849,0.0157878,0.0224456,0.0253552,0.0442898,0.0132012,0.0117907,0.0318803,0,0.0169348,0.0686147,0.0371382,0,0,0.0175338,0,0,0.0170173,0.0596666,0.0413235,0.0329161,0.00889709,0.0545065,0.0758068,0.0392766,0.061507,0.0372621,0.0703919,0.0492398,0.053567,0.0793033,0.0380637,0.031556,0.00613589,0.0110629,0.043595,0.0647169,0,0,0,0,0,0,0,0,0.0751671,0
1119,0.0442215,0.0480524,0,0,0,0,0,0,0.0446266,0,0.0277475,0.0640266,0,0.0249805,0,0,0.0425132,0.0410975,0.0335454,0.0206027,0.0186589,0.0438226,0.040007,0.021501,0.0472142,0.05126,0.0271229,0.0312379,0.0337758,0.0157761,0.0224469,0.0251266,0.0443135,0.0132539,0.0118533,0.0319132,0,0.0169766,0.0687076,0.0369895,0,0,0.0179374,0,0,0.0168842,0.0597108,0.0411977,0.0330121,0.00886002,0.0544742,0.0757041,0.0392971,0.061413,0.0374259,0.0704089,0.0493297,0.0535152,0.0793966,0.0381136,0.0315968,0.0058952,0.011126,0.0438046,0.0645694,0,0,0,0,0,0,0,0,0.075342,0
1120,0.0441619,0.0483919,0,0,0,0,0,0,0.0449942,0,0.0276441,0.0641186,0,0.0247758,0,0,0.0423861,0.0411927,0.0335383,0.0204824,0.0186346,0.0437044,0.0405151,0.0214931,0.0471887,0.0513326,0.0271783,0.0312201,0.033738,0.0157697,0.0222737,0.0250847,0.0442835,0.0131946,0.0118874,0.03186,0,0.0169902,0.0688065,0.0367537,0,0,0.0183295,0,0,0.0167862,0.059704,0.0411216,0.0331174,0.00874752,0.0544898,0.075569,0.0392368,0.0613188,0.0376316,0.0704428,0.0493436,0.0535244,0.0793506,0.0380811,0.0316624,0.00563183,0.0112219,0.0439786,0.0641566,0,0,0,0,0,0,0,0,0.0754984,0
1121,0.0441194,0.0486897,0,0,0,0,0,0,0.0452898,0,0.0275148,0.0640983,0,0.0246491,0,0,0.0423011,0.041291,0.0336006,0.0203816,0.0186514,0.0436259,0.0409517,0.0214553,0.047208,0.0514406,0.0272306,0.0312842,0.0336582,0.0157311,0.0221817,0.0250941,0.0442181,0.0130576,0.0119743,0.0318325,0,0.0169457,0.0688812,0.0364569,0,0,0.0187743,0,0,0.0167394,0.059658,0.0410813,0.0332452,0.00861614,0.0545185,0.0753254,0.0391871,0.0609911,0.0378352,0.07037,0.0493139,0.0534387,0.0792553,0.0378916,0.0316839,0.00537594,0.0113601,0.0441645,0.0637392,0,0,0,0,0,0,0,0,0.0756093,0
1122,0.044055,0.0489753,0,0,0,0,0,0,0.045659,0,0.0274141,0.0639204,0,0.0245822,0,0,0.0423769,0.0414011,0.0336338,0.0202795,0.0186893,0.0435713,0.0414123,0.0214202,0.0472337,0.0515332,0.027111,0.031297,0.0336555,0.0157388,0.0221279,0.0251968,0.0440953,0.0129393,0.0121154,0.0318617,0,0.0170444,0.0689123,0.0361666,0,0,0.019286,0,0,0.0167772,0.0595428,0.0410702,0.0333761,0.00851871,0.0545261,0.0749341,0.0392382,0.0603183,0.0379695,0.0700234,0.0492562,0.0532517,0.0790487,0.0377394,0.0315776,0.00514201,0.0115421,0.0443263,0.0633917,0,0,0,0,0,0,0,0,0.0756993,0
1123,0.0439143,0.0492865,0,0,0,0,0,0,0.0459837,0,0.0272782,0.0637475,0,0.02451,0,0,0.0425689,0.0415315,0.0336432,0.0200863,0.0187087,0.0435801,0.0420492,0.0213471,0.047237,0.0515689,0.0269262,0.0313418,0.0337277,0.0157551,0.02188,0.0253388,0.0438334,0.0128894,0.0122519,0.0318958,0,0.0171772,0.0689696,0.0359519,0,0,0.0198553,0,0,0.0170114,0.0594982,0.0410541,0.0335752,0.00841004,0.0545654,0.0745692,0.0393647,0.0596922,0.0380798,0.0697804,0.0491667,0.0530689,0.0788752,0.0375948,0.0314289,0.0049892,0.0116923,0.044544,0.0630199,0,0,0,0,0,0,0,0,0.0757359,0
