Timestep,C7,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RBAK,RBHD,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFR,x71,x72,x73,CLAV,,REAR,RASI,LEAR,x74
785,0.0446136,0,0,0,0,0,0,0.0302725,0,0.030571,0.0648315,0,0.0291117,0,0,0.0428545,0.0351754,0.0292287,0.0355721,0.0216055,0.0567234,0.0435219,0.0213581,0.0480639,0.048418,0.0255284,0.0347106,0.0381338,0.0194889,0.0260135,0.0339812,0.0379429,0.0137875,0.00864214,0.0341858,0,0.0181731,0.0332546,0,0.0239145,0,0,0.0177189,0.0633552,0.039393,0.027806,0.00630266,0.0587827,0.082926,0.0370232,0.0718641,0.0646872,0.0358961,0.0634836,0.0427978,0.0471733,0.0728342,0.0281264,0.0315763,0.00778319,0.00900572,0.0539658,0.0635999,0,0,0,0,0,0,0,0,0,0,0.0645659,0,0
786,0.0452972,0,0,0,0,0,0,0.0301305,0,0.0304627,0.0652907,0,0.0297829,0,0,0.0443927,0.0350243,0.0293442,0.0342806,0.0215999,0.0543644,0.0448111,0.0212678,0.0480264,0.0483146,0.0254378,0.0346233,0.0379894,0.0194425,0.0259703,0.0340322,0.0345424,0.0140409,0.0093775,0.033011,0,0.0173461,0.0343262,0,0.0261668,0,0,0.0185287,0.0633889,0.0399048,0.0267896,0.00684228,0.0572416,0.0853148,0.0371366,0.072256,0.0648088,0.0357183,0.0640709,0.0434471,0.0477878,0.073682,0.031079,0.0294543,0.00669735,0.0108486,0.0497251,0.0664727,0,0,0,0,0,0,0,0.052909,0,0,0.0647524,0,0
787,0.0441955,0,0,0,0,0,0,0.030023,0,0.0304864,0.0655902,0,0.0289702,0,0,0.0431646,0.0352396,0.0295836,0.0347232,0.0214367,0.0561414,0.0428513,0.0212522,0.0481557,0.0484659,0.0254185,0.0343578,0.0375582,0.0190807,0.0257632,0.0341782,0.0379676,0.0137303,0.00894088,0.0317971,0,0.0164943,0.0329512,0,0.0235658,0,0,0.0183053,0.0634343,0.0403751,0.0287514,0.00723611,0.0589642,0.0830771,0.0372496,0.0726769,0.0648534,0.0356013,0.0645583,0.0440466,0.0483662,0.0745605,0.0345192,0.0317615,0.00771162,0.0089894,0.0528014,0.0636303,0,0,0,0,0,0,0,0,0,0,0.0649537,0,0
788,0.0438455,0,0,0,0,0,0,0.0299516,0,0.0304324,0.0658456,0,0.0289563,0,0,0.0433209,0.0352965,0.0299448,0.0342275,0.021429,0.0558488,0.042522,0.0212048,0.0482908,0.0485228,0.0253907,0.0341446,0.0373332,0.018852,0.0257463,0.0342457,0.0379552,0.0138732,0.00886589,0.0307127,0,0.0158555,0.0327144,0,0.0233287,0,0,0.0184307,0.0634362,0.0406885,0.0292179,0.00777458,0.0590644,0.0831489,0.0373281,0.0731672,0.0646902,0.0354792,0.065122,0.0446282,0.0488545,0.0752246,0.0380248,0.0318654,0.00772171,0.0089477,0.0521406,0.0636326,0,0,0,0,0,0,0,0,0,0,0.0651162,0,0
789,0.0434124,0,0,0,0,0,0,0.029852,0,0.0303511,0.0659178,0,0.0288997,0,0,0.0435279,0.0353505,0.0302586,0.0337562,0.0213774,0.0556426,0.0421715,0.021217,0.0483788,0.0485867,0.0253561,0.0339134,0.037138,0.0186933,0.025499,0.03442,0.0379347,0.0139471,0.00897036,0.0300564,0,0.01541,0.0324831,0,0.0230995,0,0,0.0184597,0.0633972,0.0412632,0.0295757,0.00848459,0.0591554,0.083213,0.0372582,0.0735368,0.0648105,0.0352609,0.0656345,0.0452092,0.0493378,0.0757606,0.0416054,0.0319379,0.00765614,0.00901062,0.0513868,0.0635843,0,0,0,0,0,0,0,0,0,0,0.0651484,0,0
790,0.0430576,0,0,0,0,0,0,0.0297891,0,0.0302353,0.0660183,0,0.028913,0,0,0.0438107,0.0355115,0.0304652,0.0333162,0.0213073,0.0554179,0.0419182,0.0211915,0.0484289,0.0486649,0.0252736,0.0337002,0.0369787,0.0185093,0.025315,0.0345928,0.0378871,0.0140563,0.00904115,0.0296213,0,0.0149906,0.0322972,0,0.0229127,0,0,0.0184634,0.0633277,0.0419516,0.0299899,0.00903442,0.0591736,0.083264,0.0371722,0.0737316,0.0650475,0.0349952,0.0660517,0.0458002,0.0497427,0.0763044,0.0449386,0.0319823,0.00757186,0.00912981,0.0505524,0.0635543,0,0,0,0,0,0,0,0,0,0,0.065216,0,0
791,0.0426887,0,0,0,0,0,0,0.0297557,0,0.0302024,0.0661756,0,0.0289281,0,0,0.044079,0.03563,0.0307358,0.0328501,0.021255,0.0551838,0.0417779,0.0211042,0.0484863,0.0487513,0.0251231,0.0335735,0.0368183,0.0183876,0.0252686,0.0347175,0.0378602,0.0141631,0.0091047,0.0293249,0,0.0146258,0.0321831,0,0.0227413,0,0,0.0184702,0.0632321,0.04268,0.0304426,0.00952519,0.0591583,0.0834075,0.037214,0.0738773,0.0650535,0.0347275,0.0665762,0.0463084,0.050046,0.0768815,0.0478605,0.0319993,0.0074769,0.00928251,0.0496947,0.0633599,0,0,0,0,0,0,0,0,0,0,0.0653111,0,0
792,0.0424728,0,0,0,0,0,0,0.0298463,0,0.0302081,0.0662388,0,0.0289298,0,0,0.0441686,0.0356847,0.0314198,0.032334,0.0212495,0.0549018,0.041675,0.021043,0.0485372,0.0488408,0.0251958,0.0334128,0.0366152,0.0182894,0.0253167,0.0346675,0.0377795,0.0143799,0.00922613,0.029307,0,0.0142951,0.0320952,0,0.0229819,0,0,0.0183352,0.0632148,0.0432072,0.0309456,0.00999954,0.0592198,0.083893,0.037297,0.0739503,0.0651611,0.034559,0.0671173,0.0468497,0.0504418,0.0775696,0.0503416,0.0318695,0.00748388,0.00891095,0.0489992,0.0630643,0,0,0,0,0,0,0,0,0,0,0.0654826,0,0
793,0.04362,0,0,0,0,0,0,0.030065,0,0.0300908,0.0660798,0,0.0295595,0,0,0.0456728,0.0355691,0.0318252,0.0311275,0.0212478,0.0527918,0.0428725,0.0210539,0.0485679,0.0488173,0.0254309,0.0333598,0.0365548,0.0182964,0.025388,0.0344928,0.0342761,0.0146082,0.00968798,0.029571,0,0.0141104,0.0332296,0,0.0253403,0,0,0.0190804,0.0630039,0.0435284,0.0300829,0.0106398,0.0577349,0.0866211,0.0372453,0.0738933,0.0651044,0.0343133,0.0676488,0.0474963,0.0510058,0.0783398,0.0525268,0.0295994,0.00611232,0.0112339,0.0446479,0.0653617,0,0,0,0,0,0,0,0.0555888,0,0,0.0654466,0,0
794,0.0424649,0,0,0,0,0,0,0.0302716,0,0.0300748,0.0659306,0,0.0285884,0,0,0.0439353,0.0359008,0.0321881,0.0314811,0.0210085,0.0544641,0.0412022,0.0212372,0.0487282,0.0490806,0.0255038,0.0330979,0.0362208,0.0179487,0.025252,0.0344187,0.037763,0.0141599,0.00908581,0.0298623,0,0.0140123,0.0321505,0,0.0224577,0,0,0.018546,0.0628558,0.0438213,0.032059,0.011103,0.0595052,0.0842901,0.037045,0.0738288,0.0650688,0.0341947,0.0681062,0.0480235,0.051519,0.0789443,0.0540668,0.031836,0.00723149,0.00921523,0.0488192,0.0621412,0,0,0,0,0,0,0,0,0,0,0.0656708,0,0
795,0.0424837,0,0,0,0,0,0,0.0304044,0,0.0299367,0.0659174,0,0.0284628,0,0,0.0436322,0.0360434,0.0324685,0.0309534,0.0208628,0.0542016,0.0410357,0.0213042,0.0487828,0.0492125,0.0252574,0.032931,0.0360091,0.0177383,0.0252083,0.0343767,0.0377381,0.0141026,0.00912817,0.0299868,0,0.0140003,0.032085,0,0.0225188,0,0,0.0183588,0.0627565,0.0442056,0.0325334,0.0115521,0.0596063,0.0846532,0.0369664,0.0738755,0.0652754,0.0340783,0.0687016,0.048494,0.0519625,0.0793801,0.0548939,0.0317858,0.00732231,0.00887927,0.0488752,0.0621129,0,0,0,0,0,0,0,0,0,0,0.0658381,0,0
796,0.0435872,0,0,0,0,0,0,0.0306142,0,0.0297001,0.0657645,0,0.0290548,0,0,0.0449669,0.0360581,0.0324289,0.0297653,0.0207288,0.0521792,0.0423062,0.0212419,0.0487718,0.0491967,0.0251116,0.0328442,0.036026,0.0177277,0.0251946,0.034245,0.034378,0.0141408,0.00970081,0.0301764,0,0.0140327,0.0331072,0,0.0247449,0,0,0.0189827,0.0625475,0.0444375,0.0315552,0.0120176,0.0580696,0.0871468,0.0370326,0.0739811,0.06518,0.0339694,0.0693444,0.0489532,0.0523025,0.0796366,0.0551769,0.0297433,0.00608375,0.0110827,0.0451926,0.0648423,0,0,0,0,0,0,0,0.0547238,0,0,0.0658038,0,0
797,0.0435278,0,0,0,0,0,0,0.0310004,0,0.0295964,0.0657636,0,0.0289904,0,0,0.0448281,0.036349,0.0322772,0.0293404,0.0205329,0.0520096,0.0422713,0.0212664,0.0487912,0.0493339,0.0252076,0.0327099,0.0358875,0.0175766,0.0251412,0.0340774,0.034442,0.0140014,0.00976227,0.0303076,0,0.0142645,0.0330634,0,0.0243982,0,0,0.0190962,0.0624202,0.0445132,0.0319407,0.0123343,0.0580583,0.0871168,0.0370491,0.0740278,0.0647515,0.0340291,0.0696946,0.049223,0.0524879,0.0798447,0.0549484,0.0298209,0.00619818,0.0109698,0.0455148,0.0647785,0,0,0,0,0,0,0,0.0542661,0,0,0.0659391,0,0
798,0.0434499,0,0,0,0,0,0,0.0314153,0,0.0295582,0.0659589,0,0.0289877,0,0,0.044776,0.0365838,0.0319764,0.028911,0.020389,0.051808,0.0423372,0.0213233,0.0487534,0.0494724,0.0253546,0.0326266,0.0357021,0.0174159,0.0252078,0.0339419,0.0344647,0.0138826,0.00982214,0.0304023,0,0.0145373,0.0330047,0,0.0240454,0,0,0.0192836,0.06231,0.0446735,0.0322269,0.0125667,0.0580299,0.087052,0.0370782,0.0739825,0.064578,0.0341238,0.069937,0.04941,0.0526444,0.0799382,0.0543832,0.0298495,0.00625492,0.0108277,0.0458287,0.0647081,0,0,0,0,0,0,0,0.0539248,0,0,0.0660536,0,0
799,0.0433599,0,0,0,0,0,0,0.0317502,0,0.0294036,0.0660524,0,0.0289602,0,0,0.0447446,0.036727,0.0323613,0.0284158,0.0203099,0.0516001,0.0424514,0.021438,0.0487134,0.0495175,0.0255478,0.03253,0.0355875,0.0173843,0.0252531,0.0336938,0.0345063,0.0138184,0.00983915,0.0305168,0,0.0148102,0.0329746,0,0.0236581,0,0,0.0194899,0.0622224,0.0447955,0.0324909,0.0126941,0.0579565,0.0869897,0.037227,0.0739326,0.0645893,0.0342729,0.0701313,0.0495409,0.0527873,0.0799005,0.0536936,0.0299268,0.00630631,0.010683,0.0460236,0.0646432,0,0,0,0,0,0,0,0.053635,0,0,0.0661654,0,0
800,0.0433143,0,0,0,0,0,0,0.0320043,0,0.0292647,0.0660435,0,0.0288603,0,0,0.0447639,0.0368945,0.0323132,0.0279545,0.0201514,0.051404,0.042594,0.021517,0.0487907,0.0495992,0.0258183,0.0322638,0.0354292,0.0172851,0.0252846,0.0335912,0.034569,0.0138289,0.00982591,0.0306898,0,0.0150577,0.032919,0,0.0231807,0,0,0.0194997,0.06209,0.0448101,0.0328187,0.0128092,0.057792,0.0868765,0.0374927,0.0739236,0.0645855,0.0344277,0.0702618,0.0495752,0.0528585,0.0799755,0.0529547,0.0299965,0.00631092,0.010553,0.0460728,0.0645639,0,0,0,0,0,0,0,0.0533928,0,0,0.0663381,0,0
801,0.0432302,0,0,0,0,0,0,0.0322054,0,0.0291171,0.0657982,0,0.0287921,0,0,0.0448088,0.0370494,0.0325225,0.0274785,0.0200102,0.051197,0.0426829,0.0215493,0.0488518,0.04963,0.0259902,0.0322136,0.035112,0.0170915,0.0252644,0.0335099,0.0346938,0.013841,0.00978636,0.0307931,0,0.0152237,0.0328343,0,0.0228906,0,0,0.0192609,0.0619012,0.0448114,0.0331095,0.0129509,0.0577307,0.0868925,0.0376302,0.0739599,0.0645064,0.034531,0.0703873,0.049661,0.0529271,0.0799356,0.0522651,0.0299106,0.00642757,0.0100405,0.0459695,0.0644979,0,0,0,0,0,0,0,0.053161,0,0,0.0664763,0,0
802,0.0430681,0,0,0,0,0,0,0.0324605,0,0.0289505,0.065536,0,0.0287006,0,0,0.0449032,0.0372714,0.0322627,0.0270146,0.0198921,0.0510073,0.0426767,0.0216037,0.0488535,0.0497039,0.026023,0.0321405,0.0347227,0.0168899,0.024957,0.0334466,0.0348317,0.0137934,0.0098535,0.0307934,0,0.0154011,0.0327796,0,0.0225041,0,0,0.0191252,0.0616951,0.0448706,0.0334147,0.0129881,0.0577667,0.0868867,0.0376872,0.0740354,0.0644116,0.0346722,0.070474,0.0497756,0.0530142,0.0798371,0.0517219,0.0299991,0.0063629,0.00995105,0.0457277,0.0644265,0,0,0,0,0,0,0,0.0529786,0,0,0.0666588,0,0
803,0.0430195,0,0,0,0,0,0,0.0327444,0,0.0288324,0.0652988,0,0.0285741,0,0,0.0450428,0.0374704,0.0320676,0.0266295,0.0197269,0.0508189,0.0426686,0.021712,0.0488812,0.0498127,0.0259546,0.0318931,0.0345167,0.0167819,0.0248333,0.033341,0.0349781,0.0137609,0.00992341,0.0308137,0,0.0155374,0.0327359,0,0.0222206,0,0,0.0190463,0.0614714,0.0449171,0.0337363,0.0129508,0.0577797,0.0868878,0.0377677,0.0741509,0.0642698,0.0348443,0.0705606,0.0498395,0.0531433,0.0797699,0.0513739,0.0301812,0.00631536,0.00995915,0.0454474,0.06432,0,0,0,0,0,0,0,0.0528853,0,0,0.0668812,0,0
804,0.0429035,0,0,0,0,0,0,0.032956,0,0.0287454,0.0653163,0,0.0284685,0,0,0.0451214,0.0376143,0.032084,0.0262546,0.019553,0.0505821,0.0426645,0.0218469,0.0489882,0.0499238,0.0260412,0.0316439,0.0344209,0.0166365,0.024875,0.0332335,0.0350906,0.0137353,0.00994542,0.0309355,0,0.0155895,0.0326986,0,0.0220958,0,0,0.0190086,0.0612343,0.044968,0.0340945,0.0129162,0.0578022,0.0868768,0.0380494,0.0742399,0.0641339,0.0350287,0.0705895,0.0499198,0.0532013,0.0797834,0.051276,0.0302957,0.00627195,0.00995688,0.0452383,0.0642079,0,0,0,0,0,0,0,0.0528648,0,0,0.0671209,0,0
805,0.0428238,0,0,0,0,0,0,0.0331325,0,0.0287027,0.0653557,0,0.0283945,0,0,0.0450724,0.0377958,0.0322332,0.0258792,0.0194372,0.0503491,0.0426295,0.0219305,0.0490707,0.0500503,0.0262049,0.0316213,0.034282,0.0164613,0.0249082,0.0330667,0.0351207,0.0136449,0.00998809,0.0310612,0,0.0156963,0.0327153,0,0.0220616,0,0,0.0189759,0.0610022,0.0450202,0.0345169,0.0128755,0.0578437,0.0867703,0.0381825,0.0743371,0.0640189,0.0352216,0.0706716,0.0500596,0.0532445,0.0800619,0.051338,0.0303283,0.00622935,0.00996268,0.0451864,0.0641053,0,0,0,0,0,0,0,0.052848,0,0,0.0673718,0,0
806,0.0426543,0,0,0,0,0,0,0.033402,0,0.028609,0.0652677,0,0.0283511,0,0,0.0450015,0.0380015,0.0323924,0.0254974,0.0193245,0.0501628,0.0425188,0.021995,0.0490633,0.0501517,0.0262943,0.0315509,0.0341061,0.016335,0.0248366,0.0327511,0.0351068,0.0135552,0.0100392,0.0310909,0,0.0157506,0.0328087,0,0.0221892,0,0,0.0190754,0.0607671,0.0449236,0.0348995,0.0129006,0.0578866,0.0865648,0.0382214,0.0744839,0.0639401,0.0353726,0.0708061,0.0501548,0.0532818,0.0803585,0.0515283,0.030302,0.00618676,0.00997387,0.0452791,0.0639397,0,0,0,0,0,0,0,0.0528452,0,0,0.0676418,0,0
807,0.0425407,0,0,0,0,0,0,0.0337206,0,0.0285451,0.0651987,0,0.0283096,0,0,0.044905,0.0382153,0.032452,0.0251367,0.0191906,0.0499856,0.042398,0.0220774,0.0490675,0.0502473,0.0265115,0.0314085,0.0340086,0.016222,0.0248488,0.032517,0.0350973,0.0134898,0.0100666,0.031051,0,0.0158066,0.032917,0,0.0223996,0,0,0.0192529,0.0605613,0.0448022,0.0352666,0.0129248,0.0579325,0.0863714,0.0384463,0.0746508,0.0638625,0.035581,0.0709922,0.0503104,0.0534008,0.0803942,0.0517889,0.0301962,0.00614756,0.00998612,0.0453611,0.0637284,0,0,0,0,0,0,0,0.052862,0,0,0.0679239,0,0
808,0.0425282,0,0,0,0,0,0,0.0341145,0,0.0284452,0.0651158,0,0.0282589,0,0,0.0447992,0.0383951,0.0325887,0.024796,0.0190717,0.0497716,0.0423046,0.0221691,0.0491219,0.0503858,0.0266105,0.0314195,0.0339143,0.0161279,0.0248001,0.0322707,0.0350864,0.0134463,0.0100743,0.0310832,0,0.015755,0.0329924,0,0.0225243,0,0,0.01949,0.0603766,0.0447204,0.0356321,0.012855,0.057952,0.0861761,0.0386921,0.0748386,0.0638001,0.0358428,0.071134,0.0504665,0.0534961,0.0804183,0.0520249,0.0300984,0.00612888,0.0100056,0.0455806,0.0634574,0,0,0,0,0,0,0,0.0528039,0,0,0.0681718,0,0
809,0.042598,0,0,0,0,0,0,0.034569,0,0.0283857,0.0649925,0,0.0282245,0,0,0.0446979,0.0385472,0.0326611,0.0244731,0.0189798,0.0495542,0.0420877,0.022207,0.0491865,0.0505182,0.0265508,0.0313017,0.0338019,0.0160116,0.0248048,0.0319828,0.0351412,0.0134189,0.0100606,0.0310568,0,0.0156945,0.0329946,0,0.0224896,0,0,0.019787,0.0602289,0.0448307,0.0359446,0.0126544,0.057918,0.0859543,0.0388354,0.0749885,0.0636966,0.0361117,0.0712123,0.0506274,0.0536199,0.0805662,0.0521625,0.0301001,0.00613625,0.0100181,0.0460168,0.0633252,0,0,0,0,0,0,0,0.0527346,0,0,0.0684199,0,0
810,0.0426634,0,0,0,0,0,0,0.0349787,0,0.0283489,0.0648748,0,0.0282591,0,0,0.0446083,0.0387077,0.0326865,0.0241685,0.0189108,0.0493169,0.0419119,0.0222301,0.0491601,0.0506113,0.0265748,0.0310832,0.0336416,0.0159147,0.0246542,0.0316686,0.0352196,0.0133917,0.0100774,0.0309139,0,0.0156321,0.0329645,0,0.0222889,0,0,0.0200033,0.0601248,0.0448005,0.0363006,0.0125181,0.0578958,0.0856756,0.0389312,0.075268,0.0635136,0.0363531,0.0713404,0.0507155,0.0536356,0.0807527,0.0522567,0.0301895,0.00616795,0.0100568,0.0461712,0.0631623,0,0,0,0,0,0,0,0.052699,0,0,0.068658,0,0
811,0.0425652,0,0,0,0,0,0,0.0353926,0,0.028284,0.0648031,0,0.0282742,0,0,0.04456,0.0389042,0.0325795,0.023896,0.0188243,0.0490417,0.041772,0.022225,0.0491045,0.0507005,0.0266646,0.0309188,0.03348,0.0157659,0.0245209,0.0313059,0.03534,0.0133821,0.0101055,0.0308618,0,0.0155241,0.0329633,0,0.0220634,0,0,0.0199957,0.0600545,0.0446535,0.0366404,0.0124059,0.0579219,0.08535,0.0390328,0.0757369,0.06331,0.0365729,0.0714045,0.0507753,0.0536611,0.0808082,0.0522324,0.0303274,0.00614474,0.0100958,0.0462608,0.0629043,0,0,0,0,0,0,0,0.0526747,0,0,0.0688878,0,0
812,0.0425262,0,0,0,0,0,0,0.0359382,0,0.0281792,0.0646529,0,0.0282818,0,0,0.0445227,0.0391427,0.0326834,0.0236953,0.0187678,0.048832,0.0416027,0.0222385,0.0490436,0.0507656,0.0268364,0.0308883,0.0333956,0.0156542,0.0244948,0.030845,0.035449,0.0134038,0.0101109,0.0309185,0,0.015467,0.0330307,0,0.0219233,0,0,0.0198463,0.059963,0.0444178,0.0369048,0.0123598,0.0579106,0.0849717,0.0391346,0.0756652,0.0632821,0.0367405,0.0713654,0.0507692,0.0537642,0.0807844,0.051878,0.0303782,0.00606269,0.0101994,0.0466002,0.0628175,0,0,0,0,0,0,0,0.0526295,0,0,0.0690944,0,0
813,0.0425094,0,0,0,0,0,0,0.0364991,0,0.0281439,0.0643959,0,0.0282775,0,0,0.0444146,0.0393505,0.0328007,0.0234546,0.0187503,0.0486308,0.041498,0.0223044,0.0489587,0.0508799,0.0269342,0.0309119,0.0333023,0.0155687,0.0244975,0.0304373,0.035511,0.0134095,0.0100767,0.0308857,0,0.0155207,0.0331445,0,0.0219848,0,0,0.0197396,0.0598205,0.0441703,0.0370916,0.012359,0.0579149,0.0845839,0.0392274,0.0750628,0.0632928,0.0368593,0.0713157,0.0506575,0.0538245,0.0806045,0.051103,0.030344,0.00594349,0.0103726,0.0468285,0.0626443,0,0,0,0,0,0,0,0.0526024,0,0,0.0692787,0,0
814,0.0424679,0,0,0,0,0,0,0.0370057,0,0.028105,0.0641405,0,0.0282733,0,0,0.0442883,0.0394842,0.0329741,0.0231774,0.0186506,0.0484593,0.0414542,0.0224158,0.0489524,0.0509967,0.0269503,0.0308629,0.0331693,0.0155328,0.0245777,0.0301122,0.0355897,0.0133661,0.0100875,0.0308499,0,0.0155236,0.0332746,0,0.0221919,0,0,0.0198016,0.0597146,0.0439108,0.0372089,0.0122229,0.0579195,0.0842341,0.0393105,0.0749684,0.0631879,0.0370351,0.0712604,0.0505462,0.0537339,0.0804784,0.0501929,0.0305174,0.00582204,0.0105179,0.0469139,0.0623563,0,0,0,0,0,0,0,0.0525743,0,0,0.0693723,0,0
815,0.0424829,0,0,0,0,0,0,0.0375867,0,0.0280469,0.0639068,0,0.0282938,0,0,0.0442134,0.0396091,0.033082,0.0229361,0.018509,0.0483144,0.0413754,0.0224819,0.0489366,0.0510367,0.0269762,0.030809,0.0330624,0.0154904,0.0247297,0.0297605,0.0356809,0.0133123,0.0101283,0.0307795,0,0.0155234,0.0333929,0,0.0224014,0,0,0.0200587,0.0596243,0.0437223,0.0373091,0.0119794,0.0579095,0.0839468,0.0393833,0.0750291,0.0630752,0.037217,0.071156,0.0504822,0.0536601,0.0805035,0.0492327,0.0307173,0.00577677,0.0106546,0.0469881,0.0618875,0,0,0,0,0,0,0,0.0525715,0,0,0.0694066,0,0
816,0.0424713,0,0,0,0,0,0,0.0381606,0,0.0280116,0.0636916,0,0.0283104,0,0,0.044167,0.0397629,0.0330489,0.0226891,0.0184375,0.0481133,0.0413401,0.0223817,0.0488911,0.0510744,0.0270487,0.0305985,0.0329571,0.0154695,0.0248967,0.0293323,0.0357567,0.0132871,0.0101972,0.0306368,0,0.0155791,0.0334507,0,0.0225381,0,0,0.0203419,0.0595647,0.0431811,0.0375117,0.0117679,0.057884,0.0836622,0.0394405,0.0752086,0.0629565,0.0373745,0.0710833,0.0504024,0.0536089,0.0803293,0.0482388,0.030642,0.00582433,0.0107025,0.0470592,0.061559,0,0,0,0,0,0,0,0.0526341,0,0,0.0694827,0,0
817,0.0423868,0,0,0,0,0,0,0.0387554,0,0.0280066,0.0636513,0,0.0282429,0,0,0.0441444,0.0399341,0.0329662,0.0224912,0.018373,0.0478367,0.0412703,0.0221593,0.0487954,0.0511278,0.0270778,0.0304118,0.0328219,0.015446,0.024824,0.028806,0.0358442,0.0132872,0.0102471,0.0305395,0,0.0156587,0.0334353,0,0.0225161,0,0,0.0205077,0.0594767,0.0425648,0.0376467,0.0116005,0.0577881,0.083397,0.0395304,0.0752976,0.0628673,0.0375319,0.0710498,0.0502845,0.0535291,0.0799763,0.0470408,0.0306147,0.0058839,0.0107432,0.0471223,0.0613036,0,0,0,0,0,0,0,0.0527009,0,0,0.0695588,0,0
818,0.0423114,0,0,0,0,0,0,0.0396353,0,0.0280316,0.0635655,0,0.0281721,0,0,0.0441449,0.0401069,0.0330068,0.0222794,0.018284,0.0475392,0.0410718,0.0221873,0.0487642,0.0511964,0.0270578,0.0304317,0.0326203,0.0153566,0.0249115,0.0283384,0.0359888,0.0132847,0.0102807,0.0305381,0,0.0157147,0.0334045,0,0.0223841,0,0,0.0205126,0.0594051,0.0422783,0.0377327,0.01142,0.0576428,0.0831355,0.0396606,0.0753008,0.0626847,0.0376654,0.0709994,0.0501407,0.0534292,0.0797662,0.0457853,0.0306689,0.00588842,0.0108045,0.0471626,0.0611387,0,0,0,0,0,0,0,0.0527404,0,0,0.0695991,0,0
819,0.0422216,0,0,0,0,0,0,0.040699,0,0.0280163,0.0634296,0,0.02814,0,0,0.0441659,0.0402637,0.0332861,0.0219667,0.0182315,0.0472297,0.040838,0.022514,0.0487002,0.0512237,0.0270378,0.0303657,0.0324415,0.0153098,0.0249208,0.0279976,0.0361715,0.0133003,0.0103335,0.0306153,0,0.015784,0.0334011,0,0.0223647,0,0,0.0203685,0.0593724,0.0419433,0.0378342,0.0112263,0.0574819,0.0829207,0.0396919,0.0753172,0.062445,0.0379001,0.0708717,0.0499725,0.0533309,0.0796395,0.0445017,0.0307476,0.00583522,0.0108774,0.0471758,0.060975,0,0,0,0,0,0,0,0.0528071,0,0,0.0696423,0,0
820,0.0420613,0,0,0,0,0,0,0.0412824,0,0.0280122,0.0633157,0,0.0280848,0,0,0.0441693,0.0403951,0.0335625,0.0216233,0.0181855,0.0469189,0.040698,0.022701,0.048634,0.0512511,0.0271186,0.0302146,0.0323365,0.0152793,0.0249139,0.0277157,0.0363995,0.0133542,0.0103678,0.0306488,0,0.0158436,0.0334327,0,0.0225325,0,0,0.0203122,0.0592818,0.0416254,0.03793,0.01098,0.057356,0.0827658,0.0396406,0.0753774,0.0622137,0.0381009,0.070786,0.0497932,0.053253,0.0795245,0.0431219,0.0308133,0.00575518,0.0109911,0.0471639,0.0607383,0,0,0,0,0,0,0,0.0529394,0,0,0.0696645,0,0
821,0.0419195,0,0,0,0,0,0,0.0415794,0,0.0280814,0.0631747,0,0.0279738,0,0,0.0441151,0.0405158,0.0336503,0.0213441,0.0181082,0.0466084,0.0405165,0.0227426,0.0486363,0.0512975,0.0272669,0.0301127,0.0323003,0.0152101,0.0248718,0.027487,0.0365138,0.0133735,0.0103705,0.0307106,0,0.0157927,0.0334488,0,0.0228172,0,0,0.0203854,0.0591537,0.0413551,0.0380454,0.0107575,0.0572273,0.0826728,0.0396161,0.0754336,0.0617685,0.0382891,0.0707478,0.0496,0.0530982,0.079496,0.0417579,0.0308864,0.00562763,0.0111804,0.0471836,0.0604471,0,0,0,0,0,0,0,0.0531448,0,0,0.0697138,0,0
822,0.0418315,0,0,0,0,0,0,0.0418709,0,0.0281564,0.0630589,0,0.0278618,0,0,0.04404,0.04066,0.0337548,0.0211343,0.0180245,0.0462886,0.0402513,0.0227863,0.048674,0.0513184,0.0273851,0.0301018,0.0322012,0.0151532,0.0248879,0.0272153,0.0365702,0.0133148,0.0104086,0.0307771,0,0.0156466,0.0334438,0,0.0232082,0,0,0.0206058,0.0589516,0.041054,0.0381585,0.0105908,0.0570674,0.0825644,0.0396281,0.0756686,0.0611146,0.0384892,0.0706342,0.0493969,0.0529285,0.0792382,0.040497,0.0309019,0.00553216,0.0113799,0.0472714,0.0601559,0,0,0,0,0,0,0,0.0534004,0,0,0.069781,0,0
