Timestep,C7,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RBAK,RBHD,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFR,x71,x72,x73,CLAV,,REAR,RASI,LEAR,x74
266,0.0451016,0,0,0,0,0,0,0.0488258,0,0.0253888,0.0635343,0,0.0255457,0,0,0.0438471,0.0403742,0.0368398,0.0199176,0.0178311,0.0408299,0.0390749,0.0220057,0.0485633,0.051672,0.0255951,0.0308514,0.0337705,0.0152173,0.0229038,0.0268576,0.0364575,0.0124055,0.0112277,0.0301088,0,0.0142208,0.0334931,0,0.0271849,0,0,0.0219624,0.0569827,0.043022,0.0375623,0.0122041,0.0557879,0.0820526,0,0.0793966,0.0634765,0.0379222,0.0718413,0.0511594,0.0537263,0.0814351,0.0502475,0.0297663,0.00450079,0.0115136,0.0498166,0.0570136,0,0,0,0,0,0,0,0.0541959,0,0,0.0677448,0,0
267,0.0449619,0,0,0,0,0,0,0.0486052,0,0.0251214,0.0631852,0,0.0256194,0,0,0.0440335,0.0405963,0.0370833,0.0197758,0.0178999,0.0408692,0.0390206,0.0219515,0.0485864,0.0517252,0.0254703,0.031026,0.0339104,0.0152035,0.0225834,0.027759,0.0361854,0.0124118,0.0113621,0.0298201,0,0.0144405,0.0331087,0,0.0280104,0,0,0.0221652,0.0568149,0.0425625,0.0375716,0.0119416,0.055682,0.0816804,0,0.0795346,0.0630627,0.0380036,0.0715799,0.05073,0.0535034,0.0811362,0.0493369,0.0296887,0.00457353,0.0117419,0.050089,0.0567902,0,0,0,0,0,0,0,0.0545987,0,0,0.0679275,0,0
268,0.0447947,0,0,0,0,0,0,0.0484147,0,0.0249223,0.0628949,0,0.0256435,0,0,0.0442662,0.0408095,0.0369885,0.0195971,0.0179443,0.0409081,0.039085,0.0219145,0.0485859,0.0518197,0.0254438,0.0307794,0.0340091,0.0151142,0.0222091,0.0287559,0.0359689,0.0125072,0.0114756,0.0296125,0,0.0146883,0.0327973,0,0.0287323,0,0,0.0224541,0.0565389,0.0423117,0.0375955,0.0117577,0.0555574,0.0811858,0,0.0795352,0.0623876,0.038024,0.0712849,0.0501431,0.0532909,0.0808356,0.0484278,0.029548,0.0047146,0.0119735,0.0503583,0.0564995,0,0,0,0,0,0,0,0.0550104,0,0,0.0681003,0,0
269,0.044533,0,0,0,0,0,0,0.0483854,0,0.0246881,0.0626743,0,0.0256757,0,0,0.044518,0.0409832,0.0368822,0.0194321,0.0180475,0.0409717,0.0391194,0.0218462,0.0484716,0.0519239,0.0253256,0.0303044,0.0341346,0.0151145,0.0218158,0.0296545,0.035885,0.0126213,0.0116132,0.0292308,0,0.0147975,0.0326212,0,0.0293759,0,0,0.0228746,0.0564279,0.041979,0.0376127,0.0114447,0.0554386,0.0806217,0,0.0794803,0.062477,0.0380685,0.0710398,0.0498019,0.0531356,0.0805803,0.047896,0.0293914,0.00491856,0.0121906,0.0505552,0.056197,0,0,0,0,0,0,0,0.0554062,0,0,0.0681076,0,0
270,0.0442051,0,0,0,0,0,0,0.0483585,0,0.0245242,0.0623339,0,0.0257977,0,0,0.0446369,0.0411471,0.0368694,0.0193827,0.0181178,0.041007,0.0390794,0.0217612,0.0484446,0.0520958,0.0251931,0.030604,0.0341987,0.0151501,0.0214128,0.0305206,0.0359411,0.0126684,0.0116452,0.0288872,0,0.0147048,0.0323762,0,0.0298852,0,0,0.0233174,0.0563974,0.0413869,0.0375997,0.0109199,0.0553785,0.0800548,0,0.0794198,0.0631713,0.0382011,0.0708146,0.0495474,0.0530104,0.0803208,0.0474339,0.029255,0.00511089,0.0123644,0.0507092,0.0559636,0,0,0,0,0,0,0,0.0558223,0,0,0.0680317,0,0
271,0.0439216,0,0,0,0,0,0,0.0482939,0,0.0244057,0.0620036,0,0.0258492,0,0,0.0446497,0.0413562,0.0367709,0.0192958,0.0181468,0.0410732,0.0390886,0.0216936,0.048456,0.0522264,0.0251274,0.0308549,0.0341633,0.0151162,0.0210107,0.0313619,0.0358198,0.0126822,0.011706,0.0283009,0,0.0145087,0.0321146,0,0.0302618,0,0,0.023694,0.0563111,0.0408677,0.0376365,0.0104354,0.0553744,0.0795446,0,0.0794377,0.0635133,0.0383163,0.0705597,0.0492468,0.0528301,0.0800576,0.0467103,0.0291682,0.0053109,0.0124811,0.0507953,0.0558693,0,0,0,0,0,0,0,0.0562168,0,0,0.0679933,0,0
272,0.0436529,0,0,0,0,0,0,0.0482563,0,0.0242585,0.0624396,0,0.0259051,0,0,0.0445526,0.0415411,0.0366055,0.0192036,0.0181476,0.0411887,0.0392061,0.0216877,0.048363,0.0523288,0.025122,0.0306446,0.0341943,0.0150958,0.0207232,0.0321153,0.0355616,0.0126729,0.0117644,0.0277717,0,0.0143435,0.032007,0,0.0305891,0,0,0.0238977,0.0560925,0.0405864,0.0376701,0.0100093,0.0553294,0.0791198,0,0.0794947,0.0636802,0.0382837,0.0701825,0.0489015,0.0525516,0.0798668,0.0458351,0.0289946,0.00545254,0.0126317,0.0509106,0.0557882,0,0,0,0,0,0,0,0.0566349,0,0,0.0679579,0,0
273,0.043384,0,0,0,0,0,0,0.0482621,0,0.0240825,0.0619854,0,0.0259893,0,0,0.0444014,0.0416343,0.0368042,0.0190035,0.0182635,0.0413915,0.0394398,0.0216572,0.0482777,0.0523788,0.0251462,0.0301928,0.0344036,0.0151458,0.0205233,0.0327916,0.0353755,0.0127869,0.0117228,0.0275029,0,0.0142777,0.0318653,0,0.0310668,0,0,0.0239149,0.055945,0.0404657,0.0377599,0.00970595,0.0553838,0.078864,0,0.0794703,0.0639503,0.0382051,0.0698543,0.0485476,0.0522409,0.0796595,0.0447865,0.0287541,0.00556474,0.0128241,0.0510355,0.0555977,0,0,0,0,0,0,0,0.0571614,0,0,0.067872,0,0
274,0.0431886,0,0,0,0,0,0,0.0483439,0,0.0240146,0.0616046,0,0.0260317,0,0,0.0443681,0.0418014,0.0371769,0.0187508,0.0183313,0.0416609,0.0396636,0.021638,0.0482657,0.0524721,0.0252106,0.0302851,0.034552,0.0151175,0.0203292,0.0333539,0.0352107,0.0128141,0.0117798,0.0273469,0,0.0146084,0.0316885,0,0.0318421,0,0,0.0238555,0.0558072,0.0401999,0.0378934,0.00938406,0.0554936,0.0786852,0,0.0792702,0.0641883,0.0382437,0.0695688,0.0482364,0.0520075,0.0792955,0.0438382,0.0284083,0.00565741,0.0131633,0.051142,0.0552579,0,0,0,0,0,0,0,0.0577179,0,0,0.0678015,0,0
275,0.0429632,0,0,0,0,0,0,0.0483763,0,0.0240747,0.0613949,0,0.0260496,0,0,0.0444817,0.0421717,0.0371666,0.0184008,0.0183259,0.0420156,0.0399183,0.021645,0.0483556,0.0526804,0.0254163,0.0301799,0.0344136,0.0150575,0.0201095,0.0338758,0.0350365,0.0127835,0.0119471,0.0270393,0,0.0146277,0.0315739,0,0.0329325,0,0,0.0238659,0.055723,0.0399644,0.0383431,0.00872291,0.0556933,0.0787445,0,0.0792281,0.0642628,0.038588,0.0691971,0.0480044,0.0517383,0.0790029,0.0429979,0.0279739,0.00583029,0.013498,0.0512928,0.0549187,0,0,0,0,0,0,0,0.0582803,0,0,0.0680684,0,0
276,0.0450196,0,0,0,0,0,0,0.0475276,0,0.0249015,0,0,0.026523,0,0,0.0443837,0.0434395,0.0429982,0.0233004,0.0152748,0.0420457,0.0393506,0.0241956,0.0535803,0.0560449,0.0257536,0.0268903,0.0305479,0.0131633,0.0223538,0.0361484,0.0352073,0.0130812,0.0120983,0.0276687,0,0.0174659,0.032318,0,0.034253,0,0,0.0238174,0.062087,0.039823,0.0482005,0.00295592,0.0580362,0.0781564,0,0.0812391,0.0696899,0.0460447,0.0636571,0.0421106,0.0472016,0.0752219,0.0353898,0.0270952,0.00580977,0.0131786,0.0517719,0.0530211,0,0,0,0,0,0,0,0.0587037,0,0,0,0,0
277,0.0429172,0,0,0,0,0,0,0.0482966,0,0.0242033,0.0612595,0,0.0260621,0,0,0.0447579,0.0425719,0.0369027,0.0182321,0.0181549,0.0428367,0.0404823,0.0216472,0.0485352,0.0530896,0.025454,0.0307009,0.0342524,0.0149632,0.0197836,0.0348967,0.0349932,0.0130933,0.0120103,0.0276485,0,0.014331,0.0310705,0,0.0352254,0,0,0.0245596,0.0552521,0.0397803,0.0385862,0.00782208,0.0562083,0.0788823,0,0.0792423,0.0641277,0.0390079,0.0686653,0.047496,0.0511234,0.0783287,0.0408169,0.0271972,0.0063729,0.0139671,0.0518364,0.0537677,0,0,0,0,0,0,0,0.0598621,0,0,0.0678893,0,0
278,0.0430572,0,0,0,0,0,0,0.0482858,0,0.0240841,0.0614423,0,0.0260613,0,0,0.0448851,0.0426072,0.0365675,0.018365,0.0181191,0.0433129,0.0409211,0.0216672,0.0486949,0.0531559,0.025287,0.0308871,0.0342521,0.0150242,0.0196929,0.0353131,0.0349768,0.0131873,0.0120527,0.0275069,0,0.0144061,0.0306388,0,0.0362731,0,0,0.0250891,0.0547426,0.0396869,0.0383555,0.00751995,0.0564166,0.078747,0,0.0786376,0.0641,0.0391191,0.0685823,0.0469627,0.0509462,0.078026,0.0398352,0.0268738,0.00681995,0.0141144,0.0520989,0.0531344,0,0,0,0,0,0,0,0.0609251,0,0,0.0677302,0,0
279,0.0431664,0,0,0,0,0,0,0.0485539,0,0.0239549,0.0613933,0,0.0260973,0,0,0.0450333,0.0427809,0.0364824,0.0183429,0.0182637,0.043799,0.0415466,0.0216185,0.0487132,0.0531412,0.0252247,0.0306138,0.0343125,0.0151043,0.0196697,0.0355101,0.0347854,0.0132816,0.0121436,0.0266422,0,0.0146686,0.0303001,0,0.0372276,0,0,0.0254217,0.0543661,0.0388699,0.0384034,0.00683552,0.0566233,0.0788535,0,0.0783794,0.0641573,0.0398115,0.0683025,0.0464034,0.0506361,0.077708,0.0394091,0.0265918,0.00728375,0.014171,0.0523636,0.0526024,0,0,0,0,0,0,0,0.0619933,0,0,0.0677747,0,0
280,0.0431995,0,0,0,0,0,0,0.0490607,0,0.0238361,0.0611449,0,0.0260795,0,0,0.0451571,0.042864,0.0364951,0.0182121,0.0184702,0.0442276,0.0421604,0.0215467,0.0484314,0.0530143,0.0250596,0.0302526,0.0343166,0.0152188,0.0196772,0.0355106,0.0344682,0.0133931,0.0122396,0.0260305,0,0.0155616,0.0299534,0,0.0380217,0,0,0.0254663,0.0540298,0.0361064,0.0383505,0.00611564,0.0567571,0.0790142,0,0.0783865,0.0642707,0.0405199,0.0676446,0.0457176,0.049723,0.0768763,0.0383866,0.0262208,0.00762798,0.0142481,0.0526375,0.0519536,0,0,0,0,0,0,0,0.0630256,0,0,0.0676872,0,0
281,0.0430893,0,0,0,0,0,0,0.049558,0,0.0239963,0.0609745,0,0.0260151,0,0,0.0452529,0.0429197,0.0367008,0.0182785,0.0186208,0.0445985,0.0429383,0.0215095,0.0480871,0.0529492,0.0249341,0.0307217,0.0341867,0.0152279,0.0196193,0.0355933,0.0339722,0.0134889,0.0125698,0.0253066,0,0.0165725,0.0295141,0,0.0387879,0,0,0.0253727,0.0538752,0.0319965,0.0379481,0.00583219,0.0567426,0.0791155,0,0.0784639,0.0643649,0.0410114,0.066454,0.0446858,0.0480486,0.0752951,0.0371259,0.025875,0.00798893,0.0145505,0.0528718,0.0518125,0,0,0,0,0,0,0,0.063795,0,0,0.0677381,0,0
282,0.0428429,0,0,0,0,0,0,0.049024,0,0.0272862,0,0,0.0259867,0,0,0.0454903,0.0424267,0.0397397,0.0240417,0.017319,0.044138,0.0438075,0.0219814,0.0509359,0.05582,0.0251423,0.0278243,0.0299741,0.0130311,0.0195902,0.0410173,0.0334191,0.0135406,0.0126802,0.0262304,0,0.0174316,0.0290767,0,0.0396984,0,0,0.0253418,0.0576869,0.0284028,0.0359995,0.0069327,0.0564062,0.0798705,0,0.0774468,0.0647114,0.0435336,0.0641907,0.0426997,0.0450982,0.0720914,0.0322349,0.0256708,0.00822946,0.0146788,0.0534202,0.0513804,0,0,0,0,0,0,0,0.0645149,0,0,0.0674619,0,0
283,0.0426274,0,0,0,0,0,0,0.0510708,0,0.023645,0.0598526,0,0.0258967,0,0,0.0456683,0.0429211,0.0360111,0.0181517,0.0186028,0.045288,0.0444214,0.0215086,0.0479411,0.0525312,0.0249142,0.0306989,0.034293,0.0158175,0.0198507,0.035244,0.0330981,0.0138941,0.0126031,0.0240958,0,0.0154657,0.0287051,0,0.040427,0,0,0.0254742,0.0535834,0.0261421,0.036922,0.00866911,0.0571612,0.0795404,0,0.0782108,0.0651111,0.0416928,0.0638718,0.042439,0.0442773,0.0710495,0.0345958,0.0250698,0.00863655,0.0144498,0.0538009,0.051525,0,0,0,0,0,0,0,0.066111,0,0,0.0669136,0,0
284,0.0430676,0,0,0,0,0,0,0.0513085,0,0.0229322,0.0591707,0,0.0260356,0,0,0.0458045,0.0460797,0.0374066,0.0151286,0.0167498,0.0458821,0.0448472,0.0223642,0.0486174,0.0537792,0.0275886,0.0294859,0.0328315,0.0160692,0.0222885,0.0360058,0.0327749,0.0137915,0.0132809,0.0245139,0,0.0160121,0.0287435,0,0.0411701,0,0,0.0262604,0.0572475,0.027744,0.0463452,0.00462119,0.0599067,0.079842,0,0.0801939,0.0702971,0.0461982,0.0602263,0.0382096,0.0415698,0.0686633,0.0316022,0.0250003,0.00885239,0.0145299,0.0543008,0.0514187,0,0,0,0,0,0,0,0.0672817,0,0,0,0,0
285,0.0427058,0,0,0,0,0,0,0.0514952,0,0.0232427,0.059818,0,0.0252042,0,0,0.0463477,0.0428253,0.0355828,0.0187329,0.018696,0.0456898,0.0453032,0.0214273,0.0485738,0.052354,0.0246951,0.0309834,0.03434,0.0159702,0.0195885,0.0363906,0.0327987,0.0137889,0.0131999,0.0248491,0,0.0143123,0.0283394,0,0.0421765,0,0,0.0264735,0.0552136,0.0291145,0.0363966,0.0107245,0.0587711,0.0806741,0,0.0781076,0.0660647,0.0415353,0.0660914,0.0435837,0.0471528,0.0740455,0.0363895,0.0246022,0.00913899,0.0148724,0.0550045,0.051542,0,0,0,0,0,0,0,0.0676486,0,0,0.0666231,0,0
286,0.0428956,0,0,0,0,0,0,0.0513395,0,0.0233881,0.0602062,0,0.0246541,0,0,0.0466233,0.0428198,0.0357957,0.0190095,0.0187807,0.0460579,0.0454568,0.021429,0.0488486,0.0526101,0.024599,0.0312623,0.0342932,0.015884,0.019219,0.0376875,0.0328139,0.0141622,0.0130681,0.0247088,0,0.0147041,0.0284248,0,0.0431716,0,0,0.026633,0.0556069,0.0319612,0.0369503,0.0109914,0.059728,0.0812899,0,0.0781289,0.0650132,0.0399184,0.0670431,0.0443806,0.0486337,0.0758371,0.0392858,0.0242119,0.009431,0.0149151,0.0554472,0.0511403,0,0,0,0,0,0,0,0.0673379,0,0,0.0668524,0,0
287,0.0428431,0,0,0,0,0,0,0.0512291,0,0.0236034,0.0604979,0,0.0238504,0,0,0.0469609,0.0430506,0.0363663,0.019024,0.0189103,0.0466252,0.0455008,0.0214699,0.0491739,0.0530158,0.0245614,0.0313589,0.0343454,0.0157549,0.0188293,0.0391515,0.0328029,0.0142497,0.0132481,0.0246281,0,0.0151075,0.0286347,0,0.0442522,0,0,0.026893,0.0547975,0.0342936,0.0378253,0.0115123,0.0603279,0.0816039,0,0.0775009,0.0632681,0.0385711,0.0669792,0.0445561,0.0484441,0.0756735,0.0412209,0.0238318,0.0096639,0.0152016,0.0556455,0.0509482,0,0,0,0,0,0,0,0.0672611,0,0,0.0668169,0,0
288,0.0426929,0,0,0,0,0,0,0.0511476,0,0.0237038,0.0606908,0,0.0230139,0,0,0.0473422,0.0435566,0.0368103,0.0188107,0.0190357,0.0473119,0.0454785,0.0215145,0.0493693,0.0535359,0.0246826,0.0314514,0.0345415,0.0156595,0.0182597,0.0405605,0.032773,0.0139437,0.0137731,0.024312,0,0.0152084,0.0288558,0,0.0452465,0,0,0.0275908,0.0533357,0.035081,0.0387733,0.0118335,0.0605932,0.0816171,0,0.0767684,0.0616716,0.0382377,0.0662014,0.0442132,0.0471876,0.0741754,0.0419221,0.0236256,0.00984785,0.015645,0.0556699,0.0511264,0,0,0,0,0,0,0,0.0674389,0,0,0.066783,0,0
289,0.0418766,0,0,0,0,0,0,0.0530426,0,0.0259406,0.0613094,0,0.0225908,0,0,0.0477111,0.0483032,0.0378178,0.0146387,0.0176485,0.0483163,0.0457652,0.0226216,0.0504289,0.0563548,0.02807,0.0298101,0.0326016,0.0138616,0.0184904,0.0423368,0.0326323,0.0138309,0.0140357,0.0231852,0,0.0153286,0.028869,0,0.0461861,0,0,0.0285369,0.057301,0.0353506,0.0508499,0.00558968,0.0628607,0.0820434,0,0.0768297,0.0647738,0.0425397,0.0612652,0.0402222,0.0430769,0.0697804,0.0401415,0.0235636,0.0102805,0.0159207,0.0555986,0.0517341,0,0,0,0,0,0,0,0.0675172,0,0,0,0,0
290,0.0416717,0,0,0,0,0,0,0.0503397,0,0.0239817,0.060848,0,0.0220832,0,0,0.0478319,0.0448428,0.037479,0.0185532,0.0192241,0.0486318,0.0456324,0.0218826,0.0498169,0.0545816,0.0250703,0.0319776,0.0357965,0.0155911,0.0166967,0.0437764,0.0328366,0.0138335,0.0141681,0.0237705,0,0.0144829,0.0287867,0,0.046323,0,0,0.0292001,0.0514535,0.0332231,0.0399167,0.012252,0.060381,0.0811225,0,0.0753705,0.0610082,0.0384847,0.0648544,0.0433138,0.045359,0.0724589,0.0403259,0.0230122,0.0106128,0.0159905,0.0559566,0.052063,0,0,0,0,0,0,0,0.0681612,0,0,0.0671362,0,0
291,0.040859,0,0,0,0,0,0,0.0508245,0,0.0287796,0,0,0.0219587,0,0,0.0480317,0.0488375,0.0413037,0.0203667,0.0176135,0.0486837,0.0459433,0.0236079,0.0539161,0.0601428,0.0288687,0.0273892,0.0297782,0.0116725,0.0167434,0.0517877,0.0327758,0.0137227,0.014348,0.0244806,0,0.0153542,0.0286343,0,0.0468677,0,0,0.0295938,0.0604409,0.0331206,0.0495542,0.00688158,0.0620402,0.0816185,0,0.0749742,0.0664125,0.0451673,0.0603756,0.0391192,0.0421907,0.0691013,0.0337523,0.0231123,0.0108996,0.0162694,0.0562679,0.0525648,0,0,0,0,0,0,0,0.0680517,0,0,0,0,0
292,0.0408606,0,0,0,0,0,0,0.0475367,0,0.0248619,0,0,0.0216036,0,0,0.047948,0.0458298,0.0416426,0.0250341,0.0206533,0.0485516,0.0458428,0.0235373,0.0536169,0.0582897,0.0255249,0.0310601,0.0345846,0.0141817,0.0140195,0.051121,0.0331216,0.0136514,0.0143496,0.0254514,0,0.0146861,0.0283689,0,0.0468562,0,0,0.0295286,0.0557062,0.0309815,0.0384191,0.0127233,0.0592114,0.080476,0,0.074272,0.0632617,0.0402552,0.0652557,0.0431743,0.046065,0.0732407,0.033543,0.0225132,0.0110518,0.0161912,0.0567122,0.0529899,0,0,0,0,0,0,0,0.0686893,0,0,0.0674811,0,0
293,0.0406419,0,0,0,0,0,0,0.0469972,0,0.0230605,0.0598315,0,0.0211953,0,0,0.0477689,0.0460962,0.0385026,0.0191974,0.019765,0.0492331,0.0457508,0.0225468,0.0513682,0.0557527,0.0244347,0.0329727,0.0368058,0.0162705,0.0148023,0.049744,0.0334038,0.0137576,0.014146,0.0243886,0,0.0136402,0.027972,0,0.0467025,0,0,0.0298223,0.0513973,0.0303453,0.0401248,0.0128399,0.0595097,0.0789374,0,0.0753347,0.0638632,0.0375464,0.0665318,0.0446026,0.0473962,0.074656,0.0363457,0.0218889,0.011296,0.0160395,0.0569709,0.053752,0,0,0,0,0,0,0,0.0694125,0,0,0.0672176,0,0
294,0.0403273,0,0,0,0,0,0,0.045096,0,0.0226512,0.0593908,0,0.0207218,0,0,0.0478831,0.0465368,0.038891,0.0193497,0.0200665,0.0491825,0.0456769,0.0228827,0.052185,0.0562492,0.0243327,0.0334679,0.036959,0.0167311,0.0144195,0.0516491,0.0336699,0.013346,0.0145825,0.0244505,0,0.013638,0.0276521,0,0.0466519,0,0,0.030731,0.0514252,0.0297798,0.0401371,0.0122609,0.0595512,0.078034,0,0.0750912,0.0641102,0.0372861,0.0665562,0.0446829,0.0474384,0.0746399,0.0349502,0.0218362,0.0111648,0.0165793,0.0571528,0.0541324,0,0,0,0,0,0,0,0.069898,0,0,0.0678359,0,0
295,0.0396813,0,0,0,0,0,0,0.0432858,0,0.0231039,0,0,0.0205441,0,0,0.0482171,0.0476861,0.0417558,0.0245679,0.0216373,0.0496276,0.046169,0.0242528,0.0555224,0.0597511,0.0258915,0.0323856,0.0355821,0.0156704,0.0129613,0.0565235,0.033974,0.013774,0.0141438,0.0259256,0,0.015136,0.027307,0,0.046919,0,0,0.0313577,0.0563378,0.030334,0.0378648,0.0149013,0.0598595,0.0776851,0.0354085,0.0710171,0.0622243,0.037866,0.0666969,0.0446973,0.0470348,0.0738543,0.0319857,0.0215033,0.0115767,0.016345,0.0571131,0.0546588,0,0,0,0,0,0,0,0.0704553,0,0,0.0690882,0,0
296,0.0399162,0,0,0,0,0,0,0.0416646,0,0.0228124,0,0,0.0201037,0,0,0.0484973,0.0477349,0.0426843,0.0249394,0.0219688,0.049088,0.0461309,0.0249043,0.0561178,0.0600466,0.0254129,0.0319387,0.0359703,0.0160127,0.012815,0.0601425,0.0343675,0.0137207,0.0143187,0.0263613,0,0.015001,0.0273314,0,0.0470333,0,0,0.0317398,0.0551529,0.0295125,0.0378294,0.0105996,0.0594198,0.0774653,0,0.073302,0.0630807,0.0391848,0.0648853,0.0427525,0.0458541,0.0725385,0.0285092,0.0215155,0.0115977,0.0164922,0.0573028,0.0544166,0,0,0,0,0,0,0,0.0709955,0,0,0.0694058,0,0
297,0.0392675,0,0,0,0,0,0,0.04103,0,0.023292,0,0,0.0199026,0,0,0.0487877,0.0519632,0.0434847,0.0193716,0.0226459,0.0504054,0.0465948,0.0261904,0.0572783,0.0620477,0.0274568,0.031561,0.0356531,0.0155778,0.0129779,0.0606342,0.0345381,0.0135433,0.0145846,0.0258426,0,0.0157069,0.0272147,0,0.0471022,0,0,0.0320383,0.0603601,0.031574,0.0485183,0.0038974,0.0620197,0.0772484,0,0.0742869,0.0671106,0.0444633,0.0598601,0.0384001,0.0422205,0.0686976,0.0268627,0.0215501,0.0114672,0.0166317,0.0570999,0.0550435,0,0,0,0,0,0,0,0.0712284,0,0,0,0,0
298,0.0395454,0,0,0,0,0,0,0.0397373,0,0.0224717,0,0,0.0194094,0,0,0.0488372,0.0485151,0.0441142,0.0249711,0.0221289,0.0505923,0.0461563,0.0253925,0.0571135,0.0607292,0.0253,0.0325442,0.0367284,0.0169922,0.0132114,0.0678665,0.0349394,0.0131277,0.0149211,0.0271436,0,0.0155771,0.0272035,0,0.0463276,0,0,0.0321704,0.0550262,0.0297634,0.0381583,0.00870737,0.0596532,0.0760735,0,0.0732018,0.0625422,0.0398126,0.0642782,0.0421827,0.0456026,0.0721323,0.0263321,0.0216478,0.0109898,0.0171575,0.0573322,0.0549334,0,0,0,0,0,0,0,0.0713795,0,0,0.0705275,0,0
299,0.0392714,0,0,0,0,0,0,0.0380427,0,0.0207901,0.0582906,0,0.0192631,0,0,0.0489928,0.0475407,0.0416391,0.019185,0.020921,0.0511504,0.0467549,0.0243168,0.0552094,0.0576338,0.0229619,0.0338845,0.0385387,0.0189631,0.0152441,0.0698177,0.0350652,0.0132249,0.0149153,0.0261401,0,0.0149776,0.0269871,0,0.0456342,0,0,0.0321475,0.0512637,0.0301131,0.0408919,0.0080254,0.0596334,0.0753742,0,0.074285,0.0626843,0.0383232,0.064563,0.0427275,0.046212,0.07269,0.0286331,0.0215214,0.0110058,0.017242,0.0572739,0.0554431,0,0,0,0,0,0,0,0.0718697,0,0,0.0703889,0,0
300,0.0392626,0,0,0,0,0,0,0.0393659,0,0.0212031,0,0,0.0188684,0,0,0.0491326,0.0488295,0.0443966,0.0254787,0.0222614,0.0520714,0.0464679,0.025873,0.0584083,0.061048,0.0249961,0.0334184,0.0371018,0.0180212,0.0146231,0.078277,0.0352173,0.0132052,0.0148995,0.0288726,0,0.0161494,0.0270196,0,0.0450605,0,0,0.0320662,0.0550017,0.0298957,0.0382251,0.00773178,0.0597002,0.0753146,0,0.0730837,0.0626216,0.0405714,0.0640538,0.0421299,0.0458516,0.0720229,0.0235047,0.0216211,0.0112701,0.0170573,0.0575417,0.0554725,0,0,0,0,0,0,0,0.072254,0,0,0.0709507,0,0
301,0.0388283,0,0,0,0,0,0,0.0371414,0,0.0208697,0.0586527,0,0.0189212,0,0,0.0492806,0.0479831,0.0432043,0.0192963,0.0216403,0.0524915,0.0468408,0.0248449,0.0560969,0.0576209,0.0226268,0.0347166,0.0386906,0.019921,0.0166135,0.0781127,0.0352667,0.0132115,0.014907,0.0271441,0,0.0154245,0.0266936,0,0.0442395,0,0,0.0322067,0.0510986,0.029858,0.0409832,0.00696583,0.0596792,0.074521,0,0.0741217,0.0629406,0.0387922,0.06421,0.0425628,0.046441,0.0724784,0.0259808,0.0216812,0.0110189,0.01741,0.0574983,0.0561489,0,0,0,0,0,0,0,0.0723226,0,0,0.0705147,0,0
302,0.038644,0,0,0,0,0,0,0.0363862,0,0.021653,0.0591038,0,0.0186241,0,0,0.0491709,0.0480119,0.0445337,0.0195843,0.0221652,0.0528738,0.0468961,0.0251786,0.0564704,0.0574959,0.0222473,0.0352247,0.0386701,0.0207451,0.0175536,0.0805984,0.0354705,0.0127645,0.0152141,0.0274989,0,0.0155686,0.0265498,0,0.0436255,0,0,0.0324145,0.05133,0.0295304,0.0410225,0.00633312,0.0595182,0.0740533,0,0.0738958,0.0631348,0.0389826,0.0639596,0.0423456,0.0464868,0.0721993,0.0247238,0.0218568,0.0107036,0.0178601,0.0575666,0.056539,0,0,0,0,0,0,0,0.0723708,0,0,0.0705978,0,0
303,0.0384415,0,0,0,0,0,0,0.0352548,0,0.0228657,0.0598622,0,0.0182398,0,0,0.04881,0.0478671,0.0456712,0.0201011,0.0226441,0.0530202,0.0470704,0.0254793,0.0565813,0.0573597,0.021795,0.0358071,0.0385538,0.0217511,0.0185918,0.0820991,0.0357038,0.012644,0.0151776,0.0280624,0,0.0156885,0.0264227,0,0.0431105,0,0,0.032621,0.0517626,0.0292768,0.0407465,0.00592156,0.0590455,0.0737329,0,0.0736147,0.0632636,0.0390159,0.063652,0.0420542,0.0462876,0.0719715,0.0234321,0.0218158,0.0105797,0.0178269,0.0575867,0.0568476,0,0,0,0,0,0,0,0.0722664,0,0,0.0706276,0,0
304,0.038279,0,0,0,0,0,0,0.0343235,0,0.0239063,0.0604638,0,0.0178303,0,0,0.0484454,0.0478544,0.0458161,0.020655,0.0229615,0.0531696,0.0471337,0.0255932,0.0566179,0.0572471,0.0215767,0.036294,0.0383595,0.0227004,0.0195196,0.0825127,0.0359844,0.0125813,0.0150763,0.0285038,0,0.015803,0.0263536,0,0.0426798,0,0,0.0327303,0.0521427,0.0291177,0.0402377,0.0057565,0.0588166,0.0733615,0,0.0733324,0.0632822,0.0390608,0.0632886,0.0417915,0.0461407,0.071719,0.0223969,0.0217336,0.0103468,0.0177435,0.0575183,0.0571051,0,0,0,0,0,0,0,0.0722374,0,0,0.0706414,0,0
