Timestep,C7,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFR,x71,x72,x73,x74,x75,REAR
252,0.0451716,0.052527,0,0,0,0,0,0,0.0303339,0,0.0277196,0.067393,0,0,0.0230794,0,0,0.0462045,0.0369825,0.0338789,0.0289183,0.0202663,0.0488935,0.0341885,0.0209315,0.0458793,0.0501404,0.0257481,0.0332386,0.035314,0.0189012,0.0247638,0.0211924,0.0389472,0.0140121,0.0105164,0.0299544,0,0.0157976,0.0714979,0.0359771,0,0.0209392,0,0,0.0186307,0.0614774,0.0416277,0.0320051,0.00947259,0.0563861,0.0796202,0.0425428,0.0814023,0,0.0371751,0.06522,0.044477,0.0494512,0.0753439,0.0443917,0.0301843,0.00590362,0.0123664,0.0509112,0.0649021,0,0,0,0,0,0,0,0,0,0
253,0.0451113,0.0523244,0,0,0,0,0,0,0.0307397,0,0.0276252,0.0672978,0,0,0.0230019,0,0,0.0461397,0.0372177,0.03404,0.0285214,0.0202831,0.0485409,0.0340611,0.0208797,0.0460631,0.0501898,0.0257556,0.0331838,0.0351198,0.0187213,0.0247336,0.0211417,0.0393304,0.0140113,0.0104739,0.0302424,0,0.0158498,0.0716931,0.0362453,0,0.0206921,0,0,0.0185455,0.0612951,0.0416887,0.0323033,0.00964393,0.0563149,0.0795879,0.0424184,0.081432,0,0.0370842,0.0654653,0.0446934,0.049595,0.0755385,0.0445628,0.0303784,0.00583857,0.0124487,0.0499612,0.0648758,0,0,0,0,0,0,0,0,0,0
254,0.0450432,0.052148,0,0,0,0,0,0,0.0311416,0,0.0274976,0.0672474,0,0,0.0228982,0,0,0.0461686,0.0373015,0.0343035,0.0281209,0.0201883,0.0481979,0.0340061,0.0209474,0.0462469,0.0501943,0.0257951,0.0330684,0.0350028,0.0186409,0.0247224,0.0211718,0.03966,0.013947,0.0105423,0.0303835,0,0.0159438,0.0718912,0.0365509,0,0.020421,0,0,0.0185766,0.0611597,0.0417056,0.0325927,0.00964543,0.056249,0.0795761,0.0422733,0.0814563,0,0.0370435,0.065797,0.0449501,0.0497604,0.0756961,0.0443748,0.030606,0.00586812,0.0124927,0.0489245,0.0648613,0,0,0,0,0,0,0,0,0,0
255,0.0449248,0.0520173,0,0,0,0,0,0,0.0315411,0,0.0273281,0.0671957,0,0,0.0227918,0,0,0.0461427,0.0373649,0.0346914,0.0278617,0.0200587,0.047831,0.0339616,0.0211078,0.0461994,0.0502004,0.0257951,0.0329728,0.0349529,0.0186041,0.0247501,0.0212121,0.0398524,0.0139367,0.0105373,0.0304569,0,0.0160481,0.0720306,0.0365117,0,0.020191,0,0,0.0186557,0.0610286,0.0417831,0.0327975,0.00964241,0.056155,0.0794948,0.042242,0.081358,0,0.0369783,0.0660616,0.0451759,0.0499624,0.0757733,0.0438893,0.0308388,0.00588659,0.0125117,0.0478429,0.0649157,0,0,0,0,0,0,0,0,0,0
256,0.0448996,0.0519507,0,0,0,0,0,0,0.0319598,0,0.027186,0.0671302,0,0,0.0226769,0,0,0.0460099,0.0374518,0.0349498,0.0276218,0.019944,0.0474995,0.033973,0.0212441,0.0460206,0.0502177,0.0257955,0.032859,0.0347659,0.0185265,0.0247517,0.0212045,0.0399819,0.0139082,0.0105073,0.0305604,0,0.0161132,0.0721014,0.0365449,0,0.0198679,0,0,0.0187288,0.0609034,0.0418159,0.032977,0.00962275,0.0560538,0.0793491,0.0421515,0.0812955,0,0.0369125,0.066011,0.0453471,0.0501499,0.0758428,0.0432045,0.0311079,0.00584493,0.0126665,0.0468151,0.0650205,0,0,0,0,0,0,0,0,0,0
257,0.0442663,0.0518346,0,0,0,0,0,0,0.0319316,0,0.0266783,0.0668326,0,0,0.0225914,0,0,0.0460035,0.0365487,0.0345035,0.0286522,0.0202408,0.0479765,0.0348234,0.0207883,0.0454227,0.049745,0.0254533,0.033168,0.0351417,0.0187341,0.0247568,0.0212902,0.0400457,0.0138165,0.0105115,0.0307678,0,0.0143072,0.0679324,0.0362519,0,0.0198219,0,0,0.0186476,0.0608532,0.0411246,0.0296557,0.0122226,0.0560238,0.0789333,0.0377916,0.075846,0.0638485,0.0333188,0.0694169,0.0496311,0.0533251,0.0783071,0.0470487,0.0309995,0.00601762,0.0123643,0.045494,0.0658594,0,0,0,0,0,0,0,0,0,0
258,0.0441222,0.0516835,0,0,0,0,0,0,0.032157,0,0.0264186,0.0669259,0,0,0.0223648,0,0,0.045911,0.0366811,0.0347226,0.0281756,0.0200029,0.0477632,0.0348454,0.0208007,0.0455853,0.0497356,0.0254815,0.0329918,0.0350875,0.0184543,0.0246979,0.0214481,0.0403417,0.0137511,0.0104787,0.0308719,0,0.0145043,0.0679665,0.0364331,0,0.0194984,0,0,0.0185035,0.0607329,0.0409782,0.0299208,0.0122559,0.0558777,0.0788745,0.0378462,0.0755236,0.0637955,0.0333508,0.0694412,0.0497354,0.0533241,0.0782837,0.0464336,0.0311062,0.00612056,0.0121864,0.0447121,0.0657901,0,0,0,0,0,0,0,0,0,0
259,0.0439853,0.0516715,0,0,0,0,0,0,0.0322571,0,0.0263315,0.0670751,0,0,0.0221412,0,0,0.0458435,0.0368006,0.0349632,0.027951,0.0199073,0.047588,0.0349152,0.0208127,0.0459422,0.0497213,0.0255911,0.0329204,0.0349986,0.0183189,0.0246638,0.0217209,0.0404533,0.0136611,0.0104553,0.0310583,0,0.0147633,0.0680314,0.0364974,0,0.0193499,0,0,0.0183682,0.0605877,0.0407476,0.0301738,0.012297,0.0557685,0.0788072,0.0378247,0.0752367,0.0635971,0.0332602,0.0695555,0.0499556,0.0533348,0.078238,0.0459537,0.0312622,0.00612679,0.0120474,0.0440921,0.0656752,0,0,0,0,0,0,0,0,0,0
260,0.0438979,0.0516708,0,0,0,0,0,0,0.0324275,0,0.0261759,0.0671807,0,0,0.0219422,0,0,0.0458603,0.0368863,0.0351605,0.027759,0.0198849,0.0474024,0.034982,0.0208527,0.0460861,0.049738,0.0257027,0.0328116,0.0349337,0.0181925,0.0246253,0.0219668,0.0405574,0.0135744,0.0105035,0.0312056,0,0.0148596,0.0680862,0.0364867,0,0.0193031,0,0,0.0183391,0.0604551,0.040615,0.0303962,0.0122441,0.0556925,0.0787432,0.0377545,0.0752246,0.0634687,0.0332034,0.0697318,0.0501546,0.0534379,0.0782907,0.0454383,0.0314902,0.00607957,0.0120344,0.0436679,0.0655932,0,0,0,0,0,0,0,0,0,0
261,0.0438178,0.0516796,0,0,0,0,0,0,0.0325948,0,0.0262055,0.0672119,0,0,0.0219116,0,0,0.0460067,0.0369938,0.0353187,0.0275481,0.0198341,0.0472422,0.0350509,0.0208951,0.04601,0.0497565,0.0258926,0.0326669,0.0348956,0.0180312,0.0246117,0.022118,0.0406882,0.013469,0.0105701,0.0311478,0,0.0148537,0.0681628,0.0366,0,0.0193789,0,0,0.0183764,0.0602804,0.0404679,0.0306009,0.0124476,0.0556474,0.0787223,0.0377261,0.0753856,0.063499,0.0332243,0.0699655,0.0501901,0.0535908,0.0784293,0.0449702,0.0317747,0.00607846,0.0120819,0.0435221,0.0654984,0,0,0,0,0,0,0,0,0,0
262,0.0437311,0.0517346,0,0,0,0,0,0,0.0327197,0,0.0260649,0.0672472,0,0,0.0217666,0,0,0.0461525,0.0371281,0.0354863,0.0273265,0.0197221,0.0470254,0.0350547,0.0209668,0.0457348,0.0498453,0.0260396,0.0324852,0.0349256,0.0178583,0.0245434,0.0221691,0.0407916,0.0134076,0.0106523,0.030935,0,0.0147018,0.068282,0.0367089,0,0.0194712,0,0,0.0184593,0.0601008,0.0402229,0.0308285,0.0126163,0.0556154,0.0788092,0.0378595,0.0757041,0.0636875,0.0332098,0.0701664,0.0502912,0.0536993,0.0785234,0.044776,0.0319738,0.00606123,0.0121585,0.0436203,0.0653719,0,0,0,0,0,0,0,0,0,0
263,0.0437542,0.0517604,0,0,0,0,0,0,0.032888,0,0.0257993,0.0672719,0,0,0.0215612,0,0,0.0462772,0.0372596,0.0355937,0.0271407,0.0195812,0.0468529,0.0350997,0.0210249,0.0456292,0.0499435,0.0260732,0.0323961,0.0348901,0.017753,0.0244709,0.0221977,0.0408664,0.0133293,0.0107366,0.0308722,0,0.0146109,0.0684504,0.0364704,0,0.0195529,0,0,0.0185864,0.0599963,0.0400519,0.0311293,0.0126847,0.0556538,0.0789908,0.0379381,0.0757696,0.0636274,0.0332138,0.0702986,0.0504052,0.0538401,0.078491,0.0444972,0.032068,0.00607585,0.0122213,0.0438456,0.0652436,0,0,0,0,0,0,0,0,0,0
264,0.04391,0.0518225,0,0,0,0,0,0,0.033012,0,0.0257396,0.0673269,0,0,0.0213809,0,0,0.0463271,0.0372553,0.0356863,0.0269706,0.0193785,0.0467103,0.0351351,0.0210151,0.0457193,0.0499636,0.0261065,0.0323022,0.0348105,0.017658,0.0245373,0.0223748,0.0409185,0.0132298,0.0108419,0.0308927,0,0.0145354,0.0684954,0.036186,0,0.0196049,0,0,0.0185978,0.0600047,0.0399657,0.0315533,0.0127228,0.0557763,0.0792325,0.0378547,0.0756658,0.0632351,0.0333203,0.0704364,0.0504935,0.0538859,0.0785215,0.0443017,0.0321389,0.0060164,0.0122746,0.0439717,0.065117,0,0,0,0,0,0,0,0,0,0
265,0.0441883,0.0518773,0,0,0,0,0,0,0.0332723,0,0.0258019,0.0672807,0,0,0.0212465,0,0,0.0463622,0.0372967,0.0359131,0.0267701,0.0191327,0.0465431,0.0351835,0.021017,0.045933,0.0499302,0.0261786,0.0322219,0.0347024,0.0175666,0.0245809,0.0225461,0.0409404,0.0131466,0.0109553,0.0309639,0,0.0144426,0.0684377,0.0361934,0,0.0196267,0,0,0.0185053,0.0599793,0.0398797,0.0319459,0.012712,0.0558735,0.0795911,0.037735,0.0757289,0.0630776,0.0333694,0.0705657,0.0506067,0.0540058,0.0785746,0.0441155,0.0321779,0.00587422,0.0123464,0.0439434,0.0648789,0,0,0,0,0,0,0,0,0,0
266,0.0445381,0.0518914,0,0,0,0,0,0,0.0336531,0,0.0257401,0.0672341,0,0,0.0210974,0,0,0.0463194,0.0374201,0.0361368,0.0265246,0.0190268,0.0463713,0.0352708,0.0211246,0.0460249,0.0499942,0.0262364,0.0320847,0.0346559,0.0173979,0.0245439,0.0227103,0.0409531,0.01309,0.0110518,0.0310391,0,0.0143651,0.0685093,0.0362476,0,0.0196715,0,0,0.0184597,0.0598507,0.0397678,0.0322555,0.0126827,0.0558467,0.0798481,0.037701,0.0757944,0.0631365,0.0333706,0.0706725,0.0507868,0.0541355,0.0785945,0.0438983,0.0322136,0.00576708,0.0124413,0.0438786,0.064652,0,0,0,0,0,0,0,0,0,0
267,0.0447347,0.0519403,0,0,0,0,0,0,0.0340212,0,0.0258263,0.0671718,0,0,0.0209174,0,0,0.0462088,0.0375716,0.0361415,0.0263399,0.0189512,0.0461968,0.0354403,0.0212791,0.0459992,0.0500968,0.026345,0.031994,0.0346284,0.0172163,0.0244775,0.022768,0.0409758,0.0129999,0.0111337,0.0310205,0,0.0143872,0.0685474,0.036293,0,0.0197375,0,0,0.0184681,0.059706,0.0395033,0.0326326,0.0126237,0.0557923,0.079956,0.0377727,0.0756815,0.0633655,0.0334243,0.0708351,0.0508663,0.0541348,0.0786078,0.0436219,0.0322051,0.0057255,0.0125376,0.0438134,0.0644297,0,0,0,0,0,0,0,0,0,0
268,0.0447933,0.0520806,0,0,0,0,0,0,0.0343405,0,0.0258623,0.0671168,0,0,0.0207767,0,0,0.0461105,0.0376949,0.0358637,0.0261552,0.0188255,0.0460547,0.0354739,0.0213822,0.0461201,0.0501739,0.0264389,0.0318803,0.0345239,0.0170566,0.0243892,0.0227492,0.0409418,0.0128774,0.01117,0.031103,0,0.0144059,0.0685364,0.0363368,0,0.0198638,0,0,0.0185045,0.0596699,0.0393498,0.0328294,0.0125835,0.0557982,0.0800532,0.0378306,0.0754687,0.0633681,0.0335471,0.0709571,0.0508481,0.0542191,0.078488,0.0430485,0.0321965,0.00564439,0.0127084,0.0437928,0.06415,0,0,0,0,0,0,0,0,0,0
269,0.0446844,0.0522843,0,0,0,0,0,0,0.0348434,0,0.0258117,0.0670499,0,0,0.020704,0,0,0.0461052,0.0378212,0.0359367,0.025997,0.0186933,0.0459237,0.0353773,0.0214397,0.0460278,0.0501854,0.0265247,0.0317567,0.0344287,0.0169331,0.0243317,0.0229109,0.0408896,0.0127955,0.011157,0.0312378,0,0.0143775,0.0685862,0.0364016,0,0.0200262,0,0,0.0185573,0.0596312,0.0393714,0.0330029,0.0125246,0.0557968,0.0800002,0.0378506,0.075459,0.0632315,0.0336322,0.0709897,0.0508346,0.0544655,0.0783851,0.0424182,0.0321484,0.00550816,0.0128938,0.0438681,0.063821,0,0,0,0,0,0,0,0,0,0
270,0.0446423,0.0524973,0,0,0,0,0,0,0.035266,0,0.0256448,0.0669441,0,0,0.0206202,0,0,0.0461567,0.0379353,0.0360774,0.0258565,0.0185976,0.0457763,0.0353794,0.0215399,0.0459275,0.0502498,0.026623,0.0317329,0.0343134,0.01692,0.0243061,0.0231152,0.0408107,0.0127685,0.0111471,0.0313192,0,0.0144135,0.06866,0.0364217,0,0.0202221,0,0,0.0186702,0.0595429,0.0392349,0.0331876,0.0124214,0.0557923,0.0799986,0.0378551,0.0755309,0.0631058,0.0337555,0.0709675,0.050844,0.0543302,0.0783481,0.0416852,0.032075,0.00540797,0.013085,0.0440414,0.0635833,0,0,0,0,0,0,0,0,0,0
271,0.0446791,0.0526731,0,0,0,0,0,0,0.0356539,0,0.0254721,0.0668348,0,0,0.0205473,0,0,0.0462066,0.0380308,0.0361973,0.0257441,0.0185107,0.0456764,0.0354497,0.0216893,0.0460359,0.0503718,0.0267166,0.0316784,0.0342412,0.0169275,0.0243167,0.023315,0.0406775,0.0127773,0.0111685,0.0313576,0,0.0144549,0.0687097,0.0364279,0,0.0204274,0,0,0.0187664,0.0594195,0.0391216,0.0334263,0.0123471,0.0558227,0.0800322,0.0378583,0.0757213,0.0629976,0.0339436,0.0709167,0.0508002,0.0541798,0.078617,0.0409554,0.0319619,0.00537281,0.0132225,0.0442388,0.0634873,0,0,0,0,0,0,0,0,0,0
272,0.0446827,0.0527368,0,0,0,0,0,0,0.0360404,0,0.025567,0.0668264,0,0,0.0204778,0,0,0.0462594,0.0381734,0.0363463,0.0256194,0.0184311,0.0455061,0.0355448,0.0218718,0.0461915,0.0504271,0.0267195,0.0316173,0.0342089,0.0168041,0.0242757,0.0235275,0.0405514,0.0128056,0.0111918,0.0310903,0,0.0145036,0.0687902,0.0363116,0,0.0205972,0,0,0.0187597,0.0593434,0.0392146,0.0336561,0.0121918,0.0558299,0.0799863,0.0378925,0.0758655,0.0628769,0.0341894,0.070896,0.0507812,0.0541264,0.0788854,0.0406211,0.0318299,0.00530932,0.0133128,0.0444181,0.063358,0,0,0,0,0,0,0,0,0,0
273,0.0445931,0.052802,0,0,0,0,0,0,0.0364658,0,0.0255881,0.0667682,0,0,0.0203611,0,0,0.0462703,0.0382867,0.0364931,0.0253671,0.0183629,0.0453164,0.0356492,0.0219077,0.0461419,0.0504838,0.0267606,0.031573,0.0342113,0.0167108,0.0242281,0.0237652,0.0405335,0.0128268,0.0111707,0.0308881,0,0.0145187,0.0688941,0.0361575,0,0.0207403,0,0,0.0186739,0.0593194,0.0392061,0.0338999,0.0120155,0.0558729,0.0798486,0.037996,0.0759002,0.0628219,0.034493,0.070928,0.0507477,0.0541178,0.0788454,0.0404009,0.0317249,0.0052073,0.0133777,0.0445178,0.0632164,0,0,0,0,0,0,0,0,0,0
274,0.044532,0.0529403,0,0,0,0,0,0,0.036795,0,0.0253885,0.0666595,0,0,0.0202832,0,0,0.046313,0.0383851,0.0366067,0.0251189,0.0183539,0.0451514,0.0356889,0.02186,0.0462458,0.0505392,0.0268075,0.0315337,0.0341448,0.01667,0.0241458,0.0239839,0.0405023,0.012813,0.0111809,0.0305058,0,0.014368,0.0690031,0.036,0,0.0209013,0,0,0.018637,0.0593037,0.0390384,0.0341613,0.0117824,0.0559762,0.0796457,0.0381024,0.076043,0.0628018,0.0348222,0.0709959,0.0507649,0.0541827,0.0788838,0.0405969,0.0315796,0.00509602,0.0134454,0.0446228,0.063156,0,0,0,0,0,0,0,0,0,0
275,0.0444633,0.0532952,0,0,0,0,0,0,0.0369454,0,0.025106,0.0666356,0,0,0.0202524,0,0,0.046408,0.0384777,0.0367402,0.0248924,0.0182199,0.0450229,0.0357202,0.0219228,0.0462989,0.0506518,0.0268458,0.0315078,0.0340491,0.016621,0.0240463,0.0242132,0.0403378,0.012749,0.0112486,0.0304011,0,0.0141191,0.0691145,0.0357983,0,0.0211531,0,0,0.0186351,0.0592836,0.0387143,0.0344212,0.0115736,0.0561159,0.0794588,0.0382635,0.0762034,0.0628701,0.0351385,0.0710994,0.050855,0.0542574,0.0790333,0.0410319,0.0313424,0.00495032,0.0135484,0.0447741,0.0630231,0,0,0,0,0,0,0,0,0,0
276,0.044307,0.0536075,0,0,0,0,0,0,0.0371483,0,0.0250247,0.066704,0,0,0.0202192,0,0,0.0464849,0.0386117,0.0367993,0.0246124,0.0181512,0.044932,0.0358464,0.0219699,0.0465032,0.0507235,0.0268832,0.0314514,0.0340938,0.0165784,0.023985,0.0244612,0.0401024,0.0126722,0.0113268,0.0308276,0,0.0140207,0.0692207,0.0356341,0,0.0216354,0,0,0.0186482,0.0592174,0.0387049,0.0346628,0.0114065,0.056249,0.0791409,0.038437,0.0762603,0.0629417,0.0353799,0.0711155,0.0508698,0.0542438,0.0790665,0.040808,0.0311208,0.00477086,0.0137526,0.0449902,0.0627433,0,0,0,0,0,0,0,0,0,0
277,0.0440954,0.053977,0,0,0,0,0,0,0.0374285,0,0.0250797,0.066762,0,0,0.0201866,0,0,0.0465419,0.0387319,0.0368717,0.0244564,0.0180895,0.0449007,0.0363043,0.0220355,0.0465848,0.050832,0.0268635,0.0313698,0.0341522,0.0166147,0.0239078,0.0247716,0.0399633,0.0126068,0.0114021,0.0302528,0,0.0137007,0.0693692,0.0355251,0,0.0222693,0,0,0.0187844,0.0591722,0.0390985,0.0349552,0.0111933,0.0563886,0.0788147,0.0387447,0.0765423,0.0630099,0.0356939,0.0711836,0.0509466,0.0543288,0.0792543,0.0416452,0.0309081,0.0046065,0.0140171,0.0452542,0.0625001,0,0,0,0,0,0,0,0,0,0
278,0.0439193,0.0543584,0,0,0,0,0,0,0.0375768,0,0.0249544,0.0667984,0,0,0.0201623,0,0,0.0466189,0.0388239,0.0370544,0.0243265,0.0180228,0.0448034,0.036592,0.0219854,0.0465675,0.05088,0.0269006,0.0313322,0.0342031,0.0166408,0.0237817,0.0251841,0.0398461,0.012576,0.011454,0.0298341,0,0.013502,0.0695109,0.0353876,0,0.022961,0,0,0.0189782,0.0591445,0.0391605,0.0351897,0.0109908,0.0564627,0.078452,0.0390103,0.0768141,0.0631327,0.0359541,0.0712182,0.0509855,0.0544362,0.0793528,0.0423063,0.0307094,0.00452398,0.0142407,0.0454924,0.0623355,0,0,0,0,0,0,0,0,0,0
279,0.0437906,0.0545215,0,0,0,0,0,0,0.0376786,0,0.02488,0.0667468,0,0,0.0201027,0,0,0.0466842,0.0388946,0.0374205,0.024093,0.0180463,0.044717,0.0367058,0.0219194,0.0465598,0.0508838,0.0269544,0.0313562,0.0341744,0.0165737,0.0237153,0.0255856,0.039759,0.0126113,0.0114862,0.0295488,0,0.0134135,0.0696056,0.0352048,0,0.0235078,0,0,0.0192231,0.059118,0.0390789,0.035334,0.0107622,0.0565041,0.0779943,0.0392368,0.0769941,0.0631776,0.0360792,0.0712202,0.0509769,0.0545208,0.0793111,0.0426209,0.0305515,0.00448449,0.014328,0.0456868,0.0621413,0,0,0,0,0,0,0,0,0,0
280,0.043701,0.0546931,0,0,0,0,0,0,0.0377787,0,0.0247108,0.0666599,0,0,0.0200012,0,0,0.0466514,0.0389554,0.0378549,0.0239612,0.0180021,0.0446099,0.0369735,0.0218787,0.0463735,0.0508676,0.0270064,0.0313469,0.0339917,0.016485,0.0237011,0.0260183,0.0396868,0.0126381,0.0114851,0.0291483,0,0.0132978,0.0697119,0.0350589,0,0.0238784,0,0,0.0194136,0.0590704,0.0390741,0.0354723,0.0105095,0.0565573,0.0775824,0.0394449,0.0771998,0.0632622,0.0362564,0.0712507,0.0509594,0.0545293,0.0793399,0.042838,0.0303828,0.004443,0.0143675,0.0458538,0.061843,0,0,0,0,0,0,0,0,0,0
281,0.0436933,0.0549208,0,0,0,0,0,0,0.0381115,0,0.0248046,0.0665939,0,0,0.0198967,0,0,0.0465877,0.0390658,0.0377674,0.0237441,0.0178991,0.0445507,0.0372553,0.0218398,0.046458,0.0509376,0.0269999,0.0312927,0.0339905,0.0164276,0.0235652,0.026321,0.0396655,0.0126124,0.0115064,0.0289011,0,0.0131477,0.069816,0.0349682,0,0.0241454,0,0,0.0195014,0.0589725,0.0391435,0.035564,0.0103574,0.0566399,0.0772241,0.0396691,0.0773397,0.0634123,0.0364914,0.0713848,0.0509814,0.0544403,0.0794337,0.04311,0.0301426,0.00438667,0.0144261,0.0460178,0.0615813,0,0,0,0,0,0,0,0,0,0
282,0.0437147,0.0551229,0,0,0,0,0,0,0.0383001,0,0.0248105,0.0665174,0,0,0.0198021,0,0,0.0465268,0.0391408,0.0377719,0.0235109,0.0178436,0.044505,0.0376132,0.0218348,0.0466997,0.0510085,0.0269868,0.0312434,0.033935,0.0164468,0.0233787,0.0266248,0.0396245,0.0125528,0.0115521,0.0289585,0,0.0130546,0.0699025,0.0348931,0,0.0244306,0,0,0.019474,0.0588678,0.0392262,0.0356413,0.0102075,0.0567162,0.0768757,0.0398666,0.0776006,0.0635152,0.036693,0.0715622,0.0511157,0.0543624,0.0794033,0.0433001,0.0297982,0.0043244,0.014597,0.0462056,0.0613879,0,0,0,0,0,0,0,0,0,0
283,0.0436028,0.0553956,0,0,0,0,0,0,0.038376,0,0.0247614,0.0663479,0,0,0.0197248,0,0,0.0465145,0.0392567,0.0379664,0.0233182,0.0177801,0.0444118,0.0379221,0.0217871,0.0465486,0.051092,0.0268725,0.031099,0.0339421,0.0164609,0.0231996,0.027013,0.0395578,0.0125361,0.0115852,0.0288219,0,0.0130119,0.0699346,0.0348276,0,0.0248674,0,0,0.0194518,0.058831,0.039231,0.0357534,0.0100107,0.0567032,0.0765716,0.040047,0.0776978,0.063579,0.0369002,0.0716037,0.0513799,0.0542525,0.0792384,0.0434489,0.0294451,0.00427597,0.0148178,0.0464126,0.0611366,0,0,0,0,0,0,0,0,0,0
284,0.0435554,0.0557718,0,0,0,0,0,0,0.0386111,0,0.0246814,0.0662024,0,0,0.0196963,0,0,0.0465936,0.039367,0.0380897,0.0231329,0.0177673,0.0443721,0.038233,0.0217095,0.0464309,0.0511884,0.0268364,0.0310781,0.0338979,0.0164283,0.0231088,0.0274286,0.0394902,0.0125559,0.0116197,0.0283035,0,0.0128927,0.0695986,0.0347686,0,0.0254599,0,0,0.0195589,0.0587782,0.0390708,0.0359952,0.00971187,0.0566418,0.0763497,0.0401605,0.0777194,0.0636867,0.0371842,0.0715174,0.0514493,0.0541848,0.079101,0.043443,0.0291798,0.00424021,0.0150286,0.0466334,0.0607637,0,0,0,0,0,0,0,0,0,0
285,0.0435416,0.0560858,0,0,0,0,0,0,0.0388698,0,0.0245329,0.0662261,0,0,0.0196313,0,0,0.0466873,0.0394527,0.0381626,0.0229481,0.0177792,0.0443543,0.0385091,0.0217227,0.0465244,0.0512279,0.0269028,0.031089,0.033795,0.016406,0.0230227,0.0278238,0.0393434,0.0125706,0.0117024,0.0277762,0,0.0127986,0.0687065,0.0346988,0,0.0261503,0,0,0.0197307,0.0585998,0.0389366,0.0363348,0.00938175,0.0567131,0.0762418,0.0402422,0.077664,0.0636689,0.0376038,0.0713186,0.0511197,0.0540602,0.0789998,0.0431386,0.0289946,0.00419486,0.0151901,0.0468631,0.060406,0,0,0,0,0,0,0,0,0,0
286,0.0435261,0.0563307,0,0,0,0,0,0,0.0389171,0,0.0243891,0.0661899,0,0,0.0194169,0,0,0.0467001,0.0395534,0.0382248,0.0227607,0.0177894,0.0443175,0.038741,0.0217774,0.0467388,0.051281,0.0269379,0.0311494,0.0337828,0.0164343,0.022875,0.0282301,0.039162,0.0125421,0.0118763,0.0276509,0,0.01276,0.0684146,0.0346193,0,0.0267962,0,0,0.0198554,0.0584748,0.0389176,0.0364785,0.00925243,0.0567419,0.0762113,0.0402809,0.0777872,0.0635677,0.0379884,0.0711364,0.0507902,0.0538834,0.0789635,0.0427512,0.0288775,0.00416043,0.0152964,0.0471513,0.0600904,0,0,0,0,0,0,0,0,0,0
287,0.0434349,0.056663,0,0,0,0,0,0,0.0391087,0,0.0244782,0.0661026,0,0,0.0190728,0,0,0.0466491,0.0396455,0.0382739,0.0226744,0.0177207,0.0443066,0.039012,0.0217433,0.0467924,0.0513424,0.0269097,0.0312127,0.0337142,0.0164348,0.0227348,0.0287199,0.0391,0.0124049,0.01209,0.0276607,0,0.0126762,0.0685028,0.0344956,0,0.0273104,0,0,0.0199531,0.0584397,0.0389639,0.0364676,0.00916107,0.0567185,0.0761718,0.040241,0.0779141,0.0635672,0.0381711,0.0710267,0.0505527,0.0537689,0.0788185,0.042325,0.0287722,0.00424223,0.0154336,0.0475174,0.0600053,0,0,0,0,0,0,0,0,0,0
288,0.0432628,0.0570904,0,0,0,0,0,0,0.0395023,0,0.0245209,0.0660544,0,0,0.0189353,0,0,0.0465698,0.0397568,0.0382711,0.0226698,0.017642,0.0443519,0.0392632,0.0216566,0.046685,0.0514367,0.0269005,0.031121,0.0336317,0.0164473,0.0225655,0.0292009,0.0390709,0.0123135,0.0121869,0.0273574,0,0.0126906,0.0682383,0.0343068,0,0.0278361,0,0,0.0199668,0.0584164,0.03887,0.0364873,0.00905556,0.056732,0.0760402,0.0401325,0.0779057,0.0636497,0.0381891,0.0708994,0.0503822,0.0536385,0.0786512,0.0419066,0.0285742,0.00421708,0.0155634,0.0477228,0.0602665,0,0,0,0,0,0,0,0,0,0
289,0.0431642,0.0575496,0,0,0,0,0,0,0.0399814,0,0.0244349,0.0660346,0,0,0.0188576,0,0,0.0465346,0.0398838,0.0382516,0.0226793,0.0176046,0.0444303,0.0393616,0.0216083,0.0466414,0.0514825,0.0269289,0.0310512,0.0336593,0.0164228,0.0223935,0.0294762,0.0388831,0.0122993,0.0121937,0.0272561,0,0.0128429,0.0679786,0.0340683,0,0.0284369,0,0,0.0199917,0.0583143,0.0387087,0.0365657,0.00893454,0.05679,0.0759822,0.0400247,0.0778581,0.063546,0.0382411,0.0706989,0.0502152,0.0534499,0.0785999,0.0414298,0.0282804,0.00417183,0.0157385,0.0479138,0.0600943,0,0,0,0,0,0,0,0,0,0
