Timestep,C7,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFR,x71,x72,x73,x74,x75,REAR
All Timesteps RMSE,0.0379823,0.0582534,0,0,0,0,0,0,0.0337845,0,0.0263166,0.0637063,0,0,0.0216244,0,0,0.045807,0.0411754,0.0351963,0.0294417,0.0206875,0.0484067,0.0396521,0.0242815,0.0496954,0.0507524,0.0256969,0.0355512,0.0380968,0.0217822,0.024803,0.0306686,0.0430522,0.0132996,0.0125092,0.038661,0,0.0207562,0.0666199,0.0300985,0,0.0284299,0,0,0.0255463,0.0604861,0.0359148,0.024972,0.0144237,0.0513277,0.0668875,0.0366925,0.0683081,0.0620613,0.0393159,0.0622438,0.0421863,0.0464522,0.0697954,0.0201761,0.0299638,0.0131956,0.0144371,0.0496566,0.0637081,0,0,0,0,0,0,0,0,0,0
0,0.0458512,0.0513575,0,0,0,0,0,0,0.0382386,0,0.0242817,0.0658123,0,0,0.0205266,0,0,0.0457615,0.0387258,0.0399284,0.0228829,0.0166645,0.0419659,0.0401923,0.0218894,0.0477748,0.0516494,0.0268972,0.0316039,0.0350312,0.016812,0.0239058,0.0289275,0.0405836,0.0130501,0.0118685,0.0313531,0,0.0137327,0.0720902,0.0349764,0,0.023299,0,0,0.0189791,0.0587987,0.03777,0.0379983,0.010954,0.0558098,0.0748883,0.0383913,0.0776502,0.0630408,0.0348452,0.0712597,0.0501794,0.0537743,0.0802414,0.0433754,0.0296089,0.00508205,0.0134033,0.0474341,0.0597673,0,0,0,0,0,0,0,0,0,0
1,0.0462755,0.0520056,0,0,0,0,0,0,0.0385858,0,0.0245036,0.0658873,0,0,0.0203449,0,0,0.0455099,0.0391073,0.0410532,0.0226341,0.016529,0.0412257,0.0399034,0.0225269,0.0479557,0.0516535,0.0270733,0.0312921,0.0346852,0.0165145,0.0238586,0.0295472,0.0408288,0.0128582,0.0120571,0.0322871,0,0.0154061,0.0734306,0.035043,0,0.0229452,0,0,0.0191388,0.058082,0.0389389,0.0396841,0.0100365,0.0554258,0.0748776,0.0409667,0.0798736,0,0.049044,0.069047,0.0474317,0.0517411,0.078699,0.0389264,0.0301459,0.00485531,0.0137093,0.0480301,0.0585885,0,0,0,0,0,0,0,0,0,0
2,0.0452402,0.052252,0,0,0,0,0,0,0.0383646,0,0.0241017,0.0664775,0,0,0.0202393,0,0,0.0457503,0.0379124,0.0406679,0.0235167,0.0168358,0.0422704,0.0409092,0.0216695,0.04781,0.0512311,0.0268532,0.0315781,0.035063,0.016749,0.0237888,0.0302566,0.0405679,0.0131096,0.0121291,0.0328621,0,0.0150745,0.0699796,0.0344255,0,0.0234055,0,0,0.0191721,0.059055,0.0389994,0.0368186,0.0152614,0.056159,0.0748784,0.036351,0.075608,0,0.0911857,0.0718283,0.0505638,0.053791,0.0806873,0.0403103,0.0298344,0.00475981,0.01372,0.0477439,0.0592603,0,0,0,0,0,0,0,0,0,0
3,0.044607,0.0523947,0,0,0,0,0,0,0.0383344,0,0.0239177,0.0667166,0,0,0.0199443,0,0,0.0459245,0.0375464,0.0405916,0.0236507,0.0167622,0.0428055,0.0414803,0.0214055,0.0477749,0.0512382,0.0267641,0.0315901,0.0351834,0.0167739,0.0235741,0.0309249,0.0400898,0.0130718,0.0121627,0.0329199,0,0.014839,0.0688081,0.033924,0,0.0240193,0,0,0.0191785,0.059654,0.039102,0.0361264,0.0170478,0.0566432,0.0750432,0.0346567,0.0743551,0,0.109543,0.0727877,0.0516293,0.054581,0.0808533,0.0394413,0.0295001,0.00468434,0.0138987,0.0476225,0.0594618,0,0,0,0,0,0,0,0,0,0
4,0.0458192,0.0522045,0,0,0,0,0,0,0.0416027,0,0.0264876,0.0671862,0,0,0.0193896,0,0,0.0457844,0.0437568,0.0433946,0.0167567,0.0153028,0.0430148,0.0401844,0.0241276,0.0491032,0.0544321,0.0304115,0.0291881,0.0324882,0.0147914,0.0242921,0.031395,0.0403151,0.012901,0.0122425,0.0297861,0,0.0178622,0,0.0343721,0,0.0246464,0,0,0.0190349,0.0667932,0.0392268,0.0576413,0.012789,0.0591234,0.0766124,0.0480173,0.0834641,0,0,0.0582012,0.0385278,0.0445315,0.0718143,0.0339194,0.0295375,0.00451138,0.0142779,0.0485517,0.0572038,0,0,0,0,0,0,0,0,0,0
5,0.0451654,0.0528674,0,0,0,0,0,0,0.0383796,0,0.0245777,0.0665943,0,0,0.0189801,0,0,0.0458922,0.0392403,0.042193,0.0218269,0.0161761,0.0415255,0.0410401,0.0225103,0.0482845,0.0519535,0.0268954,0.0307629,0.0344176,0.0160015,0.0228649,0.032121,0.0400828,0.0128484,0.012562,0.0310976,0,0.0135243,0.0739046,0.0338523,0,0.0253529,0,0,0.0191875,0.0596489,0.0354694,0.0411493,0.00556496,0.0563399,0.07569,0.0411507,0.0772844,0.0653481,0,0.0683047,0.0474382,0.0522739,0.0791576,0.034538,0.029091,0.00434295,0.0145891,0.0481913,0.0575998,0,0,0,0,0,0,0,0,0,0
6,0.0447379,0.0534068,0,0,0,0,0,0,0.0377516,0,0.0294762,0,0,0,0.0186841,0,0,0.046074,0.0421464,0.0448898,0.0226078,0.0122814,0.0437589,0.0412206,0.0227034,0.0516982,0.0570292,0.0299523,0.0263096,0.0279258,0.0135428,0.0251771,0.0414124,0.0397337,0.0127245,0.0125309,0.0335062,0,0.0168319,0,0.0335988,0,0.0262421,0,0,0.0195591,0.0687118,0.0365052,0.0509771,0.00483286,0.0605192,0.0762925,0.0417717,0.0773306,0.0699943,0,0.0624064,0.0420879,0.0477108,0.0731696,0.0269953,0.0290386,0.00422696,0.0153401,0.0484783,0.0572741,0,0,0,0,0,0,0,0,0,0
7,0.0451212,0.0536282,0,0,0,0,0,0,0.0376909,0,0.0245452,0.0658972,0,0,0.0183474,0,0,0.0461637,0.03926,0.0430604,0.0217576,0.0161201,0.0416545,0.0416481,0.0226827,0.0482625,0.0519383,0.0268113,0.0306363,0.0344472,0.0157711,0.0219588,0.0335674,0.0395304,0.0128186,0.0125589,0.0317746,0,0.0139005,0.0732539,0.0331428,0,0.0277215,0,0,0.0195711,0.0595268,0.0341578,0.04107,0.00569282,0.0564379,0.0756301,0.0409652,0.0773019,0.0651935,0,0.0678374,0.0469209,0.0520954,0.0774729,0.0304922,0.0280211,0.00415702,0.0151874,0.049005,0.0570556,0,0,0,0,0,0,0,0,0,0
8,0.04526,0.053835,0,0,0,0,0,0,0.0368636,0,0.0263583,0,0,0,0.0179156,0,0,0.046352,0.0393499,0.0469185,0.0270156,0.0154617,0.0414912,0.0416361,0.0235417,0.0516682,0.054859,0.0258397,0.0277808,0.0312443,0.0136946,0.0211183,0.0352772,0.0392224,0.0128363,0.0125024,0.0337679,0,0.0151401,0.0732429,0.0328497,0,0.028602,0,0,0.0198909,0.063344,0.0334146,0.0400102,0.00601719,0.057,0.0760844,0.0407589,0.075883,0.0653572,0,0.0670493,0.0460309,0.0513208,0.0763923,0.0245159,0.0278336,0.0042048,0.0156022,0.049888,0.0563999,0,0,0,0,0,0,0,0,0,0
9,0.0449665,0.0548796,0,0,0,0,0,0,0.0376928,0,0.0243663,0.0655876,0,0,0.0174751,0,0,0.0466499,0.0394685,0.0431754,0.0214287,0.0160603,0.0420603,0.0421604,0.0229006,0.0485198,0.0519089,0.0265886,0.0305082,0.0344513,0.0156663,0.0213283,0.0349107,0.0393539,0.0129592,0.012716,0.0322632,0,0.0145235,0.0727934,0.0320199,0,0.0287444,0,0,0.0198263,0.0593612,0.0333915,0.0412107,0.00596244,0.0565132,0.0759485,0.0408377,0.0763875,0.0652811,0,0.0672682,0.0464865,0.0516516,0.0768386,0.0260111,0.0276383,0.00387156,0.0155558,0.0502477,0.0561376,0,0,0,0,0,0,0,0,0,0
10,0.0452933,0.0550706,0,0,0,0,0,0,0.0370682,0,0.0260702,0,0,0,0.0172376,0,0,0.0472938,0.0398196,0.0471599,0.0263929,0.0152973,0.042144,0.0421256,0.0235642,0.0518154,0.0548197,0.025811,0.0278643,0.0314054,0.0136514,0.020605,0.0367053,0.0388943,0.0130593,0.0127483,0.0356832,0,0.0156451,0.072945,0.0319698,0,0.0295151,0,0,0.0200995,0.0631702,0.0328969,0.0401016,0.00655948,0.0571414,0.0760333,0.0403202,0.075313,0.0651267,0,0.0666128,0.0458985,0.0509428,0.0758705,0.0200753,0.027123,0.00384184,0.0159771,0.0502634,0.0555565,0,0,0,0,0,0,0,0,0,0
11,0.0445613,0.0555885,0,0,0,0,0,0,0.0385307,0,0.0272786,0,0,0,0.0168665,0,0,0.0478403,0.0427988,0.0470379,0.0216058,0.0141183,0.0445692,0.0428226,0.0236767,0.0516481,0.0564337,0.0289726,0.0268246,0.0300173,0.0129133,0.0218049,0.0391913,0.0389551,0.0131201,0.0129077,0.0373182,0,0.0181618,0,0.030924,0,0.0299754,0,0,0.0203083,0.068296,0.0351377,0.0505766,0.00775885,0.0604021,0.076625,0.0406774,0.0761891,0.0696241,0,0.061172,0.0412036,0.0468235,0.071341,0.0172767,0.0267133,0.00335296,0.0167727,0.0501939,0.0554689,0,0,0,0,0,0,0,0,0,0
12,0.0455519,0.0561059,0,0,0,0,0,0,0.0370441,0,0.0260644,0,0,0,0.0165935,0,0,0.0483372,0.0401572,0.0475596,0.026923,0.0152122,0.0429249,0.0425683,0.023808,0.0514253,0.0550408,0.0258909,0.0279151,0.0315639,0.0136002,0.0199186,0.0381828,0.0383842,0.0132314,0.0130254,0.0367951,0,0.0160781,0.0724327,0.0312248,0,0.0277815,0,0,0.023085,0.0628582,0.0322932,0.0401692,0.00725192,0.0573425,0.0745765,0.0398407,0.0746682,0.0649818,0,0.0662225,0.0451874,0.0505042,0.0753495,0.0170226,0.0275632,0.00546457,0.0147966,0.0504885,0.054361,0,0,0,0,0,0,0,0,0,0
13,0.0448468,0.0564038,0,0,0,0,0,0,0.0376765,0,0.0241934,0.0646771,0,0,0.0161553,0,0,0.0485822,0.0399938,0.0437698,0.021824,0.015737,0.0429311,0.0435356,0.0230906,0.0481767,0.0520988,0.0263353,0.0305855,0.0347088,0.0156176,0.0200319,0.0377253,0.0383833,0.0133015,0.013363,0.0345267,0,0.0153185,0.0719355,0.0298263,0,0.0310476,0,0,0.0213229,0.0590658,0.03224,0.0413548,0.00700195,0.056679,0.0757353,0.0400165,0.0755353,0.0649815,0,0.0664959,0.0453778,0.0506014,0.0757405,0.0194572,0.0257299,0.00381492,0.0164084,0.0504051,0.0543633,0,0,0,0,0,0,0,0,0,0
14,0.0444582,0.0574795,0,0,0,0,0,0,0.0368828,0,0.0260218,0,0,0,0.0160279,0,0,0.048884,0.040238,0.0480336,0.027344,0.0153725,0.0424422,0.044112,0.023824,0.0513664,0.0550259,0.0253211,0.0279755,0.0316826,0.0136609,0.0193082,0.0393521,0.0378419,0.0132538,0.0133713,0.0371627,0,0.0163788,0.072008,0.0295666,0,0.0295743,0,0,0.0236678,0.062617,0.032108,0.0399695,0.00797925,0.0567158,0.0761018,0.0398837,0.074296,0.0650193,0,0.0657709,0.0445475,0.0499469,0.0747944,0.0154497,0.0276108,0.00547089,0.0152966,0.0511426,0.0531376,0,0,0,0,0,0,0,0,0,0
15,0.0448128,0.0583108,0,0,0,0,0,0,0.0381811,0,0.0239838,0.0642734,0,0,0.0157898,0,0,0.0489345,0.0401891,0.0445142,0.0215984,0.0157308,0.0434896,0.0444686,0.0230994,0.0483728,0.0520147,0.0260338,0.0304189,0.0348055,0.0157028,0.0199007,0.0387503,0.038028,0.0130998,0.0135381,0.0349429,0,0.0153339,0.0713747,0.0290009,0,0.0327908,0,0,0.022402,0.0585263,0.0322591,0.0417364,0.00788251,0.0570143,0.0754798,0.0402201,0.0751819,0.0647766,0,0.0659622,0.0448199,0.0505539,0.0752839,0.0184114,0.025523,0.00418076,0.0163703,0.0508069,0.0532667,0,0,0,0,0,0,0,0,0,0
16,0.0449151,0.0588464,0,0,0,0,0,0,0.0384086,0,0.0240792,0.0642165,0,0,0.0159019,0,0,0.0491435,0.0402545,0.0447428,0.0214695,0.0158147,0.0439391,0.0451133,0.023108,0.0485178,0.0520697,0.0259677,0.0304886,0.0346971,0.0156612,0.0194887,0.0392363,0.038154,0.013145,0.013672,0.0347782,0,0.0154337,0.071155,0.0287053,0,0.0334272,0,0,0.0232743,0.0582374,0.0324406,0.0418873,0.00866752,0.0572042,0.0750855,0.040306,0.0751172,0.064629,0,0.0656633,0.0443029,0.0501472,0.0749949,0.0184281,0.0253596,0.0047345,0.0163834,0.0512395,0.0530431,0,0,0,0,0,0,0,0,0,0
17,0.0452507,0.059562,0,0,0,0,0,0,0.038847,0,0.0242159,0.0641746,0,0,0.0161757,0,0,0.0494266,0.040407,0.0445479,0.0213775,0.0158982,0.0445611,0.0456696,0.023191,0.0485261,0.0521733,0.0259729,0.030416,0.0346919,0.0155382,0.0191123,0.0395921,0.0372676,0.0132372,0.0139066,0.0346054,0,0.0157024,0.070966,0.0285149,0,0.0329394,0,0,0.0254052,0.0579548,0.0325599,0.0421613,0.00964232,0.0575668,0.0742621,0.0406413,0.0747898,0.0643947,0,0.0652723,0.0439148,0.0496752,0.0745491,0.0178477,0.026045,0.00663309,0.0161305,0.0516695,0.0528413,0,0,0,0,0,0,0,0,0,0
18,0.0451497,0.0602841,0,0,0,0,0,0,0.0395967,0,0.0242069,0.0641563,0,0,0.0163404,0,0,0.0498905,0.0404768,0.0443881,0.0211605,0.0158936,0.0449983,0.046606,0.0231228,0.0485642,0.0522241,0.0261777,0.0305275,0.0349103,0.015492,0.0189417,0.0399701,0.0367232,0.0133813,0.0140151,0.0344248,0,0.0163997,0.0707587,0.0278216,0,0.0340438,0,0,0.0256653,0.0577548,0.0321371,0.0422406,0.0107355,0.0577488,0.0746256,0.0408241,0.0748743,0.0640749,0,0.0647687,0.0435396,0.0491353,0.0739013,0.0171192,0.0253972,0.00685863,0.0161624,0.0520033,0.0526827,0,0,0,0,0,0,0,0,0,0
19,0.0448932,0.0618188,0,0,0,0,0,0,0.0426353,0,0.025502,0.0640238,0,0,0.0169191,0,0,0.0504658,0.0442008,0.0450952,0.0171307,0.0155366,0.0479591,0.0475539,0.0239658,0.0487829,0.0540088,0.0293456,0.0297306,0.0337649,0.0147442,0.0196243,0.0402259,0.0362819,0.01337,0.0141938,0.0346263,0,0.01952,0,0.0272287,0,0.0352716,0,0,0.0239528,0.0623431,0.0333058,0.0523288,0.0135266,0.0614733,0.0743673,0.0404222,0.0756816,0.0679486,0,0.0592083,0.0389457,0.0444999,0.0688153,0.0160428,0.0239536,0.00541827,0.016609,0.0527377,0.0521989,0,0,0,0,0,0,0,0,0,0
20,0.0460167,0.0626628,0,0,0,0,0,0,0.0448777,0,0.02594,0.0656277,0,0,0.0171945,0,0,0.0509338,0.041832,0.0455044,0.0244758,0.0139968,0.0467918,0.0480231,0.025453,0,0.0542169,0.0256945,0.0280108,0.0325973,0.0132646,0.0189068,0.0408575,0.03589,0.0134207,0.01441,0.0319676,0,0.0180035,0.0701785,0.0267499,0,0.0359052,0,0,0.0242909,0.05751,0.0278762,0.0413408,0.0127951,0.0581576,0.0737487,0.0410416,0.0747085,0.0648475,0,0.0625622,0.0423492,0.0466903,0.0713481,0.0174918,0.0228891,0.00567144,0.016683,0.0536493,0.050712,0,0,0,0,0,0,0,0,0,0
21,0.0451901,0.062988,0,0,0,0,0,0,0.0412825,0,0.0246693,0.0631014,0,0,0.0181445,0,0,0.0515676,0.0409787,0.044787,0.0219067,0.0161005,0.047237,0.0491117,0.0234942,0.047155,0.0523897,0.02611,0.0302941,0.0340323,0.0151424,0.0185322,0.0405973,0.0352924,0.0136666,0.0144584,0.0301685,0,0.0172127,0.0700242,0.0258285,0,0.0375454,0,0,0.0245898,0.0567028,0.0248356,0.0423082,0.0127083,0.0591285,0.0748621,0.0407004,0.0744473,0.0651153,0,0.0618467,0.0420021,0.0452519,0.0699382,0.0184058,0.0218578,0.00556091,0.0172763,0.0539823,0.0508099,0,0,0,0,0,0,0,0,0,0
22,0.045128,0.0637769,0,0,0,0,0,0,0.0414263,0,0.0245871,0.0627923,0,0,0.0192215,0,0,0.0521146,0.0410405,0.0448213,0.0219327,0.0162039,0.0475676,0.0501175,0.0237169,0.0469313,0.0523589,0.025434,0.0298354,0.034012,0.0150742,0.0184816,0.0408385,0.0350555,0.0139345,0.0145026,0.0291681,0,0.0159604,0.0703375,0.0252081,0,0.0392492,0,0,0.0252395,0.0567018,0.0236077,0.0423106,0.0116494,0.0599029,0.0751908,0.0399664,0.073974,0.0653929,0,0.0613925,0.0414564,0.0440469,0.0688368,0.0180367,0.020992,0.00572298,0.0178572,0.0546459,0.0504503,0,0,0,0,0,0,0,0,0,0
23,0.0451507,0.064727,0,0,0,0,0,0,0.041025,0,0.0244211,0.0629508,0,0,0.0203978,0,0,0.0527553,0.0412489,0.0445306,0.0217704,0.0163107,0.0477612,0.0510604,0.0239227,0.0471699,0.052605,0.0249111,0.0297942,0.0340416,0.0150893,0.0180715,0.0412366,0.0352754,0.014018,0.0147389,0.0298976,0,0.0149091,0.0712157,0.0247243,0,0.0410276,0,0,0.0262132,0.0572173,0.0236149,0.0425543,0.0100522,0.0611132,0.0755736,0.0399645,0.0738804,0.0657762,0,0.0623874,0.0411927,0.0447698,0.0700479,0.0183023,0.0204535,0.00607698,0.0185587,0.0553485,0.0500823,0,0,0,0,0,0,0,0,0,0
24,0.0452967,0.065459,0,0,0,0,0,0,0.0393615,0,0.0260517,0,0,0,0.0210526,0,0,0.053299,0.0419373,0.048247,0.026812,0.0168671,0.0477262,0.0514567,0.0245827,0.0503057,0.0559608,0.0245048,0.0274341,0.0313141,0.0134783,0.0168278,0.0428078,0.0347605,0.0139705,0.0149806,0.0315708,0,0.0154797,0.0728565,0.0246945,0,0.0415928,0,0,0.0288815,0.0619587,0.0245097,0.0417171,0.00996892,0.0623017,0.0763731,0.0399117,0.0729457,0.0660491,0,0.0635082,0.0412883,0.046074,0.0715863,0.0165946,0.021865,0.0077592,0.0187643,0.0561401,0.0492561,0,0,0,0,0,0,0,0,0,0
25,0.0460469,0.0662172,0,0,0,0,0,0,0.0406233,0,0.024367,0.0621207,0,0,0.0209488,0,0,0.053446,0.0431901,0.0451034,0.0203059,0.0162098,0.0479848,0.0517867,0.024893,0.0479667,0.0533489,0.0243927,0.029703,0.0337333,0.0153754,0.0173524,0.0420946,0.0341829,0.0135493,0.0155866,0.0389835,0,0.016654,0.0738821,0.0243675,0,0.0436412,0,0,0.0278845,0.0537928,0.028647,0.0447641,0.00220014,0.0627642,0.0765201,0.0462918,0,0.070497,0,0.0609831,0.0369388,0.0433377,0.0690995,0.0114081,0.0197937,0.00729999,0.0192383,0.0570476,0.0484276,0,0,0,0,0,0,0,0,0,0
26,0.0453244,0.0666062,0,0,0,0,0,0,0.0397034,0,0.023984,0.063961,0,0,0.0213245,0,0,0.0536267,0.0425047,0.0455178,0.0215538,0.0167105,0.049562,0.0525835,0.0236549,0.0483676,0.0538135,0.0241989,0.0302802,0.0342295,0.0158292,0.016987,0.0430151,0.0337417,0.0137629,0.015407,0.027704,0,0.0138575,0.073671,0.0240169,0,0.0441529,0,0,0.0289175,0.0574374,0.0277975,0.0443664,0.00857872,0.0638429,0.0770589,0.0394405,0.0754214,0.0642198,0,0.0647405,0.0432491,0.0471595,0.0723879,0.0252016,0.0199638,0.00804382,0.0191566,0.0570594,0.0491958,0,0,0,0,0,0,0,0,0,0
27,0.0456271,0.0667615,0,0,0,0,0,0,0.0421625,0,0.0255184,0.0626699,0,0,0.0214821,0,0,0.0537052,0.0477481,0.0463458,0.0157901,0.016203,0.0499672,0.0529424,0.0253979,0.0491617,0.0561908,0.0274014,0.0291816,0.0334572,0.0150553,0.0176608,0.0431086,0.0335474,0.0137355,0.0155693,0.0382125,0,0.0182924,0,0.0240457,0,0.0435927,0,0,0.0303985,0.0571536,0.0337889,0.0565199,0.00488308,0.0653805,0.0769581,0.0457612,0,0.0731039,0,0.0547242,0.0321928,0.0377458,0.0628026,0.0133211,0.0208145,0.00913145,0.0192695,0.0570502,0.0491871,0,0,0,0,0,0,0,0,0,0
28,0.0466301,0.0670206,0,0,0,0,0,0,0.0447169,0,0.0268226,0.0641335,0,0,0.0212243,0,0,0.0536919,0.0492694,0.0473926,0.0176579,0.0156724,0.0491393,0.0526385,0.0279143,0,0.0582964,0.0262992,0.0273339,0.0319047,0.0134266,0.0175103,0.0436976,0.0335337,0.0136929,0.0157871,0.0401821,0,0.0191404,0,0.0242921,0,0.0430739,0,0,0.0309799,0.0548662,0.0354907,0.0559902,0.010561,0.0631715,0.0764603,0,0,0.0770038,0,0.0508241,0.0285192,0.0347597,0.0600911,0.0144499,0.0208509,0.00993866,0.0191923,0.0568873,0.0484716,0,0,0,0,0,0,0,0,0,0
29,0.0440042,0.0675524,0,0,0,0,0,0,0.0407886,0,0.0243584,0.0640977,0,0,0.0210181,0,0,0.0537754,0.0467089,0.0457989,0.0156795,0.0170672,0.0519444,0.0531942,0.0235761,0.0494526,0.0564449,0.0265642,0.0304794,0.0340327,0.0158399,0.0169596,0.0442719,0.0337574,0.0135593,0.0159414,0.0265095,0,0.014927,0,0.0235217,0,0.0434517,0,0,0.0311359,0.061102,0.0307573,0.0558424,0.00764957,0.0662099,0.0764623,0.0380213,0.0759587,0.067855,0,0.0574752,0.03772,0.041451,0.0667114,0.0250211,0.0203283,0.0102762,0.0191939,0.0553334,0.0516349,0,0,0,0,0,0,0,0,0,0
30,0.0430456,0.0677316,0,0,0,0,0,0,0.0405123,0,0.0238062,0.0636937,0,0,0.0205873,0,0,0.0538411,0.0469004,0.0454791,0.0156344,0.0173993,0.0520717,0.0531826,0.0235295,0.0501214,0.0565259,0.0263082,0.0305344,0.0343104,0.0160149,0.0166826,0.0442638,0.0339177,0.0134513,0.0161928,0.0267794,0,0.0146538,0,0.0232472,0,0.0436954,0,0,0.0313408,0.0611199,0.0305201,0.0556569,0.00755933,0.0659262,0.0758159,0.039496,0.0760322,0.0685738,0,0.0578195,0.0377176,0.041791,0.0671879,0.0249317,0.0201332,0.0105757,0.0193638,0.0552388,0.052834,0,0,0,0,0,0,0,0,0,0
31,0.0419949,0.0680151,0,0,0,0,0,0,0.0399937,0,0.0234099,0.0634457,0,0,0.0208429,0,0,0.054145,0.0473319,0.0455967,0.0160365,0.0177479,0.0521648,0.0531239,0.0236624,0.0506036,0.0567989,0.0262917,0.0308606,0.0345649,0.016041,0.0164946,0.0440452,0.0342174,0.0135397,0.0163568,0.0273742,0,0.0143974,0,0.0228539,0,0.0440354,0,0,0.0318148,0.0614825,0.030227,0.0555881,0.00719143,0.0657553,0.075258,0.0405257,0.07592,0.0691137,0,0.0583481,0.0377916,0.0419803,0.0673731,0.0245627,0.0199562,0.0108766,0.0196487,0.0553108,0.0541289,0,0,0,0,0,0,0,0,0,0
32,0.0410604,0.0686076,0,0,0,0,0,0,0.0392815,0,0.0244,0,0,0,0.0204367,0,0,0.0544116,0.0481127,0.0483652,0.0220806,0.0195575,0.0521619,0.0524048,0.0245593,0.0534086,0.0599497,0.0271239,0.0291677,0.0330263,0.0148498,0.0157329,0.0450896,0.0342408,0.0136945,0.0160559,0.0298705,0,0.0152,0,0.0226077,0,0.0446161,0,0,0.0324469,0.0652696,0.0300522,0.0536258,0.0079512,0.0657985,0.0752168,0.0408283,0.074707,0.0693465,0,0.0581656,0.0374969,0.0415583,0.0668052,0.0207819,0.0198334,0.0109779,0.0198484,0.0555393,0.0549026,0,0,0,0,0,0,0,0,0,0
33,0.0396128,0.0689179,0,0,0,0,0,0,0.0386122,0,0.0204892,0.0620187,0,0,0.0205516,0,0,0.0545153,0.0472632,0.0428163,0.0166776,0.0213672,0.052559,0.0528779,0.0242361,0.049759,0.0553852,0.0247424,0,0.0375312,0.0188422,0.017762,0.0437431,0.0342305,0.013866,0.0159301,0.0275295,0,0.0141226,0,0.022091,0,0.0450666,0,0,0.0332563,0.0614413,0.0304101,0.0554192,0.0063824,0.0659725,0.074428,0.0401879,0.0755075,0.0691006,0,0.0585481,0.0381022,0.0420322,0.0674222,0.0236592,0.019476,0.0110612,0.0201385,0.0552574,0.0563255,0,0,0,0,0,0,0,0,0,0
34,0.0388506,0.0691578,0,0,0,0,0,0,0.0378724,0,0.0214342,0,0,0,0.0198378,0,0,0.0543007,0.0480608,0.0454328,0.0223421,0.0233501,0.0530354,0.0523107,0.0250166,0.0531411,0.0583918,0.0258353,0,0.0362854,0.0177571,0.0170448,0.0447739,0.0343762,0.0137124,0.015938,0.029724,0,0.0151688,0,0.0219184,0,0.0456722,0,0,0.0338846,0.0648814,0.0304893,0.05306,0.00782109,0.0662228,0.0740781,0.0398619,0.0739063,0.0690261,0,0.0579666,0.0374378,0.0415012,0.0661304,0.0197512,0.0193479,0.0111951,0.0203851,0.0552868,0.0567823,0,0,0,0,0,0,0,0,0,0
35,0.0388598,0.0693951,0,0,0,0,0,0,0.0406191,0,0.0263057,0,0,0,0.0193273,0,0,0.0543372,0.0521386,0.0518912,0.0265758,0.0195904,0.0546879,0.0523323,0.0268066,0.0579959,0,0.029951,0.0276375,0.0309726,0.0123711,0.0149991,0.0421497,0.0345696,0.0127963,0.0169457,0.0303684,0,0.0157142,0,0.0211955,0,0.0453546,0,0,0.0346498,0.0654742,0.0311927,0.0505635,0.00880462,0.0658265,0.0722481,0.0398897,0.0739016,0.069715,0,0.0568635,0.0365912,0.0408489,0.0651807,0.0191599,0.0189816,0.0107808,0.021022,0.0553687,0.0569539,0,0,0,0,0,0,0,0,0,0
36,0.0381073,0.0693265,0,0,0,0,0,0,0.0378574,0,0.0219564,0.0625934,0,0,0.0192363,0,0,0.0545868,0.048385,0.0457181,0.0180583,0.0188251,0.0529733,0.0525353,0.024463,0.0528927,0.0566831,0.0251776,0.033654,0.0352464,0.0164928,0.0167728,0.0410574,0.034385,0.0134102,0.0165694,0.029915,0,0.0154063,0,0.0205949,0,0.0458887,0,0,0.0352974,0.0598108,0.0314271,0.0546824,0.00999083,0.0650705,0.072396,0,0.0782103,0.0717153,0,0.0550741,0.035339,0.0402774,0.0646697,0.0195317,0.0187592,0.0112838,0.0209694,0.0551085,0.0576761,0,0,0,0,0,0,0,0,0,0
37,0.0381382,0.069635,0,0,0,0,0,0,0.0371076,0,0.0217361,0.0627967,0,0,0.0188692,0,0,0.0547032,0.0490709,0.045351,0.0189824,0.0201289,0.053745,0.0530237,0,0.0543389,0.0569572,0.0244224,0.0343296,0.0349719,0.0167045,0.017056,0.0413011,0.0345573,0.0131974,0.0169407,0.0301606,0,0.0158806,0,0.0196748,0,0.0453598,0,0,0.0359154,0.0594096,0.0321166,0.0541405,0.0106819,0.064664,0.0712181,0,0.0787259,0.0719736,0,0.0545492,0.0352031,0.0404987,0.0643572,0.0195183,0.0186235,0.011248,0.021234,0.0552042,0.0581538,0,0,0,0,0,0,0,0,0,0
