Timestep,C7,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFR,x71,x72,x73,x74,
204,0.0326691,0.0712693,0,0,0,0,0,0,0.0311042,0,0.0334189,0.0628905,0,0,0.0308537,0,0,0.0490926,0.0459329,0.0312185,0.018372,0.0575922,0.0532804,0.0253161,0.0549449,0.0572848,0.0235706,0.0331492,0.0330246,0.0230392,0.0232424,0.0489278,0.0371232,0.0136125,0.012353,0.0393928,0,0.0230552,0.0674273,0.0209107,0,0,0.0354117,0,0,0.0361335,0.0566592,0.0316434,0.0289159,0.0147546,0.0552664,0.0669174,0.0382589,0.065387,0.061167,0.0416599,0.0598594,0.0400557,0.0439721,0.0695737,0.0121242,0.0207305,0.00631498,0.0219493,0.0542999,0.0602995,0,0,0,0,0,0,0,0,0
205,0.0325542,0.0710153,0,0,0,0,0,0,0.0309813,0,0.0338656,0.0633489,0,0,0.0308243,0,0,0.0490647,0.0456955,0.0315413,0.0185536,0.0577022,0.0532866,0.0254838,0.0547883,0.0567779,0.0233279,0.0330702,0.0328401,0.0231772,0.0233322,0.0482638,0.0370689,0.0136448,0.012243,0.0394552,0,0.0232706,0.0671602,0.0207662,0,0,0.0350873,0,0,0.0361662,0.0567374,0.0319406,0.0283685,0.0150844,0.0550114,0.0670751,0.0380503,0.0652362,0.0611815,0.0418817,0.0596344,0.0398393,0.0437843,0.069402,0.0121355,0.0207667,0.00638526,0.0219244,0.0540729,0.0603121,0,0,0,0,0,0,0,0,0
206,0.0324355,0.0708038,0,0,0,0,0,0,0.0312032,0,0.0343075,0.0640587,0,0,0.0307091,0,0,0.0490314,0.0454237,0.0318083,0.0187773,0.057744,0.0533041,0.0256211,0.0545901,0.0565212,0.0230947,0.0329746,0.0327152,0.0233394,0.0235672,0.0473271,0.0370236,0.0134893,0.0123092,0.0395429,0,0.0235214,0.0669298,0.0206174,0,0,0.0348175,0,0,0.0359971,0.0568104,0.0322012,0.0279181,0.0153922,0.0547712,0.0673075,0.0379558,0.0650441,0.0611881,0.0420227,0.0594417,0.0396778,0.0435862,0.0692386,0.0121381,0.0207371,0.00645753,0.0218734,0.0539016,0.0602993,0,0,0,0,0,0,0,0,0
207,0.0323499,0.0707735,0,0,0,0,0,0,0.0318133,0,0.0345602,0.0639779,0,0,0.0305668,0,0,0.048912,0.04524,0.0322188,0.0190319,0.0577839,0.0533321,0.0256416,0.0544736,0.0563856,0.0229539,0.0329427,0.0326627,0.0235517,0.023839,0.0461724,0.0370554,0.0131234,0.0125575,0.0396745,0,0.0237844,0.0667426,0.0204526,0,0,0.034669,0,0,0.0357226,0.0569189,0.0324509,0.0273645,0.0157119,0.0545244,0.0676295,0.0379804,0.0648266,0.0611885,0.0420731,0.0592799,0.0394017,0.0433989,0.0690816,0.0121146,0.0207184,0.00646383,0.0217621,0.0536596,0.0601904,0,0,0,0,0,0,0,0,0
208,0.032309,0.0708111,0,0,0,0,0,0,0.0328231,0,0.0346848,0.0643044,0,0,0.0305443,0,0,0.0489987,0.0449842,0.032631,0.0191422,0.0578534,0.0533488,0.0256067,0.0544229,0.0560872,0.022731,0.0329661,0.0326355,0.0238624,0.0241136,0.0446272,0.0371472,0.0133325,0.0123996,0.0398209,0,0.0240302,0.0665161,0.0202508,0,0,0.0345302,0,0,0.0357147,0.0571216,0.0327045,0.0268079,0.0161326,0.0543134,0.0679058,0.0380126,0.0647153,0.0611792,0.0421464,0.0591179,0.0390019,0.0432183,0.0689075,0.0121012,0.0208637,0.00652211,0.0218019,0.0534505,0.0599444,0,0,0,0,0,0,0,0,0
209,0.0322587,0.0707068,0,0,0,0,0,0,0.0339812,0,0.0348421,0.0644122,0,0,0.0304291,0,0,0.0489861,0.0446503,0.0330397,0.0192764,0.057927,0.0533184,0.0257557,0.0542716,0.0557143,0.0225472,0.0329349,0.0325154,0.0240355,0.0243472,0.0426724,0.0372804,0.0129781,0.0127161,0.0400791,0,0.0243237,0.0663037,0.0200156,0,0,0.0344456,0,0,0.0358005,0.0573742,0.0329644,0.0263104,0.0165695,0.0541343,0.0681478,0.0380668,0.0645198,0.0611798,0.0423158,0.0590131,0.0389279,0.0429999,0.0686506,0.0120417,0.0210127,0.00658382,0.0217169,0.0532712,0.059659,0,0,0,0,0,0,0,0,0
210,0.0322159,0.0705954,0,0,0,0,0,0,0.0349138,0,0.0351204,0.0643833,0,0,0.0302481,0,0,0.0490224,0.0444069,0.0334441,0.0193816,0.0580067,0.0533266,0.0259245,0.0541075,0.0554885,0.0224313,0.032841,0.0321753,0.0241289,0.024528,0.0405893,0.0374063,0.0126729,0.0130202,0.0401148,0,0.0246459,0.0661245,0.0198198,0,0,0.0343985,0,0,0.0359015,0.05757,0.0332378,0.0257892,0.0169219,0.0539226,0.0683704,0.0381173,0.0643471,0.0611232,0.0424831,0.0589433,0.0391301,0.0427817,0.0683652,0.0120907,0.0211652,0.00662828,0.0216059,0.0530241,0.0593549,0,0,0,0,0,0,0,0,0
211,0.0321827,0.0704704,0,0,0,0,0,0,0.0356106,0,0.0354126,0.0642394,0,0,0.030096,0,0,0.0489957,0.0442312,0.0338538,0.0194595,0.0580501,0.0533514,0.0260005,0.0538222,0.0552872,0.0224209,0.0327175,0.0318332,0.0241569,0.0246249,0.0389289,0.0374713,0.0125466,0.0131186,0.0394173,0,0.0248864,0.0659742,0.0196023,0,0,0.0343576,0,0,0.035892,0.0577707,0.0335323,0.025228,0.0171907,0.0536736,0.0685977,0.0380862,0.0643823,0.0609573,0.0424804,0.0585058,0.0391428,0.0425848,0.0681103,0.0123681,0.0213526,0.00669073,0.0215497,0.0527454,0.0590086,0,0,0,0,0,0,0,0,0
212,0.0320757,0.0700752,0,0,0,0,0,0,0.0363012,0,0.0357977,0.0637895,0,0,0.0301186,0,0,0.0489155,0.0440586,0.0342989,0.019625,0.0580451,0.0533856,0.0261041,0.0535202,0.0548055,0.0224862,0.0325239,0.0316511,0.0240523,0.0245476,0.0373098,0.0374233,0.0130333,0.0125518,0.0399148,0,0.0254953,0.0658186,0.0193281,0,0,0.0342706,0,0,0.0356817,0.0579504,0.0349244,0.0246175,0.0174679,0.0534394,0.0688504,0.0380686,0.0646302,0.0607336,0.0424165,0.0579165,0.0388666,0.0419761,0.0674473,0.0117169,0.0215105,0.00657393,0.0215574,0.0525146,0.0587197,0,0,0,0,0,0,0,0,0
213,0.0319586,0.0697295,0,0,0,0,0,0,0.0371534,0,0.0361831,0.0638766,0,0,0.0300643,0,0,0.0490827,0.0437674,0.0345884,0.0197769,0.0579,0.0534328,0.0262366,0.0532386,0.0541903,0.0224716,0.0322502,0.0315149,0.0237972,0.0243912,0.0357606,0.0373482,0.0136246,0.012068,0.0415355,0,0.0265746,0.0656083,0.0190426,0,0,0.0341246,0,0,0.0354365,0.0581172,0.0372808,0.0240869,0.0177661,0.0532701,0.069134,0.0380055,0.0647756,0.0606914,0.0424584,0.0573537,0.0385681,0.0411178,0.0664655,0.0109123,0.0216889,0.0064563,0.0215299,0.052312,0.0584916,0,0,0,0,0,0,0,0,0
214,0.031815,0.069452,0,0,0,0,0,0,0.0385986,0,0.0365257,0.0638868,0,0,0.0299346,0,0,0.0492411,0.0435394,0.0347778,0.0199496,0.0576148,0.0535043,0.0262615,0.0530624,0.0537548,0.0224768,0.0319932,0.0313451,0.0235522,0.0242632,0.0342363,0.0376335,0.0138399,0.011913,0.0433875,0,0.0279199,0.0654133,0.0187574,0,0,0.0340361,0,0,0.0351474,0.0583542,0.039143,0.0235454,0.0180191,0.0530369,0.0693579,0.0378725,0.0646385,0.0606548,0.0425648,0.0567704,0.0383705,0.0402673,0.0654796,0.0108925,0.0217133,0.00621353,0.0211483,0.0520902,0.0583039,0,0,0,0,0,0,0,0,0
215,0.0316888,0.0691394,0,0,0,0,0,0,0.0402852,0,0.036275,0.0633074,0,0,0.0296935,0,0,0.0495519,0.043285,0.0349977,0.0201248,0.056921,0.0535625,0.0266278,0.0529187,0.0533664,0.0224486,0.0317404,0.0310226,0.0233229,0.0242807,0.0330273,0.0377209,0.0134258,0.0116594,0.0379593,0,0.0241072,0.0651966,0.0186187,0,0,0.0335401,0,0,0.0358025,0.0589131,0.0362626,0.0227705,0.0182343,0.052355,0.0695146,0.0365753,0.0632933,0.0601214,0.0423553,0.0589349,0.0409359,0.0430823,0.0674681,0.0122889,0.0222722,0.0061187,0.0210135,0.05193,0.0580358,0,0,0,0,0,0,0,0,0
216,0.0316086,0.0688068,0,0,0,0,0,0,0.041139,0,0.0363595,0.0624984,0,0,0.0295215,0,0,0.049453,0.0429669,0.0352209,0.0201685,0.0564914,0.0533959,0.0266378,0.0524014,0.0530635,0.0227017,0.0314032,0.0306761,0.0230277,0.024265,0.0311589,0.038009,0.0132926,0.0116912,0.038442,0,0.0243388,0.064995,0.0185747,0,0,0.0331326,0,0,0.0357777,0.0590989,0.036687,0.021988,0.0184232,0.0519301,0.0696621,0.036317,0.0631687,0.0599526,0.0422563,0.0588105,0.0410899,0.043086,0.0673382,0.0118767,0.0224877,0.0059306,0.0207167,0.0518513,0.0578427,0,0,0,0,0,0,0,0,0
217,0.0314818,0.0684518,0,0,0,0,0,0,0.0418835,0,0.0365819,0.0620114,0,0,0.0293184,0,0,0.0492284,0.0425499,0.035343,0.0201338,0.0560577,0.053158,0.0268178,0.0518921,0.0527356,0.0230115,0.0311518,0.0303539,0.0226574,0.024215,0.0292691,0.0383052,0.0131394,0.0116771,0.0390885,0,0.0246211,0.0647229,0.0186583,0,0,0.0327478,0,0,0.0357185,0.059116,0.0371298,0.0212546,0.0186574,0.0515126,0.0697644,0.0359217,0.0633856,0.0597902,0.0421391,0.0589979,0.0413533,0.0430714,0.0672413,0.011422,0.0229393,0.00582285,0.0205953,0.0518402,0.0576389,0,0,0,0,0,0,0,0,0
218,0.0312782,0.0680471,0,0,0,0,0,0,0.0431912,0,0.0368815,0.0619726,0,0,0.0290335,0,0,0.0489331,0.042051,0.0352946,0.0200348,0.0554647,0.052863,0.027142,0.0513481,0.0523227,0.0233386,0.0309595,0.0300569,0.0223507,0.0242064,0.0273497,0.0386826,0.0128263,0.0117731,0.0396727,0,0.0249408,0.0643888,0.0187954,0,0,0.0327143,0,0,0.0354469,0.0591321,0.037416,0.020577,0.0189702,0.0510056,0.0699174,0.035504,0.0632792,0.0596231,0.0420587,0.0591715,0.041522,0.0430372,0.0671596,0.0110228,0.0232746,0.00543795,0.020231,0.051819,0.0574365,0,0,0,0,0,0,0,0,0
219,0.0311972,0.0677427,0,0,0,0,0,0,0.0448222,0,0.0371326,0.0620975,0,0,0.0287112,0,0,0.0485948,0.0416179,0.0351957,0.0199566,0.054857,0.0525514,0.0274038,0.0507959,0.0517906,0.0237148,0.0307594,0.0297916,0.0221808,0.0244782,0.0253123,0.0391271,0.0124745,0.0119644,0.0402162,0,0.0252711,0.0640979,0.018932,0,0,0.0326439,0,0,0.0354042,0.0593193,0.0374729,0.0199785,0.0192848,0.0504356,0.0699542,0.0350819,0.0629583,0.0593923,0.0418987,0.0592535,0.0416742,0.0429829,0.0670597,0.0106182,0.0238269,0.00518883,0.0199988,0.051853,0.0572353,0,0,0,0,0,0,0,0,0
220,0.0313626,0.067581,0,0,0,0,0,0,0.0465746,0,0.0376895,0.0615,0,0,0.0285091,0,0,0.048475,0.0413444,0.035263,0.0200168,0.0543836,0.0522787,0.0276418,0.050454,0.0513656,0.0241059,0.0304983,0.029407,0.0220621,0.0248823,0.0232255,0.0395051,0.0125136,0.0118677,0.0407882,0,0.0255684,0.06379,0.0190705,0,0,0.0320066,0,0,0.0362226,0.0593986,0.0376451,0.0193232,0.0196183,0.0498989,0.069706,0.034726,0.062644,0.0591474,0.0417856,0.0592863,0.0417222,0.0429558,0.0669488,0.0102709,0.0250024,0.00557763,0.0203238,0.0519421,0.0569906,0,0,0,0,0,0,0,0,0
221,0.0314398,0.0672821,0,0,0,0,0,0,0.0480822,0,0.0382883,0.0613609,0,0,0.0281921,0,0,0.047982,0.0409986,0.0350987,0.0201517,0.0538033,0.0520097,0.0278607,0.0499614,0.0509729,0.0246007,0.0304288,0.0292167,0.0220221,0.0253972,0.0213549,0.0399991,0.0118574,0.0122903,0.041282,0,0.0257697,0.0634437,0.0191474,0,0,0.0317744,0,0,0.0363635,0.0594057,0.037806,0.0186652,0.0199935,0.0493235,0.0696744,0.0343476,0.0622778,0.0588799,0.0416931,0.0594836,0.041456,0.0430938,0.0669628,0.010031,0.0255041,0.0052713,0.0199309,0.0519955,0.0568868,0,0,0,0,0,0,0,0,0
222,0.0315294,0.0670741,0,0,0,0,0,0,0.0492053,0,0.0387595,0.0613602,0,0,0.0279347,0,0,0.0474665,0.040753,0.0349369,0.0202467,0.0532441,0.0516693,0.0280076,0.0494482,0.0508158,0.0251001,0.0304403,0.0291665,0.0219326,0.0257321,0.0196956,0.0404795,0.0114172,0.0124766,0.0418428,0,0.0259312,0.0631097,0.0192817,0,0,0.0311464,0,0,0.0366832,0.0593747,0.0379384,0.0180576,0.0203705,0.0487021,0.0694798,0.0339198,0.0618939,0.0586302,0.0415355,0.0597451,0.0411157,0.0432855,0.0669938,0.00975875,0.0263335,0.0051805,0.0198393,0.0521692,0.0567459,0,0,0,0,0,0,0,0,0
223,0.0315182,0.0669486,0,0,0,0,0,0,0.0486804,0,0.0390485,0.0612465,0,0,0.0278098,0,0,0.0475653,0.0406251,0.0349081,0.019989,0.0526504,0.0512948,0.0280054,0.0491603,0.0509311,0.025628,0.03041,0.0293358,0.0214467,0.0255284,0.0186269,0.0410425,0.0124423,0.0115443,0.0424206,0,0.0260862,0.0627738,0.0193945,0,0,0.0304535,0,0,0.0368503,0.0594457,0.0380779,0.0174952,0.0207787,0.0480331,0.0692481,0.0335111,0.0615277,0.0584024,0.0414089,0.0599988,0.0412118,0.0433786,0.0669745,0.00953011,0.0271743,0.00508701,0.0197218,0.0523826,0.0565828,0,0,0,0,0,0,0,0,0
224,0.0312343,0.066729,0,0,0,0,0,0,0.0455563,0,0.0389442,0.0610992,0,0,0.0275356,0,0,0.0474391,0.0407587,0.0348868,0.0191409,0.0520235,0.0510057,0.027758,0.0492632,0.051396,0.0262796,0.0303459,0.0299343,0.0200119,0.024425,0.0191562,0.0417337,0.0128978,0.0111083,0.0427954,0,0.0263071,0.0626051,0.0194479,0,0,0.0300156,0,0,0.0364612,0.0594502,0.0382417,0.0169567,0.0210546,0.047257,0.0691164,0.033157,0.0612232,0.0580989,0.0412641,0.0602132,0.041483,0.0434018,0.0669556,0.00942299,0.0276864,0.00486119,0.0191546,0.0526495,0.0564631,0,0,0,0,0,0,0,0,0
225,0.0310147,0.0665613,0,0,0,0,0,0,0.041192,0,0.0386545,0.0610459,0,0,0.0271303,0,0,0.0471056,0.0411268,0.0349041,0.0182702,0.0515497,0.0506778,0.0272459,0.0496279,0.0521526,0.0270222,0.0303327,0.0311144,0.0184492,0.0227529,0.0205013,0.0423813,0.0127868,0.0112012,0.0431032,0,0.0265304,0.0627214,0.0195798,0,0,0.0292055,0,0,0.0363427,0.0593551,0.0384513,0.0164071,0.0212146,0.046541,0.0687499,0.0329538,0.0610162,0.0578694,0.0411416,0.0604362,0.0417411,0.0434288,0.0669822,0.00943596,0.0286088,0.0049056,0.0188232,0.0529968,0.0562644,0,0,0,0,0,0,0,0,0
226,0.0309894,0.0664484,0,0,0,0,0,0,0.0377418,0,0.0382271,0.0613917,0,0,0.0266293,0,0,0.0466345,0.0415595,0.0349443,0.0184608,0.0510966,0.0503616,0.026765,0.0499224,0.0529344,0.0275623,0.0307674,0.0324092,0.0181955,0.02174,0.0211242,0.0430893,0.0124745,0.0114812,0.0434828,0,0.0267138,0.0630656,0.0196799,0,0,0.028224,0,0,0.0360664,0.0593422,0.0386842,0.0156546,0.0213227,0.0458339,0.0681717,0.0329222,0.0608811,0.0577778,0.0409191,0.0607061,0.041913,0.0435215,0.067067,0.00951337,0.0295548,0.00495387,0.0184304,0.0534036,0.0560506,0,0,0,0,0,0,0,0,0
227,0.0308968,0.066128,0,0,0,0,0,0,0.0360986,0,0.0371384,0.061863,0,0,0.0261279,0,0,0.0461242,0.0420436,0.0349239,0.0199278,0.0505153,0.0501769,0.0263597,0.0500461,0.0532647,0.027342,0.0315141,0.0331517,0.0192227,0.0217386,0.0219821,0.044193,0.0121668,0.0117806,0.0436157,0,0.026827,0.0635772,0.0196908,0,0,0.02725,0,0,0.0352923,0.0595337,0.0389796,0.0146473,0.0213523,0.0451286,0.0673795,0.0327615,0.0609274,0.0576067,0.0404934,0.0608672,0.0419724,0.0436209,0.0671318,0.00964118,0.0302333,0.00503934,0.0177299,0.0537169,0.0559546,0,0,0,0,0,0,0,0,0
228,0.0305978,0.0655582,0,0,0,0,0,0,0.0365407,0,0.0361704,0.0615556,0,0,0.0258206,0,0,0.0458275,0.0425658,0.0348625,0.0215573,0.0499395,0.0500109,0.0262584,0.0502846,0.0528185,0.0261331,0.0318168,0.0332201,0.020508,0.0223525,0.0247079,0.045238,0.0124187,0.0116518,0.0435953,0,0.0269079,0.0642201,0.0197961,0,0,0.0254687,0,0,0.0351695,0.0597514,0.0393769,0.0136758,0.0212773,0.0446502,0.0660508,0.0323875,0.0610766,0.0574249,0.0399373,0.0608653,0.0419316,0.0435973,0.0670442,0.00982278,0.0318535,0.00502645,0.0176942,0.0538863,0.0560799,0,0,0,0,0,0,0,0,0
229,0.0297227,0.0648633,0,0,0,0,0,0,0.0374808,0,0.0361502,0.0607823,0,0,0.0255071,0,0,0.0452739,0.0426465,0.0345675,0.0222426,0.0490672,0.0499366,0.0263671,0.0503747,0.0519884,0.0247017,0.0317518,0.0331737,0.0210666,0.0227619,0.0275624,0.0463987,0.0125166,0.0116221,0.043659,0,0.0269146,0.0647654,0.0197977,0,0,0.0240267,0,0,0.0344523,0.0598759,0.0396108,0.0127456,0.0211269,0.0442767,0.0647836,0.0318686,0.0611924,0.0572732,0.0393394,0.0608735,0.0418775,0.0435072,0.0669144,0.00982154,0.0330816,0.00514735,0.0172114,0.0538807,0.0566352,0,0,0,0,0,0,0,0,0
230,0.0289069,0.064372,0,0,0,0,0,0,0.0365892,0,0.0370124,0.0594818,0,0,0.0251486,0,0,0.0445381,0.0421953,0.034151,0.0219451,0.0480581,0.0498431,0.0262805,0.0502811,0.0513938,0.023723,0.0313271,0.0331037,0.0203075,0.0224353,0.029303,0.0475128,0.0124586,0.0117177,0.0436338,0,0.0268218,0.0651693,0.01981,0,0,0.0223312,0,0,0.034109,0.0598645,0.0397565,0.0119781,0.0209703,0.0440029,0.0632006,0.0316202,0.0611842,0.0571968,0.0391676,0.0608371,0.041743,0.0433759,0.0667877,0.00986446,0.0345779,0.00554769,0.016747,0.0538649,0.0573228,0,0,0,0,0,0,0,0,0
231,0.0280641,0.0639757,0,0,0,0,0,0,0.034872,0,0.0381355,0.0586019,0,0,0.0248168,0,0,0.043822,0.0413093,0.0335917,0.0213532,0.0469911,0.0497357,0.0258321,0.0500097,0.051063,0.0236069,0.0310211,0.0331741,0.0191137,0.0219111,0.0299476,0.0486307,0.0124205,0.0118359,0.0435831,0,0.026599,0.0653747,0.0197891,0,0,0.0203647,0,0,0.0338935,0.0598322,0.0396785,0.0113713,0.0207238,0.0437071,0.0613051,0.0316535,0.0610529,0.0570754,0.0392193,0.0607235,0.0414369,0.0432392,0.0667109,0.00978056,0.0363068,0.0059572,0.0162898,0.0538442,0.0579335,0,0,0,0,0,0,0,0,0
232,0.0264424,0.0632136,0,0,0,0,0,0,0.0339163,0,0.0387573,0.0583297,0,0,0.0246202,0,0,0.0430485,0.0402891,0.0327111,0.0210334,0.0452775,0.0500541,0.0250054,0.0495379,0.0509506,0.0242369,0.0312848,0.0336885,0.0184659,0.0218402,0.0296153,0.0500497,0.0123175,0.0119975,0.0435641,0,0.0262955,0.065357,0.0195595,0,0,0.0205446,0,0,0.0313672,0.0602281,0.0392819,0.0103964,0.0202808,0.043169,0.0601188,0.031852,0.0606367,0.056864,0.0393889,0.0606004,0.0409158,0.0431586,0.0667306,0.00945921,0.0362622,0.00727262,0.0147284,0.0539444,0.0587829,0,0,0,0,0,0,0,0,0
233,0.025337,0.0627119,0,0,0,0,0,0,0.0341289,0,0.0389585,0.0583879,0,0,0.0245051,0,0,0.0424804,0.0399036,0.03223,0.020977,0.0440779,0.0500663,0.0244356,0.0491374,0.0511987,0.0251091,0.0316301,0.0341023,0.0183229,0.0219916,0.0290225,0.0510522,0.0123064,0.0121724,0.0434825,0,0.02597,0.0651078,0.0196885,0,0,0.0183628,0,0,0.030888,0.0607515,0.0387806,0.00976674,0.0195936,0.0429793,0.0581681,0.0319953,0.0600274,0.0568309,0.0390424,0.0605394,0.0405621,0.0430927,0.0667453,0.00911468,0.0379936,0.00770971,0.01433,0.0542868,0.059245,0,0,0,0,0,0,0,0,0
234,0.0244506,0.0630428,0,0,0,0,0,0,0.0357664,0,0.0381978,0.0577529,0,0,0.026121,0,0,0.0417393,0.0398097,0.0317055,0.0205281,0.0432292,0.0497721,0.0240952,0.0487829,0.0512326,0.0257719,0.0319795,0.0345651,0.0186198,0.0226811,0.0277897,0.0520063,0.0180996,0.00689362,0.0434196,0,0.0255088,0.0643918,0.0196481,0,0,0.016441,0,0,0.0303772,0.0608706,0.0376739,0.00956717,0.0193467,0.0428814,0.055906,0.0321047,0.0594372,0.0564788,0.0384488,0.0605357,0.0405344,0.0432327,0.0670597,0.00871144,0.0395713,0.0141911,0.0116544,0.0552433,0.059421,0,0,0,0,0,0,0,0,0
235,0.0233299,0.0617955,0,0,0,0,0,0,0.0360596,0,0.0388799,0.0589462,0,0,0.0243554,0,0,0.0415755,0.0402736,0.0316687,0.0212002,0.0422394,0.0502738,0.0240925,0.0481464,0.0511967,0.025858,0.0319152,0.0341161,0.0184733,0.022441,0.0277497,0.0523091,0.0123583,0.0128264,0.0430581,0,0.0253857,0.0644539,0.0200263,0,0,0.0140552,0,0,0.0301425,0.0616402,0.0377686,0.00867569,0.0192289,0.0430503,0.0555077,0.0320862,0.0592358,0.0566597,0.0388774,0.0598657,0.0403355,0.0429731,0.0668416,0.00883237,0.0404871,0.00822772,0.0146898,0.0550484,0.0603269,0,0,0,0,0,0,0,0,0
236,0.0226207,0.0618039,0,0,0,0,0,0,0.0368694,0,0.0387388,0.0595756,0,0,0.0250147,0,0,0.0410647,0.0403121,0.0312324,0.0211038,0.0419762,0.0505304,0.0244278,0.0476985,0.0507944,0.026043,0.0317791,0.0338189,0.0186271,0.0225084,0.0270322,0.0526771,0.0144908,0.0103709,0.0426864,0,0.0250987,0.0640881,0.0200969,0,0,0.012941,0,0,0.0298338,0.061734,0.037237,0.00835728,0.019046,0.0431048,0.0543826,0.0321806,0.0597344,0.0566248,0.0391113,0.0598348,0.0401743,0.0431331,0.0668412,0.00900911,0.0412441,0.0107733,0.0122127,0.055745,0.0604879,0,0,0,0,0,0,0,0,0
237,0.0221272,0.0616277,0,0,0,0,0,0,0.0372813,0,0.0385797,0.0605165,0,0,0.0247599,0,0,0.0404659,0.04011,0.0307041,0.0209752,0.0421522,0.0508463,0.0249534,0.047355,0.050414,0.026348,0.0316507,0.0334888,0.0188226,0.0224805,0.0266142,0.0528844,0.0134545,0.0114891,0.0422208,0,0.0249591,0.0638783,0.0200697,0,0,0.0120135,0,0,0.0296001,0.0617174,0.036776,0.00810424,0.0188092,0.0431621,0.0539379,0.0322065,0.0598789,0.0566317,0.0392498,0.0598664,0.039904,0.0432809,0.0669109,0.00924043,0.0418973,0.0104566,0.0129014,0.0559926,0.0605125,0,0,0,0,0,0,0,0,0
238,0.0221042,0.0617074,0,0,0,0,0,0,0.0377303,0,0.0383706,0.0611587,0,0,0.0244935,0,0,0.0399367,0.0396963,0.030199,0.0210338,0.0423509,0.0510324,0.0250886,0.0472121,0.0501436,0.0263333,0.0316592,0.0333249,0.0189809,0.022305,0.0262513,0.0527702,0.0124877,0.012254,0.0417887,0,0.024755,0.0636904,0.0198807,0,0,0.0116154,0,0,0.0295723,0.0614461,0.0364746,0.00792998,0.0186601,0.0429802,0.0537027,0.0326517,0.0598988,0.0566976,0.0393708,0.0598013,0.0396573,0.0428749,0.0668583,0.00964512,0.04227,0.0104476,0.0132494,0.056295,0.0602204,0,0,0,0,0,0,0,0,0
239,0.0220486,0.0615924,0,0,0,0,0,0,0.037853,0,0.0379896,0.0614045,0,0,0.02418,0,0,0.0398128,0.0394233,0.0299476,0.0210449,0.0427578,0.0512938,0.024555,0.0469455,0.0501752,0.0264283,0.0317415,0.0331861,0.0192035,0.0224664,0.0258472,0.0527496,0.0123361,0.0128358,0.0412758,0,0.0244467,0.0636124,0.0194762,0,0,0.0114923,0,0,0.0294738,0.0614689,0.0360053,0.0077629,0.018383,0.0429725,0.0538612,0.0330625,0.0599819,0.0567435,0.0392927,0.0599281,0.0394907,0.0424923,0.0669059,0.0100464,0.042422,0.00997566,0.0149885,0.0562163,0.0600047,0,0,0,0,0,0,0,0,0
240,0.0225697,0.0618383,0,0,0,0,0,0,0.0372875,0,0.0315472,0.0618754,0,0,0.0241934,0,0,0.0398778,0.0394345,0.0313093,0.0213447,0.0427523,0.0513551,0,0.0485214,0.049847,0.0266516,0.0324754,0.0326176,0.0204796,0.0263226,0.0247647,0.0528164,0.0126166,0.0126498,0.0406649,0,0.0241249,0.0635281,0.0187784,0,0,0.011737,0,0,0.0293358,0.061429,0.0355305,0.00745706,0.0181276,0.042377,0.0534241,0.0335427,0.0604021,0.0568674,0.0393034,0.0596499,0.0393063,0.0424893,0.0669643,0.0106262,0.0425135,0.0110602,0.014053,0.0565122,0.0591669,0,0,0,0,0,0,0,0,0
241,0.0225537,0.0620271,0,0,0,0,0,0,0.0371801,0,0.0317634,0.0616667,0,0,0.0241478,0,0,0.0400081,0.0386567,0.0308102,0.0199001,0.0428985,0.0509801,0.024491,0.0477356,0.0504699,0.0270318,0.032212,0.0328361,0.0204639,0.0260576,0.0256186,0.0526364,0.0128622,0.0127331,0.0404569,0,0.0240184,0.0631948,0.0186109,0,0,0.0123832,0,0,0.0294496,0.0619432,0.0352534,0.0074865,0.0181827,0.0431467,0.0539388,0.033642,0.060329,0.0568026,0.0396068,0.0596608,0.0391589,0.0425237,0.0669354,0.0107233,0.0422926,0.0115483,0.0142349,0.0564605,0.0591132,0,0,0,0,0,0,0,0,0
242,0.0235437,0.0626749,0,0,0,0,0,0,0.0380925,0,0.0325579,0.0613245,0,0,0.0242434,0,0,0.0397839,0.0388663,0.0310239,0.0198956,0.0438718,0.0501614,0.0240426,0.0477161,0.0507212,0.0270026,0.0319177,0.0329582,0.0200273,0.0255795,0.0241658,0.052398,0.0134834,0.0129138,0.0474584,0,0.0290843,0.0629798,0.0185208,0,0,0.00986245,0,0,0.0321602,0.0614555,0.0399855,0.00819846,0.0178743,0.0439571,0.0530985,0.0350978,0.0617327,0.0571824,0.0397191,0.0564578,0.0363426,0.0388375,0.0638937,0.00948662,0.0443357,0.0103151,0.0167251,0.0562079,0.0585175,0,0,0,0,0,0,0,0,0
