Timestep,C7,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFR,x71,x72,x73,x74,
1095,0.0211196,0.0607617,0,0,0,0,0,0,0.035804,0,0.0387148,0.0612807,0,0,0.0273953,0,0,0.0394463,0.0407386,0.0303825,0.0218434,0.044846,0.0463369,0.0267653,0.0467848,0.0507207,0.0266698,0.0324715,0.0347546,0.0199236,0.0221174,0.0284636,0.0540247,0.00987659,0.014476,0.0402726,0,0.025891,0.0630003,0.0228632,0,0,0.0137207,0,0,0.0312094,0.0604571,0.0359026,0.0108891,0.0203411,0.0443116,0.0538306,0.0339322,0.062438,0.0587965,0.0410235,0.0623556,0.0408497,0.0434677,0.0687409,0.011449,0.0469113,0.0118206,0.0145682,0.0515048,0.0627525,0,0,0,0,0,0,0,0,0
1096,0.02037,0.0604224,0,0,0,0,0,0,0.0373992,0,0.0388042,0.0603169,0,0,0.0276614,0,0,0.0391491,0.0440967,0.0274432,0.0221104,0.0452198,0.0471638,0.0277642,0.0473437,0.0513731,0.028413,0.0318253,0.033708,0.0199615,0.0228365,0.0281675,0.0542387,0.00974828,0.0147235,0.0398866,0,0.0269527,0,0.0229375,0,0,0.0133893,0,0,0.0312664,0.0594271,0.0409783,0.0139376,0.0187837,0.0437803,0.053538,0.0351603,0.0665594,0.0625741,0.0417772,0.0597323,0.0386484,0.0407801,0.0657125,0.0126422,0.0472095,0.0121873,0.0141525,0.0516746,0.0630266,0,0,0,0,0,0,0,0,0
1097,0.0201804,0.0614454,0,0,0,0,0,0,0.0365904,0,0.0389509,0.0596863,0,0,0.0279028,0,0,0.0386434,0.0414664,0.0291384,0.0233501,0.0446756,0.0466261,0.027487,0.0496704,0.0500415,0.0249342,0.0322411,0.0341295,0.0205834,0.0229174,0.031119,0.054578,0.00962197,0.0147314,0.040427,0,0.0262197,0.0600291,0.0230692,0,0,0.0126764,0,0,0.0314213,0.0598829,0.0374806,0.0091925,0.0197587,0.0441735,0.0524564,0.0331418,0.0629818,0.0588892,0.0403604,0.0625752,0.0409383,0.0430068,0.0686171,0.0123076,0.0481476,0.0125225,0.0136224,0.0521772,0.0631642,0,0,0,0,0,0,0,0,0
1098,0.0196713,0.06142,0,0,0,0,0,0,0.0364873,0,0.0403047,0.0589462,0,0,0.0284462,0,0,0.0380121,0.044035,0.0260752,0.0226937,0.0447887,0.0478061,0.0281358,0.0497914,0.0502162,0.0263908,0.0315363,0.0332672,0.0199398,0.0230949,0.0315046,0.0551422,0.0107868,0.0140769,0.0402175,0,0.0270882,0,0.0228638,0,0,0.0120971,0,0,0.0276556,0.0585028,0.0417027,0.0125631,0.0184185,0.0435044,0.0519428,0.0343919,0.0670399,0.0623056,0.0411089,0.0602175,0.0388985,0.0408729,0.066087,0.012374,0.0482467,0.0165861,0,0.0528171,0.063295,0,0,0,0,0,0,0,0,0
1099,0.0203834,0.0619299,0,0,0,0,0,0,0.0355877,0,0.0420148,0,0,0,0.0286825,0,0,0.0373973,0.0447683,0.0307085,0.0217123,0.0445088,0.0477054,0.028786,0.0525257,0.0532987,0.0267955,0.0281628,0.0295145,0.0163329,0.0215999,0.0324299,0.0556526,0.0099538,0.0152824,0.0412057,0,0.0272177,0,0.0225235,0,0,0.0120272,0,0,0.0272537,0.0593577,0.0416174,0.00967562,0.0191591,0.0439787,0.0511878,0.0347469,0.0668397,0.0622638,0.0420418,0.0605269,0.0389339,0.0412121,0.0661762,0.0101608,0.0490411,0.0167519,0,0.0536539,0.0623428,0,0,0,0,0,0,0,0,0
1100,0.0183422,0.0612619,0,0,0,0,0,0,0.0422141,0,0.0445707,0.0584096,0,0,0.0274336,0,0,0.0377313,0.0515677,0.0286495,0.0198123,0.0472611,0.0508606,0.02986,0.0488661,0.0531843,0.0334748,0.0296268,0.0315449,0.016661,0.0224334,0.024825,0.0547281,0.0103564,0.0155688,0.0390383,0,0.0249858,0.0754471,0.021718,0,0,0.0129066,0,0,0.0257013,0.0501383,0.0432483,0.0161092,0.0152253,0.0405814,0.05099,0.0336272,0.0678948,0.0594295,0.0342798,0.0613409,0.0404984,0.0424766,0.0671337,0.0216115,0.0492599,0.0183677,0,0.053911,0.0638818,0,0,0,0,0,0,0,0,0
1101,0.0187502,0.0615739,0,0,0,0,0,0,0.0442655,0,0.0450202,0.0575493,0,0,0.0277244,0,0,0.0373102,0.0524177,0.0277764,0.0190956,0.0464569,0.0506241,0.0304749,0.0488458,0.0538031,0.0349489,0.0295196,0.0318249,0.015976,0.0223746,0.0228325,0.0550577,0.010311,0.0156759,0.0377623,0,0.0234698,0.0790071,0.0212285,0,0,0.0128554,0,0,0.0256749,0.047574,0.042729,0.0198068,0.0146475,0.0387991,0.0504628,0,0.0701158,0.0604758,0.0344682,0.0614199,0.0403207,0.043083,0.0672563,0.0176319,0.0497893,0.0185383,0,0.0548632,0.0629606,0,0,0,0,0,0,0,0,0
1102,0.0188579,0.0618645,0,0,0,0,0,0,0.0422465,0,0.0432608,0.056984,0,0,0.0287799,0,0,0.0368999,0.0514554,0.0271955,0.0198475,0.0453832,0.0511979,0.0307613,0.0481671,0.0534395,0.0351289,0.030354,0.0317371,0.0167304,0.0234878,0.0253611,0.0552024,0.0101862,0.0156788,0.0376342,0,0.0244265,0.0750791,0.0212608,0,0,0.0123258,0,0,0.0275223,0.0480027,0.0406411,0.0199401,0.0142824,0.0381657,0.0499078,0.0345367,0.0692877,0.0598944,0.0333562,0.0624292,0.0402987,0.0435992,0.0689718,0.0157498,0.0498146,0.0175194,0,0.0555172,0.0625644,0,0,0,0,0,0,0,0,0
1103,0.0191819,0.0621684,0,0,0,0,0,0,0.0419646,0,0.0433208,0.0567325,0,0,0.0290038,0,0,0.0365172,0.0514067,0.0265049,0.0200618,0.044669,0.0509198,0.0311167,0.04826,0.0533067,0.0351315,0.0303152,0.0317492,0.017029,0.0234261,0.026148,0.0555313,0.0101752,0.0159124,0.0385765,0,0.0246171,0.0718515,0.0208487,0,0,0.0121819,0,0,0.0274323,0.0476095,0.0404798,0.0204888,0.0149401,0.037668,0.0494562,0.0347956,0.0692671,0.0596128,0.0332286,0.0627639,0.0402585,0.0438271,0.0691482,0.0146499,0.0502946,0.0175832,0,0.055901,0.0624086,0,0,0,0,0,0,0,0,0
1104,0.0193024,0.0625622,0,0,0,0,0,0,0.0438414,0,0.042225,0.0564467,0,0,0.0306146,0,0,0.0359923,0.051874,0.0257741,0.0192479,0.0447438,0.0511426,0.03163,0.048713,0.0529374,0.0355088,0.0300379,0.0320325,0.0174604,0.0241165,0.0238564,0.0560554,0.0142848,0.012922,0.0380105,0,0.0242685,0.0706103,0.0209312,0,0,0.0128943,0,0,0.0323791,0.0478251,0.0406961,0.0202826,0.015436,0.0375611,0.0486308,0.0343202,0.0688049,0.0590289,0.0328756,0.0634407,0.0409402,0.0444605,0.069587,0.0146609,0.0508652,0.0174075,0,0.0561726,0.062223,0,0,0,0,0,0,0,0,0
1105,0.0194599,0.0618584,0,0,0,0,0,0,0.0423958,0,0.0434693,0.0568094,0,0,0.0307288,0,0,0.0357892,0.0521584,0.0255653,0.0210981,0.044191,0.0513303,0.0325665,0.0484918,0.0522993,0.0347147,0.0298964,0.0319954,0.0174869,0.0229733,0.0257413,0.0566189,0.0111953,0.0152383,0.0375055,0,0.0237821,0.0693076,0.0207017,0,0,0.0118401,0,0,0.0274665,0.047342,0.0400817,0.0207914,0.0159051,0.036715,0.0484303,0.0346228,0.0689554,0.0586609,0.0327028,0.0640506,0.0416836,0.0451692,0.0701802,0.0128893,0.0511152,0.0181488,0,0.0558696,0.0619306,0,0,0,0,0,0,0,0,0
1106,0.0196862,0.0617523,0,0,0,0,0,0,0.041682,0,0.0434704,0.0569136,0,0,0.0312474,0,0,0.0355464,0.0521696,0.0253155,0.0211347,0.0443628,0.0512807,0.0326416,0.0482699,0.0520483,0.0347655,0.0302004,0.03215,0.0179429,0.0231729,0.0264005,0.0570749,0.0116686,0.0151631,0.037925,0,0.0236927,0.0680727,0.0204756,0,0,0.0118514,0,0,0.0269242,0.0472784,0.0399281,0.0205924,0.0168345,0.0364541,0.0482118,0.0343763,0.0689049,0.0591423,0.0324327,0.0643866,0.0421092,0.0455098,0.0704201,0.0119227,0.0513464,0.0180813,0,0.0560545,0.0614198,0,0,0,0,0,0,0,0,0
1107,0.021125,0.0617928,0,0,0,0,0,0,0.0400968,0,0.0450923,0,0,0,0.0319597,0,0,0.0348977,0.0526613,0.0307525,0.0220256,0.0436511,0.0504815,0.0338144,0.0517596,0.0549592,0.0344454,0.027136,0.0285751,0.0145645,0.0208789,0.0286551,0.0576837,0.0126025,0.015487,0.0388734,0,0.0230629,0.0653579,0.0200514,0,0,0.0118471,0,0,0.0261195,0.0472145,0.0392063,0.0211386,0.018534,0.0359948,0.0476969,0.0346238,0.0689198,0.0591212,0.0329606,0.0657399,0.0429464,0.0466402,0.0712624,0.00878809,0.0520164,0.0187227,0,0.0566132,0.0597086,0,0,0,0,0,0,0,0,0
1108,0.020346,0.06202,0,0,0,0,0,0,0.0409013,0,0.043576,0.0563524,0,0,0.0315821,0,0,0.0351966,0.0516073,0.0250299,0.0216885,0.0446337,0.0503778,0.0323972,0.0485247,0.051574,0.0346604,0.030669,0.0325162,0.0179478,0.022758,0.0275805,0.0572087,0.0126367,0.0151744,0.0387609,0,0.0236059,0.0664141,0.0198961,0,0,0.012206,0,0,0.0260745,0.0472409,0.0399726,0.0200441,0.0168947,0.0360058,0.0477085,0.0341117,0.0690297,0.0591986,0.0321112,0.0647917,0.0423908,0.0456934,0.0704668,0.0108752,0.0515392,0.0189339,0,0.0569006,0.0603123,0,0,0,0,0,0,0,0,0
1109,0.0206233,0.0619703,0,0,0,0,0,0,0.0411248,0,0.0434022,0.0563565,0,0,0.0318586,0,0,0.0350523,0.0513394,0.0249531,0.021893,0.0449108,0.0500921,0.0321791,0.0478479,0.0513822,0.0343265,0.030795,0.0326977,0.0178125,0.0226527,0.0275809,0.0572929,0.0127472,0.0151884,0.0388335,0,0.0232993,0.0663966,0.0198312,0,0,0.0125415,0,0,0.026155,0.0474326,0.0400689,0.0196717,0.0167109,0.0359572,0.0475276,0.0338337,0.0689583,0.0590372,0.0319553,0.0650561,0.0427172,0.0456828,0.0705581,0.010785,0.0514726,0.0191409,0,0.057026,0.0599062,0,0,0,0,0,0,0,0,0
1110,0.0208267,0.0619475,0,0,0,0,0,0,0.0413331,0,0.043118,0.0560563,0,0,0.0319653,0,0,0.0349748,0.0511527,0.0249709,0.0220475,0.0451575,0.0497371,0.03201,0.0458241,0.0512798,0.0338085,0.0308415,0.0327785,0.0176164,0.0227435,0.027181,0.0572481,0.0127899,0.0152533,0.0391176,0,0.0230911,0.0666007,0.019759,0,0,0.0128723,0,0,0.0260618,0.0476461,0.040268,0.0192984,0.0166635,0.0363849,0.047232,0.0335442,0.068851,0.0588472,0.0317697,0.065188,0.0427446,0.0454664,0.0707035,0.0107215,0.0513141,0.0191988,0,0.0571089,0.0596689,0,0,0,0,0,0,0,0,0
1111,0.0209007,0.0619279,0,0,0,0,0,0,0.0414723,0,0.0430078,0.0560773,0,0,0.0320157,0,0,0.0348812,0.0509234,0.024796,0.0223093,0.0452032,0.0493527,0.0318359,0.0450213,0.0511326,0.0331752,0.0308625,0.0329554,0.017221,0.0227212,0.0268399,0.0571681,0.0128146,0.0154259,0.0393437,0,0.0231148,0.0665965,0.0196979,0,0,0.013308,0,0,0.0254575,0.0477171,0.0402658,0.0191184,0.0165247,0.0366933,0.0467177,0.0335747,0.0688303,0.0587279,0.0315981,0.0651812,0.0426957,0.045465,0.0707538,0.0104214,0.0509705,0.0190254,0,0.0572401,0.0595164,0,0,0,0,0,0,0,0,0
1112,0.0210494,0.0617188,0,0,0,0,0,0,0.0412128,0,0.0431089,0.0557413,0,0,0.032115,0,0,0.0345545,0.0506666,0.024623,0.0224831,0.0454108,0.0489757,0.0316264,0.045013,0.0510329,0.0331278,0.0310725,0.0332108,0.0168466,0.0227195,0.0267009,0.0572039,0.0127247,0.0156368,0.0390937,0,0.023093,0.0669943,0.0197647,0,0,0.0139644,0,0,0.0244199,0.0479356,0.0399665,0.0187627,0.0165378,0.0371179,0.0461422,0.0332632,0.0686633,0.0587584,0.0314367,0.0653906,0.0428653,0.0458325,0.0710076,0.00975809,0.0506139,0.018862,0,0.0571807,0.0593707,0,0,0,0,0,0,0,0,0
1113,0.0213414,0.0613659,0,0,0,0,0,0,0.0411038,0,0.0432633,0.055025,0,0,0.0322873,0,0,0.0340386,0.0503537,0.0244003,0.0226016,0.0455508,0.0485176,0.0317433,0.0450821,0.0508612,0.0330857,0.0311913,0.033491,0.016808,0.022641,0.0268413,0.0572893,0.0126672,0.0157053,0.0393392,0,0.023023,0.0674891,0.0199291,0,0,0.0150077,0,0,0.0233584,0.0481556,0.0401231,0.018358,0.0166837,0.0374542,0.0455698,0.0329027,0.0684206,0.0587196,0.0313246,0.0656343,0.0430548,0.0460058,0.0711637,0.00937523,0.0503352,0.0187758,0,0.0569598,0.0592212,0,0,0,0,0,0,0,0,0
1114,0.0216858,0.0609079,0,0,0,0,0,0,0.0411809,0,0.0434973,0.0547888,0,0,0.032539,0,0,0.0334935,0.0500021,0.024126,0.0226002,0.045736,0.048055,0.0322854,0.0449314,0.0506112,0.0331385,0.0314611,0.0336458,0.0172449,0.0225776,0.02722,0.057419,0.0127139,0.0154361,0.0404684,0,0.0228008,0.067932,0.0202295,0,0,0.0168846,0,0,0.0220718,0.0485011,0.0401897,0.0177641,0.0170889,0.0377879,0.0449936,0.0324854,0.068178,0.0585831,0.0312668,0.0660382,0.0433402,0.0465694,0.0714149,0.00887046,0.0501961,0.0186366,0,0.0565882,0.059306,0,0,0,0,0,0,0,0,0
1115,0.0216941,0.0605276,0,0,0,0,0,0,0.0412144,0,0.0436847,0.0544881,0,0,0.0328439,0,0,0.033295,0.0498159,0.0238873,0.0226095,0.0461015,0.0475104,0.032608,0.0446686,0.0504631,0.0333782,0.0316164,0.0337459,0.0175213,0.0225531,0.0275521,0.0575931,0.0125723,0.0150446,0.041175,0,0.0227462,0.0688154,0.0205045,0,0,0.0219932,0,0,0.0188745,0.048893,0.0402294,0.0171325,0.0174198,0.0380188,0.0442647,0.0319978,0.0680117,0.0585573,0.0312686,0.0664231,0.0436251,0.0469086,0.071619,0.0084274,0.0505936,0.0179879,0,0.0562332,0.0594233,0,0,0,0,0,0,0,0,0
1116,0.0218093,0.0602094,0,0,0,0,0,0,0.041127,0,0.0437846,0.0545414,0,0,0.0331178,0,0,0.0333731,0.0499509,0.0236623,0.0226794,0.0465456,0.0469364,0.0325625,0.0444087,0.0502747,0.0336572,0.0317184,0.0339011,0.017686,0.0225931,0.0276754,0.0577446,0.0124121,0.0145339,0.0399715,0,0.023038,0.0703725,0.020861,0,0,0.023032,0,0,0.0181678,0.0492296,0.0402389,0.0166722,0.0175302,0.0379547,0.0434994,0.0316004,0.0670901,0.0587576,0.0313458,0.0665557,0.0437049,0.0468924,0.0715589,0.00818284,0.050693,0.0177371,0,0.0558818,0.0594515,0,0,0,0,0,0,0,0,0
1117,0.0225386,0.0601396,0,0,0,0,0,0,0.0408686,0,0.0440221,0.0541168,0,0,0.0332968,0,0,0.0334493,0.0506024,0.0231246,0.0228597,0.0458347,0.0457335,0.0328011,0.0447549,0.0500697,0.0336008,0.0316455,0.0339771,0.0175893,0.0223089,0.0279765,0.0579864,0.0123916,0.0143036,0.0409714,0,0.0238063,0.0727893,0.0213032,0,0,0.0236053,0,0,0.0177024,0.0477954,0.041317,0.0182216,0.0165692,0.0365454,0.0427992,0,0.0685927,0.0596649,0.0320553,0.0652726,0.0422965,0.0458089,0.0702759,0.00533797,0.0505347,0.0176008,0,0.055989,0.0587696,0,0,0,0,0,0,0,0,0
1118,0.0225717,0.0597899,0,0,0,0,0,0,0.0412011,0,0.0431513,0.0546154,0,0,0.0332366,0,0,0.0333379,0.0517284,0.0242362,0.0250472,0.0472094,0.0457022,0,0.0460213,0.0496424,0.0342183,0.0321693,0.0340826,0.0175487,0.02267,0.0265795,0.0578307,0.0127912,0.01489,0.0392198,0,0.0232587,0.0737926,0.0216208,0,0,0.0239787,0,0,0.0172384,0.048814,0.0406525,0.0170604,0.0171139,0.0372761,0.0417921,0.0312892,0.0673541,0.0589897,0.0308699,0.0666022,0.0434131,0.0467922,0.0714038,0.00826875,0.0506419,0.0175221,0,0.0554885,0.0591597,0,0,0,0,0,0,0,0,0
1119,0.0225194,0.0606499,0,0,0,0,0,0,0.0404673,0,0.0442169,0.0542244,0,0,0.0326146,0,0,0.0331148,0.0506367,0.0231901,0.0225232,0.048392,0.0433683,0.0316447,0.0453103,0.0497085,0.034018,0.032364,0.0349397,0.0183857,0.0226501,0.0288125,0.057756,0.013827,0.0154993,0.0405695,0,0.0233234,0.0764709,0.0218048,0,0,0.0251145,0,0,0.0153954,0.0500391,0.0393274,0.0152063,0.0169823,0.0390665,0.041081,0.0305842,0.0665423,0.0584323,0.0312836,0.0666738,0.0432669,0.0467162,0.0712933,0.00651787,0.0505819,0.0178514,0,0.0555447,0.0594009,0,0,0,0,0,0,0,0,0
1120,0.0228975,0.0604963,0,0,0,0,0,0,0.0407123,0,0.044076,0.0539166,0,0,0.0328855,0,0,0.0330668,0.0506013,0.0230394,0.0227248,0.0487316,0.0427155,0.0317792,0.0439958,0.0496509,0.0338228,0.0327895,0.0351655,0.0186979,0.0226564,0.0283444,0.0579045,0.0140651,0.0150228,0.0406881,0,0.0233477,0.0795363,0.0221807,0,0,0.0253113,0,0,0.0150377,0.0503349,0.0399306,0.0149691,0.0170288,0.0394823,0.0406857,0.0302893,0.0664705,0.0585641,0.0313238,0.0671263,0.0434432,0.0467868,0.0713415,0.00629622,0.0502906,0.017729,0,0.0551745,0.0592796,0,0,0,0,0,0,0,0,0
1121,0.0232438,0.0602708,0,0,0,0,0,0,0.0410242,0,0.0437874,0.0535577,0,0,0.0331552,0,0,0.0330621,0.0506316,0.0228988,0.0229477,0.0491035,0.0422168,0.03162,0.0429954,0.0497086,0.0337039,0.0330897,0.0353802,0.0192857,0.0226965,0.0280244,0.0580703,0.0142764,0.0145463,0.0407535,0,0.0234185,0.0833614,0.0225831,0,0,0.0254911,0,0,0.0148093,0.0506193,0.0404205,0.0148375,0.0171595,0.040169,0.0401929,0.0304823,0.0663765,0.0586565,0.0313623,0.0673236,0.043525,0.0468826,0.0713367,0.00610266,0.0500714,0.0176256,0,0.0547188,0.0592052,0,0,0,0,0,0,0,0,0
1122,0.0235907,0.0600771,0,0,0,0,0,0,0.041157,0,0.0437022,0.0532777,0,0,0.0333702,0,0,0.0330878,0.0507165,0.0228279,0.0230559,0.0498195,0.04163,0.0313088,0.0427014,0.0494555,0.0336971,0.0332814,0.0355458,0.0195483,0.0227862,0.0277781,0.0581758,0.014472,0.0142837,0.0409324,0,0.0234183,0.0877631,0.0230173,0,0,0.0256347,0,0,0.0147789,0.0508853,0.040513,0.0147751,0.0174036,0.0407548,0.039521,0.0305096,0.0662859,0.0586742,0.0314674,0.0670922,0.0435514,0.0470284,0.0713127,0.00588934,0.0499726,0.0176592,0,0.0542963,0.0590735,0,0,0,0,0,0,0,0,0
1123,0.0238778,0.0599271,0,0,0,0,0,0,0.0411936,0,0.043702,0.0530249,0,0,0.0333804,0,0,0.0332132,0.0508342,0.0227888,0.0231403,0.0503974,0.0411126,0.0312473,0.0425864,0.0492305,0.0337665,0.0334986,0.0357296,0.0195954,0.0229791,0.0275835,0.0582293,0.0142334,0.0146209,0.041401,0,0.0233875,0.0918808,0.0234343,0,0,0.025824,0,0,0.0148321,0.0509466,0.0403706,0.0147722,0.0174154,0.0411635,0.0388587,0.0295059,0.0662715,0.0586542,0.0315088,0.0670028,0.0435065,0.0470987,0.0712757,0.0054715,0.0498476,0.0178191,0,0.0539247,0.0589855,0,0,0,0,0,0,0,0,0
1124,0.0254436,0.0586031,0,0,0,0,0,0,0.0417738,0,0.0429243,0.0528709,0,0,0.0344742,0,0,0.0333774,0.0522169,0.0231265,0.0256837,0.0494794,0.0419586,0,0.044196,0.0489175,0.0338812,0.0336932,0.0351964,0.0190703,0.0234333,0.0254748,0.0587122,0.013721,0.0136541,0.0417303,0,0.0237543,0.0974412,0.0245349,0,0,0.0249641,0,0,0.0163119,0.0491292,0.0432556,0.0173206,0.017134,0.0392803,0.0386921,0,0.068888,0.0603249,0.032001,0.0666236,0.0429207,0.0464719,0.0703155,0.00476176,0.0496451,0.0176141,0,0.0531681,0.0580839,0,0,0,0,0,0,0,0,0
1125,0.0248737,0.0597677,0,0,0,0,0,0,0.0414227,0,0.0435985,0.0524471,0,0,0.0336202,0,0,0.0331703,0.0508624,0.0225655,0.0231991,0.0515778,0.040261,0.0318348,0.0421128,0.0489097,0.0339006,0.0339851,0.0362235,0.0198164,0.0233629,0.0273292,0.0583598,0.014959,0.0140341,0.0426453,0,0.0237862,0.100942,0.0245322,0,0,0.0257639,0,0,0.0150504,0.0518039,0.0408075,0.0144849,0.0177684,0.042602,0.0375688,0.0287178,0.0661004,0.058546,0.0318089,0.0673677,0.0436391,0.0468366,0.0709204,0.00441126,0.0497379,0.0183324,0,0.0533184,0.0591403,0,0,0,0,0,0,0,0,0
1126,0.0258777,0.05952,0,0,0,0,0,0,0.0409992,0,0.0437373,0.051871,0,0,0.0338885,0,0,0.0328987,0.0511137,0.0218908,0.023001,0.0514216,0.0395986,0.0321278,0.0419412,0.0488817,0.0340251,0.0340153,0.0362565,0.0200186,0.0236576,0.0276329,0.05883,0.0149753,0.0139254,0.0439662,0,0.0242466,0.105359,0.0253851,0,0,0.0255459,0,0,0.0148772,0.0510433,0.0419826,0.0155939,0.0173507,0.0424414,0.0371781,0,0.0674693,0.0594442,0.0326554,0.0665288,0.0427161,0.0460741,0.0701664,0.00187596,0.0497941,0.0184329,0,0.0529566,0.0587056,0,0,0,0,0,0,0,0,0
1127,0.025654,0.0594159,0,0,0,0,0,0,0.0413922,0,0.043349,0.0519482,0,0,0.0337249,0,0,0.0327391,0.0508851,0.0223204,0.0233033,0.0524378,0.0394192,0.0319576,0.0416202,0.0485956,0.0339999,0.0341572,0.0366444,0.0200312,0.0235608,0.0270934,0.0585987,0.0152307,0.0139906,0.0436559,0,0.0241077,0.107885,0.0254429,0,0,0.0249712,0,0,0.0144723,0.0525238,0.0413606,0.0147404,0.0182476,0.0439889,0.0365757,0.0282359,0.0657874,0.0586013,0.0321867,0.0675339,0.0438087,0.0469259,0.0715693,0.00355,0.0495173,0.0184921,0,0.0525313,0.0593199,0,0,0,0,0,0,0,0,0
1128,0.0260565,0.0589272,0,0,0,0,0,0,0.0410895,0,0.0431684,0.0517811,0,0,0.0338768,0,0,0.0326328,0.051057,0.0221845,0.0231895,0.053111,0.0391349,0.0318435,0.0413681,0.0485875,0.0344492,0.0342199,0.0367908,0.0202179,0.0239343,0.0270723,0.0588653,0.0153752,0.0137749,0.0444844,0,0.0241149,0.111572,0.0257869,0,0,0.0247297,0,0,0.0137921,0.0530156,0.0417202,0.0149676,0.0184705,0.0448213,0.0361403,0.0278082,0.0657367,0.058776,0.0323621,0.0677604,0.0439913,0.0471274,0.0723794,0.00341026,0.0494673,0.018303,0,0.0519146,0.0596258,0,0,0,0,0,0,0,0,0
1129,0.0271559,0.0585168,0,0,0,0,0,0,0.0407652,0,0.0434608,0.0510516,0,0,0.0342788,0,0,0.0326804,0.0513373,0.0215465,0.0230665,0.0528275,0.0383016,0.0320045,0.0413847,0.0486535,0.0347926,0.0341603,0.0368197,0.02024,0.0239389,0.0269969,0.0593475,0.0156046,0.0135302,0.0457561,0,0.0244944,0.116945,0.0265571,0,0,0.0244735,0,0,0.0134916,0.0522851,0.0430037,0.0158538,0.0177781,0.0443928,0.0355986,0,0.0672145,0.0598393,0.0331163,0.0667781,0.0430107,0.0463123,0.0716429,0.00220042,0.0495999,0.0180187,0,0.0515009,0.0591291,0,0,0,0,0,0,0,0,0
1130,0.0269889,0.0581964,0,0,0,0,0,0,0.0405916,0,0.0431626,0.0505555,0,0,0.0342605,0,0,0.0330837,0.0513839,0.022288,0.0233409,0.0540939,0.0382211,0.0317987,0.0410283,0.0486108,0.035521,0.0343958,0.0370385,0.0202659,0.0238638,0.0264027,0.0593925,0.0159449,0.0133635,0.0444573,0,0.0239997,0.121028,0.026861,0,0,0.0244152,0,0,0.0136359,0.0541155,0.0419653,0.0157137,0.0185798,0.046169,0.034925,0.0272255,0.0655389,0.059322,0.032774,0.0676923,0.0439032,0.0470008,0.0724567,0.00298511,0.0494089,0.0180771,0,0.0507241,0.0599691,0,0,0,0,0,0,0,0,0
1131,0.0273105,0.0580646,0,0,0,0,0,0,0.0405183,0,0.0432067,0.0503346,0,0,0.0341792,0,0,0.0333781,0.0514031,0.0226529,0.0234593,0.0545403,0.0376328,0.0317947,0.0409308,0.0484496,0.0356614,0.0345448,0.037181,0.0202464,0.023622,0.0257067,0.0592598,0.0162542,0.0133748,0.0448669,0,0.0240306,0.126698,0.0274879,0,0,0.0242272,0,0,0.0141475,0.0544976,0.0423185,0.0161515,0.0186335,0.0470182,0.0341511,0.0272164,0.064903,0.0595783,0.0330843,0.0673934,0.043706,0.0467988,0.0720703,0.00337454,0.0492922,0.0180654,0,0.0503354,0.060008,0,0,0,0,0,0,0,0,0
1132,0.0276211,0.0574306,0,0,0,0,0,0,0.0400693,0,0.0429074,0.0504474,0,0,0.0340293,0,0,0.0335572,0.0518332,0.0230394,0.023407,0.0559073,0.0376838,0.031753,0.0405215,0.048498,0.0362633,0.0347643,0.0373066,0.0205765,0.0241251,0.0257577,0.0594135,0.0161658,0.013096,0.0452621,0,0.0241072,0.132028,0.0279811,0,0,0.0244931,0,0,0.0141978,0.055135,0.0423589,0.0169985,0.018845,0.0484303,0.0336053,0.0267471,0.0647478,0.059938,0.0332466,0.0672401,0.043613,0.0467831,0.0721733,0.0034376,0.0489045,0.0180315,0,0.0495196,0.0607308,0,0,0,0,0,0,0,0,0
1133,0.0282852,0.0567125,0,0,0,0,0,0,0.0404399,0,0.0429383,0.0501937,0,0,0.0342361,0,0,0.0335396,0.0517772,0.0231063,0.0232882,0.0567728,0.0375234,0.0316343,0.0404699,0.0484756,0.036224,0.0347943,0.0374913,0.0206711,0.0242863,0.0251183,0.0592782,0.0159628,0.0133168,0.04466,0,0.0239224,0.137543,0.029074,0,0,0.0241003,0,0,0.0144432,0.0557045,0.042459,0.0175506,0.0193154,0.0491512,0.0331612,0.0264208,0.0649348,0.0598162,0.0336488,0.0673357,0.0437927,0.0469166,0.0722958,0.00334083,0.0485622,0.0177496,0,0.048742,0.0611013,0,0,0,0,0,0,0,0,0
