Timestep,C7,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFR,x71,x72,x73,
800,0.0459878,0,0,0,0,0,0,0,0.0247019,0,0.0208132,0.0489788,0,0,0.015754,0,0,0.0531382,0.0287621,0.0247556,0.0277849,0.0249847,0.0562873,0.0370793,0.0232301,0.0401914,0.0425462,0.0228266,0.0406978,0.0442746,0.0265877,0.0256924,0.0280417,0.0516016,0.0247002,0,0.0345207,0,0.0141132,0.0427457,0.0326671,0,0,0.0190604,0,0,0.0188029,0.0489633,0.054779,0.0223138,0.0202787,0.0579018,0.0961803,0.0410874,0.0722068,0.0571081,0.0255247,0.0800806,0.0580245,0.0599111,0.0884371,0.0629618,0.0367608,0.00449894,0.0124673,0.0504618,0.0618767,0,0,0,0,0,0,0,0
801,0.0455406,0,0,0,0,0,0,0,0.023371,0,0.021065,0,0,0,0.0159216,0,0,0.053068,0.0273142,0.0266118,0.0324943,0.0240915,0.0554489,0.0360639,0.0210084,0.0418963,0.0451089,0.0213579,0.0387588,0.0417709,0.0242958,0.0241446,0.0308412,0.051668,0.0248766,0,0.0336697,0,0.0144183,0.0447324,0.0327695,0,0,0.0191012,0,0,0.0186501,0.0543512,0.0533954,0.0227992,0.0190781,0.0584238,0.097333,0.040009,0.0714162,0.0573178,0.0279702,0.0794553,0.0569529,0.0593887,0.0875993,0.0573951,0.0373662,0.00457887,0.0124494,0.0499887,0.0619367,0,0,0,0,0,0,0,0
802,0.0457176,0,0,0,0,0,0,0,0.0242545,0,0.0206742,0.050431,0,0,0.0171818,0,0,0.057699,0.0289544,0.0250996,0.0276944,0.0250113,0.055708,0.0361187,0.0229117,0.0401631,0.0427689,0.022566,0.0405836,0.0441113,0.0260403,0.0254933,0.0289361,0.0524641,0.0148815,0.0118636,0.0342431,0,0.0139652,0.0439174,0.0327021,0,0,0.0193708,0,0,0.0186543,0.0494079,0.0543755,0.0230498,0.0196141,0.0580066,0.0962879,0.0411334,0.0724131,0.0572741,0.0262345,0.0803139,0.0580674,0.0601104,0.0887415,0.0634144,0.0369554,0.0046241,0.0123715,0.050165,0.0614651,0,0,0,0,0,0,0,0
803,0.0460586,0,0,0,0,0,0,0,0.0246991,0,0.020321,0.0498738,0,0,0.017141,0,0,0.0575422,0.0292099,0.0250613,0.0272796,0.0248783,0.0558827,0.035793,0.0230316,0.0402755,0.0427284,0.0228668,0.0405622,0.0442513,0.026039,0.0255299,0.0288121,0.0528266,0.0144948,0.0117715,0.0345648,0,0.0142047,0.0435245,0.0328169,0,0,0.0194064,0,0,0.0186905,0.0488629,0.0547336,0.0231981,0.0198779,0.0582023,0.0961811,0.0415262,0.0726501,0.0572818,0.0262712,0.0809525,0.0583143,0.0602299,0.0892338,0.0644788,0.036859,0.00476719,0.0123981,0.0501635,0.0611607,0,0,0,0,0,0,0,0
804,0.0460064,0,0,0,0,0,0,0,0.0249298,0,0.0202179,0.0496353,0,0,0.0172595,0,0,0.0574884,0.0293844,0.025058,0.0270974,0.0248229,0.0558569,0.0353932,0.0229774,0.0403228,0.0427556,0.0229769,0.0405284,0.0443087,0.0260112,0.0254615,0.0290087,0.053034,0.0144426,0.0117631,0.0346698,0,0.0143162,0.0435553,0.0328647,0,0,0.0192483,0,0,0.0187343,0.0487464,0.0548982,0.0233771,0.019916,0.0583072,0.0961395,0.0417258,0.072799,0.0573046,0.0264973,0.0813299,0.058368,0.0602857,0.0895438,0.0650107,0.0367194,0.00478159,0.0124941,0.0499711,0.0609975,0,0,0,0,0,0,0,0
805,0.045813,0,0,0,0,0,0,0,0.0251282,0,0.0201062,0.0494617,0,0,0.0174182,0,0,0.0574408,0.0295113,0.0251986,0.026927,0.0247991,0.0557035,0.0349559,0.0229137,0.0402915,0.0427725,0.022941,0.0405344,0.0443672,0.0261411,0.0254029,0.0293293,0.0531709,0.0143398,0.0118099,0.0346537,0,0.0142572,0.0436665,0.0329111,0,0,0.0190668,0,0,0.0187578,0.048722,0.0549828,0.0235451,0.0198808,0.0582983,0.096092,0.0418216,0.0728705,0.0572983,0.0266062,0.0814137,0.0586303,0.0603457,0.0896968,0.0651408,0.0363782,0.0047576,0.0125163,0.049662,0.0606831,0,0,0,0,0,0,0,0
806,0.0467545,0.0537265,0,0,0,0,0,0,0.0254308,0,0.0198649,0.0499233,0,0,0.0169852,0,0,0.0592621,0.0294848,0.0254087,0.0265018,0.0249004,0.0526364,0.0331954,0.0229019,0.0401691,0.0426522,0.023007,0.0406987,0.0445681,0.0268963,0.0254732,0.0294024,0.0501206,0.0146292,0.0133158,0.0345057,0,0.0142722,0.0437461,0.034008,0,0,0.0218674,0,0,0.0188374,0.0487121,0.0549318,0.022424,0.0199173,0.0555861,0.0996082,0.0418938,0.0728205,0.0571751,0.0265816,0.081305,0.0586861,0.0604362,0.0896042,0.0649807,0.0347719,0.00464578,0.013408,0.0452631,0.0635472,0,0,0,0,0,0,0,0
807,0.0455502,0,0,0,0,0,0,0,0.0257188,0,0.0197723,0.0500058,0,0,0.0176668,0,0,0.0574398,0.0298557,0.0257746,0.0266025,0.0247382,0.0552314,0.0339508,0.0229031,0.0402959,0.0427962,0.0230268,0.0405207,0.0443747,0.026998,0.0253312,0.0294106,0.0536526,0.0142868,0.0122863,0.0341473,0,0.0142631,0.0439407,0.0332573,0,0,0.01971,0,0,0.0182394,0.0486992,0.0548242,0.0236782,0.0196675,0.0580732,0.0957716,0.0418376,0.0728075,0.0571875,0.0267313,0.0806953,0.0584779,0.0604291,0.0894231,0.0646557,0.0358992,0.00502808,0.0115398,0.0487827,0.060696,0,0,0,0,0,0,0,0
808,0.046908,0.0531663,0,0,0,0,0,0,0.0259083,0,0.0195968,0.0502463,0,0,0.0171282,0,0,0.0592502,0.0298803,0.0257306,0.0261877,0.0248573,0.0526524,0.0321073,0.0229444,0.0401754,0.0426301,0.0231503,0.0406434,0.04456,0.0271304,0.0253941,0.0294385,0.0507479,0.0144159,0.0136465,0.0340753,0,0.014373,0.0438081,0.0342304,0,0,0.0223914,0,0,0.0186325,0.048527,0.0548564,0.0224828,0.0198185,0.0557628,0.0991149,0.0418998,0.0728296,0.0569938,0.0267899,0.0804681,0.058457,0.0604412,0.0893483,0.0643128,0.0345004,0.00472081,0.0133091,0.044415,0.0633246,0,0,0,0,0,0,0,0
809,0.0468521,0.0530102,0,0,0,0,0,0,0.0262638,0,0.0194919,0.050286,0,0,0.0172588,0,0,0.0591979,0.0300705,0.0257867,0.0260353,0.0248094,0.0525184,0.0319188,0.0229688,0.0402064,0.0426328,0.0232003,0.0405795,0.0445505,0.0269684,0.0253762,0.029542,0.0508816,0.0143237,0.0137995,0.0343634,0,0.0144269,0.043801,0.0342517,0,0,0.0226678,0,0,0.0187434,0.0484397,0.0547752,0.022557,0.0197868,0.0558498,0.0990678,0.0419744,0.0728561,0.0569087,0.0269877,0.0802784,0.0584807,0.0603843,0.0891933,0.0637282,0.0342681,0.00460899,0.0135421,0.0441093,0.0631981,0,0,0,0,0,0,0,0
810,0.0467229,0.052958,0,0,0,0,0,0,0.0265882,0,0.0194282,0.0503448,0,0,0.0173487,0,0,0.0591703,0.0302189,0.0258173,0.0258226,0.0247704,0.052274,0.0320447,0.0229386,0.0401905,0.0426199,0.0232197,0.0405629,0.0445676,0.0268323,0.0253073,0.0298032,0.0508425,0.0141734,0.0139954,0.0347033,0,0.0145819,0.0437699,0.0341305,0,0,0.0230475,0,0,0.0188713,0.0483943,0.0546779,0.0226174,0.0198567,0.055846,0.0987324,0.0420738,0.0727985,0.0567805,0.0272559,0.0799573,0.0584471,0.0603697,0.0889819,0.0631365,0.0339958,0.00459105,0.0136181,0.0438995,0.0630358,0,0,0,0,0,0,0,0
811,0.0466781,0.0531204,0,0,0,0,0,0,0.026872,0,0.019333,0.050391,0,0,0.0174216,0,0,0.0592177,0.030351,0.0259536,0.0255555,0.024727,0.0520323,0.032393,0.0229313,0.04017,0.0426093,0.0231533,0.0405941,0.0445925,0.026727,0.0252829,0.0300537,0.0507906,0.0139675,0.014252,0.0349643,0,0.0147345,0.0437586,0.0342127,0,0,0.0233186,0,0,0.0188551,0.048353,0.0545644,0.0227204,0.0198444,0.0558207,0.0982213,0.0422003,0.0728797,0.0567047,0.0274008,0.0797305,0.0583699,0.0603052,0.08906,0.0625372,0.0338557,0.004654,0.013478,0.0437671,0.0628258,0,0,0,0,0,0,0,0
812,0.0466643,0.0532295,0,0,0,0,0,0,0.027101,0,0.0192783,0.0503679,0,0,0.0175065,0,0,0.0593517,0.0304715,0.0262261,0.0253262,0.0247125,0.0520118,0.0326357,0.022938,0.0401732,0.0425928,0.0231807,0.0406124,0.0446029,0.0266087,0.0253077,0.0302452,0.0507647,0.0137772,0.0145192,0.0350782,0,0.0148494,0.0438029,0.0342505,0,0,0.023454,0,0,0.0187154,0.0483008,0.0543964,0.0228897,0.0197667,0.0559521,0.098101,0.0423126,0.072919,0.0566621,0.0275662,0.0796532,0.0582618,0.0601668,0.0890369,0.0621517,0.0337797,0.00472872,0.0133274,0.0436776,0.0627123,0,0,0,0,0,0,0,0
813,0.0466097,0.0532758,0,0,0,0,0,0,0.0273115,0,0.0191995,0.0503603,0,0,0.0175377,0,0,0.0595216,0.0305358,0.0264432,0.0251265,0.0247252,0.0520838,0.0328146,0.0229527,0.0402056,0.0425837,0.0233529,0.0405763,0.0446636,0.0265325,0.0252838,0.0304244,0.0507535,0.0136465,0.0147668,0.0352142,0,0.0148786,0.0438859,0.0341713,0,0,0.0236811,0,0,0.0186362,0.0482757,0.0541712,0.0230908,0.019733,0.0561814,0.0979061,0.0424296,0.0729573,0.0566464,0.0277748,0.0796047,0.0582168,0.060038,0.0889005,0.0617684,0.0336183,0.00475464,0.0133404,0.0436129,0.0625578,0,0,0,0,0,0,0,0
814,0.0465019,0.0533753,0,0,0,0,0,0,0.027472,0,0.0191031,0.0504019,0,0,0.0175636,0,0,0.0596171,0.0305943,0.0266487,0.024901,0.0247125,0.052199,0.0330389,0.0229793,0.040241,0.0425626,0.0233786,0.0405551,0.0447536,0.0264435,0.0252642,0.0306279,0.0506821,0.0134008,0.0150794,0.0352527,0,0.0147334,0.044003,0.0340548,0,0,0.0238744,0,0,0.0186508,0.0482514,0.0541687,0.0233342,0.0196514,0.0564661,0.097926,0.0425782,0.0730343,0.0566615,0.0278579,0.0795431,0.0581636,0.0599434,0.0888862,0.0612163,0.0333652,0.00475911,0.0134107,0.0436813,0.0624143,0,0,0,0,0,0,0,0
815,0.0464199,0.0535351,0,0,0,0,0,0,0.0276864,0,0.0190144,0.0504247,0,0,0.0177014,0,0,0.0597322,0.0306302,0.0267328,0.0248045,0.0246436,0.0523022,0.0333288,0.0229792,0.040279,0.0425461,0.0233628,0.0405047,0.0447798,0.0263114,0.0252469,0.0307993,0.0505941,0.0131127,0.0154884,0.0349046,0,0.0144706,0.0441102,0.0341066,0,0,0.0242909,0,0,0.0188326,0.0482209,0.0545022,0.0235626,0.0195103,0.0566459,0.0978143,0.042784,0.0730484,0.0566322,0.0279592,0.0794459,0.0580575,0.0598848,0.0888191,0.0610123,0.03319,0.0048445,0.0135457,0.0438086,0.0623238,0,0,0,0,0,0,0,0
816,0.046356,0.053702,0,0,0,0,0,0,0.0278471,0,0.0189036,0.0504747,0,0,0.0177785,0,0,0.059709,0.0306957,0.0268234,0.0248446,0.0245967,0.0524019,0.0335917,0.0229562,0.0403059,0.042619,0.0234808,0.0404827,0.0447681,0.0262179,0.025215,0.0310742,0.0504648,0.013001,0.0156921,0.0340797,0,0.014052,0.0442152,0.0341773,0,0,0.0247143,0,0,0.0189278,0.0482025,0.0549137,0.023819,0.019382,0.0568579,0.0976109,0.0429257,0.0730712,0.0566403,0.0281132,0.0794053,0.0580606,0.0598915,0.08865,0.0612405,0.032936,0.0049126,0.0136224,0.0439108,0.0621502,0,0,0,0,0,0,0,0
817,0.0463102,0.0537706,0,0,0,0,0,0,0.0279635,0,0.0186936,0.0506242,0,0,0.0178429,0,0,0.0596789,0.0309588,0.0269781,0.0247245,0.024527,0.0524773,0.0338518,0.0229341,0.0403244,0.042663,0.0235839,0.0404663,0.0448024,0.0261396,0.0249915,0.0313725,0.0503163,0.0128539,0.01594,0.0337806,0,0.014007,0.0443627,0.034088,0,0,0.0251144,0,0,0.0190307,0.0481767,0.0548745,0.0240767,0.0192641,0.0571226,0.0976866,0.0431494,0.0730796,0.0566203,0.0281939,0.0793263,0.0580313,0.0597656,0.0884258,0.0616015,0.0328518,0.0049344,0.0136551,0.0439545,0.0619255,0,0,0,0,0,0,0,0
818,0.0465099,0.0538099,0,0,0,0,0,0,0.0280685,0,0.0185183,0.0506626,0,0,0.0178635,0,0,0.0596419,0.0313955,0.0271235,0.0245355,0.0244928,0.0524876,0.0341285,0.0228844,0.0402846,0.0427006,0.0236736,0.0404441,0.0448225,0.0261041,0.0247338,0.0316929,0.0501288,0.0126202,0.0162367,0.0338078,0,0.0142445,0.0445042,0.033881,0,0,0.0253919,0,0,0.0190093,0.048192,0.0545803,0.0243026,0.0191138,0.0573591,0.0979415,0.043352,0.07319,0.0566306,0.0281834,0.0792237,0.0578977,0.0595786,0.0884227,0.0622776,0.0328743,0.00486686,0.0135469,0.044007,0.0618118,0,0,0,0,0,0,0,0
819,0.0467019,0.0539192,0,0,0,0,0,0,0.0282265,0,0.0184556,0.0505935,0,0,0.0179033,0,0,0.0596586,0.0316845,0.0272538,0.0244002,0.0244387,0.052502,0.0343257,0.0228439,0.0403218,0.042738,0.0236958,0.0404121,0.0448609,0.0260415,0.0247569,0.0319793,0.0501169,0.0123913,0.0165725,0.0335564,0,0.0143395,0.0446201,0.0337187,0,0,0.0254624,0,0,0.0188504,0.0481982,0.0543844,0.0245018,0.0189337,0.0576065,0.0979894,0.0434509,0.0733037,0.0566549,0.0283426,0.0791223,0.0577159,0.0594994,0.0883066,0.0628737,0.0328802,0.00484417,0.0134727,0.0441212,0.0617922,0,0,0,0,0,0,0,0
820,0.046634,0.0540231,0,0,0,0,0,0,0.0284434,0,0.0184491,0.050431,0,0,0.0179177,0,0,0.0596712,0.031872,0.0273224,0.0242462,0.0243337,0.0526085,0.0344807,0.0228543,0.0403714,0.0428034,0.023661,0.0403464,0.0448498,0.0259793,0.0246223,0.0322602,0.0501495,0.0124556,0.0166739,0.033005,0,0.0141391,0.0446873,0.033725,0,0,0.0255976,0,0,0.0187216,0.0481693,0.0543868,0.0246758,0.0187372,0.0579279,0.0979259,0.0434954,0.0732886,0.056595,0.0286507,0.0790518,0.0576026,0.059484,0.087983,0.062209,0.0327643,0.00488625,0.0135001,0.044231,0.0616965,0,0,0,0,0,0,0,0
821,0.046528,0.0541126,0,0,0,0,0,0,0.0286738,0,0.0183882,0.0502526,0,0,0.0180197,0,0,0.0597699,0.0320254,0.0274252,0.0240757,0.0242241,0.0527255,0.0345717,0.0228694,0.0403741,0.0428574,0.0235574,0.0402613,0.0448081,0.0259424,0.0243934,0.0325582,0.04994,0.012515,0.0168018,0.033205,0,0.0139158,0.0447091,0.0336266,0,0,0.0259668,0,0,0.018632,0.0481227,0.0542604,0.0248456,0.0185957,0.0581472,0.0978852,0.0435792,0.0732618,0.0565656,0.0288594,0.078916,0.0574235,0.0595206,0.0875931,0.0615186,0.0325977,0.00496022,0.0135036,0.0443935,0.0614644,0,0,0,0,0,0,0,0
822,0.0463832,0.0542731,0,0,0,0,0,0,0.028723,0,0.0182152,0.0502841,0,0,0.0181312,0,0,0.0599236,0.0321952,0.0276549,0.0239789,0.0241247,0.0527954,0.0346325,0.0228959,0.0403913,0.042912,0.0236687,0.0402187,0.0448453,0.0259445,0.0244239,0.0329104,0.0497108,0.0124967,0.0170055,0.0336395,0,0.0141012,0.0447679,0.0335741,0,0,0.026566,0,0,0.0185956,0.048072,0.0539629,0.0249944,0.0184386,0.0582949,0.0977907,0.0437224,0.0733341,0.0565575,0.0290471,0.0787706,0.0573836,0.0594176,0.0874127,0.061105,0.0322582,0.00499263,0.0134273,0.0445941,0.0611406,0,0,0,0,0,0,0,0
823,0.0461771,0.0545272,0,0,0,0,0,0,0.0286038,0,0.0180665,0.0503619,0,0,0.0182692,0,0,0.0600661,0.0323548,0.0279697,0.0238839,0.0240445,0.0528933,0.0346931,0.0228798,0.0403817,0.0430083,0.0237934,0.0401886,0.0448896,0.0258678,0.0243439,0.0333283,0.0495777,0.0124655,0.0171785,0.0333601,0,0.0144127,0.0448123,0.0335885,0,0,0.0273272,0,0,0.0187458,0.0480273,0.053551,0.0251107,0.0182065,0.0584287,0.0977691,0.0438635,0.073415,0.0565612,0.0290828,0.0787741,0.0571327,0.0592394,0.087286,0.0607339,0.0320634,0.00511374,0.0134271,0.0448142,0.0608424,0,0,0,0,0,0,0,0
824,0.0460184,0.0547751,0,0,0,0,0,0,0.0286493,0,0.0179562,0.0501417,0,0,0.0184037,0,0,0.0600445,0.0324927,0.0282121,0.0237569,0.0239888,0.0530003,0.0346924,0.0228456,0.0403826,0.0430763,0.0238117,0.040152,0.0448449,0.0258604,0.0241788,0.0336181,0.0495047,0.0124539,0.0172191,0.0330878,0,0.0145218,0.044843,0.033507,0,0,0.0280135,0,0,0.018882,0.0480238,0.0530807,0.0252512,0.0179583,0.0585628,0.0979231,0.0439364,0.073513,0.0566314,0.0291386,0.0789802,0.0569429,0.0590666,0.0871057,0.0600909,0.0319131,0.0051794,0.0134254,0.044984,0.0607692,0,0,0,0,0,0,0,0
825,0.046083,0.0549273,0,0,0,0,0,0,0.0290111,0,0.0178957,0.0499722,0,0,0.0184961,0,0,0.05984,0.0326526,0.0282201,0.0236334,0.0239347,0.0529503,0.0346979,0.0228089,0.0403497,0.043121,0.0238486,0.0401125,0.044824,0.0258693,0.0239678,0.033923,0.0494751,0.012436,0.0171651,0.0322532,0,0.0146394,0.0449046,0.0332443,0,0,0.0284925,0,0,0.0189077,0.0479745,0.0528174,0.0253646,0.0177818,0.0586155,0.0980419,0.0439555,0.0735351,0.0566589,0.0293297,0.0789327,0.0570303,0.0588338,0.0868658,0.0593788,0.0318068,0.00519125,0.0133557,0.0450566,0.0606839,0,0,0,0,0,0,0,0
826,0.0459618,0.0549936,0,0,0,0,0,0,0.0292605,0,0.0178612,0.0500261,0,0,0.0185366,0,0,0.0595773,0.0328477,0.0282235,0.0234344,0.0238917,0.0527717,0.0346657,0.0228893,0.0402902,0.0431631,0.0239092,0.0401038,0.0448753,0.025876,0.0237897,0.0342422,0.0494667,0.0124121,0.0170805,0.0316564,0,0.0146839,0.0450188,0.0330228,0,0,0.0288714,0,0,0.0188524,0.0479119,0.0527463,0.0254469,0.0175834,0.0585591,0.0977946,0.0440671,0.0735548,0.056606,0.0296947,0.0787029,0.0573882,0.0586826,0.0867037,0.0584708,0.031641,0.00521039,0.0132594,0.0450594,0.0604822,0,0,0,0,0,0,0,0
827,0.0461727,0.0549822,0,0,0,0,0,0,0.0294216,0,0.017842,0.050086,0,0,0.0184544,0,0,0.0596458,0.0329765,0.0283389,0.0231709,0.0238361,0.0525965,0.0345459,0.0231322,0.0402543,0.0431809,0.0239788,0.0400955,0.0449354,0.0258873,0.0236618,0.0346426,0.0494824,0.0124795,0.0170954,0.0314824,0,0.0146892,0.0450248,0.0329249,0,0,0.0291792,0,0,0.0187265,0.0478425,0.0525594,0.025376,0.0172361,0.058458,0.0973532,0.044113,0.0735966,0.0565183,0.0298656,0.0785229,0.0571371,0.0585855,0.086638,0.0575771,0.0312571,0.00523835,0.0131924,0.0450563,0.0602595,0,0,0,0,0,0,0,0
828,0.0461629,0.0549607,0,0,0,0,0,0,0.0295251,0,0.0177242,0.0498785,0,0,0.0184504,0,0,0.0597455,0.0330745,0.0285261,0.022981,0.0237491,0.0524803,0.0343004,0.023247,0.0403785,0.0432343,0.0240502,0.0401018,0.045004,0.0258154,0.0235452,0.0350565,0.0494859,0.0125613,0.0170862,0.0312678,0,0.0147352,0.0449335,0.0329963,0,0,0.0296152,0,0,0.0186124,0.0477556,0.052286,0.0253819,0.0165895,0.0583879,0.0970993,0.0441076,0.0734999,0.0563551,0.0299393,0.0784537,0.0563407,0.0584868,0.0865254,0.0567041,0.0308692,0.00527297,0.0132154,0.0450329,0.0601103,0,0,0,0,0,0,0,0
829,0.0457237,0.0550297,0,0,0,0,0,0,0.02959,0,0.0176167,0.0498063,0,0,0.0185544,0,0,0.059803,0.0332146,0.0287013,0.0229079,0.0237169,0.052369,0.034063,0.0232447,0.040678,0.0432704,0.0241054,0.0400534,0.0450586,0.0257786,0.0234133,0.0355084,0.0495293,0.0126026,0.0170368,0.0310282,0,0.0147713,0.044914,0.0332127,0,0,0.0302586,0,0,0.0187375,0.0476425,0.0518995,0.0254849,0.0161928,0.0583846,0.0970727,0.044128,0.0734605,0.056456,0.0299297,0.0784302,0.056066,0.0583403,0.086381,0.0557029,0.0304641,0.00540509,0.0133369,0.0450648,0.0599889,0,0,0,0,0,0,0,0
830,0.0453283,0.0551198,0,0,0,0,0,0,0.0298113,0,0.0175865,0.0498986,0,0,0.0186895,0,0,0.0598137,0.0334254,0.0288626,0.0228144,0.0236547,0.0521932,0.0337993,0.0232403,0.0408245,0.0432715,0.0241275,0.0400032,0.0450717,0.0257176,0.0233184,0.0359838,0.0495953,0.0126409,0.0170588,0.0307265,0,0.0146557,0.0450004,0.0334759,0,0,0.0311201,0,0,0.0189199,0.047546,0.0515163,0.0255664,0.0160165,0.0583246,0.0970406,0.0442188,0.0734404,0.0571046,0.0300253,0.0783771,0.0560289,0.0583693,0.0862614,0.0548168,0.0300681,0.00543377,0.0133522,0.0451123,0.0598794,0,0,0,0,0,0,0,0
831,0.0453276,0.0552972,0,0,0,0,0,0,0.0301787,0,0.0175235,0.0498319,0,0,0.0187485,0,0,0.0599815,0.033607,0.0290042,0.0226679,0.0235329,0.0520219,0.0335304,0.0232085,0.0408292,0.0433437,0.0241559,0.0399357,0.0450543,0.0256812,0.0231675,0.0364332,0.0496381,0.0127263,0.0171535,0.030542,0,0.0144694,0.0451145,0.033605,0,0,0.0319443,0,0,0.0189531,0.0474971,0.0513427,0.0255837,0.0159305,0.0582768,0.0970776,0.0443071,0.0735337,0.0574073,0.0302108,0.0783122,0.0559696,0.0583313,0.0861287,0.0540802,0.0298574,0.00552389,0.0134183,0.0451985,0.0597136,0,0,0,0,0,0,0,0
832,0.0454625,0.0554811,0,0,0,0,0,0,0.030443,0,0.0174177,0.0495995,0,0,0.0188193,0,0,0.0599999,0.0337541,0.0291595,0.0225568,0.0233519,0.0518487,0.0332786,0.0231854,0.0408366,0.0434185,0.0241786,0.0398504,0.0450275,0.0258522,0.0230179,0.0369068,0.0496426,0.0127874,0.0172059,0.0311021,0,0.0145187,0.0451493,0.0336547,0,0,0.0328045,0,0,0.0189916,0.047491,0.0507707,0.0256182,0.0157228,0.0582671,0.097086,0.0443515,0.0735935,0.0574441,0.030413,0.0779874,0.0557919,0.0582475,0.0860137,0.0534193,0.0295589,0.00567018,0.0135228,0.0452602,0.0593935,0,0,0,0,0,0,0,0
833,0.0455678,0.0556491,0,0,0,0,0,0,0.03045,0,0.0174184,0.04961,0,0,0.0188996,0,0,0.0599079,0.033876,0.0292386,0.0224319,0.0232402,0.0516492,0.03331,0.0230775,0.0409257,0.0434931,0.0241978,0.0397808,0.0450414,0.0259422,0.0227654,0.0374719,0.0495394,0.0128197,0.0172259,0.0324773,0,0.0145387,0.0451911,0.0335624,0,0,0.0334674,0,0,0.0190511,0.0474997,0.0500825,0.0257873,0.0155137,0.0582239,0.0969547,0.0444299,0.0736923,0.0574578,0.030673,0.077425,0.0556188,0.0582213,0.0860647,0.0527106,0.0290652,0.00577427,0.0135801,0.0453516,0.0591484,0,0,0,0,0,0,0,0
834,0.0452288,0.0557774,0,0,0,0,0,0,0.0300728,0,0.017373,0.049738,0,0,0.0189924,0,0,0.0598478,0.0340493,0.0293174,0.0222303,0.0231388,0.0514906,0.0334473,0.023,0.040946,0.0436145,0.0242605,0.0397702,0.0450892,0.0254793,0.0225516,0.0381628,0.0493497,0.0128401,0.0172598,0.0329739,0,0.0146336,0.0452919,0.0333785,0,0,0.0340823,0,0,0.0191853,0.0474299,0.0496906,0.0259205,0.0154296,0.0581731,0.0967637,0.0445715,0.0738077,0.0574357,0.0308253,0.0771129,0.0553986,0.0581251,0.0860032,0.0520463,0.0286647,0.0056957,0.0135907,0.0454667,0.0590051,0,0,0,0,0,0,0,0
835,0.0450684,0.0559491,0,0,0,0,0,0,0.029958,0,0.0172852,0.0496748,0,0,0.0190602,0,0,0.0597881,0.0342325,0.0293101,0.0220943,0.0230754,0.0514285,0.0335436,0.0229702,0.0409537,0.0436669,0.0243039,0.0397501,0.0450856,0.0248181,0.0223881,0.0388118,0.049255,0.0128491,0.0172945,0.0329825,0,0.0145953,0.0455102,0.033101,0,0,0.0347516,0,0,0.019208,0.0473307,0.0494051,0.0259735,0.0152955,0.0582178,0.0967795,0.0447913,0.0739487,0.057381,0.0308158,0.0770119,0.0552189,0.0579635,0.0858045,0.0516616,0.0282633,0.00562459,0.0134788,0.0456427,0.0587972,0,0,0,0,0,0,0,0
836,0.045483,0.0561724,0,0,0,0,0,0,0.029979,0,0.017374,0.0484123,0,0,0.0191929,0,0,0.0597387,0.0347489,0.0294716,0.0219054,0.0230283,0.0513986,0.0337552,0.0234783,0.0409337,0.0435254,0.0243772,0.0397545,0.0451952,0.0246385,0.0223964,0.039276,0.0492926,0.0127877,0.0174127,0,0,0.0223153,0.0449828,0.0326852,0,0,0.0352986,0,0,0.0191745,0.047142,0.053962,0.0256058,0.0171891,0.0579366,0.0967955,0.0429394,0.0712242,0.0564468,0.02959,0.0746912,0.0543641,0.0539829,0.0820057,0.0631314,0.0280579,0.00563902,0.0133856,0.0460175,0.0583438,0,0,0,0,0,0,0,0
837,0.045548,0.0564037,0,0,0,0,0,0,0.0301269,0,0.0172371,0.0495559,0,0,0.0192014,0,0,0.059666,0.0345463,0.0295011,0.0218071,0.0228862,0.0513129,0.0338548,0.0230018,0.0409677,0.0438375,0.0244313,0.0395909,0.0450948,0.0245776,0.0221887,0.039951,0.049327,0.01277,0.0174903,0.0325556,0,0.0147254,0.045964,0.0323521,0,0,0.0360564,0,0,0.019082,0.0471689,0.0487658,0.0261749,0.0149169,0.0583155,0.0967619,0.045153,0.0740222,0.0575884,0.0310679,0.0767903,0.0550063,0.0578706,0.0858332,0.0510592,0.0278634,0.0053778,0.0133348,0.0460567,0.0583696,0,0,0,0,0,0,0,0
