Timestep,C7,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFR,x71,x72,x73,
All Timesteps RMSE,0.0395756,0.0589942,0,0,0,0,0,0,0.0311968,0,0.0240027,0.0470502,0,0,0.0239177,0,0,0.0575347,0.0353226,0.0304725,0.0253701,0.0262442,0.0495834,0.0417616,0.0274532,0.0416055,0.0423309,0.024277,0.0434596,0.0456417,0.0299575,0.0297439,0.0319034,0.0533876,0.0168699,0.0162943,0.0366893,0,0.024305,0.0505209,0.027859,0,0,0.0323834,0,0,0.029741,0.0496078,0.0446542,0.0236608,0.0189693,0.0498323,0.0753529,0.0393702,0.0657458,0.0559516,0.0326215,0.070897,0.0494921,0.0519745,0.0787753,0.033812,0.029834,0.0204753,0.020765,0.0513267,0.061527,0,0,0,0,0,0,0,0
0,0.0346224,0.0692198,0,0,0,0,0,0,0.0365073,0,0.015534,0.0440118,0,0,0.0202914,0,0,0.0555868,0.0368585,0.0296525,0.0172396,0.0227029,0.0573011,0.0566475,0.0220423,0.0441421,0.0471072,0.0210763,0.0406396,0.0437889,0.0261653,0.0239337,0.0328017,0.0397455,0.0206488,0.0204854,0.024865,0,0.0190181,0.0458778,0.0230615,0,0,0.051592,0,0,0.0293664,0.0447557,0.0401936,0.0284015,0.0164035,0.0605366,0.082785,0.0430022,0.0729287,0.0575218,0.0309968,0.0702876,0.0475806,0.0507268,0.0776642,0.0452891,0.0192041,0.00793759,0.0152734,0.0530415,0.0575345,0,0,0,0,0,0,0,0
1,0.0345974,0.0700403,0,0,0,0,0,0,0.0347835,0,0.0158958,0.0436189,0,0,0.0273228,0,0,0.0620977,0.0369437,0.0298924,0.0168834,0.0228605,0.0572316,0.0538918,0.0220696,0.0446947,0.0474505,0.0211221,0.0406155,0.0438646,0.0263576,0.0240734,0.0330299,0.0479052,0.0181408,0.0171298,0.024817,0,0.0187852,0.0463597,0.022714,0,0,0.0514361,0,0,0.0294419,0.0442364,0.0400738,0.0286104,0.0161284,0.0606529,0.0820939,0.0424994,0.0725147,0.057529,0.0307026,0.070163,0.0475356,0.0497901,0.0776224,0.0447756,0.018562,0.0080241,0.0154753,0.0535545,0.0578017,0,0,0,0,0,0,0,0
2,0.0341248,0.0704656,0,0,0,0,0,0,0.0336495,0,0.0165295,0.043698,0,0,0.0273225,0,0,0.062251,0.0370443,0.0305844,0.0164679,0.0231693,0.0566428,0.0542629,0.0223452,0.0449985,0.047499,0.0210198,0.0408462,0.0440038,0.0268685,0.0243024,0.0339532,0.0479476,0.0183323,0.0170049,0.0250558,0,0.0187371,0.0469618,0.0225469,0,0,0.0513441,0,0,0.0297392,0.0435989,0.0400542,0.028518,0.015794,0.0601266,0.0816281,0.0421697,0.0724473,0.0573951,0.0306865,0.0701699,0.0475399,0.050216,0.0777774,0.044115,0.0181075,0.00819721,0.0155999,0.0535775,0.0582405,0,0,0,0,0,0,0,0
3,0.0338175,0.0709994,0,0,0,0,0,0,0.0324351,0,0.0173999,0.0440932,0,0,0.0272643,0,0,0.0622856,0.0371204,0.0318121,0.015993,0.0236298,0.0564273,0.0543371,0.022749,0.045255,0.0474441,0.0208169,0.0411617,0.0440834,0.027434,0.0246935,0.0348404,0.0480123,0.0184688,0.0168345,0.0252759,0,0.0186724,0.0475533,0.0223394,0,0,0.0512033,0,0,0.0300766,0.0430264,0.04002,0.0286428,0.0153968,0.0598567,0.0808357,0.0419458,0.0724912,0.0571154,0.0309386,0.0703322,0.0478034,0.0504153,0.0780657,0.0435956,0.0177201,0.00831268,0.0156843,0.0536324,0.0586813,0,0,0,0,0,0,0,0
4,0.0336751,0.0716373,0,0,0,0,0,0,0.0311078,0,0.0185217,0.0436597,0,0,0.0271468,0,0,0.0620949,0.0372127,0.0333198,0.0156493,0.0241251,0.0565627,0.0541165,0.0232146,0.0457548,0.0473209,0.0204928,0.0414896,0.0441959,0.0279444,0.0253134,0.0358545,0.0480181,0.0186978,0.0165232,0.0254908,0,0.0187366,0.0480856,0.0220785,0,0,0.0509794,0,0,0.0302082,0.0427544,0.039965,0.0290372,0.0149844,0.0598119,0.0797685,0.0419953,0.072538,0.0568031,0.031359,0.0706133,0.0480149,0.0511446,0.0783142,0.0427632,0.0175187,0.00832264,0.0157757,0.0538437,0.0591556,0,0,0,0,0,0,0,0
5,0.0338912,0.0710779,0,0,0,0,0,0,0.0322839,0,0.0188803,0.0415781,0,0,0.0266319,0,0,0.061641,0.0374851,0.0357023,0.0114122,0.025722,0.0565455,0.0556233,0.0224817,0.0461242,0.0475386,0.0225244,0.0398159,0.0424925,0.0266571,0.0257198,0.0352979,0.048722,0.0191522,0.016029,0.0245536,0,0.0188322,0.0490547,0.0232248,0,0,0.0508828,0,0,0.030305,0.0417352,0.0392583,0.0317869,0.0133975,0.0608759,0.0794064,0.0423127,0.0725732,0.0571805,0.031804,0.0709336,0.0482486,0.0516935,0.0789283,0.0437398,0.0175723,0.00834216,0.0159762,0.0528968,0.0602669,0,0,0,0,0,0,0,0
6,0.0323946,0.0722773,0,0,0,0,0,0,0.0299703,0,0.0207909,0.0434693,0,0,0.0266279,0,0,0.0614884,0.037545,0.0361863,0.0153445,0.0248555,0.0568437,0.0532078,0.0242503,0.0468799,0.0466932,0.0197302,0.042042,0.0442614,0.0289348,0.0268625,0.0392672,0.0482952,0.0190113,0.0160356,0.025811,0,0.0190091,0.048804,0.0208377,0,0,0.0505864,0,0,0.030565,0.0422173,0.0396649,0.0295446,0.014255,0.0591404,0.0783914,0.0418283,0.0727226,0.0571369,0.0318047,0.0710583,0.0481738,0.0513396,0.0785119,0.040467,0.0171279,0.00830593,0.0161923,0.0546513,0.0600407,0,0,0,0,0,0,0,0
7,0.0332109,0.0714004,0,0,0,0,0,0,0.0303056,0,0.0214367,0.0441163,0,0,0.0256413,0,0,0.0610054,0.0373539,0.0372823,0.0154654,0.0252508,0.057459,0.0549021,0.0245599,0.0471126,0.0463152,0.019485,0.0423584,0.0443384,0.0294248,0.0275971,0.0415818,0.0496957,0.0196007,0.0154763,0.0260505,0,0.0192049,0.048811,0.0221315,0,0,0.0500338,0,0,0.0304496,0.0423288,0.0397454,0.0301309,0.0137268,0.0594976,0.0778155,0.042156,0.0728338,0.0573495,0.0322038,0.0705352,0.047884,0.0513302,0.0782252,0.0393267,0.0168869,0.00824084,0.016273,0.0542735,0.0602921,0,0,0,0,0,0,0,0
8,0.0301304,0.072335,0,0,0,0,0,0,0.0307542,0,0.021698,0.0436868,0,0,0.0268759,0,0,0.0617169,0.0379055,0.0380957,0.0154504,0.0253256,0.0559599,0.0520057,0.0251398,0.0473647,0.0462411,0.0192499,0.0424479,0.0442055,0.0297452,0.0279524,0.0431662,0.0475925,0.0194782,0.0157451,0.0258427,0,0.0193335,0.0491371,0.019591,0,0,0.0499418,0,0,0.0306043,0.0417164,0.0392934,0.0290478,0.0137329,0.0571024,0.0775329,0.0420541,0.0726517,0.0568516,0.0318079,0.0706846,0.0482075,0.0517025,0.0785703,0.0393214,0.0169579,0.00851237,0.0163543,0.0560148,0.0611941,0,0,0,0,0,0,0,0
9,0.0322519,0.0717319,0,0,0,0,0,0,0.0310321,0,0.0217436,0.0444996,0,0,0.0252514,0,0,0.0610194,0.0373934,0.0386265,0.0156585,0.0256104,0.0571361,0.0536244,0.025162,0.0473916,0.0461227,0.0194036,0.0426393,0.0442893,0.0302984,0.0282851,0.0449284,0.0499509,0.0201618,0.0149838,0.0258655,0,0.0195911,0.048942,0.0213753,0,0,0.0493911,0,0,0.0305078,0.0422193,0.0392706,0.0301579,0.0129996,0.058454,0.0767837,0.0422983,0.0727263,0.0569436,0.03252,0.070183,0.0480358,0.0511543,0.0782664,0.0383589,0.016344,0.0083148,0.0166378,0.0553764,0.0609609,0,0,0,0,0,0,0,0
10,0.032103,0.0723701,0,0,0,0,0,0,0.0311021,0,0.0218677,0.0446828,0,0,0.0250152,0,0,0.0610071,0.037379,0.0389808,0.0157482,0.0258112,0.0569578,0.0532782,0.025356,0.0474746,0.045878,0.0194827,0.0426623,0.0442929,0.0305145,0.0284727,0.0459297,0.0503164,0.0204187,0.0148124,0.0261069,0,0.0197619,0.0487769,0.0212901,0,0,0.0490617,0,0,0.0306149,0.0423079,0.0388692,0.0302623,0.0126379,0.0581844,0.0761442,0.0422788,0.072617,0.0568159,0.0326083,0.0700603,0.0480656,0.0510896,0.078286,0.0370925,0.0162101,0.00847892,0.0168379,0.0559743,0.06119,0,0,0,0,0,0,0,0
11,0.0319389,0.0727147,0,0,0,0,0,0,0.0310238,0,0.022004,0.0448628,0,0,0.0248034,0,0,0.0609514,0.037411,0.0391975,0.0158435,0.0258363,0.0567363,0.0528207,0.0255728,0.0476892,0.0458004,0.0195716,0.0427313,0.0443055,0.0306489,0.0287065,0.0460128,0.0505494,0.0204697,0.0147052,0.02645,0,0.0199401,0.0486195,0.0211135,0,0,0.0488053,0,0,0.0306543,0.0424157,0.0383681,0.030316,0.0124971,0.0579138,0.0754483,0.0423545,0.0724536,0.0567116,0.0326691,0.0700241,0.0480118,0.051223,0.0783311,0.0356425,0.0160334,0.00837266,0.0171158,0.0567299,0.0613818,0,0,0,0,0,0,0,0
12,0.0317759,0.072703,0,0,0,0,0,0,0.0309611,0,0.0221643,0.0451118,0,0,0.0246483,0,0,0.0608616,0.0374529,0.0393713,0.0159883,0.0258251,0.0564928,0.0523935,0.0258104,0.0480172,0.0458017,0.0196704,0.0428737,0.0443279,0.0308089,0.0290254,0.0459823,0.0506313,0.0206137,0.0145413,0.0266762,0,0.0201011,0.0484032,0.0209364,0,0,0.0486841,0,0,0.0309779,0.0424685,0.0378914,0.0302832,0.0127612,0.0576509,0.0746971,0.0425992,0.0722869,0.0567953,0.0327039,0.0700284,0.0479954,0.0513299,0.0784108,0.0347028,0.0159149,0.0087146,0.0173331,0.0576238,0.0615054,0,0,0,0,0,0,0,0
13,0.0314631,0.0729483,0,0,0,0,0,0,0.0310171,0,0.0223175,0.0453168,0,0,0.0244844,0,0,0.0607089,0.0374312,0.0395729,0.0160464,0.0259625,0.0561068,0.0522251,0.026029,0.0480531,0.0456233,0.0197509,0.0430798,0.0443705,0.0310237,0.0294116,0.046076,0.0507478,0.0208101,0.0143966,0.0268611,0,0.0202768,0.0485694,0.0207526,0,0,0.0488539,0,0,0.0313679,0.0424675,0.0374615,0.0300277,0.012904,0.0571791,0.0743033,0.0428023,0.0720963,0.0569608,0.032716,0.0700384,0.0479755,0.051376,0.0785196,0.0341936,0.0158707,0.0088689,0.0175801,0.0579927,0.0616993,0,0,0,0,0,0,0,0
14,0.0313915,0.0733589,0,0,0,0,0,0,0.0311564,0,0.0224679,0.0453481,0,0,0.0243432,0,0,0.0605652,0.0376155,0.039698,0.0160663,0.026179,0.0558461,0.0524488,0.0263061,0.0480172,0.0455176,0.0197556,0.0432704,0.0443874,0.0312067,0.0297743,0.0461851,0.0509003,0.0208436,0.0143146,0.0272754,0,0.0205284,0.0489209,0.0207885,0,0,0.0489131,0,0,0.0317074,0.0423365,0.0369143,0.0297341,0.0128768,0.0566165,0.073886,0.0428385,0.0719437,0.0570952,0.0326935,0.0699601,0.0479347,0.051342,0.0785118,0.0331561,0.0158046,0.00889725,0.017801,0.0580117,0.0619051,0,0,0,0,0,0,0,0
15,0.031443,0.0733739,0,0,0,0,0,0,0.0318825,0,0.0226076,0.0443664,0,0,0.0241437,0,0,0.0604666,0.0375499,0.0410479,0.0145007,0.0259578,0.0555375,0.0521044,0.0259801,0.046085,0.0446231,0.0214116,0.0433412,0.0445113,0.0316771,0.0307846,0.0484048,0.0509436,0.02089,0.014192,0.0270709,0,0.0198824,0.0491464,0.0207833,0,0,0.0488884,0,0,0.0319752,0.0421123,0.0370286,0.0307263,0.013191,0.0566924,0.0740135,0.0425356,0.0713282,0.0571909,0.0326831,0.0697744,0.0481912,0.0512376,0.0781401,0.0342698,0.0158381,0.00901756,0.0179304,0.0581658,0.062039,0,0,0,0,0,0,0,0
16,0.0318439,0.0732618,0,0,0,0,0,0,0.0316686,0,0.0227539,0.0449322,0,0,0.0240046,0,0,0.0604801,0.0373579,0.0411127,0.0152757,0.0258472,0.0557705,0.0517385,0.026217,0.0461294,0.0446194,0.0212994,0.0433764,0.0445639,0.0319796,0.0309912,0.0488075,0.0509855,0.0210151,0.0140472,0.0274092,0,0.0202238,0.0491106,0.0207447,0,0,0.048433,0,0,0.0320467,0.0425035,0.0364774,0.0303217,0.0132008,0.0565037,0.0742384,0.042584,0.070643,0.0569388,0.0330301,0.0697121,0.0481368,0.0512327,0.0781552,0.0331599,0.0158932,0.00909924,0.0180483,0.0583094,0.0620264,0,0,0,0,0,0,0,0
17,0.0320156,0.0737247,0,0,0,0,0,0,0.0314301,0,0.0228147,0.0451267,0,0,0.0237972,0,0,0.0604557,0.0376556,0.0410388,0.0153346,0.0257455,0.0557403,0.0517948,0.0266539,0.0460675,0.0444027,0.021252,0.0433499,0.0445017,0.0321573,0.0311083,0.0483743,0.0514693,0.021266,0.0138582,0.0272989,0,0.0203089,0.0498399,0.0207199,0,0,0.0479707,0,0,0.0318606,0.0426384,0.0364199,0.0307918,0.0126913,0.0562776,0.0743092,0.0428926,0.0706749,0.0570652,0.0335957,0.0691899,0.0476883,0.0508964,0.0778488,0.0329184,0.0159622,0.00896305,0.0181504,0.0587753,0.0617722,0,0,0,0,0,0,0,0
18,0.0320647,0.074125,0,0,0,0,0,0,0.0313777,0,0.0229955,0.0450187,0,0,0.0235964,0,0,0.0604745,0.0372615,0.0411905,0.0161847,0.0256356,0.0557821,0.0516735,0.0270501,0.0461491,0.0441111,0.0210484,0.0433978,0.0444477,0.032373,0.0313369,0.0484049,0.0517837,0.0215632,0.0136985,0.0277998,0,0.0207173,0.0491637,0.0207351,0,0,0.0476451,0,0,0.0316526,0.0430243,0.0359829,0.0300656,0.013014,0.0559874,0.0741391,0.0430495,0.0700974,0.0567174,0.0338942,0.0693954,0.047725,0.0509981,0.0778886,0.0318914,0.0161619,0.00899151,0.0178578,0.0588848,0.0616832,0,0,0,0,0,0,0,0
19,0.0327077,0.0739346,0,0,0,0,0,0,0.0306967,0,0.0231421,0,0,0,0.0231468,0,0,0.0601296,0.0353586,0.0397979,0.0232145,0.0244365,0.0567077,0.0504641,0.0237711,0.0468836,0.0465336,0.021192,0.043345,0.0442486,0.0324748,0.0307951,0.0490194,0.0523694,0.0217128,0.0134529,0.0301453,0,0.0220504,0.0512716,0.0207928,0,0,0.0469683,0,0,0.0314796,0.0477877,0.0350722,0.027223,0.0133711,0.0560148,0.0734799,0.0420819,0.0682467,0.0565324,0.0362395,0.0689127,0.0469096,0.0504388,0.0772054,0.0266287,0.0162076,0.00871973,0.0175458,0.059282,0.0612075,0,0,0,0,0,0,0,0
20,0.0334224,0,0,0,0,0,0,0,0.0305996,0,0.0234374,0.0459773,0,0,0.0222414,0,0,0.0595577,0.0376354,0.0408491,0.0185813,0.0250151,0.0607196,0.0418445,0.0275792,0.0466581,0.0442008,0.0205965,0.04318,0.0441124,0.0324426,0.0314468,0.0474655,0.0516396,0.0210863,0.013433,0.0278329,0,0.0211337,0.049675,0.0181152,0,0,0.0427538,0,0,0.0299866,0.0439511,0.0354894,0.0315177,0.0128631,0.0605617,0.069317,0.0429809,0.0694663,0.0568615,0.0346213,0.069032,0.0472257,0.0506234,0.0775883,0.030632,0.0169307,0.00737031,0.0174926,0.0672743,0.0573564,0,0,0,0,0,0,0,0
21,0.0336252,0,0,0,0,0,0,0,0.0304026,0,0.023573,0.0458065,0,0,0.0219783,0,0,0.0593104,0.037709,0.0409958,0.019124,0.0248333,0.0608414,0.0413148,0.0279639,0.0468782,0.0441099,0.0203505,0.0429953,0.0438544,0.0324243,0.0315004,0.0474768,0.0518115,0.0209647,0.0133823,0.0276137,0,0.0213104,0.0493268,0.0180275,0,0,0.042422,0,0,0.0300717,0.0440247,0.0357038,0.0313286,0.0130962,0.0607285,0.0686728,0.0431148,0.0693637,0.056705,0.0348137,0.0690409,0.0472712,0.0505642,0.0776035,0.030059,0.0170502,0.00759013,0.0179248,0.067588,0.0571349,0,0,0,0,0,0,0,0
22,0.0334168,0,0,0,0,0,0,0,0.0302297,0,0.0235269,0.0457927,0,0,0.0218513,0,0,0.0592142,0.0377786,0.0405662,0.0187913,0.0251641,0.0604213,0.0411575,0.0280177,0.0466122,0.0437481,0.0206481,0.0430879,0.0437662,0.0325927,0.0316832,0.0466015,0.0519406,0.0209105,0.0133811,0.0271102,0,0.0213646,0.049008,0.0179318,0,0,0.0421997,0,0,0.0302573,0.0443049,0.0366779,0.0314377,0.0132295,0.0606629,0.0682458,0.0429859,0.0691095,0.0564808,0.0349981,0.0690424,0.0471441,0.0506523,0.0777904,0.0293384,0.0172671,0.00774739,0.0180526,0.067444,0.0572904,0,0,0,0,0,0,0,0
23,0.0343954,0,0,0,0,0,0,0,0.0294844,0,0.0234981,0,0,0,0.0214735,0,0,0.0589643,0.0358864,0.0386196,0.0264357,0.0245064,0.0615435,0.0391954,0.024248,0.0468949,0.0460505,0.0210614,0.0430127,0.0433651,0.03259,0.0309466,0.0463906,0.0523,0.0209886,0.0131722,0.0293365,0,0.0226258,0.0500296,0.0177166,0,0,0.0410117,0,0,0.0302303,0.0491703,0.0365682,0.0286685,0.013986,0.0609333,0.0663278,0.04181,0.0673081,0.0562364,0.037356,0.0684483,0.0461702,0.0500826,0.0771029,0.0245316,0.0178223,0.0077556,0.017626,0.0676798,0.0567068,0,0,0,0,0,0,0,0
24,0.0342498,0,0,0,0,0,0,0,0.0292292,0,0.0237283,0,0,0,0.02134,0,0,0.0588707,0.0358437,0.0382534,0.0268425,0.024533,0.0611139,0.0390462,0.0244873,0.0469493,0.0457942,0.0208725,0.0428532,0.043249,0.0324737,0.0308587,0.045498,0.0526308,0.0210737,0.0131422,0.0294187,0,0.0228179,0.0511909,0.0177739,0,0,0.0406411,0,0,0.0302108,0.049265,0.036429,0.0280024,0.0142305,0.0604543,0.0652689,0.0418552,0.0672198,0.0560646,0.037533,0.0684312,0.0460849,0.0500634,0.0770801,0.0244413,0.0179156,0.00778212,0.0173367,0.0674838,0.0566838,0,0,0,0,0,0,0,0
25,0.034217,0,0,0,0,0,0,0,0.0287693,0,0.0240056,0,0,0,0.0212576,0,0,0.0586571,0.0357123,0.0378278,0.0276768,0.0243117,0.0607323,0.0387387,0.0247271,0.0472497,0.0458011,0.0205454,0.0425677,0.0431289,0.0321971,0.030672,0.0448579,0.0529241,0.0207965,0.0132355,0.0297411,0,0.0231185,0.0523187,0.0178178,0,0,0.0402259,0,0,0.0300861,0.0498912,0.0362612,0.0274174,0.0145605,0.0599368,0.0646236,0.0419463,0.0671704,0.0563355,0.0380967,0.0681878,0.0458767,0.0498264,0.0768172,0.0239399,0.0180688,0.0077505,0.0170225,0.067327,0.0565471,0,0,0,0,0,0,0,0
26,0.03404,0,0,0,0,0,0,0,0.028167,0,0.0240721,0,0,0,0.0213636,0,0,0.0582529,0.0357233,0.037103,0.0274836,0.0244539,0.0605326,0.0384633,0.0250976,0.0470408,0.045363,0.0207887,0.0424918,0.0430329,0.0321207,0.0307082,0.0430287,0.0531309,0.0196952,0.0138139,0.0296064,0,0.0232108,0.0524867,0.017869,0,0,0.0398698,0,0,0.0300058,0.049623,0.0359333,0.0270081,0.014922,0.0595209,0.0642662,0.0420019,0.0674324,0.0562795,0.0380361,0.0683292,0.0459987,0.0498928,0.0768945,0.0241505,0.0182339,0.00773616,0.0171082,0.0669737,0.056658,0,0,0,0,0,0,0,0
27,0.0339579,0,0,0,0,0,0,0,0.0275617,0,0.0242853,0,0,0,0.0214318,0,0,0.0578261,0.0356092,0.0364789,0.0277581,0.0243591,0.0602313,0.0381888,0.0254171,0.047097,0.0451498,0.0208097,0.0422488,0.0427781,0.0319088,0.0305249,0.0414433,0.0531409,0.0192649,0.0143448,0.0297306,0,0.0234166,0.0525713,0.0179365,0,0,0.0395793,0,0,0.0300449,0.0499231,0.035896,0.0267366,0.0152398,0.0591483,0.0639718,0.0420239,0.067403,0.0562765,0.0383768,0.0681585,0.0458231,0.0497862,0.0767924,0.0239481,0.0184823,0.00771634,0.0170872,0.0665997,0.0566514,0,0,0,0,0,0,0,0
28,0.0338416,0,0,0,0,0,0,0,0.0273501,0,0.0244841,0,0,0,0.0213057,0,0,0.0580559,0.0355227,0.0357682,0.0280994,0.0242574,0.0599857,0.0378779,0.0257904,0.0471833,0.0449105,0.0208231,0.0420107,0.0425921,0.0316481,0.0303883,0.039717,0.0531647,0.0202057,0.0136805,0.0299233,0,0.0236158,0.0526205,0.0179519,0,0,0.0393828,0,0,0.0301828,0.0502027,0.0357899,0.0264213,0.0155026,0.0587719,0.0635282,0.0419766,0.0672335,0.0562061,0.0386548,0.0679578,0.0457357,0.0496909,0.076699,0.0236465,0.0186889,0.00775197,0.0174335,0.0663314,0.0566465,0,0,0,0,0,0,0,0
29,0.0337193,0,0,0,0,0,0,0,0.0277491,0,0.0246864,0,0,0,0.0211777,0,0,0.0583796,0.0354673,0.0349658,0.0284773,0.0241792,0.0597259,0.0375245,0.0261826,0.0472565,0.0446484,0.0209006,0.0418493,0.0424006,0.0313556,0.0303841,0.0377099,0.053214,0.0213155,0.0128375,0.0302227,0,0.0238459,0.0526575,0.0179502,0,0,0.039151,0,0,0.0303475,0.0505386,0.0356567,0.0261241,0.0158121,0.0584346,0.0630249,0.041943,0.0669944,0.0561719,0.0389606,0.0678258,0.0457337,0.049559,0.0765995,0.0232039,0.0189101,0.00781567,0.0176452,0.0660294,0.0566124,0,0,0,0,0,0,0,0
30,0.0335475,0,0,0,0,0,0,0,0.0278244,0,0.024849,0,0,0,0.0211455,0,0,0.0584363,0.0354455,0.0343196,0.0288835,0.0240111,0.0594087,0.0370973,0.0265738,0.0472905,0.0443882,0.0210644,0.041693,0.0421838,0.0311225,0.0304177,0.0351955,0.0533148,0.0217017,0.0124834,0.0306699,0,0.0241099,0.0526537,0.0178967,0,0,0.0388217,0,0,0.0304119,0.050869,0.0355442,0.0257841,0.0161192,0.0580456,0.0626831,0.0419869,0.0666306,0.0561673,0.0392782,0.0678035,0.0455541,0.0494872,0.0765497,0.0224884,0.0191438,0.00783552,0.0176498,0.0657413,0.0565724,0,0,0,0,0,0,0,0
31,0.0328587,0,0,0,0,0,0,0,0.0284237,0,0.0247522,0.0472393,0,0,0.0211895,0,0,0.058548,0.0382468,0.0352374,0.021679,0.024205,0.0581397,0.0376894,0.0308684,0.0469358,0.0416394,0.0218157,0.042145,0.0428573,0.0316848,0.0314564,0.0322819,0.0532635,0.0217521,0.0124804,0.0285555,0,0.0230918,0.0505663,0.0176572,0,0,0.0386349,0,0,0.030399,0.0462418,0.0356379,0.0285985,0.0154261,0.0574888,0.0624947,0.0429641,0.0680749,0.0560864,0.0371283,0.0684942,0.0462996,0.0501726,0.0773086,0.0258697,0.0192098,0.00783267,0.0176352,0.0653062,0.0569423,0,0,0,0,0,0,0,0
32,0.0365641,0.0915905,0,0,0,0,0,0,0.0281721,0,0.0249509,0,0,0,0.0234056,0,0,0.0558565,0.0363394,0.0332164,0.0309717,0.0233611,0.0615496,0.0442054,0.0278003,0.0471649,0.0440734,0.0220544,0.0410881,0.0414744,0.0303981,0.0301261,0.0284028,0.062837,0.0222218,0.0121454,0.0310904,0,0.0243918,0.0527852,0.017074,0,0,0.0419652,0,0,0.0319202,0.0512892,0.0347902,0.0253042,0.0168577,0.0592498,0.0645304,0.0414788,0.0656849,0.0557423,0.039191,0.0677364,0.0456239,0.0497432,0.0768318,0.0213122,0.0150927,0.00806441,0.0185104,0.0608755,0.058259,0,0,0,0,0,0,0,0
33,0.0324787,0,0,0,0,0,0,0,0.0304835,0,0.024617,0.0477746,0,0,0.0211879,0,0,0.0581929,0.0382845,0.0336559,0.0228147,0.0239704,0.0573244,0.0366616,0.0319048,0.0465732,0.0408955,0.0229757,0.0422872,0.0430486,0.0314891,0.0318138,0.0257909,0.0537891,0.021539,0.0123656,0.0291332,0,0.0235151,0.0503064,0.0174617,0,0,0.0377091,0,0,0.0302963,0.0469064,0.035303,0.0277018,0.0160894,0.0565482,0.0614661,0.0429683,0.067426,0.0558914,0.0375424,0.0680938,0.0463652,0.0502448,0.0774327,0.0247163,0.0198585,0.00766324,0.0178365,0.0654242,0.0570306,0,0,0,0,0,0,0,0
34,0.0325982,0,0,0,0,0,0,0,0.0316285,0,0.0249993,0,0,0,0.02123,0,0,0.0576045,0.0349275,0.0323559,0.0306457,0.0239328,0.0574404,0.0352462,0.0288109,0.046385,0.0428665,0.0227996,0.0413849,0.0416373,0.0301741,0.0310002,0.0229131,0.0542923,0.0206822,0.0128132,0.0322555,0,0.0251516,0.0520112,0.0176513,0,0,0.0373378,0,0,0.0303357,0.0526018,0.034901,0.0242778,0.0175855,0.0562626,0.0609321,0.0421764,0.0650952,0.0558727,0.0404175,0.067228,0.0454775,0.0494276,0.0765516,0.0201105,0.0204211,0.00770277,0.0179066,0.0657353,0.0568154,0,0,0,0,0,0,0,0
35,0.0308656,0.0719788,0,0,0,0,0,0,0.0344495,0,0.024596,0.0483041,0,0,0.0219147,0,0,0.0576763,0.0380013,0.0322587,0.0232266,0.0242707,0.0516874,0.0457061,0.0330102,0.0456637,0.0399158,0.0244892,0.0429446,0.0435675,0.0316225,0.0330074,0.0193081,0.0555683,0.0207087,0.0135174,0.0301598,0,0.0240309,0.0504362,0.0205178,0,0,0.0410372,0,0,0.032062,0.047431,0.0345301,0.0250741,0.0167512,0.051007,0.0653075,0.0428344,0.0664632,0.0551351,0.0376983,0.0682382,0.046565,0.050431,0.0776057,0.0234858,0.0192417,0.00897668,0.0184918,0.0572704,0.0610513,0,0,0,0,0,0,0,0
36,0.0322293,0,0,0,0,0,0,0,0.0349528,0,0.0244102,0.0489631,0,0,0.0211262,0,0,0.0573397,0.0376882,0.0307164,0.024972,0.0240132,0.0558164,0.0349016,0.0332351,0.0455673,0.0401898,0.0247024,0.0429413,0.0435294,0.0314223,0.0329819,0.0168691,0.0548507,0.0206789,0.012767,0.0305618,0,0.0242604,0.0492233,0.0175188,0,0,0.0367048,0,0,0.0306868,0.0479978,0.0347719,0.0263905,0.0168809,0.054914,0.0598565,0.0430577,0.0662438,0.0551703,0.0383013,0.0678886,0.046205,0.0500739,0.0771951,0.0229916,0.0212596,0.00782101,0.0178806,0.065931,0.0565913,0,0,0,0,0,0,0,0
37,0.0299685,0.0757078,0,0,0,0,0,0,0.0331587,0,0.0240327,0,0,0,0.0217843,0,0,0.0576033,0.0343453,0.0278138,0.0309456,0.0236939,0.0498184,0.0441877,0.0297575,0.0455604,0.0430104,0.0238459,0.0415145,0.0419084,0.0293142,0.0307787,0.0168898,0.0553064,0.0210222,0.0130043,0.0333915,0,0.025831,0.0514145,0.0212635,0,0,0.0404056,0,0,0.032289,0.053437,0.0344329,0.021126,0.0184085,0.049506,0.0651101,0.0423235,0.0639473,0.0549985,0.0410518,0.0673037,0.0454557,0.0494466,0.0764679,0.0187879,0.0205931,0.00922848,0.0183546,0.0575908,0.0609021,0,0,0,0,0,0,0,0
