Timestep,C7,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFR,x71,x72,x73,x74,
All Timesteps RMSE,0.0391483,0.0563327,0,0,0,0,0,0,0.0330785,0,0.025739,0.0628358,0,0,0.0289753,0,0,0.04202,0.039057,0.0332455,0.0315878,0.0220241,0.0494947,0.0409227,0.0223832,0.0463108,0.0510022,0.0262316,0.0364445,0.0381915,0.0230736,0.0259659,0.0287127,0.0428873,0.0162533,0.0115384,0.0395588,0,0.0229075,0.0662319,0.0307561,0,0,0.0324274,0,0,0.0258841,0.0605441,0.0351103,0.0237984,0.0172628,0.052031,0.0726184,0.035388,0.068135,0.0625549,0.0394808,0.0652499,0.0445897,0.0475345,0.0717946,0.0202022,0.0310223,0.019444,0.0160544,0.0510933,0.06128,0,0,0,0,0,0,0,0,0
0,0.0373554,0.0460843,0,0,0,0,0,0,0.0375609,0,0.0260847,0.0593403,0,0,0.0303612,0,0,0.0375099,0.0369445,0.0290387,0.0296055,0.0223709,0.036824,0.0334888,0.0230323,0.0420833,0.0480178,0.0251364,0.0383259,0.0390801,0.0262859,0.0288099,0.0156324,0.0508054,0.0172754,0.00811639,0.0477693,0,0.0287172,0.0668292,0.0355416,0,0,0.021847,0,0,0.0220896,0.059756,0.0399683,0.00540532,0.0250855,0.0416142,0.0519933,0.0306121,0.0607277,0.0594287,0.040097,0.0665653,0.0470286,0.0484707,0.0707315,0.0102274,0.0348548,0.0190212,0.00638338,0.0393031,0.0622692,0,0,0,0,0,0,0,0,0
1,0.0376412,0.0459544,0,0,0,0,0,0,0.0371365,0,0.0259958,0.0592362,0,0,0.0302123,0,0,0.0377378,0.0371032,0.0289811,0.0303682,0.0226393,0.0369856,0.0334662,0.0228655,0.0422384,0.0481647,0.0253599,0.0382416,0.0390827,0.026093,0.0294999,0.015646,0.0504923,0.0170909,0.00805895,0.0479815,0,0.0291815,0.0669905,0.0355588,0,0,0.0214317,0,0,0.0223219,0.0596733,0.0403483,0.00554363,0.0253078,0.0416087,0.0525202,0.030655,0.0608207,0.0595926,0.0401503,0.066814,0.0472407,0.0485724,0.07095,0.0107743,0.0349077,0.0191471,0.00627793,0.039076,0.0623983,0,0,0,0,0,0,0,0,0
2,0.0378973,0.0458703,0,0,0,0,0,0,0.0376418,0,0.0261704,0.0594011,0,0,0.0302184,0,0,0.0377857,0.0366326,0.029251,0.0300249,0.0228229,0.0364027,0.0330903,0.022748,0.0426315,0.0481741,0.0249416,0.0380116,0.0390426,0.0257316,0.0284804,0.0152039,0.0498966,0.0174128,0.0082524,0.0483161,0,0.0293871,0.0668709,0.0359142,0,0,0.0205936,0,0,0.0227636,0.0598825,0.0409368,0.00581876,0.0258237,0.0413432,0.0531389,0.0309871,0.0607882,0.0597409,0.0408635,0.0668944,0.0475484,0.0486245,0.0707719,0.0119407,0.0353208,0.0191173,0.00584521,0.0389522,0.0622099,0,0,0,0,0,0,0,0,0
3,0.038131,0.0454265,0,0,0,0,0,0,0.0358591,0,0.0241159,0.0586156,0,0,0.0299374,0,0,0.0380675,0.0366129,0.026858,0.0292293,0.0224912,0.0369379,0.0332916,0.0232836,0.042041,0.0475667,0.02604,0.0392871,0.0396037,0.0279658,0,0.0170462,0.0499784,0.0170758,0.0079693,0.0486161,0,0.029429,0.0671881,0.0356895,0,0,0.0206183,0,0,0.0226542,0.0597222,0.0410818,0.00606382,0.0258849,0.0415881,0.0538466,0.0305032,0.0609986,0.0599291,0.04064,0.0671922,0.0476295,0.0487472,0.0710407,0.0117724,0.0349044,0.0191335,0.00581738,0.0384037,0.0626672,0,0,0,0,0,0,0,0,0
4,0.0387544,0.0451651,0,0,0,0,0,0,0.0364359,0,0.0258967,0.0594198,0,0,0.0296062,0,0,0.0383314,0.0374133,0.0287677,0.031267,0.0223189,0.0373443,0.0333174,0.0231846,0.0423898,0.0481998,0.0253979,0.0383006,0.039156,0.0259362,0.0291089,0.0158935,0.0499514,0.0168285,0.00774329,0.0490232,0,0.0297654,0.0673373,0.0355033,0,0,0.0205085,0,0,0.0225925,0.0599412,0.0414618,0.00572868,0.0259579,0.0417905,0.0540766,0.0302495,0.0611109,0.0601991,0.0405707,0.0674364,0.047644,0.0487665,0.0712237,0.0118201,0.0345415,0.019338,0.00564789,0.0381596,0.0627657,0,0,0,0,0,0,0,0,0
5,0.0391335,0.0449195,0,0,0,0,0,0,0.0359542,0,0.0262224,0.0596208,0,0,0.0294836,0,0,0.0383942,0.0375812,0.0290014,0.0319429,0.0224654,0.0374315,0.0332765,0.0232476,0.0424543,0.0482626,0.0251078,0.0383072,0.0391361,0.0256866,0.0298854,0.015945,0.0497016,0.0168156,0.00768452,0.0495329,0,0.0299674,0.067429,0.0355233,0,0,0.0202781,0,0,0.022573,0.060029,0.0416665,0.00576969,0.0261316,0.0419068,0.0546754,0.0302177,0.0611926,0.0603292,0.0405216,0.0676657,0.0478131,0.0488505,0.0713152,0.01197,0.0343263,0.019255,0.00538802,0.0380053,0.0628669,0,0,0,0,0,0,0,0,0
6,0.0398459,0.0446696,0,0,0,0,0,0,0.0358033,0,0.0276957,0,0,0,0.0297368,0,0,0.0380315,0.0383622,0.0333166,0.0364377,0.020901,0.0367334,0.0328058,0.0231756,0.0457905,0.051226,0.0241019,0.0351573,0.0356135,0.0225153,0.0285711,0.0171733,0.0495394,0.0170927,0.00812,0.0506033,0,0.0301728,0.0668519,0.0359798,0,0,0.0200145,0,0,0.0224274,0.0619736,0.041573,0.00424709,0.0274343,0.0431036,0.0554545,0.0312097,0.0608438,0.0607918,0.0422518,0.067795,0.0480965,0.0489498,0.0710587,0.0114969,0.0344676,0.0189119,0.00554124,0.0379237,0.0626169,0,0,0,0,0,0,0,0,0
7,0.0401132,0.0444989,0,0,0,0,0,0,0.0357809,0,0.0277182,0,0,0,0.0295379,0,0,0.0380478,0.0383234,0.0334994,0.0363103,0.0208719,0.0367456,0.0328226,0.0232058,0.0459385,0.0512823,0.0242183,0.0352478,0.0356123,0.0223673,0.0284499,0.0172529,0.0493987,0.0169939,0.00817451,0.0506508,0,0.0303431,0.0668316,0.0360811,0,0,0.0196887,0,0,0.0225253,0.0620748,0.0417396,0.00411278,0.0275403,0.0431537,0.0559032,0.0312218,0.0608967,0.0608834,0.0419498,0.0679792,0.0482656,0.0490838,0.0711862,0.0117236,0.034532,0.0189045,0.00543399,0.0376552,0.0627556,0,0,0,0,0,0,0,0,0
8,0.0403705,0.0443133,0,0,0,0,0,0,0.0357208,0,0.0275519,0,0,0,0.0293036,0,0,0.0381568,0.0384271,0.0334889,0.0360548,0.0208392,0.036919,0.0328908,0.0233308,0.0459654,0.051342,0.0243097,0.0354252,0.0356222,0.0223358,0.0281911,0.017404,0.0492852,0.0169115,0.00812691,0.0507937,0,0.0305426,0.0668795,0.0360596,0,0,0.0195076,0,0,0.0225538,0.0620842,0.0419301,0.00392989,0.0274327,0.0432026,0.0562728,0.0311455,0.0610068,0.061015,0.0419712,0.0680611,0.0482597,0.0490995,0.0713185,0.0118268,0.0343104,0.0189752,0.00537159,0.0373557,0.0629187,0,0,0,0,0,0,0,0,0
9,0.0402793,0.0442412,0,0,0,0,0,0,0.0360754,0,0.0260828,0.0600779,0,0,0.0287367,0,0,0.0386002,0.0376207,0.0291783,0.0316266,0.0220825,0.0377292,0.0331915,0.0232499,0.0426847,0.0485371,0.0247395,0.0386945,0.0392428,0.0253418,0.0296989,0.0161036,0.0491258,0.0166453,0.00771925,0.0500056,0,0.0304376,0.0674834,0.0358703,0,0,0.0192286,0,0,0.0228493,0.0603927,0.0422563,0.00573109,0.0263587,0.0421742,0.0563696,0.0301694,0.061389,0.0607747,0.0401807,0.0681824,0.048311,0.0491663,0.0716876,0.0125155,0.0340013,0.0190888,0.00501583,0.0371205,0.0633699,0,0,0,0,0,0,0,0,0
10,0.0407732,0.0439113,0,0,0,0,0,0,0.0362342,0,0.0273973,0,0,0,0.0289763,0,0,0.0384295,0.0383891,0.0333692,0.0358512,0.0205562,0.0369979,0.0329015,0.0232885,0.0457519,0.0514706,0.023786,0.0354181,0.0356669,0.022247,0.0274946,0.0175794,0.0485899,0.016914,0.00806845,0.0509386,0,0.0307493,0.0668275,0.0362012,0,0,0.0190618,0,0,0.0227727,0.0622605,0.0421081,0.00377715,0.0273939,0.0433035,0.057125,0.0311873,0.0609911,0.061186,0.042196,0.0681222,0.0483328,0.0491385,0.0713266,0.0118907,0.0342132,0.0189155,0.00514771,0.0370755,0.0631181,0,0,0,0,0,0,0,0,0
11,0.0407403,0.0439041,0,0,0,0,0,0,0.0367198,0,0.0257832,0.0601595,0,0,0.028403,0,0,0.0389299,0.0374141,0.0289693,0.0307868,0.0216207,0.0376586,0.0332301,0.0232294,0.042597,0.0486216,0.0246113,0.0386902,0.0393452,0.0254837,0.0295127,0.0161221,0.0483989,0.01652,0.00773612,0.0499802,0,0.0308198,0.0673587,0.0360006,0,0,0.0185576,0,0,0.0232813,0.0606078,0.0425151,0.0058584,0.0263,0.0421563,0.0572223,0.0302387,0.0613661,0.0609492,0.0403904,0.0682251,0.0483263,0.04917,0.0716285,0.0127489,0.0340811,0.0193836,0.00472993,0.0368825,0.0635138,0,0,0,0,0,0,0,0,0
12,0.0410601,0.0438835,0,0,0,0,0,0,0.0367175,0,0.0257791,0.0607808,0,0,0.0282378,0,0,0.039104,0.0375149,0.0289853,0.0309178,0.0215869,0.0378198,0.0333142,0.0232043,0.0425669,0.0486675,0.0251521,0.0387123,0.0393482,0.0255481,0.0295957,0.0160464,0.0483866,0.0165357,0.0078076,0.0499698,0,0.0309257,0.0673919,0.0360738,0,0,0.0181464,0,0,0.0234457,0.0606541,0.0425541,0.00592662,0.0262276,0.0422654,0.0576409,0.0302033,0.0614293,0.0610132,0.040277,0.068267,0.0482884,0.0491772,0.0716425,0.0126575,0.033919,0.0194951,0.00456149,0.0366609,0.0636562,0,0,0,0,0,0,0,0,0
13,0.0413611,0.0438647,0,0,0,0,0,0,0.0367688,0,0.0256645,0.0620213,0,0,0.0280253,0,0,0.0392348,0.0376258,0.0289673,0.0306295,0.021681,0.0379657,0.0334691,0.0231628,0.0424936,0.0487443,0.0255592,0.0386991,0.0393826,0.0254907,0.0297018,0.0159432,0.0480988,0.0165437,0.00782735,0.0498479,0,0.0309363,0.0675051,0.0360913,0,0,0.0176952,0,0,0.0235574,0.0606743,0.0425883,0.00605767,0.0261471,0.0422702,0.0579981,0.0301612,0.0615038,0.0610493,0.0400391,0.0683129,0.0482371,0.0491795,0.0716971,0.0128269,0.0338177,0.0194979,0.00439109,0.036456,0.0638111,0,0,0,0,0,0,0,0,0
14,0.0416845,0.0437156,0,0,0,0,0,0,0.0366829,0,0.0255276,0.0618074,0,0,0.0278555,0,0,0.0393266,0.0376435,0.0290017,0.0307804,0.0221102,0.0380608,0.0334387,0.0230118,0.0423619,0.0489075,0.0258457,0.0386681,0.0394043,0.0253869,0.0298402,0.0159248,0.0479119,0.0164733,0.00786546,0.0498512,0,0.0308966,0.0676157,0.0361411,0,0,0.0173467,0,0,0.0236018,0.0607754,0.0426338,0.00608549,0.0261254,0.0423266,0.0584244,0.030169,0.0615954,0.0611208,0.0399454,0.0683798,0.048351,0.0492563,0.0717547,0.0128859,0.0337731,0.0195062,0.00427346,0.0362293,0.0640029,0,0,0,0,0,0,0,0,0
15,0.0419878,0.0435202,0,0,0,0,0,0,0.0366294,0,0.0254925,0.0622175,0,0,0.0276587,0,0,0.039502,0.0376739,0.0290801,0.0309756,0.022299,0.0381769,0.033351,0.0229066,0.0421194,0.048981,0.0259922,0.0386822,0.0394543,0.0254375,0.0298664,0.015781,0.0476905,0.0164396,0.00794179,0.0498047,0,0.0308611,0.0676391,0.0362043,0,0,0.0170025,0,0,0.0236996,0.0607273,0.042769,0.00615944,0.0260739,0.0423353,0.0588218,0.0301618,0.0616983,0.0611809,0.0398652,0.0683907,0.0484493,0.0492809,0.0717676,0.0130427,0.0337957,0.0195948,0.00412169,0.0360685,0.0641584,0,0,0,0,0,0,0,0,0
16,0.0422382,0.0433645,0,0,0,0,0,0,0.0365871,0,0.0255076,0.0611527,0,0,0.0274697,0,0,0.0397872,0.0376769,0.0290883,0.0324652,0.0223284,0.0383589,0.0333639,0.0227606,0.0419507,0.0490465,0.0261135,0.0387126,0.0394923,0.0255111,0.0298712,0.015685,0.0478375,0.0164679,0.00793818,0.0496673,0,0.0309927,0.0676542,0.03628,0,0,0.0166691,0,0,0.023832,0.0607945,0.0429478,0.00628746,0.0261059,0.0424847,0.0592087,0.0301538,0.0617566,0.0612799,0.0399151,0.0684039,0.0484803,0.0492492,0.0717453,0.0131231,0.0338076,0.0197122,0.00401395,0.0358608,0.0643449,0,0,0,0,0,0,0,0,0
17,0.0424796,0.0432959,0,0,0,0,0,0,0.0366011,0,0.0254886,0.0605375,0,0,0.0272585,0,0,0.0401823,0.0377331,0.0290177,0.0338939,0.0223649,0.0385428,0.0335271,0.0226415,0.0418481,0.0491076,0.0262587,0.0387679,0.0395574,0.025671,0.0299121,0.0156233,0.0479115,0.0165581,0.00775724,0.0498194,0,0.0311716,0.067704,0.0363214,0,0,0.0163064,0,0,0.0239716,0.0608594,0.0431,0.00650877,0.0261683,0.0426529,0.0595677,0.0301217,0.0617775,0.0613749,0.0399624,0.0684746,0.0485319,0.0492539,0.0717611,0.0131824,0.0338253,0.0198041,0.00390321,0.0356745,0.0645691,0,0,0,0,0,0,0,0,0
18,0.0427661,0.0431492,0,0,0,0,0,0,0.0363971,0,0.0254841,0.0604759,0,0,0.0269808,0,0,0.0404087,0.037683,0.0290605,0.0330851,0.0224011,0.0384775,0.0338304,0.0226678,0.0419621,0.0491578,0.026201,0.0386898,0.0395452,0.0256592,0.0299616,0.015693,0.0476197,0.0165172,0.00769688,0.0500535,0,0.0313312,0.0677238,0.0363881,0,0,0.0159141,0,0,0.0240676,0.0609781,0.043206,0.00660585,0.026279,0.0426278,0.0599304,0.0301286,0.0617511,0.0614881,0.0400769,0.0685501,0.0485952,0.0492953,0.0717597,0.0132453,0.0338823,0.0198625,0.0038128,0.0354532,0.0647523,0,0,0,0,0,0,0,0,0
19,0.0430785,0.0429663,0,0,0,0,0,0,0.0363076,0,0.0254862,0.0605418,0,0,0.0267032,0,0,0.0403757,0.0376726,0.0291288,0.0326316,0.0223551,0.0384645,0.0341653,0.0227501,0.0420289,0.0491741,0.0261797,0.0386105,0.0395043,0.0255528,0.0300382,0.0157136,0.0474309,0.0163383,0.00781855,0.0499906,0,0.0314848,0.0677749,0.0365469,0,0,0.0155205,0,0,0.0241772,0.061093,0.0432986,0.00669399,0.0263405,0.0425937,0.0602761,0.0300751,0.0617534,0.0616078,0.0402095,0.0685898,0.0486255,0.0492989,0.0717318,0.0133442,0.0338438,0.0198848,0.00374135,0.0351863,0.064904,0,0,0,0,0,0,0,0,0
20,0.043398,0.0427815,0,0,0,0,0,0,0.0363242,0,0.0254566,0.0606269,0,0,0.0263983,0,0,0.0403587,0.0376691,0.0291178,0.0326143,0.0222692,0.0385276,0.0345128,0.0227551,0.0419803,0.0491883,0.0262192,0.038628,0.0395013,0.0254835,0.0298247,0.0157196,0.0471799,0.0161624,0.00793273,0.0498227,0,0.0316279,0.0678374,0.0366993,0,0,0.0151734,0,0,0.0243239,0.061176,0.0434267,0.00683801,0.0263682,0.0425906,0.060652,0.0298837,0.0618035,0.0616827,0.0403229,0.0686222,0.0486579,0.049299,0.0716803,0.0134748,0.0338431,0.0198742,0.00365648,0.0349458,0.0650416,0,0,0,0,0,0,0,0,0
21,0.0437424,0.0426242,0,0,0,0,0,0,0.0364443,0,0.0253195,0.060638,0,0,0.0261629,0,0,0.0405376,0.0376611,0.0289901,0.0326517,0.0221812,0.038596,0.0347336,0.0227479,0.0419616,0.0492357,0.026306,0.0386272,0.0396233,0.025512,0.0293656,0.015756,0.0469872,0.0161154,0.00798093,0.0498298,0,0.0317511,0.0678317,0.0368166,0,0,0.0148449,0,0,0.024445,0.0611821,0.0435661,0.00697971,0.0264311,0.0426237,0.0610663,0.02975,0.0618454,0.0617662,0.040397,0.0686618,0.0486904,0.0493175,0.0716566,0.0136121,0.0337513,0.0198362,0.00354192,0.0348367,0.0651942,0,0,0,0,0,0,0,0,0
22,0.0440644,0.0425025,0,0,0,0,0,0,0.0366127,0,0.0252347,0.0605124,0,0,0.0259675,0,0,0.0409163,0.0376668,0.0288689,0.0325429,0.0221511,0.0386602,0.0349001,0.0227247,0.0419851,0.0493083,0.0263585,0.0386147,0.0398453,0.0256035,0.0292027,0.0158672,0.0468156,0.016167,0.00800112,0.049961,0,0.0318488,0.0679007,0.0368895,0,0,0.0145616,0,0,0.0245506,0.0612246,0.0437008,0.00707076,0.0265582,0.0426565,0.0614442,0.0298509,0.0618394,0.0618557,0.0404697,0.0687025,0.048734,0.0493279,0.0716918,0.0137839,0.0337172,0.0197952,0.00338364,0.0347861,0.0653651,0,0,0,0,0,0,0,0,0
23,0.0448448,0.0416426,0,0,0,0,0,0,0.0340486,0,0.0242313,0.0593103,0,0,0.026694,0,0,0.0406779,0.0374288,0.0275509,0.0314873,0.0222587,0.037602,0.0352353,0.0231001,0.0413816,0.0487595,0.0269002,0.0396858,0.0403836,0.0275138,0,0.0177094,0.0466998,0.0163108,0.00849164,0.0503838,0,0.0309138,0.0678329,0.0370017,0,0,0.0155094,0,0,0.0230853,0.0589309,0.0410983,0.00811105,0.0260947,0.0412082,0.0627502,0.0308292,0.0624621,0.0611448,0.0398084,0.0689426,0.0488888,0.0498717,0.0721539,0.0110027,0.0331299,0.0191512,0.00510292,0.0340245,0.0656769,0,0,0,0,0,0,0,0,0
24,0.0449066,0.0421026,0,0,0,0,0,0,0.0359542,0,0.0268569,0,0,0,0.0258245,0,0,0.0411096,0.0386772,0.0335081,0.0366853,0.0219222,0.0381336,0.0350425,0.0230062,0.0452665,0.0522028,0.0254898,0.0352275,0.0361067,0.0225333,0.0271611,0.0174695,0.0464103,0.0163618,0.00848239,0.0511326,0,0.0322804,0.0672677,0.0372954,0,0,0.0142781,0,0,0.0244398,0.0631159,0.0436919,0.00435769,0.0278454,0.0437462,0.0625522,0.0310109,0.0613809,0.0622565,0.0424188,0.0687451,0.0488758,0.0493361,0.0714783,0.0131223,0.0335499,0.0197042,0.00342653,0.0344504,0.0653108,0,0,0,0,0,0,0,0,0
25,0.0457942,0.0413787,0,0,0,0,0,0,0.0350904,0,0.0272246,0,0,0,0.0259806,0,0,0.0407395,0.0387353,0.034157,0.0364644,0.0218021,0.0372886,0.0353362,0.0230566,0.045183,0.0522104,0.0251866,0.035045,0.0359867,0.0225293,0.0271224,0.0178285,0.0462411,0.0162285,0.00908763,0.0514047,0,0.0318007,0.0671611,0.0373483,0,0,0.0149472,0,0,0.0232031,0.0616081,0.0417622,0.00533546,0.0274727,0.0425834,0.0635323,0.0315471,0.0618266,0.0617909,0.0419796,0.0689445,0.048938,0.0497265,0.0717806,0.0111227,0.0329139,0.0193198,0.00510235,0.0338861,0.0654971,0,0,0,0,0,0,0,0,0
26,0.0461444,0.0413402,0,0,0,0,0,0,0.0353704,0,0.0272154,0,0,0,0.0254855,0,0,0.040712,0.0388855,0.0342306,0.036872,0.0218282,0.0375168,0.0354247,0.022942,0.0450888,0.0522983,0.024828,0.0349955,0.0359754,0.022575,0.0279189,0.0176305,0.0462533,0.0161173,0.00910958,0.051416,0,0.031894,0.0672671,0.0374498,0,0,0.0146594,0,0,0.0232483,0.0615718,0.0418033,0.00543724,0.027459,0.0426841,0.0638927,0.0314885,0.0618062,0.0618286,0.0419543,0.0689631,0.0489486,0.0497474,0.0717346,0.0111603,0.0327812,0.0192842,0.00510941,0.0337062,0.0656279,0,0,0,0,0,0,0,0,0
27,0.0456306,0.0420266,0,0,0,0,0,0,0.0372261,0,0.0272611,0,0,0,0.0243086,0,0,0.040745,0.0383703,0.0341933,0.0373512,0.0221007,0.0378817,0.0352952,0.0228577,0.0455665,0.0522657,0.0240657,0.034871,0.0360934,0.0220567,0.0276849,0.0164091,0.0460373,0.0163398,0.00869553,0.0513775,0,0.0327407,0.0671669,0.037904,0,0,0.0129843,0,0,0.0250158,0.0633704,0.0442363,0.00484828,0.0281786,0.0436618,0.0638034,0.0313926,0.0611335,0.0623792,0.0428535,0.0686073,0.0490699,0.0492637,0.0709785,0.0140409,0.0338401,0.0197259,0.00299319,0.0342671,0.0652952,0,0,0,0,0,0,0,0,0
28,0.0467522,0.0411018,0,0,0,0,0,0,0.0351604,0,0.027319,0,0,0,0.0245214,0,0,0.0403325,0.0390541,0.0343431,0.037297,0.0217536,0.0377197,0.0359433,0.0229449,0.0450829,0.0523818,0.0247968,0.0351149,0.0359306,0.0226893,0.0281977,0.0175925,0.0461736,0.0157831,0.00889365,0.0515243,0,0.031951,0.0673636,0.0376175,0,0,0.0142198,0,0,0.0232772,0.0615242,0.0417156,0.00542094,0.0274126,0.0426543,0.0647273,0.0315571,0.0618522,0.0619897,0.0419351,0.0689377,0.0488747,0.0496971,0.0718116,0.0109107,0.0324422,0.0194111,0.00536181,0.0332877,0.0659271,0,0,0,0,0,0,0,0,0
29,0.0462112,0.0415801,0,0,0,0,0,0,0.0361507,0,0.0272252,0,0,0,0.0212496,0,0,0.0330299,0.0387788,0.0339244,0.0372635,0.021661,0.0383867,0.0337513,0.0229084,0.0455244,0.0523926,0.0248468,0.0349417,0.0359848,0.0224657,0.0280727,0.0171531,0.0461719,0.0180357,0,0.0510098,0,0.0325628,0.0673725,0.0372273,0,0,0.0129402,0,0,0.0248312,0.063464,0.0439466,0.00461718,0.0281097,0.0437767,0.0649821,0.0311113,0.0612907,0.0626593,0.0427064,0.0687941,0.0490135,0.0493773,0.0714438,0.0133113,0.0328171,0.0197957,0.00343705,0.0336821,0.0659398,0,0,0,0,0,0,0,0,0
30,0.0463658,0.0416941,0,0,0,0,0,0,0.0364869,0,0.025316,0.0610752,0,0,0.0226156,0,0,0.0418338,0.0377834,0.0292371,0.0328045,0.0222844,0.0392416,0.0358583,0.0225123,0.0422142,0.0494723,0.0256925,0.0383488,0.0399671,0.0258702,0.0302322,0.0154618,0.0459526,0.0149347,0.00964227,0.0502941,0,0.0325729,0.0680463,0.0375319,0,0,0.0121043,0,0,0.0253207,0.0616912,0.0444553,0.00785193,0.026904,0.0427651,0.0646925,0.03015,0.0618593,0.0624726,0.0408364,0.0687595,0.0488669,0.0492919,0.0716792,0.0142331,0.0329076,0.0201954,0.00425793,0.0334341,0.0662699,0,0,0,0,0,0,0,0,0
31,0.0466131,0.0417489,0,0,0,0,0,0,0.036369,0,0.0253596,0.0610615,0,0,0.0221103,0,0,0.0420396,0.0377904,0.0292741,0.0328131,0.0223268,0.0393059,0.0356299,0.0224297,0.0422793,0.0495135,0.0258988,0.038298,0.0399985,0.0258321,0.0302201,0.0153734,0.0459413,0.014611,0.0105442,0.0503594,0,0.0325814,0.0679112,0.0376013,0,0,0.0117469,0,0,0.0254093,0.0617035,0.0445671,0.0079619,0.0269083,0.0427342,0.0651905,0.0302051,0.0619396,0.0624631,0.0408962,0.0687846,0.048883,0.0493261,0.071661,0.0142448,0.0329001,0.0201416,0.00485422,0.0332737,0.0663201,0,0,0,0,0,0,0,0,0
32,0.046815,0.0417169,0,0,0,0,0,0,0.0362484,0,0.0254081,0.0609213,0,0,0.0213641,0,0,0.042358,0.0376471,0.0293992,0.0323146,0.0223864,0.0391991,0.0355445,0.0225305,0.0424579,0.0495021,0.0258097,0.0382502,0.0399599,0.0258464,0.030198,0.0153786,0.0459128,0.0143031,0.0117215,0.0503857,0,0.0326462,0.0678375,0.037608,0,0,0.0113523,0,0,0.0254812,0.0617933,0.0446503,0.00810335,0.026961,0.0426125,0.0657908,0.0302917,0.0619092,0.0624645,0.0410876,0.0687803,0.0488928,0.0493165,0.0715934,0.0142786,0.0328931,0.0200985,0.0057441,0.033165,0.0663262,0,0,0,0,0,0,0,0,0
33,0.046518,0.0418275,0,0,0,0,0,0,0.0364488,0,0.025416,0.0609276,0,0,0.0233473,0,0,0.0379121,0.0377043,0.029513,0.0325445,0.0224537,0.0391582,0.0359218,0.0227475,0.0425695,0.04946,0.0256607,0.0382217,0.0399527,0.0259197,0.0301817,0.015228,0.0462771,0.0186542,0,0.0505243,0,0.0327518,0.0678397,0.0371434,0,0,0.0108239,0,0,0.0256767,0.0616542,0.0447361,0.00814976,0.0269348,0.0424786,0.066342,0.0303066,0.0618037,0.0624218,0.0410153,0.0687451,0.0488797,0.0492562,0.0714805,0.0144312,0.0329146,0.0200642,0.00688481,0.0333186,0.0663623,0,0,0,0,0,0,0,0,0
34,0.047157,0.0417266,0,0,0,0,0,0,0.0363556,0,0.0253792,0.0609388,0,0,0.0214291,0,0,0.0424834,0.0376399,0.0294614,0.0324125,0.0222642,0.0394107,0.0356669,0.0225947,0.0425317,0.0495021,0.0257494,0.0382399,0.0399804,0.0259538,0.0304337,0.0153619,0.0457462,0.0142849,0.0102536,0.0503868,0,0.0326683,0.0677459,0.037733,0,0,0.0100712,0,0,0.0257701,0.0617101,0.0447025,0.00838121,0.0270567,0.0425716,0.0663626,0.0303015,0.0618373,0.0625457,0.0410746,0.0688397,0.0489509,0.0493167,0.0715661,0.0142951,0.033078,0.0202718,0.00929067,0.0330092,0.0664512,0,0,0,0,0,0,0,0,0
35,0.0475366,0.0419015,0,0,0,0,0,0,0.0368405,0,0.0250984,0.0607838,0,0,0.0207459,0,0,0.0428605,0.0376162,0.0291943,0.0325687,0.0219123,0.0396256,0.035182,0.0224836,0.0425977,0.0495126,0.0259729,0.0383053,0.0400953,0.0258774,0.0306933,0.0152272,0.0456244,0.0140791,0.0112772,0.0503415,0,0.0326513,0.0676631,0.0378935,0,0,0.00912177,0,0,0.0260329,0.0614957,0.0446513,0.00863704,0.0270253,0.0424516,0.0663323,0.0303247,0.0619636,0.0625094,0.0409842,0.0688665,0.0489817,0.0493378,0.0716016,0.0142259,0.0332243,0.0206498,0.0120777,0.0331354,0.0663948,0,0,0,0,0,0,0,0,0
36,0.0489116,0.0425289,0,0,0,0,0,0,0.0396906,0,0.0232937,0.0595269,0,0,0.0185348,0,0,0.0434185,0.0370917,0.0276318,0.0320153,0.020454,0.0397287,0.0334284,0.0223223,0.0430167,0.0494478,0.0267118,0.0386356,0.0408502,0.0265249,0.0318478,0.0148211,0.0454576,0.0151848,0.0133813,0.049971,0,0.032274,0.0669221,0.0385517,0,0,0.00826742,0,0,0.0264053,0.0603595,0.0438391,0.00959024,0.0266766,0.0416273,0.0653391,0.0304666,0.062021,0.061959,0.0402722,0.0690889,0.049189,0.0496473,0.0720649,0.0138299,0.0330064,0.0217057,0.0157912,0.033491,0.0661172,0,0,0,0,0,0,0,0,0
