Timestep,C7,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFR,x71,x72,x73,x74,
1005,0.039221,0.0250421,0,0,0,0,0,0,0.0259042,0,0.026427,0.0656364,0,0,0.0300979,0,0,0.043525,0.0324709,0.0284206,0.0320612,0.0236014,0.0517166,0.0360837,0.0166292,0.043097,0.0496783,0.0256436,0.0364287,0.0383444,0.0222115,0.0250007,0.0228198,0.0401768,0.0189034,0.0102448,0.0323589,0,0.0161046,0.0648467,0.0197306,0,0,0.0383615,0,0,0.0216481,0.0630279,0.0375594,0.0251144,0.0131927,0.0558012,0,0.0387656,0.0768739,0.066749,0.0355337,0.0685371,0.0464291,0.050309,0.0773644,0.0387164,0.030142,0.0124736,0.0130383,0.062514,0.0588213,0,0,0,0,0,0,0,0,0
1006,0.0452279,0.0259768,0,0,0,0,0,0,0.0257279,0,0.0278915,0,0,0,0.0306368,0,0,0.044418,0.0366227,0.0333165,0.0400036,0.0219659,0.0587021,0.0312347,0.017698,0.0464404,0.0537362,0.026568,0.0329174,0.034209,0.0185585,0.0234287,0.0243413,0.0369188,0.0192096,0.00967796,0.0328885,0,0.0160081,0.0658954,0.0294673,0,0,0.0389471,0,0,0.0177964,0.0658694,0.0367031,0.0286291,0.0127967,0.0613102,0.0828209,0.0376646,0.0761427,0.0665061,0.0364152,0.0687545,0.0463588,0.0504719,0.0773866,0.0362938,0.0251254,0.00774927,0.0103539,0.059712,0.0542836,0,0,0,0,0,0,0,0,0
1007,0.0371621,0,0,0,0,0,0,0,0.0262273,0,0.0262918,0.0664265,0,0,0.0296333,0,0,0.0428422,0.0323329,0.0283848,0.0309413,0.0233269,0.0508277,0.0368505,0.0166266,0.0432315,0.0497574,0.0256447,0.0361867,0.0381873,0.0218272,0.0247765,0.0227644,0.04189,0.0185386,0.0100339,0.0322256,0,0.0159393,0.0651183,0.0188762,0,0,0.0373282,0,0,0.0169621,0.0628825,0.0377383,0.0257225,0.0129234,0.0554138,0,0.0390521,0.0770824,0.0667562,0.0356946,0.0694049,0.0470676,0.0508624,0.0778793,0.0404002,0.0317451,0.0080188,0.0098533,0.0640941,0.0590415,0,0,0,0,0,0,0,0,0
1008,0.0448096,0.0246349,0,0,0,0,0,0,0.025887,0,0.0278611,0,0,0,0.0302549,0,0,0.0443064,0.0365982,0.0336695,0.0391987,0.0217557,0.0583642,0.0312885,0.0177483,0.0465974,0.0539261,0.0265876,0.0326297,0.0339593,0.0182444,0.0233732,0.024488,0.0375025,0.018758,0.00968579,0.0328944,0,0.0158339,0.065965,0.0294785,0,0,0.0382549,0,0,0.0177252,0.0657715,0.0366837,0.0293304,0.0123364,0.0613236,0.0829153,0.0379073,0.0764608,0.0663665,0.0364872,0.0697005,0.0470759,0.0510319,0.0779368,0.037198,0.0253109,0.00765878,0.0100409,0.0589215,0.0549494,0,0,0,0,0,0,0,0,0
1009,0.0358726,0,0,0,0,0,0,0,0.0252785,0,0.0272,0,0,0,0.0283873,0,0,0.0431773,0.0347688,0.0326545,0.0356667,0.0224996,0.0514462,0.0367969,0.0164296,0.046008,0.0532479,0.0262253,0.0334528,0.0348008,0.0189738,0.0235047,0.024917,0.0425343,0.0177399,0.0104272,0.0333902,0,0.0165677,0.0657974,0.0190587,0,0,0.0378136,0,0,0.0154979,0.066804,0.0370386,0.0255294,0.0113354,0.0573975,0,0.039177,0.0765754,0.0670885,0.0380111,0.0687911,0.0467707,0.0505222,0.0773378,0.03621,0.0317254,0.00666703,0.00933825,0.0630515,0.0593657,0,0,0,0,0,0,0,0,0
1010,0.037529,0.0217937,0,0,0,0,0,0,0.0266041,0,0.025894,0.066693,0,0,0.0278803,0,0,0.0438212,0.0326206,0.0287369,0.0300001,0.0230535,0.0508249,0.0358197,0.0165248,0.0432679,0.049969,0.0257515,0.035954,0.0379509,0.0215075,0.0248231,0.0227857,0.0418081,0.0176598,0.0106947,0.0325598,0,0.0158496,0.0660491,0.0197089,0,0,0.0401793,0,0,0.0148912,0.062858,0.0370809,0.0270575,0.0116699,0.055644,0,0.0392419,0.0768203,0.066593,0.036087,0.0696581,0.0481484,0.0515056,0.0784832,0.0399335,0.0290026,0.00532228,0.00982037,0.0610205,0.0588979,0,0,0,0,0,0,0,0,0
1011,0.0375187,0.0208037,0,0,0,0,0,0,0.0269922,0,0.0255775,0.0666752,0,0,0.0272804,0,0,0.0440086,0.0326689,0.0288427,0.0296752,0.0228739,0.0508097,0.0354903,0.0166197,0.043329,0.0500248,0.0257577,0.0358198,0.0379103,0.0213935,0.024817,0.0225979,0.0421091,0.0173157,0.0108576,0.0324536,0,0.0157545,0.0662721,0.0195787,0,0,0.0397834,0,0,0.0148237,0.0627597,0.0368502,0.0274143,0.01086,0.0555607,0,0.0393335,0.0765956,0.0664668,0.0362592,0.0697064,0.0483737,0.0516623,0.0785768,0.040027,0.0287768,0.00536028,0.00957481,0.0607375,0.0587098,0,0,0,0,0,0,0,0,0
1012,0.0443404,0.022023,0,0,0,0,0,0,0.0277013,0,0.0260125,0.0653559,0,0,0.0272281,0,0,0.045217,0.0347088,0.0304675,0.0322369,0.0216376,0.0571792,0.0303451,0.0183235,0.0442886,0.0508218,0.0257425,0.034612,0.0366171,0.0202766,0.024444,0.0224426,0.0387304,0.0165535,0.0111617,0.0317717,0,0.0148977,0.0665404,0.028837,0,0,0.0367258,0,0,0.0179981,0.0616895,0.035901,0.0320299,0.0102741,0.0599126,0.0824346,0.0385109,0.0761055,0.0657199,0.0352352,0.0704772,0.0489333,0.0524891,0.0793364,0.0408072,0.0247739,0.00752808,0.00982187,0.0578867,0.0536355,0,0,0,0,0,0,0,0,0
1013,0.0351027,0,0,0,0,0,0,0,0.0264277,0,0.0266308,0,0,0,0.0247813,0,0,0.0382906,0.0349188,0.0332521,0.0341864,0.0219187,0.050843,0.035353,0.0168542,0.0461936,0.0533354,0.0261877,0.0330006,0.0344183,0.0185732,0.0235446,0.0244677,0.0430442,0.023411,0,0.0334882,0,0.0162748,0.06654,0.0189784,0,0,0.0377389,0,0,0.0140103,0.0666634,0.0357749,0.0267245,0.00805257,0.0568903,0,0.0395498,0.0754592,0.066701,0.038834,0.0689879,0.0468732,0.0510719,0.0776263,0.0351056,0.0309137,0.00533098,0.00880823,0.0615154,0.0591854,0,0,0,0,0,0,0,0,0
1014,0.0433761,0,0,0,0,0,0,0,0.0283698,0,0.0258553,0.0650273,0,0,0.0268495,0,0,0.0451654,0.0348624,0.0306678,0.0317701,0.0213387,0.0572448,0.0307592,0.0186447,0.0443843,0.0508345,0.0257301,0.0345028,0.0364172,0.0200768,0.0245032,0.0223093,0.0390701,0.0160363,0.0106657,0.0327935,0,0.0148371,0.0662992,0.0287245,0,0,0.0355542,0,0,0.0177365,0.061515,0.0353265,0.0325678,0.00932852,0.0600847,0.0813946,0.0386725,0.0757782,0.0655552,0.035582,0.070476,0.0480666,0.052497,0.0792132,0.0385837,0.0258672,0.00750659,0.00936572,0.0583183,0.0530353,0,0,0,0,0,0,0,0,0
1015,0.0351563,0,0,0,0,0,0,0,0.0283395,0,0.0249672,0.0662482,0,0,0.026072,0,0,0.0439259,0.0329604,0.0292455,0.0283325,0.0222923,0.0500464,0.0361623,0.0171454,0.0433618,0.0500643,0.0257959,0.035516,0.0375506,0.0210335,0.0249073,0.0223061,0.0435342,0.0162381,0.0107036,0.0336431,0,0.0152755,0.0658728,0.0186583,0,0,0.0381203,0,0,0.013853,0.0624939,0.0357426,0.0282148,0.00838411,0.0551855,0,0.0396498,0.0761199,0.0660013,0.0370976,0.0695534,0.0472293,0.051816,0.0783248,0.0364288,0.0305082,0.00518041,0.0084963,0.0614163,0.0586631,0,0,0,0,0,0,0,0,0
1016,0.0347533,0,0,0,0,0,0,0,0.0288447,0,0.0246819,0.0660668,0,0,0.026044,0,0,0.043688,0.033065,0.0293654,0.0280498,0.02213,0.049977,0.0362446,0.0172377,0.043357,0.0500948,0.0258556,0.0353996,0.0374783,0.0208859,0.0249292,0.0222083,0.0434795,0.0159867,0.0108054,0.0341928,0,0.0153642,0.0654496,0.0187774,0,0,0.0380629,0,0,0.0138775,0.0623527,0.0355517,0.0284572,0.00807656,0.0552128,0,0.0396493,0.0758118,0.0659107,0.0372849,0.0695083,0.0471134,0.051749,0.0781208,0.0349001,0.0305058,0.00506222,0.00862558,0.0612556,0.0586443,0,0,0,0,0,0,0,0,0
1017,0.0427155,0,0,0,0,0,0,0,0.0296722,0,0.0252717,0.0645116,0,0,0.025876,0,0,0.0390771,0.0351659,0.0311016,0.0309565,0.0208985,0.0569162,0.0310135,0.0190196,0.0443921,0.0509269,0.0258765,0.0341603,0.036151,0.019757,0.0246518,0.022126,0.0384951,0.0220594,0,0.0345192,0,0.0151293,0.0661296,0.0285458,0,0,0.0356479,0,0,0.0180166,0.0610439,0.0345615,0.0329485,0.00843728,0.0600722,0.0820869,0.038688,0.0754734,0.0651774,0.0360901,0.0702364,0.0476992,0.0523897,0.0787895,0.0341966,0.025837,0.00706562,0.00966011,0.057678,0.053342,0,0,0,0,0,0,0,0,0
1018,0.0422434,0,0,0,0,0,0,0,0.0293217,0,0.0266066,0,0,0,0.0273196,0,0,0.0444514,0.0369312,0.035262,0.0359894,0.020375,0.0574865,0.0311765,0.0188822,0.0469968,0.0541144,0.0266415,0.0315611,0.0329719,0.0173321,0.0238329,0.0237369,0.0387858,0.015588,0.0101457,0.0370993,0,0.016293,0.0668977,0.0285349,0,0,0.035355,0,0,0.0182297,0.0647147,0.033901,0.031782,0.007453,0.0611704,0.0826608,0.0384825,0.0749204,0.0653453,0.038204,0.0693951,0.0466711,0.0515631,0.0777475,0.0292518,0.0257087,0.00690295,0.0096726,0.0575891,0.0535279,0,0,0,0,0,0,0,0,0
1019,0.0339823,0,0,0,0,0,0,0,0.0302157,0,0.0243672,0.0657373,0,0,0.0282085,0,0,0.0425813,0.0333623,0.0298921,0.0273773,0.0218158,0.0495286,0.0375192,0.0175097,0.0433657,0.0499297,0.0259292,0.035164,0.037179,0.0207393,0.0250957,0.0220622,0.0428937,0.0167835,0.0100068,0.0368557,0,0.0165049,0.0662036,0.0193612,0,0,0.0374711,0,0,0.0140714,0.0619754,0.0345527,0.028532,0.00742712,0.0549519,0,0.0397189,0.0758333,0.0656261,0.037699,0.0692862,0.0467988,0.0514837,0.0776709,0.0313517,0.0300788,0.00483577,0.00828623,0.0605833,0.0590444,0,0,0,0,0,0,0,0,0
1020,0.0417266,0,0,0,0,0,0,0,0.0303939,0,0.0265353,0,0,0,0.0278762,0,0,0.0442897,0.0370424,0.0356121,0.0354227,0.0201929,0.0571033,0.0316258,0.0191796,0.047079,0.0540368,0.026636,0.0313553,0.0327158,0.0172101,0.0239584,0.0235728,0.038503,0.0155239,0.00980871,0.0384031,0,0.016601,0.0666777,0.0286443,0,0,0.0345767,0,0,0.0181967,0.0644894,0.0335938,0.0319638,0.006942,0.0611047,0.082927,0.0386209,0.0748707,0.0651186,0.0385487,0.0690838,0.0463717,0.0513587,0.0773837,0.0270982,0.0256546,0.00691861,0.00940608,0.0570346,0.0537637,0,0,0,0,0,0,0,0,0
1021,0.0340778,0,0,0,0,0,0,0,0.0312721,0,0.0241666,0.0656688,0,0,0.0254033,0,0,0.03673,0.0335533,0.0301901,0.0268294,0.0216349,0.0490611,0.0369292,0.0177185,0.0433324,0.0499765,0.0260194,0.0350264,0.0370253,0.0206059,0.0251639,0.0220434,0.0429601,0.0223149,0,0.036893,0,0.0162679,0.0661331,0.0193002,0,0,0.0368363,0,0,0.0135699,0.0618077,0.0344473,0.028777,0.00681576,0.0548683,0,0.0399089,0.0755309,0.0653895,0.0380942,0.0690397,0.0465709,0.0515271,0.0775903,0.0294408,0.0303568,0.0049069,0.00780469,0.0599483,0.0593115,0,0,0,0,0,0,0,0,0
1022,0.0340162,0,0,0,0,0,0,0,0.0315779,0,0.024031,0.0655828,0,0,0.0278045,0,0,0.0427858,0.0335764,0.0303402,0.0266217,0.0215757,0.0491257,0.0384283,0.0178316,0.0432537,0.0499572,0.0261104,0.034991,0.0369965,0.0205385,0.0251479,0.0222191,0.0427136,0.0162951,0.0100632,0.036853,0,0.0162068,0.0660986,0.0195049,0,0,0.0365384,0,0,0.0133715,0.0617383,0.0343929,0.0290489,0.00656207,0.0549481,0,0.0400642,0.0755603,0.0653145,0.0382879,0.0689051,0.0464494,0.051429,0.0775222,0.0288723,0.0302018,0.00491673,0.00755966,0.0596019,0.0592102,0,0,0,0,0,0,0,0,0
1023,0.0339622,0,0,0,0,0,0,0,0.0318448,0,0.023876,0.0653984,0,0,0.0274959,0,0,0.0428101,0.033605,0.0304784,0.0264112,0.0215096,0.0490971,0.0386919,0.0178913,0.0432453,0.0499405,0.026281,0.0349189,0.0369751,0.0204534,0.0251361,0.0223752,0.0426464,0.0161618,0.0102474,0.0369519,0,0.0162969,0.0660272,0.0195645,0,0,0.0361895,0,0,0.0133376,0.0616258,0.0342888,0.0291472,0.00643253,0.0549589,0,0.0401426,0.0753852,0.0652933,0.0383564,0.068816,0.0463378,0.0512531,0.077366,0.0283242,0.0299733,0.00488249,0.0074127,0.059408,0.0592054,0,0,0,0,0,0,0,0,0
1024,0.0418978,0,0,0,0,0,0,0,0.0324807,0,0.0246979,0.0638787,0,0,0.0284895,0,0,0.0440107,0.0356902,0.0323595,0.0293426,0.0204189,0.0561972,0.0330822,0.0198044,0.0444442,0.050853,0.0263555,0.0336317,0.0356101,0.0193258,0.02487,0.0223794,0.0378269,0.0157755,0.00954621,0.0363622,0,0.0156701,0.0663668,0.0287065,0,0,0.0330256,0,0,0.0179811,0.0602756,0.0336359,0.0337185,0.00674841,0.0602795,0.0824121,0.039327,0.0751706,0.0646764,0.0371816,0.0693699,0.0467872,0.0517905,0.0779743,0.0286411,0.0257527,0.00671412,0.00894348,0.056237,0.0539137,0,0,0,0,0,0,0,0,0
1025,0.0335538,0,0,0,0,0,0,0,0.0324194,0,0.0238579,0.0652616,0,0,0.0271273,0,0,0.0430308,0.0337503,0.0308512,0.025963,0.0214223,0.0487871,0.0391882,0.0179593,0.0432656,0.0499513,0.0262623,0.034761,0.0368595,0.0203236,0.0252291,0.0224605,0.0427864,0.0159746,0.0103648,0.0366337,0,0.0163251,0.0656567,0.0199277,0,0,0.036183,0,0,0.0133421,0.0614016,0.0340787,0.0293414,0.00604703,0.0550639,0,0.0402407,0.0753016,0.0651187,0.038628,0.0686647,0.0461805,0.0511939,0.0772766,0.0271385,0.0299985,0.00475461,0.00718255,0.0590026,0.0594784,0,0,0,0,0,0,0,0,0
1026,0.0414035,0,0,0,0,0,0,0,0.0331823,0,0.02466,0.0638201,0,0,0.0282857,0,0,0.0440928,0.03594,0.0327568,0.0288783,0.0203392,0.0560321,0.0334634,0.0199156,0.0443966,0.0508895,0.0262266,0.0334562,0.0355192,0.0190738,0.0248706,0.0225631,0.037974,0.0154905,0.00955778,0.0359246,0,0.0155926,0.0655959,0.0289286,0,0,0.032854,0,0,0.0179331,0.0600483,0.0333724,0.033967,0.00632596,0.0604235,0.0824352,0.0395236,0.0754357,0.064541,0.0374216,0.0691711,0.0466187,0.0517567,0.0778481,0.0281832,0.0261624,0.0064964,0.00891007,0.0558488,0.0541422,0,0,0,0,0,0,0,0,0
1027,0.0413561,0,0,0,0,0,0,0,0.0336347,0,0.0246004,0.0637774,0,0,0.0281731,0,0,0.0440707,0.0360232,0.032941,0.0286757,0.0203221,0.0559361,0.0335992,0.0200388,0.0443663,0.0508707,0.0262429,0.0333584,0.0354792,0.0189475,0.0248012,0.0226716,0.0380307,0.0151215,0.00981699,0.0357832,0,0.0155313,0.065553,0.0290427,0,0,0.0327357,0,0,0.0178684,0.0599501,0.0332637,0.0340019,0.00618413,0.0604507,0.0823727,0.0396075,0.0757376,0.0645434,0.0374656,0.0690958,0.0465887,0.0517219,0.0778713,0.0281181,0.0260412,0.00648141,0.00896378,0.0556482,0.0542033,0,0,0,0,0,0,0,0,0
1028,0.0411,0,0,0,0,0,0,0,0.0341278,0,0.0245727,0.0637717,0,0,0.0281299,0,0,0.0441725,0.0360844,0.0331171,0.0284766,0.020319,0.0557908,0.0337187,0.0201439,0.0444183,0.0508557,0.0263914,0.0332491,0.0354395,0.0188671,0.0247419,0.0227781,0.0380227,0.0149988,0.00987895,0.0354944,0,0.0155219,0.0655093,0.0290325,0,0,0.0326973,0,0,0.0179267,0.05986,0.033186,0.0340247,0.00600893,0.0604018,0.0822833,0.0396249,0.0757961,0.0645149,0.0375391,0.0690029,0.0465635,0.0515901,0.0778254,0.0279054,0.0256591,0.00650664,0.00895745,0.0554296,0.0542552,0,0,0,0,0,0,0,0,0
1029,0.0411412,0,0,0,0,0,0,0,0.0345368,0,0.0245683,0.0637273,0,0,0.0281187,0,0,0.0441899,0.0361417,0.0332672,0.0282739,0.0202559,0.0556257,0.0338274,0.0202086,0.0444549,0.0508541,0.0264445,0.0331892,0.0353959,0.0187895,0.0246916,0.0229402,0.0379573,0.014877,0.00992729,0.0362463,0,0.0153975,0.0654556,0.0290167,0,0,0.0326387,0,0,0.0180136,0.059754,0.0330527,0.0340335,0.00576516,0.0603264,0.0822103,0.0396989,0.0755581,0.0644528,0.0376505,0.0689343,0.0464931,0.0515237,0.0777048,0.0278056,0.0256395,0.00652444,0.00888831,0.0552012,0.0542879,0,0,0,0,0,0,0,0,0
1030,0.041314,0,0,0,0,0,0,0,0.035039,0,0.0246294,0.0636612,0,0,0.0280632,0,0,0.0441591,0.0362311,0.0333868,0.0280906,0.0201894,0.0553889,0.0339426,0.0202749,0.0444561,0.0508929,0.0264027,0.0331663,0.0353845,0.0187047,0.0246182,0.0231068,0.0378475,0.0147176,0.0100678,0.0364465,0,0.0152733,0.0654074,0.0290354,0,0,0.0324044,0,0,0.018191,0.0596401,0.0331953,0.0340665,0.0056514,0.0602509,0.0820812,0.0398352,0.075494,0.0644124,0.0377261,0.0688476,0.046397,0.0514541,0.0776385,0.0278334,0.025704,0.00645756,0.00896545,0.0549368,0.0543748,0,0,0,0,0,0,0,0,0
1031,0.0326466,0,0,0,0,0,0,0,0.0338998,0,0.025155,0,0,0,0.0267874,0,0,0.0431198,0.0352015,0.0358957,0.0297218,0.0203189,0.0480484,0.0404522,0.0184487,0.0461353,0.0529385,0.0262899,0.0315748,0.0334611,0.017256,0.0238166,0.0245431,0.0426135,0.0149478,0.0108484,0.0384711,0,0.0168898,0.0654768,0.0209724,0,0,0.0360052,0,0,0.0129601,0.0646583,0.0336617,0.0288219,0.0047642,0.0561552,0,0.0406971,0.0747588,0.0652024,0.0411977,0.0674526,0.0448752,0.050105,0.0760879,0.0232748,0.0294655,0.00456128,0.00728575,0.0574211,0.0598616,0,0,0,0,0,0,0,0,0
1032,0.0329134,0,0,0,0,0,0,0,0.0350273,0,0.0237521,0.0652345,0,0,0.0267778,0,0,0.0430778,0.0344863,0.0322647,0.0246505,0.0212185,0.0476999,0.0406668,0.0183179,0.0431345,0.0500262,0.0266641,0.0342737,0.0366742,0.0195351,0.0245734,0.023787,0.0427165,0.0148642,0.0109251,0.0362192,0,0.0159502,0.0654501,0.0207221,0,0,0.0360462,0,0,0.0131369,0.0608647,0.033496,0.0296625,0.00507944,0.0548669,0,0.0408067,0.0755993,0.0649425,0.0391936,0.0679731,0.0456092,0.0507189,0.0769897,0.027126,0.029108,0.0044393,0.00702284,0.0571564,0.0597189,0,0,0,0,0,0,0,0,0
1033,0.0327626,0,0,0,0,0,0,0,0.0355278,0,0.0236492,0.0649508,0,0,0.0267874,0,0,0.0430683,0.0345006,0.0323012,0.0243693,0.0209954,0.0476772,0.0405774,0.0182733,0.0431754,0.0500086,0.0268404,0.0342154,0.036756,0.0194922,0.0245159,0.0240543,0.0429151,0.0147748,0.0109071,0.0359673,0,0.0159376,0.0654586,0.0208577,0,0,0.0360266,0,0,0.0131107,0.0605652,0.0334629,0.0297375,0.00515676,0.0548144,0,0.0408143,0.0755922,0.0648128,0.0391417,0.067713,0.0456384,0.0507441,0.077011,0.0271741,0.0292066,0.00429785,0.00723671,0.0567954,0.059665,0,0,0,0,0,0,0,0,0
1034,0.040673,0,0,0,0,0,0,0,0.036196,0,0.0249205,0.0633657,0,0,0.0281076,0,0,0.0441883,0.0367098,0.0344112,0.0272559,0.0199148,0.054676,0.0342787,0.0202749,0.0444774,0.051029,0.0268647,0.0329007,0.0353941,0.0182055,0.0240368,0.0242665,0.0380774,0.0144703,0.0101448,0.0351917,0,0.0152758,0.0656905,0.0288328,0,0,0.0327035,0,0,0.0182998,0.0590816,0.03287,0.0341566,0.00552888,0.0600514,0.0821348,0.0400907,0.0755592,0.0642698,0.037924,0.0680241,0.0459999,0.0512914,0.0775162,0.0280917,0.0261151,0.00608369,0.00876547,0.0538323,0.0546358,0,0,0,0,0,0,0,0,0
1035,0.0406253,0,0,0,0,0,0,0,0.036583,0,0.0250204,0.0632934,0,0,0.028116,0,0,0.0443397,0.0368401,0.0346853,0.0270506,0.0198438,0.054543,0.0343241,0.0202936,0.0444878,0.0510412,0.0267457,0.0327901,0.0354096,0.0179469,0.0237416,0.0245365,0.0381037,0.0144825,0.0102335,0.035151,0,0.0153576,0.0656853,0.0288207,0,0,0.0325254,0,0,0.0183773,0.0589063,0.0328236,0.03408,0.00551503,0.0599322,0.0822115,0.040105,0.0755493,0.0642375,0.0379888,0.0679023,0.0459354,0.0512327,0.0774318,0.0278758,0.0262623,0.00591887,0.00877069,0.0534858,0.0546295,0,0,0,0,0,0,0,0,0
1036,0.0318029,0,0,0,0,0,0,0,0.0362731,0,0.0241421,0.0646583,0,0,0.0268901,0,0,0.0434144,0.0349242,0.033234,0.023662,0.0208114,0.0471177,0.040666,0.0182849,0.0431894,0.0500845,0.026733,0.0339296,0.036725,0.0188682,0.0237789,0.0250336,0.0429571,0.0148347,0.0110066,0.0357926,0,0.0160168,0.0653953,0.0212483,0,0,0.036032,0,0,0.0127915,0.060101,0.0333537,0.0296542,0.00510345,0.0545083,0,0.0407863,0.0754938,0.0646493,0.039402,0.0673049,0.0454227,0.0505965,0.0767524,0.0263195,0.0293751,0.00442807,0.00769801,0.0553758,0.0596849,0,0,0,0,0,0,0,0,0
1037,0.0401608,0,0,0,0,0,0,0,0.0366735,0,0.0253029,0.0630211,0,0,0.0263927,0,0,0.0374352,0.0371356,0.0353412,0.0264779,0.0196855,0.0539824,0.0334205,0.0204031,0.0445549,0.051146,0.0269054,0.0325191,0.0353821,0.0175712,0.0233626,0.0253918,0.0380937,0.0210359,0,0.0350626,0,0.0154092,0.0652274,0.0285561,0,0,0.0324329,0,0,0.0181556,0.0586501,0.0327246,0.0341413,0.00543826,0.0597629,0.0830244,0.0401288,0.0754968,0.0641779,0.0382671,0.067769,0.045756,0.050962,0.077276,0.0270217,0.0259042,0.00582523,0.00849311,0.0526839,0.0546683,0,0,0,0,0,0,0,0,0
1038,0.0316418,0,0,0,0,0,0,0,0.0361489,0,0.0246205,0.0644583,0,0,0.0267972,0,0,0.0433213,0.0352086,0.0338549,0.0230951,0.0207025,0.0467246,0.0408171,0.0183789,0.0433111,0.0501578,0.0270364,0.0337016,0.0368003,0.0185704,0.0233863,0.0259723,0.0428471,0.0139437,0.0120302,0.0358245,0,0.0161546,0.0649115,0.0218856,0,0,0.0365835,0,0,0.0120968,0.0599141,0.0331471,0.0298229,0.00507475,0.0544906,0,0.0409808,0.0754485,0.0645741,0.0395923,0.0670913,0.0452196,0.050323,0.0765603,0.0258023,0.0296611,0.00598394,0.00861796,0.0544365,0.0595522,0,0,0,0,0,0,0,0,0
1039,0.031575,0,0,0,0,0,0,0,0.036297,0,0.0247177,0.0644269,0,0,0.0267026,0,0,0.0433481,0.0353947,0.0341024,0.0228404,0.0206164,0.0466351,0.0409145,0.018457,0.0434594,0.0501689,0.027149,0.0336065,0.0368271,0.0184127,0.0231857,0.026495,0.0426906,0.0136121,0.0125256,0.0361902,0,0.0161343,0.0649081,0.0218885,0,0,0.0368881,0,0,0.0119228,0.059767,0.0330021,0.0299464,0.00511553,0.0545285,0,0.0410409,0.0754373,0.0645117,0.0396665,0.066937,0.0452813,0.0503022,0.0763998,0.0260714,0.0298693,0.0065982,0.00946411,0.0543384,0.0594299,0,0,0,0,0,0,0,0,0
1040,0.0400222,0,0,0,0,0,0,0,0.0359493,0,0.0270367,0,0,0,0.0265753,0,0,0.0371595,0.0383579,0.0399597,0.0302851,0.0188461,0.0535859,0.0335245,0.0208048,0.0478338,0.054209,0.0271856,0.0294996,0.0323463,0.0147699,0.0221031,0.0278479,0.0374866,0.0207615,0,0.0372094,0,0.0164239,0.0654182,0.028128,0,0,0.0334072,0,0,0.0183217,0.0618776,0.0323194,0.0333533,0.0052169,0.0603617,0.0845722,0.0400204,0.0744433,0.0640804,0.0403918,0.0668029,0.0449424,0.0500407,0.0761299,0.0233991,0.0263645,0.00538299,0.0089458,0.0525337,0.0544324,0,0,0,0,0,0,0,0,0
1041,0.0316429,0,0,0,0,0,0,0,0.0362883,0,0.0244796,0.0639822,0,0,0.0270789,0,0,0.043039,0.0358306,0.0347192,0.0222284,0.0204332,0.0465587,0.0410022,0.0185939,0.043794,0.0503291,0.0270666,0.0333427,0.0368555,0.0181896,0.0227824,0.0275335,0.0422323,0.0141049,0.0112275,0.0355659,0,0.0162346,0.0648346,0.0215191,0,0,0.0370321,0,0,0.0126665,0.059537,0.0330812,0.0303248,0.00512681,0.0547125,0,0.0409623,0.0751659,0.0642425,0.0397099,0.0668866,0.0449707,0.0500539,0.0762772,0.0252456,0.0292735,0.00621239,0.011231,0.0548124,0.0590496,0,0,0,0,0,0,0,0,0
1042,0.0408469,0.0577808,0,0,0,0,0,0,0.0365488,0,0.0254835,0.0627733,0,0,0.0295648,0,0,0.0454663,0.0380297,0.0367333,0.024543,0.0194498,0.0519508,0.0371028,0.0205891,0.0451431,0.0513354,0.027239,0.0320926,0.035593,0.0171906,0.0223652,0.0279818,0.0344178,0.014699,0.0104807,0.0350927,0,0.0156132,0.065208,0.0290826,0,0,0.0371877,0,0,0.0201763,0.0581286,0.0324792,0.0336322,0.00541181,0.0585444,0.0869695,0.0403437,0.0751732,0.0636723,0.0385288,0.0673848,0.0453874,0.0505166,0.0767931,0.0258267,0.0234957,0.00470179,0.0104565,0.0487255,0.0570348,0,0,0,0,0,0,0,0,0
1043,0.0406518,0.0579958,0,0,0,0,0,0,0.0363607,0,0.025677,0.0628563,0,0,0.0296419,0,0,0.0458353,0.0382464,0.0370617,0.0243333,0.0193828,0.052037,0.0372314,0.020666,0.0453065,0.0513837,0.0273638,0.032051,0.0355931,0.0172427,0.0221878,0.0285195,0.0343375,0.0147998,0.0105662,0.0347783,0,0.0155581,0.0653434,0.028997,0,0,0.0371784,0,0,0.0202481,0.0579932,0.0323987,0.0338778,0.00547299,0.0586925,0.0872236,0.0403594,0.0751962,0.0635907,0.0385846,0.0673756,0.0453559,0.0505683,0.0767187,0.0256026,0.0240635,0.00465721,0.0104826,0.0488368,0.0569991,0,0,0,0,0,0,0,0,0
