Devices
1000
,,Impulse - Electric Potential,
Frame,Sub Frame,1
,,V
1,0,-0.196419
1,1,-0.146828
1,2,-0.0987625
1,3,-0.0657654
1,4,-0.0129318
1,5,0.0157547
1,6,-0.0190353
1,7,0.000457764
1,8,-0.0225067
1,9,-0.022316
2,0,-0.031662
2,1,-0.0379562
2,2,-0.046196
2,3,-0.119667
2,4,-0.120049
2,5,-0.124207
2,6,-0.131111
2,7,-0.12764
2,8,-0.0775528
2,9,-0.0636673
3,0,-0.0284195
3,1,-0.00827789
3,2,0.0197601
3,3,0.0339127
3,4,0.00473022
3,5,0.0378418
3,6,-0.00999451
3,7,0.0425339
3,8,0.0371933
3,9,-0.0442505
4,0,-0.0554657
4,1,-0.0854874
4,2,-0.0844193
4,3,-0.0799561
4,4,-0.0445175
4,5,-0.0200272
4,6,-0.0056839
4,7,0.00469208
4,8,0.0857162
4,9,0.117722
5,0,0.0590897
5,1,0.0834656
5,2,0.0720978
5,3,0.0699615
5,4,0.093956
5,5,0.0555801
5,6,-0.00320435
5,7,-0.0268173
5,8,-0.0511932
5,9,-0.0449371
6,0,-0.018959
6,1,-0.00473022
6,2,0.0374985
6,3,0.0664139
6,4,0.103378
6,5,0.116119
6,6,0.128593
6,7,0.120544
6,8,0.0984955
6,9,0.113831
7,0,0.0737762
7,1,0.125885
7,2,0.060463
7,3,0.0163269
7,4,-0.0131989
7,5,-0.0369644
7,6,-0.00709534
7,7,-0.000152588
7,8,0.0248718
7,9,0.0475693
8,0,0.0543594
8,1,0.0955963
8,2,0.103722
8,3,0.176773
8,4,0.112991
8,5,0.0860596
8,6,0.127983
8,7,0.13031
8,8,0.141411
8,9,0.0349426
9,0,0.0394058
9,1,-0.0399399
9,2,-0.0144958
9,3,-0.0331879
9,4,-0.0165176
9,5,0.0179291
9,6,0.0734329
9,7,0.0488281
9,8,0.100136
9,9,0.0748062
10,0,0.0750732
10,1,0.0922012
10,2,0.0492477
10,3,0.0847626
10,4,0.0588226
10,5,0.0406265
10,6,-0.0253677
10,7,-0.0613022
10,8,-0.0971222
10,9,-0.0884247
11,0,-0.0791931
11,1,-0.0831604
11,2,-0.0556183
11,3,-0.00778198
11,4,0.0188828
11,5,0.0509644
11,6,0.0434113
11,7,0.0271225
11,8,0.0379944
11,9,0.00988007
12,0,-0.0157166
12,1,-0.0310516
