Devices
1000
,,Impulse - Electric Potential,
Frame,Sub Frame,1
,,V
1,0,-0.0276566
1,1,-0.0735092
1,2,-0.0815582
1,3,-0.0553894
1,4,-0.00850677
1,5,0.013237
1,6,0.0566864
1,7,0.0860596
1,8,0.0840378
1,9,0.103264
2,0,0.0658035
2,1,0.0717163
2,2,0.0539398
2,3,0.0406647
2,4,0.0591278
2,5,0.028801
2,6,-0.0392151
2,7,-0.0972748
2,8,-0.104828
2,9,-0.0634003
3,0,-0.0648499
3,1,-0.0606537
3,2,-0.0220108
3,3,0.00572205
3,4,0.0167465
3,5,0.0458908
3,6,0.0308609
3,7,0.0146866
3,8,0.0233459
3,9,0.0255966
4,0,-0.0172424
4,1,0.00537872
4,2,-0.0920868
4,3,-0.0889969
4,4,-0.139923
4,5,-0.169868
4,6,-0.117683
4,7,-0.124741
4,8,-0.0834656
4,9,-0.0627899
5,0,-0.018425
5,1,-0.0069809
5,2,-0.0289154
5,3,-0.0244141
5,4,-0.0130844
5,5,-0.0294495
5,6,-0.0346375
5,7,-0.055275
5,8,-0.0221252
5,9,-0.0559616
6,0,-0.158958
6,1,-0.175247
6,2,-0.184708
6,3,-0.156326
6,4,-0.0883484
6,5,-0.0871277
6,6,-0.0130844
6,7,-0.0766373
6,8,-0.00301361
6,9,0.0205994
7,0,-0.0579834
7,1,-0.0204086
7,2,-0.0320435
7,3,-0.0246429
7,4,-0.0592041
7,5,-0.108185
7,6,-0.0766373
7,7,-0.163841
7,8,-0.193214
7,9,-0.146027
8,0,-0.159149
8,1,-0.0585556
8,2,-0.031395
8,3,-0.0606918
8,4,-0.0257492
8,5,0.00701904
8,6,0.0284576
8,7,0.0136185
8,8,0.0347137
8,9,0.0273514
9,0,-0.028038
9,1,0.00629425
9,2,-0.0503922
9,3,-0.0875092
9,4,-0.138016
9,5,-0.139732
9,6,-0.106812
9,7,-0.0663757
9,8,-0.0385284
9,9,-0.0159073
10,0,0.00572205
10,1,0.0767899
10,2,0.00984192
10,3,0.0468826
10,4,0.0315857
10,5,0.0560379
10,6,0.0279617
10,7,0.0435638
10,8,0.0308609
10,9,-0.0351334
11,0,-0.0603485
11,1,-0.0653458
11,2,-0.0701523
11,3,-0.0637054
11,4,-0.026207
11,5,0.00789642
11,6,0.0514221
11,7,0.0627136
11,8,0.112724
11,9,0.108719
12,0,0.0890732
12,1,0.113068
12,2,0.0666046
12,3,0.117569
12,4,0.068512
12,5,0.0846863
12,6,-0.0301361
12,7,-0.0289917
12,8,-0.0196075
12,9,-0.0268936
13,0,-0.00907898
13,1,0.0115967
13,2,0.0666046
13,3,0.0601959
13,4,0.0991821
13,5,0.151062
13,6,0.138931
13,7,0.133934
13,8,0.108681
13,9,0.123558
14,0,0.12394
14,1,0.116692
14,2,0.0638199
14,3,0.019722
14,4,-0.0169373
14,5,-0.0156021
14,6,-0.0473404
14,7,0.0486755
14,8,0.0285721
14,9,0.0127411
15,0,0.08461
15,1,0.11673
15,2,0.128975
15,3,0.119743
15,4,0.122147
15,5,0.130882
15,6,0.0992966
15,7,0.120468
15,8,0.0937653
15,9,0.0328445
16,0,-0.0191498
16,1,-0.0503159
16,2,-0.0445938
16,3,-0.0433731
16,4,-0.00808716
16,5,0.0162125
16,6,0.0452042
16,7,0.0741196
16,8,0.08461
16,9,0.107422
17,0,0.0773621
17,1,0.0886917
17,2,0.0779343
17,3,0.0719833
17,4,0.042572
17,5,0.017395
17,6,-0.0202179
17,7,-0.0708389
17,8,-0.108757
17,9,-0.0991058
18,0,-0.0671387
18,1,-0.0445938
18,2,-0.0394821
18,3,-0.00385284
18,4,0.0309753
18,5,0.0487518
18,6,0.0224686
18,7,0.0331497
18,8,0.00236511
18,9,0.0117493
19,0,0.00938416
19,1,-0.0223923
19,2,-0.0626755
19,3,-0.0921249
19,4,-0.112915
19,5,-0.126572
19,6,-0.136986
19,7,-0.0879669
19,8,-0.0563049
19,9,-0.0566101
20,0,-0.0271988
20,1,-0.000190735
20,2,0.0448608
20,3,0.00225067
20,4,-0.0147629
20,5,-0.00801086
20,6,-0.0169373
20,7,-0.0286102
20,8,-0.0592422
20,9,-0.112114
21,0,-0.125122
21,1,-0.180588
21,2,-0.161552
21,3,-0.146332
21,4,-0.116386
21,5,-0.0832367
21,6,-0.0614548
21,7,-0.0469589
21,8,-0.00595093
21,9,-0.0138855
22,0,-0.018959
22,1,-0.0317383
22,2,-0.028038
22,3,-0.0140381
22,4,-0.0443268
22,5,-0.025444
22,6,-0.115395
22,7,-0.132027
22,8,-0.169487
22,9,-0.153389
23,0,-0.11055
23,1,-0.101433
23,2,-0.0949097
23,3,-0.0531006
23,4,-0.00915527
23,5,0.00549316
23,6,0.00492096
23,7,-0.00801086
23,8,0.0313187
23,9,-0.0114441
24,0,-0.00347137
24,1,7.62939e-05
24,2,-0.0743866
24,3,-0.0766754
24,4,-0.123978
24,5,-0.123558
24,6,-0.102081
24,7,-0.0873184
24,8,-0.0673294
24,9,-0.0376129
25,0,0.00610352
25,1,0.0810623
25,2,0.0416565
25,3,0.0697327
25,4,0.0484848
25,5,0.0514603
25,6,0.0529099
25,7,0.0191498
25,8,-0.0186157
25,9,-0.019989
26,0,-0.0632095
26,1,-0.0894547
26,2,-0.0790787
26,3,-0.0588608
26,4,-0.00850677
26,5,0.00541687
26,6,0.0313187
26,7,0.0974274
26,8,0.0678253
26,9,0.0949097
27,0,0.102043
27,1,0.0643158
27,2,0.0870514
27,3,0.0638962
27,4,0.0684357
27,5,0.0609589
27,6,7.62939e-05
27,7,-0.0236511
27,8,-0.0367737
27,9,-0.0521088
28,0,-0.0338745
28,1,0.0272369
28,2,0.0642776
28,3,0.0717545
28,4,0.111694
28,5,0.127068
28,6,0.124474
28,7,0.155487
28,8,0.105019
28,9,0.100327
29,0,0.112801
29,1,0.087204
29,2,0.0708771
29,3,-0.00473022
29,4,-0.0075531
29,5,-0.0186157
29,6,-0.0212097
29,7,-0.019989
29,8,0.0460052
29,9,0.0687027
30,0,0.0723648
30,1,0.107803
30,2,0.0944901
30,3,0.122032
30,4,0.111542
30,5,0.11116
30,6,0.110474
30,7,0.096283
30,8,0.0824738
30,9,0.0133896
31,0,-0.0606537
31,1,-0.0527954
31,2,-0.041008
31,3,-0.0421143
31,4,-0.00411987
31,5,0.0356293
31,6,0.0356293
31,7,0.0831985
31,8,0.0852203
31,9,0.0801468
32,0,0.0896072
32,1,0.0646591
32,2,0.0555801
32,3,0.0315475
32,4,0.0392532
32,5,0.022049
32,6,-0.0458527
32,7,-0.0705719
32,8,-0.0551987
32,9,-0.0799942
33,0,-0.0800323
33,1,-0.0415802
33,2,-0.0294495
33,3,-0.00801086
33,4,0.0214386
33,5,0.0363922
33,6,0.0537872
33,7,0.0279999
33,8,0.0409317
33,9,0.0369263
34,0,-0.00526428
34,1,0.0125885
34,2,-0.0278854
34,3,-0.118065
34,4,-0.110092
34,5,-0.146828
34,6,-0.111389
34,7,-0.0902176
34,8,-0.0690079
34,9,-0.056572
35,0,-0.00892639
35,1,0.00331879
35,2,-0.00930786
35,3,0.0188446
35,4,0.000686646
35,5,0.0106049
35,6,0.00778198
35,7,0.0133514
35,8,-0.0185013
35,9,-0.0649261
36,0,-0.11528
36,1,-0.165482
36,2,-0.152893
36,3,-0.140076
36,4,-0.10498
36,5,-0.0754547
36,6,-0.0296402
36,7,-0.00137329
36,8,-0.0434113
36,9,0.0317764
37,0,0.0104523
37,1,-0.0109482
37,2,-0.0105286
37,3,0.00675201
37,4,0.0154877
37,5,-0.021286
37,6,-0.104828
37,7,-0.141678
37,8,-0.13916
37,9,-0.139694
38,0,-0.152092
38,1,-0.085144
38,2,-0.0631332
38,3,-0.00911713
38,4,0.0139618
38,5,0.0317001
38,6,0.0277328
38,7,0.0435257
38,8,0.0198746
38,9,0.03479
39,0,0.0293732
39,1,0.00572205
39,2,-0.0428772
39,3,-0.0947952
39,4,-0.123405
39,5,-0.139122
39,6,-0.106659
39,7,-0.0613403
39,8,-0.0312042
39,9,-0.00175476
40,0,0.0400543
40,1,0.0379562
40,2,0.0601959
40,3,0.0975418
40,4,0.0482178
40,5,0.0495148
40,6,0.0555801
40,7,0.0504303
40,8,0.00972748
40,9,-0.0162506
41,0,-0.0587082
41,1,-0.0881577
41,2,-0.09758
41,3,-0.0689316
41,4,-0.0440598
41,5,-0.000534058
41,6,0.0178909
41,7,0.0437927
41,8,0.0801468
41,9,0.0925446
42,0,0.0780869
42,1,0.0987244
42,2,0.0681305
42,3,0.0786972
42,4,0.0367737
42,5,0.0359344
42,6,-0.00663757
42,7,-0.0648499
42,8,-0.0550842
42,9,-0.0646973
43,0,-0.0243759
43,1,-0.0211716
43,2,0.0157547
43,3,0.0632858
43,4,0.0880814
43,5,0.110397
43,6,0.0959015
43,7,0.0900269
43,8,0.0823593
43,9,0.0668716
44,0,0.0716019
44,1,0.0702667
44,2,0.0324631
44,3,-0.0364304
44,4,-0.0686264
44,5,-0.0494385
44,6,-0.0484467
44,7,-0.0185013
44,8,-0.0141525
44,9,0.00495911
45,0,0.0715256
45,1,0.0511551
45,2,0.0803757
45,3,0.0831604
45,4,0.091629
45,5,0.0824738
45,6,0.0866318
45,7,0.0797653
45,8,0.0605774
45,9,0.00324249
46,0,-0.0517273
46,1,-0.08564
46,2,-0.0818634
46,3,-0.0770187
46,4,-0.0188065
46,5,0.0119781
46,6,0.0255585
46,7,0.0271225
46,8,0.0704956
46,9,0.0950623
47,0,0.0730133
47,1,0.032959
47,2,0.0281525
47,3,0.0314713
47,4,0.0373459
47,5,0.0169754
47,6,-0.0300598
47,7,-0.0350571
47,8,-0.0855255
47,9,-0.0876617
48,0,-0.1017
48,1,-0.0439072
48,2,-0.00663757
48,3,-0.0136566
48,4,0.0296402
48,5,0.0504303
48,6,0.0512314
48,7,0.0690842
48,8,0.0147247
48,9,0.0243378
49,0,0.0201797
49,1,0.00480652
49,2,-0.0299072
