Timestep,BCBB,BCBF,BCBTT,BCFT,C7,CLAV,IMU_M,IMU_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x68,x69,x70,RTHI,IMU_B
143,0,0,0,0,0.0118106,0.00939843,0,0,0.0131593,0.0233551,0.007099,0.00693395,0,0,0.0102698,0,0.0142016,0.00602586,0.0414003,0.0106884,0.0174641,0.00627073,0.00303403,0.00443561,0.0041967,0.0109718,0.00636524,0.0319136,0.00487209,0.0105799,0.00546365,0.00817523,0.0124216,0.00365226,0.00370746,0.0030039,0.0247656,0.0186375,0.0284182,0.0133627,0.00621647,0,0,0.0369858,0,0.0103894,0.0198413,0.0352531,0.0316496,0.0272337,0.0165783,0.00628497,0.0155847,0,0,0.0310825,0.00265993,0.0160906,0.0130202,0.0125856,0.0391104,0.0180031,0.0118641,0.00999614,0.0133239,0.014488,0,0,0,0.0294183,0
144,0,0,0,0,0.0116864,0.00928041,0,0,0.0131431,0.023414,0.00665555,0.0066197,0,0,0.0104382,0,0.0141558,0.00602369,0.0413217,0.0096255,0.0175305,0.00524054,0.00283364,0.00443308,0.00382746,0.00983187,0.00561213,0.0318304,0.00419742,0.00946713,0.00504119,0.00810155,0.0125503,0.00367355,0.00368821,0.0030824,0.0276817,0.0186896,0.0288816,0.0126932,0.00617674,0,0,0.03745,0,0.0103957,0.0199647,0.0351109,0.0298024,0.0271217,0.0168404,0.00578173,0.0155555,0,0,0.0305847,0.00431873,0.0162172,0.0135726,0.0140201,0.0381858,0.0181576,0.0119992,0.0101278,0.0132339,0.0145417,0,0,0,0.0288468,0
145,0,0,0,0,0.0116321,0.00911205,0,0,0.0133931,0.0234785,0.00645461,0.00638542,0,0,0.010538,0,0.0141177,0.00608369,0.0413901,0.00872451,0.0176195,0.00415865,0.00300359,0.00450808,0.0034104,0.00861734,0.00484878,0.0317641,0.00336835,0.00816706,0.00462493,0.00805681,0.0129362,0.00372994,0.00369922,0.00314787,0.0291821,0.0187807,0.0276168,0.0119122,0.00634345,0,0,0.0380554,0,0.0103969,0.0201589,0.0350579,0.02739,0.0269425,0.0171542,0.00526624,0.0155786,0,0,0.0302537,0.00646894,0.0166195,0.0139735,0.0155196,0.0349017,0.0183935,0.0120236,0.0101126,0.0130773,0.0146052,0,0,0,0.0286487,0
146,0,0,0,0,0.0117295,0.00895131,0,0,0.0138184,0.0234846,0.00652762,0.00629928,0,0,0.0105364,0,0.0141034,0.00603163,0.0414373,0.00800068,0.0177859,0.00331191,0.00344646,0.00469328,0.00300582,0.00755358,0.00430468,0.031671,0.00265048,0.0069827,0.00429451,0.00797993,0.0135226,0.00378756,0.0037235,0.00317417,0.0296335,0.0188618,0.025283,0.0109862,0.00648622,0,0,0.0385727,0,0.0104316,0.020328,0.0349653,0.0241242,0.026814,0.0174067,0.00435496,0.0156185,0,0,0.0298587,0.00833769,0.017287,0.0147538,0.0170344,0.0317241,0.0186259,0.0120035,0.00999506,0.0130173,0.0146066,0,0,0,0.0286348,0
147,0,0,0,0,0.0118299,0.00890294,0,0,0.0144313,0.0234628,0.00689156,0.00605923,0,0,0.0104412,0,0.0141073,0.00586778,0.0413442,0.00755886,0.0179968,0.00279068,0.00352544,0.00498594,0.0028054,0.00675228,0.00401892,0.0316064,0.00230085,0.00621575,0.00415258,0.00783276,0.0142416,0.00385749,0.00375498,0.00316394,0.0301301,0.0189466,0.0238242,0.0101131,0.00653054,0,0,0.0389168,0,0.0104719,0.0204271,0.0348405,0.0210933,0.026933,0.0178401,0.00321169,0.0157344,0,0,0.0290472,0.0103321,0.0178045,0.0164577,0.0187341,0.0319757,0.0187992,0.0119106,0.0099637,0.0130561,0.0145124,0,0,0,0.0282148,0
148,0,0,0,0,0.0119357,0.00902845,0,0,0.0149575,0.0233881,0.00746675,0.00558561,0,0,0.0103218,0,0.014147,0.00580576,0.0412282,0.00746565,0.0182022,0.00243798,0.00365547,0.00547703,0.00279569,0.00604674,0.00398195,0.0315883,0.00224887,0.00588763,0.00418148,0.00767197,0.0149279,0.00393795,0.00376958,0.00315346,0.0300998,0.0190275,0.0219021,0.00915079,0.0064173,0,0,0.0389061,0,0.0105171,0.0204407,0.0347889,0.0194846,0.0271812,0.0189481,0.00282558,0.0159053,0,0,0.0274573,0.0131455,0.0180347,0.0164803,0.020688,0.0334232,0.0188997,0.0117386,0.00999303,0.0132383,0.0143007,0,0,0,0.0270478,0
149,0,0,0,0,0.0119764,0.00920799,0,0,0.0155651,0.0233179,0.00813986,0.0050658,0,0,0.0101259,0,0.0142197,0.005883,0.0411378,0.00777988,0.0183584,0.00217454,0.00407467,0.00603377,0.00274855,0.00536301,0.00417409,0.0316802,0.00238051,0.00576328,0.00424782,0.00756899,0.0156482,0.00401476,0.0037722,0.00312502,0.0298097,0.0191171,0.0205704,0.00818027,0.00620502,0,0,0.0387367,0,0.0105647,0.0204268,0.0347597,0.0199339,0.0273874,0.0206051,0.00381454,0.0159896,0,0,0.0256509,0.0152092,0.0179879,0.0166599,0.0222763,0.0341314,0.0188596,0.0116398,0.00994008,0.0134835,0.0140377,0,0,0,0.0259221,0
150,0,0,0,0,0.012006,0.009409,0,0,0.0162192,0.0232645,0.00875124,0.00459451,0,0,0.00984387,0,0.0142826,0.00589112,0.0410742,0.00838937,0.0185009,0.00214367,0.00470354,0.00662634,0.00283025,0.00480879,0.00449452,0.0318579,0.00262842,0.00562678,0.00428543,0.00753065,0.0163901,0.00409844,0.00375444,0.00307124,0.0295957,0.0192131,0.0198349,0.00709752,0.0059446,0,0,0.0384557,0,0.0105962,0.0202082,0.0345486,0.0200874,0.0273998,0.0226391,0.00531063,0.0160622,0,0,0.0241994,0.0166524,0.0177147,0.0173032,0.0229819,0.0343742,0.0187225,0.0115071,0.00973421,0.0138236,0.0137218,0,0,0,0.0250953,0
151,0,0,0,0,0.0120295,0.00949649,0,0,0.0170222,0.0231772,0.00920128,0.00422893,0,0,0.0097148,0,0.0143076,0.00575328,0.0409767,0.00875123,0.0186368,0.00242356,0.00503704,0.00719238,0.00307523,0.00448627,0.00486432,0.0320741,0.00291741,0.00535103,0.00429376,0.00750628,0.0172889,0.00418595,0.00377432,0.00306679,0.0290967,0.0193159,0.0190386,0.00620438,0.00572584,0,0,0.0383908,0,0.0106208,0.020014,0.0341638,0.0199916,0.0272316,0.0246477,0.00648577,0.0161235,0,0,0.0232717,0.0175331,0.0175672,0.0183426,0.0231432,0.0338212,0.0185851,0.0113343,0.0095271,0.0140588,0.0134586,0,0,0,0.0245167,0
152,0,0,0,0,0.0121038,0.00953364,0,0,0.0176308,0.0230951,0.00944405,0.00388071,0,0,0.00961127,0,0.0143188,0.00543877,0.0409034,0.00876188,0.0187589,0.00312033,0.0051194,0.00764298,0.00333644,0.0042933,0.00521205,0.032219,0.00322541,0.00476516,0.00415108,0.00750509,0.0180275,0.00424914,0.00379477,0.00303002,0.0283474,0.0194357,0.0182008,0.00557939,0.0056059,0,0,0.0384327,0,0.0106513,0.0198548,0.0336161,0.0204151,0.0269492,0.0267655,0.00732321,0.0161218,0,0,0.0228898,0.0181048,0.017573,0.0196924,0.0230898,0.0325727,0.0184234,0.0112097,0.00936046,0.0142299,0.0131526,0,0,0,0.024309,0
153,0,0,0,0,0.0123136,0.00948669,0,0,0.0183711,0.0231193,0.00968213,0.00354155,0,0,0.0094217,0,0.014297,0.00515171,0.0408531,0.00843722,0.0187756,0.0039143,0.00484913,0.00795162,0.00343027,0.00420064,0.00546688,0.0322443,0.00351522,0.00418298,0.00397219,0.00748607,0.0189574,0.00428258,0.00380953,0.0029894,0.0272874,0.0195686,0.0183659,0.0046187,0.00560143,0,0,0.0387872,0,0.0106589,0.0198802,0.0333287,0.0222634,0.0260956,0.0294014,0.00739912,0.0161099,0,0.0242708,0.0224996,0.0188591,0.0174705,0.0196351,0.0233802,0.030654,0.0183726,0.0111088,0.00928637,0.0142564,0.012821,0,0,0,0.0241271,0
154,0,0,0,0,0.0124348,0.00956437,0,0,0.0191547,0.023126,0.0100642,0.00340115,0,0,0.00926305,0,0.0143173,0.00504512,0.0408265,0.00826818,0.0187647,0.00477084,0.00445163,0.00832229,0.00368321,0.00439031,0.00585001,0.0324425,0.00395749,0.0037621,0.00395721,0.00737329,0.0199169,0.00433441,0.0038298,0.00287544,0.0263145,0.0196646,0.0193637,0.00422616,0.00545418,0,0,0.0387721,0,0.0106895,0.0198142,0.0331207,0.0239142,0.0260096,0.0305871,0.00755117,0.0160837,0,0.0248155,0.0221481,0.018682,0.0175092,0.019334,0.0232846,0.0286054,0.018273,0.011087,0.00924893,0.0144371,0.0123719,0,0,0,0.0240287,0
155,0,0,0,0,0.0130616,0.0102478,0,0,0.0180949,0.0229738,0.00978646,0.00390784,0,0,0.0089325,0,0.0143946,0.00508847,0.0420924,0.00854762,0.0186371,0.00568604,0.00827153,0.00881047,0.00320422,0.0042432,0.00548242,0.0311235,0.00371991,0.00248988,0.0035149,0.00776068,0.0185936,0.00418779,0.00381073,0.00279825,0.0135872,0.0195918,0.0312492,0.00809741,0.00512966,0,0,0.037832,0,0.0106985,0.0195309,0.0363873,0.0478363,0.0246308,0.0341001,0.011099,0.0161275,0.015941,0.0165611,0.0187364,0.0266522,0.0176557,0.0273469,0.0365919,0.0179577,0.018437,0.0109748,0.00924668,0.0153018,0.0117715,0,0,0,0.0179013,0
156,0,0,0,0,0.0132063,0.010294,0,0,0.0193342,0.0229354,0.0105228,0.00407012,0,0,0.0088906,0,0.0143875,0.00517625,0.042016,0.00900409,0.0185046,0.0062502,0.00757925,0.00911201,0.0034547,0.00463396,0.00587868,0.0312636,0.0040491,0.00248816,0.00347941,0.00751129,0.0199643,0.00430607,0.00383778,0.00275582,0.0139025,0.0196749,0.0314076,0.00822688,0.00517073,0,0,0.0379083,0,0.010698,0.0194936,0.0365224,0.0471606,0.0243339,0.0340615,0.0105556,0.0159813,0.0165356,0.0161599,0.0189816,0.026413,0.0174624,0.0273712,0.0361888,0.0168968,0.0183636,0.0108495,0.00917053,0.0152566,0.011772,0,0,0,0.0176828,0
157,0,0,0,0,0.0134566,0.0104546,0,0,0.0202791,0.0229157,0.0111816,0.00408385,0,0,0.00903576,0,0.0143879,0.00517903,0.0419006,0.00970273,0.0184767,0.00688112,0.00720956,0.00961106,0.00364947,0.00510121,0.00629177,0.0313214,0.00443964,0.00252174,0.0033913,0.00732723,0.0211076,0.00446952,0.00384099,0.00281897,0.0143602,0.0197179,0.0314284,0.00832934,0.00505342,0,0,0.0379818,0,0.0107099,0.019611,0.0367553,0.0462163,0.0241663,0.0337881,0.0102941,0.0158337,0.0167508,0.0158259,0.0188896,0.0259858,0.0172039,0.02727,0.0357349,0.0164091,0.0183785,0.0107786,0.00915273,0.0153613,0.0117437,0,0,0,0.017314,0
158,0,0,0,0,0.013802,0.0106565,0,0,0.0212203,0.0229678,0.0118445,0.00410573,0,0,0.00912315,0,0.0143695,0.00529718,0.0417937,0.0105996,0.0184655,0.00754156,0.00691326,0.0103913,0.00390969,0.00571387,0.00679352,0.0314407,0.00477948,0.00257071,0.00339344,0.0071563,0.0223562,0.00458108,0.00382829,0.00299202,0.0144959,0.0197527,0.0312587,0.00826582,0.00485679,0,0,0.038042,0,0.0107026,0.0196207,0.0372634,0.0453022,0.0240746,0.0334683,0.0103083,0.0156427,0.0168713,0.015605,0.0187438,0.0255199,0.0169617,0.0272661,0.035415,0.0161638,0.0184216,0.0107644,0.00921505,0.0155565,0.0117453,0,0,0,0.0168576,0
159,0,0,0,0,0.0140806,0.01081,0,0,0.0222131,0.0229888,0.0125591,0.00412958,0,0,0.00901636,0,0.0143678,0.0051968,0.0416744,0.0114411,0.0184661,0.0082141,0.00662844,0.0112995,0.00425835,0.00646932,0.00734026,0.0316154,0.00513141,0.0026352,0.00348157,0.00703779,0.0234714,0.00463256,0.00383576,0.00308338,0.0141624,0.0197856,0.0306394,0.00805214,0.00477394,0,0,0.0381425,0,0.0106894,0.0195509,0.0379762,0.0441766,0.0239965,0.03333,0.0104506,0.0155014,0.0170307,0.0153385,0.018314,0.0252187,0.0168068,0.0271229,0.0345954,0.0158656,0.0184566,0.0107215,0.00932891,0.0157397,0.0117479,0,0,0,0.0162811,0
160,0,0,0,0,0.014239,0.0108944,0,0,0.0231402,0.0229874,0.0132442,0.0041001,0,0,0.00871641,0,0.0143939,0.00511144,0.0414902,0.0121107,0.0185325,0.00885378,0.00648247,0.0122355,0.00459464,0.00706483,0.00786793,0.0318514,0.00547205,0.00269482,0.00357187,0.00696505,0.0245178,0.00460055,0.00385151,0.00307212,0.0136685,0.0198177,0.0294334,0.00777947,0.00475055,0,0,0.0383055,0,0.01067,0.0196177,0.0385846,0.0425392,0.0238616,0.0334239,0.0106867,0.0154098,0.0174095,0.0149876,0.0175113,0.024963,0.0168166,0.0267119,0.0330962,0.0156781,0.0184574,0.010676,0.00925468,0.0158539,0.0117392,0,0,0,0.0155684,0
161,0,0,0,0,0.0142537,0.010814,0,0,0.0242755,0.0230323,0.0139547,0.00367823,0,0,0.00840741,0,0.0144407,0.00503515,0.0409151,0.0126457,0.0186582,0.00945913,0.00559873,0.0131197,0.00490574,0.00740703,0.00840138,0.0323424,0.00586024,0.00288574,0.0036542,0.0067763,0.025858,0.00457748,0.00385486,0.00317289,0.0120155,0.0198907,0.0224189,0.00671809,0.00501879,0,0,0.0388534,0,0.0106037,0.0196935,0.038867,0.0330678,0.0233369,0.0339089,0.0100905,0.0152156,0.0198133,0.0149362,0.0156791,0.0225587,0.0175729,0.0242581,0.0293459,0.0147038,0.0183181,0.0106441,0.00898571,0.0157171,0.0118444,0,0,0,0.0143093,0
162,0,0,0,0,0.0141498,0.0105847,0,0,0.0257717,0.0231015,0.0148261,0.00332775,0,0,0.00804161,0,0.0145558,0.0046435,0.0399433,0.0131391,0.0188287,0.00997155,0.00401429,0.0139621,0.00519599,0.00756517,0.00896479,0.0330984,0.00632715,0.00335001,0.00391188,0.00642567,0.0275781,0.00468036,0.00392006,0.00321671,0.0188728,0.0199946,0.0191256,0.00523286,0.0056274,0,0,0.0396678,0,0.0105321,0.0198007,0.0391063,0.0268514,0.0227632,0.0345927,0.00875935,0.0149641,0.024561,0.0162626,0.0130004,0.0202499,0.0214297,0.022682,0.0261944,0.0193419,0.0181299,0.0106833,0.00896769,0.0153719,0.0120785,0,0,0,0.0130771,0
163,0,0,0,0,0.0139733,0.0103657,0,0,0.026555,0.0230727,0.015536,0.00345831,0,0,0.0075294,0,0.0146573,0.00435574,0.0395686,0.0140461,0.0189661,0.0106151,0.00391781,0.0146445,0.00544293,0.00796328,0.00944789,0.0334366,0.00662259,0.00349018,0.00399911,0.00628985,0.0284372,0.00464697,0.00399414,0.00318654,0.0195484,0.0199924,0.0197234,0.00503089,0.00600572,0,0,0.0403388,0,0.0105828,0.0199969,0.03924,0.0278369,0.0227618,0.0348074,0.00910667,0.0147728,0.0256906,0.0168002,0.0120765,0.0208721,0.02205,0.0230062,0.0270907,0.0198171,0.018171,0.0106673,0.00904458,0.0151264,0.0121126,0,0,0,0.0124142,0
164,0,0,0,0,0.0139602,0.0103236,0,0,0.0271968,0.0230006,0.0163067,0.00358289,0,0,0.0071203,0,0.0147176,0.00424323,0.039216,0.0150727,0.0191562,0.0111963,0.00431798,0.0156116,0.00560694,0.00833048,0.00989187,0.0336601,0.00683863,0.00356753,0.00414694,0.00614087,0.0291831,0.00463089,0.00403708,0.0031708,0.020378,0.0199611,0.0201012,0.00503583,0.00619287,0,0,0.0408109,0,0.0105913,0.0201987,0.0391594,0.0280864,0.0227572,0.0351469,0.00985122,0.0145963,0.0267978,0.0175156,0.0112484,0.0221657,0.0222229,0.0236553,0.0282093,0.0204661,0.0182299,0.0105953,0.00914952,0.0150419,0.0120294,0,0,0,0.0116772,0
165,0,0,0,0,0.0140368,0.0104107,0,0,0.0277542,0.0228821,0.0170087,0.00374083,0,0,0.00671659,0,0.014763,0.00422832,0.0388503,0.0160236,0.0194193,0.0117236,0.00493321,0.0165436,0.00569526,0.00862814,0.0103258,0.033801,0.00703018,0.00367887,0.00436185,0.00599964,0.029873,0.00466946,0.00407981,0.00318797,0.0211809,0.0199533,0.0202612,0.00503694,0.00624457,0,0,0.0411417,0,0.0106004,0.0204628,0.0388581,0.0280153,0.0227729,0.0356466,0.0107127,0.0144384,0.0280073,0.0181428,0.0103318,0.0234517,0.0227189,0.024128,0.0294792,0.021359,0.0182204,0.0105496,0.00923461,0.0150675,0.0119019,0,0,0,0.0112399,0
166,0,0,0,0,0.01412,0.0105299,0,0,0.0282675,0.0227597,0.0176575,0.00396117,0,0,0.00627146,0,0.014832,0.0040707,0.0384778,0.0169064,0.0197259,0.0122612,0.00553695,0.01736,0.00573435,0.00891042,0.0107505,0.0339353,0.00729752,0.00383276,0.00448346,0.00589651,0.0304009,0.00473886,0.00413055,0.00328648,0.0219287,0.0199569,0.0202759,0.00496305,0.00633567,0,0,0.0414205,0,0.0106169,0.0203884,0.0383799,0.0277097,0.0228735,0.0359627,0.0115631,0.0143365,0.0292557,0.0187826,0.00939618,0.0245457,0.0238098,0.0239265,0.0305314,0.0223848,0.0181744,0.0104789,0.00933807,0.015143,0.0117069,0,0,0,0.0108505,0
167,0,0,0,0,0.0141774,0.0106898,0,0,0.0286059,0.0226478,0.0182878,0.00431205,0,0,0.00589297,0,0.0149042,0.00402327,0.0381246,0.0178134,0.019934,0.0129401,0.00574908,0.0181627,0.00598771,0.00935289,0.0112939,0.0342093,0.00767214,0.00405461,0.00473846,0.00583907,0.0307324,0.00482608,0.00417204,0.00338035,0.0226613,0.019943,0.0203422,0.00472734,0.00646221,0,0,0.0415672,0,0.0106091,0.0203432,0.0382752,0.0273781,0.023257,0.0360192,0.0122294,0.014161,0.0304952,0.0195264,0.00880386,0.0251798,0.0259078,0.0227565,0.0309177,0.0235864,0.0180842,0.0104523,0.0094472,0.0152489,0.0115181,0,0,0,0.0108105,0
168,0,0,0,0,0.0142282,0.0108687,0,0,0.0289413,0.0225422,0.0189155,0.00470793,0,0,0.00550805,0,0.0149926,0.0038556,0.0379494,0.0187913,0.0200941,0.0135793,0.00568121,0.0189482,0.00632331,0.00976013,0.0118249,0.034549,0.00804852,0.00433657,0.00501356,0.00583083,0.0312177,0.00491611,0.00421933,0.00345068,0.0226881,0.0198857,0.0197664,0.00448248,0.00655677,0,0,0.0415655,0,0.0105918,0.0203002,0.0387431,0.0263481,0.0238107,0.0359409,0.0127352,0.013934,0.031543,0.0204652,0.00847919,0.0256901,0.0279355,0.0222001,0.0312354,0.0238231,0.0179565,0.0104954,0.00946222,0.0153832,0.0112998,0,0,0,0.0109762,0
169,0,0,0,0,0.0142684,0.0110557,0,0,0.0293495,0.0224097,0.0194456,0.00508589,0,0,0.00509195,0,0.0150616,0.00386969,0.0379832,0.0197653,0.0202698,0.0140764,0.00552483,0.0197329,0.00668986,0.0100433,0.0122455,0.0349289,0.0083603,0.00461789,0.00523502,0.00586583,0.0318621,0.00500823,0.00424684,0.00353551,0.0216159,0.019814,0.0184498,0.00426377,0.00661185,0,0,0.0414656,0,0.0105826,0.0202876,0.039458,0.0245885,0.0244128,0.0355242,0.0131752,0.0137659,0.0323416,0.0213085,0.00844242,0.0259996,0.0297166,0.0218905,0.031462,0.0227249,0.0178093,0.0105196,0.00947232,0.0155326,0.0110302,0,0,0,0.0111753,0
170,0,0,0,0,0.0142769,0.0112697,0,0,0.0298211,0.0222692,0.0200316,0.00552574,0,0,0.00464157,0,0.015137,0.0040502,0.0382765,0.0206758,0.0204969,0.0144235,0.00534751,0.0204437,0.00701859,0.0101877,0.012565,0.0352987,0.00861782,0.00491435,0.00550275,0.00591265,0.0324471,0.00508742,0.0042574,0.00362456,0.0195757,0.0197524,0.0167242,0.00399427,0.00663958,0,0,0.0412774,0,0.0105826,0.0201296,0.0402608,0.0222339,0.025064,0.0344364,0.0135332,0.0136639,0.0328633,0.0219388,0.00853462,0.0258563,0.0313963,0.0212917,0.031228,0.0204104,0.0176412,0.0105521,0.00948532,0.0156932,0.0107561,0,0,0,0.0113658,0
171,0,0,0,0,0.0142967,0.0115222,0,0,0.0302463,0.0221269,0.0205849,0.00599867,0,0,0.00422718,0,0.0152543,0.00407683,0.0386581,0.0216462,0.0206939,0.0146737,0.00524178,0.0211103,0.00732908,0.0103441,0.012823,0.0356631,0.00883261,0.005188,0.00576664,0.00598367,0.0328733,0.00514707,0.00428945,0.00367183,0.0169261,0.0196673,0.0147462,0.00368976,0.00661579,0,0,0.0409234,0,0.010595,0.0199682,0.0410852,0.019575,0.0258115,0.0327387,0.0138876,0.0135333,0.033075,0.0224357,0.00862558,0.0254472,0.0330134,0.0205531,0.030944,0.0170815,0.0175101,0.0105968,0.00950439,0.0159281,0.0104592,0,0,0,0.011455,0
172,0,0,0,0,0.0143669,0.0117729,0,0,0.0305041,0.0219563,0.0210266,0.00645992,0,0,0.0039859,0,0.0153231,0.00400793,0.0390065,0.0226639,0.0208316,0.0149208,0.00522189,0.0217509,0.00760794,0.010591,0.0130329,0.0358945,0.00907003,0.00540108,0.00595325,0.00603521,0.0331272,0.00514605,0.00431577,0.00370001,0.013691,0.0195516,0.0125183,0.00331182,0.00654505,0,0,0.0404483,0,0.0106032,0.019827,0.0416443,0.0165805,0.0266395,0.0305858,0.014253,0.0134148,0.0330271,0.0226763,0.00894395,0.0252477,0.0344838,0.019977,0.0309327,0.0128138,0.017403,0.0106658,0.00956565,0.016226,0.0101698,0,0,0,0.0115154,0
173,0,0,0,0,0.0144797,0.0119903,0,0,0.0305479,0.0217583,0.0215669,0.00691229,0,0,0.00369605,0,0.015322,0.00409831,0.0392989,0.0237506,0.0209315,0.0152595,0.005287,0.0223662,0.00788411,0.0109291,0.0132609,0.0360099,0.00933833,0.00558152,0.00607708,0.00609102,0.0331983,0.00513789,0.0043211,0.00374394,0.0100372,0.0194301,0.0103512,0.00287211,0.00647558,0,0,0.0398434,0,0.0106075,0.0196619,0.0419052,0.0135465,0.0275953,0.0279403,0.014657,0.0133194,0.0326308,0.0226693,0.00952094,0.0252069,0.0358843,0.0195313,0.0314441,0.0077711,0.0173168,0.0107945,0.00957794,0.016564,0.00998894,0,0,0,0.0116113,0
174,0,0,0,0,0.0146169,0.0121952,0,0,0.0304297,0.0215881,0.0220674,0.00734703,0,0,0.00339045,0,0.0154427,0.00420229,0.0395504,0.0248432,0.0210263,0.0157504,0.00542902,0.0229474,0.00821282,0.0113895,0.013573,0.0361221,0.00964953,0.0057956,0.00618513,0.00618081,0.0332338,0.0050891,0.00433806,0.00385067,0.00664229,0.0193156,0.00833527,0.0025643,0.00635303,0,0,0.0391374,0,0.0106505,0.019477,0.0419695,0.0108069,0.0287093,0.0245344,0.0151344,0.0133007,0.0319452,0.0224286,0.0101561,0.0241351,0.0379354,0.0185978,0.0314054,0.00265552,0.0172307,0.0109097,0.00953855,0.0169443,0.00986547,0,0,0,0.011811,0
175,0,0,0,0,0.0147756,0.012498,0,0,0.0302253,0.0214255,0.022488,0.00769962,0,0,0.00326762,0,0.0155607,0.00438717,0.0398813,0.0258594,0.0211448,0.0163002,0.00573276,0.0234551,0.00860666,0.0119104,0.0139109,0.036233,0.0100065,0.00604475,0.00636052,0.00630112,0.0332498,0.00502868,0.00435506,0.00396573,0.00530908,0.0191839,0.00779122,0.00253478,0.00619139,0,0,0.0385261,0,0.0106651,0.0193873,0.0417523,0.00965528,0.02987,0.0207571,0.0157216,0.0133737,0.0308699,0.0215607,0.01074,0.0234599,0.0399021,0.0181551,0.0311025,0.00284553,0.0171882,0.0108916,0.00953693,0.0173947,0.00967975,0,0,0,0.0120304,0
176,0,0,0,0,0.0148879,0.0128454,0,0,0.03,0.0212722,0.0227137,0.00797848,0,0,0.00327405,0,0.0156466,0.00441962,0.0403462,0.0267234,0.0212428,0.0167158,0.00625873,0.0238647,0.00911151,0.0125282,0.0141724,0.0363499,0.0102487,0.00625723,0.00647537,0.00644448,0.0330796,0.00496002,0.00437811,0.00407094,0.00780941,0.0190603,0.0101708,0.00274781,0.00606912,0,0,0.0378229,0,0.0106632,0.0192237,0.0411573,0.01204,0.0309713,0.016424,0.0164098,0.013447,0.0293282,0.0201982,0.0110778,0.0233007,0.0412678,0.0183579,0.0313894,0.00851735,0.0171476,0.0108199,0.00955098,0.0178538,0.00942818,0,0,0,0.0122193,0
177,0,0,0,0,0.0150028,0.0131656,0,0,0.0297024,0.0211409,0.0226959,0.00825287,0,0,0.00339953,0,0.015724,0.00453219,0.0408749,0.0274526,0.0212583,0.0168752,0.00688205,0.024189,0.0096683,0.0131851,0.0143356,0.0364402,0.010352,0.00638316,0.0064802,0.0065667,0.0327796,0.00490687,0.00439595,0.00411644,0.0122012,0.0189619,0.0142783,0.00316021,0.00598095,0,0,0.0371213,0,0.0106917,0.0190948,0.0403384,0.0169067,0.0318354,0.0116571,0.0171894,0.0135279,0.0274889,0.0187521,0.0113065,0.0231488,0.0419695,0.0189363,0.0323698,0.013875,0.0170983,0.0108757,0.00957818,0.0182716,0.0091616,0,0,0,0.0124487,0
178,0,0,0,0,0.0151388,0.0134647,0,0,0.0293674,0.0210359,0.0224881,0.00849056,0,0,0.00351771,0,0.0157857,0.00471026,0.0414939,0.0281218,0.0211923,0.0167737,0.00753378,0.0245202,0.0101828,0.0137343,0.0143546,0.0364863,0.0103471,0.00643149,0.00639808,0.00664928,0.0325535,0.00490265,0.00441598,0.00412983,0.016618,0.0188552,0.0193598,0.00377329,0.00588774,0,0,0.0364599,0,0.0107025,0.0189098,0.0394004,0.022996,0.0324869,0.0061048,0.018021,0.0136217,0.0254544,0.0170498,0.0114213,0.0237324,0.042057,0.0200427,0.0339645,0.0182615,0.0170755,0.010974,0.00960085,0.0186625,0.008844,0,0,0,0.0127353,0
179,0,0,0,0,0.0152453,0.0137308,0,0,0.0290383,0.0209745,0.0223657,0.00864321,0,0,0.0036908,0,0.0158429,0.00479902,0.0420979,0.0286797,0.0210604,0.016407,0.00814349,0.0248404,0.0104962,0.0140168,0.0141504,0.036432,0.0101997,0.00636271,0.00623877,0.00663004,0.0324587,0.0049612,0.00444606,0.00417277,0.0201007,0.0187304,0.0241721,0.00435111,0.00582416,0,0,0.0359475,0,0.0106983,0.0187866,0.0387129,0.0287994,0.032862,0.0014352,0.0187227,0.0136784,0.0235261,0.0155217,0.0119244,0.0248938,0.0417302,0.0210942,0.0357882,0.0207798,0.0170885,0.0110748,0.00959212,0.0189869,0.00849849,0,0,0,0.0130178,0
180,0,0,0,0,0.0152689,0.0138948,0,0,0.0288687,0.0209563,0.0220312,0.00874573,0,0,0.00382154,0,0.0158481,0.00480484,0.0425069,0.0289332,0.0208339,0.015834,0.00858822,0.0251724,0.0105346,0.0139484,0.01372,0.0362228,0.00991991,0.00622275,0.00601619,0.00647603,0.032311,0.0050615,0.00444393,0.0042358,0.0223998,0.0186525,0.0280111,0.00478145,0.00583654,0,0,0.0357125,0,0.0106959,0.0187991,0.0382277,0.0333538,0.0329674,0.00420701,0.0191367,0.01364,0.0220925,0.0145113,0.0131946,0.0261325,0.04125,0.021905,0.037443,0.0218421,0.0171081,0.0111509,0.00960614,0.019159,0.0082226,0,0,0,0.0132267,0
