Timestep,BCBB,BCBF,BCBTT,BCFT,C7,CLAV,IMU_B,IMU_M,IMU_T,L5FT,L5HD,LANK,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIBA,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x68,x69,x70,RTIB,LASI,RTIBI
74,0,0,0,0,0.00532572,0.0054857,0,0,0,0.0314657,0.0214965,0.0158961,0,0,0.00131268,0,0.0152737,0.00137681,0.0397903,0.0187968,0.0186826,0.00347564,0.00610859,0.0170965,0.00806626,0.00679897,0.00652972,0.0329803,0.0045262,0.0097507,0.00389915,0.00521186,0.0386633,0.0048939,0.00551269,0.000814459,0.018689,0.0232736,0.0303434,0.00495144,0.00832561,0,0,0.00568705,0,0.0164135,0.00123875,0.0410291,0.0422985,0.0270091,0.0164695,0.0161019,0.00526121,0.00688171,0.0140241,0.00573418,0.00639358,0.0383565,0.0310401,0.0256888,0.00434494,0.00370638,0.00356723,0.00320378,0.00920001,0,0,0,0,0.00506913,0.0212181
75,0,0,0,0,0.00527413,0.00540024,0,0,0,0.0310031,0.0213515,0.0152932,0,0,0.00151665,0,0.0152827,0.00160013,0.0396395,0.0185584,0.0186467,0.00314278,0.00573248,0.0168827,0.00777078,0.00636168,0.00597769,0.0330458,0.00483405,0.00995372,0.00384476,0.00515088,0.0384588,0.00486615,0.00550143,0.000776061,0.0124392,0.0234231,0.0268781,0.0046479,0.008511,0,0,0.00573043,0,0.0165683,0.001198,0.0408782,0.038755,0.0272896,0.0181891,0.0159856,0.00511008,0.00581406,0.0150739,0.00422173,0.00510621,0.0377314,0.0321219,0.0186959,0.00409071,0.00398237,0.00382857,0.00327133,0.00930415,0,0,0,0,0.00539385,0.0199994
76,0,0,0,0,0.00522687,0.00530265,0,0,0,0.0303877,0.0212499,0.0148288,0,0,0.00179218,0,0.0152671,0.0016569,0.0394767,0.018345,0.0186692,0.00307289,0.0051661,0.0166701,0.00752152,0.00593625,0.00537318,0.0332092,0.00531771,0.0102042,0.00388118,0.00507074,0.0381849,0.00488308,0.00553251,0.000759095,0.00764831,0.0235346,0.0251192,0.00416948,0.00875529,0,0,0.00576131,0,0.0167211,0.00116084,0.0408561,0.0361228,0.0276626,0.0196855,0.0156104,0.00493967,0.00593796,0.0166492,0.00554023,0.00400362,0.0371453,0.0340278,0.0103987,0.00375271,0.00445016,0.00415417,0.00340707,0.00938915,0,0,0,0,0.00564782,0.0190789
77,0,0,0,0,0.00523777,0.0052455,0,0,0,0.0295267,0.0212029,0.014344,0,0,0.00208634,0,0.0152513,0.00149361,0.0393533,0.0180729,0.018807,0.00325905,0.00441624,0.0165113,0.00725642,0.00553228,0.00486526,0.0334325,0.00589952,0.0104655,0.00402926,0.00502086,0.0378291,0.00494222,0.0055957,0.000768598,0.0106731,0.0236044,0.0262473,0.00355605,0.00900913,0,0,0.00592236,0,0.0168452,0.00121961,0.041111,0.0360986,0.0281019,0.0206429,0.0150264,0.00479082,0.00727957,0.0189661,0.00768574,0.00406874,0.0370393,0.0364098,0.00602884,0.00330148,0.00490888,0.00444884,0.00362874,0.00943622,0,0,0,0,0.00580429,0.0193214
78,0,0,0,0,0.00541914,0.00527697,0,0,0,0.0283564,0.0212232,0.0137935,0,0,0.00217319,0,0.0153292,0.00134973,0.0391509,0.0176876,0.019115,0.00371106,0.00369217,0.0163354,0.00695189,0.0049929,0.00435456,0.0336942,0.00654638,0.010732,0.00423491,0.00507327,0.0374163,0.00499438,0.00564539,0.000748254,0.0118264,0.023647,0.025583,0.00285481,0.00929291,0,0,0.00634852,0,0.0169531,0.0014878,0.0413768,0.0358658,0.0285366,0.018337,0.0143307,0.00455508,0.00717068,0.0208974,0.00696537,0.00437493,0.0375185,0.0360373,0.0100299,0.00278627,0.00535424,0.00468896,0.00400308,0.00945002,0,0,0,0,0.00587413,0.019359
79,0,0,0,0,0.0057363,0.00529939,0,0,0,0.0272733,0.0211458,0.0129848,0,0,0.00199866,0,0.0155329,0.00141132,0.038983,0.0173274,0.0192913,0.00420559,0.00333414,0.0160215,0.00655838,0.00411607,0.00352631,0.0338731,0.00710798,0.0108831,0.00441165,0.00515895,0.0371889,0.0050387,0.00557885,0.000616938,0.0144381,0.0236658,0.0246403,0.00231836,0.00955779,0,0,0.00690153,0,0.0170434,0.00195414,0.0416683,0.0364881,0.0289525,0.0169169,0.013662,0.00421555,0.00550685,0.0221543,0.00669638,0.00590535,0.0379593,0.0357638,0.0127666,0.0022405,0.00575884,0.00487146,0.00446144,0.00940382,0,0,0,0,0.0059661,0.019245
80,0,0,0,0,0.00605144,0.00532594,0,0,0,0.0257485,0.0210093,0.0122714,0,0,0.00205994,0,0.015536,0.00155807,0.0387809,0.0170648,0.0193841,0.00488233,0.00334772,0.0157728,0.0060512,0.00311351,0.00276581,0.0339341,0.00762294,0.0109267,0.00450498,0.00521257,0.0367221,0.0051875,0.00561619,0.00062448,0.0169302,0.0236983,0.0237459,0.0019758,0.00972688,0,0,0.00741073,0,0.0171591,0.00237814,0.0416243,0.036884,0.0293103,0.0153264,0.0129203,0.00392556,0.00368813,0.0227627,0.00698218,0.00769592,0.0380758,0.0352147,0.0133134,0.00165822,0.00622341,0.00504727,0.00498948,0.00925407,0,0,0,0,0.00606796,0.0185599
81,0,0,0,0,0.00598226,0.00553944,0,0,0,0.024385,0.0209884,0.0116318,0,0,0.00196656,0,0.0155291,0.00175985,0.0385649,0.0171852,0.0193628,0.00549337,0.00354729,0.0157058,0.00553056,0.00200868,0.00260761,0.0338293,0.00804111,0.0110593,0.00471686,0.00528635,0.03625,0.00532756,0.00569422,0.000627928,0.016828,0.0237158,0.0233491,0.00201557,0.00966081,0,0,0.0074874,0,0.0172416,0.00267693,0.0411154,0.0372266,0.0294464,0.014726,0.0122729,0.00343927,0.00277815,0.0220717,0.00717483,0.00880544,0.0376818,0.0347986,0.012325,0.00142543,0.00637795,0.00506343,0.00570222,0.00888307,0,0,0,0,0.00594962,0.0178422
82,0,0,0,0,0.00626231,0.00636158,0,0,0,0.0224497,0.0211132,0.0113858,0,0,0.00176084,0,0.0155411,0.00201067,0.0383176,0.0174698,0.0192354,0.0065936,0.00369404,0.0160702,0.00503461,0.00137254,0.00313018,0.0336524,0.00857051,0.0111305,0.00496655,0.00535013,0.036393,0.00567688,0.00576967,0.000582303,0.0184648,0.0241122,0.0235548,0.0023096,0.0102114,0,0,0.0143186,0,0.0181651,0.00663277,0.0401764,0.0366438,0.0294571,0.0162669,0.0116974,0.00509653,0.00290547,0.0212711,0.00633814,0.00900216,0.0371799,0.035667,0.0126923,0.00202309,0.0103076,0.00728514,0.00763798,0.00845364,0,0,0,0,0.00571309,0.0178362
83,0,0,0,0,0.0052026,0.00505064,0,0,0,0.0200845,0.0209232,0.0116404,0,0,0.00217526,0,0.0156274,0.00196888,0.0379933,0.0179825,0.0191396,0.00802328,0.00426968,0.0139392,0.00477313,0.00228037,0.00447245,0.0334501,0.00890883,0.0109875,0.00526213,0.00543383,0.036939,0.00486999,0.00579355,0.000805195,0.019844,0.0234229,0.023352,0.00244763,0.00976031,0,0,0.00448226,0,0.0165772,0.00145292,0.0388231,0.0354991,0.0293419,0.0181436,0.0105223,0.00102414,0.00279496,0.0205195,0.00480289,0.00798237,0.0372124,0.0368973,0.0136954,0.00260354,0.0035603,0.00357988,0.00544378,0.00876513,0,0,0,0,0.00565732,0.0180614
84,0,0,0,0,0.00531385,0.00503646,0,0,0,0.0179639,0.0209105,0.012321,0,0,0.00198709,0,0.0156453,0.00178553,0.0373532,0.0188922,0.019083,0.00930145,0.00460828,0.013264,0.00492248,0.00386696,0.0065588,0.0333578,0.00914853,0.0105932,0.00576347,0.00548658,0.0368247,0.00463539,0.00579969,0.000858676,0.020088,0.0234785,0.0219651,0.00215381,0.00989944,0,0,0.00402712,0,0.0166312,0.00153946,0.0374485,0.0338067,0.0295029,0.0196604,0.00987287,0.00050108,0.00209905,0.0196547,0.004841,0.00613587,0.0373468,0.0338127,0.015477,0.00213477,0.00376409,0.00368682,0.00591908,0.00886042,0,0,0,0.0274944,0.0054264,0.0172702
85,0,0,0,0,0.00555161,0.00507783,0,0,0,0.0161949,0.0208946,0.0132676,0,0,0.00173289,0,0.015615,0.00165084,0.0369367,0.0199844,0.0188476,0.0103462,0.00477581,0.012617,0.00536675,0.00550615,0.00881459,0.0333817,0.00921516,0.0101098,0.00637469,0.00553276,0.036697,0.00444091,0.00577988,0.000883809,0.0200112,0.0235425,0.0214975,0.00202658,0.00985134,0,0,0.00348828,0,0.0167018,0.00186487,0.035972,0.0329473,0.0295865,0.018924,0.00929485,0.0003033,0.00211086,0.0195813,0.00487258,0.00533659,0.0376977,0.0311611,0.0158804,0.00186336,0.00400599,0.00372658,0.0063401,0.00871364,0,0,0,0.0257694,0.00516361,0.0165877
86,0,0,0,0,0.00577176,0.0051629,0,0,0,0.0154905,0.0209525,0.0145884,0,0,0.00148451,0,0.0155678,0.00158193,0.0367144,0.0212226,0.0185753,0.0113677,0.00497473,0.0119243,0.0058336,0.00700615,0.0110957,0.0335725,0.00917781,0.00979082,0.00705929,0.00558875,0.0361906,0.00428684,0.00576572,0.000871073,0.01869,0.0236837,0.0203883,0.00202835,0.00977972,0,0,0.00294179,0,0.016809,0.00240465,0.035014,0.0316054,0.0297009,0.0160223,0.00871502,0.000674044,0.00262768,0.020022,0.00402449,0.00505425,0.0377996,0.0287386,0.0142803,0.00170082,0.00421757,0.00392509,0.0067565,0.00846769,0,0,0,0.02381,0.00489436,0.015696
87,0,0,0,0,0.00583849,0.0052664,0,0,0,0.0166218,0.0208774,0.016077,0,0,0.00131183,0,0.015493,0.00149681,0.0367101,0.0222048,0.018102,0.0123412,0.0052407,0.0112044,0.00618519,0.00841829,0.0132739,0.0338321,0.00904935,0.00981085,0.0075958,0.0057535,0.0352148,0.00417323,0.00569945,0.00101709,0.0182817,0.0238084,0.0194514,0.0021398,0.009786,0,0,0.00260222,0,0.0169194,0.00298824,0.0349743,0.0297372,0.0297831,0.0132901,0.00815527,0.0011299,0.00390323,0.0201745,0.00278511,0.00493853,0.0374666,0.0270373,0.0125179,0.0016753,0.00449338,0.00425666,0.0071239,0.00822603,0,0,0,0.0221981,0.00460117,0.0149105
88,0,0,0,0,0.00566054,0.00533413,0,0,0,0.0199796,0.0207266,0.0176816,0,0,0.00132235,0,0.0155424,0.00156476,0.0368769,0.022967,0.0177579,0.013159,0.00573059,0.0103886,0.00636957,0.00977679,0.0153183,0.0342845,0.00888478,0.0102504,0.00782836,0.00601891,0.0345938,0.00414104,0.00561428,0.0012198,0.0253162,0.02387,0.0220168,0.00226357,0.00984163,0,0,0.00220621,0,0.0169128,0.0034396,0.0362078,0.0296005,0.03017,0.0188207,0.00752826,0.00151612,0.00623597,0.021084,0.0067953,0.00499414,0.0366296,0,0.0202092,0.00189094,0.00455215,0.00443187,0.00736915,0.00820361,0,0,0,0.0239722,0.00417552,0.0143389
89,0,0,0,0,0.00540583,0.00470872,0,0,0,0.0397109,0.0204613,0.0218681,0,0,0.00106005,0,0.0157052,0.00175488,0.0369146,0.0179313,0.0189908,0.0260868,0.00511275,0.00973686,0.00614568,0.0236557,0.0188903,0.0344726,0.0182101,0.024112,0.0137123,0.0100746,0.0435278,0.003766,0.00548834,0.00121847,0.0253189,0.0236219,0.0216886,0.00275253,0.00980519,0,0,0.00288282,0,0.0166748,0.00241168,0.0366261,0.0279445,0.0299899,0.0192233,0.00767491,0.00131856,0.00670261,0.0208017,0.00792518,0.00533911,0.0354557,0,0.0201714,0.00140698,0.00386957,0.00397841,0.00631979,0.00813492,0,0,0,0.0229728,0.00434963,0.0131213
90,0,0,0,0,0.0050631,0.00442674,0,0,0,0.0449571,0.0207019,0.0230116,0,0,0.000920308,0,0.0154703,0.00162539,0.0371512,0.0188478,0.0187504,0.0261397,0.00514455,0.00882531,0.0074704,0.0259102,0.0203797,0.034817,0.0184409,0.0260876,0.0138663,0.0105941,0.0479484,0.00361715,0.00542002,0.00124862,0.0244106,0.0236511,0.0214248,0.0024654,0.00966735,0,0,0.00224621,0,0.0165891,0.00265336,0.0371181,0.0270053,0.0299349,0.018728,0.00737869,0.00146923,0.00624252,0.0209767,0.00747888,0.00518366,0.0352362,0,0.0189222,0.00159,0.00364044,0.00394147,0.00634234,0.00801776,0,0,0,0.022215,0.00352938,0.0130383
91,0,0,0,0,0.00589395,0.00606221,0,0,0,0.0499178,0.0209749,0.0243475,0,0,0.00150441,0,0.0153375,0.00175805,0.0372551,0.0203478,0.0182241,0.0255997,0.0045284,0.00984284,0.0087705,0.0275965,0.0214307,0.0352374,0.0185039,0.0278641,0.0142309,0.011302,0.0524668,0.00451993,0.00526996,0.00107016,0.0220529,0.0243809,0.0205628,0.00200619,0.00993018,0,0,0.013653,0,0.01813,0.00794566,0.0374138,0.0266093,0.029908,0.0169477,0.00767877,0.00534655,0.00550889,0.0206292,0.00620424,0.00507895,0.035325,0,0.0164919,0.00347817,0.00955506,0.00755405,0.00872063,0.00691425,0,0,0,0.0211682,0.00275599,0.0131666
92,0,0,0,0,0.00431528,0.00397958,0,0,0,0.0545744,0.0208557,0.0259518,0,0,0.0017097,0,0.0156644,0.00177403,0.0372404,0.022374,0.0179256,0.0247402,0.00461698,0.00809593,0.00994311,0.0286797,0.022064,0.0357521,0.0185421,0.0294355,0.0147161,0.0122305,0.0572708,0.00396163,0.00516972,0.00124628,0.021861,0.0235586,0.0207816,0.00151619,0.00884345,0,0,0.0032079,0,0.0163467,0.00347274,0.0376641,0.0263707,0.0298986,0.0156067,0.00699793,0.00210093,0.00490343,0.0199639,0.00569143,0.00539627,0.0355013,0,0.0154817,0.00274218,0.0029466,0.00340456,0.00653314,0.00711192,0,0,0,0.02046,0.00235421,0.0122683
93,0,0,0,0,0.004361,0.00393314,0,0,0,0.058993,0.0210511,0.0279816,0,0,0.00202746,0,0.0156298,0.00194378,0.0371311,0.0243952,0.0175186,0.0238594,0.00417173,0.00775446,0.0109765,0.0293776,0.0222232,0.0362021,0.0185978,0.0308087,0.0150776,0.013337,0.0635724,0.00408417,0.00507085,0.00125341,0.0219496,0.0235812,0.0211296,0.00116754,0.00848962,0,0,0.00293061,0,0.0163983,0.00377537,0.0376792,0.0262483,0.0299285,0.0146952,0.00671871,0.00236656,0.00456773,0.0194403,0.00539588,0.00565928,0.0356549,0,0.0148766,0.00293623,0.00317813,0.00358279,0.00668374,0.006491,0,0,0,0.0200954,0.00232349,0.0121812
94,0,0,0,0,0.00418574,0.00382739,0,0,0,0.0631491,0.0213323,0.0298731,0,0,0.00209876,0,0.0154275,0.00187183,0.0369422,0.0263466,0.0170806,0.0229611,0.00366557,0.00745936,0.0116573,0.0296895,0.0218681,0.0363877,0.0185579,0.0317971,0.0154846,0.0145283,0.0716562,0.00408956,0.0049705,0.00118307,0.0213874,0.0236155,0.0208017,0.000921952,0.00800074,0,0,0.00267761,0,0.0164839,0.00407416,0.0375334,0.0259907,0.029798,0.0151332,0.0063018,0.0027469,0.00487036,0.0197582,0.00617783,0.00559211,0.0353156,0,0.0138562,0.00324606,0.00336963,0.00369679,0.00673793,0.00573672,0,0,0,0.0201597,0.00248232,0.0117358
95,0,0,0,0,0.00424619,0.00492527,0,0,0,0.061921,0.0215305,0.033641,0,0,0.00340858,0,0.0154638,0.00240307,0.0367534,0.0321985,0.0142413,0.0128424,0.0036119,0.00729536,0.00823184,0.0158239,0.0215206,0.0374212,0.005405,0.0159023,0.00974856,0.0140154,0.0691652,0.00494006,0.00498265,0.00148521,0.0212198,0.0239133,0.0209347,0.000750626,0.00779967,0,0,0.0056043,0,0.0166096,0.00589875,0.0371234,0.0260862,0.0297243,0.0155591,0.00438809,0.00456023,0.00519336,0.0201016,0.00662294,0.00523583,0.035459,0,0.0129457,0.00523068,0.00406741,0.00393165,0.00807576,0.00567737,0,0,0,0.0205451,0.00535251,0.011755
96,0,0,0,0,0.00404967,0.00472139,0,0,0,0.0672373,0.021683,0.0356637,0,0,0.00329377,0,0.0154638,0.00209741,0.0365249,0.0321377,0.0140683,0.0122982,0.0025833,0.0068803,0.00787891,0.0159328,0.0211528,0.0373005,0.00581213,0.0171203,0.0105336,0.0152006,0.0772519,0.00471254,0.00502035,0.00158894,0.0210375,0.0238617,0.0206424,0.000923742,0.00751309,0,0,0.00585018,0,0.0165228,0.00595869,0.0365276,0.0253947,0.0294791,0.0153765,0.00415811,0.00449262,0.00498388,0.0202912,0.00674107,0.00499881,0.0350044,0,0.0125684,0.0052064,0.004141,0.00382245,0.00773538,0.00557332,0,0,0,0.0198873,0.00555647,0.0111125
97,0,0,0,0,0.00367909,0.00434673,0,0,0,0.0713399,0.021898,0.0376054,0,0,0.00276718,0,0.0152339,0.00164586,0.0362645,0.0314353,0.0138908,0.0115923,0.00163458,0.00646461,0.00731661,0.0161844,0.0205581,0.0370854,0.00667582,0.0188142,0.01147,0.016168,0.083147,0.00422842,0.00505865,0.00159967,0.0206139,0.0237848,0.0202925,0.00117193,0.00718683,0,0,0.00605431,0,0.0163972,0.00589185,0.035981,0.0248373,0.0292097,0.0152627,0.00407943,0.00435309,0.0040332,0.0206231,0.00611632,0.0045377,0.0345145,0,0.0121827,0.00513073,0.00418359,0.00375337,0.0072644,0.00559392,0,0,0,0.0191661,0.00579743,0.0104262
98,0,0,0,0,0.00362837,0.00374735,0,0,0,0.0739848,0.0218314,0.0397374,0,0,0.00335238,0,0.0152277,0.00204647,0.0365957,0.0305094,0.0119025,0.0105101,0.00256713,0.00613682,0.00562243,0.0165146,0.0195035,0.0349621,0.00780448,0.0204734,0.0126009,0.0172801,0.0870786,0.00445319,0.00492405,0.00159233,0.0317009,0.0236894,0.0281331,0.00736694,0.00627938,0,0,0.00660007,0,0.0162192,0.00580987,0.0381657,0.0322641,0.0234108,0.0142014,0.00452525,0.00428433,0.00754465,0.0189986,0.00763955,0.00686224,0,0,0.0249672,0.00526504,0.00438507,0.00346869,0.00613286,0.00474577,0,0,0,0.0247179,0.00940618,0.0184256
99,0,0,0,0,0.00266753,0.00362996,0,0,0,0.0766698,0.0215637,0.041328,0,0,0.00214533,0,0.0152832,0.00169809,0.0358208,0.0305912,0.0136643,0.0103172,0.00078466,0.00595242,0.00652994,0.0171177,0.0197468,0.0365872,0.00845599,0.022223,0.0135172,0.0175907,0.0897182,0.00366297,0.00482201,0.00145369,0.0191954,0.0236279,0.0191327,0.00178251,0.00665659,0,0,0.00571352,0,0.0160223,0.00511683,0.0355738,0.0236251,0.028587,0.0146867,0.00405891,0.00369248,0.00322701,0.0210262,0.00348756,0.00383748,0.03361,0,0.0106924,0.00442921,0.00415865,0.00325444,0.00624411,0.00577658,0,0,0,0.0177839,0.00662059,0.00929452
100,0,0,0,0,0.00372575,0.00512729,0,0,0,0.0780756,0.0219879,0.0430057,0,0,0.00338054,0,0.0149498,0.00227305,0.036092,0.0307857,0.011607,0.00953142,0.003601,0.00659668,0.00540206,0.0175424,0.0191975,0.034543,0.00936637,0.023324,0.0142182,0.0184481,0.0921083,0.00471988,0.00488701,0.00153275,0.0300333,0.024539,0.0270132,0.00760844,0.00750605,0,0,0.0119277,0,0.0180495,0.00818907,0.0381553,0.03104,0.0229764,0.0129321,0.00449734,0.00708884,0.00687887,0.0180983,0.00675284,0.00587353,0,0,0.0229164,0.0041368,0.00761442,0.00740262,0.00749078,0.00284548,0,0,0,0.0234159,0.00998511,0.0176709
101,0,0,0,0,0.00251762,0.00359613,0,0,0,0.07958,0.0215917,0.044479,0,0,0.00224148,0,0.0153023,0.00170883,0.0352339,0.0318665,0.013191,0.00952043,0.00141855,0.00526671,0.00646538,0.0176581,0.0197337,0.0361131,0.00950541,0.0239087,0.0146698,0.0185433,0.093617,0.00348552,0.00478073,0.00142065,0.0170247,0.0235701,0.0173437,0.00224029,0.00609642,0,0,0.00393924,0,0.0161599,0.00479815,0.0356607,0.0217349,0.0276845,0.0131505,0.00356349,0.00375886,0.00163849,0.020828,0.0027961,0.00362113,0.0328282,0,0.00885364,0.00391031,0.00416548,0.00338579,0.00646051,0.00552537,0,0,0,0.0160251,0.00679805,0.00814329
102,0,0,0,0,0.00248947,0.00360096,0,0,0,0.0803613,0.0217199,0.0453536,0,0,0.00226287,0,0.0152714,0.00173794,0.0347053,0.0324348,0.0131867,0.00959154,0.00170642,0.0051158,0.00638517,0.0176554,0.0198714,0.0356566,0.00973614,0.0241913,0.0150721,0.0188129,0.0948257,0.00340569,0.00473581,0.00138058,0.0104475,0.023646,0.00814786,0.00206937,0.00590074,0,0,0.00277455,0,0.0162347,0.00464069,0.0348973,0.0123493,0.0264675,0.000706344,0.00375174,0.00386965,0.00358716,0.0212739,0.00756678,0.00377244,0.0332298,0.0189351,0.00617955,0.00359282,0.00406241,0.00352726,0.00659072,0.00527064,0,0,0,0.0111421,0.00701402,0.0058568
103,0,0,0,0,0.00234717,0.00340364,0,0,0,0.0799313,0.022124,0.0453923,0,0,0.00192194,0,0.0149481,0.00149657,0.0347653,0.0325408,0.0129956,0.00989373,0.00228407,0.00481254,0.00656555,0.0175368,0.0199473,0.0352529,0.00952548,0.023717,0.0149985,0.0188399,0.0944711,0.00308387,0.00473866,0.00140706,0.0105779,0.0236963,0.00788909,0.00215151,0.00567162,0,0,0.00229556,0,0.0162721,0.00460252,0.0351171,0.0118624,0.025937,0.00198539,0.00421684,0.0040293,0.00351003,0.0219934,0.00672279,0.00327145,0.0324359,0.0176723,0.00726742,0.00355583,0.00395669,0.00359545,0.00653683,0.00483968,0,0,0,0.0105337,0.00725864,0.0050361
104,0,0,0,0,0.00232415,0.00337998,0,0,0,0.0787725,0.0220868,0.0448219,0,0,0.00200135,0,0.0150374,0.00150459,0.034927,0.0321417,0.0128155,0.0102418,0.00273822,0.00474582,0.00679753,0.0173418,0.0201689,0.0347365,0.00899189,0.0228298,0.0144922,0.0186751,0.0930311,0.00302163,0.00466654,0.00142628,0.0107611,0.0236789,0.00759474,0.00215411,0.00569918,0,0,0.00182597,0,0.0162562,0.00437589,0.0353889,0.0114344,0.0255024,0.00307383,0.00472208,0.00406562,0.00352956,0.0221498,0.00628679,0.00313739,0.0318277,0.0173557,0.00808993,0.00332183,0.00371388,0.00364243,0.00656194,0.00444614,0,0,0,0.0102188,0.00738665,0.00449509
105,0,0,0,0,0.0014635,0.00245626,0,0,0,0.0793959,0.0215786,0.0391974,0,0,0.00127384,0,0.0154742,0.00108893,0.0358349,0.0203961,0.0162134,0.0207291,0.00225217,0.00416402,0.0125015,0.0317968,0.0170941,0.0314453,0.0199202,0.0369998,0.0187,0.0187744,0.0984812,0.00228708,0.00448144,0.00121698,0.0105357,0.0233357,0.00760056,0.00154241,0.00634963,0,0,0.00317275,0,0.016195,0.00272318,0.0359711,0.0110619,0.0251276,0.00363447,0.00390345,0.00380684,0.00350792,0.0216718,0.00569122,0.00334851,0.0312686,0.0169931,0.00770911,0.00173962,0.00299977,0.00324453,0.00549176,0.0038642,0,0,0,0.00981539,0.00511738,0.0040181
106,0,0,0,0,0.00232177,0.00343208,0,0,0,0.0749452,0.0218397,0.0428565,0,0,0.00226866,0,0.0152838,0.00172264,0.0354518,0.0314399,0.0124096,0.0113796,0.00329051,0.0047167,0.00789131,0.0167399,0.0210195,0.0334935,0.00720557,0.0197569,0.0131374,0.0179609,0.0878494,0.00294072,0.00443344,0.00145447,0.0108971,0.0236317,0.00747367,0.00235182,0.00594877,0,0,0.00177967,0,0.0162797,0.00409138,0.0359183,0.0112132,0.0247675,0.00486435,0.00577049,0.00415812,0.00359496,0.0215285,0.0051917,0.00359126,0.0308179,0.0172727,0.0089833,0.00314357,0.00369631,0.0036066,0.00663742,0.00348882,0,0,0,0.00998393,0.00740163,0.00369793
107,0,0,0,0,0.00218841,0.00316778,0,0,0,0.072761,0.0222071,0.041812,0,0,0.00164611,0,0.0148954,0.0011947,0.0358068,0.0313536,0.0122039,0.0122149,0.0032736,0.00444439,0.00872872,0.0166889,0.0215197,0.0327825,0.00624461,0.0179292,0.0122972,0.0175462,0.0847706,0.00247789,0.00440562,0.00162509,0.0112901,0.0235665,0.00741553,0.00256102,0.006012,0,0,0.00186986,0,0.0162676,0.00415439,0.0361854,0.010951,0.0244553,0.00580509,0.0062882,0.00429338,0.00345317,0.0213033,0.00454834,0.00369348,0.0303286,0.0169347,0.0100602,0.0033804,0.00368934,0.0034356,0.00638745,0.0030144,0,0,0,0.00994338,0.00743916,0.00343463
108,0,0,0,0,0.00145959,0.00193547,0,0,0,0.0740915,0.0219573,0.0358537,0,0,0.000709864,0,0.0149822,0.000534919,0.0365784,0.0165681,0.0157485,0.0167669,0.0030093,0.0036417,0.0114504,0.0284598,0.0170533,0.0294223,0.0165764,0.0324026,0.0163605,0.0173726,0.0911503,0.00134543,0.00421704,0.00148859,0.0113531,0.0231765,0.00743791,0.00191276,0.00652561,0,0,0.0027729,0,0.0160052,0.00265396,0.0366587,0.010896,0.0241354,0.00614604,0.00510805,0.00369343,0.00331333,0.0210185,0.00450227,0.0037823,0.029991,0.0158827,0.0102459,0.0021129,0.00308486,0.00267626,0.00493803,0.00298706,0,0,0,0.00966515,0.00489778,0.00334033
109,0,0,0,0,0.0032238,0.00465596,0,0,0,0.0680668,0.0222053,0.0393322,0,0,0.0023891,0,0.014979,0.00170456,0.0365191,0.0304656,0.0117106,0.014064,0.00324442,0.00518811,0.0103767,0.0169953,0.0223642,0.0312188,0.00482802,0.0143947,0.0101513,0.0166445,0.0786576,0.00296625,0.00426387,0.00159141,0.0120973,0.0241909,0.0071735,0.00281456,0.00675064,0,0,0.00947205,0,0.0174681,0.0066401,0.0364448,0.0111626,0.0235111,0.00711478,0.00718436,0.00700985,0.00347272,0.0210734,0.00445917,0.00392314,0.029557,0.0152813,0.0119931,0.00399981,0.0067459,0.00566047,0.00765886,0.00161382,0,0,0,0.0100074,0.00774231,0.0031416
110,0,0,0,0,0.00246356,0.0031307,0,0,0,0.0659827,0.0223946,0.0382392,0,0,0.00169145,0,0.0148217,0.00136026,0.0369656,0.0300042,0.0116173,0.0148708,0.00340447,0.00486468,0.0112347,0.0173951,0.0227173,0.0303929,0.00442185,0.0129251,0.00927857,0.0162836,0.0761389,0.00217819,0.00431042,0.00175326,0.012607,0.0235267,0.00696573,0.00300422,0.00620106,0,0,0.00344116,0,0.0160444,0.00483605,0.0366524,0.0112075,0.0230173,0.00779451,0.00763867,0.00450171,0.00349611,0.0210537,0.00429168,0.00396399,0.0292041,0.0155505,0.0132011,0.00423248,0.00437072,0.0030465,0.00657671,0.00286186,0,0,0,0.0101757,0.00792186,0.00298758
111,0,0,0,0,0.00190491,0.00262926,0,0,0,0.0672324,0.0222728,0.0351508,0,0,0.00117648,0,0.0149767,0.00111297,0.0372164,0.0211968,0.0134164,0.00658522,0.00261796,0.00449664,0.00843118,0.0176075,0.0181187,0.0282065,0.00592956,0.0196966,0.0108185,0.0155856,0.0798667,0.00174815,0.00421112,0.00179236,0.0129037,0.0233558,0.00689853,0.00306475,0.00613992,0,0,0.00267682,0,0.016068,0.00428701,0.0369131,0.011041,0.0227874,0.00827552,0.00659157,0.00415563,0.00341896,0.0209871,0.00407641,0.00405609,0.028951,0.0163248,0.0137751,0.00356061,0.00412642,0.0028832,0.00597315,0.00244094,0,0,0,0.0102302,0.00692557,0.00296229
