Timestep,,BCBB,BCBF,BCBTT,BCFT,C7,CLAV,IMU_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x68,x69,x70,IMU_M,IMU_B,RTHI
193,0,0,0,0,0,0.00577942,0.00728635,0,0.0317554,0.0207304,0.0227069,0.00820249,0,0,0.00582743,0,0.0162622,0.00248294,0.0376019,0.0227555,0.0219478,0.0140183,0.00767702,0.015326,0.00815445,0.0119328,0.0123764,0.0320042,0.00931797,0.00728478,0.00762678,0.00801065,0.0351005,0.00646677,0.00455801,0.00171578,0.012805,0.021429,0.0108588,0.00360855,0.0119546,0,0,0.0136231,0,0.013177,0.00592278,0.0442494,0.0139874,0.027881,0.0200015,0.00562625,0.0153647,0.0250091,0.014798,0.0153121,0,0.0265148,0.0100402,0.0207993,0.0130163,0.00530675,0.00444012,0.00363088,0.00648749,0.0124358,0,0,0,0,0,0.00961106
194,0,0,0,0,0,0.00576432,0.00716876,0,0.0319925,0.0206006,0.0231537,0.00835675,0,0,0.00614282,0,0.0163391,0.00263127,0.0379496,0.0236687,0.0220285,0.0142876,0.00778179,0.0155085,0.00849146,0.0122371,0.0125767,0.0321831,0.00949007,0.00737914,0.00768607,0.0080917,0.0352748,0.00644637,0.00454808,0.00183002,0.012788,0.0213938,0.00821918,0.00317956,0.0118445,0,0,0.0127678,0,0.0132841,0.00602541,0.0440024,0.0112829,0.0284929,0.0167082,0.00604571,0.0152753,0.0231347,0.0142676,0.0158839,0,0.0283813,0.00863221,0.0206221,0.0139401,0.00519336,0.00464079,0.00353745,0.00608876,0.0126655,0,0,0,0,0,0.00935544
195,0,0,0,0,0,0.00574351,0.00714034,0,0.0322003,0.0204658,0.0236874,0.00863096,0,0,0.00655369,0,0.0163835,0.00292118,0.0383292,0.0246109,0.0220777,0.0146224,0.00814447,0.01575,0.00884987,0.0125359,0.0127721,0.0323831,0.00971075,0.00751448,0.00776981,0.00816223,0.0357834,0.00653203,0.00452112,0.00194758,0.0143712,0.021285,0.00690531,0.00307516,0.01178,0,0,0.0127649,0,0.0133422,0.00625863,0.0435939,0.0101564,0.0292991,0.0114606,0.00619234,0.0151847,0.0211001,0.0132107,0.0160783,0,0.0304365,0.00729665,0.0200454,0.0170923,0.0050362,0.00469663,0.00353853,0.00587315,0.0129207,0,0,0,0,0,0.00924885
196,0,0,0,0,0,0.00605228,0.00744409,0,0.0323534,0.0203565,0.0242825,0.00896489,0,0,0.00641142,0,0.0164568,0.00289262,0.0388152,0.0255691,0.022022,0.0150233,0.00834052,0.015876,0.00919959,0.0128825,0.012972,0.0325164,0.00994032,0.00765953,0.00787265,0.00823259,0.0361803,0.00616915,0.00457702,0.00206267,0.0172268,0.021089,0.00806189,0.0032583,0.0119253,0,0,0.0135971,0,0.0132817,0.00684469,0.0430424,0.0126107,0.0302193,0.00490533,0.00634999,0.0153585,0.0190347,0.0125056,0.0160105,0,0.0324086,0.00718577,0.0200638,0.0207797,0.00500047,0.00488471,0.0038836,0.00588767,0.0132283,0,0,0,0,0,0.0094533
197,0,0,0,0,0,0.00653078,0.00781666,0,0.0325998,0.020269,0.0245063,0.00919835,0,0,0.00574166,0,0.0165625,0.00272197,0.0393557,0.0265296,0.0218634,0.0152612,0.00840716,0.016051,0.00953843,0.0131769,0.0130886,0.0325677,0.0100989,0.00776824,0.00791526,0.00833605,0.036351,0.00553331,0.00468115,0.00215407,0.0202562,0.0208967,0.0108932,0.00335899,0.0120472,0,0,0.0146172,0,0.0132233,0.00747424,0.0425206,0.0172032,0.030886,0.00232808,0.00667883,0.0154579,0.0171974,0.0130584,0.0157186,0,0.0335094,0.0087829,0.0217347,0.0238276,0.00499601,0.0050752,0.00430366,0.00591244,0.0134929,0,0,0,0,0,0.00997954
198,0,0,0,0,0,0.00630701,0.00764399,0,0.0327168,0.0202144,0.0246159,0.00916392,0,0,0.00671958,0,0.0165534,0.00310177,0.03991,0.0275945,0.021631,0.0153407,0.00818895,0.016093,0.0098772,0.0134529,0.0131935,0.032579,0.0101841,0.00782005,0.00786422,0.00843375,0.0365057,0.00590679,0.00461483,0.00218509,0.0227598,0.0209945,0.014289,0.00322311,0.0119709,0,0,0.0126242,0,0.0133825,0.00711927,0.0420923,0.0220965,0.0312341,0.00731323,0.00725267,0.0153344,0.0158384,0.0141222,0.0152032,0,0.0337,0.0109073,0.024612,0.026126,0.0050182,0.00506664,0.00391364,0.00570748,0.0136323,0,0,0,0,0,0.0106411
199,0,0,0,0,0,0.00622564,0.00761756,0,0.0327663,0.0201899,0.0248027,0.00901573,0,0,0.00705671,0,0.0166171,0.003194,0.0404946,0.0283955,0.0213977,0.0152363,0.00786007,0.0162116,0.0102342,0.0137255,0.0133252,0.0325843,0.0101498,0.00783789,0.00787888,0.00849254,0.0366804,0.00588565,0.00459884,0.00222812,0.0241611,0.0210485,0.017696,0.00290338,0.0118739,0,0,0.0112061,0,0.0135125,0.00683467,0.0418065,0.0261838,0.0313035,0.0111611,0.0077606,0.0151317,0.0149042,0.0153296,0.0147801,0,0.0333123,0.0128675,0.0277901,0.0275633,0.00506364,0.00505832,0.00352254,0.00549401,0.0137091,0,0,0,0,0,0.0112991
200,0,0,0,0,0,0.00618402,0.00764275,0,0.0330092,0.0201695,0.0249714,0.00887545,0,0,0.00715379,0,0.0167538,0.00313062,0.0409632,0.0288857,0.0211968,0.0149384,0.00759439,0.0163065,0.0104802,0.0139083,0.0132952,0.0326132,0.0100539,0.00783751,0.00780271,0.00847512,0.0368402,0.00580321,0.00459528,0.00225284,0.0250275,0.021066,0.0198522,0.00255378,0.0117946,0,0,0.0104886,0,0.0136009,0.00670586,0.0417865,0.0281074,0.0311909,0.0141265,0.00815551,0.0149906,0.014507,0.0162909,0.0147286,0,0.0329851,0.0137674,0.0292165,0.0287563,0.00511508,0.00502069,0.00331637,0.00534841,0.0137143,0,0,0,0,0,0.0120118
201,0,0,0,0,0,0.0060375,0.00775751,0,0.0340737,0.020113,0.0245729,0.00872253,0,0,0.00766894,0,0.0168127,0.00338361,0.0412822,0.0290908,0.0209917,0.0137132,0.0076945,0.0163067,0.0102615,0.0132202,0.0128937,0.0326457,0.0096327,0.00779971,0.00774307,0.00833807,0.0378353,0.0060692,0.00464189,0.0021494,0.029491,0.020953,0.02088,0.00239059,0.0118015,0,0,0.0117423,0,0.0136017,0.00695285,0.0418118,0.0288358,0.0311682,0.0128934,0.008315,0.0151352,0.0134177,0.0173932,0.0163404,0,0.0334335,0.0134297,0.0262659,0.0335017,0.00500513,0.00481847,0.00361747,0.00551084,0.0135861,0,0,0,0,0,0.0127253
202,0,0,0,0,0,0.00597403,0.00772593,0,0.0340632,0.020092,0.0237755,0.00873011,0,0,0.00765703,0,0.0167934,0.00348243,0.0413232,0.0292532,0.0208709,0.013037,0.0078518,0.0163915,0.0100882,0.0128397,0.0123977,0.0325941,0.00950446,0.00804706,0.0076118,0.00820968,0.03817,0.00599211,0.00467236,0.00221538,0.0330107,0.0209736,0.0238999,0.0024661,0.0118472,0,0,0.0120081,0,0.0136234,0.00697465,0.0419175,0.0326968,0.0312752,0.0119939,0.00836724,0.0151577,0.0128362,0.0182473,0.01747,0,0.0336694,0.0140036,0.0247575,0.0373633,0.00487666,0.00469062,0.00366236,0.00542873,0.0136188,0,0,0,0,0,0.0131845
203,0,0,0,0,0,0.00587106,0.00759872,0,0.0336191,0.0200647,0.0228185,0.00880979,0,0,0.00751815,0,0.0167516,0.00347428,0.041124,0.029236,0.0207827,0.0123906,0.00807384,0.0163673,0.00978088,0.012391,0.011775,0.0324358,0.00943811,0.00834098,0.00743037,0.00801517,0.0382401,0.00580564,0.00469271,0.0023489,0.0336304,0.0209805,0.0255634,0.00257581,0.0119563,0,0,0.0122185,0,0.0136151,0.0069943,0.041997,0.0361031,0.0314277,0.011451,0.00852385,0.0151253,0.0128541,0.0185218,0.0179234,0,0.0337069,0.0144183,0.0248558,0.0380627,0.00474357,0.00455723,0.00366167,0.00526777,0.0136658,0,0,0,0,0,0.0134266
204,0,0,0,0,0,0.00569597,0.00694535,0,0.0328415,0.0200862,0.0223544,0.00892993,0,0,0.00737748,0,0.0166679,0.00333301,0.0407736,0.0289516,0.0207327,0.012017,0.00807965,0.0162976,0.00936751,0.0120191,0.0110464,0.0322155,0.00943583,0.00859935,0.00722201,0.00773359,0.0378748,0.00555591,0.0046971,0.00247292,0.0318929,0.0213676,0.0257913,0.0025733,0.0118322,0,0,0.00859019,0,0.0139309,0.0058593,0.0419971,0.0378317,0.0316288,0.0122117,0.00870966,0.0144194,0.0138923,0.0178258,0.0173715,0,0.0337758,0.0146403,0.0257445,0.0363897,0.00464802,0.00462729,0.00253283,0.00446844,0.0138541,0,0,0,0,0,0.0131833
205,0,0,0,0,0,0.00562567,0.0067432,0,0.0322745,0.0200511,0.0216227,0.00911318,0,0,0.0072913,0,0.0165641,0.00332415,0.0404655,0.028481,0.0207369,0.0113987,0.00828472,0.0161527,0.00872486,0.0112648,0.010146,0.0319909,0.00931185,0.00893739,0.00709831,0.00742674,0.0377208,0.00537026,0.0047396,0.00253161,0.0273129,0.021452,0.0241816,0.00266636,0.0119117,0,0,0.00864268,0,0.0139774,0.00569595,0.0418669,0.0368608,0.0319314,0.013168,0.0083963,0.014267,0.0153859,0.0167303,0.0164267,0,0.0337746,0.0144312,0.0274568,0.0313599,0.00453171,0.00456607,0.00238472,0.00422458,0.0138681,0,0,0,0,0,0.0128774
206,0,0,0,0,0,0.00599912,0.00754116,0,0.0327927,0.0199492,0.021186,0.00931444,0,0,0.00624749,0,0.016658,0.00328519,0.0403714,0.0280029,0.0207446,0.00948576,0.00915822,0.0160366,0.00842635,0.0100067,0.00968603,0.0325156,0.00831973,0.00957824,0.00743613,0.00586836,0.0392829,0.0046048,0.00492108,0.00248677,0.0209336,0.020929,0.0220661,0.00306817,0.0122976,0,0,0.0149646,0,0.0135346,0.0073534,0.0415016,0.0348443,0.0324102,0.0140421,0.00747275,0.0151175,0.0171067,0.0157719,0.0153279,0,0.0335651,0.014245,0.029729,0.0249445,0.00428039,0.00436056,0.00399772,0.00479118,0.013666,0,0,0,0,0,0.0127582
207,0,0,0,0,0,0.00549833,0.00671998,0,0.0331095,0.0199546,0.0206972,0.00917816,0,0,0.00845669,0,0.0165645,0.00393822,0.0403885,0.0274798,0.020659,0.00806372,0.00945121,0.0157986,0.00765572,0.00836558,0.00893354,0.0327279,0.00820627,0.0109905,0.00826596,0.00530064,0.0416352,0.00602794,0.00466417,0.00235181,0.0150438,0.0213604,0.0215998,0.00340832,0.0119037,0,0,0.0103161,0,0.0140318,0.00551463,0.0410207,0.032401,0.033057,0.0144937,0.00728793,0.0141462,0.0186895,0.0151387,0.0143965,0,0.0334066,0.0150733,0.0322176,0.0193595,0.00409971,0.00395299,0.00263847,0.00417544,0.0137622,0,0,0,0,0,0.012748
208,0,0,0,0,0,0.00552177,0.00667645,0,0.0342212,0.0199282,0.0222372,0.00916125,0,0,0.00834519,0,0.0165898,0.00390734,0.0402668,0.0285558,0.0207078,0.00796234,0.0098371,0.0153442,0.00772629,0.00792105,0.00887652,0.0333299,0.00877676,0.0128718,0.0104776,0.0060148,0.0437066,0.00587114,0.00464165,0.00238131,0.0123681,0.0213257,0.0214483,0.00371701,0.0118683,0,0,0.0103401,0,0.0140267,0.00550143,0.0405757,0.0308126,0.0334717,0.0141548,0.00696922,0.0139038,0.0197206,0.0145847,0.0141495,0,0.0337784,0.0156408,0.0325594,0.0155489,0.00411551,0.00389171,0.00266514,0.00398427,0.0137756,0,0,0,0,0,0.0127784
209,0,0,0,0,0,0.00546197,0.00657412,0,0.0356133,0.0199121,0.0242657,0.00920487,0,0,0.00818886,0,0.0165889,0.00388094,0.0401114,0.0302554,0.0207072,0.00810664,0.0102277,0.0147373,0.00775005,0.00752823,0.00869859,0.0337486,0.00966801,0.0146189,0.0126703,0.00736685,0.0459057,0.00565062,0.0046378,0.00242806,0.0107565,0.0213127,0.0201057,0.00388351,0.0117798,0,0,0.0103345,0,0.0140472,0.00553763,0.0402158,0.0300211,0.0338168,0.0135296,0.00666665,0.0137998,0.0204742,0.0140486,0.0139504,0,0.0342238,0.015089,0.0312498,0.0139124,0.00414064,0.00384423,0.00270212,0.0038236,0.0137566,0,0,0,0,0,0.0127359
210,0,0,0,0,0,0.00524658,0.00635068,0,0.0367357,0.0198773,0.0260516,0.00937364,0,0,0.00795629,0,0.0166005,0.00385008,0.0399072,0.0320044,0.020649,0.00815765,0.010653,0.0140101,0.00752648,0.00697816,0.00815431,0.0338996,0.0103142,0.0159251,0.0142668,0.00840094,0.0475968,0.00535448,0.0046541,0.00245939,0.0110878,0.0213561,0.019461,0.00390887,0.0115894,0,0,0.0101988,0,0.0140826,0.00553832,0.0398598,0.0299675,0.0340568,0.0107291,0.00638956,0.0136709,0.0199714,0.013514,0.0141063,0,0.0342312,0.0144392,0.0298668,0.0120438,0.00409595,0.00373119,0.00276801,0.00361424,0.0136493,0,0,0,0,0,0.012541
211,0,0,0,0,0,0.0048921,0.00598809,0,0.0375736,0.0198569,0.02753,0.00955391,0,0,0.00774631,0,0.0166186,0.00381416,0.0396949,0.0335282,0.0205467,0.00793114,0.0110066,0.0132564,0.00705369,0.00616229,0.00714837,0.0338235,0.0105866,0.0166335,0.0152274,0.00889234,0.0486602,0.00501357,0.00467792,0.00240596,0.0115079,0.0213746,0.0191953,0.00379887,0.0112984,0,0,0.0101441,0,0.0140658,0.0054337,0.0394208,0.0294951,0.0340697,0.00821287,0.00601982,0.0134387,0.0188312,0.0134393,0.0146233,0,0.0339778,0.0134845,0.028374,0.00973459,0.00403494,0.00360358,0.00281258,0.00337392,0.0133888,0,0,0,0,0,0.0123702
212,0,0,0,0,0,0.00448409,0.0052963,0,0.0385306,0.0198687,0.0288354,0.00967137,0,0,0.00738274,0,0.0165965,0.0036537,0.0394291,0.0348536,0.0203065,0.00750023,0.0110994,0.012224,0.0063445,0.00483675,0.00561238,0.0334822,0.0104393,0.0166642,0.0156196,0.00884315,0.0489927,0.00455015,0.00473854,0.00224159,0.0109317,0.0214873,0.0188266,0.00365678,0.0108665,0,0,0.00850717,0,0.0142014,0.00485876,0.0388057,0.0289585,0.0339065,0.00834153,0.00576038,0.0127307,0.0177247,0.0137494,0.0155023,0,0.033825,0.0128373,0.0273797,0.00639092,0.00412125,0.00337919,0.00239851,0.00304565,0.0130978,0,0,0,0,0,0.0124602
213,0,0,0,0,0,0.00401994,0.00486981,0,0.0384746,0.0198809,0.0295183,0.00973267,0,0,0.00709559,0,0.0165455,0.0035114,0.0391449,0.0354165,0.0201168,0.00763817,0.011404,0.0114452,0.00546327,0.00325983,0.00425382,0.0330136,0.0103518,0.0165663,0.0158228,0.00848402,0.0491917,0.00437477,0.00472119,0.00211001,0.0103983,0.0215432,0.0175082,0.00385442,0.0104593,0,0,0.00828215,0,0.0142097,0.004461,0.0379613,0.0267853,0.033857,0.0101387,0.00531018,0.0122395,0.0170045,0.0142046,0.0161424,0,0.0339718,0.0122424,0.0261119,0.00490212,0.0039751,0.00311435,0.00218791,0.00276316,0.0126804,0,0,0,0,0,0.0127684
214,0,0,0,0,0,0.00357547,0.00436112,0,0.0375613,0.0199346,0.0294071,0.0096531,0,0,0.00669527,0,0.0164903,0.00331423,0.038628,0.034988,0.0199108,0.0078853,0.0117846,0.0107139,0.00453328,0.00122233,0.00345672,0.0323865,0.0101163,0.0160298,0.0156173,0.00758172,0.0485071,0.0042207,0.00470568,0.00194775,0.00974511,0.0215946,0.0161342,0.00419857,0.010024,0,0,0.00815237,0,0.0142204,0.00401158,0.0369962,0.0245658,0.033917,0.0111883,0.00480604,0.0116334,0.0167542,0.0143648,0.0165101,0,0.0340595,0.0116363,0.0248821,0.00383715,0.00375993,0.00281634,0.0018142,0.00237045,0.0122428,0,0,0,0,0,0.0130192
215,0,0,0,0,0,0.012103,0.01113,0,0.0304074,0.0203289,0.0229021,0.00951971,0,0,0.015228,0,0.0182005,0.010538,0.0379358,0.0282891,0.0197237,0.00942542,0.0114678,0.014734,0.00307349,0.00368216,0.00573893,0.0310952,0.0092787,0.012974,0.0112094,0.00279492,0.0406301,0.0119594,0.00710654,0.00266905,0.0052112,0.0210082,0.0127052,0.00383563,0.0122103,0,0,0.0202685,0,0.0125491,0.00818558,0.0361582,0.0229068,0.0334403,0.00722425,0.0045715,0.0129722,0.0169785,0.0148377,0.0179858,0,0.0342491,0.0101195,0.0225173,0.00571789,0.00342784,0.00569839,0.00447101,0.0069844,0.0130439,0,0,0,0,0,0.0134151
216,0,0,0,0,0,0.00275887,0.00381759,0,0.0323129,0.0201392,0.0261277,0.00918788,0,0,0.00633211,0,0.0163656,0.00293311,0.0372331,0.0298492,0.0194142,0.00986005,0.0128339,0.00952903,0.00313873,0.00524283,0.00722432,0.0313151,0.00978245,0.0144022,0.0132515,0.00423257,0.0431885,0.00408856,0.00460129,0.00160676,0.0082838,0.0213025,0.0121417,0.00457468,0.00946391,0,0,0.0127879,0,0.0138335,0.00455238,0.0357954,0.0198819,0.03377,0.00698788,0.00306765,0.0118933,0.0183115,0.0135406,0.0164514,0,0.0329478,0.00897011,0.0213858,0.00256158,0.00303181,0.00302616,0.00231913,0.00132325,0.0111408,0,0,0,0,0,0.0128983
217,0,0,0,0,0,0.00238809,0.00342531,0,0.0286813,0.0203277,0.0218569,0.00849006,0,0,0.00579063,0,0.0163204,0.00269753,0.0368364,0.0235088,0.0193465,0.0136117,0.0132503,0.00875466,0.00261083,0.00987922,0.0111178,0.0310587,0.0109176,0.0148036,0.0108553,0.00349347,0.037402,0.00388722,0.00457852,0.00123009,0.00906811,0.021409,0.0103525,0.00452464,0.00918321,0,0,0.0125076,0,0.0138223,0.00404944,0.0356039,0.0178008,0.0334627,0.00437722,0.00220874,0.0115257,0.0194182,0.0132052,0.0156749,0,0.0318153,0.00759353,0.0194972,0.00412656,0.00302626,0.00287481,0.00209418,0.00119031,0.0106122,0,0,0,0,0,0.0128186
218,0,0,0,0,0,0.00212287,0.00321815,0,0.0293081,0.0205226,0.0196984,0.00728799,0,0,0.00507813,0,0.0162992,0.00241908,0.0366518,0.0183268,0.0194409,0.0173564,0.013432,0.00807385,0.00290385,0.0143273,0.0145704,0.0311928,0.0128067,0.0176254,0.0102304,0.00622946,0.0355664,0.00363736,0.00456128,0.00090074,0.00937034,0.0214802,0.00869338,0.00429572,0.00893019,0,0,0.0124991,0,0.0138684,0.00364234,0.0355279,0.0154193,0.0330927,0.00217355,0.00186261,0.0110898,0.0197269,0.0133428,0.0157248,0,0.0312076,0.00646863,0.0177801,0.00494523,0.00315138,0.00270283,0.00196635,0.00139094,0.0100791,0,0,0,0,0,0.0129758
219,0,0,0,0,0,0.0018295,0.00307175,0,0.0354268,0.020706,0.0210159,0.00576423,0,0,0.0043749,0,0.0162155,0.0020805,0.036643,0.0176281,0.0192647,0.0187668,0.0133351,0.00741646,0.00332889,0.0173323,0.0161424,0.0315254,0.0134309,0.0203397,0.0107202,0.00731647,0.0399123,0.00339068,0.00449174,0.000678077,0.00934772,0.0215732,0.00725941,0.00392155,0.00864223,0,0,0.012839,0,0.0139237,0.00329882,0.0355798,0.0132608,0.0327506,0.00229293,0.00173754,0.0108268,0.0194367,0.0135516,0.0160916,0,0.0311624,0.0059637,0.0166597,0.00511365,0.00335362,0.00253124,0.00184501,0.00166651,0.0095344,0,0,0,0,0,0.0131413
220,0,0,0,0,0,0.00141971,0.00288645,0,0.0417042,0.0208786,0.0224971,0.00454497,0,0,0.00371202,0,0.0161719,0.00179771,0.0366541,0.018576,0.0189592,0.019508,0.0131283,0.00676739,0.0043265,0.0199605,0.0175137,0.0319161,0.0138196,0.0224267,0.0109938,0.00867138,0.0452494,0.00321586,0.00444514,0.00055232,0.00907245,0.0216362,0.00626497,0.00351584,0.00833141,0,0,0.0130402,0,0.013974,0.0030279,0.035716,0.0116533,0.0324117,0.00301766,0.00178236,0.0107055,0.0187933,0.0137771,0.0166435,0,0.0312638,0.00576809,0.0162698,0.00435304,0.00364761,0.00235191,0.0016584,0.00203738,0.00894743,0,0,0,0,0,0.0131688
221,0,0,0,0,0,0.00101071,0.00273191,0,0.047602,0.0210101,0.0243385,0.00373623,0,0,0.00317612,0,0.0161603,0.00161682,0.0366607,0.0212122,0.0187276,0.019779,0.0126063,0.00605793,0.00562933,0.0221438,0.0185306,0.0323389,0.0141288,0.0241045,0.0113119,0.0102109,0.0502515,0.00311892,0.00443937,0.000559049,0.00905822,0.0216647,0.0056369,0.00311618,0.00811404,0,0,0.0130547,0,0.0140446,0.00284937,0.0359014,0.0104529,0.0321094,0.00359387,0.00198363,0.010587,0.0181852,0.0137732,0.017103,0,0.031142,0.00555746,0.0159729,0.00357664,0.00395043,0.00221614,0.00148205,0.00242056,0.00839799,0,0,0,0,0,0.0131398
222,0,0,0,0,0,0.00090181,0.00263993,0,0.0527691,0.0210209,0.0263844,0.00362912,0,0,0.0027748,0,0.0161823,0.00149343,0.0367978,0.0244124,0.0188198,0.019574,0.0109424,0.00533771,0.0071472,0.0241116,0.018986,0.0323102,0.0143742,0.0257806,0.0118199,0.0119412,0.0549605,0.00291258,0.0044623,0.000598692,0.00914406,0.0215657,0.00644704,0.00234345,0.00810371,0,0,0.012493,0,0.0141959,0.00252236,0.0362245,0.0105085,0.0318221,0.00406105,0.00279413,0.0104406,0.0173919,0.0141802,0.0171223,0,0.0300344,0.00610689,0.0168867,0.00215069,0.00407953,0.00194069,0.00128158,0.00241988,0.00819517,0,0,0,0,0,0.0134168
