Timestep,BCBB,BCBF,BCBTT,BCFT,C7,CLAV,IMU_M,IMU_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x68,x69,x70,IMU_B
35,0,0,0,0,0.0121849,0.0121468,0,0,0.00413043,0.0212531,0.00772377,0.00540261,0,0,0.0100759,0,0.0151236,0.00607385,0.037648,0.00723029,0.0256609,0.0120481,0.0166519,0.0126741,0.00752628,0.0112671,0.00888703,0.0336789,0.00950683,0.00934379,0.00599322,0.00372924,0.000973878,0.00576516,0.00368662,0.00315851,0.013279,0.0181699,0.0356669,0.00825947,0.00578004,0,0,0.0322798,0,0.0101836,0.0182869,0.0401354,0.0520039,0.0332547,0.0243568,0.0221775,0.0196982,0.0206899,0.0225815,0.0225644,0.0215884,0.0216548,0.0177362,0,0.0339666,0.00688882,0.0186266,0.0124161,0.0100051,0.0178564,0.00792377,0,0,0,0
36,0,0,0,0,0.0124591,0.0122152,0,0,0.00412885,0.0212081,0.00836344,0.00566184,0,0,0.0100004,0,0.0152022,0.00606225,0.0375849,0.00772425,0.025473,0.0121478,0.0161753,0.0128956,0.0075622,0.0113629,0.00909685,0.0338274,0.00961015,0.00928833,0.00623599,0.00350777,0.000505171,0.00592543,0.00362048,0.00324233,0.0140706,0.0181609,0.0360904,0.00791494,0.00606358,0,0,0.0321283,0,0.0102025,0.0182606,0.0403663,0.0521712,0.0334462,0.0251393,0.0221406,0.0197261,0.020352,0.0230021,0.0221808,0.0213401,0.0216683,0.016895,0,0.0334356,0.00823104,0.0185874,0.012848,0.00996265,0.0179225,0.00798121,0,0,0,0
37,0,0,0,0,0.0127356,0.0122854,0,0,0.00439119,0.0212057,0.0089804,0.00617288,0,0,0.00988659,0,0.0152819,0.0061019,0.0374718,0.00833038,0.0253851,0.0121615,0.0158808,0.0131074,0.00753277,0.0114612,0.00930337,0.0339839,0.00962993,0.00912075,0.00634123,0.00330029,0.00176568,0.00603375,0.0035778,0.00336791,0.0143777,0.0181228,0.0363086,0.00759824,0.00637682,0,0,0.0319453,0,0.010224,0.018244,0.0405329,0.0522202,0.0336347,0.0253391,0.0224452,0.0197375,0.0193871,0.023099,0.0214767,0.0205688,0.0213032,0.0164277,0,0.03284,0.00921427,0.0185355,0.0136901,0.00994797,0.0179957,0.00806476,0,0,0,0
38,0,0,0,0,0.012974,0.0123646,0,0,0.00478789,0.0211789,0.00951624,0.0064204,0,0,0.00973556,0,0.0152595,0.00612626,0.0373397,0.0087992,0.0254082,0.0121284,0.0157699,0.0134212,0.00753484,0.0115397,0.00951012,0.0341379,0.0097187,0.00903803,0.00647803,0.00320464,0.00300726,0.00604508,0.00362801,0.00341336,0.0142396,0.0180945,0.0365116,0.00718143,0.00672857,0,0,0.0318634,0,0.0102108,0.0182425,0.0407318,0.0524924,0.0338196,0.025433,0.0230954,0.0197694,0.0180072,0.0229136,0.0208646,0.0196039,0.0209022,0.0162103,0,0.0323648,0.00966196,0.0186402,0.0139786,0.00991753,0.0180797,0.00816097,0,0,0,0
39,0,0,0,0,0.0131848,0.0124562,0,0,0.00521272,0.0210635,0.00991023,0.00680973,0,0,0.00958084,0,0.0152322,0.00611041,0.0372449,0.00920943,0.0254878,0.0121569,0.0158868,0.0138467,0.0075242,0.0116023,0.00976053,0.0342691,0.00985092,0.00911856,0.00672052,0.00329253,0.00404324,0.0059991,0.00368238,0.00346027,0.0138057,0.0181041,0.0368387,0.00650289,0.00710532,0,0,0.0318003,0,0.0102196,0.0182671,0.0410748,0.0532214,0.0341407,0.0259035,0.0240586,0.0197899,0.0171554,0.0224745,0.0203861,0.0186479,0.0209584,0.0161261,0,0.0321648,0.0102633,0.0187914,0.0139251,0.00994801,0.0181806,0.00830577,0,0,0,0
40,0,0,0,0,0.0133582,0.0125399,0,0,0.00552054,0.0208075,0.0100688,0.00737465,0,0,0.00941716,0,0.0152048,0.00607615,0.0371311,0.00944496,0.0255924,0.0121143,0.0162339,0.0143304,0.00749889,0.011564,0.00999711,0.0343316,0.00993978,0.00923595,0.00697911,0.00342918,0.00483256,0.00587345,0.00373578,0.00357865,0.0133432,0.018088,0.0370007,0.00537662,0.00748427,0,0,0.031702,0,0.0102183,0.0182924,0.0413376,0.0537943,0.0345021,0.0263292,0.0251943,0.0197789,0.0164485,0.0218974,0.0197367,0.0176551,0.021761,0.0162609,0,0.0323477,0.0110222,0.0188843,0.0139204,0.00996707,0.0182794,0.00848788,0,0,0,0
41,0,0,0,0,0.0134959,0.012618,0,0,0.00568643,0.0206613,0.0100666,0.00778936,0,0,0.00919422,0,0.0152377,0.00599493,0.0369117,0.00963467,0.02564,0.0121893,0.0167139,0.0147967,0.0074747,0.0115033,0.0102125,0.0343877,0.0100012,0.00933036,0.00717864,0.0035468,0.00535279,0.00573852,0.00377432,0.00372411,0.0131008,0.0180785,0.0371857,0.00489329,0.0078083,0,0,0.0316489,0,0.0102106,0.0182899,0.0414356,0.0543989,0.0348005,0.0266174,0.0263016,0.0197155,0.0156494,0.0214099,0.0190331,0.01665,0.022224,0.0164973,0,0.0331129,0.0115554,0.0188989,0.0139526,0.00995673,0.0183787,0.00864057,0,0,0,0
42,0,0,0,0,0.0135857,0.0127009,0,0,0.00590355,0.0206218,0.0100802,0.00815562,0,0,0.00896045,0,0.0153077,0.00586647,0.0366596,0.00998734,0.0257483,0.0122592,0.0172303,0.0152703,0.00734869,0.0115198,0.0103707,0.0344791,0.0100523,0.00929506,0.00730846,0.00361078,0.00595704,0.00558451,0.00383033,0.00380829,0.0132462,0.0180677,0.0374458,0.00468855,0.00808427,0,0,0.031628,0,0.0102094,0.018266,0.0413491,0.0547413,0.0350119,0.0269752,0.0272628,0.0196177,0.0149678,0.0212561,0.0182661,0.015847,0,0.0169549,0,0.0345977,0.0115424,0.0188397,0.0139506,0.00993889,0.0184667,0.00870096,0,0,0,0
43,0,0,0,0,0.0137007,0.0128056,0,0,0.00636946,0.0205319,0.0102607,0.00855002,0,0,0.00883017,0,0.0153597,0.00583107,0.0364957,0.0105351,0.0259079,0.0123477,0.0177663,0.0157417,0.00705867,0.011554,0.0104741,0.0345818,0.0101224,0.00922919,0.00739856,0.00363086,0.0067747,0.00548307,0.00388605,0.00389442,0.0131113,0.0180301,0.0384857,0.00461865,0.00837112,0,0,0.0315512,0,0.0102174,0.0182494,0.0413657,0.0566389,0.0352586,0.0268715,0.0281198,0.0195341,0.0142083,0.0211463,0.0178901,0.0148844,0.0220743,0.0174065,0,0.0361955,0.0125905,0.018787,0.0139289,0.00994422,0.018583,0.00870716,0,0,0,0
44,0,0,0,0,0.0137423,0.0128502,0,0,0.00729366,0.0204962,0.0106574,0.00901504,0,0,0.00859739,0,0.0154157,0.00577376,0.0361812,0.0111271,0.0261562,0.0123758,0.0177259,0.0161107,0.00677069,0.0114358,0.0105377,0.0347141,0.0101979,0.00920575,0.00757699,0.00359539,0.00807319,0.0053648,0.00392932,0.00396825,0.00857061,0.018046,0.032116,0.00417701,0.00857091,0,0,0.0315648,0,0.0102124,0.0182032,0.0409966,0.0488216,0.0351936,0.027977,0.0282285,0.0193687,0.0135505,0.0219686,0.0169317,0.0138222,0.0205861,0.0175245,0,0,0.0120243,0.0186133,0.0139183,0.00995168,0.0186284,0.00863163,0,0,0,0
45,0,0,0,0,0.0138601,0.0129502,0,0,0.00819682,0.0203789,0.0111371,0.00954173,0,0,0.00847273,0,0.0155108,0.00579986,0.0360984,0.0119562,0.0264124,0.012541,0.0177624,0.0164614,0.00669505,0.0115,0.0107242,0.0346964,0.0103428,0.00928617,0.00777228,0.00372865,0.0092652,0.0053764,0.0039842,0.0040646,0.00836769,0.017985,0.0325539,0.00422339,0.00887073,0,0,0.0314903,0,0.0102323,0.0181833,0.041156,0.0497908,0.0354923,0.0271593,0.0284746,0.0193019,0.0131851,0.0223282,0.0165763,0.0132648,0.0336329,0.0186418,0,0,0.0126611,0.018596,0.0139642,0.00997102,0.0187542,0.00860473,0,0,0,0
46,0,0,0,0,0.01406,0.0130873,0,0,0.00914104,0.020229,0.0116889,0.00983112,0,0,0.00850913,0,0.015607,0.00595534,0.0361667,0.0129642,0.0267887,0.012803,0.0177098,0.0168601,0.00679776,0.0116737,0.010934,0.0347143,0.0105639,0.00942179,0.00800347,0.00400035,0.0104656,0.00550274,0.00403852,0.00420053,0.00936416,0.0178699,0.0347265,0.00477587,0.00921296,0,0,0.0312211,0,0.0102516,0.0182103,0.0415594,0.0536777,0.0362052,0.0244936,0.028853,0.0193093,0.0130261,0.0227509,0.0167132,0.0130766,0.0678153,0.0206168,0,0,0.0115686,0.0186727,0.0140809,0.0100048,0.0189718,0.00869704,0,0,0,0
47,0,0,0,0,0.014145,0.0131393,0,0,0.0104567,0.0202049,0.0123946,0.00994502,0,0,0.00844895,0,0.0156804,0.00607888,0.0359466,0.0139325,0.0273552,0.0130651,0.0168226,0.0171736,0.00694292,0.0117583,0.0111736,0.0351236,0.010878,0.0096826,0.00837473,0.00423325,0.0120751,0.00555935,0.00405185,0.00432485,0.0136185,0.0178483,0.0239159,0.00539569,0.00947173,0,0,0.0310554,0,0.0102186,0.0182267,0.0417517,0.0405496,0.0367317,0.0223048,0.0283598,0.0191546,0.0132406,0.0249015,0.0163334,0.0130869,0.0788419,0.0230072,0.0195927,0,0.0174437,0.0185113,0.0141773,0.0100563,0.0190468,0.00887696,0,0,0,0
48,0,0,0,0,0.0141982,0.0131411,0,0,0.0117242,0.0202708,0.0131952,0.010589,0,0,0.00841569,0,0.0156914,0.00617473,0.0356307,0.0148717,0.0277104,0.0132787,0.0158884,0.0174301,0.00705108,0.0118981,0.0114491,0.0355789,0.011144,0.00997034,0.00869178,0.00452944,0.013635,0.0055334,0.00405112,0.00436772,0.023787,0.0178181,0.0153365,0.00617932,0.00963146,0,0,0.0311181,0,0.0102198,0.0182596,0.0420581,0.0267827,0.0371366,0.020731,0.0277139,0.0189753,0.0142959,0.0273064,0.0160729,0.0139593,0.0755215,0.0266655,0.0160464,0,0.0266928,0.0183552,0.0141759,0.0101611,0.0190787,0.00909643,0,0,0,0
49,0,0,0,0,0.0143741,0.0132516,0,0,0.0126384,0.0202542,0.0136705,0.0111037,0,0,0.00855168,0,0.0155099,0.00624605,0.0356228,0.0156321,0.0279089,0.0134541,0.0157801,0.0177581,0.00703734,0.01207,0.0116456,0.0358165,0.0112251,0.010041,0.00883074,0.00473223,0.0148308,0.00552624,0.00407127,0.00436719,0.0248199,0.0177047,0.016445,0.0066893,0.00969923,0,0,0.0310161,0,0.0102637,0.0183741,0.0422666,0.0291722,0.0375764,0.0180839,0.0278431,0.0189286,0.0147623,0.0277875,0.0163985,0.0145158,0.0721818,0.0282577,0.015318,0,0.0275499,0.0185188,0.0142348,0.0102588,0.0192494,0.00927197,0,0,0,0
50,0,0,0,0,0.0145593,0.0133906,0,0,0.0135191,0.0201209,0.0140034,0.0115557,0,0,0.00861242,0,0.0155538,0.00625975,0.035576,0.0163572,0.028143,0.0135752,0.015759,0.0180424,0.00703164,0.0119863,0.0117532,0.0359575,0.0112994,0.0100143,0.00896292,0.00487803,0.0159394,0.00563312,0.00412093,0.00439938,0.0254542,0.0175656,0.0181149,0.00691353,0.00977183,0,0,0.0307684,0,0.010276,0.0185004,0.0423646,0.0320995,0.0379817,0.0147472,0.0279652,0.0189091,0.0153845,0.0283652,0.0169156,0.0152612,0.0699475,0.029747,0.0144787,0,0.0276858,0.0187233,0.0143222,0.0103504,0.0194473,0.00951814,0,0,0,0
51,0,0,0,0,0.0147134,0.0134801,0,0,0.0143011,0.019993,0.0142778,0.012269,0,0,0.00861519,0,0.0156418,0.00630604,0.0355144,0.0170416,0.028094,0.0136472,0.0157304,0.0182919,0.00701154,0.0119469,0.0117931,0.0359538,0.0113805,0.00994254,0.00911229,0.005006,0.016861,0.00571063,0.00414117,0.00444414,0.0254309,0.0174642,0.0202931,0.00704758,0.00981525,0,0,0.0305678,0,0.0102818,0.0186532,0.0423754,0.0353923,0.0382115,0.0112362,0.0278737,0.0188672,0.0160904,0.0290164,0.0176411,0.0161428,0.0680316,0.031141,0.0140358,0,0.0271497,0.0188169,0.0143896,0.0104302,0.0195576,0.00981103,0,0,0,0
52,0,0,0,0,0.0148841,0.0136171,0,0,0.0151617,0.0200869,0.0146082,0.01284,0,0,0.0087384,0,0.0157103,0.00642909,0.0354732,0.0178143,0.0282276,0.0137131,0.0157889,0.0184932,0.00707214,0.0119198,0.0118514,0.0358094,0.0114444,0.00990925,0.00921201,0.0051597,0.0178612,0.00579632,0.00414623,0.00448656,0.0244736,0.0173705,0.0228194,0.00693042,0.00972899,0,0,0.0304109,0,0.0103107,0.018817,0.042284,0.0391259,0.038201,0.00848676,0.0276934,0.0188227,0.0165607,0.0294719,0.0184769,0.0168465,0.0661034,0.0321914,0.0144236,0,0.025799,0.0188962,0.014466,0.0104978,0.0196911,0.00991002,0,0,0,0
53,0,0,0,0,0.0150317,0.0137282,0,0,0.0162607,0.0202469,0.0150412,0.0129521,0,0,0.00891117,0,0.0156898,0.00653226,0.0355314,0.0186797,0.0284815,0.0138206,0.0157351,0.0186247,0.00702179,0.011999,0.0119511,0.0359192,0.0115184,0.00990502,0.0092574,0.00525332,0.0190943,0.00583868,0.00414037,0.00452229,0.026892,0.0173118,0.0262155,0.00689734,0.00955085,0,0,0.0302071,0,0.0103433,0.0189157,0.0421357,0.0403108,0.0381767,0.00732334,0.0273851,0.0187366,0.0170189,0.0298087,0.0187465,0.0174533,0,0.0339702,0.0167186,0,0.025393,0.0189983,0.0145388,0.0105462,0.0198136,0.00984897,0,0,0,0
54,0,0,0,0,0.0151066,0.013806,0,0,0.0172067,0.0201637,0.0154572,0.0128824,0,0,0.00890971,0,0.015592,0.00648896,0.0356666,0.0193781,0.0285062,0.0139462,0.0157227,0.0187297,0.00697204,0.0121398,0.0120225,0.0359456,0.0115534,0.00983767,0.00916183,0.00527955,0.0202738,0.00584597,0.00414191,0.00448623,0.0268245,0.0172286,0.0289222,0.00659955,0.00928313,0,0,0.0300637,0,0.0103608,0.0189876,0.0423972,0.0430115,0.0378224,0.00749232,0.0269764,0.0186107,0.0172116,0.0298026,0.0192728,0.0181769,0,0.0346576,0.0178771,0,0.0235063,0.0190865,0.0145758,0.0105528,0.0199076,0.00959292,0,0,0,0
55,0,0,0,0,0.0150875,0.0138493,0,0,0.0180751,0.0201032,0.0156201,0.0128007,0,0,0.00875884,0,0.0155893,0.00638511,0.0359385,0.0199351,0.0284484,0.0140344,0.015652,0.0187627,0.00708492,0.0122979,0.0121078,0.0358672,0.0115163,0.00965679,0.00892996,0.00520542,0.0214054,0.00584067,0.00414797,0.00442799,0.0265272,0.0171534,0.031127,0.00605903,0.00896904,0,0,0.0299472,0,0.0103533,0.0190443,0.0428491,0.0458886,0.0372341,0.00966089,0.0264222,0.0184161,0.017236,0.0292699,0.0197441,0.0188001,0,0.0348105,0.0189802,0,0.0212595,0.0191187,0.0146059,0.0106295,0.0199262,0.00915231,0,0,0,0
56,0,0,0,0,0.0150311,0.0139055,0,0,0.0188645,0.0200956,0.0155673,0.0126583,0,0,0.00865236,0,0.0155313,0.00643751,0.0362592,0.0204735,0.0284489,0.0138769,0.0157324,0.0187895,0.00731781,0.0124084,0.012075,0.0358098,0.0113023,0.00934466,0.00867465,0.00499849,0.022418,0.00576245,0.00413838,0.00439484,0.0253853,0.0170962,0.0329758,0.00537444,0.00861945,0,0,0.0298759,0,0.0103613,0.0191178,0.0433878,0.0482645,0.036356,0.012678,0.0259287,0.018249,0.0171824,0.0283371,0.019803,0.0191875,0,0.0345942,0.0200201,0,0.018511,0.0191899,0.0146032,0.0107013,0.0199577,0.00851349,0,0,0,0
57,0,0,0,0,0.0149865,0.0139359,0,0,0.0193781,0.0201129,0.0154162,0.0126262,0,0,0.00854188,0,0.0156084,0.00648378,0.0364461,0.0209495,0.0284625,0.0135675,0.0160541,0.0188352,0.00732556,0.0124521,0.0118165,0.0357442,0.0110253,0.00904048,0.00847641,0.00475249,0.0230547,0.00576441,0.00417049,0.00439699,0.0142126,0.0170344,0.028142,0.00520504,0.00832444,0,0,0.0298248,0,0.0103794,0.019189,0.0438123,0.0455901,0.0356262,0.0103514,0.0256155,0.0181476,0.0171559,0.0263582,0.0179189,0.018113,0,0.0331376,0.0180982,0.039847,0.0120002,0.0192181,0.0146209,0.0107407,0.0200187,0.00797929,0,0,0,0
58,0,0,0,0,0.0149489,0.0140259,0,0,0.019877,0.0201428,0.0153883,0.0122814,0,0,0.00839085,0,0.01567,0.00649142,0.0370076,0.0212736,0.028031,0.0131525,0.0163017,0.0188179,0.00728326,0.0123694,0.0115224,0.0355868,0.0106761,0.00862333,0.00813846,0.00449428,0.0236201,0.00568041,0.00415066,0.00444077,0.0139747,0.016932,0.0310532,0.0053142,0.00783903,0,0,0.0296018,0,0.0104032,0.019303,0.0436626,0.0476157,0.0347463,0.0119815,0.0254663,0.0180567,0.0178162,0.025526,0.0172897,0.0188455,0,0.0334911,0.0209111,0.0400721,0.00563528,0.0192575,0.0146682,0.0107996,0.0200838,0.00718322,0,0,0,0
59,0,0,0,0,0.0149254,0.0141858,0,0,0.020036,0.0201939,0.0150839,0.0119428,0,0,0.00837781,0,0.0156952,0.0064939,0.037504,0.0214079,0.0277426,0.0127168,0.016609,0.0187938,0.00721181,0.0120709,0.0112047,0.0353568,0.0104192,0.00834035,0.00790377,0.00427443,0.0238922,0.00557602,0.00410459,0.00448446,0.0141656,0.0168471,0.0329917,0.00589306,0.00750911,0,0,0.0292705,0,0.0104218,0.0193939,0.0434437,0.0487072,0.034206,0.0148363,0.0256483,0.0179617,0.0187005,0.0246612,0.0174326,0.0201309,0,0.0338621,0.0228946,0.0418924,0.00267012,0.0193895,0.0146929,0.0108325,0.0202207,0.00655738,0,0,0,0
60,0,0,0,0,0.0148742,0.0143083,0,0,0.0197463,0.0202457,0.0144444,0.0118862,0,0,0.00845563,0,0.0155498,0.00643456,0.0375907,0.0213288,0.0277897,0.0122931,0.0169072,0.0188403,0.00694856,0.0115664,0.0107985,0.0351213,0.0102973,0.00829658,0.00782646,0.00402099,0.0239279,0.00554067,0.00409516,0.00445098,0.0100362,0.0168267,0.0309052,0.00648684,0.00729353,0,0,0.0291821,0,0.0104505,0.0194758,0.0431158,0.0458703,0.0339808,0.0148193,0.025798,0.0179579,0.0191336,0.0237133,0.0176363,0.020391,0,0.0335146,0.0215583,0.03972,0.00713351,0.0195,0.0146672,0.0108389,0.0203689,0.00623442,0,0,0,0
61,0,0,0,0,0.0147967,0.0144162,0,0,0.0191799,0.0200782,0.0138165,0.0119969,0,0,0.00845168,0,0.015529,0.00639495,0.0375518,0.0212078,0.0278397,0.0119518,0.0173145,0.0188944,0.0066068,0.0113094,0.0102266,0.0349154,0.0101537,0.00830065,0.00779082,0.00376022,0.0233867,0.00556916,0.00410737,0.00440883,0.0125108,0.0168358,0.0310564,0.0070029,0.00723425,0,0,0.0289178,0,0.010497,0.0194832,0.0424999,0.0462663,0.0339101,0.0135579,0.0260191,0.0179361,0.019044,0.0226195,0.0180619,0.0202246,0,0.0329624,0.02041,0.0359004,0.0181646,0.0195534,0.0146255,0.0108486,0.0205022,0.00609377,0,0,0,0
62,0,0,0,0,0.0147155,0.0144502,0,0,0.0186021,0.0200075,0.0134816,0.0121772,0,0,0.00843572,0,0.0155906,0.00650843,0.037494,0.0210838,0.0277597,0.0116055,0.0176033,0.0188726,0.00651035,0.0112074,0.0096625,0.0347685,0.0100721,0.00838845,0.00780066,0.0034386,0.0229061,0.00560709,0.00410868,0.00441111,0.0163008,0.0168145,0.0323896,0.0072468,0.00721709,0,0,0.0287295,0,0.0105002,0.0194772,0.0419602,0.0480178,0.0339942,0.012388,0.0261918,0.017919,0.0187576,0.0221206,0.0181609,0.0200043,0,0.0329065,0.0202347,0.0341854,0.0226363,0.019593,0.0146362,0.0108609,0.0205571,0.00610532,0,0,0,0
63,0,0,0,0,0.0146655,0.0144492,0,0,0.0181031,0.0200915,0.0132558,0.0123503,0,0,0.00854661,0,0.0156399,0.00660613,0.0374318,0.0210007,0.0277258,0.0113566,0.0177577,0.0187614,0.00647997,0.0112044,0.00945668,0.034732,0.010074,0.00856791,0.00786226,0.00313419,0.0225248,0.00564726,0.00408664,0.00444386,0.0154308,0.0168017,0.0325077,0.0073201,0.0072805,0,0,0.0286092,0,0.0105097,0.0194785,0.0417299,0.0491036,0.0341877,0.0116958,0.0262885,0.0179476,0.0185453,0.0219712,0.0178778,0.0196248,0,0.0329148,0.0200125,0.035143,0.0213095,0.0196808,0.0147606,0.0108438,0.0205824,0.00623821,0,0,0,0
64,0,0,0,0,0.0146739,0.0144671,0,0,0.0176142,0.0201529,0.0130982,0.0125119,0,0,0.00875085,0,0.0155176,0.00672454,0.0373238,0.0209167,0.0276589,0.01117,0.0178247,0.0186487,0.00642821,0.0112444,0.00929466,0.0347311,0.0101278,0.00879601,0.00786672,0.00278064,0.022173,0.00576459,0.00410447,0.00447215,0.0126431,0.0167091,0.032291,0.00735342,0.00737028,0,0,0.0285196,0,0.0105527,0.0195223,0.0416617,0.0496074,0.0343833,0.0120744,0.0263863,0.0181104,0.0182201,0.0220515,0.017275,0.0190384,0,0.0330912,0.0205673,0.0377707,0.0161961,0.0198994,0.0149778,0.0108235,0.0206114,0.0064261,0,0,0,0
65,0,0,0,0,0.0146676,0.0144226,0,0,0.0171179,0.0201409,0.0129227,0.0127,0,0,0.00887675,0,0.0155382,0.00674392,0.0371143,0.020847,0.0275738,0.0111386,0.0175684,0.0185392,0.00636172,0.0112202,0.00912798,0.0348304,0.0102229,0.00908095,0.00804606,0.00257748,0.0218987,0.00590743,0.00413945,0.00445213,0.0117099,0.0166769,0.0325718,0.00717629,0.00744438,0,0,0.0283345,0,0.010602,0.0195439,0.0415159,0.0492898,0.0345896,0.0136061,0.0261897,0.0183156,0.0178796,0.022578,0.0166234,0.0183667,0,0.0339601,0.0217193,0.0415055,0.00982006,0.0201324,0.0147686,0.0108121,0.0205721,0.0066588,0,0,0,0
66,0,0,0,0,0.0145937,0.0142947,0,0,0.01663,0.0200522,0.0129194,0.0131052,0,0,0.00890507,0,0.0155433,0.00668324,0.0368333,0.0208054,0.0276034,0.0112088,0.0168601,0.0183352,0.0064259,0.0111884,0.00907324,0.0350367,0.0104488,0.00950714,0.00842176,0.00250902,0.021643,0.00593904,0.0041327,0.00443522,0.0125141,0.0167498,0.0336423,0.00704474,0.00738166,0,0,0.0280924,0,0.0105978,0.0194126,0.0413542,0.0489172,0.0350194,0.0140602,0.0256362,0.0183897,0.0176996,0.023437,0.0162306,0.018057,0,0.0349077,0.0234867,0.0464969,0.00428849,0.0201413,0.0145528,0.0107592,0.0203981,0.00697383,0,0,0,0
67,0,0,0,0,0.0144387,0.0140824,0,0,0.0163526,0.0200206,0.0132124,0.013403,0,0,0.00887095,0,0.0155232,0.00656197,0.0364911,0.020749,0.0277499,0.0114543,0.0159894,0.0181511,0.00653123,0.0111629,0.00912969,0.0353462,0.0108087,0.0100745,0.00869275,0.00246283,0.0216564,0.00591453,0.00413793,0.00442635,0.0096806,0.0168033,0.0338017,0.00704215,0.00739512,0,0,0.0279021,0,0.0105758,0.0192704,0.0412095,0.0491761,0.0354547,0.0120904,0.0249267,0.0184488,0.0175052,0.0246413,0.0157141,0.0176298,0,0.0356811,0.0248728,0.04861,0.00729361,0.0200292,0.014396,0.0106686,0.0201802,0.00726136,0,0,0,0
68,0,0,0,0,0.0142769,0.0139108,0,0,0.0160862,0.020058,0.0134996,0.013486,0,0,0.00901348,0,0.0155559,0.0066245,0.0361745,0.0205901,0.0277951,0.0118592,0.0152437,0.0179761,0.00658217,0.0111325,0.00917417,0.0356239,0.0111723,0.0106495,0.00901646,0.00240251,0.0215561,0.00600673,0.00412982,0.00447133,0.00771706,0.0167911,0.0337855,0.00701885,0.00746595,0,0,0.0276667,0,0.010579,0.0192404,0.0412067,0.0498807,0.0357348,0.0107816,0.024372,0.0186104,0.0172781,0.0254386,0.0152941,0.0173909,0,0.0366662,0.0260148,0.0487451,0.0104751,0.0200094,0.0143528,0.0106214,0.020068,0.00745786,0,0,0,0
69,0,0,0,0,0.0140596,0.013742,0,0,0.0160218,0.0201358,0.0138691,0.0134611,0,0,0.00924668,0,0.0156581,0.00678571,0.0359703,0.0204241,0.0278548,0.0123433,0.0145834,0.0177507,0.00662696,0.0111116,0.00932131,0.0359074,0.0115113,0.0112128,0.00945073,0.00242376,0.0216321,0.00616451,0.00413798,0.00454319,0.00811608,0.0167491,0.0334548,0.00700585,0.00749017,0,0,0.0273815,0,0.0105966,0.019236,0.0413307,0.0506066,0.035937,0.00959417,0.0238936,0.0188044,0.0169073,0.0257262,0.0149046,0.0173071,0,0.0373458,0.026297,0.0472625,0.0123573,0.0200528,0.0143421,0.0107149,0.019989,0.00760798,0,0,0,0
70,0,0,0,0,0.0137921,0.0135245,0,0,0.0162446,0.0200638,0.0143869,0.0135889,0,0,0.00939792,0,0.0157291,0.00687616,0.0358784,0.0202896,0.0278712,0.0129211,0.014053,0.0175353,0.006687,0.0111726,0.00953073,0.036145,0.0118915,0.0117805,0.00975258,0.00255793,0.022031,0.00630224,0.00419568,0.00452666,0.009867,0.0167372,0.0329002,0.00703064,0.00746104,0,0,0.027069,0,0.0106431,0.0192125,0.0415277,0.0509003,0.036109,0.00798915,0.0233667,0.0190211,0.0162825,0.0255488,0.0144673,0.0172304,0,0.0371315,0.0253372,0.0458024,0.0122449,0.0201236,0.0142964,0.0109679,0.0198928,0.00772454,0,0,0,0
71,0,0,0,0,0.0135297,0.0132522,0,0,0.0167203,0.0198117,0.0150947,0.0136379,0,0,0.0094447,0,0.0158517,0.00693933,0.0357589,0.0201304,0.0277097,0.0137202,0.0136188,0.0172558,0.0066182,0.0112767,0.00976526,0.0362613,0.0124558,0.0124527,0.0101261,0.0027779,0.022738,0.00634143,0.00429774,0.00441673,0.0111717,0.0167371,0.0323589,0.00712606,0.00738418,0,0,0.0266903,0,0.0106718,0.019123,0.0415346,0.0503648,0.0361832,0.006713,0.0226419,0.0191639,0.0156166,0.0251517,0.0141909,0.0171954,0,0.0362892,0.0240876,0.0441735,0.010133,0.0201288,0.0142252,0.0109963,0.0197463,0.00776158,0,0,0,0
72,0,0,0,0,0.0133738,0.0130613,0,0,0.0175586,0.0198057,0.0160233,0.0136746,0,0,0.00950971,0,0.0158028,0.00693153,0.0355807,0.0198673,0.0275266,0.0147627,0.0132897,0.0169409,0.00645084,0.011518,0.0101624,0.0363007,0.0131906,0.0133469,0.0106128,0.00307698,0.0240143,0.00631266,0.00430942,0.00437248,0.0115659,0.0167145,0.0315999,0.00730007,0.00734015,0,0,0.0263997,0,0.0106346,0.0190145,0.0412047,0.0491415,0.036188,0.00654849,0.0219293,0.0192095,0.0152612,0.0248033,0.0142708,0.0172816,0,0.0355056,0.0233507,0.0428464,0.00793352,0.020111,0.0141033,0.0107935,0.01961,0.00774616,0,0,0,0
