Timestep,BCBB,BCBF,BCBTT,BCFT,C7,CLAV,IMU_M,IMU_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHIA,RTHII,RTHIP,RTIBA,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x68,x69,x70,RTHI,RTIB,RTIBI,IMU_B,
73,0,0,0,0,0.00464439,0.00572313,0,0,0.0337756,0.0211428,0.0183885,0.00551426,0,0,0.00588206,0,0.0154558,0.00282715,0.0397683,0.0221317,0.0199566,0.00715921,0.00481644,0.00674585,0.00960944,0.0086607,0.00854097,0.0326019,0.00531133,0.00850303,0.00516074,0.00579988,0.0400724,0.00222905,0.00494508,0.000684298,0.0251217,0.0218636,0.0312034,0.0036658,0.00550287,0,0,0.00442305,0,0.0151515,0.00124285,0.0401535,0.042386,0.0283267,0.0137918,0.0136145,0.0041802,0.0127636,0.00598726,0.00662672,0.0365737,0.0292558,0.0301774,0.00374223,0.000970974,0.00167815,0.00877627,0.00552934,0,0,0,0.00435003,0.0251517,0.0211239,0,0
74,0,0,0,0,0.00458578,0.00519452,0,0,0.0335668,0.0213165,0.0178748,0.005695,0,0,0.00563638,0,0.0153992,0.00271249,0.039935,0.0219416,0.0198459,0.0069353,0.00496086,0.00776366,0.00937889,0.00831903,0.00813725,0.0324624,0.00543758,0.00873971,0.00519067,0.00561412,0.0401095,0.00236108,0.00501904,0.000654542,0.0252308,0.0224062,0.0314914,0.0036849,0.003631,0,0,0.00547188,0,0.0160714,0.0029467,0.0402921,0.0440299,0.0285313,0.013686,0.0141125,0.00539906,0.0128557,0.00568991,0.00647259,0.0365479,0.0298554,0.0302815,0.00314859,0.00269101,0.00152568,0.00762359,0.00574121,0,0,0,0.00470518,0.0250014,0.0209599,0,0
75,0,0,0,0,0.00455185,0.00547976,0,0,0.0332453,0.0213598,0.0172743,0.0060437,0,0,0.00577199,0,0.0156011,0.00279684,0.0399268,0.0216304,0.0198409,0.00683618,0.00484355,0.00697071,0.00902915,0.00783565,0.00750797,0.0324403,0.0056432,0.00902748,0.0051804,0.00548522,0.040224,0.0021543,0.005043,0.000734527,0.0218625,0.0219736,0.0297935,0.0034278,0.00507617,0,0,0.00322685,0,0.0153833,0.000874047,0.0405443,0.0433882,0.0287938,0.0140955,0.014091,0.00420531,0.0137359,0.00560735,0.00543426,0.0364003,0.0323731,0.0269999,0.00336617,0.000572409,0.00130381,0.00857614,0.00561275,0,0,0,0.0051236,0.0255909,0.0203073,0,0
76,0,0,0,0,0.00443416,0.00522136,0,0,0.0326589,0.0213395,0.0165601,0.00630388,0,0,0.00593919,0,0.0155261,0.00285641,0.0397766,0.0212035,0.01974,0.00681859,0.0047184,0.00701289,0.0085396,0.00747012,0.00680602,0.0323766,0.00589263,0.00934453,0.00509621,0.00535877,0.0402268,0.00223658,0.00509955,0.000759475,0.0160919,0.0220098,0.0275177,0.00315257,0.00491099,0,0,0.00310421,0,0.0154455,0.000928424,0.0405827,0.0412975,0.0290914,0.0148377,0.0139773,0.00410802,0.0152337,0.00609685,0.00383938,0.0361918,0.0346214,0.0209521,0.0033008,0.00057212,0.00126159,0.0083728,0.0056206,0,0,0,0.0057557,0.0267186,0.0197031,0,0
77,0,0,0,0,0.00420335,0.00479999,0,0,0.0320736,0.0212782,0.0158529,0.00654075,0,0,0.00606046,0,0.015522,0.00298475,0.039592,0.020705,0.0197674,0.00684544,0.00447222,0.00676141,0.008187,0.00689946,0.00621352,0.0323483,0.00623021,0.00987591,0.00517911,0.0052094,0.0404909,0.00235624,0.00509892,0.000712338,0.00996481,0.0220814,0.0260917,0.00275273,0.00466623,0,0,0.0030484,0,0.0155465,0.00109861,0.0404701,0.0390618,0.0294472,0.0158069,0.0132906,0.00397153,0.0171098,0.00725695,0.002106,0.0361197,0.0361471,0.0133583,0.00323993,0.000730125,0.00129214,0.00802558,0.00559491,0,0,0,0.00655437,0.0278372,0.0195106,0,0
78,0,0,0,0,0.00418125,0.00457766,0,0,0.0312575,0.021166,0.0151381,0.00670643,0,0,0.00596943,0,0.0155197,0.0030249,0.039355,0.0201738,0.0198718,0.0071185,0.00430582,0.00678316,0.00780296,0.00633039,0.00533813,0.0323959,0.0066783,0.0103957,0.00534564,0.00512278,0.0400376,0.00229295,0.00505098,0.000703584,0.00670783,0.0221119,0.0260454,0.00236508,0.00445304,0,0,0.00307436,0,0.0155813,0.00129037,0.0403387,0.0378938,0.0297864,0.0156735,0.0128847,0.00362122,0.0187402,0.00756491,0.001448,0.0363783,0.0371727,0.00808149,0.00308725,0.000769813,0.0013047,0.00768905,0.00557086,0,0,0,0.00717143,0.028148,0.0196262,0,0
79,0,0,0,0,0.00407025,0.00425483,0,0,0.0302082,0.0211794,0.0143499,0.006832,0,0,0.00589788,0,0.0155231,0.00303846,0.0391251,0.0195681,0.0200164,0.00753926,0.0043959,0.006661,0.0072908,0.00562771,0.00403892,0.0324598,0.00720391,0.0107694,0.00561108,0.00502293,0.0396591,0.0022708,0.00506176,0.000739585,0.0045541,0.0221669,0.0256064,0.00191048,0.00423725,0,0,0.00321344,0,0.0156757,0.00144787,0.0403957,0.0373916,0.0301448,0.0147353,0.0122096,0.00332674,0.0199532,0.00691699,0.00187285,0.0366727,0.0371948,0.0082563,0.00303326,0.00106366,0.00127115,0.00721929,0.00554083,0,0,0,0.00733614,0.0277777,0.019876,0,0
80,0,0,0,0,0.00399467,0.00398602,0,0,0.028868,0.021273,0.0136412,0.00693535,0,0,0.00573804,0,0.015513,0.00296675,0.0389478,0.0189196,0.0201028,0.00816984,0.00469068,0.00653408,0.00669357,0.00491704,0.00297859,0.0325179,0.00772798,0.0109086,0.00568308,0.00495872,0.0390751,0.00218124,0.0051397,0.000890588,0.00502679,0.0222086,0.0245704,0.00156922,0.00408585,0,0,0.00346539,0,0.0157485,0.00169924,0.0405086,0.0376106,0.0305223,0.0134238,0.0116706,0.00302119,0.0205557,0.00731437,0.00255608,0.0369909,0.0366776,0.00837173,0.00298475,0.0013692,0.00125678,0.00672699,0.00552548,0,0,0,0.00662917,0.0270847,0.0197834,0,0
81,0,0,0,0,0.00389477,0.0037915,0,0,0.027898,0.0212606,0.0129472,0.00695659,0,0,0.0053845,0,0.0154214,0.0026885,0.038836,0.0184541,0.0201156,0.00883985,0.00503531,0.00662174,0.00594993,0.00411595,0.00214387,0.0326246,0.00825706,0.0112214,0.00578197,0.00504388,0.0384452,0.00205076,0.0051657,0.000988781,0.00606467,0.022205,0.0234708,0.00146483,0.00398263,0,0,0.00359337,0,0.0157611,0.00177266,0.0404518,0.0380529,0.0307942,0.011454,0.0113902,0.00248628,0.0203737,0.00718056,0.00324761,0.0369642,0.0354309,0.00610301,0.00302082,0.00146612,0.00123971,0.00624474,0.00539374,0,0,0,0.0053109,0.0258436,0.0187224,0,0
82,0,0,0,0,0.00373882,0.00349831,0,0,0.026251,0.021175,0.0125298,0.00694653,0,0,0.00524239,0,0.0154084,0.00262656,0.0387689,0.0180597,0.0201276,0.00963967,0.00545064,0.00617787,0.00512603,0.00356911,0.00201856,0.0325672,0.00878931,0.0114845,0.00590097,0.00506408,0.0381806,0.0019811,0.00514396,0.00096203,0.00761701,0.0221458,0.0225472,0.00154664,0.00380818,0,0,0.00353628,0,0.0157224,0.00162618,0.0400839,0.0369764,0.0308564,0.0101218,0.0108511,0.00192873,0.0198721,0.00637031,0.00432686,0.0364302,0.033595,0.00432249,0.00309105,0.00134672,0.00122869,0.00591983,0.0052429,0,0,0,0.00405417,0.0242579,0.0172818,0,0
83,0,0,0,0,0.00349387,0.00325344,0,0,0.0240611,0.0211783,0.0122763,0.00687327,0,0,0.00511247,0,0.0153771,0.00253818,0.0386695,0.0178071,0.0200562,0.0104902,0.00582545,0.00580533,0.00442667,0.00365735,0.00280905,0.0322055,0.00914192,0.0114847,0.0061007,0.00502865,0.0375015,0.00194672,0.00515177,0.000919405,0.00844124,0.0221128,0.021733,0.00180209,0.00364625,0,0,0.00343529,0,0.0156701,0.00142991,0.0394109,0.0356167,0.0307682,0.0109791,0.0101268,0.00148774,0.0194427,0.00544978,0.00524665,0.0359002,0.0319568,0.00355551,0.00315374,0.00114816,0.00123439,0.00565219,0.00500447,0,0,0,0.00355933,0.0233442,0.0164312,0,0
84,0,0,0,0,0.00317492,0.00285189,0,0,0.0213537,0.0212188,0.0124867,0.00671719,0,0,0.00461856,0,0.0153909,0.00242761,0.0383292,0.0177053,0.0198269,0.0116208,0.00604122,0.00597511,0.00376158,0.00441757,0.0045934,0.0319604,0.00945296,0.0113212,0.00632601,0.00500637,0.0370745,0.0022663,0.00511785,0.000789536,0.00908336,0.0224554,0.0206771,0.0019307,0.00236734,0,0,0.00679938,0,0.0162493,0.00370167,0.0384642,0.0338394,0.0307111,0.0121122,0.00951526,0.00257047,0.0189746,0.00470715,0.00531369,0.0358792,0.0302685,0.00410103,0.00349826,0.00306007,0.0017029,0.00447678,0.00462211,0,0,0,0.00361895,0.0225524,0.0160235,0,0
85,0,0,0,0,0.00306241,0.00253167,0,0,0.0187034,0.0211963,0.0128677,0.00647928,0,0,0.00446256,0,0.0154573,0.00236255,0.0378348,0.0179662,0.0196271,0.012728,0.0066501,0.0045503,0.00351491,0.00567859,0.00688298,0.031821,0.00967633,0.0110575,0.00660071,0.00501548,0.0365577,0.00196553,0.00512956,0.000851447,0.0105442,0.0220106,0.0200393,0.00192671,0.00363157,0,0,0.00325647,0,0.0154642,0.000856527,0.0372439,0.0322582,0.0307466,0.0128921,0.00852418,0.0012021,0.0188064,0.00444266,0.00484288,0.0360133,0.0292098,0.00562306,0.00341087,0.00102095,0.00136496,0.00482499,0.00478325,0,0,0,0.00363396,0.0218725,0.0156937,0,0
86,0,0,0,0,0.00299579,0.00197982,0,0,0.0165696,0.0213445,0.0139986,0.00607429,0,0,0.00412736,0,0.0154213,0.00219848,0.0373051,0.0187304,0.0195817,0.0140209,0.00722027,0.00428486,0.00366267,0.00702372,0.00938511,0.0319279,0.00991347,0.0109999,0.00702163,0.00500475,0.036038,0.002031,0.00517746,0.00086206,0.0194523,0.0221089,0.0215127,0.0019753,0.00337962,0,0,0.00321518,0,0.0155366,0.00121079,0.0366574,0.030163,0.0313191,0.0209075,0.00770485,0.00144864,0.0205365,0.00967213,0.00335505,0.0352879,0,0.0145902,0.00361074,0.000900364,0.00134101,0.00406361,0.00476584,0,0,0,0.00437637,0.0236621,0.0139748,0,0
87,0,0,0,0,0.00303144,0.00153954,0,0,0.0159236,0.0214751,0.015233,0.00558201,0,0,0.00384316,0,0.0153577,0.00215475,0.0370596,0.0195511,0.0193127,0.0151673,0.0074101,0.00396353,0.00405688,0.00849135,0.0117318,0.0320082,0.00991766,0.010951,0.00724566,0.00519891,0.0348873,0.00205985,0.00521676,0.000914423,0.0195153,0.0222015,0.0205753,0.00219467,0.00321346,0,0,0.00337397,0,0.015582,0.00161669,0.0354305,0.0291041,0.0314414,0.0191034,0.00719425,0.00176412,0.020858,0.00894728,0.00364147,0.0351933,0,0.0141467,0.00380951,0.000981583,0.00133997,0.00347939,0.00465299,0,0,0,0.00465503,0.0221316,0.0129516,0,0
88,0,0,0,0,0.0034025,0.00193164,0,0,0.0304523,0.0216262,0.0199701,0.00634777,0,0,0.00338755,0,0.0153691,0.00181371,0.0367306,0.0162442,0.0203047,0.0273558,0.00674952,0.00399142,0.00582189,0.0207108,0.0169144,0.0325676,0.0172763,0.0207417,0.0121229,0.00820672,0.0371095,0.00157061,0.00524376,0.00098501,0.019154,0.0221055,0.0190186,0.00307422,0.00292528,0,0,0.00359137,0,0.0155484,0.00184027,0.0346862,0.0270996,0.0314497,0.0164773,0.0070534,0.000977239,0.0208739,0.00844457,0.00353761,0.0342632,0,0.0136521,0.00299682,0.000931708,0.00114468,0.00400844,0.00461397,0,0,0,0.00436677,0.0198633,0.0113344,0,0
89,0,0,0,0,0.00322207,0.00150204,0,0,0.0354765,0.0216441,0.0212141,0.00566079,0,0,0.00310333,0,0.0153396,0.00168506,0.0369209,0.0169018,0.0200717,0.0288227,0.00687014,0.00343449,0.00647336,0.0230381,0.0185478,0.0328979,0.0178907,0.0228966,0.0125708,0.00889295,0.0402987,0.00161906,0.0052317,0.000969379,0.0209205,0.022092,0.0188994,0.00325111,0.0028721,0,0,0.00352363,0,0.0155062,0.001762,0.0349314,0.0253383,0.0314797,0.0152597,0.00686995,0.00126843,0.0211238,0.00773055,0.00393922,0.0336721,0,0.0143524,0.00320343,0.00116406,0.00120067,0.00366703,0.00444379,0,0,0,0.00454869,0.0189069,0.0110478,0,0
90,0,0,0,0,0.00292815,0.0011206,0,0,0.0407783,0.0216523,0.0221453,0.00481506,0,0,0.0029226,0,0.0152932,0.00166937,0.0370912,0.0179985,0.0197194,0.0298412,0.00678712,0.00311344,0.00737726,0.0251966,0.019879,0.0332645,0.0183195,0.024792,0.0127324,0.00958645,0.0448456,0.00172812,0.00519494,0.00095961,0.0202765,0.0221164,0.0180419,0.00326944,0.00289758,0,0,0.00326334,0,0.0154651,0.00163189,0.0355292,0.0238926,0.0313863,0.0140312,0.00688699,0.00171938,0.0209371,0.00719294,0.00426023,0.0333088,0,0.0131799,0.00344809,0.00146806,0.00125064,0.00334279,0.0042067,0,0,0,0.0047065,0.0179461,0.0110455,0,0
91,0,0,0,0,0.00259125,0.000753942,0,0,0.045891,0.0217587,0.0227079,0.00385654,0,0,0.00283238,0,0.0152509,0.00159963,0.0371678,0.0197702,0.0193531,0.0303239,0.00660156,0.00301832,0.00840753,0.0270746,0.020953,0.0336919,0.0185721,0.0263965,0.0126048,0.0103283,0.0496172,0.00189382,0.0051742,0.000956693,0.0192556,0.0221423,0.0171747,0.00344181,0.00304662,0,0,0.00329874,0,0.0154056,0.00164738,0.0361731,0.0227593,0.0313099,0.0134769,0.0069172,0.00228779,0.0206749,0.00678435,0.00437311,0.0331997,0,0.0115353,0.00377979,0.00173734,0.00133073,0.003034,0.00392091,0,0,0,0.00466262,0.0174195,0.0108165,0,0
92,0,0,0,0,0.00241978,0.000546532,0,0,0.0505781,0.0219178,0.0236727,0.00295262,0,0,0.00276028,0,0.0153141,0.00155787,0.0373006,0.022412,0.0189876,0.0301951,0.00630562,0.00303473,0.00951358,0.0286259,0.0217482,0.0342018,0.0187769,0.0279533,0.0125041,0.0111237,0.053623,0.00209869,0.00513838,0.000919079,0.0182664,0.0221703,0.0166333,0.0032426,0.00338292,0,0,0.00372068,0,0.0153639,0.00185518,0.036601,0.0220542,0.0312362,0.0130539,0.00686476,0.00279788,0.0203702,0.00619588,0.00434498,0.0332231,0,0.00975742,0.0041569,0.0019321,0.00146424,0.00284685,0.00357842,0,0,0,0.00449383,0.017175,0.0102862,0,0
93,0,0,0,0,0.00199425,0.00167858,0,0,0.0546981,0.0220992,0.0253259,0.00229817,0,0,0.0026681,0,0.01549,0.00162961,0.0373686,0.0257683,0.0185089,0.0295049,0.00551354,0.0037989,0.0104163,0.029751,0.0221419,0.0346093,0.0189267,0.0294304,0.0130918,0.0121196,0.0574653,0.00280792,0.00501546,0.000745918,0.0152337,0.0226385,0.0149348,0.00243555,0.00269517,0,0,0.00658637,0,0.0161299,0.0043128,0.0366658,0.0206849,0.0310302,0.0097585,0.00696286,0.00390441,0.019627,0.00397605,0.00454502,0.0335328,0,0.00570475,0.0049371,0.00219777,0.00199179,0.00135613,0.00232235,0,0,0,0.00445365,0.0158734,0.0108926,0,0
94,0,0,0,0,0.00263676,0.00105871,0,0,0.0581721,0.0218178,0.0275516,0.00203355,0,0,0.00282904,0,0.0157891,0.00188075,0.0373693,0.0293418,0.0181354,0.0285134,0.00513249,0.00321528,0.0112197,0.0304915,0.0221156,0.0349074,0.0189552,0.0306661,0.0138963,0.0132657,0.0622817,0.00263926,0.00489941,0.000782583,0.0144756,0.0220876,0.0141472,0.00156514,0.00427369,0,0,0.00511502,0,0.015158,0.00238268,0.0365095,0.0193937,0.0308792,0.00691666,0.00638712,0.00365082,0.0188941,0.00314702,0.00497368,0.0338349,0,0.00402268,0.00482306,0.00337189,0.00173263,0.00274387,0.00294026,0,0,0,0.00457105,0.0149308,0.0136231,0,0
95,0,0,0,0,0.00269163,0.00151407,0,0,0.0621151,0.0216855,0.0295267,0.00198207,0,0,0.00316313,0,0.015735,0.00215982,0.0373423,0.0326736,0.0176704,0.027506,0.00445865,0.00343831,0.0119063,0.0309471,0.0216252,0.035114,0.0188708,0.0315896,0.0144837,0.0145157,0.0689796,0.00285057,0.00485865,0.000842659,0.0151292,0.0221042,0.0143432,0.00157635,0.00437175,0,0,0.00523054,0,0.0152059,0.00272157,0.0361313,0.0190835,0.0308624,0.0061673,0.00604348,0.00382183,0.0185172,0.00330739,0.00518768,0.0338724,0,0.00459108,0.00504208,0.00373147,0.00173919,0.00273491,0.00255973,0,0,0,0.00471262,0.0146111,0.0152201,0,0
96,0,0,0,0,0.0040579,0.00324369,0,0,0.0626275,0.0219304,0.0330524,0.00463236,0,0,0.00438011,0,0.0155206,0.00295266,0.0373179,0.0394423,0.0148665,0.0185044,0.00441479,0.00464742,0.00574021,0.0160252,0.0204486,0.0361906,0.00611679,0.0163134,0.00883367,0.0145211,0.0689034,0.00385889,0.0049184,0.00104931,0.0156476,0.0224178,0.0147029,0.00156157,0.00613321,0,0,0.00749481,0,0.0154056,0.00455555,0.0355791,0.0196503,0.0308366,0.00737319,0.00438129,0.00592229,0.0190825,0.00446686,0.00520325,0.0339162,0,0.00501564,0.00700227,0.00438968,0.00207804,0.00299968,0.00406583,0,0,0,0.00548508,0.0150051,0.0167148,0,0
97,0,0,0,0,0.00294785,0.00171406,0,0,0.0724321,0.0218251,0.0330648,0.00241264,0,0,0.0031587,0,0.0155043,0.00233451,0.0371312,0.0353022,0.0173123,0.0260143,0.00288948,0.00362563,0.0128118,0.0315692,0.0196922,0.034879,0.0191792,0.0334074,0.0155598,0.0169198,0.0854116,0.00277071,0.00485303,0.000783345,0.0156457,0.0220873,0.0144405,0.00185248,0.00438842,0,0,0.004878,0,0.0151562,0.00285367,0.0352355,0.0190381,0.0304558,0.00788964,0.00555888,0.00359005,0.0190006,0.00427406,0.00445699,0.0327525,0,0.00529093,0.00484324,0.00417653,0.00177819,0.00330308,0.00202809,0,0,0,0.00550169,0.0141577,0.0167692,0,0
98,0,0,0,0,0.00436027,0.00298395,0,0,0.0738436,0.0221819,0.037568,0.00521218,0,0,0.00406762,0,0.0152994,0.00276315,0.0367968,0.0377061,0.0144812,0.0169578,0.00245788,0.00475589,0.00489022,0.0161979,0.0194904,0.0359447,0.00720133,0.0188728,0.0104603,0.016874,0.085763,0.00348185,0.00496208,0.000869258,0.0159945,0.022358,0.014561,0.00206296,0.00587047,0,0,0.00706329,0,0.0151929,0.00406312,0.0347777,0.0191465,0.0303355,0.00823037,0.00399942,0.00527137,0.0193765,0.0049214,0.00462442,0.0325569,0,0.00605646,0.00636229,0.0049612,0.00211772,0.00381155,0.00392968,0,0,0,0.00608034,0.0142489,0.0176964,0,0
99,0,0,0,0,0.00433078,0.00292024,0,0,0.0779602,0.0219259,0.0399165,0.00550897,0,0,0.00407292,0,0.015536,0.00269315,0.0364789,0.036057,0.014287,0.0161175,0.00208743,0.0047742,0.00454667,0.0165297,0.0192107,0.0357044,0.00805062,0.0205521,0.0115128,0.0177117,0.0916775,0.00346858,0.00485007,0.000845754,0.0159574,0.0222461,0.0143034,0.0023522,0.00562302,0,0,0.00678367,0,0.0151234,0.00380117,0.0346964,0.0187615,0.0300714,0.00842169,0.0035389,0.00496446,0.0198018,0.00415158,0.00428143,0.0319034,0,0.00643922,0.00595932,0.00519294,0.00212371,0.00434786,0.00377375,0,0,0,0.00556052,0.0137937,0.0182194,0,0
100,0,0,0,0,0.00306956,0.00180557,0,0,0.0831708,0.0214553,0.0388129,0.00356268,0,0,0.00293207,0,0.0158238,0.00203514,0.0364393,0.0296134,0.016955,0.0248697,0.00213322,0.00373419,0.0129624,0.0322478,0.0177418,0.0335284,0.020457,0.036856,0.0175282,0.0190221,0.102632,0.00256778,0.00470363,0.000583463,0.0155995,0.0218826,0.0136173,0.00228034,0.0040156,0,0,0.00388937,0,0.0148941,0.00196326,0.0349772,0.0179295,0.0296144,0.00853051,0.00412132,0.00268955,0.0200734,0.00254754,0.00349882,0.0310859,0,0.0062496,0.00362617,0.00481307,0.0019125,0.00512958,0.00181363,0,0,0,0.00463464,0.0129155,0.0187237,0,0
101,0,0,0,0,0.00403245,0.00264593,0,0,0.0832339,0.0217417,0.0433793,0.0060133,0,0,0.00377475,0,0.0156499,0.00264384,0.0357466,0.0344866,0.0139002,0.0145555,0.00193697,0.0048307,0.00444619,0.0176766,0.0189229,0.0347605,0.00964844,0.0237699,0.0132627,0.0188762,0.0998179,0.0032547,0.00473355,0.000703293,0.0156106,0.0221107,0.0135483,0.00256709,0.00512881,0,0,0.00569193,0,0.0148677,0.00294925,0.0349182,0.0180057,0.0292324,0.00913332,0.00301786,0.00397127,0.0202945,0.00263269,0.003082,0.0310674,0,0.0068257,0.00478369,0.00524385,0.00209291,0.00535579,0.00351347,0,0,0,0.00469911,0.0130767,0.0209418,0,0
102,0,0,0,0,0.001869,0.00134778,0,0,0.0859724,0.0219064,0.040865,0.00425915,0,0,0.00294457,0,0.0153923,0.00210584,0.0360482,0.0282328,0.0165933,0.0234559,0.00203078,0.00388913,0.0129084,0.0324001,0.0175808,0.0323723,0.0206946,0.0380828,0.018156,0.0196377,0.107433,0.00279298,0.00475862,0.000510546,0.0153714,0.0223937,0.0135735,0.00232965,0.00358626,0,0,0.00666723,0,0.0156418,0.00367663,0.0351394,0.0175007,0.0287983,0.00935375,0.00351629,0.00344352,0.0201165,0.0019061,0.00256719,0.0306593,0,0.00653254,0.00323409,0.00225375,0.00136331,0.0047836,0.00070657,0,0,0,0.00401527,0.0123949,0.0222758,0,0
103,0,0,0,0,0.00335107,0.00239773,0,0,0.0849248,0.0219415,0.0432545,0.00541075,0,0,0.00318619,0,0.0154704,0.00217771,0.0356004,0.0306833,0.0149747,0.0146499,0.00204074,0.0043765,0.00702778,0.0234324,0.0168816,0.032797,0.0140559,0.0304986,0.0156678,0.019211,0.104232,0.00289715,0.00470493,0.000498954,0.0158463,0.0219064,0.0144951,0.00297716,0.00455351,0,0,0.00376066,0,0.0146847,0.00199922,0.0351711,0.0184212,0.0285182,0.0120588,0.00285198,0.00263031,0.0207499,0.00211527,0.002444,0.0301879,0,0.00715484,0.00353714,0.00512398,0.00195234,0.00617084,0.0023136,0,0,0,0.00368365,0.0129268,0.0202747,0,0
104,0,0,0,0,0.00318823,0.00226134,0,0,0.0842325,0.021833,0.0422103,0.00515276,0,0,0.00297943,0,0.0156771,0.00188946,0.0358426,0.0284678,0.0157794,0.0172122,0.00220968,0.00436609,0.00938702,0.026782,0.0167628,0.0317778,0.0162834,0.0334769,0.0166951,0.0191868,0.10423,0.00274973,0.00463682,0.000446857,0.0147536,0.0218101,0.0136491,0.00293836,0.0043149,0,0,0.00293159,0,0.0146631,0.00156921,0.0353272,0.0175481,0.0278321,0.0115012,0.00293275,0.00219364,0.0209524,0.00157735,0.00255611,0.0299099,0,0.00650741,0.00300138,0.00496539,0.00190572,0.00626606,0.00188661,0,0,0,0.00345328,0.0122609,0,0,0
105,0,0,0,0,0.00286833,0.00222831,0,0,0.0831681,0.0217188,0.0404079,0.00425866,0,0,0.00280556,0,0.0156502,0.00176682,0.0361718,0.0259725,0.0165637,0.021936,0.00251079,0.00426497,0.0125631,0.0311933,0.0179676,0.030768,0.0192383,0.0369757,0.0178017,0.0191962,0.103706,0.00266146,0.00460017,0.000440046,0.0122393,0.0217327,0.0100138,0.00308159,0.00410647,0,0,0.00246926,0,0.0146551,0.00133465,0.0354584,0.0136347,0.0274099,0.0100737,0.00292345,0.00200381,0.0206234,0.00100058,0.00195396,0.0291003,0,0.00522633,0.00267404,0.00495356,0.00194578,0.00637799,0.00151552,0,0,0,0.00293889,0.0107693,0.0794268,0,0
106,0,0,0,0,0.00300473,0.002478,0,0,0.0806214,0.0217596,0.0401911,0.00482525,0,0,0.00306795,0,0.0155698,0.00204573,0.0360726,0.026154,0.015642,0.0175745,0.00251773,0.00476438,0.00990442,0.0266962,0.0173939,0.0301245,0.0156653,0.0326561,0.0159726,0.0185861,0.0992889,0.00289394,0.0045725,0.000502791,0.0138019,0.0217772,0.0124598,0.00315885,0.00426451,0,0,0.00303865,0,0.0146655,0.00179713,0.0357524,0.0164542,0.02679,0.0106233,0.00316817,0.00252545,0.0200835,0.00108128,0.00226116,0.0292556,0,0.00756127,0.0032655,0.00505203,0.00197408,0.00634937,0.00195528,0,0,0,0.00316746,0.0114,0,0,0
107,0,0,0,0,0.00384725,0.00315175,0,0,0.0764013,0.021925,0.0420105,0.00675681,0,0,0.00380128,0,0.0155258,0.00242663,0.0356496,0.033996,0.0132749,0.0146882,0.00395327,0.00591275,0.00733828,0.0174775,0.020714,0.030919,0.00658251,0.0201588,0.0115659,0.0180721,0.091135,0.00332918,0.00457674,0.000704291,0.0114119,0.0220678,0.00635236,0.00339325,0.00518089,0,0,0.00455725,0,0.0147326,0.00289403,0.0352494,0.0111564,0.0259935,0.00441134,0.00491425,0.00386964,0.0201414,0.00617372,0.00408582,0.0293996,0.0185065,0.0103689,0.00476126,0.00524872,0.00204261,0.00617646,0.00336267,0,0,0,0.00403498,0.00954986,0.0125355,0,0
108,0,0,0,0,0.00240066,0.00227384,0,0,0.0769644,0.0216467,0.0364706,0.00431729,0,0,0.00266029,0,0.0157066,0.00180112,0.0364282,0.021132,0.0165993,0.0193784,0.00194709,0.0049438,0.0118853,0.0287158,0.0184192,0.0283029,0.0164911,0.0330466,0.015566,0.0178027,0.0951736,0.0024838,0.00449183,0.000520776,0.0114191,0.0217592,0.00692068,0.00303598,0.00381352,0,0,0.00267241,0,0.0147228,0.0016719,0.0357989,0.0112739,0.0255743,0.00497907,0.00349484,0.00273884,0.0199791,0.00581587,0.0041111,0.0290554,0.0165165,0.0102748,0.00319297,0.00488594,0.00184467,0.00611102,0.00187861,0,0,0,0.00465088,0.0093073,0.00266486,0,0
109,0,0,0,0,0.00366879,0.00330948,0,0,0.0712105,0.0218386,0.0390074,0.00706511,0,0,0.00375052,0,0.0156611,0.00261807,0.0360481,0.0320638,0.0126528,0.01585,0.00339093,0.00661518,0.00925252,0.0174792,0.021857,0.0293516,0.00444642,0.0158399,0.00984482,0.016928,0.0840217,0.00312499,0.00454336,0.000879741,0.0119577,0.0220895,0.00693583,0.00378914,0.00529505,0,0,0.00469157,0,0.0147881,0.00302872,0.0357731,0.0121539,0.0250326,0.00614637,0.00593869,0.00427417,0.0203099,0.00538534,0.00363575,0.0286072,0.0159052,0.0120237,0.00519649,0.00506882,0.00192176,0.00625366,0.00350539,0,0,0,0.00638578,0.00971342,0.00297421,0,0
