Timestep,BCBB,BCBF,BCBTT,BCFT,C7,CLAV,IMU_M,IMU_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x68,x69,x70,RTHI,IMU_B,
All Timesteps RMSE,0,0,0,0,0.0105677,0.0104561,0,0,0.0343891,0.0228776,0.0184929,0.00790157,0,0,0.00699803,0,0.0145937,0.00385119,0.0393867,0.0184178,0.0192696,0.0123377,0.0057183,0.0122729,0.00864844,0.0143309,0.0114373,0.0324477,0.00905477,0.0137207,0.00693127,0.0103929,0.0413211,0.00571671,0.00410072,0.00312303,0.0402714,0.0188346,0.0318646,0.00960341,0.00850663,0,0,0.0354818,0,0.0110814,0.0194906,0.039743,0.037471,0.0241627,0.0291777,0.010091,0.0170232,0.0322732,0.0472261,0.0553835,0.0255119,0.0233363,0.0234157,0.029304,0.0447583,0.0144781,0.0123379,0.0116814,0.0124816,0.00985713,0,0,0,0.043902,0,0
0,0,0,0,0,0.00996514,0.0115603,0,0,0.0629877,0.0231921,0.0328284,0.0104911,0,0,0.0120384,0,0.0143134,0.00674139,0.0386569,0.0217788,0.0173896,0.00788535,0.00579753,0.00642526,0.0108813,0.0171521,0.0183613,0.0243655,0.00593221,0.0186015,0.00912443,0.016462,0.0764275,0.00691424,0.003871,0.0039935,0.0277529,0.0194577,0.0309687,0.0148711,0.00637732,0,0,0.0300359,0,0.0114248,0.017412,0.0352788,0.0324642,0.0290031,0.0149569,0.00593151,0.0134501,0.0236406,0.0179521,0.0196692,0.0133263,0.0204077,0.0153474,0.0220257,0.0299283,0.0122959,0.0111168,0.0112682,0.0135518,0.0131181,0,0,0,0,0,0
1,0,0,0,0,0.0101621,0.0118817,0,0,0.0597689,0.0232491,0.0327876,0.0118733,0,0,0.0116681,0,0.0141883,0.00665475,0.0387458,0.0249222,0.0171372,0.0103158,0.00521538,0.00627087,0.0119172,0.0164892,0.0187266,0.0239668,0.00408179,0.0150149,0.0078604,0.015755,0.071346,0.00657602,0.00383713,0.00391736,0.0314816,0.0194272,0.0328212,0.0154092,0.00697292,0,0,0.0310107,0,0.0112912,0.0176507,0.0357914,0.0335849,0.0282526,0.0155336,0.00793566,0.0134888,0.0245253,0.0176686,0.0197104,0.0128051,0.0215257,0.0154953,0.0205368,0.0332573,0.0117398,0.0113321,0.0113309,0.0136073,0.0129711,0,0,0,0,0,0
2,0,0,0,0,0.0101634,0.0123525,0,0,0.052259,0.0235415,0.0311411,0.0150518,0,0,0.0116762,0,0.0140629,0.00622619,0.0410609,0.0275927,0.0157161,0.0146966,0.00663704,0.00574458,0.0129661,0.017436,0.0192071,0.0245286,0.00430716,0.00993583,0.00626889,0.0148795,0.0611566,0.00643547,0.00396074,0.00392636,0.0500765,0.0195001,0.0311672,0.0192546,0.00809679,0,0,0.0332975,0,0.0112907,0.0184009,0.0315452,0.0243235,0.0294016,0.0195537,0.012426,0.013699,0,0.0265306,0.0179268,0.0121189,0.0173853,0,0.0157371,0.0535013,0.0115265,0.0120522,0.0118154,0.0134704,0.0137736,0,0,0,0,0,0
3,0,0,0,0,0.0105292,0.0126243,0,0,0.0464418,0.0238018,0.0297035,0.0162546,0,0,0.0120442,0,0.0140151,0.00604083,0.0412968,0.0291398,0.0159738,0.0177558,0.00872216,0.00564711,0.0144671,0.0198923,0.0198303,0.0238284,0.00600905,0.00660993,0.00539483,0.0142672,0.0533435,0.00669549,0.00408624,0.00396434,0.0505702,0.0195223,0.0312295,0.0173762,0.0086029,0,0,0.0351403,0,0.0112059,0.018987,0.0327666,0.0257178,0.0257881,0.0208907,0.0159789,0.0142336,0,0.0282912,0.0171771,0.0148907,0.016963,0.0166462,0.0191561,0.0537552,0.0115786,0.0126451,0.012179,0.0129137,0.014132,0,0,0,0.103445,0,0
4,0,0,0,0,0.0107848,0.0123239,0,0,0.0414492,0.0237531,0.0269748,0.0149036,0,0,0.0118262,0,0.0140014,0.00588531,0.042706,0.027745,0.0166818,0.0181963,0.00764922,0.00527234,0.0155695,0.0207788,0.0195174,0.0222448,0.00698245,0.00512426,0.00453271,0.0142267,0.047302,0.00650533,0.00414143,0.00384167,0.0556197,0.0191462,0.0324502,0.012094,0.00834719,0,0,0.0358027,0,0.0110546,0.0193866,0.031976,0.0245033,0.0222666,0.029238,0.0139456,0.0143356,0,0.0338318,0.0182297,0.0221704,0,0.0237711,0.0299092,0.0628077,0.011985,0.0128705,0.0124198,0.0119227,0.0140576,0,0,0,0.101508,0,0
5,0,0,0,0,0.0109251,0.0129331,0,0,0.0314302,0.0237139,0.022876,0.0167043,0,0,0.0119017,0,0.0138565,0.0059142,0.04301,0.0264663,0.0164334,0.0188488,0.00987315,0.0053999,0.0148592,0.0216036,0.0182584,0.0236281,0.00726807,0.00226586,0.00365858,0.0126707,0.0345589,0.00675945,0.00410511,0.00387233,0.0520421,0.019252,0.0319186,0.0166564,0.00923902,0,0,0.0361061,0,0.0108199,0.0192649,0.0337269,0.0269199,0.0240234,0.0219653,0.0175443,0.0149048,0,0.027903,0.0172439,0.0164037,0.0165664,0.0166946,0.0205956,0.0553259,0.0113306,0.0124653,0.012312,0.0126807,0.0140273,0,0,0,0.102916,0,0
6,0,0,0,0,0.0106685,0.0127403,0,0,0.0224742,0.0237542,0.0180535,0.0164036,0,0,0.0119304,0,0.013961,0.00581379,0.0436465,0.0233394,0.0165715,0.0179501,0.0100747,0.00524563,0.0139393,0.020986,0.0161593,0.0237947,0.00730642,0.00218559,0.00262146,0.0117035,0.0236419,0.00689696,0.00410941,0.00383511,0.0521664,0.0192367,0.0322016,0.0161583,0.00930956,0,0,0.0371485,0,0.0109166,0.0196642,0.0343982,0.0281359,0.0232272,0.0227521,0.0184195,0.0153789,0,0.0282505,0.0171351,0.0175564,0.0164535,0.016103,0.0218126,0.0552701,0.0115674,0.0125249,0.0124748,0.0125225,0.014026,0,0,0,0.100785,0,0
7,0,0,0,0,0.0105149,0.0126443,0,0,0.0141352,0.0237496,0.0127959,0.0155596,0,0,0.0117704,0,0.0140618,0.00577506,0.0440693,0.0193662,0.0167876,0.0161115,0.00952089,0.00517753,0.0122098,0.0191723,0.0131103,0.0243618,0.00705741,0.0037491,0.00198567,0.010862,0.0131898,0.00688642,0.00406281,0.00378699,0.0521902,0.0192442,0.0326326,0.0152618,0.009292,0,0,0.0375275,0,0.0110085,0.0199192,0.0350876,0.0296942,0.0224806,0.0238192,0.0182517,0.015679,0,0.0287908,0.0167259,0.0188571,0.0165974,0.016473,0.0232205,0.0549576,0.0116533,0.0126511,0.01261,0.012303,0.0138258,0,0,0,0.0995685,0,0
8,0,0,0,0,0.0103098,0.0125149,0,0,0.00927175,0.0237085,0.00820915,0.0143073,0,0,0.011518,0,0.0140523,0.0057945,0.0441988,0.0152488,0.0171,0.0137429,0.00842904,0.00511698,0.00980027,0.0164744,0.00946201,0.0255007,0.00646366,0.0049933,0.00204982,0.0102968,0.00648596,0.00682407,0.00408079,0.00376997,0.052355,0.0191417,0.033328,0.0141367,0.00921696,0,0,0.0376344,0,0.0109864,0.0200441,0.0357831,0.0311811,0.0218689,0.0248211,0.0173387,0.0159705,0,0.0290905,0.0161481,0.0199466,0.0169528,0.0166975,0.024372,0.054574,0.0115928,0.0127861,0.0127207,0.0120329,0.0134496,0,0,0,0.098814,0,0
9,0,0,0,0,0.0100909,0.0123233,0,0,0.0113765,0.0236498,0.00643783,0.0127252,0,0,0.0112611,0,0.0140459,0.00576263,0.044141,0.0121677,0.0174954,0.0112166,0.0070703,0.00511365,0.00693795,0.0134681,0.00580032,0.027179,0.00545082,0.00531898,0.00229583,0.0100761,0.0102184,0.00673927,0.00409418,0.0037341,0.0523607,0.0190623,0.0340061,0.0130339,0.0090841,0,0,0.0376606,0,0.0109528,0.0200875,0.036431,0.0324244,0.0214111,0.0256248,0.0160578,0.0162658,0,0.0291297,0.015592,0.0207427,0.0173801,0.0165165,0.0251932,0.0539348,0.011499,0.0128925,0.0127844,0.0118209,0.0129777,0,0,0,0.0978497,0,0
10,0,0,0,0,0.00992208,0.0121682,0,0,0.015975,0.0236021,0.00797546,0.0111745,0,0,0.010978,0,0.0140693,0.00571702,0.0439346,0.0117465,0.0180863,0.00887007,0.00579693,0.00514741,0.00433089,0.0105382,0.00326154,0.0291343,0.00415748,0.00485256,0.00248207,0.0102349,0.015978,0.00666274,0.00406195,0.00366616,0.0522978,0.0190989,0.0348029,0.0120146,0.00890477,0,0,0.0375635,0,0.0110064,0.0200822,0.0370555,0.0337559,0.0210475,0.0264761,0.0145932,0.0165308,0,0.029281,0.0151573,0.021463,0.0178371,0.0163028,0.0259298,0.0531988,0.0114334,0.0127512,0.012807,0.0116495,0.0124575,0,0,0,0.0975973,0,0
11,0,0,0,0,0.00981046,0.0121159,0,0,0.0198384,0.0235546,0.0102747,0.00983919,0,0,0.010706,0,0.0140887,0.0056582,0.0437014,0.0135457,0.0188356,0.00725253,0.00501097,0.00511256,0.00396149,0.00790503,0.00357594,0.031006,0.00331023,0.00408304,0.0027985,0.0107762,0.0200305,0.00659648,0.00402741,0.00359472,0.0518464,0.019123,0.035537,0.0111432,0.00867279,0,0,0.0374304,0,0.0110465,0.0200512,0.0377203,0.0351968,0.0206702,0.027692,0.0131216,0.016761,0,0.029661,0.0150146,0.0223752,0.0181576,0.0161965,0.0268482,0.0520049,0.0114346,0.012611,0.0128194,0.0115251,0.0119378,0,0,0,0.0995002,0,0
12,0,0,0,0,0.00969613,0.0120476,0,0,0.0223839,0.0234887,0.0121304,0.00875834,0,0,0.0104566,0,0.0141289,0.0055828,0.0434522,0.015822,0.0195361,0.00675867,0.00473009,0.0051348,0.00569442,0.00595032,0.00521095,0.0324272,0.00360192,0.00397113,0.00321157,0.0115755,0.0222023,0.00647027,0.00400476,0.00359419,0.0517285,0.0190589,0.0368703,0.0105409,0.00861577,0,0,0.0372768,0,0.0110257,0.0200463,0.0384229,0.0372876,0.0203484,0.0290013,0.0118117,0.0169542,0,0.0298359,0.0152253,0.0233809,0.0184915,0.0165198,0.0278536,0.05092,0.0115109,0.0126569,0.0128481,0.0115305,0.0113946,0,0,0,0.0987825,0,0
13,0,0,0,0,0.00951794,0.0119619,0,0,0.0237433,0.0233144,0.0134563,0.00797513,0,0,0.0102247,0,0.0142162,0.00550799,0.0433998,0.0176631,0.0201759,0.00748286,0.00482978,0.00532222,0.00777435,0.00539248,0.00673991,0.0333157,0.00461511,0.00506446,0.00368944,0.0123656,0.0232163,0.00636776,0.00398422,0.00356748,0.0524128,0.0189821,0.0390411,0.0104784,0.00848846,0,0,0.0369736,0,0.0110206,0.0200286,0.038842,0.0402245,0.0205734,0.0297278,0.0105327,0.0170592,0,0.0303841,0.01537,0.0240587,0.0189254,0.0174112,0.0286055,0.0505378,0.0115932,0.0128308,0.0128809,0.0116872,0.0107995,0,0,0,0.0769875,0,0
14,0,0,0,0,0.0094267,0.0119993,0,0,0.0241285,0.0230863,0.0142332,0.00737906,0,0,0.00986914,0,0.0143765,0.00542649,0.0438974,0.019013,0.020514,0.00904305,0.0053298,0.00561689,0.0100098,0.0064917,0.0081794,0.033901,0.00553706,0.00661107,0.0042305,0.013076,0.0235798,0.00619039,0.00394108,0.00350687,0.0530166,0.0188752,0.0358707,0.0113611,0.00813677,0,0,0.0361702,0,0.0110112,0.0198718,0.0384763,0.0343025,0.0218098,0.0237652,0.00892193,0.0168975,0,0.0273407,0.0135475,0.01882,0.0184906,0.017352,0.023306,0.0533993,0.0116383,0.0128531,0.0129079,0.0120606,0.0101331,0,0,0,0.0295191,0,0
15,0,0,0,0,0.00930969,0.0119646,0,0,0.0233695,0.0231101,0.0141897,0.00715266,0,0,0.00959533,0,0.0143358,0.00544803,0.0438023,0.0194108,0.0211843,0.0106852,0.00586202,0.00562958,0.0110553,0.00817663,0.0090617,0.0338546,0.00627991,0.00772562,0.00470986,0.013429,0.0231012,0.00591739,0.00391134,0.00346304,0.0501256,0.0187717,0.0350583,0.0113115,0.00787702,0,0,0.0358413,0,0.0109879,0.0198078,0.0388404,0.0354043,0.0217841,0.0243725,0.00822227,0.0167764,0,0.0274073,0.013725,0.0195775,0.0177668,0.017469,0.0242605,0.0503883,0.0118033,0.0128509,0.0129298,0.012187,0.00962513,0,0,0,0.0144632,0,0
16,0,0,0,0,0.00939004,0.0121717,0,0,0.0218464,0.0230433,0.0141576,0.00675898,0,0,0.00935831,0,0.0143323,0.00548718,0.0442001,0.0206946,0.0214047,0.0125386,0.00663253,0.00561503,0.0120442,0.0104896,0.0102076,0.0340146,0.00677903,0.00796042,0.0049501,0.0136295,0.02212,0.00560926,0.00389801,0.00343079,0.0498124,0.0186897,0.0314774,0.0116797,0.00739518,0,0,0.0351304,0,0.0110004,0.0196955,0.0382207,0.0297999,0.0224993,0.0211941,0.00723983,0.0165029,0,0.0257922,0.0137027,0.0154198,0.0180065,0.0176937,0.019845,0.0516596,0.0120719,0.0127632,0.0129006,0.0124829,0.00912018,0,0,0,0.0152532,0,0
17,0,0,0,0,0.00929835,0.0122757,0,0,0.0178102,0.022802,0.0125563,0.00614446,0,0,0.00918624,0,0.0145072,0.0055663,0.0424112,0.0208559,0.02313,0.0136849,0.00839172,0.00595923,0.0106728,0.0111092,0.0101058,0.0333006,0.00738843,0.00819391,0.00471957,0.0134555,0.0187338,0.00562952,0.00395507,0.00337661,0.0358623,0.0187035,0.0329132,0.00978614,0.00704568,0,0,0.0346025,0,0.0111254,0.0196404,0.0414283,0.0332368,0.0212906,0.0210308,0.00561285,0.0171717,0.0199255,0.0210703,0.0166764,0.0158996,0.0196315,0.0145091,0.0202494,0.0309965,0.0123439,0.0126502,0.0128717,0.0128816,0.00806318,0,0,0,0.0159233,0,0
18,0,0,0,0,0.00950491,0.0124584,0,0,0.0167543,0.0226904,0.0127901,0.00578106,0,0,0.00910193,0,0.0146598,0.00545447,0.0422989,0.0224417,0.0231921,0.0146135,0.00839312,0.00591344,0.0106038,0.0115743,0.0106774,0.0336945,0.0076923,0.00825844,0.00469243,0.0134581,0.0178517,0.00558475,0.00398696,0.00334915,0.0352748,0.0187224,0.0327984,0.00967797,0.00674664,0,0,0.0343421,0,0.011169,0.019553,0.0412468,0.0335098,0.0212206,0.0211863,0.00552411,0.0173257,0.0196757,0.0208678,0.0165076,0.0161451,0.0193135,0.0147989,0.0205666,0.0293082,0.0125838,0.0126012,0.0127943,0.0130862,0.00798099,0,0,0,0.0159346,0,0
19,0,0,0,0,0.00971692,0.0125862,0,0,0.0171276,0.0226126,0.0127689,0.00541947,0,0,0.00888828,0,0.0147018,0.00529738,0.0425294,0.0222487,0.022803,0.0149037,0.00792882,0.00587925,0.0109845,0.0114731,0.0108188,0.0341743,0.00767476,0.0083278,0.00454561,0.0136293,0.0184329,0.00540805,0.0039516,0.00327085,0.0338246,0.0187448,0.0301436,0.0100321,0.00651271,0,0,0.0338999,0,0.0111825,0.019358,0.040586,0.0296353,0.0216371,0.0181875,0.00575195,0.0173974,0.0203419,0.0173651,0.0157093,0.0131324,0.0184714,0.0154907,0.0185159,0.0278398,0.0127608,0.0125263,0.0126439,0.0132128,0.00806846,0,0,0,0.0157455,0,0
20,0,0,0,0,0.00968989,0.0125366,0,0,0.0190984,0.0225662,0.0121126,0.00530553,0,0,0.0087189,0,0.0146932,0.00516859,0.0422856,0.0200734,0.0226233,0.0142021,0.00735688,0.00577972,0.0106272,0.0102114,0.00996577,0.0339007,0.00729946,0.00843421,0.00422597,0.0137302,0.0200616,0.00529031,0.00394057,0.0031564,0.03292,0.0187502,0.0295345,0.00993189,0.00638813,0,0,0.0337821,0,0.0111903,0.019235,0.0405204,0.0298987,0.0215259,0.0201783,0.00634643,0.0176309,0.0202714,0.0163695,0.0157058,0.0134354,0.0178808,0.0157861,0.0185899,0.0257426,0.0128648,0.0124431,0.0124435,0.0131678,0.00815266,0,0,0,0.0156667,0,0
21,0,0,0,0,0.00962492,0.0125517,0,0,0.021676,0.0225332,0.012953,0.00527637,0,0,0.00861419,0,0.0147127,0.00517848,0.0419161,0.0192031,0.0224078,0.0130447,0.00698864,0.00566796,0.00985082,0.00852835,0.00880885,0.0331614,0.0069651,0.00867264,0.00397564,0.0136484,0.0219515,0.0051712,0.00390518,0.00321301,0.0322093,0.0186721,0.0291551,0.00979081,0.0061649,0,0,0.0335664,0,0.0111951,0.0191604,0.0406531,0.0299126,0.021527,0.020403,0.00677481,0.0177253,0.0202342,0.0154355,0.0156902,0.0137795,0.0171038,0.016153,0.0187215,0.0233797,0.0130497,0.0123981,0.0123188,0.0132081,0.00816514,0,0,0,0.0156435,0,0
22,0,0,0,0,0.00954149,0.0126466,0,0,0.0222278,0.0225178,0.0146437,0.00515668,0,0,0.00852966,0,0.0147141,0.00518827,0.0416745,0.0198331,0.0222529,0.0125297,0.0068403,0.00552848,0.00893364,0.00734507,0.00804514,0.032224,0.00715915,0.00917368,0.0038516,0.013441,0.0221488,0.00502433,0.00387375,0.00330614,0.0318283,0.018567,0.0292452,0.00967062,0.00584172,0,0,0.0333298,0,0.0112075,0.0191254,0.0406901,0.030445,0.0214373,0.0199888,0.00696703,0.0178196,0.0201031,0,0.0158442,0.0146616,0.0163107,0.0167613,0.0194513,0.0211642,0.0133777,0.0123165,0.0122361,0.0132347,0.00825877,0,0,0,0.0158161,0,0
23,0,0,0,0,0.00951901,0.0127654,0,0,0.0195617,0.0225524,0.0139818,0.00503337,0,0,0.00837839,0,0.0146477,0.00524376,0.0416269,0.0202076,0.0224283,0.0128807,0.00715143,0.00544685,0.00807382,0.00686289,0.00795688,0.0315356,0.00717606,0.0090468,0.00406931,0.0131905,0.0199735,0.00481149,0.00392839,0.0033468,0.0311107,0.0184576,0.0290173,0.00965468,0.00544955,0,0,0.0328543,0,0.0112344,0.0190066,0.0407088,0.0307519,0.0212801,0.020383,0.00664767,0.0179402,0.0198792,0,0.0158665,0.015223,0.015702,0.0171634,0.0199951,0.0182895,0.0138883,0.0121625,0.0121439,0.013273,0.00835348,0,0,0,0.0158513,0,0
24,0,0,0,0,0.0096721,0.012829,0,0,0.0161017,0.0226195,0.0119641,0.00511305,0,0,0.00821201,0,0.0145535,0.00529466,0.0414992,0.0203571,0.0228384,0.0133969,0.00784819,0.00536386,0.00729437,0.00680925,0.00837985,0.0314064,0.00639448,0.00755914,0.00509669,0.0131102,0.0171007,0.00457369,0.00402621,0.00330893,0.0311746,0.0183492,0.0292871,0.00958668,0.00519779,0,0,0.0323569,0,0.0112241,0.0188981,0.0407619,0.0313509,0.0210468,0.0188288,0.00604357,0.0179919,0.0196691,0.0137259,0.0158245,0.0154579,0.0153196,0.0175553,0.0202421,0.0156706,0.0145353,0.0120566,0.0120351,0.0132877,0.00863767,0,0,0,0.0158433,0,0
25,0,0,0,0,0.00995758,0.0128193,0,0,0.013922,0.0226536,0.0108861,0.00524321,0,0,0.00807886,0,0.0145181,0.00518849,0.0410353,0.0202599,0.0231018,0.0119747,0.008575,0.00526632,0.0067673,0.00708423,0.00890973,0.031795,0.00585896,0.00643773,0.00644609,0.0132767,0.0149607,0.00432954,0.00404565,0.00320144,0.0318116,0.0182374,0.0296816,0.00942096,0.00523281,0,0,0.0320124,0,0.0111832,0.0188731,0.0406274,0.0320485,0.0209441,0.0183059,0.00536082,0.0178947,0.0196773,0.0129778,0.0159846,0.0158795,0.0148798,0.0180313,0.0207682,0.0131801,0.0150899,0.0121685,0.0120149,0.0132106,0.00914425,0,0,0,0.0161867,0,0
26,0,0,0,0,0.010389,0.012757,0,0,0.0133013,0.0226577,0.0104041,0.00533952,0,0,0.00807761,0,0.014632,0.00494529,0.0403311,0.0191626,0.0228833,0.00863796,0.00897919,0.00505893,0.00596124,0.00706253,0.00869964,0.0320149,0.00598241,0.00767508,0.00737632,0.0131579,0.0137715,0.00431021,0.00396236,0.00316484,0.0327717,0.0181957,0.0301082,0.00897637,0.00556065,0,0,0.0318174,0,0.0111383,0.0188428,0.040236,0.033027,0.0207458,0.0195012,0.00484508,0.0177255,0.0195454,0.0120909,0.01622,0.0164375,0.0144465,0.0184857,0.0215637,0.010914,0.0153493,0.0123607,0.0120606,0.0129431,0.0100085,0,0,0,0.0173272,0,0
27,0,0,0,0,0.0107619,0.0124667,0,0,0.0131235,0.0227271,0.00955507,0.00543233,0,0,0.00809426,0,0.014632,0.00460322,0.0398573,0.0168769,0.0221697,0.00646857,0.00892709,0.00462495,0.00388985,0.00769467,0.0075895,0.031341,0.00612421,0.00955173,0.00731564,0.0122035,0.0131691,0.00437023,0.00389421,0.00307317,0.0339107,0.0182315,0.0307233,0.00836041,0.00593136,0,0,0.0319394,0,0.0110855,0.0187893,0.0397241,0.03469,0.0205566,0.0201878,0.00455983,0.0175496,0.0195524,0,0.0165378,0.017228,0.0140826,0.0190013,0.0226766,0.00923143,0.0153139,0.0124818,0.0120838,0.0124396,0.0110898,0,0,0,0.0193017,0,0
28,0,0,0,0,0.011004,0.0119895,0,0,0.0125088,0.0230081,0.00839807,0.00583198,0,0,0.00823012,0,0.0144151,0.00437378,0.0398361,0.0143307,0.0213835,0.00733764,0.00851757,0.00388978,0.00165946,0.00961139,0.00614487,0.0298093,0.00610324,0.0105898,0.00650486,0.0107696,0.012522,0.0043946,0.00390149,0.00290569,0.0349302,0.0183315,0.0308305,0.00748885,0.00634489,0,0,0.0324601,0,0.01102,0.018693,0.0392719,0.0358338,0.0201771,0.0202285,0.00469831,0.0172512,0.0195177,0,0.0169255,0.0179159,0.0137743,0.0193358,0.023791,0.00791412,0.0149913,0.0125627,0.0120397,0.0117729,0.0121461,0,0,0,0.0206266,0,0
29,0,0,0,0,0.0111727,0.0118229,0,0,0.013385,0.0235243,0.00794314,0.00756006,0,0,0.00904052,0,0.0140487,0.00463874,0.0401875,0.0121076,0.0202252,0.00825291,0.00668401,0.00310947,0.00330981,0.0120799,0.00469751,0.0291572,0.00570342,0.0111504,0.00567754,0.00925159,0.0134425,0.00472184,0.00400106,0.00298221,0.0262056,0.0185138,0.0222243,0.00880942,0.00701688,0,0,0.0337873,0,0.0109176,0.0186866,0.0369503,0.0273299,0.0209736,0.0173171,0.00713353,0.0167174,0,0,0.0214325,0.0117508,0.0123054,0.0166945,0.014727,0.0141499,0.0144808,0.0126686,0.0119721,0.0113685,0.0129835,0,0,0,0,0,0
30,0,0,0,0,0.0111437,0.0115665,0,0,0.0106692,0.0238626,0.0060794,0.00663286,0,0,0.0096256,0,0.0139771,0.00492681,0.0401713,0.0109857,0.0203549,0.00823586,0.00721259,0.00258676,0.00539764,0.0129814,0.0040511,0.0273048,0.00501704,0.00986343,0.00478251,0.00888833,0.0105808,0.0049513,0.0040114,0.00300932,0.0321527,0.0185244,0.0285518,0.00618934,0.0070966,0,0,0.0347306,0,0.0108971,0.0188603,0.0390481,0.0378842,0.0197547,0.0203655,0.0058915,0.0164292,0.0185249,0,0.0175564,0.0182274,0.0137485,0.019072,0.0251293,0.00567572,0.0145801,0.0127675,0.0119049,0.0112942,0.0128847,0,0,0,0,0,0
31,0,0,0,0,0.0110449,0.0116275,0,0,0.0100283,0.0240967,0.00511489,0.00667898,0,0,0.0102136,0,0.0140578,0.005088,0.0398931,0.0102206,0.0200795,0.0073489,0.0069285,0.00236721,0.00536333,0.0124563,0.00363623,0.0269661,0.00441041,0.00898582,0.00455787,0.0088183,0.00995487,0.00528956,0.00389323,0.00305157,0.0311649,0.0186196,0.0270485,0.00566774,0.00722577,0,0,0.035471,0,0.0108484,0.0190163,0.0390137,0.037857,0.0196432,0.0205815,0.00607279,0.0162276,0.0183727,0,0.0173445,0.0178678,0.0140512,0.0186499,0.0251301,0.00911423,0.0146132,0.0127821,0.0118077,0.0117724,0.0124892,0,0,0,0,0,0
32,0,0,0,0,0.0109314,0.0117635,0,0,0.0102294,0.0241326,0.00447006,0.00673297,0,0,0.0108375,0,0.0141176,0.0053036,0.0397049,0.00975298,0.0198739,0.00641264,0.0066513,0.00234898,0.00435813,0.0108268,0.00327088,0.027153,0.0040252,0.00837591,0.00457015,0.00900261,0.0100985,0.00570535,0.00376411,0.00317053,0.0281807,0.0186858,0.0248056,0.00531621,0.00727994,0,0,0.036321,0,0.010827,0.0192806,0.0387322,0.0371599,0.0194022,0.0211594,0.00632182,0.0161828,0.0182378,0,0.0173329,0.0175231,0.0138777,0.0186957,0.0248424,0.0141331,0.0149598,0.012823,0.0118296,0.012513,0.0122253,0,0,0,0,0,0
33,0,0,0,0,0.0113429,0.0120147,0,0,0.0121988,0.0244625,0.00467017,0.00743717,0,0,0.0115376,0,0.0140259,0.00553275,0.0403172,0.00983186,0.0192657,0.00624791,0.00638561,0.0025688,0.0031362,0.00943225,0.00342527,0.0275845,0.00442752,0.00885704,0.00493305,0.00929727,0.0124515,0.00596556,0.00384105,0.00352227,0.0244394,0.0188675,0.0217971,0.00495466,0.00812679,0,0,0.0380894,0,0.0107742,0.0198151,0.0361351,0.0305833,0.0174439,0,0.00826501,0.0158592,0.0292731,0,0.0206528,0.019597,0.0144617,0.0223663,0.0251822,0.0148595,0.0154805,0.0128446,0.0120268,0.0130083,0.0131906,0,0,0,0.0969069,0,0
34,0,0,0,0,0.0113331,0.0121727,0,0,0.0130933,0.0244966,0.00445,0.00732266,0,0,0.0118042,0,0.014043,0.00564988,0.0406741,0.00982221,0.0192475,0.00552065,0.00597514,0.00264225,0.00206825,0.0078693,0.00328529,0.0282621,0.00460579,0.00881712,0.00485087,0.00939518,0.0138153,0.00619966,0.00386699,0.00359807,0.0200188,0.0189184,0.0186377,0.00496105,0.0081695,0,0,0.0387288,0,0.010789,0.0200906,0.0354844,0.0281204,0.0176634,0.0228441,0.00825457,0.0159603,0.0304856,0,0.0211505,0.01894,0.0151571,0.0222576,0.0242001,0.0198228,0.015874,0.0129128,0.0122075,0.0137101,0.0130989,0,0,0,0.104629,0,0
35,0,0,0,0,0.0112846,0.0121299,0,0,0.0126642,0.0243175,0.00398572,0.00653643,0,0,0.0115019,0,0.0140617,0.00562746,0.0405404,0.00981334,0.0196648,0.00492475,0.00552353,0.00254773,0.0019799,0.00676659,0.00323683,0.0287966,0.00449935,0.00818147,0.0043206,0.00936789,0.0135701,0.00621086,0.00383966,0.00348327,0.0219889,0.0188808,0.0191874,0.00424737,0.0078064,0,0,0.0387773,0,0.0108499,0.020166,0.0377519,0.0354165,0.0186745,0.0202494,0.00638701,0.0163509,0.0177546,0,0.0274978,0.0163174,0.0132861,0.0190475,0.0237304,0.0315923,0.016246,0.0129194,0.0122742,0.0140649,0.012424,0,0,0,0,0,0
36,0,0,0,0,0.0116703,0.011984,0,0,0.0136857,0.0243162,0.00438215,0.00639523,0,0,0.0112666,0,0.0140163,0.00550146,0.0402976,0.0097095,0.0196234,0.00534296,0.00543027,0.00287578,0.0022795,0.00679764,0.00358205,0.0292651,0.00471997,0.00837595,0.0041722,0.00930614,0.0149235,0.00611471,0.00386358,0.00352769,0.0225675,0.0189957,0.0200678,0.00345637,0.00822141,0,0,0.0395122,0,0.0108471,0.0203552,0.0381085,0.0376855,0.0181604,0.0225295,0.00616413,0.0166829,0.0167725,0,0.0750222,0.0180549,0.0130018,0.0199344,0.0254512,0.0346525,0.0164039,0.0129388,0.0122733,0.013637,0.012504,0,0,0,0,0,0
