Timestep,BCBB,BCBF,BCBTT,BCFT,C7,CLAV,IMU_M,IMU_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x68,x69,x70,RTHI,IMU_B,
75,0,0,0,0,0.0117174,0.0126189,0,0,0.026758,0.0210251,0.016627,0.01146,0,0,0.00203771,0,0.0157291,0.00335408,0.0403224,0.0191375,0.0212056,0.0114834,0.00760607,0.0203915,0.0080173,0.0105615,0.00932441,0.0341639,0.00979771,0.00880133,0.00546215,0.00556135,0.0340875,0.0039052,0.00407791,0.0038944,0.0292773,0.0184184,0.0398082,0.00724298,0.00905682,0,0,0.0327829,0,0.0113365,0.0200162,0.0375004,0.0625157,0.0344268,0.0129835,0.0174108,0.0162963,0.0160453,0.00871906,0,0.033129,0.0347651,0.0257665,0.0470289,0.0273801,0.0166731,0.0110047,0.0110369,0.0165854,0.00823927,0,0,0,0.0113737,0,0
76,0,0,0,0,0.0115886,0.0126131,0,0,0.0260303,0.0210437,0.0159104,0.0115449,0,0,0.00204213,0,0.0157063,0.00332055,0.0402188,0.0185517,0.0210426,0.0108157,0.0071589,0.0202244,0.00761529,0.00981244,0.00872529,0.0341926,0.00992032,0.00923734,0.0057251,0.00543265,0.0341701,0.00397637,0.00405977,0.00384352,0.03011,0.0184718,0.0393638,0.00734241,0.0091867,0,0,0.0325172,0,0.0113406,0.0200427,0.0377867,0.0598051,0.0348321,0.0104739,0.0167761,0.0164789,0.016424,0.00804877,0,0.0322238,0.0347915,0.0252412,0.0461198,0.0310034,0.0166043,0.010867,0.0109209,0.0165836,0.00856756,0,0,0,0.010318,0,0
77,0,0,0,0,0.0112878,0.012546,0,0,0.0249546,0.021011,0.0151087,0.0116241,0,0,0.00204668,0,0.0157113,0.00318366,0.0398792,0.0178736,0.0209417,0.0104708,0.00653934,0.0200978,0.00717615,0.00905905,0.0081784,0.0342446,0.0101989,0.00972119,0.00596662,0.00529626,0.0339072,0.00409354,0.00403362,0.00378218,0.0343187,0.0185067,0.0405202,0.00710205,0.00913784,0,0,0.03233,0,0.0113588,0.0197856,0.0379386,0.0586527,0.0348916,0.00695016,0.0159902,0.0167391,0.0172398,0.00805585,0,0.030037,0.0351598,0.0242317,0.0436797,0.0373519,0.0165217,0.0107541,0.0107686,0.0165204,0.00878594,0,0,0,0.00951012,0,0
78,0,0,0,0,0.0111021,0.0126799,0,0,0.0239155,0.0211867,0.0143685,0.0115435,0,0,0.00221419,0,0.0155252,0.0032411,0.0396474,0.0172142,0.020811,0.0102467,0.0059284,0.0202438,0.00676827,0.00827211,0.00771932,0.0344238,0.0105194,0.0102032,0.00619526,0.00525015,0.0334293,0.00418461,0.00403029,0.00364237,0.0352475,0.0185339,0.041515,0.00680899,0.00903546,0,0,0.032166,0,0.0113509,0.0195895,0.037826,0.0585511,0.0349032,0.00679051,0.0154064,0.0168853,0.0177416,0.00854152,0,0.0287233,0.0354811,0.0237315,0.0420013,0.0400854,0.0164586,0.0107814,0.0106961,0.0166268,0.00885678,0,0,0,0.00884281,0,0
79,0,0,0,0,0.0108538,0.0127138,0,0,0.0223654,0.0215198,0.0137278,0.011038,0,0,0.00253151,0,0.0152101,0.00342421,0.0395493,0.0165194,0.0206789,0.0101814,0.0055448,0.0204201,0.006253,0.00744534,0.00736821,0.0346451,0.0108162,0.0106032,0.00637962,0.00525838,0.0327821,0.00424858,0.00413434,0.00354938,0.0341312,0.0185687,0.0416034,0.00655726,0.00885681,0,0,0.0319841,0,0.0113734,0.0194333,0.0375428,0.0585994,0.0348593,0.00834616,0.0150649,0.0170195,0.0176634,0.0101296,0,0.0278483,0.0356736,0.0233053,0.0405309,0.040234,0.0163785,0.0108297,0.0106396,0.0166492,0.00883562,0,0,0,0,0,0
80,0,0,0,0,0.0105099,0.0125057,0,0,0.0203915,0.02169,0.0131573,0.0104626,0,0,0.0025407,0,0.0150585,0.00345958,0.0394076,0.0158485,0.0204066,0.0101409,0.00525656,0.0203262,0.00553205,0.00639918,0.00708148,0.0346449,0.0110299,0.010848,0.00657697,0.005197,0.0322296,0.00444907,0.00421567,0.00349937,0.0334471,0.0185941,0.0405776,0.00617918,0.00852998,0,0,0.0318536,0,0.0114002,0.019224,0.0373004,0.0573346,0.0344163,0.0111358,0.0146556,0.0173033,0.0175107,0.0127527,0,0.0262697,0.0358147,0.022252,0.0379962,0.0399523,0.0163127,0.0107594,0.0105258,0.016453,0.00867238,0,0,0,0.0092927,0,0
81,0,0,0,0,0.0101969,0.0122493,0,0,0.0183895,0.0215906,0.0129541,0.00999748,0,0,0.00213518,0,0.0151793,0.0033164,0.0391665,0.0153195,0.0200773,0.0104845,0.00506741,0.0199605,0.00474817,0.00559488,0.00716216,0.0344846,0.0112688,0.0110459,0.00689618,0.00507239,0.0314667,0.00472134,0.00423649,0.00345112,0.0326364,0.018578,0.0390083,0.00588557,0.00816441,0,0,0.0316381,0,0.0113973,0.0189817,0.0368762,0.0556862,0.0339635,0.0127186,0.0142332,0.0176938,0.0174542,0.0150765,0,0.0248836,0.0356727,0.0214662,0.0358606,0.0393484,0.0162887,0.0105922,0.0103818,0.0162422,0.00848542,0,0,0,0.0111737,0,0
82,0,0,0,0,0.0099737,0.0120358,0,0,0.0166997,0.0216353,0.0131363,0.00959911,0,0,0.00193875,0,0.0151403,0.00324123,0.0387892,0.0149641,0.0196879,0.0111893,0.00503784,0.019495,0.00386515,0.00532232,0.00770935,0.0342069,0.0114224,0.0112121,0.00736561,0.00497953,0.0305214,0.00479994,0.00425107,0.00334252,0.0312961,0.0185833,0.03857,0.00588431,0.00785824,0,0,0.0313925,0,0.0114176,0.0187414,0.0360801,0.0561494,0.0335818,0.0132281,0.0141943,0.0179045,0.0173129,0.0173603,0,0.0249983,0.0358357,0.0217564,0,0.0386048,0.0162469,0.0105542,0.0103306,0.0161022,0.00825791,0,0,0,0.0134747,0,0
83,0,0,0,0,0.00975146,0.011794,0,0,0.0164386,0.0217321,0.0142551,0.00906378,0,0,0.0016622,0,0.0150265,0.00312809,0.0380229,0.0152115,0.0194563,0.0123563,0.00496432,0.0190014,0.00327651,0.00595584,0.00912521,0.0342906,0.0117631,0.0118787,0.0081844,0.00485823,0.0299872,0.00490899,0.00423757,0.0031901,0.0305401,0.0186402,0.036153,0.00537011,0.00778719,0,0,0.0312529,0,0.0113959,0.0184587,0.0351004,0.0525177,0.0333126,0.0132921,0.0134684,0.0181737,0.0184641,0.0182961,0,0.0218984,0.0352078,0.0188773,0.031523,0.0378995,0.015966,0.0106012,0.0102172,0.0158893,0.00831574,0,0,0,0.0131785,0,0
84,0,0,0,0,0.0094263,0.0114224,0,0,0.0178084,0.0218022,0.0157626,0.00839731,0,0,0.00127815,0,0.015047,0.00291968,0.0372503,0.0156775,0.0191701,0.0133278,0.00489479,0.0183866,0.00282719,0.00752974,0.0109626,0.0342777,0.0119857,0.0129535,0.00909276,0.00486632,0.0297418,0.00503139,0.00424073,0.00303364,0.0310522,0.0186531,0.0356356,0.00510111,0.00759576,0,0,0.031383,0,0.011376,0.0182446,0.0338933,0.051073,0.0326992,0.0158995,0.0128202,0.0185412,0.0195071,0.0194051,0,0.0203368,0.0344324,0.0170166,0.0285945,0.0385987,0.0156692,0.0106998,0.0101672,0.0155226,0.00829213,0,0,0,0.013327,0,0
85,0,0,0,0,0.00915528,0.0111188,0,0,0.0215096,0.0218919,0.0174931,0.00781915,0,0,0.00101006,0,0.0150489,0.00275216,0.0366272,0.0161522,0.0189173,0.0143655,0.00478811,0.0177622,0.00260237,0.00981826,0.0129471,0.0343223,0.012261,0.0147217,0.010026,0.00510251,0.0300304,0.00515107,0.0042576,0.00289521,0.0319866,0.0186463,0.0357694,0.0048887,0.00751024,0,0,0.0315101,0,0.0113094,0.0180951,0.0327363,0.0499125,0.0320644,0.019028,0.012212,0.0188724,0.020259,0.020379,0,0.0190446,0.0333103,0.0156187,0.0264882,0.039755,0.0153361,0.0107881,0.0101395,0.0151732,0.00833192,0,0,0,0.0132401,0,0
86,0,0,0,0,0.00897891,0.0108706,0,0,0.0270749,0.0219801,0.0204485,0.00685143,0,0,0.00126445,0,0.0149538,0.00268709,0.0365408,0.0180645,0.0185531,0.0121245,0.00471756,0.0170693,0.00258601,0.0101354,0.0124745,0.0343244,0.0117526,0.0167243,0.0116346,0.00363786,0.0317371,0.0052432,0.00425851,0.00271875,0.0325182,0.0186465,0.0361743,0.00503302,0.00751289,0,0,0.0318633,0,0.0112707,0.0180336,0.0318968,0.0487522,0.0316091,0.022424,0.0121277,0.0192006,0.0207296,0.0210279,0,0.0184199,0.0322657,0.0148091,0.0253527,0.0409588,0.0151411,0.0108854,0.010111,0.0148869,0.00834928,0,0,0,0.0131014,0,0
87,0,0,0,0,0.00909833,0.0108348,0,0,0.0328758,0.0220166,0.0203128,0.00602724,0,0,0.00179653,0,0.0149435,0.00267719,0.0360975,0.0160735,0.0185593,0.0169704,0.00456339,0.0166153,0.00283764,0.0155899,0.0161892,0.0345579,0.0132727,0.0195248,0.0110034,0.00634633,0.0358258,0.00536543,0.00426035,0.00250277,0.031205,0.0186426,0.0351796,0.00498086,0.00761492,0,0,0.0317471,0,0.011229,0.0178746,0.032016,0.0462953,0.031274,0.0240612,0.0115186,0.0192105,0.0207856,0.0211713,0,0.0178237,0.0311445,0.0145493,0.0247197,0.0402681,0.0150029,0.0109946,0.0101062,0.0148349,0.00846083,0,0,0,0.012874,0,0
88,0,0,0,0,0.00916771,0.0106571,0,0,0.038902,0.0221405,0.0213145,0.00538484,0,0,0.00249083,0,0.0149202,0.00274293,0.0360735,0.0162074,0.018433,0.0182716,0.00446669,0.0159896,0.00413224,0.0186677,0.0175946,0.0349867,0.0140713,0.0219489,0.0111392,0.00735018,0.0414698,0.00551676,0.00425085,0.00240354,0.0300099,0.0186574,0.0341763,0.00499496,0.00780569,0,0,0.0318935,0,0.0111916,0.0178461,0.0327994,0.0440414,0.0311155,0.024067,0.0109382,0.0192802,0.0206083,0.021363,0,0.0176259,0.0305365,0.0147393,0.0248303,0.0395137,0.0149073,0.0111306,0.0101679,0.014648,0.00860324,0,0,0,0.0128448,0,0
89,0,0,0,0,0.00924791,0.0105019,0,0,0.044473,0.0222945,0.0222737,0.00484944,0,0,0.00317162,0,0.014868,0.00290717,0.0361226,0.0174829,0.0182141,0.0191385,0.00434355,0.0153413,0.00583073,0.0216037,0.0187369,0.0354209,0.0148152,0.0242691,0.0111394,0.00856835,0.0470434,0.00556154,0.00419365,0.00228819,0.0311475,0.0186442,0.0350227,0.00537102,0.00791123,0,0,0.0322215,0,0.0111839,0.0180318,0.0336699,0.043635,0.0308509,0.0258536,0.010687,0.0192657,0.0203287,0,0,0.0195411,0.0301798,0.0156606,0,0.0406473,0.0149317,0.0113754,0.010236,0.0145005,0.00868763,0,0,0,0.0138129,0,0
90,0,0,0,0,0.00934774,0.0104912,0,0,0.0494136,0.0224527,0.0235251,0.00410041,0,0,0.00389246,0,0.0147867,0.00310959,0.0360418,0.0203411,0.0181473,0.0200299,0.00406651,0.0147692,0.00783766,0.0242671,0.0197841,0.0363352,0.0157708,0.0267337,0.0114716,0.00980636,0.0519101,0.00562425,0.00413205,0.00224584,0.0302577,0.0186362,0.033803,0.00475308,0.00821313,0,0,0.0324964,0,0.0111049,0.0182202,0.0344578,0.0410128,0.0308255,0.0226453,0.00979987,0.0192134,0.0199215,0.0211365,0,0.0187788,0.0303066,0.0154231,0.0267755,0.0392384,0.0148389,0.0114928,0.0102741,0.0143755,0.00891252,0,0,0,0.0128504,0,0
91,0,0,0,0,0.00924645,0.0103895,0,0,0.0536371,0.0225896,0.0250291,0.00340145,0,0,0.00458601,0,0.0147082,0.0032624,0.0360237,0.0238874,0.0181403,0.0207975,0.0039243,0.0140756,0.00972793,0.0265709,0.0204173,0.0371296,0.0166823,0.0290557,0.0119108,0.0111597,0.0569636,0.00572568,0.00411342,0.0022343,0.0308676,0.0186434,0.0339427,0.00434266,0.00849189,0,0,0.0330703,0,0.0110591,0.0183081,0.0348758,0.0400788,0.0307743,0.0220053,0.00891887,0.0191993,0.0195668,0.0205903,0,0.019638,0.0303642,0.015563,0.0274877,0.0390969,0.0148745,0.0115676,0.0102945,0.0140632,0.00918369,0,0,0,0.0132605,0,0
92,0,0,0,0,0.00922218,0.0103196,0,0,0.0573999,0.0226915,0.0266224,0.00294385,0,0,0.00505212,0,0.014631,0.00330948,0.0362148,0.0277732,0.0181135,0.0212976,0.00376501,0.0134488,0.011356,0.0283665,0.0205091,0.037711,0.0173436,0.0308658,0.0122925,0.0126227,0.0631941,0.0058219,0.0041189,0.00224193,0.031839,0.0186738,0.0345403,0.00400852,0.00866949,0,0,0.0335286,0,0.0110489,0.0184093,0.0348909,0.0398877,0.0306773,0.021713,0.00815755,0.0191225,0.0191941,0.0208334,0,0.0203368,0.0304143,0.0157713,0.0279571,0.0393767,0.0149762,0.0117742,0.0103561,0.0137406,0.00945375,0,0,0,0,0,0
93,0,0,0,0,0.00928909,0.0103155,0,0,0.0615251,0.0227475,0.0281404,0.00268914,0,0,0.00539772,0,0.0146161,0.003369,0.0364018,0.0311865,0.0183733,0.0215758,0.00393342,0.012928,0.012445,0.0297573,0.0200011,0.0379389,0.0178126,0.0323212,0.0128123,0.014101,0.0710355,0.00589647,0.0041201,0.0022351,0.0322108,0.0186664,0.0341389,0.00371255,0.0086445,0,0,0.033787,0,0.0110493,0.0185255,0.0348725,0.0383776,0.0305452,0.0210951,0.00767628,0.0191031,0.0189616,0.0215448,0,0.0195023,0.0302177,0.015193,0.026818,0.03904,0.015116,0.0120581,0.010463,0.0135507,0.00966455,0,0,0,0.01503,0,0
94,0,0,0,0,0.00949948,0.0103393,0,0,0.0661526,0.022785,0.0293289,0.00284262,0,0,0.00562997,0,0.0145905,0.00340497,0.0365659,0.0326999,0.0184781,0.0219785,0.00442228,0.0124791,0.013273,0.0311029,0.0191435,0.037896,0.0183491,0.0335415,0.0134501,0.0154059,0.0782991,0.00590586,0.00413737,0.00227704,0.0316898,0.0186478,0.0331318,0.00370685,0.00850016,0,0,0.0338045,0,0.0110459,0.0185602,0.0344268,0.0366341,0.030371,0.0211584,0.00733835,0.0191021,0.0189481,0.0222339,0,0.0183051,0.0298476,0.0144919,0.0252684,0.03808,0.0152581,0.012251,0.0105875,0.0133933,0.00979438,0,0,0,0.0153705,0,0
95,0,0,0,0,0.00979802,0.0103766,0,0,0.0699166,0.022817,0.0304402,0.00299952,0,0,0.00578075,0,0.0145748,0.00342679,0.0362392,0.0317724,0.0183981,0.0228286,0.00501073,0.0121262,0.0140568,0.0326783,0.0182996,0.037713,0.0190926,0.0348538,0.0142427,0.0164873,0.0840912,0.0058719,0.00413549,0.00236624,0.0298032,0.0186368,0.0309265,0.00392553,0.00822688,0,0,0.0335929,0,0.0110496,0.0184893,0.0338637,0.03367,0.0303025,0.0205944,0.00712313,0.0191087,0.0190692,0.0218373,0,0.016279,0.0294238,0.0135553,0.0229462,0.0357811,0.015359,0.0122642,0.0105526,0.0133283,0.00984681,0,0,0,0.0150929,0,0
96,0,0,0,0,0.0101197,0.0104192,0,0,0.0728024,0.0228344,0.0316062,0.00318963,0,0,0.00589622,0,0.0145536,0.0035,0.0361235,0.0296248,0.0183229,0.0236061,0.00547601,0.0118455,0.0146487,0.0340191,0.0176428,0.0373897,0.0197746,0.0361085,0.0151577,0.0172821,0.0889444,0.00583131,0.0041354,0.00252853,0.0280621,0.0185936,0.02918,0.00415587,0.00794412,0,0,0.0331719,0,0.0110136,0.0183401,0.0336373,0.0312014,0.0302321,0.0198544,0.00684993,0.0190046,0.0192736,0.0208185,0,0.0144218,0.0289548,0.012913,0.0209233,0.0336814,0.0152963,0.0122635,0.0104466,0.0133343,0.00979701,0,0,0,0.0144871,0,0
97,0,0,0,0,0.0103214,0.0104314,0,0,0.075349,0.0228326,0.0328005,0.00349894,0,0,0.00594958,0,0.0145472,0.00357663,0.0362084,0.0275168,0.0181764,0.0238688,0.00549605,0.0116046,0.0149985,0.0349353,0.0172529,0.0370516,0.0201846,0.0370419,0.0157014,0.0178781,0.0930553,0.00579643,0.00413709,0.00265232,0.0272869,0.0185454,0.0286272,0.00443586,0.0076998,0,0,0.0326092,0,0.0109965,0.0181518,0.0334087,0.0301238,0.0302012,0.0189761,0.00629225,0.0187798,0.0195929,0.020146,0,0.0133482,0.0285825,0.0127913,0.0198847,0.0326617,0.0152179,0.0123239,0.0104412,0.0132805,0.00972146,0,0,0,0,0,0
98,0,0,0,0,0.0103923,0.0104288,0,0,0.0777242,0.0228232,0.033984,0.00375841,0,0,0.00603849,0,0.0145595,0.00364487,0.0360772,0.0261227,0.0180685,0.0237746,0.00504599,0.0113926,0.0150923,0.0353852,0.0171087,0.0367469,0.0203854,0.0377421,0.0160226,0.0183704,0.0969058,0.00574152,0.00410463,0.00273245,0.0273073,0.0185305,0.0283268,0.00455779,0.00751261,0,0,0.0320799,0,0.0110194,0.0179375,0.0333655,0.0296205,0.0301271,0.0180243,0.00535858,0.0186177,0.0200374,0.0197319,0,0.0128207,0.0282895,0.012487,0.0193725,0.0325268,0.0151888,0.0123924,0.0105265,0.013187,0.00970749,0,0,0,0,0,0
99,0,0,0,0,0.0104299,0.0103857,0,0,0.0796542,0.0228692,0.0350384,0.0038038,0,0,0.00620675,0,0.0145214,0.00370709,0.0358533,0.0253086,0.0178832,0.0234503,0.00425909,0.0111465,0.0150594,0.0354404,0.0171695,0.0364462,0.0204102,0.0381955,0.0162816,0.0187459,0.100258,0.00567516,0.00408803,0.00277988,0.027031,0.0185092,0.0281189,0.00464381,0.00742267,0,0,0.0315872,0,0.0110312,0.0178152,0.0333218,0.0293582,0.0300356,0.0172327,0.00418749,0.0183572,0.0204381,0.0196787,0,0.0131796,0.0279951,0.012254,0.0197897,0.0322536,0.014966,0.0125164,0.0105863,0.0130778,0.00970607,0,0,0,0,0,0
100,0,0,0,0,0.0104722,0.010325,0,0,0.0810815,0.0229415,0.0358085,0.00355713,0,0,0.00630116,0,0.0144422,0.00370178,0.0356697,0.024581,0.0176459,0.0229253,0.00332341,0.0108343,0.0148909,0.035099,0.0173591,0.0361621,0.0201528,0.0383634,0.0163497,0.0189854,0.10243,0.0055516,0.00410387,0.00275221,0.0268795,0.0184689,0.0281059,0.00472303,0.00740444,0,0,0.031161,0,0.011028,0.0177873,0.0332922,0.0291611,0.0299303,0.015623,0.00287269,0.0180615,0.0206586,0.0195458,0,0.0133002,0.0275762,0.0125039,0.0200797,0.0320465,0.0147332,0.0126849,0.0106362,0.0129834,0.00967951,0,0,0,0,0,0
101,0,0,0,0,0.0118583,0.00937491,0,0,0.0804786,0.0234971,0.0365818,0.0077312,0,0,0.00735702,0,0.0141987,0.0035966,0.037757,0.0242797,0.0147978,0.0206565,0.00336195,0.0092095,0.0138357,0.0333955,0.0164122,0.0335401,0.0190622,0.0370277,0.0161044,0.0193384,0.101948,0.00596937,0.00418995,0.00290032,0.0524415,0.018581,0.0314314,0.00747068,0.00816947,0,0,0.0326702,0,0.0109538,0.0182365,0.0313367,0.0228508,0.0231676,0.031264,0.00217081,0.0171522,0,0.035357,0,0.0229922,0,0.0275703,0.0289313,0.0582687,0.0148213,0.0132396,0.0108118,0.010583,0.0113941,0,0,0,0,0,0
102,0,0,0,0,0.0109952,0.0102359,0,0,0.0818258,0.0228977,0.0364537,0.00262837,0,0,0.00692788,0,0.0145568,0.00373462,0.0356888,0.0228358,0.0170501,0.0213774,0.00201614,0.0100162,0.0139729,0.0332664,0.0177202,0.0353488,0.0190046,0.037726,0.0158956,0.0190269,0.103313,0.00559455,0.0039112,0.00260571,0.0284571,0.0184055,0.0296604,0.00474093,0.00779827,0,0,0.0308832,0,0.0109019,0.0178354,0.0336753,0.0310213,0.0291334,0.0133536,0.000797816,0.0175612,0.0216009,0.01795,0,0.0137056,0.0265707,0.0143585,0.0216714,0.0329578,0.014371,0.0130229,0.010889,0.0126719,0.0099839,0,0,0,0,0,0
103,0,0,0,0,0.0115452,0.00966276,0,0,0.0809067,0.0229053,0.0357493,0.00608047,0,0,0.00718583,0,0.0146361,0.00367275,0.0360898,0.0215406,0.016118,0.0206003,0.00450842,0.00896161,0.0129419,0.0327468,0.0171436,0.0322959,0.0184391,0.0371343,0.0150404,0.0192407,0.10269,0.00545541,0.00386146,0.00259194,0.017736,0.0182761,0.0271105,0.00695743,0.00747843,0,0,0.0312937,0,0.0109398,0.0180911,0.0350951,0.0333705,0.0240696,0.0193788,0.00162764,0.0171494,0.0198461,0.0191917,0,0.024665,0,0.0221888,0.0351585,0.0170174,0.0147979,0.0133313,0.0110919,0.0116609,0.0100739,0,0,0,0,0,0
104,0,0,0,0,0.0114799,0.010251,0,0,0.080236,0.0228856,0.0364201,0.00228653,0,0,0.00744306,0,0.0146635,0.00386372,0.0356169,0.0212828,0.0164101,0.0185443,0.00221017,0.00938309,0.0124568,0.0301719,0.017792,0.0344914,0.0170278,0.0354432,0.0147636,0.0186327,0.100461,0.00568204,0.00379911,0.0026525,0.0317343,0.0184227,0.0321412,0.00595745,0.00839194,0,0,0.0309777,0,0.0108015,0.0178804,0.0340756,0.0326928,0.0284728,0.0115008,0.00317284,0.0170942,0.0223622,0.0171517,0,0.011893,0.0274239,0.0132204,0.0190656,0.0357644,0.0141036,0.0132305,0.0110672,0.0124384,0.0101764,0,0,0,0,0,0
105,0,0,0,0,0.0112211,0.00988135,0,0,0.0787731,0.0229769,0.0362119,0.00283309,0,0,0.00750943,0,0.0146323,0.00383247,0.0356831,0.0206918,0.0161419,0.0165686,0.00225934,0.00879495,0.0116354,0.0282875,0.0176102,0.033787,0.0155476,0.0336412,0.0141306,0.0183893,0.0982761,0.00566481,0.00380155,0.00266658,0.0284062,0.0183941,0.0289406,0.00647055,0.00870081,0,0,0.0317522,0,0.010843,0.0181779,0.034285,0.0293805,0.0277117,0.011762,0.00436108,0.01704,0.0221057,0.0176058,0,0.0111703,0.0253069,0.0121592,0.0189094,0.0322099,0.0139231,0.0132418,0.0111541,0.0118761,0.0100667,0,0,0,0,0,0
106,0,0,0,0,0.0112582,0.00983203,0,0,0.0770031,0.0230013,0.0358878,0.00372397,0,0,0.00759245,0,0.0145697,0.00387578,0.0357577,0.0205175,0.0157924,0.0142478,0.00230348,0.00848771,0.0108134,0.0261917,0.017379,0.0332048,0.0138225,0.0313938,0.0135569,0.0180402,0.0957387,0.00571292,0.00380686,0.00265325,0.0282597,0.0184176,0.0284349,0.00704567,0.00904844,0,0,0.0322831,0,0.0108283,0.0184182,0.0345477,0.0285818,0.027197,0.0118807,0.00541219,0.017105,0.0222697,0.0172659,0,0.0106648,0.0247949,0.0120407,0.0182638,0.0317637,0.0137445,0.0132773,0.01126,0.0116675,0.00996454,0,0,0,0,0,0
107,0,0,0,0,0.0113523,0.00980259,0,0,0.0751584,0.0230336,0.0356103,0.00460803,0,0,0.00772419,0,0.0144517,0.00390376,0.035779,0.0207661,0.015339,0.0116344,0.00274712,0.00821166,0.00982947,0.0237672,0.0172319,0.032765,0.011837,0.0289127,0.0128043,0.0176116,0.092899,0.00581236,0.00380135,0.00260408,0.0308264,0.0184702,0.0301367,0.00778493,0.0094366,0,0,0.0328437,0,0.010797,0.0185909,0.0348686,0.0295745,0.0267999,0.0117888,0.00673194,0.0172364,0.0228821,0.0178008,0,0.0102784,0.0253709,0.0125077,0.0175093,0.0340274,0.0136247,0.0134036,0.0114191,0.0115139,0.0103655,0,0,0,0,0,0
108,0,0,0,0,0.0113912,0.00965615,0,0,0.0731133,0.0231003,0.0352825,0.00570146,0,0,0.00789331,0,0.0144816,0.00390694,0.0358599,0.0213399,0.0147334,0.00878047,0.00319531,0.00794679,0.00882437,0.0209768,0.0172829,0.0322244,0.00948415,0.0260124,0.0117538,0.0171587,0.0896234,0.00598124,0.00384363,0.0025757,0.028619,0.0185094,0.0273799,0.00831273,0.00979578,0,0,0.0335491,0,0.0108194,0.0189112,0.0351437,0.0259501,0.026253,0.0115795,0.00796227,0.0174946,0.0226716,0.0179266,0,0.00966184,0.0237977,0.0117216,0.0172415,0.0314931,0.0136488,0.0136245,0.0115834,0.0113101,0.0105518,0,0,0,0,0,0
109,0,0,0,0,0.0116467,0.00967402,0,0,0.0706677,0.023218,0.0352465,0.00710574,0,0,0.00803263,0,0.0144984,0.00390612,0.0360984,0.0231306,0.0139846,0.0063832,0.00427815,0.00779261,0.00820816,0.0176991,0.0178585,0.0317984,0.00641634,0.0221723,0.0104401,0.0166603,0.0857952,0.00616057,0.00384528,0.0025819,0.0283762,0.0185944,0.0262938,0.00897376,0.0103094,0,0,0.0341677,0,0.0108338,0.0193395,0.035473,0.0241442,0.0257518,0.0112699,0.00931529,0.0179113,0.0227937,0.0174711,0,0.00869835,0.0232382,0.0114662,0.0165663,0.0309281,0.0136477,0.0138082,0.0116563,0.0111967,0.0105729,0,0,0,0,0,0
110,0,0,0,0,0.0119514,0.00979702,0,0,0.0676868,0.0233416,0.0353707,0.00879366,0,0,0.00824755,0,0.0144486,0.00397461,0.0363634,0.0261956,0.013172,0.00820441,0.00628292,0.00767773,0.00897954,0.0156317,0.0192524,0.0315635,0.00299655,0.0175912,0.0089166,0.01619,0.0813073,0.00643642,0.00385089,0.00270074,0.0311615,0.0187086,0.0279557,0.00998048,0.0110219,0,0,0.0349862,0,0.0108191,0.0197692,0.035899,0.0250138,0.0253018,0.0113726,0.0111345,0.0184607,0.0234575,0.0170502,0,0.00808634,0.0239789,0.0121615,0.0146189,0.0334346,0.0136392,0.0140203,0.0117435,0.0110759,0.0109612,0,0,0,0,0,0
111,0,0,0,0,0.0121186,0.00983578,0,0,0.0645781,0.023403,0.0350672,0.0102105,0,0,0.00848324,0,0.014344,0.00404776,0.0367741,0.0283831,0.0126427,0.0120565,0.00794018,0.00755252,0.0108329,0.016121,0.0208542,0.0312339,0.00204622,0.0136957,0.0074973,0.0158697,0.0768652,0.00668511,0.00388493,0.00291907,0.0312694,0.0187961,0.0274385,0.0108556,0.0116522,0,0,0.0359294,0,0.0108388,0.0199946,0.0364337,0.0239298,0.024856,0.012271,0.012715,0.0189898,0.0237891,0.017122,0,0.00774317,0.0234008,0.0121293,0.0137514,0.0333699,0.0137621,0.0143216,0.0118451,0.0109129,0.011443,0,0,0,0,0,0
112,0,0,0,0,0.0122131,0.00984634,0,0,0.0613743,0.0233934,0.0341702,0.0113852,0,0,0.00872631,0,0.0142196,0.00411118,0.0373119,0.0292065,0.0124526,0.0152662,0.00899011,0.0074444,0.0128857,0.0179446,0.0221834,0.0307336,0.00375273,0.0107566,0.00629919,0.0156212,0.072683,0.00687318,0.00392141,0.00298804,0.0293726,0.0188471,0.02519,0.0114036,0.0121564,0,0,0.0367182,0,0.0108644,0.0202606,0.0370254,0.0214134,0.024407,0.0130848,0.0138072,0.0193534,0.0237854,0.0174549,0,0.00698654,0.0219842,0.0112755,0.0133062,0.0313633,0.0139513,0.0145557,0.0120717,0.0107296,0.0118596,0,0,0,0,0,0
