Timestep,,BCBB,BCBF,BCBTT,BCFT,C7,CLAV,IMU_B,IMU_M,IMU_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x68,x69,x70,RTHI
33,0,0,0,0,0,0.00466498,0.0068308,0,0,0,0.0133223,0.0203924,0.00356343,0.0114905,0,0,0.0117373,0,0.0167574,0.00783453,0.031934,0.0172245,0.0231932,0.0126341,0.0110452,0.00902836,0.00957006,0.0150283,0.00753913,0.026306,0.0087767,0.0131162,0.00424077,0.00888249,0.0140041,0.00961523,0.00408154,0.00483048,0.0362358,0.0155548,0.0424698,0.00925071,0.0136354,0,0,0.0358661,0,0.0134291,0.020522,0.0466803,0.0494934,0.019144,0.0348953,0.0097148,0.0224174,0.0396171,0.0429289,0.0407248,0.0145324,0.0235284,0.0128895,0.0162136,0.0638446,0.0179647,0.013207,0.0154943,0.0056919,0.0115762,0,0,0,0
34,0,0,0,0,0,0.0138303,0.00698075,0,0,0,0.0133827,0.0227145,0.00416108,0.0123158,0,0,0.00473353,0,0.014851,0.0038792,0.031095,0.0182941,0.0234612,0.0126766,0.00818524,0.00142434,0.00960674,0.0153793,0.0070019,0.0277301,0.00765844,0.0120547,0.00272451,0.00709968,0.0157678,0.0013605,0.00376746,0.00315509,0.0393645,0.018997,0.0474134,0.0107106,0.0127604,0,0,0.0379937,0,0.0107347,0.0197849,0.0446768,0.0475023,0.0160079,0.0252146,0.0147919,0.0179182,0.0318448,0.0286311,0.0290628,0.0112032,0.0228556,0.0191303,0.0219016,0.055597,0.0140212,0.0143005,0.0152348,0.00532474,0.00643636,0,0,0,0
35,0,0,0,0,0,0.0136356,0.0052223,0,0,0,0.014138,0.0231127,0.00310006,0.011157,0,0,0.00423111,0,0.0147091,0.00296423,0.0321921,0.0180915,0.0222635,0.0125732,0.00916756,0.00331603,0.00918838,0.0153191,0.00703496,0.0272714,0.00739035,0.0115487,0.00269953,0.00731312,0.0179375,0.000554157,0.00399397,0.00292171,0.0117935,0.0189994,0.0280081,0.00823629,0.0138531,0,0,0.041667,0,0.0111266,0.0210369,0.0446364,0.0357957,0.0136554,0.0190677,0.0167136,0.0185247,0.0081051,0.0119504,0.018068,0.0215111,0.0186062,0.0240235,0.0301886,0.0141779,0.0161233,0.0147434,0.0154647,0.00771354,0.00620148,0,0,0,0
36,0,0,0,0,0,0.014093,0.0051364,0,0,0,0.0147503,0.0232506,0.00285862,0.0102638,0,0,0.00442512,0,0.0146536,0.00285846,0.0328202,0.017085,0.0218006,0.0117294,0.00898387,0.00398511,0.00869291,0.015021,0.00719295,0.0268145,0.00705181,0.0110412,0.00260276,0.00728696,0.018774,0.000879295,0.00404106,0.00291513,0.00911749,0.0191409,0.0278787,0.00775444,0.0145464,0,0,0.0423398,0,0.0112,0.0212703,0.0457066,0.0404845,0.0123028,0.0195273,0.0158496,0.0186316,0.0173587,0.0062955,0.0155943,0.0243647,0.0180471,0.0258685,0.034439,0.00654201,0.0169003,0.014747,0.0153542,0.00813937,0.00581516,0,0,0,0.0145009
37,0,0,0,0,0,0.0139807,0.00509672,0,0,0,0.0156423,0.0232586,0.00353891,0.00988478,0,0,0.00447633,0,0.0146368,0.00286919,0.0326984,0.0160149,0.0216862,0.0110653,0.0088076,0.00393226,0.00815977,0.0144555,0.00705146,0.026903,0.00711035,0.0112602,0.00262487,0.00705032,0.0199939,0.000971149,0.0040689,0.00295151,0.00825055,0.0192624,0.0254311,0.00790767,0.0144828,0,0,0.0425457,0,0.011252,0.0212934,0.0455582,0.0377229,0.012782,0.0208011,0.0146799,0.0188884,0.0157601,0.0063257,0.015388,0.0244931,0.0180973,0.0254448,0.0343523,0.0123181,0.0171584,0.0145801,0.0152107,0.00812577,0.00541502,0,0,0,0
38,0,0,0,0,0,0.0137028,0.00500812,0,0,0,0.0167027,0.0232447,0.00481874,0.00956522,0,0,0.00435567,0,0.0146566,0.00281746,0.0324222,0.0151713,0.0216403,0.0109252,0.00848072,0.00375108,0.00769787,0.0135918,0.00678744,0.0272278,0.00757146,0.0121949,0.00285777,0.00690659,0.0214253,0.00107568,0.00407628,0.00297932,0.00943757,0.019361,0.0229294,0.00794522,0.0142942,0,0,0.0425394,0,0.0112861,0.0212259,0.0452424,0.0341049,0.0135424,0.0223734,0.0133333,0.0189651,0.0136571,0.00652307,0.0150307,0.0243217,0.018066,0.024715,0.0336067,0.0158328,0.017197,0.0143861,0.0150552,0.00781482,0.00510577,0,0,0,0.0141862
39,0,0,0,0,0,0.0134664,0.0049055,0,0,0,0.0179126,0.0232066,0.00637611,0.00928887,0,0,0.00416754,0,0.0147063,0.0027857,0.0322081,0.0146526,0.0215958,0.0110037,0.00806172,0.00361812,0.00728335,0.0126837,0.00633875,0.027684,0.00814891,0.0134135,0.00319389,0.00688703,0.022963,0.00124539,0.00406363,0.00303996,0.0108548,0.0194488,0.0216051,0.00802298,0.0140671,0,0,0.0424897,0,0.0113082,0.0211516,0.0451796,0.0319269,0.01416,0.0241992,0.0120905,0.0189142,0.0128993,0.00687931,0.0146474,0.0244875,0.0178207,0.0243041,0.0330667,0.0171682,0.0171184,0.0142592,0.0149165,0.00729144,0.00493661,0,0,0,0.0139335
40,0,0,0,0,0,0.0133241,0.00478077,0,0,0,0.0190215,0.0231446,0.00770882,0.00907401,0,0,0.00398733,0,0.014769,0.00272482,0.0320963,0.0143027,0.0215739,0.0109812,0.0076348,0.0035863,0.00689231,0.0117553,0.00569904,0.0281315,0.00856565,0.0141485,0.00345608,0.00691174,0.0243531,0.00142414,0.00405566,0.00302952,0.0114603,0.0195342,0.0205542,0.00826277,0.0137358,0,0,0.0423371,0,0.0113262,0.0210218,0.0451595,0.0301444,0.0146383,0.0262902,0.0109904,0.018744,0.0130625,0.00696011,0.0145876,0.0248981,0.0174258,0.024305,0.0327427,0.0175481,0.0170003,0.0141394,0.0147901,0.00651661,0.00480625,0,0,0,0.0138046
41,0,0,0,0,0,0.0132211,0.00467913,0,0,0,0.019838,0.0230701,0.00847881,0.0089748,0,0,0.00388182,0,0.0147701,0.0027385,0.0320648,0.0138965,0.0215328,0.0106796,0.00733708,0.00366512,0.00653438,0.0107772,0.00492644,0.0285051,0.00860137,0.014103,0.00364859,0.00683879,0.025368,0.00153059,0.0040292,0.00306475,0.0108179,0.0196057,0.019487,0.00861987,0.0133151,0,0,0.0422056,0,0.0113385,0.0208815,0.0451496,0.0285636,0.0151079,0.0280614,0.0101116,0.0185368,0.0133876,0.00734358,0.015103,0.0255311,0.0172348,0.024516,0.0328458,0.0171378,0.0168919,0.0140207,0.0147015,0.00566069,0.00471265,0,0,0,0.0140539
42,0,0,0,0,0,0.0130274,0.00466713,0,0,0,0.0202379,0.0230129,0.00878602,0.00897634,0,0,0.00373607,0,0.0147663,0.00275328,0.0320662,0.0133485,0.0215132,0.0101499,0.00717224,0.00381344,0.00623065,0.00980972,0.0041391,0.0288091,0.00831661,0.0134016,0.0037923,0.00661288,0.0259079,0.00154358,0.00404157,0.00305142,0.00948879,0.0196761,0.0187706,0.00892,0.0128763,0,0,0.0420066,0,0.0113626,0.0207117,0.0451616,0.0271369,0.0157427,0.0301183,0.00939814,0.0184076,0.0133571,0.00802862,0.0159185,0.026159,0.017427,0.0245813,0.0331513,0.0157487,0.0167248,0.0138613,0.014626,0.00481998,0.00463966,0,0,0,0.0144759
43,0,0,0,0,0,0.0127552,0.00475102,0,0,0,0.0204379,0.0229134,0.00892948,0.00894228,0,0,0.00360693,0,0.0148383,0.00270344,0.032045,0.0126824,0.0215113,0.00970281,0.00712515,0.00396065,0.00594594,0.00900942,0.00348175,0.0290526,0.00799168,0.0124983,0.00382906,0.00626781,0.0261945,0.00156183,0.00402986,0.00295937,0.00799521,0.019727,0.0183904,0.00909031,0.0125004,0,0,0.0417167,0,0.0113836,0.0205229,0.045168,0.0261526,0.0164961,0.03175,0.00883516,0.0182701,0.013152,0.00893242,0.0166503,0.0267202,0.0177936,0.0244856,0.0334041,0.0142056,0.0164643,0.0137012,0.0145034,0.00409859,0.00465887,0,0,0,0.0148945
44,0,0,0,0,0,0.0124372,0.00486362,0,0,0,0.0207569,0.0228692,0.00926096,0.00885917,0,0,0.00356857,0,0.0147803,0.00269721,0.0319657,0.0121001,0.0214247,0.00944387,0.00714568,0.00405785,0.00558078,0.00834661,0.002957,0.0293119,0.00779035,0.0119354,0.003995,0.00590615,0.0265984,0.00153517,0.00399324,0.00288082,0.00652933,0.0197853,0.0184147,0.00922598,0.0122402,0,0,0.04144,0,0.0114033,0.0203013,0.0452037,0.0258431,0.0172762,0.0327525,0.00846032,0.0181515,0.0131401,0.00957247,0.0174208,0.0270947,0.0180598,0.0244307,0.0335081,0.0124375,0.0162207,0.0135437,0.0143459,0.00363781,0.00471929,0,0,0,0.0153025
45,0,0,0,0,0,0.0122255,0.00507953,0,0,0,0.0212676,0.0227964,0.00993897,0.00886088,0,0,0.00366799,0,0.014733,0.00272303,0.0318503,0.0117022,0.0213195,0.00926224,0.0072243,0.00418738,0.00521226,0.00748875,0.00245556,0.029634,0.00779782,0.0117664,0.00427891,0.0056338,0.0272123,0.00160362,0.00397856,0.00280191,0.00524817,0.0198492,0.0188115,0.00935891,0.0121268,0,0,0.0412413,0,0.0114331,0.0200802,0.0452291,0.0258269,0.0180382,0.0331376,0.00830831,0.0180055,0.0132074,0.00979824,0.0180068,0.0269027,0.0181673,0.024407,0.0333675,0.010454,0.0160452,0.0133759,0.0141849,0.00333534,0.00471123,0,0,0,0.0155143
46,0,0,0,0,0,0.0121397,0.00536243,0,0,0,0.021943,0.0227681,0.0109169,0.00882743,0,0,0.00378802,0,0.0147049,0.00283613,0.0317431,0.0115195,0.0212499,0.00913553,0.00738967,0.00441663,0.00488694,0.00655502,0.00184119,0.0300084,0.00800785,0.0118619,0.00466406,0.00545792,0.0279883,0.00178761,0.00399147,0.00278271,0.00388597,0.0198639,0.0195113,0.009496,0.0120978,0,0,0.0411293,0,0.0114092,0.0199127,0.0452656,0.0260865,0.0187718,0.0331085,0.00815426,0.0178778,0.0133979,0.00973083,0.0182931,0.026615,0.0182017,0.024524,0.0331866,0.00829063,0.0159527,0.0131761,0.0140492,0.00325327,0.00466085,0,0,0,0.0155182
47,0,0,0,0,0,0.0121653,0.00565631,0,0,0,0.0227425,0.0227891,0.0119602,0.00884963,0,0,0.00395611,0,0.0146769,0.00297777,0.0316252,0.0114632,0.02124,0.0091107,0.00758268,0.00476841,0.00458572,0.00567083,0.00135215,0.0303498,0.00832945,0.0120327,0.00506496,0.00533053,0.0289265,0.0020018,0.00400577,0.00278475,0.0030672,0.0198822,0.020344,0.00968544,0.012133,0,0,0.0411715,0,0.0113908,0.0198525,0.0453005,0.0266566,0.0195184,0.0329356,0.00803066,0.0176897,0.0137561,0.0094584,0.0182484,0.0263932,0.0182246,0.0248445,0.033163,0.00644983,0.01591,0.0129913,0.0139759,0.00342203,0.00460071,0,0,0,0.0153764
48,0,0,0,0,0,0.0122461,0.0059743,0,0,0,0.0235801,0.0227738,0.0128695,0.00907358,0,0,0.00410664,0,0.0146985,0.0030938,0.0314946,0.0113971,0.0212664,0.00936751,0.00783065,0.00526023,0.00434051,0.00476698,0.00145703,0.0306639,0.00860682,0.0122102,0.00548394,0.00522011,0.0299172,0.00225137,0.00399308,0.00278976,0.00351392,0.0199198,0.0211288,0.0100025,0.0122,0,0,0.0412689,0,0.0114011,0.0198759,0.0454241,0.0273157,0.0203319,0.0327253,0.00778447,0.0175388,0.0142462,0.00943757,0.0178344,0.0261327,0.0183462,0.0251882,0.0331744,0.00570814,0.0158708,0.0128828,0.0139632,0.00374376,0.00458764,0,0,0,0.0150764
49,0,0,0,0,0,0.0122767,0.00624736,0,0,0,0.0242427,0.0227369,0.0135942,0.0093232,0,0,0.00411238,0,0.0147384,0.00312672,0.0313399,0.0114783,0.0213439,0.00970814,0.00799546,0.00592566,0.00406177,0.00394738,0.00205324,0.0309754,0.00876504,0.0122583,0.00593263,0.0051247,0.0306673,0.00248372,0.00395396,0.00279772,0.00442001,0.019908,0.0216081,0.0103464,0.0122525,0,0,0.0413267,0,0.0113902,0.0198772,0.0456387,0.0277905,0.0212579,0.0324268,0.00746678,0.0173529,0.0147441,0.00949836,0.0169778,0.0256778,0.0186285,0.0253682,0.0324907,0.00605631,0.0158094,0.0128902,0.0139784,0.00405524,0.00467509,0,0,0,0.0145051
50,0,0,0,0,0,0.0122211,0.00647131,0,0,0,0.0246235,0.0227012,0.0141775,0.00954768,0,0,0.00401194,0,0.0147671,0.00313586,0.0311497,0.0117124,0.0214386,0.00996072,0.00801729,0.00669931,0.00381041,0.00323335,0.00281868,0.0313127,0.0088934,0.0121779,0.0063673,0.00505572,0.0310906,0.00268244,0.00393588,0.00282195,0.0053152,0.0198794,0.0218712,0.0106499,0.0122509,0,0,0.0413398,0,0.0113683,0.0198675,0.0459146,0.0281502,0.0222447,0.0315346,0.00702532,0.0172588,0.0151817,0.00914287,0.015766,0.0251572,0.0190186,0.0253896,0.03179,0.0068996,0.0156834,0.0128703,0.0140321,0.00428547,0.00486308,0,0,0,0.0136908
51,0,0,0,0,0,0.012157,0.00669654,0,0,0,0.0246886,0.0226206,0.014703,0.00978124,0,0,0.00379194,0,0.0147898,0.0031221,0.0308701,0.012115,0.0215552,0.0101953,0.00798187,0.00760036,0.00365616,0.00261168,0.00363364,0.0317096,0.00924065,0.0120699,0.00674408,0.00503213,0.0311616,0.00283985,0.00391823,0.0029249,0.00642971,0.0198458,0.0219845,0.0110013,0.0121826,0,0,0.0414901,0,0.0113385,0.0199198,0.0461345,0.0281183,0.0232808,0.0302724,0.00664945,0.0172334,0.0156143,0.00844805,0.0141947,0.0245905,0.0193443,0.0251605,0.031239,0.00806194,0.0155643,0.0128454,0.0140954,0.00443149,0.00511848,0,0,0,0.0126664
52,0,0,0,0,0,0.0120821,0.00688622,0,0,0,0.0249956,0.0225256,0.0152648,0.0100787,0,0,0.00356352,0,0.0148423,0.00307397,0.0305961,0.0124103,0.0217715,0.0105654,0.00789343,0.00847008,0.00357097,0.0022231,0.00436448,0.0321079,0.00956831,0.0121527,0.00712166,0.00502802,0.0314607,0.00293632,0.00391301,0.00297351,0.00686001,0.0198338,0.0219519,0.0114385,0.0120782,0,0,0.0415325,0,0.0113249,0.0198798,0.0461534,0.0281537,0.0243388,0.0293115,0.00642365,0.0172112,0.0161612,0.00747838,0.0124224,0.0240193,0.0194541,0.0247282,0.0308702,0.0082142,0.0154632,0.0127841,0.0140785,0.00442225,0.00534644,0,0,0,0.0115027
53,0,0,0,0,0,0.0120694,0.00706797,0,0,0,0.0255577,0.0224391,0.0158777,0.0105176,0,0,0.00331562,0,0.0148781,0.00301666,0.0303643,0.012858,0.022123,0.0110466,0.00776583,0.0093546,0.00360837,0.00198498,0.00502574,0.0324781,0.0098651,0.0123297,0.00749069,0.00505529,0.0320499,0.00292854,0.00388809,0.00299617,0.00687383,0.0198177,0.021466,0.0120326,0.0119843,0,0,0.0416203,0,0.0113044,0.0198387,0.045982,0.0278413,0.025373,0.0283211,0.00641894,0.0171958,0.0169808,0.00619194,0.0104959,0.0234043,0.0194778,0.0240696,0.0305061,0.00822206,0.0153944,0.0127059,0.0140557,0.00423958,0.00552744,0,0,0,0.0102339
54,0,0,0,0,0,0.0120282,0.00719007,0,0,0,0.0262511,0.0223672,0.0165862,0.0110811,0,0,0.00308248,0,0.0149104,0.0029551,0.0301096,0.0134625,0.022473,0.0116074,0.00770315,0.0101732,0.00382851,0.00190052,0.00566912,0.0328971,0.0101983,0.0125281,0.00787127,0.00512912,0.0328695,0.00286084,0.00390881,0.00302761,0.00614875,0.019802,0.0201866,0.0128189,0.0118579,0,0,0.0417075,0,0.0112903,0.019799,0.0457455,0.0267991,0.026382,0.0271405,0.00659903,0.0172287,0.0182839,0.00542786,0.00839365,0.0224049,0.0195314,0.0230006,0.0297795,0.00807773,0.0153121,0.0126703,0.0140244,0.00407177,0.00580581,0,0,0,0.00882823
55,0,0,0,0,0,0.0120464,0.00721874,0,0,0,0.027423,0.0223585,0.0176542,0.0123892,0,0,0.00276288,0,0.0149329,0.00277941,0.0294698,0.0144583,0.0230423,0.0124232,0.00860451,0.0108401,0.00418923,0.00183875,0.0064442,0.03366,0.0108368,0.0130878,0.00851232,0.00534647,0.0343571,0.00289128,0.00393226,0.00310096,0.00996495,0.0198262,0.0118992,0.0149758,0.0118107,0,0,0.042319,0,0.0112573,0.0199643,0.0452216,0.0157868,0.0276261,0.0247903,0.00710682,0.0175053,0.0226923,0.00600822,0.00332102,0.015949,0.0196775,0.0165984,0.0232001,0.00961886,0.015371,0.0127586,0.0140644,0.00415297,0.00611791,0,0,0,0.00440518
56,0,0,0,0,0,0.0118849,0.00733768,0,0,0,0.028169,0.0223014,0.0184966,0.013163,0,0,0.00252229,0,0.0149787,0.00269101,0.0292804,0.0152493,0.0235497,0.0132229,0.00885739,0.0113862,0.0044861,0.00237857,0.00720218,0.0341427,0.0113051,0.0132748,0.00898895,0.00554221,0.0352025,0.00287108,0.00396759,0.00313808,0.0128119,0.0197591,0.0118486,0.0160031,0.0118744,0,0,0.042618,0,0.0112416,0.0200744,0.045121,0.0148349,0.0287612,0.022249,0.00721843,0.0174956,0.0240919,0.00587781,0.00184475,0.0138148,0.0208506,0.0150589,0.0217725,0.0118869,0.0153517,0.0128095,0.0141596,0.00419397,0.00654841,0,0,0,0.00206522
57,0,0,0,0,0,0.0118354,0.00757671,0,0,0,0.0289229,0.0222161,0.0193027,0.0138454,0,0,0.00232644,0,0.0150157,0.0026329,0.029266,0.0160509,0.0240543,0.0140266,0.00904395,0.0119504,0.00481357,0.00312265,0.00799519,0.0346094,0.0117878,0.0134733,0.00945271,0.00575767,0.0359762,0.00287063,0.00397512,0.00321296,0.0148051,0.0196981,0.0121808,0.0168024,0.0120832,0,0,0.0426885,0,0.0112292,0.0201501,0.0452201,0.0136636,0.0298246,0.0192876,0.00728575,0.0173924,0.0250058,0.00547256,0.00352386,0.0120061,0.0220899,0.0137727,0.0207355,0.0135232,0.0152893,0.0128473,0.0142659,0.00425388,0.00697,0,0,0,0.000613254
58,0,0,0,0,0,0.011865,0.00784251,0,0,0,0.0296277,0.0221222,0.020098,0.0144963,0,0,0.00217207,0,0.0150466,0.0026259,0.029418,0.0168721,0.0245319,0.0148231,0.00930758,0.0124923,0.00517551,0.00389375,0.00879764,0.0350472,0.0122257,0.0137231,0.00992423,0.0059977,0.0366857,0.00288247,0.00397721,0.00330015,0.0166998,0.0196428,0.013061,0.0174125,0.0123135,0,0,0.0426919,0,0.0112192,0.0202112,0.0454464,0.0127669,0.0307881,0.016013,0.00744181,0.017367,0.0257149,0.00537788,0.00573167,0.0104582,0.0233034,0.0124836,0.0202029,0.0152262,0.0152163,0.0129248,0.0143988,0.00435862,0.00736299,0,0,0,0.00224034
59,0,0,0,0,0,0.011946,0.0080806,0,0,0,0.030255,0.0220473,0.0208685,0.0150769,0,0,0.00201315,0,0.0150942,0.00264423,0.0296919,0.0175592,0.0249692,0.0155896,0.00963696,0.0129946,0.00562346,0.00478231,0.00958438,0.0354335,0.0126266,0.013946,0.010363,0.00625144,0.037331,0.00291774,0.00398414,0.00334175,0.0185253,0.0195845,0.0145938,0.0178179,0.0125987,0,0,0.0426495,0,0.0112084,0.0202535,0.0457358,0.0128949,0.031702,0.0123782,0.00772354,0.0173194,0.0262426,0.00552807,0.00783031,0.0095747,0.0245662,0.0112683,0.0208401,0.0167664,0.0151154,0.0130238,0.0145271,0.00451366,0.00773337,0,0,0,0.00402038
60,0,0,0,0,0,0.0120128,0.00834785,0,0,0,0.0308371,0.0219748,0.0216177,0.0154651,0,0,0.00189201,0,0.0151622,0.00266518,0.0299894,0.0183011,0.025354,0.0163455,0.00985694,0.0135014,0.00613528,0.0058747,0.0103471,0.0358142,0.0130445,0.0141572,0.0107424,0.00652136,0.0379395,0.00291398,0.00399734,0.00334776,0.0201398,0.0195132,0.0169707,0.0181271,0.0128802,0,0,0.042497,0,0.0111972,0.0202885,0.0460004,0.0145942,0.0324964,0.00851917,0.0076276,0.0171098,0.0265123,0.00582641,0.0097078,0.00931646,0.0259375,0.0107476,0.0223128,0.0176077,0.0150162,0.0131291,0.0146437,0.00467987,0.00806841,0,0,0,0.00562022
61,0,0,0,0,0,0.0120338,0.0086067,0,0,0,0.0314966,0.0219153,0.022378,0.0157415,0,0,0.00183399,0,0.0152479,0.00268283,0.0302305,0.0190989,0.0256771,0.0171282,0.0100523,0.0138972,0.00668165,0.00696128,0.0110589,0.0362293,0.0134955,0.0143892,0.0111018,0.00678336,0.0387053,0.00296116,0.00401066,0.00338998,0.0213911,0.0194514,0.019156,0.0183254,0.0131117,0,0,0.042299,0,0.0111882,0.0203214,0.046209,0.0171857,0.0331812,0.00481443,0.00727864,0.016807,0.0266098,0.00680937,0.0114397,0.00989846,0.0276181,0.010456,0.0223259,0.0180988,0.0149379,0.0131979,0.0147264,0.00488869,0.00840494,0,0,0,0.00708049
62,0,0,0,0,0,0.0119985,0.00883927,0,0,0,0.0322424,0.0218657,0.0231102,0.0159139,0,0,0.0018664,0,0.0153086,0.00269063,0.0304205,0.0198819,0.0259572,0.0178455,0.0102432,0.0142408,0.00728714,0.00787597,0.0116601,0.0366342,0.0139161,0.0146066,0.0113877,0.00701428,0.0395704,0.00307955,0.00400634,0.00341506,0.0225733,0.0193933,0.0214892,0.0184008,0.0132864,0,0,0.0421342,0,0.0111752,0.0203504,0.0463335,0.0202384,0.0338281,0.00431775,0.00703294,0.0164544,0.026722,0.00806605,0.0129851,0.0115221,0.0294672,0.010673,0.0224013,0.0185589,0.0149095,0.0132646,0.0147845,0.00511242,0.00873023,0,0,0,0.00829166
63,0,0,0,0,0,0.0119519,0.00907011,0,0,0,0.0330025,0.0217886,0.023889,0.0161014,0,0,0.00199373,0,0.0153623,0.00270584,0.0306193,0.020718,0.0261599,0.0182817,0.0103158,0.0145755,0.00795573,0.00859683,0.0120716,0.0370008,0.014092,0.0147068,0.0115299,0.00694539,0.0404979,0.00316414,0.00402074,0.00344418,0.023943,0.0193323,0.0243137,0.018263,0.013404,0,0,0.0419098,0,0.0111766,0.0203538,0.0463768,0.0240686,0.0343293,0.00824508,0.0069186,0.0161584,0.0267415,0.00934924,0.0142361,0.0137045,0.0310588,0.0117643,0.0237206,0.0190988,0.0148544,0.0132879,0.0147918,0.00532444,0.00903049,0,0,0,0.00906968
64,0,0,0,0,0,0.0118304,0.00927931,0,0,0,0.0343937,0.0216706,0.0261382,0.0157756,0,0,0.00229715,0,0.0154411,0.0028359,0.0307427,0.0230726,0.0261005,0.017709,0.0100896,0.0147455,0.00963559,0.00967936,0.0123521,0.0377457,0.0132855,0.0147143,0.0119793,0.00586626,0.0424739,0.0031633,0.00406982,0.00350602,0.0255968,0.0192313,0.0274067,0.0177579,0.013338,0,0,0.0416268,0,0.0112137,0.0203886,0.0463688,0.0283074,0.0345465,0.0132173,0.00679555,0.0159499,0.0264109,0.0109812,0.0150035,0.0157209,0.0320393,0.0134055,0.0255105,0.0198966,0.0147848,0.0132996,0.0148094,0.00539112,0.00922257,0,0,0,0.00935768
65,0,0,0,0,0,0.0118398,0.00956179,0,0,0,0.0357861,0.021589,0.0278874,0.0152928,0,0,0.00257506,0,0.015466,0.00297639,0.0309992,0.0250131,0.0258846,0.017316,0.00967026,0.014921,0.010816,0.0105983,0.0126619,0.0381905,0.0129731,0.0149531,0.0126761,0.00604431,0.0441881,0.0031619,0.0041223,0.00359157,0.0276844,0.0191349,0.0307609,0.0169684,0.0132904,0,0,0.0413045,0,0.0112156,0.020405,0.0464883,0.0328147,0.0343826,0.0183977,0.00672648,0.015651,0.0257374,0.012268,0.0152015,0.0173283,0.0320857,0.0147933,0.0278727,0.0213914,0.0147745,0.0133632,0.0148336,0.00552637,0.00926474,0,0,0,0.00913535
66,0,0,0,0,0,0.0119257,0.00986658,0,0,0,0.0367178,0.0215818,0.0287194,0.0147509,0,0,0.00278086,0,0.0154137,0.00308226,0.0313618,0.0260529,0.025633,0.0169862,0.00905252,0.0150386,0.0114249,0.0111242,0.0127581,0.0382633,0.0127512,0.0150079,0.0129826,0.00632348,0.0452856,0.00314469,0.0041724,0.00369906,0.0295378,0.0190402,0.0338309,0.0158777,0.0133116,0,0,0.0409736,0,0.0112169,0.0204243,0.0467263,0.0360652,0.0338443,0.0230941,0.00672367,0.0152257,0.0247676,0.0135353,0.0146896,0.0198241,0.0312523,0.0152271,0.0300067,0.0233405,0.0147877,0.0134556,0.0149185,0.00572207,0.00916316,0,0,0,0.00858387
67,0,0,0,0,0,0.0120176,0.0101228,0,0,0,0.0374654,0.0216023,0.0291474,0.0141617,0,0,0.00287046,0,0.015389,0.00311057,0.0317361,0.0266237,0.0253654,0.0166668,0.0083934,0.015156,0.0117986,0.0113872,0.0127479,0.0381622,0.0125208,0.0149864,0.0131641,0.00653087,0.0461523,0.00310805,0.00417552,0.00372566,0.0301475,0.0189629,0.0355263,0.0146412,0.0132909,0,0,0.0406619,0,0.0112143,0.0205127,0.0470564,0.0370312,0.0330456,0.0272725,0.00671456,0.0147675,0.0237401,0.0148695,0.0138951,0.022052,0.0302777,0.0147512,0.0310902,0.0249751,0.0148449,0.0135616,0.0150686,0.00593338,0.00894007,0,0,0,0.00833748
68,0,0,0,0,0,0.0119767,0.0103167,0,0,0,0.0372058,0.021625,0.0284185,0.0136169,0,0,0.00296001,0,0.015371,0.00306234,0.0320272,0.0261402,0.0252521,0.0163666,0.00760958,0.0150933,0.0116762,0.0112211,0.0124188,0.037675,0.0121732,0.0144965,0.0125928,0.00605536,0.0459279,0.00302847,0.00417087,0.00360953,0.0153677,0.0189142,0.0193959,0.0131124,0.0131318,0,0,0.04002,0,0.0112005,0.0204609,0.0472037,0.0248527,0.03213,0.0284066,0.00670911,0.0143522,0.0217022,0.0139085,0.0126439,0.0230726,0.0280772,0.0108169,0.0258526,0.0236451,0.0147146,0.0136348,0.0151566,0.00612457,0.00885886,0,0,0,0.00863094
69,0,0,0,0,0,0.0118713,0.0105591,0,0,0,0.0363774,0.0215841,0.0271033,0.0131509,0,0,0.00314443,0,0.0154035,0.00305718,0.0322917,0.0251773,0.025202,0.0160798,0.00674701,0.0150326,0.0113209,0.0109188,0.0118977,0.0370212,0.011805,0.0138011,0.0116236,0.00523459,0.0450648,0.00294403,0.0041971,0.00357329,0.0326155,0.0189,0.0227207,0.0117177,0.0129351,0,0,0.039083,0,0.0112298,0.0202325,0.0472411,0.0349941,0.0314011,0.028577,0.00694303,0.0138378,0.0192247,0.0124509,0.0118457,0.0259085,0.0297363,0.0184256,0.0240616,0.0437991,0.0144509,0.0135481,0.0151559,0.00636404,0.00892882,0,0,0,0.00914223
