Timestep,,BCBB,BCBF,BCBTT,BCFT,C7,CLAV,IMU_B,IMU_M,IMU_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x68,x69,x70,RTHI
108,0,0,0,0,0,0.0160929,0.00737717,0,0,0,0.0759106,0.0231646,0.0390951,0.0117032,0,0,0.00689558,0,0.0146603,0.00336371,0.0331209,0.0273967,0.0151055,0.00958193,0.0151913,0.00607743,0.00418027,0.0185145,0.0170996,0.0299825,0.00918607,0.0242207,0.0126649,0.0170919,0.0916006,0.00378831,0.00440227,0.00329838,0.0571914,0.0191143,0.0424496,0.0147976,0.0155836,0,0,0.0396017,0,0.0110044,0.0207828,0.0414046,0.0309148,0.0215404,0.0599024,0.022207,0.0157487,0.0398336,0,0.0290311,0.053716,0.0730796,0.0474571,0,0.057373,0.0154118,0.0165905,0.0152577,0.00903937,0.00667619,0,0,0,0
109,0,0,0,0,0,0.0162752,0.00739222,0,0,0,0.0719643,0.0229712,0.0372353,0.011503,0,0,0.00685821,0,0.0148574,0.00324921,0.0346967,0.0265582,0.013268,0.00885731,0.0137553,0.00605677,0.00490062,0.0174522,0.0180255,0.0285272,0.00619695,0.0202503,0.0104157,0.0165602,0.086515,0.0037207,0.00429633,0.00322714,0.0938808,0.0190556,0.0495069,0.0120931,0.0157162,0,0,0.0393485,0,0.0110164,0.0207209,0.0422104,0.0363443,0.0205575,0.0712906,0.0203673,0.0155394,0,0,0.0536327,0.0704148,0.0589026,0,0,0.10239,0.0152078,0.0167398,0.0152497,0.00904203,0.00666983,0,0,0,0
110,0,0,0,0,0,0.0166562,0.00723095,0,0,0,0.0710341,0.0229226,0.0372779,0.013167,0,0,0.00713547,0,0.0148686,0.00338429,0.0324526,0.0275461,0.0147607,0.0103244,0.0150706,0.00580863,0.00565806,0.016531,0.0193065,0.0280544,0.00399832,0.0175054,0.00920201,0.0161073,0.0848771,0.00367633,0.00427394,0.00321496,0.0518962,0.0191145,0.034235,0.0155578,0.0156406,0,0,0.0396099,0,0.0109951,0.0207431,0.042223,0.0300809,0.0199485,0.0501005,0.0235455,0.0164076,0.0373332,0,0.0276803,0.0476634,0.08198,0.0397711,0,0.0537249,0.0152664,0.0167627,0.0151305,0.00871241,0.00706716,0,0,0,0
111,0,0,0,0,0,0.00691321,0.00316905,0,0,0,0.0658156,0.0206757,0.0337518,0.0139116,0,0,0.00929414,0,0.0165925,0.00608212,0.0332199,0.0245789,0.0141862,0.0132468,0.0109432,0.00899181,0.00863273,0.0186926,0.0220148,0.026937,0.00439264,0.0140653,0.006764,0.017961,0.0789256,0.00630922,0.00461623,0.00488184,0.0600702,0.0160743,0.0445399,0.0128722,0.0112413,0,0,0.0391574,0,0.0134351,0.021288,0.0409192,0.0369908,0.020904,0.0560502,0.0177253,0.0180554,0.041233,0,0.0301281,0.0530083,0.074581,0.0474925,0,0.0590032,0.0168274,0.0161528,0.0150831,0.00849246,0.00527288,0,0,0,0
112,0,0,0,0,0,0.00526899,0.00373925,0,0,0,0.063029,0.0204018,0.0327798,0.0149161,0,0,0.00973449,0,0.0167864,0.00652849,0.0339684,0.0248677,0.014066,0.0159288,0.0103785,0.0103201,0.0114308,0.0205679,0.0238081,0.026126,0.00510807,0.0110176,0.0049587,0.0181281,0.0752943,0.00766111,0.00468573,0.00496296,0.0603323,0.0156689,0.0459111,0.0120781,0.010659,0,0,0.0384818,0,0.0136968,0.021359,0.0407834,0.0388275,0.0209774,0.0550147,0.015869,0.018615,0.0406629,0,0.0292614,0.0525682,0.0741882,0,0,0.0585063,0.0171186,0.016073,0.0152561,0.00811508,0.00643094,0,0,0,0
113,0,0,0,0,0,0.00403314,0.00471502,0,0,0,0.060538,0.0202286,0.0319205,0.0157633,0,0,0.0103676,0,0.0168592,0.00702807,0.034623,0.0248475,0.0144389,0.0181993,0.0103551,0.0116044,0.0139273,0.0228693,0.0252474,0.0254203,0.00622835,0.00864483,0.00330001,0.0183053,0.0721642,0.00894453,0.00475959,0.00514683,0.0592035,0.0154274,0.0446486,0.0114132,0.0103657,0,0,0.0379401,0,0.0138393,0.021628,0.0408523,0.0376027,0.0208526,0.0528634,0.0144523,0.0192681,0.0396537,0,0.0277687,0.0504939,0.0752906,0.0456556,0,0.057543,0.0175117,0.0161054,0.015485,0.00819814,0.00764392,0,0,0,0
114,0,0,0,0,0,0.00330945,0.00624017,0,0,0,0.0577712,0.0200656,0.0305675,0.0165004,0,0,0.0112035,0,0.0170417,0.00764629,0.0354315,0.024362,0.0149364,0.0199715,0.0107113,0.0132686,0.0162386,0.0252016,0.0264194,0.0248404,0.00732965,0.00669183,0.00190376,0.01849,0.0690097,0.0104784,0.00481475,0.00540015,0.0594158,0.0151381,0.0449038,0.0107703,0.0104429,0,0,0.0375556,0,0.0140269,0.0220737,0.0408783,0.0381284,0.0208182,0.0512224,0.0130659,0.0201435,0.0392522,0,0.0270994,0.0494456,0.0759001,0.0448493,0,0.0576448,0.0180616,0.0162067,0.0157882,0.00891722,0.00911861,0,0,0,0
115,0,0,0,0,0,0.00384401,0.00784538,0,0,0,0.0545688,0.0198689,0.0287282,0.017009,0,0,0.0120971,0,0.0171303,0.00824976,0.0363128,0.0232489,0.0154795,0.0213252,0.0112569,0.0148649,0.0185402,0.0272797,0.0272973,0.0243624,0.00836946,0.00489223,0.00110818,0.0184438,0.0654489,0.0119315,0.00485019,0.00570983,0.059884,0.0148424,0.0454282,0.010194,0.0108837,0,0,0.037288,0,0.0141717,0.0223,0.0409371,0.038815,0.0207849,0.0496476,0.0118256,0.0210631,0.0391057,0,0.0267874,0.0483674,0.076757,0.0443091,0,0.0580437,0.0186971,0.0162225,0.0160535,0.00993556,0.0105822,0,0,0,0
116,0,0,0,0,0,0.00298803,0.0073548,0,0,0,0.0503778,0.0198742,0.0262953,0.0171202,0,0,0.0113366,0,0.0169004,0.00775883,0.0392004,0.0214286,0.0148208,0.0216831,0.0116472,0.0136132,0.0199775,0.0282839,0.0270556,0.0235965,0.00916749,0.00352071,0.00214463,0.018004,0.0606438,0.0111277,0.004626,0.00538386,0.0833836,0.0147912,0.0480092,0.00779483,0.0107458,0,0,0.0369197,0,0.0141915,0.0221,0.0415121,0.0381813,0.0212679,0.0587482,0.00937305,0.0202078,0,0,0.0449395,0.0602504,0.067154,0.0535376,0,0.0883277,0.0182047,0.0160861,0.0160458,0.00954564,0.0100583,0,0,0,0
117,0,0,0,0,0,0.00402011,0.00881493,0,0,0,0.0463182,0.0197793,0.0241941,0.0172296,0,0,0.012012,0,0.0169191,0.00813637,0.0401336,0.0193571,0.0154069,0.021678,0.0123391,0.0147195,0.0210298,0.0292133,0.0265903,0.0230434,0.009494,0.00308987,0.0030917,0.0176325,0.055962,0.0121064,0.00457889,0.00552565,0.0887057,0.014624,0.0477036,0.00772849,0.0118462,0,0,0.0370822,0,0.0142342,0.0227468,0.04326,0.0384565,0.0206271,0.057578,0.0089411,0.0210911,0,0,0.0482935,0.0611337,0.0667185,0.0536979,0,0.0956178,0.0193125,0.0162546,0.0164278,0.0106539,0.0112239,0,0,0,0
118,0,0,0,0,0,0.00534005,0.0101326,0,0,0,0.0416377,0.0196742,0.0215044,0.0171791,0,0,0.013012,0,0.017094,0.00872552,0.0411706,0.0168831,0.0160136,0.0204127,0.0131662,0.0161504,0.021198,0.0289769,0.0252603,0.022381,0.00933319,0.00293226,0.00381231,0.0173293,0.0505282,0.0133514,0.00467753,0.00576672,0.0907621,0.0144148,0.0476227,0.00741867,0.0126097,0,0,0.03694,0,0.0143315,0.0231639,0.0441495,0.0388753,0.0204523,0.0563259,0.00828921,0.0218519,0,0,0.0495997,0.0608816,0.0670623,0.0532792,0,0.0984149,0.0200918,0.0163458,0.0167074,0.0116028,0.0124681,0,0,0,0
119,0,0,0,0,0,0.0083713,0.0126722,0,0,0,0.0366666,0.0193387,0.0190428,0.0171521,0,0,0.0151974,0,0.0172839,0.0100762,0.0399279,0.0151695,0.0179439,0.0191369,0.0142787,0.0192946,0.0214575,0.0290727,0.0239811,0.021784,0.00901814,0.00266364,0.0040909,0.0168187,0.0445754,0.0159668,0.00499143,0.00650606,0.0685838,0.0141229,0.0484292,0.00930464,0.0139734,0,0,0.0368201,0,0.0145188,0.0237931,0.0421974,0.0429092,0.0193291,0.0436349,0.00972755,0.0240125,0.0412652,0,0.0310175,0.0475172,0.0780027,0.04381,0,0.0674567,0.021589,0.0164669,0.01712,0.0133836,0.0150779,0,0,0,0
120,0,0,0,0,0,0.0106546,0.0143818,0,0,0,0.0296804,0.0191046,0.0155113,0.0165456,0,0,0.0167473,0,0.0173531,0.0110267,0.0411031,0.0133253,0.0183474,0.0163385,0.0151105,0.0215306,0.0203402,0.0271124,0.0213924,0.0211571,0.00817733,0.00208667,0.0042646,0.0162424,0.0367666,0.0178138,0.00513648,0.0067978,0.0640828,0.0139308,0.0467753,0.008258,0.0150283,0,0,0.0364011,0,0.0147022,0.0240934,0.0419701,0.040502,0.0201651,0.0433132,0.00874758,0.0251065,0.0398953,0,0.0291722,0.0462116,0.0797199,0.0419482,0,0.0625106,0.0224986,0.0165751,0.0173925,0.0143751,0.0167737,0,0,0,0
121,0,0,0,0,0,0.0113653,0.0149848,0,0,0,0.0225878,0.0189948,0.0127934,0.0156371,0,0,0.0173946,0,0.0174066,0.0113997,0.0419669,0.0132432,0.0187017,0.0131352,0.015569,0.021994,0.0184931,0.0243099,0.017922,0.0207296,0.00695271,0.00168713,0.0042441,0.0151848,0.0284649,0.0183424,0.00519823,0.00687077,0.0632563,0.0138448,0.0470889,0.00782529,0.015598,0,0,0.0359576,0,0.014763,0.0242199,0.042113,0.0408602,0.0205093,0.042421,0.00836593,0.0255303,0.0391686,0,0.028145,0.0454391,0.0803688,0.0413369,0,0.0612306,0.0229208,0.0165217,0.0175237,0.0144766,0.0174951,0,0,0,0
122,0,0,0,0,0,0.0120311,0.015492,0,0,0,0.0170665,0.0189268,0.0112392,0.0144907,0,0,0.0179159,0,0.0174658,0.0116733,0.0425244,0.0139083,0.0190247,0.00942913,0.0158736,0.0221969,0.0157841,0.0203132,0.0136974,0.0207768,0.00526603,0.00155411,0.00420566,0.0140218,0.0211337,0.0186893,0.00526133,0.00696487,0.0630925,0.0138025,0.0470757,0.00756014,0.0162094,0,0,0.0356585,0,0.0147831,0.0243434,0.0424334,0.0408378,0.0206611,0.0418125,0.00817844,0.0258799,0.0389647,0,0.0278196,0.0447674,0.0808462,0.0409981,0,0.0608369,0.023341,0.0162677,0.0176084,0.0145382,0.0180588,0,0,0,0
123,0,0,0,0,0,0.012706,0.015919,0,0,0,0.0156343,0.018844,0.0117069,0.0131295,0,0,0.0183256,0,0.0173964,0.0118498,0.0427407,0.0155887,0.0193349,0.00532987,0.0160612,0.022216,0.0122691,0.0151291,0.009144,0.0216179,0.00332325,0.00196832,0.00439342,0.0130188,0.0177071,0.0189431,0.0052653,0.00698588,0.0630385,0.0137604,0.0471079,0.00742674,0.016752,0,0,0.0354666,0,0.014746,0.0245553,0.0428316,0.0405449,0.0207382,0.0413668,0.00803798,0.0261836,0.0390202,0,0.027729,0.0441321,0.0813284,0.0415737,0,0.060666,0.0236656,0.0160638,0.0177425,0.0146055,0.0185007,0,0,0,0
124,0,0,0,0,0,0.012728,0.0159955,0,0,0,0.0178723,0.0188006,0.0137078,0.0115545,0,0,0.0184318,0,0.0173498,0.0118933,0.042583,0.018534,0.0197413,0.00123211,0.0161336,0.0216966,0.00841792,0.00917643,0.00566493,0.0234341,0.00148649,0.00288055,0.00475291,0.012453,0.0189806,0.0188266,0.00528177,0.00696065,0.0637082,0.0137592,0.0483088,0.00741479,0.016816,0,0,0.035087,0,0.0147198,0.0245279,0.0433634,0.0416336,0.02078,0.0404489,0.00794573,0.0261395,0.0389271,0,0.0273762,0.0435013,0.0815279,0.0438877,0,0.0609501,0.0235579,0.0158723,0.0177584,0.014418,0.0185535,0,0,0,0
125,0,0,0,0,0,0.0127245,0.0161914,0,0,0,0.0206694,0.018839,0.0157942,0.0100887,0,0,0.0185787,0,0.017276,0.0120092,0.0420776,0.0217281,0.0203144,0.0035738,0.0164446,0.0211904,0.00566311,0.00332013,0.00602726,0.0259673,0.00223952,0.00436971,0.00521793,0.0125432,0.0216721,0.0187053,0.00535156,0.00702415,0.0643963,0.0138295,0.0496141,0.00764171,0.0168804,0,0,0.0346747,0,0.0146395,0.0244436,0.0440196,0.0430471,0.0208508,0.039025,0.00811829,0.0261248,0.038372,0,0.0267736,0.0427184,0.0816678,0.0448675,0,0.0611739,0.02353,0.0157074,0.0177229,0.0144224,0.0186355,0,0,0,0.0223979
126,0,0,0,0,0,0.0124683,0.0161033,0,0,0,0.0230581,0.0187457,0.0176062,0.0086352,0,0,0.0185491,0,0.0173563,0.0119338,0.0418281,0.024146,0.0209419,0.00735702,0.0169359,0.0204786,0.00674371,0.00361053,0.00854511,0.0285335,0.00455744,0.00640106,0.00618747,0.013301,0.0240973,0.0184157,0.00529874,0.00696304,0.0657817,0.0137789,0.05093,0.00762305,0.0167369,0,0,0.034127,0,0.0146429,0.024182,0.0445727,0.0444655,0.0209705,0.0385361,0.0083346,0.0257701,0.0386064,0,0.0272019,0.0425739,0.0811432,0.0454844,0,0.0622303,0.0233291,0.0154684,0.0175468,0.0143501,0.0185062,0,0,0,0
127,0,0,0,0,0,0.0126295,0.0162909,0,0,0,0.0247513,0.0187771,0.0190026,0.00780832,0,0,0.0188608,0,0.0173515,0.0120998,0.0416916,0.0253315,0.0215645,0.010554,0.0176269,0.0202172,0.0098025,0.00807593,0.0107202,0.0307567,0.00647909,0.00816258,0.00735035,0.0141792,0.0258311,0.0185396,0.0053292,0.00705544,0.0668527,0.0137915,0.0524211,0.00800832,0.0168464,0,0,0.0336552,0,0.0145792,0.024108,0.0451387,0.0458658,0.0210462,0.0377692,0.00890503,0.0257473,0.0381421,0,0.0269971,0.0421158,0.0808615,0.0458019,0,0.0628561,0.0234693,0.0154077,0.0175205,0.0146993,0.0187658,0,0,0,0.0207518
128,0,0,0,0,0,0.0128413,0.0165179,0,0,0,0.0256321,0.0187527,0.020313,0.0073049,0,0,0.0193027,0,0.0174352,0.0123023,0.0417397,0.0264398,0.0221453,0.0138815,0.0183879,0.0199519,0.0128036,0.0120518,0.0124387,0.0323467,0.00811027,0.0092709,0.00834678,0.0147696,0.0266455,0.0187109,0.00532308,0.0070614,0.0683978,0.0137509,0.0540533,0.00829394,0.0169477,0,0,0.0332686,0,0.0145977,0.0241303,0.0455463,0.0469123,0.0211174,0.0371301,0.00946546,0.0256758,0.0382295,0,0.0269354,0.042761,0.0802675,0.0465863,0,0.0638787,0.0236515,0.0154626,0.0175993,0.0149872,0.0190134,0,0,0,0.0221818
129,0,0,0,0,0,0.0132392,0.0167541,0,0,0,0.0251923,0.0187142,0.0214789,0.00717152,0,0,0.0199073,0,0.0174925,0.0126503,0.041627,0.0287651,0.0226329,0.0172304,0.0191941,0.0197663,0.0147696,0.0149047,0.0135941,0.0331595,0.00961404,0.00957654,0.00874463,0.01504,0.0260088,0.0189687,0.00534297,0.00713113,0.0699745,0.0137122,0.0556953,0.00851232,0.0171505,0,0,0.0329703,0,0.0146519,0.0242236,0.0459308,0.0485452,0.0211318,0.036451,0.0100479,0.025747,0.0384114,0,0.0268825,0.0434503,0.0795444,0.0475508,0,0.064863,0.0238684,0.0155283,0.0176779,0.0152342,0.0192774,0,0,0,0.0233587
130,0,0,0,0,0,0.0138807,0.0170457,0,0,0,0.0234474,0.0186325,0.0219528,0.00743506,0,0,0.0205646,0,0.0174839,0.0130859,0.041154,0.032288,0.0229864,0.0198014,0.0199658,0.0197779,0.0155185,0.0161158,0.0138832,0.0332558,0.0108532,0.00955744,0.00863079,0.0153277,0.0238854,0.0193713,0.0053518,0.00730177,0.071525,0.0136594,0.0575956,0.00868652,0.0175516,0,0,0.032803,0,0.0146809,0.0243766,0.0462799,0.0508698,0.0211107,0.0355631,0.0106655,0.0261164,0.0388578,0,0.027041,0.0439372,0.0788701,0.0486299,0,0.0656594,0.0241906,0.0155682,0.0178662,0.0155037,0.0195946,0,0,0,0.0221391
131,0,0,0,0,0,0.0147976,0.0174475,0,0,0,0.0211132,0.0185218,0.0209828,0.00787393,0,0,0.0212033,0,0.017464,0.01361,0.0405191,0.0345175,0.0231958,0.0210287,0.0206686,0.0200915,0.0153014,0.0155897,0.0132174,0.0327444,0.0113126,0.00982127,0.00828913,0.0157015,0.0213366,0.0199231,0.0053789,0.0074997,0.0731741,0.0135598,0.0594346,0.00880286,0.0182016,0,0,0.0327672,0,0.0147226,0.0245201,0.0465302,0.0535671,0.0210854,0.0344584,0.0112243,0.0266874,0.0394702,0,0.0272318,0.0440916,0.0782708,0.0497779,0,0.0664129,0.0246677,0.0155258,0.0179816,0.0158143,0.0200748,0,0,0,0.0213126
132,0,0,0,0,0,0.0158579,0.0179782,0,0,0,0.018902,0.0184394,0.018653,0.00826667,0,0,0.0219867,0,0.0175105,0.0142349,0.0400475,0.0333019,0.0233284,0.0207438,0.0212904,0.0206593,0.0142792,0.0137458,0.0119524,0.0316575,0.0108206,0.00990997,0.00778716,0.0158986,0.0196774,0.0205366,0.00542158,0.00768028,0.0744125,0.0133713,0.0613461,0.0088283,0.0189844,0,0,0.0328712,0,0.0148006,0.0246993,0.0466226,0.0557883,0.0209923,0.0333731,0.0115072,0.0274067,0.0399446,0,0.0274737,0.0439468,0.07748,0.0508117,0,0.0666275,0.0252899,0.0155049,0.0180883,0.0161737,0.0206865,0,0,0,0.0214871
133,0,0,0,0,0,0.0170728,0.0187327,0,0,0,0.0177616,0.0184094,0.0162374,0.00868724,0,0,0.022832,0,0.017629,0.0150018,0.0397523,0.0297788,0.0234388,0.0186943,0.0218188,0.0214536,0.0125104,0.011073,0.0103264,0.0300275,0.00940662,0.00925074,0.00712649,0.0158466,0.019644,0.0212793,0.00557304,0.00796289,0.0754078,0.0132266,0.0631779,0.00890418,0.0198221,0,0,0.0329713,0,0.0148743,0.0249496,0.046772,0.0580598,0.0208765,0.0325583,0.0116411,0.0283913,0.0403825,0,0.0278073,0.0445713,0.0767696,0.051799,0,0.0662848,0.0260461,0.0155615,0.0182739,0.0167602,0.021535,0,0,0,0.0219704
134,0,0,0,0,0,0.0183625,0.0196065,0,0,0,0.0187582,0.0183112,0.0151973,0.00900152,0,0,0.0236032,0,0.0177336,0.0155191,0.0398166,0.0270014,0.0234048,0.0154823,0.0222847,0.022467,0.0105803,0.00858458,0.00901428,0.0281399,0.00745593,0.00772185,0.00615719,0.0152457,0.021469,0.0221377,0.00578612,0.00815952,0.0763924,0.0130568,0.0651299,0.00878683,0.0206355,0,0,0.0330861,0,0.0150152,0.0252149,0.0467587,0.0608947,0.020752,0.0314774,0.0117146,0.0293285,0.0409283,0,0.0280008,0.044801,0.0762544,0.0528081,0,0.0655421,0.0266814,0.0156821,0.018545,0.0175023,0.0225256,0,0,0,0.0223777
135,0,0,0,0,0,0.0197009,0.0203743,0,0,0,0.0207734,0.0180794,0.0162578,0.00936191,0,0,0.0243005,0,0.0178869,0.0159667,0.0400525,0.0262983,0.0232363,0.0122605,0.0227406,0.0235753,0.00928022,0.00746782,0.00858752,0.0263127,0.00542283,0.00603667,0.00535529,0.0142451,0.0235018,0.0230421,0.00590159,0.00828537,0.0770738,0.0128172,0.0670248,0.00848203,0.0213451,0,0,0.0331265,0,0.0152498,0.0254023,0.0467368,0.0630512,0.0207234,0.0308543,0.0118417,0.0301308,0.0417707,0,0.0284452,0.0457415,0.0754728,0.0535675,0,0.0641805,0.0270919,0.0157572,0.0187579,0.0181526,0.0235526,0,0,0,0
136,0,0,0,0,0,0.0211117,0.0210732,0,0,0,0.0200307,0.0180196,0.0170089,0.0099683,0,0,0.0249806,0,0.0178302,0.0163068,0.039961,0.0250632,0.0230645,0.00996134,0.0231582,0.0246607,0.00872244,0.00746964,0.00862251,0.0248443,0.0043059,0.00551707,0.00516072,0.0134567,0.0224664,0.0239503,0.00605743,0.0085353,0.0773878,0.0126946,0.068797,0.00833667,0.0222177,0,0,0.0333841,0,0.0153023,0.0257294,0.0466526,0.0653072,0.0206344,0.0299038,0.012098,0.0310891,0.0416368,0,0.0280203,0.0458293,0.0752036,0.0533679,0,0.0618497,0.0276805,0.0159109,0.0190393,0.0187818,0.0246792,0,0,0,0.0226164
137,0,0,0,0,0,0.0221784,0.0214256,0,0,0,0.0168877,0.0179546,0.0154447,0.0102614,0,0,0.025512,0,0.0179064,0.0164983,0.039524,0.022481,0.0231696,0.0091552,0.0235041,0.025348,0.00825577,0.00709203,0.00833228,0.0238436,0.00455808,0.00627532,0.00589495,0.013407,0.0190911,0.0245232,0.00617739,0.00864349,0.0779636,0.0124707,0.0704671,0.00815816,0.0230483,0,0,0.0335576,0,0.0153536,0.0259009,0.046517,0.0677806,0.0206265,0.0292501,0.0122903,0.0319676,0.0417072,0,0.0276843,0.0454925,0.0748552,0.0530313,0,0.0595649,0.0282546,0.015882,0.0192245,0.0189732,0.0256055,0,0,0,0.0222837
138,0,0,0,0,0,0.0224537,0.0213515,0,0,0,0.0138434,0.0178939,0.0129221,0.0104037,0,0,0.0258517,0,0.0179403,0.0166152,0.0389734,0.0205942,0.0235334,0.00957698,0.0236899,0.0254649,0.00719314,0.00578161,0.00732532,0.0236859,0.00560633,0.00711985,0.00700978,0.0140655,0.0163068,0.0247697,0.00634718,0.00869677,0.078632,0.0123898,0.0721612,0.00815105,0.0234535,0,0,0.0334111,0,0.0154617,0.0258747,0.0464101,0.069739,0.0205269,0.0285248,0.0123057,0.0324708,0.0414734,0,0.0270195,0.044402,0.0742601,0.0547078,0,0.0574754,0.0285879,0.0158875,0.0192762,0.0187056,0.0263098,0,0,0,0.0216284
139,0,0,0,0,0,0.0219131,0.0209145,0,0,0,0.0117496,0.0178251,0.0111513,0.0104545,0,0,0.0258992,0,0.0179744,0.0164981,0.0386942,0.0198656,0.0239337,0.00974899,0.0235724,0.0252106,0.00579079,0.00440341,0.00613609,0.0245795,0.0073422,0.00802999,0.00790852,0.014921,0.0148371,0.024701,0.00649136,0.00859014,0.0797776,0.0123467,0.0745985,0.0082306,0.0233861,0,0,0.0330666,0,0.0155689,0.0256501,0.0462502,0.0718002,0.020353,0.027728,0.0121234,0.0325513,0.0409907,0,0.0260444,0.0436618,0.0735586,0.0563214,0,0.0560163,0.0285396,0.0158687,0.019169,0.0180813,0.0264092,0,0,0,0.0206494
140,0,0,0,0,0,0.0217043,0.0207674,0,0,0,0.00866055,0.0177605,0.0091305,0.010624,0,0,0.0263952,0,0.0180373,0.0168499,0.0381202,0.0192399,0.0249024,0.0099927,0.0240492,0.0254115,0.0041346,0.0035819,0.00443829,0.0257894,0.00850691,0.00841356,0.00810377,0.015251,0.0126086,0.0250993,0.00660168,0.00863844,0.085311,0.012348,0.0779543,0.00854192,0.0232066,0,0,0.0325126,0,0.0155806,0.0254047,0.0460249,0.0722107,0.0202277,0.0272985,0.0124546,0.0328072,0.0365208,0,0.0207086,0.0408798,0.0740327,0.0576053,0,0.0629393,0.0283871,0.0159171,0.0190851,0.0175746,0.0264482,0,0,0,0.0147737
141,0,0,0,0,0,0.019344,0.0191941,0,0,0,0.0074507,0.0179351,0.00836388,0.0108685,0,0,0.0252654,0,0.0179032,0.0166108,0.0377684,0.0191214,0.0246467,0.0116994,0.0229361,0.0235399,0.00302998,0.00437896,0.00302407,0.0270996,0.00872045,0.00878058,0.00828969,0.0148822,0.0110603,0.0238128,0.00636137,0.00826969,0.0880265,0.0125696,0.0812907,0.00861964,0.0216754,0,0,0.0316353,0,0.0153362,0.0245214,0.0457762,0.0763452,0.020317,0.0259893,0.0118808,0.0317541,0.034091,0,0.0189146,0.0412907,0.0734762,0.058228,0,0.0643083,0.0270733,0.0156841,0.0186241,0.0162118,0.025018,0,0,0,0.0123742
142,0,0,0,0,0,0.0168117,0.0172901,0,0,0,0.00722344,0.0183903,0.00777918,0.0112636,0,0,0.0236661,0,0.0176111,0.0157282,0.0371055,0.018537,0.0241732,0.0125016,0.0209871,0.0213897,0.0022873,0.00675055,0.0026992,0.0275545,0.00815499,0.0093673,0.00802291,0.0137371,0.010022,0.022103,0.00600522,0.00784058,0.0918192,0.0130293,0.085468,0.00884857,0.019783,0,0,0.030895,0,0.0149675,0.0235064,0.0456359,0.0811327,0.0200216,0.0240965,0.0107095,0.0304273,0.0321026,0,0.0177051,0.0419113,0.0724929,0.0581221,0,0.0669305,0.0253799,0.0154329,0.0180614,0.0146819,0.0232559,0,0,0,0.0107439
143,0,0,0,0,0,0.0188685,0.0187573,0,0,0,0.0135569,0.0183171,0.00988091,0.0138685,0,0,0.0246107,0,0.0176781,0.0158888,0.0365466,0.0181606,0.0221282,0.0119985,0.0180793,0.0233458,0.00253652,0.00983925,0.00274564,0.0286405,0.00867479,0.0121664,0.00903837,0.0127355,0.0149802,0.0234818,0.00614899,0.00798514,0.0458072,0.0125254,0.0498459,0.0132525,0.0208166,0,0,0.0313286,0,0.0155153,0.023797,0.04758,0.071581,0.0244736,0.0265617,0.0112317,0.0320664,0.0463411,0,0.0329372,0.0364591,0.101893,0.0344012,0,0.0468809,0.0260276,0.0154398,0.018478,0.0157165,0.0244525,0,0,0,0.0271661
144,0,0,0,0,0,0.0215682,0.0199851,0,0,0,0.00955397,0.0179513,0.00802971,0.0104858,0,0,0.0242978,0,0.0181064,0.0150956,0.0374067,0.0178184,0.0225506,0.0116153,0.0190022,0.0255037,0.00573111,0.0107829,0.00556753,0.025241,0.00908931,0.0117658,0.00895875,0.0129339,0.00956569,0.0240632,0.00552692,0.00728475,0.0716202,0.01202,0.0630606,0.00814539,0.0227535,0,0,0.0329118,0,0.015834,0.0240431,0.0454571,0.05755,0.0215885,0.0389193,0.0106289,0.0335325,0,0,0.039198,0.0450349,0.0728689,0.0547102,0,0.0429744,0.0269239,0.0155711,0.0185108,0.0163665,0.0244222,0,0,0,0.0326077
145,0,0,0,0,0,0.012391,0.013059,0,0,0,0.00966799,0.0188425,0.00638618,0.0107018,0,0,0.0191481,0,0.0175461,0.0119398,0.0358652,0.0155483,0.0229431,0.00815963,0.0156448,0.0169979,0.00650421,0.0112655,0.00477883,0.0256135,0.00751963,0.01081,0.00721602,0.0108383,0.00848928,0.0175811,0.00468633,0.0056976,0.0814898,0.0131766,0.0743533,0.00896191,0.0167189,0,0,0.0310985,0,0.0149806,0.02132,0.044613,0.0693505,0.0198971,0.0341085,0.00797212,0.0271963,0,0,0.0342205,0.0462149,0.0698575,0.0591836,0,0.0508937,0.0214073,0.0147217,0.0168244,0.0104663,0.0181279,0,0,0,0.0266875
