Timestep,BCBB,BCBF,BCBTT,BCFT,C7,CLAV,IMU_M,IMU_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x68,x69,x70,RTIB,RTIBA,IMU_B,
101,0,0,0,0,0.00379604,0.00394661,0,0,0.0817776,0.0219263,0.0390197,0.00525918,0,0,0.000964785,0,0.0153178,0.0009107,0.0363072,0.0221158,0.0156282,0.0173251,0.00226785,0.00510703,0.0123036,0.0287354,0.0179948,0.0297538,0.0172131,0.0349621,0.0164013,0.0187126,0.100989,0.00125539,0.00409679,0.00122638,0.0115916,0.0217388,0.0112866,0.00196715,0.00645622,0,0,0.00688736,0,0.0149895,0.00323253,0.0371534,0.0145757,0.0245332,0.00790657,0.00403126,0.00793654,0.00580506,0.0213213,0.00628182,0.00608658,0.00545575,0.0190363,0.00673244,0.00271328,0.00135706,0.00213604,0.00341841,0.00770087,0,0,0,0.0119198,0.0311053,0,0
102,0,0,0,0,0.00396875,0.00491877,0,0,0.0770705,0.0224975,0.0421573,0.010589,0,0,0.00224892,0,0.0149788,0.00163675,0.0366162,0.0332527,0.0111431,0.012861,0.00351718,0.00669469,0.0119612,0.0182341,0.0225038,0.0298771,0.00622704,0.0182926,0.010841,0.0187537,0.0909586,0.00229124,0.00433841,0.00153654,0.0197979,0.0219223,0.0202316,0.00623727,0.00921946,0,0,0.00495918,0,0.0150067,0.00354599,0.0389624,0.0239078,0.0197617,0.00679414,0.00417522,0.00848485,0.00772831,0.0165824,0.0107807,0.00981057,0,0.0300714,0.0132994,0.00422065,0.00201238,0.00209569,0.00187876,0.0109633,0,0,0,0.0207818,0,0,0
103,0,0,0,0,0.00361381,0.00464636,0,0,0.0745267,0.0223376,0.0414785,0.00806474,0,0,0.00154853,0,0.0150673,0.0013787,0.0362945,0.0340115,0.0118113,0.0142558,0.0026769,0.00620149,0.0123824,0.0180425,0.0231438,0.0310437,0.00526093,0.0161569,0.0101114,0.0178283,0.0869015,0.00178455,0.00421486,0.00136592,0.0116787,0.0219017,0.0114165,0.00309046,0.00879876,0,0,0.00484891,0,0.01487,0.00339656,0.0370938,0.0152346,0.0237157,0.00932137,0.00649946,0.00805005,0.00640322,0.0211639,0.00631317,0,0.00531892,0.0186695,0.00916529,0.0042203,0.00191106,0.00194359,0.00301265,0.0097353,0,0,0,0.0118554,0.0304499,0,0
104,0,0,0,0,0.00480737,0.0045462,0,0,0.0755111,0.0220487,0.0367852,0.00608975,0,0,0.00141776,0,0.0153366,0.00116733,0.0367802,0.0209766,0.0148491,0.0096056,0.00341218,0.00542735,0.00985988,0.0222476,0.0173718,0.0283444,0.0113685,0.0274982,0.0133434,0.0168805,0.0914644,0.00112138,0.00409395,0.000932562,0.0127816,0.0222876,0.0122795,0.00279634,0.00733806,0,0,0.0163258,0,0.0160092,0.00791893,0.0371475,0.014872,0.0234509,0.00945828,0.00508293,0.0102187,0.00628124,0.0209667,0.00620561,0.00657348,0.0061177,0.018636,0.00974336,0.00454878,0.00438804,0.00478229,0.00375591,0.00784053,0,0,0,0.0117835,0.03059,0,0
105,0,0,0,0,0.00345288,0.00437196,0,0,0.0718972,0.0220012,0.0370954,0.00724925,0,0,0.00126336,0,0.0152961,0.00127296,0.0370093,0.0250513,0.013809,0.00726088,0.00315618,0.00640878,0.0100685,0.0178834,0.0188345,0.0283533,0.00624701,0.0205676,0.010875,0.0162539,0.0856305,0.00183315,0.00407664,0.00116827,0.0135255,0.0216484,0.0132427,0.00350907,0.00849706,0,0,0.00428666,0,0.0148892,0.00251368,0.0372008,0.0153944,0.0231948,0.0102417,0.00624713,0.00784127,0.00665573,0.0206642,0.00633197,0.00708794,0.00675074,0.0192257,0.0109772,0.00384698,0.00247566,0.00123344,0.00287811,0.00936827,0,0,0,0.0118924,0.0305126,0,0
106,0,0,0,0,0.00358809,0.00457329,0,0,0.0689138,0.0221067,0.0362707,0.00788474,0,0,0.00152233,0,0.0151336,0.00125959,0.0374347,0.0262486,0.0131747,0.00983836,0.0036496,0.00651093,0.0116411,0.0172617,0.0202607,0.0281526,0.00397499,0.0165817,0.00914434,0.0157086,0.0814149,0.00210747,0.00412915,0.00131109,0.0139638,0.0217305,0.0140218,0.0040604,0.00897746,0,0,0.00445739,0,0.0149764,0.00281355,0.0375543,0.0159758,0.0229355,0.0106295,0.00669223,0.00808122,0.00708365,0.0202815,0.0067829,0.00750236,0.00747183,0.0196306,0.0121749,0.00421418,0.00252852,0.00124987,0.00272764,0.00983388,0,0,0,0.0119686,0.0305741,0,0
107,0,0,0,0,0.0039112,0.00498365,0,0,0.0647306,0.0221957,0.0352981,0.00876127,0,0,0.00181833,0,0.0150558,0.00133416,0.0380988,0.0284288,0.0123247,0.0155521,0.00419978,0.00676459,0.0147055,0.0190675,0.0230031,0.0282882,0.00401193,0.0109519,0.00696229,0.0153104,0.0754239,0.00225396,0.00418688,0.00139349,0.0145129,0.0218466,0.0148843,0.00474617,0.00958998,0,0,0.00467868,0,0.0150867,0.00344356,0.0381386,0.0169059,0.0226606,0.0108645,0.00746064,0.00844556,0.00758152,0.0199439,0.00724833,0.0078348,0.00767493,0.0198812,0.0134148,0.00476941,0.00254488,0.00144321,0.002688,0.0104749,0,0,0,0.012096,0.0307713,0,0
108,0,0,0,0,0.00432726,0.00555728,0,0,0.0612171,0.0222541,0.033479,0.00923845,0,0,0.00207202,0,0.015047,0.00135167,0.0387729,0.0278829,0.0120507,0.0182186,0.00447566,0.00705768,0.0166305,0.0210096,0.024046,0.0279731,0.00526544,0.00799617,0.00595628,0.0148261,0.0707768,0.00235205,0.00423028,0.00145313,0.0148864,0.021964,0.0155641,0.00548863,0.010021,0,0,0.00509322,0,0.015194,0.00406735,0.0386352,0.0180013,0.0223092,0.0106608,0.007891,0.00878825,0.00803309,0.0196069,0.00668219,0.00824641,0.00811367,0.0202189,0.0142038,0.00534347,0.00262076,0.00169602,0.00293251,0.0108794,0,0,0,0.0121897,0.0312151,0,0
109,0,0,0,0,0.00435869,0.00563447,0,0,0.0577196,0.0222553,0.0316516,0.00977787,0,0,0.0021407,0,0.0150346,0.0012914,0.0394844,0.0268971,0.0119231,0.0200329,0.00490399,0.0069419,0.0182864,0.0228568,0.0244201,0.0273857,0.00652727,0.00627734,0.00538229,0.0145159,0.066326,0.00239386,0.00423662,0.001545,0.0145662,0.0219971,0.0151833,0.00580692,0.0103298,0,0,0.00557535,0,0.015197,0.00435052,0.0389353,0.0182811,0.02193,0.0109628,0.00800658,0.00885091,0.00816362,0.0195003,0.00633401,0.00846319,0.00809687,0.0199806,0.0150035,0.00559644,0.00250046,0.001902,0.00276709,0.0112315,0,0,0,0.0121658,0.0313642,0,0
110,0,0,0,0,0.00453826,0.0054269,0,0,0.0553282,0.0220608,0.0296297,0.0114709,0,0,0.00272286,0,0.0150364,0.00154223,0.041103,0.0245073,0.0120519,0.0200473,0.00638816,0.00710857,0.0195939,0.0236598,0.0237278,0.0249231,0.00737917,0.00581758,0.00516892,0.0149467,0.0638093,0.00266937,0.00425415,0.00114565,0.0163798,0.0219513,0.0179617,0.00390265,0.0108741,0,0,0.00563885,0,0.0152603,0.00413661,0.0402969,0.0226845,0.0177072,0.00753886,0.00593681,0.00903514,0.00727363,0.0159083,0.00827182,0.00836276,0.0165678,0.0281289,0.014952,0.00551776,0.00254929,0.00185991,0.0017982,0.0126175,0,0,0,0.0205213,0,0,0
111,0,0,0,0,0.00450109,0.00545887,0,0,0.0514492,0.0212497,0.027757,0.0115482,0,0,0.00320408,0,0.0157627,0.0020938,0.0418686,0.0232611,0.0121838,0.0202045,0.00641572,0.00697152,0.0203825,0.0243314,0.022807,0.0241038,0.00834698,0.00533215,0.00528924,0.0149047,0.0592339,0.00251151,0.00405347,0.00048504,0.0163287,0.0219012,0.0178815,0.00365419,0.0110858,0,0,0.00548359,0,0.0152265,0.00379401,0.0405423,0.0227538,0.0174791,0.00783001,0.00633438,0.0088031,0.00739802,0.0158691,0.00827785,0.008325,0.0165555,0.0282801,0.015339,0.0054356,0.00254789,0.00168982,0.0023593,0.0129116,0,0,0,0.020717,0,0,0
112,0,0,0,0,0.0045639,0.00597561,0,0,0.0451487,0.0210942,0.0256874,0.0106252,0,0,0.00337045,0,0.0160624,0.00227806,0.0417841,0.0229535,0.0122483,0.020726,0.0059452,0.00679794,0.0206269,0.0252689,0.0217066,0.0245743,0.00951997,0.0049324,0.00548971,0.0143688,0.0513219,0.00255022,0.0040094,0.000515809,0.0141365,0.0219963,0.00795667,0.00497289,0.0112626,0,0,0.00543245,0,0.0151996,0.00392241,0.0397171,0.0113369,0.0192187,0.0149969,0.00958744,0.00884055,0.00698299,0.0222785,0.00629957,0.00835753,0.00172874,0.0146763,0.0180588,0.00591615,0.00275305,0.00166013,0.00294947,0.0126134,0,0,0,0.0111638,0.0274234,0,0
113,0,0,0,0,0.00541166,0.00679633,0,0,0.0390163,0.0214202,0.0227012,0.0105468,0,0,0.00331866,0,0.0158102,0.00209517,0.0427034,0.0217814,0.0125778,0.0201978,0.00608352,0.00663798,0.0206437,0.0253354,0.0200929,0.0240442,0.0103083,0.00471421,0.00536611,0.0143369,0.0441581,0.00253924,0.00404195,0.000503672,0.0149436,0.0225762,0.00840042,0.00495784,0.0109339,0,0,0.0121796,0,0.0162484,0.0072144,0.0401021,0.0109282,0.0189049,0.0154297,0.0099105,0.0100887,0.00693265,0.0224278,0.00652504,0.00866974,0.00126443,0.0147751,0.0187695,0.00679373,0.00334632,0.00395121,0.0043214,0.0121678,0,0,0,0.0109568,0.0267786,0,0
114,0,0,0,0,0.00465712,0.00585408,0,0,0.0320504,0.0216846,0.0191724,0.01015,0,0,0.00254142,0,0.0154426,0.0015258,0.0436264,0.0200525,0.0129626,0.0191249,0.00599228,0.00681891,0.0200428,0.0246997,0.0180087,0.0236677,0.0105796,0.00464478,0.00508455,0.0141268,0.0361613,0.00248365,0.00399439,0.000709769,0.015172,0.0219993,0.00861289,0.00496618,0.0113176,0,0,0.00502071,0,0.015238,0.00370494,0.0404372,0.0113897,0.018805,0.0151239,0.0102522,0.0085658,0.00695675,0.0223788,0.00646624,0.00894208,0.00150119,0.0149931,0.0192318,0.00588662,0.00306297,0.00133926,0.00254887,0.0125856,0,0,0,0.0107963,0.0265712,0,0
115,0,0,0,0,0.00457009,0.00565783,0,0,0.024216,0.0216235,0.015183,0.00949875,0,0,0.00226113,0,0.0155497,0.0013255,0.0444366,0.0175203,0.0134843,0.0175809,0.00574901,0.00656975,0.0185747,0.0232032,0.0153437,0.0234165,0.01024,0.00470444,0.00447083,0.0136008,0.0272266,0.00228068,0.00392952,0.000598194,0.0153121,0.0219775,0.00869582,0.00496095,0.0111247,0,0,0.00507607,0,0.0152672,0.00363585,0.0407104,0.0115731,0.0186445,0.0150293,0.0101648,0.00829358,0.0069004,0.0224165,0.00646926,0.00910493,0.00176714,0.0149242,0.0194042,0.00559548,0.00276762,0.00133954,0.00271638,0.0124127,0,0,0,0.0107209,0.0265343,0,0
116,0,0,0,0,0.00443717,0.00537314,0,0,0.0164845,0.0216992,0.0112219,0.00860561,0,0,0.00190733,0,0.0156434,0.000962757,0.0450422,0.0145759,0.0141554,0.0157172,0.0053237,0.00627232,0.0159866,0.0207382,0.0120996,0.0234259,0.00947742,0.00493893,0.00366898,0.0128828,0.0182095,0.00213677,0.00395502,0.000819535,0.0154515,0.0219395,0.00857784,0.00490502,0.0108316,0,0,0.00528382,0,0.0152877,0.00343563,0.0409697,0.0114778,0.0185798,0.0150245,0.00995469,0.00797488,0.00672674,0.0225362,0.00650789,0.00918105,0.00251442,0.0151937,0.0197683,0.0052091,0.00253657,0.00130787,0.00288485,0.0122089,0,0,0,0.0107092,0.0265888,0,0
117,0,0,0,0,0.00420311,0.00500266,0,0,0.0119889,0.0216941,0.00899623,0.00752942,0,0,0.00125778,0,0.0156495,0.000607975,0.0454465,0.0128988,0.0149039,0.0140399,0.00480941,0.00594194,0.0127909,0.0177013,0.00871731,0.02399,0.00867278,0.00557602,0.00316544,0.012201,0.0123693,0.00184106,0.00400238,0.000903567,0.0157181,0.0218289,0.00871152,0.00486896,0.0105285,0,0,0.00508639,0,0.0153045,0.00319099,0.0412944,0.0113315,0.0186175,0.0151547,0.0097603,0.00785835,0.00649868,0.0226013,0.00660084,0.00921892,0.00356101,0.015493,0.020076,0.00493633,0.00257315,0.00114106,0.00312767,0.0121149,0,0,0,0.0107205,0.0266676,0,0
118,0,0,0,0,0.0038654,0.00463845,0,0,0.0142321,0.021005,0.0103779,0.00629722,0,0,0.00119039,0,0.016119,0.000892948,0.0455616,0.014062,0.015779,0.0128954,0.00425217,0.00553291,0.00915424,0.0142957,0.00615564,0.025269,0.00792756,0.00621284,0.00321339,0.0119422,0.0144044,0.0015139,0.00404746,0.000229509,0.0159966,0.021707,0.00869175,0.00483126,0.0103367,0,0,0.0048926,0,0.0152413,0.00252857,0.0416433,0.0113023,0.0186651,0.0150028,0.0093854,0.00745531,0.00634181,0.0225304,0.00655279,0.00905433,0.00396369,0.0156635,0.0205848,0.00449186,0.00255062,0.000831782,0.00355661,0.0122138,0,0,0,0.0107343,0.0268298,0,0
119,0,0,0,0,0.00360294,0.00433089,0,0,0.0197922,0.0205276,0.0138373,0.00508997,0,0,0.00116232,0,0.0165253,0.00123795,0.0455267,0.0177485,0.0167114,0.0129154,0.00384163,0.00523914,0.00557439,0.0113629,0.00620766,0.0271492,0.00749174,0.00670255,0.00373144,0.0122351,0.0199631,0.00128251,0.00426867,0.000540856,0.016338,0.0215894,0.00854433,0.00485353,0.0101924,0,0,0.00475084,0,0.0151852,0.00203346,0.0420056,0.0112271,0.0186656,0.0147646,0.00894956,0.00717663,0.00620144,0.0223488,0.00639606,0.00873988,0.00399132,0.0157672,0.021293,0.00416164,0.00239914,0.000596585,0.00391881,0.0121188,0,0,0,0.0107498,0.0269933,0,0
120,0,0,0,0,0.00336588,0.00395432,0,0,0.0251627,0.0204174,0.0174644,0.0039864,0,0,0.000798644,0,0.016538,0.00115667,0.0455233,0.021729,0.0176518,0.0137497,0.0036994,0.00514715,0.0036622,0.00964547,0.00833471,0.0293635,0.00751233,0.00725174,0.0044844,0.0130181,0.0251718,0.00109485,0.00433448,0.000515043,0.0167964,0.0215171,0.00821226,0.00492029,0.0100003,0,0,0.00460601,0,0.0151325,0.00175442,0.0423896,0.0109812,0.0185858,0.0143301,0.00841692,0.00691605,0.00602156,0.0220882,0.00632435,0.00839941,0.00404115,0.0158845,0.0222267,0.00386762,0.00219176,0.00040314,0.00413589,0.0118493,0,0,0,0.0107554,0.0271305,0,0
121,0,0,0,0,0.00317882,0.00356566,0,0,0.0288945,0.0202364,0.0200776,0.00300543,0,0,0.000503508,0,0.0165839,0.00100721,0.0456145,0.0246877,0.0186083,0.0142938,0.00399144,0.00508907,0.00572052,0.00938298,0.0106524,0.031483,0.00789074,0.00812824,0.00551874,0.0140928,0.0288827,0.000849594,0.00442534,0.000665987,0.0173795,0.0214414,0.00788223,0.0049859,0.00977983,0,0,0.00462856,0,0.0150706,0.00137971,0.0428063,0.0110214,0.018472,0.0136023,0.00788017,0.00663307,0.00589798,0.0217723,0.00603838,0.00807531,0.00426347,0.0161058,0.0231955,0.00351451,0.00223204,0.000246673,0.00442747,0.0115227,0,0,0,0.0108931,0.0273857,0,0
122,0,0,0,0,0.00452035,0.00467318,0,0,0.0300961,0.0202385,0.0214445,0.00231995,0,0,0.000517172,0,0.016591,0.00116224,0.0456387,0.0263069,0.0196011,0.0140093,0.00507235,0.00437495,0.00908512,0.0103817,0.0124277,0.0331964,0.00811392,0.0089525,0.00659381,0.0150379,0.0303205,0.000126686,0.00445748,0.000765423,0.0179964,0.0221325,0.00705383,0.00496689,0.0091308,0,0,0.016139,0,0.0162804,0.00717537,0.043141,0.0106694,0.0183433,0.0129551,0.00700473,0.00837724,0.00590755,0.0216754,0.00576538,0.00793482,0.00409201,0.0159051,0.0239621,0.00497594,0.00397528,0.00353783,0.00624539,0.0105576,0,0,0,0.0109114,0.027388,0,0
123,0,0,0,0,0.00397772,0.00364186,0,0,0.0291032,0.0200455,0.0220281,0.00184813,0,0,0.00089222,0,0.0165976,0.000863957,0.0455202,0.0275804,0.0205572,0.0135783,0.00594632,0.0046533,0.0116782,0.0121487,0.0135515,0.0341187,0.00806054,0.00938565,0.00757984,0.0156591,0.0299704,0.000950595,0.00447151,0.00068991,0.0184308,0.0217091,0.00617628,0.00506917,0.00889344,0,0,0.0113853,0,0.0156201,0.00429682,0.0433834,0.0107142,0.0181614,0.0119883,0.00675221,0.00698732,0.00598662,0.0215186,0.00523584,0.00782438,0.00433138,0.0160159,0.0248149,0.00355988,0.00145,0.00185699,0.00552989,0.0105264,0,0,0,0.0109619,0.0273403,0,0
124,0,0,0,0,0.00389318,0.00314036,0,0,0.0296135,0.0204356,0.0234719,0.00175231,0,0,0.00172864,0,0.0160793,0.000441469,0.045567,0.0302828,0.0210532,0.0135003,0.00677275,0.00436154,0.0124155,0.0134351,0.0146255,0.034586,0.00764384,0.00930348,0.00826736,0.0153652,0.0307319,0.00168125,0.00414983,0.00056775,0.0183978,0.0216282,0.00572164,0.00513579,0.00844443,0,0,0.0113584,0,0.0156189,0.00401811,0.043483,0.0108206,0.018121,0.0115463,0.0065198,0.00712874,0.0060875,0.0215735,0.00509538,0.00788556,0.00450287,0.0159871,0.0250166,0.00342092,0.00129882,0.00169204,0.00560153,0.0102211,0,0,0,0.0109388,0.0271594,0,0
125,0,0,0,0,0.00378374,0.00255749,0,0,0.0293775,0.0213025,0.0239939,0.00187239,0,0,0.00314035,0,0.0151649,0.00168932,0.0454265,0.0329936,0.0213021,0.0133418,0.00733975,0.00459264,0.0121543,0.0135989,0.0149764,0.0346682,0.00713783,0.00893114,0.00848924,0.0150963,0.0305413,0.00287432,0.00393915,0.00168697,0.0184971,0.0215652,0.00506774,0.00525748,0.00807381,0,0,0.0105655,0,0.0155292,0.00352984,0.043473,0.0111761,0.0180185,0.0107653,0.00643426,0.00709746,0.00625646,0.0217393,0.0048185,0.00788141,0.00485289,0.016043,0.0251947,0.00328054,0.000981059,0.00140172,0.0053746,0.0101753,0,0,0,0.0109639,0.0271311,0,0
126,0,0,0,0,0.00353745,0.00225989,0,0,0.0295068,0.0216546,0.0234761,0.00214032,0,0,0.00362457,0,0.0148556,0.00211553,0.0454193,0.0331886,0.0211538,0.0131584,0.00731792,0.0049555,0.0111927,0.0126951,0.0146894,0.0343068,0.00688331,0.00868444,0.0080563,0.0147577,0.0303929,0.00341497,0.00402389,0.00217561,0.0181415,0.0214995,0.0053911,0.00543363,0.00795977,0,0,0.00986861,0,0.0154496,0.00310566,0.0433957,0.0127638,0.0177804,0.00963587,0.00667388,0.00697681,0.0063246,0.0216641,0.00442392,0.00769314,0.00604249,0.0170641,0.0253068,0.00343033,0.000783898,0.00113329,0.00518633,0.0103784,0,0,0,0.0116825,0.0276009,0,0
127,0,0,0,0,0.00321648,0.00209285,0,0,0.0296444,0.0213868,0.0219994,0.00245755,0,0,0.00321216,0,0.0151796,0.00154913,0.04544,0.0296457,0.0208339,0.0129003,0.00689847,0.00500827,0.00976866,0.0111448,0.0135643,0.0334673,0.0069998,0.00841043,0.00701918,0.0144332,0.0302133,0.00322538,0.00393206,0.00172802,0.017448,0.0213956,0.00660206,0.00558685,0.00809355,0,0,0.00918281,0,0.0153636,0.00277837,0.0432062,0.0149626,0.0174245,0.00875136,0.00713909,0.0068021,0.00630944,0.0215227,0.00428221,0.0074657,0.00757976,0.0184902,0.0254676,0.00375256,0.000806738,0.000877501,0.00503975,0.0107171,0,0,0,0.0128272,0.0282177,0,0
128,0,0,0,0,0.00289549,0.00205281,0,0,0.0303772,0.0206266,0.0204765,0.00270526,0,0,0.00209678,0,0.0161158,0.000539024,0.0453691,0.0251477,0.020508,0.0128575,0.00638568,0.0049311,0.00796089,0.00916055,0.0116239,0.0321156,0.00724614,0.00796217,0.00582939,0.0141423,0.030543,0.00242235,0.00410235,0.000652712,0.0166711,0.0212804,0.00840133,0.00559638,0.0083394,0,0,0.00874845,0,0.0152763,0.00263056,0.0429841,0.0173729,0.0170495,0.00856065,0.00775008,0.00662753,0.00634558,0.0214858,0.0046667,0.00732823,0.00916736,0.0199578,0.0255866,0.00411596,0.0010137,0.000762282,0.00502341,0.0110731,0,0,0,0.0137272,0.0287367,0,0
129,0,0,0,0,0.00379842,0.00316899,0,0,0.0310357,0.0205446,0.0196516,0.00293104,0,0,0.00152368,0,0.0163788,0.00043372,0.0450016,0.0224093,0.0203649,0.0124726,0.00610619,0.00433677,0.00605789,0.00719315,0.0093432,0.0304167,0.00752255,0.00744015,0.00470209,0.013645,0.030795,0.00131311,0.00436986,0.00031209,0.0166912,0.0218491,0.00925776,0.00532014,0.00877379,0,0,0.017217,0,0.0162371,0.00692057,0.0426677,0.017814,0.016476,0.00846477,0.00825341,0.00874595,0.00652539,0.0228709,0.00560142,0.00747696,0.00856046,0.018841,0.0257744,0.00555877,0.00364413,0.00314347,0.00587348,0.0110278,0,0,0,0.0132709,0.0271967,0,0
130,0,0,0,0,0.00274275,0.00179937,0,0,0.0310954,0.020334,0.0197989,0.00312472,0,0,0.00160292,0,0.0165788,8.54989e-05,0.0445069,0.0214725,0.0200208,0.0117642,0.00570711,0.00525827,0.00469118,0.00546494,0.00734411,0.0287728,0.00790278,0.00732754,0.00423805,0.0132091,0.0303394,0.00210154,0.00442027,0.00039516,0.0153382,0.0211081,0.0112987,0.00537575,0.00873906,0,0,0.00785174,0,0.0151096,0.00226238,0.0425831,0.0201544,0.0163721,0.00916619,0.00854331,0.00659397,0.00665353,0.0224347,0.00605817,0.00748508,0.0103946,0.0204851,0.0247693,0.00416967,0.00139411,0.000747586,0.00488498,0.0115237,0,0,0,0.0141792,0.0280566,0,0
131,0,0,0,0,0.00376649,0.00276321,0,0,0.0295295,0.0206799,0.0197677,0.00333734,0,0,0.00239587,0,0.0162615,0.000830051,0.0436944,0.0203933,0.0200324,0.0116171,0.00590833,0.00468099,0.00323037,0.00500196,0.00654884,0.0276662,0.00808164,0.00748341,0.0040909,0.0124876,0.0290101,0.00180482,0.00438895,0.00027071,0.0150908,0.0217781,0.0127504,0.00516656,0.00916062,0,0,0.0179018,0,0.0162254,0.00708011,0.0423441,0.0201411,0.01602,0.0088051,0.00854491,0.00911671,0.00692137,0.0235725,0.00663737,0.00764154,0.00955535,0.0183545,0.0235043,0.00553278,0.00400263,0.00323025,0.00573013,0.0112067,0,0,0,0.012856,0.0263745,0,0
132,0,0,0,0,0.00344242,0.00212678,0,0,0.0266333,0.0205059,0.0180943,0.0033418,0,0,0.00169033,0,0.0162409,0.000281507,0.0429773,0.0187001,0.0202749,0.0126687,0.00605283,0.00554741,0.00130506,0.00644531,0.00764337,0.0273249,0.00776642,0.00797344,0.00439382,0.0117039,0.026914,0.00237049,0.00425446,0.000376593,0.0153496,0.0213627,0.0154236,0.00505107,0.00879888,0,0,0.0126032,0,0.0154808,0.00443288,0.0421195,0.021272,0.0157151,0.00857849,0.00859942,0.00745116,0.00719695,0.0244639,0.00759523,0.00778218,0.00954106,0.0164854,0.0223352,0.00460797,0.0012294,0.00155386,0.00469912,0.0115972,0,0,0,0.0118928,0.025035,0,0
133,0,0,0,0,0.00339809,0.00200085,0,0,0.0237049,0.0207604,0.0156276,0.00343828,0,0,0.00238945,0,0.0159351,0.000723769,0.0426412,0.0171788,0.020583,0.0138537,0.00675836,0.00570396,0.00168662,0.00947399,0.0101205,0.027997,0.00724285,0.00916909,0.00524736,0.0110993,0.0246003,0.00291772,0.00401995,0.00064692,0.0150293,0.0213049,0.0176163,0.00484898,0.00865995,0,0,0.0134855,0,0.0154724,0.00483656,0.041905,0.022705,0.0155587,0.00907676,0.00790649,0.00777838,0.00727552,0.0245305,0.00847966,0.00758693,0.0102134,0.0160986,0.0206928,0.00498105,0.00139255,0.0015989,0.00473898,0.0116211,0,0,0,0.0117972,0.0247176,0,0
134,0,0,0,0,0.00320567,0.001833,0,0,0.0212058,0.0211952,0.0137383,0.00349261,0,0,0.00317828,0,0.0154054,0.00146327,0.0425024,0.016439,0.0207431,0.0136524,0.00722733,0.0059755,0.00400579,0.0128151,0.0127332,0.0294062,0.00750267,0.0112374,0.00629041,0.0108578,0.0225402,0.00356186,0.00388513,0.00133359,0.0159862,0.0211868,0.0193439,0.00476677,0.00853982,0,0,0.0124069,0,0.0153901,0.00428917,0.0416326,0.0230125,0.0155232,0.00942038,0.00721491,0.00815743,0.00749156,0.0245358,0.00805188,0.00756235,0.0106161,0.0152358,0.0188887,0.00509322,0.000837004,0.00131768,0.0046729,0.011676,0,0,0,0.0111913,0.0242145,0,0
135,0,0,0,0,0.00294428,0.00193607,0,0,0.0190282,0.0207669,0.0123586,0.00359991,0,0,0.00273975,0,0.0159097,0.000949309,0.0423235,0.016219,0.0207053,0.0127235,0.00762873,0.00593282,0.00548644,0.0151914,0.014249,0.0305721,0.00843358,0.0131058,0.00692511,0.0107001,0.0202152,0.00330621,0.00403931,0.000750812,0.0172371,0.0211107,0.020829,0.00460215,0.00854817,0,0,0.0120414,0,0.015275,0.00409097,0.0413076,0.0231238,0.0154501,0.00985597,0.00652593,0.00830268,0.00777168,0.0244483,0.0077689,0.00769277,0.0109043,0.0143095,0.0171117,0.00555981,0.000646476,0.00116634,0.00476192,0.0118395,0,0,0,0.0102963,0.0237543,0,0
136,0,0,0,0,0.00298521,0.00220275,0,0,0.0174357,0.0206164,0.0113952,0.00381173,0,0,0.00234322,0,0.0161288,0.000606409,0.0419393,0.0159289,0.020434,0.0129759,0.00764715,0.00604187,0.0059676,0.0164652,0.0143313,0.0306748,0.00910531,0.0140291,0.00682877,0.0101731,0.0182871,0.00315371,0.00423091,0.000449697,0.0193729,0.021107,0.0219974,0.00464441,0.0086601,0,0,0.011396,0,0.0151951,0.00377599,0.0409241,0.0228686,0.0152655,0.0105922,0.00595489,0.00854871,0.00814946,0.0241971,0.00755595,0.00812159,0.0110202,0.0133973,0.0150855,0.00561947,0.000678813,0.00104994,0.00462927,0.0120024,0,0,0,0.00928606,0.0233285,0,0
137,0,0,0,0,0.00314464,0.00251244,0,0,0.016463,0.0206834,0.0104386,0.00401772,0,0,0.00204111,0,0.0161586,0.000496602,0.0414328,0.0153408,0.0200685,0.013863,0.00739492,0.00625196,0.00610506,0.0169252,0.0133795,0.0296602,0.00911227,0.0139739,0.00609756,0.00929503,0.0168805,0.0030686,0.00424633,0.000292031,0.0217348,0.0211453,0.0227278,0.00484645,0.00870261,0,0,0.0105723,0,0.0151332,0.00338052,0.0406056,0.0227238,0.0150132,0.0118152,0.00535553,0.0088193,0.00870705,0.0237462,0.00723186,0.00886463,0.0110437,0.0128916,0.0127072,0.00542895,0.000872616,0.00090381,0.00436638,0.0120113,0,0,0,0.00849951,0.0227537,0,0
