Timestep,BCBB,BCBF,BCBTT,BCFT,C7,CLAV,IMU_M,IMU_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x68,x69,x70,RTIB,RTIBA,IMU_B,
25,0,0,0,0,0.00423441,0.00315023,0,0,0.0109685,0.0219627,0.00611784,0.00405835,0,0,0.00161314,0,0.0155575,0.00138867,0.0407297,0.0126065,0.0193613,0.012955,0.00799245,0.00943917,0.0073796,0.014499,0.00978429,0.0265871,0.00702667,0.0110537,0.00447527,0.0086294,0.0108908,0.00189365,0.00425523,0.000975111,0.0310096,0.0221427,0.0301275,0.00638687,0.00749809,0,0,0.0116493,0,0.0154541,0.00414373,0.041756,0.041663,0.0157204,0.0110003,0.00417807,0.00892585,0.0112561,0.0189797,0.00618926,0.0131629,0.0171211,0.0271295,0.0182572,0.00323944,0.00111596,0.00178712,0.00283544,0.00953166,0,0,0,0.0177567,0.0201948,0,0
26,0,0,0,0,0.00422275,0.0033499,0,0,0.0105559,0.022188,0.0053051,0.00434488,0,0,0.00158458,0,0.0155258,0.00165941,0.04081,0.0116831,0.0191953,0.0120917,0.00787579,0.00971543,0.00750984,0.0133316,0.0091297,0.0261472,0.00656423,0.0104338,0.00418102,0.00879322,0.0103123,0.00163481,0.00426441,0.00111484,0.0308384,0.0221419,0.0288164,0.0062646,0.00743392,0,0,0.0105034,0,0.0154414,0.00372065,0.0411385,0.0401347,0.0153549,0.0122612,0.00418121,0.00905912,0.0108344,0.018825,0.0066492,0.0126389,0.0170616,0.0256648,0.014719,0.00293754,0.00120666,0.00165816,0.00197901,0.00949223,0,0,0,0.0168219,0.0190431,0,0
27,0,0,0,0,0.00436101,0.00381568,0,0,0.010689,0.0224407,0.00485839,0.00443953,0,0,0.00184157,0,0.0154043,0.00207494,0.0408858,0.0110579,0.0191394,0.0111216,0.00725206,0.0102094,0.00728142,0.0125889,0.00853289,0.0261691,0.00625039,0.00989196,0.00397211,0.0090288,0.0106974,0.00143367,0.00425281,0.00136725,0.0264995,0.0222185,0.0219225,0.00569238,0.00765175,0,0,0.0091801,0,0.0154063,0.00334175,0.0398218,0.0264309,0.0141014,0.0147306,0.00440306,0.00910624,0.00925562,0.0210148,0.00768577,0.010606,0.0137949,0.016245,0.00451089,0.00256241,0.001411,0.0016003,0.00112761,0.00998635,0,0,0,0.010734,0.0188743,0,0
28,0,0,0,0,0.00450838,0.00430133,0,0,0.011777,0.0227016,0.00551935,0.00550144,0,0,0.00264436,0,0.0152957,0.00261427,0.0420295,0.0104576,0.0186628,0.0108234,0.00784236,0.010903,0.00662442,0.0115047,0.00830029,0.0259977,0.00625907,0.00941524,0.00424275,0.00955579,0.0117879,0.00179659,0.00426244,0.00163073,0.0249618,0.0222718,0.018635,0.00772903,0.00819237,0,0,0.00804994,0,0.0153999,0.00305406,0.0401396,0.0165187,0.0126022,0.0108029,0.00367363,0.00932642,0.00517802,0.0224239,0.00998218,0.00710847,0.0114194,0.00458424,0.0190349,0.0023264,0.00162624,0.00157465,0.00139946,0.0110896,0,0,0,0.00367123,0,0,0
29,0,0,0,0,0.00461929,0.00458082,0,0,0.0128774,0.0228211,0.00574978,0.00542869,0,0,0.00314909,0,0.015288,0.00280546,0.0422597,0.0095945,0.0186096,0.0101768,0.00737152,0.011236,0.00609029,0.010755,0.00785789,0.0264484,0.00577211,0.00878982,0.00421774,0.0095084,0.0133064,0.00202077,0.00431784,0.00174857,0.0276927,0.022362,0.0199915,0.00749899,0.00850732,0,0,0.00718132,0,0.0153611,0.00299272,0.0398873,0.0159635,0.0123009,0.0113909,0.00346292,0.00916151,0.00665379,0.0230717,0.0110967,0,0.0125738,0.0043008,0.0254109,0.00239495,0.00169419,0.00160773,0.00146964,0.0112507,0,0,0,0.00529271,0,0,0
30,0,0,0,0,0.00484953,0.00487233,0,0,0.0140436,0.0229314,0.00587783,0.0052111,0,0,0.00359108,0,0.0153067,0.00299948,0.0423716,0.00883841,0.0185355,0.00968983,0.00695975,0.0114726,0.00557796,0.0102035,0.00754757,0.0267945,0.00525999,0.00848231,0.00418365,0.00926996,0.0148079,0.00237994,0.00434099,0.00181108,0.0308777,0.0224826,0.0214638,0.00753357,0.00889207,0,0,0.00624054,0,0.0153957,0.00305944,0.0399064,0.0169411,0.0122167,0.012011,0.00317848,0.00902777,0.00776892,0.0237906,0.0117605,0,0.0128154,0.00571623,0.0318748,0.00263669,0.00184456,0.00168387,0.00152871,0.0114388,0,0,0,0.00609371,0,0,0
31,0,0,0,0,0.00534245,0.00530518,0,0,0.0151331,0.0231192,0.00594232,0.00492553,0,0,0.00436783,0,0.0150948,0.00298358,0.0421166,0.00801582,0.0185074,0.0092713,0.00681557,0.0108987,0.00523136,0.00985587,0.00743057,0.0271664,0.00487034,0.00863662,0.00417601,0.00890296,0.0164534,0.00234135,0.0043789,0.00188465,0.0346916,0.0230341,0.0231544,0.00761742,0.00982447,0,0,0.01242,0,0.0162308,0.00617298,0.0401075,0.0178595,0.0124703,0.0126415,0.00283892,0.0104084,0.00855822,0.0245302,0.0120868,0,0.0126677,0.0082998,0.0378346,0.00292452,0.00341973,0.00369282,0.00060026,0.0115044,0,0,0,0.00685068,0,0,0
32,0,0,0,0,0.00531919,0.00528149,0,0,0.0166423,0.0229766,0.00631128,0.0044778,0,0,0.00407807,0,0.0151065,0.00323343,0.0415658,0.00722171,0.0184588,0.00897303,0.00643675,0.0109865,0.00498943,0.00960451,0.00745502,0.0276151,0.00471151,0.00922333,0.00427454,0.00854855,0.0183522,0.00307601,0.00437178,0.00176579,0.0374067,0.0227926,0.0247256,0.00770807,0.00936853,0,0,0.00618803,0,0.0156817,0.00379181,0.0403852,0.0192799,0.012959,0.0133505,0.00290172,0.00907004,0.00889244,0.0252115,0.0120333,0,0.0128128,0.0103106,0.0407885,0.00308163,0.00203387,0.00226889,0.00101886,0.0116241,0,0,0,0.00794119,0,0,0
33,0,0,0,0,0.00550856,0.00541867,0,0,0.0181105,0.0229523,0.00682119,0.00408961,0,0,0.00430106,0,0.0150468,0.00331341,0.0410312,0.00671679,0.0183975,0.00846519,0.00615429,0.010484,0.00471193,0.00917301,0.00730648,0.0281776,0.00449184,0.00966669,0.00428452,0.00824041,0.0201444,0.0033016,0.00441555,0.00164561,0.0378814,0.0228933,0.0254708,0.00775813,0.00939977,0,0,0.00634095,0,0.0158059,0.00411862,0.0404484,0.0201567,0.0135524,0.0134563,0.00327471,0.0090642,0.00883171,0.0257063,0.0118039,0,0.012548,0.0116762,0.040545,0.00332948,0.00216518,0.00254093,0.000628364,0.0116994,0,0,0,0.00889327,0,0,0
34,0,0,0,0,0.00562614,0.00555886,0,0,0.0195826,0.0228147,0.00744548,0.00355693,0,0,0.00465281,0,0.0151375,0.00344978,0.0406533,0.00625407,0.0183919,0.00779338,0.00575347,0.009878,0.00445537,0.00864678,0.00701023,0.0287524,0.00423233,0.00979284,0.00423848,0.00799168,0.0220517,0.00338617,0.00434028,0.00152254,0.0385185,0.0230191,0.0269916,0.0079603,0.00932209,0,0,0.00677945,0,0.0159786,0.00456132,0.0403621,0.0232037,0.0141815,0.0137598,0.00376905,0.00910761,0.00863566,0.0260375,0.011801,0,0,0.0110529,0.0414081,0.00355328,0.00245194,0.00291944,0.000842378,0.0116294,0,0,0,0.00978641,0,0,0
35,0,0,0,0,0.00563577,0.00566019,0,0,0.02088,0.0225241,0.0081709,0.00302801,0,0,0.00497337,0,0.0153331,0.00370602,0.0403934,0.00575738,0.0183478,0.00693256,0.00529083,0.00927244,0.00409706,0.00793679,0.00658571,0.029268,0.00387791,0.0094625,0.00411931,0.00785526,0.0237736,0.00348642,0.00428111,0.00160718,0.0369648,0.023154,0.0268181,0.00843826,0.00916877,0,0,0.00733653,0,0.0161229,0.00501947,0.0400945,0.0236509,0.0147264,0.0140191,0.00407867,0.00904543,0.00839337,0.0261364,0.0115963,0,0,0.0121881,0.0393198,0.00372409,0.00280886,0.00326255,0.0016621,0.0114217,0,0,0,0.0107504,0,0,0
36,0,0,0,0,0.00557204,0.00567117,0,0,0.022181,0.0226529,0.00888929,0.00271873,0,0,0.00485895,0,0.0151344,0.00365774,0.0402722,0.00516403,0.0182958,0.00601056,0.00477869,0.00877331,0.00366497,0.00720202,0.00608017,0.0297295,0.00332848,0.00874794,0.00383263,0.00771506,0.0252553,0.00367784,0.00438775,0.001559,0.0360652,0.0232656,0.0266086,0.00881525,0.00891639,0,0,0.00687589,0,0.0161646,0.00518157,0.0396865,0.0233809,0.0152567,0.0144467,0.00414991,0.00883807,0.00821332,0.026008,0.0115524,0,0,0.0138182,0.0370512,0.00392645,0.00289936,0.00339839,0.00217791,0.0111139,0,0,0,0.0120497,0,0,0
37,0,0,0,0,0.0054279,0.00558407,0,0,0.0233748,0.0227612,0.00937914,0.0026341,0,0,0.00469814,0,0.0149501,0.00360813,0.0402452,0.00461708,0.0183317,0.00519362,0.00431143,0.00823513,0.00345128,0.00666592,0.00559118,0.0301337,0.00260003,0.00784356,0.00340571,0.00758136,0.0265178,0.00371297,0.00451805,0.00158535,0.035187,0.0233417,0.0265226,0.00913892,0.00872639,0,0,0.00646795,0,0.016199,0.00530255,0.0392166,0.0238231,0.0157952,0.0148539,0.00410088,0.00863196,0.00846909,0.0254032,0.0119179,0,0,0.0154758,0.0351907,0.00405666,0.00286701,0.00347239,0.00273197,0.0107155,0,0,0,0.0136663,0,0,0
38,0,0,0,0,0.00491754,0.00482628,0,0,0.0223535,0.0225345,0.00889575,0.00245978,0,0,0.00347878,0,0.0150155,0.00307685,0.039738,0.00420949,0.0190594,0.00392848,0.00450481,0.00704415,0.00325048,0.00548942,0.00475599,0.0301956,0.00168947,0.00628304,0.0026024,0.00752245,0.0254195,0.00275084,0.0044664,0.00139221,0.0225202,0.0231923,0.0145901,0.00895548,0.00818648,0,0,0.00564374,0,0.0160413,0.00470575,0.0381702,0.0156484,0.0175301,0.0268804,0.0051105,0.00799932,0.00973883,0.0206913,0.0100441,0.0118014,0,0.016393,0.0245584,0.00368137,0.00246069,0.00314753,0.00379408,0.00925704,0,0,0,0.0108369,0.021566,0,0
39,0,0,0,0,0.00496957,0.00481274,0,0,0.0228997,0.0225,0.00923029,0.00217665,0,0,0.00367854,0,0.0151534,0.00327712,0.0396619,0.00427496,0.0189461,0.00341502,0.0036642,0.00675824,0.00310416,0.00491095,0.00453582,0.0303675,0.00143299,0.00577717,0.00238732,0.00737545,0.0260652,0.00285265,0.00443327,0.00144315,0.0216871,0.0232246,0.0137508,0.00892362,0.00807312,0,0,0.00536277,0,0.0160599,0.00477298,0.03816,0.0153779,0.0180611,0.0272363,0.00483334,0.00773797,0.0108538,0.0202853,0.00992382,0.0120549,0,0.0167533,0.0235059,0.00370308,0.0024327,0.00317432,0.00384764,0.00870257,0,0,0,0.0105054,0.0214453,0,0
40,0,0,0,0,0.00541451,0.00498978,0,0,0.0230556,0.0225488,0.00970693,0.00199359,0,0,0.00377624,0,0.01512,0.00322599,0.039486,0.00515035,0.018835,0.00289119,0.0033273,0.00603751,0.00301975,0.00428298,0.0044412,0.030536,0.00149619,0.00549278,0.00235062,0.00726388,0.0263614,0.00305914,0.00444139,0.00144032,0.0208085,0.0235383,0.0129685,0.0088804,0.00779659,0,0,0.010636,0,0.0166035,0.00675544,0.0384132,0.0143751,0.0185177,0.0272545,0.00507981,0.00844668,0.0137244,0.0201327,0.00966616,0.0119615,0,0.0168575,0.0229938,0.00377777,0.00477509,0.00466203,0.00472698,0.00776903,0,0,0,0.0101547,0.0207383,0,0
41,0,0,0,0,0.00469082,0.00417299,0,0,0.0236443,0.0225166,0.0103792,0.00165082,0,0,0.00359731,0,0.0151094,0.00320162,0.0392967,0.00626212,0.0188197,0.00272142,0.00278343,0.00557696,0.00331822,0.00405826,0.00454177,0.0308089,0.00177989,0.00570852,0.00247254,0.00707842,0.0271491,0.002951,0.00441472,0.00145888,0.0200288,0.0233252,0.012141,0.00854849,0.00748871,0,0,0.00608565,0,0.0160936,0.00503536,0.0388713,0.0132323,0.0189627,0.0268115,0.00511944,0.00753121,0.0149921,0.0199606,0.0088097,0.0117238,0,0.0155167,0.0227111,0.00349415,0.00295709,0.00352559,0.00403754,0.00751603,0,0,0,0.00979227,0.0200352,0,0
42,0,0,0,0,0.00482437,0.00398273,0,0,0.024384,0.022544,0.0111204,0.00125819,0,0,0.00369769,0,0.0150975,0.00324203,0.0391242,0.00727913,0.0188662,0.00263797,0.00244369,0.00514803,0.00341485,0.00407197,0.00470263,0.0310985,0.00207933,0.00611551,0.00266478,0.00687693,0.0280874,0.00308663,0.00440583,0.00148195,0.019448,0.0233815,0.0113246,0.00810767,0.00719884,0,0,0.00649656,0,0.0161472,0.00520958,0.0394066,0.012761,0.0194681,0.0263922,0.00550409,0.00743586,0.0131832,0.0198696,0.00770015,0.0112642,0,0.0147971,0.0224756,0.0034298,0.00324567,0.00374828,0.00389705,0.00701699,0,0,0,0.00961372,0.0194996,0,0
43,0,0,0,0,0.0049779,0.00381156,0,0,0.0252917,0.0225724,0.0119127,0.000947734,0,0,0.00391284,0,0.0151332,0.00322115,0.0389399,0.00817146,0.0189703,0.00261724,0.002187,0.00477001,0.00354274,0.00421565,0.00503465,0.0313984,0.00233789,0.00651268,0.0029669,0.00670838,0.0291563,0.0032682,0.00441554,0.00149582,0.0190976,0.0234269,0.011205,0.00766463,0.00693477,0,0,0.00692169,0,0.0162097,0.00539641,0.0400374,0.0131709,0.0199899,0.0266108,0.00610915,0.00736976,0.0107232,0.0202788,0.00724536,0.0106017,0,0.0150677,0.0226267,0.00337314,0.00366233,0.00388938,0.0036888,0.0065672,0,0,0,0.0100407,0.0190588,0,0
44,0,0,0,0,0.00518211,0.00373252,0,0,0.0262962,0.0224586,0.0126397,0.000678937,0,0,0.00412585,0,0.0151421,0.00318566,0.0387684,0.00899452,0.0190963,0.00273351,0.00202848,0.0045329,0.00374057,0.00432555,0.0053248,0.0316669,0.00256498,0.00672971,0.00334959,0.00659182,0.0302285,0.00354274,0.00442439,0.00149694,0.0182903,0.023448,0.0115209,0.00731391,0.00674879,0,0,0.00741279,0,0.0162791,0.00560649,0.0405793,0.0144909,0.0205225,0.0280599,0.00688753,0.00736789,0.00776928,0.0211433,0.0072837,0.0101161,0,0,0.0224162,0.00337167,0.00407828,0.00400515,0.0034764,0.00615705,0,0,0,0.0119495,0.0183585,0,0
45,0,0,0,0,0.00511821,0.00340093,0,0,0.0273532,0.0224853,0.0131227,0.000961874,0,0,0.00425795,0,0.015024,0.00315874,0.0384969,0.00939151,0.0190085,0.00305943,0.00195892,0.0043194,0.00391727,0.00445968,0.00550724,0.0319288,0.00272344,0.00681507,0.00342995,0.00642751,0.0314757,0.00382343,0.00448843,0.00136944,0.0205629,0.0234735,0.0134508,0.00717781,0.00657999,0,0,0.00729056,0,0.0162413,0.00565855,0.0410279,0.0174924,0.0210502,0.0291966,0.00773489,0.00736725,0.00730141,0.0225084,0.00755546,0.00882421,0,0.0172441,0.0239922,0.00353218,0.00397846,0.00404721,0.00351742,0.00587357,0,0,0,0.0126346,0.0188022,0,0
46,0,0,0,0,0.00518935,0.00323111,0,0,0.027886,0.0225039,0.0135841,0.00146337,0,0,0.0045045,0,0.0149936,0.00324963,0.0381781,0.0100014,0.0189988,0.00358108,0.00202685,0.00446197,0.00413315,0.00459233,0.00552321,0.0323165,0.00294093,0.0066681,0.00347437,0.00639864,0.0322292,0.00410272,0.00450655,0.00128414,0.0215311,0.0234393,0.01444,0.00695759,0.00654323,0,0,0.00651162,0,0.0161793,0.0055976,0.0413134,0.0181242,0.0216943,0.0300088,0.00856163,0.00718131,0.00595559,0.0229239,0.00690711,0.00760152,0,0.0184173,0.0246929,0.00379906,0.00385048,0.00394617,0.00332103,0.0057255,0,0,0,0.0135602,0.0194401,0,0
47,0,0,0,0,0.00529447,0.00308635,0,0,0.0283933,0.0224791,0.0139472,0.00184175,0,0,0.00471456,0,0.0150283,0.00334435,0.0378831,0.0103575,0.0191044,0.00422305,0.00236361,0.00475906,0.00443973,0.00488668,0.00584464,0.0326214,0.0031778,0.00656837,0.00346606,0.00638547,0.0329285,0.00434656,0.0044907,0.00115368,0.0222025,0.0233892,0.0150503,0.00677254,0.00653497,0,0,0.00599009,0,0.0161083,0.00557992,0.041466,0.0185343,0.0223881,0.0303419,0.0095609,0.00695818,0.00497683,0.0230738,0.00647236,0.00610597,0,0.0180612,0.0250577,0.00399707,0.00358889,0.0037869,0.00328804,0.00556085,0,0,0,0.0139321,0.0205088,0,0
48,0,0,0,0,0.00542845,0.00289432,0,0,0.0290809,0.0224964,0.0144352,0.0021897,0,0,0.00483353,0,0.0151284,0.00329405,0.0376765,0.0109606,0.0192607,0.00480868,0.00291992,0.00513247,0.00478253,0.00518603,0.0063105,0.0327859,0.00325249,0.00664447,0.00349726,0.00630701,0.033703,0.00452408,0.00446957,0.00103173,0.0210314,0.02334,0.0143637,0.0065674,0.00650267,0,0,0.00546136,0,0.0160298,0.00547992,0.0415098,0.018811,0.0230847,0.0307755,0.0108566,0.00677057,0.0042666,0.0224135,0.00605341,0.00499773,0,0,0.024521,0.00410606,0.00331523,0.0036052,0.0033512,0.00532682,0,0,0,0.0151954,0.0211515,0,0
49,0,0,0,0,0.00632199,0.00309074,0,0,0.0300135,0.0226575,0.0151471,0.00261251,0,0,0.00493119,0,0.0151472,0.00308229,0.037315,0.0118297,0.0195887,0.00515289,0.00329552,0.00590933,0.00508241,0.00541593,0.0066647,0.0330833,0.00344995,0.00690765,0.00366237,0.00624032,0.0346986,0.00481455,0.00451552,0.000985804,0.0216964,0.0235915,0.014227,0.0065174,0.0059451,0,0,0.0105753,0,0.0165987,0.0075955,0.0415588,0.0183795,0.0237819,0.0305945,0.0118753,0.00824535,0.00396622,0.0226872,0.00560273,0.00332549,0,0,0.0251335,0.00431908,0.00619893,0.00516992,0.00389657,0.00455025,0,0,0,0.0155682,0.0228581,0,0
50,0,0,0,0,0.00522986,0.00263494,0,0,0.0308533,0.0225874,0.0159127,0.00326208,0,0,0.00537031,0,0.0151956,0.00316743,0.0369293,0.0128035,0.0198086,0.00544385,0.00306626,0.00611285,0.00535676,0.00581164,0.0069243,0.0333314,0.00369641,0.00707678,0.00381309,0.00617197,0.0356515,0.00498244,0.00457372,0.000793086,0.0218794,0.0229836,0.0132984,0.00626219,0.00720188,0,0,0.00349138,0,0.0154855,0.00435453,0.0417285,0.0174989,0.0244708,0.0297591,0.0119872,0.00547175,0.00409441,0.0231374,0.00518765,0.00198268,0,0,0.0251791,0.00480817,0.00179947,0.00254309,0.00335115,0.00552389,0,0,0,0.015772,0.0247276,0,0
51,0,0,0,0,0.00552746,0.0025346,0,0,0.0316039,0.0224784,0.0166565,0.0033324,0,0,0.00564176,0,0.0152031,0.00322607,0.0367418,0.013822,0.0200368,0.00580027,0.0031148,0.00675903,0.00561697,0.00622987,0.00746759,0.0335535,0.00396913,0.0071869,0.00401786,0.0060857,0.0365126,0.00526358,0.00459813,0.000674087,0.0220093,0.0229406,0.0116886,0.00614401,0.00718605,0,0,0.00340949,0,0.0154795,0.00433991,0.0419644,0.0156202,0.0252367,0.0284074,0.012465,0.00545291,0.00412979,0.0237344,0.00459393,0.00192615,0,0,0.0253822,0.00469391,0.00189859,0.00261802,0.00353987,0.00537404,0,0,0,0.0154913,0.0265981,0,0
52,0,0,0,0,0.00586999,0.00236344,0,0,0.0323771,0.0222159,0.0174187,0.00369847,0,0,0.0058863,0,0.0151371,0.00322611,0.0367971,0.0148765,0.0202807,0.00623247,0.00320569,0.00743616,0.00593367,0.00662458,0.00799335,0.0337878,0.00424352,0.00730875,0.00424372,0.00601533,0.0373666,0.0055198,0.00457391,0.00054575,0.0219922,0.0228975,0.00943718,0.00595455,0.00716914,0,0,0.00336844,0,0.0154762,0.0042495,0.0422367,0.0130876,0.0259584,0.0265693,0.0129216,0.00544524,0.00446406,0.0241931,0.00392034,0.00300506,0,0,0.0256944,0.00452592,0.00193929,0.0026449,0.00374534,0.00524114,0,0,0,0.0145535,0.0283597,0,0
53,0,0,0,0,0.00623756,0.00221555,0,0,0.033024,0.0219463,0.0183043,0.00430456,0,0,0.00606247,0,0.0151142,0.00318868,0.0369911,0.0160018,0.0205259,0.006837,0.00327581,0.00810135,0.0062891,0.00703003,0.00846029,0.0340935,0.00455167,0.00745799,0.00452275,0.00607817,0.0381191,0.00566732,0.00452876,0.000518337,0.0214222,0.0228633,0.00657914,0.00575695,0.00716548,0,0,0.00342734,0,0.0154984,0.00419262,0.0425321,0.0107355,0.0266699,0.0239054,0.0131936,0.00547032,0.00553979,0.0246672,0.0033378,0.00433926,0,0,0.0255174,0.0043874,0.00212901,0.00270313,0.00393131,0.00514238,0,0,0,0.0128941,0.0301979,0,0
54,0,0,0,0,0.00661692,0.00204407,0,0,0.0335633,0.021832,0.0191334,0.00504837,0,0,0.00606137,0,0.015212,0.00305536,0.0372661,0.0172108,0.0206475,0.00751953,0.00338891,0.00870382,0.00668802,0.00744777,0.0089078,0.0344246,0.00488639,0.00737681,0.0048526,0.00616891,0.0386827,0.00566486,0.00450929,0.000573322,0.0204514,0.0228045,0.00372486,0.00553078,0.00715527,0,0,0.00367702,0,0.0155146,0.00417489,0.0428386,0.00970717,0.0274047,0.0206695,0.0134126,0.00551856,0.00676258,0.0252063,0.00336475,0.0057277,0,0,0.0247605,0.00422969,0.00230528,0.00279278,0.00415072,0.00504358,0,0,0,0.0109405,0.0319133,0,0
55,0,0,0,0,0.00705356,0.00179027,0,0,0.0342584,0.0216225,0.0197981,0.00563592,0,0,0.00613433,0,0.0152005,0.00298787,0.0376191,0.0185149,0.0208653,0.008066,0.00345451,0.00926102,0.00712268,0.00790644,0.00939836,0.0348061,0.00520849,0.00737369,0.0050501,0.0062649,0.0393677,0.00570518,0.00449502,0.000584532,0.0204873,0.0227379,0.00605705,0.00522044,0.00708888,0,0,0.00436214,0,0.0155439,0.00421009,0.0429796,0.011842,0.0281928,0.0163459,0.0137079,0.00569058,0.00829598,0.0256278,0.00458734,0.00760286,0,0.0685945,0.0238162,0.00400015,0.00257163,0.0029029,0.00442341,0.00492623,0,0,0,0.0111937,0.034598,0,0
56,0,0,0,0,0.00750493,0.00144977,0,0,0.0347051,0.0214891,0.0201292,0.0059065,0,0,0.00605905,0,0.0152461,0.00284791,0.037859,0.0194803,0.0211662,0.00848955,0.00358736,0.00964182,0.00746106,0.00826212,0.00982488,0.0350731,0.0054087,0.00736922,0.00515542,0.0063652,0.0398929,0.00555494,0.0044899,0.000676737,0.0205021,0.0226287,0.00920399,0.00477715,0.00702921,0,0,0.00530291,0,0.0155612,0.00423873,0.0428961,0.0153891,0.028783,0.0137775,0.0141181,0.00588969,0.00917123,0.0255461,0.00556838,0.00858332,0,0.0681445,0.0230726,0.00372925,0.00295744,0.00294783,0.0047641,0.00490736,0,0,0,0,0.036106,0,0
57,0,0,0,0,0.00785976,0.00106886,0,0,0.0350064,0.0213561,0.0204731,0.00600502,0,0,0.00574056,0,0.0153078,0.00256621,0.0380264,0.0203278,0.0213921,0.00878561,0.00375699,0.00990796,0.00765058,0.00850745,0.0100957,0.0352334,0.00553819,0.00734728,0.00532797,0.00639505,0.0401742,0.00519026,0.0044874,0.00080186,0.0197368,0.0224923,0.0125309,0.00423688,0.00704009,0,0,0.00596954,0,0.0155007,0.00417463,0.0427138,0.0198178,0.0293457,0.0108956,0.014601,0.00595568,0.010236,0.0250846,0.00757013,0.0100716,0,0.0653897,0.0209626,0.00341708,0.00307435,0.00291577,0.00526785,0.00499041,0,0,0,0,0.0377816,0,0
58,0,0,0,0,0.00891174,0.00128916,0,0,0.035312,0.0214577,0.0209298,0.00622097,0,0,0.00551206,0,0.015298,0.0023483,0.0380647,0.0212556,0.0213801,0.0089458,0.00383788,0.0105809,0.0076983,0.00863587,0.0102319,0.0353669,0.00565711,0.00735853,0.00544437,0.00638768,0.0403986,0.00510393,0.00456509,0.000897882,0.0184483,0.0227885,0.0157045,0.00382162,0.00617765,0,0,0.0129209,0,0.0161746,0.00747301,0.042511,0.0245252,0.0297574,0.0102222,0.014752,0.00816779,0.0107616,0.0250875,0.00989737,0.011064,0,0.063245,0.0184556,0.00382493,0.00672705,0.00487423,0.00562027,0.0043458,0,0,0,0,0.0392559,0,0
59,0,0,0,0,0.00791149,0.0013628,0,0,0.0357806,0.0213686,0.0213394,0.00641746,0,0,0.00595068,0,0.0152977,0.00246463,0.0381359,0.0219944,0.0212997,0.00900071,0.00381452,0.0105251,0.00790111,0.0087065,0.0103323,0.0354013,0.00562246,0.00729428,0.00541154,0.00636866,0.0408768,0.0051501,0.00456508,0.00104628,0.0172664,0.022183,0.0188059,0.00329558,0.00742492,0,0,0.0036129,0,0.015189,0.00288751,0.0423808,0.0291973,0.0298812,0.0122664,0.0142981,0.00530488,0.01084,0.0251018,0.0121234,0.0116691,0,0.0622597,0.0162444,0.00364869,0.00202147,0.00203477,0.00562264,0.00553161,0,0,0,0,0.0402187,0,0
60,0,0,0,0,0.00791571,0.00135341,0,0,0.036127,0.0212102,0.021439,0.00622457,0,0,0.00591434,0,0.0153388,0.00240771,0.0382736,0.022578,0.0211209,0.00889364,0.00378502,0.0108543,0.00804763,0.00875397,0.0103255,0.035345,0.00548035,0.00717836,0.00537828,0.00634709,0.0412157,0.00509988,0.00451003,0.00116007,0.0165665,0.0221761,0.0217085,0.00269388,0.00728343,0,0,0.00415814,0,0.0152365,0.00303703,0.0423671,0.0335143,0.0296988,0.0155217,0.0141969,0.00557976,0.01098,0.0245488,0.0137483,0.0116951,0,0.0621316,0.0145682,0.00354036,0.00221161,0.00213544,0.00579613,0.00552567,0,0,0,0,0.0404433,0,0
61,0,0,0,0,0.00783597,0.00140097,0,0,0.036434,0.021176,0.0212772,0.00598155,0,0,0.00578869,0,0.0153936,0.00239266,0.0385483,0.0228408,0.0208485,0.00877776,0.00374207,0.0112277,0.00815987,0.00878042,0.0102744,0.0352123,0.00526503,0.007006,0.00532577,0.00633641,0.0414281,0.00501864,0.00449618,0.00115868,0.0174479,0.0221726,0.024476,0.00234911,0.00710922,0,0,0.00497613,0,0.015292,0.00336167,0.0424733,0.0365387,0.029252,0.018896,0.0141851,0.00599518,0.0111071,0.0232337,0.0148755,0.0109273,0,0.062277,0.0146358,0.00345448,0.00234246,0.00235934,0.00605328,0.00542404,0,0,0,0,0.0398237,0,0
62,0,0,0,0,0.00763336,0.00164315,0,0,0.0366312,0.0212676,0.0210661,0.00582071,0,0,0.00582563,0,0.0154227,0.00237094,0.0388844,0.0229209,0.0205202,0.00854957,0.00390139,0.0116102,0.00830199,0.00874252,0.0101457,0.0349827,0.00497696,0.00683592,0.00500848,0.00623575,0.0417112,0.00498669,0.00452255,0.00111148,0.0179081,0.0220977,0.025886,0.00277352,0.00706004,0,0,0.00508402,0,0.015247,0.00329354,0.0426366,0.0384484,0.0285474,0.0203788,0.0143074,0.00619508,0.00957448,0.0220949,0.0142183,0.00865177,0,0.0624118,0.0132283,0.00341055,0.00224461,0.00236066,0.00645291,0.00537438,0,0,0,0,0.0390743,0,0
