Timestep,BCBB,BCBF,BCBTT,BCFT,C7,CLAV,IMU_B,IMU_M,IMU_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x68,x69,x70,RTIBA,RTIBI
All Timesteps RMSE,0,0,0,0,0.00821488,0.00768684,0,0,0,0.0428644,0.0219276,0.0218094,0.00714551,0,0,0.00677608,0,0.0152009,0.00462022,0.0406647,0.0202555,0.0180311,0.0133121,0.00598372,0.00797331,0.0097956,0.0173526,0.0132408,0.0325042,0.00982663,0.0167772,0.0085018,0.0102716,0.0509535,0.00476504,0.00402182,0.00278136,0.0264753,0.0190519,0.0249605,0.0095999,0.00755464,0,0,0.0408734,0,0.0108069,0.0202528,0.0374505,0.0326652,0.0283815,0.0196291,0.0106317,0.0195499,0.0139482,0.0183138,0.0172585,0.0169877,0.0185254,0.0261312,0.0325389,0.0147644,0.0130346,0.0104314,0.0101464,0.00733082,0,0,0,0.0254216,0.0175732
0,0,0,0,0,0.00944767,0.0056586,0,0,0,0.0919261,0.022398,0.040471,0.00864882,0,0,0.00808573,0,0.0145585,0.00562735,0.0371397,0.0221141,0.018276,0.0311692,0.0101915,0.00366808,0.0194718,0.0438023,0.0175939,0.0280273,0.0267572,0.0479149,0.0200516,0.0216402,0.121237,0.00548155,0.00367506,0.00296298,0.0138752,0.0197308,0.0245103,0.0128164,0.0117145,0,0,0.0334059,0,0.0116201,0.0170619,0.0352401,0.0296217,0.0260525,0.0191336,0.00694747,0.0173443,0.0157713,0.0155429,0.0197286,0.0239742,0.0234504,0.0324681,0.0132773,0.0153377,0.0100562,0.00815728,0.00907648,0.0117878,0,0,0,0,0
1,0,0,0,0,0.00929698,0.00589869,0,0,0,0.0897531,0.0224627,0.0398594,0.00803603,0,0,0.00788754,0,0.0145723,0.00534038,0.0369133,0.0206671,0.0178264,0.028316,0.00956797,0.00292065,0.0179535,0.0412877,0.0167297,0.0276479,0.0249097,0.0454443,0.0190552,0.0211137,0.11864,0.00543169,0.00364246,0.00272964,0.0130071,0.0197348,0.0228087,0.0119604,0.0108632,0,0,0.0341015,0,0.0115805,0.0171656,0.0354048,0.0268914,0.0260937,0.0186052,0.00598104,0.0171972,0.0158273,0.0156144,0.0204361,0.0238048,0.0225832,0.0315468,0.0129641,0.0148896,0.0101922,0.00834553,0.0090111,0.0115226,0,0,0,0,0
2,0,0,0,0,0.00907967,0.00602965,0,0,0,0.0873324,0.0224964,0.038727,0.00736398,0,0,0.00786445,0,0.0146157,0.00523693,0.0368286,0.0192473,0.0176382,0.0264961,0.00935222,0.00250781,0.0171326,0.0397598,0.0163976,0.0272049,0.023459,0.0431335,0.0181708,0.020584,0.115232,0.00552815,0.0036263,0.00254524,0.0132729,0.0195888,0.0222456,0.0112101,0.0102104,0,0,0.0347681,0,0.0114822,0.0173061,0.035459,0.0253401,0.0262202,0.0178291,0.00523851,0.0172699,0.0159633,0.0158947,0.0202737,0.0235553,0.0218924,0.0308682,0.0134274,0.0146356,0.010811,0.00857274,0.0092673,0.011203,0,0,0,0,0
3,0,0,0,0,0.00889461,0.00603324,0,0,0,0.0847498,0.0225077,0.0373688,0.00671739,0,0,0.00787839,0,0.0147001,0.00518683,0.0367127,0.0175835,0.0174179,0.0245086,0.00930585,0.0023753,0.0161932,0.0378588,0.0159968,0.0268022,0.02194,0.0406606,0.0171261,0.0199105,0.111213,0.00580775,0.00364052,0.00240111,0.0138828,0.0194334,0.0214965,0.0109198,0.00961483,0,0,0.035359,0,0.0113628,0.0175146,0.0353968,0.0235671,0.0264008,0.0169761,0.00455829,0.017529,0.0159963,0.016151,0.019897,0.023179,0.0209204,0.0298859,0.0141286,0.0144518,0.0112524,0.00879879,0.00943654,0.0108183,0,0,0,0,0
4,0,0,0,0,0.00877755,0.00597408,0,0,0,0.082081,0.0224778,0.0360134,0.00613738,0,0,0.00794342,0,0.0147479,0.00512021,0.0366598,0.0161003,0.0171574,0.022386,0.00935038,0.00247153,0.0151958,0.0356734,0.0156147,0.0264304,0.0203574,0.0381533,0.0160828,0.0192157,0.107249,0.0059781,0.00364854,0.00224907,0.0146272,0.0193954,0.0205759,0.0106922,0.00902954,0,0,0.0360082,0,0.0113097,0.0177592,0.0352681,0.0215341,0.0265884,0.0160363,0.00396575,0.0179358,0.0158189,0.0163284,0.0195609,0.0226269,0.0196561,0.0286234,0.0151376,0.0143228,0.0114097,0.00904378,0.00944683,0.0103517,0,0,0,0,0
5,0,0,0,0,0.00870068,0.0058311,0,0,0,0.0796211,0.0224215,0.03476,0.00576423,0,0,0.00800524,0,0.0147828,0.00504028,0.036779,0.0149678,0.0168437,0.0200474,0.00934101,0.00279606,0.014035,0.0332352,0.0152057,0.0260489,0.0185403,0.0355495,0.0149769,0.018546,0.103546,0.00595995,0.00362071,0.00220795,0.0154671,0.0193889,0.0195595,0.0103294,0.00850724,0,0,0.036681,0,0.0112713,0.0179571,0.0351736,0.0193095,0.0267727,0.014988,0.00348213,0.0184191,0.0155321,0.0164969,0.0190248,0.0218822,0.0182007,0.0271841,0.0164343,0.0142123,0.0116748,0.00925577,0.00937076,0.00980064,0,0,0,0,0
6,0,0,0,0,0.00862344,0.00573586,0,0,0,0.0774204,0.0223635,0.0337959,0.00576516,0,0,0.00793901,0,0.014792,0.00492402,0.0371051,0.0141259,0.0164703,0.0171555,0.00909871,0.00321885,0.0128387,0.0306432,0.0147422,0.025653,0.016388,0.032783,0.0137246,0.017947,0.100147,0.0060065,0.0036131,0.00225196,0.0161761,0.0193429,0.0184578,0.00999108,0.00807699,0,0,0.0373375,0,0.0111949,0.0181265,0.0351384,0.0171275,0.0269527,0.0146319,0.00296294,0.0189018,0.0158643,0.0167934,0.0186002,0.0216537,0.0171772,0.0261636,0.0175248,0.0141125,0.0119118,0.00942475,0.00929182,0.00925321,0,0,0,0,0
7,0,0,0,0,0.00812874,0.00579552,0,0,0,0.0755711,0.0224068,0.0348849,0.00509674,0,0,0.0075738,0,0.014754,0.00457168,0.0372051,0.0158314,0.0159946,0.0116082,0.00223938,0.00361521,0.0101016,0.0252688,0.0140387,0.0274728,0.0131799,0.0288039,0.0130136,0.0170223,0.0955451,0.00591353,0.00359075,0.00227158,0.0210316,0.0194029,0.0174981,0.00958939,0.00733081,0,0,0.0390989,0,0.0109797,0.0183829,0.0343695,0.0115088,0.030707,0.00969831,0.00415911,0.019806,0.0143794,0.018989,0.0149773,0.0162561,0.00394954,0.011808,0.0232759,0.0133273,0.0121601,0.00963842,0.00971463,0.00898542,0,0,0,0.0231252,0.00776265
8,0,0,0,0,0.0078843,0.00568562,0,0,0,0.073049,0.0223939,0.0351911,0.00646074,0,0,0.00707105,0,0.0148014,0.00417142,0.037668,0.019006,0.0149774,0.00683967,0.000935568,0.00398557,0.00834479,0.0204443,0.0141623,0.0269595,0.00968753,0.0243892,0.0112433,0.0164954,0.0910162,0.00570254,0.00358502,0.00219377,0.0216586,0.0194014,0.0169826,0.0103046,0.00729865,0,0,0.0403681,0,0.0109392,0.0186587,0.0344844,0.0105831,0.0304931,0.0101419,0.00598343,0.0204839,0.0143941,0.0192943,0.0154149,0.0160076,0.00325184,0.0110483,0.0237407,0.0130392,0.0122724,0.00979945,0.00927156,0.00865319,0,0,0,0.0222819,0.00801378
9,0,0,0,0,0.0076699,0.00557029,0,0,0,0.0697577,0.0224457,0.0366094,0.00853741,0,0,0.00652614,0,0.014827,0.00370988,0.0380752,0.0259263,0.0131541,0.00905838,0.00272368,0.00452939,0.0089257,0.015448,0.0166878,0.0268204,0.00437562,0.0175097,0.00893076,0.0162622,0.084724,0.00537275,0.00357137,0.00218928,0.0221876,0.0194504,0.0165977,0.0111298,0.00764566,0,0,0.0420833,0,0.0108561,0.019005,0.0346669,0.0100158,0.0301584,0.0109857,0.00888098,0.021332,0.0148168,0.0198043,0.0157855,0.0160341,0.00290809,0.0104492,0.0243124,0.0127372,0.0123632,0.00993599,0.00876369,0.00856645,0,0,0,0.0212524,0.00849075
10,0,0,0,0,0.00762809,0.00566886,0,0,0,0.0663697,0.0224556,0.0372812,0.0107071,0,0,0.00633321,0,0.0148698,0.00353145,0.0385683,0.0311444,0.0119389,0.0158425,0.00508514,0.00509999,0.0122167,0.0163055,0.0200497,0.0265981,0.00362831,0.0123527,0.00743278,0.0163261,0.078856,0.0052137,0.00361469,0.00227937,0.0227917,0.0195249,0.0165823,0.0119329,0.00800493,0,0,0.0432966,0,0.010815,0.0192623,0.0349873,0.0102594,0.0298556,0.0119276,0.0112217,0.0220873,0.0153995,0.0202788,0.0159274,0.0161969,0.00302678,0.0101456,0.0250772,0.0125611,0.0123893,0.0100813,0.0085274,0.00862458,0,0,0,0.0203233,0.00904208
11,0,0,0,0,0.00757876,0.00577829,0,0,0,0.0631517,0.0225028,0.0370234,0.0120671,0,0,0.00616774,0,0.0147793,0.00354159,0.0391026,0.0339234,0.011414,0.0201722,0.00682452,0.00553821,0.0151746,0.0189529,0.0220416,0.0260045,0.00589529,0.00951003,0.00666638,0.016381,0.073803,0.0050531,0.00366514,0.00239284,0.0232359,0.0195561,0.0167731,0.0127929,0.00823031,0,0,0.0441708,0,0.0108186,0.0195203,0.0353526,0.0109178,0.0297744,0.012839,0.0129749,0.0226801,0.015945,0.0206517,0.0159238,0.016606,0.00345269,0.0101069,0.0255742,0.0125012,0.0123426,0.0102186,0.00845796,0.00866662,0,0,0,0.0195332,0.00954205
12,0,0,0,0,0.00753722,0.00589418,0,0,0,0.0596715,0.0225086,0.0361323,0.01302,0,0,0.0059993,0,0.0146947,0.00351796,0.039611,0.0353818,0.0112417,0.0229822,0.00810493,0.00579305,0.0176526,0.021851,0.023297,0.0253526,0.007909,0.00774147,0.00630206,0.0164166,0.0688682,0.00490082,0.00369677,0.00241456,0.0236903,0.0195267,0.0170311,0.0136705,0.00829949,0,0,0.04464,0,0.0108128,0.019685,0.0356885,0.0115747,0.02989,0.0136152,0.0142534,0.0231316,0.0162544,0.0209824,0.0157853,0.0168218,0.00393061,0.0101787,0.0260334,0.0124821,0.0124411,0.0103162,0.00847214,0.00865507,0,0,0,0.0188812,0.00995254
13,0,0,0,0,0.00746548,0.00594826,0,0,0,0.055801,0.0224598,0.0346215,0.0138968,0,0,0.00578739,0,0.0146326,0.00348096,0.0400921,0.0356964,0.0113412,0.0248955,0.00897425,0.00595722,0.0196721,0.0244783,0.023919,0.0247703,0.00946311,0.00678678,0.00633095,0.0164311,0.0637869,0.00477072,0.0037448,0.00235565,0.0242482,0.0195466,0.0174673,0.0144715,0.00822543,0,0,0.0449131,0,0.0108428,0.0197799,0.0359884,0.0124203,0.0301899,0.0142644,0.0151396,0.023481,0.0163872,0.0213312,0.0156278,0.0168212,0.00443244,0.0103667,0.0266101,0.012475,0.0125691,0.0103826,0.0084731,0.00860905,0,0,0,0.0183563,0.0103596
14,0,0,0,0,0.00746052,0.00593876,0,0,0,0.0513996,0.0224633,0.0326518,0.0146068,0,0,0.00573225,0,0.0147662,0.0035347,0.0406059,0.0353129,0.0116563,0.0260928,0.00976978,0.00618521,0.0212205,0.0265344,0.0240544,0.0243432,0.0107212,0.00663184,0.00671046,0.0163789,0.0582967,0.00483596,0.00374197,0.00236997,0.0249615,0.0195683,0.0188221,0.0152355,0.00811647,0,0,0.0450007,0,0.0108575,0.0197799,0.0363065,0.0142762,0.0305382,0.0148798,0.0159764,0.0237789,0.0169636,0.0217887,0.0159808,0.0174079,0.0054489,0.0112576,0.0270401,0.012438,0.0126534,0.0104155,0.00846647,0.00859053,0,0,0,0.017938,0.011026
15,0,0,0,0,0.00733566,0.00621122,0,0,0,0.0454203,0.022391,0.0297076,0.0157762,0,0,0.00580307,0,0.0148601,0.00375744,0.0417291,0.0337816,0.0125387,0.0256434,0.010188,0.00573522,0.021576,0.0269565,0.0230558,0.0256148,0.0115635,0.00796082,0.00780231,0.0161052,0.0509266,0.00485871,0.00374252,0.00244508,0.0395025,0.0195305,0.0192397,0.0191231,0.00748228,0,0,0.0442548,0,0.0108651,0.0195928,0.0321454,0.0176472,0.0333416,0.0190275,0.0162261,0.0235039,0.018067,0,0.0199389,0.0156592,0.0102057,0.0117829,0.0473411,0.0125061,0.0126864,0.0104846,0.00900475,0.00891228,0,0,0,0.0151916,0.0147832
16,0,0,0,0,0.00738352,0.00626208,0,0,0,0.0392322,0.0224044,0.026803,0.016016,0,0,0.00592245,0,0.0148509,0.00389475,0.0425822,0.0324003,0.0129282,0.0250859,0.0106381,0.0058656,0.0219007,0.027577,0.0220314,0.0249643,0.0121289,0.00836161,0.00827414,0.0158166,0.0437252,0.00485146,0.00377152,0.00252154,0.0383436,0.0194557,0.0176421,0.0190126,0.00747971,0,0,0.0443175,0,0.0108961,0.0196488,0.0328064,0.0183197,0.0327007,0.0188663,0.0168947,0.0234506,0.017863,0,0.0202578,0.0155996,0.0107553,0.0138462,0.0473284,0.012579,0.0126741,0.0105757,0.00872184,0.00894923,0,0,0,0.0154587,0.0141761
17,0,0,0,0,0.00744329,0.00628089,0,0,0,0.0318304,0.0223645,0.0232072,0.016065,0,0,0.00613435,0,0.0148474,0.00407464,0.0435122,0.0302479,0.0135018,0.0235992,0.0105766,0.0060015,0.0215796,0.0275479,0.0202997,0.024497,0.0122378,0.00853743,0.00856479,0.0152839,0.0348738,0.00498538,0.00376957,0.00255277,0.0351862,0.0193678,0.0155995,0.0189513,0.00736097,0,0,0.0440689,0,0.0109026,0.0196324,0.0334379,0.0200487,0.0322675,0.0184411,0.0171106,0.0233888,0.0174541,0,0.0212744,0.0154626,0.0121732,0.0183593,0.0463225,0.0126985,0.0126723,0.0106533,0.00864038,0.00899122,0,0,0,0.0175724,0.0135313
18,0,0,0,0,0.00782675,0.0064243,0,0,0,0.0237736,0.0222378,0.0191718,0.0157139,0,0,0.00660413,0,0.014914,0.00435396,0.0444417,0.0277323,0.0140539,0.0212924,0.0099226,0.00612136,0.0204063,0.0263052,0.01765,0.0241325,0.0119404,0.00856461,0.00864175,0.0146009,0.0249682,0.00532588,0.00373042,0.00254908,0.0342894,0.0192747,0.0156653,0.0187023,0.00720627,0,0,0.0434085,0,0.0108104,0.0195861,0.0340086,0.0213977,0.0320462,0.0184486,0.0165985,0.0234341,0.0171414,0,0.0212625,0.0154331,0.0135,0.0213294,0.0463244,0.012761,0.0128976,0.0107511,0.00886394,0.00907897,0,0,0,0.0192957,0.013941
19,0,0,0,0,0.00800034,0.00647011,0,0,0,0.0160193,0.0220127,0.0152167,0.0148034,0,0,0.00676407,0,0.0151117,0.00435969,0.0452708,0.0249403,0.0144911,0.0185187,0.00892688,0.00620301,0.0184063,0.0238179,0.014237,0.0240033,0.0112432,0.00836505,0.00840717,0.0137685,0.0153934,0.0052228,0.00371692,0.00247245,0.0338375,0.0191854,0.0159671,0.018373,0.00688193,0,0,0.0429209,0,0.0108142,0.0196047,0.0344994,0.0221222,0.0319845,0.018417,0.0157756,0.0234477,0.0167416,0,0.020939,0.0152476,0.0143815,0.0226665,0.0463733,0.0129954,0.0130704,0.0108158,0.00912821,0.00907005,0,0,0,0.0209662,0.0143596
20,0,0,0,0,0.00803814,0.00668581,0,0,0,0.0110757,0.0218737,0.0120589,0.0134749,0,0,0.00702987,0,0.0152058,0.00451152,0.0459192,0.0222514,0.0149713,0.0157006,0.00752613,0.0063863,0.0156442,0.0203609,0.0103554,0.0244406,0.010342,0.0079103,0.00802396,0.0129623,0.00871821,0.00523748,0.00371778,0.00244982,0.0337927,0.0190826,0.0161161,0.018046,0.00655716,0,0,0.0423527,0,0.0108059,0.0196147,0.0349136,0.0216276,0.0320699,0.0181401,0.0146092,0.0233273,0.0161953,0,0.0204001,0.0148008,0.0143574,0.0225313,0.0462199,0.013348,0.0131279,0.0108756,0.00948263,0.00894488,0,0,0,0.021865,0.0143808
21,0,0,0,0,0.00811183,0.00696944,0,0,0,0.0119547,0.0218073,0.0106619,0.0117158,0,0,0.00758477,0,0.0151441,0.00494248,0.0463667,0.0203542,0.0155298,0.0132883,0.00582677,0.00670244,0.0124088,0.0166972,0.00683411,0.0256925,0.00925483,0.00706435,0.00747134,0.0123131,0.0105824,0.00552315,0.00375952,0.00249351,0.0343639,0.0189632,0.016162,0.0176474,0.00628864,0,0,0.0417399,0,0.0107969,0.0196192,0.0353701,0.0198814,0.0323362,0.0175269,0.0131652,0.0231527,0.0155253,0,0.0196949,0.0140812,0.0132496,0.0214225,0.0460181,0.0137198,0.0131611,0.0109779,0.00990815,0.00881471,0,0,0,0.021895,0.0138968
22,0,0,0,0,0.00831955,0.0069161,0,0,0,0.015583,0.0217492,0.0112241,0.00806854,0,0,0.00771088,0,0.0152414,0.00500201,0.0473488,0.0198458,0.0162879,0.012089,0.00422581,0.00671588,0.00945348,0.0128848,0.00566269,0.0260242,0.00780498,0.00499138,0.00598035,0.0121835,0.0151146,0.0055746,0.00382497,0.00249737,0.0552507,0.0188105,0.0301282,0.013652,0.00638544,0,0,0.041582,0,0.0108551,0.0197279,0.0348139,0.01865,0.0298778,0.0183552,0.0111535,0.0227019,0.0146657,0,0,0.0131362,0.0107477,0.0205929,0.0648979,0.0142401,0.0133724,0.0111095,0.00968139,0.00881467,0,0,0,0,0.0205456
23,0,0,0,0,0.00849677,0.00726201,0,0,0,0.0197736,0.0215891,0.0130689,0.00598663,0,0,0.00799958,0,0.0153709,0.005163,0.0473919,0.0203007,0.0168801,0.012082,0.00466595,0.00705939,0.00720236,0.0113199,0.00757838,0.0284278,0.00662738,0.00413481,0.00472971,0.0119596,0.019808,0.00585696,0.00389532,0.00263563,0.0543495,0.01877,0.0295905,0.0128754,0.00613425,0,0,0.0409978,0,0.0108869,0.0196713,0.0356228,0.0179304,0.0294153,0.0172618,0.0100685,0.0226812,0.013408,0,0.0195111,0.0121951,0.0104092,0.0206126,0.0638047,0.01455,0.013473,0.0111356,0.010159,0.0085278,0,0,0,0,0.0198363
24,0,0,0,0,0.00886156,0.00825394,0,0,0,0.0262741,0.0213534,0.0161197,0.00587467,0,0,0.00853701,0,0.0154507,0.00556861,0.0467895,0.0213601,0.0172752,0.0133788,0.00288854,0.00780939,0.00793207,0.0133319,0.0116167,0.0326525,0.00615887,0.00527155,0.004517,0.0112385,0.0268021,0.0062779,0.00393042,0.00279463,0.0415172,0.0188404,0.019381,0.0153,0.00553386,0,0,0.0398033,0,0.0109172,0.0194676,0.0367584,0.0148168,0.0317227,0.015534,0.00928812,0.0230665,0.0134304,0,0.0164287,0.0115851,0.00826688,0.0148043,0.0500212,0.0147365,0.0135471,0.0111065,0.0114887,0.00809676,0,0,0,0.0197301,0.0126385
25,0,0,0,0,0.00851521,0.00812992,0,0,0,0.0290326,0.0213527,0.0177025,0.00464814,0,0,0.00874798,0,0.0154228,0.00572304,0.0461132,0.0212327,0.0183376,0.0123492,0.00282007,0.00796476,0.0100401,0.0141973,0.0142508,0.0348807,0.00544768,0.00578488,0.00426454,0.0115478,0.0298535,0.00635551,0.00391345,0.00286106,0.0386219,0.018762,0.0172573,0.0151734,0.0054154,0,0,0.0400273,0,0.0109539,0.0196302,0.037369,0.0152312,0.0314452,0.0153816,0.00896831,0.0229423,0.0128201,0,0.016525,0.0115454,0.00937043,0.0171902,0.0485782,0.0149131,0.0136384,0.0111651,0.0113721,0.00790138,0,0,0,0.0215354,0.0122365
26,0,0,0,0,0.00858412,0.008539,0,0,0,0.031245,0.0212493,0.0193206,0.00395376,0,0,0.00911001,0,0.0155333,0.00591694,0.0456391,0.0212566,0.0193259,0.011453,0.00369889,0.00809075,0.0121564,0.0157598,0.0164515,0.0363285,0.00537491,0.00692163,0.0050709,0.0117187,0.0323647,0.00653571,0.00397244,0.00289691,0.0390139,0.018649,0.0172348,0.0148128,0.00529474,0,0,0.0393776,0,0.0108993,0.0195841,0.0377057,0.0152676,0.0310511,0.0151562,0.00827971,0.0227783,0.0124714,0,0.0162682,0.0111994,0.00906048,0.0165883,0.0489909,0.0152532,0.0137602,0.011173,0.0117185,0.00771256,0,0,0,0.0211127,0.0120501
27,0,0,0,0,0.00872915,0.00888584,0,0,0,0.0321938,0.0212166,0.0208488,0.00365982,0,0,0.00960324,0,0.0155529,0.00632129,0.0452211,0.0222442,0.020202,0.0111466,0.00474304,0.0081159,0.0133345,0.0169556,0.0178562,0.0370749,0.00522802,0.00740438,0.00618268,0.0117658,0.0335995,0.00686771,0.00397489,0.00298329,0.0391398,0.0185111,0.0170705,0.0144836,0.00532676,0,0,0.0386617,0,0.0108516,0.0195057,0.0379256,0.0157044,0.0307515,0.0150331,0.00767685,0.0225537,0.0124342,0,0.0160175,0.0109342,0.0090032,0.0163719,0.0492316,0.0156787,0.0139441,0.0111469,0.0120872,0.00754074,0,0,0,0.0208315,0.011927
28,0,0,0,0,0.00893932,0.00920305,0,0,0,0.0322753,0.0210976,0.0221958,0.00353072,0,0,0.00994077,0,0.0155556,0.00657811,0.0448468,0.0249497,0.0207728,0.0114597,0.00548221,0.00804096,0.0133445,0.0173725,0.0185117,0.037361,0.0052952,0.00721294,0.00678519,0.0116777,0.0338658,0.00698878,0.00406686,0.00304674,0.0387007,0.0184117,0.0164338,0.0141493,0.0055622,0,0,0.0379158,0,0.0108554,0.0194415,0.0380614,0.0167589,0.0304584,0.0150545,0.00725096,0.0223842,0.0124209,0,0.0161176,0.0107637,0.00951781,0.0170061,0.0492063,0.0161411,0.0140378,0.0111802,0.0124125,0.0074319,0,0,0,0.0210109,0.0118709
29,0,0,0,0,0.00906676,0.00942781,0,0,0,0.0326466,0.0209617,0.0228127,0.00344283,0,0,0.00995377,0,0.0156819,0.00651806,0.0446365,0.0270672,0.0208412,0.0115501,0.00549056,0.00787893,0.0126113,0.0169789,0.0185268,0.0374634,0.0052015,0.00695381,0.00678354,0.0115004,0.0343365,0.00697887,0.0042235,0.00302563,0.0373385,0.0183741,0.0153266,0.0139901,0.00589598,0,0,0.0374512,0,0.0108854,0.0193908,0.0380778,0.0188697,0.0300273,0.0154203,0.00722075,0.0223876,0.0123604,0,0.016733,0.0107299,0.0109822,0.0189473,0.0488179,0.0164538,0.0140422,0.0112385,0.0125233,0.00731978,0,0,0,0.0219801,0.0120807
30,0,0,0,0,0.00909132,0.00939667,0,0,0,0.0339552,0.0210284,0.0224165,0.00329288,0,0,0.00988013,0,0.0157038,0.00646648,0.044668,0.0258633,0.0204805,0.0114306,0.00490356,0.00765518,0.0114875,0.0160081,0.0178144,0.0371924,0.00497342,0.00691518,0.00624187,0.0113147,0.0356056,0.00686502,0.00428766,0.00298882,0.0355339,0.0183471,0.0147935,0.0139006,0.00632082,0,0,0.0372084,0,0.0108855,0.0192904,0.0380259,0.0223371,0.0295323,0.0163467,0.00742562,0.02237,0.0123628,0,0.0177933,0.0108809,0.0132772,0.0218455,0.0484704,0.0165094,0.0140646,0.011276,0.0124085,0.00721933,0,0,0,0.0234867,0.0130693
31,0,0,0,0,0.00906126,0.00926116,0,0,0,0.0359096,0.0211,0.0216767,0.00329617,0,0,0.00971494,0,0.0156548,0.00636722,0.0448728,0.0236641,0.0199007,0.0117328,0.00412326,0.00739275,0.00998796,0.0148447,0.0163595,0.0361885,0.00544112,0.00690133,0.0052581,0.0111605,0.0371398,0.00676799,0.00428617,0.00295657,0.0338797,0.0182853,0.0161249,0.0139033,0.00683857,0,0,0.0371106,0,0.0108418,0.0192115,0.0379317,0.0272892,0.0290443,0.0178879,0.00781761,0.0223019,0.0125877,0,0.0191974,0.011397,0.0161689,0.0254171,0.0485046,0.0164189,0.0141121,0.0113185,0.0122117,0.00723929,0,0,0,0.0252628,0.0151822
32,0,0,0,0,0.00892678,0.00908093,0,0,0,0.0373828,0.0211291,0.0216718,0.00351601,0,0,0.00950724,0,0.0156072,0.00626459,0.0450573,0.0232731,0.0193097,0.0123879,0.00354946,0.00713414,0.00840701,0.0134287,0.0143448,0.0345056,0.00659532,0.00678328,0.00427265,0.0110818,0.0378147,0.0067629,0.00426524,0.00292712,0.0332662,0.0182863,0.0196862,0.0139068,0.00725366,0,0,0.0371081,0,0.0108344,0.0192247,0.0378633,0.032948,0.0285799,0.0198609,0.00829096,0.022231,0.0128068,0,0.0206025,0.0124391,0.0192859,0.0292538,0.0492399,0.0163045,0.0140063,0.0113162,0.0120556,0.00735151,0,0,0,0.0273471,0.0182687
33,0,0,0,0,0.00866025,0.00894603,0,0,0,0.0374792,0.0211431,0.0226681,0.00377333,0,0,0.00934779,0,0.0155863,0.00616853,0.0450748,0.0236451,0.01886,0.0132188,0.00335888,0.00691732,0.00707953,0.01181,0.0122141,0.032602,0.00790105,0.00700113,0.00404536,0.0111239,0.0370495,0.00676494,0.00423237,0.00289576,0.0341061,0.0182708,0.0242631,0.0138592,0.0074207,0,0,0.0370538,0,0.0108285,0.0192783,0.0378625,0.0384098,0.0281945,0.0218516,0.00865169,0.0221142,0.0132027,0,0.021972,0.0137838,0.0221496,0.0326834,0.0509922,0.0163014,0.0137065,0.0112825,0.011978,0.00753355,0,0,0,0.030364,0.0218978
34,0,0,0,0,0.00837726,0.00891936,0,0,0,0.0350574,0.0211259,0.0226584,0.00400026,0,0,0.0093232,0,0.0155785,0.00610984,0.0448701,0.02252,0.0187157,0.0147215,0.00346359,0.00671336,0.00585734,0.0105597,0.0110027,0.030987,0.00870992,0.00736384,0.00414303,0.0111926,0.0342532,0.0066458,0.0041863,0.00287737,0.0355727,0.0182433,0.0280284,0.0137321,0.00742169,0,0,0.0367416,0,0.0108603,0.0193761,0.0378782,0.0427499,0.0279112,0.0232209,0.00873742,0.0220352,0.0136957,0,0.0228818,0.0145817,0.0238523,0.0348195,0.0528864,0.0165185,0.0136962,0.0111868,0.0119773,0.00785375,0,0,0,0.0340403,0.0250107
35,0,0,0,0,0.00819155,0.00889719,0,0,0,0.0313659,0.021157,0.0204863,0.00410898,0,0,0.00930452,0,0.0155462,0.00609053,0.0444051,0.0203527,0.0190009,0.0167114,0.00353978,0.00647208,0.00452511,0.0107284,0.0115117,0.0300699,0.00823214,0.00741336,0.00418174,0.0110231,0.0307455,0.00650786,0.00408648,0.00285687,0.0340573,0.0182105,0.0290278,0.0135841,0.0075429,0,0,0.0364333,0,0.0108843,0.0196503,0.038012,0.0441665,0.0276426,0.0237878,0.00882686,0.0219654,0.0141383,0,0.0231171,0.0148004,0.0241196,0.0349053,0.0511152,0.0167601,0.0137647,0.0111588,0.0118337,0.00824281,0,0,0,0.0341821,0.0255212
36,0,0,0,0,0.00829202,0.00895534,0,0,0,0.0282236,0.0212793,0.0180403,0.0041006,0,0,0.00943123,0,0.0154506,0.00628833,0.0441955,0.0188645,0.0193792,0.0176187,0.00392577,0.00627238,0.00375464,0.0121907,0.0132333,0.0302085,0.00669118,0.00746121,0.00476026,0.0108517,0.0281716,0.00647331,0.00406443,0.0029209,0.0358612,0.0181162,0.0310511,0.0136643,0.00798444,0,0,0.0360836,0,0.0108945,0.0198581,0.03777,0.0451753,0.0278005,0.0228788,0.00838582,0.0219447,0.0146996,0,0.0223169,0.0145753,0.0230543,0.034234,0.052709,0.0171869,0.0138323,0.0111588,0.01186,0.00857084,0,0,0,0.0337639,0.025647
