Timestep,BCBB,BCBF,BCBTT,BCFT,C7,CLAV,IMU_B,IMU_M,IMU_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x68,x69,x70,RTIB,RTIBA,
19,0,0,0,0,0.00743182,0.0101268,0,0,0,0.0122485,0.0205806,0.0126771,0.00135125,0,0,0.0132158,0,0.0156724,0.00867696,0.0428457,0.0255614,0.0209789,0.0244239,0.00979906,0.00916628,0.0177303,0.0201674,0.0142883,0.0352367,0.0140855,0.0137097,0.00745404,0.01462,0.0135501,0.0104691,0.00328663,0.00475131,0.0496329,0.0183576,0.0507378,0.0106089,0.00867286,0,0,0.0358845,0,0.0105626,0.0176505,0.0422442,0.0581697,0.0247456,0.0168355,0.00539644,0.014468,0.00720189,0.0220882,0.00981118,0.00856125,0.0276759,0.037995,0.0561624,0.0132131,0.0120574,0.0107626,0.0117323,0.00800097,0,0,0,0.0257381,0.035934,0
20,0,0,0,0,0.00755263,0.0105017,0,0,0,0.0127669,0.0205312,0.010138,0.00132753,0,0,0.0130933,0,0.015854,0.00915189,0.0426318,0.0212725,0.0208017,0.0219593,0.00942603,0.0108513,0.0162245,0.0174674,0.0127499,0.0344307,0.0128037,0.0133039,0.00734204,0.0140058,0.0152917,0.011201,0,0.00577519,0.0431528,0.018385,0.0444815,0.0114577,0.00882247,0,0,0.0364496,0,0.01055,0.0176566,0.0419544,0.0523039,0.0249653,0.0149008,0.00574748,0.0139939,0.00704372,0.0211005,0.0094123,0.00801863,0.0251582,0.035474,0.0497749,0.0129582,0.0120526,0.0107223,0.0118517,0.00796224,0,0,0,0.0245016,0.0352933,0
21,0,0,0,0,0.00735479,0.0102874,0,0,0,0.015056,0.0202249,0.0086647,0.00149171,0,0,0.0129462,0,0.0160975,0.00798423,0.0424804,0.0176892,0.0204969,0.0197186,0.00875728,0.00944901,0.0145853,0.0151136,0.0109727,0.0329105,0.0116958,0.0131578,0.00719858,0.0134059,0.0164366,0.0102871,0.00399578,0.00421351,0.047407,0.0182637,0.0485945,0.012158,0.00885447,0,0,0.0364908,0,0.0105719,0.0179601,0.0417423,0.0574765,0.0249412,0.0132713,0.00623824,0.0149226,0.00700458,0.02006,0.00924508,0.00778346,0.0280698,0.0379039,0.053645,0.0133078,0.0122342,0.0108957,0.0117863,0.00855127,0,0,0,0.025961,0.0376581,0
22,0,0,0,0,0.00719986,0.0102121,0,0,0,0.0162337,0.0202363,0.00910649,0.0019538,0,0,0.0125549,0,0.0161648,0.00755954,0.0422446,0.0168206,0.0202801,0.0183478,0.0083402,0.00913609,0.0131893,0.0138291,0.009556,0.031171,0.0109479,0.0130492,0.00699673,0.0127738,0.0167451,0.00979243,0.00423302,0.00397215,0.0510282,0.018216,0.0519876,0.0127116,0.00881646,0,0,0.036482,0,0.010593,0.0181548,0.0415489,0.0608767,0.0248911,0.0123246,0.00669748,0.0153357,0.00720649,0.0193539,0.00938761,0.00790894,0.0305882,0.0397598,0.057657,0.0135452,0.0123357,0.0109752,0.0117416,0.00886577,0,0,0,0.027054,0.0395594,0
23,0,0,0,0,0.00711062,0.010237,0,0,0,0.0149682,0.0202762,0.00963266,0.00250137,0,0,0.0122944,0,0.0161442,0.0072886,0.0417776,0.0174632,0.0202263,0.0177575,0.00808177,0.00893142,0.0118394,0.0133797,0.0089546,0.029668,0.0107539,0.0131298,0.00674969,0.0120397,0.0151252,0.00950021,0.00437783,0.0037822,0.0530309,0.0181318,0.0537149,0.0129366,0.00872044,0,0,0.0365655,0,0.0105874,0.0183247,0.0412827,0.0623371,0.0248256,0.0117987,0.00699659,0.0156568,0.0075678,0.0190243,0.00970789,0.00814689,0.0319603,0.0405611,0.0604004,0.0137905,0.0123822,0.0110144,0.0117726,0.00910425,0,0,0,0.027387,0.0406169,0
24,0,0,0,0,0.00720252,0.0103057,0,0,0,0.0109382,0.0203215,0.00786663,0.00266431,0,0,0.0122441,0,0.015999,0.00722112,0.0409896,0.0184527,0.0205484,0.0175562,0.00825843,0.00878164,0.0102374,0.0128467,0.0085177,0.0287987,0.0106756,0.0126629,0.00654674,0.0116627,0.0119796,0.00940297,0.004372,0.00375451,0.0512493,0.018051,0.0516108,0.012805,0.00855925,0,0,0.0363943,0,0.0105937,0.0185335,0.0410026,0.0595289,0.0249078,0.0114146,0.00691163,0.0159372,0.00786786,0.0197614,0.00952219,0.0083428,0.0305665,0.0387871,0.0596701,0.0142795,0.0124146,0.0110202,0.011958,0.00928688,0,0,0,0.025911,0.0394835,0
25,0,0,0,0,0.00809783,0.00467928,0,0,0,0.00773976,0.0188574,0.00548201,0.00248802,0,0,0.0177213,0,0.0170487,0.00995083,0.0405384,0.0203109,0.0207844,0.0182265,0.012712,0.018695,0.00885193,0.0124047,0.0082133,0.0282484,0.0115205,0.0122051,0.00731499,0.0123476,0.00899197,0.0165465,0.00454084,0.00479262,0.0850289,0.0152888,0.0814895,0.0127318,0.0044894,0,0,0.0377276,0,0.0127261,0.02,0.0399283,0.0934848,0.0259533,0.0158576,0.0057364,0.0215021,0.0115326,0.0294744,0.0124699,0.0139998,0.0376914,0.0483435,0.0965168,0.0204311,0.011388,0.0106235,0.00681891,0.00648182,0,0,0,0.0292514,0.042011,0
26,0,0,0,0,0.00795286,0.0103995,0,0,0,0.00704689,0.0204475,0.00470914,0.00307341,0,0,0.0121599,0,0.0158918,0.00713138,0.039798,0.022079,0.0210115,0.0165705,0.00868039,0.00870148,0.00754415,0.0103211,0.00826554,0.0301741,0.0109533,0.00968966,0.0075845,0.0131327,0.00859108,0.00948359,0.00407157,0.00352362,0.13575,0.0178745,0.136269,0.0104211,0.00886189,0,0,0.0362648,0,0.0107605,0.0189709,0.040529,0.146822,0.0231847,0.0175732,0.00474584,0.0165597,0.0110229,0.0258266,0.0109782,0.0147016,0.0704569,0.0796242,0.151598,0.0157754,0.0126247,0.0110661,0.0123041,0.00995524,0,0,0,0.0528059,0.0679042,0
27,0,0,0,0,0.00781101,0.0103257,0,0,0,0.00583587,0.0207756,0.00536129,0.00276105,0,0,0.0115431,0,0.0157807,0.00689599,0.0393668,0.0236138,0.0218658,0.0163171,0.008541,0.00915793,0.00760592,0.00974941,0.00752641,0.031218,0.0112035,0.00864565,0.00784689,0.0140045,0.00456296,0.00941258,0.00405822,0.00315713,0.0303381,0.0180784,0.0302031,0.0127512,0.00911942,0,0,0.0362227,0,0.0106387,0.0188177,0.0400477,0.0330435,0.024396,0.0113154,0.00651355,0.0167389,0.00959648,0.0255643,0.00998192,0.0111671,0.0161595,0.022714,0.044772,0.0153564,0.0124804,0.0108333,0.0122282,0.00999477,0,0,0,0.0144613,0.0314243,0
28,0,0,0,0,0.00796569,0.0101274,0,0,0,0.00667702,0.0209464,0.00646328,0.00281965,0,0,0.0111627,0,0.0156515,0.00646493,0.0391711,0.0245073,0.0216321,0.015955,0.00826893,0.00918075,0.00727272,0.00791729,0.00613556,0.0317866,0.0110437,0.00802372,0.00812244,0.0141755,0.00384799,0.00924983,0.00417787,0.00281108,0.027039,0.0181558,0.0261853,0.0125172,0.00949284,0,0,0.0367865,0,0.0105794,0.0189107,0.0397602,0.0264619,0.0240625,0.0105641,0.00644884,0.0171188,0.0101397,0.0264007,0.0104965,0.0118071,0.0138956,0.0192629,0.0420009,0.0152291,0.0121717,0.010753,0.0118749,0.0103333,0,0,0,0.0118315,0.0308791,0
29,0,0,0,0,0.00807068,0.00985941,0,0,0,0.00729303,0.0210923,0.00701105,0.00271607,0,0,0.01072,0,0.0154743,0.00602343,0.0389553,0.0244069,0.0212596,0.0149336,0.00805996,0.00901208,0.00586686,0.00568745,0.00429326,0.0313114,0.010352,0.00744225,0.00793564,0.0136486,0.00332811,0.00899057,0.00418047,0.00258868,0.0271391,0.0182648,0.0247497,0.0118387,0.00975481,0,0,0.0374682,0,0.010561,0.0189907,0.0394026,0.0222917,0.0237138,0.00906765,0.00622418,0.0173922,0.0104094,0.0263197,0.0107553,0.0118627,0.0135962,0.0177827,0.0416549,0.0150695,0.0116467,0.0106759,0.0114798,0.0106228,0,0,0,0.0100722,0.031227,0
30,0,0,0,0,0.00815674,0.00966577,0,0,0,0.00785556,0.0212413,0.00733767,0.0026354,0,0,0.0101322,0,0.0152966,0.00568113,0.0386829,0.0236652,0.0209016,0.0133199,0.00783626,0.00893621,0.00376594,0.00375525,0.00272482,0.0301495,0.00955123,0.00684361,0.00738049,0.0127797,0.00334574,0.0085878,0.00404898,0.00246029,0.0277743,0.0183884,0.0232313,0.0111182,0.00995178,0,0,0.0381422,0,0.0105325,0.0190269,0.0390365,0.018327,0.0233055,0.00798066,0.00603708,0.0174874,0.0105906,0.0260577,0.0113245,0.0119698,0.0132224,0.0166719,0.0414852,0.0148824,0.011155,0.0105828,0.0112539,0.0109071,0,0,0,0.00841767,0.0312708,0
31,0,0,0,0,0.00833477,0.00960861,0,0,0,0.00811267,0.0215407,0.00745136,0.00256499,0,0,0.0096789,0,0.0152234,0.00546429,0.0383846,0.0226312,0.0205801,0.0117025,0.00772992,0.00902662,0.00182254,0.00243675,0.00182877,0.0289483,0.0088408,0.00618621,0.00664898,0.011984,0.00373055,0.00819835,0.00385771,0.00237631,0.0286465,0.0184968,0.0218276,0.0105193,0.0101419,0,0,0.038758,0,0.0105192,0.0190415,0.0386849,0.0147,0.0228572,0.00771838,0.00588827,0.0173706,0.0107085,0.0256924,0.0118865,0.0120364,0.0125018,0.0158248,0.0419534,0.0146932,0.0109954,0.0105278,0.0112723,0.0112164,0,0,0,0.00678636,0.0310746,0
32,0,0,0,0,0.00854586,0.00969059,0,0,0,0.00814867,0.0219694,0.00746489,0.00246451,0,0,0.00936473,0,0.0151959,0.00530767,0.0381542,0.0215894,0.0203676,0.0109005,0.0077321,0.00912307,0.000749061,0.00195668,0.00168363,0.028185,0.00844121,0.00574738,0.00608001,0.0115802,0.00392821,0.00781501,0.00381348,0.00225477,0.0301398,0.0185425,0.0208316,0.00986926,0.010351,0,0,0.039245,0,0.0104897,0.0190431,0.0382918,0.0120804,0.0223804,0.00797605,0.00577737,0.0171004,0.0108177,0.0251547,0.01241,0.0120426,0.011707,0.0153471,0.0424791,0.0145524,0.0115578,0.0105109,0.0115371,0.0116336,0,0,0,0.00550577,0.0306193,0
33,0,0,0,0,0.00869508,0.00985924,0,0,0,0.00806842,0.0222966,0.00742996,0.00272351,0,0,0.00900117,0,0.0150199,0.00506582,0.0381932,0.0205514,0.020208,0.0108895,0.00772587,0.00912233,0.000796288,0.00204173,0.001893,0.0279881,0.00823629,0.00559261,0.00578691,0.0114575,0.00397446,0.00735508,0.00383239,0.00204359,0.0319016,0.0186061,0.0201966,0.00913772,0.0106515,0,0,0.0398358,0,0.0104442,0.0191558,0.0378436,0.0106431,0.0217912,0.00898421,0.00580221,0.0168277,0.0111951,0.0244292,0.012906,0.0118259,0.0110895,0.0154893,0.0418073,0.0144279,0.012085,0.0105164,0.0119381,0.0121717,0,0,0,0.0049867,0.0300022,0
34,0,0,0,0,0.00880231,0.0100725,0,0,0,0.00774947,0.0225523,0.00712766,0.00342151,0,0,0.0085204,0,0.0148351,0.00483517,0.0385612,0.0195047,0.0200522,0.0111269,0.00774223,0.00918333,0.000994631,0.00239796,0.00209511,0.0281769,0.00810715,0.00557371,0.00563225,0.0114035,0.00402699,0.00693572,0.00382655,0.00191847,0.0329213,0.0187264,0.019567,0.00806869,0.0110597,0,0,0.0407387,0,0.0103823,0.0193931,0.0375138,0.0102337,0.0211177,0.0107501,0.00603188,0.0166484,0.0116619,0.0236274,0.0133646,0.0115727,0.01066,0.0161433,0.039767,0.014311,0.0121217,0.0105454,0.012394,0.0127357,0,0,0,0.00529738,0.0294385,0
35,0,0,0,0,0.00895007,0.01033,0,0,0,0.00725649,0.0228174,0.00663991,0.0038516,0,0,0.00804773,0,0.0146782,0.00461963,0.0391042,0.0184089,0.0198901,0.0111332,0.007727,0.00925387,0.0011065,0.00268306,0.00219859,0.028463,0.00798685,0.00550835,0.00545099,0.0112637,0.00411884,0.00641192,0.00379145,0.00194071,0.0333297,0.0188711,0.0191485,0.00741547,0.0115807,0,0,0.0419658,0,0.0103106,0.0196839,0.0374202,0.0105724,0.0205167,0.0128712,0.00633757,0.0165337,0.0119786,0.0228836,0.0138335,0.0118352,0.0107592,0.0172076,0.0374515,0.014187,0.0123401,0.0105175,0.0128385,0.0132749,0,0,0,0.0060871,0.0289904,0
36,0,0,0,0,0.00997495,0.0107899,0,0,0,0.00601234,0.0232399,0.00618532,0.00544994,0,0,0.0073884,0,0.0144669,0.00423666,0.0408412,0.0173781,0.0193325,0.0107349,0.00808108,0.0095208,0.00170081,0.00288444,0.00234035,0.0279563,0.00796634,0.00590899,0.00596106,0.0115214,0.00408189,0.00555085,0.00381996,0.00204972,0.0628154,0.0190642,0.0448197,0.00970494,0.0128483,0,0,0.043553,0,0.0103255,0.0200881,0.038081,0.0285343,0.0189491,0.0178689,0.00491932,0.0159898,0.00825357,0.0229065,0.0153761,0.00826531,0.0257985,0.0248148,0.0646653,0.0146157,0.0127614,0.0104378,0.0129738,0.0149766,0,0,0,0.0165923,0,0
37,0,0,0,0,0.00943028,0.0104857,0,0,0,0.00645078,0.0231059,0.00609092,0.00377463,0,0,0.00767908,0,0.0144894,0.00445902,0.039658,0.0166193,0.0196648,0.0105651,0.00752772,0.00890318,0.00119165,0.00255656,0.00209741,0.0286681,0.00775085,0.00531032,0.00529494,0.0106796,0.0054808,0.0056406,0.00378108,0.00206512,0.0352797,0.0192481,0.019389,0.00759605,0.0121582,0,0,0.0436381,0,0.0103865,0.0199268,0.0379268,0.0109909,0.0202089,0.0164701,0.0053358,0.0166505,0.0122234,0.0219084,0.0147567,0.0121689,0.0147886,0.0194755,0.0392216,0.014553,0.0124067,0.0103838,0.012995,0.0137443,0,0,0,0.00766684,0.0286271,0
38,0,0,0,0,0.00912255,0.00999096,0,0,0,0.00554084,0.0226802,0.0060669,0.00499346,0,0,0.00784472,0,0.0145059,0.00474503,0.0407244,0.0154191,0.0195366,0.0103727,0.0104751,0.00773155,0.00209984,0.00363696,0.00219337,0.0280906,0.0076085,0.00547376,0.00529136,0.0106039,0.0036801,0.00576317,0.00374184,0.0020931,0.0172805,0.0190631,0.0441145,0.0111168,0.0109164,0,0,0.0419288,0,0.0105202,0.0195412,0.0405289,0.0672765,0.023113,0.0202677,0.00846194,0.0167654,0.0158478,0.0168262,0.0185512,0.0176041,0,0.0427738,0.00988983,0.015076,0.0128747,0.0103493,0.0128066,0.0125089,0,0,0,0.0255849,0.0244536,0
39,0,0,0,0,0.009232,0.00991249,0,0,0,0.00662557,0.0226248,0.00651663,0.00537593,0,0,0.0073355,0,0.0144235,0.00447801,0.0404903,0.0150616,0.0194152,0.010181,0.0101424,0.00704595,0.00235361,0.00376356,0.00245457,0.0284617,0.00758639,0.00530577,0.00512785,0.0104033,0.00564416,0.00530654,0.00372078,0.00218364,0.0171504,0.0191372,0.0436448,0.0112948,0.0107595,0,0,0.0416965,0,0.010496,0.0194711,0.0405497,0.0658558,0.0231815,0.0215172,0.00880997,0.0169862,0.0156797,0.0164252,0.0190237,0.0175417,0,0.0415153,0.00822598,0.0149891,0.013183,0.0102552,0.0123903,0.0124019,0,0,0,0.0249414,0.0244453,0
40,0,0,0,0,0.0092835,0.00983425,0,0,0,0.00799752,0.022717,0.00718211,0.00523323,0,0,0.0068736,0,0.0144522,0.00430066,0.040356,0.01482,0.0193163,0.00998191,0.00986972,0.00621779,0.00291657,0.00431225,0.00311434,0.0290035,0.00748952,0.00510627,0.00482818,0.0101554,0.00786356,0.00491806,0.00368337,0.00233646,0.0176499,0.0192261,0.0431924,0.0116011,0.010458,0,0,0.0413626,0,0.0105432,0.0193228,0.0403103,0.0643317,0.0232959,0.0224094,0.00930691,0.0171157,0,0.0153281,0.0191595,0.0176759,0,0.0405807,0.00717806,0.0149147,0.0131138,0.0102077,0.0118634,0.0121811,0,0,0,0.0245899,0.0244127,0
41,0,0,0,0,0.00935225,0.00975566,0,0,0,0.00918591,0.0229185,0.00771848,0.004983,0,0,0.0064201,0,0.014516,0.00411535,0.0403797,0.0143398,0.0192469,0.00981916,0.00977915,0.0052764,0.00351053,0.00503746,0.00383794,0.0294527,0.00744368,0.00485815,0.00435706,0.00980829,0.00963659,0.00452361,0.00369213,0.00246403,0.0180807,0.0192895,0.0422316,0.0121391,0.010117,0,0,0.0409194,0,0.0105758,0.0191193,0.039937,0.0624003,0.023415,0.023106,0.0100245,0.0171626,0.0125668,0.0136376,0.0186878,0.017449,0,0.0398227,0.00664316,0.0148755,0.0129281,0.0100893,0.0113815,0.011878,0,0,0,0.0243186,0.0248282,0
42,0,0,0,0,0.00932276,0.00966582,0,0,0,0.0101966,0.0229324,0.00791723,0.00453495,0,0,0.00601367,0,0.0144517,0.00385853,0.0404148,0.0134973,0.0191704,0.00968977,0.00920529,0.0044065,0.00400998,0.00570515,0.00449816,0.0298933,0.00725765,0.00455805,0.00374234,0.00934188,0.0112018,0.00407402,0.00375813,0.00242427,0.0184222,0.019337,0.0415514,0.0122898,0.00980054,0,0,0.0405192,0,0.010592,0.0188684,0.0396616,0.0608653,0.0235967,0.024139,0.0103133,0.0172215,0.0113004,0.0121667,0.0181004,0.0176163,0,0.0393015,0.00824993,0.0147917,0.012842,0.00999425,0.0110075,0.011569,0,0,0,0.024336,0.0253693,0
43,0,0,0,0,0.0092435,0.00954121,0,0,0,0.0110509,0.0228496,0.00774362,0.00414125,0,0,0.00569403,0,0.0144438,0.00360011,0.0405838,0.0121987,0.0189903,0.0095416,0.00836089,0.00361362,0.00427188,0.00610914,0.00493582,0.0301844,0.00694856,0.00424842,0.00316435,0.00874724,0.0126022,0.00364828,0.00384099,0.00232669,0.0187345,0.0193936,0.0411032,0.0121943,0.00950287,0,0,0.040081,0,0.0106185,0.0184693,0.0395854,0.0595708,0.0237305,0.025272,0.0102782,0.0173391,0.0106025,0.0114381,0.0182505,0.0180265,0,0.0390403,0.00980045,0.0146321,0.0128095,0.0098876,0.0107663,0.0113126,0,0,0,0.024474,0.0258211,0
44,0,0,0,0,0.00915057,0.00939394,0,0,0,0.0119348,0.0227955,0.00748665,0.00443837,0,0,0.00555353,0,0.014525,0.00339123,0.0407171,0.0107058,0.0187283,0.00935027,0.00734448,0.00298386,0.00450469,0.0062913,0.00532392,0.0304414,0.00657914,0.00387944,0.00262313,0.00816873,0.0140726,0.00338862,0.00391011,0.00226423,0.0191617,0.0194263,0.0410163,0.0118973,0.00923207,0,0,0.0396697,0,0.0106212,0.0180216,0.039974,0.0587619,0.0238731,0.0261941,0.0101182,0.0174911,0.0112669,0.0113374,0.0182255,0.0184507,0,0.0389143,0.0115095,0.0144477,0.0127144,0.00982309,0.0106913,0.0110846,0,0,0,0.0244668,0.0259787,0
45,0,0,0,0,0.00910173,0.00923679,0,0,0,0.0132052,0.0228222,0.00756107,0.00490714,0,0,0.00555365,0,0.0145393,0.00333141,0.0407108,0.00938235,0.0185394,0.00924069,0.00648094,0.00247905,0.00481741,0.00641913,0.00565887,0.0307383,0.00634058,0.00371054,0.00216756,0.00753841,0.0158742,0.00331622,0.00394027,0.00226585,0.0199527,0.0194568,0.0411947,0.0114831,0.00891658,0,0,0.0391956,0,0.010652,0.0177938,0.0406058,0.0584339,0.0241442,0.0264189,0.0101912,0.0176574,0,0.011226,0.017451,0.0187514,0,0.0386616,0.0134441,0.0142889,0.0125963,0.00971532,0.010783,0.0107516,0,0,0,0.0242015,0.0258867,0
46,0,0,0,0,0.00911,0.0091208,0,0,0,0.0145521,0.0229668,0.00801899,0.00527897,0,0,0.00553456,0,0.014554,0.00330396,0.040749,0.00855802,0.0184315,0.0091054,0.00590673,0.0020201,0.00511723,0.00672097,0.00599629,0.0310086,0.00615734,0.00364517,0.00182339,0.00702743,0.0176282,0.00326406,0.00395904,0.0022386,0.0205599,0.0194648,0.0414395,0.0113531,0.0086238,0,0,0.0388899,0,0.0106725,0.0177987,0.0411682,0.058401,0.0244335,0.0261084,0.0103036,0.0177095,0.0134669,0.0110322,0.0169699,0.0182694,0,0.0383312,0.0149768,0.0141318,0.0124999,0.00979123,0.0109388,0.0104207,0,0,0,0.0237695,0.0257232,0
47,0,0,0,0,0.00924313,0.00917533,0,0,0,0.0157681,0.0231432,0.00874044,0.005371,0,0,0.00551909,0,0.0144989,0.00320983,0.0407437,0.00826117,0.0181467,0.00904259,0.00524831,0.00150442,0.00544027,0.0071914,0.0063676,0.0313511,0.00605003,0.00372488,0.00159415,0.00659545,0.0191285,0.00317698,0.00398008,0.00221121,0.0214585,0.0195316,0.0422702,0.0108917,0.00850616,0,0,0.0388574,0,0.0106659,0.0177566,0.0418845,0.0593769,0.0247134,0.0260401,0.0101244,0.0176616,0.0133733,0.0111668,0.0167475,0.0177528,0,0.0383905,0.0165937,0.014007,0.0124656,0.0098658,0.0111927,0.0101887,0,0,0,0,0.0253634,0
48,0,0,0,0,0.0094194,0.00932301,0,0,0,0.017019,0.0232953,0.00964521,0.00526663,0,0,0.00572714,0,0.0144698,0.00317602,0.040532,0.00844964,0.0179031,0.00906875,0.00464384,0.00124185,0.0058285,0.00764062,0.00679589,0.0317899,0.00613774,0.00401467,0.00152501,0.00625764,0.0205867,0.00321723,0.00399617,0.00223807,0.0214932,0.0196182,0.0425473,0.00999308,0.00852274,0,0,0.0391164,0,0.0106168,0.0176497,0.0425744,0.0600767,0.0250069,0.0257821,0.0101512,0.0176394,0.0126385,0.0121886,0.0165777,0.016933,0,0.0382151,0.0174771,0.0139329,0.0124527,0.00988943,0.0115241,0.010035,0,0,0,0.0233371,0.0249691,0
49,0,0,0,0,0.00962629,0.00951557,0,0,0,0.0185075,0.0234125,0.0105458,0.00526498,0,0,0.0059227,0,0.0143297,0.00320912,0.0402552,0.00876478,0.0178045,0.00916111,0.00441723,0.00141246,0.00591504,0.0080318,0.00728486,0.0321817,0.00622335,0.00441658,0.00159284,0.00592809,0.0221323,0.00328281,0.004047,0.00222918,0.0216418,0.0196381,0.0432714,0.00921692,0.00861619,0,0,0.0393626,0,0.0105555,0.0177555,0.0429667,0.0614355,0.0253739,0.025563,0.0106394,0.0175835,0.0117529,0.0124067,0.0162328,0.0159336,0,0.038596,0.0184922,0.0139137,0.0124359,0.00994212,0.0118917,0.00995662,0,0,0,0.0240244,0.0250369,0
50,0,0,0,0,0.00984148,0.00972903,0,0,0,0.0198576,0.0235472,0.0114491,0.00525647,0,0,0.00618114,0,0.0142416,0.00335166,0.039952,0.00914715,0.0177956,0.00925832,0.00445976,0.00201157,0.00594273,0.00825892,0.00777954,0.0325458,0.00638928,0.00475978,0.00178792,0.00556281,0.0236192,0.00341718,0.00406392,0.00228017,0.0217238,0.0196315,0.044167,0.00848301,0.00876501,0,0,0.0396002,0,0.0105058,0.0179577,0.0431214,0.063131,0.0258649,0.0253578,0.0113736,0.0175421,0.0114993,0.0123185,0.0160123,0.0147203,0,0.0392693,0.0192338,0.0139004,0.0124191,0.0100194,0.0122724,0.00994515,0,0,0,0.0258381,0.0254498,0
51,0,0,0,0,0.0100375,0.00993089,0,0,0,0.0210244,0.0236693,0.0121533,0.00527216,0,0,0.00648152,0,0.0142277,0.00359692,0.0396397,0.00931715,0.0177872,0.00944976,0.00471082,0.0028612,0.00595394,0.00856229,0.0081547,0.0328794,0.00653553,0.00497692,0.00211111,0.0051583,0.0250376,0.00364857,0.00404881,0.00236862,0.0202045,0.0196112,0.043772,0.00772006,0.00887879,0,0,0.0398131,0,0.0104618,0.0180832,0.0430195,0.0631047,0.0263632,0.0257003,0.0122788,0.0175665,0.0112956,0.012268,0.0156516,0.0135691,0,0.0400422,0.0173617,0.0139424,0.0124641,0.0100725,0.0126731,0.00993381,0,0,0,0,0.0264442,0
52,0,0,0,0,0.0101793,0.0100861,0,0,0,0.0220144,0.0237248,0.0127257,0.00533234,0,0,0.00675505,0,0.0143297,0.00375443,0.0393147,0.00938206,0.0178397,0.00979983,0.00504145,0.00376705,0.00597872,0.00903417,0.00846469,0.033161,0.00672553,0.00517901,0.00252323,0.00480152,0.0264148,0.00393313,0.00402488,0.00242558,0.0191859,0.0195753,0.044191,0.0070283,0.00893304,0,0,0.0400432,0,0.0104198,0.0181267,0.0428662,0.0643951,0.0269029,0.0257167,0.0132068,0.0176637,0.01069,0.0126513,0.0152962,0.0124084,0,0.0419351,0.0165939,0.0139796,0.0125041,0.0100784,0.0130288,0.00994398,0,0,0,0,0.0273123,0
53,0,0,0,0,0.0102853,0.0101802,0,0,0,0.0231065,0.0236493,0.0133232,0.0054397,0,0,0.00692686,0,0.0143982,0.00388415,0.0389664,0.00951586,0.0179609,0.0102222,0.00537946,0.00471903,0.00597167,0.00929342,0.00888459,0.0334286,0.00693138,0.00541037,0.00287417,0.00448346,0.0277986,0.00420742,0.00401007,0.00248427,0.0179537,0.0195587,0.044384,0.00640352,0.00892463,0,0,0.040242,0,0.0104122,0.0180928,0.0426224,0.0652373,0.0274006,0.0256436,0.0139874,0.0178821,0.00976211,0.013067,0.0146577,0.0112549,0,0.0444798,0.0152284,0.0140119,0.012527,0.0100805,0.0133075,0.00997884,0,0,0,0,0.0284192,0
54,0,0,0,0,0.0102387,0.0105212,0,0,0,0.0256865,0.0238129,0.0147575,0.00560425,0,0,0.00688703,0,0.0144306,0.00373934,0.0372986,0.0104174,0.018423,0.0109163,0.00389435,0.00559752,0.00632166,0.00917852,0.00982358,0.0347335,0.00780593,0.00669666,0.00393133,0.00396781,0.0310343,0.00453695,0.00407625,0.00264371,0.0255515,0.0197921,0.0133828,0.00395135,0.00990971,0,0,0.041646,0,0.0103245,0.0181222,0.041378,0.0138604,0.0271073,0.0246466,0.0108529,0.0182929,0.00317753,0.0187,0.00852246,0.00421941,0,0,0.0252419,0.0132537,0.0124723,0.0100644,0.0133875,0.0105982,0,0,0,0,0.0333816,0
55,0,0,0,0,0.0102361,0.0105752,0,0,0,0.0267702,0.023614,0.0154511,0.00611847,0,0,0.00661718,0,0.0144559,0.00370027,0.0371107,0.0111125,0.0186274,0.0112671,0.00398417,0.00661008,0.00653082,0.00953011,0.0103678,0.0350632,0.00805899,0.0070131,0.00435446,0.0038791,0.0322692,0.00450441,0.00409415,0.00276357,0.0265582,0.0196733,0.0137238,0.00394489,0.00981204,0,0,0.0419437,0,0.010359,0.018153,0.0415941,0.0144298,0.0275784,0.0239735,0.0110824,0.0185706,0.00347976,0.0195671,0.00787383,0.00411671,0,0,0.0265582,0.0133132,0.0124982,0.0100748,0.0134303,0.0106831,0,0,0,0,0.0345082,0
56,0,0,0,0,0.0101748,0.0105682,0,0,0,0.0277723,0.0233653,0.0162809,0.00667777,0,0,0.00604735,0,0.0144301,0.003513,0.0370307,0.0120174,0.0188808,0.0115679,0.0040739,0.00771637,0.00678202,0.00991856,0.0108516,0.0353898,0.00826936,0.00741015,0.00475795,0.00386253,0.0334307,0.0043004,0.00413832,0.00287266,0.0275222,0.0195469,0.0145073,0.00399452,0.00966409,0,0,0.0419347,0,0.0103681,0.0181427,0.0419575,0.0153712,0.0280521,0.0225876,0.0111595,0.0188066,0.0043155,0.0206873,0.00733364,0.00443709,0,0,0.027683,0.0133861,0.0125528,0.00998146,0.0133663,0.0106897,0,0,0,0,0.0359651,0
