Timestep,BCBB,BCBF,BCBTT,BCFT,C7,CLAV,IMU_B,IMU_M,IMU_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x68,x69,x70,RTIB,RTIBA,
95,0,0,0,0,0.00948543,0.00974985,0,0,0,0.0667608,0.0232307,0.0343254,0.00269582,0,0,0.00432542,0,0.0140588,0.00310902,0.0351314,0.0430139,0.0146563,0.0141504,0.00600446,0.00280974,0.0117364,0.019283,0.0208297,0.0423453,0.0104216,0.022759,0.0118255,0.0178047,0.0757446,0.00325776,0.00400541,0.00253512,0.043586,0.018357,0.0420574,0.00478308,0.013735,0,0,0.0419526,0,0.0103081,0.0188617,0.0363211,0.0425132,0.0317053,0.0226785,0.00349843,0.0193467,0.00491478,0.0215444,0.00827877,0.00432135,0.0180161,0,0.0380137,0.0129028,0.0146706,0.0102263,0.0113582,0.0128396,0,0,0,0.0261073,0.0368653,0
96,0,0,0,0,0.0097828,0.00969321,0,0,0,0.069815,0.0231558,0.0357312,0.00283164,0,0,0.00474761,0,0.0141908,0.00337611,0.0350535,0.0407702,0.0149591,0.0142967,0.00503403,0.00240791,0.0113219,0.0204867,0.0194033,0.0417341,0.0119709,0.0248264,0.0131772,0.0187217,0.0804331,0.00362279,0.00390787,0.0025849,0.0443343,0.0183308,0.0429285,0.00502811,0.0133269,0,0,0.0413826,0,0.0103313,0.0187298,0.0363052,0.0435262,0.031697,0.0227523,0.00354121,0.0191996,0.00521807,0.0218319,0.00864485,0.004409,0.0180618,0,0.0390417,0.0130121,0.014748,0.0103195,0.0114868,0.0125576,0,0,0,0.026101,0.036009,0
97,0,0,0,0,0.00986792,0.00977966,0,0,0,0.0720184,0.0229011,0.0365185,0.00284374,0,0,0.00472731,0,0.0142218,0.00339277,0.0349791,0.0374227,0.0151792,0.0154545,0.00458945,0.00223636,0.0113845,0.0229019,0.0182291,0.0409687,0.0140603,0.0277312,0.014761,0.0194443,0.0842635,0.00363716,0.00383996,0.00245372,0.0447124,0.0183112,0.0435052,0.00532302,0.0129693,0,0,0.0407888,0,0.010356,0.018547,0.036741,0.0441423,0.0313449,0.0232344,0.00366827,0.0189868,0.00587756,0.0217159,0.00913688,0.00489824,0.0179896,0,0.0396865,0.0130824,0.0147787,0.0104039,0.0117478,0.0124659,0,0,0,0.025805,0.0352496,0
98,0,0,0,0,0.00993265,0.0100009,0,0,0,0.0734885,0.0230028,0.0370497,0.00304819,0,0,0.00470787,0,0.0140088,0.00347933,0.0349054,0.0343715,0.0151208,0.0160229,0.00490042,0.00193139,0.0115691,0.0244829,0.0176587,0.0403376,0.0152092,0.0293012,0.0156019,0.0198408,0.0872351,0.00359167,0.00388932,0.00261769,0.0459694,0.0183749,0.0447106,0.00596529,0.0129646,0,0,0.0404865,0,0.0103514,0.0184104,0.0369145,0.0448912,0.0309265,0.0229816,0.00442694,0.0187237,0.00606661,0.0216486,0.00945588,0.00501649,0.0187017,0,0.0410194,0.012937,0.0147676,0.0103882,0.0120187,0.0125465,0,0,0,0.0251929,0.0349043,0
99,0,0,0,0,0.0106115,0.00982327,0,0,0,0.0740183,0.0231201,0.0368201,0.00639321,0,0,0.00515673,0,0.0139515,0.0038111,0.0355135,0.0310425,0.0141008,0.0157307,0.00383202,0.00137054,0.010492,0.0259666,0.0159403,0.0372278,0.0159316,0.0304606,0.0158492,0.0202539,0.0900669,0.00385221,0.00395004,0.00283489,0.0618876,0.0183189,0.0559877,0.0095881,0.0127537,0,0,0.0397277,0,0.0103772,0.0183783,0.0389642,0.0532189,0.0270744,0.0164749,0.00427468,0.0180386,0.00358135,0.0157225,0.010115,0.00646829,0.032013,0,0.0556057,0.0132429,0.0147429,0.0102664,0.0115911,0.0124118,0,0,0,0.0316281,0,0
100,0,0,0,0,0.0105829,0.0102768,0,0,0,0.0757942,0.0232273,0.0371125,0.00363825,0,0,0.00553473,0,0.0139966,0.00418111,0.0347892,0.0296715,0.0148851,0.0161222,0.00503568,0.00191106,0.0118438,0.0263614,0.0170861,0.0388021,0.0161468,0.0307513,0.0159976,0.0201089,0.0924828,0.0041276,0.00391121,0.00304218,0.0456564,0.018499,0.0442341,0.00651534,0.0128592,0,0,0.0388899,0,0.0102162,0.0180835,0.0366025,0.0438229,0.0300786,0.0214958,0.00537683,0.0182761,0.00662753,0.0225387,0.00950678,0.00524784,0.0191691,0,0.0406272,0.0125039,0.0146036,0.0100755,0.0126115,0.0123167,0,0,0,0.0233467,0.0349973,0
101,0,0,0,0,0.010818,0.0102736,0,0,0,0.0765416,0.023291,0.0367791,0.00364527,0,0,0.00535074,0,0.0139582,0.00397726,0.0346266,0.0280277,0.0148387,0.0160482,0.00605748,0.00109713,0.0116955,0.0264169,0.0172332,0.0379713,0.0161879,0.0308991,0.0159567,0.0201151,0.0940194,0.00397188,0.00396489,0.00300901,0.0393104,0.0184738,0.038005,0.00622977,0.0131418,0,0,0.0396415,0,0.0102767,0.0182828,0.0368746,0.0377336,0.0290406,0.0220752,0.00711664,0.0181397,0.00720093,0.0235478,0.00936598,0.00607227,0.0150456,0.0316899,0.0346859,0.0124861,0.0146702,0.0101576,0.0122963,0.0125981,0,0,0,0.0218281,0.0337693,0
102,0,0,0,0,0.0112878,0.00974988,0,0,0,0.0757077,0.0228335,0.0355558,0.00641927,0,0,0.00570576,0,0.0142298,0.00408471,0.0353861,0.0253271,0.0140872,0.0161524,0.00357515,0.000760567,0.0114292,0.0273637,0.0168033,0.0349207,0.016098,0.0311126,0.0153826,0.0200792,0.0942856,0.00417443,0.0038184,0.0028522,0.0590172,0.0182708,0.0532681,0.00922334,0.0126114,0,0,0.038887,0,0.0103907,0.01822,0.0394229,0.0508401,0.0266703,0.0168921,0.00567077,0.0176774,0.0050163,0.0167137,0.0104856,0.00757772,0.0314867,0.0428046,0.0533839,0.0129785,0.014638,0.010372,0.011685,0.012311,0,0,0,0.0298402,0,0
103,0,0,0,0,0.0112883,0.00957816,0,0,0,0.0750126,0.0222042,0.0347421,0.00609366,0,0,0.00590306,0,0.0148259,0.00388836,0.0351945,0.0234226,0.0141052,0.0161028,0.0036547,0.00113749,0.0116348,0.027421,0.017218,0.0340064,0.0156117,0.0307597,0.0148529,0.0198186,0.0934686,0.00434768,0.00383637,0.00233522,0.053939,0.0181563,0.0463034,0.00896714,0.0124305,0,0,0.0382366,0,0.0104518,0.0180365,0.0396925,0.0428153,0.0270957,0.0193426,0.00612518,0.0177461,0.00628456,0.0174781,0.0115618,0.00589674,0.0541296,0.0384305,0.0491835,0.012721,0.0145073,0.0104773,0.0117387,0.0121225,0,0,0,0.0283435,0,0
104,0,0,0,0,0.0112245,0.00945883,0,0,0,0.0739808,0.0221294,0.0342495,0.00588062,0,0,0.00609257,0,0.0150659,0.0040481,0.0350755,0.0216809,0.0141918,0.0157449,0.00359948,0.00145681,0.0117168,0.0272099,0.0175126,0.0329218,0.0149787,0.0302378,0.0142137,0.0195883,0.0924297,0.00442466,0.00383552,0.00234105,0.0496534,0.0181192,0.0400658,0.00904134,0.0124054,0,0,0.0377801,0,0.010415,0.0180511,0.0396576,0.0359413,0.0272104,0.0209109,0.00658604,0.0177091,0.00599829,0.0181909,0.0121307,0.00453948,0.067689,0.0347792,0.0458103,0.0125077,0.0145011,0.0105949,0.0117438,0.0120378,0,0,0,0.0271143,0,0
105,0,0,0,0,0.0110623,0.00928809,0,0,0,0.072731,0.0224823,0.0334508,0.00583973,0,0,0.00620404,0,0.0147103,0.00447673,0.0351461,0.0202006,0.0143928,0.0151137,0.00340606,0.00171778,0.0117609,0.0268246,0.0177467,0.0318836,0.0142898,0.0296958,0.0136412,0.0193425,0.0909322,0.00442899,0.00371781,0.00271424,0.04676,0.0180965,0.0356857,0.00916301,0.0123797,0,0,0.0375603,0,0.0103944,0.0182321,0.0394416,0.0315066,0.0270921,0.0213579,0.00682668,0.0174501,0.00570317,0.018617,0.0123147,0.00432818,0.068027,0.0323359,0.043644,0.0124259,0.0145577,0.0107681,0.011653,0.0118478,0,0,0,0.0260744,0,0
106,0,0,0,0,0.0109548,0.00914553,0,0,0,0.0713539,0.0229679,0.0330203,0.00598397,0,0,0.00662541,0,0.0142878,0.00512307,0.0354311,0.0189127,0.0146601,0.0142741,0.00340865,0.0022258,0.0117906,0.0263214,0.0178936,0.0309751,0.0134823,0.029054,0.0130896,0.0190934,0.0888482,0.00471431,0.00380795,0.00323343,0.0445334,0.0180637,0.0324726,0.00925364,0.0124312,0,0,0.0373603,0,0.0103896,0.0183458,0.0392971,0.0284743,0.02702,0.0211899,0.0067945,0.0170513,0.00567299,0.0188756,0.0123311,0.00451894,0.0664579,0.0303856,0.0420135,0.0123178,0.0146069,0.0109663,0.01162,0.0115751,0,0,0,0.0252841,0,0
107,0,0,0,0,0.0109606,0.00908034,0,0,0,0.0697543,0.0227494,0.0326294,0.00629698,0,0,0.0069089,0,0.0144113,0.0052637,0.0358337,0.0177256,0.0149437,0.0133563,0.00368299,0.00287953,0.0118299,0.0256572,0.0179479,0.0302076,0.0126506,0.0283357,0.0124081,0.0188153,0.0863269,0.00499054,0.00373983,0.00307947,0.0426955,0.0180201,0.0297463,0.00946741,0.0125001,0,0,0.0371206,0,0.0104153,0.0184468,0.0392556,0.0261483,0.0269093,0.0209518,0.00685195,0.0169446,0.0057619,0.0188826,0.0123472,0.00447732,0.066346,0.0287547,0.0407728,0.0122302,0.0146008,0.0110594,0.011755,0.0114532,0,0,0,0.0246663,0,0
108,0,0,0,0,0.0112032,0.00914308,0,0,0,0.0682203,0.0221442,0.0319848,0.00647113,0,0,0.0070058,0,0.0150631,0.00484048,0.0361995,0.0166161,0.01507,0.0126163,0.00388115,0.00334145,0.0119529,0.0248413,0.0179857,0.0295664,0.0119196,0.0277048,0.0118235,0.0184773,0.0841578,0.0051139,0.00364971,0.00248238,0.0413189,0.0179784,0.0272809,0.00966004,0.0126201,0,0,0.0368966,0,0.0104384,0.0185929,0.0393463,0.0243869,0.0268773,0.0207147,0.00701526,0.0170881,0.00576015,0.018731,0.012392,0.00440564,0.0667975,0.02741,0.0400123,0.0122272,0.0145856,0.0111545,0.012057,0.0115448,0,0,0,0.0241408,0,0
109,0,0,0,0,0.0114252,0.00915688,0,0,0,0.0669287,0.0218386,0.0312749,0.00673517,0,0,0.00709235,0,0.0152496,0.00457931,0.0366037,0.0157482,0.0152284,0.0119318,0.00418419,0.00363405,0.0121433,0.0237778,0.0180401,0.0290192,0.0111842,0.0270478,0.0112624,0.0181492,0.0824065,0.00515114,0.00368131,0.00228465,0.0403757,0.0179507,0.0249315,0.00988536,0.0127597,0,0,0.0368821,0,0.01044,0.0186432,0.0394768,0.0231291,0.0267898,0.0204962,0.00716773,0.0171728,0.00582013,0.0185034,0.0124304,0.00447059,0.0670849,0.0263146,0.0396835,0.0123352,0.0146364,0.0113081,0.0122391,0.0115523,0,0,0,0.0236063,0,0
110,0,0,0,0,0.0115965,0.00914478,0,0,0,0.0658899,0.0217933,0.0306868,0.00716591,0,0,0.00703328,0,0.0152061,0.00446149,0.0371036,0.0150884,0.0154253,0.0113017,0.00457279,0.00379716,0.0123691,0.0227597,0.0180962,0.0285274,0.0104554,0.0262987,0.0106308,0.0178244,0.0809818,0.00514233,0.00366292,0.00231695,0.0396493,0.0179418,0.0228471,0.0101267,0.0128725,0,0,0.0369846,0,0.0104438,0.0185769,0.0396758,0.0225674,0.0266591,0.0203394,0.00736862,0.01716,0.00618494,0.0182616,0.0124207,0.00453917,0.0672028,0.0253573,0.0395526,0.012429,0.0146897,0.0114039,0.0123217,0.0114877,0,0,0,0.0230776,0,0
111,0,0,0,0,0.0117269,0.00916387,0,0,0,0.0649598,0.0217599,0.0299387,0.0076463,0,0,0.00690837,0,0.0152756,0.00432801,0.0376718,0.0141532,0.0156426,0.010801,0.00488304,0.00388199,0.0126652,0.0218429,0.0181255,0.0280712,0.00983964,0.0254598,0.00999502,0.0174402,0.0798129,0.00517792,0.00371435,0.00234795,0.0391761,0.0178838,0.0212292,0.0102672,0.0129954,0,0,0.037027,0,0.0104457,0.0186874,0.0399647,0.0224279,0.0266793,0.0202807,0.00751398,0.0170679,0.00648418,0.018024,0.0123722,0.00452,0.0672767,0.0244148,0.0394451,0.0125008,0.0147914,0.0115161,0.0123283,0.0114276,0,0,0,0.0227974,0,0
112,0,0,0,0,0.0118105,0.00921496,0,0,0,0.0640121,0.0216182,0.0286997,0.00808972,0,0,0.00675616,0,0.0155457,0.00415818,0.0382853,0.0125852,0.0158295,0.0104129,0.00505043,0.00397623,0.0131755,0.0210301,0.0180749,0.0276034,0.00947752,0.0246182,0.00938463,0.0168995,0.0788058,0.00512269,0.00388064,0.00231913,0.038776,0.0177505,0.0200284,0.0105049,0.0131891,0,0,0.0369696,0,0.0103985,0.0188257,0.040269,0.0225187,0.0266705,0.0202871,0.00785907,0.0169398,0.00689686,0.017868,0.0123881,0.00466725,0.0673002,0.0235194,0.0392009,0.0125793,0.0149862,0.0116977,0.0123001,0.0114515,0,0,0,0.0225648,0,0
113,0,0,0,0,0.0118219,0.00925029,0,0,0,0.0626703,0.0215461,0.0268377,0.00847938,0,0,0.00668601,0,0.015564,0.00401433,0.0388375,0.0102621,0.0160058,0.0101066,0.00527475,0.00396596,0.0136788,0.0202703,0.017943,0.0270822,0.00928099,0.0236245,0.00842673,0.0161537,0.0775592,0.00504282,0.00389143,0.00246445,0.0385408,0.0176675,0.0190626,0.010768,0.0133909,0,0,0.0369515,0,0.0103919,0.0190847,0.0404911,0.0226283,0.0266177,0.0202785,0.00818938,0.0167245,0.00700421,0.0177796,0.0124209,0.00485816,0.0672159,0.0227519,0.0390163,0.0126706,0.01509,0.0118265,0.0122292,0.0114101,0,0,0,0.0222104,0,0
114,0,0,0,0,0.0117729,0.009231,0,0,0,0.060988,0.0215265,0.0246542,0.00882084,0,0,0.00665372,0,0.0153086,0.00404099,0.0392756,0.00786239,0.0162107,0.00984799,0.0054854,0.00389229,0.0140241,0.019435,0.0176101,0.0265169,0.00912341,0.0226196,0.00770023,0.0153451,0.0758639,0.00499076,0.00375668,0.00257799,0.0381807,0.0176335,0.0183377,0.0108673,0.0135052,0,0,0.03694,0,0.0104187,0.019233,0.0406259,0.0230179,0.0267368,0.0202996,0.00838985,0.0163613,0.0071233,0.0176972,0.0124746,0.00484292,0.0671129,0.0221691,0.0390727,0.0128234,0.0151352,0.0118951,0.0120675,0.0113186,0,0,0,0.0218838,0,0
115,0,0,0,0,0.0117731,0.00929094,0,0,0,0.0591119,0.0214688,0.0226764,0.00906314,0,0,0.00667672,0,0.0153222,0.00417903,0.0396541,0.00610535,0.0164043,0.00971051,0.00562046,0.00385419,0.0141513,0.0184916,0.0170168,0.025911,0.00915082,0.0219037,0.00745452,0.0146418,0.0737743,0.00504502,0.00375964,0.00256695,0.0378613,0.0175959,0.0177547,0.0109747,0.0135818,0,0,0.0368213,0,0.0104295,0.019197,0.0406923,0.0234368,0.0268096,0.0202417,0.00865155,0.0160422,0.00726101,0.0176255,0.0125333,0.00502891,0.0669283,0.0216763,0.0392642,0.0129552,0.0151612,0.0119267,0.0119873,0.0112527,0,0,0,0.0215756,0,0
116,0,0,0,0,0.011803,0.00937871,0,0,0,0.0564822,0.0214519,0.021149,0.00915814,0,0,0.00662309,0,0.0154898,0.00436141,0.040022,0.0052178,0.0166242,0.00986194,0.00562687,0.00380013,0.0140529,0.0174616,0.0162163,0.0253639,0.0093825,0.0213566,0.0075785,0.0140614,0.0707965,0.00507689,0.00384935,0.00256045,0.0374143,0.0175512,0.017256,0.0111874,0.0136334,0,0,0.0366128,0,0.0104203,0.0192004,0.0407183,0.0237357,0.0268073,0.0201627,0.00905947,0.0157171,0.00760388,0.0175762,0.0126117,0.00539172,0.0666694,0.0213111,0.0393279,0.0130763,0.0151852,0.0119704,0.0120044,0.0111563,0,0,0,0.0212671,0,0
117,0,0,0,0,0.0118221,0.0094231,0,0,0,0.0527854,0.0214227,0.0194326,0.00908707,0,0,0.00668334,0,0.0153522,0.00449572,0.0405041,0.0053134,0.0169035,0.010563,0.00567865,0.00374558,0.0136658,0.0163719,0.0151977,0.0249297,0.00983625,0.0209804,0.00766025,0.0135201,0.0664993,0.00514139,0.00377401,0.00265253,0.0369512,0.0175266,0.0168516,0.0114138,0.0135958,0,0,0.0363607,0,0.0104541,0.0191799,0.0407481,0.0239046,0.0267672,0.0200841,0.00948009,0.0152883,0.00831721,0.0175282,0.0127162,0.00576946,0.0663303,0.0210393,0.0393681,0.0132118,0.015169,0.011949,0.0120521,0.010894,0,0,0,0.0210327,0,0
118,0,0,0,0,0.0118186,0.00946351,0,0,0,0.0476198,0.0211646,0.0172144,0.00881113,0,0,0.00681332,0,0.0154293,0.00447644,0.0411144,0.00618756,0.0173071,0.011832,0.00566087,0.00374326,0.0129283,0.0152476,0.0139691,0.0246714,0.0104523,0.0208373,0.00781799,0.0129957,0.060445,0.0052857,0.00379157,0.00276046,0.0364861,0.0174768,0.0165135,0.0114347,0.0133848,0,0,0.0359349,0,0.0104966,0.0191329,0.0408471,0.0239922,0.026866,0.0200767,0.00978739,0.0149291,0.00797034,0.0174476,0.012847,0.00611264,0.0659992,0.0208646,0.0393325,0.0134022,0.0151433,0.011916,0.0121811,0.0107471,0,0,0,0.0208576,0,0
119,0,0,0,0,0.0117687,0.00950479,0,0,0,0.0411202,0.0209635,0.014482,0.00835343,0,0,0.00695627,0,0.015628,0.00451017,0.0417372,0.0073628,0.0177918,0.0135678,0.00558234,0.00375605,0.0119567,0.0142327,0.0125805,0.0246766,0.0111958,0.0207838,0.00793322,0.0125002,0.0526074,0.00541705,0.00391059,0.00279939,0.0359675,0.0173777,0.0162385,0.0114869,0.0130485,0,0,0.0353298,0,0.0105157,0.0190776,0.0410236,0.023928,0.0269605,0.0201209,0.0100234,0.0145658,0.00641728,0.017352,0.0130045,0.00635039,0.0655538,0.0208244,0.0391385,0.0136245,0.0151236,0.0119715,0.0123641,0.0106285,0,0,0,0.0206824,0,0
120,0,0,0,0,0.011644,0.00948163,0,0,0,0.0337493,0.0209691,0.0111053,0.00768605,0,0,0.00693966,0,0.0157835,0.0046462,0.0422461,0.00901266,0.018295,0.0154882,0.00552931,0.00380667,0.0109636,0.013715,0.0114151,0.0251119,0.0118531,0.0204106,0.00773445,0.012083,0.0435813,0.00546415,0.00396454,0.002847,0.0352026,0.0173111,0.0160253,0.0116354,0.0126562,0,0,0.034528,0,0.0105356,0.0189319,0.0412927,0.0235221,0.0270001,0.0201663,0.0101499,0.0141071,0,0.0172489,0.0131756,0.0064858,0.0649503,0.0208951,0.0385407,0.0137757,0.0150166,0.0120798,0.0125128,0.0104524,0,0,0,0.0204965,0,0
121,0,0,0,0,0.0115175,0.00938054,0,0,0,0.0264928,0.0209516,0.00736373,0.00676864,0,0,0.00708342,0,0.0157672,0.00473878,0.042598,0.0116564,0.0187158,0.01732,0.00560709,0.00391627,0.0104786,0.0140767,0.0110874,0.0261455,0.0122962,0.0195901,0.00713082,0.0118327,0.0347862,0.00554525,0.00397955,0.00290397,0.0344455,0.0172957,0.0159216,0.0117207,0.0122529,0,0,0.0337212,0,0.0105814,0.0187343,0.0416127,0.0229413,0.0269666,0.0201159,0.0100519,0.013709,0,0.0171781,0.0133813,0.0066294,0.0643055,0.0211602,0.0379047,0.0138677,0.0149023,0.0120013,0.0126386,0.0102372,0,0,0,0.0204013,0,0
122,0,0,0,0,0.0115154,0.00933306,0,0,0,0.0204673,0.0208015,0.0045184,0.00561635,0,0,0.007323,0,0.0156466,0.00492313,0.0428269,0.0152734,0.0190398,0.0188477,0.00578602,0.00409104,0.0110928,0.0153121,0.0119403,0.0278201,0.0125231,0.0185922,0.00637285,0.0119437,0.0275562,0.00568149,0.00402066,0.00286075,0.0337498,0.0172588,0.0159809,0.0117261,0.0119349,0,0,0.0331059,0,0.0106166,0.0185934,0.041991,0.0222861,0.0268892,0.0199579,0.00991673,0.0134629,0.00770536,0.0171842,0.0135418,0.00663975,0.0640723,0.0216569,0.0373333,0.0139847,0.0148233,0.0119688,0.0127893,0.010071,0,0,0,0.0203853,0,0
123,0,0,0,0,0.0116076,0.00938792,0,0,0,0.0164104,0.0205936,0.00430353,0.00436617,0,0,0.00773447,0,0.0157381,0.00509771,0.0430504,0.0186847,0.0193408,0.020033,0.00614459,0.00438759,0.0128631,0.017274,0.0135208,0.0299279,0.0127143,0.0178286,0.00599317,0.0125648,0.0228125,0.00595384,0.00419136,0.0027554,0.0329676,0.0172076,0.0166258,0.0116669,0.0116585,0,0,0.0325138,0,0.0106345,0.0185345,0.0425519,0.0217965,0.0268719,0.0198256,0.00959879,0.0133015,0.00790636,0.0172321,0.0137305,0.00659165,0.0638643,0.0225471,0.0366469,0.0141522,0.0147548,0.0119329,0.0130177,0.00993394,0,0,0,0.0206261,0,0
124,0,0,0,0,0.0115952,0.00939606,0,0,0,0.0142676,0.0206066,0.005621,0.00332297,0,0,0.00817973,0,0.0157113,0.00538483,0.0433794,0.0206927,0.0196059,0.0210122,0.00673006,0.00472339,0.0154305,0.019525,0.0150272,0.0320418,0.0130304,0.0174254,0.00637988,0.0135368,0.0200629,0.00628964,0.00416672,0.0028123,0.0324939,0.0171458,0.0181984,0.0117897,0.0113924,0,0,0.0321054,0,0.0106505,0.0185302,0.0433289,0.0219041,0.026841,0.0197832,0.00937524,0.0131417,0.0066808,0.0174308,0.0139332,0.00644303,0.0635011,0.0237173,0.0361707,0.0143002,0.014688,0.0119343,0.0131711,0.00967035,0,0,0,0.021287,0,0
125,0,0,0,0,0.011427,0.0094111,0,0,0,0.012676,0.0207998,0.00677006,0.00257581,0,0,0.00864297,0,0.0155527,0.00580261,0.0437951,0.0211072,0.019982,0.0222378,0.0074754,0.00504894,0.018226,0.0217241,0.0159208,0.0336863,0.0136081,0.0172359,0.00707011,0.0145683,0.018007,0.00667563,0.0039538,0.00303177,0.0325436,0.0171077,0.0205219,0.0118517,0.0111128,0,0,0.0316815,0,0.0106751,0.0184963,0.0437481,0.0227397,0.026791,0.0198326,0.00913841,0.0129184,0.00614761,0.0176531,0.0142225,0.00629825,0.0628625,0.0250404,0.03602,0.0143752,0.0146086,0.0119152,0.0132717,0.00926802,0,0,0,0.0219408,0,0
126,0,0,0,0,0.0112897,0.00957685,0,0,0,0.0107408,0.0207975,0.00851934,0.00219773,0,0,0.00907223,0,0.0156422,0.00609578,0.0442438,0.0216262,0.0204851,0.0240064,0.00827393,0.0052863,0.0204341,0.023662,0.0161359,0.0346229,0.0142535,0.0169569,0.0074299,0.015336,0.0159241,0.00707106,0.0039557,0.00307918,0.0333238,0.0170155,0.0235198,0.0118572,0.0108336,0,0,0.0311893,0,0.0106722,0.0184778,0.0438308,0.0245247,0.026782,0.0199641,0.00887929,0.0127788,0.0061493,0.0179346,0.0145159,0.00613625,0.0621153,0.0265134,0.0365205,0.0145289,0.014568,0.0119495,0.0134769,0.00894399,0,0,0,0.022663,0,0
127,0,0,0,0,0.0112488,0.0098509,0,0,0,0.00842919,0.0207434,0.0105697,0.00220248,0,0,0.00957583,0,0.015885,0.00630687,0.0447146,0.0233903,0.0208803,0.0262086,0.009166,0.00548275,0.0214009,0.0251564,0.0163203,0.0349019,0.0150765,0.0164743,0.0074146,0.0155932,0.0136668,0.00743787,0.00405613,0.00305169,0.0350977,0.0169045,0.0274356,0.0119579,0.0105782,0,0,0.0307234,0,0.0106826,0.0184825,0.0440756,0.0277284,0.0268976,0.0201059,0.00850697,0.0127301,0.00613907,0.0184159,0.0147607,0.00594434,0.0615664,0.0283204,0.0377881,0.014807,0.0146189,0.0120416,0.0137459,0.00872666,0,0,0,0.0235192,0,0
128,0,0,0,0,0.0112828,0.0100885,0,0,0,0.00716533,0.0206824,0.0124577,0.0022564,0,0,0.00992003,0,0.015726,0.00651397,0.0449184,0.0266324,0.0210444,0.027759,0.00988747,0.00557478,0.0210402,0.0255813,0.0165939,0.0348552,0.0157512,0.0159299,0.00716037,0.0155119,0.0123052,0.00767963,0.00398202,0.0030851,0.0379168,0.0168201,0.0320331,0.0122372,0.0104624,0,0,0.0303623,0,0.0106889,0.0184768,0.0442322,0.0320511,0.0269794,0.0202618,0.00825243,0.0126619,0.00601244,0.0189507,0.0150069,0.0058074,0.0608972,0.0302729,0.0400447,0.0150765,0.0146844,0.0121307,0.0139322,0.00858825,0,0,0,0.0246222,0,0
129,0,0,0,0,0.0114406,0.0103152,0,0,0,0.00747744,0.0204611,0.0127775,0.00217064,0,0,0.0101318,0,0.0158341,0.0065773,0.0446032,0.0287609,0.021143,0.0280022,0.0103124,0.00569112,0.0201335,0.024713,0.0164499,0.034814,0.0159108,0.0157023,0.0069922,0.0152923,0.0123113,0.00787187,0.0041156,0.00298496,0.0455855,0.0166984,0.0413186,0.0126043,0.0104586,0,0,0.0300296,0,0.0107141,0.0184683,0.04442,0.0414478,0.0269732,0.0196263,0.00812241,0.0126734,0.00637348,0.0182255,0.0151484,0.00589929,0.0595681,0.0351572,0.0465345,0.0153236,0.0147426,0.0122249,0.0141178,0.00854365,0,0,0,0.0272068,0,0
130,0,0,0,0,0.0117616,0.0106062,0,0,0,0.0080148,0.0201398,0.0107474,0.00205324,0,0,0.0102034,0,0.016289,0.00644746,0.0441962,0.0272394,0.0210751,0.0271084,0.0104361,0.0057564,0.0192319,0.0229674,0.0155179,0.0344973,0.0155454,0.0160009,0.00722447,0.0151876,0.0131186,0.0079936,0.00456526,0.00274139,0.0565387,0.016634,0.0526741,0.0129786,0.010639,0,0,0.0295697,0,0.0106992,0.0183861,0.0444813,0.0536145,0.026942,0.0189596,0.00805602,0.01278,0.00700613,0.0171129,0.0154265,0.0063308,0.0585055,0.0412127,0.0561914,0.0154764,0.0147834,0.01226,0.014351,0.00865807,0,0,0,0.030976,0,0
131,0,0,0,0,0.0121283,0.0108782,0,0,0,0.00996499,0.0202023,0.00805419,0.0020598,0,0,0.0105569,0,0.016428,0.00660922,0.0439234,0.0230631,0.0208662,0.0249316,0.0105637,0.00583337,0.0179931,0.0205809,0.0140157,0.0336734,0.0145919,0.0162551,0.00750318,0.0148021,0.0146285,0.00831706,0.00469682,0.00278052,0.068107,0.0166328,0.0639586,0.0133037,0.0108888,0,0,0.0291017,0,0.0106672,0.0183072,0.0444072,0.0660284,0.0269531,0.0187092,0.00791454,0.0127988,0.0075478,0.0162989,0.0158519,0.00690938,0.0580506,0.0469441,0.0668372,0.0157251,0.0148834,0.0122995,0.0146216,0.00879312,0,0,0,0.0348189,0,0
132,0,0,0,0,0.0121797,0.0109913,0,0,0,0.0115804,0.0203389,0.00692348,0.00232394,0,0,0.0108469,0,0.0162369,0.00688612,0.0435952,0.0205676,0.0207972,0.0239414,0.0106262,0.00594246,0.0170453,0.0194812,0.0127996,0.0321233,0.0139952,0.01679,0.00779798,0.014672,0.0156725,0.00858275,0.0044802,0.00287898,0.0790624,0.0165563,0.0740046,0.0135838,0.011111,0,0,0.0289743,0,0.0107229,0.0182463,0.044328,0.0771428,0.0269795,0.0187642,0.00778649,0.0127074,0.00820351,0.0154669,0.0163727,0.00776983,0.058036,0.0520169,0.0773656,0.0158814,0.0148655,0.0123526,0.0147112,0.00874901,0,0,0,0.0382617,0,0
