Timestep,BCBB,BCBF,BCBTT,BCFT,C7,CLAV,IMU_B,IMU_M,IMU_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHIA,RTHII,RTHIP,RTIB,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x68,x69,x70,LWRA,RTHI,RTIBI,RTIBA,
227,0,0,0,0,0.00390216,0.00173876,0,0,0,0.015689,0.0207197,0.0117395,0.00692486,0,0,0.000760844,0,0.0163455,0.000491534,0.0455148,0.0164479,0.014157,0.0147651,0.00478785,0.00853477,0.0180558,0.0208612,0.0123818,0.0201498,0.00893768,0.00530543,0.00403359,0.0131172,0.0170637,0.00321433,0.000178406,0.0151941,0.0216015,0.0156847,0.00370233,0.00536576,0,0,0.00931417,0,0.0145507,0.00225281,0.0422838,0.0224036,0.0182149,0.00959344,0.0101918,0.00604665,0.0137479,0.0119361,0.0122803,0.0202816,0.0273471,0.0196266,0.0006982,0.00247907,0.00189972,0.00083674,0.00693944,0,0,0,0.00442287,0.00827932,0.0153547,0,0
228,0,0,0,0,0.00362597,0.0013893,0,0,0,0.0118342,0.0205784,0.00898781,0.00593772,0,0,0.00124911,0,0.0164485,0.000662137,0.0459559,0.0132574,0.0148466,0.0127391,0.00399955,0.00835761,0.0149498,0.0174861,0.00858927,0.0208132,0.0079286,0.00557616,0.00407265,0.0126295,0.0117002,0.00331587,0.000312175,0.0151752,0.0215539,0.0158412,0.00370388,0.00504578,0,0,0.00863546,0,0.0145906,0.00220494,0.0427144,0.0224415,0.0181279,0.00967081,0.00981606,0.00560478,0.0138061,0.0119367,0.0123564,0.0206688,0.0277871,0.0196883,0.000385298,0.00231962,0.00194402,0.00107072,0.00667391,0,0,0,0.00455437,0.00822374,0.0156584,0,0
229,0,0,0,0,0.00349995,0.00111652,0,0,0,0.0155167,0.0205023,0.0107479,0.00504078,0,0,0.0016959,0,0.016483,0.00089561,0.0461568,0.0133512,0.0155597,0.0116547,0.00329123,0.00814844,0.0113891,0.0141631,0.00584897,0.0222857,0.00699059,0.00583397,0.00425962,0.0124733,0.01515,0.00335432,0.000230593,0.0155351,0.021383,0.0160226,0.00402053,0.00489473,0,0,0.00866784,0,0.0145932,0.00249949,0.0431838,0.0220817,0.0179606,0.0101801,0.0094623,0.00535325,0.0137765,0,0.0127136,0.0213651,0.0286857,0.0201027,0.000831018,0.0025188,0.00215139,0.00133161,0.0065562,0,0,0,0.00452706,0.00870258,0.0163634,0,0
230,0,0,0,0,0.00328617,0.000905985,0,0,0,0.0282589,0.0203823,0.0395782,0.00568852,0,0,0.00264563,0,0.0165226,0.00145483,0.0409348,0.0565819,0.0160134,0.00659061,0.00379597,0.007975,0.00484343,0.00445122,0.00459502,0.0242068,0.0161736,0.014043,0.0283998,0,0.0292784,0.00372191,0.000487916,0.0152574,0.0211895,0.016335,0.00461772,0.00452251,0,0,0.00806692,0,0.0144767,0.00290143,0.0429943,0.0220581,0.0183593,0.0096651,0.00682509,0.00501154,0.0143681,0.0120196,0.0125328,0.0213932,0.0291384,0.0193177,0.00153515,0.00273266,0.00246065,0.00235221,0.00617838,0,0,0,0.00448531,0.00890419,0.0168155,0,0
231,0,0,0,0,0.00331487,0.000919856,0,0,0,0.0266121,0.0203697,0.0175414,0.00391222,0,0,0.00285898,0,0.0165193,0.00155202,0.0459645,0.0208421,0.0172242,0.0121082,0.00321633,0.00807159,0.00486471,0.00888418,0.00828953,0.026962,0.00629219,0.00626878,0.005192,0.0136822,0.0261189,0.00386427,0.00055033,0.0151362,0.0211987,0.0158153,0.00440238,0.00442411,0,0,0.00821489,0,0.0144438,0.00298038,0.0438555,0.0223194,0.0179608,0.0104289,0.00792283,0.00517685,0.0140312,0.0120437,0.0125998,0.0214976,0.0290391,0.0204773,0.0014524,0.00281427,0.00254911,0.00258085,0.00605608,0,0,0,0.00450954,0.0085467,0.0167197,0,0
232,0,0,0,0,0.0030716,0.00114415,0,0,0,0.0307711,0.0202754,0.0201511,0.00375709,0,0,0.00324365,0,0.0166275,0.00166259,0.0460398,0.0233391,0.018044,0.0130833,0.0038721,0.00792578,0.00554632,0.00875103,0.0108392,0.0289239,0.0069571,0.00731726,0.00578912,0.0145732,0.0300166,0.00394156,0.00058232,0.0151142,0.0211194,0.0154745,0.004708,0.00421278,0,0,0.00825513,0,0.0144786,0.00321954,0.0441925,0.0225917,0.0178502,0.0105801,0.00723718,0.00516326,0.0139847,0.0124796,0.0129644,0.0216475,0.0290282,0.0210104,0.00185477,0.00288302,0.00277332,0.00324095,0.00589422,0,0,0,0.00452787,0.00864939,0.0167632,0,0
233,0,0,0,0,0.00101583,0.00173653,0,0,0,0.0315146,0.0204119,0.021457,0.00361692,0,0,0.00351722,0,0.0165243,0.00178132,0.0457959,0.0253411,0.0188993,0.0133376,0.00543787,0.00829898,0.00862977,0.0102274,0.012954,0.0305602,0.0072729,0.00825409,0.00619673,0.0155222,0.0310437,0.0042152,0.000391203,0.0151054,0.0219921,0.0154336,0.00522377,0.00395087,0,0,0.00386617,0,0.0156025,0.003803,0.0443997,0.0236808,0.0179172,0.0106682,0.00602616,0.000683856,0.0142773,0.012833,0.0131259,0.0220035,0.0292497,0.0218253,0.00320601,0.00266943,0.00205131,0.00478828,0.00559471,0,0,0,0.00452944,0.00830685,0.0168408,0,0
234,0,0,0,0,0.00172042,0.00192938,0,0,0,0.0303091,0.0201774,0.0212398,0.00351361,0,0,0.00397357,0,0.016748,0.00199276,0.0459793,0.0256746,0.0201476,0.0130817,0.00641429,0.00775655,0.0110561,0.0121308,0.0137879,0.0312402,0.0072963,0.00863951,0.00710139,0.0161971,0.0304035,0.00422593,0.00047188,0.0144565,0.0213054,0.0147697,0.00531085,0.00375959,0,0,0.0035894,0,0.0148171,0.00316768,0.0447098,0.023262,0.0175831,0.0108089,0.00592269,0.00308446,0.0138812,0.0128355,0.0132361,0.0217109,0.0288789,0.0215108,0.00304529,0.00191598,0.00223062,0.00468307,0.00545123,0,0,0,0.00455911,0.00817206,0.0164853,0,0
235,0,0,0,0,0.00156617,0.00225633,0,0,0,0.0292961,0.0201242,0.0216296,0.0034314,0,0,0.00427192,0,0.0168027,0.00211579,0.0461181,0.027306,0.0207911,0.0134132,0.00716991,0.0076157,0.0118936,0.0137962,0.0149238,0.0318088,0.0070085,0.00834023,0.00779665,0.0160596,0.0296871,0.00439006,0.000518967,0.0140024,0.0213106,0.0148827,0.00554377,0.00388532,0,0,0.0030657,0,0.0149026,0.00375117,0.0448752,0.0236156,0.0174913,0.0108399,0.00590621,0.00291776,0.0140266,0.0124384,0.0130591,0.0216332,0.0287215,0.0215077,0.00359433,0.00195411,0.00231807,0.00500694,0.00551576,0,0,0,0.00470186,0.00840874,0.0162903,0,0
236,0,0,0,0,0.00175627,0.00246124,0,0,0,0.0294635,0.0200965,0.0221304,0.00338258,0,0,0.00446662,0,0.0168197,0.00222206,0.0462827,0.0294204,0.0209139,0.0133146,0.00741711,0.00754243,0.0114328,0.0141581,0.0157674,0.0322752,0.00650682,0.00783593,0.007812,0.0154661,0.029506,0.00451197,0.000561497,0.0137386,0.0212184,0.0151302,0.00576993,0.00424652,0,0,0.00340741,0,0.0148998,0.00405701,0.0449783,0.0239234,0.0174266,0.0105833,0.00607194,0.00309706,0.0142473,0.0119106,0.0126387,0.0213917,0.0283963,0.021438,0.0039086,0.00200028,0.00246632,0.00508285,0.00566872,0,0,0,0.00467322,0.00844161,0.0159928,0,0
237,0,0,0,0,0.00199176,0.00252459,0,0,0,0.0289256,0.0201137,0.0214269,0.0034167,0,0,0.00449406,0,0.0167904,0.0022307,0.046163,0.0300259,0.0208179,0.0125867,0.0073349,0.0076578,0.0105897,0.0133159,0.0153738,0.0322992,0.00613535,0.00747519,0.00747729,0.015127,0.0288583,0.00459916,0.00059543,0.0131786,0.0211938,0.0150456,0.00596675,0.00443855,0,0,0.00368914,0,0.0148447,0.00407509,0.0449318,0.024553,0.0172853,0.0105111,0.00630754,0.00330448,0.0146513,0.0114576,0.01231,0.0213511,0.0281087,0.0212668,0.00411828,0.0021072,0.00258724,0.00497031,0.00581661,0,0,0,0.00460964,0.00812626,0.0155872,0,0
238,0,0,0,0,0.0023677,0.00249668,0,0,0,0.0295584,0.020172,0.0201432,0.00349177,0,0,0.00449995,0,0.016743,0.00216444,0.0460794,0.0272028,0.0204515,0.0115813,0.00678329,0.00779548,0.00909462,0.0114683,0.014128,0.0316166,0.00588921,0.00723857,0.0067942,0.0147124,0.029293,0.00460794,0.000572846,0.0125312,0.0212039,0.0151798,0.00611944,0.00471098,0,0,0.00402281,0,0.0148018,0.00384889,0.0447175,0.0252983,0.0171401,0.0103233,0.00688986,0.0035043,0.015133,0.010902,0.0119147,0.0210253,0.0277685,0.0209453,0.0040458,0.00222965,0.00264383,0.00473219,0.00595826,0,0,0,0.00458723,0.00767161,0.0155488,0,0
239,0,0,0,0,0.00270907,0.00244033,0,0,0,0.0316461,0.0202185,0.0192191,0.00358882,0,0,0.00445802,0,0.0167264,0.00205906,0.0460288,0.0231531,0.0199907,0.0110023,0.00601539,0.00800615,0.00710838,0.00931699,0.012431,0.0302203,0.00596009,0.00702017,0.00571654,0.0141641,0.0311149,0.00465361,0.000467928,0.0117664,0.0211502,0.0155678,0.00628967,0.00498211,0,0,0.00423136,0,0.0146907,0.0036642,0.0444341,0.0260877,0.0169652,0.0101388,0.00775743,0.00353619,0.0157074,0.0103554,0.0114713,0.020537,0.0273044,0.0205562,0.00380241,0.00241521,0.00266414,0.00445024,0.00610865,0,0,0,0.00464237,0.00720778,0.0165445,0,0
240,0,0,0,0,0.0028562,0.00252617,0,0,0,0.0335209,0.0202185,0.0194041,0.00364576,0,0,0.0042576,0,0.0167432,0.0019653,0.0457645,0.0217529,0.0196645,0.0106724,0.00547192,0.00814465,0.00563777,0.00714307,0.0103275,0.0284294,0.00644489,0.00676626,0.00470251,0.0137882,0.0324553,0.00481699,0.000411731,0.0109943,0.0210664,0.0161865,0.00645172,0.0052519,0,0,0.00438344,0,0.014581,0.00371062,0.0442011,0.0267232,0.0168397,0.0104695,0.00841261,0.0035258,0.0163067,0.00965306,0.0108655,0.0199361,0.0266672,0.0202541,0.00361075,0.00259151,0.00273008,0.00433171,0.00621852,0,0,0,0.00474887,0.00668202,0.0178699,0,0
241,0,0,0,0,0.00259202,0.00256806,0,0,0,0.0336078,0.0202744,0.0201018,0.00368121,0,0,0.00426269,0,0.0167027,0.00201455,0.04525,0.0214217,0.0194628,0.0106663,0.00528113,0.00829237,0.004986,0.00545477,0.00865251,0.0268529,0.00709662,0.00695991,0.00408821,0.0133801,0.0321724,0.00502816,0.00047911,0.0102863,0.0209882,0.0171053,0.0066517,0.00526361,0,0,0.00497892,0,0.0145015,0.00381114,0.0440139,0.0274023,0.0167641,0.0118056,0.00856793,0.00357798,0.0169235,0.00901081,0.0102491,0.0194012,0.0261338,0.0198985,0.00359143,0.00276508,0.0029373,0.00427287,0.00629657,0,0,0,0.00467858,0.00613232,0.0163583,0,0
242,0,0,0,0,0.00130937,0.00191632,0,0,0,0.0315319,0.0202244,0.0192126,0.00373251,0,0,0.00432816,0,0.0167792,0.00179379,0.0445517,0.0202412,0.0195072,0.011428,0.00564094,0.00819774,0.00425165,0.00505727,0.00806389,0.0258296,0.00724421,0.00725311,0.00436774,0.0131929,0.0305645,0.00481641,0.000547576,0.00920142,0.0218864,0.018145,0.00677947,0.00588906,0,0,0.00383971,0,0.0150381,0.00410396,0.0438693,0.028025,0.0164852,0.0121009,0.00844222,0.00226924,0.0173722,0.0084344,0.00970111,0.0188851,0.0253717,0.0190088,0.0040112,0.00178603,0.0019616,0.00437966,0.00682521,0,0,0,0.00470002,0.00569668,0.014906,0,0
243,0,0,0,0,0.00204887,0.00257245,0,0,0,0.0281024,0.0203919,0.0163412,0.00361774,0,0,0.00478173,0,0.0166153,0.00199733,0.0439092,0.0180849,0.0196121,0.0132331,0.00576197,0.00830377,0.00256331,0.00683958,0.00934595,0.0259015,0.00681533,0.00771699,0.00455717,0.0121512,0.0276358,0.00512025,0.000422223,0.00851641,0.0211651,0.0193029,0.00699257,0.00534164,0,0,0.00359289,0,0.0147276,0.00423298,0.0435628,0.0287263,0.0165351,0.0116879,0.00851878,0.00311066,0.0180117,0.00750809,0.00883215,0.0182501,0.0245552,0.0188811,0.0043351,0.00217875,0.00277873,0.00429118,0.00667217,0,0,0,0.0044926,0.00494871,0.0145382,0,0
244,0,0,0,0,0.00239012,0.00266046,0,0,0,0.0252875,0.0204812,0.0140088,0.00358367,0,0,0.00492574,0,0.0165384,0.00225331,0.0435978,0.016361,0.0198074,0.0140473,0.00609514,0.00837955,0.00121867,0.0101207,0.0118039,0.0268599,0.00671991,0.00949344,0.00554499,0.0114435,0.0253787,0.00526793,0.000476065,0.00854539,0.0210961,0.0202198,0.0072227,0.00572432,0,0,0.00356962,0,0.0147055,0.00435337,0.0432725,0.0286041,0.0164264,0.0113854,0.00843479,0.00324418,0.0184845,0.00670393,0.00788326,0.0173122,0.0231406,0.0178756,0.00456504,0.00217182,0.00280579,0.00435456,0.00686814,0,0,0,0.0044076,0.00438082,0.0146818,0,0
245,0,0,0,0,0.00282373,0.00262587,0,0,0,0.0223946,0.0206078,0.0120479,0.00367514,0,0,0.0050668,0,0.0164126,0.00274886,0.0435272,0.0153898,0.0198954,0.0133931,0.00653306,0.00840654,0.00314533,0.01377,0.0140298,0.0282042,0.0078698,0.0122399,0.00645485,0.0110225,0.0227382,0.00533667,0.000584078,0.00870263,0.0210454,0.0210367,0.00750592,0.00612639,0,0,0.00364098,0,0.0146924,0.0043452,0.0429769,0.0281727,0.0162166,0.0108278,0.00803076,0.00324937,0.0188417,0.00597407,0.00686479,0.0160994,0.0215513,0.0170303,0.00462454,0.00216088,0.00283673,0.00451503,0.00707649,0,0,0,0.0042712,0.00375533,0.0145795,0,0
246,0,0,0,0,0.00339702,0.00245232,0,0,0,0.0197142,0.0205903,0.0105065,0.00382918,0,0,0.00487277,0,0.0164723,0.00276345,0.0432849,0.0149767,0.0196964,0.0130996,0.00673869,0.0084076,0.00498747,0.0165463,0.0153204,0.0290641,0.0091372,0.014358,0.00690952,0.0105252,0.0199654,0.00529942,0.000439576,0.00964513,0.0210574,0.0216682,0.00779168,0.00672651,0,0,0.00364319,0,0.0146894,0.00419706,0.0426691,0.0272558,0.0159194,0.0102255,0.00744063,0.00313545,0.0192354,0.00532495,0.00574553,0.0147478,0.0197035,0.0160515,0.0044299,0.00215042,0.0027843,0.00460495,0.00732124,0,0,0,0.00438205,0.00341394,0.0142135,0,0
247,0,0,0,0,0.00366119,0.00209314,0,0,0,0.0178556,0.0205984,0.00942224,0.00398596,0,0,0.00463865,0,0.0165064,0.00256111,0.0427797,0.0147221,0.0193405,0.0143348,0.00665844,0.0084611,0.0062926,0.0181608,0.0153156,0.0289146,0.0096824,0.015354,0.00676443,0.00972116,0.0177686,0.00532026,0.000283957,0.0114049,0.0211058,0.0219048,0.00810509,0.00667772,0,0,0.00346488,0,0.0147011,0.0036596,0.0423055,0.0256899,0.0156427,0.00986054,0.00684674,0.00322257,0.0195847,0.00499888,0.00468352,0.0132179,0.0175411,0.01498,0.00411482,0.00213242,0.00266263,0.00460601,0.00761416,0,0,0,0.00447948,0,0.0137923,0,0
248,0,0,0,0,0.00382868,0.00170281,0,0,0,0.0166582,0.0206679,0.00853312,0.00403766,0,0,0.00441959,0,0.0164846,0.00227373,0.042062,0.0142163,0.0190528,0.0154936,0.00629108,0.00880726,0.00751538,0.0188369,0.0143875,0.0280673,0.0094512,0.0154597,0.00624513,0.00884634,0.0160854,0.00533274,0.000170808,0.0155309,0.0211538,0.0217429,0.00828045,0.0065252,0,0,0.00355835,0,0.0146273,0.00325279,0.0419453,0.0230919,0.0153845,0.00903397,0.0065082,0.00351697,0.0202213,0.0047452,0.00336784,0.0106951,0.0144713,0.0120668,0.00385981,0.00215825,0.00260846,0.00439684,0.00780123,0,0,0,0.00453881,0.00260361,0.0128712,0,0
249,0,0,0,0,0.00401382,0.00157151,0,0,0,0.0153705,0.0207645,0.00751733,0.00416723,0,0,0.00421197,0,0.016445,0.00204907,0.0413928,0.0135289,0.0188355,0.0157231,0.00604536,0.00883657,0.00872406,0.0186802,0.0133728,0.0268868,0.00884709,0.0150891,0.00569601,0.00818071,0.0144004,0.00524058,0.000303889,0.0171896,0.0211154,0.0204762,0.00847991,0.00688909,0,0,0.00406703,0,0.0145567,0.00330926,0.0416467,0.0203319,0.0151427,0.00780616,0.00630208,0.0036524,0.0204474,0.00469509,0.00215134,0.00686042,0.0111144,0.00988138,0.00348758,0.00233397,0.00261631,0.00403388,0.00791505,0,0,0,0.00458016,0.00274197,0.0110149,0,0
250,0,0,0,0,0.00408857,0.00146352,0,0,0,0.0139113,0.0209237,0.00634431,0.00430365,0,0,0.00391382,0,0.0163472,0.00189432,0.0409135,0.0128834,0.018679,0.0153333,0.0058467,0.00884517,0.00950166,0.0180331,0.0125172,0.0259777,0.00835054,0.0146548,0.00540377,0.00794832,0.0129483,0.00514804,0.000324111,0.0188059,0.0210325,0.0186259,0.00866651,0.00733187,0,0,0.00417391,0,0.0144615,0.00352744,0.0414113,0.0178273,0.0149117,0.00637157,0.0062174,0.00365373,0.0207465,0.00448797,0.00213175,0.00296366,0.00868421,0.00749411,0.00319511,0.00246896,0.00265094,0.00345568,0.00790577,0,0,0,0.00446862,0.00326386,0.00911639,0,0
251,0,0,0,0,0.00321616,0.000914958,0,0,0,0.0122937,0.0211933,0.00499322,0.00435913,0,0,0.00322748,0,0.0161929,0.0015202,0.0407359,0.0123301,0.0187002,0.0144608,0.00600635,0.00884125,0.00947919,0.0169693,0.0117544,0.0255915,0.00796502,0.0139261,0.00506879,0.00803604,0.0118555,0.00472909,0.000608407,0.0189876,0.0216601,0.0174041,0.00882017,0.00785898,0,0,0.00505271,0,0.0154272,0.00369786,0.0410586,0.0176313,0.0147102,0.00488161,0.00573067,0.0030915,0.0208742,0.0054846,0.00289447,0.00193757,0.00793934,0.00754727,0.00372525,0.00160246,0.00160804,0.00314891,0.00785843,0,0,0,0.00447877,0.00317492,0.0083095,0,0
252,0,0,0,0,0.00455006,0.00164896,0,0,0,0.0118981,0.0211645,0.00433136,0.00431829,0,0,0.00321911,0,0.0162137,0.00148518,0.0409679,0.0119617,0.0185885,0.0133916,0.00512334,0.009137,0.00905723,0.015733,0.0110338,0.0254111,0.00782901,0.0131888,0.00499058,0.00851266,0.0116678,0.00493236,0.000665237,0.0199499,0.0209282,0.0180184,0.00895777,0.00714885,0,0,0.00645012,0,0.0142303,0.0032999,0.0406924,0.0184589,0.0143641,0,0.00615129,0.00379807,0.0209348,0.00669464,0.00246506,0.00203426,0.00634058,0.0129017,0.00303831,0.0032333,0.00316932,0.00202612,0.00805134,0,0,0,0.00437862,0.00383103,0.00944596,0,0
253,0,0,0,0,0.00492644,0.00182029,0,0,0,0.0120386,0.0213567,0.00388476,0.00425765,0,0,0.00269876,0,0.0161276,0.00107449,0.0413,0.0116713,0.018562,0.0122769,0.00454801,0.00923243,0.00832338,0.0143388,0.0100728,0.0255171,0.00737441,0.0121498,0.00483035,0.00872731,0.0120424,0.00465917,0.000854627,0.0240821,0.0210139,0.0200771,0.00907455,0.00751676,0,0,0.00698246,0,0.0142599,0.00328772,0.0402625,0.0187742,0.0139997,0,0.00611413,0.00361131,0.0213118,0.00761672,0.00265948,0.00331151,0.00496443,0.0205297,0.00274809,0.00319542,0.00298389,0.00152437,0.00824812,0,0,0,0.00440179,0,0.0111652,0,0
254,0,0,0,0,0.00531091,0.00197153,0,0,0,0.012683,0.0214842,0.00384183,0.00418892,0,0,0.00218068,0,0.0160952,0.000723622,0.0416209,0.0112705,0.0185186,0.0113651,0.00405959,0.00930256,0.00754917,0.0131597,0.0092482,0.0257501,0.00681218,0.0112109,0.00457119,0.00876721,0.0130859,0.00433114,0.00108949,0.0290364,0.0211303,0.0219964,0.00927199,0.00788513,0,0,0.00739289,0,0.014275,0.00305594,0.0398507,0.018636,0.0136837,0,0.00601264,0.00358278,0.0219059,0.00822441,0.00374252,0.00460108,0.00446104,0.028097,0.00252064,0.00326447,0.00290919,0.00120224,0.00841051,0,0,0,0.00445318,0,0.0124274,0,0
255,0,0,0,0,0.00557019,0.00211716,0,0,0,0.0138924,0.021586,0.00405462,0.00400008,0,0,0.00180039,0,0.0160479,0.000640395,0.0416972,0.0105832,0.0184647,0.0108559,0.0035983,0.00931397,0.00709551,0.0124766,0.00899231,0.0260591,0.00646314,0.0108976,0.00401435,0.00861805,0.0148188,0.00402638,0.00121846,0.0337326,0.0212293,0.0236014,0.00929122,0.0081358,0,0,0.00792693,0,0.0143154,0.00291168,0.039527,0.0181508,0.013486,0.00779222,0.00575502,0.00371954,0.0225311,0.00871052,0.00475383,0.00576997,0.00550474,0.034875,0.00230246,0.00321355,0.00278464,0.00103467,0.0085026,0,0,0,0.00441057,0,0.0133052,0,0
256,0,0,0,0,0.00563086,0.00223714,0,0,0,0.0152647,0.0216859,0.00425646,0.00369742,0,0,0.0014938,0,0.0160665,0.000691139,0.0415219,0.00969135,0.018394,0.010594,0.00326248,0.00907948,0.00680014,0.0120659,0.00907013,0.0264406,0.00635674,0.011156,0.00378042,0.00828544,0.0167648,0.00373838,0.001192,0.0421119,0.0213714,0.0284655,0.00908979,0.00820978,0,0,0.00833069,0,0.0144141,0.00287683,0.0394086,0.0196135,0.013841,0.00986215,0.00491956,0.00391187,0.0222691,0,0.00512232,0.00857387,0.0118855,0,0.00217048,0.00305684,0.00253872,0.000906662,0.00840869,0,0,0,0.00441363,0,0.0153729,0,0
257,0,0,0,0,0.00681728,0.00279956,0,0,0,0.0168501,0.0220079,0.00497216,0.0046879,0,0,0.000997404,0,0.0159597,0.00129863,0.0414938,0.00943968,0.0183317,0.0113877,0.00401244,0.00941531,0.00741907,0.0124565,0.00988995,0.026313,0.00701155,0.0123891,0.00422736,0.00832368,0.0186263,0.0030885,0.00146093,0.0437533,0.0215978,0.027559,0.0129415,0.00936361,0,0,0.00969834,0,0.0145967,0.00294335,0.0404601,0.0185179,0.011037,0.0118207,0.00450131,0.00423484,0.022694,0,0.00443791,0.00925928,0.0123953,0.0468999,0.00245384,0.00311213,0.00226453,0.0017099,0.00999855,0,0,0,0.00433032,0.112912,0.0145951,0,0
258,0,0,0,0,0.00558251,0.0024479,0,0,0,0.018852,0.021779,0.0058898,0.00272024,0,0,0.00118281,0,0.0159224,0.00109033,0.0405102,0.00789418,0.0185248,0.010312,0.00262544,0.00839016,0.00666158,0.0116675,0.00899887,0.0277712,0.00713817,0.0134082,0.00434746,0.00779578,0.0218481,0.00311073,0.00136702,0.0465052,0.0216988,0.0282322,0.00896549,0.00799115,0,0,0.00920977,0,0.0145374,0.00266304,0.0391843,0.0186798,0.0143689,0.00996185,0.00323068,0.00444637,0.0236521,0,0.00537098,0.00875671,0.0124963,0.0500974,0.00214353,0.00292953,0.00216917,0.00130339,0.00820262,0,0,0,0.00425144,0,0.0142744,0,0
259,0,0,0,0,0.00537774,0.00258798,0,0,0,0.0210096,0.0216938,0.00729113,0.00203732,0,0,0.00119986,0,0.0158618,0.00099717,0.040101,0.0067404,0.0186079,0.00973652,0.00236455,0.00774729,0.00625503,0.0110485,0.00882861,0.0286521,0.0075453,0.014356,0.00467614,0.00775396,0.0246149,0.00283361,0.00115498,0.0479444,0.0217151,0.0283884,0.008478,0.00757465,0,0,0.00985693,0,0.0146075,0.00288475,0.0387812,0.0178371,0.0152158,0.0103629,0.0027007,0.00479103,0.0239307,0,0.00540724,0.00934511,0.0135582,0.0516808,0.00230142,0.00289817,0.00208494,0.00162976,0.00784962,0,0,0,0.00432333,0,0.0140462,0,0
260,0,0,0,0,0.00488904,0.00307101,0,0,0,0.0214721,0.0217821,0.00747716,0.00187767,0,0,0.00183711,0,0.015844,0.00134645,0.0399444,0.00639637,0.0186186,0.00845456,0.00281397,0.00713961,0.00561513,0.0098855,0.00825572,0.029353,0.00703942,0.0137467,0.00426978,0.00752623,0.0252594,0.00271073,0.00126883,0.0470026,0.0220576,0.0275318,0.00886903,0.00716898,0,0,0.00390085,0,0.0159501,0.00108843,0.0383157,0.0177623,0.0156195,0.0109043,0.00203807,0.00277731,0.0239468,0.00926853,0.00487666,0.0092876,0.0137153,0.0505502,0.000633689,0.00127219,0.000326678,0.00314492,0.00733935,0,0,0,0.00433955,0.00856022,0.0123787,0,0
261,0,0,0,0,0.00529554,0.00243815,0,0,0,0.0226655,0.0217674,0.0081645,0.00163484,0,0,0.00101382,0,0.0158825,0.000891834,0.0397537,0.00546615,0.0185893,0.00781515,0.00236939,0.00659613,0.00536866,0.0093919,0.0080699,0.0293717,0.00684997,0.0134069,0.00429363,0.00769377,0.0268611,0.00246587,0.000885669,0.0456942,0.0216672,0.0272646,0.00912671,0.00708598,0,0,0.0121714,0,0.0144436,0.0041894,0.0381898,0.0196998,0.0156956,0.0112498,0.00230574,0.00567285,0.0235489,0.00960754,0.00490037,0.010152,0.0142545,0.0488212,0.00300965,0.00376509,0.00287545,0.0016963,0.00749296,0,0,0,0.00433911,0.00522042,0.0121684,0,0
262,0,0,0,0,0.00510946,0.00230391,0,0,0,0.02269,0.0219798,0.00791927,0.00181467,0,0,0.000814621,0,0.0158685,0.00095117,0.0398238,0.00454431,0.0184011,0.00670694,0.0020641,0.00616681,0.00487718,0.00854877,0.00781281,0.0292153,0.00595838,0.0121217,0.00365769,0.00766454,0.026822,0.00226022,0.00105057,0.0438138,0.0217781,0.0266406,0.00994381,0.0070655,0,0,0.0125171,0,0.0144845,0.00420855,0.0383914,0.0203197,0.0155832,0,0.00195188,0.0056131,0.0234986,0.0099057,0.00455892,0.0108939,0.0152006,0.0466281,0.00308756,0.00372763,0.00266447,0.00239613,0.00738445,0,0,0,0.00437648,0.00488553,0.0124673,0,0
263,0,0,0,0,0.00477493,0.00223248,0,0,0,0.0235175,0.0220802,0.00858451,0.00147364,0,0,0.000843973,0,0.0157145,0.00104861,0.0397748,0.00384836,0.0182671,0.00542615,0.00257835,0.00567557,0.00505824,0.00769003,0.00723159,0.0296022,0.00534615,0.0113321,0.0034193,0.00749213,0.0277651,0.00215697,0.00117864,0.0409783,0.0219065,0.0250338,0.00906246,0.00676785,0,0,0.0123476,0,0.0145165,0.00406882,0.0384631,0.0196087,0.0163196,0.0136562,0.00203588,0.00535594,0.024983,0.00926081,0.0035266,0.0108725,0.0151007,0.0435646,0.00310389,0.00351461,0.00231881,0.00299583,0.00697925,0,0,0,0.00448984,0.00423237,0.0115135,0,0
264,0,0,0,0,0.00432141,0.00214281,0,0,0,0.0241647,0.0221018,0.00941613,0.00151325,0,0,0.000955878,0,0.01554,0.00132135,0.0396739,0.0039743,0.018228,0.00428091,0.00332077,0.00530547,0.00454941,0.00692543,0.00670802,0.0298286,0.00495335,0.0108827,0.00332691,0.00722513,0.0285054,0.00215519,0.00116882,0.0382939,0.0220093,0.0238276,0.00859891,0.00631658,0,0,0.012454,0,0.0145964,0.00393407,0.0387333,0.0196479,0.0168395,0.0142413,0.00182867,0.00505912,0.0252203,0.00886518,0.00339591,0.0115855,0.0154992,0.0402707,0.00316839,0.00328508,0.00204729,0.00339697,0.00645122,0,0,0,0.00449815,0.00442792,0.0106161,0,0
