Timestep,BCBB,BCBF,BCBTT,BCFT,C7,CLAV,IMU_B,IMU_M,IMU_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x68,x69,x70,RTHI
37,0,0,0,0,0.0170428,0.0151706,0,0,0,0.011225,0.0216045,0.0120493,0.00433589,0,0,0.00733051,0,0.015776,0.0064935,0.0343107,0.0117437,0.0255508,0.0216762,0.0113249,0.0181449,0.00797704,0.0149157,0.0100839,0.0303977,0.013869,0.0134039,0.00941358,0.00440713,0.00602051,0.00583324,0.00421946,0.00414716,0.0205157,0.0197962,0.022339,0.00754758,0.00931096,0,0,0.033893,0,0.0113033,0.0198475,0.0412294,0.0288402,0.0205598,0.0343538,0.0138932,0.015052,0.0242616,0.0138454,0.0159863,0.0248371,0.0130604,0.0239175,0.0286088,0.0235108,0.0163077,0.0110693,0.0117995,0.018556,0.0112667,0,0,0,0.0119691
38,0,0,0,0,0.0169822,0.0151012,0,0,0,0.0108654,0.0214946,0.01196,0.00459511,0,0,0.00701634,0,0.0159304,0.00636391,0.0341933,0.0117248,0.0254967,0.0216509,0.0116279,0.0186137,0.00801161,0.0151365,0.0102897,0.0304593,0.0139014,0.0134365,0.00949183,0.00424,0.00558906,0.00583362,0.00429241,0.00417078,0.0219993,0.0197655,0.0239463,0.00736343,0.00929531,0,0,0.0339538,0,0.0112888,0.0198945,0.0414649,0.0309318,0.0208613,0.0350163,0.0148417,0.01498,0.0244227,0.0141877,0.0150857,0.0251888,0.0132982,0.0245592,0.0293092,0.0250184,0.0162792,0.0110198,0.0117491,0.0185651,0.0111396,0,0,0,0.0112528
39,0,0,0,0,0.0168839,0.0149501,0,0,0,0.0106065,0.0214882,0.011929,0.00490739,0,0,0.00667068,0,0.0159188,0.0062074,0.0340121,0.0117226,0.0253819,0.0217295,0.0118857,0.0190121,0.00802964,0.0153249,0.0104903,0.030563,0.0138998,0.013396,0.00951473,0.00410665,0.00531134,0.00575472,0.00436162,0.00423566,0.0217942,0.0197492,0.0243623,0.00726233,0.00934618,0,0,0.034145,0,0.0112747,0.0199281,0.0415622,0.0316683,0.0210615,0.0358865,0.0157385,0.0147992,0.0244965,0.0142108,0.0141736,0.0256964,0.0129684,0.0249777,0.0303176,0.0251088,0.0162122,0.0109798,0.0116932,0.0184906,0.0110118,0,0,0,0.0105366
40,0,0,0,0,0.016757,0.0148369,0,0,0,0.0104607,0.0214303,0.0118357,0.00520315,0,0,0.00640576,0,0.0159097,0.00609163,0.0337337,0.0118592,0.0253178,0.0218665,0.012153,0.0193702,0.00803513,0.0153813,0.0106718,0.0306775,0.0139209,0.0132664,0.00952574,0.00401098,0.005266,0.00572444,0.00439961,0.00434121,0.0220173,0.0197602,0.0250789,0.00717957,0.00940324,0,0,0.0343737,0,0.011278,0.0199546,0.0417108,0.0329717,0.0212784,0.0360548,0.0165622,0.0146223,0.0246115,0.0144058,0.0131859,0.0261466,0.0126953,0.0252688,0.0311964,0.0257305,0.0161472,0.0109255,0.0116424,0.018449,0.0108596,0,0,0,0.00978614
41,0,0,0,0,0.0166048,0.0147189,0,0,0,0.0103771,0.0213004,0.0117189,0.00551557,0,0,0.00607188,0,0.0160003,0.00590514,0.0334809,0.0121127,0.0253429,0.0219633,0.0124337,0.019677,0.00798962,0.0152923,0.0108158,0.030783,0.0139405,0.0130885,0.00953428,0.00394624,0.00543415,0.00576284,0.00445561,0.00444004,0.0231758,0.0197478,0.0265273,0.00715755,0.00944505,0,0,0.034553,0,0.0112752,0.0199777,0.0419177,0.0348102,0.0215004,0.0355102,0.0172376,0.0144702,0.02477,0.0148487,0.0121693,0.0266318,0.0127309,0.0255442,0.0319977,0.0273955,0.0160924,0.0108543,0.0115804,0.0184546,0.0106755,0,0,0,0.00902527
42,0,0,0,0,0.0165014,0.0146437,0,0,0,0.0102782,0.0212373,0.0117458,0.00585883,0,0,0.00581471,0,0.0160463,0.00576856,0.0333056,0.0123656,0.0254245,0.0219989,0.012614,0.0199944,0.00796246,0.0151825,0.0109479,0.0308769,0.0139292,0.0128954,0.00951396,0.00385258,0.00568433,0.0058327,0.0044966,0.00454563,0.0252671,0.0197348,0.0286017,0.00712864,0.00949994,0,0,0.0346955,0,0.0112748,0.0199418,0.0421075,0.0373641,0.0217337,0.0352245,0.0177296,0.0142897,0.0249744,0.0150292,0.0113029,0.0273631,0.0132326,0.0260904,0.0330435,0.0299889,0.0160411,0.0108176,0.011516,0.0184999,0.0105352,0,0,0,0.0083634
43,0,0,0,0,0.0164761,0.0146597,0,0,0,0.0101565,0.0212177,0.011699,0.00621416,0,0,0.00567952,0,0.0160573,0.005732,0.0332349,0.0125733,0.0254945,0.0219283,0.0126178,0.0203115,0.00786131,0.0150963,0.0110781,0.0309747,0.0139295,0.0126987,0.0094681,0.00370483,0.00602172,0.00587835,0.00450683,0.00464885,0.0276058,0.0197073,0.0306305,0.00706716,0.00958664,0,0,0.0347994,0,0.011274,0.0199393,0.0423825,0.0401133,0.0219761,0.0351575,0.0180715,0.0140924,0.0251815,0.0153872,0.0106143,0.0282363,0.0139121,0.0264268,0.0342797,0.0326921,0.0160072,0.0108144,0.0114688,0.0185913,0.0104152,0,0,0,0.0077564
44,0,0,0,0,0.016511,0.0147656,0,0,0,0.0100911,0.0212168,0.0115881,0.00652861,0,0,0.00565127,0,0.0160653,0.00575623,0.0332421,0.0125802,0.0255425,0.0217775,0.012475,0.0206129,0.00783512,0.0150008,0.0111974,0.0311003,0.013934,0.0125625,0.00938114,0.0034936,0.00654845,0.00591126,0.00451813,0.0047536,0.0303079,0.0196682,0.0329028,0.00696111,0.00970483,0,0,0.0348669,0,0.0112832,0.0199915,0.042729,0.0428259,0.0222594,0.0352219,0.0182634,0.0138822,0.0253448,0.0160848,0.0101422,0.0290617,0.0148755,0.0263657,0.0353982,0.035745,0.0160322,0.0108239,0.0114405,0.0187312,0.0103567,0,0,0,0.00721818
45,0,0,0,0,0.0165854,0.0149106,0,0,0,0.0101294,0.0211943,0.011487,0.00686913,0,0,0.0057676,0,0.0160507,0.00588133,0.0332992,0.0126612,0.0256108,0.0216886,0.0123002,0.0209211,0.00779254,0.01486,0.0113129,0.0312385,0.013899,0.0124448,0.00922601,0.00324205,0.00721582,0.00595486,0.00452415,0.00485552,0.0336905,0.0196095,0.035928,0.00678502,0.00978083,0,0,0.0348577,0,0.0112989,0.0200551,0.0430173,0.0458081,0.0225804,0.0351092,0.0183612,0.0137395,0.0254605,0.0169819,0.0098895,0.0296743,0.0163034,0.0259317,0.0361511,0.0393128,0.0160924,0.0108373,0.0114281,0.0189322,0.0103731,0,0,0,0.00677121
46,0,0,0,0,0.0166489,0.0150479,0,0,0,0.0102921,0.0210535,0.0114247,0.00719468,0,0,0.00593103,0,0.0161556,0.00600766,0.0333947,0.0129415,0.0257739,0.0216436,0.01213,0.0211691,0.00777247,0.0147302,0.0114023,0.0313735,0.0138309,0.012334,0.00914997,0.00300124,0.00801307,0.0060594,0.00454133,0.00495526,0.0373627,0.0195175,0.0390695,0.00660512,0.0097894,0,0,0.034702,0,0.0113191,0.0201408,0.0431195,0.0488462,0.0228799,0.0347365,0.0183827,0.013668,0.0254856,0.0180616,0.0098945,0.0297573,0.0180925,0.0251548,0.0363847,0.0428026,0.0161467,0.0108575,0.0114166,0.019159,0.0103888,0,0,0,0.00645981
47,0,0,0,0,0.0166979,0.0152076,0,0,0,0.0104728,0.020918,0.0113896,0.00746131,0,0,0.00624438,0,0.0162213,0.00625413,0.0335115,0.0132108,0.0259901,0.0215877,0.0120858,0.0213589,0.00773695,0.0146026,0.0114463,0.0314569,0.0137926,0.0122397,0.00909248,0.00279533,0.00879404,0.00612804,0.0045492,0.00505449,0.0394529,0.0194076,0.0406646,0.00646777,0.00972819,0,0,0.0344409,0,0.0113327,0.0201812,0.0430572,0.050483,0.0231428,0.0344447,0.0184268,0.0136516,0.0252873,0.0190138,0.0102822,0.0294527,0.0196437,0.023822,0.03604,0.0444821,0.01622,0.0108549,0.0113806,0.0194419,0.0103865,0,0,0,0.00628295
48,0,0,0,0,0.0167974,0.0154219,0,0,0,0.0107203,0.0208277,0.0114071,0.00775086,0,0,0.00673195,0,0.0162244,0.00662785,0.0336277,0.0133921,0.0261188,0.0215205,0.0121281,0.0215851,0.00761833,0.01449,0.01147,0.0314775,0.0137941,0.0121866,0.00905868,0.00261219,0.00954196,0.00620782,0.0045662,0.00516139,0.0407367,0.019294,0.0414143,0.00623541,0.00971983,0,0,0.034076,0,0.0113495,0.0201175,0.0430409,0.0510969,0.0235475,0.0343364,0.0185528,0.0136942,0.0248648,0.0202146,0.0109915,0.0286985,0.0214012,0.0219999,0.0351741,0.0453025,0.0162955,0.0108312,0.0113248,0.0197769,0.0103727,0,0,0,0.00627624
49,0,0,0,0,0.0169203,0.0156947,0,0,0,0.0110906,0.0207771,0.0114419,0.00800847,0,0,0.00725926,0,0.0161839,0.0070369,0.0337477,0.0135656,0.0261869,0.0214551,0.0122347,0.0217577,0.0075644,0.0144145,0.0114986,0.031502,0.0137678,0.0120963,0.00899631,0.00246102,0.01036,0.00630964,0.00460363,0.00526762,0.0424544,0.0191873,0.0425844,0.0060123,0.00969995,0,0,0.0336548,0,0.0113628,0.0199986,0.0431063,0.0519663,0.023991,0.0339672,0.0187137,0.013711,0.0244497,0.0213729,0.0119823,0.0277851,0.0234683,0.0203452,0.0342917,0.046374,0.0163514,0.0108286,0.0112551,0.0201277,0.0103599,0,0,0,0.00662673
50,0,0,0,0,0.0170391,0.0159631,0,0,0,0.0113559,0.0206631,0.0113804,0.00807383,0,0,0.00768507,0,0.0162441,0.00731755,0.0339465,0.0137971,0.0262324,0.0213538,0.012613,0.0219004,0.00759018,0.0144499,0.011521,0.0314736,0.0136834,0.0119738,0.00888833,0.00237085,0.0110129,0.00646287,0.00462846,0.00533345,0.0451074,0.0191007,0.0450474,0.00596316,0.00968122,0,0,0.0332459,0,0.0113969,0.0199353,0.0431229,0.0544162,0.0243867,0.0336883,0.0190726,0.013712,0.0237802,0.0226924,0.0136562,0.0277928,0.0256638,0.0199778,0,0.0483143,0.0164342,0.0108481,0.0111905,0.020471,0.0103513,0,0,0,0.00761171
51,0,0,0,0,0.0172166,0.016246,0,0,0,0.0118593,0.0205988,0.0114969,0.00834915,0,0,0.00810982,0,0.0162494,0.00761477,0.034054,0.0142292,0.0263334,0.0213385,0.0127619,0.0220677,0.00772922,0.0145344,0.0116184,0.031576,0.0136685,0.0119099,0.00884039,0.00226286,0.0118673,0.00670633,0.00464596,0.00540819,0.046669,0.0190341,0.0450827,0.0055795,0.00969068,0,0,0.0329061,0,0.0114253,0.0199227,0.0433614,0.0532245,0.0250235,0.0310238,0.019259,0.0137072,0.0233109,0.0231396,0.0138797,0.0252773,0.027929,0.0178038,0.0319382,0.0490142,0.016472,0.0108989,0.0111158,0.0208342,0.0104037,0,0,0,0.0076984
52,0,0,0,0,0.0171459,0.0156954,0,0,0,0.0121045,0.0209011,0.0101602,0.00619626,0,0,0.00689874,0,0.0160608,0.00712139,0.0350153,0.0133793,0.025487,0.0204469,0.0139264,0.0212325,0.00832427,0.0145603,0.0114246,0.0306975,0.0130003,0.0106869,0.00794731,0.00309797,0.0128231,0.00585194,0.00462236,0.00523752,0.0289204,0.0191343,0.0390303,0.0117669,0.00988669,0,0,0.0340523,0,0.0113887,0.0200766,0.0434245,0.0533514,0.0194151,0.0311468,0.0182727,0.0127294,0.0197942,0.0235424,0.0182381,0,0,0.0340236,0.048945,0.0261901,0.0165087,0.0108717,0.0111074,0.0203527,0.00971048,0,0,0,0.00973175
53,0,0,0,0,0.0176978,0.0169563,0,0,0,0.012198,0.0203997,0.0114469,0.00883753,0,0,0.00906602,0,0.0164306,0.00810124,0.0346331,0.0150097,0.0263223,0.0212557,0.0138082,0.0224072,0.00823344,0.0151248,0.0119579,0.0316902,0.0136742,0.0118568,0.00873351,0.0018151,0.0126053,0.00745968,0.00465797,0.0055433,0.0474313,0.0188804,0.0441495,0.00480672,0.00971276,0,0,0.0319308,0,0.011445,0.0200087,0.0433086,0.0522563,0.0269484,0.025564,0.0204627,0.0139447,0.0211885,0,0.015863,0.0213294,0.0325405,0.0165842,0.0294714,0.0487705,0.0166534,0.0110483,0.0110504,0.0216777,0.010609,0,0,0,0.00930718
54,0,0,0,0,0.0179538,0.0173364,0,0,0,0.0122254,0.0203375,0.0114839,0.00904767,0,0,0.0095515,0,0.0164532,0.0082591,0.0350931,0.0154122,0.026278,0.0211434,0.0144943,0.02262,0.00857011,0.0154608,0.0120672,0.0317372,0.0136345,0.0118519,0.0086819,0.001612,0.0127879,0.00777545,0.00459612,0.00570181,0.0461263,0.0187428,0.0424792,0.00457111,0.00970823,0,0,0.0313493,0,0.0115247,0.0199838,0.0430908,0.0498704,0.0281218,0.020032,0.0213979,0.0141177,0.0192855,0.0215046,0.0159298,0.0196947,0.0344283,0.0172578,0.0295911,0.0471588,0.0169035,0.0111105,0.0110498,0.022116,0.0108362,0,0,0,0.0104222
55,0,0,0,0,0.0181773,0.0176748,0,0,0,0.0123814,0.0202447,0.011631,0.00928092,0,0,0.00994648,0,0.0164965,0.00837851,0.0355877,0.0159169,0.0261938,0.0209658,0.01494,0.0228162,0.00887237,0.0155936,0.012029,0.0318445,0.0135698,0.0118468,0.00868716,0.00159048,0.0129922,0.00806515,0.00459705,0.0058283,0.0435657,0.0186584,0.0412251,0.00450326,0.00977845,0,0,0.0306641,0,0.0115683,0.0198548,0.0427998,0.0491249,0.0291103,0.0149608,0.0221121,0.0143416,0.0174912,0.0199103,0.0157866,0.0197988,0.0357895,0.0185623,0.0304765,0.0448331,0.0171002,0.0112104,0.0110333,0.0224787,0.0111222,0,0,0,0.0116229
56,0,0,0,0,0.018306,0.0178959,0,0,0,0.0124244,0.0201147,0.0116217,0.00947324,0,0,0.0101589,0,0.0166089,0.00841312,0.0361751,0.0163655,0.0260455,0.0206529,0.0153471,0.0229175,0.00908389,0.0155895,0.0118426,0.0318563,0.0135161,0.0118519,0.00867688,0.00158443,0.0130193,0.00826827,0.00462898,0.0059003,0.0393313,0.0185795,0.0405977,0.00474069,0.009858,0,0,0.0300979,0,0.0116088,0.0197442,0.0424123,0.0512817,0.0298051,0.00969872,0.0227608,0.0145969,0.0155311,0.0180573,0.0159166,0,0.0365477,0.0207453,0.0326528,0.0405846,0.0172574,0.0112812,0.0110555,0.0227318,0.0113491,0,0,0,0.0129862
57,0,0,0,0,0.0183427,0.0179896,0,0,0,0.012409,0.0200328,0.0115556,0.00973093,0,0,0.0103685,0,0.0166635,0.00852371,0.0364728,0.0166273,0.0260612,0.020213,0.0155256,0.0229874,0.00896887,0.0153098,0.0114625,0.0318077,0.0134994,0.0118757,0.00880608,0.00150758,0.0131571,0.00846128,0.00464719,0.00592212,0.0395916,0.0185135,0.0402196,0.00478797,0.00981429,0,0,0.0296732,0,0.011637,0.019603,0.0420874,0.0528966,0.0301695,0.00862529,0.0230584,0.0147329,0.0151154,0.0192941,0.0164062,0.021156,0.03673,0.0203786,0.0323044,0.0397901,0.0173277,0.0113191,0.0110327,0.0228328,0.011389,0,0,0,0.0132243
58,0,0,0,0,0.0183331,0.0180449,0,0,0,0.0122903,0.0200051,0.0114939,0.0100127,0,0,0.0105007,0,0.0166634,0.00862066,0.0366006,0.0168147,0.0260833,0.0196733,0.0156744,0.0230395,0.008754,0.0149933,0.0109656,0.0317284,0.0134379,0.0118938,0.00900644,0.00147112,0.0130721,0.00856721,0.00464665,0.00594519,0.0392295,0.0184689,0.039958,0.00494524,0.00973684,0,0,0.0293874,0,0.0116524,0.0195607,0.0414946,0.0555625,0.0304066,0.0077274,0.0233083,0.0148496,0.0145662,0.0187398,0.0158169,0.0221298,0.0369019,0.0207572,0.0343718,0.0377834,0.0173701,0.0114146,0.0110119,0.0228785,0.011363,0,0,0,0.0126983
59,0,0,0,0,0.0173877,0.0166043,0,0,0,0.0117098,0.0205787,0.00968728,0.00756057,0,0,0.00796702,0,0.0162057,0.00752352,0.0367898,0.0153507,0.0251684,0.0177104,0.0164994,0.0215217,0.00858175,0.0139181,0.00961358,0.0302681,0.012387,0.0102776,0.00837405,0.00290683,0.0130214,0.00664515,0.00454248,0.00556004,0.0372493,0.0187368,0.0445226,0.0131672,0.00940266,0,0,0.0316824,0,0.0116163,0.0194383,0.0415182,0.0640787,0.0214522,0.0224622,0.0211135,0.0135571,0.0133819,0.0234706,0.0223334,0.038791,0,0.03553,0.0516758,0.0322689,0.0168864,0.0110633,0.0109893,0.0214981,0.00904243,0,0,0,0.0134657
60,0,0,0,0,0.0175989,0.0167989,0,0,0,0.0117086,0.0206394,0.010031,0.00779048,0,0,0.00819444,0,0.0161556,0.00772994,0.0365889,0.0158243,0.0250324,0.0172202,0.0164532,0.0217099,0.00831769,0.0134678,0.00899943,0.0302567,0.0122677,0.0103519,0.0087834,0.00306487,0.0128017,0.00679632,0.00456232,0.00557064,0.0358105,0.0187852,0.043272,0.0132447,0.00943763,0,0,0.0314587,0,0.0116398,0.0193724,0.0415787,0.0635393,0.0215658,0.0231904,0.0213036,0.0137508,0.0133106,0.0216436,0.0213227,0.0403168,0,0.0359963,0.0529602,0.0302331,0.0169976,0.0110186,0.0108838,0.0216965,0.00904119,0,0,0,0.0127223
61,0,0,0,0,0.0176248,0.0167821,0,0,0,0.0120066,0.0206432,0.0105626,0.00783583,0,0,0.00821693,0,0.0162645,0.00776266,0.0362455,0.0162715,0.0248789,0.0168269,0.0160088,0.0217266,0.00799529,0.012872,0.00835118,0.0304038,0.0122515,0.0104532,0.00921517,0.00322603,0.0129235,0.00687132,0.00457834,0.00556848,0.0339078,0.018834,0.0417439,0.0132405,0.00939227,0,0,0.0313375,0,0.0116612,0.0192118,0.0418776,0.0613247,0.021582,0.0247053,0.0211182,0.014028,0.0136206,0.0210977,0.0198153,0.0412983,0,0.0361078,0.0540203,0.028975,0.0170236,0.0108591,0.01077,0.0216405,0.00897143,0,0,0,0.0115865
62,0,0,0,0,0.0175297,0.0166973,0,0,0,0.0125559,0.0205926,0.0113511,0.007792,0,0,0.00821583,0,0.0163481,0.00775267,0.0358994,0.0169214,0.0247101,0.0163774,0.0153626,0.0217028,0.00767386,0.0121928,0.0076681,0.030624,0.0122672,0.0106687,0.00969347,0.0033937,0.0133143,0.00693549,0.00457319,0.00560118,0.0318364,0.0188603,0.0406062,0.0132025,0.0093107,0,0,0.0312611,0,0.0116739,0.0190866,0.0421515,0.0588317,0.0215401,0.0264615,0.0207739,0.0143749,0.0139613,0.021172,0.0181997,0.0418264,0,0.0363789,0.0548978,0.027833,0.0169675,0.0107424,0.0107062,0.0215096,0.00884037,0,0,0,0.0103872
63,0,0,0,0,0.0173649,0.0166123,0,0,0,0.0133043,0.0205524,0.0123003,0.00775289,0,0,0.00828021,0,0.0164128,0.00784017,0.0356488,0.0177628,0.0245486,0.0158547,0.0146083,0.0216437,0.00730546,0.0114879,0.00691318,0.0308696,0.0121703,0.0109386,0.0101747,0.00349159,0.0139565,0.00699574,0.00457807,0.00564651,0.0301702,0.0188556,0.0400184,0.0132171,0.00922271,0,0,0.031177,0,0.0116835,0.0190157,0.0424667,0.0568163,0.021454,0.0280863,0.0203538,0.0147229,0.0142457,0.0205522,0.0179389,0.0422549,0,0.037022,0.0548532,0.0267462,0.0168684,0.0107085,0.0106797,0.0213618,0.00865322,0,0,0,0.0100342
64,0,0,0,0,0.017102,0.0165614,0,0,0,0.014279,0.0205362,0.0133825,0.00777605,0,0,0.00843289,0,0.0164466,0.00797915,0.0355673,0.0186438,0.0243575,0.0151962,0.013906,0.0215905,0.00697124,0.0108125,0.0061315,0.0310604,0.0120482,0.0112484,0.0106517,0.00354731,0.014833,0.00710694,0.00459704,0.00567237,0.0292351,0.0188371,0.0397529,0.0133969,0.00913428,0,0,0.0310442,0,0.01171,0.0189991,0.0428053,0.055938,0.021328,0.0293791,0.0200351,0.0150042,0.0144382,0.0205336,0.0189674,0.0426487,0,0.037267,0.0545402,0.0262521,0.0167917,0.0106834,0.0106951,0.0212778,0.00833011,0,0,0,0.00986184
65,0,0,0,0,0.0171959,0.0175176,0,0,0,0.0165784,0.0200678,0.0160391,0.0103231,0,0,0.0105217,0,0.0167383,0.0089769,0.0351204,0.0207194,0.0253496,0.0159663,0.0122728,0.0227994,0.00634763,0.0105831,0.00634493,0.0324346,0.0129264,0.0131024,0.0118013,0.0025898,0.016866,0.00867105,0.00468991,0.00598991,0.0484071,0.0185836,0.0452735,0.00577496,0.00889889,0,0,0.0292428,0,0.0117711,0.0191879,0.0425397,0.0557312,0.029101,0.0234093,0.0211517,0.0164209,0.0167178,0.017353,0.0133115,0.0243904,0.0344134,0.0182465,0.0329507,0.0509015,0.0172248,0.0109864,0.0107269,0.0222925,0.00982087,0,0,0,0.00715682
66,0,0,0,0,0.0167263,0.0172476,0,0,0,0.01838,0.0200626,0.0173839,0.0103849,0,0,0.0105783,0,0.0167557,0.00904339,0.0351228,0.0215077,0.0250686,0.0153401,0.0119718,0.0225742,0.00589491,0.0100507,0.00571846,0.0324088,0.0128268,0.0134941,0.012295,0.00256294,0.0184827,0.00864758,0.00473809,0.00599258,0.0473287,0.0185338,0.0437087,0.00587673,0.00861227,0,0,0.029095,0,0.011808,0.0190603,0.0425999,0.0532975,0.0291392,0.0253132,0.0210001,0.0166642,0.0166381,0.019785,0.01575,0.0236263,0.0339649,0.0169344,0.0309715,0.050481,0.0172269,0.0109818,0.0106563,0.0221538,0.009458,0,0,0,0.00872506
67,0,0,0,0,0.0165295,0.0170749,0,0,0,0.0209728,0.0200678,0.0187982,0.0101616,0,0,0.0106652,0,0.0167952,0.009067,0.0351239,0.0219339,0.0248022,0.0149298,0.0120405,0.0222829,0.00523221,0.00967824,0.00532026,0.0323102,0.0127132,0.014075,0.0127735,0.00240285,0.0206407,0.00861156,0.00475264,0.00597123,0.0446584,0.0184604,0.0404602,0.00608899,0.00824586,0,0,0.0289168,0,0.0118183,0.0189069,0.0423006,0.0498115,0.0291476,0.0259856,0.0210742,0.0168746,0.016774,0.0229787,0.0188744,0.0220242,0.0335826,0.0158366,0.0288386,0.0479818,0.0172138,0.0110325,0.0106102,0.0221454,0.00872605,0,0,0,0.0107403
68,0,0,0,0,0.0163661,0.0169072,0,0,0,0.0240164,0.0200734,0.0201853,0.00992996,0,0,0.0106749,0,0.0167745,0.00897316,0.0349473,0.0218842,0.0245755,0.0148114,0.0122043,0.0218585,0.00442061,0.00962964,0.00552219,0.0321676,0.012866,0.01497,0.013287,0.00198866,0.0232144,0.00857875,0.00475414,0.00589985,0.0413386,0.0184214,0.0376558,0.0063224,0.00779003,0,0,0.0287852,0,0.0118037,0.0187926,0.0415307,0.0468054,0.0292408,0.0248685,0.02112,0.0171916,0.0171223,0.0244672,0.0212301,0.0200551,0.0333566,0.015275,0.0269011,0.0449427,0.0171622,0.0111137,0.0105521,0.0220625,0.00813974,0,0,0,0.0125516
69,0,0,0,0,0.0161398,0.0167443,0,0,0,0.0275119,0.020094,0.0216073,0.00979883,0,0,0.0106916,0,0.0167239,0.00880758,0.0345167,0.0217163,0.0243225,0.0149019,0.012568,0.0214295,0.00358503,0.00997007,0.00624112,0.0320281,0.0133003,0.016297,0.0138979,0.00139598,0.0263931,0.00858623,0.00474,0.00579372,0.0382719,0.0183986,0.0362368,0.00646038,0.00734358,0,0,0.0287763,0,0.0117836,0.0187396,0.0403376,0.0456602,0.0294436,0.023312,0.0212153,0.0175952,0.0175579,0.0251414,0.0218025,0.0189165,0.0333784,0,0.026111,0.0425227,0.0170535,0.011102,0.0105073,0.021935,0.00762987,0,0,0,0.013748
70,0,0,0,0,0.0157448,0.0164407,0,0,0,0.0317726,0.0201176,0.0231232,0.00933671,0,0,0.0105396,0,0.0167206,0.00851187,0.0339885,0.0212506,0.0240324,0.0152034,0.012824,0.0209668,0.00294516,0.0107274,0.00723165,0.0319881,0.0138208,0.0181504,0.0145433,0.000848447,0.0303392,0.00852754,0.00476296,0.0056904,0.0367924,0.01841,0.0352499,0.00651199,0.00696542,0,0,0.0288945,0,0.0117318,0.0186513,0.0390071,0.0442603,0.0295024,0.0238096,0.0209848,0.0180246,0.0182905,0.0258945,0.0215273,0.0180832,0.0330971,0.0147008,0.0242726,0.0417654,0.016841,0.0110196,0.0104704,0.0216067,0.0073222,0,0,0,0.0139711
71,0,0,0,0,0.0153479,0.0161274,0,0,0,0.0368962,0.0201844,0.0246208,0.00871802,0,0,0.0104309,0,0.0167011,0.0083045,0.033594,0.0203168,0.023649,0.0157024,0.0132712,0.0205133,0.00265394,0.0120197,0.00832324,0.0319623,0.0143552,0.0204314,0.015055,0.00108844,0.0351567,0.00848835,0.00475764,0.00562783,0.0365526,0.0184275,0.0363969,0.00689393,0.00668522,0,0,0.0290218,0,0.0117121,0.0184795,0.037623,0.0459078,0.0294445,0.0257859,0.0208786,0.0183937,0.0184035,0.025263,0.0217699,0.0194574,0.0326638,0,0,0.0425997,0.0166647,0.0109676,0.0104382,0.0212389,0.0068946,0,0,0,0.0140515
72,0,0,0,0,0.0151694,0.0158632,0,0,0,0.0423674,0.0202581,0.0261323,0.00804439,0,0,0.0103426,0,0.0166611,0.0081562,0.0333685,0.0192412,0.023329,0.0165801,0.0132001,0.0202093,0.00248381,0.0136832,0.00949957,0.0322125,0.0149388,0.022867,0.0155929,0.00197825,0.0405524,0.008459,0.00477157,0.00544959,0.0367305,0.018466,0.0364666,0.00688322,0.00658277,0,0,0.0293161,0,0.0116772,0.0183259,0.0369617,0.0442037,0.0291792,0.0282453,0.0204114,0.018698,0.0190817,0.024456,0.0211097,0.0191052,0.0313674,0.0142859,0.0244417,0.0433751,0.0165593,0.0110023,0.0104372,0.0208683,0.00666215,0,0,0,0.0124911
73,0,0,0,0,0.0150767,0.0155309,0,0,0,0.0478622,0.0203777,0.0274037,0.00742765,0,0,0.0103019,0,0.0165791,0.00807133,0.0335302,0.0179621,0.0229647,0.0177056,0.0130663,0.0198631,0.00262168,0.0157996,0.0105928,0.0324903,0.0155411,0.0252816,0.0158041,0.00307505,0.0465077,0.00845421,0.00477367,0.00530691,0.0360917,0.0184988,0.0364823,0.00693612,0.00658363,0,0,0.0295738,0,0.0116488,0.0182273,0.0369712,0.043564,0.0290738,0.0295995,0.0201028,0.0190142,0.0191393,0.0236405,0.0207014,0.0192705,0.0303068,0.0146198,0.0257551,0.0433737,0.0164789,0.0111166,0.0104445,0.020478,0.00679403,0,0,0,0.0116645
74,0,0,0,0,0.0150933,0.0152008,0,0,0,0.0531732,0.0205455,0.028367,0.00710198,0,0,0.0102534,0,0.0164516,0.00798474,0.0339044,0.0170354,0.0224576,0.0188094,0.0130091,0.0196326,0.00331014,0.0180927,0.0114996,0.0327585,0.0160572,0.0274827,0.0156202,0.00434346,0.0535976,0.00835937,0.0047246,0.00515457,0.0352635,0.0184901,0.0363715,0.00721554,0.00668688,0,0,0.0300151,0,0.0116298,0.0182298,0.0376049,0.0430157,0.0289574,0.0308039,0.0199791,0.0191761,0.0187679,0.0238575,0.0211876,0.0202575,0.0295848,0.0156509,0,0.0431406,0.0163676,0.0111752,0.0104898,0.0201759,0.00669178,0,0,0,0.0119226
