Timestep,BBL,BBR,BFBL,BFBR,BFTL,BFTR,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LKNE,LPSI,LSHO,LTHI,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTOE,LUPA,LWRA,R5FT,R5HD,RANK,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,STRN,x70,x71,x72,LTIBP,RWRB,RASI,T10,x73,LILC,LTHIA
189,0,0,0,0,0,0,0.00952098,0.0150885,0,0,0,0.0125217,0.0178027,0.00512712,0,0,0.00590973,0,0.0233064,0.00315425,0.0324712,0.00756589,0.0128288,0.0141173,0.00607774,0.0116646,0.00834353,0.0207925,0.00697975,0.00950196,0.0048673,0.0106721,0.00496267,0.00853332,0.0149385,0.0214261,0.0179305,0.0147863,0,0,0.00430161,0,0.0228059,0.00397757,0.0568505,0.0314983,0.031523,0.017046,0.00384865,0.0355128,0.00849311,0.0509357,0.0151987,0.0100315,0.00598749,0.00650298,0.0124404,0.0196381,0.0189859,0.0142239,0.00226892,0.0176662,0,0,0,0.0199419,0.000176981,0.0218969,0.0117074,0,0.0242321,0.0128498
190,0,0,0,0,0,0,0.0096111,0.0152034,0,0,0,0.0128418,0.0177945,0.00453888,0,0,0.0060222,0,0.0233396,0.00324139,0.0330814,0.00714439,0.0138262,0.014465,0.00626676,0.0123576,0.00961428,0.0213838,0.00705833,0.00929897,0.00499516,0.0104559,0.0050996,0.00853992,0.0144241,0.0214189,0.0173901,0.0149408,0,0,0.00429713,0,0.0228055,0.00395543,0.0571123,0.0308524,0.0312664,0.0159446,0.0041989,0.0356673,0.00839852,0.0512283,0.0146126,0.00973922,0.00598411,0.00625561,0.0122568,0.0195971,0.01923,0.014241,0.00227573,0.0177236,0,0,0,0.020251,0.000464758,0.022417,0.0118235,0,0.0243337,0.0139277
191,0,0,0,0,0,0,0.00969644,0.0153047,0,0,0,0.0134105,0.0177971,0.00454998,0,0,0.0061662,0,0.0233573,0.00331253,0.0337231,0.00720449,0.0144835,0.0148553,0.00640505,0.0132186,0.0106787,0.0219576,0.00721783,0.0090755,0.0052977,0.010504,0.00525216,0.00853782,0.013916,0.0213909,0.0170183,0.0150465,0,0,0.00432143,0,0.0227937,0.00395981,0.057305,0.0303459,0.0309741,0.0149058,0.00461858,0.0358215,0.0083017,0.0515001,0.0140802,0.00946212,0.00601982,0.00606821,0.0120685,0.0194981,0.0194607,0.0142778,0.00229204,0.0177813,0,0,0,0.0204354,0.00115358,0.0231615,0.011934,0,0.0244893,0.0151174
192,0,0,0,0,0,0,0.00980667,0.0153335,0,0,0,0.0135625,0.0178155,0.00484207,0,0,0.00632384,0,0.0233569,0.00338949,0.0343396,0.00795811,0.0148487,0.0151667,0.00647619,0.0141603,0.0112384,0.0223194,0.00718639,0.00825967,0.00493551,0.0109117,0.0053731,0.00853378,0.0133041,0.0213832,0.0167781,0.0151803,0,0,0.00436504,0,0.0227688,0.00395335,0.0575332,0.0299862,0.0306393,0.0139194,0.00502395,0.036024,0.00824734,0.051837,0.0135837,0.00918914,0.0060485,0.0059251,0.0119724,0.0194063,0.0199074,0.014385,0.00231269,0.0178137,0,0,0,0.0203583,0.00107098,0.0240776,0.0120328,0,0.0246232,0.0162102
193,0,0,0,0,0,0,0.00994133,0.0153434,0,0,0,0.0143423,0.0178142,0.00589937,0,0,0.00647038,0,0.0233574,0.0034881,0.0350549,0.00946869,0.0153076,0.0156603,0.0066314,0.0151154,0.0119421,0.0228477,0.00741463,0.00765959,0.00397098,0.0112746,0.0055516,0.00852812,0.0127757,0.0213681,0.0165506,0.0152523,0,0,0.00429458,0,0.0227205,0.00382729,0.0577756,0.0295686,0.0303275,0.0130549,0.00550977,0.035993,0.00823467,0.0521307,0.0131359,0.00896269,0.00599617,0.00581217,0.0118328,0.0191566,0.0201723,0.0143565,0.00224867,0.0177593,0,0,0,0.0203456,0.000657201,0.0248814,0.0120894,0,0.0246671,0.0172799
194,0,0,0,0,0,0,0.0100231,0.01538,0,0,0,0.0156356,0.0178166,0.00719416,0,0,0.00659443,0,0.0233611,0.00355565,0.0359026,0.0107575,0.0157136,0.0161869,0.00676693,0.0159884,0.0128308,0.0235324,0.00748675,0.00733177,0.00337043,0.011989,0.00571711,0.00850452,0.0122166,0.0213338,0.0164078,0.0152653,0,0,0.00424429,0,0.0226941,0.00373532,0.0580342,0.0292297,0.0301458,0.0122636,0.00590591,0.0359167,0.00825769,0.0524603,0.0127903,0.00871594,0.00591808,0.0056856,0.0116327,0.018777,0.020269,0.0143433,0.00220236,0.0177299,0,0,0,0.0206037,0.00105521,0.0252453,0.012154,0,0.0248298,0.0181254
195,0,0,0,0,0,0,0.0100596,0.0153901,0,0,0,0.0167553,0.0178419,0.00783567,0,0,0.00670262,0,0.0233671,0.0036076,0.0366637,0.0116417,0.0161689,0.0166431,0.00685679,0.0167334,0.0135936,0.0241941,0.00762852,0.00736237,0.00313705,0.0126331,0.00583912,0.00848691,0.0117594,0.0213417,0.0163859,0.015259,0,0,0.00411173,0,0.0227158,0.00362534,0.0584231,0.0290589,0.0300269,0.011405,0.00616956,0.0358219,0.00824192,0.052833,0.0123931,0.0083735,0.00594653,0.00555397,0.011479,0.018384,0.0202639,0.0143028,0.00218196,0.0177212,0,0,0,0.0208575,0.00110249,0.0253057,0.0121761,0,0.0249505,0.0187724
196,0,0,0,0,0,0,0.0101992,0.0155901,0,0,0,0.0170982,0.0178557,0.00792454,0,0,0.00670336,0,0.0233457,0.00357423,0.0372272,0.0122265,0.0165155,0.0169218,0.0069398,0.0173035,0.0139441,0.0246445,0.00791101,0.00736639,0.00306252,0.0134102,0.00580904,0.00847069,0.0111702,0.0213438,0.0163849,0.0155527,0,0,0.00452606,0,0.0226175,0.00391245,0.0589525,0.0289766,0.0300902,0.0105208,0.00622912,0.0364892,0.00821989,0.0531166,0.0119331,0.00802172,0.00596888,0.00541749,0.0113817,0.0179465,0.0200465,0.0148208,0.00242325,0.0179202,0,0,0,0.021024,0.00060811,0.025385,0.0123028,0,0.0248953,0.0192125
197,0,0,0,0,0,0,0.0102327,0.0156861,0,0,0,0.0176267,0.0178831,0.00787078,0,0,0.00667727,0,0.0233438,0.00356267,0.0375823,0.0123528,0.0166534,0.0170373,0.00694814,0.0175385,0.0140279,0.0248602,0.00790197,0.00729164,0.0029897,0.013976,0.0057281,0.0084707,0.0104239,0.0213466,0.0164881,0.0156961,0,0,0.00442089,0,0.0226182,0.00385005,0.0595446,0.0289582,0.0301629,0.00963195,0.00627323,0.0368068,0.00820179,0.0533233,0.0115073,0.00763178,0.0059665,0.00527089,0.0112964,0.0174997,0.0198825,0.0149928,0.00248044,0.0179714,0,0,0,0.020954,0.000655461,0.0255401,0.0123254,0,0.0247836,0.0192656
198,0,0,0,0,0,0,0.0102395,0.0157456,0,0,0,0.017552,0.0179,0.00774198,0,0,0.00661932,0,0.0233254,0.00351999,0.0377021,0.0118652,0.0167613,0.0169792,0.00695186,0.017477,0.0137557,0.0247679,0.00787097,0.00738031,0.00301591,0.0139901,0.00564904,0.00844004,0.00972489,0.0213416,0.0165959,0.0157972,0,0,0.00432517,0,0.0226082,0.00379422,0.0601404,0.0288811,0.0303009,0.00869606,0.00620081,0.0370676,0.00809553,0.0534722,0.0110713,0.00712351,0.00599616,0.00511042,0.0111916,0.0170222,0.0197947,0.0151178,0.00252334,0.0179686,0,0,0,0.0209069,0.00059583,0.0257759,0.0123332,0,0.0245604,0.0191592
199,0,0,0,0,0,0,0.010248,0.0158068,0,0,0,0.0164537,0.0179021,0.00709392,0,0,0.00651227,0,0.0233137,0.00347774,0.0376709,0.011038,0.0168099,0.01685,0.00696915,0.017217,0.0131815,0.0243268,0.00805489,0.00772694,0.00338727,0.0129494,0.00557479,0.00841381,0.00895958,0.021349,0.0165794,0.0158781,0,0,0.00428606,0,0.0226328,0.00383059,0.0606741,0.0285742,0.0305032,0.0076967,0.00604472,0.0372928,0.00787584,0.0535587,0.0105953,0.0064988,0.0060371,0.00492147,0.0110318,0.0164085,0.0196463,0.0152263,0.00257574,0.0179686,0,0,0,0.0211396,0.000938396,0.0258771,0.0122271,0,0.0243062,0.0190855
200,0,0,0,0,0,0,0.0102534,0.0158424,0,0,0,0.0143459,0.0179035,0.00660314,0,0,0.00634014,0,0.0233151,0.0034193,0.0375466,0.0109268,0.0174208,0.0166795,0.00697316,0.0170412,0.0118195,0.0232167,0.00873677,0.00850576,0.00422246,0.0107302,0.00551189,0.00838416,0.00804248,0.0213494,0.0165212,0.0159542,0,0,0.00424046,0,0.0226369,0.00386672,0.0611299,0.0282108,0.0308383,0.00671575,0.00572052,0.0374699,0.00766434,0.0535966,0.0100966,0.00582482,0.00607198,0.00477729,0.0108205,0.0155744,0.0192236,0.0152932,0.00263227,0.0179645,0,0,0,0.0220739,0.0011397,0.0261002,0.0120542,0,0.0240627,0.0194527
201,0,0,0,0,0,0,0.0102555,0.0158292,0,0,0,0.0126086,0.0179142,0.00675933,0,0,0.00619133,0,0.0233337,0.00339525,0.037238,0.0116058,0.0185699,0.0165297,0.00695495,0.01691,0.0101696,0.0217062,0.00978034,0.00942978,0.00488978,0.00826895,0.00547385,0.00836517,0.0071038,0.0213442,0.0164104,0.0159894,0,0,0.00417926,0,0.0226342,0.00384257,0.0616143,0.0277733,0.0311733,0.00576836,0.0053779,0.0375273,0.00745892,0.0535773,0.00956871,0.00512389,0.00610602,0.00466058,0.0105149,0.0145611,0.0187517,0.0153058,0.00266433,0.0179264,0,0,0,0.0233087,0.00113141,0.0262708,0.011929,0,0.0236041,0.0200718
202,0,0,0,0,0,0,0.0102361,0.015799,0,0,0,0.0115697,0.0179647,0.00683218,0,0,0.00608979,0,0.0233261,0.00336454,0.0368934,0.0119051,0.0184468,0.0163618,0.00698978,0.0165649,0.00914423,0.0208618,0.0100337,0.00920206,0.00469277,0.00778179,0.0053739,0.00832956,0.00621495,0.0213547,0.0162267,0.015984,0,0,0.00412685,0,0.0226455,0.00379222,0.062118,0.0270126,0.0315046,0.00493426,0.00503878,0.0375646,0.00734644,0.0535808,0.00911528,0.00446985,0.00606458,0.00451621,0.0101278,0.0133553,0.0182966,0.0153548,0.00267922,0.017867,0,0,0,0.0235934,0.00106101,0.0265075,0.0118575,0,0.0231957,0.0199554
203,0,0,0,0,0,0,0.0102547,0.0159434,0,0,0,0.0110112,0.018029,0.00614792,0,0,0.00620443,0,0.0233065,0.00340363,0.0364386,0.0132222,0.0185085,0.0164571,0.00709471,0.0163153,0.00870902,0.0206377,0.00961366,0.00828803,0.00454602,0.00793404,0.00544723,0.00826636,0.00585096,0.0213493,0.0159716,0.0160592,0,0,0.00402153,0,0.0226056,0.00366312,0.0626247,0.0259995,0.0318881,0.00437087,0.00490476,0.0377101,0.00721585,0.0535665,0.00877158,0.00398512,0.00600038,0.00436727,0.00969693,0.0120284,0.0179009,0.0154303,0.00266105,0.0179983,0,0,0,0.0235268,0.00103228,0.0268525,0.011911,0,0.0227746,0.0198068
204,0,0,0,0,0,0,0.0101268,0.0160337,0,0,0,0.00958853,0.0180787,0.00581603,0,0,0.0062864,0,0.0232641,0.00331933,0.0358934,0.0169504,0.0188855,0.0163702,0.00723779,0.0165822,0.00918175,0.0213773,0.008987,0.00767893,0.00509731,0.00939236,0.00563734,0.00821292,0.0052859,0.0213121,0.0156777,0.0161102,0,0,0.00384216,0,0.022559,0.00351253,0.0634537,0.0248385,0.0325264,0.00409936,0.00440807,0.0377604,0.00682923,0.0533048,0.00835334,0.00350579,0.00598714,0.00428172,0.00921882,0.0107366,0.0178638,0.0154594,0.00248505,0.0181998,0,0,0,0.0236101,0.00103482,0.027385,0.0120598,0,0.0222898,0.0193177
205,0,0,0,0,0,0,0.0100401,0.0161452,0,0,0,0.00895426,0.0181255,0.00444967,0,0,0.00647653,0,0.0232483,0.00325117,0.0353845,0.0210352,0.0188357,0.0162984,0.00740144,0.0168843,0.0102705,0.0232397,0.00908707,0.00900273,0.00608101,0.00787268,0.00596685,0.00818283,0.00568007,0.0212639,0.0152993,0.0161443,0,0,0.00381274,0,0.0224879,0.00342221,0.06452,0.0234951,0.0331008,0.0039958,0.00403447,0.0376654,0.00630031,0.0529578,0.00801575,0.00315076,0.00584959,0.00414179,0.0086655,0.00940646,0.0178441,0.015367,0.00224992,0.0185039,0,0,0,0.0240922,0.00105829,0.0278258,0.0120957,0,0.0218066,0.0183858
206,0,0,0,0,0,0,0.010027,0.0161379,0,0,0,0.0100548,0.0181422,0.00330289,0,0,0.00654152,0,0.023234,0.0030362,0.0349034,0.0226226,0.017492,0.0159836,0.00764781,0.0164834,0.0110163,0.024648,0.00928986,0.00979168,0.0062257,0.0056791,0.0061819,0.00815905,0.00632843,0.0212025,0.0146169,0.0160936,0,0,0.00411985,0,0.0223875,0.00351222,0.0656338,0.0216492,0.033525,0.00388688,0.00395836,0.0374661,0.0059663,0.0527207,0.00801203,0.00314749,0.00548099,0.00379359,0.0079003,0.00784304,0.0176847,0.0153274,0.0020772,0.0186364,0,0,0,0.0241845,0.00104928,0.0281523,0.0117875,0,0.0218214,0.0167281
207,0,0,0,0,0,0,0.0101699,0.0161868,0,0,0,0.0113153,0.0181258,0.00293841,0,0,0.00642882,0,0.0232573,0.00287968,0.0343859,0.0222999,0.01547,0.0156069,0.0077563,0.0155768,0.0106354,0.0243464,0.00852887,0.00871371,0.00519796,0.00609798,0.00613587,0.00815697,0.00711622,0.0211759,0.0136806,0.0161357,0,0,0.00412161,0,0.0223447,0.00352615,0.0665451,0.0193151,0.0337248,0.00414203,0.00414299,0.0375591,0.00580384,0.0526715,0.00826635,0.00342531,0.00499122,0.00333206,0.00696517,0.00613124,0.0175022,0.0154047,0.00198655,0.0186772,0,0,0,0.0232296,0.00109368,0.0282141,0.0113868,0,0.0221643,0.0144891
208,0,0,0,0,0,0,0.0102003,0.0161887,0,0,0,0.0099652,0.0180861,0.00196232,0,0,0.00615798,0,0.0233177,0.00281695,0.0342458,0.0215371,0.0130125,0.0151251,0.00772864,0.0143785,0.00897792,0.0229082,0.00668126,0.00675362,0.00359596,0.00760445,0.005927,0.00818048,0.00807931,0.0211512,0.0125912,0.0162926,0,0,0.00377629,0,0.0223206,0.00349199,0.0671027,0.0166328,0.0337634,0.00505847,0.00443542,0.0377965,0.00568936,0.052611,0.00856078,0.0038352,0.00449305,0.00281102,0.00592515,0.00440527,0.0176243,0.0155257,0.0020694,0.0185326,0,0,0,0.0217113,0.00118434,0.0279992,0.0111846,0,0.0225023,0.011192
209,0,0,0,0,0,0,0.0100128,0.0160389,0,0,0,0.00793352,0.0180648,0.00205454,0,0,0.00591396,0,0.0233927,0.00280546,0.034645,0.0209304,0.0102287,0.0145144,0.00760501,0.0131618,0.007016,0.0216331,0.00425538,0.00490697,0.0019854,0.00808665,0.0057345,0.00821164,0.00619921,0.0211229,0.0112454,0.0164425,0,0,0.00369483,0,0.0222806,0.00361895,0.0671998,0.0135645,0.0336216,0.00648424,0.00473984,0.0379819,0.00550948,0.0522765,0.0088063,0.00443607,0.00415998,0.00229553,0.00474492,0.00287066,0.0193843,0.0158077,0.00251455,0.018133,0,0,0,0.0199541,0.00115132,0.0275792,0.0112555,0,0.0226081,0.00729998
210,0,0,0,0,0,0,0.00978896,0.0158967,0,0,0,0.00604682,0.0180925,0.00320989,0,0,0.00571784,0,0.0234241,0.0027057,0.0351054,0.0210881,0.00849757,0.0137376,0.0074614,0.0128375,0.00616131,0.0210924,0.00300782,0.00405721,0.00114562,0.00717696,0.0055714,0.00821074,0.00683379,0.0211234,0.00964004,0.0166855,0,0,0.00369196,0,0.0222862,0.00370485,0.0670027,0.0104083,0.0335333,0.00852493,0.00484514,0.0384204,0.00511109,0.0516758,0.0091983,0.00517826,0.00403517,0.00179784,0.00340732,0.00273291,0.0204288,0.0161963,0.00285734,0.0177263,0,0,0,0.0184712,0.00104245,0.0271476,0.0117039,0,0.0225001,0.00558149
211,0,0,0,0,0,0,0.00963106,0.0158228,0,0,0,0.0041414,0.0181427,0.00486778,0,0,0.00561045,0,0.0234289,0.00263723,0.0352163,0.0215613,0.0080974,0.0130917,0.00731535,0.0132711,0.00632244,0.0213832,0.00298844,0.00319523,0.00212221,0.00488339,0.00546572,0.00820557,0.00741857,0.0211226,0.00801547,0.0168356,0,0,0.00395189,0,0.0222883,0.00384023,0.0666167,0.00777942,0.033519,0.0108048,0.00486708,0.0387666,0.0044695,0.0508875,0.00978762,0.00604066,0.00398017,0.00155469,0.00219395,0.0040587,0.0209608,0.0165369,0.00309995,0.0174378,0,0,0,0.0175027,0.000983635,0.026833,0.0122414,0,0.0222527,0.00624254
212,0,0,0,0,0,0,0.00953957,0.0159,0,0,0,0.00458353,0.0182331,0.00694735,0,0,0.00552617,0,0.0233916,0.00253365,0.0349505,0.0219041,0.00771489,0.0125121,0.00716707,0.013557,0.0064074,0.0221219,0.00289164,0.0019449,0.00287021,0.00368597,0.00539128,0.0081598,0.00728934,0.0211293,0.00677779,0.0168786,0,0,0.004253,0,0.0222879,0.00396776,0.0661436,0.00710996,0.0335646,0.0128064,0.00475584,0.0391361,0.00371927,0.0500167,0.0106943,0.00692348,0.00396368,0.00148611,0.00148676,0.00544379,0.0206385,0.0168849,0.00322335,0.0173276,0,0,0,0.017278,0.000941997,0.0268179,0.0124859,0,0.0220904,0.00700597
213,0,0,0,0,0,0,0.00944432,0.01608,0,0,0,0.00571682,0.0183585,0.00856925,0,0,0.00546326,0,0.0233222,0.00237193,0.0346519,0.0221918,0.0071792,0.0119118,0.00691962,0.0134948,0.00645587,0.0227713,0.00327091,0.00275499,0.00271858,0.00412278,0.00534705,0.00809644,0.00787998,0.0211839,0.00619622,0.0168174,0,0,0.00443754,0,0.0223319,0.0040282,0.0656727,0.00902482,0.0335511,0.0141605,0.00459121,0.0394982,0.00314002,0.0492418,0.0118252,0.00769717,0.00395719,0.00139045,0.00155404,0.00647656,0.0189461,0.0172091,0.00327055,0.0173974,0,0,0,0.0177793,0.000813899,0.026939,0.0122798,0,0.0221674,0.00735861
214,0,0,0,0,0,0,0.00927906,0.0161777,0,0,0,0.00717626,0.0184927,0.00966412,0,0,0.00541574,0,0.0232194,0.00218167,0.034676,0.0225711,0.00669895,0.0112976,0.00661585,0.013424,0.0065619,0.0229838,0.00420724,0.00388401,0.00296477,0.00500355,0.00528467,0.00801761,0.009602,0.0212642,0.00625595,0.0167121,0,0,0.0046104,0,0.022418,0.00409493,0.0652875,0.0116799,0.033342,0.0149321,0.00440448,0.0396828,0.00292833,0.0486871,0.0130085,0.00822191,0.00379848,0.00124054,0.00211057,0.00718526,0.0161477,0.0174968,0.00333751,0.0174742,0,0,0,0.0182769,0.000690777,0.026906,0.011777,0,0.0224748,0.00765471
215,0,0,0,0,0,0,0.00916229,0.0162243,0,0,0,0.00795112,0.0185687,0.0098729,0,0,0.00534748,0,0.023075,0.00188637,0.035219,0.0218839,0.00622123,0.0107878,0.00648502,0.0133956,0.00646415,0.0227197,0.00457214,0.00429959,0.00307866,0.00671545,0.00527133,0.00790092,0.010602,0.0212736,0.00677193,0.0167033,0,0,0.00551384,0,0.0223421,0.00462814,0.0650701,0.0141611,0.0329633,0.0151595,0.00426683,0.0401096,0.00321977,0.048251,0.0139805,0.00840353,0.00348494,0.000966433,0.00294149,0.00769743,0.014809,0.0181666,0.00405973,0.0175412,0,0,0,0.0184443,0.000911756,0.026722,0.0113582,0,0.022708,0.00773212
216,0,0,0,0,0,0,0.00898101,0.0160764,0,0,0,0.00741221,0.0186513,0.00876694,0,0,0.00522036,0,0.023,0.00167327,0.0361283,0.0199389,0.00566817,0.0102849,0.00628057,0.0132645,0.0059924,0.0221395,0.00436278,0.00408121,0.00316763,0.0074243,0.00509148,0.00783303,0.012483,0.021327,0.00746549,0.0165706,0,0,0.00590735,0,0.0224082,0.00489808,0.0651372,0.0164124,0.032542,0.0154036,0.00416615,0.0402243,0.00391012,0.0479838,0.0148314,0.00851417,0.00326438,0.000856849,0.00349667,0.00805378,0.0134019,0.0184616,0.00437259,0.0174093,0,0,0,0.0184996,0.00112224,0.0264166,0.0109605,0,0.0227025,0.00741342
217,0,0,0,0,0,0,0.00881605,0.0157597,0,0,0,0.00675385,0.0186871,0.00712711,0,0,0.0050072,0,0.0229706,0.0015066,0.0372245,0.0175007,0.00484998,0.00984208,0.00610325,0.013001,0.00543626,0.0216198,0.00378699,0.00344587,0.00322524,0.00778418,0.00484399,0.00779072,0.0139987,0.0213916,0.00854119,0.016393,0,0,0.00628132,0,0.0224823,0.00515202,0.0652955,0.0182119,0.0321355,0.0157963,0.00419642,0.040205,0.00472353,0.0478229,0.0156092,0.0087088,0.00316812,0.000944471,0.00397643,0.00822652,0.0143643,0.0186794,0.00466652,0.0171471,0,0,0,0.0185053,0.00112723,0.0261433,0.0107764,0,0.0224961,0.00666464
218,0,0,0,0,0,0,0.00869245,0.0153995,0,0,0,0.00669699,0.0186845,0.00583934,0,0,0.00466825,0,0.0229759,0.00140688,0.0383396,0.0155045,0.00382633,0.00931535,0.00592672,0.0126766,0.00484598,0.0212497,0.00311099,0.00297496,0.0030027,0.00831187,0.00449925,0.00775153,0.0153987,0.0214547,0.00979528,0.0162234,0,0,0.00663043,0,0.0225562,0.00542126,0.0652184,0.0193427,0.0316851,0.0164988,0.004262,0.0400717,0.00545727,0.0477678,0.0164722,0.00915987,0.00316309,0.00110669,0.00446079,0.00830128,0.0160044,0.0187649,0.00491906,0.0168639,0,0,0,0.0185813,0.00127386,0.0258885,0.0108163,0,0.0222774,0.00577554
219,0,0,0,0,0,0,0.0086104,0.0150739,0,0,0,0.00710743,0.0186805,0.00516931,0,0,0.0042774,0,0.0230047,0.00138142,0.039142,0.0142933,0.00320585,0.00861325,0.00576461,0.0124467,0.00440835,0.0210215,0.00311787,0.00291701,0.00275555,0.0085688,0.00410328,0.00772183,0.015678,0.0215246,0.0106492,0.016086,0,0,0.00693795,0,0.0226332,0.00566094,0.0647036,0.0194902,0.031195,0.0173243,0.00429059,0.0397835,0.00601411,0.0477397,0.0173282,0.00981691,0.00314621,0.00103867,0.00494006,0.00839548,0.0158867,0.0186917,0.00514112,0.0166583,0,0,0,0.0187473,0.00157455,0.0255613,0.0109762,0,0.0222034,0.00527143
220,0,0,0,0,0,0,0.00854097,0.0148491,0,0,0,0.00750286,0.0186621,0.00508007,0,0,0.00388785,0,0.0230549,0.0013455,0.0393844,0.0135192,0.00282178,0.0077106,0.00563563,0.0122678,0.00399846,0.0208777,0.0035746,0.00302166,0.00268536,0.00909763,0.00384608,0.0077106,0.0143155,0.0215719,0.0105397,0.0159293,0,0,0.00708968,0,0.0226788,0.00578512,0.0637748,0.0188498,0.0307064,0.0179542,0.00424031,0.0394202,0.00650664,0.0476761,0.0180334,0.0104616,0.00310708,0.000811407,0.0053969,0.00893328,0.0142064,0.018471,0.00533847,0.0165356,0,0,0,0.018847,0.00134335,0.0251896,0.0110891,0,0.022325,0.00501631
221,0,0,0,0,0,0,0.00855167,0.0148363,0,0,0,0.00824213,0.0186281,0.00561998,0,0,0.00355222,0,0.023087,0.00131749,0.0390785,0.0131788,0.00255768,0.00673408,0.00555304,0.0120805,0.0036583,0.0207323,0.00405295,0.00312862,0.00245047,0.00983784,0.00367947,0.00771119,0.0121185,0.0215994,0.0101752,0.0158853,0,0,0.00715807,0,0.0227147,0.00585497,0.0625898,0.0180938,0.0301761,0.0182173,0.00414819,0.0393978,0.00687012,0.0475626,0.0185407,0.0109541,0.0031587,0.000487853,0.00585956,0.00991322,0.0122078,0.0183074,0.00548498,0.0166076,0,0,0,0.0188164,0.0010367,0.0247756,0.0111773,0,0.0226233,0.00481662
222,0,0,0,0,0,0,0.00848828,0.014769,0,0,0,0.00952813,0.0186278,0.00661186,0,0,0.00333898,0,0.0230977,0.00124347,0.0384009,0.0133164,0.00225417,0.00579493,0.00546928,0.0118278,0.00333134,0.0204925,0.00447592,0.00360514,0.00248218,0.0109117,0.00350567,0.00770723,0.0104561,0.021579,0.0101212,0.0157059,0,0,0.00726863,0,0.0227023,0.00591537,0.0613483,0.0175831,0.0296426,0.0183248,0.00398973,0.0392113,0.0071875,0.0474285,0.0189276,0.0112934,0.00341915,0.000179127,0.00629978,0.0110027,0.0111905,0.0181253,0.00561862,0.0165742,0,0,0,0.0186768,0.000893238,0.0243639,0.0110253,0,0.0231075,0.00448123
223,0,0,0,0,0,0,0.00848235,0.01485,0,0,0,0.010244,0.0186403,0.00726189,0,0,0.00324458,0,0.0230805,0.0011557,0.0375913,0.0131666,0.0018398,0.00508446,0.00542588,0.0115746,0.00305578,0.0202574,0.00499878,0.00459133,0.00258448,0.0124555,0.00339089,0.00767482,0.0103535,0.0216049,0.0101668,0.0156287,0,0,0.00691694,0,0.0227667,0.00571285,0.0600912,0.0173985,0.0291537,0.0185766,0.00393526,0.0391534,0.00757093,0.0474497,0.0193729,0.0116027,0.00369197,0.000231774,0.00657754,0.0117725,0.00932227,0.0178731,0.00527074,0.0166831,0,0,0,0.0185552,0.000913398,0.0239112,0.0107893,0,0.0236681,0.00410467
224,0,0,0,0,0,0,0.0083862,0.0148809,0,0,0,0.0112691,0.0186763,0.00736754,0,0,0.00321122,0,0.0230242,0.00104301,0.036824,0.0125195,0.00146693,0.00449194,0.00537677,0.0112862,0.00277684,0.0200066,0.00565172,0.00579276,0.00306722,0.0137961,0.00329742,0.0076225,0.0102329,0.0215839,0.010457,0.0154223,0,0,0.00685226,0,0.0227443,0.00566304,0.0589273,0.0174419,0.0287597,0.0187858,0.00383522,0.0389609,0.0078924,0.0475187,0.0198062,0.0119799,0.00389555,0.00056987,0.00688156,0.0121823,0.00872482,0.0178645,0.00517271,0.0167404,0,0,0,0.0186302,0.000722357,0.0236174,0.0103999,0,0.0242104,0.003648
225,0,0,0,0,0,0,0.00827367,0.0149852,0,0,0,0.0122115,0.0187233,0.00766634,0,0,0.00328452,0,0.0229871,0.000909226,0.0362347,0.0122956,0.00152904,0.00411016,0.00539296,0.0110796,0.00261125,0.019861,0.00607994,0.0064696,0.00346709,0.0151559,0.00325948,0.00757731,0.0106297,0.0215946,0.0107046,0.0152406,0,0,0.0067767,0,0.0227505,0.00560069,0.0577525,0.0173662,0.0284223,0.0188887,0.0037542,0.0388568,0.00827783,0.0475919,0.020246,0.0124001,0.00393263,0.000930689,0.00719521,0.0123051,0.00845157,0.0178878,0.00499864,0.0169056,0,0,0,0.0186063,0.000578481,0.0233828,0.0100643,0,0.0247167,0.00332454
226,0,0,0,0,0,0,0.00816896,0.0151143,0,0,0,0.0130464,0.0187813,0.00812317,0,0,0.00344018,0,0.0229571,0.000789076,0.0359326,0.0121931,0.00170093,0.00395132,0.00546669,0.0109098,0.00249801,0.0197429,0.00641908,0.00683852,0.00353606,0.0163681,0.00325482,0.00752512,0.0113263,0.0216422,0.0107419,0.0150858,0,0,0.00680274,0,0.0228286,0.00553025,0.0566312,0.0171008,0.0280948,0.0188913,0.00368295,0.0387686,0.00883809,0.0476451,0.0206723,0.0128514,0.0039154,0.00130866,0.00737923,0.0122316,0.00854827,0.0179714,0.0047082,0.0171081,0,0,0,0.0186098,0.000506197,0.0231593,0.00986258,0,0.0251055,0.00305596
