Timestep,BBL,BBR,BFBL,BFBR,BFTL,BFTR,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LILC,LKNE,LPSI,LSHO,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTOE,LUPA,LWRA,R5HD,RANK,RASI,RBAK,RBHD,RELB,RFIN,RFRM,RGTR,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RWRA,STRN,T10,x71,x72,x70,R5FT,LHEE,L5HD,REAR,RHEE,RFHD,RUPA,LTIBP,LTIBI,LTHI,LWRB
51,0,0,0,0,0,0,0.0498565,0.0388501,0,0,0,0.0549014,0.0382685,0.0633214,0,0,0.0324813,0,0.0210949,0.0122348,0.0319195,0.0088831,0.0110954,0.0369485,0.0267772,0.00986153,0.0127429,0.011521,0.0117237,0.022862,0.0591306,0.0299348,0.00703674,0.0936756,0.00515935,0.0183937,0.0532228,0,0.112427,0.074396,0.0879893,0.0555102,0.013055,0.00844982,0.032449,0.0755617,0.00667881,0.0346422,0.0083934,0.00389781,0.00722606,0.00408985,0.00719272,0.00830936,0.00629814,0.0699434,0.0428775,0.0458314,0,0,0,0.00903947,0.0377699,0.0196756,0,0.00604145,0,0.093836,0.0177805,0.0114573,0.00273233,0
52,0,0,0,0,0,0,0.0503307,0.0391366,0,0,0,0.0537699,0.0368928,0.0632268,0,0,0.0327961,0,0.0212066,0.0122599,0.0307396,0.00871845,0.0104094,0.0372425,0.0269423,0.00977295,0.0128156,0.0113511,0.0110607,0.0214126,0.0584647,0.0302157,0.00700082,0.0873131,0.00533605,0.0188957,0.0537881,0,0.107719,0.0692763,0.0834193,0.0557549,0.0134148,0.00848329,0.0323412,0.0765769,0.00668282,0.0346052,0.00850897,0.00373992,0.00726622,0.00392062,0.00731022,0.00876936,0.00613539,0.0665057,0.0431722,0.0461665,0,0,0,0.00880573,0.0368884,0.0198206,0,0.00723437,0,0.0907161,0.0173183,0.0106826,0.00275188,0
53,0,0,0,0,0,0,0.0508071,0.0394048,0,0,0,0.0527656,0.0357465,0.0629138,0,0,0.0333841,0,0.021331,0.0122838,0.0298173,0.00849897,0.0100514,0.0375679,0.0271248,0.00981181,0.0130644,0.0112142,0.0106376,0.0200862,0.0578799,0.0304964,0.00695696,0.0810641,0.00546738,0.0193504,0.0543136,0,0.103088,0.064307,0.078798,0.0561328,0.0137567,0.00852546,0.0322245,0.0774394,0.00668732,0.0346396,0.00858905,0.00366997,0.00737764,0.00384298,0.00720525,0.00929069,0.00622386,0.062861,0.0434405,0.0465319,0,0,0,0.00869271,0.0364545,0.0200414,0,0.00825231,0,0.0875402,0.0168708,0.0100214,0.00274052,0
54,0,0,0,0,0,0,0.051408,0.039565,0,0,0,0.052306,0.0351617,0.0627448,0,0,0.0331257,0,0.0211174,0.0121254,0.029223,0.00821649,0.00982875,0.0378976,0.0272939,0.00981848,0.0132997,0.0111065,0.010249,0.0192137,0.057486,0.0302537,0.00708833,0.0749844,0.00568266,0.0197281,0.0549502,0,0.0986635,0.0594871,0.074338,0.0564694,0.0140678,0.00852678,0.0320537,0.0781029,0.00665413,0.0347105,0.00865777,0.00389991,0.00752453,0.00386792,0.00725749,0.00974969,0.00671281,0.0594876,0.0435619,0.0470548,0,0,0,0.00870698,0.036478,0.0196522,0,0.00911897,0,0.0843546,0.0165146,0.00941748,0.00310329,0
55,0,0,0,0,0,0,0.0519027,0.0397175,0,0,0,0.0521872,0.0350729,0.0625983,0,0,0.0327987,0,0.021057,0.0125717,0.0287977,0.00790781,0.00972624,0.0381896,0.0274404,0.00997617,0.0135906,0.0109908,0.00999373,0.0187246,0.0572664,0.0300289,0.00722842,0.0691106,0.00596104,0.0200596,0.0555363,0,0.0942493,0.0548503,0.0702853,0.0567105,0.0143459,0.00857769,0.0318147,0.0787848,0.00684832,0.0347567,0.00886699,0.00441057,0.00765891,0.00383414,0.00746855,0.0101664,0.00736851,0.0565727,0.0436944,0.0475266,0,0,0,0.00876597,0.0368728,0.0194331,0,0.00980431,0,0.0813222,0.0162608,0.00903738,0.0038062,0
56,0,0,0,0,0,0,0.0522892,0.0398502,0,0,0,0.0520012,0.0354151,0.0623859,0,0,0.0326882,0,0.0210372,0.0128065,0.0284001,0.00761727,0.0100179,0.0384121,0.027561,0.010383,0.0138676,0.0108603,0.0100465,0.0183475,0.056813,0.029992,0.00725786,0.0634644,0.00616436,0.0203556,0.0560888,0,0.0899637,0.0504343,0.0662756,0.056922,0.0145804,0.00863575,0.0315016,0.0795093,0.00715881,0.0347802,0.00895255,0.00470841,0.0077614,0.00372994,0.00762445,0.0105198,0.00806065,0.054049,0.0438124,0.0479542,0,0,0,0.00875376,0.0377865,0.01938,0,0.0104611,0,0.0782458,0.0160762,0.00890291,0.00463369,0
57,0,0,0,0,0,0,0.0526431,0.03998,0,0,0,0.0514477,0.035882,0.0619257,0,0,0.0327895,0,0.0210162,0.0126313,0.0279931,0.00733051,0.0106077,0.0385457,0.0276397,0.0110611,0.0142013,0.0107054,0.0101938,0.0177279,0.0557836,0.0301707,0.00720854,0.0580787,0.00639589,0.0206627,0.0566435,0,0.0858005,0.046261,0.0624157,0.0571979,0.0147866,0.00873359,0.0311141,0.0802056,0.0067676,0.0347499,0.00900585,0.00486725,0.00782123,0.00360376,0.00774366,0.0108436,0.00894369,0.0518424,0.0439367,0.0483827,0,0,0,0.00890061,0.0389659,0.0194476,0,0.0110321,0,0.0751644,0.0159271,0.00882979,0.00554027,0
58,0,0,0,0,0,0,0.0529417,0.0401094,0,0,0,0.0505556,0.0363062,0.0616383,0,0,0.0330215,0,0.0209525,0.0123771,0.0276904,0.00705996,0.0111355,0.0387183,0.0277305,0.011776,0.0145558,0.0105338,0.0103006,0.0171559,0.0542986,0.0305502,0.00712975,0.0529849,0.00663616,0.0209999,0.0571976,0,0.0817389,0.0423507,0.0587448,0.0575814,0.0150765,0.00885165,0.0307254,0.0808535,0.00652156,0.034797,0.00897351,0.00492297,0.00790243,0.00346841,0.00784678,0.0111811,0.00987304,0.0499846,0.0440533,0.0488025,0,0,0,0.00907953,0.0400987,0.0195255,0,0.0116241,0,0.0722627,0.0158042,0.00884036,0.00653581,0
59,0,0,0,0,0,0,0.0532447,0.0402228,0,0,0,0.0492932,0.0365375,0.0617093,0,0,0.0329958,0,0.0208818,0.0127634,0.0276115,0.0067714,0.0116757,0.0390147,0.0278682,0.0128485,0.0148576,0.0104115,0.0103263,0.0166361,0.0523399,0.0306044,0.00712906,0.0482145,0.00698158,0.0213251,0.0577755,0,0.0779269,0.0387215,0.0552298,0.0580122,0.0154235,0.00892543,0.0304444,0.081397,0.00657294,0.0349758,0.00888655,0.00477251,0.00809197,0.0033741,0.00803421,0.0116737,0.0109055,0.0484815,0.0441173,0.0492728,0,0,0,0.00929466,0.0407919,0.0195155,0,0.0124714,0,0.0694846,0.0156496,0.0089192,0.00758435,0
60,0,0,0,0,0,0,0.0535568,0.0402535,0,0,0,0.0474891,0.0364413,0.0616118,0,0,0.0329592,0,0.0208346,0.0129935,0.0277318,0.00658014,0.0126938,0.0393141,0.0279919,0.0145333,0.0152569,0.0103169,0.0102791,0.0159317,0.0497706,0.0304321,0.00716423,0.0437846,0.00730849,0.0216032,0.0582865,0,0.0743842,0.0353885,0.0520399,0.0584829,0.0157425,0.00896102,0.0301708,0.0818928,0.00664121,0.0350916,0.00884219,0.00474829,0.00825842,0.00324145,0.00822158,0.0121007,0.0120761,0.047299,0.0442005,0.0497181,0,0,0,0.00961282,0.0409986,0.0194517,0,0.013183,0,0.0667605,0.0153822,0.00896253,0.00874593,0
61,0,0,0,0,0,0,0.0538649,0.0402183,0,0,0,0.0449359,0.0358313,0.0615556,0,0,0.0330384,0,0.0208967,0.012997,0.0279985,0.00650231,0.0141278,0.0395984,0.0280825,0.01652,0.0157251,0.0102115,0.010099,0.0145711,0.046465,0.0301399,0.00724339,0.0397058,0.00762734,0.021882,0.0587461,0,0.0711252,0.0323577,0.0491527,0.058892,0.0159934,0.00901706,0.0299436,0.0823478,0.0066523,0.0352533,0.00882211,0.00484282,0.00849577,0.00324153,0.00850323,0.0125743,0.0132247,0.0463861,0.0442539,0.0501349,0,0,0,0.0100093,0.0412341,0.0193824,0,0.0137444,0,0.0642529,0.0150002,0.00874236,0.0099218,0
62,0,0,0,0,0,0,0.0541473,0.040168,0,0,0,0.041724,0.0347211,0.0615126,0,0,0.0330376,0,0.0209272,0.0129289,0.028386,0.00647105,0.015569,0.0398495,0.028156,0.018115,0.0162937,0.0101594,0.00988353,0.012758,0.0426365,0.0299436,0.00731478,0.0360467,0.00794068,0.0221452,0.0591565,0,0.0681033,0.0297041,0.0465577,0.0591647,0.0162249,0.00908335,0.0297718,0.0827425,0.00662851,0.0354892,0.00876194,0.0050544,0.00880559,0.00343727,0.00885455,0.0131195,0.0140256,0.0452122,0.0442259,0.0505196,0,0,0,0.0104271,0.040906,0.0192966,0,0.0141155,0,0.0619014,0.0145523,0.00844446,0.0109296,0
63,0,0,0,0,0,0,0.0544419,0.0401248,0,0,0,0.0376718,0.0331843,0.0617932,0,0,0.0329936,0,0.0208802,0.0128718,0.0288546,0.00639082,0.0171157,0.0401373,0.0282505,0.0194885,0.017009,0.010207,0.00943855,0.0109496,0.0379109,0.0298565,0.00730408,0.032819,0.00815406,0.0223895,0.0596498,0,0.0647792,0.0274119,0.0438872,0.0594284,0.0164895,0.00923393,0.0296236,0.083158,0.00660849,0.0357145,0.00865889,0.00538343,0.00914566,0.00359417,0.00914006,0.0135811,0.0146341,0.0430536,0.0442205,0.0509702,0,0,0,0.0104971,0.0398892,0.0192559,0,0.0144125,0,0.0595251,0.0139982,0.00807578,0.0119037,0
64,0,0,0,0,0,0,0.0547924,0.040181,0,0,0,0.032721,0.0311446,0.0619945,0,0,0.0329014,0,0.0208026,0.0127378,0.0293603,0.00624558,0.0186884,0.0405376,0.0283991,0.0210023,0.0175552,0.0102304,0.00885072,0.00877222,0.0320187,0.0298886,0.00726048,0.0300401,0.0082093,0.0225703,0.0602323,0,0.0610946,0.02545,0.0411129,0.0598063,0.0167405,0.00952289,0.0295472,0.0836198,0.00661459,0.0358156,0.00866087,0.00548444,0.00926123,0.0034129,0.0091511,0.0137504,0.0149398,0.039745,0.0443853,0.0514819,0,0,0,0.00984608,0.038173,0.019229,0,0.0148552,0,0.0570061,0.0133782,0.00776462,0.0129049,0
65,0,0,0,0,0,0,0.0550229,0.0400671,0,0,0,0.0276101,0.0288201,0.0616608,0,0,0.032922,0,0.02084,0.0127037,0.0297469,0.00620352,0.0199702,0.0408671,0.0285941,0.0220774,0.0176115,0.0103033,0.00849865,0.00652622,0.0258516,0.0301411,0.00724175,0.0276255,0.00823123,0.0226825,0.060643,0,0.0572951,0.0238172,0.0383151,0.0602141,0.0168698,0.00958306,0.0295466,0.0836654,0.00656985,0.035922,0.00859741,0.00554165,0.00935118,0.00335459,0.00912564,0.0138136,0.0149245,0.0351601,0.0443899,0.0519001,0,0,0,0.00932617,0.0361734,0.0192816,0,0.0150861,0,0.0543786,0.0126123,0.00762891,0.0136197,0
66,0,0,0,0,0,0,0.0551547,0.0400855,0,0,0,0.0227244,0.0262534,0.0615259,0,0,0.0328887,0,0.0208359,0.0126613,0.0300383,0.00626466,0.0206514,0.0412084,0.0287555,0.0227382,0.0173629,0.0103773,0.00814223,0.00489642,0.0197966,0.0302442,0.00725924,0.0254561,0.00846172,0.0231964,0.0608522,0,0.0544583,0.0223071,0.0361671,0.0605254,0.0169039,0.00963665,0.0296585,0.0836235,0.00646733,0.036152,0.00842138,0.00557408,0.00949733,0.00354171,0.00927021,0.0140844,0.0150269,0.0319513,0.0444088,0.0521457,0,0,0,0.00931519,0.0338861,0.0192719,0,0.0156165,0,0.0521849,0.0118239,0.00745892,0.0139127,0
67,0,0,0,0,0,0,0.0552803,0.040143,0,0,0,0.0181778,0.0235317,0.0614677,0,0,0.0325792,0,0.0207138,0.0123722,0.030308,0.00631712,0.0208996,0.0416185,0.028867,0.0227616,0.0169057,0.0105028,0.00785322,0.00450085,0.0139592,0.0299433,0.00724676,0.0236437,0.00851885,0.0244642,0.0610377,0,0.0516584,0.0210666,0.0340542,0.0608546,0.0168622,0.00965709,0.0299127,0.0835853,0.00629885,0.0364406,0.00814772,0.00558303,0.00968398,0.00363109,0.00938262,0.0142318,0.0155092,0.0284032,0.0444892,0.0523901,0,0,0,0.00943463,0.0310482,0.0190843,0,0.0157674,0,0.0501188,0.0110218,0.00737717,0.0138716,0
68,0,0,0,0,0,0,0.055321,0.0401857,0,0,0,0.0145711,0.0208,0.0614941,0,0,0.0322681,0,0.0205872,0.0120308,0.0305367,0.00640089,0.0207651,0.0419587,0.0289039,0.0223219,0.0162987,0.010644,0.00753462,0.00497103,0.00887416,0.0294556,0.0072262,0.0221038,0.00855941,0.0236517,0.061156,0,0.0493424,0.0200107,0.032304,0.061165,0.0168679,0.0096543,0.0301465,0.08354,0.00620461,0.036735,0.00787177,0.00565306,0.00985671,0.00369552,0.00947385,0.0143037,0.0158719,0.0254028,0.0445574,0.0525665,0,0,0,0.00946624,0.0282138,0.018875,0,0.015839,0,0.0484126,0.0102616,0.00744494,0.013526,0
69,0,0,0,0,0,0,0.0553101,0.0402061,0,0,0,0.01315,0.0184208,0.0616464,0,0,0.0325123,0,0.0207263,0.0121091,0.0307681,0.00651352,0.0200857,0.0423022,0.0289957,0.0212219,0.0154802,0.0108577,0.00728756,0.00580836,0.00639975,0.0295752,0.00727274,0.0208303,0.00867838,0.0227412,0.0612398,0,0.0476481,0.0191604,0.0310337,0.0614126,0.0168629,0.00964916,0.0303881,0.0834911,0.00648426,0.0370559,0.00763513,0.00583743,0.010039,0.00382907,0.0094934,0.0143575,0.0159775,0.023237,0.0446057,0.0526438,0,0,0,0.00938034,0.0253833,0.0189956,0,0.0159792,0,0.0471786,0.00964032,0.00755049,0.012923,0
70,0,0,0,0,0,0,0.055316,0.0402168,0,0,0,0.0140986,0.0165148,0.0619513,0,0,0.0325977,0,0.0208463,0.0121902,0.0309177,0.00666635,0.0190182,0.042725,0.0290988,0.0201547,0.0145318,0.011176,0.0072638,0.00675184,0.0084367,0.0297061,0.00733097,0.0198291,0.00883749,0.0222246,0.0613166,0,0.0462883,0.0185111,0.0300248,0.0615868,0.0168267,0.00961143,0.0307139,0.0834305,0.00687489,0.0373802,0.00733434,0.00589228,0.0100482,0.00396271,0.00954633,0.0144704,0.0158415,0.0215292,0.0446852,0.0526971,0,0,0,0.00914733,0.02277,0.0190854,0,0.0161312,0,0.0461386,0.0091706,0.00771558,0.0120732,0
71,0,0,0,0,0,0,0.0553324,0.0402753,0,0,0,0.0163264,0.0152668,0.0621644,0,0,0.0324394,0,0.0208705,0.0120545,0.0309907,0.00684199,0.0176,0.0431614,0.0291539,0.0190722,0.0135551,0.0115331,0.00735826,0.00751712,0.0122728,0.0297329,0.00736516,0.0191259,0.00893969,0.0221736,0.0613702,0,0.0450636,0.0180476,0.0292279,0.06172,0.0167188,0.00955828,0.0310926,0.0834256,0.00641514,0.0376484,0.00703041,0.00583648,0.0100233,0.00405392,0.00957873,0.0144856,0.0156191,0.0199666,0.0448143,0.0527555,0,0,0,0.00878253,0.0198688,0.0190868,0,0.0161321,0,0.0452097,0.00886597,0.00800225,0.0109166,0
72,0,0,0,0,0,0,0.0553342,0.0403076,0,0,0,0.0192113,0.0145868,0.062346,0,0,0.0323655,0,0.0209836,0.0119704,0.0310606,0.0070189,0.0161282,0.043521,0.0291818,0.0177877,0.0124683,0.0119647,0.00748086,0.00813417,0.0159659,0.0298651,0.00740325,0.0186542,0.00892851,0.0220633,0.0614044,0,0.044211,0.0177287,0.0287798,0.0618304,0.0165508,0.00948918,0.0314311,0.0833944,0.00603585,0.0379398,0.00679479,0.00576627,0.00993558,0.00409608,0.00954735,0.0143971,0.0155854,0.0190008,0.0448588,0.0528377,0,0,0,0.00855778,0.0171873,0.0191345,0,0.0159118,0,0.0445649,0.00864477,0.00842209,0.00958048,0
73,0,0,0,0,0,0,0.0554029,0.0403939,0,0,0,0.0220838,0.0141624,0.062592,0,0,0.0323312,0,0.021157,0.0119705,0.0311232,0.00717045,0.01474,0.0439208,0.0292801,0.0165269,0.0115448,0.012582,0.00761683,0.00879735,0.0194359,0.0298625,0.00744085,0.0183653,0.0088779,0.0216367,0.0615035,0,0.0435996,0.0175432,0.0283957,0.0619352,0.0163873,0.00945159,0.0318111,0.0833038,0.0059014,0.0381943,0.00646036,0.00573013,0.00977463,0.00405051,0.00939831,0.0141511,0.0157408,0.0181698,0.0449316,0.0529985,0,0,0,0.00832583,0.0149527,0.0192188,0,0.0157752,0,0.044164,0.00856024,0.00871678,0.00817533,0
74,0,0,0,0,0,0,0.0553972,0.0405747,0,0,0,0.025115,0.0142169,0.0628947,0,0,0.0322696,0,0.0208298,0.0118547,0.0312027,0.00746718,0.0137054,0.044441,0.0293901,0.0154794,0.0110448,0.0133703,0.00798768,0.00951669,0.0228403,0.0298795,0.00733111,0.0182189,0.00889209,0.0211022,0.0615305,0,0.0431334,0.017457,0.0279852,0.0619738,0.0162327,0.00941558,0.0322807,0.0832367,0.00579262,0.0384605,0.00614946,0.00566918,0.00978255,0.00406275,0.0093481,0.013986,0.0158704,0.0175404,0.0450777,0.0530762,0,0,0,0.0080737,0.0129136,0.0191117,0,0.0159404,0,0.0439051,0.00855275,0.00874952,0.00687013,0
75,0,0,0,0,0,0,0.0554366,0.0407691,0,0,0,0.0277748,0.0144359,0.0631421,0,0,0.0321447,0,0.0208431,0.0117094,0.0313101,0.0078811,0.012745,0.0450181,0.0295753,0.014653,0.0108826,0.0143423,0.00870709,0.0101924,0.0260261,0.029782,0.0073386,0.0182207,0.00902568,0.0209057,0.0615772,0,0.0428408,0.0174824,0.0277386,0.0619501,0.0160236,0.00937913,0.0328329,0.0832353,0.00566412,0.0387653,0.00588365,0.00554489,0.00984125,0.00414384,0.00943202,0.0139579,0.0158791,0.0169671,0.0452662,0.0531238,0,0,0,0.00770721,0.0118798,0.0191343,0,0.016154,0,0.0437046,0.00865519,0.00871209,0.00571494,0
76,0,0,0,0,0,0,0.055488,0.0409727,0,0,0,0.0301544,0.0151973,0.0632397,0,0,0.0320793,0,0.0209932,0.0115929,0.0314568,0.00840605,0.0119645,0.045549,0.0296923,0.0142735,0.0110605,0.0154394,0.00968189,0.0107709,0.0286785,0.0298562,0.00737912,0.018294,0.00916285,0.0205268,0.0616233,0,0.0427403,0.0175593,0.0276642,0.0618867,0.0158179,0.00933703,0.0333786,0.0831829,0.00572502,0.0390405,0.00561994,0.00542154,0.00978432,0.00416055,0.00942542,0.0139101,0.0159247,0.0166366,0.0454359,0.0531624,0,0,0,0.00749839,0.0111196,0.0191945,0,0.0163408,0,0.0436019,0.00869583,0.00875605,0.00508918,0
77,0,0,0,0,0,0,0.0554724,0.0412592,0,0,0,0.0319333,0.016252,0.0634205,0,0,0.0320509,0,0.0210918,0.0114337,0.0315935,0.00871952,0.0115781,0.0459329,0.029738,0.0142324,0.0117163,0.0165146,0.0104444,0.0114098,0.0308554,0.0297314,0.00737728,0.018326,0.00922578,0.0201233,0.0616294,0,0.0426644,0.0175675,0.0276049,0.0619084,0.0155978,0.00931174,0.0338258,0.0832043,0.00584281,0.0393519,0.00535876,0.00527778,0.00974817,0.0042169,0.00938727,0.0138059,0.0159511,0.0164873,0.0456012,0.0531316,0,0,0,0.00727554,0.0104568,0.01926,0,0.0163618,0,0.0436227,0.00878926,0.0090293,0.00528745,0
78,0,0,0,0,0,0,0.0553882,0.0413893,0,0,0,0.0338209,0.01742,0.0637065,0,0,0.0320125,0,0.0211041,0.0111988,0.0317642,0.00907653,0.0115622,0.0462833,0.0297877,0.0147418,0.0126365,0.0175618,0.0110289,0.0119931,0.0328785,0.0297177,0.00738214,0.0182799,0.00930784,0.0198117,0.0616365,0,0.0424882,0.0174816,0.0275551,0.0619436,0.0153814,0.00929427,0.0342763,0.0831866,0.00534804,0.0397296,0.00503503,0.00519471,0.00995397,0.00439685,0.00943509,0.0137559,0.0155337,0.0165613,0.0456734,0.0530648,0,0,0,0.00697704,0.0108734,0.019267,0,0.0162706,0,0.0437538,0.00892706,0.00939718,0.00606531,0
79,0,0,0,0,0,0,0.0553293,0.0415305,0,0,0,0.0358951,0.0187861,0.0640781,0,0,0.0318671,0,0.0210959,0.0110307,0.0319686,0.00957569,0.0118657,0.046771,0.0298683,0.0154676,0.0136962,0.018611,0.0116178,0.0124617,0.0348412,0.0298095,0.00740208,0.0182122,0.00929524,0.019476,0.0616735,0,0.0423446,0.0173678,0.0274411,0.0619722,0.0151075,0.00911012,0.0348624,0.0832778,0.00496949,0.0400797,0.00468048,0.00522377,0.00992884,0.00431761,0.00936285,0.0135269,0.0156854,0.016547,0.0458692,0.0530115,0,0,0,0.00687808,0.0119118,0.0192581,0,0.0160629,0,0.0438561,0.00909966,0.00963658,0.0071663,0
80,0,0,0,0,0,0,0.0553445,0.0417662,0,0,0,0.0378732,0.0199471,0.064469,0,0,0.0317502,0,0.0211308,0.0110062,0.0322112,0.0100551,0.0124919,0.0473185,0.0298835,0.0163258,0.0147571,0.0195675,0.0121187,0.0127032,0.0365355,0.0297168,0.007431,0.0182965,0.00920928,0.019201,0.0617599,0,0.0425468,0.0174741,0.0276094,0.0620132,0.0148494,0.00889714,0.0354886,0.0834295,0.00468487,0.0405355,0.00431616,0.00542204,0.00982269,0.00442687,0.00929848,0.0133538,0.0158123,0.0166676,0.0461161,0.0529669,0,0,0,0.0066802,0.0129557,0.0192509,0,0.0158194,0,0.0440491,0.00932807,0.00969571,0.00837648,0
81,0,0,0,0,0,0,0.0553516,0.0419522,0,0,0,0.0391535,0.0208105,0.0649029,0,0,0.0317504,0,0.0211761,0.0109971,0.0325544,0.0103685,0.0133163,0.0476851,0.0299475,0.0171999,0.0157043,0.0204229,0.0123565,0.012809,0.0378848,0.0297248,0.00746657,0.0183467,0.00918054,0.0190358,0.0618799,0,0.0425209,0.0175483,0.0276828,0.0621751,0.0146683,0.00878896,0.0359757,0.083415,0.00454517,0.0410089,0.00403877,0.00550202,0.00967318,0.00438833,0.00918118,0.0130294,0.0159174,0.0167149,0.0462376,0.0529339,0,0,0,0.00666958,0.0142444,0.0192326,0,0.0156896,0,0.0442176,0.00944164,0.00963326,0.0093763,0
82,0,0,0,0,0,0,0.0553251,0.0421978,0,0,0,0.0398585,0.0213452,0.0650672,0,0,0.0317947,0,0.0212208,0.0109819,0.0329146,0.0105947,0.0140466,0.0480736,0.0300809,0.0177459,0.0163847,0.0210698,0.0123646,0.012765,0.0382527,0.0298207,0.00747982,0.01833,0.00932261,0.0188048,0.0619858,0,0.0424296,0.0175198,0.0275938,0.0622789,0.0145214,0.00872023,0.0364692,0.0834512,0.00457359,0.0414824,0.00380974,0.00566608,0.00981473,0.00474586,0.00924096,0.0129835,0.0160208,0.0167169,0.0463908,0.0528616,0,0,0,0.00665332,0.0157038,0.0193003,0,0.0158456,0,0.0443297,0.00959535,0.00958267,0.010036,0
83,0,0,0,0,0,0,0.0552587,0.0424389,0,0,0,0.0397257,0.0217468,0.0652063,0,0,0.0317889,0,0.0212435,0.0110009,0.0333285,0.0107654,0.0147188,0.0485149,0.0301714,0.0180249,0.0167893,0.0214913,0.0124062,0.0126434,0.0377231,0.0299326,0.00747597,0.0183201,0.0095285,0.0185592,0.0620389,0,0.0423813,0.0174922,0.0274757,0.0624352,0.014445,0.00872622,0.0368872,0.0834659,0.00472737,0.0418819,0.00368147,0.00593234,0.00986515,0.00501292,0.00931841,0.0129818,0.016261,0.0167458,0.0465921,0.0527413,0,0,0,0.00671362,0.0165209,0.0194298,0,0.0161192,0,0.0443632,0.00974309,0.00959578,0.01034,0
84,0,0,0,0,0,0,0.0552532,0.042591,0,0,0,0.0385915,0.0220452,0.0653256,0,0,0.0315116,0,0.0211194,0.010836,0.0337803,0.0108939,0.0153076,0.0489554,0.0301793,0.0180583,0.0169596,0.0216712,0.0124111,0.0124632,0.0363221,0.0299369,0.00743317,0.0183048,0.00972619,0.018374,0.0621099,0,0.0422588,0.0174576,0.027477,0.0626656,0.0144406,0.00880702,0.0372123,0.0834838,0.00448457,0.0421901,0.00364676,0.00603804,0.00984274,0.00514091,0.00937959,0.0129373,0.0166222,0.0167951,0.0468695,0.0526589,0,0,0,0.00674434,0.0169409,0.0193542,0,0.0162573,0,0.04435,0.00988009,0.00955519,0.010572,0
85,0,0,0,0,0,0,0.0552872,0.0426506,0,0,0,0.036802,0.0219658,0.0654223,0,0,0.0311972,0,0.0210614,0.0106054,0.0342387,0.0108882,0.0157365,0.0492507,0.0302299,0.0178768,0.0168352,0.0216172,0.0123046,0.0123124,0.0341947,0.0300566,0.00743562,0.01829,0.00997803,0.0183945,0.062178,0,0.0421492,0.0174369,0.0274662,0.0630091,0.0145432,0.00893219,0.0373372,0.0835858,0.004292,0.0425418,0.00371991,0.00615777,0.00983835,0.00532448,0.00943899,0.0128425,0.0168293,0.0169089,0.0469425,0.0525904,0,0,0,0.00670287,0.0168424,0.0192953,0,0.0165077,0,0.0443685,0.0100588,0.00953145,0.0104358,0
86,0,0,0,0,0,0,0.0553786,0.0426547,0,0,0,0.0344952,0.0214407,0.0654919,0,0,0.0309808,0,0.0211265,0.0105346,0.0346917,0.0107372,0.0159992,0.0493724,0.0303221,0.0175156,0.0164024,0.0213401,0.0121663,0.0121811,0.0315577,0.0299698,0.00746397,0.0182814,0.0102029,0.0186555,0.0623008,0,0.0421341,0.0174251,0.0273758,0.0634801,0.0147356,0.00910305,0.0372536,0.0836676,0.00429526,0.0429208,0.00396896,0.0065433,0.00977808,0.00551071,0.00941801,0.0126138,0.0169238,0.0169839,0.0467494,0.0525577,0,0,0,0.00659504,0.0165333,0.0192705,0,0.016664,0,0.04442,0.010238,0.00951308,0.0101491,0
87,0,0,0,0,0,0,0.0554822,0.042626,0,0,0,0.0315469,0.0206826,0.0651701,0,0,0.0309381,0,0.0213128,0.0106222,0.0350501,0.0105107,0.0159287,0.0493687,0.0304607,0.016917,0.015737,0.0208038,0.0120411,0.0121101,0.0286692,0.0297301,0.00749325,0.0182751,0.0105083,0.0189609,0.0624825,0,0.0422296,0.0174058,0.0273569,0.0640866,0.014989,0.00932894,0.0370293,0.0837373,0.00438207,0.0433078,0.00405333,0.00694595,0.00984348,0.00566862,0.00940939,0.0123514,0.0171842,0.0169858,0.0465861,0.0525837,0,0,0,0.00662715,0.0159209,0.0193151,0,0.0169266,0,0.0444709,0.0103047,0.00949194,0.00934257,0
88,0,0,0,0,0,0,0.0555567,0.04253,0,0,0,0.0284175,0.0197744,0.0648568,0,0,0.0309754,0,0.0215765,0.0107005,0.0353625,0.0101822,0.0156643,0.0491617,0.0304608,0.0160537,0.0148555,0.020031,0.0119471,0.0120569,0.0256133,0.0297017,0.00753965,0.018288,0.0107804,0.019241,0.0627116,0,0.0423659,0.0173886,0.0274974,0.0647724,0.0153428,0.0095884,0.0366129,0.0838976,0.00443557,0.0436877,0.00432438,0.00726267,0.00988005,0.00580624,0.00932446,0.0119989,0.0174926,0.0169612,0.0464169,0.0526966,0,0,0,0.00683134,0.0148143,0.0193846,0,0.0169707,0,0.0445842,0.0101436,0.00953928,0.00777025,0
