Timestep,BBL,BBR,BFBL,BFBR,BFTL,BFTR,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LILC,LKNE,LPSI,LSHO,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTOE,LUPA,LWRA,R5HD,RANK,RASI,RBAK,RBHD,RELB,RFIN,RFRM,RGTR,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RWRA,STRN,T10,x71,x72,x70,R5FT,LHEE,L5HD,REAR,RHEE,RFHD,RUPA,LTIBP,LTIBI,LTHI,LWRB
89,0,0,0,0,0,0,0.0555363,0.042483,0,0,0,0.0251997,0.0186975,0.0645475,0,0,0.0308588,0,0.0214209,0.0107017,0.0356239,0.00985819,0.0151478,0.0489674,0.0304453,0.0151601,0.0138162,0.0190965,0.0118658,0.012036,0.0222081,0.0297946,0.0074626,0.0183191,0.0109864,0.0194869,0.0628716,0,0.0424659,0.0173927,0.0275624,0.0654719,0.0156973,0.00993635,0.0362334,0.0840922,0.00445132,0.044088,0.00483901,0.00754661,0.00981844,0.00590764,0.00911449,0.0114626,0.0178461,0.0168564,0.0463478,0.0527749,0,0,0,0.00713341,0.0129359,0.01934,0,0.0168644,0,0.0446877,0.00992075,0.00966688,0.00587172,0
90,0,0,0,0,0,0,0.0555106,0.0424683,0,0,0,0.0220219,0.0178004,0.0640764,0,0,0.03071,0,0.0211253,0.0106873,0.0358913,0.00958833,0.0143332,0.0487871,0.0304008,0.0144168,0.0127191,0.0181364,0.0117201,0.0119501,0.0190353,0.0297029,0.00734465,0.0183673,0.0112576,0.0197784,0.0629897,0,0.0424562,0.0174343,0.0275439,0.0660778,0.0160154,0.0104048,0.0358997,0.0842937,0.00452238,0.0444721,0.00525578,0.00783845,0.00982523,0.00607741,0.00902166,0.0109604,0.0178614,0.0167887,0.0463513,0.0528596,0,0,0,0.0070518,0.0120525,0.0193318,0,0.0169016,0,0.0447786,0.00975516,0.00972692,0.00545044,0
91,0,0,0,0,0,0,0.055524,0.0424854,0,0,0,0.0188745,0.0167445,0.0635737,0,0,0.0306552,0,0.0209711,0.0106972,0.0362103,0.00927958,0.0133559,0.0485652,0.0304932,0.0135362,0.0115582,0.0172741,0.0113775,0.0115504,0.0159542,0.0297024,0.00728526,0.0183896,0.0115836,0.0201436,0.063114,0,0.0424404,0.0174467,0.0275407,0.0665919,0.0163348,0.0109823,0.0355114,0.0844448,0.00460462,0.04476,0.00580654,0.0081794,0.00987506,0.0063365,0.00900313,0.0104939,0.017854,0.0166979,0.0462658,0.0530047,0,0,0,0.00692148,0.0125525,0.0194324,0,0.0170654,0,0.0448409,0.00956769,0.00967116,0.00500361,0
92,0,0,0,0,0,0,0.055523,0.0426308,0,0,0,0.0155983,0.0154043,0.0634379,0,0,0.0303924,0,0.0210331,0.0105754,0.0366078,0.00892941,0.0123098,0.0485469,0.0305054,0.0123048,0.0103523,0.016851,0.0104774,0.0103704,0.0129069,0.0293369,0.00731236,0.018395,0.011949,0.0205022,0.0632471,0,0.0425636,0.0174423,0.0276115,0.0672228,0.0167161,0.0115669,0.0351564,0.0845048,0.00475118,0.0449232,0.00653125,0.00863737,0.00992959,0.00662234,0.00898498,0.0100188,0.0179813,0.0166545,0.0465261,0.0532214,0,0,0,0.0070764,0.011905,0.0193803,0,0.0170383,0,0.0449489,0.00950789,0.00928353,0.00409929,0
93,0,0,0,0,0,0,0.055286,0.043015,0,0,0,0.0119707,0.014483,0.0638145,0,0,0.0301187,0,0.0210827,0.0103003,0.0372138,0.00862782,0.0119251,0.0487189,0.0304899,0.0112968,0.00958125,0.0174049,0.00915603,0.00878946,0.0105294,0.0290432,0.00736951,0.0183846,0.0123322,0.0209854,0.0631978,0,0.0428607,0.017437,0.0277787,0.0680799,0.0171474,0.0120575,0.0348377,0.0847126,0.00505601,0.0449963,0.00728743,0.00912588,0.00991855,0.00693984,0.00897307,0.00945914,0.0179048,0.0167248,0.0470761,0.0532343,0,0,0,0.00740522,0.0107195,0.0192483,0,0.0168082,0,0.045312,0.0099708,0.00855749,0.00326167,0
94,0,0,0,0,0,0,0.0549846,0.04343,0,0,0,0.00888972,0.0131758,0.0643906,0,0,0.029898,0,0.0210696,0.0101286,0.0378117,0.00850782,0.0129128,0.0488073,0.0304311,0.0114262,0.0100947,0.018666,0.00867058,0.00849125,0.00834385,0.0288837,0.00744077,0.0183386,0.0126882,0.0214245,0.0629933,0,0.0431657,0.0173868,0.0280465,0.0691404,0.0175515,0.0124289,0.0346,0.0849629,0.00532982,0.0451438,0.0079982,0.00951236,0.00973371,0.00716773,0.00881248,0.0086694,0.017365,0.016851,0.0476263,0.0529121,0,0,0,0.00747068,0.0118281,0.0191622,0,0.0165533,0,0.0456909,0.0108603,0.00805805,0.00255128,0
95,0,0,0,0,0,0,0.0548591,0.0435672,0,0,0,0.00794937,0.0118896,0.0645471,0,0,0.0297971,0,0.02107,0.0100868,0.0377773,0.00825881,0.0136258,0.0487058,0.0303274,0.0120776,0.0109814,0.0193958,0.00966756,0.00954934,0.00507739,0.0288986,0.00748557,0.0182736,0.0127947,0.0216023,0.0627772,0,0.0432589,0.0173445,0.0281819,0.0702321,0.0177992,0.0127456,0.0346287,0.085081,0.00537366,0.0453567,0.00870007,0.00973105,0.00931094,0.00713839,0.0083047,0.00753913,0.0166139,0.0170145,0.0479275,0.0524227,0,0,0,0.0075006,0.013363,0.0191811,0,0.0157388,0,0.0458274,0.0112877,0.00849095,0.00188855,0
96,0,0,0,0,0,0,0.0549922,0.0434278,0,0,0,0.00922228,0.0115713,0.0643686,0,0,0.0297918,0,0.0211233,0.0101654,0.0373528,0.00791889,0.0125505,0.0483887,0.030292,0.0122518,0.010963,0.0189906,0.0105265,0.0105305,0.00376656,0.0290333,0.00752504,0.0182698,0.0125843,0.0214034,0.0627815,0,0.0432996,0.0173838,0.0282799,0.0710299,0.0178439,0.013207,0.0348488,0.0850251,0.00542769,0.045641,0.0095828,0.0100503,0.00891417,0.0069167,0.00778841,0.00648519,0.015961,0.0171212,0.0478285,0.0522277,0,0,0,0.008421,0.0138699,0.0192075,0,0.0145729,0,0.045711,0.0109712,0.009388,0.00364915,0
97,0,0,0,0,0,0,0.055266,0.0430656,0,0,0,0.00839439,0.0121308,0.0640646,0,0,0.0294578,0,0.0211043,0.0101446,0.0370689,0.00773822,0.0109454,0.0480227,0.0302853,0.0114669,0.00995936,0.0176455,0.0104006,0.0105883,0.00353403,0.0287846,0.00756354,0.0182641,0.0123559,0.0208493,0.0630576,0,0.0432159,0.0174026,0.0282117,0.0713347,0.017749,0.0139319,0.0351104,0.0848497,0.00570674,0.0458092,0.0105211,0.0105853,0.00860803,0.00683258,0.00743113,0.00566992,0.0158145,0.0170848,0.0474194,0.0525607,0,0,0,0.00964318,0.0144116,0.0189996,0,0.0131022,0,0.0453486,0.01027,0.00998435,0.00524949,0
98,0,0,0,0,0,0,0.0554682,0.0426744,0,0,0,0.00640905,0.0129401,0.0637767,0,0,0.029206,0,0.0210997,0.0102916,0.0370578,0.00775796,0.0104212,0.0477016,0.0303636,0.0102823,0.00853622,0.0162091,0.0100369,0.0100696,0.00453406,0.028707,0.00759777,0.0182305,0.0121958,0.0200921,0.0634055,0,0.0429964,0.017379,0.0280985,0.0713097,0.017634,0.0148709,0.0352951,0.0847175,0.00621355,0.0456807,0.011576,0.0113741,0.00837644,0.0068401,0.00691577,0.00514631,0.0165502,0.0169986,0.04689,0.0531786,0,0,0,0.0113791,0.0154358,0.0188776,0,0.0114588,0,0.0448483,0.0096108,0.0102207,0.0040454,0
99,0,0,0,0,0,0,0.0555526,0.0423579,0,0,0,0.00611094,0.0136045,0.0635365,0,0,0.0290218,0,0.0211197,0.0104196,0.037428,0.00772188,0.0107898,0.0474884,0.0304194,0.00927926,0.00732506,0.015614,0.00995177,0.0096581,0.00623727,0.0286221,0.00765239,0.0181914,0.0120966,0.0197908,0.063711,0,0.0427633,0.017334,0.0280105,0.0712369,0.017552,0.0160674,0.0354551,0.0845866,0.00687564,0.0453478,0.0126963,0.0123123,0.00815575,0.00692323,0.00637502,0.00507532,0.0183111,0.0168942,0.0464421,0.0537816,0,0,0,0.0132153,0.0162739,0.0188132,0,0.0096422,0,0.0445207,0.00913874,0.0102745,0.00283525,0
100,0,0,0,0,0,0,0.0555906,0.0421286,0,0,0,0.00750755,0.0141624,0.0636786,0,0,0.0288087,0,0.0211145,0.0102963,0.037992,0.00754919,0.0112514,0.047354,0.0304583,0.00858716,0.00667028,0.0159769,0.0100832,0.00966784,0.00774615,0.028555,0.00772163,0.0181329,0.0117382,0.0198149,0.0639051,0,0.0426021,0.0172519,0.0279554,0.0712419,0.0175735,0.0172814,0.0355933,0.0845264,0.00767388,0.0448501,0.0138221,0.0134685,0.00791462,0.0070388,0.00589807,0.00547755,0.0205852,0.0168195,0.0461605,0.054129,0,0,0,0.0146191,0.0167724,0.0187026,0,0.00767926,0,0.0443349,0.00889737,0.0102222,0.0025108,0
101,0,0,0,0,0,0,0.0556371,0.0418957,0,0,0,0.0081025,0.0147414,0.0637023,0,0,0.0287179,0,0.0211007,0.0101632,0.0383621,0.00738461,0.0114557,0.0471021,0.0304072,0.00847392,0.00680147,0.0167109,0.0102647,0.010137,0.00831671,0.0284588,0.0077483,0.0181106,0.0112111,0.0197535,0.0639462,0,0.0426002,0.0172388,0.0280227,0.0713369,0.0177224,0.0182347,0.0355129,0.084484,0.00848514,0.0442347,0.0148674,0.014577,0.00771764,0.00714742,0.00544569,0.00608963,0.0227288,0.0168087,0.0458993,0.054122,0,0,0,0.0165485,0.0170619,0.0186293,0,0.00624937,0,0.0443717,0.00892576,0.0101624,0.00279942,0
102,0,0,0,0,0,0,0.0556895,0.0416356,0,0,0,0.00828615,0.0150537,0.0634471,0,0,0.0287767,0,0.0210929,0.010186,0.0383576,0.00732165,0.0114955,0.0465783,0.0303299,0.00884275,0.00742536,0.0171305,0.0105128,0.0106788,0.00842383,0.0286038,0.00773742,0.018093,0.0105976,0.0196448,0.0638961,0,0.0425168,0.0172244,0.0279801,0.0714176,0.0178773,0.0188494,0.0352384,0.0845016,0.00920578,0.0436422,0.0158212,0.0154855,0.00745449,0.00724083,0.00495685,0.00656136,0.0242423,0.0167963,0.0456225,0.0538741,0,0,0,0.0183159,0.0170352,0.0186583,0,0.00588899,0,0.0444704,0.00910053,0.010151,0.00280529,0
103,0,0,0,0,0,0,0.0557381,0.0413506,0,0,0,0.00868068,0.0148979,0.0632535,0,0,0.0289715,0,0.0210934,0.0103195,0.0380333,0.0071603,0.0112618,0.0459151,0.0302873,0.00918027,0.00794358,0.017072,0.0106937,0.010902,0.00895419,0.0286846,0.00771547,0.0181095,0.00984616,0.0195592,0.0638961,0,0.0424349,0.0172509,0.0279269,0.0714689,0.0178938,0.0193838,0.0349869,0.0845005,0.00988253,0.0432233,0.0166749,0.016304,0.0071864,0.00717706,0.00443396,0.00667317,0.0245601,0.0168056,0.0453208,0.0536438,0,0,0,0.0187563,0.0165203,0.0187148,0,0.00636738,0,0.0445678,0.00927818,0.0102394,0.00267946,0
104,0,0,0,0,0,0,0.055744,0.0411288,0,0,0,0.0090337,0.0144884,0.0633806,0,0,0.0291627,0,0.0210321,0.0104445,0.0377169,0.00707429,0.0107387,0.045173,0.0302391,0.00906925,0.00799094,0.0167525,0.0107334,0.0108794,0.00965274,0.0286217,0.00766027,0.0181278,0.00888987,0.019466,0.0639466,0,0.0422897,0.0172584,0.0278252,0.0714497,0.0177286,0.0199233,0.0348051,0.0844524,0.0105568,0.0428513,0.0175439,0.0171432,0.00718323,0.00684142,0.00385692,0.00647318,0.0239336,0.0167782,0.0450277,0.0535347,0,0,0,0.0176396,0.0154496,0.01873,0,0.00822934,0,0.0446456,0.00941858,0.0103758,0.00274136,0
105,0,0,0,0,0,0,0.0557,0.0409692,0,0,0,0.00921952,0.0141954,0.0637483,0,0,0.0293491,0,0.0210496,0.0106261,0.037741,0.00717623,0.0102035,0.0444533,0.0301922,0.00864981,0.00771341,0.0166446,0.0107765,0.0108281,0.0101283,0.0286864,0.00762347,0.0181485,0.00792757,0.0193003,0.0639475,0,0.042194,0.0172678,0.0277461,0.0714207,0.0174278,0.0202648,0.0346588,0.0843955,0.0112324,0.0424503,0.018256,0.017659,0.00745866,0.00638291,0.00343384,0.00619418,0.0226151,0.0167522,0.0448518,0.0535137,0,0,0,0.0157767,0.0142859,0.0187934,0,0.0102814,0,0.0446023,0.00968827,0.0104301,0.00295247,0
106,0,0,0,0,0,0,0.0555654,0.0407824,0,0,0,0.00941909,0.0139972,0.0642711,0,0,0.0296042,0,0.0210081,0.0109266,0.0382242,0.00740789,0.00984037,0.0437,0.0300741,0.00824887,0.00748964,0.0165924,0.0108303,0.0107753,0.0105525,0.0289134,0.00757322,0.0181853,0.0074749,0.0190571,0.0637861,0,0.0421158,0.0172971,0.0276966,0.0713864,0.0170455,0.0204184,0.0344611,0.0843589,0.0117291,0.0421355,0.0189057,0.0178187,0.00792193,0.00590169,0.00325287,0.00605262,0.020235,0.0167081,0.0446467,0.0534083,0,0,0,0.015278,0.0131223,0.0188656,0,0.0116234,0,0.0445068,0.00996268,0.0103444,0.00282329,0
107,0,0,0,0,0,0,0.0553788,0.0405915,0,0,0,0.0100545,0.0141373,0.0649214,0,0,0.0299011,0,0.0209361,0.0111047,0.0390014,0.00769974,0.00961664,0.0430891,0.0299142,0.00801508,0.00751854,0.0167761,0.0108256,0.0108637,0.0114864,0.0291288,0.00749538,0.0182199,0.00846632,0.0188748,0.0635421,0,0.042002,0.0173244,0.0275949,0.0713401,0.0165808,0.0204972,0.0343554,0.0843042,0.012048,0.0419864,0.0190903,0.0178744,0.00831408,0.00544518,0.00312247,0.00604817,0.0178852,0.0167127,0.0443536,0.0531785,0,0,0,0.0156799,0.0122229,0.018975,0,0.0123985,0,0.044462,0.0102558,0.0102585,0.00458496,0
108,0,0,0,0,0,0,0.0552264,0.0402934,0,0,0,0.0112034,0.0145417,0.0655454,0,0,0.0303015,0,0.020924,0.0113673,0.0397788,0.00806279,0.00948,0.0425693,0.0297644,0.0078158,0.00777463,0.0170336,0.0106303,0.0109446,0.0128418,0.0290504,0.00740665,0.0182514,0.0100172,0.0185715,0.0633267,0,0.0418645,0.0173482,0.02744,0.0711297,0.0160605,0.0208596,0.0343341,0.0841661,0.0123078,0.042084,0.0194246,0.017973,0.00851425,0.00503672,0.00290983,0.00623186,0.0182769,0.0167208,0.0439628,0.0529025,0,0,0,0.0156743,0.0121514,0.0190889,0,0.0130608,0,0.0443778,0.0103152,0.0101047,0.00762671,0
109,0,0,0,0,0,0,0.0550825,0.0399497,0,0,0,0.012706,0.0151966,0.0661091,0,0,0.0306629,0,0.0208945,0.0116478,0.0402903,0.00843247,0.00950651,0.0420125,0.0296256,0.00778199,0.00789839,0.0172555,0.010668,0.0111451,0.014597,0.0291608,0.00728525,0.0182922,0.0109301,0.0180838,0.063165,0,0.0417789,0.0173902,0.0272819,0.0706937,0.0155021,0.0216508,0.0343393,0.0840851,0.0126381,0.0424439,0.0201133,0.0181269,0.00842032,0.00497249,0.00245855,0.00654265,0.0220812,0.0167215,0.043592,0.0526383,0,0,0,0.0175688,0.0125833,0.0192021,0,0.0137754,0,0.0442627,0.0101281,0.0100327,0.00736559,0
110,0,0,0,0,0,0,0.0549858,0.0395872,0,0,0,0.0141696,0.0159487,0.066662,0,0,0.0308287,0,0.0208335,0.0118053,0.0404681,0.00854176,0.00962118,0.0413733,0.0295337,0.007927,0.00793623,0.0173684,0.0110279,0.0115031,0.0163753,0.02948,0.00716167,0.0183335,0.0110965,0.0175341,0.0631097,0,0.0416943,0.0174261,0.0271782,0.0701902,0.014916,0.0219075,0.0344087,0.0839693,0.012905,0.0424527,0.0205898,0.018326,0.0079195,0.00466573,0.00286817,0.00723224,0.0257243,0.016775,0.0433056,0.0525029,0,0,0,0.0209089,0.0130213,0.0192897,0,0.0144167,0,0.0441244,0.00986336,0.0101162,0.00678275,0
111,0,0,0,0,0,0,0.0549428,0.0392484,0,0,0,0.0155133,0.0166238,0.0670124,0,0,0.0309262,0,0.020792,0.0118482,0.0403731,0.00867947,0.00978442,0.0407704,0.0294751,0.00813992,0.00806475,0.0173435,0.0114739,0.0119313,0.0179979,0.0296398,0.00708656,0.0183501,0.0108021,0.0170658,0.063119,0,0.0416176,0.0174421,0.0271546,0.0695946,0.0144056,0.0214453,0.0345681,0.0838096,0.0129191,0.0421241,0.0206405,0.0184377,0.00719286,0.00407757,0.00420638,0.00888946,0.0277905,0.0168589,0.0431259,0.0524591,0,0,0,0.0228799,0.0132087,0.0193175,0,0.0150518,0,0.0439708,0.00959516,0.010337,0.00535155,0
112,0,0,0,0,0,0,0.0549414,0.0389759,0,0,0,0.0167539,0.0171009,0.0672379,0,0,0.0310425,0,0.0207748,0.0118811,0.0401015,0.00878072,0.00987014,0.0401814,0.0294019,0.00827102,0.00818079,0.017193,0.0117891,0.0122711,0.0195121,0.0296944,0.00702236,0.0183757,0.0102236,0.0166599,0.063101,0,0.0415846,0.0174693,0.0270924,0.0689096,0.0139582,0.0210085,0.0347281,0.0836475,0.0130781,0.0418817,0.0207089,0.0185394,0.00659183,0.00382832,0.00538541,0.0113697,0.0279079,0.0168875,0.0430101,0.0524181,0,0,0,0.0227616,0.01313,0.0193669,0,0.0156892,0,0.0439932,0.0093629,0.0105923,0.00534674,0
113,0,0,0,0,0,0,0.0549467,0.0388376,0,0,0,0.0178169,0.0174785,0.0675327,0,0,0.0311538,0,0.0207742,0.0119644,0.0397445,0.00876059,0.00977753,0.0394999,0.0293215,0.00836286,0.00832076,0.017105,0.0120448,0.0125616,0.0209059,0.0298326,0.00695848,0.0183946,0.00962983,0.0162318,0.0630411,0,0.0415211,0.0174893,0.026984,0.0682107,0.0135348,0.0207303,0.0348124,0.0836139,0.013396,0.0417158,0.0209164,0.018546,0.00620863,0.00388994,0.00629772,0.0139602,0.0264542,0.0168953,0.0428938,0.0523151,0,0,0,0.0211287,0.0129294,0.0194336,0,0.0161493,0,0.0441408,0.00917323,0.0108084,0.00604998,0
114,0,0,0,0,0,0,0.0549547,0.0388493,0,0,0,0.0188669,0.0179027,0.0679191,0,0,0.0312809,0,0.0207366,0.012051,0.0393858,0.00887185,0.00963961,0.0389056,0.0293314,0.00845794,0.00845487,0.0171765,0.0123414,0.0128977,0.02233,0.0300541,0.00688522,0.018396,0.00904333,0.0158623,0.0630014,0,0.0414715,0.017494,0.02689,0.067521,0.0131452,0.0201716,0.0349454,0.083693,0.0137591,0.0413735,0.0210174,0.0187424,0.00637756,0.00374207,0.00726602,0.0163429,0.0236987,0.0168968,0.04284,0.0521847,0,0,0,0.0184219,0.0128124,0.0195209,0,0.0162569,0,0.0439368,0.00904552,0.0108247,0.00688021,0
115,0,0,0,0,0,0,0.0549455,0.0388835,0,0,0,0.0199745,0.0183354,0.0682571,0,0,0.0314602,0,0.0207041,0.0121514,0.0389928,0.00904776,0.00950729,0.0383449,0.0293471,0.00858279,0.00859577,0.0172318,0.0127247,0.0132752,0.0237175,0.0300536,0.00682097,0.0184122,0.00884615,0.0154516,0.0629741,0,0.0414161,0.0175085,0.0267867,0.0667031,0.0127666,0.0194701,0.0350984,0.0837146,0.0140946,0.041062,0.0210539,0.018957,0.00660579,0.00379966,0.00812872,0.0182272,0.0211223,0.0169334,0.0428338,0.0520381,0,0,0,0.0156853,0.0127068,0.0196049,0,0.0163706,0,0.043808,0.008866,0.0109224,0.00579892,0
116,0,0,0,0,0,0,0.05493,0.0388699,0,0,0,0.021068,0.018866,0.0684514,0,0,0.0317017,0,0.0207072,0.0122639,0.038574,0.00928052,0.00934903,0.0377946,0.0292962,0.00868107,0.00872285,0.0171983,0.0131417,0.0137163,0.0249916,0.0301619,0.00678131,0.0184279,0.00892164,0.0149737,0.0629462,0,0.0413578,0.0175193,0.026677,0.0656665,0.0123637,0.0186694,0.0352413,0.0836451,0.0143483,0.040819,0.0210804,0.0190839,0.00672986,0.00398169,0.00881994,0.0194265,0.0191611,0.0169426,0.0428227,0.0519014,0,0,0,0.0136024,0.0128087,0.0196866,0,0.0164293,0,0.0438119,0.00858891,0.0111626,0.0054412,0
117,0,0,0,0,0,0,0.0549082,0.0388364,0,0,0,0.0220564,0.0195525,0.0684301,0,0,0.0319181,0,0.0206978,0.0123291,0.0381799,0.00959655,0.00930178,0.0372583,0.0291976,0.00884055,0.00891759,0.0172138,0.0133629,0.0143259,0.0261324,0.0302588,0.00673122,0.0184303,0.0088852,0.0145111,0.0628514,0,0.0413478,0.0175117,0.0265517,0.0643963,0.0119165,0.0179281,0.0353647,0.0836238,0.0145883,0.0406389,0.0211452,0.0191286,0.0067847,0.00416243,0.00919529,0.019824,0.0179782,0.0169627,0.0428234,0.0517837,0,0,0,0.0123132,0.0134875,0.0197932,0,0.0162885,0,0.0438771,0.00831972,0.0115228,0.0053806,0
118,0,0,0,0,0,0,0.054869,0.038818,0,0,0,0.0229302,0.0203231,0.0686591,0,0,0.0321144,0,0.0206687,0.0123818,0.0378382,0.00995314,0.00933076,0.0368291,0.0291451,0.00904814,0.00913902,0.0172918,0.0137382,0.0149973,0.0271713,0.0301639,0.00666674,0.0184338,0.0089471,0.0142208,0.0626811,0,0.0413588,0.0175081,0.0265222,0.0629991,0.0115102,0.0172248,0.0354643,0.0837115,0.0148321,0.0404818,0.0211567,0.0190925,0.00684135,0.00432355,0.00933989,0.0194868,0.0176233,0.0170145,0.0427881,0.051694,0,0,0,0.0118682,0.0144129,0.0198825,0,0.0160556,0,0.043951,0.00807789,0.0117444,0.00555011,0
119,0,0,0,0,0,0,0.0548392,0.0387553,0,0,0,0.0237187,0.021091,0.0690592,0,0,0.0323192,0,0.0206242,0.012433,0.0375716,0.0103,0.00935826,0.0365054,0.0291067,0.00918236,0.0093238,0.0174101,0.0142834,0.0156625,0.0280749,0.0301689,0.00662008,0.0184312,0.00922932,0.0138247,0.0625612,0,0.0413462,0.0175062,0.0265874,0.0615404,0.0111627,0.0166514,0.0356202,0.0837519,0.0151579,0.0404043,0.0209923,0.019031,0.00698886,0.00453924,0.00944482,0.0187412,0.0181443,0.0170692,0.0426975,0.0516397,0,0,0,0.0118658,0.0153187,0.0199058,0,0.0158624,0,0.0439951,0.00787973,0.0117931,0.00622159,0
120,0,0,0,0,0,0,0.0548135,0.0386503,0,0,0,0.0243396,0.0216968,0.0695113,0,0,0.0324815,0,0.0205799,0.012443,0.0373522,0.010663,0.00938748,0.0362335,0.0290491,0.00924102,0.00950651,0.0175481,0.0146741,0.0162082,0.0287571,0.030521,0.00659661,0.0184392,0.00968956,0.0133048,0.0624855,0,0.0413506,0.0175114,0.0266315,0.0601008,0.0108742,0.0161951,0.0358362,0.0836724,0.0155652,0.0404182,0.0206211,0.0189861,0.0072842,0.00485646,0.00963507,0.0178625,0.0192363,0.0170995,0.0425948,0.0516114,0,0,0,0.0121945,0.0161492,0.0199136,0,0.0159227,0,0.0439877,0.00772553,0.011911,0.00653672,0
121,0,0,0,0,0,0,0.0547684,0.0385122,0,0,0,0.024816,0.0222077,0.069982,0,0,0.0326312,0,0.0205464,0.0124307,0.0371622,0.0110119,0.00936675,0.0359909,0.0289546,0.00929309,0.00965318,0.017656,0.0150421,0.0166368,0.0292958,0.0308908,0.00655863,0.0184513,0.00997619,0.0127666,0.0623875,0,0.0413713,0.0175148,0.0265701,0.0587124,0.0106705,0.0157826,0.0360345,0.0836526,0.0161647,0.0404406,0.0204198,0.0190555,0.00767317,0.00529116,0.00986451,0.0170187,0.0209367,0.0171364,0.0424786,0.0515529,0,0,0,0.0130316,0.01671,0.0199691,0,0.0161917,0,0.0439872,0.00764907,0.012108,0.00759612,0
122,0,0,0,0,0,0,0.0547236,0.0383672,0,0,0,0.0251104,0.0226395,0.0704676,0,0,0.0328239,0,0.0205191,0.0124826,0.036983,0.0112935,0.0093374,0.0357635,0.0288666,0.00935224,0.00975617,0.0177121,0.0154706,0.0168678,0.0297125,0.0309836,0.00652996,0.0184439,0.0103281,0.0122531,0.0622729,0,0.0413648,0.017499,0.0265155,0.057405,0.0105594,0.0152638,0.0361857,0.083571,0.0169448,0.0403674,0.0203377,0.0190847,0.00806508,0.00576041,0.0101259,0.016336,0.0231303,0.0171795,0.0423316,0.0514805,0,0,0,0.0143959,0.0169629,0.0200098,0,0.0166266,0,0.044063,0.00757593,0.0124236,0.00658101,0
123,0,0,0,0,0,0,0.0546626,0.0381901,0,0,0,0.0253788,0.0229659,0.0709085,0,0,0.0330764,0,0.0204827,0.0126086,0.0368196,0.0115926,0.00930542,0.0355487,0.0287337,0.00935585,0.0097913,0.0177738,0.0158312,0.0170899,0.0301047,0.0308458,0.00650853,0.0184335,0.0108718,0.0118074,0.0621648,0,0.0413372,0.017487,0.0265537,0.0562175,0.0105079,0.0144884,0.0363073,0.0833934,0.0174147,0.0401325,0.0199601,0.0189439,0.0083801,0.00614764,0.0104847,0.0159714,0.0251238,0.0172208,0.0421317,0.0514095,0,0,0,0.0158619,0.0174503,0.0199826,0,0.0173487,0,0.0441682,0.00747613,0.0126268,0.00622611,0
124,0,0,0,0,0,0,0.0546188,0.0380204,0,0,0,0.0256889,0.0232924,0.0712692,0,0,0.0333203,0,0.0204961,0.012825,0.0367026,0.0119215,0.00923736,0.0353609,0.0286316,0.00935362,0.00985218,0.0178565,0.0161502,0.0174077,0.0305615,0.0307969,0.00651525,0.0184228,0.0113708,0.0114497,0.0620664,0,0.0413458,0.0174942,0.0266395,0.0552562,0.0104595,0.013434,0.0364797,0.0832762,0.0175683,0.0397367,0.0193191,0.0186141,0.00864018,0.00638891,0.0108965,0.0158895,0.0267753,0.0172732,0.0419477,0.0513144,0,0,0,0.0171525,0.0181642,0.0199407,0,0.01813,0,0.0438492,0.0073684,0.0126962,0.00596338,0
125,0,0,0,0,0,0,0.0545806,0.0378606,0,0,0,0.0262069,0.0237402,0.0715163,0,0,0.0334601,0,0.0205201,0.0130028,0.0366588,0.012148,0.00929633,0.0350703,0.0285643,0.00941622,0.0100057,0.0179323,0.016327,0.0177624,0.0312297,0.0307556,0.0065518,0.0184111,0.0116933,0.0111966,0.0619319,0,0.0413872,0.0174924,0.0267248,0.054572,0.0104027,0.0122376,0.0366718,0.0831509,0.0174489,0.0392113,0.0185123,0.0180911,0.00910132,0.00655246,0.0112916,0.0160609,0.028065,0.0173703,0.0418156,0.0511732,0,0,0,0.017858,0.0187249,0.0199381,0,0.0188095,0,0.043596,0.00727158,0.0128086,0.00612756,0
126,0,0,0,0,0,0,0.0545,0.0377277,0,0,0,0.02678,0.0241403,0.0716552,0,0,0.0334782,0,0.0205349,0.0130289,0.0366469,0.0123427,0.00937157,0.0347008,0.0284364,0.00947142,0.0101551,0.0179914,0.0164513,0.0181149,0.0319792,0.0309781,0.00660948,0.0183876,0.0118413,0.0109797,0.0617753,0,0.0413741,0.0174742,0.0267803,0.0540559,0.0102969,0.0111605,0.0368296,0.082974,0.0171168,0.0386355,0.017573,0.0174026,0.00962034,0.0066521,0.011605,0.0164701,0.0284222,0.0174565,0.0417132,0.0509996,0,0,0,0.0178899,0.0193329,0.0198964,0,0.0192813,0,0.0435137,0.00720092,0.0129755,0.00634462,0
