Timestep,BBL,BBR,BFBL,BFBR,BFTL,BFTR,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x70,x71,x72,LWRB,LILC
144,0,0,0,0,0,0,0.017633,0.0158859,0,0,0,0.0452503,0.0149608,0.0241006,0,0,0.00138243,0,0.0241706,0.00493626,0.0396484,0.0278932,0.00760962,0.00161793,0.00645637,0.0067748,0.00716812,0.0103778,0.00913565,0.0105965,0.0152905,0.00458512,0.019574,0.0548572,0.00279202,0.00973483,0.0114339,0.0221584,0.00904667,0.0235581,0.0257201,0,0,0.0120337,0,0.0228667,0.00947845,0.0466439,0.0135397,0.0258145,0.00264662,0.00378094,0.052695,0.00394126,0.0425278,0.00410427,0.00533652,0.00505846,0.00747647,0.00575505,0.00697796,0.011452,0.0260453,0.0107153,0.00359111,0.0172575,0.0212343,0,0,0,0.00386354,0.0312127
145,0,0,0,0,0,0,0.0177208,0.0158644,0,0,0,0.0489153,0.0150064,0.0235225,0,0,0.00125588,0,0.0241517,0.00483349,0.0398329,0.0264534,0.00796967,0.00117527,0.00640617,0.00713805,0.00763636,0.00984727,0.00925979,0.0109129,0.0150519,0.00478035,0.0196579,0.0599934,0.00263409,0.00964516,0.012315,0.0221826,0.0091828,0.0236537,0.0258028,0,0,0.0124014,0,0.0228846,0.00973946,0.0475863,0.0130725,0.0259205,0.00338596,0.00368774,0.0530181,0.00380651,0.0429523,0.00401689,0.00536407,0.00507341,0.00738006,0.00577073,0.00687324,0.0115346,0.0263644,0.0109316,0.00369232,0.0171686,0.0213615,0,0,0,0.00397591,0.0309179
146,0,0,0,0,0,0,0.0177629,0.0158808,0,0,0,0.052149,0.0150274,0.0232818,0,0,0.00123788,0,0.0241565,0.00473586,0.0398324,0.0248909,0.00880259,0.00116411,0.0064152,0.00746845,0.00837492,0.00952422,0.00960189,0.0113187,0.0150596,0.00492503,0.0197265,0.0637542,0.00265501,0.00957762,0.0133231,0.0222145,0.00928971,0.0240561,0.0259141,0,0,0.012852,0,0.0229165,0.010044,0.0482851,0.0124297,0.0260402,0.00398307,0.00343413,0.053422,0.00366264,0.043194,0.00404269,0.00534517,0.00505862,0.00736677,0.00565825,0.00627685,0.0115389,0.0267923,0.0111963,0.00386222,0.0171018,0.0214611,0,0,0,0.00387427,0.0306131
147,0,0,0,0,0,0,0.0178442,0.0158901,0,0,0,0.0546626,0.0150239,0.0238999,0,0,0.00132952,0,0.0241761,0.00470203,0.0397015,0.0243264,0.00990492,0.00135019,0.00648111,0.00786607,0.00937271,0.00928836,0.0102065,0.0120649,0.0155927,0.00509224,0.0197875,0.0667094,0.00263634,0.00953734,0.0145083,0.022223,0.00944556,0.0246226,0.0260822,0,0,0.0132175,0,0.0229193,0.0103005,0.0487842,0.0118962,0.0261559,0.0044858,0.00299199,0.0538254,0.00362102,0.0433564,0.00435153,0.00520254,0.00517252,0.00729314,0.00549919,0.00576182,0.0117359,0.0271483,0.0113578,0.00398695,0.017093,0.0215744,0,0,0,0.00390314,0.030282
148,0,0,0,0,0,0,0.0179369,0.0158508,0,0,0,0.0566227,0.0150076,0.0252225,0,0,0.00154131,0,0.0242229,0.00477721,0.0394701,0.0245125,0.0108322,0.00155455,0.00656201,0.00838182,0.0105921,0.00910559,0.0109797,0.0131311,0.0167451,0.00544497,0.0198878,0.0691327,0.0025738,0.00952784,0.0156512,0.0221835,0.00978125,0.0251911,0.0262166,0,0,0.0134432,0,0.0228737,0.0104597,0.0492153,0.0116813,0.0262885,0.00496315,0.00248184,0.0540839,0.00346926,0.0434491,0.00458085,0.00492903,0.00555236,0.00729938,0.00545665,0.00581342,0.0118839,0.0273434,0.0113763,0.0040287,0.0171203,0.0217277,0,0,0,0.00398135,0.0299635
149,0,0,0,0,0,0,0.0180476,0.0158029,0,0,0,0.0584048,0.0149711,0.0269053,0,0,0.00184622,0,0.0242989,0.00491593,0.0391506,0.0252707,0.0114472,0.00168779,0.00666701,0.00890054,0.011771,0.00896715,0.0117177,0.0143635,0.0183772,0.00606004,0.0200935,0.0711636,0.00256649,0.00954134,0.0166444,0.0221371,0.0102513,0.0256284,0.0263131,0,0,0.0135565,0,0.0228258,0.0104317,0.049637,0.0117558,0.0264796,0.00551976,0.00203056,0.054214,0.00342842,0.0435076,0.00483949,0.00464014,0.0061574,0.00742331,0.00557352,0.00631332,0.0116973,0.0273929,0.0112889,0.00399566,0.0171382,0.0219399,0,0,0,0.0037884,0.0296803
150,0,0,0,0,0,0,0.0181573,0.0157638,0,0,0,0.0595974,0.0149249,0.0288603,0,0,0.00210895,0,0.0243663,0.00499761,0.0387441,0.026654,0.0119356,0.0016847,0.00680389,0.00923895,0.0127277,0.00892349,0.0122318,0.0157987,0.0203035,0.00686609,0.0204417,0.0726875,0.00270185,0.00954745,0.0168746,0.022079,0.0108685,0.0258693,0.0264007,0,0,0.013737,0,0.0227086,0.0105104,0.0500857,0.0121493,0.0266544,0.00643057,0.00168536,0.0544716,0.00342491,0.0436486,0.00519789,0.00435162,0.00681751,0.00764919,0.00587313,0.00713182,0.0117522,0.0275775,0.0116223,0.00400334,0.0170932,0.0221238,0,0,0,0.00315328,0.0295123
151,0,0,0,0,0,0,0.0181971,0.0157155,0,0,0,0.0606087,0.0148924,0.030914,0,0,0.00230406,0,0.0244045,0.00504979,0.038288,0.028508,0.0122005,0.00166709,0.00696591,0.00933828,0.013354,0.0089435,0.0124193,0.0172148,0.0223738,0.00769829,0.0208382,0.0734574,0.0027324,0.00954242,0.017159,0.0220924,0.0113975,0.0259983,0.0264159,0,0,0.0138301,0,0.0227277,0.010576,0.0504899,0.01257,0.0268749,0.00749897,0.0014058,0.0545965,0.0033363,0.0438202,0.00547581,0.00411856,0.00745309,0.00778284,0.00624054,0.00789051,0.0113004,0.0275612,0.0116809,0.00400444,0.0170024,0.0222182,0,0,0,0.00231298,0.0293225
152,0,0,0,0,0,0,0.0181755,0.0156924,0,0,0,0.0614017,0.0148919,0.0328409,0,0,0.00240611,0,0.0243922,0.00507068,0.0378024,0.0303641,0.0122952,0.00161035,0.0070299,0.00932456,0.0136681,0.00906781,0.0123433,0.018472,0.0244136,0.00843969,0.0212249,0.0738221,0.00267917,0.00956643,0.0172721,0.0220902,0.0119688,0.0261212,0.0264002,0,0,0.0139223,0,0.0227227,0.0106591,0.050925,0.0132115,0.0270948,0.00866028,0.00113097,0.0546922,0.00312148,0.0439964,0.00564888,0.00381493,0.00812549,0.0080051,0.00666955,0.0085531,0.0108116,0.0275509,0.0117753,0.00402127,0.0169115,0.0222929,0,0,0,0.00309237,0.0291595
153,0,0,0,0,0,0,0.0181122,0.0156743,0,0,0,0.0620121,0.014891,0.0345647,0,0,0.00239519,0,0.0243673,0.00504557,0.0372846,0.0320095,0.0120249,0.00160883,0.00704423,0.00944766,0.0137825,0.0092543,0.012083,0.0194567,0.0260164,0.00900123,0.0216056,0.0744841,0.00249239,0.00958409,0.0174265,0.0220914,0.0127507,0.0262298,0.0263499,0,0,0.0139679,0,0.022721,0.0107299,0.051407,0.0140483,0.0273038,0.00977039,0.000995424,0.0547335,0.00278022,0.0441761,0.00575646,0.0034883,0.00890845,0.00822763,0.00717139,0.00943237,0.0103725,0.0275542,0.0118252,0.00396265,0.0168664,0.0222253,0,0,0,0.00369674,0.0290169
154,0,0,0,0,0,0,0.0180142,0.0156971,0,0,0,0.062592,0.0148904,0.0359476,0,0,0.00237928,0,0.0243602,0.00506687,0.036745,0.0331448,0.0112556,0.00149977,0.00702868,0.00991509,0.0137679,0.00938505,0.0117137,0.0200603,0.0270107,0.00933351,0.0219512,0.0752863,0.00235857,0.00957873,0.0176494,0.0220673,0.0136343,0.0263383,0.0262897,0,0,0.0139803,0,0.0227045,0.0107503,0.0519914,0.0150438,0.0274808,0.0108312,0.00108166,0.0547805,0.00248677,0.0443394,0.00585958,0.00317242,0.00991784,0.0084898,0.00776735,0.0106013,0.0100841,0.0276065,0.0117665,0.00376667,0.0168805,0.0219895,0,0,0,0.00373103,0.0288703
155,0,0,0,0,0,0,0.0179168,0.0157367,0,0,0,0.0634455,0.0148939,0.0367055,0,0,0.00232956,0,0.0243715,0.00508667,0.0361802,0.0336148,0.0103288,0.0014937,0.00702142,0.0102038,0.0136089,0.00946238,0.0113694,0.0203107,0.0275795,0.00950011,0.0222265,0.0760716,0.00229312,0.00956345,0.0179862,0.0220491,0.0145999,0.0265057,0.0261969,0,0,0.0139658,0,0.0227072,0.0107291,0.0526934,0.0161888,0.027654,0.0118621,0.00121179,0.0547822,0.00222172,0.0444768,0.00594752,0.00313272,0.0110229,0.00882131,0.00839006,0.0119704,0.0100722,0.0276226,0.0116951,0.00354555,0.0168922,0.0218495,0,0,0,0.00300222,0.0287127
156,0,0,0,0,0,0,0.0178581,0.0157695,0,0,0,0.0642442,0.0148894,0.0364263,0,0,0.00230854,0,0.0244081,0.00508725,0.0355768,0.0334929,0.0100159,0.00174019,0.00705189,0.010252,0.0133125,0.00947312,0.0113918,0.0202769,0.0275282,0.00948021,0.0223382,0.0768262,0.00220949,0.0095524,0.0182522,0.0220482,0.0153472,0.0267259,0.0260982,0,0,0.0138565,0,0.0226999,0.010663,0.0534238,0.0172861,0.0278869,0.0127367,0.00126344,0.0547735,0.00197414,0.0446013,0.00595072,0.0033172,0.0120585,0.00914652,0.0090084,0.0133401,0.0100605,0.0275733,0.0116952,0.00335091,0.0169097,0.0216768,0,0,0,0.00133595,0.0284479
157,0,0,0,0,0,0,0.0177628,0.0157671,0,0,0,0.0647879,0.0149104,0.0355943,0,0,0.00226123,0,0.0244161,0.0050476,0.0349596,0.0329215,0.00970436,0.00191397,0.00711304,0.010243,0.0129701,0.00946471,0.0114731,0.0200687,0.0270666,0.00915436,0.0223322,0.0776328,0.00222322,0.00954375,0.018356,0.0220762,0.0161344,0.02704,0.0259205,0,0,0.0138123,0,0.0227415,0.0106656,0.0542486,0.0186146,0.0280941,0.0138307,0.00139631,0.0547424,0.00172313,0.0447906,0.00606321,0.00354932,0.0131779,0.00948766,0.00973761,0.0148204,0.0103975,0.0275068,0.011689,0.0031745,0.016925,0.0215541,0,0,0,0.000998327,0.0282344
158,0,0,0,0,0,0,0.017621,0.0157308,0,0,0,0.0649328,0.0149759,0.0344926,0,0,0.00225799,0,0.0244056,0.00502866,0.0344298,0.0320208,0.00930892,0.00186633,0.00707819,0.0103225,0.0126019,0.00946556,0.0115226,0.0197467,0.026363,0.00881228,0.0222381,0.078378,0.00215357,0.00956533,0.0184987,0.0221171,0.0170989,0.0273685,0.0257291,0,0,0.0138262,0,0.0228438,0.0107014,0.0551777,0.0203864,0.0282559,0.0151974,0.00175931,0.0546291,0.00153752,0.0450432,0.0063986,0.00376325,0.0143649,0.00983286,0.0105122,0.0163408,0.0111909,0.0273716,0.0114655,0.00302534,0.0169133,0.0214353,0,0,0,0.0024542,0.0280662
159,0,0,0,0,0,0,0.0175572,0.0157237,0,0,0,0.0647319,0.0150106,0.0330494,0,0,0.00225408,0,0.0244416,0.00502294,0.0341155,0.0309368,0.00882524,0.00172553,0.00706098,0.0103564,0.0122167,0.0094126,0.0116005,0.0193742,0.0254759,0.00826654,0.022047,0.0788462,0.00214697,0.00958824,0.0187537,0.0220753,0.0179594,0.0275765,0.0256658,0,0,0.0140954,0,0.02274,0.0108509,0.056088,0.0222785,0.0284337,0.0164559,0.00231009,0.0548512,0.00144883,0.0453293,0.00677748,0.00392375,0.0153866,0.0100797,0.0112134,0.0176221,0.0119783,0.0275525,0.0119807,0.00293251,0.0169463,0.0214032,0,0,0,0.00304527,0.027886
160,0,0,0,0,0,0,0.0175054,0.0156593,0,0,0,0.0640658,0.0149997,0.0314128,0,0,0.00237845,0,0.0244831,0.00511631,0.0340531,0.0298122,0.00835025,0.00174461,0.00712021,0.0103533,0.0118647,0.00933382,0.011719,0.0189832,0.0244357,0.00768589,0.0217573,0.0788768,0.00222459,0.00960276,0.0189726,0.0220396,0.0186998,0.027666,0.0256156,0,0,0.0142647,0,0.0226935,0.0108608,0.056872,0.0237747,0.0285904,0.017475,0.00279062,0.0550087,0.00144297,0.0456483,0.00714478,0.00408216,0.0162942,0.0102418,0.0118647,0.0186537,0.0128563,0.0275841,0.0120494,0.00279394,0.016962,0.0213795,0,0,0,0.00292431,0.0276594
161,0,0,0,0,0,0,0.0176107,0.0155734,0,0,0,0.0633345,0.0149906,0.0298846,0,0,0.00250554,0,0.0245252,0.00520853,0.0341305,0.0289101,0.00803172,0.00188521,0.00723355,0.0103689,0.0116154,0.00924163,0.0118419,0.0186248,0.0234789,0.00717842,0.021455,0.078643,0.00234607,0.00960213,0.0192501,0.0220041,0.0194737,0.0280699,0.0257495,0,0,0.0143502,0,0.0226502,0.0108133,0.0575389,0.0248798,0.0287089,0.018484,0.003143,0.0552946,0.00142728,0.0460096,0.00754518,0.00428216,0.0171436,0.0103549,0.0122325,0.0196504,0.0138452,0.02762,0.0121344,0.0027028,0.0169808,0.0215183,0,0,0,0.00225318,0.0274759
162,0,0,0,0,0,0,0.0177223,0.0154875,0,0,0,0.0627567,0.0150111,0.0286942,0,0,0.00264844,0,0.0245671,0.00526257,0.0342246,0.0284345,0.00771826,0.00202492,0.00732942,0.0103787,0.0113815,0.00915049,0.0119993,0.0183741,0.0228913,0.0068902,0.0212264,0.0785439,0.00241895,0.00960944,0.0195142,0.0219844,0.0202037,0.0286204,0.0259159,0,0,0.0145099,0,0.0226043,0.0108776,0.0581789,0.0256722,0.0288095,0.0194978,0.00342013,0.0556528,0.00132326,0.0463697,0.00794807,0.00455403,0.0178539,0.0105548,0.0125267,0.0204658,0.0149931,0.0277573,0.0122747,0.00267996,0.0169678,0.021724,0,0,0,0.00259567,0.0273757
163,0,0,0,0,0,0,0.0178772,0.0154577,0,0,0,0.0622232,0.0150115,0.0279308,0,0,0.00272762,0,0.0246004,0.00523651,0.0343511,0.0282429,0.00734742,0.00220431,0.00737889,0.0103861,0.0111246,0.00897794,0.0122054,0.0181264,0.0225171,0.00682748,0.0210824,0.0784227,0.00252361,0.00960097,0.0200256,0.0219675,0.0209616,0.0291258,0.0261351,0,0,0.0147648,0,0.0225521,0.0109954,0.0588228,0.026536,0.0289159,0.0206508,0.00363703,0.056094,0.00129473,0.0467777,0.00846071,0.00491899,0.0185818,0.0107257,0.012893,0.0211848,0.016189,0.0280048,0.0123994,0.00271351,0.0169502,0.0219126,0,0,0,0.00170772,0.0272891
164,0,0,0,0,0,0,0.0180407,0.0155135,0,0,0,0.0616399,0.0150006,0.027688,0,0,0.00286729,0,0.0246213,0.00526331,0.0345861,0.028226,0.00696447,0.00243179,0.00740374,0.0103901,0.0107389,0.0087222,0.0124773,0.0178359,0.0221917,0.00702501,0.0210386,0.0780944,0.00263212,0.00959494,0.0206712,0.0219322,0.021763,0.0294946,0.0263624,0,0,0.0150351,0,0.0224717,0.0110926,0.0594575,0.0278639,0.0290203,0.0219545,0.00383494,0.0566685,0.0013555,0.0472281,0.00908293,0.00544418,0.0193714,0.0108537,0.0132837,0.0219212,0.0174714,0.0283159,0.0125098,0.00282172,0.0169826,0.0220694,0,0,0,0.0011424,0.0271737
165,0,0,0,0,0,0,0.0181122,0.0155368,0,0,0,0.0609068,0.0149698,0.0274954,0,0,0.00313968,0,0.0246442,0.00537313,0.034925,0.0280486,0.00664807,0.00274063,0.00753631,0.0103923,0.0103448,0.0084105,0.0128234,0.0175694,0.0220993,0.00731302,0.0209883,0.0772413,0.00265033,0.00960629,0.0210858,0.0218713,0.0222667,0.0297367,0.0264595,0,0,0.0151778,0,0.0223898,0.0110911,0.060006,0.02893,0.0291514,0.0229195,0.00394143,0.0571337,0.00129458,0.0477312,0.00954967,0.00581811,0.0200009,0.0108933,0.0133947,0.0224736,0.0186372,0.028541,0.0125455,0.00292103,0.0169607,0.0221318,0,0,0,0.00103328,0.0270571
166,0,0,0,0,0,0,0.0181994,0.015507,0,0,0,0.059848,0.0149415,0.0271453,0,0,0.00349192,0,0.0246842,0.00550684,0.0353298,0.0277856,0.00650434,0.00300612,0.00777328,0.0103411,0.00995558,0.00792911,0.0132061,0.0172499,0.022142,0.00737853,0.0208929,0.075661,0.00267834,0.00964105,0.0215694,0.0218273,0.022817,0.0299652,0.0265161,0,0,0.015273,0,0.02234,0.0110474,0.0605082,0.0299407,0.0292846,0.0238786,0.00400588,0.0575706,0.00124998,0.0482646,0.0100557,0.00616923,0.0206816,0.0109404,0.013478,0.0230566,0.0199105,0.028723,0.0124076,0.00295315,0.0169155,0.022195,0,0,0,0.00104364,0.0269661
167,0,0,0,0,0,0,0.0181528,0.0152138,0,0,0,0.0582173,0.0148969,0.0265386,0,0,0.003935,0,0.024729,0.00568723,0.0357614,0.0272604,0.00659702,0.00338255,0.00800955,0.0102796,0.00957384,0.00731841,0.0136578,0.0167689,0.0219049,0.00731222,0.0207352,0.073661,0.00281897,0.00967895,0.0218558,0.0217689,0.0229331,0.0301065,0.0262396,0,0,0.0151459,0,0.0223632,0.0108745,0.0608526,0.0300834,0.0294026,0.0243217,0.00392362,0.0572219,0.00127656,0.0487039,0.0102999,0.00642605,0.0209011,0.011071,0.0133894,0.0233169,0.0209021,0.0284146,0.012085,0.00291932,0.0166166,0.021998,0,0,0,0.00100245,0.0268679
168,0,0,0,0,0,0,0.0185718,0.0152443,0,0,0,0.0596143,0.0151054,0.0267934,0,0,0.00462719,0,0.0244005,0.00585122,0.0339529,0.0278042,0.00849696,0.00750882,0.00754161,0.0107493,0.00941891,0.0063777,0.0153474,0.0172718,0.0232471,0.00788667,0.0210102,0.07593,0.00278289,0.0100782,0.0227153,0.0216831,0.0186178,0.0280758,0.0261485,0,0,0.0146279,0,0.0222032,0.0105128,0.0531734,0.0307371,0.0334926,0.0225966,0.00472105,0.0575968,0.00830546,0.0502055,0.0186679,0.00900089,0.0059691,0.0107059,0.0105474,0.0178185,0.0282159,0.0281819,0.0117271,0.00297935,0.0167006,0.0217633,0,0,0,0,0.0247169
169,0,0,0,0,0,0,0.0190004,0.0155453,0,0,0,0.0573618,0.0150741,0.0258489,0,0,0.00513929,0,0.0244202,0.00603843,0.0342789,0.0263997,0.00868216,0.00754291,0.00751611,0.0104585,0.00893844,0.00575346,0.0156985,0.0164972,0.0227761,0.00812441,0.0208419,0.0732026,0.00279408,0.0100959,0.0222696,0.0215499,0.0185532,0.0282237,0.0268153,0,0,0.015168,0,0.0218085,0.0107011,0.0537412,0.0306173,0.0336007,0.022108,0.00467482,0.0595349,0.00818841,0.0501079,0.0183394,0.00920931,0.00601982,0.0100569,0.0108003,0.0181796,0.0279019,0.029272,0.0126223,0.00339916,0.0171036,0.0222579,0,0,0,0,0.0246499
170,0,0,0,0,0,0,0.0191247,0.0155337,0,0,0,0.054456,0.0150456,0.0246014,0,0,0.00563812,0,0.0244435,0.00619648,0.0345428,0.0248607,0.00913806,0.00759828,0.00761696,0.0102126,0.00868822,0.00527783,0.0159927,0.0155192,0.0220312,0.00799873,0.0206155,0.0700158,0.00287972,0.0101355,0.0218803,0.0214699,0.0183246,0.0282544,0.0270451,0,0,0.0154283,0,0.0216528,0.0106584,0.0543468,0.0302639,0.0335824,0.0215294,0.00460241,0.0603693,0.0080614,0.0500143,0.0179095,0.0094451,0.00604625,0.00941061,0.0109654,0.018367,0.0275072,0.0296604,0.0126415,0.00349379,0.0171352,0.0223991,0,0,0,0,0.0245479
171,0,0,0,0,0,0,0.0191899,0.0155411,0,0,0,0.0511698,0.0150092,0.0233519,0,0,0.00616457,0,0.0244576,0.00636962,0.0348596,0.0233655,0.00972389,0.00763413,0.00774496,0.0100636,0.00867701,0.00492927,0.0162791,0.0145238,0.0210547,0.00767843,0.0204682,0.0664327,0.00305705,0.0101647,0.0213324,0.0214091,0.017977,0.0282865,0.0273162,0,0,0.0156824,0,0.0215354,0.0105908,0.0549586,0.0297301,0.0335372,0.0207861,0.00447193,0.0612198,0.00801635,0.0499535,0.0173735,0.00963852,0.00605038,0.00878511,0.0110464,0.0184681,0.0269798,0.0301011,0.0125714,0.00359813,0.0171856,0.0225025,0,0,0,0,0.0244916
172,0,0,0,0,0,0,0.0192753,0.0155959,0,0,0,0.0472575,0.0149471,0.0215017,0,0,0.00666,0,0.0244339,0.00655475,0.0352593,0.0213624,0.0101524,0.00768269,0.00787134,0.0100278,0.00889659,0.00480873,0.0167039,0.0135666,0.0200672,0.00741124,0.0203103,0.0620884,0.00338044,0.0101676,0.020686,0.0213477,0.0174411,0.0283181,0.027623,0,0,0.0159064,0,0.0214316,0.0105645,0.0555239,0.0290363,0.033449,0.0198593,0.00429156,0.0621068,0.0079748,0.0499605,0.0167714,0.00959775,0.0060027,0.00825591,0.01107,0.0184571,0.0264675,0.0305217,0.0124483,0.00348372,0.0172528,0.0225906,0,0,0,0,0.024487
173,0,0,0,0,0,0,0.0193943,0.0157285,0,0,0,0.0430615,0.014891,0.0192378,0,0,0.00716046,0,0.0244141,0.00672086,0.0357155,0.0187837,0.0105324,0.00773435,0.00795524,0.0100627,0.0093547,0.00495316,0.0172408,0.0125682,0.018917,0.00714767,0.0202482,0.0571614,0.00359014,0.0101721,0.0199236,0.0212741,0.0168131,0.0283733,0.0279927,0,0,0.0160929,0,0.0213072,0.0106157,0.056054,0.0282575,0.0333316,0.0188423,0.00409649,0.0631699,0.0078952,0.0500238,0.016135,0.00948346,0.00597295,0.00778681,0.011068,0.0183996,0.025958,0.0310254,0.0122449,0.00344157,0.0173927,0.0226668,0,0,0,0,0.0245016
174,0,0,0,0,0,0,0.0194547,0.0158956,0,0,0,0.0383563,0.0148345,0.0167014,0,0,0.0076268,0,0.0243955,0.00685374,0.0361599,0.0163844,0.0113032,0.00781857,0.00801341,0.010178,0.0100976,0.00550288,0.0178625,0.0114309,0.0174417,0.00697586,0.0202838,0.0516252,0.00374348,0.010189,0.0191566,0.021232,0.0161616,0.0283661,0.0283342,0,0,0.0162784,0,0.0212154,0.0105941,0.0565408,0.0274105,0.0331599,0.0177815,0.00385481,0.0642592,0.00786984,0.050124,0.0155024,0.00933752,0.00599846,0.00736256,0.0109829,0.0182854,0.0254686,0.0315054,0.0119151,0.00375909,0.0175309,0.0226639,0,0,0,0,0.0245381
175,0,0,0,0,0,0,0.0195143,0.0160455,0,0,0,0.0333579,0.014784,0.0136803,0,0,0.00805094,0,0.0243699,0.00699116,0.0365554,0.0140571,0.0122738,0.00797295,0.00808549,0.0105199,0.0111269,0.00639204,0.0185629,0.0101043,0.0159661,0.00624813,0.0203762,0.0455841,0.00390795,0.0102104,0.0186114,0.0211896,0.0155097,0.0282331,0.0285948,0,0,0.0164119,0,0.021125,0.0105189,0.0569407,0.0265601,0.032917,0.016732,0.00354224,0.065239,0.00786294,0.0503332,0.0149346,0.00914112,0.00597399,0.00708806,0.0108573,0.0181074,0.0253049,0.0318879,0.0115747,0.00461669,0.0176365,0.0226123,0,0,0,0,0.0246214
176,0,0,0,0,0,0,0.0196077,0.0161808,0,0,0,0.0278259,0.014739,0.0100501,0,0,0.00852423,0,0.0243562,0.00716405,0.036954,0.0119363,0.0134268,0.00823839,0.00817612,0.0110294,0.0124975,0.00749211,0.0192794,0.00879168,0.0144115,0.00424644,0.0205762,0.0392937,0.00411876,0.0102212,0.0180947,0.021141,0.014846,0.0280378,0.0288212,0,0,0.0165184,0,0.0210494,0.0104201,0.0572677,0.0257925,0.0326376,0.0156587,0.00317309,0.066198,0.00784778,0.0505413,0.0143532,0.00895177,0.0059819,0.00684002,0.0107237,0.0179138,0.0252514,0.0322424,0.0111797,0.0048194,0.0177831,0.0225626,0,0,0,0,0.0247507
177,0,0,0,0,0,0,0.0196646,0.0161781,0,0,0,0.021892,0.0146871,0.00629115,0,0,0.00901168,0,0.0243805,0.00730179,0.0373779,0.0103381,0.0145613,0.00858735,0.00830103,0.0115828,0.0139058,0.00865568,0.0200033,0.0077574,0.0128565,0.00396973,0.0207292,0.0326315,0.00441311,0.0102409,0.0177333,0.0211048,0.0143372,0.0277284,0.0289067,0,0,0.0165838,0,0.0210717,0.0103044,0.0575026,0.0252065,0.0323387,0.0147447,0.0027856,0.0667761,0.00783163,0.0507881,0.0138368,0.00888921,0.00603784,0.00663517,0.010691,0.0177971,0.0252604,0.0324205,0.0106517,0.00363925,0.0177937,0.0223976,0,0,0,0,0.02492
178,0,0,0,0,0,0,0.0200589,0.016715,0,0,0,0.0163958,0.014671,0.00324472,0,0,0.0095119,0,0.0244086,0.00747052,0.0375997,0.00961422,0.0159709,0.00888508,0.00834142,0.0124612,0.0156396,0.00995384,0.0207133,0.00730044,0.0117003,0.00405937,0.0211574,0.0266999,0.00472477,0.0102394,0.017323,0.0209778,0.0139937,0.0273825,0.0297041,0,0,0.0169159,0,0.0206897,0.0102865,0.0576682,0.0249647,0.0320873,0.0139952,0.00247512,0.0692196,0.00780667,0.0510427,0.0133772,0.0088266,0.00611815,0.00647144,0.0107393,0.0177941,0.0255605,0.0336936,0.0115466,0.00359196,0.0183948,0.0227901,0,0,0,0,0.0251961
179,0,0,0,0,0,0,0.0201134,0.0168565,0,0,0,0.0117336,0.0146336,0.00215308,0,0,0.00989705,0,0.0243959,0.00758747,0.0378056,0.0104499,0.0170837,0.00935403,0.00843905,0.0133695,0.0172254,0.0112402,0.0214676,0.00720925,0.0107854,0.00360749,0.0214685,0.0212981,0.00503474,0.0102236,0.0170132,0.0209279,0.0138017,0.0270407,0.0299231,0,0,0.0171861,0,0.0206035,0.0103034,0.0577284,0.025042,0.0317982,0.0134035,0.00214871,0.0701822,0.00786308,0.0513119,0.0130085,0.00869533,0.00614923,0.00635092,0.0107651,0.0178114,0.0256999,0.0341694,0.0114552,0.00389782,0.0184671,0.0228791,0,0,0,0,0.0255127
180,0,0,0,0,0,0,0.0201162,0.0170003,0,0,0,0.00842738,0.0146239,0.0034117,0,0,0.0102178,0,0.024326,0.0076862,0.0379805,0.01159,0.0178863,0.00997651,0.00854775,0.0145782,0.0186439,0.0124803,0.0221942,0.00727924,0.010199,0.00316235,0.0216688,0.0169309,0.00529721,0.0101764,0.0166973,0.0209204,0.0137529,0.0267319,0.0301261,0,0,0.0174894,0,0.020564,0.0103982,0.0578044,0.0251843,0.0315083,0.0128346,0.00196419,0.0711113,0.00795444,0.0515941,0.0127032,0.00859377,0.00619032,0.00626348,0.0107522,0.0178678,0.0257767,0.0346839,0.011381,0.00412858,0.0184868,0.0230008,0,0,0,0,0.0258421
181,0,0,0,0,0,0,0.0200971,0.0171089,0,0,0,0.00679459,0.014633,0.00481301,0,0,0.0104082,0,0.0242661,0.00772819,0.0381848,0.0124985,0.0186732,0.0106331,0.00867313,0.0158021,0.0198455,0.0135631,0.0228884,0.00748556,0.00995672,0.00276362,0.0216604,0.0137188,0.00548051,0.01012,0.0162611,0.0209246,0.0137694,0.026425,0.0303352,0,0,0.0177971,0,0.0205378,0.0105009,0.0579171,0.0251598,0.0312289,0.0122078,0.00196878,0.0719728,0.00799,0.0518965,0.0123807,0.00850817,0.00623969,0.00617898,0.0107558,0.0179272,0.0256775,0.0352443,0.0113251,0.00427538,0.0184776,0.0231048,0,0,0,0,0.0261257
