Timestep,BBL,BBR,BFBL,BFBR,BFTL,BFTR,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LKNE,LPSI,LSHO,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,R5FT,RANK,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,STRN,T10,x70,x72,x73,LHEE,LILC,LTHI,R5HD,RWRB
65,0,0,0,0,0,0,0.016981,0.0187094,0,0,0,0.0251133,0.0190496,0.0173006,0,0,0.0124772,0,0.0219525,0.00266417,0.0356721,0.0139422,0.0138097,0.00964544,0.0113468,0.00965732,0.0215869,0.00548381,0.00582357,0.00509611,0.0229229,0.0203577,0.0120611,0.00804212,0.00733242,0.00599967,0.0255887,0,0,0.022418,0,0.0224834,0.0152693,0.0629319,0.0113732,0.0320235,0.003211,0.00352163,0.0638993,0.00557147,0.0521637,0.00613928,0.0029955,0.00321311,0.00286861,0.00434046,0.00452209,0.00271796,0.0355315,0.0131744,0.0216098,0.0196327,0,0,0,0.0206019,0.0204855,0.0129507,0.0194622,0
66,0,0,0,0,0,0,0.016739,0.0184085,0,0,0,0.0239172,0.0192295,0.0166989,0,0,0.0127529,0,0.0218699,0.00267095,0.035873,0.0123299,0.0135784,0.00988802,0.00969584,0.00813463,0.0209679,0.00482045,0.00519878,0.00507016,0.0222662,0.0197,0.0123375,0.00788619,0.00801088,0.00660456,0.0250982,0,0,0.0215563,0,0.02253,0.014745,0.0636518,0.0116504,0.0324466,0.00288398,0.00329456,0.0625661,0.00550179,0.0523491,0.0059939,0.00241579,0.00315182,0.00265979,0.0044163,0.00403796,0.00273656,0.0345746,0.0127469,0.0212968,0.0193581,0,0,0,0.0198693,0.0196457,0.0118201,0.0194958,0
67,0,0,0,0,0,0,0.0165906,0.0181419,0,0,0,0.0228966,0.0194378,0.0162917,0,0,0.01304,0,0.0218527,0.00265707,0.0358883,0.0103188,0.0133227,0.0101989,0.00790734,0.00652358,0.0204836,0.00379991,0.00404413,0.0056516,0.0214178,0.0187151,0.012568,0.00774614,0.00844845,0.00712458,0.0246742,0,0,0.0208147,0,0.0225728,0.0142547,0.0644913,0.01178,0.0329011,0.00277137,0.00322054,0.0614001,0.00543661,0.0524108,0.00589826,0.00198257,0.00306635,0.00250533,0.00440742,0.00348278,0.0031604,0.0335897,0.0123285,0.0210405,0.0191104,0,0,0,0.0200925,0.0186563,0.0108887,0.019531,0
68,0,0,0,0,0,0,0.0164428,0.0178632,0,0,0,0.021095,0.019567,0.0158661,0,0,0.0133438,0,0.021834,0.002715,0.0359449,0.00892804,0.0131589,0.0105167,0.00627032,0.00558223,0.0206672,0.00231011,0.00256155,0.00642133,0.0209639,0.016387,0.0127358,0.00764958,0.0089503,0.00768082,0.0243556,0,0,0.0203563,0,0.0226173,0.0139286,0.065518,0.0117385,0.0335015,0.00326475,0.00327394,0.0602645,0.00531734,0.0523474,0.00585301,0.00196903,0.00299134,0.00251953,0.00433244,0.00296231,0.00380236,0.032793,0.0119497,0.0207957,0.0188728,0,0,0,0.0213432,0.0176457,0.0109037,0.0195789,0
69,0,0,0,0,0,0,0.0160414,0.017491,0,0,0,0.0180093,0.0196355,0.0152522,0,0,0.0137271,0,0.0218101,0.0029035,0.0362291,0.00858687,0.0131373,0.0108249,0.00500773,0.00604781,0.0218271,0.00209368,0.00228899,0.00670199,0.0212465,0.0132357,0.0130665,0.00757103,0.00958145,0.00821501,0.024058,0,0,0.0204043,0,0.0226684,0.0137906,0.0667559,0.0114955,0.0342254,0.0042543,0.00312397,0.0590311,0.00517341,0.052129,0.00596423,0.00230813,0.00304329,0.0026264,0.00423668,0.00267486,0.00497653,0.032371,0.0124741,0.0203724,0.0186437,0,0,0,0.0248413,0.0167144,0.0112098,0.019637,0
70,0,0,0,0,0,0,0.0155044,0.0171424,0,0,0,0.0156171,0.0196213,0.0139557,0,0,0.0138806,0,0.0217933,0.00292637,0.0364634,0.00830034,0.0130726,0.0109508,0.00449461,0.00668382,0.022998,0.00310189,0.0032763,0.00676784,0.0217801,0.00964632,0.0132008,0.00754494,0.010712,0.00852376,0.0238024,0,0,0.0203268,0,0.0226248,0.0136856,0.0681113,0.0108905,0.0348719,0.00533628,0.00294828,0.0581577,0.00498369,0.0519652,0.00632953,0.00268483,0.00317511,0.00267686,0.00402482,0.00272582,0.00659023,0.032051,0.0121412,0.0199698,0.0185179,0,0,0,0.0280424,0.0161625,0.0109483,0.0196284,0
71,0,0,0,0,0,0,0.0152381,0.0167853,0,0,0,0.0146103,0.0195998,0.0134368,0,0,0.0136638,0,0.0218259,0.00297166,0.0366137,0.0067337,0.0130294,0.0108756,0.00383094,0.00623454,0.0227772,0.00389851,0.00460565,0.00699126,0.0213106,0.0074407,0.0130224,0.00753072,0.0122351,0.00851426,0.0233077,0,0,0.0200502,0,0.0226153,0.0135306,0.0692906,0.00962607,0.0352943,0.00593465,0.00286852,0.0574646,0.00476208,0.0519635,0.0068793,0.00303413,0.00327229,0.00259356,0.00364194,0.00346809,0.00881204,0.0316656,0.0119511,0.0196328,0.0182975,0,0,0,0.0286229,0.0159752,0.010032,0.0196264,0
72,0,0,0,0,0,0,0.0153352,0.0165147,0,0,0,0.0127331,0.0195029,0.0131853,0,0,0.0131608,0,0.0218811,0.00290531,0.0369197,0.00458312,0.0131324,0.0106272,0.00275991,0.00475371,0.0215256,0.00413837,0.00569913,0.0073582,0.0200151,0.00778611,0.0123801,0.00757529,0.0129361,0.0082124,0.0227887,0,0,0.0198364,0,0.0226418,0.0133994,0.0700295,0.0077805,0.035425,0.00636509,0.00276167,0.0571157,0.00468789,0.0520936,0.00748381,0.00341889,0.00346605,0.00247528,0.00342187,0.00507772,0.0121187,0.0313811,0.0119348,0.0195073,0.0179766,0,0,0,0.0267509,0.015927,0.00916825,0.0196291,0
73,0,0,0,0,0,0,0.0153426,0.0163477,0,0,0,0.0118988,0.0193869,0.013088,0,0,0.0123969,0,0.021948,0.00285006,0.037075,0.00391468,0.0130013,0.0104002,0.0024659,0.00254704,0.0200871,0.00411118,0.00615627,0.00742386,0.0190263,0.00965464,0.0116174,0.00766897,0.0150318,0.00735648,0.0223396,0,0,0.0194693,0,0.0226644,0.0131528,0.0704769,0.00577855,0.0353983,0.00743045,0.00269576,0.0568206,0.00461739,0.0521651,0.00816976,0.00412681,0.00371468,0.00246552,0.00333077,0.00706277,0.0126362,0.0310708,0.0116274,0.0194524,0.0174805,0,0,0,0.0247004,0.0159589,0.00913119,0.0196309,0
74,0,0,0,0,0,0,0.0150274,0.0163569,0,0,0,0.0131039,0.0192591,0.0133948,0,0,0.0116463,0,0.0220429,0.00274231,0.037426,0.00493918,0.0129398,0.0103246,0.00422684,0.00157394,0.0193077,0.00420623,0.00651158,0.00744542,0.0180414,0.0126514,0.0110798,0.00778513,0.0158253,0.00641634,0.0219636,0,0,0.0192263,0,0.0226674,0.0129381,0.0706176,0.00471766,0.0352917,0.00878635,0.00281016,0.0565917,0.00444382,0.0518963,0.00878097,0.00500053,0.00391565,0.00250876,0.00366641,0.00916613,0.0140753,0.0309655,0.0115174,0.0194414,0.0168495,0,0,0,0.0224448,0.0157049,0.00953265,0.0196235,0
75,0,0,0,0,0,0,0.0147047,0.0164531,0,0,0,0.0133616,0.0191208,0.0139813,0,0,0.0110187,0,0.0220999,0.00257851,0.0378958,0.00631404,0.0128019,0.0101941,0.0057253,0.00231284,0.0190457,0.0044519,0.0072923,0.00773019,0.0173012,0.0139009,0.0106186,0.00787228,0.0138963,0.00585805,0.0215738,0,0,0.0189132,0,0.0226593,0.0126813,0.070618,0.00544145,0.0352659,0.0103236,0.00294357,0.0563453,0.0042475,0.051243,0.00937065,0.00607713,0.00415368,0.00259193,0.0042282,0.0111508,0.0179887,0.0309261,0.0113405,0.0195455,0.0162304,0,0,0,0.0207908,0.0152115,0.00978812,0.0196054,0
76,0,0,0,0,0,0,0.0145491,0.0164501,0,0,0,0.0135528,0.0190442,0.0145336,0,0,0.0106191,0,0.0221207,0.00244548,0.0382611,0.00712503,0.0125939,0.0100105,0.00568687,0.00290607,0.0192304,0.00446632,0.00802373,0.00784979,0.0170214,0.0137652,0.0103284,0.00792157,0.0139758,0.00565886,0.0211972,0,0,0.018587,0,0.0226397,0.012509,0.0704401,0.00751235,0.0353688,0.0119295,0.0028685,0.0560213,0.0041328,0.0504536,0.0101613,0.00731744,0.0043859,0.00267667,0.00472794,0.0128112,0.0193928,0.0307194,0.0111764,0.0195761,0.0158098,0,0,0,0.0201816,0.0147158,0.00938953,0.0195857,0
77,0,0,0,0,0,0,0.0144897,0.0163459,0,0,0,0.0147419,0.0190291,0.0146985,0,0,0.0104169,0,0.0221415,0.00233548,0.0384417,0.00755527,0.0124395,0.010003,0.00443246,0.00328927,0.0197417,0.00447588,0.00835341,0.00758151,0.0170662,0.0150872,0.0103971,0.00794678,0.0137596,0.00565123,0.0209765,0,0,0.018463,0,0.0226219,0.0124798,0.0699709,0.0101475,0.0354101,0.0132881,0.00270397,0.0558076,0.0039208,0.0496393,0.0110792,0.00864487,0.00463665,0.00267102,0.0053027,0.0141225,0.0200029,0.0303712,0.011043,0.0195665,0.0157197,0,0,0,0.0196085,0.0144383,0.00913688,0.0195859,0
78,0,0,0,0,0,0,0.0143987,0.0162728,0,0,0,0.0160839,0.0190925,0.0145035,0,0,0.010411,0,0.0220957,0.00234703,0.0384978,0.00776181,0.0121775,0.0102189,0.00366696,0.003612,0.0201597,0.00466917,0.00850375,0.00718349,0.0173208,0.0172308,0.0105631,0.00790699,0.0142429,0.00612939,0.0209972,0,0,0.0183821,0,0.0226338,0.0124095,0.0693099,0.0130903,0.0353461,0.0142757,0.00247228,0.0556583,0.00372415,0.0489101,0.0120425,0.0100118,0.00475815,0.00248841,0.00590649,0.0148932,0.0197271,0.029881,0.0110061,0.019504,0.0158445,0,0,0,0.0187721,0.0145367,0.00939693,0.0196166,0
79,0,0,0,0,0,0,0.0142357,0.0162035,0,0,0,0.0170245,0.0192079,0.0142447,0,0,0.0106196,0,0.0220471,0.00251577,0.0385838,0.00782119,0.0117411,0.0105643,0.00386709,0.00347244,0.0200613,0.00496606,0.00866806,0.00704959,0.0175405,0.0183308,0.011042,0.00782794,0.0155483,0.00703302,0.0212733,0,0,0.0181743,0,0.022696,0.0122091,0.0686422,0.0158205,0.0351227,0.0147148,0.00213884,0.0554825,0.00360624,0.0483343,0.0128139,0.0105408,0.00470875,0.00214984,0.00630266,0.0149912,0.0193812,0.029567,0.0111375,0.0194012,0.0160221,0,0,0,0.0177776,0.0148518,0.00881813,0.0196641,0
80,0,0,0,0,0,0,0.0140918,0.016174,0,0,0,0.0173,0.0192978,0.0139211,0,0,0.0108858,0,0.0219832,0.00250352,0.0389172,0.00801397,0.0113955,0.0107552,0.00456818,0.00309848,0.0196571,0.0050054,0.00858571,0.00701558,0.0174824,0.0194853,0.0114127,0.00775964,0.0166315,0.00835347,0.0215331,0,0,0.0176095,0,0.022639,0.0118708,0.0680411,0.0180595,0.0347704,0.0148344,0.00206198,0.0553867,0.0035116,0.047905,0.0133402,0.00997076,0.0045693,0.00167939,0.00653918,0.014581,0.0211464,0.0290172,0.0101257,0.0193328,0.0162385,0,0,0,0.016274,0.015088,0.00823164,0.0196759,0
81,0,0,0,0,0,0,0.0140634,0.0162045,0,0,0,0.0177194,0.0194446,0.0137274,0,0,0.0112876,0,0.0219313,0.00261407,0.0394797,0.00793824,0.0109716,0.0109407,0.00526948,0.00276126,0.0192485,0.00475466,0.00795197,0.00685909,0.0174521,0.0203327,0.0120699,0.00766364,0.0188152,0.00966503,0.0216957,0,0,0.0172926,0,0.02269,0.0115831,0.0677657,0.0197758,0.0343947,0.0153475,0.00199036,0.055601,0.00351675,0.0476519,0.0139623,0.00940996,0.00434757,0.00124906,0.00644516,0.0137173,0.0237037,0.0286945,0.0100267,0.0192948,0.016451,0,0,0,0.0149923,0.0151819,0.00883543,0.0197181,0
82,0,0,0,0,0,0,0.0141155,0.0162632,0,0,0,0.0183151,0.0195715,0.0137973,0,0,0.0116655,0,0.0219115,0.00275218,0.0402356,0.00778219,0.0105781,0.0110264,0.00564558,0.00279662,0.0191064,0.00448601,0.00746541,0.00664999,0.0175161,0.0211965,0.0125213,0.00757959,0.0216092,0.01099,0.021813,0,0,0.0169643,0,0.0227559,0.0113709,0.0675443,0.0212473,0.033969,0.0158491,0.002017,0.0558847,0.00374748,0.0474219,0.0144703,0.00932703,0.00416963,0.00109723,0.00629229,0.0127259,0.0279586,0.0287632,0.00995483,0.0193067,0.0165614,0,0,0,0.0140455,0.0152062,0.00969496,0.0197637,0
83,0,0,0,0,0,0,0.0142651,0.0163347,0,0,0,0.0192036,0.0196941,0.0142768,0,0,0.0119755,0,0.0218943,0.00292474,0.0409047,0.00753215,0.0100784,0.0111012,0.00526896,0.00299484,0.0190926,0.00429082,0.00746405,0.00652543,0.0175413,0.022498,0.0127173,0.00752479,0.025354,0.0119557,0.0219753,0,0,0.0166293,0,0.0228161,0.0111919,0.0670457,0.0222372,0.0334224,0.0168156,0.00216994,0.0563107,0.0041497,0.0474386,0.0152045,0.00966755,0.0039797,0.00114461,0.00584912,0.0116384,0.0325101,0.0288941,0.00989951,0.0193998,0.0165659,0,0,0,0.0138256,0.0152219,0.0096906,0.0198106,0
84,0,0,0,0,0,0,0.0141892,0.0162095,0,0,0,0.0205648,0.0197837,0.0150424,0,0,0.0121878,0,0.0218523,0.00308735,0.0413745,0.00763504,0.0095471,0.0110827,0.00485355,0.00324623,0.0191524,0.00422234,0.00800464,0.00654072,0.0173799,0.0242622,0.0129776,0.00745346,0.0283193,0.0125346,0.0217572,0,0,0.0161896,0,0.0229076,0.0109086,0.0663187,0.0228218,0.0327746,0.017746,0.00251016,0.0561113,0.00454814,0.0474702,0.0159374,0.00999262,0.00413706,0.00144829,0.0058896,0.0112147,0.0357157,0.0286805,0.00980589,0.0192911,0.0162054,0,0,0,0.0140253,0.0153417,0.00914425,0.0198757,0
85,0,0,0,0,0,0,0.0141704,0.0161502,0,0,0,0.0218395,0.01987,0.0156941,0,0,0.0123034,0,0.0218202,0.00324987,0.0415608,0.00786357,0.00901771,0.0109939,0.0046976,0.00318394,0.0191693,0.00456602,0.00873451,0.00662616,0.0171928,0.0259569,0.0131432,0.00736856,0.0295493,0.0125746,0.0215707,0,0,0.0158901,0,0.0229683,0.0107253,0.0654182,0.023215,0.0321308,0.0181031,0.00295525,0.0560714,0.00491829,0.0473579,0.01632,0.0102684,0.00441196,0.00164591,0.00639322,0.0117012,0.0372405,0.0285845,0.00976824,0.0192161,0.0159065,0,0,0,0.0142969,0.0155624,0.00930068,0.0199171,0
86,0,0,0,0,0,0,0.0141891,0.0161559,0,0,0,0.0229794,0.0198884,0.0161043,0,0,0.0123172,0,0.0217942,0.00330942,0.0415771,0.00805422,0.00848227,0.0109587,0.00480489,0.00294522,0.0190733,0.00509614,0.00941872,0.00674395,0.016991,0.027447,0.0133774,0.00728577,0.0295495,0.0126178,0.0214292,0,0,0.0156916,0,0.0230108,0.0106227,0.0644988,0.0234705,0.0315523,0.0179863,0.00334233,0.0560744,0.00521692,0.0471006,0.0163565,0.0105339,0.00487661,0.00165887,0.00715965,0.0129396,0.0372624,0.0286447,0.00983899,0.0192429,0.0157363,0,0,0,0.0143727,0.0158873,0.0097046,0.0199413,0
87,0,0,0,0,0,0,0.0141922,0.0162519,0,0,0,0.0240986,0.0198481,0.0162705,0,0,0.0122722,0,0.0217908,0.00329963,0.0415753,0.00823217,0.00788935,0.0108948,0.00501518,0.00280152,0.0189093,0.0052263,0.00989754,0.00672773,0.0167973,0.0288025,0.0130634,0.00726178,0.0287968,0.0128897,0.0213176,0,0,0.0155473,0,0.0230096,0.0105774,0.0636622,0.023709,0.0310596,0.017897,0.00353178,0.0561274,0.00537053,0.0467741,0.0162308,0.0104356,0.00551674,0.00151664,0.00796727,0.0145864,0.0368619,0.0287442,0.00975796,0.0194074,0.0157058,0,0,0,0.0142033,0.0162425,0.00978391,0.0199303,0
88,0,0,0,0,0,0,0.0141589,0.0162837,0,0,0,0.024781,0.0198272,0.016277,0,0,0.0122088,0,0.0218022,0.00331635,0.0415598,0.00813888,0.0074316,0.0108391,0.00507822,0.00273156,0.018722,0.00507352,0.0100115,0.00649982,0.016661,0.0299824,0.0125901,0.00724397,0.0276055,0.0131348,0.0211899,0,0,0.0157629,0,0.0230567,0.0106824,0.0627869,0.0237455,0.0306468,0.0180508,0.00368892,0.0562106,0.00544252,0.046635,0.0162346,0.0104527,0.00597113,0.001305,0.00851574,0.0160803,0.0355106,0.0291003,0.010381,0.0194482,0.0157738,0,0,0,0.0138108,0.0165526,0.009362,0.0199404,0
89,0,0,0,0,0,0,0.0141879,0.0163083,0,0,0,0.0254353,0.0198209,0.0164125,0,0,0.0122001,0,0.0218162,0.00336062,0.0414633,0.00812722,0.00696139,0.0108115,0.00514178,0.00272689,0.0186033,0.00541057,0.0100973,0.00644628,0.0165413,0.031029,0.0124216,0.0072534,0.0256899,0.0133628,0.0211815,0,0,0.015758,0,0.0230173,0.010699,0.0619015,0.0238681,0.0302416,0.0182088,0.00372968,0.0564221,0.00546,0.0465419,0.0163586,0.010624,0.00626988,0.000953798,0.00907135,0.0174082,0.0334685,0.0292574,0.0101964,0.0194747,0.0159063,0,0,0,0.0136884,0.0169933,0.00934437,0.0199048,0
90,0,0,0,0,0,0,0.0141835,0.0162716,0,0,0,0.0263068,0.0198044,0.0169264,0,0,0.0121723,0,0.0218226,0.00340603,0.0412407,0.00847611,0.00645222,0.0108174,0.00534085,0.00291923,0.0186071,0.00606082,0.0106345,0.00670681,0.0164135,0.0321961,0.0121181,0.00724372,0.0230423,0.0137488,0.0211786,0,0,0.0157879,0,0.0229707,0.0106856,0.0608769,0.0243574,0.0298228,0.0180461,0.00379354,0.0565333,0.00551499,0.0462332,0.0166366,0.0107968,0.00658608,0.000730441,0.00984616,0.0186647,0.0309505,0.0292965,0.0101055,0.0193985,0.0159729,0,0,0,0.0137181,0.0175005,0.00923059,0.0198668,0
91,0,0,0,0,0,0,0.0141971,0.0162598,0,0,0,0.0275492,0.0197608,0.0177054,0,0,0.0121778,0,0.0217866,0.003431,0.0409298,0.00901338,0.00594801,0.0108382,0.00577221,0.00322272,0.0186138,0.00690304,0.0118301,0.00713526,0.0162285,0.0334543,0.0116304,0.0072311,0.0201938,0.014221,0.0212225,0,0,0.0158599,0,0.0229369,0.0106842,0.0596535,0.0248869,0.0293742,0.017163,0.00387245,0.0566903,0.00551949,0.0460103,0.0165785,0.010801,0.00722434,0.000843275,0.0108266,0.0198723,0.0284358,0.0293718,0.0100879,0.0193653,0.0160732,0,0,0,0.0139988,0.0180531,0.00904658,0.0198455,0
92,0,0,0,0,0,0,0.0142519,0.0162807,0,0,0,0.028287,0.0197701,0.0185282,0,0,0.0122782,0,0.021772,0.00348441,0.0405905,0.00918977,0.00550162,0.0108395,0.00615436,0.00337681,0.0185989,0.0076183,0.0131537,0.00734675,0.0160274,0.0344154,0.0114934,0.00722729,0.0180954,0.0144299,0.0212995,0,0,0.0159646,0,0.0228969,0.0107556,0.0581885,0.0252356,0.0289009,0.01656,0.0039496,0.0569787,0.00570062,0.0459943,0.01656,0.0107765,0.00764822,0.000836675,0.0113766,0.020577,0.0266824,0.0294525,0.0101286,0.0193799,0.016221,0,0,0,0.0149076,0.0185958,0.00880847,0.0198188,0
93,0,0,0,0,0,0,0.0143128,0.0163684,0,0,0,0.0288573,0.0199603,0.0192543,0,0,0.0125676,0,0.0218811,0.00368912,0.0403193,0.00948624,0.00508611,0.0107667,0.00669208,0.00359792,0.0185455,0.00825738,0.0142214,0.00759847,0.0156993,0.035222,0.0117204,0.00726838,0.0170166,0.0144613,0.0214235,0,0,0.0161144,0,0.022851,0.0109005,0.056593,0.0253262,0.0283929,0.0161506,0.00403494,0.0573744,0.00607827,0.0460892,0.0166462,0.0108133,0.00774017,0.000844977,0.0115441,0.0207581,0.0258694,0.029615,0.0102525,0.0194221,0.0162894,0,0,0,0.0157305,0.0191352,0.0089223,0.01979,0
94,0,0,0,0,0,0,0.0144194,0.0165424,0,0,0,0.0291495,0.0200902,0.0198123,0,0,0.0129058,0,0.0219588,0.0038305,0.0400314,0.00962463,0.00487545,0.0107354,0.00707629,0.0037004,0.0184795,0.00877605,0.0148522,0.00780666,0.015496,0.0356949,0.011904,0.0072936,0.0165638,0.0144623,0.021613,0,0,0.0163485,0,0.0227955,0.0111121,0.0549242,0.0252615,0.0279372,0.0157529,0.00413005,0.0578393,0.0066428,0.0461864,0.0167794,0.0109182,0.00765696,0.00117499,0.0115346,0.0205391,0.025671,0.0298348,0.010428,0.0195597,0.0163203,0,0,0,0.016495,0.0196321,0.00879292,0.0197484,0
95,0,0,0,0,0,0,0.0145492,0.0166945,0,0,0,0.0293843,0.0200268,0.0202286,0,0,0.0131082,0,0.0219321,0.00392017,0.0396865,0.00958551,0.00486347,0.0108441,0.00729464,0.00367417,0.0183745,0.00916836,0.0151782,0.00791976,0.0153647,0.0360411,0.0123106,0.00729398,0.0164845,0.0146046,0.0218405,0,0,0.0166268,0,0.0227219,0.0113586,0.0532552,0.0252269,0.0275761,0.0150667,0.00423006,0.0582956,0.00722403,0.0462275,0.0166965,0.0110233,0.00775519,0.00165806,0.0117165,0.0202187,0.0258556,0.0301872,0.0107035,0.0196682,0.0165883,0,0,0,0.0170754,0.02012,0.0087715,0.0196857,0
96,0,0,0,0,0,0,0.0147219,0.0168695,0,0,0,0.0297024,0.0200916,0.0206379,0,0,0.0133924,0,0.0219194,0.00406364,0.0392654,0.00944459,0.0048189,0.0110567,0.00740872,0.00357916,0.0182965,0.00942306,0.0152766,0.00797037,0.0153083,0.0364761,0.0126628,0.00729296,0.0165472,0.0146423,0.022183,0,0,0.0169442,0,0.0226001,0.0116569,0.0516751,0.0251837,0.0273052,0.0141428,0.00433534,0.0590472,0.00775927,0.0461902,0.0163847,0.0110668,0.00800678,0.00227359,0.0120051,0.0198548,0.0263376,0.0306652,0.0110475,0.0198,0.0169074,0,0,0,0.0175656,0.0205432,0.00893552,0.0195847,0
97,0,0,0,0,0,0,0.0149785,0.0170877,0,0,0,0.0299337,0.0201482,0.021085,0,0,0.0136799,0,0.0219268,0.00419219,0.0387406,0.00891961,0.00488683,0.0112497,0.00721607,0.00337202,0.0182253,0.00969441,0.0153344,0.00787697,0.0153806,0.0369292,0.0128819,0.00732608,0.0168059,0.0144804,0.0227049,0,0,0.0177782,0,0.0226518,0.0121398,0.0502987,0.0250269,0.0271278,0.013165,0.00446332,0.0603434,0.00823793,0.0460809,0.0159247,0.0111572,0.00838573,0.00294012,0.0122545,0.0195469,0.0268132,0.0316254,0.0123205,0.0200384,0.0173071,0,0,0,0.0183106,0.0209213,0.0092715,0.0195728,0
98,0,0,0,0,0,0,0.0152339,0.0173293,0,0,0,0.0304985,0.0200465,0.0215547,0,0,0.0139227,0,0.0218692,0.00426403,0.0382609,0.00855007,0.00511807,0.0113598,0.00722314,0.0032878,0.0182524,0.0099779,0.0156548,0.00779635,0.0153152,0.0377897,0.0132116,0.00738114,0.0170085,0.0141995,0.0232699,0,0,0.018278,0,0.0226475,0.0125034,0.0491574,0.0247848,0.0270189,0.0117939,0.00451938,0.0617047,0.0086069,0.045913,0.0152124,0.0111758,0.00901696,0.00372728,0.0125752,0.0194067,0.0275054,0.0323519,0.0118878,0.0203305,0.0177292,0,0,0,0.0190846,0.0213249,0.00917819,0.0195835,0
99,0,0,0,0,0,0,0.0153802,0.0175623,0,0,0,0.0315435,0.0200765,0.0220224,0,0,0.0142827,0,0.0218767,0.00438997,0.0379149,0.00862533,0.00536276,0.0114608,0.00744767,0.00332371,0.0183366,0.0103053,0.0159636,0.00786543,0.0151045,0.0391194,0.0133983,0.00736111,0.0169358,0.0138791,0.0236739,0,0,0.0187359,0,0.0225991,0.0128526,0.0481487,0.0243694,0.0269566,0.0100746,0.0046015,0.0626606,0.00878387,0.04567,0.0141615,0.0109981,0.00985137,0.00471874,0.0129852,0.0194427,0.0281653,0.0329602,0.0119346,0.0205257,0.0180074,0,0,0,0.0196271,0.0216775,0.00929806,0.0195874,0
100,0,0,0,0,0,0,0.0156969,0.0179578,0,0,0,0.0323348,0.020025,0.0225212,0,0,0.0145925,0,0.0218597,0.00455058,0.037526,0.00824282,0.00552783,0.011587,0.00736214,0.0032553,0.0183938,0.0107365,0.0161802,0.00797446,0.0150657,0.0401731,0.0136273,0.00735558,0.0165855,0.0135375,0.0243593,0,0,0.0194394,0,0.0225449,0.0133743,0.0471625,0.0233723,0.0269768,0.00787079,0.00469115,0.0641763,0.00872771,0.04533,0.0127341,0.0105189,0.0109857,0.0058311,0.0135404,0.0196466,0.0278788,0.0339311,0.0121181,0.0209212,0.018497,0,0,0,0.0204931,0.0220108,0.00961665,0.019532,0
101,0,0,0,0,0,0,0.0155553,0.0178038,0,0,0,0.0332135,0.0199753,0.0229502,0,0,0.0148181,0,0.0218332,0.00470365,0.037096,0.00788302,0.00575031,0.0117017,0.00739469,0.00328464,0.0185174,0.0112233,0.0165208,0.00810744,0.0150081,0.0411804,0.0138975,0.00736972,0.0156522,0.0131163,0.0243927,0,0,0.0198012,0,0.0225524,0.0136267,0.0460579,0.0221838,0.0270752,0.0050436,0.00487944,0.0642757,0.0085456,0.0449813,0.0108724,0.00978776,0.0124912,0.00725088,0.0143006,0.0199659,0.0268413,0.034255,0.0122308,0.0207427,0.0185071,0,0,0,0.0210061,0.0222712,0.0095626,0.0195021,0
102,0,0,0,0,0,0,0.0153745,0.0176425,0,0,0,0.0340937,0.0199353,0.0233371,0,0,0.0150997,0,0.0218044,0.00486975,0.0366081,0.00776227,0.00603881,0.0118476,0.00754712,0.00338501,0.0186528,0.0112356,0.0168603,0.00805448,0.0149312,0.0422674,0.0138856,0.00737287,0.0142189,0.0127688,0.0244254,0,0,0.020114,0,0.0225724,0.0138305,0.0448871,0.0208226,0.0271929,0.00338171,0.00514216,0.064283,0.0085194,0.0448746,0.00949578,0.00899859,0.0141949,0.00901973,0.0152102,0.0203197,0.0250354,0.0345329,0.0123641,0.020509,0.0184601,0,0,0,0.0212557,0.0225162,0.00979497,0.0195045,0
103,0,0,0,0,0,0,0.0152132,0.0174957,0,0,0,0.0348453,0.0199234,0.023739,0,0,0.0153284,0,0.021751,0.00497507,0.0362163,0.00777862,0.00625776,0.0119096,0.00774656,0.00350647,0.0187228,0.011328,0.017116,0.00800937,0.0148537,0.0433382,0.0139013,0.00734491,0.0125369,0.0127127,0.0245713,0,0,0.0204784,0,0.022572,0.0140602,0.0438915,0.0198401,0.0272941,0.00544025,0.00538505,0.0642774,0.0087102,0.0448926,0.00909869,0.00830821,0.0153583,0.0105626,0.0158732,0.020477,0.0226758,0.0348299,0.0125245,0.0202753,0.0184243,0,0,0,0.0216709,0.0228189,0.0103297,0.0195026,0
