Timestep,BBL,BBR,BFBL,BFBR,BFTL,BFTR,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LKNE,LPSI,LSHO,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,R5FT,RANK,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,STRN,T10,x70,x72,x73,LHEE,LILC,LTHI,R5HD,RWRB
143,0,0,0,0,0,0,0.0157056,0.017534,0,0,0,0.0696559,0.0202804,0.0416936,0,0,0.0152325,0,0.0218698,0.00535547,0.0351262,0.00851327,0.00273608,0.011339,0.00536404,0.0104745,0.013992,0.0179993,0.0253069,0.0123307,0.022043,0.0790472,0.0117284,0.0069142,0.0125135,0.00420282,0.0261974,0,0,0.0203877,0,0.0221565,0.0140361,0.0473521,0.00638041,0.0269989,0.0124933,0.00232886,0.0678231,0.00472892,0.0416722,0.00750702,0.00866065,0.00583402,0.00718691,0.00532551,0.00665188,0.0137961,0.034897,0.0159106,0.0204716,0.0195384,0,0,0,0.0375434,0.0269205,0.00726281,0.0195517,0.00995053
144,0,0,0,0,0,0,0.0154993,0.0173633,0,0,0,0.0691364,0.0203476,0.0439785,0,0,0.0151431,0,0.0218971,0.00532478,0.034408,0.00810045,0.00273705,0.0111352,0.00557765,0.0102057,0.0145866,0.0193341,0.0276257,0.0134286,0.0224179,0.0781457,0.0115691,0.00690152,0.0123672,0.00430569,0.0258374,0,0,0.0201457,0,0.0222051,0.0138964,0.0478845,0.00700638,0.0272093,0.0123523,0.00208591,0.0671618,0.00473826,0.041779,0.00740817,0.00855621,0.00587905,0.00696719,0.00529017,0.00662996,0.012803,0.034455,0.0162564,0.0202419,0.0192421,0,0,0,0.0403734,0.0263466,0.00733965,0.0195615,0.0102599
145,0,0,0,0,0,0,0.0153099,0.0173197,0,0,0,0.0678608,0.0203099,0.0450118,0,0,0.0150706,0,0.0218784,0.00525588,0.0337358,0.00772219,0.00273731,0.0108486,0.0058627,0.00988884,0.0151555,0.0202198,0.0289993,0.0139779,0.0225726,0.0766213,0.0115244,0.00691247,0.0115568,0.00438218,0.0255302,0,0,0.0199775,0,0.0221968,0.0138455,0.0482383,0.00738897,0.0275554,0.0121048,0.00206273,0.0667088,0.00465502,0.0418791,0.00720019,0.00820868,0.00605027,0.00673791,0.00528731,0.00669984,0.0126239,0.034207,0.0160847,0.0202151,0.0189481,0,0,0,0.0423376,0.0259284,0.00761286,0.0195636,0.0102347
146,0,0,0,0,0,0,0.0151333,0.0173377,0,0,0,0.0664134,0.0202928,0.0448227,0,0,0.0148738,0,0.0218709,0.00517636,0.0332036,0.00732309,0.00279088,0.0105445,0.00598221,0.00964204,0.0155387,0.020498,0.0291197,0.0140023,0.0225189,0.0745294,0.0115874,0.00690508,0.0113958,0.00439621,0.025261,0,0,0.0198675,0,0.0222237,0.0137896,0.048353,0.00774429,0.0278628,0.0120187,0.00207706,0.0663993,0.00463469,0.0418937,0.00723073,0.00798475,0.00609072,0.00659399,0.00520741,0.00682468,0.0122273,0.0341442,0.0160573,0.020204,0.0186358,0,0,0,0.0431985,0.0256069,0.00797416,0.0196019,0.0100813
147,0,0,0,0,0,0,0.0150048,0.0173772,0,0,0,0.0647103,0.020238,0.0436098,0,0,0.0146612,0,0.0218591,0.00505252,0.0327056,0.00695376,0.00288312,0.0103534,0.00600664,0.00944544,0.015699,0.0201722,0.0279202,0.0135016,0.0222583,0.0725835,0.0116487,0.00691338,0.011541,0.00441947,0.0250989,0,0,0.0198666,0,0.022301,0.0137204,0.0483158,0.00803436,0.0281308,0.0118771,0.00209537,0.0661936,0.00469761,0.041876,0.00735422,0.00840098,0.0057386,0.00654817,0.00498934,0.00664792,0.0119064,0.0342151,0.016282,0.0202653,0.0184031,0,0,0,0.0424799,0.0253866,0.0082799,0.0196359,0.010155
148,0,0,0,0,0,0,0.0149118,0.0174287,0,0,0,0.0627774,0.0201332,0.041844,0,0,0.0144533,0,0.0218135,0.00488986,0.0320682,0.00671991,0.00307208,0.0102869,0.00592647,0.00939546,0.015718,0.0194832,0.0263814,0.0125326,0.0218955,0.071062,0.011766,0.00694252,0.0119631,0.00448661,0.0249976,0,0,0.0199381,0,0.0223295,0.0137952,0.0483987,0.00839573,0.0286829,0.0117488,0.00219793,0.0661068,0.00480215,0.0418394,0.00758618,0.00878842,0.00541614,0.00643529,0.00468578,0.00628161,0.010998,0.0343364,0.0161471,0.0204142,0.0184248,0,0,0,0.0412469,0.0252655,0.00807033,0.0196445,0.0102009
149,0,0,0,0,0,0,0.0148717,0.0174758,0,0,0,0.0609881,0.0201019,0.0397875,0,0,0.0142277,0,0.0218419,0.00477017,0.0312952,0.00670035,0.00333382,0.0101438,0.00579587,0.00942518,0.015654,0.0186101,0.0246167,0.0113206,0.0214995,0.0699231,0.0118229,0.0069956,0.011925,0.00475373,0.0249793,0,0,0.0201336,0,0.0223126,0.014004,0.0486636,0.00887528,0.0290849,0.0115379,0.00233441,0.066214,0.00495312,0.0418701,0.00776014,0.00893631,0.00487398,0.00638579,0.00431015,0.00586564,0.0106395,0.0345614,0.0162594,0.0205092,0.0184786,0,0,0,0.0398964,0.0250788,0.00759365,0.0196309,0.0102029
150,0,0,0,0,0,0,0.0148599,0.0175529,0,0,0,0.0597825,0.0200696,0.0377551,0,0,0.0139588,0,0.0218838,0.00464071,0.0304543,0.0062277,0.00360279,0.0100218,0.00574191,0.00957717,0.0155048,0.0176464,0.0228157,0.0105442,0.0210858,0.0689018,0.0118606,0.00704478,0.0115196,0.00497345,0.0250506,0,0,0.020419,0,0.0222748,0.0142406,0.0492149,0.00953873,0.0295724,0.0113927,0.00247906,0.066505,0.00513776,0.0419098,0.00807804,0.00882563,0.00444569,0.00622085,0.00402016,0.00558139,0.00997338,0.0348329,0.0163268,0.0205725,0.0185474,0,0,0,0.0383572,0.0248145,0.00777943,0.0196055,0.0101243
151,0,0,0,0,0,0,0.0148941,0.0176824,0,0,0,0.0587761,0.0199944,0.0360375,0,0,0.013772,0,0.021928,0.00456454,0.0296328,0.00565274,0.0038914,0.00995546,0.00592887,0.00981578,0.0152832,0.0168177,0.0213365,0.00990497,0.0206649,0.0680145,0.0118154,0.00711897,0.0112974,0.00514477,0.0251829,0,0,0.0207178,0,0.0222656,0.0143681,0.0498924,0.00984817,0.0299379,0.0112818,0.00265809,0.066934,0.0053923,0.0419973,0.00851708,0.00846021,0.00436231,0.00604009,0.00376584,0.00537084,0.00941725,0.0351886,0.0164711,0.0206688,0.0186491,0,0,0,0.0370769,0.0244356,0.00809478,0.0195964,0.0101061
152,0,0,0,0,0,0,0.0149249,0.0176549,0,0,0,0.0576031,0.0199359,0.0347328,0,0,0.0136486,0,0.0219591,0.00449493,0.0289146,0.00564313,0.00423932,0.00991526,0.00645798,0.0102337,0.0150288,0.0165658,0.0202453,0.00937071,0.0202495,0.0670837,0.0117805,0.00716359,0.0111975,0.00545331,0.025195,0,0,0.0208046,0,0.0223071,0.0142032,0.0505917,0.0100196,0.0301876,0.011272,0.00289059,0.0669985,0.00567121,0.0421193,0.00887248,0.00831085,0.00427816,0.00592689,0.00356621,0.00524743,0.00912318,0.0352979,0.0166305,0.0205712,0.0186825,0,0,0,0.0363207,0.0239645,0.00827577,0.0196161,0.0101259
153,0,0,0,0,0,0,0.0147138,0.0173919,0,0,0,0.0563616,0.0199083,0.0341133,0,0,0.0136003,0,0.0219587,0.00442279,0.0284107,0.0064268,0.00463898,0.00993019,0.00739722,0.0108367,0.0147693,0.0166051,0.0191831,0.00880761,0.0198908,0.0656883,0.0118409,0.007186,0.0108709,0.00588417,0.0248103,0,0,0.0206495,0,0.0223739,0.0139971,0.0513511,0.0104354,0.0305533,0.0111968,0.00314787,0.0663268,0.00588228,0.0422216,0.00910506,0.00854872,0.0039817,0.00582334,0.00339809,0.00502826,0.00909327,0.035031,0.0171471,0.0202567,0.0184076,0,0,0,0.0362064,0.0234929,0.00828454,0.0196485,0.0101898
154,0,0,0,0,0,0,0.0145642,0.0171664,0,0,0,0.0549562,0.0198747,0.0341121,0,0,0.0136606,0,0.0219623,0.00435611,0.0281991,0.00786239,0.00507975,0.00984882,0.00883383,0.0115002,0.014571,0.016796,0.0178697,0.00817284,0.0196181,0.0638436,0.011812,0.0072189,0.0106812,0.0063274,0.0244875,0,0,0.0204403,0,0.0223802,0.0138978,0.0520528,0.0110457,0.0308719,0.011169,0.00343881,0.0658634,0.00604848,0.0423598,0.00937801,0.00860565,0.00360761,0.00574592,0.00328885,0.00488628,0.00874735,0.0347542,0.0169188,0.0200599,0.0181918,0,0,0,0.0367538,0.023001,0.00863416,0.0196492,0.0100948
155,0,0,0,0,0,0,0.0144689,0.016989,0,0,0,0.0530736,0.019845,0.0342343,0,0,0.0136904,0,0.0219723,0.00430569,0.028304,0.0103152,0.00553756,0.00979677,0.0108275,0.0122162,0.0144239,0.0170986,0.0171545,0.00771195,0.0193727,0.0611553,0.0117718,0.00725504,0.0104947,0.00662815,0.0242109,0,0,0.0202205,0,0.0223944,0.0137962,0.0527211,0.0116348,0.0310936,0.0111653,0.00381815,0.0655057,0.00620934,0.0425585,0.00963397,0.00838354,0.00320707,0.00567728,0.0032391,0.00493364,0.00852878,0.0344752,0.016784,0.019932,0.0179838,0,0,0,0.0375406,0.0224754,0.00946021,0.019647,0.00998961
156,0,0,0,0,0,0,0.014424,0.0168945,0,0,0,0.0503963,0.0198354,0.0340729,0,0,0.0137488,0,0.021967,0.00428398,0.0287034,0.0139473,0.00601398,0.0098213,0.0135701,0.0132247,0.0143436,0.0172206,0.0161112,0.0075676,0.0190803,0.0573371,0.0117339,0.00726204,0.0103478,0.00690014,0.0239836,0,0,0.0199848,0,0.0224341,0.0136724,0.0533967,0.0121292,0.0312754,0.0111284,0.00430254,0.0652272,0.00640058,0.0427724,0.00975007,0.00840188,0.00298675,0.00559962,0.00327371,0.00504106,0.00850884,0.0341579,0.0167794,0.0198836,0.017786,0,0,0,0.0383748,0.0219278,0.0107291,0.019657,0.00989994
157,0,0,0,0,0,0,0.0144154,0.0168616,0,0,0,0.0463163,0.0198271,0.0335397,0,0,0.0138608,0,0.0219809,0.00435706,0.0294071,0.0182605,0.00658118,0.00979791,0.0175507,0.0151466,0.014315,0.0170689,0.0144899,0.00709509,0.0187077,0.0520979,0.0117349,0.00726789,0.0102311,0.00716542,0.023837,0,0,0.0197677,0,0.0225084,0.0135907,0.0540589,0.0126914,0.0314794,0.0108045,0.0048846,0.0651017,0.00659774,0.0429998,0.00972946,0.00837396,0.0027366,0.00552105,0.00338804,0.00521528,0.00863883,0.0339094,0.0168439,0.0198981,0.0176778,0,0,0,0.0391626,0.0213848,0.0125553,0.0196955,0.00977765
158,0,0,0,0,0,0,0.0144314,0.0168662,0,0,0,0.041122,0.0198567,0.0325473,0,0,0.0140724,0,0.0220381,0.00455391,0.0303478,0.0232702,0.00713688,0.00970921,0.0223079,0.0178625,0.0143194,0.0172894,0.0128734,0.00649818,0.0182525,0.0452023,0.0116973,0.0072921,0.0101006,0.00758095,0.0237379,0,0,0.0195653,0,0.0225081,0.0135402,0.0547193,0.0133305,0.0316947,0.0106167,0.0055022,0.0651374,0.00676828,0.0432569,0.00987117,0.00821771,0.00265515,0.00547444,0.00364999,0.00552295,0.00892686,0.0337749,0.0169528,0.019958,0.0176834,0,0,0,0.0395432,0.0208668,0.0149822,0.0197043,0.00994199
159,0,0,0,0,0,0,0.0144908,0.0169068,0,0,0,0.035711,0.0198961,0.0308068,0,0,0.0142045,0,0.0220927,0.00460854,0.0313737,0.0272346,0.00760155,0.00972189,0.0263581,0.0195681,0.0143059,0.0174065,0.0112284,0.00601894,0.0178195,0.0382802,0.0116967,0.00732207,0.0099456,0.00800852,0.0237199,0,0,0.0194854,0,0.0225062,0.0135169,0.0553663,0.0137923,0.0319158,0.0104774,0.00604331,0.0653385,0.00689504,0.0435154,0.0100094,0.00796583,0.00265635,0.00541322,0.0039326,0.00583863,0.00923769,0.0337846,0.0170195,0.0200842,0.0178079,0,0,0,0.0391624,0.0203706,0.0169627,0.019707,0.0100717
160,0,0,0,0,0,0,0.0146477,0.0169975,0,0,0,0.0305453,0.0198949,0.0282714,0,0,0.0142923,0,0.022087,0.00453845,0.0324055,0.0296096,0.00798834,0.00966137,0.0289471,0.0207682,0.0141936,0.0172589,0.0102939,0.00567565,0.0174058,0.0319267,0.0116959,0.00733331,0.00978989,0.00823839,0.0238377,0,0,0.0195168,0,0.0225195,0.0135451,0.0559208,0.0141752,0.0320377,0.0103785,0.00648469,0.0657399,0.00703217,0.0437465,0.0101364,0.00766091,0.00261212,0.00535786,0.00419486,0.00619042,0.00944107,0.0339403,0.0170864,0.0202123,0.017709,0,0,0,0.0378912,0.0198877,0.018138,0.0197127,0.00983327
161,0,0,0,0,0,0,0.0148362,0.0171163,0,0,0,0.0255211,0.0198719,0.0253045,0,0,0.0144243,0,0.0220705,0.00444132,0.0333668,0.0311024,0.00821345,0.00962203,0.0305148,0.0211181,0.014003,0.0168785,0.0100644,0.00524059,0.0169942,0.025572,0.0117206,0.00736551,0.00965316,0.00835617,0.023975,0,0,0.0196132,0,0.0225138,0.0136254,0.0563696,0.0148149,0.0320307,0.0102644,0.00682919,0.0662131,0.00716494,0.0439109,0.0102459,0.00731634,0.00263428,0.00531695,0.00448474,0.00670671,0.00969625,0.0341361,0.0171589,0.0203293,0.0177863,0,0,0,0.035794,0.0194435,0.0186388,0.0197114,0.0092841
162,0,0,0,0,0,0,0.0148708,0.0170527,0,0,0,0.0204617,0.0198745,0.0220359,0,0,0.0144122,0,0.0220628,0.00435033,0.0341142,0.031571,0.00830548,0.0096161,0.0309973,0.0201222,0.0138077,0.0162619,0.0101411,0.00509132,0.0165801,0.0191178,0.0118181,0.00737735,0.00948814,0.00858199,0.0238661,0,0,0.0195791,0,0.0225599,0.0136586,0.0568701,0.0153483,0.0321316,0.0100276,0.00706623,0.0661569,0.00717308,0.0441143,0.010208,0.00714488,0.00273302,0.00530301,0.00487234,0.0073623,0.0100204,0.0341412,0.0173585,0.0202322,0.0179651,0,0,0,0.0329338,0.0190941,0.0186812,0.0197198,0.00975277
163,0,0,0,0,0,0,0.0149385,0.0170171,0,0,0,0.0157443,0.0198639,0.0187529,0,0,0.0144926,0,0.0220488,0.0042982,0.0345971,0.0307483,0.00835337,0.00951705,0.0302667,0.0189188,0.0137729,0.0153711,0.0102058,0.00510976,0.0162112,0.012863,0.0118515,0.00738867,0.00936323,0.00870597,0.0238172,0,0,0.0196132,0,0.0225619,0.0137428,0.0573524,0.0155073,0.0322572,0.00986301,0.00710413,0.0661534,0.00710964,0.0443668,0.0101704,0.0068574,0.00286271,0.0052445,0.00517792,0.00789647,0.0104526,0.0341483,0.0172344,0.0201822,0.0181009,0,0,0,0.0293852,0.0188331,0.018178,0.0197192,0.0101166
164,0,0,0,0,0,0,0.0151016,0.0170323,0,0,0,0.012013,0.0198623,0.0153643,0,0,0.0145541,0,0.0220476,0.00418408,0.0348933,0.0292429,0.00848193,0.00944541,0.0286274,0.0173189,0.0139626,0.0141479,0.0100911,0.00500302,0.0158305,0.00672787,0.0119767,0.00739992,0.00936228,0.0086694,0.0238819,0,0,0.0198261,0,0.0225686,0.0138781,0.057794,0.015511,0.032348,0.00972467,0.0069722,0.0663719,0.00701176,0.0446364,0.0101557,0.0065245,0.0029064,0.00518533,0.00535843,0.00815292,0.0108046,0.0343631,0.0173107,0.020201,0.0182149,0,0,0,0.0253599,0.0185886,0.0172366,0.0197212,0.0102176
165,0,0,0,0,0,0,0.0153006,0.0170064,0,0,0,0.0110355,0.0198669,0.0119511,0,0,0.0145731,0,0.0220811,0.00408404,0.0349607,0.0267839,0.00863776,0.00928499,0.0261265,0.015215,0.0143158,0.0124066,0.00985505,0.00486934,0.0156715,0.00400104,0.0120473,0.0074301,0.00923551,0.00859247,0.0239962,0,0,0.0201274,0,0.0225296,0.0140585,0.0582173,0.0154519,0.0323298,0.00962652,0.00670058,0.0665764,0.00691465,0.0449884,0.0101848,0.00649487,0.00304627,0.00518656,0.00552971,0.00841153,0.0110115,0.0346404,0.017292,0.0202042,0.0183694,0,0,0,0.0208139,0.0183848,0.0158812,0.0196936,0.0102208
166,0,0,0,0,0,0,0.0155588,0.0170078,0,0,0,0.0130941,0.0198189,0.008968,0,0,0.0145094,0,0.02209,0.00397017,0.0347958,0.0232608,0.00881731,0.0091772,0.0227349,0.0126176,0.014834,0.0104167,0.00945171,0.00486573,0.0157411,0.00819473,0.0121076,0.00747872,0.00903827,0.00833284,0.024214,0,0,0.0204893,0,0.0224832,0.014308,0.0585795,0.0152267,0.0322415,0.00962163,0.00631529,0.0668991,0.00682503,0.0453738,0.0102096,0.00641772,0.00327745,0.00520338,0.00565547,0.00876172,0.0111615,0.0349642,0.0173192,0.0202387,0.0186308,0,0,0,0.0160516,0.0182591,0.0140818,0.019662,0.0103441
167,0,0,0,0,0,0,0.0158408,0.0170652,0,0,0,0.0164016,0.0197829,0.00742811,0,0,0.0143975,0,0.0220938,0.00380659,0.0344179,0.0186957,0.00906621,0.00913273,0.0184824,0.00963638,0.0154966,0.00815994,0.00857865,0.00483461,0.0161738,0.0129366,0.0121229,0.00750725,0.00903105,0.00810042,0.0244786,0,0,0.0208758,0,0.0224322,0.0145836,0.0588797,0.0149695,0.032129,0.00971099,0.00587867,0.0673065,0.00673773,0.0457425,0.010137,0.00622446,0.00343105,0.00520048,0.00574059,0.00904427,0.0115272,0.0353403,0.0173748,0.0202869,0.0189426,0,0,0,0.0117065,0.018254,0.0116477,0.0196363,0.0103955
168,0,0,0,0,0,0,0.0162033,0.0172011,0,0,0,0.0195819,0.0197495,0.00812861,0,0,0.0142271,0,0.0221449,0.00357886,0.0339009,0.0136828,0.00947611,0.00903843,0.0137213,0.00659612,0.0163512,0.00586484,0.0072579,0.00484297,0.0169065,0.016786,0.0120947,0.0075503,0.00904263,0.00800242,0.0248116,0,0,0.0213129,0,0.0223826,0.014861,0.0590498,0.0147062,0.0320384,0.00956846,0.00542032,0.0678293,0.00662823,0.0460691,0.0099918,0.0061107,0.00359182,0.0051724,0.00581445,0.00929672,0.0118375,0.035722,0.0174265,0.020426,0.0193199,0,0,0,0.00880426,0.0183569,0.00916857,0.0196203,0.010529
169,0,0,0,0,0,0,0.0166074,0.0174125,0,0,0,0.0224905,0.0196928,0.0103247,0,0,0.0140342,0,0.0221788,0.00338966,0.0333124,0.00875369,0.00999273,0.00897537,0.00905085,0.0041055,0.0173969,0.00396989,0.00613504,0.00494119,0.0178397,0.019966,0.0120091,0.00760872,0.0089629,0.00808852,0.025266,0,0,0.0218173,0,0.0223967,0.0151641,0.0590876,0.0147841,0.0319374,0.00944008,0.00493233,0.068499,0.00653072,0.0463722,0.00979452,0.00599482,0.0037679,0.00513631,0.00594067,0.009621,0.0119898,0.0361705,0.017578,0.0206377,0.0197584,0,0,0,0.00831573,0.0185614,0.00736015,0.0196309,0.0109036
170,0,0,0,0,0,0,0.0168539,0.0175209,0,0,0,0.0245243,0.0196516,0.0129564,0,0,0.0138557,0,0.0221978,0.00322649,0.0326705,0.00461857,0.0105467,0.00896453,0.0054943,0.00340744,0.0184626,0.00312847,0.00567169,0.00504812,0.0189287,0.0221417,0.0119353,0.00764677,0.00877826,0.00821779,0.0255504,0,0,0.0222513,0,0.0224461,0.0153826,0.0590613,0.0151106,0.0317032,0.00936171,0.00438023,0.0688056,0.0064354,0.0467284,0.0096305,0.00584075,0.00385201,0.00511203,0.00613472,0.0100025,0.0121893,0.0364895,0.017846,0.0207099,0.0200532,0,0,0,0.0105228,0.0188521,0.0066541,0.0196577,0.0107266
171,0,0,0,0,0,0,0.0171996,0.0176967,0,0,0,0.0264325,0.0196168,0.0155621,0,0,0.0136949,0,0.022228,0.00303916,0.0322505,0.00463153,0.0111413,0.00898614,0.00591702,0.00503302,0.0195937,0.00402408,0.00584526,0.00517163,0.0198752,0.0240877,0.0119401,0.00767743,0.00865248,0.00826579,0.0259147,0,0,0.0226082,0,0.0223577,0.0155801,0.059007,0.015324,0.0314693,0.00929564,0.00396431,0.0691873,0.00636356,0.0471133,0.00952156,0.00570574,0.00392155,0.00508154,0.00633071,0.0103199,0.0123219,0.036765,0.0178451,0.0209352,0.0204348,0,0,0,0.0137033,0.0191943,0.00736333,0.0196329,0.0100235
172,0,0,0,0,0,0,0.0175379,0.0179226,0,0,0,0.0281752,0.0196037,0.0177024,0,0,0.0135062,0,0.0222811,0.0028279,0.0320285,0.00698126,0.0117477,0.00909302,0.00860021,0.00711039,0.0207216,0.00539358,0.0063342,0.00535013,0.0205593,0.0256544,0.0120178,0.00771006,0.00858686,0.00824157,0.0263299,0,0,0.0229237,0,0.0222916,0.0157479,0.0589279,0.0153849,0.0312594,0.0092087,0.00375162,0.0696014,0.00628664,0.047553,0.00939438,0.00569023,0.00404582,0.00504243,0.00649461,0.0105279,0.0123886,0.0370893,0.0179917,0.0212461,0.0208393,0,0,0,0.0166933,0.0196494,0.00883975,0.0196219,0.00890224
173,0,0,0,0,0,0,0.0179749,0.0182623,0,0,0,0.0285806,0.0195752,0.0193442,0,0,0.0133568,0,0.0223073,0.00266177,0.0317941,0.00980295,0.0122521,0.00913849,0.0118582,0.0089144,0.021559,0.0068131,0.00704244,0.00548419,0.0215537,0.0260095,0.0119949,0.00776047,0.00845328,0.00837068,0.0269431,0,0,0.0232946,0,0.0222384,0.0159501,0.05895,0.0154605,0.0310315,0.00910449,0.00361916,0.0703611,0.00620291,0.0480516,0.00924215,0.00568421,0.00422063,0.0049978,0.00663236,0.0106587,0.0124157,0.0375905,0.0178828,0.0216839,0.0213968,0,0,0,0.0195922,0.0202064,0.0108989,0.0195963,0.00842257
174,0,0,0,0,0,0,0.0184283,0.018697,0,0,0,0.0291963,0.0195344,0.0204819,0,0,0.0131209,0,0.0223351,0.00248571,0.0317918,0.0121293,0.0127719,0.00926725,0.0145413,0.0105128,0.0223376,0.00778904,0.00773444,0.00573605,0.0223085,0.0260449,0.011928,0.00780304,0.00847645,0.00869568,0.0275992,0,0,0.0237435,0,0.0222138,0.0161845,0.0589794,0.0156157,0.0307681,0.00910725,0.00363565,0.0712812,0.00619299,0.0486364,0.00918854,0.00576916,0.00431338,0.00498804,0.00677163,0.0108128,0.0124209,0.0381761,0.0178881,0.022198,0.0219733,0,0,0,0.0218129,0.0207307,0.0128041,0.0195904,0.00837252
175,0,0,0,0,0,0,0.0188865,0.0191368,0,0,0,0.0296416,0.0194808,0.0214446,0,0,0.012825,0,0.0223355,0.00232733,0.0319653,0.013719,0.0133123,0.00927917,0.0164104,0.0118102,0.0230083,0.00829299,0.00813634,0.00604408,0.0228581,0.0257565,0.0117772,0.00781207,0.00850413,0.00892668,0.0282563,0,0,0.0241501,0,0.0221647,0.0163915,0.0590577,0.0157427,0.030507,0.00901457,0.00377618,0.0722822,0.00622736,0.0492628,0.00914355,0.00579124,0.00437632,0.0049759,0.00693262,0.0108737,0.0123569,0.0387405,0.0178455,0.0227078,0.0225125,0,0,0,0.0233864,0.0212446,0.0143957,0.0195736,0.00835645
176,0,0,0,0,0,0,0.0190484,0.0192578,0,0,0,0.0292709,0.019435,0.0220208,0,0,0.0125069,0,0.0223724,0.00218296,0.0322264,0.0148509,0.0139171,0.00925241,0.0174444,0.0126144,0.0234215,0.00845765,0.00827761,0.00615815,0.0232545,0.0248886,0.0115798,0.00785056,0.00833159,0.00887158,0.0284639,0,0,0.0242708,0,0.0221576,0.0164088,0.0592362,0.0157632,0.0302702,0.00885775,0.00401482,0.0723818,0.00629984,0.0498731,0.00912087,0.00574827,0.0043504,0.0048581,0.00688015,0.0107679,0.0124216,0.0389175,0.0177001,0.0228849,0.0227164,0,0,0,0.0245263,0.0215558,0.0155501,0.0195807,0.00834121
177,0,0,0,0,0,0,0.0192113,0.019429,0,0,0,0.0290292,0.0193776,0.0221519,0,0,0.0122491,0,0.0224162,0.00208397,0.0326342,0.015396,0.0144175,0.00917605,0.017458,0.0129128,0.0236829,0.0081024,0.0080174,0.00624718,0.0232621,0.0240483,0.0114327,0.00788331,0.00823027,0.00902246,0.0286956,0,0,0.0244104,0,0.0221461,0.0164641,0.0595162,0.0158149,0.0301302,0.00874015,0.00419409,0.0726165,0.00639218,0.050453,0.00908825,0.00567906,0.00430429,0.00469875,0.0068477,0.0104724,0.0124465,0.0391485,0.017627,0.0230632,0.0229266,0,0,0,0.0249682,0.0216508,0.0160079,0.0195793,0.00830279
178,0,0,0,0,0,0,0.0193475,0.0195813,0,0,0,0.0279323,0.0193587,0.0217121,0,0,0.0119707,0,0.0224599,0.00200129,0.0331092,0.0156901,0.0146895,0.00903308,0.0167228,0.0126855,0.0235851,0.00763464,0.00775584,0.00592691,0.0234058,0.0226266,0.0112563,0.00788767,0.00824835,0.00920858,0.0288493,0,0,0.0246674,0,0.0221087,0.0166354,0.0599233,0.0159809,0.0301339,0.00836661,0.00439073,0.0727794,0.00646279,0.0509518,0.00901046,0.00548852,0.00420979,0.00450029,0.00681397,0.0100769,0.0124827,0.0394074,0.0176247,0.0231625,0.0230778,0,0,0,0.0247633,0.0214096,0.0158874,0.0195979,0.00821252
179,0,0,0,0,0,0,0.0193475,0.0196349,0,0,0,0.0258903,0.0193457,0.0211184,0,0,0.0116641,0,0.0224626,0.00200377,0.0335685,0.0157093,0.0147899,0.00896504,0.0154999,0.0120279,0.0231866,0.00716333,0.00751567,0.00578068,0.0235101,0.0210126,0.0110731,0.00787547,0.00810609,0.00928909,0.0288198,0,0,0.0248286,0,0.0220272,0.016783,0.0605471,0.0160104,0.0302949,0.0076063,0.00451077,0.0727705,0.00644971,0.0513763,0.00878364,0.00513172,0.00405823,0.0042295,0.00675642,0.00964625,0.0125329,0.0395274,0.0173405,0.0231908,0.0230745,0,0,0,0.0243334,0.020943,0.0153,0.0195864,0.00803831
180,0,0,0,0,0,0,0.0192613,0.0194792,0,0,0,0.0242119,0.0193422,0.0201257,0,0,0.0114235,0,0.0224735,0.00201848,0.0339425,0.0152477,0.0149272,0.00886109,0.013904,0.0109243,0.0227224,0.00645309,0.0071008,0.00579033,0.0234487,0.0197792,0.010943,0.00785959,0.00783966,0.00945823,0.0287098,0,0,0.0247765,0,0.0219862,0.0167137,0.0613127,0.0161246,0.0305097,0.00669175,0.00451665,0.072309,0.00645448,0.051779,0.00855396,0.00460166,0.00388692,0.00391727,0.00662924,0.00902487,0.0125026,0.0393759,0.0170989,0.0230487,0.0229593,0,0,0,0.0235281,0.0202681,0.0142913,0.0195691,0.00800366
181,0,0,0,0,0,0,0.0191897,0.0193215,0,0,0,0.023678,0.0193849,0.0189314,0,0,0.0111698,0,0.0224934,0.00201996,0.0341866,0.0141886,0.0149467,0.00881982,0.0119477,0.00925863,0.0222527,0.00552693,0.00647529,0.00558641,0.0230403,0.0195943,0.0108403,0.00783317,0.00743969,0.00953264,0.0285859,0,0,0.0247402,0,0.0219858,0.0165898,0.0620905,0.015997,0.0308034,0.00572486,0.00451609,0.0719235,0.00651385,0.0521553,0.00833672,0.00386266,0.00376872,0.00357197,0.00631025,0.0080137,0.0123416,0.0392377,0.0171217,0.0228886,0.0228624,0,0,0,0.0217853,0.0195257,0.0128874,0.0195626,0.00803798
