Timestep,BBL,BBR,BFBL,BFBR,BFTL,BFTR,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,R5FT,R5HD,RANK,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x70,x71,x72,LTHI
77,0,0,0,0,0,0,0.0256119,0.0404192,0,0,0,0.020603,0.0205274,0.0132231,0,0,0.0176181,0,0.0201323,0.00557585,0.0407233,0.0141535,0.00608799,0.00747653,0.0604686,0.0202813,0.00928207,0.00685776,0.0181885,0.0111055,0.0099047,0.00714331,0.0129444,0.0272894,0.0184895,0.00710494,0.0197438,0.0173965,0.01121,0.015681,0,0,0.0415211,0,0.0183953,0.0261153,0.0642394,0.0121117,0.0139874,0.0153322,0.0518639,0.0391783,0.0137599,0.0414266,0.0193549,0.0160263,0.00968255,0.00642385,0.00628057,0.00734165,0.0241855,0.0401026,0.0153673,0.00903632,0.0441745,0.0156986,0,0,0,0.00975855
78,0,0,0,0,0,0,0.0254972,0.0399478,0,0,0,0.0222769,0.0204972,0.0140721,0,0,0.0174534,0,0.0201434,0.00568849,0.0406166,0.0142467,0.0058623,0.00745017,0.0589941,0.0201011,0.00911888,0.0070345,0.0181597,0.011498,0.0103832,0.00734233,0.0128877,0.0294716,0.0183071,0.0071633,0.0212889,0.0174254,0.0110501,0.0155372,0,0,0.0413895,0,0.0184337,0.0259534,0.0633085,0.0121306,0.0134865,0.0159458,0.0515146,0.0386092,0.0142995,0.0414763,0.0199368,0.0164058,0.00953015,0.00626457,0.00617462,0.00752794,0.0257387,0.0399517,0.0151401,0.00907325,0.043745,0.0156827,0,0,0,0.010146
79,0,0,0,0,0,0,0.0254623,0.0396279,0,0,0,0.0237779,0.0204214,0.0148372,0,0,0.0171892,0,0.020162,0.005522,0.0403235,0.01428,0.00570479,0.00747622,0.0577671,0.0199978,0.00876687,0.00708684,0.0179966,0.0119185,0.0109678,0.00765858,0.0126608,0.0312695,0.0181234,0.00722573,0.0219305,0.0174428,0.0105822,0.0155707,0,0,0.0413369,0,0.0184767,0.02585,0.0622097,0.0120438,0.0130575,0.016251,0.0513101,0.0382741,0.0147513,0.041321,0.0203067,0.0166867,0.00911934,0.00598719,0.00614467,0.00802338,0.0264873,0.0399199,0.0150311,0.00915724,0.043466,0.0158102,0,0,0,0.010439
80,0,0,0,0,0,0,0.0255307,0.039455,0,0,0,0.0250023,0.0203426,0.0155131,0,0,0.0170234,0,0.020201,0.00543988,0.0399384,0.0142529,0.00560498,0.00746663,0.0568344,0.0200206,0.00857111,0.00713959,0.0178265,0.0122838,0.0114941,0.00793842,0.0123929,0.0327295,0.0180344,0.00729342,0.0219255,0.0174413,0.0102412,0.01574,0,0,0.0413168,0,0.0184896,0.025786,0.061176,0.0120697,0.0127101,0.0164789,0.0512317,0.0381866,0.0150137,0.0410827,0.0205568,0.0171163,0.0087535,0.00568763,0.00619021,0.00907092,0.0265818,0.0399339,0.0149988,0.00925314,0.0432532,0.0160216,0,0,0,0.0107278
81,0,0,0,0,0,0,0.0257075,0.0394214,0,0,0,0.0259047,0.0203009,0.0159746,0,0,0.0169962,0,0.0202388,0.00544207,0.0394877,0.0141903,0.00548594,0.00742795,0.0560828,0.0201016,0.00849243,0.00721274,0.0177538,0.0125554,0.0119069,0.00811872,0.0122169,0.0339737,0.0179955,0.00734966,0.021297,0.017429,0.00996309,0.0159519,0,0,0.0413345,0,0.0184829,0.0258185,0.0603037,0.0120362,0.0124746,0.0167979,0.0512067,0.0382143,0.0151156,0.0408569,0.0208095,0.0175612,0.00855677,0.0054281,0.00632674,0.0103464,0.0260137,0.0400201,0.014978,0.00921312,0.0434944,0.0162671,0,0,0,0.0110877
82,0,0,0,0,0,0,0.025981,0.0394918,0,0,0,0.0269135,0.020279,0.0163019,0,0,0.0171298,0,0.0202559,0.00548193,0.0390161,0.0140439,0.00532109,0.00736987,0.0554411,0.020207,0.00851495,0.00750754,0.0177432,0.0128174,0.0122942,0.00830989,0.0120708,0.0351761,0.0179798,0.00737414,0.0200224,0.0174198,0.00960522,0.0161396,0,0,0.0414382,0,0.0184804,0.0259352,0.0595271,0.0118201,0.0122928,0.0171165,0.0512112,0.0383176,0.0152035,0.0406536,0.0209992,0.0180053,0.00838856,0.00520306,0.00657246,0.0115387,0.0249063,0.0401323,0.0149668,0.00916677,0.0441509,0.0164941,0,0,0,0.0114794
83,0,0,0,0,0,0,0.0261504,0.0396082,0,0,0,0.0278848,0.0202661,0.0165992,0,0,0.0172446,0,0.0202634,0.00547733,0.0386244,0.014068,0.00522342,0.00724428,0.0549191,0.0202967,0.00869539,0.0077777,0.0177646,0.0132223,0.0126743,0.00844461,0.0119843,0.0364447,0.0179862,0.0073836,0.0184297,0.0174257,0.00909232,0.016305,0,0,0.0415137,0,0.0184935,0.02601,0.0587448,0.0114945,0.0121203,0.0172512,0.0513247,0.0384005,0.0153242,0.0404892,0.0211532,0.0184447,0.00822613,0.00503128,0.0069129,0.0125879,0.0233253,0.0402003,0.0149241,0.00911193,0.0445046,0.0167104,0,0,0,0.0118914
84,0,0,0,0,0,0,0.0262405,0.0396974,0,0,0,0.0288588,0.0202751,0.0171527,0,0,0.0173914,0,0.0202675,0.00545669,0.0384516,0.0143195,0.0052043,0.00707194,0.0544184,0.0203647,0.00882416,0.00813282,0.0177983,0.013697,0.013196,0.0087009,0.011877,0.0378818,0.0181813,0.00739215,0.016788,0.0174522,0.00861257,0.0164627,0,0,0.041633,0,0.0185349,0.0260114,0.0579689,0.0112435,0.0119398,0.0171125,0.0515202,0.0383993,0.0154604,0.0403908,0.0213292,0.0187962,0.00815991,0.00492939,0.0073319,0.0135333,0.0217381,0.0402527,0.0148956,0.00902512,0.0445225,0.0168896,0,0,0,0.0122628
85,0,0,0,0,0,0,0.0263123,0.0396797,0,0,0,0.0298593,0.0203059,0.0179864,0,0,0.0175065,0,0.0202461,0.00544776,0.0385215,0.0149172,0.00523822,0.00689517,0.0539129,0.0203597,0.00892323,0.00841734,0.0178282,0.014178,0.0139177,0.0090384,0.0117572,0.0394152,0.0183423,0.00737873,0.0153378,0.0174812,0.00829555,0.0165891,0,0,0.0417408,0,0.018579,0.0260069,0.0572152,0.011103,0.0117574,0.016751,0.0517106,0.0383302,0.0156227,0.04038,0.0214918,0.0189806,0.00812283,0.0049497,0.00774288,0.0143054,0.0204909,0.0402216,0.0148718,0.00891988,0.0443554,0.0169832,0,0,0,0.0125955
86,0,0,0,0,0,0,0.0263006,0.0394813,0,0,0,0.0309121,0.0203438,0.0188636,0,0,0.0175745,0,0.0202168,0.00543032,0.0387125,0.0157538,0.00532682,0.00675477,0.0534964,0.0203101,0.00903238,0.00859578,0.0178723,0.0146983,0.0147209,0.00938233,0.0116746,0.0407619,0.0184338,0.00735187,0.0140768,0.0175053,0.00823875,0.0166384,0,0,0.0417502,0,0.0186141,0.025984,0.0563946,0.0110402,0.0115534,0.0162933,0.0518792,0.0382018,0.0157894,0.0404432,0.0215878,0.0189782,0.00802978,0.00508247,0.00809861,0.014877,0.0193916,0.0401007,0.014794,0.00883757,0.0440547,0.0170322,0,0,0,0.0129475
87,0,0,0,0,0,0,0.0262834,0.0391613,0,0,0,0.0320215,0.0203982,0.019691,0,0,0.017701,0,0.0201765,0.00539146,0.0389304,0.0165368,0.00545213,0.00667512,0.0531193,0.0202567,0.00917782,0.00881877,0.0179579,0.0151678,0.015469,0.00968656,0.0116402,0.0420615,0.018445,0.00731378,0.0130072,0.0175412,0.00833465,0.0166416,0,0,0.0417072,0,0.0186376,0.0259792,0.0554978,0.0109712,0.0113555,0.0158536,0.0519966,0.0379933,0.0159638,0.0404985,0.0216638,0.0188116,0.0079655,0.0052918,0.00837364,0.015142,0.0183939,0.0399957,0.0147114,0.00880994,0.0436877,0.017028,0,0,0,0.0133269
88,0,0,0,0,0,0,0.0262417,0.0388307,0,0,0,0.0330359,0.0204668,0.0203277,0,0,0.0178839,0,0.0201344,0.0053471,0.0390735,0.0170902,0.00559174,0.00664325,0.0527849,0.0201694,0.00930234,0.00902418,0.0180837,0.0155281,0.0160742,0.00987775,0.0116256,0.0431099,0.0184021,0.00726106,0.0120285,0.017571,0.00837292,0.0165938,0,0,0.0416632,0,0.018675,0.0259667,0.0545208,0.0107922,0.0111502,0.0154798,0.0520951,0.0377455,0.0161519,0.0405448,0.021716,0.018539,0.00797653,0.00553951,0.00857881,0.0150581,0.0172684,0.0399054,0.0146549,0.00875668,0.0433152,0.0169991,0,0,0,0.0137209
89,0,0,0,0,0,0,0.0261826,0.0385323,0,0,0,0.0337227,0.0205203,0.0207764,0,0,0.0179469,0,0.0201041,0.00530399,0.0390674,0.0173899,0.00569009,0.00667772,0.0523985,0.0200671,0.00933801,0.00913889,0.0181885,0.0158121,0.0165018,0.0100154,0.0115857,0.0440008,0.0183679,0.00722316,0.0109746,0.0176001,0.00812336,0.0165435,0,0,0.0416042,0,0.0187273,0.0258748,0.0535031,0.0103079,0.0110154,0.0152546,0.0521377,0.0374208,0.0164211,0.0405679,0.021703,0.0182533,0.00800774,0.00576644,0.00865226,0.0146387,0.0162971,0.0397799,0.0146088,0.00870201,0.0429222,0.016958,0,0,0,0.0140506
90,0,0,0,0,0,0,0.0260557,0.0382497,0,0,0,0.0343637,0.0205462,0.0209886,0,0,0.0179085,0,0.0200752,0.00528676,0.0388739,0.0176915,0.00577379,0.00667732,0.0519984,0.0199756,0.00928883,0.00920746,0.018298,0.0160163,0.0167676,0.0100692,0.0115491,0.0448108,0.0183421,0.00720362,0.0102248,0.0176141,0.00802157,0.0164911,0,0,0.0414539,0,0.0187593,0.0257163,0.0525333,0.00998614,0.0110148,0.0151688,0.0521455,0.0370176,0.0167962,0.0406202,0.0216274,0.0179602,0.00803505,0.00605659,0.00866978,0.014048,0.0158116,0.0395806,0.0145083,0.00865346,0.042509,0.0169041,0,0,0,0.0143641
91,0,0,0,0,0,0,0.0259087,0.038004,0,0,0,0.0350308,0.0205855,0.0213317,0,0,0.01796,0,0.0200495,0.00526842,0.0386862,0.0179914,0.00617234,0.00663881,0.051894,0.0198394,0.00921911,0.00929808,0.0184227,0.0162144,0.0170305,0.0102077,0.0115086,0.0456754,0.0182886,0.0071629,0.00988324,0.0176399,0.0081092,0.0163666,0,0,0.0413178,0,0.0187916,0.0255846,0.0515412,0.00988839,0.0111845,0.0150698,0.0522703,0.0366864,0.0171711,0.0406677,0.0214899,0.0178154,0.00806353,0.0063442,0.00870902,0.0133223,0.0157163,0.0394144,0.0144224,0.00858277,0.042189,0.0167603,0,0,0,0.0147483
92,0,0,0,0,0,0,0.0258085,0.0377857,0,0,0,0.0358383,0.0206107,0.0217524,0,0,0.0180148,0,0.0200296,0.00523181,0.0384922,0.0183547,0.00645125,0.00665523,0.0518357,0.0196775,0.00914786,0.00942595,0.0185418,0.0164459,0.0173047,0.0103101,0.0114499,0.0465073,0.0181703,0.00713446,0.00978849,0.0176631,0.00835466,0.0162239,0,0,0.0412025,0,0.0188132,0.0255008,0.0507525,0.00976024,0.0113837,0.0149245,0.0524687,0.0364077,0.0174365,0.0406238,0.0213139,0.0177506,0.00817925,0.00661432,0.00877315,0.0125143,0.0158019,0.0392899,0.0143301,0.0085444,0.0419204,0.0165883,0,0,0,0.0151474
93,0,0,0,0,0,0,0.0257463,0.0375353,0,0,0,0.0365788,0.02059,0.0221576,0,0,0.0178336,0,0.0200008,0.00522091,0.0383161,0.0187474,0.00650654,0.00674454,0.0516435,0.0194956,0.00907631,0.00944955,0.0186269,0.0167732,0.0176132,0.010413,0.0113943,0.0473837,0.0180211,0.0071144,0.00983271,0.0176652,0.0086638,0.016079,0,0,0.0410697,0,0.0188229,0.0254166,0.0502413,0.00973085,0.0116047,0.0147258,0.052653,0.0361623,0.0176007,0.0404387,0.0210373,0.0176792,0.0082709,0.00686346,0.00883433,0.0116714,0.0163629,0.0391934,0.0142303,0.00854696,0.0416665,0.0163852,0,0,0,0.0155217
94,0,0,0,0,0,0,0.0257244,0.0372745,0,0,0,0.0372531,0.0205754,0.0226555,0,0,0.017731,0,0.0199811,0.00520435,0.0381203,0.0191255,0.00639429,0.00680763,0.0512466,0.0193422,0.00898621,0.00939281,0.01867,0.0170169,0.0180197,0.010575,0.0113292,0.0483451,0.017856,0.00710632,0.0100362,0.0176693,0.00889122,0.0159502,0,0,0.0409352,0,0.0188298,0.02532,0.0498831,0.0102759,0.0117778,0.014498,0.0527822,0.0359161,0.0176765,0.0401418,0.0206368,0.0175063,0.00833683,0.0070422,0.00886629,0.0108339,0.0167565,0.0390794,0.014158,0.00856317,0.0414225,0.0161582,0,0,0,0.0158843
95,0,0,0,0,0,0,0.0256689,0.0370408,0,0,0,0.0380975,0.0205476,0.0232116,0,0,0.0175817,0,0.0199595,0.00515608,0.0379168,0.01948,0.00620437,0.00656882,0.050864,0.0192231,0.00884662,0.00937955,0.0186777,0.0173175,0.018447,0.0107851,0.011245,0.049191,0.0176975,0.00709736,0.0102,0.0176624,0.0090852,0.0158403,0,0,0.0408458,0,0.0188301,0.0252102,0.0495652,0.0107168,0.011928,0.0141822,0.0528992,0.0356528,0.0176473,0.0397078,0.0201178,0.0171616,0.00839261,0.00714536,0.00890224,0.0101505,0.0168646,0.0389572,0.014098,0.00855036,0.0411893,0.0159946,0,0,0,0.0162011
96,0,0,0,0,0,0,0.0256138,0.0368772,0,0,0,0.0388507,0.0205133,0.0236635,0,0,0.0173976,0,0.0199567,0.00512102,0.0378014,0.0200058,0.00628717,0.0063795,0.0507559,0.0191166,0.00873801,0.00939945,0.0186985,0.0175702,0.0187835,0.0109684,0.0111818,0.0500342,0.0175586,0.00710173,0.0103544,0.0176343,0.0092415,0.0157137,0,0,0.0407773,0,0.0187987,0.0251437,0.0492006,0.0108755,0.0121722,0.0137351,0.0530876,0.0354952,0.0174643,0.0392011,0.0194836,0.0166654,0.00838832,0.0071855,0.00890224,0.00967962,0.0171526,0.0388782,0.0140016,0.00844733,0.04103,0.0158287,0,0,0,0.0164749
97,0,0,0,0,0,0,0.0255976,0.0367651,0,0,0,0.0391891,0.0204631,0.0238823,0,0,0.0172347,0,0.0199703,0.00508015,0.0376823,0.0204001,0.00621052,0.00635052,0.0506705,0.0189995,0.00862977,0.00938565,0.0186499,0.0176585,0.0189588,0.0110514,0.0111186,0.0506132,0.0174242,0.00710055,0.0104235,0.017605,0.00925423,0.0156094,0,0,0.040744,0,0.0187758,0.0251112,0.0489206,0.0108315,0.01239,0.0132636,0.0532053,0.035339,0.0173615,0.0386206,0.0187592,0.0161129,0.00827771,0.00717206,0.00874789,0.00937495,0.0173995,0.0388279,0.0139141,0.00839197,0.04089,0.015674,0,0,0,0.0165578
98,0,0,0,0,0,0,0.0255506,0.0366775,0,0,0,0.0393167,0.020422,0.0240136,0,0,0.0170887,0,0.0199689,0.00503894,0.0375592,0.0205274,0.00618632,0.00636077,0.0507254,0.0188578,0.00848532,0.00930317,0.0185469,0.0178003,0.01909,0.0111333,0.0110341,0.0509698,0.0173041,0.00708794,0.0102715,0.0175816,0.00921347,0.0154876,0,0,0.0407262,0,0.0187466,0.0251167,0.0487041,0.010993,0.0126442,0.0126522,0.0533079,0.0352013,0.0173188,0.0378967,0.0178539,0.0154022,0.00809855,0.00698363,0.00861485,0.0093104,0.0173215,0.0387763,0.0138619,0.0084777,0.0408098,0.0154648,0,0,0,0.0165491
99,0,0,0,0,0,0,0.0255204,0.0366186,0,0,0,0.0394872,0.0204041,0.0240991,0,0,0.0169583,0,0.0199573,0.00502298,0.0373742,0.0206856,0.00620236,0.00632386,0.0508694,0.0187298,0.00832669,0.00915742,0.0185576,0.0178579,0.0192291,0.0111107,0.0109921,0.0512043,0.0171889,0.00707633,0.00983912,0.0175846,0.00921356,0.015352,0,0,0.0406812,0,0.0187139,0.0251366,0.0485878,0.0113672,0.0129594,0.011805,0.0534088,0.0350787,0.0171032,0.0370499,0.016773,0.0144986,0.00792718,0.00667421,0.0085901,0.00944384,0.0168543,0.0387093,0.0138535,0.0084771,0.0407326,0.0151965,0,0,0,0.0166877
100,0,0,0,0,0,0,0.0255014,0.0365544,0,0,0,0.0396517,0.0203952,0.0241015,0,0,0.0169136,0,0.0199438,0.00499869,0.0371643,0.0208306,0.00619199,0.00624876,0.0511341,0.018646,0.00816125,0.00899175,0.018667,0.0177927,0.0193238,0.0110619,0.0109836,0.0514336,0.0170918,0.00706671,0.00929145,0.0175874,0.00934511,0.0151941,0,0,0.0406095,0,0.0186784,0.0251447,0.0486192,0.0118147,0.0132774,0.0107691,0.0535227,0.0349948,0.0167735,0.0360243,0.0156428,0.0134847,0.00775795,0.0062094,0.00857723,0.0097554,0.0162659,0.0386954,0.0137768,0.00853176,0.0406698,0.0149304,0,0,0,0.0169493
101,0,0,0,0,0,0,0.0254524,0.0364457,0,0,0,0.03976,0.020411,0.0241715,0,0,0.0169554,0,0.0199458,0.00500023,0.036953,0.0208234,0.00615643,0.0061269,0.051526,0.0185994,0.00795721,0.00880781,0.0187659,0.0178127,0.0194626,0.0111086,0.0109594,0.0514888,0.0171884,0.00705852,0.0089551,0.0176241,0.00946382,0.0149888,0,0,0.0406083,0,0.0187131,0.0251689,0.0487226,0.0123635,0.0136085,0.00965424,0.0536221,0.0349157,0.016445,0.0348827,0.0145242,0.0123996,0.00752413,0.0056811,0.00829902,0.00993814,0.0155709,0.0386949,0.0137341,0.00855743,0.0405878,0.0146808,0,0,0,0.0172167
102,0,0,0,0,0,0,0.0253756,0.0363309,0,0,0,0.0397147,0.0204511,0.0242359,0,0,0.0170733,0,0.0199434,0.00499756,0.0367236,0.0208723,0.00611547,0.00597555,0.0520029,0.0185217,0.00772815,0.00858601,0.0188308,0.0178952,0.0195945,0.0111501,0.0109245,0.0515116,0.0172602,0.00703171,0.00904027,0.0176599,0.00929053,0.014767,0,0,0.0406572,0,0.0187741,0.025209,0.0488661,0.0126264,0.0139598,0.00862698,0.053707,0.0348144,0.0160738,0.0336053,0.0134716,0.0112364,0.00720076,0.00510484,0.00777674,0.00973966,0.0147062,0.0387003,0.0137187,0.0085625,0.0404811,0.0143873,0,0,0,0.0174387
103,0,0,0,0,0,0,0.0253175,0.0362408,0,0,0,0.0396031,0.0204906,0.0241905,0,0,0.0172708,0,0.0199343,0.00499698,0.0364643,0.0209969,0.00604165,0.00586396,0.052576,0.0183705,0.00748266,0.00828934,0.0188996,0.0177563,0.0195625,0.0111751,0.0109122,0.0515803,0.0172551,0.00699709,0.00951284,0.0176531,0.00897063,0.0145311,0,0,0.0406871,0,0.0187929,0.0252277,0.0491037,0.0119449,0.0143037,0.00796633,0.0538267,0.0347724,0.015699,0.0321259,0.012632,0.0100224,0.00672984,0.00446185,0.0069458,0.00891322,0.0136896,0.0387145,0.0136831,0.00853638,0.0403889,0.0140828,0,0,0,0.0176175
104,0,0,0,0,0,0,0.0253256,0.0362519,0,0,0,0.0396195,0.020511,0.0241032,0,0,0.0174077,0,0.0199111,0.00502174,0.0361665,0.0210939,0.00592462,0.00579373,0.0533555,0.0182979,0.00717382,0.00791772,0.0189425,0.0176401,0.0194878,0.0112052,0.0108755,0.051557,0.0172175,0.00696563,0.0106061,0.0176596,0.00884508,0.014273,0,0,0.040706,0,0.0187834,0.0252646,0.0494785,0.0112239,0.0146155,0.0081161,0.0540809,0.0348713,0.0152307,0.0303435,0.0123246,0.00884802,0.00615336,0.00376327,0.00569013,0.0075964,0.0124096,0.0387277,0.013684,0.00848143,0.0403988,0.013797,0,0,0,0.0177636
105,0,0,0,0,0,0,0.0253176,0.0363291,0,0,0,0.039549,0.0205385,0.0240204,0,0,0.017448,0,0.0198863,0.00504908,0.0357991,0.0212508,0.00575273,0.00583307,0.0543095,0.018337,0.00683558,0.00755689,0.0189361,0.0175884,0.0193613,0.0111203,0.010832,0.0514607,0.017214,0.00692687,0.0123296,0.0176875,0.0087844,0.0140185,0,0,0.0407928,0,0.018797,0.0253242,0.0500444,0.010755,0.0148628,0.0091247,0.054446,0.0350258,0.0147849,0.0283875,0.0127443,0.00786412,0.00552311,0.00355022,0.00411584,0.00618311,0.0109309,0.0388039,0.0136759,0.00853348,0.0404753,0.0135643,0,0,0,0.0178121
106,0,0,0,0,0,0,0.0253269,0.0364851,0,0,0,0.0393013,0.0205889,0.023957,0,0,0.0175234,0,0.0198694,0.00505916,0.0353977,0.021442,0.00548981,0.00580677,0.0554176,0.0184204,0.00653531,0.00726267,0.0189086,0.0175803,0.019189,0.0110598,0.0107556,0.0512606,0.0174056,0.00686762,0.0145617,0.0177285,0.00869303,0.0137899,0,0,0.0409628,0,0.0188302,0.0253865,0.05078,0.0103499,0.01506,0.0104057,0.05492,0.0352534,0.0144011,0.0265667,0.0138162,0.00737128,0.00503575,0.00423569,0.0027308,0.00525844,0.00987203,0.038948,0.0136777,0.00862143,0.0406516,0.0133842,0,0,0,0.0177829
107,0,0,0,0,0,0,0.0253614,0.0366983,0,0,0,0.038983,0.0206429,0.0238706,0,0,0.01765,0,0.0198713,0.00508816,0.0350546,0.0215321,0.00523516,0.00584091,0.056632,0.0184796,0.00619103,0.00691544,0.0188679,0.017389,0.0189692,0.0110323,0.0106697,0.0509636,0.0175566,0.00681117,0.0174946,0.0177444,0.00878995,0.0135867,0,0,0.0411935,0,0.0188536,0.0254629,0.0516164,0.00979634,0.0152052,0.0115639,0.055518,0.0355475,0.0140197,0.0249315,0.0153651,0.00773904,0.00523745,0.00552179,0.00274545,0.00548495,0.0108163,0.0391821,0.0136823,0.00860381,0.040886,0.0132267,0,0,0,0.0176975
108,0,0,0,0,0,0,0.0254245,0.0370049,0,0,0,0.0384749,0.0206892,0.0235608,0,0,0.017782,0,0.0198788,0.00510979,0.0347967,0.0214646,0.00498513,0.00598988,0.0579355,0.0185463,0.00580693,0.0065173,0.0187848,0.0171487,0.018632,0.0109684,0.0106117,0.0504122,0.0176188,0.00677832,0.0209095,0.0177344,0.00911461,0.0134623,0,0,0.041455,0,0.0188793,0.0256057,0.0526008,0.00953748,0.0152436,0.0124285,0.0563053,0.035863,0.0140518,0.0236065,0.0171895,0.00898978,0.00612102,0.00721432,0.00391362,0.00644213,0.0141827,0.0394366,0.0137023,0.00870207,0.0412173,0.0131401,0,0,0,0.0175319
109,0,0,0,0,0,0,0.0254991,0.0373598,0,0,0,0.0378372,0.0207145,0.0230633,0,0,0.017802,0,0.0198803,0.00514489,0.0345938,0.0213207,0.00474665,0.00613032,0.0591782,0.0186134,0.00543605,0.00611016,0.0187043,0.016916,0.0182486,0.0108052,0.0106171,0.0497735,0.0176526,0.00675155,0.024469,0.0177266,0.00958875,0.01341,0,0,0.0416306,0,0.0188703,0.0256871,0.0535451,0.00952879,0.0152377,0.0130586,0.0571352,0.0361318,0.014519,0.022604,0.0188607,0.0107335,0.00737918,0.00892879,0.00521182,0.00752078,0.0186124,0.0395908,0.0137588,0.00872435,0.0415903,0.0130555,0,0,0,0.0173288
110,0,0,0,0,0,0,0.0255429,0.0376814,0,0,0,0.0372304,0.0207314,0.0226956,0,0,0.0177381,0,0.0198943,0.00517896,0.0344648,0.021169,0.00452314,0.00615063,0.060235,0.0187258,0.00504695,0.00574345,0.0185512,0.0167413,0.017951,0.0106376,0.0106109,0.0491221,0.0176643,0.00672901,0.0277491,0.0177679,0.01029,0.0134387,0,0,0.0416941,0,0.0188704,0.0257494,0.0541342,0.00962341,0.0151024,0.0139813,0.057867,0.0363454,0.0152178,0.0219228,0.0201241,0.0124149,0.00868844,0.0103813,0.00623243,0.00838705,0.0228112,0.0397147,0.0138158,0.00863247,0.0419037,0.0130498,0,0,0,0.0170398
111,0,0,0,0,0,0,0.025644,0.0380113,0,0,0,0.0366696,0.0207273,0.0224138,0,0,0.0176062,0,0.0199127,0.00521685,0.0345463,0.0209056,0.00431556,0.00618314,0.0611414,0.0188458,0.00463382,0.00539999,0.0183374,0.0166245,0.0177213,0.0105817,0.0105781,0.0484843,0.0176507,0.00671742,0.0298584,0.0177759,0.0111038,0.0135375,0,0,0.0417828,0,0.0188819,0.0258517,0.0544015,0.010235,0.0148246,0.0153723,0.0586031,0.0366149,0.0158703,0.0216072,0.0207621,0.0134664,0.00978186,0.01134,0.00684721,0.00888427,0.0255386,0.0399204,0.0138571,0.00860595,0.042223,0.0130537,0,0,0,0.0166742
112,0,0,0,0,0,0,0.0257617,0.0382546,0,0,0,0.0362881,0.020733,0.0221019,0,0,0.0175053,0,0.0199431,0.00527382,0.0347796,0.0206544,0.00414708,0.00627857,0.0616692,0.0189922,0.0042438,0.0050837,0.0180789,0.0166357,0.0175267,0.0105536,0.0105749,0.0481377,0.0176852,0.00671683,0.0306581,0.0177581,0.0118386,0.0137061,0,0,0.0418638,0,0.0188951,0.0259138,0.0543728,0.0112188,0.01447,0.017128,0.0591149,0.0368403,0.0161373,0.0215356,0.0208204,0.0136811,0.0104087,0.0118052,0.00687828,0.00895844,0.0266934,0.0401452,0.0138824,0.0087681,0.042462,0.0131249,0,0,0,0.016247
113,0,0,0,0,0,0,0.0259489,0.0384892,0,0,0,0.0359307,0.0207383,0.0217663,0,0,0.0174204,0,0.0199586,0.0053327,0.0350219,0.0205286,0.00408534,0.00621021,0.0618691,0.0191197,0.00397586,0.00482197,0.0177728,0.0167179,0.0173412,0.0105412,0.0105912,0.0479621,0.0177151,0.00671582,0.0302456,0.0177514,0.0122459,0.0139266,0,0,0.0419356,0,0.0188812,0.0259449,0.0541721,0.0120537,0.0141861,0.0185885,0.0594841,0.0370422,0.0159513,0.021673,0.0204228,0.0131446,0.0105923,0.0118066,0.00654043,0.00873183,0.0263607,0.0402052,0.0139438,0.00878508,0.0426892,0.0132437,0,0,0,0.0157369
114,0,0,0,0,0,0,0.026107,0.0386649,0,0,0,0.0355817,0.0206983,0.0211705,0,0,0.0172936,0,0.0199457,0.0053556,0.0351488,0.0202252,0.00416881,0.00615453,0.0617876,0.019244,0.00374961,0.00457903,0.0174047,0.016746,0.017243,0.0105174,0.0106661,0.047883,0.0177137,0.00670575,0.0289655,0.01774,0.0122732,0.0141048,0,0,0.0419657,0,0.0188532,0.02598,0.0538644,0.0125428,0.0140998,0.0192558,0.0596785,0.0371481,0.0155999,0.0219995,0.0197608,0.0120489,0.0104185,0.0113821,0.00591788,0.00834315,0.0250154,0.0402054,0.0140233,0.00875509,0.0428131,0.0133502,0,0,0,0.0150902
115,0,0,0,0,0,0,0.0262156,0.038793,0,0,0,0.035064,0.0206711,0.0207249,0,0,0.0170836,0,0.0199465,0.00535584,0.0351029,0.0195509,0.00434996,0.00623395,0.0615409,0.0193677,0.0030972,0.00437773,0.0170275,0.0168139,0.0172142,0.0104996,0.0107844,0.047656,0.0177396,0.0067096,0.026854,0.0176967,0.0120345,0.0142058,0,0,0.0420172,0,0.0188642,0.0260296,0.0534627,0.01271,0.0141881,0.0189535,0.0596766,0.0371809,0.0150823,0.0225073,0.018862,0.0104898,0.00995165,0.0106251,0.00512773,0.00784791,0.0230253,0.0402815,0.0140432,0.00887956,0.0428695,0.0134272,0,0,0,0.0143094
