Timestep,BBL,BBR,BFBL,BFBR,BFTL,BFTR,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LKNE,LPSI,LSHO,LTHIA,LTHII,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,R5FT,R5HD,RANK,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,STRN,T10,x70,x71,x72,LTHI,RWRB,LTHIP,LILC
185,0,0,0,0,0,0,0.0116163,0.014266,0,0,0,0.0119177,0.0176121,0.0101133,0,0,0.00585201,0,0.0223464,0.00180858,0.0373616,0.0139092,0.00154821,0.00500923,0.00386159,0.00266595,0.00290985,0.00614125,0.00655683,0.00201883,0.0178175,0.0126378,0.0056372,0.00751508,0.0125131,0.0221476,0.0142189,0.0195462,0,0,0.0147736,0,0.0228981,0.00874078,0.0574705,0.0231652,0.0309768,0.0198608,0.00361474,0.0513824,0.00624075,0.0470613,0.0200482,0.012354,0.00373234,0.000705672,0.00873039,0.0135272,0.0150549,0.02744,0.00629012,0.0165997,0.0136111,0,0,0,0.0106094,0.00239297,0.0193967,0.0226147
186,0,0,0,0,0,0,0.0114828,0.0143429,0,0,0,0.0127288,0.0176515,0.0109189,0,0,0.00574247,0,0.0223454,0.00172502,0.0374643,0.0144796,0.00164925,0.00561728,0.00389044,0.00272768,0.00288167,0.00677609,0.00729246,0.0024899,0.0177941,0.0138097,0.00570143,0.00747359,0.0119252,0.0221203,0.0147297,0.0195898,0,0,0.0147969,0,0.0228632,0.00873066,0.0558258,0.0238103,0.0303685,0.0198504,0.00335998,0.0514269,0.00681574,0.0472088,0.0205064,0.012676,0.0040341,0.00110067,0.00925059,0.0140264,0.014446,0.027561,0.00620509,0.0167382,0.0136146,0,0,0,0.0107519,0.00248606,0.0193036,0.0231015
187,0,0,0,0,0,0,0.0113764,0.0143864,0,0,0,0.0136576,0.0176591,0.0118772,0,0,0.00559019,0,0.0223323,0.00166596,0.0377466,0.0150336,0.00186984,0.00610339,0.00395835,0.00280429,0.00294082,0.00740553,0.0081502,0.00365863,0.0177145,0.0151865,0.0057788,0.00745902,0.0117564,0.022077,0.0153427,0.0196171,0,0,0.014914,0,0.0228528,0.00874291,0.0541443,0.0245169,0.0297163,0.0197213,0.00313949,0.0513751,0.00758915,0.0473933,0.0209309,0.0131547,0.0044226,0.00155527,0.00972113,0.0144265,0.0143801,0.0276762,0.00617294,0.016805,0.0136504,0,0,0,0.0104392,0.00240767,0.019244,0.0235691
188,0,0,0,0,0,0,0.0112812,0.0143958,0,0,0,0.0145376,0.0176595,0.0125818,0,0,0.00545692,0,0.0223369,0.00162566,0.038163,0.0154861,0.0021423,0.00644703,0.00401201,0.00288023,0.00303147,0.00789347,0.00887856,0.00419547,0.0175678,0.0166873,0.00574895,0.0074798,0.0117942,0.0219926,0.0159442,0.019583,0,0,0.0150632,0,0.0228471,0.00879059,0.0524942,0.0253152,0.0291097,0.0195443,0.00289494,0.051239,0.00848922,0.0475988,0.0213313,0.0137818,0.00481373,0.00203021,0.0101925,0.0147038,0.0145887,0.0277642,0.00612218,0.0168286,0.0136865,0,0,0,0.0101312,0.00329128,0.0191704,0.023994
189,0,0,0,0,0,0,0.0112953,0.0144684,0,0,0,0.0153784,0.0176481,0.0130911,0,0,0.00536302,0,0.022334,0.00159257,0.0386435,0.0158022,0.00243032,0.00675646,0.00406931,0.00294862,0.00309626,0.00827705,0.00944896,0.0036652,0.0173951,0.0180884,0.00560532,0.00749335,0.0116059,0.0219672,0.0164216,0.019694,0,0,0.0151118,0,0.022825,0.00882516,0.0509124,0.0261709,0.0285683,0.0192679,0.002619,0.0513082,0.00919366,0.0477662,0.021666,0.0144379,0.00527291,0.00247779,0.0107613,0.0151029,0.0147845,0.0278267,0.00607679,0.0169463,0.0137686,0,0,0,0.00996557,0.00316668,0.0190806,0.0243965
190,0,0,0,0,0,0,0.0112889,0.014549,0,0,0,0.0162063,0.017671,0.0137625,0,0,0.00531019,0,0.0223598,0.00157337,0.0391122,0.0161747,0.00254771,0.00699262,0.00400974,0.00307509,0.00328852,0.0086196,0.00983649,0.00352208,0.0172494,0.0193956,0.00550714,0.00752006,0.0114076,0.0220228,0.016973,0.0198182,0,0,0.0147759,0,0.0228624,0.00864416,0.0494543,0.0268611,0.0280585,0.018849,0.00232199,0.0512394,0.00993829,0.0478676,0.0218856,0.0150436,0.00589087,0.00287813,0.0114515,0.0156643,0.0147998,0.0275864,0.00558556,0.0170781,0.0138411,0,0,0,0.0101252,0.00208918,0.019008,0.0247298
191,0,0,0,0,0,0,0.0112535,0.0146357,0,0,0,0.0172732,0.0176856,0.0144437,0,0,0.00510381,0,0.022384,0.0015228,0.0395419,0.016612,0.00256093,0.00721565,0.00399716,0.00327311,0.00357948,0.00899264,0.0102504,0.00373072,0.0170817,0.0209506,0.00541409,0.0076234,0.0112338,0.0220036,0.0175762,0.0198786,0,0,0.0147725,0,0.0227699,0.00858142,0.0482664,0.0273366,0.0276141,0.0183761,0.00206624,0.0512423,0.010742,0.0479202,0.0219315,0.0154874,0.00651972,0.00328253,0.0120237,0.0163391,0.0153053,0.0275318,0.00577082,0.0171843,0.0138458,0,0,0,0.0106663,0.00224592,0.0190369,0.025072
192,0,0,0,0,0,0,0.0112055,0.0147171,0,0,0,0.0186348,0.0176321,0.0152549,0,0,0.00489625,0,0.0223969,0.0015051,0.0398463,0.0171667,0.00226575,0.00734403,0.00394449,0.00355895,0.00391812,0.00937903,0.0107947,0.00401927,0.0168733,0.0227537,0.00532682,0.00781078,0.01091,0.0219523,0.0179496,0.0198391,0,0,0.0147254,0,0.0227116,0.0085297,0.0473479,0.0274118,0.0272355,0.0178568,0.00188945,0.0511333,0.0112875,0.0478561,0.0218145,0.015759,0.00703358,0.00364398,0.0123257,0.0170213,0.0158016,0.02744,0.00585232,0.0172792,0.0137975,0,0,0,0.0106891,0.0021673,0.0191632,0.0253916
193,0,0,0,0,0,0,0.011145,0.0147743,0,0,0,0.0200951,0.0174752,0.0161757,0,0,0.00474293,0,0.0223725,0.00146465,0.039991,0.0176974,0.00181033,0.00749328,0.00389977,0.00379945,0.00422944,0.00982907,0.0115492,0.00442898,0.0166637,0.0247103,0.00532904,0.00784344,0.0105655,0.0219108,0.0180991,0.0197367,0,0,0.0145581,0,0.0226834,0.00847263,0.046648,0.02785,0.0269496,0.0172561,0.00187248,0.0509539,0.0115997,0.0476956,0.0214635,0.0157956,0.00759428,0.00397434,0.0126932,0.0176256,0.0157748,0.0272632,0.00582585,0.0173672,0.0136916,0,0,0,0.0102063,0.00196379,0.0192878,0.0256991
194,0,0,0,0,0,0,0.0110989,0.0148054,0,0,0,0.0214385,0.0174052,0.0170364,0,0,0.00466162,0,0.0223751,0.00142663,0.0399531,0.0183168,0.00150318,0.00760231,0.00385398,0.00397567,0.00449807,0.0101985,0.0123003,0.00475081,0.0164575,0.026654,0.00528411,0.0078179,0.0101302,0.0218737,0.0181371,0.0195791,0,0,0.0143,0,0.0226446,0.00832914,0.0460491,0.0280658,0.0267585,0.0165939,0.00205224,0.0506567,0.0117819,0.0473985,0.0209127,0.0155885,0.0081247,0.00424372,0.0130069,0.0181244,0.0154778,0.027021,0.00577448,0.0174683,0.0135493,0,0,0,0.01006,0.00192593,0.019408,0.0259755
195,0,0,0,0,0,0,0.0110578,0.0148174,0,0,0,0.0226872,0.0173733,0.0177039,0,0,0.00464295,0,0.0223858,0.00138899,0.0397426,0.0187443,0.0013608,0.00767582,0.00382253,0.00406839,0.00467252,0.0104329,0.0128153,0.00490102,0.0162773,0.0285981,0.00521021,0.00780731,0.00974081,0.0218584,0.0180022,0.0193853,0,0,0.0140491,0,0.0226347,0.00815308,0.0454648,0.028019,0.0266283,0.0158719,0.00235307,0.0503508,0.0117651,0.0469956,0.020176,0.0151498,0.00852146,0.00444785,0.0131783,0.0186232,0.0151748,0.0267341,0.00577555,0.0175723,0.0133622,0,0,0,0.0101736,0.00194352,0.019506,0.0262029
196,0,0,0,0,0,0,0.0110164,0.0147997,0,0,0,0.0240979,0.017361,0.0182402,0,0,0.00467525,0,0.022392,0.00137262,0.0393716,0.0193132,0.00132334,0.00764759,0.00383222,0.00410488,0.00471467,0.0106907,0.0129441,0.00502038,0.016069,0.0304938,0.00519657,0.00782175,0.00951048,0.0218384,0.0176274,0.0191624,0,0,0.0137902,0,0.0226239,0.00798752,0.0448656,0.0275189,0.0265734,0.0151155,0.00267893,0.0499917,0.0116015,0.0465059,0.019312,0.0145125,0.00864085,0.00460088,0.0131928,0.0188205,0.0151848,0.0263761,0.0057455,0.0176174,0.0132147,0,0,0,0.010511,0.00202745,0.0195692,0.0264137
197,0,0,0,0,0,0,0.0109191,0.0147729,0,0,0,0.0253619,0.017333,0.0187739,0,0,0.00477574,0,0.0224121,0.00137059,0.0389023,0.0202049,0.00137796,0.00767574,0.00388232,0.00415804,0.00480261,0.0109881,0.0131979,0.00511099,0.0158602,0.0322687,0.00524509,0.00785027,0.00934998,0.0218181,0.0171327,0.0189545,0,0,0.0134841,0,0.022587,0.0078875,0.04432,0.026619,0.0266088,0.0143243,0.00301234,0.0495997,0.0114809,0.045914,0.0183938,0.0136875,0.00846295,0.00465676,0.0131327,0.0186165,0.0152691,0.0259683,0.00578996,0.0176519,0.0131109,0,0,0,0.0111104,0.00217281,0.0196251,0.0265844
198,0,0,0,0,0,0,0.0107941,0.0147225,0,0,0,0.0266804,0.0172917,0.0193195,0,0,0.00493417,0,0.0224342,0.0013982,0.0383588,0.0212157,0.00133597,0.00767549,0.00394893,0.00422533,0.00467117,0.0113035,0.0136328,0.00525028,0.0156861,0.0337969,0.00534644,0.00787106,0.00920451,0.0217952,0.0166759,0.0187226,0,0,0.0131179,0,0.0225682,0.0077374,0.0438793,0.0254581,0.0266667,0.0135084,0.00341703,0.0490591,0.0113265,0.0452856,0.0174395,0.0128566,0.00814028,0.0045961,0.0128922,0.0180821,0.015283,0.0254993,0.00581536,0.017637,0.0129698,0,0,0,0.011866,0.00225234,0.0196867,0.0266908
199,0,0,0,0,0,0,0.0106676,0.0145249,0,0,0,0.0278664,0.0172481,0.0198726,0,0,0.00512678,0,0.0224855,0.00143017,0.0378078,0.0217661,0.001294,0.00755258,0.00397544,0.00430381,0.00463319,0.0116405,0.0141041,0.00552791,0.0155833,0.0351573,0.00546991,0.00792155,0.00931855,0.0218295,0.0160569,0.0183472,0,0,0.0124198,0,0.0227064,0.00739236,0.043534,0.0244634,0.0267951,0.0126161,0.00379124,0.0481221,0.0111134,0.0445888,0.0163762,0.0119762,0.0078956,0.00443276,0.0124508,0.0175008,0.0154272,0.0247122,0.00508835,0.0174453,0.0127083,0,0,0,0.0126806,0.00211777,0.0197958,0.0267459
200,0,0,0,0,0,0,0.010723,0.0145336,0,0,0,0.0289056,0.017205,0.0205403,0,0,0.00529964,0,0.0225421,0.00146301,0.0372824,0.0220058,0.00129672,0.00751181,0.00400595,0.00446907,0.00469801,0.011939,0.0145443,0.00574744,0.0154902,0.0364449,0.00558292,0.00798271,0.00958976,0.0218119,0.0150719,0.0183203,0,0,0.0123584,0,0.0226671,0.00735999,0.0432335,0.0231875,0.026909,0.0114649,0.00406991,0.0480576,0.0107462,0.0438846,0.0150571,0.0107444,0.00767509,0.00423232,0.0119186,0.0169735,0.015752,0.0246114,0.00525641,0.0174916,0.0126846,0,0,0,0.0135186,0.00201053,0.0198866,0.0268346
201,0,0,0,0,0,0,0.0107347,0.0145079,0,0,0,0.0298213,0.0171718,0.0211426,0,0,0.00541299,0,0.0225802,0.00151224,0.0368238,0.022019,0.00129016,0.00745484,0.00402851,0.00465743,0.00470754,0.0121982,0.0149051,0.0058548,0.0153679,0.0375908,0.00561559,0.0080298,0.00971434,0.0217839,0.0137411,0.0182326,0,0,0.0121629,0,0.0226384,0.00727743,0.0429721,0.0221429,0.0270325,0.010162,0.00431945,0.0478878,0.0102574,0.0431182,0.0135704,0.00939502,0.00747341,0.0040021,0.0113243,0.0164281,0.0163705,0.0244057,0.0052476,0.0175065,0.0126853,0,0,0,0.0143646,0.00193634,0.0199593,0.0268726
202,0,0,0,0,0,0,0.0107647,0.0144807,0,0,0,0.0306142,0.0171655,0.0216529,0,0,0.00545952,0,0.0226045,0.00157862,0.0364587,0.0222269,0.0011992,0.00735491,0.00402764,0.00482203,0.00465894,0.0124131,0.0151788,0.0060424,0.015226,0.0386403,0.00560019,0.00805736,0.0099275,0.021786,0.0122645,0.0181216,0,0,0.0119789,0,0.0226458,0.00720111,0.0427562,0.0216428,0.0271143,0.00878438,0.00451277,0.0476929,0.00968336,0.0423108,0.0119479,0.00805532,0.0072949,0.00374098,0.010713,0.0157776,0.016937,0.0242515,0.0052589,0.0175378,0.0126324,0,0,0,0.015232,0.00172115,0.020014,0.02686
203,0,0,0,0,0,0,0.0107606,0.0144528,0,0,0,0.0313756,0.0171755,0.0220755,0,0,0.00541311,0,0.0226099,0.0015608,0.0362041,0.0224976,0.00107992,0.00720976,0.00402446,0.00505046,0.00460239,0.01267,0.0154456,0.00627226,0.0150528,0.0395292,0.00551384,0.00804956,0.0100104,0.0218097,0.0111939,0.0180225,0,0,0.0118505,0,0.0226779,0.00713027,0.0426124,0.0209011,0.0272264,0.00723089,0.00462935,0.0474549,0.00908529,0.0414289,0.0101441,0.00665363,0.00716707,0.00355927,0.0101303,0.015272,0.0174101,0.0241124,0.00530535,0.0175455,0.0125844,0,0,0,0.0160946,0.00128509,0.0200657,0.0268144
204,0,0,0,0,0,0,0.0107241,0.0144588,0,0,0,0.0319964,0.0171797,0.0224876,0,0,0.00536821,0,0.0226042,0.00152035,0.0360555,0.0228534,0.000976736,0.00705692,0.0040037,0.00531905,0.00452031,0.0129645,0.0157969,0.00647805,0.0149076,0.0403436,0.00545122,0.00803259,0.00999489,0.0218107,0.0102592,0.0178719,0,0,0.011704,0,0.0226789,0.00703061,0.0425908,0.0192648,0.0273492,0.00560115,0.00472329,0.0471671,0.00847606,0.0404877,0.00828593,0.00528838,0.00695364,0.00351192,0.00946748,0.0146126,0.0175484,0.0239588,0.00518107,0.0175242,0.01252,0,0,0,0.0170093,0.00111709,0.020151,0.0267698
205,0,0,0,0,0,0,0.0106151,0.0144312,0,0,0,0.0327047,0.017188,0.0230606,0,0,0.00536567,0,0.0225903,0.00152508,0.035982,0.0234262,0.000986446,0.00683284,0.00395478,0.00574393,0.00442629,0.013144,0.0161868,0.00665564,0.0148008,0.0412096,0.00545051,0.00800859,0.00969279,0.0218145,0.00919452,0.0177135,0,0,0.0115105,0,0.0226883,0.00690643,0.0426653,0.0175569,0.0275439,0.00391668,0.00481555,0.046835,0.00775967,0.0394553,0.00635681,0.00399082,0.0066878,0.00373922,0.00869542,0.0135659,0.0172137,0.0237981,0.0049911,0.0174698,0.0124282,0,0,0,0.0180055,0.00162834,0.0203346,0.0266792
206,0,0,0,0,0,0,0.0105527,0.0144512,0,0,0,0.0334385,0.0171743,0.0234519,0,0,0.00536093,0,0.0226055,0.00158614,0.0359619,0.0238025,0.000981968,0.00661489,0.00388918,0.00627632,0.0042861,0.0132998,0.0164989,0.00682796,0.014649,0.041957,0.00543295,0.00800383,0.00915676,0.0218252,0.00821759,0.017607,0,0,0.0114523,0,0.0226963,0.00682228,0.0427793,0.0162092,0.0278158,0.00242552,0.00492419,0.0466812,0.00704584,0.0383407,0.00458155,0.00270942,0.00657923,0.00432033,0.00784616,0.0124232,0.0162646,0.0237452,0.00509227,0.017469,0.0123658,0,0,0,0.0188598,0.00190077,0.0204255,0.0265119
207,0,0,0,0,0,0,0.0104705,0.0144195,0,0,0,0.0339131,0.0171789,0.0236873,0,0,0.00540819,0,0.0226411,0.00160395,0.0358903,0.0241969,0.000968912,0.00646586,0.00388262,0.00670919,0.00409062,0.013495,0.016729,0.00697847,0.0145143,0.042533,0.00542377,0.00801701,0.00943516,0.0218363,0.00723035,0.0173948,0,0,0.0113434,0,0.0227561,0.00674406,0.0430536,0.0142863,0.0280965,0.00246161,0.00496945,0.0462919,0.00646035,0.0371485,0.0035953,0.00172397,0.00654853,0.00524096,0.00679632,0.0109269,0.0147873,0.0235553,0.00509067,0.0173866,0.0122155,0,0,0,0.0196553,0.00179736,0.0204181,0.0263511
208,0,0,0,0,0,0,0.0104944,0.0144727,0,0,0,0.0343551,0.0171905,0.0238606,0,0,0.00554985,0,0.0226906,0.00162218,0.035715,0.0245355,0.00103458,0.00634182,0.00394532,0.00706422,0.00386479,0.0136837,0.0169057,0.00706994,0.0143912,0.0431191,0.00548162,0.00804046,0.0102701,0.0218647,0.00649558,0.0173647,0,0,0.0111868,0,0.0227581,0.00663329,0.0434583,0.0120058,0.0283913,0.00403074,0.00498411,0.0461281,0.00593003,0.0358962,0.00422471,0.00140543,0.00652327,0.00658974,0.00563438,0.00906332,0.0132892,0.0233698,0.00508015,0.0174053,0.0122324,0,0,0,0.0204177,0.00175292,0.0203984,0.026222
209,0,0,0,0,0,0,0.0105004,0.0144694,0,0,0,0.0347267,0.0172005,0.0240342,0,0,0.0058096,0,0.0227225,0.00170547,0.0355177,0.0247281,0.00104755,0.00612903,0.00407653,0.00738814,0.00368393,0.0137004,0.0169781,0.00713907,0.0142938,0.0437417,0.00560896,0.00805948,0.011408,0.0219183,0.00631378,0.0173345,0,0,0.0107552,0,0.0228761,0.0064249,0.0439691,0.0100158,0.0286421,0.00558992,0.00497985,0.0457076,0.00551858,0.0347133,0.00607472,0.00197309,0.00668526,0.00841024,0.00510382,0.00724428,0.0114805,0.0229388,0.00449509,0.0173703,0.0122182,0,0,0,0.0211127,0.00170169,0.020357,0.026196
210,0,0,0,0,0,0,0.0105673,0.014498,0,0,0,0.0351064,0.0171905,0.0242707,0,0,0.00615914,0,0.0227624,0.00186068,0.035308,0.0247246,0.00113685,0.00585662,0.00427314,0.00777669,0.0034524,0.0136993,0.0170207,0.00719733,0.0141804,0.0443554,0.00583633,0.00807431,0.0132985,0.0219193,0.00721062,0.0174294,0,0,0.0106329,0,0.0228429,0.0063806,0.0445051,0.00932921,0.0289309,0.00693178,0.00502924,0.045491,0.00528185,0.0335695,0.00831806,0.00333786,0.00765692,0.010553,0.00592959,0.00654892,0.0102471,0.0227701,0.00458225,0.0173623,0.0123457,0,0,0,0.0217425,0.00151703,0.0203215,0.026158
211,0,0,0,0,0,0,0.0106253,0.014519,0,0,0,0.035458,0.0171646,0.0244895,0,0,0.00654954,0,0.0227971,0.00203736,0.0350035,0.0248358,0.00115186,0.00561557,0.00450684,0.00804185,0.00327527,0.0138396,0.0171172,0.00729158,0.0140437,0.0448564,0.00609612,0.00807872,0.0160773,0.0219355,0.00868145,0.0175185,0,0,0.0104581,0,0.022867,0.00636286,0.0451696,0.00952307,0.0291755,0.00762436,0.00508796,0.0451952,0.00543025,0.0326868,0.0102031,0.00521059,0.00938023,0.012879,0.0078448,0.00777426,0.011112,0.0225704,0.00457692,0.0173384,0.0124792,0,0,0,0.022279,0.00101156,0.0202152,0.0261037
212,0,0,0,0,0,0,0.0106393,0.0145453,0,0,0,0.0358082,0.017146,0.0246035,0,0,0.00691973,0,0.0228324,0.00220167,0.0346545,0.0250108,0.00113615,0.00540423,0.00479675,0.00817194,0.00307463,0.0140543,0.0172642,0.00736946,0.0138812,0.0453289,0.00640286,0.0080117,0.0196536,0.0219254,0.0101425,0.0175901,0,0,0.0102734,0,0.0228626,0.00627535,0.0459404,0.0104454,0.0293263,0.0077322,0.00518616,0.0448203,0.00562383,0.0322122,0.0118304,0.00727274,0.0114392,0.0151139,0.0103263,0.0099752,0.0144716,0.0222995,0.00457438,0.0173053,0.0126545,0,0,0,0.0226947,0.000970529,0.0200274,0.0260442
213,0,0,0,0,0,0,0.0105895,0.0145046,0,0,0,0.0361481,0.0171498,0.0246963,0,0,0.00715442,0,0.0228719,0.00229013,0.0344635,0.0251794,0.00128449,0.00514747,0.00513763,0.00820862,0.00283079,0.0142926,0.0174676,0.0074551,0.0137456,0.0457492,0.0067175,0.00793987,0.0231258,0.0219019,0.0114734,0.0175904,0,0,0.0103998,0,0.0228398,0.00621779,0.0468243,0.0117495,0.0293349,0.00763888,0.00525394,0.0444608,0.00606661,0.0321632,0.0129037,0.00915996,0.0134554,0.0170783,0.0126317,0.0122148,0.0189079,0.0222517,0.0049324,0.0172439,0.0127385,0,0,0,0.02302,0.00105937,0.0197793,0.0261693
214,0,0,0,0,0,0,0.0106904,0.0146512,0,0,0,0.0365441,0.0171422,0.0246713,0,0,0.00743655,0,0.0228993,0.0023821,0.0343909,0.0252232,0.00162964,0.00483814,0.00536454,0.00823596,0.00260899,0.0144392,0.0176228,0.00750728,0.0136647,0.0460463,0.0069535,0.00797457,0.0263169,0.0219201,0.0127846,0.0178393,0,0,0.0104726,0,0.0228927,0.00619429,0.0475762,0.0130117,0.0293247,0.00845808,0.00549965,0.044635,0.00688798,0.0322549,0.0136133,0.0107147,0.014964,0.0185195,0.0141738,0.0136639,0.0232647,0.0224383,0.00499927,0.0174008,0.0129757,0,0,0,0.0232708,0.00097787,0.0195086,0.0263107
215,0,0,0,0,0,0,0.0107514,0.0147719,0,0,0,0.0367587,0.0171168,0.0243861,0,0,0.00765229,0,0.0229005,0.00246157,0.0344768,0.0251903,0.00211509,0.0044967,0.00559175,0.00821962,0.00241921,0.0145745,0.017763,0.00760929,0.0136025,0.046298,0.00705778,0.00799804,0.0281145,0.021969,0.0137962,0.0180947,0,0,0.0106784,0,0.0228888,0.00630951,0.0481321,0.0139136,0.0292021,0.00961081,0.00576895,0.0449108,0.00758395,0.0324577,0.0137913,0.0115152,0.0158793,0.0194768,0.0150421,0.0144206,0.0262579,0.0227436,0.00523845,0.0175218,0.0132034,0,0,0,0.0233791,0.000964816,0.0191489,0.0265748
216,0,0,0,0,0,0,0.0107956,0.0148513,0,0,0,0.0366095,0.0171343,0.023795,0,0,0.00784597,0,0.0229069,0.00252377,0.0346283,0.0249506,0.0026963,0.00436908,0.0057848,0.00814743,0.0022673,0.0146995,0.0178341,0.00763756,0.0135707,0.0464822,0.00721335,0.00796214,0.0279418,0.0220227,0.0142539,0.0183783,0,0,0.0110359,0,0.022913,0.00657074,0.0484516,0.0142008,0.0290617,0.0108802,0.00595121,0.0452453,0.00777144,0.0327199,0.0136295,0.0114884,0.0161187,0.0198176,0.0151866,0.0144851,0.0271758,0.0231812,0.00525052,0.0174978,0.0134182,0,0,0,0.0233553,0.00120881,0.0186951,0.0268833
217,0,0,0,0,0,0,0.0108445,0.0147907,0,0,0,0.0360409,0.0171682,0.0231633,0,0,0.00800783,0,0.0229131,0.00259232,0.0347867,0.0245947,0.00345615,0.00418458,0.00586763,0.00802597,0.00221509,0.0147625,0.0177922,0.00745078,0.0136525,0.046224,0.00740292,0.00786782,0.0257497,0.0220705,0.0140425,0.0186396,0,0,0.0114258,0,0.0229875,0.00678494,0.0485658,0.0138384,0.0289219,0.011739,0.00598158,0.0455159,0.00766247,0.03315,0.0131791,0.0108506,0.0157608,0.0195344,0.0147926,0.0140716,0.0256108,0.0236452,0.0052096,0.0172467,0.0136755,0,0,0,0.0232096,0.00147245,0.0181408,0.0271674
218,0,0,0,0,0,0,0.0109363,0.0146021,0,0,0,0.0350189,0.01724,0.0222644,0,0,0.00820284,0,0.0229386,0.00265549,0.0349169,0.0241213,0.00439623,0.00403484,0.00584189,0.00796307,0.0022518,0.0147772,0.0176174,0.00709492,0.0137816,0.0453683,0.00753638,0.00778253,0.0221124,0.0221403,0.0131985,0.0188739,0,0,0.0118653,0,0.0230603,0.00697776,0.0485664,0.012993,0.0287656,0.0118064,0.00576086,0.0457407,0.00665164,0.0337886,0.0124117,0.00982626,0.0148661,0.0186104,0.013877,0.0132256,0.0220834,0.0241651,0.00518985,0.0168647,0.013976,0,0,0,0.0229288,0.00141864,0.0175033,0.0274695
219,0,0,0,0,0,0,0.0111485,0.0143972,0,0,0,0.0335149,0.0172613,0.0210135,0,0,0.0082775,0,0.0229324,0.00262321,0.03497,0.0233155,0.00543178,0.00403333,0.00595671,0.00811617,0.0023987,0.0146121,0.0171969,0.00675018,0.0139367,0.043918,0.00756343,0.00776126,0.01823,0.0220235,0.012152,0.0192226,0,0,0.0137129,0,0.0226615,0.00791242,0.048395,0.0116147,0.0287104,0.0114324,0.00535576,0.0465751,0.00476561,0.0344458,0.0115666,0.00860891,0.0134539,0.0170649,0.0122449,0.011674,0.0183245,0.0256233,0.00751827,0.0165229,0.0143393,0,0,0,0.022559,0.00239429,0.0168615,0.0277123
220,0,0,0,0,0,0,0.0112674,0.014117,0,0,0,0.0315174,0.0172913,0.0194576,0,0,0.00842457,0,0.0229246,0.00260191,0.0350766,0.0222536,0.00652336,0.00419039,0.00596696,0.00824895,0.00296807,0.0142522,0.016526,0.00633759,0.0141485,0.0419427,0.00757382,0.00769394,0.0138293,0.0220032,0.0103642,0.0194011,0,0,0.0145504,0,0.0225705,0.00845576,0.0481641,0.0101423,0.0285955,0.01011,0.00499195,0.0470043,0.0032759,0.0352361,0.0103024,0.00716608,0.0119375,0.0152612,0.010389,0.00993668,0.0146022,0.0263463,0.00836189,0.0161901,0.0145239,0,0,0,0.02204,0.00308139,0.016099,0.0279239
221,0,0,0,0,0,0,0.0113058,0.0138195,0,0,0,0.0291621,0.0173143,0.017546,0,0,0.00852233,0,0.0229646,0.00261719,0.0352574,0.0209076,0.00760243,0.00431379,0.00594138,0.0082961,0.0038227,0.0137103,0.0156271,0.00589111,0.0143666,0.0396247,0.00770398,0.0077286,0.00937379,0.0217582,0.00924942,0.0195503,0,0,0.0157963,0,0.0231318,0.00934126,0.0479219,0.0115919,0.0282653,0.00875613,0.00470883,0.0473619,0.00223547,0.0361331,0.00893584,0.00608998,0.0109432,0.0139226,0.0087922,0.00861451,0.0123659,0.0271916,0.0100612,0.0159078,0.01476,0,0,0,0.0213469,0,0.0152377,0.0281815
222,0,0,0,0,0,0,0.0114305,0.0137064,0,0,0,0.0263891,0.0173055,0.0158564,0,0,0.00863307,0,0.0230265,0.00267244,0.0355515,0.0193772,0.00851735,0.00433164,0.00583003,0.00822447,0.00485085,0.0130752,0.0145686,0.00545924,0.0145858,0.0368194,0.00812658,0.00777508,0.00675708,0.021754,0.0115979,0.0199914,0,0,0.0161035,0,0.0230996,0.00959379,0.0479599,0.0178182,0.0275476,0.00877509,0.00446733,0.0480097,0.00130962,0.0370609,0.00834227,0.00618169,0.011808,0.0141009,0.00841236,0.0096129,0.0152942,0.0276989,0.0103161,0.0158928,0.0152478,0,0,0,0.0204318,0,0.014283,0.0286029
223,0,0,0,0,0,0,0.0115173,0.0136054,0,0,0,0.0231174,0.0172046,0.0143705,0,0,0.00881949,0,0.0231159,0.00276396,0.0359474,0.0177238,0.0092333,0.0041852,0.00556311,0.00809381,0.00587512,0.0123731,0.0134186,0.00503998,0.0149231,0.0334259,0.00839816,0.00783568,0.00733841,0.0217596,0.0153504,0.0204566,0,0,0.0162032,0,0.02309,0.00968858,0.0483672,0.0223903,0.0267007,0.010698,0.00428687,0.0484155,0.00126553,0.0378774,0.00898563,0.00756068,0.0139829,0.0153193,0.00981388,0.0137747,0.0216046,0.0278448,0.0104559,0.0158556,0.0156985,0,0,0,0.0193819,0,0.0133216,0.0291267
