Timestep,BBL,BBR,BFBL,BFBR,BFTL,BFTR,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,R5FT,RANK,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,STRN,T10,x70,x71,x72,R5HD,LTHI,x73,LWRB,RASI,RWRB
155,0,0,0,0,0,0,0.0331775,0.0268782,0,0,0,0.0230704,0.0190458,0.0208276,0.0669457,0,0,0.0205038,0,0.0205579,0.00339483,0.0373315,0.0193829,0.0115007,0.0271936,0.042929,0.0374668,0.0246146,0.0243127,0,0.016493,0.0131928,0.0138064,0.00749573,0.0206334,0.0269174,0.0075289,0.00406855,0.0131771,0.0306037,0,0,0.0347116,0,0.0166066,0.0222775,0.0674767,0.0200272,0.0181568,0.0113735,0.0311227,0.0240056,0.005456,0.0423278,0.00511311,0.00944088,0.0122092,0.00669132,0.0121955,0.0161627,0.00849854,0.0315977,0.0219625,0.027363,0.0321599,0,0,0,0.0167293,0.0171113,0,0.00503425,0.0219713,0
156,0,0,0,0,0,0,0.0331347,0.0267992,0,0,0,0.0200972,0.0190342,0.0197063,0.0666572,0,0,0.0204972,0,0.0205127,0.00340619,0.0373578,0.0184919,0.0113774,0.0259191,0.0428617,0.0374434,0.0235739,0.0232372,0,0.016277,0.0133456,0.0137704,0.00763111,0.0178217,0.0269471,0.00752038,0.00458892,0.0136852,0.0304197,0,0,0.0347499,0,0.0165978,0.022233,0.0679399,0.0197749,0.0183864,0.0117513,0.0310493,0.0241115,0.00550168,0.04273,0.00540625,0.0095537,0.0120941,0.00693669,0.0119252,0.0152302,0.0084956,0.0316551,0.0218779,0.0272959,0.0321003,0,0,0,0.0167146,0.0162965,0,0.00509978,0.0222361,0
157,0,0,0,0,0,0,0.0330794,0.0267094,0,0,0,0.0172922,0.0190282,0.0187576,0.0662974,0,0,0.020513,0,0.0205087,0.00339436,0.0373285,0.0177137,0.0111891,0.0244431,0.0427259,0.0373619,0.0222808,0.021858,0,0.0160226,0.0134398,0.0139432,0.00771296,0.0154456,0.0269218,0.00752459,0.00524164,0.0140342,0.0302459,0,0,0.0347219,0,0.0166011,0.0221675,0.0684349,0.019286,0.0185899,0.0123136,0.0308419,0.0242242,0.00561011,0.0431203,0.00614314,0.00961706,0.0118873,0.00714616,0.011453,0.0138609,0.0084348,0.0317465,0.0219067,0.0271906,0.0318987,0,0,0,0.0167103,0.015228,0,0.0051198,0.0224976,0
158,0,0,0,0,0,0,0.0329871,0.0266379,0,0,0,0.0149278,0.0190476,0.0178065,0.0659424,0,0,0.0206418,0,0.0204916,0.00343301,0.0372856,0.0172221,0.0109636,0.0227102,0.0426972,0.0372671,0.0206164,0.0201599,0,0.0156085,0.0131018,0.0137326,0.00779407,0.0141102,0.0269442,0.00751796,0.00571979,0.0141848,0.0300342,0,0,0.0347071,0,0.0166073,0.0221569,0.0689783,0.0188402,0.018832,0.0130211,0.0307062,0.0243557,0.00574998,0.0434775,0.00713727,0.00985156,0.0116239,0.00752219,0.0109399,0.012425,0.00841788,0.0317098,0.021929,0.0270933,0.0317537,0,0,0,0.0167128,0.0138722,0,0.00514535,0.0227421,0
159,0,0,0,0,0,0,0.0328582,0.0266328,0,0,0,0.0128481,0.0190394,0.0165318,0.0657289,0,0,0.020747,0,0.0204455,0.00350145,0.0373671,0.0154395,0.0105702,0.0211351,0.0427689,0.0371688,0.0186722,0.0183799,0,0.0147996,0.0118297,0.0128294,0.00798729,0.0146502,0.0269505,0.00751659,0.00639984,0.0143115,0.0298889,0,0,0.034715,0,0.0165946,0.0221909,0.0696958,0.0183045,0.0191482,0.0138014,0.0305966,0.0245491,0.00598278,0.0437177,0.00826018,0.010342,0.0114259,0.00798353,0.010551,0.0111722,0.00862888,0.0318156,0.0218892,0.0270343,0.0317987,0,0,0,0.0167028,0.0125556,0,0.00515941,0.0230641,0
160,0,0,0,0,0,0,0.0326032,0.0266497,0,0,0,0.0104067,0.0189976,0.0154562,0.0656714,0,0,0.0207958,0,0.0204244,0.00353967,0.0375869,0.0124203,0.00990553,0.0206798,0.0427509,0.0370011,0.0174664,0.0175436,0,0.0136618,0.0100081,0.0115531,0.00815134,0.0165087,0.0269057,0.00753519,0.00764758,0.0146193,0.0298065,0,0,0.0347978,0,0.0165526,0.0223013,0.0707155,0.0174598,0.0195024,0.0145396,0.030348,0.0247957,0.00634046,0.0438576,0.00938482,0.0110011,0.0112881,0.00838044,0.010207,0.0100359,0.00902874,0.0320722,0.02178,0.0269771,0.0318472,0,0,0,0.016668,0.0120618,0,0.00514572,0.0234323,0
161,0,0,0,0,0,0,0.0322938,0.0265775,0,0,0,0.00781462,0.0189486,0.01347,0.0656011,0,0,0.0207767,0,0.0204446,0.00358209,0.0376777,0.00920968,0.00926674,0.0212579,0.0424134,0.0367714,0.0174699,0.0178921,0,0.0129067,0.00923392,0.0108396,0.00823082,0.0171282,0.0268319,0.00757618,0.00908532,0.0148008,0.0296046,0,0,0.0350062,0,0.0165081,0.0225053,0.0719631,0.0162274,0.0198375,0.0151371,0.0299387,0.02502,0.00669911,0.0439335,0.0104718,0.0115946,0.010987,0.00850992,0.00972071,0.00880673,0.00956429,0.0321703,0.0217503,0.0268757,0.0315122,0,0,0,0.0166345,0.0123331,0,0.00512907,0.0237803,0
162,0,0,0,0,0,0,0.0321687,0.0263379,0,0,0,0.0078262,0.0188938,0.0117287,0.0656462,0,0,0.0206665,0,0.0204642,0.00370492,0.0372404,0.00675635,0.00877621,0.0209801,0.0417231,0.0365547,0.0172326,0.0174218,0,0.0130093,0.00965926,0.0112929,0.00828937,0.0168738,0.0267414,0.00763935,0.0105787,0.0145165,0.0292403,0,0,0.0351488,0,0.0164671,0.0226358,0.0732219,0.0146922,0.0201088,0.0156636,0.0295478,0.0250723,0.00702281,0.0440254,0.0116358,0.0121938,0.0104772,0.00838929,0.00899219,0.00754257,0.010179,0.0323547,0.0218119,0.0266524,0.0309802,0,0,0,0.0166024,0.0121476,0,0.00515211,0.0240129,0
163,0,0,0,0,0,0,0.0323702,0.0261138,0,0,0,0.010993,0.0187727,0.0114577,0.0660855,0,0,0.0204452,0,0.0204602,0.00381308,0.0366842,0.00608558,0.00843378,0.0192529,0.0410437,0.0364869,0.0158472,0.0152647,0,0.0135601,0.0106628,0.0122597,0.00845408,0.0180961,0.0266143,0.00770133,0.0120904,0.0139051,0.0291088,0,0,0.035077,0,0.016442,0.0226938,0.0742096,0.0129958,0.0203512,0.0163033,0.0292365,0.0250107,0.00738029,0.0440111,0.0127769,0.0129032,0.00995824,0.00823348,0.00812162,0.0066569,0.010984,0.0324144,0.0218547,0.0264447,0.0307555,0,0,0,0.0165767,0.0102951,0,0.00519382,0.0241184,0
164,0,0,0,0,0,0,0.0325783,0.0260294,0,0,0,0.0138234,0.0186495,0.0118517,0.0665296,0,0,0.0201693,0,0.0204811,0.00378832,0.0365008,0.00672612,0.00823581,0.0174003,0.0404745,0.0365051,0.0137986,0.0124302,0,0.0138106,0.0114877,0.0129342,0.00859047,0.0190956,0.0265508,0.0077442,0.0130791,0.0131396,0.0292454,0,0,0.0348467,0,0.0164979,0.0226869,0.0747368,0.0106481,0.0204413,0.0170352,0.0290144,0.0249184,0.00784933,0.0437743,0.0140817,0.0137996,0.00957893,0.00814335,0.00728358,0.00639535,0.0123395,0.0325741,0.0217245,0.0263049,0.0309313,0,0,0,0.0165996,0.00753491,0,0.00529186,0.0239934,0
165,0,0,0,0,0,0,0.0325969,0.0260517,0,0,0,0.0146251,0.0185596,0.0119896,0.06676,0,0,0.0198355,0,0.0205413,0.00366905,0.0367577,0.00695298,0.00812219,0.0163387,0.0398264,0.0364744,0.011993,0.0101419,0,0.0135413,0.0116206,0.0131026,0.00856218,0.0190829,0.0265083,0.00780739,0.0140111,0.0122788,0.0295018,0,0,0.0346966,0,0.0164838,0.0225779,0.0749168,0.00796565,0.0204163,0.0179418,0.0288604,0.0247213,0.00850735,0.0434591,0.0154083,0.0147923,0.00925803,0.00816905,0.00663358,0.00663057,0.0140264,0.0324105,0.021497,0.0262012,0.0312532,0,0,0,0.0165688,0.0050412,0,0.00530271,0.0235865,0
166,0,0,0,0,0,0,0.0324379,0.0260818,0,0,0,0.0152378,0.0184679,0.0113907,0.0670353,0,0,0.0195373,0,0.0205696,0.00358831,0.0373655,0.006731,0.00796101,0.0159104,0.0391012,0.0363016,0.0106679,0.008763,0,0.0131731,0.0112726,0.0130054,0.00850222,0.0197232,0.0264103,0.00785985,0.0141172,0.0114086,0.0296541,0,0,0.0345315,0,0.0164282,0.0224063,0.0748789,0.00582061,0.0203272,0.018992,0.0286224,0.0243731,0.00934458,0.043074,0.0167131,0.0158937,0.0088918,0.00830089,0.00601422,0.007176,0.0162482,0.0320006,0.0211865,0.0261115,0.0313837,0,0,0,0.0165085,0.0042058,0,0.00521362,0.0230721,0
167,0,0,0,0,0,0,0.0322186,0.0259713,0,0,0,0.0160734,0.0183896,0.0107098,0.0673986,0,0,0.0195068,0,0.0205744,0.0036656,0.037874,0.00643555,0.0078338,0.0157414,0.0383409,0.0360436,0.00987243,0.00831607,0,0.0128533,0.0108504,0.0128426,0.0085411,0.0208956,0.0261526,0.00789164,0.0141152,0.0105765,0.0296379,0,0,0.0342448,0,0.0164115,0.0222961,0.0747345,0.00513644,0.0202392,0.0199918,0.0282003,0.0238864,0.0103152,0.0424954,0.0180044,0.0170336,0.00855153,0.00825785,0.00545833,0.00788816,0.0179058,0.0317584,0.0210851,0.0259608,0.0311461,0,0,0,0.0164993,0.00505814,0,0.00516028,0.0227715,0
168,0,0,0,0,0,0,0.0320276,0.0256952,0,0,0,0.0164791,0.0183599,0.0103793,0.0676195,0,0,0.0196968,0,0.0205659,0.00393794,0.0380298,0.00580262,0.00773305,0.0156345,0.0376425,0.0357795,0.00983532,0.00879269,0,0.0125463,0.0106748,0.0126482,0.00865348,0.0208038,0.0260851,0.00792281,0.0137663,0.0097353,0.0294472,0,0,0.0342703,0,0.0164785,0.0222569,0.0745606,0.00614787,0.0201005,0.0208006,0.0277516,0.0234547,0.0113067,0.0418513,0.0191921,0.0181058,0.00827055,0.00801451,0.00490523,0.0084631,0.0184027,0.0315299,0.0211625,0.0257907,0.0307595,0,0,0,0.0165417,0.00628992,0,0.00530282,0.0225236,0
169,0,0,0,0,0,0,0.0318558,0.025307,0,0,0,0.0165761,0.0183651,0.010303,0.067926,0,0,0.0199011,0,0.0205493,0.00419472,0.0380344,0.00508062,0.00763645,0.015384,0.0367504,0.0354406,0.0103975,0.00975357,0,0.0123361,0.010795,0.0124695,0.00878559,0.019914,0.0260741,0.00793995,0.0137543,0.00884241,0.0290202,0,0,0.0344345,0,0.016596,0.0222664,0.074396,0.00800858,0.0198469,0.0212364,0.0272849,0.023052,0.0122182,0.0412059,0.0201433,0.018878,0.00804874,0.00759112,0.0045946,0.00877075,0.0177802,0.0313171,0.021353,0.025526,0.0302131,0,0,0,0.0166251,0.00742861,0,0.00549414,0.0222781,0
170,0,0,0,0,0,0,0.0316287,0.0249693,0,0,0,0.0164168,0.0183887,0.0103399,0.0675703,0,0,0.0201386,0,0.0205183,0.00437004,0.0381398,0.00475288,0.00764292,0.0147961,0.0358049,0.0350597,0.0108645,0.0104161,0,0.0121179,0.0110025,0.0123199,0.00886258,0.0190105,0.0260884,0.00792799,0.0141534,0.00809554,0.0284958,0,0,0.0344936,0,0.0165867,0.0223199,0.0742983,0.0100524,0.0194517,0.0211557,0.0268633,0.0225806,0.012921,0.0406418,0.0207363,0.0192973,0.00782727,0.00709095,0.00440475,0.00889995,0.0170759,0.0311192,0.0214726,0.0250457,0.0297426,0,0,0,0.0166298,0.00830857,0,0.00565804,0.0219648,0
171,0,0,0,0,0,0,0.0313983,0.0248168,0,0,0,0.0163988,0.0184087,0.0101816,0.0677577,0,0,0.0203688,0,0.0204882,0.00442296,0.0385146,0.00448987,0.00774218,0.0140532,0.0350319,0.0347548,0.0108582,0.0105606,0,0.0117878,0.0110782,0.0121075,0.00900707,0.0182152,0.0261134,0.00791043,0.0152943,0.00757426,0.0280898,0,0,0.0346773,0,0.0166472,0.0224827,0.0742356,0.0120241,0.0190216,0.0208798,0.0266009,0.0221132,0.0133055,0.040258,0.0211464,0.0193974,0.00755492,0.00666658,0.00407323,0.00881531,0.0170445,0.0310005,0.0215666,0.0247182,0.0293632,0,0,0,0.0166841,0.00890498,0,0.00576267,0.0216035,0
172,0,0,0,0,0,0,0.0312145,0.0247648,0,0,0,0.0163656,0.0184144,0.00987288,0.0684225,0,0,0.0205767,0,0.0204401,0.0045074,0.0391337,0.00417225,0.0080449,0.0135804,0.0343947,0.0345441,0.0105172,0.0102742,0,0.0115406,0.0110258,0.0118827,0.00921378,0.0175557,0.026122,0.0078953,0.0167614,0.00760321,0.0278076,0,0,0.0347753,0,0.0167012,0.0225353,0.0741515,0.0135156,0.0185896,0.020731,0.0264114,0.0217051,0.0135489,0.0400168,0.0214476,0.0192987,0.00742514,0.00630095,0.00361776,0.00857249,0.0185442,0.030954,0.0214608,0.0245387,0.0289567,0,0,0,0.016722,0.00929509,0,0.00581851,0.0213122,0
173,0,0,0,0,0,0,0.0310145,0.0246463,0,0,0,0.0162718,0.0184522,0.00969894,0.069177,0,0,0.0207706,0,0.0203873,0.00462058,0.0398419,0.0044416,0.00850157,0.0134148,0.0338351,0.0343662,0.0101746,0.00990031,0,0.0113566,0.0109425,0.0117582,0.0094191,0.0173269,0.0260805,0.00787767,0.0189859,0.00844274,0.0274933,0,0,0.0348879,0,0.016749,0.0225554,0.073927,0.0144108,0.0181922,0.0208123,0.0262716,0.0213698,0.0137576,0.0398338,0.0215785,0.0191271,0.00756939,0.0059458,0.00323519,0.00849629,0.0225244,0.0307938,0.021235,0.0243713,0.0285772,0,0,0,0.016752,0,0,0.00588504,0.0209793,0
174,0,0,0,0,0,0,0.0308763,0.0244984,0,0,0,0.0159046,0.0184652,0.0096778,0.0697534,0,0,0.0208842,0,0.0203482,0.00468041,0.0405188,0.0050757,0.00885395,0.0132563,0.0332027,0.0342424,0.00981624,0.00953792,0,0.011242,0.010818,0.0116435,0.00950485,0.0167695,0.0260134,0.00788479,0.0225199,0.00973,0.027174,0,0,0.0350148,0,0.016789,0.022651,0.0734735,0.0149939,0.0178109,0.0211708,0.0261667,0.0211523,0.0140112,0.0396812,0.0216184,0.0191819,0.0078923,0.0056048,0.00307851,0.0086792,0.0276233,0.0306828,0.0210819,0.0242344,0.0283719,0,0,0,0.0167808,0,0,0.00595365,0.0206275,0
175,0,0,0,0,0,0,0.0308051,0.024306,0,0,0,0.0155915,0.0185243,0.00986236,0.0701016,0,0,0.0209586,0,0.020347,0.00467421,0.0407768,0.00594789,0.00913477,0.0132351,0.0327149,0.0341079,0.00962174,0.00937483,0,0.0112421,0.0108494,0.0115905,0.00947749,0.0161582,0.0259713,0.00791705,0.0264667,0.0107884,0.0269179,0,0,0.0350962,0,0.0168539,0.0227337,0.0727496,0.0153521,0.0174358,0.0216238,0.0261232,0.0209585,0.0142628,0.03957,0.0216954,0.0193406,0.00805551,0.00527395,0.003112,0.0090676,0.0316336,0.0308429,0.021005,0.0240449,0.0283163,0,0,0,0.0168271,0,0,0.00599433,0.0203236,0
176,0,0,0,0,0,0,0.03066,0.0240444,0,0,0,0.0153015,0.0185694,0.0101109,0.070349,0,0,0.0210571,0,0.0203246,0.00465278,0.0405479,0.00682534,0.0093061,0.013202,0.0321978,0.0339101,0.00958523,0.00947007,0,0.0113055,0.0110169,0.01158,0.00937035,0.0154779,0.0259403,0.00791683,0.0295799,0.0109879,0.0266654,0,0,0.0351425,0,0.0168851,0.0227828,0.0718975,0.0154148,0.0170721,0.0218151,0.0261215,0.02072,0.0144482,0.0394554,0.0219854,0.019388,0.00785681,0.00497313,0.00341555,0.00969982,0.0346897,0.0309881,0.0210031,0.0238067,0.0282009,0,0,0,0.0168444,0,0,0.00614198,0.0200573,0
177,0,0,0,0,0,0,0.0305196,0.0237889,0,0,0,0.0149254,0.0186046,0.0102932,0.070537,0,0,0.0212056,0,0.0202994,0.00473512,0.0401496,0.00747097,0.00942018,0.0130428,0.0315618,0.0336982,0.00955364,0.00956751,0,0.0112109,0.0110965,0.0114634,0.00926928,0.0143323,0.0258765,0.00788028,0.0315986,0.0107448,0.0264519,0,0,0.0352301,0,0.016929,0.0228931,0.071109,0.0154505,0.0167315,0.0216056,0.0261706,0.0206131,0.0145674,0.0392966,0.0221402,0.0193226,0.00756286,0.00475049,0.00390849,0.0107399,0.0372175,0.0311695,0.0209516,0.0235839,0.0279369,0,0,0,0.0168743,0.00833932,0,0.00624573,0.0197736,0
178,0,0,0,0,0,0,0.0303581,0.0235414,0,0,0,0.0146521,0.0186245,0.0104816,0.0706813,0,0,0.0213992,0,0.0202631,0.00484764,0.0396982,0.00822537,0.00959142,0.0129771,0.0309185,0.0334864,0.00962324,0.00973307,0,0.0109981,0.0111146,0.0113525,0.00913786,0.0134681,0.0259072,0.00785899,0.0328216,0.0104585,0.0262519,0,0,0.0354371,0,0.016977,0.0230192,0.0704362,0.0154314,0.0164359,0.0211348,0.0262964,0.0205939,0.0146929,0.0391091,0.022122,0.0192658,0.00744502,0.00459809,0.0044753,0.012154,0.0390274,0.0312955,0.0208469,0.0233323,0.0277326,0,0,0,0.0169057,0.00836021,0,0.00635734,0.0194521,0
179,0,0,0,0,0,0,0.0302836,0.0233292,0,0,0,0.014217,0.0186277,0.0106054,0.0708489,0,0,0.0215414,0,0.0202458,0.00490075,0.0393192,0.00896102,0.00974952,0.0129692,0.0303472,0.033324,0.00968176,0.00989568,0,0.0109935,0.0111416,0.0113392,0.00896524,0.0129314,0.0259545,0.00787617,0.0334835,0.0102675,0.0260733,0,0,0.0355819,0,0.0170299,0.0231343,0.0698129,0.015462,0.0161698,0.0206322,0.0264201,0.0206855,0.0148276,0.0388973,0.0220591,0.0192552,0.00754677,0.00450557,0.00498887,0.0135974,0.0400741,0.0314413,0.020732,0.0231294,0.0275121,0,0,0,0.0169374,0.00825295,0,0.00652297,0.0191274,0
180,0,0,0,0,0,0,0.0303149,0.0231604,0,0,0,0.0141416,0.0186559,0.0108223,0.0710199,0,0,0.0216015,0,0.0202601,0.00499957,0.0390624,0.00955342,0.0098129,0.0130234,0.0297962,0.0331723,0.00962179,0.0098125,0,0.0110314,0.0112376,0.0112906,0.00883021,0.0123003,0.0259276,0.00785859,0.0334557,0.0101064,0.0259499,0,0,0.0349325,0,0.0168509,0.0225519,0.0691961,0.0154391,0.0158566,0.0201902,0.0263819,0.020911,0.0148355,0.0387014,0.0218375,0.0193182,0.00764111,0.00445027,0.00544697,0.0148089,0.0402725,0.0311744,0.0198901,0.0229706,0.0273669,0,0,0,0.0170824,0.00827413,0,0.00664357,0.0189612,0.0158298
181,0,0,0,0,0,0,0.0303471,0.0230341,0,0,0,0.0140344,0.0186708,0.0109987,0.0712221,0,0,0.0216145,0,0.0202743,0.00505405,0.0389886,0.0101575,0.009889,0.013155,0.0292013,0.0330851,0.00961124,0.00984628,0,0.0110957,0.0114064,0.0113549,0.00880255,0.0121253,0.0258547,0.00785713,0.0326572,0.00975898,0.0258428,0,0,0.0347929,0,0.016876,0.022445,0.0685621,0.0151162,0.0155501,0.0197794,0.0262979,0.0211838,0.0148244,0.0385491,0.0216697,0.0194488,0.0076543,0.0044294,0.00585112,0.0156307,0.0396735,0.031034,0.0196018,0.0228357,0.0272957,0,0,0,0.017089,0.00821756,0,0.00672315,0.0188134,0.0158739
182,0,0,0,0,0,0,0.030378,0.0229425,0,0,0,0.0141236,0.0186749,0.0112036,0.0714634,0,0,0.0216131,0,0.020283,0.00510697,0.0390314,0.0107251,0.0100396,0.0132185,0.0286102,0.0330119,0.009749,0.0100297,0,0.0110962,0.0115539,0.0114307,0.00881196,0.0119453,0.0258421,0.00785313,0.0314986,0.00928231,0.0257613,0,0,0.034773,0,0.016878,0.0224494,0.0678378,0.014597,0.0152591,0.019281,0.0262222,0.0213332,0.0148144,0.0384555,0.021528,0.0194719,0.00761213,0.00444583,0.00623379,0.0161177,0.0387094,0.0310407,0.0194254,0.0227389,0.0272789,0,0,0,0.0170908,0.00837272,0,0.00677505,0.0187046,0.0158918
183,0,0,0,0,0,0,0.0302828,0.0228841,0,0,0,0.014157,0.0186563,0.0113692,0.071725,0,0,0.0216039,0,0.0202679,0.00510211,0.0390769,0.011299,0.0102691,0.0132342,0.0280025,0.0329207,0.0100064,0.0103007,0,0.0110701,0.0116625,0.0114752,0.00880732,0.0117967,0.0258475,0.00786008,0.0303139,0.00884635,0.0257262,0,0,0.0347371,0,0.0168745,0.0225322,0.0669842,0.0140595,0.0149587,0.0186459,0.0261609,0.0213074,0.0148726,0.0384328,0.0214315,0.0193739,0.00759441,0.00455107,0.00661214,0.0163797,0.0376001,0.0311154,0.0193942,0.0226432,0.0272522,0,0,0,0.0170835,0.00863757,0,0.00683708,0.0185668,0.0157705
184,0,0,0,0,0,0,0.0302022,0.0227991,0,0,0,0.0141103,0.0186478,0.011537,0.0720689,0,0,0.0215609,0,0.0202614,0.00508773,0.0390641,0.0118479,0.0105369,0.0132878,0.0274113,0.0328349,0.0102663,0.0106443,0,0.0111252,0.0117893,0.0114201,0.00874751,0.0117256,0.0257929,0.00786943,0.0291623,0.00850745,0.0257081,0,0,0.0347114,0,0.0168611,0.0225819,0.0659879,0.0136217,0.014624,0.0179923,0.026096,0.0212361,0.0150425,0.038408,0.0212762,0.0192517,0.00774442,0.00473455,0.00698382,0.0164112,0.0366238,0.0312061,0.0193228,0.0225065,0.0272956,0,0,0,0.0170561,0.0088749,0,0.00690882,0.0184135,0.0157935
185,0,0,0,0,0,0,0.0301621,0.0226671,0,0,0,0.0140622,0.0186361,0.0117703,0.0724774,0,0,0.0215016,0,0.0202762,0.00507007,0.0389596,0.012387,0.0108612,0.0134039,0.0268316,0.0327399,0.0105201,0.0109991,0,0.0112605,0.0119796,0.0114985,0.00867578,0.0115001,0.025704,0.00786304,0.0281783,0.00820206,0.0256642,0,0,0.0347546,0,0.0168563,0.0226227,0.0648833,0.0131167,0.0142662,0.0173526,0.0260714,0.0212088,0.0153442,0.0384498,0.0211202,0.0191552,0.00791949,0.00501452,0.00744109,0.0162058,0.0358783,0.0310928,0.0191955,0.0223575,0.0273626,0,0,0,0.0170338,0.00872526,0,0.00693075,0.0182375,0.0161177
186,0,0,0,0,0,0,0.0301327,0.0224315,0,0,0,0.0140209,0.0186402,0.0121207,0.0729563,0,0,0.0214753,0,0.0202835,0.00512844,0.0388273,0.0129267,0.0112583,0.013633,0.0259824,0.0325873,0.0108809,0.0113521,0,0.0114231,0.0123073,0.0117267,0.00857899,0.0110794,0.0256341,0.00785396,0.0273975,0.00814055,0.0255751,0,0,0.0348573,0,0.0169239,0.0226883,0.063734,0.0127972,0.0141082,0.016781,0.0258208,0.0210363,0.0156558,0.0384632,0.021111,0.0192967,0.00815915,0.00540703,0.0078311,0.0158724,0.0352834,0.0308004,0.0190317,0.0221002,0.0272577,0,0,0,0.0170898,0.00898704,0,0.00700711,0,0.0161133
187,0,0,0,0,0,0,0.0300214,0.0222614,0,0,0,0.0139332,0.0186298,0.0124404,0.0733763,0,0,0.0214566,0,0.0203048,0.00518016,0.0386028,0.013383,0.0116935,0.0139103,0.0253486,0.0324907,0.0112068,0.0116358,0,0.0115303,0.0125583,0.0116606,0.00850596,0.0106258,0.0255853,0.00785283,0.0267772,0.0083003,0.025447,0,0,0.0350799,0,0.0170633,0.0228036,0.0624501,0.0127373,0.0137759,0.0162058,0.0257579,0.020924,0.0158221,0.0384967,0.0208627,0.0193407,0.00851159,0.00579572,0.00818127,0.0154674,0.0348379,0.0308479,0.0190063,0.0219166,0.0271138,0,0,0,0.0172262,0.00951014,0,0.00713116,0,0.0159809
188,0,0,0,0,0,0,0.0299364,0.0221105,0,0,0,0.0137071,0.0186206,0.012627,0.0738024,0,0,0.021447,0,0.0203322,0.00526444,0.0384312,0.013758,0.0121178,0.0139587,0.0248617,0.0323719,0.0113856,0.0118634,0,0.0116926,0.0126623,0.0116611,0.00839612,0.0102778,0.0255564,0.00784923,0.0265688,0.0085599,0.0253545,0,0,0.0350949,0,0.017104,0.0228364,0.06105,0.0126996,0.0134469,0.0156476,0.0257021,0.0208321,0.0159871,0.0385567,0.0204771,0.0193212,0.00886223,0.00632714,0.00868965,0.0150442,0.0348259,0.0309593,0.0190228,0.0217505,0.0270269,0,0,0,0.0172707,0.00998851,0,0.00723042,0,0.0158711
189,0,0,0,0,0,0,0.0298218,0.021946,0,0,0,0.0134372,0.0186194,0.0127346,0.0741942,0,0,0.0214426,0,0.0203405,0.00529912,0.0382055,0.0144048,0.0124959,0.013572,0.0244237,0.0322644,0.0114173,0.0119705,0,0.0119641,0.0128028,0.0116907,0.00832154,0.00982511,0.0255294,0.00784838,0.0266758,0.00884204,0.0252541,0,0,0.0348687,0,0.0170465,0.0227995,0.0597255,0.012687,0.0131183,0.0150266,0.0256572,0.0207124,0.0161464,0.0385938,0.0199499,0.0191389,0.00917077,0.006873,0.00926623,0.0146135,0.0352766,0.0308904,0.0189807,0.0215623,0.0269316,0,0,0,0.0172141,0.0100715,0,0.00730695,0,0.0157633
190,0,0,0,0,0,0,0.0297053,0.0218134,0,0,0,0.0130127,0.0186125,0.0129571,0.0744093,0,0,0.021461,0,0.020333,0.00529342,0.037843,0.0151834,0.0128525,0.0133387,0.0240501,0.0321787,0.0114425,0.0119793,0,0.0122584,0.0129978,0.0117443,0.00820531,0.00908904,0.025492,0.00785939,0.0268952,0.0091789,0.0250653,0,0,0.0345112,0,0.0168912,0.0227032,0.0585541,0.0127287,0.0128641,0.0143264,0.0256948,0.0206545,0.016134,0.0385305,0.0193198,0.0190229,0.0093929,0.00740518,0.00979216,0.0142862,0.0359811,0.0307381,0.0189694,0.0214304,0.0268494,0,0,0,0.0170672,0.0100915,0,0.00737534,0,0.0156772
191,0,0,0,0,0,0,0.0296131,0.021731,0,0,0,0.0123072,0.0185986,0.0132789,0.0745235,0,0,0.0215206,0,0.0203102,0.00532143,0.037483,0.0157245,0.0131074,0.0133774,0.0237488,0.0321247,0.0115346,0.0120682,0,0.0123772,0.0132401,0.0119124,0.00806297,0.00827046,0.0254884,0.00785002,0.0269579,0.00949398,0.0248875,0,0,0.034328,0,0.0168183,0.0226241,0.0576367,0.013047,0.0126738,0.0135701,0.0257379,0.0207656,0.0159979,0.038373,0.0185875,0.0188083,0.00964343,0.00786268,0.0102297,0.0141563,0.0365386,0.0305917,0.0190105,0.0213317,0.026753,0,0,0,0.0169903,0.0102242,0,0.00747832,0,0.0155556
192,0,0,0,0,0,0,0.029593,0.0216828,0,0,0,0.0115391,0.018629,0.013548,0.0746154,0,0,0.0216351,0,0.0203098,0.00539107,0.0371635,0.0160077,0.0133234,0.0133066,0.0234476,0.0320902,0.0116255,0.0120891,0,0.0125398,0.0134619,0.0121042,0.00794595,0.007518,0.0255255,0.00781813,0.0265963,0.00985808,0.0248122,0,0,0.0342172,0,0.0168242,0.0226195,0.0569224,0.0138624,0.0125475,0.0128083,0.025798,0.0209747,0.0159408,0.0381039,0.0177991,0.018453,0.00993614,0.00816033,0.010677,0.0142937,0.0364799,0.0305433,0.0190728,0.0212708,0.02662,0,0,0,0.0169805,0.010298,0,0.00751206,0,0.0153833
