Timestep,BBL,BBR,BFBL,BFBR,BFTL,BFTR,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,R5FT,RANK,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,STRN,T10,x70,x71,x72,RHEE,LTHI,R5HD,RWRB
78,0,0,0,0,0,0,0.0166298,0.0226461,0,0,0,0.0232109,0.0192714,0.0218037,0,0,0.00834815,0,0.0223079,0.00214313,0.0381723,0.0212521,0.0222964,0.0104065,0.00794389,0.006311,0.00947745,0.00406194,0.0175797,0.0108319,0.0175591,0.00812444,0.0148734,0.0257012,0.00764497,0.00662233,0.00755255,0.0142448,0.0260776,0,0,0.0102321,0,0.0227227,0.00800308,0.0416609,0.0259868,0.0113935,0.00983602,0.0628508,0.0110204,0.0468562,0.0115352,0.00827076,0.0164222,0.014317,0.0166199,0.0190285,0.00756161,0.0274354,0.0045425,0.0250949,0.0208797,0,0,0,0.018504,0,0.0204809,0
79,0,0,0,0,0,0,0.0159969,0.0222107,0,0,0,0.0240012,0.0192243,0.0223156,0,0,0.008463,0,0.0222852,0.00232217,0.0376895,0.0216306,0.0225505,0.0101917,0.00785857,0.00621811,0.00969408,0.00399904,0.017697,0.0111221,0.0174583,0.00857328,0.0147574,0.0270552,0.00769704,0.00669112,0.00892874,0.0145299,0.025466,0,0,0.010155,0,0.0227483,0.0080613,0.0411645,0.0260361,0.0127979,0.00984709,0.0616626,0.0106054,0.0460201,0.0114938,0.00698701,0.0164776,0.0140728,0.0165311,0.0189972,0.00786889,0.0271264,0.00470785,0.0245712,0.0203248,0,0,0,0.0194849,0,0.0204725,0
80,0,0,0,0,0,0,0.0169335,0.0229706,0,0,0,0.0245594,0.0191497,0.022834,0,0,0.00828643,0,0.0223206,0.00212969,0.0371666,0.0220504,0.022866,0.00988567,0.00775854,0.00610391,0.00977166,0.00381181,0.0177939,0.0113522,0.017539,0.00905478,0.014756,0.0280851,0.00768632,0.00671503,0.0107321,0.0148705,0.0269533,0,0,0.0110339,0,0.0226368,0.00862289,0.0407007,0.0260906,0.0144465,0.00975679,0.0643195,0.0100928,0.0451304,0.0116687,0.0056245,0.0165873,0.0137709,0.0159219,0.0187865,0.00874953,0.0284966,0.00474478,0.0254249,0.0212623,0,0,0,0.020411,0,0.0204337,0
81,0,0,0,0,0,0,0.0170102,0.0230578,0,0,0,0.0250758,0.0191381,0.0231731,0,0,0.00833194,0,0.0223736,0.00213343,0.0367037,0.0225429,0.0231139,0.00957404,0.00775552,0.00597126,0.00995816,0.00363849,0.0178045,0.0114426,0.0178469,0.00889319,0.0146898,0.0288105,0.00771505,0.00678698,0.0126745,0.0153059,0.0273034,0,0,0.0113194,0,0.0226397,0.00881025,0.0403036,0.0261156,0.0162104,0.00971298,0.0648882,0.00943137,0.044166,0.0120994,0.00421037,0.016458,0.013419,0.0148454,0.0183626,0.00989683,0.0288511,0.00475617,0.0255536,0.0214202,0,0,0,0.0212119,0,0.0203998,0
82,0,0,0,0,0,0,0.0162685,0.0225012,0,0,0,0.0254664,0.0190829,0.0234982,0,0,0.00841024,0,0.0223268,0.00207193,0.0363113,0.0230942,0.0232461,0.00917579,0.00770343,0.0059603,0.0101493,0.00344902,0.017774,0.0115501,0.0181159,0.00816815,0.0145371,0.0292363,0.00784806,0.00681001,0.0148891,0.015789,0.0265012,0,0,0.0110756,0,0.0226872,0.00859428,0.0400556,0.02614,0.0180798,0.0096833,0.0633257,0.00870893,0.0431943,0.0128838,0.00291112,0.0159274,0.0129235,0.0139002,0.0175593,0.0112658,0.0281807,0.00472031,0.0249082,0.0207518,0,0,0,0.0214252,0,0.0204032,0
83,0,0,0,0,0,0,0.0171466,0.023216,0,0,0,0.0257543,0.0190259,0.0237637,0,0,0.00828983,0,0.022357,0.00174744,0.0359547,0.0235366,0.0233997,0.00878252,0.00758741,0.00586931,0.0103461,0.00325097,0.0177446,0.0117351,0.018054,0.008286,0.0144212,0.0296611,0.00770366,0.00679084,0.0173436,0.0162914,0.0279645,0,0,0.0119864,0,0.022578,0.00908132,0.0399997,0.0262106,0.0200582,0.00950239,0.065981,0.00793395,0.0422419,0.0140186,0.00234356,0.0153184,0.0123695,0.0125799,0.0163737,0.012965,0.0294173,0.0047278,0.025793,0.0217304,0,0,0,0.0214477,0,0.0203733,0
84,0,0,0,0,0,0,0.0175361,0.0235915,0,0,0,0.0259496,0.0189912,0.0241073,0,0,0.00835256,0,0.0223831,0.00153198,0.0356673,0.0239631,0.0234726,0.00835623,0.00753513,0.00572892,0.0104679,0.00298986,0.0177227,0.011908,0.0178704,0.00860538,0.0143515,0.0299865,0.00760423,0.00683517,0.0200675,0.016911,0.0288398,0,0,0.0126534,0,0.0226398,0.00944031,0.0401372,0.0262822,0.0220017,0.00933944,0.067646,0.00712644,0.0412978,0.0154464,0.00317721,0.0142685,0.0119275,0.0107278,0.0150179,0.0148313,0.0303107,0.00416771,0.0263082,0.0223287,0,0,0,0.0214112,0,0.0203529,0
85,0,0,0,0,0,0,0.0167209,0.0228991,0,0,0,0.0262008,0.0189494,0.0244108,0,0,0.00844126,0,0.0223879,0.00162324,0.0354893,0.0242748,0.0234806,0.00808635,0.00751594,0.00574133,0.0107077,0.00274991,0.0177503,0.0119905,0.0177674,0.00875363,0.0142357,0.0302737,0.00767952,0.00690088,0.0232164,0.0176673,0.027836,0,0,0.0125119,0,0.0226219,0.0093989,0.0404248,0.0264213,0.0238177,0.00925526,0.0656152,0.00640594,0.0404142,0.0170867,0.00481384,0.0132363,0.0117529,0.00848224,0.0135935,0.017159,0.0294259,0.00436178,0.0255486,0.0215597,0,0,0,0.0209127,0,0.0203484,0
86,0,0,0,0,0,0,0.0177273,0.0237117,0,0,0,0.0265951,0.0189082,0.0246493,0,0,0.00832877,0,0.0224446,0.00146607,0.0353857,0.0245264,0.0235736,0.00782814,0.00741535,0.00559036,0.0110689,0.00252826,0.0177922,0.0121033,0.0177677,0.00881039,0.0141199,0.0306119,0.00745642,0.00693143,0.0267991,0.0183314,0.0293737,0,0,0.0137207,0,0.0224464,0.0102058,0.0408997,0.0266799,0.0253547,0.00900042,0.0685391,0.00579192,0.0395806,0.0188834,0.00664981,0.0122865,0.0119956,0.00598223,0.0120532,0.0199582,0.0309279,0.00472057,0.0263902,0.0226988,0,0,0,0.0209957,0,0.0202862,0
87,0,0,0,0,0,0,0.0175962,0.0229661,0,0,0,0.0269282,0.0187514,0.0261792,0,0,0.00841459,0,0.0225236,0.000523954,0.0380007,0.0261902,0.0249894,0.00658291,0.00589231,0.00541053,0.00922554,0.00251843,0.0173119,0.0128009,0.0180882,0.00969987,0.0135162,0.0306338,0.00688284,0.00708875,0.0136532,0.0208511,0.0279908,0,0,0.0133663,0,0.0225025,0.0100145,0.0471346,0.0235,0.0156506,0.0103229,0.0658726,0.00664941,0.0395842,0.00675783,0.00485812,0.0167901,0.0160479,0.0177469,0.021179,0.00843148,0.0298721,0.00461197,0.0253766,0.0213662,0,0,0,0.026653,0,0.0203007,0
88,0,0,0,0,0,0,0.0184288,0.0235392,0,0,0,0.0274872,0.0187272,0.0263715,0,0,0.00826393,0,0.0225326,0.000424447,0.0377044,0.026342,0.0250144,0.00661283,0.00587808,0.00533843,0.00981216,0.00224575,0.0173815,0.0132234,0.0183549,0.00979649,0.0133585,0.0315087,0.00676097,0.00709214,0.0146762,0.0210921,0.0294004,0,0,0.0143056,0,0.0223922,0.0106467,0.0477404,0.0241185,0.0149813,0.0101961,0.0684513,0.00661145,0.0382968,0.00618013,0.00423316,0.0178508,0.0171118,0.0184167,0.0219499,0.00837625,0.0312203,0.00490889,0.0259634,0.0225304,0,0,0,0.0265549,0,0.0202486,0
89,0,0,0,0,0,0,0.0184029,0.0233098,0,0,0,0.0282701,0.0187442,0.0266222,0,0,0.00822358,0,0.022576,0.00054265,0.0375666,0.0267303,0.0247149,0.00673487,0.00587521,0.00527725,0.0102782,0.00225632,0.017349,0.0134508,0.0188093,0.0101343,0.0129856,0.0327633,0.00673738,0.00716352,0.0170993,0.0217838,0.029577,0,0,0.0147081,0,0.0224262,0.0109458,0.0484887,0.0247066,0.0148054,0.010148,0.0685957,0.00700989,0.0373151,0.00662395,0.0050541,0.0188881,0.0180093,0.019221,0.0229388,0.0107388,0.0315159,0.00505675,0.0256858,0.0228535,0,0,0,0.0274054,0.00941871,0.0202312,0
90,0,0,0,0,0,0,0.0175847,0.0222426,0,0,0,0.02904,0.0188016,0.0267602,0,0,0.00825065,0,0.0226061,0.000844091,0.0373314,0.0268573,0.024702,0.00679724,0.00590771,0.00535012,0.0108067,0.00212981,0.0173558,0.01317,0.0190905,0.0103756,0.012751,0.033915,0.00682756,0.00716426,0.0191699,0.0223072,0.0284406,0,0,0.014391,0,0.0225115,0.0107099,0.0492499,0.0249725,0.0146981,0.0104071,0.0661903,0.00782804,0.0367523,0.00738569,0.00641543,0.0197479,0.0188197,0.0200253,0.0238541,0.0130189,0.030656,0.00501005,0.0245034,0.0222253,0,0,0,0.0282601,0.00950211,0.020248,0
91,0,0,0,0,0,0,0.0187944,0.0225343,0,0,0,0.0297717,0.0188412,0.0268911,0,0,0.00817536,0,0.022666,0.00103802,0.037164,0.0268256,0.024863,0.00679038,0.00584181,0.00533722,0.0113301,0.00202999,0.017368,0.013191,0.019346,0.0105494,0.0124928,0.0349279,0.00683178,0.00707714,0.0201689,0.0224245,0.0299805,0,0,0.0153159,0,0.0223601,0.0113083,0.0499759,0.0250479,0.0139775,0.010663,0.0686742,0.008692,0.0364455,0.00780897,0.00733731,0.0203209,0.0194821,0.0205845,0.024332,0.014404,0.0320683,0.00524003,0.0249171,0.0236357,0,0,0,0.0286019,0.00922942,0.0202078,0
92,0,0,0,0,0,0,0.0192609,0.0221543,0,0,0,0.0302088,0.0188715,0.026761,0,0,0.00827017,0,0.0227139,0.00135753,0.0370906,0.0267151,0.0250911,0.00722362,0.0057539,0.00532663,0.0118284,0.00204584,0.0172839,0.0134507,0.019688,0.0106354,0.0121562,0.0358684,0.0069405,0.00709093,0.0204839,0.0226354,0.0305856,0,0,0.0156058,0,0.0223686,0.011566,0.0505788,0.0248855,0.0130913,0.0109799,0.0693886,0.00933047,0.0363876,0.00770183,0.0075302,0.0204383,0.0198032,0.0209013,0.0245431,0.0150541,0.032626,0.0053355,0.0246221,0.024375,0,0,0,0.0287408,0.00883619,0.0201713,0
93,0,0,0,0,0,0,0.0184983,0.0207565,0,0,0,0.0305872,0.0189785,0.0261614,0,0,0.0083028,0,0.0227033,0.00153296,0.037191,0.0263802,0.0254276,0.00825059,0.00567505,0.00566301,0.0125243,0.00224968,0.0170543,0.0136895,0.0201354,0.0107778,0.0116807,0.0367296,0.00691264,0.00704499,0.0199015,0.022491,0.0294536,0,0,0.0147837,0,0.0225722,0.0109722,0.0508584,0.0244782,0.01207,0.0113809,0.0667932,0.00953074,0.0364681,0.00728688,0.00705251,0.0199921,0.0197621,0.0207272,0.024204,0.0141506,0.0315116,0.00495108,0.0231553,0.0237713,0,0,0,0.0283499,0.0084962,0.0202489,0
94,0,0,0,0,0,0,0.0199036,0.0212265,0,0,0,0.0305611,0.0190463,0.0254063,0,0,0.00816066,0,0.0226817,0.00180027,0.037323,0.0258557,0.0259513,0.00905338,0.00554582,0.00563054,0.0131117,0.0026103,0.0166825,0.0137902,0.0202872,0.0107947,0.0112798,0.0370572,0.0067257,0.0069681,0.0185381,0.022173,0.0313941,0,0,0.0154415,0,0.0224572,0.0113388,0.0508067,0.0240822,0.0115827,0.0114522,0.0700382,0.00940447,0.0367201,0.00686777,0.00613114,0.0192518,0.0193781,0.0202924,0.0236785,0.0121267,0.0329841,0.00531258,0.0238655,0.0254988,0,0,0,0.028107,0.00836722,0.0201973,0
95,0,0,0,0,0,0,0.0204035,0.0211674,0,0,0,0.0302223,0.0191852,0.0243839,0,0,0.00805283,0,0.0226701,0.00208601,0.0375355,0.0251036,0.0265166,0.00994306,0.00545734,0.00561682,0.0137254,0.00319016,0.0162316,0.0137557,0.0203036,0.0105438,0.0108554,0.0369449,0.00666415,0.0069221,0.0168149,0.021452,0.0321467,0,0,0.0153865,0,0.0224688,0.0113358,0.0504246,0.0236176,0.0116689,0.0114242,0.071148,0.00901165,0.0371308,0.00650374,0.00507316,0.0183484,0.0186448,0.0196499,0.0229348,0.00941662,0.0334639,0.00542617,0.0239896,0.0263082,0,0,0,0.027649,0.00849424,0.0201409,0
96,0,0,0,0,0,0,0.0193992,0.0200141,0,0,0,0.0292183,0.0193393,0.0229955,0,0,0.00791637,0,0.022606,0.00245633,0.0377745,0.0240905,0.0270259,0.0107398,0.00541712,0.00580969,0.014316,0.00391386,0.0157466,0.0135808,0.0201081,0.0102008,0.0104464,0.0362092,0.00668039,0.00683053,0.0150683,0.0203809,0.0307528,0,0,0.0141768,0,0.0225629,0.0106333,0.0496865,0.0231079,0.0116384,0.0114043,0.0681925,0.0084413,0.0375103,0.00603586,0.00419496,0.017076,0.0176516,0.0186809,0.021558,0.0068718,0.0319858,0.00516071,0.0228038,0.0254585,0,0,0,0.0260432,0.0084823,0.0201435,0
97,0,0,0,0,0,0,0.0202818,0.0207478,0,0,0,0.0270819,0.0195949,0.0198997,0,0,0.00778062,0,0.0224685,0.00310806,0.0355232,0.0218347,0.0262265,0.0125615,0.00649539,0.00637394,0.0168229,0.00521866,0.0156829,0.0126956,0.0192039,0.00887053,0.0107053,0.0346363,0.00677683,0.00658972,0.02839,0.0184399,0.0330658,0,0,0.014872,0,0.0224555,0.0111091,0.0445527,0.0256297,0.0261606,0.00962633,0.072087,0.0045739,0.035848,0.0197769,0.00905121,0.012491,0.012469,0.00351983,0.0111702,0.0248716,0.0337679,0.0055638,0.0237855,0.0276661,0,0,0,0.0226999,0.0104587,0.0200489,0
98,0,0,0,0,0,0,0.0191631,0.0196389,0,0,0,0.0242423,0.019769,0.0177712,0,0,0.0076437,0,0.0223824,0.00342759,0.0358966,0.0205396,0.0267663,0.0131829,0.00628134,0.0065297,0.0168744,0.00599833,0.0150252,0.0120861,0.0181777,0.00829461,0.0105776,0.0317555,0.00679553,0.00649411,0.0249802,0.0177395,0.0313647,0,0,0.0137257,0,0.0225077,0.0103399,0.0440859,0.0248721,0.0255841,0.00970887,0.0687789,0.00438916,0.0359955,0.0189782,0.00859864,0.0138245,0.0119779,0.00446232,0.0126966,0.0226235,0.0320889,0.00525537,0.0225419,0.0264947,0,0,0,0.0237151,0.0103899,0.0200584,0
99,0,0,0,0,0,0,0.0203896,0.0204515,0,0,0,0.0201851,0.0198857,0.0151558,0,0,0.00717624,0,0.0223434,0.00354926,0.0361826,0.0187972,0.0273816,0.0135533,0.00596453,0.00624112,0.0167903,0.00686453,0.01426,0.0111056,0.0166982,0.00744907,0.010742,0.0274696,0.0064444,0.00638692,0.0229967,0.0191408,0.032842,0,0,0.0142842,0,0.0224031,0.0106687,0.0442595,0.0241178,0.0270256,0.00970126,0.0715591,0.00425348,0.036512,0.019608,0.00986919,0.0163049,0.0121348,0.00558409,0.0154909,0.0237192,0.0331893,0.00549379,0.0235383,0.0275853,0,0,0,0.0230172,0.00997643,0.0199899,0
100,0,0,0,0,0,0,0.0199916,0.0202713,0,0,0,0.0153819,0.0199391,0.0120854,0,0,0.00700334,0,0.0222537,0.00380777,0.0365164,0.0168041,0.0279473,0.0136293,0.00561962,0.00614119,0.0165753,0.00777649,0.0134666,0.00972617,0.0145967,0.00642828,0.0111647,0.0220151,0.00632558,0.00628182,0.0210607,0.0203183,0.0322736,0,0,0.0137188,0,0.0224701,0.0102795,0.0446695,0.0235879,0.0287391,0.0097166,0.0707365,0.00418392,0.0370428,0.0204169,0.0114122,0.0167702,0.0122842,0.00579559,0.0161939,0.0243662,0.0324275,0.00536133,0.0233995,0.0271036,0,0,0,0.0202032,0.00934443,0.0200106,0
101,0,0,0,0,0,0,0.0185194,0.019173,0,0,0,0.0109441,0.019942,0.00965478,0,0,0.00727766,0,0.0220956,0.00410261,0.0370883,0.0150411,0.0283663,0.013314,0.00520116,0.00632655,0.0160953,0.00855346,0.0127456,0.0080821,0.0117723,0.00554075,0.0117934,0.0164548,0.0065884,0.00619284,0.0176461,0.0180447,0.0302402,0,0,0.0121744,0,0.022581,0.0092743,0.0444055,0.0232961,0.0283456,0.00969794,0.0669213,0.0040941,0.0374458,0.0197966,0.0116728,0.0147354,0.011142,0.00484443,0.0143774,0.0213784,0.030215,0.00496071,0.0222196,0.0255547,0,0,0,0.0158812,0.00862144,0.0200802,0
102,0,0,0,0,0,0,0.0196327,0.0195777,0,0,0,0.00893932,0.019901,0.00880999,0,0,0.0074586,0,0.021966,0.00423525,0.0376664,0.013778,0.0286531,0.0127644,0.00467141,0.00647164,0.0152669,0.00916427,0.0120679,0.00626245,0.00878781,0.00482674,0.012715,0.01253,0.00668293,0.00611391,0.0140245,0.0143419,0.031351,0,0,0.0121141,0,0.0225156,0.00919981,0.0437181,0.0233388,0.025185,0.00946237,0.0685824,0.00393692,0.0383171,0.0172649,0.0103737,0.0124776,0.00941487,0.0051438,0.0127367,0.0175537,0.0305347,0.00511913,0.0227867,0.0263313,0,0,0,0.0126974,0.00809363,0.0200871,0
103,0,0,0,0,0,0,0.0208095,0.0196893,0,0,0,0.0101401,0.0198806,0.0095783,0,0,0.00752128,0,0.0219089,0.0044987,0.0380895,0.0131826,0.0289134,0.0128261,0.00413523,0.0066904,0.0144488,0.00968651,0.0115417,0.00469823,0.00615449,0.00457901,0.0134515,0.0125952,0.00664219,0.00612218,0.0124926,0.0124785,0.0325123,0,0,0.0122954,0,0.0226856,0.00927278,0.0433273,0.0234536,0.0218257,0.00945929,0.0700329,0.00390746,0.0398191,0.0139522,0.00834718,0.0118312,0.00864497,0.00692669,0.0128061,0.0154725,0.030808,0.00544189,0.0231616,0.0269647,0,0,0,0.0116531,0.0087655,0.0201074,0
104,0,0,0,0,0,0,0.0198796,0.0184451,0,0,0,0.0146369,0.0198177,0.0117622,0,0,0.00798336,0,0.0218182,0.00521183,0.0383929,0.013428,0.0290749,0.0130031,0.00369907,0.00705574,0.0132419,0.0100841,0.0110416,0.00334108,0.00353012,0.00454661,0.0143584,0.0173688,0.00688581,0.00616995,0.0114127,0.0126668,0.0312093,0,0,0.0116684,0,0.0228642,0.00879172,0.0433275,0.023413,0.0202103,0.00952749,0.0668435,0.0048227,0.041334,0.010793,0.00654817,0.0127766,0.00849812,0.00896191,0.0143602,0.0163779,0.0289129,0.00518145,0.0219592,0.0256391,0,0,0,0.0121535,0.00923638,0.0202316,0
105,0,0,0,0,0,0,0.0205699,0.018931,0,0,0,0.0203529,0.0197273,0.0144468,0,0,0.0079665,0,0.0217928,0.00529267,0.038769,0.0146959,0.0296485,0.0131193,0.00313035,0.00729805,0.0120119,0.0104264,0.0106263,0.00231111,0.00134518,0.00469241,0.0152106,0.02446,0.0068497,0.00619471,0.0111895,0.0132467,0.0325148,0,0,0.0126835,0,0.0228976,0.0093542,0.0432359,0.0230241,0.0195207,0.00918153,0.0690036,0.00592326,0.0422923,0.00798422,0.0059976,0.0137173,0.00878981,0.0104164,0.0156492,0.0177219,0.0298047,0.00552609,0.0225669,0.0263375,0,0,0,0.0132177,0.00859195,0.0202769,0
106,0,0,0,0,0,0,0.0202151,0.0189808,0,0,0,0.0268257,0.0196528,0.0174931,0,0,0.00807562,0,0.0217954,0.00525479,0.0392694,0.0163681,0.0304147,0.0124795,0.00262721,0.00740461,0.0107535,0.0107634,0.0102168,0.00215345,0.00251713,0.00491773,0.0159518,0.0328101,0.00691453,0.00623446,0.0110027,0.0130687,0.0323927,0,0,0.013206,0,0.0228907,0.00959499,0.0425063,0.0223761,0.0188848,0.00880364,0.0689499,0.00618949,0.0424534,0.00601509,0.00618152,0.0136523,0.00922586,0.0109386,0.0157123,0.01856,0.0300302,0.00565264,0.0224283,0.0261166,0,0,0,0.0138149,0.00780506,0.0203179,0
107,0,0,0,0,0,0,0.0191113,0.0186061,0,0,0,0.0339049,0.0196603,0.0198944,0,0,0.00819239,0,0.0217812,0.00514463,0.0398116,0.0179601,0.0311023,0.0116434,0.00243932,0.00742152,0.00950334,0.0109672,0.00986656,0.00286584,0.00484587,0.00520866,0.0167153,0.0416161,0.00692279,0.00625778,0.0104193,0.0119959,0.0311209,0,0,0.0132124,0,0.0229737,0.00959813,0.0414611,0.0219465,0.01813,0.00836408,0.0670315,0.00534671,0.0418636,0.0056838,0.00627293,0.0126781,0.00938268,0.0107359,0.0147064,0.0179825,0.0296654,0.00554517,0.021706,0.0250853,0,0,0,0.0133938,0.00724166,0.0203569,0
108,0,0,0,0,0,0,0.0195082,0.01935,0,0,0,0.0407935,0.0196947,0.021443,0,0,0.00794304,0,0.0218066,0.00489524,0.0403132,0.0187756,0.0316649,0.0107972,0.00256674,0.00736855,0.00832819,0.0109815,0.00967122,0.00379366,0.00706266,0.0055932,0.0175648,0.0497533,0.00664451,0.00626252,0.00991301,0.0105245,0.0317628,0,0,0.014037,0,0.0229401,0.0101629,0.0407013,0.0219948,0.0171715,0.00776094,0.0686875,0.00412416,0.0410023,0.00610795,0.00628745,0.0115888,0.00929583,0.0103039,0.0134733,0.0168871,0.0310315,0.00576045,0.0223044,0.0254508,0,0,0,0.0119039,0.00700959,0.0203598,0
109,0,0,0,0,0,0,0.0193241,0.019602,0,0,0,0.0474123,0.0197213,0.0224561,0,0,0.00784454,0,0.0218068,0.00481112,0.0408883,0.0181763,0.0318359,0.0105131,0.00282458,0.00742749,0.00736495,0.010967,0.00954457,0.00480948,0.00879584,0.00578776,0.0184724,0.0576783,0.0064585,0.00626459,0.00973828,0.00942885,0.031646,0,0,0.0142395,0,0.022945,0.0103035,0.0405816,0.0223828,0.0159023,0.0073074,0.0688348,0.00327151,0.0403213,0.00630028,0.00647805,0.0109787,0.00911355,0.0100792,0.0128226,0.0158528,0.0315394,0.00561293,0.0224551,0.0253192,0,0,0,0.00996203,0.00682958,0.0203795,0
110,0,0,0,0,0,0,0.0186104,0.0192715,0,0,0,0.0543103,0.0198,0.023878,0,0,0.00808154,0,0.0218343,0.00499987,0.0415099,0.0177848,0.031562,0.0100815,0.00300857,0.00748352,0.00677014,0.0110154,0.00944415,0.00620998,0.010086,0.00572069,0.019334,0.0663846,0.00654008,0.00623331,0.0095697,0.00881159,0.0307729,0,0,0.0137564,0,0.0230157,0.00997796,0.0411761,0.0228113,0.0144724,0.00707782,0.067414,0.00302664,0.040184,0.00602191,0.00639782,0.0106774,0.00890208,0.0100434,0.0127716,0.015332,0.0310779,0.00519251,0.0220769,0.0247298,0,0,0,0.00897235,0.00652165,0.0204146,0
111,0,0,0,0,0,0,0.0189381,0.0195126,0,0,0,0.0617223,0.0199077,0.0267909,0,0,0.00822073,0,0.0219089,0.00512109,0.0420676,0.0202775,0.0309464,0.009801,0.00312098,0.00752888,0.0064582,0.0110527,0.00943631,0.00846638,0.0117935,0.00601725,0.020117,0.0739343,0.00668903,0.00620715,0.0093936,0.0084406,0.0312088,0,0,0.0136943,0,0.0230472,0.00991607,0.042449,0.0232849,0.0134751,0.00686344,0.0682458,0.00313583,0.0405708,0.00556658,0.00613077,0.0105113,0.00851463,0.0100936,0.0129603,0.0146365,0.0314582,0.00503538,0.022452,0.0251489,0,0,0,0.00871938,0.0063206,0.0204695,0
112,0,0,0,0,0,0,0.018493,0.0191027,0,0,0,0.0679889,0.0199932,0.0309281,0,0,0.00847608,0,0.0219395,0.005276,0.0423939,0.0247233,0.0300825,0.00973623,0.00298576,0.00754735,0.00614696,0.0109542,0.00971826,0.0111229,0.014566,0.00715314,0.0208416,0.0788556,0.00687873,0.00616529,0.00970683,0.00786744,0.0306203,0,0,0.0130173,0,0.0231591,0.00948951,0.0441227,0.0237113,0.0126998,0.00665451,0.0670382,0.00341754,0.0412285,0.00504153,0.00607308,0.0101471,0.00816991,0.00976419,0.0126101,0.0137848,0.0307227,0.00477925,0.0220783,0.0247767,0,0,0,0.00870747,0.00648224,0.0205396,0
113,0,0,0,0,0,0,0.0186313,0.0192068,0,0,0,0.0709934,0.0200335,0.0350206,0,0,0.0085451,0,0.0219564,0.00533408,0.0422365,0.0295855,0.0293269,0.00954469,0.00282997,0.00753176,0.00586899,0.0108636,0.0103179,0.0135093,0.0180775,0.00884953,0.0214868,0.0812145,0.00688086,0.0060913,0.00979576,0.00700789,0.0308389,0,0,0.0126285,0,0.023033,0.00932966,0.045679,0.0240932,0.0121534,0.00624979,0.0671631,0.0037361,0.0417896,0.00466942,0.00638519,0.00965747,0.00798734,0.0090921,0.0115838,0.0135935,0.0303611,0.00434937,0.0222458,0.0249653,0,0,0,0.00812322,0.00687483,0.0204951,0
114,0,0,0,0,0,0,0.0184307,0.0192275,0,0,0,0.0712005,0.0200693,0.038176,0,0,0.00862199,0,0.0219429,0.00545335,0.0415921,0.033816,0.028605,0.00939577,0.00271134,0.00749871,0.00567291,0.0107966,0.0110497,0.0154331,0.021503,0.0105401,0.0219726,0.0818167,0.00685581,0.00603976,0.0102268,0.00620977,0.030609,0,0,0.0120872,0,0.0230264,0.00903335,0.0467198,0.0243728,0.0119046,0.0057257,0.0666495,0.00394717,0.0420176,0.00461533,0.00676358,0.00905167,0.00784582,0.00847135,0.0104562,0.0130683,0.0297052,0.00417468,0.0222664,0.0247751,0,0,0,0.00766619,0.00690576,0.0205043,0
115,0,0,0,0,0,0,0.0180111,0.0191193,0,0,0,0.0705504,0.0201054,0.0404037,0,0,0.00881607,0,0.0219107,0.00555065,0.0406022,0.0369275,0.0279294,0.0093218,0.00269533,0.00741546,0.00547983,0.0106973,0.0118264,0.0169246,0.0241161,0.011875,0.0222864,0.0811321,0.00692927,0.00600339,0.0108651,0.00564632,0.0300298,0,0,0.0114331,0,0.0230649,0.00866261,0.0472387,0.0245729,0.0117095,0.00508267,0.0655978,0.00407262,0.0420338,0.00466052,0.00718425,0.00824338,0.00778431,0.00784742,0.00936356,0.0126477,0.0288177,0.0039277,0.022196,0.0242811,0,0,0,0.00735514,0.00684412,0.0205195,0
116,0,0,0,0,0,0,0.0182536,0.0195241,0,0,0,0.0700471,0.0200728,0.0418205,0,0,0.00888903,0,0.0219444,0.00550699,0.039471,0.0390678,0.0273447,0.00904063,0.0027078,0.00729557,0.00524923,0.0105004,0.01261,0.0179039,0.0256455,0.0125331,0.0224575,0.0799844,0.00707743,0.0059772,0.0118747,0.00524823,0.0302881,0,0,0.0112572,0,0.0230622,0.00851988,0.0474772,0.0247103,0.0115026,0.00431482,0.0661854,0.00419431,0.0419396,0.00468479,0.00769295,0.00767892,0.00774147,0.00731678,0.00853577,0.0119846,0.0287635,0.00383227,0.0227361,0.0243597,0,0,0,0.00757649,0.00675716,0.020534,0
117,0,0,0,0,0,0,0.0182182,0.0197523,0,0,0,0.0694036,0.0200262,0.0424285,0,0,0.00885167,0,0.0219371,0.00517187,0.0382918,0.040314,0.0267483,0.00853944,0.00281644,0.00710391,0.00507048,0.0101736,0.0133695,0.0183525,0.0262529,0.0125931,0.022488,0.078855,0.00726849,0.00596512,0.0115134,0.00497439,0.0303089,0,0,0.0112262,0,0.023058,0.00845268,0.0475581,0.0248624,0.0111932,0.00369055,0.0663751,0.00432418,0.0418632,0.00466283,0.00791059,0.00729248,0.00750463,0.00701384,0.00812748,0.0121692,0.0285991,0.00382287,0.0229859,0.0242861,0,0,0,0.00804724,0.00678297,0.0205345,0
