Timestep,C7,CLAV,IMUL_L,IMUL_R,IMUR_B,L5FT,L5HD,LANK,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RILC,RKNE,RPSI,RSHO,RTHI,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x72,x73,x74,,LHEE,RTHIA,IMUR_T,RHEE,LASI,IMUL_M,IMUR_M
146,0.0540522,0.0300109,0,0,0,0.0350906,0,0.0322747,0,0,0.0210926,0,0,0.0534603,0.0504637,0.0235736,0.0208501,0.0484409,0.0205793,0.0360241,0.0467014,0.0361506,0.027074,0.0313795,0.0326999,0.0263658,0.028004,0.0580985,0.0534121,0.015571,0.0152306,0.0444479,0,0.0245819,0.0704128,0.0388051,0,0,0.0107988,0,0,0.0151296,0.0441491,0.0338231,0.0187742,0.0410882,0.0350314,0.0448707,0.0390222,0.0329162,0.0575139,0.040992,0.044854,0.0668996,0.0230176,0.0398899,0.0155359,0.00459517,0.0395375,0.0726664,0,0,0,0,0,0,0,0,0,0,0.0525074,0,0.0442453,0.0433025,0,0
147,0.0540293,0.029917,0,0,0,0.0356549,0,0.032333,0,0,0.0210483,0,0,0.0535463,0.0505622,0.0238062,0.0200291,0.048267,0.0204936,0.0368849,0.0471882,0.0355238,0.027985,0.0314282,0.0329034,0.0264205,0.0281755,0.055016,0.0534118,0.0157369,0.0151591,0.0446087,0,0.0248929,0.0705691,0.0387224,0,0,0.0107296,0,0,0.015209,0.0446858,0.0334332,0.0189362,0.0408261,0.0348139,0.0449072,0.0390448,0.0329216,0.0575374,0.041047,0.0448276,0.0668097,0.0227694,0.0398929,0.0155019,0.00448673,0.0397295,0.0725661,0,0,0,0,0,0,0,0,0,0,0.0524073,0,0.0446961,0.043853,0,0
148,0.0539748,0.0297582,0,0,0,0.0362898,0,0.0325518,0,0,0.0209078,0,0,0.0535156,0.0505989,0.0241362,0.0190647,0.0481506,0.0203364,0.0373767,0.0475545,0.0348555,0.0291004,0.0314233,0.0332187,0.026378,0.0282337,0.0511537,0.0535258,0.0158455,0.0150589,0.04481,0,0.0251328,0.0706628,0.0386427,0,0,0.0106987,0,0,0.0153332,0.0452052,0.0330827,0.0191059,0.0406359,0.0345957,0.0449269,0.0391305,0.0329738,0.0573797,0.0411537,0.0449936,0.066915,0.0227233,0.0400173,0.0156856,0.00449018,0.0398921,0.072519,0,0,0,0,0,0,0,0,0,0,0.0520939,0,0.0449929,0.0444068,0,0
149,0.0539917,0.029575,0,0,0,0.0380132,0,0.0342113,0,0,0.0207099,0,0,0.0534831,0.0509672,0.0267941,0.0173311,0.0481643,0.0203094,0.0357636,0.0483795,0,0.029635,0.0300384,0.0320626,0.0254518,0.0282116,0.047307,0.0538033,0.0158857,0.0149107,0.0449678,0,0.0255204,0.0713669,0.0381505,0,0,0.0107805,0,0,0.0154664,0.045749,0.0321864,0.019463,0.0396445,0.0337708,0.0448867,0.0394059,0.0331464,0.057089,0.0411299,0.045174,0.0668603,0.0227626,0.0405599,0.0162807,0.00437349,0.0401968,0.0720144,0,0,0,0,0,0,0,0,0,0,0.0519173,0,0.0455783,0.046615,0,0
150,0.0539118,0.029444,0,0,0,0.039286,0,0.0336304,0,0,0.0207694,0,0,0.0533787,0.0506081,0.0253122,0.0161187,0.0477582,0.0201513,0.0368759,0.047865,0.0337584,0.0314774,0.0316195,0.0341673,0.0263358,0.0285362,0.0430816,0.0538656,0.0155295,0.014946,0.04513,0,0.0257615,0.0707496,0.0385297,0,0,0.0100786,0,0,0.0161145,0.0462072,0.0322596,0.019504,0.0401144,0.0340567,0.0452299,0.0390534,0.0332664,0.0573515,0.041308,0.0453986,0.0669936,0.0227674,0.0403313,0.0160081,0.00521362,0.0400226,0.0725138,0,0,0,0,0,0,0,0,0,0,0.0517078,0,0.0455072,0.0455891,0,0
151,0.0538481,0.0293515,0,0,0,0.0412829,0,0.0339599,0,0,0.0207798,0,0,0.0532553,0.0504815,0.026008,0.0141226,0.0475715,0.0199237,0.0373397,0.0473181,0.0335614,0.0327165,0.0317201,0.0345734,0.0263882,0.0288599,0.0393182,0.0540762,0.0156211,0.0147477,0.0452421,0,0.0260481,0.0706395,0.0385034,0,0,0.0101388,0,0,0.0160431,0.0467205,0.0317261,0.019643,0.0397365,0.0339246,0.04553,0.0386945,0.0334869,0.0574369,0.0413562,0.0454195,0.0670032,0.0228828,0.0403957,0.0160647,0.005015,0.0398989,0.0722078,0,0,0,0,0,0,0,0,0,0,0.0516772,0,0.0456842,0.0462264,0,0
152,0.0537581,0.0292609,0,0,0,0.0420774,0,0.0345746,0,0,0.0208767,0,0,0.0531166,0.0502394,0.0268054,0.0121073,0.0473889,0.0197226,0.0380052,0.0462389,0.0342672,0.0338453,0.0319532,0.0349413,0.0266082,0.0293188,0.0357226,0.0542728,0.0156348,0.0145907,0.0453378,0,0.0262155,0.0705323,0.0385108,0,0,0.0101859,0,0,0.0160348,0.0472566,0.0312357,0.0198271,0.0393562,0.0338506,0.0457473,0.0385435,0.0336988,0.0575213,0.0414793,0.0455902,0.0670854,0.0228991,0.0404633,0.0161667,0.0049132,0.0397268,0.0718313,0,0,0,0,0,0,0,0,0,0,0.0516023,0,0.045829,0.0469484,0,0
153,0.0536699,0.0291697,0,0,0,0.0441133,0,0.0361588,0,0,0.0210185,0,0,0.0530969,0.0499014,0.0277355,0.0105015,0.0472515,0.0195483,0.0387172,0.0454111,0.0343929,0.034861,0.0323828,0.0354193,0.0270076,0.0298038,0.0326703,0.0544529,0.0156476,0.0144803,0.0455113,0,0.0263544,0.0706228,0.0385698,0,0,0.0102677,0,0,0.0159131,0.0477877,0.030722,0.0200368,0.0389614,0.0338298,0.0459258,0.0386039,0.033946,0.0576962,0.0417247,0.0456661,0.0671245,0.0229162,0.040477,0.0162615,0.00476395,0.0395346,0.0715642,0,0,0,0,0,0,0,0,0,0,0.0516063,0,0.0459111,0.0479463,0,0
154,0.0536036,0.0290944,0,0,0,0.0458012,0,0.0381049,0,0,0.0210325,0,0,0.0531107,0.0493658,0.0288493,0.00953849,0.0471208,0.0193833,0.0390435,0.044433,0.0341249,0.0357236,0.0329331,0.0359219,0.0274784,0.0300715,0.0306408,0.0545994,0.015569,0.0144225,0.0457212,0,0.0264932,0.0706002,0.0386523,0,0,0.0103615,0,0,0.0159955,0.048384,0.0301845,0.0202367,0.0385841,0.0337731,0.0461407,0.0385498,0.0342634,0.0578754,0.0419155,0.0457607,0.0670446,0.0229808,0.0404776,0.0162722,0.00475144,0.0393807,0.0713243,0,0,0,0,0,0,0,0,0,0,0.0514874,0,0.0460671,0.0490678,0,0
155,0.0535426,0.0290277,0,0,0,0.0462998,0,0.0401729,0,0,0.0209649,0,0,0.053095,0.0485294,0.0300939,0.0105807,0.0469563,0.0192393,0.0394715,0.0427109,0.0342385,0.0362524,0.0334031,0.0362226,0.0280102,0.0298307,0.0301884,0.0547086,0.0154968,0.0143772,0.046024,0,0.0267719,0.0705364,0.0386569,0,0,0.0102794,0,0,0.016103,0.049038,0.0296684,0.0204758,0.038169,0.0336734,0.0463981,0.0382849,0.0346075,0.0580488,0.0420743,0.045877,0.0671951,0.0231299,0.0405124,0.0162776,0.00484519,0.0392946,0.0709526,0,0,0,0,0,0,0,0,0,0,0.0513766,0,0.046257,0.0501874,0,0
156,0.0534837,0.0289877,0,0,0,0.0470589,0,0.0418307,0,0,0.0208696,0,0,0.0530519,0.0478702,0.0312078,0.0123141,0.0467821,0.0191399,0.0397252,0.041268,0.0345462,0.0366382,0.0336802,0.0363668,0.0284562,0.0295946,0.0295145,0.0547553,0.0154647,0.0142973,0.0463325,0,0.0271097,0.0703948,0.0386671,0,0,0.0101874,0,0,0.0162062,0.0496932,0.0291988,0.0207441,0.0378556,0.0336483,0.0466745,0.0382424,0.0349176,0.0581171,0.0423584,0.0459696,0.0673093,0.023294,0.0405093,0.0162761,0.00502306,0.0392028,0.0706411,0,0,0,0,0,0,0,0,0,0,0.0511374,0,0.0463445,0.0510638,0,0
157,0.0534341,0.028957,0,0,0,0.0479329,0,0.0435587,0,0,0.0208946,0,0,0.0530391,0.0473641,0.0320928,0.0140245,0.0466316,0.0190601,0.0398983,0.0399805,0.0349348,0.0368147,0.0338685,0.0364752,0.0286764,0.0293633,0.0290427,0.0547469,0.0154119,0.0141914,0.0466189,0,0.0273402,0.0702234,0.0387314,0,0,0.0101484,0,0,0.0162695,0.0501848,0.028861,0.0209737,0.0376158,0.0336915,0.0469469,0.0383972,0.0352014,0.0582706,0.0426754,0.0460371,0.0672481,0.0233819,0.0404822,0.016227,0.00515838,0.0390954,0.0704572,0,0,0,0,0,0,0,0,0,0,0.0510204,0,0.0464111,0.0516988,0,0
158,0.0533566,0.028938,0,0,0,0.0482558,0,0.0457363,0,0,0.0210035,0,0,0.0530103,0.046838,0.0326633,0.0158197,0.0464336,0.0190406,0.0401075,0.0387164,0.0354001,0.0368748,0.0339901,0.0365535,0.0288717,0.0291283,0.0291868,0.0547148,0.0151325,0.0141729,0.0470008,0,0.0275298,0.070119,0.0388413,0,0,0.00999777,0,0,0.0162466,0.0506188,0.0286467,0.0211974,0.0374266,0.0337115,0.0471598,0.0382608,0.0354182,0.0583797,0.0429668,0.0462076,0.0673785,0.0234879,0.0404909,0.0161495,0.00529034,0.0389962,0.0702828,0,0,0,0,0,0,0,0,0,0,0.050933,0,0.0465483,0.0520901,0,0
159,0.0532772,0.0289015,0,0,0,0.0491447,0,0.0466135,0,0,0.0210917,0,0,0.0528554,0.0466284,0.0330163,0.0167744,0.0460186,0.0190822,0.04035,0.0376946,0.0358854,0.0370032,0.0341363,0.0368403,0.0290204,0.0289871,0.0289634,0.0547023,0.0146764,0.0143195,0.0473862,0,0.0277222,0.0700985,0.0388787,0,0,0.00976533,0,0,0.0163548,0.0508389,0.0285977,0.0213128,0.0372613,0.0337026,0.0473399,0.0379708,0.0355097,0.0585768,0.0432432,0.0464867,0.0677192,0.0235565,0.040551,0.0160596,0.00547719,0.038838,0.0700784,0,0,0,0,0,0,0,0,0,0,0.0509477,0,0.0466541,0.0521255,0,0
160,0.0532069,0.0288518,0,0,0,0.0484272,0,0.0476026,0,0,0.0210563,0,0,0.0527845,0.0461935,0.0334039,0.0186547,0.0455794,0.0186478,0.0403938,0.0363962,0.0362827,0.0367339,0.0340862,0.0366906,0.0291384,0.0284686,0.0298337,0.0548588,0.0150916,0.0140036,0.0478296,0,0.027959,0.0701536,0.0389005,0,0,0.00987956,0,0,0.016298,0.0511691,0.0283775,0.0214656,0.0371145,0.0338324,0.047554,0.0380205,0.0357339,0.058737,0.0434571,0.0467301,0.0677533,0.0237362,0.0404977,0.0159427,0.00527001,0.038603,0.0699507,0,0,0,0,0,0,0,0,0,0,0.0508137,0,0.0467258,0.0523153,0,0
161,0.0531179,0.0288147,0,0,0,0.0512465,0,0.0452305,0,0,0.0209818,0,0,0.0527821,0.0463306,0.0336248,0.0192077,0.0451688,0.0183507,0.0403994,0.0359028,0.0365361,0.0368397,0.033709,0.0371279,0.0267434,0.025409,0.0360887,0.0549951,0.0155108,0.0137327,0.0482711,0,0.028038,0.0701746,0.0388907,0,0,0.0099974,0,0,0.0161066,0.0513136,0.0283923,0.0215254,0.0369606,0.0340071,0.0477611,0.0380572,0.0359367,0.0588981,0.0437248,0.0470144,0.06761,0.023867,0.0404061,0.0159961,0.00495429,0.0383989,0.0697627,0,0,0,0,0,0,0,0,0,0,0.0508261,0,0.0467534,0.0521051,0,0
162,0.0531748,0.0295994,0,0,0,0.0481478,0,0.0448754,0,0,0.0210346,0,0,0.0528977,0.0467371,0.0346198,0.0151216,0.0443691,0.0213314,0.0383865,0.0348999,0.0378402,0.0375468,0.0359979,0.0391266,0.0303285,0.0302653,0.0362948,0.0544822,0.0126398,0.0135453,0.0464916,0,0.0255649,0.0701969,0.0384195,0,0,0.00858421,0,0,0.0175196,0.0516544,0.0277068,0.0230149,0.0357464,0.0338678,0.0477134,0.0369477,0.036104,0.0600789,0.0461159,0.0483167,0.0677698,0.0217361,0.0404134,0.0156377,0.00683337,0.0391879,0.0693841,0,0,0,0,0,0,0,0,0,0,0.0495734,0,0.0462867,0.052234,0,0
163,0.0532028,0.0298323,0,0,0,0.0492006,0,0.0446218,0,0,0.021068,0,0,0.053035,0.0469463,0.035044,0.0134118,0.0441214,0.022143,0.0374707,0.0347183,0.0383554,0.0378239,0.036932,0.04034,0.0307714,0.0310805,0.0384329,0.0542884,0.0124868,0.0130607,0.046827,0,0.0256846,0.0702963,0.0381758,0,0,0.00827281,0,0,0.0177738,0.0517569,0.027506,0.0231243,0.035186,0.0338246,0.0476557,0.0365259,0.0360425,0.0601584,0.0464275,0.0483036,0.0677677,0.0216219,0.0404137,0.015491,0.00716296,0.039438,0.0690024,0,0,0,0,0,0,0,0,0,0,0.0494977,0,0.0464791,0.0523048,0,0
164,0.0533285,0.0295616,0,0,0,0.049755,0,0.04484,0,0,0.0193013,0,0,0.0544024,0.0468879,0.0353545,0.0124937,0.0440623,0.0180094,0.0368316,0.0348514,0.0384919,0.0379093,0.0376517,0.041207,0.0311289,0.0316854,0.0400445,0.0546055,0.0147789,0.0133741,0.0470891,0,0.0257275,0.070548,0.0379284,0,0,0.00979648,0,0,0.016088,0.051872,0.0273281,0.0231505,0.0347964,0.0344307,0.0476567,0.0363991,0.0359827,0.0599757,0.0466601,0.0483464,0.0677662,0.0213317,0.0400488,0.0154299,0.00484817,0.039167,0.0691073,0,0,0,0,0,0,0,0,0,0,0.0496032,0,0.0467396,0.0522185,0,0
165,0.0533627,0.0296071,0,0,0,0.0497681,0,0.0451906,0,0,0.0190644,0,0,0.0547144,0.0467302,0.0356409,0.0125735,0.0441242,0.018114,0.0364985,0.0351364,0.038306,0.0377372,0.0380085,0.0416099,0.0312816,0.0318823,0.0409053,0.054572,0.0148213,0.0134189,0.047412,0,0.0256528,0.0707091,0.0377256,0,0,0.00989629,0,0,0.0160231,0.052049,0.0271195,0.0231379,0.0344224,0.0343068,0.0475934,0.0363657,0.035948,0.059938,0.0468471,0.0484526,0.0678034,0.0212016,0.0400222,0.0154387,0.00472495,0.0392624,0.0691573,0,0,0,0,0,0,0,0,0,0,0.0497669,0,0.0469695,0.0521897,0,0
166,0.0534269,0.0296097,0,0,0,0.0493429,0,0.0454369,0,0,0.0188468,0,0,0.0549629,0.0465323,0.035697,0.0131845,0.0443657,0.0182978,0.0364995,0.0354165,0.0378333,0.037436,0.0379619,0.0415151,0.0312285,0.031811,0.0412859,0.0544773,0.0150399,0.0135164,0.0477407,0,0.0255728,0.0708545,0.0375336,0,0,0.0100202,0,0,0.0158793,0.05229,0.0268467,0.0232074,0.0341889,0.0341294,0.0474644,0.0363471,0.0359327,0.0600002,0.0469833,0.048521,0.0676537,0.021103,0.0400537,0.0155062,0.00465444,0.0392742,0.0691273,0,0,0,0,0,0,0,0,0,0,0.0498956,0,0.047243,0.052359,0,0
167,0.05342,0.0295634,0,0,0,0.0485263,0,0.0454239,0,0,0.0187641,0,0,0.055051,0.0463214,0.0355323,0.0137865,0.0446692,0.0185352,0.0369939,0.0355999,0.0370759,0.0371042,0.037476,0.0408993,0.0309528,0.0315471,0.0410395,0.0543848,0.0152365,0.0136941,0.048149,0,0.0255832,0.0710196,0.0373975,0,0,0.0101412,0,0,0.0156883,0.0526065,0.026609,0.0232272,0.0341079,0.0339477,0.0472617,0.0363002,0.0359151,0.0599145,0.0470597,0.0485718,0.0676132,0.0210258,0.0401022,0.015566,0.00457522,0.0392299,0.0690876,0,0,0,0,0,0,0,0,0,0,0.0500605,0,0.0475382,0.0524083,0,0
168,0.0529741,0.0301802,0,0,0,0.0471834,0,0.0449618,0,0,0.0240007,0,0,0.0521329,0.0460321,0.0353244,0.0146793,0.0449212,0.0292428,0.0381584,0.0358851,0.0359786,0.0367977,0.0365997,0.0398939,0.0304789,0.0309808,0.0394537,0.0536836,0.0127637,0.0108326,0.0501733,0,0.0253027,0.0706172,0.0375703,0,0,0.0073245,0,0,0.0185872,0.0525347,0.0262013,0.0236191,0.0340084,0.0324896,0.0469064,0.0354007,0.0360083,0.0605532,0.0475739,0.0488448,0.0675842,0.0223869,0.0408676,0.0156628,0.0100726,0.0399574,0.0689721,0,0,0,0,0,0,0,0,0,0,0.0496519,0,0.0471622,0.052092,0,0
169,0.0532747,0.0293527,0,0,0,0.0452924,0,0.0447068,0,0,0.0189716,0,0,0.0548241,0.0454398,0.0350625,0.0158581,0.0452273,0.0190105,0.0388675,0.0358836,0.0353183,0.0365808,0.0354156,0.0385779,0.0298989,0.0302293,0.0378799,0.0542521,0.0155857,0.0142662,0.0493235,0,0.0253081,0.0710392,0.0373147,0,0,0.0101169,0,0,0.0156418,0.0533416,0.0258964,0.0232159,0.0341832,0.0333536,0.0468176,0.0360577,0.035973,0.0597953,0.0473318,0.0483181,0.0671851,0.0212081,0.0400872,0.0156227,0.00465475,0.0389549,0.0690498,0,0,0,0,0,0,0,0,0,0,0.0494933,0,0.0475555,0.0522367,0,0
170,0.0531875,0.0293447,0,0,0,0.0430667,0,0.0447825,0,0,0.01916,0,0,0.0547308,0.0448525,0.0349889,0.0177971,0.0454732,0.0193561,0.0398615,0.0363335,0.0346524,0.036365,0.034349,0.037191,0.0293776,0.0293805,0.0355112,0.0542119,0.0158585,0.0144649,0.0499542,0,0.02506,0.0709347,0.0372876,0,0,0.010388,0,0,0.0155317,0.053741,0.0256276,0.0231613,0.0342483,0.033074,0.0466402,0.0359709,0.0359675,0.0597014,0.0473784,0.0482518,0.0668499,0.0212405,0.0401609,0.0156806,0.00466044,0.0388327,0.0689883,0,0,0,0,0,0,0,0,0,0,0.0494708,0,0.0475396,0.0522074,0,0
171,0.0528839,0.0291825,0,0,0,0.0432743,0,0.0451977,0,0,0.0199789,0,0,0.0541178,0.0440693,0.034724,0.0203722,0.0458222,0.019888,0.0409348,0.0367265,0.0338407,0.0356618,0.0329375,0.0358254,0.0273289,0.0267103,0.0339552,0.0543125,0.016795,0.0148198,0.0543512,0,0.0282316,0.0709559,0.0375955,0,0,0.0106464,0,0,0.0155165,0.053872,0.0259537,0.0208577,0.0347643,0.032731,0.046424,0.0370878,0.0355294,0.0579165,0.0441355,0.0463634,0.0662284,0.0265203,0.0403793,0.0159181,0.00454164,0.0385865,0.0689341,0,0,0,0,0,0,0,0,0,0,0.051236,0,0.0480201,0.0521707,0,0
172,0.052804,0.0293342,0,0,0,0.0404253,0,0.0461526,0,0,0.0199395,0,0,0.054225,0.0435636,0.0353586,0.0199182,0.0459096,0.0201262,0.0407114,0.0363822,0.033624,0.0348603,0.032946,0.0356642,0.0280975,0.0277506,0.030049,0.054188,0.0170933,0.0148396,0.0547401,0,0.0281041,0.0706993,0.0374669,0,0,0.0107084,0,0,0.0153797,0.054213,0.0255981,0.0205813,0.0345241,0.0325857,0.0460944,0.0370515,0.0353855,0.0576329,0.0438876,0.0460412,0.0658744,0.0267439,0.0403616,0.0159531,0.00456478,0.0387816,0.0688215,0,0,0,0,0,0,0,0,0,0,0.051289,0,0.0480079,0.0522471,0,0
173,0.0527196,0.029709,0,0,0,0.0382405,0,0.0451866,0,0,0.0203753,0,0,0.0536541,0.0430405,0.0357305,0.0192022,0.0459292,0.0233822,0.0403571,0.0360406,0.0333383,0.0342541,0.0327697,0.0358682,0.0272828,0.0270032,0.0294355,0.0537683,0.0143232,0.0159032,0.0546737,0,0.0279709,0.0703929,0.0373704,0,0,0.0100246,0,0,0.0160431,0.0545868,0.0253689,0.0201722,0.0342179,0.0321482,0.0457827,0.0370627,0.0350941,0.0573521,0.0435893,0.0455781,0.0655819,0.0265945,0.0405107,0.0160082,0.00570472,0.0392556,0.068733,0,0,0,0,0,0,0,0,0,0,0.051404,0,0.0480692,0.0523552,0,0
174,0.0527853,0.0298364,0,0,0,0.0353962,0,0.0447722,0,0,0.0200275,0,0,0.0538243,0.0424281,0.0360234,0.0183225,0.0460227,0.0228392,0.0396568,0.0357908,0.0331021,0.0338383,0.0327537,0.0365961,0.0262027,0.0259961,0.0296425,0.0537587,0.0142557,0.0165051,0.0547299,0,0.027784,0.0699903,0.0372326,0,0,0.0102833,0,0,0.0158286,0.0549327,0.0253491,0.0197692,0.0339507,0.0320306,0.0454194,0.0369649,0.0345344,0.0570244,0.0432332,0.0452214,0.0652569,0.0262736,0.0404889,0.0161055,0.00541604,0.0394918,0.068712,0,0,0,0,0,0,0,0,0,0,0.0517266,0,0.0481518,0.0525143,0,0
175,0.0528825,0.0299224,0,0,0,0.0327344,0,0.0451319,0,0,0.0197887,0,0,0.0540095,0.041779,0.0363183,0.017661,0.046087,0.0224815,0.0386369,0.0355107,0.0331336,0.0338004,0.0326718,0.0373813,0.0249884,0.0250253,0.0303304,0.0538805,0.0148301,0.0165838,0.0545736,0,0.0275104,0.0695208,0.0370568,0,0,0.0104207,0,0,0.0156857,0.0552759,0.0251347,0.0193469,0.0336859,0.0318743,0.0448056,0.0369692,0.0338649,0.0566851,0.0428141,0.0447817,0.0650971,0.0254759,0.0405142,0.0162776,0.00525016,0.0397788,0.0687723,0,0,0,0,0,0,0,0,0,0,0.0522458,0,0.0481843,0.0526178,0,0
176,0.0529791,0.0299881,0,0,0,0.0308953,0,0.04555,0,0,0.0196341,0,0,0.0541888,0.0411147,0.0365779,0.01714,0.0460702,0.0222414,0.0375086,0.0351725,0.033365,0.034144,0.0324709,0.0379479,0.0239409,0.0245713,0.0308405,0.0540265,0.0158106,0.0161465,0.0540165,0,0.0272201,0.0688992,0.0368833,0,0,0.0104952,0,0,0.0155842,0.0556811,0.0247328,0.0190485,0.0334564,0.0317221,0.0440815,0.036974,0.0330293,0.0563334,0.0423978,0.0442116,0.064906,0.0244133,0.040641,0.0164591,0.0051416,0.0400354,0.0688788,0,0,0,0,0,0,0,0,0,0,0.0524238,0,0.0481803,0.0527521,0,0
177,0.0531127,0.030008,0,0,0,0.0306054,0,0.0451922,0,0,0.0195433,0,0,0.0542816,0.0405509,0.0367677,0.0159721,0.0460848,0.0218928,0.0366843,0.0353606,0.0332594,0.034643,0.0323178,0.0384294,0.0231459,0.0249649,0.0301736,0.0541418,0.0167472,0.0155119,0.0536859,0,0.0270708,0.0678173,0.0367757,0,0,0.0104674,0,0,0.0157823,0.0560284,0.0243502,0.0190668,0.0332844,0.0314842,0.0433103,0.0368822,0.0319485,0.0561049,0.0420189,0.0437111,0.0645866,0.0231725,0.0409246,0.0166629,0.0052626,0.0400809,0.0691299,0,0,0,0,0,0,0,0,0,0,0.0524181,0,0.0481498,0.0529038,0,0
178,0.0532987,0.0300586,0,0,0,0.0298884,0,0.0448431,0,0,0.0195611,0,0,0.0542476,0.0396737,0.0367829,0.0150601,0.0459241,0.0218806,0.0364139,0.0350757,0.0326523,0.0346636,0.0319243,0.0383433,0.0224719,0.0250431,0.0302171,0.0542043,0.0170801,0.0152602,0.0525395,0,0.0269164,0.0669875,0.0366564,0,0,0.0106352,0,0,0.0157868,0.0566332,0.0240411,0.0189036,0.0332544,0.0314084,0.0424824,0.0372064,0.0308905,0.055648,0.0416981,0.0431742,0.0641112,0.0210834,0.0412616,0.0168365,0.00525692,0.0399617,0.0694932,0,0,0,0,0,0,0,0,0,0,0.0528426,0,0.0478831,0.0532645,0,0
179,0.0535292,0.0300898,0,0,0,0.0297535,0,0.0441672,0,0,0.0195537,0,0,0.0542518,0.0402853,0.0375178,0.0111411,0.0457838,0.0218767,0.0354878,0.034964,0,0.0348551,0.030409,0.0370673,0.0212812,0.0257159,0.0318345,0.0544065,0.0173428,0.0150104,0.0557493,0,0.0268002,0.0676475,0.0362238,0,0,0.0109898,0,0,0.0158952,0.0545952,0.0251929,0.0142143,0.0324253,0.0308254,0.0444366,0.042732,0.0306336,0.0534197,0.037617,0.0408646,0.0626974,0.02727,0.0419108,0.017375,0.00538642,0.0400551,0.0691453,0,0,0,0,0,0,0,0,0,0,0,0,0.0465978,0.053655,0,0
180,0.0537325,0.0301009,0,0,0,0.0298755,0,0.0429011,0,0,0.0196472,0,0,0.0544282,0.0390791,0.0377468,0.0105181,0.0457103,0.0217393,0.0350767,0.0357888,0,0.0344145,0.0295963,0.0367953,0.0204126,0.0261938,0.0312258,0.054255,0.018054,0.0147804,0.0511695,0,0.0275239,0.0651457,0.0362168,0,0,0.0111737,0,0,0.0156982,0.0574554,0.0233908,0.019084,0.0335301,0.030977,0.0401533,0.0379184,0.028134,0.0549866,0.0414445,0.0419034,0.0638966,0.0160943,0.041889,0.017313,0.00512382,0.0396598,0.0700009,0,0,0,0,0,0,0,0,0,0,0.0530333,0,0.0475618,0.0542806,0,0
181,0.0536267,0.0301804,0,0,0,0.0294002,0,0.0420527,0,0,0.019815,0,0,0.054463,0.0387775,0.0361413,0.0127237,0.0450992,0.0215791,0.0365843,0.0369459,0.0313386,0.0343177,0.0297456,0.037627,0.0202286,0.0257654,0.0291729,0.054094,0.0181948,0.0146856,0.0510118,0,0.0276475,0.0629669,0.0366107,0,0,0.0112352,0,0,0.0153555,0.0579905,0.0236539,0.0196315,0.0345694,0.0316293,0.039103,0.0380455,0.0271561,0.0550413,0.0415044,0.0415069,0.0644331,0.013457,0.0415879,0.0167776,0.00484058,0.0394477,0.0705909,0,0,0,0,0,0,0,0,0,0,0.0520308,0,0.0466022,0.0522876,0,0
182,0.053507,0.0303043,0,0,0,0.0285335,0,0.0408961,0,0,0.0198699,0,0,0.0545784,0.0387092,0.0362297,0.01289,0.0451889,0.0214892,0.0359948,0.0372364,0.0310296,0.0337661,0.029213,0.0371243,0.0197088,0.0253977,0.0291842,0.0539785,0.0182326,0.0147722,0.0514658,0,0.0276322,0.0610612,0.0367062,0,0,0.0114998,0,0,0.0151257,0.0582734,0.0238212,0.0211782,0.0352494,0.0318521,0.0379599,0.0381318,0.0261596,0.0548629,0.0413067,0.0408582,0.0647634,0.0102916,0.0414803,0.0165571,0.00459464,0.0394121,0.0706466,0,0,0,0,0,0,0,0,0,0,0.0511955,0,0.0455105,0.0511767,0,0
183,0.0533881,0.0304763,0,0,0,0.0275538,0,0.0396813,0,0,0.0199281,0,0,0.0547088,0.0386688,0.0366235,0.0126953,0.0455251,0.021671,0.0353075,0.0370913,0.03045,0.0329584,0.0289209,0.0366534,0.0195267,0.0249955,0.0292523,0.0537469,0.0178706,0.0151551,0.0519494,0,0.0270737,0.0592348,0.0368407,0,0,0.0114403,0,0,0.0153306,0.0584298,0.0240856,0.0231473,0.0361295,0.0321478,0.036882,0.0383363,0.0254007,0.0544321,0.0407429,0.0400362,0.0648693,0.00732493,0.0412012,0.0162863,0.00479631,0.0394419,0.0706186,0,0,0,0,0,0,0,0,0,0,0.0505336,0,0.0437605,0.0500863,0,0
184,0.0533408,0.030705,0,0,0,0.0269917,0,0.0388829,0,0,0.0199554,0,0,0.0549923,0.0386985,0.0389964,0.0114112,0.0462039,0.0216487,0.0331699,0.036738,0,0.0318302,0.027466,0.0350334,0.0186932,0.0250165,0.0306349,0.0535732,0.0184853,0.0152343,0.0523714,0,0.0259633,0.058242,0.036734,0,0,0.0120544,0,0,0.0150325,0.0587304,0.0239016,0.0249976,0.0366306,0.0321727,0.0359063,0.0388368,0.0249094,0.0536836,0.039752,0.0391302,0.0648231,0.00531108,0.0410298,0.0162561,0.00443133,0.0396663,0.0702162,0,0,0,0,0,0,0,0,0,0,0.0498802,0,0.0418057,0.051062,0,0
