Timestep,C7,CLAV,IMUL_L,IMUR_B,IMUR_T,L5FT,L5HD,LANK,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x72,x73,x74,RANK,RTHII,IMUL_R,IMUL_M,LASI,IMUR_M
113,0.0521015,0.0372021,0,0,0,0.0467442,0,0.0260924,0,0,0.0196268,0,0,0.0567738,0.0380066,0.0310356,0.0259597,0.0146422,0.0396548,0.0293661,0.0289696,0.0376106,0.0366301,0.0263429,0.0323615,0.0344305,0.0236437,0.0265815,0.00913325,0.0489915,0.0162985,0.0206826,0.201714,0,0.05098,0.0357828,0,0,0.0120553,0,0,0.016882,0.04472,0.246645,0.0389923,0.015745,0.0535559,0.0339529,0.050235,0.077531,0.0445736,0.0650624,0.0431242,0.0494557,0.0711296,0.0296002,0.0351069,0.0122408,0.00655973,0.0442944,0.0666197,0,0,0,0,0,0,0,0,0.0147505,0.0530339,0,0,0.0471227,0
114,0.0520501,0.0371852,0,0,0,0.0464402,0,0.024934,0,0,0.0195222,0,0,0.056766,0.0385143,0.0310244,0.0255415,0.0145162,0.0399773,0.029069,0.0288165,0.0384621,0.0369417,0.0253618,0.0320633,0.0343038,0.0234445,0.0256942,0.0105965,0.0490851,0.0165636,0.0203531,0.20131,0,0.050957,0.0360498,0,0,0.0122824,0,0,0.016777,0.0440099,0.246939,0.0387831,0.0163984,0.0537256,0.0343441,0.0502792,0.0779637,0.0434255,0.0648006,0.0428812,0.0490835,0.0705875,0.0305456,0.0349856,0.0121042,0.00671191,0.0443121,0.0667584,0,0,0,0,0,0,0,0,0.0147357,0.0528755,0,0,0.0464439,0
115,0.0520053,0.0372418,0,0,0,0.0459509,0,0.0236777,0,0,0.0194581,0,0,0.056818,0.0390319,0.0310077,0.0249465,0.0143565,0.0405353,0.02881,0.0286128,0.0391448,0.0374694,0.0245522,0.0315169,0.0343055,0.0231393,0.0246095,0.0128528,0.0490297,0.0168819,0.0201692,0.200358,0,0.0509431,0.0362597,0,0,0.0124337,0,0,0.0167453,0.0434465,0.247353,0.0388273,0.0170003,0.0537772,0.0347492,0.0502436,0.078492,0.0425549,0.0642523,0.0422317,0.0485389,0.0700877,0.0326313,0.0347092,0.0119063,0.0068819,0.0441483,0.0669521,0,0,0,0,0,0,0,0,0.014651,0.0528542,0,0,0.0455874,0
116,0.0519988,0.0373277,0,0,0,0.0452601,0,0.0225355,0,0,0.0194964,0,0,0.0569608,0.0394588,0.0311141,0.0242917,0.0141649,0.0412703,0.0287613,0.0283062,0.0400111,0.038151,0.0237944,0.0308192,0.0342594,0.0226865,0.0232661,0.0159635,0.0488547,0.017127,0.0201873,0.199045,0,0.0509043,0.0364486,0,0,0.0126025,0,0,0.0167715,0.0432148,0.247268,0.0390325,0.0175303,0.0537493,0.0351222,0.0501433,0.0791808,0.0418697,0.0636035,0.0413863,0.048009,0.0696952,0.0357343,0.0343923,0.0116626,0.00704647,0.0437774,0.0672057,0,0,0,0,0,0,0,0,0.0143428,0.0528976,0,0,0.0445922,0
117,0.0520235,0.0374009,0,0,0,0.044762,0,0.0216842,0,0,0.0195725,0,0,0.0572035,0.0398817,0.0311891,0.0235992,0.0138099,0.0421953,0.0289204,0.0279593,0.0410873,0.0388954,0.023001,0.0307724,0.0341067,0.0220588,0.0217866,0.0196727,0.0485604,0.0172997,0.0203745,0.197458,0,0.0508642,0.0366092,0,0,0.0128896,0,0,0.0167876,0.0432476,0.246882,0.039446,0.0181695,0.0538311,0.0354998,0.0502986,0.0802247,0.041203,0.0630282,0.0405654,0.0475889,0.0691522,0.0397302,0.0340893,0.0114082,0.0072508,0.0432312,0.0674758,0,0,0,0,0,0,0,0,0.013877,0.0535411,0,0,0.043433,0
118,0.0520324,0.0374355,0,0,0,0.0444958,0,0.0210665,0,0,0.0200374,0,0,0.0573697,0.0401463,0.0316608,0.0229704,0.0135559,0.0430792,0.0295109,0.0279517,0.0418968,0.0397314,0.0219647,0.0305165,0.0339494,0.0213515,0.0201684,0.024134,0.0480673,0.0168071,0.0208292,0.194564,0,0.051092,0.0367835,0,0,0.013052,0,0,0.0171029,0.0439316,0.245846,0.0401458,0.0193301,0.0540971,0.0359171,0.0510492,0.0829247,0.040765,0.0624685,0.039304,0.0471627,0.068609,0.048122,0.033776,0.0110643,0.00788545,0.0429452,0.0677494,0,0,0,0,0,0,0,0,0.0132956,0.0549565,0,0,0.0426085,0
119,0.0519496,0.0375177,0,0,0,0.0439408,0,0.0204657,0,0,0.0200672,0,0,0.0576806,0.0403533,0.0322906,0.0223672,0.0131043,0.0438168,0.0295996,0.0278518,0.042787,0.0409079,0.021003,0.030147,0.0337558,0.0204653,0.018503,0.0286912,0.0477836,0.0173607,0.0209665,0.189512,0,0.0520373,0.0369294,0,0,0.0138537,0,0,0.0166683,0.0454958,0.242399,0.0415573,0.0210047,0.0547293,0.0366432,0.0525964,0.0878627,0.0410021,0.0617061,0.0370409,0.0467505,0.0682985,0.0645669,0.0333102,0.0107374,0.00764769,0.0427892,0.0678562,0,0,0,0,0,0,0,0,0.0128139,0.0574316,0,0,0.0423869,0
120,0.0519463,0.0374611,0,0,0,0.0434603,0,0.0200784,0,0,0.0203758,0,0,0.0579804,0.0409725,0.0325641,0.0217746,0.0124902,0.0446105,0.0299485,0.027741,0.043587,0.0421089,0.0203167,0.0299216,0.0335987,0.0199355,0.0172801,0.0330011,0.0473465,0.0175607,0.0213597,0.188506,0,0.0524541,0.036868,0,0,0.0141874,0,0,0.0168092,0.045021,0.241449,0.0423623,0.0214439,0.055198,0.037112,0.0527918,0.0882007,0.040593,0.0612352,0.0365905,0.0466229,0.0682228,0.068288,0.0328704,0.0103939,0.00809833,0.0426977,0.0678596,0,0,0,0,0,0,0,0,0.012593,0.0577307,0,0,0.0418019,0
121,0.0515862,0.0374549,0,0,0,0.0432569,0,0.0202791,0,0,0.0205881,0,0,0.0577264,0.0429679,0.033192,0.0205298,0.0117979,0.0448029,0.0297708,0.0285351,0.0448569,0.0432457,0.0200918,0.0295865,0.0333256,0.0197163,0.01668,0.0368071,0.0474648,0.0173922,0.0211223,0.189131,0,0.0549259,0.0368275,0,0,0.0142376,0,0,0.0169099,0.0438074,0.242568,0.0456139,0.0215166,0.0557285,0.0374626,0.0545036,0.0908783,0.0406319,0.0579142,0.0333774,0.0435176,0.0655976,0.0655345,0.0325825,0.0101744,0.00843029,0.0430601,0.0669539,0,0,0,0,0,0,0,0,0.0155531,0,0,0,0.0398912,0
122,0.052062,0.0376976,0,0,0,0.0434411,0,0.0213563,0,0,0.0200511,0,0,0.0584501,0.0441204,0.0339879,0.0207502,0.0118424,0.0457616,0.0299687,0.0291467,0.0466633,0.0447559,0.0191172,0.0295712,0.0330674,0.0196441,0.0161165,0.0397622,0.0471352,0.0170735,0.0211973,0.185638,0,0.0552652,0.0363277,0,0,0.0146998,0,0,0.0171315,0.0428044,0.243577,0.0453958,0.0216893,0.0555547,0.0380512,0.0532829,0.0887662,0.0407739,0.0590375,0.0359669,0.0461178,0.0664216,0.0649449,0.0317145,0.00959009,0.00922992,0.0433846,0.0669863,0,0,0,0,0,0,0,0,0.0127502,0,0,0,0.0393568,0
123,0.0519521,0.0375232,0,0,0,0.0433636,0,0.0230002,0,0,0.0202657,0,0,0.0585024,0.0447658,0.0354993,0.0204282,0.011749,0.0470021,0.0301847,0.0290703,0.0474773,0.0463051,0.0187675,0.0297805,0.032854,0.0196773,0.0160629,0.0433712,0.0467567,0.0172243,0.0215851,0.185016,0,0.0555958,0.0366345,0,0,0.0150055,0,0,0.0173299,0.0425075,0.242764,0.0456257,0.0217784,0.0558694,0.0386432,0.0532599,0.088942,0.0407143,0.059089,0.0356541,0.0461088,0.0663069,0.0677016,0.0312808,0.00910339,0.00968923,0.0436069,0.067146,0,0,0,0,0,0,0,0,0.0127419,0,0,0,0.0391239,0
124,0.0522046,0.0374705,0,0,0,0.0428882,0,0.0245625,0,0,0.0199822,0,0,0.0588604,0.0457798,0.0370463,0.0203219,0.0114179,0.0485584,0.0304117,0.0292616,0.0479896,0.0474617,0.0191164,0.0300281,0.0330026,0.0197002,0.0159362,0.0481183,0.0465984,0.0170271,0.0217507,0.184726,0,0.0559841,0.0365527,0,0,0.015397,0,0,0.0174924,0.0418266,0.241966,0.0455765,0.0220556,0.0558,0.0390451,0.0532807,0.0897105,0.0404084,0.0589698,0.0351264,0.0458594,0.0662896,0.0699188,0.030819,0.00879839,0.0102757,0.0438067,0.0673613,0,0,0,0,0,0,0,0,0.0130043,0,0,0,0.038597,0
125,0.0521117,0.0373528,0,0,0,0.0416864,0,0.0270801,0,0,0.0201521,0,0,0.0590336,0.0461214,0.0398826,0.0200243,0.0114793,0.0498807,0.0305459,0.0292126,0.0483632,0.0483384,0.01931,0.0302079,0.0330766,0.0198473,0.0158767,0.0522727,0.0462053,0.0171457,0.0221234,0.184201,0,0.0561245,0.0369165,0,0,0.0156158,0,0,0.0176838,0.0418058,0.241676,0.0455399,0.0220861,0.0557911,0.0394801,0.0533689,0.0900993,0.0406897,0.0589985,0.0349423,0.0459454,0.0662754,0.0716216,0.0306869,0.00856898,0.0105322,0.0439659,0.0676358,0,0,0,0,0,0,0,0,0.0131566,0,0,0,0.0384637,0
126,0.0522988,0.0374061,0,0,0,0.0394837,0,0.0294881,0,0,0.0199521,0,0,0.0592795,0.0466604,0.0427793,0.0197896,0.011382,0.0509475,0.0307428,0.0293563,0.0484507,0.0488892,0.0192557,0.0309598,0.0332861,0.0203399,0.0159672,0.0565406,0.0460433,0.0169227,0.0222299,0.183795,0,0.0563464,0.0369481,0,0,0.0157937,0,0,0.0177902,0.0416685,0.241507,0.0454461,0.0220951,0.0555813,0.0396795,0.0535649,0.0906877,0.0408358,0.0591085,0.0347179,0.0458918,0.0660434,0.0732381,0.0304799,0.00856419,0.0107199,0.0439561,0.0678623,0,0,0,0,0,0,0,0,0.0134461,0,0,0,0.0380239,0
127,0.0524157,0.0372503,0,0,0,0.0370923,0,0.0321485,0,0,0.0213918,0,0,0.0590539,0.0472556,0.0451039,0.0195528,0.0114727,0.0516858,0.0319529,0.0299003,0.0485694,0.0492348,0.019111,0.0320022,0.0335523,0.0213345,0.0168971,0.0595779,0.0452297,0.0155266,0.0229366,0.184563,0,0.0562051,0.0371796,0,0,0.0152428,0,0,0.0180927,0.0413845,0.243002,0.0449801,0.0216379,0.0552764,0.0392933,0.0537188,0.0907975,0.0409523,0.0589523,0.0347368,0.0458131,0.0655928,0.0688839,0.0308093,0.0087401,0.0110704,0.0435612,0.0682248,0,0,0,0,0,0,0,0,0.0136522,0,0,0,0.0371167,0
128,0.0524729,0.0373615,0,0,0,0.0353981,0,0.0334128,0,0,0.0208599,0,0,0.0592055,0.0473274,0.0456667,0.0197944,0.0114518,0.0516528,0.0314952,0.0299917,0.0487951,0.0498686,0.0192175,0.0323882,0.0336085,0.0224032,0.0181652,0.0616151,0.0453701,0.015981,0.0227436,0.183454,0,0.0566018,0.0372914,0,0,0.0152438,0,0,0.0178742,0.0419693,0.242496,0.0448098,0.0218001,0.0549116,0.0392642,0.053921,0.0911472,0.0413169,0.0587484,0.0346853,0.0459223,0.0656661,0.0721845,0.0309481,0.00884731,0.0106792,0.0433606,0.0683186,0,0,0,0,0,0,0,0,0.0137508,0,0,0,0.0371056,0
129,0.0532604,0.0373661,0,0,0,0.0349398,0,0.0329883,0,0,0.0204649,0,0,0.0598913,0.0464827,0.0443896,0.0209653,0.0113424,0.0521984,0.0322254,0.0291553,0.0484362,0.0500619,0.019535,0.0323792,0.0339201,0.0236041,0.019713,0.0621008,0.0450289,0.0165182,0.0230726,0.184249,0,0.0541879,0.0369918,0,0,0.0154009,0,0,0.0175596,0.0418438,0.242562,0.0413825,0.0221536,0.0544302,0.0390269,0.0517766,0.0875702,0.0403685,0.0611601,0.0375378,0.048089,0.0677701,0.0730046,0.030837,0.00892733,0.0104688,0.0428585,0.0694306,0,0,0,0,0,0,0,0,0.0115395,0.0560444,0,0,0.0374941,0
130,0.0534111,0.0374099,0,0,0,0.0355928,0,0.0325104,0,0,0.0202555,0,0,0.0599315,0.0464936,0.0430591,0.0210688,0.0113629,0.0517449,0.0323607,0.0285775,0.0483202,0.0504572,0.019883,0.0325052,0.0340576,0.0244259,0.0207268,0.0608048,0.045228,0.0169479,0.0226206,0.184484,0,0.0544153,0.0368806,0,0,0.0150874,0,0,0.017282,0.0419249,0.242894,0.0409467,0.0221141,0.0538072,0.0386312,0.0516031,0.087045,0.0403807,0.0611948,0.0376704,0.0481466,0.067712,0.0723124,0.0312016,0.00916823,0.00994344,0.0428841,0.0696417,0,0,0,0,0,0,0,0,0.0115401,0.0556897,0,0,0.0371438,0
131,0.0535885,0.0374362,0,0,0,0.0359278,0,0.0321236,0,0,0.0201081,0,0,0.0597622,0.0463027,0.0417995,0.0209446,0.011477,0.0512901,0.0323246,0.0281965,0.0482092,0.0506305,0.0201759,0.0330306,0.0342015,0.0249562,0.0213997,0.0596185,0.0454534,0.0169312,0.0223367,0.184702,0,0.0546257,0.0367647,0,0,0.0148073,0,0,0.0170173,0.0419801,0.242957,0.0405538,0.0220875,0.0531984,0.0381742,0.0513637,0.0867348,0.0403248,0.0611762,0.0376487,0.0481961,0.0676532,0.0717782,0.031641,0.00952202,0.00942607,0.0429735,0.0698897,0,0,0,0,0,0,0,0,0.0113879,0.0555631,0,0,0.036865,0
132,0.0537422,0.0373881,0,0,0,0.035829,0,0.0320302,0,0,0.0199734,0,0,0.0594722,0.0458604,0.0410548,0.0208046,0.0115746,0.0509425,0.0321877,0.0279401,0.0481134,0.050656,0.0204272,0.03323,0.0342537,0.0253505,0.0216428,0.0586239,0.0456521,0.0164977,0.0222521,0.184818,0,0.0548445,0.0366967,0,0,0.0146385,0,0,0.0168375,0.041966,0.242931,0.0401119,0.0221626,0.0525686,0.0376597,0.0510174,0.0864645,0.0401878,0.0610551,0.0375171,0.0481883,0.0676021,0.0714379,0.0320984,0.0099389,0.00891421,0.0430596,0.070047,0,0,0,0,0,0,0,0,0.0111376,0.0556239,0,0,0.0367552,0
133,0.0538166,0.0373158,0,0,0,0.0356845,0,0.0321729,0,0,0.0198894,0,0,0.0593045,0.0452727,0.0406457,0.020656,0.0114137,0.0507319,0.0319897,0.0276881,0.0483301,0.0507748,0.0206918,0.0329038,0.0339506,0.0252758,0.021455,0.0575413,0.0458514,0.016197,0.0222528,0.184719,0,0.0551757,0.0366288,0,0,0.0144873,0,0,0.0167023,0.0419087,0.242618,0.039586,0.0222974,0.0519074,0.0372007,0.0505627,0.086129,0.0400075,0.0609923,0.0372891,0.0480308,0.067505,0.0714463,0.0324291,0.0101114,0.0084856,0.043078,0.0702536,0,0,0,0,0,0,0,0,0.0107466,0.0558001,0,0,0.0367261,0
134,0.0537952,0.0372425,0,0,0,0.0354636,0,0.0322094,0,0,0.0198737,0,0,0.0593124,0.044685,0.0400828,0.0204802,0.0114157,0.0506997,0.0318005,0.0274674,0.0487557,0.0506916,0.0205962,0.0324877,0.0336427,0.0250813,0.0212244,0.0561016,0.0460309,0.0162664,0.0222356,0.184502,0,0.055492,0.0365837,0,0,0.014377,0,0,0.0166915,0.0419173,0.242144,0.0391154,0.0224082,0.0513763,0.0369292,0.0503622,0.0860012,0.0397851,0.0611946,0.0369764,0.0478424,0.0674143,0.0718327,0.0326115,0.0102626,0.00819855,0.0431025,0.0703644,0,0,0,0,0,0,0,0,0.0104629,0.0562289,0,0,0.0367233,0
135,0.0537193,0.0371789,0,0,0,0.0352696,0,0.0320573,0,0,0.019815,0,0,0.0593596,0.0440935,0.0393149,0.0203636,0.0116265,0.0508197,0.0315653,0.0273829,0.0487821,0.0504837,0.0206079,0.0322456,0.0336096,0.024957,0.0211116,0.05479,0.0462012,0.0165078,0.0222513,0.184254,0,0.0557338,0.0365527,0,0,0.0142405,0,0,0.0167827,0.0420145,0.241651,0.0387907,0.0224653,0.0509469,0.0368229,0.0502828,0.0859941,0.039597,0.0611463,0.0365781,0.0476731,0.067322,0.0723711,0.0328087,0.0104542,0.00803277,0.0432159,0.0702909,0,0,0,0,0,0,0,0,0.0102462,0.0565812,0,0,0.0368872,0
136,0.0531406,0.0367723,0,0,0,0.0346893,0,0.0291286,0,0,0.0206277,0,0,0.0584954,0.0426125,0.0363865,0.0195675,0.0102789,0.0508952,0.0311062,0.0270053,0.0474085,0.0493379,0.0214116,0.0326484,0.0345091,0.0257389,0.0215844,0.059164,0.0464074,0.0171272,0.0224494,0.18788,0,0.055702,0.0372767,0,0,0.0137749,0,0,0.0173679,0.0427969,0.240693,0.0390819,0.0212044,0.0512498,0.0369551,0.0510219,0.0867516,0.0395492,0.0592625,0.0336791,0.0450038,0.0658226,0.0720037,0.033148,0.0104093,0.00818504,0.0431714,0.0701275,0,0,0,0,0,0,0,0,0.0129492,0.0576653,0,0,0.0377585,0
137,0.0535927,0.0369612,0,0,0,0.035311,0,0.0315586,0,0,0.019668,0,0,0.0593278,0.0431463,0.0377886,0.0204054,0.0123672,0.0515532,0.0309262,0.0267606,0.048511,0.0497044,0.0207137,0.0322027,0.0337384,0.0250429,0.0213287,0.0524781,0.0464498,0.0169116,0.0224418,0.185001,0,0.0559827,0.0365441,0,0,0.0138535,0,0,0.0170891,0.0418991,0.242377,0.037968,0.0225394,0.0504272,0.0366512,0.0496634,0.0849066,0.039238,0.0610787,0.0363374,0.0480515,0.0671038,0.0696209,0.0330637,0.0104932,0.00839661,0.0436572,0.0699509,0,0,0,0,0,0,0,0,0.0102389,0.0561143,0,0,0.0376081,0
138,0.0534513,0.0368741,0,0,0,0.0356376,0,0.0311534,0,0,0.0195981,0,0,0.0592436,0.042835,0.0369944,0.0205798,0.0133081,0.0521285,0.0306887,0.0264346,0.0483472,0.0492938,0.0209177,0.0321201,0.0335662,0.025263,0.0217347,0.0514486,0.0466057,0.0169701,0.0225754,0.184772,0,0.0562716,0.036589,0,0,0.0139276,0,0,0.0170003,0.0420828,0.242079,0.0375564,0.0226385,0.0504164,0.0367219,0.0495404,0.0851373,0.0396214,0.0609402,0.0362383,0.0480421,0.0672219,0.0710135,0.0330144,0.0103989,0.00831303,0.0438719,0.0698221,0,0,0,0,0,0,0,0,0.0102609,0.0561421,0,0,0.0380891,0
139,0.0533105,0.036806,0,0,0,0.0359297,0,0.030566,0,0,0.0196182,0,0,0.0591394,0.0425976,0.0360686,0.0207866,0.0145508,0.0527887,0.0304333,0.0265062,0.0482438,0.0490238,0.021034,0.0320028,0.0333507,0.0256233,0.0222691,0.0502963,0.0467502,0.0170779,0.0227226,0.184715,0,0.0565564,0.0366794,0,0,0.0140864,0,0,0.016932,0.042437,0.241654,0.0370203,0.0228612,0.0505194,0.0368267,0.0495072,0.0855256,0.0401643,0.0607917,0.0360439,0.0477909,0.0673938,0.0719821,0.0329337,0.0102276,0.00828124,0.0440008,0.0696593,0,0,0,0,0,0,0,0,0.0103756,0.0562656,0,0,0.0385539,0
140,0.0531545,0.0367415,0,0,0,0.0362423,0,0.0299275,0,0,0.0196391,0,0,0.0590893,0.0423609,0.0351086,0.0211088,0.0154494,0.0535136,0.0301306,0.0270076,0.0483986,0.0488798,0.0208239,0.0321397,0.0331071,0.0259828,0.0227951,0.0489773,0.0468647,0.0171934,0.0228792,0.184256,0,0.0569203,0.0367769,0,0,0.0141862,0,0,0.0168397,0.0429075,0.241332,0.0365169,0.0231401,0.0505284,0.0369447,0.0494837,0.0857912,0.0403799,0.0606793,0.0358314,0.047794,0.0671958,0.0728807,0.0328342,0.00999286,0.008348,0.0440518,0.0693831,0,0,0,0,0,0,0,0,0.0105882,0.0564775,0,0,0.0388611,0
141,0.0532659,0.0367818,0,0,0,0.0378573,0,0.0296889,0,0,0.0192481,0,0,0.0590489,0.043113,0.0370273,0.0242881,0.0163356,0.0546764,0.0299388,0.0268795,0.0505248,0,0.0206563,0.0299859,0.0306396,0.024366,0.0218566,0.0477331,0.0474101,0.0170991,0.0228219,0.184258,0,0.0581888,0.0359724,0,0,0.0140453,0,0,0.0163825,0.0430341,0.240907,0.0350701,0.0234909,0.0495639,0.0360836,0.0492411,0.0859538,0.0403925,0.0603633,0.0353938,0.0473354,0.0668281,0.0739751,0.0332521,0.0104159,0.00807843,0.0442842,0.0684044,0,0,0,0,0,0,0,0,0.0111155,0.0569583,0,0,0.0408072,0
142,0.05241,0.0364979,0,0,0,0.0378581,0,0.0279442,0,0,0.0202572,0,0,0.0581963,0.041886,0.0367403,0.0238975,0.0164229,0.0549622,0.0295907,0.0270954,0.0508917,0,0.0203925,0.0302977,0.0311012,0.0252002,0.0228752,0.0490764,0.0472931,0.0176845,0.0232502,0.186606,0,0.0585403,0.0371363,0,0,0.0139713,0,0,0.0165794,0.0444612,0.239254,0.035162,0.0220114,0.0501002,0.0364531,0.0507587,0.0881083,0.0412418,0.0582025,0.0320471,0.0443701,0.0653187,0.0783985,0.0334278,0.0102421,0.00781526,0.0439263,0.0682734,0,0,0,0,0,0,0,0,0.0142365,0.0583581,0,0,0.0419855,0
143,0.0524778,0.0365599,0,0,0,0.0384045,0,0.0276876,0,0,0.0204825,0,0,0.0581576,0.0422768,0.0370142,0.0242552,0.0177914,0.0554823,0.0296744,0.0282245,0.0517937,0,0.0196529,0.0304517,0.0313063,0.0254335,0.0234366,0.0474582,0.0471592,0.0174358,0.0234718,0.191234,0,0.0583918,0.0371167,0,0,0.0139808,0,0,0.0167016,0.0430958,0.242096,0.0343534,0.021102,0.0496357,0.0364039,0.0491363,0.0840695,0.0404903,0.0584253,0.0335001,0.0446906,0.0649369,0.0661755,0.0333407,0.0102007,0.00783308,0.0438187,0.0682227,0,0,0,0,0,0,0,0,0.0144248,0.0564769,0,0,0.0416046,0
144,0.0524049,0.0365616,0,0,0,0.0386656,0,0.0274483,0,0,0.0204367,0,0,0.0581031,0.0423862,0.0370297,0.0247446,0.0182014,0.055806,0.0297298,0.0291674,0.0522974,0,0.0189523,0.0308812,0.031634,0.0257093,0.0239671,0.0463875,0.0471905,0.0172984,0.023512,0.191636,0,0.058804,0.037023,0,0,0.0138467,0,0,0.0167858,0.0431324,0.24215,0.033844,0.0210219,0.049375,0.0362235,0.0489961,0.0836354,0.0405179,0.0582311,0.0335372,0.0446607,0.064958,0.0658071,0.033378,0.0102146,0.00795589,0.0436059,0.0681305,0,0,0,0,0,0,0,0,0.0147024,0.0564053,0,0,0.0419047,0
145,0.0524387,0.0365509,0,0,0,0.0381814,0,0.0267401,0,0,0.0206358,0,0,0.0582938,0.0419568,0.0347006,0.0224366,0.0177695,0.0557353,0.0298954,0.03044,0.0508503,0.0440538,0.0193294,0.0333054,0.0341321,0.0279973,0.0259134,0.0462004,0.0469452,0.0171694,0.0237851,0.19176,0,0.058993,0.037497,0,0,0.0139717,0,0,0.0172372,0.0428585,0.242182,0.0342176,0.0209125,0.0499865,0.0368498,0.0487029,0.0833239,0.040169,0.0584576,0.0337801,0.044746,0.0650219,0.0658189,0.0329381,0.00985469,0.00862852,0.0429921,0.0688601,0,0,0,0,0,0,0,0,0.0147354,0.056145,0,0,0.0405025,0
146,0.0524249,0.0366525,0,0,0,0.0388755,0,0.026666,0,0,0.0204149,0,0,0.0584241,0.0419587,0.0349302,0.0227304,0.0182758,0.0557788,0.0296405,0.0310651,0.0516973,0.0435594,0.0193118,0.0337422,0.0346146,0.0284695,0.0266149,0.0457534,0.0471691,0.0175493,0.0235861,0.191571,0,0.0595615,0.0373866,0,0,0.0139158,0,0,0.0171661,0.04305,0.242012,0.0337632,0.0209507,0.0497367,0.0366566,0.0486576,0.0832981,0.0401466,0.0585277,0.0337704,0.0446442,0.0647145,0.0666188,0.0330762,0.0100421,0.0084278,0.0426134,0.0687761,0,0,0,0,0,0,0,0,0.0150205,0.0561555,0,0,0.0409352,0
147,0.0524341,0.0367581,0,0,0,0.0392615,0,0.0265645,0,0,0.0202487,0,0,0.0585042,0.0420538,0.0347709,0.023047,0.0190784,0.0557353,0.0295284,0.0318457,0.0522498,0.0431128,0.0194493,0.0342173,0.0352557,0.0287884,0.0271935,0.0451919,0.0473883,0.0179212,0.023322,0.191432,0,0.0599894,0.0372791,0,0,0.013776,0,0,0.0170088,0.0433084,0.241865,0.0333114,0.0209482,0.0493388,0.0364733,0.0486648,0.0831973,0.0400965,0.0584035,0.0337462,0.0445558,0.0646075,0.0672628,0.0332312,0.010216,0.00815846,0.0423174,0.0687784,0,0,0,0,0,0,0,0,0.0153128,0.0561237,0,0,0.0414859,0
148,0.0524543,0.0368106,0,0,0,0.0400078,0,0.02646,0,0,0.0201377,0,0,0.058465,0.0421926,0.0341591,0.0233306,0.0200309,0.0555935,0.0294189,0.032825,0.0525306,0.0425373,0.0197394,0.0346174,0.0358912,0.0291044,0.0277087,0.04391,0.0475823,0.0180912,0.0229702,0.191465,0,0.0602415,0.0371639,0,0,0.0136095,0,0,0.0167468,0.043699,0.2419,0.0328594,0.0210042,0.0489191,0.0362944,0.0487119,0.0829521,0.0400143,0.0584441,0.0337373,0.0446031,0.0645637,0.0677922,0.0334075,0.0104406,0.00782457,0.0422775,0.0687963,0,0,0,0,0,0,0,0,0.0155963,0.0561184,0,0,0.042006,0
149,0.0524501,0.0367339,0,0,0,0.040544,0,0.0263446,0,0,0.0200543,0,0,0.0583213,0.0424121,0.0336926,0.0237671,0.0191196,0.0552796,0.0292903,0.0338268,0.0531561,0.0419808,0.0200336,0.0348115,0.036355,0.0292324,0.0279512,0.0411378,0.0477846,0.0181404,0.0225563,0.191561,0,0.0603901,0.0370513,0,0,0.0134578,0,0,0.0165341,0.044275,0.242,0.0323622,0.0212005,0.0485199,0.0360348,0.0486264,0.0826177,0.039954,0.0584815,0.0337776,0.0446178,0.0644993,0.0683351,0.0335789,0.010724,0.00745022,0.042512,0.0687424,0,0,0,0,0,0,0,0,0.015898,0.0561144,0,0,0.0425018,0
150,0.0524346,0.0365955,0,0,0,0.041336,0,0.0263067,0,0,0.0200335,0,0,0.0582179,0.0426141,0.0335282,0.0241423,0.0179885,0.0549897,0.0292079,0.0345503,0.0532637,0.0409294,0.0209654,0.0349406,0.0367467,0.0294759,0.0285846,0.0380007,0.047975,0.0181681,0.0224166,0.191446,0,0.0605598,0.036973,0,0,0.0134504,0,0,0.0165053,0.044867,0.242024,0.0319386,0.0212915,0.0482165,0.035847,0.0481219,0.0823788,0.0400053,0.0585032,0.0337813,0.0445937,0.0643927,0.0688625,0.0337567,0.0108909,0.00716301,0.0429456,0.0687128,0,0,0,0,0,0,0,0,0.0162782,0.0558252,0,0,0.0431318,0
151,0.0522933,0.0365035,0,0,0,0.0453617,0,0.0265781,0,0,0.0199719,0,0,0.0580708,0.0434126,0.0351969,0.0263371,0,0.0546598,0.029026,0.0359784,0.056607,0,0.0203261,0.0333108,0.0358485,0.0276624,0.0278543,0.0292823,0.0483753,0.018157,0.0220396,0.191305,0,0.0607677,0.0366911,0,0,0.01332,0,0,0.0164839,0.0459712,0.241784,0.0307399,0.0214468,0.0474507,0.035306,0.0473495,0.0821846,0.040335,0.0585155,0.0337742,0.044551,0.0643252,0.069822,0.0342511,0.0112552,0.00678275,0.0436427,0.0681351,0,0,0,0,0,0,0,0,0.0167917,0.0557036,0,0,0.0451608,0
