Timestep,C7,CLAV,IMUL_L,IMUR_B,IMUR_T,L5FT,L5HD,LANK,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x72,x73,x74,RANK,RTHII,IMUL_R,IMUL_M,LASI,IMUR_M
34,0.0513701,0.040226,0,0,0,0.0507453,0,0.0369817,0,0,0.0208012,0,0,0.0582749,0.0429208,0,0.0394389,0,0.0517623,0.0300079,0.0377069,0.044587,0,0.0327481,0.0322709,0.0342408,0.0284755,0.0293919,0.0345406,0.0480857,0.0140792,0.0194045,0.195975,0,0.0669859,0.0355026,0,0,0.0110573,0,0,0.0192793,0.055452,0.243703,0.0275347,0.0252736,0.0421701,0.0361786,0.0458362,0.0704943,0.0457226,0.0597744,0.0394286,0.0482182,0.0644194,0.060111,0.0345453,0.00915671,0.00975393,0.0472193,0.0636229,0,0,0,0,0,0,0,0,0.02204,0,0,0,0,0
35,0.0513849,0.0397768,0,0,0,0.0511192,0,0.039766,0,0,0.0174194,0,0,0.0593384,0.0427452,0,0.0400045,0,0.0514803,0.0268282,0.0374318,0.0446913,0,0.0331688,0.0333462,0.0353901,0.0286204,0.030077,0.0374707,0.0486602,0.0150215,0.0212789,0.190681,0,0.0667568,0.0355457,0,0,0.0123451,0,0,0.0180505,0.0573811,0.24419,0.0272795,0.0260576,0.0418824,0.0367953,0.0463533,0.0747306,0.0460988,0.0612378,0.0392063,0.0491588,0.0654714,0.0706607,0.0339868,0.00897496,0.00799017,0.0476522,0.0637037,0,0,0,0,0,0,0,0,0.0220078,0,0,0,0,0
36,0.0516537,0.0399932,0,0,0,0.0507224,0,0,0,0,0.0229444,0,0,0.0584208,0.0433365,0,0.0398177,0,0.0517317,0.0326324,0.0342409,0.0450824,0,0.0314851,0.034738,0.0370759,0.0317548,0.0324509,0.0435196,0.0469713,0.0144595,0.0185932,0.19924,0,0.0674298,0.0349967,0,0,0.0106021,0,0,0.0202064,0.0550158,0.244538,0.0265303,0.0246597,0.0407659,0.035575,0.0443926,0.0685244,0.0435793,0.0599472,0.0406452,0.0482427,0.063987,0.0511587,0.0346347,0.00877808,0.0112052,0.0483072,0.0639066,0,0,0,0,0,0,0,0,0.0222165,0,0,0,0,0
37,0.0513093,0.0389473,0,0,0,0.0523314,0,0.0339121,0,0,0.0241045,0,0,0.0572596,0.0433675,0.0437634,0.0365653,0,0.0524955,0.0338477,0.0409811,0.0432805,0,0.0373063,0.0380515,0.0388809,0.0312334,0.0343269,0.0302791,0.047284,0.0167314,0.0181611,0.200636,0,0.0641033,0.0364098,0,0,0.0106927,0,0,0.020128,0.0567704,0.245053,0.0266082,0.0248799,0.0435711,0.0364772,0.044368,0.067118,0.0439502,0.0611427,0.0417719,0.0490985,0.064846,0.0487282,0.0341711,0.0091455,0.0127437,0.0467267,0.0653852,0,0,0,0,0,0,0,0,0.0218695,0,0,0,0,0
38,0.0514763,0.0391612,0,0,0,0.0503503,0,0.0345556,0,0,0.0236911,0,0,0.0572992,0.0436585,0.0455232,0.0364684,0,0.0525078,0.0332525,0.0409721,0.0441595,0,0.0373792,0.0372699,0.0381481,0.0307207,0.0336883,0.0307834,0.0475087,0.0152565,0.0187343,0.199844,0,0.0654759,0.036099,0,0,0.0110405,0,0,0.0197397,0.0572512,0.244279,0.0265676,0.0243604,0.0434471,0.0364921,0.0445467,0.0675466,0.0442698,0.0600843,0.0409024,0.048433,0.0641701,0.0515957,0.0342883,0.00888254,0.0120548,0.0465189,0.0653966,0,0,0,0,0,0,0,0,0.0221815,0,0,0,0,0
39,0.051774,0.0391263,0,0,0,0,0,0.0366271,0,0,0.0226431,0,0,0.0575144,0.0438525,0.0451863,0.0381051,0,0.0529662,0.0325589,0.0431278,0.0463893,0,0.0345781,0.0327558,0.034714,0.0250305,0.0263663,0.0350945,0.0478318,0.0148347,0.0193766,0.198378,0,0.066373,0.0353781,0,0,0.0112486,0,0,0.0189281,0.0574857,0.244009,0.0258631,0.0237083,0.0427636,0.0357749,0.044415,0.0685162,0.0439557,0.05931,0.0399305,0.0476235,0.0633123,0.054178,0.0344631,0.00954594,0.0110628,0.0460743,0.0648592,0,0,0,0,0,0,0,0,0.0227219,0,0,0,0,0
40,0.0518443,0.0387608,0,0,0,0.0463643,0,0.0362694,0,0,0.0223922,0,0,0.0580223,0.0426598,0.0432362,0.0371094,0,0.0537635,0.0330324,0.0444223,0.046269,0,0.0350106,0.0352255,0.0357688,0.0295071,0.0311177,0.0317407,0.0472886,0.0152947,0.020764,0.196477,0,0.0627887,0.0358285,0,0,0.0116388,0,0,0.0188691,0.057493,0.244325,0.023395,0.0238457,0.0433525,0.0362583,0.0425748,0.0669487,0.0423569,0.0621089,0.0422748,0.0497111,0.065309,0.0548052,0.0339721,0.00921833,0.0104853,0.0453602,0.0663157,0,0,0,0,0,0,0,0,0.020697,0.0496598,0,0,0,0
41,0.0514491,0.0383423,0,0,0,0.0476431,0,0.036935,0,0,0.0222446,0,0,0.0574047,0.0420182,0.0406949,0.0372291,0.017578,0.0541486,0.0331234,0.0433857,0.047187,0,0.0339859,0.0352373,0.0357681,0.0299272,0.0321116,0.0290877,0.0477044,0.0160481,0.0211017,0.198081,0,0.062292,0.036366,0,0,0.0117319,0,0,0.0183236,0.0581844,0.242681,0.023516,0.0209394,0.0438685,0.0358555,0.0437262,0.0703886,0.0420602,0.0591454,0.0380984,0.0462271,0.0635999,0.0609448,0.0343517,0.00972905,0.0095845,0.045229,0.0663398,0,0,0,0,0,0,0,0,0.0245965,0.0513095,0,0,0,0
42,0.0515148,0.0383179,0,0,0,0.0447697,0,0.0373034,0,0,0.0215907,0,0,0.0575731,0.0410014,0.0385505,0.0374212,0,0.0542961,0.0329316,0.0443543,0.0477856,0,0.0334834,0.0343161,0.0340927,0.0285711,0.0301549,0.0305177,0.0478345,0.0161701,0.0214864,0.197393,0,0.0617083,0.0364067,0,0,0.0119816,0,0,0.0179801,0.0585341,0.242798,0.0228327,0.0207841,0.0438645,0.0356978,0.0433176,0.0711458,0.0415281,0.0587414,0.0376743,0.0458935,0.0632137,0.0607267,0.0344313,0.00995832,0.00897256,0.0453324,0.0665523,0,0,0,0,0,0,0,0,0.0242638,0.051337,0,0,0,0
43,0.0520593,0.0387657,0,0,0,0.0385322,0,0.0457278,0,0,0.0202513,0,0,0.058492,0.0397812,0,0.0405641,0,0.0540171,0.0324677,0.0425028,0.0481157,0,0.0283008,0.0301047,0.0311762,0.0256517,0.0257064,0.0372786,0.0478786,0.0156021,0.0220052,0.194684,0,0.0618161,0.035278,0,0,0.0120641,0,0,0.0175398,0.0585416,0.244297,0.0207833,0.0228726,0.0417855,0.0348482,0.0419336,0.0693623,0.0408522,0.060433,0.0404767,0.0482542,0.0636597,0.0544421,0.0345746,0.0102519,0.00813102,0.0461994,0.0658316,0,0,0,0,0,0,0,0,0.0212941,0.0504176,0,0,0,0
44,0.0515846,0.0382013,0,0,0,0.0376075,0,0.0373206,0,0,0.0205076,0,0,0.0578552,0.0388202,0.0365017,0.0384502,0,0.0539085,0.0323588,0.0441243,0.0471074,0,0.0312018,0.0335544,0.0338393,0.0267742,0.0285415,0.0323118,0.0481429,0.0159913,0.0225792,0.196242,0,0.0603854,0.0364707,0,0,0.012576,0,0,0.0173597,0.0598928,0.242427,0.0214388,0.0201941,0.0434024,0.0355232,0.042906,0.0720328,0.0401655,0.0578372,0.0361801,0.0447982,0.0618862,0.0599576,0.0342648,0.00995757,0.0079363,0.0458783,0.0667771,0,0,0,0,0,0,0,0,0.024121,0.0520754,0,0,0,0
45,0.0516458,0.0381984,0,0,0,0.0382671,0,0.036065,0,0,0.019635,0,0,0.0581576,0.0386865,0.0348737,0.0390021,0.0137231,0.0536688,0.0317515,0.0404783,0.0472783,0,0.0306662,0.0336887,0.035223,0.0265836,0.0301445,0.0306692,0.048383,0.016211,0.023344,0.194782,0,0.0589146,0.0364164,0,0,0.0129275,0,0,0.017023,0.0605935,0.242241,0.020885,0.0200453,0.0431294,0.0354207,0.0428296,0.0731057,0.0390992,0.0573179,0.0354384,0.0442741,0.0610067,0.059412,0.0343655,0.0101273,0.00726767,0.0461581,0.0668804,0,0,0,0,0,0,0,0,0.0239223,0.0525582,0,0,0,0
46,0.0517715,0.0382888,0,0,0,0.0342006,0,0.0370987,0,0,0.0189237,0,0,0.0586057,0.0371671,0.0352787,0.0392036,0,0.0536099,0.0312312,0.0400047,0.0457274,0,0.0304973,0.0330187,0.0343574,0.0249789,0.0283853,0.0339293,0.0487068,0.0177062,0.023284,0.192907,0,0.0576012,0.0364125,0,0,0.0132363,0,0,0.0167971,0.0616058,0.241656,0.0203864,0.0200615,0.0434839,0.0355057,0.0427121,0.0744346,0.0382158,0.0564888,0.0344381,0.0433136,0.0594501,0.060271,0.0344659,0.0102986,0.00674676,0.046204,0.067269,0,0,0,0,0,0,0,0,0.0238933,0.0533585,0,0,0,0
47,0.0519507,0.038447,0,0,0,0.0332914,0,0.0371485,0,0,0.0186486,0,0,0.0590482,0.0363412,0.03452,0.0395966,0,0.0536104,0.0297478,0.0391114,0.0450206,0,0.0305859,0.0326023,0.0347904,0.0243159,0.0287088,0.0338361,0.0491276,0.0204145,0.0225034,0.192829,0,0.0564088,0.0362273,0,0,0.0132195,0,0,0.0168611,0.0622226,0.241178,0.0201901,0.0202502,0.0436326,0.0353918,0.0422829,0.0743,0.0370308,0.0558846,0.0341467,0.0425072,0.0586035,0.0568792,0.0347003,0.010412,0.00661581,0.0463915,0.0674545,0,0,0,0,0,0,0,0,0.0237041,0.0537501,0,0,0,0
48,0.052145,0.038553,0,0,0,0.0339564,0,0.036234,0,0,0.0188086,0,0,0.0591676,0.0357125,0.0334286,0.0401872,0.0114924,0.0535505,0.0295081,0.0373965,0.0453906,0,0.0304096,0.0316143,0.0350828,0.0240671,0.0297871,0.0322697,0.0492245,0.0208723,0.02244,0.193283,0,0.0554462,0.0360258,0,0,0.0132433,0,0,0.0166818,0.0627161,0.240861,0.0200924,0.0204283,0.0436847,0.0351979,0.0413961,0.0731574,0.0354322,0.0554649,0.0341569,0.0417082,0.0584613,0.0518897,0.0349741,0.0105123,0.00618891,0.0465071,0.0676443,0,0,0,0,0,0,0,0,0.023609,0.0540185,0,0,0,0
49,0.0523145,0.0386245,0,0,0,0.0332957,0,0.035882,0,0,0.0189747,0,0,0.0591298,0.0346628,0.0332295,0.0404016,0.0113104,0.0535331,0.0294524,0.0366113,0.0455612,0,0.0291682,0.0310703,0.0347703,0.0236381,0.0294888,0.0322738,0.0492304,0.0210683,0.0223382,0.19381,0,0.0545198,0.0359061,0,0,0.0132267,0,0,0.0164646,0.0631325,0.24041,0.0202178,0.0205603,0.0441637,0.034964,0.0400801,0.0717669,0.0336129,0.0551226,0.0344216,0.0410203,0.0589188,0.0458947,0.0352496,0.0107377,0.00579728,0.0461649,0.0680449,0,0,0,0,0,0,0,0,0.0235597,0.0541195,0,0,0,0
50,0.0525749,0.0387363,0,0,0,0.0297656,0,0.043262,0,0,0.0188848,0,0,0.0590649,0.0353276,0,0.0381103,0.0115746,0.0538478,0.0297509,0.0355951,0.0445541,0,0.026521,0.0313937,0.0355691,0.0237817,0.0266973,0.0350636,0.0494195,0.0212572,0.0222616,0.193924,0,0.0535776,0.0351781,0,0,0.0129392,0,0,0.0159711,0.0597242,0.240155,0.0207579,0.0205193,0.044239,0.0337425,0.0390101,0.0711897,0.0296557,0.0563136,0.0362633,0.041713,0.0607042,0.03777,0.0361535,0.0115443,0.00488514,0.0459078,0.0679589,0,0,0,0,0,0,0,0,0.0224823,0.0533583,0,0,0.0516227,0
51,0.0523145,0.038835,0,0,0,0.0352785,0,0.0349382,0,0,0.0192376,0,0,0.0589403,0.0346684,0.0331872,0.039208,0.00959319,0.0519604,0.0294995,0.0343832,0.0464371,0,0.0277564,0.0308487,0.0339504,0.0229306,0.0292217,0.0305257,0.0493642,0.0211232,0.022163,0.169892,0,0.0548807,0.035802,0,0,0.0133402,0,0,0.0158552,0.0628852,0.225942,0.0220386,0.0196055,0.0449665,0.0348116,0.0362084,0.0641115,0.0306559,0.0596932,0.0419699,0.0475918,0.0663942,0,0.0355556,0.0109483,0.00490289,0.0457633,0.0681773,0,0,0,0,0,0,0,0,0.0215597,0.0524446,0,0,0,0
52,0.0523438,0.0388026,0,0,0,0.034941,0,0.0351686,0,0,0.0195743,0,0,0.0586719,0.0376251,0.0311706,0.0343792,0.0105427,0.0518246,0.029002,0.0360301,0.0452651,0,0.0288276,0.0332962,0.0363925,0.0248528,0.0298401,0.0301481,0.0497875,0.0215192,0.0218151,0.168687,0,0.0538686,0.035738,0,0,0.0128401,0,0,0.0161479,0.0590687,0.228002,0.0243787,0.0206149,0.045877,0.0341938,0.0346341,0.0618311,0.0271079,0.061674,0.0457789,0.0490919,0.0683226,0,0.0360318,0.0113516,0.00504419,0.0454613,0.0681641,0,0,0,0,0,0,0,0,0.0201295,0.0505276,0,0,0.0470402,0
53,0.0518377,0.0389277,0,0,0,0.0316322,0,0.0415923,0,0,0.0196065,0,0,0.0579837,0.0367561,0,0.0360818,0.00778389,0.0508066,0.028629,0.0341557,0.0449603,0,0.0263696,0.03054,0.0343085,0.0229951,0.0271307,0.0304845,0.0506532,0.0206463,0.0210947,0.170794,0,0.0560534,0.035842,0,0,0.012864,0,0,0.0159353,0.0596323,0.229525,0.0264701,0.0195397,0.0461531,0.0337909,0.0367676,0.0658533,0.029151,0.0591203,0.0439183,0.046771,0.0671873,0,0.036611,0.0117524,0.00477987,0.0457225,0.0667314,0,0,0,0,0,0,0,0,0.0203924,0,0,0,0.048772,0
54,0.052556,0.0388355,0,0,0,0.0341029,0,0.0346892,0,0,0.0200319,0,0,0.0590845,0.0364785,0.029536,0.0357183,0.0075872,0.0522085,0.030332,0.0352504,0.0443257,0,0.0265639,0.0325166,0.03614,0.0241053,0.0287323,0.0296478,0.0491731,0.0210143,0.0232695,0.193946,0,0.0474319,0.0364394,0,0,0.0136394,0,0,0.0161804,0.0590965,0.240168,0.0230275,0.0212404,0.0474856,0.0349964,0.0355161,0.0638692,0.0260756,0.0591559,0.0425076,0.0427278,0.0667729,0.0239071,0.0354608,0.0107481,0.00549875,0.044479,0.0689329,0,0,0,0,0,0,0,0,0.0233862,0.050876,0,0,0.0457829,0
55,0.0525567,0.0388616,0,0,0,0.0342158,0,0.0350674,0,0,0.0202867,0,0,0.0593715,0.036304,0.0287106,0.0361242,0,0.0524535,0.0310299,0.0356452,0.0438042,0,0.0257362,0.0324736,0.036057,0.0238212,0.028052,0.029052,0.048609,0.0206686,0.0239973,0.194955,0,0.0462176,0.0365614,0,0,0.0139775,0,0,0.0161833,0.0588825,0.241083,0.023603,0.0224284,0.0479832,0.0353184,0.0354027,0.062317,0.0262577,0.0597066,0.0437191,0.0430102,0.0682227,0.0246556,0.0351894,0.0104178,0.0058214,0.044209,0.0687725,0,0,0,0,0,0,0,0,0.0234764,0.05052,0,0,0.0447372,0
56,0.0525656,0.0389115,0,0,0,0.034612,0,0.0352403,0,0,0.0204576,0,0,0.0598391,0.035791,0.02946,0.0378413,0.0162898,0.0532088,0.0308079,0.03491,0.0444602,0,0.0248569,0.0314548,0.0350058,0.023002,0.0279203,0.0286236,0.0483498,0.021996,0.0241904,0.195746,0,0.0450787,0.0362272,0,0,0.0144156,0,0,0.015969,0.0590249,0.2424,0.0237838,0.0245923,0.0480818,0.0352485,0.0357755,0.061406,0.0268641,0.0594668,0.043758,0.0425712,0.0689989,0.0294369,0.035177,0.0103918,0.00573207,0.0442448,0.0682415,0,0,0,0,0,0,0,0,0.0232323,0.0510326,0,0,0.0450793,0
57,0.0527404,0.0388519,0,0,0,0.0330067,0,0.0357895,0,0,0.0206037,0,0,0.0605006,0.0348029,0.0284194,0.0370434,0,0.0538026,0.0315536,0.0351393,0.0434513,0,0.0249962,0.0321712,0.0355602,0.0234431,0.0279428,0.029062,0.0477501,0.0224387,0.0252591,0.197578,0,0.0440835,0.0362211,0,0,0.0149859,0,0,0.0160436,0.0588553,0.243264,0.0243626,0.0267093,0.0490102,0.0357124,0.0362121,0.0599282,0.0276117,0.0586053,0.0438418,0.0421227,0.0700278,0.0332476,0.0347215,0.00994163,0.00620758,0.0442501,0.0685245,0,0,0,0,0,0,0,0,0.0224031,0.0515701,0,0,0.044071,0
58,0.0528459,0.0390388,0,0,0,0.0334385,0,0.0376467,0,0,0.0201666,0,0,0.0607122,0.0346032,0.0342558,0.0455396,0.0853709,0.0553814,0.0323387,0.0360225,0.0481386,0,0.0212333,0.0263776,0.0295434,0.0180169,0.0246709,0.0274943,0.0478991,0.0222375,0.0260335,0.19942,0,0.043168,0.0348304,0,0,0.0148671,0,0,0.0154897,0.061549,0.2436,0.0229067,0.0290834,0.0482785,0.0340939,0.0372953,0.0600621,0.0302507,0.056492,0.0423455,0.0406677,0.0694046,0.0354531,0.0357188,0.0107827,0.0053045,0.0452716,0.0669575,0,0,0,0,0,0,0,0,0.0216835,0.0535824,0,0,0.0511484,0
59,0.0531877,0.0388262,0,0,0,0.0324707,0,0.0358057,0,0,0.0205693,0,0,0.061631,0.0342148,0.0286918,0.0375237,0,0.0547292,0.0335006,0.0352194,0.0437827,0,0.0255578,0.0321927,0.0357563,0.0234575,0.028553,0.0291999,0.0467293,0.0229011,0.0274827,0.201129,0,0.0425422,0.0357855,0,0,0.0157529,0,0,0.0159702,0.0590478,0.242807,0.0251266,0.0317379,0.0511065,0.0358917,0.0363742,0.0593008,0.0292571,0.0561386,0.0424026,0.0402035,0.0698382,0.0403454,0.0342056,0.00943868,0.00649054,0.044867,0.0689268,0,0,0,0,0,0,0,0,0.0206845,0.0523349,0,0,0.0436437,0
60,0.0526047,0.0389332,0,0,0,0.0293476,0,0.0422722,0,0,0.0202284,0,0,0.0609572,0.0332394,0,0.0392012,0,0.0539289,0.0328732,0.0341704,0.0440291,0,0.0237793,0.0297861,0.0336604,0.0217963,0.0264127,0.030464,0.0475113,0.0221548,0.0264965,0.20314,0,0.0451007,0.0354926,0,0,0.0154549,0,0,0.0157418,0.0605142,0.242289,0.0282056,0.0337345,0.0526302,0.0352746,0.0375308,0.0624172,0.0315149,0.0533194,0.0389898,0.0378838,0.068627,0.0439251,0.0347702,0.00984983,0.00584629,0.0456988,0.0672554,0,0,0,0,0,0,0,0,0.0201259,0,0,0,0.0463358,0
61,0.0527069,0.0389433,0,0,0,0.0336209,0,0.0365078,0,0,0.0203231,0,0,0.0612618,0.0340398,0.0306841,0.0379529,0.0124302,0.053742,0.0334412,0.0350729,0.0441141,0,0.0262072,0.0313543,0.0346391,0.0228264,0.0292185,0.0292722,0.0470596,0.0220712,0.0269874,0.204843,0,0.043859,0.0357757,0,0,0.0156407,0,0,0.0159928,0.060849,0.242488,0.0289,0.035742,0.0549682,0.0358477,0.0372207,0.0622607,0.0314083,0.0530681,0.0383336,0.0382162,0.068884,0.0498768,0.034254,0.00941785,0.00637916,0.0455302,0.0678359,0,0,0,0,0,0,0,0,0.0201862,0,0,0,0.0455485,0
62,0.052783,0.0390642,0,0,0,0.0330558,0,0.0370785,0,0,0.0203654,0,0,0.0613534,0.0335355,0.0302518,0.0373903,0,0.0535745,0.0336638,0.0355119,0.0434019,0,0.0264168,0.0319756,0.0350722,0.0232743,0.0292668,0.0294674,0.0467731,0.0221493,0.0270288,0.206514,0,0.0429432,0.0359839,0,0,0.0157402,0,0,0.0161448,0.061127,0.243227,0.0293692,0.0369078,0.056792,0.0361917,0.0375364,0.0622108,0.0313604,0.0536266,0.0385489,0.0394731,0.0700036,0.0550757,0.0339652,0.00918674,0.00667174,0.0453445,0.0681705,0,0,0,0,0,0,0,0,0.0207508,0,0,0,0.0454929,0
63,0.0529517,0.0392656,0,0,0,0.03325,0,0.0382654,0,0,0.0203005,0,0,0.061412,0.0356723,0.0271766,0.0341656,0,0.0529295,0.0340053,0.0380081,0.0423563,0.035126,0.0282833,0.0337303,0.0367943,0.0244363,0.0294824,0.0265268,0.0466971,0.0219232,0.0275738,0.20819,0,0.0447872,0.0358,0,0,0.0155123,0,0,0.016253,0.0593898,0.224403,0.031337,0.0349341,0.0575322,0.0360206,0.0400909,0.0597616,0.0340934,0.0554434,0.0461185,0.0403119,0.0689689,0,0.0340567,0.00928685,0.00654797,0.0452395,0.0682253,0,0,0,0,0,0,0,0,0.0157512,0,0,0,0.0426494,0
64,0.052944,0.0395021,0,0,0,0.0299525,0,0.0447466,0,0,0.0201209,0,0,0.061093,0.0340644,0,0.0356658,0,0.0529698,0.0340558,0.0365839,0.0414805,0.0362071,0.0258753,0.0316119,0.0350006,0.0227385,0.02617,0.0276535,0.0469616,0.0210785,0.0275183,0.208603,0,0.0445316,0.0354375,0,0,0.0151971,0,0,0.0162061,0.0595084,0.225894,0.0311681,0.0364606,0.05663,0.0353141,0.0392817,0.0601529,0.0342687,0.0556804,0.046297,0.0407655,0.0701841,0,0.0346238,0.00987604,0.00601048,0.0452659,0.0678208,0,0,0,0,0,0,0,0,0.016338,0,0,0,0.0445623,0
65,0.0529576,0.039633,0,0,0,0.0369928,0,0.0348042,0,0,0.0200926,0,0,0.060903,0.0356359,0.0334896,0.0338765,0.0145443,0.0524214,0.0331825,0.0364081,0.0419268,0.036206,0.0284215,0.0330698,0.0364692,0.0236281,0.029644,0.0271802,0.0472013,0.0214394,0.0269376,0.209161,0,0.0434582,0.0357723,0,0,0.0152182,0,0,0.0162965,0.0587857,0.22752,0.0316844,0.0378982,0.0559537,0.0354367,0.0383443,0.0598096,0.0338453,0.0558987,0.0465316,0.0411228,0.0704525,0,0.034589,0.0100322,0.00598423,0.0449969,0.0683133,0,0,0,0,0,0,0,0,0.0170369,0,0,0,0.0437444,0
66,0.0528238,0.0398039,0,0,0,0.0300417,0,0.0444376,0,0,0.020124,0,0,0.0604642,0.0330932,0,0.0352159,0,0.0520575,0.0313439,0.0358872,0.0405648,0.0363039,0.0249035,0.0316602,0.0347666,0.0228255,0.0258498,0.0277478,0.0479352,0.0226134,0.0253292,0.182647,0,0.0419141,0.0358416,0,0,0.015047,0,0,0.0159999,0.0581278,0.248393,0.0315029,0.0478426,0.0546929,0.0352023,0.0344356,0.0619479,0.0317159,0.0522572,0.043404,0.0406662,0.0678023,0,0.0349756,0.010518,0.00540646,0.0449734,0.0682073,0,0,0,0,0,0,0,0,0.021652,0,0,0,0.0450173,0
67,0.0528268,0.0396996,0,0,0,0.0577982,0,0.0151363,0,0,0.0201729,0,0,0.0601905,0.0373084,0.109231,0.0331147,0.012511,0.0508337,0.0306714,0.0341004,0.0433433,0.0374073,0.0304698,0.0337598,0.0386667,0.0240514,0.031811,0.047002,0.0480945,0.0226853,0.0242585,0.181502,0,0.0400845,0.0363641,0,0,0.0149618,0,0,0.0159307,0.0565382,0.247463,0.0320998,0.0489253,0.0542994,0.0354516,0.0342174,0.0614666,0.0310754,0.0522609,0.0437061,0.0411915,0.0682097,0,0.0349882,0.0104967,0.00539085,0.0445468,0.0687998,0,0,0,0,0,0,0,0,0.0227058,0,0,0,0.0422382,0
68,0.0528279,0.0394886,0,0,0,0.0575538,0,0.0131465,0,0,0.0201111,0,0,0.0599429,0.0376223,0.107644,0.0331874,0.0139348,0.0499618,0.0301243,0.0338576,0.0443034,0.0374637,0.0304957,0.0341597,0.0387262,0.0252812,0.033538,0.0447213,0.0485116,0.0224702,0.0233381,0.180844,0,0.0394185,0.0364864,0,0,0.0148088,0,0,0.0157277,0.056086,0.246576,0.0319782,0.0493254,0.0535959,0.0351249,0.0337328,0.0612689,0.0309153,0.0520731,0.0434143,0.0412592,0.0682212,0,0.0353916,0.0108263,0.00509333,0.0444825,0.0689358,0,0,0,0,0,0,0,0,0.0232154,0,0,0,0.0425978,0
69,0.0528487,0.0392823,0,0,0,0.0330892,0,0.0429984,0,0,0.0200275,0,0,0.0597065,0.0330556,0,0.0355877,0.0149192,0.0495394,0.0295469,0.0331956,0.0411275,0.0375859,0.0243615,0.0313605,0.0353876,0.0233461,0.0269102,0.0249778,0.0490575,0.0223563,0.0225123,0.180429,0,0.0403714,0.0360672,0,0,0.0144747,0,0,0.0153159,0.0563691,0.245487,0.0314357,0.0493502,0.0525904,0.0341924,0.0330859,0.0610875,0.0310408,0.0517075,0.0428195,0.0411077,0.0680533,0,0.0362164,0.0115303,0.00448666,0.044602,0.0685097,0,0,0,0,0,0,0,0,0.0233621,0,0,0,0.0455979,0
70,0.0529279,0.0389365,0,0,0,0.0336883,0,0.043029,0,0,0.0201018,0,0,0.0596861,0.0329443,0,0.0356554,0.0153196,0.0489499,0.0291291,0.0331074,0.0404305,0.037471,0.0239469,0.031283,0.0352965,0.0233532,0.0268331,0.024124,0.0492144,0.02217,0.0220898,0.179809,0,0.0400766,0.0361129,0,0,0.014381,0,0,0.0152613,0.0560206,0.244662,0.031602,0.0493756,0.0526192,0.0338749,0.0329491,0.0608246,0.0307016,0.0514686,0.0425122,0.0411069,0.068043,0,0.0363942,0.0117942,0.00441768,0.044523,0.0685174,0,0,0,0,0,0,0,0,0.0235106,0,0,0,0.045595,0
71,0.0531851,0.0385592,0,0,0,0.0379849,0,0.0356133,0,0,0.0202849,0,0,0.0597915,0.0337903,0.0286274,0.03406,0.0161324,0.0486119,0.0293044,0.0340097,0.040023,0.0360369,0.0261568,0.0335197,0.0367925,0.0249579,0.0298963,0.0234665,0.0489181,0.0217583,0.0223442,0.185762,0,0.0389208,0.0363972,0,0,0.0144196,0,0,0.0153993,0.055381,0.238526,0.0313025,0.0474589,0.0533559,0.034051,0.0329832,0.0597346,0.0300706,0.0546379,0.0455067,0,0.071531,0,0.036066,0.0115544,0.00473332,0.0442297,0.0691995,0,0,0,0,0,0,0,0,0.0246793,0,0,0,0.0439918,0
72,0.0530439,0.0382851,0,0,0,0.0373556,0,0.0373237,0,0,0.0203069,0,0,0.0593703,0.0333891,0.0255573,0.0339199,0.0163336,0.0482384,0.0290296,0.0338372,0.0397286,0.0358256,0.0256551,0.0334239,0.0366209,0.0251245,0.0296644,0.0222538,0.0491439,0.0208141,0.0219848,0.178541,0,0.0394296,0.036456,0,0,0.0140945,0,0,0.015532,0.0552494,0.24436,0.0324847,0.0489541,0.0541575,0.0339186,0.0326478,0.0606424,0.0301775,0.0520587,0.0429888,0.0417477,0.0689785,0,0.0363338,0.0116106,0.00488642,0.044266,0.0688691,0,0,0,0,0,0,0,0,0.0237087,0,0,0,0.0440795,0
73,0.0530724,0.0380914,0,0,0,0.0379584,0,0.0369272,0,0,0.0204454,0,0,0.0591091,0.0328647,0.0267189,0.0337086,0.016122,0.0482692,0.0293943,0.0336562,0.0395234,0.0358447,0.0257545,0.0335344,0.0367544,0.0252593,0.0298568,0.021962,0.048932,0.0196828,0.0222885,0.177684,0,0.0395352,0.0364148,0,0,0.0139902,0,0,0.015587,0.0551343,0.244072,0.0328839,0.0483743,0.0549681,0.0338355,0.0325251,0.060589,0.0300141,0.0528909,0.0435186,0.0419983,0.0694475,0,0.0362486,0.0115427,0.00502396,0.0442025,0.0688552,0,0,0,0,0,0,0,0,0.0237436,0,0,0,0.0439886,0
