Timestep,C7,CLAV,IMUL_L,IMUL_R,IMUR_B,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x72,x73,x74,IMUR_M,IMUL_M
140,0.0479924,0.0360768,0,0,0,0,0.0380535,0,0.0336868,0.0454669,0,0,0.0201714,0,0,0.0582252,0.041014,0.0225993,0.027557,0.0187733,0.049152,0.025904,0.0395266,0.0393948,0.0365679,0.03358,0.0401997,0.0431066,0.0316714,0.0315498,0.0256789,0.046725,0.0179572,0.0213503,0.0584967,0,0.0277666,0.0621362,0.0402617,0,0,0.0125612,0,0,0.0171148,0.0566815,0.0429722,0.0209255,0.0184733,0.0398051,0.0383417,0.0378582,0.0537489,0.0438637,0.033351,0.0605922,0.0434458,0.0472341,0.0680766,0.0322229,0.0348697,0.0127049,0.00703458,0.0428214,0.0652773,0,0,0,0,0,0,0,0,0,0
141,0.0480478,0.0362112,0,0,0,0,0.0362645,0,0.0340962,0.0456458,0,0,0.0200489,0,0,0.058263,0.0405917,0.0226324,0.0277216,0.0178159,0.0492787,0.026245,0.0385039,0.0388481,0.036563,0.0336934,0.0400472,0.0434848,0.030858,0.0307557,0.0264949,0.0466762,0.018067,0.0213219,0.0590046,0,0.0274641,0.0616532,0.0402065,0,0,0.0125847,0,0,0.0169164,0.0567684,0.043085,0.0203629,0.0181473,0.0394467,0.0382468,0.0375683,0.0544202,0.0438971,0.0331586,0.0604449,0.0431351,0.0469877,0.0678573,0.032355,0.0349194,0.0127484,0.00680426,0.0430048,0.0653668,0,0,0,0,0,0,0,0,0,0
142,0.0480667,0.0363567,0,0,0,0,0.0349821,0,0.0349025,0.0457044,0,0,0.0198801,0,0,0.0583518,0.0398131,0.022933,0.0278261,0.0174062,0.0493703,0.0265149,0.0371264,0.0380405,0.0367883,0.0340089,0.0397725,0.043547,0.0300006,0.0301971,0.0269654,0.0467242,0.0181908,0.0212679,0.0591998,0,0.0271104,0.0609191,0.0401917,0,0,0.0125563,0,0,0.0167096,0.056924,0.0432079,0.0197156,0.0178751,0.0391211,0.0381537,0.0373187,0.0553162,0.0438857,0.0327646,0.0602717,0.0428015,0.0465497,0.0675669,0.0320002,0.0349855,0.0127086,0.00656881,0.0432049,0.0655466,0,0,0,0,0,0,0,0,0,0
143,0.0481273,0.0365336,0,0,0,0,0.0338092,0,0.0355951,0.0456998,0,0,0.0196592,0,0,0.0584608,0.0386856,0.0231016,0.0279033,0.0170661,0.049401,0.0267625,0.0358322,0.0372432,0.0369612,0.0344101,0.0394413,0.0435181,0.0292483,0.0300757,0.0271853,0.0468715,0.0183578,0.0212722,0.0590074,0,0.0267669,0.0599542,0.0401966,0,0,0.012505,0,0,0.0166435,0.0572407,0.043485,0.0192885,0.0177574,0.0390787,0.0380864,0.0369775,0.0561477,0.0440552,0.0322403,0.060002,0.0424076,0.0461518,0.067138,0.0311559,0.0351594,0.012769,0.00629255,0.0434134,0.065953,0,0,0,0,0,0,0,0,0,0
144,0.0482208,0.0367129,0,0,0,0,0.032544,0,0.0356193,0.0456288,0,0,0.019387,0,0,0.0585803,0.0373958,0.0231462,0.0279829,0.0165496,0.0494844,0.0270759,0.0350847,0.0368236,0.036728,0.0343849,0.038967,0.0434332,0.0285279,0.0300981,0.0277212,0.0468884,0.0185896,0.0212821,0.0584023,0,0.0264563,0.0588001,0.0401515,0,0,0.0124402,0,0,0.0166951,0.0576963,0.0439295,0.0192763,0.0178273,0.0392125,0.0380371,0.0369368,0.0568291,0.0444074,0.0315384,0.0596972,0.0419102,0.0455606,0.0666194,0.0297632,0.0353779,0.0129554,0.00607935,0.0435718,0.0667955,0,0,0,0,0,0,0,0,0,0
145,0.0483177,0.0368682,0,0,0,0,0.0313519,0,0.0351233,0.0454493,0,0,0.0191694,0,0,0.0587851,0.0362993,0.0232022,0.02794,0.0161094,0.0495042,0.0274949,0.034854,0.0368543,0.0359001,0.0336221,0.0383284,0.0433293,0.0278354,0.0299251,0.028792,0.0467057,0.0188293,0.0214585,0.0573258,0,0.0261223,0.0576297,0.0401305,0,0,0.0124479,0,0,0.0168203,0.0580737,0.044392,0.0189724,0.018015,0.0395325,0.038077,0.0371488,0.0574644,0.044736,0.0305205,0.0593104,0.0414287,0.044885,0.0660123,0.0274976,0.0354651,0.0129995,0.00596842,0.0436479,0.0671913,0,0,0,0,0,0,0,0,0,0
146,0.0484032,0.0370501,0,0,0,0,0.0300382,0,0.0346133,0.0451487,0,0,0.0190916,0,0,0.0589435,0.0354619,0.0231509,0.0277227,0.0158093,0.0493922,0.0279362,0.0347489,0.0375137,0.034917,0.032671,0.0376805,0.0431061,0.0271127,0.0294025,0.0304501,0.0463863,0.0188779,0.0217571,0.0559282,0,0.0258684,0.0565245,0.0401954,0,0,0.0125191,0,0,0.0169075,0.0583152,0.0449009,0.0188711,0.0182699,0.0400156,0.038116,0.0367077,0.0582323,0.0451119,0.0294214,0.0589701,0.0410577,0.0443002,0.0654059,0.0247371,0.0354154,0.0129746,0.00594265,0.0437206,0.0673569,0,0,0,0,0,0,0,0,0,0
147,0.0484358,0.0372579,0,0,0,0,0.0288135,0,0.0342149,0.0448502,0,0,0.0191116,0,0,0.0590911,0.0345419,0.0228907,0.0274928,0.0156842,0.0493455,0.0283406,0.0344061,0.0380227,0.0344224,0.0317971,0.0371453,0.0427879,0.0264254,0.0285846,0.0320239,0.0462317,0.0189578,0.0219502,0.0545308,0,0.0258026,0.0553023,0.0403081,0,0,0.0126053,0,0,0.0168847,0.0584272,0.0452111,0.0188289,0.0185896,0.0407025,0.0382546,0.035672,0.0591534,0.0457671,0.0282358,0.0588296,0.0410067,0.0438573,0.0652893,0.0214992,0.0353046,0.0127175,0.00594913,0.0437987,0.06749,0,0,0,0,0,0,0,0,0,0
148,0.0484671,0.0374507,0,0,0,0,0.0278104,0,0.0338849,0.0442221,0,0,0.0191746,0,0,0.0592852,0.0336086,0.0224838,0.027588,0.0156428,0.0494351,0.0287207,0.0338327,0.0380564,0.0344044,0.0310321,0.0366033,0.0424031,0.0259064,0.0277905,0.0333298,0.0460673,0.0191154,0.0221482,0.0533995,0,0.0258851,0.0538392,0.0404427,0,0,0.0127849,0,0,0.0169826,0.0584339,0.0453201,0.018776,0.0188361,0.0413513,0.0385159,0.0347558,0.0601038,0.0466743,0.0271635,0.0588519,0.041216,0.0434707,0.0655458,0.0176919,0.0351187,0.0125796,0.00610115,0.0438279,0.0675437,0,0,0,0,0,0,0,0,0,0
149,0.0484806,0.0376006,0,0,0,0,0.0269712,0,0.0335734,0.0437202,0,0,0.0192936,0,0,0.0595563,0.0329688,0.0216849,0.0279114,0.0154666,0.0497545,0.0290885,0.0331025,0.0381737,0.034591,0.0300939,0.0361546,0.0419711,0.0256005,0.0269718,0.0342876,0.0459651,0.019301,0.0224357,0.0525535,0,0.0260425,0.0522212,0.0406478,0,0,0.013089,0,0,0.0170205,0.0583059,0.0453143,0.0187435,0.0194273,0.0419497,0.0388328,0.0341434,0.060859,0.0475055,0.0261992,0.058908,0.041525,0.0429978,0.0659361,0.0133907,0.0349665,0.0124656,0.00638209,0.0438693,0.067551,0,0,0,0,0,0,0,0,0,0
150,0.0484796,0.0377218,0,0,0,0,0.0258155,0,0.0337654,0.0433061,0,0,0.019513,0,0,0.0599111,0.0324819,0.0204244,0.0283594,0,0.0503708,0.0295507,0.0332934,0.0384652,0.0337901,0.0286983,0.0365335,0.0420936,0.0257819,0.0260719,0.0341128,0.0456395,0.0193218,0.0229154,0.0520806,0,0.0261261,0.0501375,0.0410616,0,0,0.0134422,0,0,0.0170104,0.0581664,0.0449621,0.0188835,0.0210309,0.0429078,0.0393292,0.0337129,0.0613239,0.0480313,0.0252269,0.0587383,0.0414648,0.0422353,0.0661102,0.0093902,0.034627,0.0119857,0.00672548,0.0439123,0.0677491,0,0,0,0,0,0,0,0,0,0
151,0.0485239,0.0378236,0,0,0,0,0.0253742,0,0.0334768,0.0431851,0,0,0.0197383,0,0,0.0603198,0.0322214,0.0195604,0.0292811,0,0.0511161,0.0301446,0.0327731,0.0382973,0.0338255,0.0277794,0.0363532,0.0418559,0.0257209,0.0255262,0.0345094,0.0451838,0.019375,0.0236643,0.0516657,0,0.02576,0.0483853,0.0411534,0,0,0.0137426,0,0,0.0169836,0.0578817,0.0442255,0.0190382,0.0230693,0.0436416,0.039595,0.0334124,0.0615576,0.0486258,0.0244119,0.0582404,0.0408645,0.0412518,0.0661389,0.0069093,0.0343316,0.0115688,0.00705266,0.0440768,0.0677935,0,0,0,0,0,0,0,0,0,0
152,0.0486387,0.0379045,0,0,0,0,0.0257015,0,0.0327487,0.0432234,0,0,0.0199792,0,0,0.0607859,0.0319013,0.0191799,0.0305008,0.0155849,0.0520729,0.0309774,0.0315766,0.037913,0.035092,0.0275196,0.0354503,0.0411911,0.0254311,0.0254309,0.0355213,0.0446196,0.0193842,0.0245942,0.0515838,0,0.024628,0.0467629,0.0409387,0,0,0.013872,0,0,0.0170374,0.0576337,0.0435103,0.0190635,0.025426,0.0441513,0.0395228,0.033211,0.0616478,0.0493379,0.0240275,0.0576543,0.0399538,0.0402953,0.0662246,0.00918245,0.034142,0.0113403,0.00729266,0.0443595,0.0676352,0,0,0,0,0,0,0,0,0,0
153,0.0487771,0.037962,0,0,0,0,0.0256631,0,0.0329623,0.0433252,0,0,0.0202169,0,0,0.0613266,0.0311162,0.0190814,0.0312742,0.0160301,0.05298,0.0319209,0.0314473,0.0378754,0.0351653,0.0271339,0.0351766,0.0410878,0.0254853,0.0253844,0.0354347,0.0439359,0.0195881,0.0254377,0.0516436,0,0.0230914,0.0449964,0.040765,0,0,0.0141006,0,0,0.017096,0.0579406,0.0426814,0.0192107,0.0279237,0.044871,0.0396565,0.0331281,0.0616061,0.0501667,0.0239933,0.0570886,0.0388274,0.039615,0.0666425,0.0144563,0.0338303,0.0110885,0.00758439,0.0446444,0.0676804,0,0,0,0,0,0,0,0,0,0
154,0.0490118,0.0379642,0,0,0,0,0.0255446,0,0.0333325,0.043489,0,0,0.0204993,0,0,0.0618293,0.0302038,0.0194123,0.0318753,0.0165827,0.0536298,0.033134,0.0313431,0.0379573,0.0349663,0.0270773,0.0353565,0.0411467,0.0254914,0.0256366,0.0355384,0.0431483,0.0196427,0.0263214,0.0517394,0,0.0218185,0.0433374,0.0405383,0,0,0.0142878,0,0,0.0171908,0.0583833,0.0417319,0.0194081,0.0305641,0.045867,0.0397435,0.0330479,0.0615486,0.0510904,0.0238136,0.0566367,0.0379245,0.0393505,0.0674306,0.0202944,0.0336099,0.0110507,0.00790613,0.0448803,0.067938,0,0,0,0,0,0,0,0,0,0
155,0.0493589,0.0379608,0,0,0,0,0.0254055,0,0.0337818,0.0434639,0,0,0.0208849,0,0,0.0623044,0.0293714,0.0201604,0.0322662,0.0168227,0.0536811,0.0344503,0.0312489,0.0377863,0.0347173,0.0272327,0.0355087,0.0411945,0.0253583,0.0259845,0.0355674,0.0423666,0.0196475,0.0274446,0.051224,0,0.020702,0.0417687,0.040302,0,0,0.0144316,0,0,0.0173478,0.0586276,0.0404035,0.0196852,0.0331187,0.0471732,0.0398055,0.0329577,0.0616246,0.0519261,0.0238168,0.0561826,0.0370351,0.0389404,0.0681046,0.0261083,0.0333748,0.0112339,0.00828392,0.044983,0.0683592,0,0,0,0,0,0,0,0,0,0
156,0.0496698,0.0380046,0,0,0,0,0.0252744,0,0.0342697,0.0432792,0,0,0.0212766,0,0,0.0628296,0.0288166,0.020984,0.0325096,0.016792,0.0530389,0.0355856,0.031145,0.0375598,0.0344447,0.0274609,0.035529,0.0410576,0.025161,0.0263041,0.035342,0.0417047,0.0197043,0.0286356,0.0499837,0,0.0194611,0.0403131,0.0400657,0,0,0.0146207,0,0,0.017565,0.0589726,0.0384142,0.0199952,0.0356918,0.0484541,0.0398097,0.032822,0.0619603,0.0525038,0.0237279,0.0555764,0.0360259,0.0381336,0.0681236,0.0320222,0.0330976,0.011172,0.00853679,0.0449072,0.0688196,0,0,0,0,0,0,0,0,0,0
157,0.0498663,0.0381553,0,0,0,0,0.0251725,0,0.0347072,0.043322,0,0,0.0216847,0,0,0.0632667,0.0284492,0.021717,0.0327479,0.0167094,0.0526557,0.0366482,0.0310643,0.0373273,0.0342342,0.0276272,0.0354541,0.0410394,0.0249672,0.0264983,0.0351535,0.0410788,0.0196047,0.0295492,0.0484772,0,0.0178797,0.0389105,0.0399572,0,0,0.0147156,0,0,0.0177474,0.0594678,0.0360257,0.0203376,0.0380044,0.0497193,0.0398349,0.0326392,0.0622721,0.0534958,0.0234716,0.0548099,0.0350826,0.0370897,0.0677348,0.0381317,0.0328528,0.0108753,0.0087248,0.0446165,0.0692591,0,0,0,0,0,0,0,0,0,0
158,0.0500189,0.0384402,0,0,0,0,0.0252465,0,0.0350222,0.0437363,0,0,0.022075,0,0,0.0635843,0.0281164,0.0221724,0.0329985,0.0169022,0.0525261,0.0375672,0.0310715,0.0372934,0.0341074,0.027649,0.0353391,0.0409462,0.0248142,0.0265939,0.0350767,0.0404998,0.019575,0.0301748,0.0477906,0,0.0160292,0.0376849,0.0399153,0,0,0.0146876,0,0,0.0178844,0.0600166,0.0347864,0.0206249,0.0396899,0.0510064,0.0399588,0.0325109,0.0625884,0.0544742,0.0233219,0.0542333,0.0343876,0.0363599,0.0676476,0.0449979,0.0326437,0.0105807,0.00888405,0.044152,0.0695915,0,0,0,0,0,0,0,0,0,0
159,0.0501537,0.038797,0,0,0,0,0.0254955,0,0.0352312,0.0442097,0,0,0.0225589,0,0,0.0637356,0.0277527,0.02233,0.033279,0.0172627,0.0524551,0.0383984,0.0310371,0.037389,0.0339408,0.0276254,0.035235,0.0408146,0.024707,0.0265458,0.0348231,0.0399604,0.0194226,0.0305425,0.0481651,0,0.0141897,0.0365893,0.0399076,0,0,0.0147541,0,0,0.0180717,0.0603356,0.0355082,0.0207625,0.0406851,0.0521809,0.0401817,0.032006,0.0628339,0.0552686,0.0232017,0.0542522,0.0342063,0.0363933,0.0682464,0.0522429,0.0324809,0.0104649,0.00906805,0.0436254,0.0699156,0,0,0,0,0,0,0,0,0,0
160,0.0502945,0.0390987,0,0,0,0,0.0256736,0,0.0353405,0.0443852,0,0,0.0227202,0,0,0.0637775,0.0273595,0.0222318,0.0335303,0.0171691,0.0522955,0.0386885,0.0309693,0.0374232,0.0337488,0.0276611,0.0351799,0.0406655,0.0247122,0.0264879,0.034607,0.0397759,0.0193353,0.030599,0.0485161,0,0.0131035,0.0357273,0.0399669,0,0,0.0148074,0,0,0.0182668,0.0601568,0.0374676,0.0208862,0.0414509,0.0527466,0.0404223,0.0314472,0.0630888,0.0559514,0.0230936,0.054815,0.0346416,0.0370325,0.0692976,0.0578878,0.0324455,0.0105418,0.00922169,0.0432469,0.0702339,0,0,0,0,0,0,0,0,0,0
161,0.0503281,0.0392362,0,0,0,0,0.0259284,0,0.0354161,0.0448011,0,0,0.0226538,0,0,0.0636143,0.0269713,0.0221141,0.0337047,0.0176015,0.0521662,0.0385408,0.0308913,0.0373821,0.0336627,0.0272768,0.0351145,0.0404787,0.0247363,0.0263834,0.0343597,0.0400254,0.0191383,0.0303594,0.0486951,0,0.0129809,0.0349787,0.0401195,0,0,0.0147531,0,0,0.0183301,0.0594151,0.0395611,0.0211074,0.0422958,0.0524052,0.0405528,0.0309618,0.0633044,0.0563705,0.0227787,0.0555972,0.0353078,0.0378996,0.0705414,0.0607427,0.0325331,0.0104861,0.00917131,0.0431691,0.0705216,0,0,0,0,0,0,0,0,0,0
162,0.0502725,0.0392755,0,0,0,0,0.0260603,0,0.0355097,0.0455622,0,0,0.0224166,0,0,0.0633192,0.0266132,0.0220992,0.0337007,0.0178658,0.0520071,0.0379841,0.0308504,0.0372066,0.033673,0.0270421,0.0351757,0.0404496,0.0248996,0.0263055,0.0340707,0.0406217,0.0189039,0.0298529,0.0492369,0,0.0130813,0.0342082,0.0403172,0,0,0.0145762,0,0,0.0182688,0.0587329,0.0414642,0.0213597,0.043434,0.0517534,0.0405943,0.0306555,0.0636634,0.0567455,0.0223879,0.056547,0.0359983,0.0389545,0.0719119,0.0621461,0.0325968,0.0105436,0.00904785,0.0432876,0.0707326,0,0,0,0,0,0,0,0,0,0
163,0.0502123,0.0392532,0,0,0,0,0.0261979,0,0.0355767,0.0460698,0,0,0.0220521,0,0,0.0628349,0.0262971,0.0222153,0.0335663,0.0178554,0.0515337,0.0372018,0.0304726,0.0368937,0.0337757,0.0270799,0.0352301,0.0405424,0.0250633,0.0263885,0.0334696,0.0411857,0.0186745,0.0290827,0.0498681,0,0.013346,0.0334887,0.0405421,0,0,0.0143632,0,0,0.0181336,0.0581663,0.0434767,0.021551,0.0444143,0.0511927,0.0405636,0.0305822,0.0640461,0.0567795,0.0217823,0.0576824,0.0368357,0.0402762,0.0733914,0.0638893,0.0327361,0.0108405,0.00892421,0.043392,0.070894,0,0,0,0,0,0,0,0,0,0
164,0.0501219,0.0391835,0,0,0,0,0.026307,0,0.0355676,0.0462562,0,0,0.02167,0,0,0.0622861,0.0260349,0.0224327,0.0333112,0.0172604,0.0509208,0.0362918,0.0296868,0.0364231,0.0339444,0.0269912,0.0353107,0.0405258,0.0251936,0.0265856,0.0328441,0.0416718,0.0184847,0.0281177,0.0503662,0,0.0136399,0.033019,0.0408202,0,0,0.0141991,0,0,0.0180601,0.0575662,0.0453821,0.0217417,0.0449692,0.0508131,0.0404822,0.0307449,0.0643954,0.0565727,0.0208942,0.0587719,0.037687,0.041568,0.0747583,0.0654004,0.0328893,0.0111778,0.00883536,0.0434694,0.0710007,0,0,0,0,0,0,0,0,0,0
165,0.050002,0.0390893,0,0,0,0,0.0265411,0,0.0355974,0.0464473,0,0,0.0213047,0,0,0.061784,0.0258926,0.02266,0.0330017,0.0169843,0.0502448,0.0354039,0.0291977,0.035914,0.0340456,0.0268685,0.0354202,0.0402252,0.0252535,0.0267661,0.032263,0.0422076,0.0182887,0.0273804,0.0506576,0,0.0139078,0.0326279,0.0410778,0,0,0.0140255,0,0,0.0180862,0.0569303,0.0469357,0.0219567,0.0451906,0.050718,0.0403441,0.031008,0.0646642,0.0565358,0.0204458,0.0594952,0.0381971,0.0425432,0.0756761,0.0663758,0.0331454,0.0112876,0.00877766,0.0435634,0.0710813,0,0,0,0,0,0,0,0,0,0
166,0.0498624,0.0390763,0,0,0,0,0.0269928,0,0.0355934,0.0465119,0,0,0.0210201,0,0,0.0613665,0.0258637,0.0228216,0.0327614,0.0170118,0.049614,0.034694,0.0290745,0.0353973,0.0340402,0.0270572,0.0355592,0.0397487,0.0252692,0.0269067,0.0315858,0.0426464,0.0181429,0.02684,0.0504129,0,0.014161,0.0323084,0.0412434,0,0,0.0138108,0,0,0.0182923,0.0563332,0.0481048,0.0222241,0.0452104,0.0507746,0.0402517,0.0311975,0.0648969,0.056565,0.0203742,0.0597496,0.0382096,0.0429868,0.0759914,0.0666479,0.0334219,0.0113576,0.00877352,0.0437846,0.0710912,0,0,0,0,0,0,0,0,0,0
167,0.049776,0.0390884,0,0,0,0,0.0276217,0,0.0355331,0.0464226,0,0,0.0208833,0,0,0.0611781,0.0258978,0.0231401,0.0325812,0.0169781,0.0491469,0.0340687,0.0290605,0.0350227,0.0340468,0.0271123,0.035571,0.0394836,0.0252938,0.0269871,0.030645,0.0429347,0.0181446,0.0261474,0.0498268,0,0.0143023,0.0321629,0.0413271,0,0,0.0137002,0,0,0.0184444,0.0557992,0.0490752,0.0225608,0.0450548,0.0509877,0.040275,0.031378,0.0651465,0.056501,0.0203352,0.0600589,0.0379373,0.0430264,0.0759161,0.0662809,0.03357,0.0115044,0.0088377,0.0440766,0.0710539,0,0,0,0,0,0,0,0,0,0
168,0.0496642,0.0390775,0,0,0,0,0.0282491,0,0.0354447,0.0462767,0,0,0.0208876,0,0,0.0611184,0.025981,0.023732,0.0324206,0.0168156,0.0488881,0.0335319,0.0291589,0.0348752,0.0341508,0.0269078,0.0354716,0.0393507,0.0253152,0.027023,0.0297526,0.0431271,0.0181719,0.0255013,0.0491804,0,0.0144657,0.0322494,0.0413855,0,0,0.013668,0,0,0.0185111,0.0552764,0.0497562,0.022927,0.0446217,0.0514558,0.0404396,0.0316096,0.0654166,0.0562558,0.0203059,0.0601942,0.0377275,0.0429242,0.0757229,0.0653994,0.0335592,0.0115157,0.00892543,0.044493,0.0709649,0,0,0,0,0,0,0,0,0,0
169,0.0495662,0.0390204,0,0,0,0,0.0285843,0,0.0354078,0.046186,0,0,0.0208856,0,0,0.0610619,0.0261531,0.0242588,0.0322151,0.0166571,0.0487981,0.0330423,0.0291696,0.0348474,0.0341791,0.026698,0.0352958,0.0392214,0.0252217,0.0269631,0.0293004,0.0431534,0.0181628,0.0251261,0.0486264,0,0.014719,0.0325994,0.0413943,0,0,0.0137501,0,0,0.0185372,0.0547486,0.0502016,0.0234185,0.0439621,0.0522062,0.0407135,0.0319546,0.0657416,0.055849,0.0202546,0.0602946,0.0377995,0.0430156,0.0756283,0.064121,0.0334465,0.0113508,0.0090575,0.0449558,0.0708099,0,0,0,0,0,0,0,0,0,0
170,0.0495015,0.0389422,0,0,0,0,0.0287241,0,0.0353881,0.0461694,0,0,0.0208455,0,0,0.0608721,0.0263416,0.0246601,0.0319437,0.0165328,0.0488461,0.0326374,0.0289892,0.0349662,0.0341514,0.0266186,0.0351868,0.0390687,0.0251609,0.0269938,0.0290785,0.0430934,0.0181245,0.0249227,0.0483699,0,0.015171,0.0331041,0.0413665,0,0,0.0139332,0,0,0.0185876,0.0542671,0.050527,0.0240559,0.0431059,0.0529633,0.0409224,0.0323335,0.0662261,0.0554847,0.0202827,0.0606747,0.0383341,0.0435332,0.075786,0.063067,0.0332539,0.011277,0.00924722,0.0454061,0.070605,0,0,0,0,0,0,0,0,0,0
171,0.0493616,0.0388948,0,0,0,0,0.0287656,0,0.0353558,0.0462505,0,0,0.0208014,0,0,0.06078,0.0265438,0.0249735,0.0316129,0.016382,0.0489067,0.0323937,0.0287418,0.0350651,0.0342128,0.0265928,0.0351307,0.0389373,0.0251477,0.0271066,0.0287841,0.0431852,0.0180963,0.0248663,0.0484253,0,0.0156271,0.0337083,0.0413352,0,0,0.0140646,0,0,0.0187796,0.0538481,0.0508953,0.0247906,0.0422172,0.0538887,0.0411616,0.0327298,0.0667137,0.0552189,0.0204104,0.0613642,0.0391941,0.0443181,0.0762509,0.0624449,0.0331333,0.0113028,0.00945285,0.0458141,0.0703741,0,0,0,0,0,0,0,0,0,0
172,0.0491445,0.0388807,0,0,0,0,0.0288575,0,0.0353224,0.0463878,0,0,0.020765,0,0,0.0607954,0.026749,0.0253267,0.0312455,0.01617,0.0490063,0.0322326,0.0285049,0.0349566,0.0343654,0.0265451,0.03506,0.0387627,0.0250973,0.0271834,0.0282668,0.0432231,0.0180504,0.0248318,0.0485393,0,0.0160224,0.0343875,0.0413499,0,0,0.0141051,0,0,0.0187834,0.0534334,0.0514966,0.0255704,0.0411127,0.0548091,0.0414409,0.0332429,0.0672082,0.0549827,0.0206822,0.0622174,0.0401733,0.045192,0.0767513,0.0621557,0.0329941,0.0111629,0.00962066,0.0460933,0.0701093,0,0,0,0,0,0,0,0,0,0
173,0.0489278,0.0388729,0,0,0,0,0.0290168,0,0.0352427,0.0465503,0,0,0.0207015,0,0,0.0608361,0.0269816,0.0260076,0.0308074,0.016033,0.0492216,0.0320733,0.0283534,0.0349099,0.0345732,0.0265151,0.0349018,0.0385727,0.0250446,0.0272193,0.0278982,0.0432356,0.0179465,0.0248215,0.0486813,0,0.0162603,0.0351277,0.0414294,0,0,0.0141076,0,0,0.0187763,0.0530046,0.0521413,0.0264356,0.0397184,0.0554099,0.0417718,0.0339013,0.0677204,0.0546991,0.0208344,0.063062,0.0412378,0.0460574,0.0771838,0.0620194,0.0328687,0.0110594,0.00978236,0.0462043,0.0697976,0,0,0,0,0,0,0,0,0,0
174,0.0487294,0.0388803,0,0,0,0,0.0290883,0,0.0352141,0.0468214,0,0,0.0205783,0,0,0.0608405,0.02722,0.0263384,0.0304178,0.0161279,0.0493058,0.0319673,0.0282649,0.0348691,0.0347537,0.0264529,0.0347495,0.0384031,0.024943,0.0270759,0.0277198,0.0431974,0.0178127,0.0248656,0.0489126,0,0.0166353,0.0358602,0.0414903,0,0,0.0141276,0,0,0.0188472,0.0525974,0.0527324,0.0273103,0.0380477,0.0558816,0.042033,0.0346917,0.0682687,0.0543254,0.0212783,0.0637938,0.042433,0.0469229,0.0774992,0.0620787,0.0327882,0.0110127,0.009966,0.0460997,0.0694778,0,0,0,0,0,0,0,0,0,0
175,0.0485185,0.0389323,0,0,0,0,0.0291605,0,0.0352581,0.0471223,0,0,0.020445,0,0,0.0607707,0.027473,0.0262697,0.0300683,0.016473,0.0488004,0.0318719,0.0283007,0.0346742,0.0347809,0.0262361,0.0347105,0.0382182,0.0247879,0.0269056,0.0275382,0.0430857,0.0176705,0.0249913,0.0492132,0,0.0167995,0.0366766,0.0414773,0,0,0.0141281,0,0,0.0189203,0.0522204,0.0531982,0.0281716,0.036225,0.0564132,0.0422208,0.0355702,0.0689265,0.0540125,0.0221644,0.0645904,0.0436776,0.0477289,0.0778231,0.0623186,0.0326071,0.0110078,0.0101397,0.0456967,0.069195,0,0,0,0,0,0,0,0,0,0
176,0.0483402,0.0390488,0,0,0,0,0.0292764,0,0.0352291,0.0474119,0,0,0.020373,0,0,0.0607425,0.0277104,0.0264,0.029709,0.0165441,0.0482784,0.0317516,0.0282524,0.0345682,0.0348295,0.0261553,0.0346853,0.0380793,0.0246968,0.0268799,0.0271467,0.0429217,0.0174857,0.0250827,0.0495493,0,0.0168037,0.0375505,0.0414577,0,0,0.0141475,0,0,0.0189727,0.051825,0.0535657,0.0289698,0.0341554,0.0567323,0.0424055,0.0365926,0.0696641,0.0538858,0.0233688,0.0654838,0.0449731,0.0486076,0.0782573,0.0628212,0.0324714,0.0109831,0.0103361,0.045072,0.0689223,0,0,0,0,0,0,0,0,0,0
177,0.0481813,0.0391974,0,0,0,0,0.0295902,0,0.0351797,0.0476859,0,0,0.0203458,0,0,0.0607445,0.0278814,0.0265857,0.0293114,0.0163995,0.0478801,0.0316268,0.0281416,0.0344507,0.0349549,0.0261977,0.0345608,0.0379655,0.0245867,0.0269585,0.0266504,0.0429152,0.0172453,0.0251227,0.0499338,0,0.0167967,0.0383994,0.0414767,0,0,0.0141239,0,0,0.0190007,0.051367,0.0538013,0.0296146,0.0319288,0.0569409,0.0425699,0.0377072,0.0704984,0.0539342,0.0245199,0.0664091,0.0462974,0.049581,0.0788284,0.0634962,0.0324193,0.0108658,0.010534,0.0444674,0.0686251,0,0,0,0,0,0,0,0,0,0
